Kode Item Baru,Nama Item,MPQ Olah,MPQ Kemas,MPQ Supply,W06,W07,W08,W09,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W01,W02,W03,W04,W05,W06,W07,W08,W09,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,Sum,MPQ Kemas,MPQ Supply
CUS-RVPDMCW22-MO,MAKE OVER Powerstay Demi-Matte Cover Cushion W22 Warm Ivory 15 g Relaunch,0,1,1,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,28000,1,1
CUS-RVPDMCW30-MO,MAKE OVER Powerstay Demi-Matte Cover Cushion W30 Creme Beige 15 g Relaunch,0,1,1,4960,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,31960,1,1
CUS-RVPDMCW33-MO,MAKE OVER Powerstay Demi-Matte Cover Cushion W33 Honey Beige 15 g Relaunch,0,1,1,4973,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,34973,1,1
CUS-RVPDMCW41-MO,MAKE OVER Powerstay Demi-Matte Cover Cushion W41 Coral Sand 15 g Relaunch,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CUS-RVPDMCW42-MO,MAKE OVER Powerstay Demi-Matte Cover Cushion W42 Warm Sand 15 g Relaunch,packing only,1,1,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,1,1
D-DEN01-B,Beyondly Eternal Ultrasonic Nano Diffuser 230 ml,0,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,1000
D-RO-KA,Kahf Soothing Antiperspirant Deodorant 50 ml,300,5135,5290,0,0,15405,10270,10270,10270,15405,10270,10270,0,5135,10270,10270,10270,10270,15405,10270,10270,10270,10270,10270,10270,10270,10270,10270,15405,10124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261739,5135,5290
D-RO01-KA,Kahf Cooling Impact Antiperspirant Deodorant 45 ml,1000,20760,21380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20760,0,62280,41520,20760,0,0,0,0,0,41520,41520,20760,41520,41520,41520,20760,20760,41520,20760,20760,41520,41520,20760,41520,20760,41520,20760,41520,20760,41520,41520,20760,20760,41520,62280,0,0,41520,41520,20760,41520,20760,41520,41520,1266360,20760,21380
D-RO02-KA,Kahf Dynamics Force Antiperspirant Deodorant 45 ml,1000,20760,21380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20760,0,20760,20760,0,0,0,0,0,0,20760,0,0,20760,0,0,20760,0,0,20760,0,41520,41520,41520,41520,41520,41520,41520,41520,41520,41520,41520,41520,41520,41520,103800,0,0,41520,41520,41520,41520,41520,41520,41520,1121040,20760,21380
D-RRO-KA,Kahf Antibacterial Shield Antiperspirant Deodorant 45 ml,1000,20760,21380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20760,0,62280,41520,20760,0,0,0,0,0,41520,41520,41520,20760,41520,41520,20760,41520,20760,20760,20760,20760,41520,20760,20760,41520,20760,41520,20760,41520,20760,41520,20760,41520,20760,83040,0,0,41520,41520,20760,41520,41520,41520,20760,1245600,20760,21380
D-W1R1HER-W60ML,Wardah Roll On For Her 60 ml,1000,16020,16501,0,16020,0,0,16020,16020,0,16020,16020,16020,16020,0,16020,16020,0,16020,16020,0,16020,16020,0,16020,16020,0,16020,16020,0,16020,0,16020,16020,0,16020,16020,0,16020,16020,0,16020,16020,0,16020,16020,0,16020,16020,0,16020,16020,0,16020,16020,0,16020,16020,0,16020,16020,0,16020,16020,0,16020,16020,0,16020,0,0,0,688860,16020,16501
DDC-CDL-W20ML,Wardah C-Defense DD Cream Light 20 ml (Pc(s)),500,22563,23240,0,22563,0,22563,0,22563,0,22563,0,22563,0,0,22563,0,22563,0,22563,0,0,22563,0,22563,0,0,22563,0,22563,0,22563,0,0,22563,0,22563,0,22563,0,0,22563,0,22563,0,0,22563,0,22563,0,22563,0,0,22563,0,22563,0,22563,0,0,22563,0,22563,0,0,22563,0,22563,0,0,0,0,631764,22563,23240
DDC-CDN-W20ML,Wardah C-Defense DD Cream Natural 20 ml (Pc(s)),500,22500,23175,22500,22500,22500,0,22500,0,22500,0,22500,0,22500,0,22500,0,22500,0,22500,0,22500,0,22500,0,22500,0,22500,0,22500,0,22500,0,22500,0,22500,0,22500,0,22500,0,0,22500,0,22500,0,22500,0,22500,0,22500,0,22500,0,22500,0,22500,0,22500,0,22500,0,22500,0,22500,0,22500,0,0,22500,0,0,765000,22500,23175
EB-ABBL-EM1.2GR,Emina Agent of Brow Black 1.2 gr (Pc(s)),1,1,1,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,1,1
EB-ABBR-EM1.2GR,Emina Agent of Brow Brown 1.2 gr (Pc(s)),1,1,1,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,1,1
EB-DK01-MO,MAKE OVER Eye Brow Definition Kit 01 Dark Brown 6.9 g,2,972,991,1944,1944,0,972,972,1944,972,972,972,972,972,972,972,1944,972,972,972,972,972,972,972,972,972,1944,972,972,972,972,972,972,972,972,1944,972,972,972,972,972,972,972,972,972,1944,972,972,972,972,972,972,972,972,1944,972,972,972,972,972,972,972,972,972,1944,972,972,972,972,0,0,972,72900,972,991
EB-DK02-MO,MAKE OVER Eye Brow Definition Kit 02 Grey Brown 6.9 g,2,972,991,0,0,0,0,972,0,0,972,0,0,0,972,0,0,972,0,0,0,972,0,0,972,0,0,0,972,0,0,972,0,0,0,972,0,0,972,0,0,0,972,0,0,972,0,0,0,972,0,0,972,0,0,0,972,0,0,972,0,0,0,972,0,0,972,0,0,0,0,0,17496,972,991
EB-DMCC-MO,MAKE OVER Powerstay Brow Definer Mascara 03 Coffee Cream 6.5 g,30,3600,3960,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,3600,3960
EB-DMCL-MO,MAKE OVER Powerstay Brow Definer Mascara 02 Chocolate 6.5 g,65,7560,7938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15120,7560,7938
EB-DMLB-MO,MAKE OVER Powerstay Brow Definer Mascara 01 Long Black 6.5 g,65,7560,7787,0,0,0,0,0,0,0,0,0,0,0,7560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22680,7560,7787
EB-EK-W3G,Wardah EyeXpert Eyebrow Kit 3 g (Pc(s)),2,1632,1682,3264,1632,0,1632,3264,1632,3264,1632,3264,1632,1632,3264,1632,3264,1632,1632,3264,1632,1632,3264,1632,3264,1632,3264,1632,1632,3264,1632,3264,1632,1632,3264,1632,1632,3264,1632,3264,1632,1632,3264,1632,3264,1632,1632,3264,1632,1632,3264,1632,3264,1632,1632,3264,1632,1632,3264,1632,3264,1632,1632,1632,1632,3264,1632,1632,3264,0,0,1632,148512,1632,1682
EB-EXPMBD01-W,Wardah EyeXpert Matic Brow Definer 01 LIGHT BROWN 0.25 g,1,1,1,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,1,1
EB-EXPMBD02-W,Wardah EyeXpert Matic Brow Definer 02 DARK BROWN 0.25 g,1,1,1,0,0,0,0,87000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122000,1,1
EB-EXPMBD03-W,Wardah EyeXpert Matic Brow Definer 03 DARK GREY 0.25 g,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EB-IPB3M01-W5.5G,Wardah Instaperfect BROWFESSIONAL 3D Brow Mascara 01. BROWN 5.5 g,3,456,479,0,0,456,456,456,456,456,0,456,456,456,456,456,0,456,456,456,456,456,456,0,456,456,456,456,456,456,0,456,456,456,456,0,456,456,456,0,456,456,0,456,456,0,456,456,0,456,456,0,456,456,0,456,456,0,456,456,0,456,456,0,456,456,0,456,456,0,0,0,22344,456,479
EB-IPB3M02-W5.5G,Wardah Instaperfect BROWFESSIONAL 3D Brow Mascara 02. DEEP GREY 5.5 g,3,456,479,0,0,0,0,456,0,0,456,0,456,0,456,456,0,456,0,456,0,456,456,0,456,0,456,0,456,456,0,456,0,456,0,456,0,456,0,456,0,456,0,456,0,0,456,0,456,0,456,0,456,0,456,0,456,0,0,456,0,456,0,456,0,456,0,456,0,0,0,0,"14,136",456,479
EB-IPEM01-W,Wardah Instaperfect BROWFLASH 3-in-1 Brow Perfector 01 True Brown 0.6 g,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EB-IPEM02-W,Wardah Instaperfect BROWFLASH 3-in-1 Brow Perfector 02 Ash Brown 0.6 g,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EB-IPEM03-W,Instaperfect Browflash New Color 3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,1,1
EB-IPEM04-W,Instaperfect Browflash New Color 4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,000",1,1
EB-IPEM05-W,Instaperfect Browflash New Color 5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,1,1
"EB-PBE-MO1,14G","MAKE OVER Eyebrow Pencil Brown To Earth 1,14 g (Pc(s))",1,1,1,0,0,0,0,0,0,0,0,5173,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15173,1,1
EB-PBHG-MO,Make Over Powerstay Grip Brow Gel 5.5 g,30,3818,3887,0,0,0,0,0,0,0,0,0,0,0,0,3818,0,0,0,0,0,0,0,0,0,0,0,3818,0,0,0,0,0,0,0,3818,0,0,0,0,0,0,0,0,0,3818,0,0,0,0,0,0,0,0,3818,0,0,0,0,0,0,0,3818,0,0,0,0,0,0,0,3818,0,26726,3818,3887
"EB-PBL-MO1,14G","MAKE OVER Eyebrow Pencil Black Lines 1,14 g (Pc(s))",1,1,1,5173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5173,1,1
EB-R2SEDA-MO,Make Over Brow Styler Eye Definer Americano 0.13 g,0,1,1,0,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,1,1
EB-R2SEDM-MO,Make Over Brow Styler Eye Definer Mocha 0.13 g,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EB-RDMCC-MO,Make Over Powerstay Brow Volumizer Mascara 03 Ash Brown 5.5 g,30,4400,4474,0,0,0,0,0,0,0,0,0,0,0,0,0,4400,0,0,0,0,0,0,0,0,0,0,4400,0,0,0,0,0,0,0,0,0,0,0,0,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,4400,0,0,0,0,0,0,0,0,0,0,0,4400,0,0,0,0,0,22000,4400,4474
EB-RDMCL-MO,Make Over Powerstay Brow Volumizer Mascara 02 Dark Brown 5.5 g,30,4400,4474,0,0,0,0,0,0,0,0,0,0,0,0,0,4400,0,0,0,0,0,0,0,0,0,0,4400,0,0,0,0,0,0,0,0,0,0,0,0,4400,0,0,0,0,0,0,0,0,0,0,0,0,4400,0,0,0,0,0,0,0,0,4400,0,0,0,0,0,0,0,0,0,22000,4400,4474
EB-RDMLB-MO,Make Over Powerstay Brow Volumizer Mascara 01 Ash Grey 5.5 g,30,4400,4474,0,0,0,0,0,0,0,0,0,0,0,0,0,4400,0,0,0,0,0,0,0,0,0,0,4400,0,0,0,0,0,0,0,0,0,0,4400,0,0,0,0,0,0,0,0,0,0,0,4400,0,0,0,0,0,0,0,0,0,4400,0,0,0,0,0,0,0,4400,0,0,0,26400,4400,4474
EB-REPBL-W,Wardah EyeXpert Eyebrow Pencil Black 1.14 g (Blister),1,1,1,0,0,0,0,63000,0,0,0,0,0,0,0,35000,0,0,0,0,0,0,0,0,0,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218000,1,1
EB-REPBR-W,Wardah EyeXpert Eyebrow Pencil Brown 1.14 g (Blister),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134000,1,1
EB-RIPB3M01-W,Wardah Instaperfect BROWFESSIONAL 3D Brow Mascara 01. BROWN 5.5 g,3,456,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,0,1368,1368,0,0,0,0,0,0,0,0,0,456,456,456,456,456,456,0,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,912,0,0,456,456,456,456,456,456,456,17328,456,479
EB-RIPB3M02-W,Wardah Instaperfect BROWFESSIONAL 3D Brow Mascara 02. DEEP GREY 5.5 g,3,456,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,0,456,456,0,0,0,0,0,0,0,0,0,456,0,456,456,0,456,456,0,456,456,0,456,456,456,0,456,456,456,0,456,456,456,0,912,0,0,456,456,456,0,456,456,456,12312,456,479
EB-RIPBA-W,Instaperfect Browfessional Revamp A 5.5 g,30,2923,3077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2923,0,0,0,0,0,0,2923,0,0,0,0,0,0,0,2923,0,0,0,0,0,0,2923,0,0,14615,2923,3077
EB-RIPBB-W,Instaperfect Browfessional Revamp B 5.5 g,30,2923,3077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2923,0,0,0,0,0,0,0,0,2923,0,0,0,0,0,0,0,0,0,8769,2923,3077
EB-RIPEM01-W,Instaperfect Browflash Revamp 1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,1,1
EB-RIPEM02-W,Instaperfect Browflash Revamp 2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,1,1
EB-SMUEMA-EM,Emina Squeeze Me Up Browcara Woody 8 g,15,1728,1768,0,1728,0,0,1728,0,1728,0,1728,0,1728,0,1728,0,1728,0,1728,0,0,1728,0,1728,0,1728,0,1728,0,1728,0,0,1728,0,1728,0,1728,0,1728,0,1728,0,0,1728,0,1728,0,1728,0,1728,0,0,1728,0,1728,0,1728,0,1728,0,0,1728,0,1728,0,1728,0,1728,0,0,0,51840,1728,1768
EB-SMUEMB-EM,Emina Squeeze Me Up Browcara Ashy 8 g,15,1584,1632,0,1584,0,1584,0,1584,0,0,1584,0,1584,0,0,1584,0,1584,0,0,1584,0,1584,0,1584,0,0,1584,0,1584,0,1584,0,0,1584,0,1584,0,0,1584,0,1584,0,1584,0,0,1584,0,1584,0,0,1584,0,1584,0,1584,0,0,1584,0,1584,0,0,1584,0,1584,0,0,1584,0,0,44352,1584,1632
EB-SMUEMC-EM,Emina Squeeze Me Up Browcara Clear 8 g,65,6264,6452,0,6264,0,0,0,0,0,0,0,6264,0,0,0,0,0,0,0,0,0,6264,0,0,0,0,0,0,0,0,0,6264,0,0,0,0,0,0,0,0,0,6264,0,0,0,0,0,0,0,0,0,6264,0,0,0,0,0,0,0,0,0,6264,0,0,0,0,0,0,0,0,0,43848,6264,6452
EB-TS-EM2.9GR,Emina Top Secret Eyebrow 2.9 gr (Pc(s)),1,1860,1897,0,0,0,0,0,1860,0,0,0,1860,0,0,0,1860,0,0,1860,0,0,0,1860,0,0,0,1860,0,0,0,1860,0,0,0,1860,0,0,0,1860,0,0,0,1860,0,0,0,1860,0,0,0,1860,0,0,0,1860,0,0,1860,0,0,0,0,1860,0,0,0,1860,0,0,0,0,29760,1860,1897
EC-RRYAG-W,Wardah Renew You Eye Cream 10 g (Pc(s)),200,15120,16800,15120,0,0,0,0,0,0,0,0,0,0,15120,0,0,0,0,15120,0,0,15120,0,0,0,0,0,0,15120,0,0,0,0,0,15120,0,0,0,0,0,0,15120,0,0,0,0,0,15120,0,0,0,0,0,0,15120,0,0,0,0,0,15120,0,0,0,0,0,0,15120,0,0,0,166320,15120,16800
EC-RWSB-W,Wardah Crystal Secret Eyes Dark Circle Corrector 10 ml,120,9504,9980,0,0,9504,0,0,0,0,0,9504,0,0,0,0,0,0,9504,0,0,0,0,0,0,9504,0,0,0,0,0,0,9504,0,0,0,0,0,0,9504,0,0,0,0,0,0,9504,0,0,0,0,0,0,9504,0,0,0,0,0,0,9504,0,0,0,0,0,0,9504,0,0,0,0,95040,9504,9980
EL-EDCPBL-EM0.2GR,Emina Eye Do! Crayon Pour Les Yeux Black 0.2 gr (Pc(s)),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,1,1
EL-EDPBL-EM1GR,Emina Eye Do! Pencil Eye Liner Black 1 gr (Pc(s)),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EL-EDPBR-EM1GR,Emina Eye Do! Pencil Eye Liner Brown 1 gr (Pc(s)),1,1,1,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,1,1
EL-ELT-EM,EMINA Total Eclipse Pen Liner 1 ml,25,14486,14980,0,14486,0,0,0,0,0,0,0,14486,0,0,0,14486,0,0,0,0,14486,0,0,0,0,14486,0,0,0,0,14486,0,0,0,0,14486,0,0,0,0,14486,0,0,0,0,14486,0,0,0,0,14486,0,0,0,0,14486,0,0,0,0,14486,0,0,0,0,14486,0,0,0,0,0,188318,14486,14980
EL-EOHB-W1GR,Wardah EyeXpert Optimum Hi-Black Liner 1 gr (Pc(s)),1,1,1,0,0,0,0,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54000,1,1
"EL-ESL-W3,5GR","Wardah Eyexpert Staylast Liquid Eyeliner 3,5 gr (Pc(s))",240,62129,63129,0,62129,0,0,0,0,0,0,0,0,0,0,0,0,0,62129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62129,0,0,0,0,0,0,310645,62129,63129
EL-EXPELB-W,Wardah EYEXPERT Perfect Precision Liner 1 ml,50,34018,35719,34018,0,0,0,0,0,34018,0,0,0,34018,0,0,0,0,34018,0,0,0,0,34018,0,0,0,0,34018,0,0,0,0,34018,0,0,0,0,34018,0,0,0,0,34018,0,0,0,0,34018,0,0,0,0,34018,0,0,0,0,34018,0,0,0,0,34018,0,0,0,34018,0,0,0,0,476252,34018,35719
EL-HBS-MO1G,MAKE OVER Hyperblack Superstay Liner 1 g,1,1,1,0,0,0,0,69000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86000,1,1
EL-IPHBR-W,Instaperfect Hypergetic New Color Brown,packing only,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,1,1
EL-IPHPB-W1G,Wardah Instaperfect HYPERGETIC Precise Black Liner 1 g,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"EL-LB-MO1,7ML","MAKE OVER Liquid Eye Liner Black 1,7 ml (Pc(s))",1,1,1,0,0,0,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4900,1,1
"EL-PBJ-MO1,2G","MAKE OVER Eye Liner Pencil Black Jack 1,2 g (Pc(s))",1,1,1,5000,0,0,11000,0,0,0,0,5000,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,45000,1,1
"EL-PBL-MO1,2G","MAKE OVER Eye Liner Pencil Brown Latte 1,2 g (Pc(s))",1,1,1,0,0,0,8256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8256,1,1
