Kode Item Baru,Nama Item,MPQ Olah,MPQ Kemas,MPQ Supply,W06,W07,W08,W09,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W01,W02,W03,W04,W05,W06,W07,W08,W09,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,Sum,MPQ Kemas,MPQ Supply
L-MLCD-OMG,OMG OH MY GLAM Matte Kiss Lip Cream 04 Sunset 3.5 g,45,12096,12456,0,24192,12096,12096,12096,12096,0,0,0,0,12096,12096,0,12096,12096,12096,0,12096,12096,12096,12096,0,12096,12096,12096,0,12096,12096,12096,12096,0,12096,12096,12096,0,12096,12096,12096,12096,0,12096,12096,12096,0,12096,12096,12096,12096,0,12096,12096,12096,0,12096,12096,12096,12096,0,12096,12096,12096,0,12096,12096,12096,12096,0,0,0,604800,12096,12456
L-MLCE-OMG,OMG OH MY GLAM Matte Kiss Lip Cream 05 Punch 3.5 g,15,3876,4164,0,3876,3876,3876,3876,3876,0,0,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,7752,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,7752,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,7752,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,0,3876,263568,3876,4164
L-MLCF-OMG,OMG OH MY GLAM Matte Kiss Lip Cream 06 Sparkle 3.5 g,15,3876,4164,3876,3876,7752,7752,7752,7752,0,0,7752,7752,7752,3876,7752,7752,7752,7752,7752,3876,7752,7752,7752,7752,3876,7752,7752,7752,7752,3876,7752,7752,7752,7752,3876,7752,7752,7752,7752,3876,7752,7752,7752,7752,3876,7752,7752,7752,7752,3876,7752,7752,7752,7752,3876,7752,7752,7752,7752,3876,7752,7752,7752,7752,3876,7752,7752,7752,0,3876,3876,453492,3876,4164
L-MLCG-OMG,OMG OH MY GLAM Matte Kiss Lip Cream 07 Delight 3.5 g,15,3876,4164,0,0,3876,3876,3876,3876,0,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,0,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,0,3876,3876,3876,0,3876,244188,3876,4164
L-MLCH-OMG,OMG OH MY GLAM Matte Kiss Lip Cream 08 Skyfall 3.5 g,15,3876,4164,0,7752,3876,3876,3876,3876,0,3876,7752,3876,7752,3876,7752,3876,7752,3876,7752,3876,7752,3876,3876,7752,3876,7752,3876,7752,3876,7752,3876,7752,3876,7752,3876,7752,3876,3876,7752,3876,7752,3876,7752,3876,7752,3876,7752,3876,7752,3876,3876,7752,3876,7752,3876,7752,3876,7752,3876,7752,3876,7752,3876,7752,3876,3876,7752,3876,3876,0,3876,364344,3876,4164
L-MLCI-OMG,OMG OH MY GLAM Matte Kiss Lip Cream 09 Charm 3.5 g,15,3876,4164,15504,7752,7752,7752,7752,7752,0,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,11628,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,7752,0,3876,3876,523260,3876,4164
L-MLCJ-OMG,OMG OH MY GLAM Matte Kiss Lip Cream 10 Shell 3.5 g,45,12096,12456,12096,24192,12096,12096,12096,12096,0,0,12096,24192,24192,12096,12096,24192,12096,24192,12096,12096,24192,12096,12096,24192,12096,12096,24192,12096,24192,12096,12096,24192,12096,12096,24192,12096,12096,24192,12096,12096,24192,12096,24192,12096,12096,24192,12096,12096,24192,12096,12096,24192,12096,12096,24192,12096,24192,12096,12096,24192,12096,12096,24192,12096,12096,24192,12096,12096,12096,0,12096,1064448,12096,12456
L-MLCK-OMG,OMG OH MY GLAM Matte Kiss Lip Cream 11 Bumble 3.5 g,45,12096,12456,12096,12096,12096,12096,12096,12096,0,12096,12096,12096,24192,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,12096,0,0,12096,810432,12096,12456
L-MLCL-OMG,OMG OH MY GLAM Matte Kiss Lip Cream 12 Scarlet 3.5 g,80,21324,21430,21324,63972,21324,21324,21324,21324,0,0,42648,42648,42648,21324,42648,21324,42648,21324,42648,21324,42648,21324,21324,42648,21324,42648,21324,42648,21324,42648,21324,42648,21324,42648,21324,21324,42648,21324,42648,21324,42648,21324,42648,21324,42648,21324,42648,21324,21324,42648,21324,42648,21324,42648,21324,42648,21324,42648,21324,42648,21324,21324,42648,21324,42648,21324,42648,21324,21324,0,21324,2047104,21324,21430
L-MLCM-OMG,OMG Oh My Glam Matte Kiss Lip Cream 13 Latte 3.5 g,80,21324,21430,21324,42648,21324,21324,21324,21324,0,0,42648,42648,42648,21324,21324,42648,21324,21324,42648,21324,21324,42648,21324,21324,42648,21324,21324,42648,21324,21324,21324,42648,21324,21324,42648,21324,21324,42648,21324,21324,42648,21324,21324,42648,21324,21324,42648,21324,21324,42648,21324,21324,42648,21324,21324,42648,21324,21324,42648,21324,21324,42648,21324,21324,42648,21324,21324,21324,21324,0,21324,1855188,21324,21430
L-MLCN-OMG,OMG Oh My Glam Matte Kiss Lip Cream 14 Cappuccino 3.5 g,80,21324,21430,21324,21324,21324,21324,21324,21324,0,21324,21324,21324,42648,21324,21324,21324,21324,21324,21324,21324,21324,42648,21324,21324,21324,21324,21324,21324,21324,21324,21324,42648,21324,21324,21324,21324,21324,21324,21324,21324,21324,42648,21324,21324,21324,21324,21324,21324,21324,21324,21324,42648,21324,21324,21324,21324,21324,21324,21324,21324,21324,42648,21324,21324,21324,21324,21324,21324,0,21324,0,1535328,21324,21430
L-MLCO-OMG,OMG Oh My Glam Matte Kiss Lip Cream 15 Espresso 3.5 g,80,21324,21430,21324,42648,21324,21324,21324,21324,0,21324,21324,42648,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,21324,0,0,21324,1450032,21324,21430
L-MLCP-OMG,OMG OH MY GLAM Matte Kiss Lip Cream Bumi Edition 16 Cinnamon 3.5 g,200,53160,53692,0,0,0,0,53692,0,53692,0,0,0,0,0,0,0,0,0,0,53160,0,0,53160,0,0,53160,0,53160,0,53160,0,0,53160,0,0,53160,0,53160,0,0,53160,0,53160,0,0,53160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692144,53160,53692
L-MLCQ-OMG,OMG OH MY GLAM Matte Kiss Lip Cream Bumi Edition 17 Maple 3.5 g,200,53160,53692,0,0,0,0,53692,0,0,0,0,0,0,0,0,0,0,0,0,53160,0,0,0,0,0,53160,0,0,0,53160,0,0,0,0,0,53160,0,0,0,0,53160,0,0,0,0,53160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372652,53160,53692
L-MLCR-OMG,OMG OH MY GLAM Matte Kiss Lip Cream Bumi Edition 18 Ginger 3.5 g,200,53160,53692,0,0,0,0,53692,0,0,0,0,0,0,0,0,0,0,0,0,53160,0,0,0,0,0,53160,0,0,0,53160,0,0,0,0,0,53160,0,0,0,0,53160,0,0,0,0,53160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372652,53160,53692
L-MLCS-OMG,OMG Oh My Glam Matte Kiss Lip Cream Cycle of Love Edition Si Paling Bucin 3.5 g,packing only,37249,37500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37249,37500
L-MLCT-OMG,OMG Oh My Glam Matte Kiss Lip Cream Cycle of Love Edition Si Paling In Love 3.5 g,packing only,31491,31700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31491,31700
L-MLCU-OMG,OMG Oh My Glam Matte Kiss Lip Cream Cycle of Love Edition Si Paling PDKT 3.5 g,packing only,36428,36700,16095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16095,36428,36700
L-MLCV-OMG,OMG Oh My Glam Matte Kiss Lip Cream Cycle of Love Edition Si Paling Move On 3.5 g,packing only,11530,11700,5626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5626,11530,11700
L-MLCW-OMG,OMG Oh My Glam Matte Kiss Lip Cream Cycle of Love Edition Si Paling Ambyar 3.5 g,packing only,15679,15900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15679,15900
L-NFSCLAD04-W,Wardah NFS Colorfit Last All Day Lip Paint 04 1.2 g,15,10790,10790,0,0,0,0,10790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10790,10790,10790
L-NFSCLAD09-W,Wardah NFS Colorfit Last All Day Lip Paint 09 1.2 g,15,10790,10790,0,0,0,0,10790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10790,10790,10790
L-NFSCLAD13-W,Wardah NFS Colorfit Last All Day Lip Paint 13 1.2 g,15,10790,10790,0,0,0,0,10790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10790,10790,10790
L-NFSCLAD17-W,Wardah NFS Colorfit Last All Day Lip Paint 17 1.2 g,30,21416,21416,0,0,0,0,21416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21416,21416,21416
L-NFSGS01-EM,NFS Emina Glossy Stain 01 Autumn Bell 1.2 g,20,15456,15456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15456,15456,15456
L-NFSGS07-EM,NFS Emina Glossy Stain 07 French Vanilla 1.2 g,20,15456,15456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15456,15456,15456
L-NFSLLS01-EM,NFS Emina Watercolor Lip Serum 01 Dawn 1.2 g,43,31200,31200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31200,31200,31200
L-NLCA-EM,Emina Poppin’ Matte 04 Snatched 4.5 g,15,2880,2938,0,0,0,0,0,0,0,2880,0,0,0,0,2880,0,0,0,0,2880,0,0,0,2880,0,0,0,0,2880,0,0,0,0,2880,0,0,0,2880,0,0,0,0,2880,0,0,0,0,2880,0,0,0,2880,0,0,0,0,2880,0,0,0,0,2880,0,0,0,2880,0,0,0,0,0,37440,2880,2938
L-NLCALE1REG-EM,Emina Poppin' Matte The 90's Edition 06 Roller Skate 4.5 g,15,2880,2967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880,2967
L-NLCB-EM,Emina Poppin’ Matte 02 To Be Honest 4.5 g,15,2880,2938,0,0,0,0,2880,0,0,2880,0,2880,0,0,0,2880,0,0,2880,0,0,2880,0,0,2880,0,0,2880,0,0,0,2880,0,2880,0,0,2880,0,0,2880,0,0,2880,0,0,2880,0,0,2880,0,0,2880,0,0,2880,0,0,2880,0,0,2880,0,0,2880,0,0,2880,0,0,0,0,60480,2880,2938
L-NLCC-EM,Emina Poppin’ Matte 01 Lowkey 4.5 g,15,2880,2938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880,0,0,0,0,0,2880,0,0,0,0,0,2880,0,0,0,0,0,0,2880,0,0,0,0,0,2880,0,0,0,0,0,2880,0,0,0,0,0,0,2880,0,0,0,0,0,0,0,20160,2880,2938
L-NLCCLE3REG-EM,Emina Poppin' Matte The 90's Edition 08 Lovely Tamagochan 4.5 g,15,2880,2967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880,2967
L-NLCD-EM,Emina Poppin’ Matte 03 Game On 4.5 g,15,2880,2938,0,0,0,0,0,2880,0,0,0,2880,0,0,0,2880,0,0,0,2880,0,0,0,2880,0,0,0,2880,0,0,0,2880,0,0,0,2880,0,0,0,2880,0,0,0,2880,0,0,0,2880,0,0,0,2880,0,0,0,2880,0,0,0,2880,0,0,0,2880,0,0,0,2880,0,0,0,46080,2880,2938
L-NLCE-EM,Emina Poppin’ Matte 05 Easy Peasy 4.5 g,15,2880,2938,0,2880,0,2880,0,2880,0,2880,2880,0,2880,0,2880,2880,0,2880,0,2880,2880,0,2880,0,2880,2880,0,2880,0,2880,2880,0,2880,0,2880,2880,0,2880,2880,0,2880,0,2880,2880,0,2880,0,2880,2880,0,2880,0,2880,2880,0,2880,2880,0,2880,0,2880,2880,0,2880,2880,0,2880,0,0,2880,0,115200,2880,2938
L-NLCXCA-EM,Emina Poppin' Matte X Chatime 11 Chatime Milk Tea,70,13954,13954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13954,13954
L-NLCXCB-EM,Emina Poppin' Matte X Chatime 12 Hazelnut Chocolate Milk Tea,75,14968,14968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14968,14968
L-NLCXCC-EM,Emina Poppin' Matte X Chatime 13 Brown Sugar Milk Tea,75,14968,14968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14968,14968
L-PGTC-MO,MAKE OVER Powerstay Glossy Lip Top Coat 6.2 g,15,2112,2176,2112,2112,0,0,2112,0,2112,0,2112,0,2112,0,2112,0,2112,0,2112,0,2112,0,2112,0,2112,0,2112,0,2112,0,2112,2112,0,2112,0,2112,0,2112,0,2112,0,2112,0,2112,0,2112,0,2112,0,2112,0,2112,0,2112,0,2112,0,2112,0,2112,0,2112,0,2112,0,2112,0,2112,0,0,0,71808,2112,2176
L-PMLP-MO,MAKE OVER Powerstay Matte Lip Primer 6.8 g,15,2112,2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2112,2155
L-PS01-MO,MAKE OVER Powerstay Superlast Lip Cream 01 6 g,15,2160,2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2160,2208
L-PS02-MO,MAKE OVER Powerstay Superlast Lip Cream 02 6 g,15,2160,2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2160,2208
L-PS03-MO,MAKE OVER Powerstay Superlast Lip Cream 03 6 g,15,2160,2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2160,2208
L-PS04-MO,MAKE OVER Powerstay Superlast Lip Cream 04 6 g,15,2160,2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2160,2208
L-PS05-MO,MAKE OVER Powerstay Superlast Lip Cream 05 6 g,15,2160,2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2160,2208
L-PS06-MO,MAKE OVER Powerstay Superlast Lip Cream 06 6 g,45,7344,7428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7344,7428
L-PS07-MO,MAKE OVER Powerstay Superlast Lip Cream 07 6 g,45,7344,7428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7344,7428
L-PS08-MO,MAKE OVER Powerstay Superlast Lip Cream 08 6 g,45,7344,7428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7344,7428
L-PTMC01-MO,MAKE OVER Powerstay Transferproof Matte Lip Cream B01 No. 1 7 g,45,5940,6059,0,0,0,0,0,0,0,5940,0,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,0,0,5940,0,0,5940,0,0,5940,0,0,0,112860,5940,6059
L-PTMC02-MO,MAKE OVER Powerstay Transferproof Matte Lip Cream B02 Lucky 7 g,45,5940,6059,0,0,0,0,0,0,0,5940,0,0,0,0,0,5940,0,0,0,0,0,5940,0,0,0,0,0,5940,0,0,0,0,0,5940,0,0,0,0,0,5940,0,0,0,0,0,5940,0,0,0,0,0,5940,0,0,0,0,0,5940,0,0,0,0,0,5940,0,0,0,0,0,0,0,59400,5940,6059
L-PTMC03-MO,MAKE OVER Powerstay Transferproof Matte Lip Cream B03 Hype 7 g,45,5940,6059,0,0,0,0,0,5940,0,0,5940,5940,0,0,0,0,5940,0,0,5940,0,0,5940,0,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,0,0,0,5940,124740,5940,6059
L-PTMC04-MO,MAKE OVER Powerstay Transferproof Matte Lip Cream B04 Fearless 7 g,25,3168,3248,0,0,0,0,0,0,3168,0,3168,3168,0,3168,0,3168,3168,0,3168,0,3168,3168,0,3168,3168,0,3168,0,3168,3168,0,3168,3168,0,3168,0,3168,3168,0,3168,0,3168,3168,0,3168,3168,0,3168,0,3168,3168,0,3168,3168,0,3168,0,3168,3168,0,3168,0,3168,3168,0,3168,3168,0,0,0,3168,120384,3168,3248
L-PTMC05-MO,MAKE OVER Powerstay Transferproof Matte Lip Cream B05 Fired Up 7 g,45,5940,6059,0,0,0,0,5940,0,0,5940,0,0,0,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,5940,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,5940,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,5940,0,0,5940,0,0,5940,0,0,0,0,124740,5940,6059
L-PTMC06-MO,MAKE OVER Powerstay Transferproof Matte Lip Cream B06 Powerful 7 g,45,5940,6059,0,0,0,0,0,0,0,0,5940,0,0,0,5940,0,0,0,5940,0,0,0,5940,0,0,0,5940,0,0,0,5940,0,0,5940,0,0,0,5940,0,0,0,5940,0,0,0,5940,0,0,0,5940,0,0,0,5940,0,0,0,5940,0,0,0,5940,0,0,5940,0,0,0,0,0,5940,95040,5940,6059
L-PTMC07-MO,MAKE OVER Powerstay Transferproof Matte Lip Cream B07 Amplify 7 g,45,5940,6059,0,0,0,0,0,5940,0,5940,5940,0,0,0,5940,0,5940,0,5940,0,5940,0,5940,0,5940,0,5940,0,5940,0,5940,0,5940,0,5940,0,5940,0,5940,5940,0,5940,0,5940,0,5940,0,5940,0,5940,0,5940,0,5940,0,5940,0,5940,0,5940,0,5940,0,5940,0,5940,5940,0,0,0,5940,190080,5940,6059
L-PTMC08-MO,MAKE OVER Powerstay Transferproof Matte Lip Cream B08 Curious 7 g,45,5940,6059,0,0,0,0,0,5940,0,5940,5940,0,0,0,0,5940,0,5940,0,5940,0,5940,0,5940,0,5940,0,5940,0,5940,5940,0,5940,0,5940,0,5940,0,5940,0,5940,0,5940,0,5940,0,5940,0,5940,0,5940,0,5940,5940,0,5940,0,5940,0,5940,0,5940,0,5940,0,5940,0,5940,0,0,0,184140,5940,6059
L-PTMCA-MO,MAKE OVER Powerstay Transferproof Matte Lip Cream B09 Popular 7 g,45,5940,6059,0,0,0,0,0,0,0,5940,0,5940,0,0,0,0,5940,0,0,0,5940,0,0,5940,0,0,0,5940,0,0,0,5940,0,0,0,5940,0,0,5940,0,0,0,5940,0,0,0,5940,0,0,5940,0,0,0,5940,0,0,0,5940,0,0,0,5940,0,0,5940,0,0,0,0,0,5940,100980,5940,6059
L-PTMCB-MO,MAKE OVER Powerstay Transferproof Matte Lip Cream B10 M.O. 7 g,45,5940,6059,0,0,0,5940,0,0,5940,0,0,0,0,0,0,5940,0,0,5940,0,0,5940,0,5940,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,5940,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,0,5940,0,5940,0,0,0,0,124740,5940,6059
L-PTMCC-MO,MAKE OVER Powerstay Transferproof Matte Lip Cream B11 New Rules 7 g,45,5940,6059,0,0,0,0,0,0,0,0,0,5940,0,5940,0,5940,0,0,5940,0,5940,0,0,5940,0,5940,0,0,5940,0,5940,0,0,5940,0,5940,0,0,5940,0,5940,0,5940,0,0,5940,0,5940,0,0,5940,0,5940,0,0,5940,0,5940,0,0,5940,0,5940,0,0,5940,0,5940,0,0,0,142560,5940,6059
L-PTMCD-MO,MAKE OVER Powerstay Transferproof Matte Lip Cream B12 Feisty 7 g,25,3168,3248,0,0,0,3168,0,0,3168,0,3168,0,0,0,0,0,0,0,3168,0,3168,0,0,3168,0,0,3168,0,3168,0,0,3168,0,0,3168,0,3168,0,0,3168,0,0,3168,0,3168,0,0,3168,0,0,3168,0,3168,0,0,3168,0,0,3168,0,0,3168,0,3168,0,0,3168,0,0,0,0,69696,3168,3248
L-PTMCDB-MO,MAKE OVER Powerstay Transferproof Matte Lip Cream B202 Skye-Hi 7 g,15,1716,1716,0,3432,11352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14784,1716,1716
L-PVW01-MO,MAKE OVER Powerstay Vivid Waterlite Lip Stain A01 Bumble 5.5 g,65,9216,9493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9216,9216,9493
