"Product Korporat Code","Reference","BoM Lines/Product Template/Korporat Code","BoM Lines/Product Template/Material Type","BoM Lines/Quantity","BoM Lines/Product Unit of Measure"
"","","ISPO-IPE4712R0-X","Packaging Material","1.0","Pc(s)"
"","","CUS-EFC04-BULK","Semi Finished Goods","0.015","kg"
"","","DUS-EFCC04R2-W","Packaging Material","1.0","Pc(s)"
"","","STIC-SEFCCR0-W","Packaging Material","1.0","Pc(s)"
"","","STIC-BEFCC04R0-W","Packaging Material","1.0","Pc(s)"
"","","PUFF-EFCCR0-W","Packaging Material","1.0","Pc(s)"
"","","KB-WIPSKMMR1-W","Packaging Material","0.02083","Pc(s)"
"","","STIC-PAEBR1-WM","Packaging Material","1.0","Pc(s)"
"TC-R3LEC02-W","9","TC-R3LEC02-BULK","Semi Finished Goods","0.01","kg"
"","","GODE-TWC5,4B-SM-P","Packaging Material","1.0","Pc(s)"
"","","CONT-LTCSR0-WRL","Packaging Material","1.0","Pc(s)"
"","","PUFF-TWCNBRR1-W","Packaging Material","1.0","Pc(s)"
"","","PLAS-DM60R0-W","Packaging Material","1.0","Pc(s)"
"","","STIC-BLPE02R0-W","Packaging Material","1.0","Pc(s)"
"","","DUS-LPE02R3-W","Packaging Material","1.0","Pc(s)"
"","","KB-W12X250R1-W","Packaging Material","0.02778","Pc(s)"
"FW-CSGC01-B","1","FW-CSGC-BULK","Semi Finished Goods","0.1","kg"
"","","TUBE-GCC100R0-BL","Packaging Material","1.0","Pc(s)"
"","","KB-BCR0-B","Packaging Material","0.0333333","Pc(s)"
"SRM-RLSAN1-W","5","KB-WEGELR0-KMM125CF","Packaging Material","0.04167","Pc(s)"
"","","PIP-DB30SR0-X","Packaging Material","1.0","Pc(s)"
"","","SRM-RLSAN1-BULK","Semi Finished Goods","0.03","kg"
"","","BOTO-GLSA30R1-W","Packaging Material","1.0","Pc(s)"
"","","DUS-LSA30R2-W","Packaging Material","1.0","Pc(s)"
"MY-LSMULMB-EM","3 (INLINE)","L-SMULMB-BULK","Semi Finished Goods","0.0065","kg"
"","","TUBE-SMULM02R0-E","Packaging Material","1.0","Pc(s)"
"","","CAPA-SMULMR0-E","Packaging Material","1.0","Pc(s)"
"","","DUS-SMULM02R0-E","Packaging Material","1.0","Pc(s)"
"","","STIC-PACR1-EM","Packaging Material","1.0","Pc(s)"
"","","KB-EAR0-KMM125","Packaging Material","0.01389","Pc(s)"
"S-NSSEC-W","6","S-NSS-BULK","Semi Finished Goods","0.17","kg"
"","","BOTO-NSS1702R2-W","Packaging Material","1.0","Pc(s)"
"","","STIC-WNSS170-W","Packaging Material","1.0","Pc(s)"
"","","CAP-BNSS1702R0-WPP","Packaging Material","1.0","Pc(s)"
"","","KB-W200R1-W","Packaging Material","0.0416667","Pc(s)"
"","","STIC-QRNSS-W","Packaging Material","1.0","Pc(s)"
"L-CM12-EM5.5GR","5","L-CM12-BULK","Semi Finished Goods","0.0055","kg"
"","","BOTO-PCMR1-E","Packaging Material","1.0","Pc(s)"
"","","CAPA-CMR0-EM","Packaging Material","1.0","Pc(s)"
"","","STIC-BOTCMPPR1-EOPPT","Packaging Material","1.0","Pc(s)"
"","","DUS-CMPPR1-E","Packaging Material","1.0","Pc(s)"
"","","IBOX-12EE-ED31","Packaging Material","0.08333","Pc(s)"
"","","KB-ECR1-KMK125CF","Packaging Material","0.00694","Pc(s)"
"F-IPSF11-W","2","F-IPSF11-BULK","Semi Finished Goods","0.03","kg"
"","","TUBE-POSFCF11FP30R0-IP","Packaging Material","1.0","Pc(s)"
"","","DUS-SFCF30R0-IP","Packaging Material","1.0","Pc(s)"
"","","STIC-VSFCF11FP30R0-IP","Packaging Material","1.0","Pc(s)"
"","","KB-WELTWCB-KMM125CF","Packaging Material","0.02778","Pc(s)"
"L-HSLWB-MO","3","L-HSLWB-BULK","Semi Finished Goods","0.0065","kg"
"","","BOTO-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","IBOX-DR0-MO","Packaging Material","0.08333","Pc(s)"
"","","STIC-VHSLWC02R0-MO","Packaging Material","1.0","Pc(s)"
"","","DUS-HSLWIVR1-MO","Packaging Material","1.0","Pc(s)"
"","","STIC-BHSLWC02R0-MO","Packaging Material","1.0","Pc(s)"
"","","CAPA-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","KB-MOAR0-MO","Packaging Material","0.01389","Pc(s)"
"","","WIPE-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"L-HSLWC-MO","3","L-HSLWC-BULK","Semi Finished Goods","0.0065","kg"
"","","KB-MOAR0-MO","Packaging Material","0.01389","Pc(s)"
"","","IBOX-DR0-MO","Packaging Material","0.08333","Pc(s)"
"","","STIC-VHSLWC03R0-MO","Packaging Material","1.0","Pc(s)"
"","","DUS-HSLWIVR1-MO","Packaging Material","1.0","Pc(s)"
"","","WIPE-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","STIC-BHSLWC03R0-MO","Packaging Material","1.0","Pc(s)"
"","","CAPA-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","BOTO-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"L-HSLWE-MO","3","STIC-BHSLWC05R0-MO","Packaging Material","1.0","Pc(s)"
"","","WIPE-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","CAPA-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","BOTO-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","L-HSLWE-BULK","Semi Finished Goods","0.0065","kg"
"","","IBOX-DR0-MO","Packaging Material","0.08333","Pc(s)"
"","","STIC-VHSLWC05R0-MO","Packaging Material","1.0","Pc(s)"
"","","DUS-HSLWIVR1-MO","Packaging Material","1.0","Pc(s)"
"","","KB-MOAR0-MO","Packaging Material","0.01389","Pc(s)"
"L-HSLWD-MO","3","STIC-VHSLWC04R0-MO","Packaging Material","1.0","Pc(s)"
"","","IBOX-DR0-MO","Packaging Material","0.08333","Pc(s)"
"","","KB-MOAR0-MO","Packaging Material","0.01389","Pc(s)"
"","","DUS-HSLWIVR1-MO","Packaging Material","1.0","Pc(s)"
"","","STIC-BHSLWC04R0-MO","Packaging Material","1.0","Pc(s)"
"","","WIPE-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","CAPA-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","BOTO-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","L-HSLWD-BULK","Semi Finished Goods","0.0065","kg"
"L-HSLWF-MO","3","STIC-BHSLWC06R0-MO","Packaging Material","1.0","Pc(s)"
"","","L-HSLWF-BULK","Semi Finished Goods","0.0065","kg"
"","","CAPA-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","BOTO-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","DUS-HSLWIVR1-MO","Packaging Material","1.0","Pc(s)"
"","","KB-MOAR0-MO","Packaging Material","0.01389","Pc(s)"
"","","IBOX-DR0-MO","Packaging Material","0.08333","Pc(s)"
"","","STIC-VHSLWC06R0-MO","Packaging Material","1.0","Pc(s)"
"","","WIPE-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"L-HSLWK-MO","3","WIPE-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","STIC-VHSLWC11R0-MO","Packaging Material","1.0","Pc(s)"
"","","BOTO-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","L-HSLWK-BULK","Semi Finished Goods","0.0065","kg"
"","","DUS-HSLWIVR1-MO","Packaging Material","1.0","Pc(s)"
"","","CAPA-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","STIC-BHSLWC11R0-MO","Packaging Material","1.0","Pc(s)"
"","","KB-MOAR0-MO","Packaging Material","0.01389","Pc(s)"
"","","IBOX-DR0-MO","Packaging Material","0.08333","Pc(s)"
"L-HSLWL-MO","3","WIPE-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","STIC-VHSLWC12R0-MO","Packaging Material","1.0","Pc(s)"
"","","BOTO-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","L-HSLWL-BULK","Semi Finished Goods","0.0065","kg"
"","","STIC-BHSLWC12R0-MO","Packaging Material","1.0","Pc(s)"
"","","CAPA-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","DUS-HSLWIVR1-MO","Packaging Material","1.0","Pc(s)"
"","","KB-MOAR0-MO","Packaging Material","0.01389","Pc(s)"
"","","IBOX-DR0-MO","Packaging Material","0.08333","Pc(s)"
"L-HSLWG-MO","3","IBOX-DR0-MO","Packaging Material","0.08333","Pc(s)"
"","","STIC-VHSLWC07R0-MO","Packaging Material","1.0","Pc(s)"
"","","DUS-HSLWIVR1-MO","Packaging Material","1.0","Pc(s)"
"","","STIC-BHSLWC07R0-MO","Packaging Material","1.0","Pc(s)"
"","","WIPE-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","L-HSLWG-BULK","Semi Finished Goods","0.0065","kg"
"","","BOTO-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","CAPA-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","KB-MOAR0-MO","Packaging Material","0.01389","Pc(s)"
"B-W3ELFP03-W30G","16","B-W1T3LFP03-BULK","Semi Finished Goods","0.032","kg"
"","","CONT-ELFPR2-WPSN","Packaging Material","1.0","Pc(s)"
"","","SHIF-ELFPR2-WPPN","Packaging Material","1.0","Pc(s)"
"","","PUFF-FPALT3R0-WP","Packaging Material","1.0","Pc(s)"
"","","CAP-CELFPR3-WABS","Packaging Material","1.0","Pc(s)"
"","","STIC-BCELFP3R1-WCNFR","Packaging Material","1.0","Pc(s)"
"","","DUS-ELFP03R2-W","Packaging Material","1.0","Pc(s)"
"","","KB-BTLS150WNL32-K125","Packaging Material","0.02083","Pc(s)"
"L-HSLWH-MO","3","WIPE-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","L-HSLWH-BULK","Semi Finished Goods","0.0065","kg"
"","","BOTO-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","IBOX-DR0-MO","Packaging Material","0.08333","Pc(s)"
"","","CAPA-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","STIC-VHSLWC08R0-MO","Packaging Material","1.0","Pc(s)"
"","","DUS-HSLWIVR1-MO","Packaging Material","1.0","Pc(s)"
"","","STIC-BHSLWC08R0-MO","Packaging Material","1.0","Pc(s)"
"","","KB-MOAR0-MO","Packaging Material","0.01389","Pc(s)"
"L-HSLWI-MO","3","KB-MOAR0-MO","Packaging Material","0.01389","Pc(s)"
"","","BOTO-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","STIC-BHSLWC09R0-MO","Packaging Material","1.0","Pc(s)"
"","","L-HSLWI-BULK","Semi Finished Goods","0.0065","kg"
"","","WIPE-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","CAPA-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","IBOX-DR0-MO","Packaging Material","0.08333","Pc(s)"
"","","STIC-VHSLWC09R0-MO","Packaging Material","1.0","Pc(s)"
"","","DUS-HSLWIVR1-MO","Packaging Material","1.0","Pc(s)"
"L-HSLWJ-MO","3","WIPE-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","STIC-VHSLWC10R0-MO","Packaging Material","1.0","Pc(s)"
"","","KB-MOAR0-MO","Packaging Material","0.01389","Pc(s)"
"","","IBOX-DR0-MO","Packaging Material","0.08333","Pc(s)"
"","","CAPA-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","L-HSLWJ-BULK","Semi Finished Goods","0.0065","kg"
"","","BOTO-HSLWR1-MO","Packaging Material","1.0","Pc(s)"
"","","STIC-BHSLWC10R0-MO","Packaging Material","1.0","Pc(s)"
"","","DUS-HSLWIVR1-MO","Packaging Material","1.0","Pc(s)"
"L-SLWCG-W","2","L-SLWCG-BULK","Semi Finished Goods","0.0042","kg"
"","","CAPA-WCADLPR0-W","Packaging Material","1.0","Pc(s)"
"","","BOTO-CADLPR0-W","Packaging Material","1.0","Pc(s)"
"","","STIC-BCADLP01R0-W","Packaging Material","1.0","Pc(s)"
"","","DUS-CADLP01R1-W","Packaging Material","1.0","Pc(s)"
"","","IBOX-CADLPR0-W","Packaging Material","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","Packaging Material","0.00694","Pc(s)"
"FW-FWN2-OMG","2","FW-FW-BULK","Semi Finished Goods","0.05","kg"
"","","TUBE-PGFW50R1-OMG","Packaging Material","1.0","Pc(s)"
"","","KB-BERYLR0-OMG","Packaging Material","0.0178571","Pc(s)"
"L-SLWCI-W","2","L-SLWCI-BULK","Semi Finished Goods","0.0042","kg"
"","","BOTO-CADLPR0-W","Packaging Material","1.0","Pc(s)"
"","","CAPA-WCADLPR0-W","Packaging Material","1.0","Pc(s)"
"","","STIC-BCADLP09R0-W","Packaging Material","1.0","Pc(s)"
"","","DUS-CADLP09R1-W","Packaging Material","1.0","Pc(s)"
"","","IBOX-CADLPR0-W","Packaging Material","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","Packaging Material","0.00694","Pc(s)"
"MY-SSUVSLMSN-W","3 (INLINE)","CONT-UVSSR0-W","Packaging Material","1.0","Pc(s)"
"","","PAP-UVSSR1-W","Packaging Material","1.0","Pc(s)"
"","","BASC-UVSSR0-W","Packaging Material","1.0","Pc(s)"
"","","KB-WDELTAR0-KMM125CF","Packaging Material","0.04167","Pc(s)"
"","","SS-UVSLMS-BULK","Semi Finished Goods","0.022","kg"
"","","PLAS-VCUVSSR0-W","Packaging Material","1.0","Pc(s)"
"","","CAP-UVSSR0-W","Packaging Material","1.0","Pc(s)"
"","","CAP-IUVSSR0-W","Packaging Material","1.0","Pc(s)"
"","","STIC-PALLCR1-WM","Packaging Material","1.0","Pc(s)"
"MY-RLEVCL02-W","5 (INLINE)","L-EVCL02-BULK","Semi Finished Goods","0.0055","kg"
"","","CAPA-ECLTR0-WASABS","Packaging Material","1.0","Pc(s)"
"","","BOTO-ECLT02R1-WPETM","Packaging Material","1.0","Pc(s)"
"","","STIC-BTECLT02R0-WPPN","Packaging Material","1.0","Pc(s)"
"","","DUS-ECLT02R0-WACLD","Packaging Material","1.0","Pc(s)"
"","","STIC-PACUMLR1-WM","Packaging Material","1.0","Pc(s)"
"","","IBOX-12ECLTR0-WDNF","Packaging Material","0.08333","Pc(s)"
"","","KB-W200R1-W","Packaging Material","0.00521","Pc(s)"
"MY-RLEVCL03-W","5 (INLINE)","L-EVCL03-BULK","Semi Finished Goods","0.0055","kg"
"","","BOTO-ECLT03R1-WPETM","Packaging Material","1.0","Pc(s)"
"","","CAPA-ECLTR0-WASABS","Packaging Material","1.0","Pc(s)"
"","","STIC-BTECLT03R0-WPPN","Packaging Material","1.0","Pc(s)"
"","","DUS-ECLT03R0-WACLD","Packaging Material","1.0","Pc(s)"
"","","STIC-PACUMLR1-WM","Packaging Material","1.0","Pc(s)"
"","","IBOX-12ECLTR0-WDNF","Packaging Material","0.08333","Pc(s)"
"","","KB-W200R1-W","Packaging Material","0.00521","Pc(s)"
"MY-LBLMMC-EM","2 (INLINE)","LB-LMMC-BULK","Semi Finished Goods","0.009","kg"
"","","CAPC-LMMMR0-E","Packaging Material","1.0","Pc(s)"
"","","CONT-LMMMR0-E","Packaging Material","1.0","Pc(s)"
"","","SPT-LMR1-E","Packaging Material","1.0","Pc(s)"
"","","PLAS-VCLIPM-EPET","Packaging Material","1.0","Pc(s)"
"","","PAP-LMMMR0-E","Packaging Material","1.0","Pc(s)"
"","","STIC-PAOR1-EM","Packaging Material","1.0","Pc(s)"
"","","KB-EBR1-KMK125CF","Packaging Material","0.0416667","Pc(s)"
"EO-SOCB01-B","3","EO-SOCB-BULK","Semi Finished Goods","0.01","kg"
"","","BOTO-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","PLU-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","CAP-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","STIC-BEOSCBR0-B","Packaging Material","1.0","Pc(s)"
"","","DUS-EOSCBR0-B","Packaging Material","1.0","Pc(s)"
"","","IBOX-OILBR0-B","Packaging Material","0.0833333","Pc(s)"
"","","KB-BOILR0-B","Packaging Material","0.0104167","Pc(s)"
"EO-BOSN01-B","2","EO-BOSN-BULK","Semi Finished Goods","0.01","kg"
"","","BOTO-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","PLU-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","CAP-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","STIC-BEOBSEBR0-B","Packaging Material","1.0","Pc(s)"
"","","IBOX-OILBR0-B","Packaging Material","0.0833333","Pc(s)"
"","","KB-BOILR0-B","Packaging Material","0.0104167","Pc(s)"
"","","DUS-EOBSEBR0-B","Packaging Material","1.0","Pc(s)"
"TC-R3LLF06-W","7","TC-R3LLF06-BULK","Semi Finished Goods","0.012","kg"
"","","CONT-LTCSR0-WRL","Packaging Material","1.0","Pc(s)"
"","","GODE-TWC5,4B-SM-P","Packaging Material","1.0","Pc(s)"
"","","PUFF-TWCNBRR1-W","Packaging Material","1.0","Pc(s)"
"","","PLAS-DM60R0-W","Packaging Material","1.0","Pc(s)"
"","","STIC-BLPL06R0-W","Packaging Material","1.0","Pc(s)"
"","","DUS-LPL06R2-W","Packaging Material","1.0","Pc(s)"
"","","KB-W12X250R1-W","Packaging Material","0.02778","Pc(s)"
"EO-NSSOLM01-B","2","EO-SOLM-BULK","Semi Finished Goods","0.01","kg"
"","","BOTO-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","PLU-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","CAP-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","STIC-BEOSLR0-B","Packaging Material","1.0","Pc(s)"
"L-REMA18-W","4","L-REMA18-BULK","Semi Finished Goods","0.0035","kg"
"","","CONT-ELRLR0-WASBS","Packaging Material","1.0","Pc(s)"
"","","CAPC-ELRLR0-WASBS","Packaging Material","1.0","Pc(s)"
"","","STIC-BTEMA18R0-WCNF","Packaging Material","1.0","Pc(s)"
"","","DUS-EMAR0-WIMVG","Packaging Material","1.0","Pc(s)"
"","","STIC-BCEMA18R1-WRL","Packaging Material","1.0","Pc(s)"
"","","IBOX-12ELRLR1-W","Packaging Material","0.08333","Pc(s)"
"","","KB-WLER1-KMK125CF","Packaging Material","0.00694","Pc(s)"
"MY-PRMRRIPSP-W","3 (INLINE)","PRM-RRIPSP-BULK","Semi Finished Goods","0.02","kg"
"","","TUBE-POBMP20R0-IP","Packaging Material","1.0","Pc(s)"
"","","DUS-BMPR0-IP","Packaging Material","1.0","Pc(s)"
"","","STIC-PAAR1-WM","Packaging Material","1.0","Pc(s)"
"","","KB-WIPSKMMR1-W","Packaging Material","0.0147059","Pc(s)"
"FM-MTTO-EM","Rework 2","STIC-QRMFTTO-E","Packaging Material","1.0","Pc(s)"
"","","MASQ-EMFMTTOR2-X","Packaging Material","1.0","Pc(s)"
"L-REMA17-W","4","KB-WLER1-KMK125CF","Packaging Material","0.00694","Pc(s)"
"","","IBOX-12ELRLR1-W","Packaging Material","0.08333","Pc(s)"
"","","STIC-BCEMA17R1-WRL","Packaging Material","1.0","Pc(s)"
"","","DUS-EMAR0-WIMVG","Packaging Material","1.0","Pc(s)"
"","","STIC-BTEMA17R0-WCNF","Packaging Material","1.0","Pc(s)"
"","","CONT-ELRLR0-WASBS","Packaging Material","1.0","Pc(s)"
"","","CAPC-ELRLR0-WASBS","Packaging Material","1.0","Pc(s)"
"","","L-REMA17-BULK","Semi Finished Goods","0.0035","kg"
"EO-BOCR01-B","2","EO-BOCR-BULK","Semi Finished Goods","0.01","kg"
"","","BOTO-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","PLU-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","CAP-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","STIC-BEOBRABR0-B","Packaging Material","1.0","Pc(s)"
"","","DUS-EOBRABR0-B","Packaging Material","1.0","Pc(s)"
"","","IBOX-OILBR0-B","Packaging Material","0.0833333","Pc(s)"
"","","KB-BOILR0-B","Packaging Material","0.0104167","Pc(s)"
"FT-KFT-KA","1","FT-KFT-BULK","Semi Finished Goods","0.1","kg"
"","","BOTO-AIOPTFS100R0-K","Packaging Material","1.0","Pc(s)"
"","","PU-SAIOPTFS100R0-K","Packaging Material","1.0","Pc(s)"
"","","DUS-AIOPTFS100R0-K","Packaging Material","1.0","Pc(s)"
"","","KB-KAHFBR0-K","Packaging Material","0.0416667","Pc(s)"
"EO-SOTT01-B","3","EO-SOTT-BULK","Semi Finished Goods","0.01","kg"
"","","BOTO-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","PLU-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","CAP-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","STIC-BEOSTTR0-B","Packaging Material","1.0","Pc(s)"
"","","DUS-EOSTTR0-B","Packaging Material","1.0","Pc(s)"
"","","IBOX-OILBR0-B","Packaging Material","0.0833333","Pc(s)"
"","","KB-BOILR0-B","Packaging Material","0.0104167","Pc(s)"
"MY-FWRPBCFLO100-W","4 (INLINE)","FW-RPBCFLO-BULK","Semi Finished Goods","0.1","kg"
"","","TUBE-PBCFBOCRV100R1-W","Packaging Material","1.0","Pc(s)"
"","","KB-WT100R1-KMM125BF","Packaging Material","0.0333333","Pc(s)"
"MY-CUSPDMCC62-MO","1","CUS-PDMCC62-MO","Finished Goods","1.0","Pc(s)"
"","","STIC-PAAOEMR0-MOM","Packaging Material","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","Packaging Material","0.0416667","Pc(s)"
"EO-BOTB01-B","2","EO-BOTB-BULK","Semi Finished Goods","0.01","kg"
"","","BOTO-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","PLU-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","CAP-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","STIC-BEOBTTBBR0-B","Packaging Material","1.0","Pc(s)"
"","","DUS-EOBTTBBR0-B","Packaging Material","1.0","Pc(s)"
"","","IBOX-OILBR0-B","Packaging Material","0.0833333","Pc(s)"
"","","KB-BOILR0-B","Packaging Material","0.0104167","Pc(s)"
"EO-BOMB01-B","2","EO-BOMB-BULK","Semi Finished Goods","0.01","kg"
"","","BOTO-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","PLU-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","CAP-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","STIC-BEOBIUBR0-B","Packaging Material","1.0","Pc(s)"
"","","DUS-EOBIUBR0-B","Packaging Material","1.0","Pc(s)"
"","","IBOX-OILBR0-B","Packaging Material","0.0833333","Pc(s)"
"","","KB-BOILR0-B","Packaging Material","0.0104167","Pc(s)"
"SS-NFSUVSSPF30-W","2","TUBE-UVSGM-WPBL","Packaging Material","1.0","Pc(s)"
"","","KB-W200R1-W","Packaging Material","0.03571","Pc(s)"
"","","PAP-UVSESGR5-W","Packaging Material","1.0","Pc(s)"
"","","PLAS-VCUVST3I1R1-W","Packaging Material","1.0","Pc(s)"
"","","STIC-PCDDR0-W","Packaging Material","1.0","Pc(s)"
"EO-BORF01-B","2","EO-BORF-BULK","Semi Finished Goods","0.01","kg"
"","","BOTO-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","PLU-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","CAP-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","STIC-BEOBRBR0-B","Packaging Material","1.0","Pc(s)"
"","","DUS-EOBRBR0-B","Packaging Material","1.0","Pc(s)"
"","","IBOX-OILBR0-B","Packaging Material","0.0833333","Pc(s)"
"","","KB-BOILR0-B","Packaging Material","0.0104167","Pc(s)"
"EO-BOHF01-B","2","EO-BOHF-BULK","Semi Finished Goods","0.01","kg"
"","","BOTO-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","PLU-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","CAP-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","STIC-BEOBHFBR0-B","Packaging Material","1.0","Pc(s)"
"","","DUS-EOBHFBR0-B","Packaging Material","1.0","Pc(s)"
"","","IBOX-OILBR0-B","Packaging Material","0.0833333","Pc(s)"
"","","KB-BOILR0-B","Packaging Material","0.0104167","Pc(s)"
"EO-NSSOPM01-B","2","EO-SOPM-BULK","Semi Finished Goods","0.01","kg"
"","","BOTO-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","PLU-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","CAP-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","STIC-BEOSPR0-B","Packaging Material","1.0","Pc(s)"
"MY-FWRPBCFLS100-W","4 (INLINE)","FW-RPBCFLS-BULK","Semi Finished Goods","0.1","kg"
"","","TUBE-PBCFBSGRV100R1-W","Packaging Material","1.0","Pc(s)"
"","","KB-WT100R1-KMM125BF","Packaging Material","0.0333333","Pc(s)"
"EO-SOLD01-B","2","EO-SOLD-BULK","Semi Finished Goods","0.01","kg"
"","","BOTO-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","PLU-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","CAP-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","STIC-BEOSLVR0-B","Packaging Material","1.0","Pc(s)"
"","","DUS-EOSLVR0-B","Packaging Material","1.0","Pc(s)"
"","","IBOX-OILBR0-B","Packaging Material","0.0833333","Pc(s)"
"","","KB-BOILR0-B","Packaging Material","0.0104167","Pc(s)"
"EO-SOEC01-B","3","EO-SOEC-BULK","Semi Finished Goods","0.01","kg"
"","","BOTO-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","PLU-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","CAP-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","STIC-BEOSER0-B","Packaging Material","1.0","Pc(s)"
"","","DUS-EOSER0-B","Packaging Material","1.0","Pc(s)"
"","","IBOX-OILBR0-B","Packaging Material","0.0833333","Pc(s)"
"","","KB-BOILR0-B","Packaging Material","0.0104167","Pc(s)"
"EO-BOSH01-B","2","EO-BOSH-BULK","Semi Finished Goods","0.01","kg"
"","","BOTO-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","PLU-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","CAP-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","STIC-BEOBSUBR0-B","Packaging Material","1.0","Pc(s)"
"","","DUS-EOBSUBR0-B","Packaging Material","1.0","Pc(s)"
"","","IBOX-OILBR0-B","Packaging Material","0.0833333","Pc(s)"
"","","KB-BOILR0-B","Packaging Material","0.0104167","Pc(s)"
"EO-NSSOLD01-B","2","EO-SOLD-BULK","Semi Finished Goods","0.01","kg"
"","","BOTO-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","PLU-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","CAP-SO10R0-B","Packaging Material","1.0","Pc(s)"
"","","STIC-BEOSLVR0-B","Packaging Material","1.0","Pc(s)"
"SS-SB45-EM","3","SS-SB45-BULK","Semi Finished Goods","0.03","kg"
"","","TUBE-SBSPF45R0-E","Packaging Material","1.0","Pc(s)"
"","","PLAS-VCUVST3I1R1-W","Packaging Material","1.0","Pc(s)"
"","","PAP-SBSPF45R0-E","Packaging Material","1.0","Pc(s)"
"","","KB-EBR1-KMK125CF","Packaging Material","0.06667","Pc(s)"
"L-REMO30-W","5","L-REMO30-BULK","Semi Finished Goods","0.0035","kg"
