"Product Korporat Code","Reference","BoM Lines/Product Template/Korporat Code","BoM Lines/Product Template/Material Type","BoM Lines/Quantity","BoM Lines/Product Unit of Measure"
"EL-SWL-W2GR","1","ELL-STAYWLELW-BP","Packaging Material","1.0","Set"
"EL-W2ESL-W3,5GR","4","IBOX-12ELEL-WDNF","Packaging Material","0.08333","Pc(s)"
"","","CAPA-SLEL-WABS","Packaging Material","1.0","Pc(s)"
"","","EL-W2ESL-BULK","Semi Finished Goods","0.0035","kg"
"","","PLU-BSLEL-WPE","Packaging Material","1.0","Pc(s)"
"","","DUS-ESLEL-WIM","Packaging Material","1.0","Pc(s)"
"","","BAL-SSLEL-WSS","Packaging Material","1.0","Pc(s)"
"","","BOTO-SLEL-WPETG","Packaging Material","1.0","Pc(s)"
"","","KB-WELELR0-KMM125CF","Packaging Material","0.00694","Pc(s)"
"EL-W2TESG-W2,3GR","1","ELG-STAYWGELW-BP","Packaging Material","1.0","Set"
"","","STIC-TESTER-WPSM","Packaging Material","1.0","Pc(s)"
"EL-W2TESG-W2G","4","KB-WMUR0-KMM125","Packaging Material","0.01587","Pc(s)"
"","","EL-ESG-W2GR","Finished Goods","1.0","Pc(s)"
"ES-C-MOR3,5G","3","KB-MOBORP-253K150","Packaging Material","0.00694","Pc(s)"
"","","STIC-BCPMESCOCR-PW1W","Packaging Material","1.0","Pc(s)"
"","","TRAY-EBRMOR1-PETN","Packaging Material","1.0","Pc(s)"
"","","ES-PPMC3,5RNFS-MO","Semi Finished Goods","1.0","Pc(s)"
"","","STIC-PMESCOCRPM-PSM1","Packaging Material","1.0","Pc(s)"
"","","DUS-PMESRPMO-I3LG","Packaging Material","1.0","Pc(s)"
"ES-PARR-MO","1","ESP-RR9GR0-MO","Packaging Material","1.0","Pc(s)"
"ES-PAUB-MO","1","ESP-UB9GR0-MO","Packaging Material","1.0","Pc(s)"
"BO-COCBMM-W","1","KB-W100BR2-KMM125BF","Packaging Material","0.00833","Pc(s)"
"","","GODE-PESBOR2-MOAL","Packaging Material","1.0","Pc(s)"
"","","BO-COCBMM-BULK","Semi Finished Goods","0.003","kg"
"","","CONT-CCMB02R0-W","Packaging Material","1.0","Pc(s)"
"","","STIC-BCCMB02R0-W","Packaging Material","1.0","Pc(s)"
"","","DUS-CCMB02R0-W","Packaging Material","1.0","Pc(s)"
"F-L01-OMG","1","F-L01VC-OMG","Finished Goods","1.0","Pc(s)"
"L-TMLC-OMG","1","L-TMLCC-OMG","Semi Finished Goods","1.0","Pc(s)"
"","","L-TMLCK-OMG","Semi Finished Goods","1.0","Pc(s)"
"","","L-TMLCI-OMG","Semi Finished Goods","1.0","Pc(s)"
"","","L-TMLCH-OMG","Semi Finished Goods","1.0","Pc(s)"
"","","L-TMLCD-OMG","Semi Finished Goods","1.0","Pc(s)"
"","","L-TMLCG-OMG","Semi Finished Goods","1.0","Pc(s)"
"","","L-TMLCE-OMG","Semi Finished Goods","1.0","Pc(s)"
"","","L-TMLCF-OMG","Semi Finished Goods","1.0","Pc(s)"
"","","L-TMLCA-OMG","Semi Finished Goods","1.0","Pc(s)"
"","","L-TMLCB-OMG","Semi Finished Goods","1.0","Pc(s)"
"","","L-TMLCL-OMG","Semi Finished Goods","1.0","Pc(s)"
"","","IBOX-RRPTMKLCR0-OMG","Packaging Material","1.0","Pc(s)"
"","","PART-IRRPTMKLCR0-OMG","Packaging Material","1.0","Pc(s)"
"","","KB-NEONR0-OMG","Packaging Material","0.08333","Pc(s)"
"","","L-TMLCJ-OMG","Semi Finished Goods","1.0","Pc(s)"
"MY-TCLBB03-W11G","2","TC-LPGBB03-W11GR","Finished Goods","1.0","Pc(s)"
"","","STIC-PDLBCP3R0-WMC","Packaging Material","1.0","Pc(s)"
"","","KB-WLAMBDAR1-W","Packaging Material","0.02777","Pc(s)"
"LB-SCJ-EM3.7GR","4","KB-EAR0-KMM125","Packaging Material","0.00694","Pc(s)"
"","","STIC-BOTSLCR0-ECNF","Packaging Material","1.0","Pc(s)"
"","","POT-SLBR0-EAS","Packaging Material","1.0","Pc(s)"
"","","CAPP-SLBR0-EAS","Packaging Material","1.0","Pc(s)"
"","","LB-SCJ-BULK","Semi Finished Goods","0.0037","kg"
"","","DUS-SLCR3-EIVD","Packaging Material","1.0","Pc(s)"
"MY-ESNCCL-W3.3G","2","STIC-PNCESC-WMV","Packaging Material","1.0","Pc(s)"
"","","KB-W6040R2-W","Packaging Material","0.00833","Pc(s)"
"","","ES-ECL-W3,3GR","Finished Goods","1.0","Pc(s)"
"MY-ESG-W3.3G","2","STIC-PESG-WMV","Packaging Material","1.0","Pc(s)"
"","","ES-W1G-W3,3GR","Finished Goods","1.0","Pc(s)"
"","","KB-W6040R2-W","Packaging Material","0.00833","Pc(s)"
"F-W3ELCLFB51-W11G","11","STIC-BTCFLF2R1-WELC","Packaging Material","1.0","Pc(s)"
"","","KB-W12X250R1-W","Packaging Material","0.02222","Pc(s)"
"","","STIC-BCELCFLF2-WS","Packaging Material","1.0","Pc(s)"
"","","DUS-ELCFLFR2-WILG","Packaging Material","1.0","Pc(s)"
"","","CAPP-ELCFLF-WPS","Packaging Material","1.0","Pc(s)"
"","","PLU-PELCFLF-WLD","Packaging Material","1.0","Pc(s)"
"","","POT-ELCFLF-WPSPP","Packaging Material","1.0","Pc(s)"
"","","F-W2CLUB51-BULK","Semi Finished Goods","0.011","kg"
"MY-LPPR-W10G","2","L-W0PPR-W10G","Finished Goods","1.0","Pc(s)"
"","","KB-K100R1-W","Packaging Material","0.01282","Pc(s)"
"","","STIC-PLPPR-WMV","Packaging Material","1.0","Pc(s)"
"MY-LNLCA-EM","1","L-NLCA-EM","Finished Goods","1.0","Pc(s)"
"","","STIC-PALR1-EM","Packaging Material","1.0","Pc(s)"
"","","KB-ECR1-KMK125CF","Packaging Material","0.01042","Pc(s)"
"MA-NDSRI-W","1","SMAS-NDRCR0-W","Packaging Material","1.0","Pc(s)"
"MY-RLLL05-W","2","KB-W200R1-W","Packaging Material","0.00417","Pc(s)"
"","","L-LL05-W2.3G","Finished Goods","1.0","Pc(s)"
"","","STIC-PBLL05R0-WM","Packaging Material","1.0","Pc(s)"
"","","STIC-PALLR0-WM","Packaging Material","1.0","Pc(s)"
"MY-RLLL09-W","2","STIC-PALLR0-WM","Packaging Material","1.0","Pc(s)"
"","","KB-W200R1-W","Packaging Material","0.00417","Pc(s)"
"","","L-LL09-W2.3G","Finished Goods","1.0","Pc(s)"
"","","STIC-PBLL09R0-WM","Packaging Material","1.0","Pc(s)"
"CUS-RPDMCC51-MO","1","CUS-RPDCC51R0-MO","Packaging Material","1.0","Pc(s)"
"MY-BOA-W4G","2","KB-W6040R2-W","Packaging Material","0.00833","Pc(s)"
"","","STIC-PBOA-WMV","Packaging Material","1.0","Pc(s)"
"","","BO-W1A-W4GR","Finished Goods","1.0","Pc(s)"
"L-LL06-W2.3G","7","CONT-LLR3-WMS","Packaging Material","1.0","Pc(s)"
"","","KB-W200R1-W","Packaging Material","0.00416","Pc(s)"
"","","L-LLW0C6-BULK","Semi Finished Goods","0.0023","kg"
"","","CAPC-LLR3-WMS","Packaging Material","1.0","Pc(s)"
"","","STIC-BTLL6R2-W","Packaging Material","1.0","Pc(s)"
"","","DUS-LL06R0-WILD","Packaging Material","1.0","Pc(s)"
"","","IBOX-12LLR1-WDNF","Packaging Material","0.08333","Pc(s)"
"MY-BOC-W4G","2","BO-W1C-W4GR","Finished Goods","1.0","Pc(s)"
"","","KB-W6040R2-W","Packaging Material","0.00833","Pc(s)"
"","","STIC-PBOC-WMV","Packaging Material","1.0","Pc(s)"
"BBC-BBL-EM20ML","5","DUS-BBBBCLR2-E","Packaging Material","1.0","Pc(s)"
"","","BBC-BBL-BULK","Semi Finished Goods","0.02","kg"
"","","TUBE-BBBBC20LR1-E","Packaging Material","1.0","Pc(s)"
"","","KB-ECR1-KMK125CF","Packaging Material","0.01667","Pc(s)"
"L-LL18-W2.3G","5","STIC-BTLL18R2-W","Packaging Material","1.0","Pc(s)"
"","","L-LL18-BULK","Semi Finished Goods","0.0023","kg"
"","","CAPC-LLR3-WMS","Packaging Material","1.0","Pc(s)"
"","","CONT-LLR3-WMS","Packaging Material","1.0","Pc(s)"
"","","KB-W200R1-W","Packaging Material","0.00416","Pc(s)"
"","","IBOX-12LLR1-WDNF","Packaging Material","0.08333","Pc(s)"
"","","DUS-LL18R0-WILD","Packaging Material","1.0","Pc(s)"
"MY-RLLL08-W","2","STIC-PBLL08R0-WM","Packaging Material","1.0","Pc(s)"
"","","L-LL08-W2.3G","Finished Goods","1.0","Pc(s)"
"","","STIC-PALLR0-WM","Packaging Material","1.0","Pc(s)"
"","","KB-W200R1-W","Packaging Material","0.00417","Pc(s)"
"L-LL04-W2.3G","7","DUS-LL04R0-WILD","Packaging Material","1.0","Pc(s)"
"","","STIC-BTLL4R2-W","Packaging Material","1.0","Pc(s)"
"","","KB-W200R1-W","Packaging Material","0.00416","Pc(s)"
"","","IBOX-12LLR1-WDNF","Packaging Material","0.08333","Pc(s)"
"","","CAPC-LLR3-WMS","Packaging Material","1.0","Pc(s)"
"","","CONT-LLR3-WMS","Packaging Material","1.0","Pc(s)"
"","","L-LLW0C4-BULK","Semi Finished Goods","0.0023","kg"
"MY-BOB-W4G","2","KB-W6040R2-W","Packaging Material","0.00833","Pc(s)"
"","","STIC-PBOB-WMV","Packaging Material","1.0","Pc(s)"
"","","BO-W1B-W4GR","Finished Goods","1.0","Pc(s)"
"MY-LPC-W10G","2","STIC-PLPC-WMV","Packaging Material","1.0","Pc(s)"
"","","L-W0PC-W10G","Finished Goods","1.0","Pc(s)"
"","","KB-K100R1-W","Packaging Material","0.01282","Pc(s)"
"MY-RRLLL01-W","1","KB-W200R1-W","Packaging Material","0.00417","Pc(s)"
"","","L-LL01-W2.3G","Finished Goods","1.0","Pc(s)"
"","","STIC-PALLR0-WM","Packaging Material","1.0","Pc(s)"
"L-IM14-W2.3G","3","KB-W200R1-W","Packaging Material","0.00417","Pc(s)"
"","","DUS-IML14R0-WILD","Packaging Material","1.0","Pc(s)"
"","","STIC-BTIML14R2-W","Packaging Material","1.0","Pc(s)"
"","","CAPC-LLR2-WMS","Packaging Material","1.0","Pc(s)"
"","","IBOX-12IMLR1-WDNF","Packaging Material","0.08333","Pc(s)"
"","","CONT-LLR2-WMS","Packaging Material","1.0","Pc(s)"
"","","L-IM14-BULK","Semi Finished Goods","0.0023","kg"
"L-LL05-W2.3G","7","DUS-LL05R0-WILD","Packaging Material","1.0","Pc(s)"
"","","CAPC-LLR3-WMS","Packaging Material","1.0","Pc(s)"
"","","L-LLW0C5-BULK","Semi Finished Goods","0.0023","kg"
"","","CONT-LLR3-WMS","Packaging Material","1.0","Pc(s)"
"","","KB-W200R1-W","Packaging Material","0.00416","Pc(s)"
"","","IBOX-12LLR1-WDNF","Packaging Material","0.08333","Pc(s)"
"","","STIC-BTLL5R2-W","Packaging Material","1.0","Pc(s)"
"L-IM16-W2.3G","3","STIC-BTIML16R2-W","Packaging Material","1.0","Pc(s)"
"","","KB-W200R1-W","Packaging Material","0.00417","Pc(s)"
"","","IBOX-12IMLR1-WDNF","Packaging Material","0.08333","Pc(s)"
"","","DUS-IML16R0-WILD","Packaging Material","1.0","Pc(s)"
"","","CAPC-LLR2-WMS","Packaging Material","1.0","Pc(s)"
"","","CONT-LLR2-WMS","Packaging Material","1.0","Pc(s)"
"","","L-IM16-BULK","Semi Finished Goods","0.0023","kg"
"L-SR14MB-EM","2","CAPC-LSRR0-EAS","Packaging Material","1.0","Pc(s)"
"","","L-SR14MB-BULK","Semi Finished Goods","0.0038","kg"
"","","CONT-LSRR0-EPS","Packaging Material","1.0","Pc(s)"
"","","STIC-BSRL14R0-E","Packaging Material","1.0","Pc(s)"
"","","DUS-SRL14R0-E","Packaging Material","1.0","Pc(s)"
"","","IBOX-12EF-ED31","Packaging Material","0.08333","Pc(s)"
"","","KB-ECR1-KMK125CF","Packaging Material","0.00757","Pc(s)"
"MY-RLIM13-W","2","L-IM13-W2.3G","Finished Goods","1.0","Pc(s)"
"","","STIC-PAIMLR1-WM","Packaging Material","1.0","Pc(s)"
"","","KB-W200R1-W","Packaging Material","0.00417","Pc(s)"
"MY-RLLL17-W","2","KB-W200R1-W","Packaging Material","0.00417","Pc(s)"
"","","STIC-PALLR1-WM","Packaging Material","1.0","Pc(s)"
"","","L-LL17-W2.3G","Finished Goods","1.0","Pc(s)"
"L-IMC003-MO6,5G","7","DUS-IMLC0114R1-MOILD","Packaging Material","1.0","Pc(s)"
"","","BOTO-PIMLCR1-MO","Packaging Material","1.0","Pc(s)"
"","","CAPA-IMLCR0-MO","Packaging Material","1.0","Pc(s)"
"","","L-IMC003-BULK","Semi Finished Goods","0.0065","kg"
"","","IBOX-12IMLCR0-MODNF","Packaging Material","0.08333","Pc(s)"
"","","STIC-BCIMC3R1-MO","Packaging Material","1.0","Pc(s)"
"","","STIC-BIMLC03R1-MOMSF","Packaging Material","1.0","Pc(s)"
"","","KB-MOLUHM-265K150","Packaging Material","0.01041","Pc(s)"
"MY-RMWSNC-W","1","KB-GKMK-W","Packaging Material","0.04167","Pc(s)"
"","","STIC-PAEBR0-WM","Packaging Material","1.0","Pc(s)"
"","","M-WSNC-W30GR","Finished Goods","1.0","Pc(s)"
"MY-RLIM09-W","1","L-IM09-W2.3G","Finished Goods","1.0","Pc(s)"
"","","STIC-PAIMLR0-WM","Packaging Material","1.0","Pc(s)"
"","","KB-W200R1-W","Packaging Material","0.00417","Pc(s)"
"F-W3ELCLFN-W11G","10","CAPP-ELCFLF-WPS","Packaging Material","1.0","Pc(s)"
"","","PLU-PELCFLF-WLD","Packaging Material","1.0","Pc(s)"
"","","POT-ELCFLF-WPSPP","Packaging Material","1.0","Pc(s)"
"","","DUS-ELCFLFR2-WILG","Packaging Material","1.0","Pc(s)"
"","","STIC-BTCFLF4R1-WELC","Packaging Material","1.0","Pc(s)"
"","","KB-W12X250R1-W","Packaging Material","0.02222","Pc(s)"
"","","F-W2CLUN-BULK","Semi Finished Goods","0.011","kg"
"","","STIC-BCELCFLF4-WS","Packaging Material","1.0","Pc(s)"
"CUS-RIPMB14-W15G","2","INSP-RMBC4CWR1-X","Packaging Material","1.0","Pc(s)"
"L-SR16PD-EM","2","CAPC-LSRR0-EAS","Packaging Material","1.0","Pc(s)"
"","","L-SR16PD-BULK","Semi Finished Goods","0.0038","kg"
"","","KB-ECR1-KMK125CF","Packaging Material","0.00757","Pc(s)"
"","","IBOX-12EF-ED31","Packaging Material","0.08333","Pc(s)"
"","","DUS-SRL16R0-E","Packaging Material","1.0","Pc(s)"
"","","STIC-BSRL16R0-E","Packaging Material","1.0","Pc(s)"
"","","CONT-LSRR0-EPS","Packaging Material","1.0","Pc(s)"
"L-LSCP-EM4.5ML","4","L-LSCP-BULK","Semi Finished Goods","0.0045","kg"
"","","BOTO-LLS-EPETG","Packaging Material","1.0","Pc(s)"
"","","PLU-BLLS-ELD","Packaging Material","1.0","Pc(s)"
"","","CAPA-LLS-EAH","Packaging Material","1.0","Pc(s)"
"","","STIC-ILSCP-WPPNF","Packaging Material","1.0","Pc(s)"
"","","IBOX-24EC-WD31","Packaging Material","0.04167","Pc(s)"
"","","KB-ECR1-KMK125CF","Packaging Material","0.00347","Pc(s)"
"MY-RLIM16-W","1","L-IM16-W2.3G","Finished Goods","1.0","Pc(s)"
"","","STIC-PAIMLR0-WM","Packaging Material","1.0","Pc(s)"
"","","KB-W200R1-W","Packaging Material","0.00417","Pc(s)"
"MY-RLLL15-W","2","L-LL15-W2.3G","Finished Goods","1.0","Pc(s)"
"","","STIC-PALLR1-WM","Packaging Material","1.0","Pc(s)"
"","","KB-W200R1-W","Packaging Material","0.00417","Pc(s)"
"HC-P1F-P5","2","HC-F-BULK","Semi Finished Goods","5.0","kg"
"","","PLU-JC5LLDPE-NTR","Packaging Material","1.0","Pc(s)"
"","","JC-5-HDPE","Packaging Material","1.0","Pc(s)"
"","","CAP-JC5L--P","Packaging Material","1.0","Pc(s)"
"","","STIC-PPCMCFLHGP-88SV","Packaging Material","1.0","Pc(s)"
"BBC-BBC-EM20ML","4","KB-ECR1-KMK125CF","Packaging Material","0.01667","Pc(s)"
"","","TUBE-BBBBC20CR1-E","Packaging Material","1.0","Pc(s)"
"","","BBC-BBC-BULK","Semi Finished Goods","0.02","kg"
"","","DUS-BBBBCCR2-E","Packaging Material","1.0","Pc(s)"
"MY-RRLLL10-W","1","STIC-PALLR0-WM","Packaging Material","1.0","Pc(s)"
"","","L-LL10-W2.3G","Finished Goods","1.0","Pc(s)"
"","","KB-W200R1-W","Packaging Material","0.00417","Pc(s)"
"L-SR01PV-EM3.8GR","7","KB-ECR1-KMK125CF","Packaging Material","0.00694","Pc(s)"
"","","IBOX-12EF-ED31","Packaging Material","0.08333","Pc(s)"
"","","DUS-SRL1R1-EILD","Packaging Material","1.0","Pc(s)"
"","","STIC-BOTSRL1R0-ECNF","Packaging Material","1.0","Pc(s)"
"","","CAPC-LSRR0-EAS","Packaging Material","1.0","Pc(s)"
"","","CONT-LSRR0-EPS","Packaging Material","1.0","Pc(s)"
"","","L-SRPV01-BULK","Semi Finished Goods","0.0038","kg"
"F-W3ELCECB5-W8,5G","10","F-W1CLUB5-BULK","Semi Finished Goods","0.0118","kg"
"","","DUS-ELCFECR3-WILG","Packaging Material","1.0","Pc(s)"
"","","CAPP-ELCFEC-WLD","Packaging Material","1.0","Pc(s)"
"","","PLU-PELCFEC-WLD","Packaging Material","1.0","Pc(s)"
"","","POT-ELCFEC-WPSPP","Packaging Material","1.0","Pc(s)"
"","","STIC-BCELCFEC3-WS","Packaging Material","1.0","Pc(s)"
"","","STIC-BTCFEC3R1-WELC","Packaging Material","1.0","Pc(s)"
"","","KB-W12X250R1-W","Packaging Material","0.02222","Pc(s)"
"MY-RRLLL06-W","2","L-LL06-W2.3G","Finished Goods","1.0","Pc(s)"
"","","KB-W200R1-W","Packaging Material","0.00417","Pc(s)"
"","","STIC-PALLR1-WM","Packaging Material","1.0","Pc(s)"
"MY-RLLL06-W","2","KB-W200R1-W","Packaging Material","0.00417","Pc(s)"
"","","STIC-PBLL06R0-WM","Packaging Material","1.0","Pc(s)"
"","","STIC-PALLR0-WM","Packaging Material","1.0","Pc(s)"
"","","L-LL06-W2.3G","Finished Goods","1.0","Pc(s)"
"BBC-BBN-EM20ML","4","BBC-BBN-BULK","Semi Finished Goods","0.02","kg"
"","","DUS-BBBBC-EILD","Packaging Material","1.0","Pc(s)"
"","","STIC-BCBBCN-ECNF","Packaging Material","1.0","Pc(s)"
"","","KB-ECR1-KMK125CF","Packaging Material","0.01667","Pc(s)"
"","","TUBE-BBBBC20NR1-E","Packaging Material","1.0","Pc(s)"
"L-SR17AF-EM","2","CONT-LSRR0-EPS","Packaging Material","1.0","Pc(s)"
"","","CAPC-LSRR0-EAS","Packaging Material","1.0","Pc(s)"
"","","STIC-BSRL17R0-E","Packaging Material","1.0","Pc(s)"
"","","DUS-SRL17R0-E","Packaging Material","1.0","Pc(s)"
"","","IBOX-12EF-ED31","Packaging Material","0.08333","Pc(s)"
"","","KB-ECR1-KMK125CF","Packaging Material","0.00757","Pc(s)"
"","","L-SR17AF-BULK","Semi Finished Goods","0.0038","kg"
"MY-RRLLL08-W","2","L-LL08-W2.3G","Finished Goods","1.0","Pc(s)"
"","","KB-W200R1-W","Packaging Material","0.00417","Pc(s)"
"","","STIC-PALLR1-WM","Packaging Material","1.0","Pc(s)"
"MY-RRLLL05-W","1","L-LL05-W2.3G","Finished Goods","1.0","Pc(s)"
"","","KB-W200R1-W","Packaging Material","0.00417","Pc(s)"
"","","STIC-PALLR0-WM","Packaging Material","1.0","Pc(s)"
"CUS-IPMB14-W15G","5","INSP-MBC14CR2-W","Packaging Material","1.0","Pc(s)"
"MY-RLLL19-W","2","KB-W200R1-W","Packaging Material","0.00417","Pc(s)"
"","","STIC-PALLR1-WM","Packaging Material","1.0","Pc(s)"
"","","L-LL19-W2.3G","Finished Goods","1.0","Pc(s)"
"B-IPQSP11-W","1","B-IPQSP11-BULK","Semi Finished Goods","0.009","kg"
"","","POT-QLPR0-IP","Packaging Material","1.0","Pc(s)"
"","","SHIF-QLPR0-IP","Packaging Material","1.0","Pc(s)"
"","","CAPP-QLPR0-IP","Packaging Material","1.0","Pc(s)"
"","","PUFF-QLPR0-IP","Packaging Material","1.0","Pc(s)"
"","","STIC-BQLP11R0-IP","Packaging Material","1.0","Pc(s)"
"","","DUS-QLPR0-IP","Packaging Material","1.0","Pc(s)"
"","","STIC-VQLP11R0-IP","Packaging Material","1.0","Pc(s)"
"","","KB-GKMK-W","Packaging Material","0.02083","Pc(s)"
"MY-RLIM14-W","1","L-IM14-W2.3G","Finished Goods","1.0","Pc(s)"
"","","KB-W200R1-W","Packaging Material","0.00417","Pc(s)"
"","","STIC-PAIMLR0-WM","Packaging Material","1.0","Pc(s)"
"CUS-RPDMCN50-MO","1","CUS-RPDCN50R0-MO","Packaging Material","1.0","Pc(s)"
"MY-RRLLL11-W","2","L-LL11-W2.3G","Finished Goods","1.0","Pc(s)"
"","","STIC-PALLR1-WM","Packaging Material","1.0","Pc(s)"
"","","KB-W200R1-W","Packaging Material","0.00417","Pc(s)"
"L-SR11BS-EM3.8GR","2","STIC-BOTSRL11R0-ECNF","Packaging Material","1.0","Pc(s)"
"","","L-EC2C30-BULK","Semi Finished Goods","0.0038","kg"
"","","CONT-LSRR0-EPS","Packaging Material","1.0","Pc(s)"
"","","CAPC-LSRR0-EAS","Packaging Material","1.0","Pc(s)"
"","","DUS-SRL11R0-EILD","Packaging Material","1.0","Pc(s)"
"","","IBOX-12EF-ED31","Packaging Material","0.08333","Pc(s)"
"","","KB-ECR1-KMK125CF","Packaging Material","0.00757","Pc(s)"
"MY-RRLLL09-W","2","L-LL09-W2.3G","Finished Goods","1.0","Pc(s)"
"","","KB-W200R1-W","Packaging Material","0.00417","Pc(s)"
"","","STIC-PALLR1-WM","Packaging Material","1.0","Pc(s)"
"EB-IPGMC01-W0.25G","1","INSP-GMB1BWR0-X","Packaging Material","1.0","Pc(s)"
"MY-RLIM07-W","1","KB-W200R1-W","Packaging Material","0.00417","Pc(s)"
"","","STIC-PAIMLR0-WM","Packaging Material","1.0","Pc(s)"
"","","L-IM07-W2.3G","Finished Goods","1.0","Pc(s)"
"FT-TBS-EM50ML","6","BOTS-TBSFT50R0-EM","Intermediate","1.0","Pc(s)"
"","","PLU-BL100NAT-ULDPE","Packaging Material","1.0","Pc(s)"
"","","CAP-BL100NAT-UPP","Packaging Material","1.0","Pc(s)"
"","","KB-ECR1-KMK125CF","Packaging Material","0.01786","Pc(s)"
"","","FT-TBS-BULK","Semi Finished Goods","0.05","kg"
"MY-RRLLL02-W","1","KB-W200R1-W","Packaging Material","0.00417","Pc(s)"
"","","STIC-PALLR0-WM","Packaging Material","1.0","Pc(s)"
"","","L-LL02-W2.3G","Finished Goods","1.0","Pc(s)"
"S-P1SRL-P200","4","PLU-BL200NAT-LDPE","Packaging Material","1.0","Pc(s)"
"","","CAP-BL200NAT-PP","Packaging Material","1.0","Pc(s)"
"","","BOTP-PCSSLR1200-P","Intermediate","1.0","Pc(s)"
"","","KB-P200R2-KMK125CF","Packaging Material","0.04167","Pc(s)"
"","","S-SPARLAV-BULK","Semi Finished Goods","0.2","kg"
"B-IPQSP12-W","1","B-IPQSP12-BULK","Semi Finished Goods","0.009","kg"
"","","POT-QLPR0-IP","Packaging Material","1.0","Pc(s)"
"","","SHIF-QLPR0-IP","Packaging Material","1.0","Pc(s)"
"","","CAPP-QLPR0-IP","Packaging Material","1.0","Pc(s)"
"","","PUFF-QLPR0-IP","Packaging Material","1.0","Pc(s)"
"","","STIC-BQLP22R0-IP","Packaging Material","1.0","Pc(s)"
"","","DUS-QLPR0-IP","Packaging Material","1.0","Pc(s)"
"","","STIC-VQLP22R0-IP","Packaging Material","1.0","Pc(s)"
"","","KB-GKMK-W","Packaging Material","0.02083","Pc(s)"
"L-SR10CC-EM3.8GR","2","CAPC-LSRR0-EAS","Packaging Material","1.0","Pc(s)"
"","","CONT-LSRR0-EPS","Packaging Material","1.0","Pc(s)"
"","","L-SR10CC-BULK","Semi Finished Goods","0.0038","kg"
"","","IBOX-12EF-ED31","Packaging Material","0.08333","Pc(s)"
"","","KB-ECR1-KMK125CF","Packaging Material","0.00757","Pc(s)"
"","","DUS-SRL10R0-EILD","Packaging Material","1.0","Pc(s)"
"","","STIC-BOTSRL10R0-ECNF","Packaging Material","1.0","Pc(s)"
"MY-RFSWS-W","1","KB-WTHETAR1-W","Packaging Material","0.04167","Pc(s)"
"","","STIC-PALLCR0-WM","Packaging Material","1.0","Pc(s)"
"","","FS-WS-W50ML","Finished Goods","1.0","Pc(s)"
"MY-RSRMWSIBE-W","1","STIC-PAGR0-WM","Packaging Material","1.0","Pc(s)"
"","","KB-W6040R2-W","Packaging Material","0.03333","Pc(s)"
"","","SRM-WSIBE-W17ML","Finished Goods","1.0","Pc(s)"
"L-SR03CB-EM3.8GR","6","L-SRCB03-BULK","Semi Finished Goods","0.0038","kg"
"","","CONT-LSRR0-EPS","Packaging Material","1.0","Pc(s)"
"","","CAPC-LSRR0-EAS","Packaging Material","1.0","Pc(s)"
"","","STIC-BOTSRL3R0-ECNF","Packaging Material","1.0","Pc(s)"
"","","DUS-SRL3R1-EILD","Packaging Material","1.0","Pc(s)"
"","","IBOX-12EF-ED31","Packaging Material","0.08333","Pc(s)"
"","","KB-ECR1-KMK125CF","Packaging Material","0.00757","Pc(s)"
"L-IM06-W2.3G","5","IBOX-12IMLR1-WDNF","Packaging Material","0.08333","Pc(s)"
"","","DUS-IML06R1-WILD","Packaging Material","1.0","Pc(s)"
"","","L-UM06-BULK","Semi Finished Goods","0.0023","kg"
"","","CAPC-LLR2-WMS","Packaging Material","1.0","Pc(s)"
"","","STIC-BTIML6R2-W","Packaging Material","1.0","Pc(s)"
"","","CONT-LLR2-WMS","Packaging Material","1.0","Pc(s)"
"","","KB-W200R1-W","Packaging Material","0.00416","Pc(s)"
"L-SR08PC-EM3.8GR","2","L-SR08PC-BULK","Semi Finished Goods","0.0038","kg"
"","","IBOX-12EF-ED31","Packaging Material","0.08333","Pc(s)"
"","","DUS-SRL8R0-EILD","Packaging Material","1.0","Pc(s)"
"","","STIC-BOTSRL8R0-ECNF","Packaging Material","1.0","Pc(s)"
"","","CAPC-LSRR0-EAS","Packaging Material","1.0","Pc(s)"
"","","CONT-LSRR0-EPS","Packaging Material","1.0","Pc(s)"
"","","KB-ECR1-KMK125CF","Packaging Material","0.00757","Pc(s)"
"MY-RFWWS-W","1","FW-WS-W100ML","Finished Goods","1.0","Pc(s)"
"","","KB-WT100R1-KMM125BF","Packaging Material","0.03333","Pc(s)"
"","","STIC-PALLCR0-WM","Packaging Material","1.0","Pc(s)"
"L-SR04MM-EM3.8GR","6","KB-ECR1-KMK125CF","Packaging Material","0.00757","Pc(s)"
"","","IBOX-12EF-ED31","Packaging Material","0.08333","Pc(s)"
"","","DUS-SRL4R1-EILD","Packaging Material","1.0","Pc(s)"
"","","STIC-BOTSRL4R0-ECNF","Packaging Material","1.0","Pc(s)"
"","","CAPC-LSRR0-EAS","Packaging Material","1.0","Pc(s)"
"","","CONT-LSRR0-EPS","Packaging Material","1.0","Pc(s)"
"","","L-SRMM04-BULK","Semi Finished Goods","0.0038","kg"
"B-IPQSP13-W","1","B-IPQSP13-BULK","Semi Finished Goods","0.009","kg"
"","","POT-QLPR0-IP","Packaging Material","1.0","Pc(s)"
"","","SHIF-QLPR0-IP","Packaging Material","1.0","Pc(s)"
"","","CAPP-QLPR0-IP","Packaging Material","1.0","Pc(s)"
