Kode Unik,Product Korporat Code,BoM Lines/Product Template/Korporat Code,BoM Lines/Product Template/Material Type,BoM Lines/Quantity,BoM Lines/Product Unit of Measure,,Tidak ada BOM
CUS-CLPGCG-W/2,CUS-CLPGCG-W,PUFF-CPGCR0-W,Packaging Material,1.00,Pc(s),,"L-IMC013-MO6,5G"
CUS-CLPGCG-W/2,CUS-CLPGCG-W,STIC-BCPGC42NR1-W,Packaging Material,1.00,Pc(s),,"L-IMC014-MO6,5G"
CUS-CLPGCG-W/2,CUS-CLPGCG-W,DUS-CPGCR0-W,Packaging Material,1.00,Pc(s),,L-IPCS01-W
CUS-CLPGCG-W/2,CUS-CLPGCG-W,STIC-VCPGC42NR0-W,Packaging Material,1.00,Pc(s),,L-IPCS02-W
CUS-CLPGCG-W/2,CUS-CLPGCG-W,KB-WIPSKMMR1-W,Packaging Material,0.02,Pc(s),,L-IPCS03-W
CUS-CLPGCH-W/2,CUS-CLPGCH-W,CONT-CPGCR0-W,Packaging Material,1.00,Pc(s),,L-IPCS04-W
CUS-CLPGCH-W/2,CUS-CLPGCH-W,CONT-ICPGCR0-W,Packaging Material,1.00,Pc(s),,L-IPCS05-W
CUS-CLPGCH-W/2,CUS-CLPGCH-W,CONT-RCPGCR0-W,Packaging Material,1.00,Pc(s),,L-IPCS06-W
CUS-CLPGCH-W/2,CUS-CLPGCH-W,ISPO-CPGCR0-W,Packaging Material,1.00,Pc(s),,L-IPEI13-W
CUS-CLPGCH-W/2,CUS-CLPGCH-W,STIC-SCPGCR0-W,Packaging Material,1.00,Pc(s),,L-IPEI14-W
CUS-CLPGCH-W/2,CUS-CLPGCH-W,PUFF-CPGCR0-W,Packaging Material,1.00,Pc(s),,L-IPEI15-W
CUS-CLPGCH-W/2,CUS-CLPGCH-W,STIC-BCPGC52NR1-W,Packaging Material,1.00,Pc(s),,L-IPEI16-W
CUS-CLPGCH-W/2,CUS-CLPGCH-W,DUS-CPGCR0-W,Packaging Material,1.00,Pc(s),,L-IPEI17-W
CUS-CLPGCH-W/2,CUS-CLPGCH-W,STIC-VCPGC52NR0-W,Packaging Material,1.00,Pc(s),,L-IPEI18-W
CUS-CLPGCH-W/2,CUS-CLPGCH-W,KB-WIPSKMMR1-W,Packaging Material,0.02,Pc(s),,L-IPEI19-W
CUS-DM02-EM/1,CUS-DM02-EM,CONT-DMCR0-E,Packaging Material,1.00,Pc(s),,L-IPEI20-W
CUS-DM02-EM/1,CUS-DM02-EM,CONT-ICDMCR0-E,Packaging Material,1.00,Pc(s),,L-IPGC01-W2.7G
CUS-DM02-EM/1,CUS-DM02-EM,CONT-RDMCR0-E,Packaging Material,1.00,Pc(s),,L-IPGC02-W2.7G
CUS-DM02-EM/1,CUS-DM02-EM,ISPO-CPGCR0-W,Packaging Material,1.00,Pc(s),,L-IPGC03-W2.7G
CUS-DM02-EM/1,CUS-DM02-EM,STIC-SDMCR0-E,Packaging Material,1.00,Pc(s),,L-IPMC01-W3G
CUS-DM02-EM/1,CUS-DM02-EM,PUFF-DMCR0-E,Packaging Material,1.00,Pc(s),,L-IPMC02-W3G
CUS-DM02-EM/1,CUS-DM02-EM,STIC-BDMCW01LR0-E,Packaging Material,1.00,Pc(s),,L-IPMC03-W3G
CUS-DM02-EM/1,CUS-DM02-EM,DUS-DMCR0-E,Packaging Material,1.00,Pc(s),,L-IPMC04-W3G
CUS-DM02-EM/1,CUS-DM02-EM,STIC-VDMCW01R0-E,Packaging Material,1.00,Pc(s),,L-IPMC05-W3G
CUS-DM02-EM/1,CUS-DM02-EM,KB-EAR0-KMM125,Packaging Material,0.04,Pc(s),,L-IPMC06-W3G
CUS-DM03-EM/1,CUS-DM03-EM,CONT-DMCR0-E,Packaging Material,1.00,Pc(s),,L-LACL01-MO0.2G
CUS-DM03-EM/1,CUS-DM03-EM,CONT-ICDMCR0-E,Packaging Material,1.00,Pc(s),,L-LACL02-MO0.2G
CUS-DM03-EM/1,CUS-DM03-EM,CONT-RDMCR0-E,Packaging Material,1.00,Pc(s),,L-LACL05-MO0.2G
CUS-DM03-EM/1,CUS-DM03-EM,ISPO-CPGCR0-W,Packaging Material,1.00,Pc(s),,L-LLS01-EM
CUS-DM03-EM/1,CUS-DM03-EM,STIC-SDMCR0-E,Packaging Material,1.00,Pc(s),,L-LLS02-EM
CUS-DM03-EM/1,CUS-DM03-EM,PUFF-DMCR0-E,Packaging Material,1.00,Pc(s),,L-LLS03-EM
CUS-DM03-EM/1,CUS-DM03-EM,STIC-BDMCW02NR0-E,Packaging Material,1.00,Pc(s),,L-LLS04-EM
CUS-DM03-EM/1,CUS-DM03-EM,DUS-DMCR0-E,Packaging Material,1.00,Pc(s),,L-MLCD-OMG
CUS-DM03-EM/1,CUS-DM03-EM,STIC-VDMCW02R0-E,Packaging Material,1.00,Pc(s),,L-MLCL-OMG
CUS-DM03-EM/1,CUS-DM03-EM,KB-EAR0-KMM125,Packaging Material,0.04,Pc(s),,L-MLCP-OMG
CUS-DM04-EM/1,CUS-DM04-EM,CONT-DMCR0-E,Packaging Material,1.00,Pc(s),,L-MLCQ-OMG
CUS-DM04-EM/1,CUS-DM04-EM,CONT-ICDMCR0-E,Packaging Material,1.00,Pc(s),,L-MLCR-OMG
CUS-DM04-EM/1,CUS-DM04-EM,CONT-RDMCR0-E,Packaging Material,1.00,Pc(s),,L-MLCS-OMG
CUS-DM04-EM/1,CUS-DM04-EM,ISPO-CPGCR0-W,Packaging Material,1.00,Pc(s),,L-MLCT-OMG
CUS-DM04-EM/1,CUS-DM04-EM,PUFF-DMCR0-E,Packaging Material,1.00,Pc(s),,L-MLCU-OMG
CUS-DM04-EM/1,CUS-DM04-EM,STIC-SDMCR0-E,Packaging Material,1.00,Pc(s),,L-MLCV-OMG
CUS-DM04-EM/1,CUS-DM04-EM,STIC-BDMCN02LR0-E,Packaging Material,1.00,Pc(s),,L-MLCW-OMG
CUS-DM04-EM/1,CUS-DM04-EM,DUS-DMCR0-E,Packaging Material,1.00,Pc(s),,L-NFSCLAD04-W
CUS-DM04-EM/1,CUS-DM04-EM,STIC-VDMCN02R0-E,Packaging Material,1.00,Pc(s),,L-NFSCLAD09-W
CUS-DM04-EM/1,CUS-DM04-EM,KB-EAR0-KMM125,Packaging Material,0.04,Pc(s),,L-NFSCLAD13-W
CUS-DM05-EM/1,CUS-DM05-EM,CONT-DMCR0-E,Packaging Material,1.00,Pc(s),,L-NFSGS01-EM
CUS-DM05-EM/1,CUS-DM05-EM,CONT-ICDMCR0-E,Packaging Material,1.00,Pc(s),,L-NFSGS07-EM
CUS-DM05-EM/1,CUS-DM05-EM,CONT-RDMCR0-E,Packaging Material,1.00,Pc(s),,L-NFSLLS01-EM
CUS-DM05-EM/1,CUS-DM05-EM,ISPO-CPGCR0-W,Packaging Material,1.00,Pc(s),,L-NLCA-EM
CUS-DM05-EM/1,CUS-DM05-EM,STIC-SDMCR0-E,Packaging Material,1.00,Pc(s),,L-NLCB-EM
CUS-DM05-EM/1,CUS-DM05-EM,PUFF-DMCR0-E,Packaging Material,1.00,Pc(s),,L-NLCC-EM
CUS-DM05-EM/1,CUS-DM05-EM,STIC-BDMCW03CR0-E,Packaging Material,1.00,Pc(s),,L-NLCD-EM
CUS-DM05-EM/1,CUS-DM05-EM,DUS-DMCR0-E,Packaging Material,1.00,Pc(s),,L-NLCE-EM
CUS-DM05-EM/1,CUS-DM05-EM,STIC-VDMCW03R0-E,Packaging Material,1.00,Pc(s),,L-NLCXCA-EM
CUS-DM05-EM/1,CUS-DM05-EM,KB-EAR0-KMM125,Packaging Material,0.04,Pc(s),,L-NLCXCB-EM
CUS-DM06-EM/1,CUS-DM06-EM,CONT-DMCR0-E,Packaging Material,1.00,Pc(s),,L-NLCXCC-EM
CUS-DM06-EM/1,CUS-DM06-EM,CONT-ICDMCR0-E,Packaging Material,1.00,Pc(s),,L-PGTC-MO
CUS-DM06-EM/1,CUS-DM06-EM,CONT-RDMCR0-E,Packaging Material,1.00,Pc(s),,L-PMLP-MO
CUS-DM06-EM/1,CUS-DM06-EM,ISPO-CPGCR0-W,Packaging Material,1.00,Pc(s),,L-PS01-MO
CUS-DM06-EM/1,CUS-DM06-EM,PUFF-DMCR0-E,Packaging Material,1.00,Pc(s),,L-PS02-MO
CUS-DM06-EM/1,CUS-DM06-EM,STIC-SDMCR0-E,Packaging Material,1.00,Pc(s),,L-PS03-MO
CUS-DM06-EM/1,CUS-DM06-EM,STIC-BDMCW04CR0-E,Packaging Material,1.00,Pc(s),,L-PS04-MO
CUS-DM06-EM/1,CUS-DM06-EM,DUS-DMCR0-E,Packaging Material,1.00,Pc(s),,L-PS05-MO
CUS-DM06-EM/1,CUS-DM06-EM,STIC-VDMCW04R0-E,Packaging Material,1.00,Pc(s),,L-PS06-MO
CUS-DM06-EM/1,CUS-DM06-EM,KB-EAR0-KMM125,Packaging Material,0.04,Pc(s),,L-PS07-MO
CUS-HLGCC31-MO/2,CUS-HLGCC31-MO,STIC-SHLGCR0-MO,Packaging Material,1.00,Pc(s),,L-PS08-MO
CUS-HLGCC31-MO/2,CUS-HLGCC31-MO,PUFF-HLGCR0-MO,Packaging Material,1.00,Pc(s),,L-PTMC01-MO
CUS-HLGCC31-MO/2,CUS-HLGCC31-MO,CONT-HLGCR0-MO,Packaging Material,1.00,Pc(s),,L-PTMC02-MO
CUS-HLGCC31-MO/2,CUS-HLGCC31-MO,ISPO-HLGCR1-MO,Packaging Material,1.00,Pc(s),,L-PTMC03-MO
CUS-HLGCC31-MO/2,CUS-HLGCC31-MO,CONT-RHLGCR0-MO,Packaging Material,1.00,Pc(s),,L-PTMC04-MO
CUS-HLGCC31-MO/2,CUS-HLGCC31-MO,KB-MOTWC3252-K150M12,Packaging Material,0.04,Pc(s),,L-PTMC05-MO
CUS-HLGCC31-MO/2,CUS-HLGCC31-MO,CONT-ICHLGCR0-MO,Packaging Material,1.00,Pc(s),,L-PTMC06-MO
CUS-HLGCC31-MO/2,CUS-HLGCC31-MO,DUS-HLGCIVR1-MO,Packaging Material,1.00,Pc(s),,L-PTMC07-MO
CUS-HLGCC31-MO/2,CUS-HLGCC31-MO,STIC-VHGCC31R0-MO,Packaging Material,1.00,Pc(s),,L-PTMC08-MO
CUS-HLGCC31-MO/2,CUS-HLGCC31-MO,STIC-BHGCC31R0-MO,Packaging Material,1.00,Pc(s),,L-PTMCA-MO
CUS-HLGCC41-MO/2,CUS-HLGCC41-MO,DUS-HLGCIVR1-MO,Packaging Material,1.00,Pc(s),,L-PTMCB-MO
CUS-HLGCC41-MO/2,CUS-HLGCC41-MO,ISPO-HLGCR1-MO,Packaging Material,1.00,Pc(s),,L-PTMCC-MO
CUS-HLGCC41-MO/2,CUS-HLGCC41-MO,CONT-ICHLGCR0-MO,Packaging Material,1.00,Pc(s),,L-PTMCD-MO
CUS-HLGCC41-MO/2,CUS-HLGCC41-MO,CONT-RHLGCR0-MO,Packaging Material,1.00,Pc(s),,L-R2CLCLS1-W
CUS-HLGCC41-MO/2,CUS-HLGCC41-MO,CONT-HLGCR0-MO,Packaging Material,1.00,Pc(s),,L-R2CLCLS2-W
CUS-HLGCC41-MO/2,CUS-HLGCC41-MO,KB-MOTWC3252-K150M12,Packaging Material,0.04,Pc(s),,L-R2CLCLS3-W
CUS-HLGCC41-MO/2,CUS-HLGCC41-MO,STIC-SHLGCR0-MO,Packaging Material,1.00,Pc(s),,L-R2CLCLS4-W
CUS-HLGCC41-MO/2,CUS-HLGCC41-MO,STIC-VHGCC41R0-MO,Packaging Material,1.00,Pc(s),,L-R2CLCLS5-W
CUS-HLGCC41-MO/2,CUS-HLGCC41-MO,PUFF-HLGCR0-MO,Packaging Material,1.00,Pc(s),,L-R2CLCLS6-W
CUS-HLGCC41-MO/2,CUS-HLGCC41-MO,STIC-BHGCC41R0-MO,Packaging Material,1.00,Pc(s),,L-R2CLCLS7-W
CUS-HLGCC51-MO/2,CUS-HLGCC51-MO,CONT-RHLGCR0-MO,Packaging Material,1.00,Pc(s),,L-R2CLCLS8-W
CUS-HLGCC51-MO/2,CUS-HLGCC51-MO,CONT-ICHLGCR0-MO,Packaging Material,1.00,Pc(s),,L-R2EMC01-W
CUS-HLGCC51-MO/2,CUS-HLGCC51-MO,CONT-HLGCR0-MO,Packaging Material,1.00,Pc(s),,L-R2EMC03-W
CUS-HLGCC51-MO/2,CUS-HLGCC51-MO,STIC-VHGCC51R0-MO,Packaging Material,1.00,Pc(s),,L-R2EMC05-W
CUS-HLGCC51-MO/2,CUS-HLGCC51-MO,STIC-SHLGCR0-MO,Packaging Material,1.00,Pc(s),,L-R2EMC06-W
CUS-HLGCC51-MO/2,CUS-HLGCC51-MO,ISPO-HLGCR1-MO,Packaging Material,1.00,Pc(s),,L-R2EMC07-W
CUS-HLGCC51-MO/2,CUS-HLGCC51-MO,PUFF-HLGCR0-MO,Packaging Material,1.00,Pc(s),,L-R2EMC08-W
CUS-HLGCC51-MO/2,CUS-HLGCC51-MO,KB-MOTWC3252-K150M12,Packaging Material,0.04,Pc(s),,L-R2EMC09-W
CUS-HLGCC51-MO/2,CUS-HLGCC51-MO,DUS-HLGCIVR1-MO,Packaging Material,1.00,Pc(s),,L-R2EMC11-W
CUS-HLGCC51-MO/2,CUS-HLGCC51-MO,STIC-BHGCC51R0-MO,Packaging Material,1.00,Pc(s),,L-R2EMC12-W
CUS-HLGCC62-MO/2,CUS-HLGCC62-MO,STIC-BHGCC62R0-MO,Packaging Material,1.00,Pc(s),,L-R2EMC13-W
CUS-HLGCC62-MO/2,CUS-HLGCC62-MO,DUS-HLGCIVR1-MO,Packaging Material,1.00,Pc(s),,L-R2EMC16-W
CUS-HLGCC62-MO/2,CUS-HLGCC62-MO,STIC-VHGCC62R0-MO,Packaging Material,1.00,Pc(s),,L-R2EMC17-W
CUS-HLGCC62-MO/2,CUS-HLGCC62-MO,CONT-ICHLGCR0-MO,Packaging Material,1.00,Pc(s),,L-RCLCLS1-W
CUS-HLGCC62-MO/2,CUS-HLGCC62-MO,CONT-HLGCR0-MO,Packaging Material,1.00,Pc(s),,L-RCLCLS2-W
CUS-HLGCC62-MO/2,CUS-HLGCC62-MO,CONT-RHLGCR0-MO,Packaging Material,1.00,Pc(s),,L-RCLCLS3-W
CUS-HLGCC62-MO/2,CUS-HLGCC62-MO,STIC-SHLGCR0-MO,Packaging Material,1.00,Pc(s),,L-RCLCLS4-W
CUS-HLGCC62-MO/2,CUS-HLGCC62-MO,PUFF-HLGCR0-MO,Packaging Material,1.00,Pc(s),,L-RCLCLS5-W
CUS-HLGCC62-MO/2,CUS-HLGCC62-MO,ISPO-HLGCR1-MO,Packaging Material,1.00,Pc(s),,L-RCLCLS6-W
CUS-HLGCC62-MO/2,CUS-HLGCC62-MO,KB-MOTWC3252-K150M12,Packaging Material,0.04,Pc(s),,L-RCLCLS7-W
CUS-HLGCN20-MO/2,CUS-HLGCN20-MO,ISPO-HLGCR1-MO,Packaging Material,1.00,Pc(s),,L-RCLCLS8-W
CUS-HLGCN20-MO/2,CUS-HLGCN20-MO,STIC-BHGCN20R0-MO,Packaging Material,1.00,Pc(s),,L-RGS01-EM
CUS-HLGCN20-MO/2,CUS-HLGCN20-MO,DUS-HLGCIVR1-MO,Packaging Material,1.00,Pc(s),,L-RGS02-EM
CUS-HLGCN20-MO/2,CUS-HLGCN20-MO,STIC-VHGCN20R0-MO,Packaging Material,1.00,Pc(s),,L-RGS03-EM
CUS-HLGCN20-MO/2,CUS-HLGCN20-MO,STIC-SHLGCR0-MO,Packaging Material,1.00,Pc(s),,L-RGS04-EM
CUS-HLGCN20-MO/2,CUS-HLGCN20-MO,KB-MOTWC3252-K150M12,Packaging Material,0.04,Pc(s),,L-RGS05-EM
CUS-HLGCN20-MO/2,CUS-HLGCN20-MO,CONT-HLGCR0-MO,Packaging Material,1.00,Pc(s),,L-RMLCA-OMG
CUS-HLGCN20-MO/2,CUS-HLGCN20-MO,CONT-ICHLGCR0-MO,Packaging Material,1.00,Pc(s),,L-RMLCB-OMG
CUS-HLGCN20-MO/2,CUS-HLGCN20-MO,CONT-RHLGCR0-MO,Packaging Material,1.00,Pc(s),,L-RMLCC-OMG
CUS-HLGCN20-MO/2,CUS-HLGCN20-MO,PUFF-HLGCR0-MO,Packaging Material,1.00,Pc(s),,L-RMLCD-OMG
CUS-HLGCN40-MO/2,CUS-HLGCN40-MO,CONT-HLGCR0-MO,Packaging Material,1.00,Pc(s),,L-RMLCE-OMG
CUS-HLGCN40-MO/2,CUS-HLGCN40-MO,STIC-BHGCN40R0-MO,Packaging Material,1.00,Pc(s),,L-RMLCF-OMG
CUS-HLGCN40-MO/2,CUS-HLGCN40-MO,STIC-VHGCN40R0-MO,Packaging Material,1.00,Pc(s),,L-RMLCG-OMG
CUS-HLGCN40-MO/2,CUS-HLGCN40-MO,DUS-HLGCIVR1-MO,Packaging Material,1.00,Pc(s),,L-RMLCH-OMG
CUS-HLGCN40-MO/2,CUS-HLGCN40-MO,CONT-RHLGCR0-MO,Packaging Material,1.00,Pc(s),,L-RMLCI-OMG
CUS-HLGCN40-MO/2,CUS-HLGCN40-MO,CONT-ICHLGCR0-MO,Packaging Material,1.00,Pc(s),,L-RMLCJ-OMG
CUS-HLGCN40-MO/2,CUS-HLGCN40-MO,KB-MOTWC3252-K150M12,Packaging Material,0.04,Pc(s),,L-RMLCK-OMG
CUS-HLGCN40-MO/2,CUS-HLGCN40-MO,STIC-SHLGCR0-MO,Packaging Material,1.00,Pc(s),,L-RMLCL-OMG
CUS-HLGCN40-MO/2,CUS-HLGCN40-MO,PUFF-HLGCR0-MO,Packaging Material,1.00,Pc(s),,L-RMLCM-OMG
CUS-HLGCN40-MO/2,CUS-HLGCN40-MO,ISPO-HLGCR1-MO,Packaging Material,1.00,Pc(s),,L-RMLCN-OMG
CUS-HLGCW12-MO/2,CUS-HLGCW12-MO,STIC-BHGCW12R0-MO,Packaging Material,1.00,Pc(s),,L-RMLCO-OMG
CUS-HLGCW12-MO/2,CUS-HLGCW12-MO,DUS-HLGCIVR1-MO,Packaging Material,1.00,Pc(s),,L-RMLCP-OMG
CUS-HLGCW12-MO/2,CUS-HLGCW12-MO,STIC-SHLGCR0-MO,Packaging Material,1.00,Pc(s),,L-RMLCQ-OMG
CUS-HLGCW12-MO/2,CUS-HLGCW12-MO,PUFF-HLGCR0-MO,Packaging Material,1.00,Pc(s),,L-RMLCR-OMG
CUS-HLGCW12-MO/2,CUS-HLGCW12-MO,ISPO-HLGCR1-MO,Packaging Material,1.00,Pc(s),,L-SLWCE-W
CUS-HLGCW12-MO/2,CUS-HLGCW12-MO,CONT-RHLGCR0-MO,Packaging Material,1.00,Pc(s),,L-SLWCF-W
CUS-HLGCW12-MO/2,CUS-HLGCW12-MO,CONT-ICHLGCR0-MO,Packaging Material,1.00,Pc(s),,L-SLWCH-W
CUS-HLGCW12-MO/2,CUS-HLGCW12-MO,KB-MOTWC3252-K150M12,Packaging Material,0.04,Pc(s),,L-SLWCK-W
CUS-HLGCW12-MO/2,CUS-HLGCW12-MO,STIC-VHGCW12R0-MO,Packaging Material,1.00,Pc(s),,L-SLWCL-W
CUS-HLGCW12-MO/2,CUS-HLGCW12-MO,CONT-HLGCR0-MO,Packaging Material,1.00,Pc(s),,L-SMULGA-EM
CUS-HLGCW21-MO/2,CUS-HLGCW21-MO,PUFF-HLGCR0-MO,Packaging Material,1.00,Pc(s),,L-SMULGB-EM
CUS-HLGCW21-MO/2,CUS-HLGCW21-MO,STIC-SHLGCR0-MO,Packaging Material,1.00,Pc(s),,L-SMULMA-EM
CUS-HLGCW21-MO/2,CUS-HLGCW21-MO,ISPO-HLGCR1-MO,Packaging Material,1.00,Pc(s),,L-SMULMB-EM
CUS-HLGCW21-MO/2,CUS-HLGCW21-MO,CONT-RHLGCR0-MO,Packaging Material,1.00,Pc(s),,L-SMULMC-EM
CUS-HLGCW21-MO/2,CUS-HLGCW21-MO,CONT-ICHLGCR0-MO,Packaging Material,1.00,Pc(s),,L-SMULMD-EM
CUS-HLGCW21-MO/2,CUS-HLGCW21-MO,CONT-HLGCR0-MO,Packaging Material,1.00,Pc(s),,L-TMLC2-OMG
CUS-HLGCW21-MO/2,CUS-HLGCW21-MO,KB-MOTWC3252-K150M12,Packaging Material,0.04,Pc(s),,L-TMLC3-OMG
CUS-HLGCW21-MO/2,CUS-HLGCW21-MO,STIC-VHGCW21R0-MO,Packaging Material,1.00,Pc(s),,LB-LMMC-EM
CUS-HLGCW21-MO/2,CUS-HLGCW21-MO,DUS-HLGCIVR1-MO,Packaging Material,1.00,Pc(s),,LB-LMOR-EM
CUS-HLGCW21-MO/2,CUS-HLGCW21-MO,STIC-BHGCW21R0-MO,Packaging Material,1.00,Pc(s),,LB-LMPB-EM
CUS-HLGCW30-MO/2,CUS-HLGCW30-MO,STIC-VHGCW30R0-MO,Packaging Material,1.00,Pc(s),,LB-LMPR-EM
CUS-HLGCW30-MO/2,CUS-HLGCW30-MO,DUS-HLGCIVR1-MO,Packaging Material,1.00,Pc(s),,"LB-M-MO3,8G"
CUS-HLGCW30-MO/2,CUS-HLGCW30-MO,STIC-SHLGCR0-MO,Packaging Material,1.00,Pc(s),,"LB-OC-MO3,8G"
CUS-HLGCW30-MO/2,CUS-HLGCW30-MO,PUFF-HLGCR0-MO,Packaging Material,1.00,Pc(s),,LB-SCJ-EM3.7GR
CUS-HLGCW30-MO/2,CUS-HLGCW30-MO,STIC-BHGCW30R0-MO,Packaging Material,1.00,Pc(s),,"LB-V-MO3,8G"
CUS-HLGCW30-MO/2,CUS-HLGCW30-MO,ISPO-HLGCR1-MO,Packaging Material,1.00,Pc(s),,LD-CDFB01-B
CUS-HLGCW30-MO/2,CUS-HLGCW30-MO,CONT-RHLGCR0-MO,Packaging Material,1.00,Pc(s),,LT-CR02-EM
CUS-HLGCW30-MO/2,CUS-HLGCW30-MO,CONT-ICHLGCR0-MO,Packaging Material,1.00,Pc(s),,LT-CR03-EM
CUS-HLGCW30-MO/2,CUS-HLGCW30-MO,CONT-HLGCR0-MO,Packaging Material,1.00,Pc(s),,LT-CR04-EM
CUS-HLGCW30-MO/2,CUS-HLGCW30-MO,KB-MOTWC3252-K150M12,Packaging Material,0.04,Pc(s),,LT-CR05-EM
CUS-HLGCW32-MO/2,CUS-HLGCW32-MO,CONT-ICHLGCR0-MO,Packaging Material,1.00,Pc(s),,LU-P1-P720
CUS-HLGCW32-MO/2,CUS-HLGCW32-MO,CONT-HLGCR0-MO,Packaging Material,1.00,Pc(s),,LU-P1P3P-P720
CUS-HLGCW32-MO/2,CUS-HLGCW32-MO,CONT-RHLGCR0-MO,Packaging Material,1.00,Pc(s),,LW-P1-P150
CUS-HLGCW32-MO/2,CUS-HLGCW32-MO,ISPO-HLGCR1-MO,Packaging Material,1.00,Pc(s),,LW-P1-P720
CUS-HLGCW32-MO/2,CUS-HLGCW32-MO,KB-MOTWC3252-K150M12,Packaging Material,0.04,Pc(s),,LW-W3O-W150ML
CUS-HLGCW32-MO/2,CUS-HLGCW32-MO,PUFF-HLGCR0-MO,Packaging Material,1.00,Pc(s),,LW-W3O-W240ML
CUS-HLGCW32-MO/2,CUS-HLGCW32-MO,STIC-SHLGCR0-MO,Packaging Material,1.00,Pc(s),,LW-W3P-W150ML
CUS-HLGCW32-MO/2,CUS-HLGCW32-MO,STIC-VHGCW32R0-MO,Packaging Material,1.00,Pc(s),,LW-W3S-W150ML
CUS-HLGCW32-MO/2,CUS-HLGCW32-MO,STIC-BHGCW32R0-MO,Packaging Material,1.00,Pc(s),,M-AHC-W40ML
CUS-HLGCW32-MO/2,CUS-HLGCW32-MO,DUS-HLGCIVR1-MO,Packaging Material,1.00,Pc(s),,M-AN1-EM
CUS-HLGCW50-MO/2,CUS-HLGCW50-MO,CONT-ICHLGCR0-MO,Packaging Material,1.00,Pc(s),,M-BRAISG-L
CUS-HLGCW50-MO/2,CUS-HLGCW50-MO,CONT-HLGCR0-MO,Packaging Material,1.00,Pc(s),,M-BRAISGN3-L
CUS-HLGCW50-MO/2,CUS-HLGCW50-MO,CONT-RHLGCR0-MO,Packaging Material,1.00,Pc(s),,M-BSACNE-EM
CUS-HLGCW50-MO/2,CUS-HLGCW50-MO,STIC-VHGCW50R0-MO,Packaging Material,1.00,Pc(s),,M-BSC-EM
CUS-HLGCW50-MO/2,CUS-HLGCW50-MO,STIC-SHLGCR0-MO,Packaging Material,1.00,Pc(s),,M-BSTUC-EM
CUS-HLGCW50-MO/2,CUS-HLGCW50-MO,PUFF-HLGCR0-MO,Packaging Material,1.00,Pc(s),,M-CDMM-W
CUS-HLGCW50-MO/2,CUS-HLGCW50-MO,ISPO-HLGCR1-MO,Packaging Material,1.00,Pc(s),,M-CSGN01-B
CUS-HLGCW50-MO/2,CUS-HLGCW50-MO,DUS-HLGCIVR1-MO,Packaging Material,1.00,Pc(s),,M-CSRRC-W
CUS-HLGCW50-MO/2,CUS-HLGCW50-MO,KB-MOTWC3252-K150M12,Packaging Material,0.04,Pc(s),,M-IAB-EM50ML
CUS-HLGCW50-MO/2,CUS-HLGCW50-MO,STIC-BHGCW50R0-MO,Packaging Material,1.00,Pc(s),,M-LDCN2-W
CUS-HLGCW60-MO/2,CUS-HLGCW60-MO,KB-MOTWC3252-K150M12,Packaging Material,0.04,Pc(s),,M-LNCN2-W
CUS-HLGCW60-MO/2,CUS-HLGCW60-MO,PUFF-HLGCR0-MO,Packaging Material,1.00,Pc(s),,M-MN1-OMG
CUS-HLGCW60-MO/2,CUS-HLGCW60-MO,STIC-SHLGCR0-MO,Packaging Material,1.00,Pc(s),,M-MPNG-EM
CUS-HLGCW60-MO/2,CUS-HLGCW60-MO,ISPO-HLGCR1-MO,Packaging Material,1.00,Pc(s),,M-NFSBRERC-L
CUS-HLGCW60-MO/2,CUS-HLGCW60-MO,CONT-RHLGCR0-MO,Packaging Material,1.00,Pc(s),,M-NFSCSRRCN2-W
CUS-HLGCW60-MO/2,CUS-HLGCW60-MO,CONT-ICHLGCR0-MO,Packaging Material,1.00,Pc(s),,M-P1PD-P200
CUS-HLGCW60-MO/2,CUS-HLGCW60-MO,CONT-HLGCR0-MO,Packaging Material,1.00,Pc(s),,M-PSRT-MO
CUS-HLGCW60-MO/2,CUS-HLGCW60-MO,STIC-BHGCW60R0-MO,Packaging Material,1.00,Pc(s),,M-PSRT20-MO
CUS-HLGCW60-MO/2,CUS-HLGCW60-MO,DUS-HLGCIVR1-MO,Packaging Material,1.00,Pc(s),,M-PSRT30-MO
CUS-HLGCW60-MO/2,CUS-HLGCW60-MO,STIC-VHGCW60R0-MO,Packaging Material,1.00,Pc(s),,M-PSRT40-MO
CUS-HLGN10-MO/6,CUS-HLGN10-MO,CONT-HLGCR0-MO,Packaging Material,1.00,Pc(s),,M-PSWC-MO
CUS-HLGN10-MO/6,CUS-HLGN10-MO,CONT-ICHLGCR0-MO,Packaging Material,1.00,Pc(s),,M-RBSC-EM
CUS-HLGN10-MO/6,CUS-HLGN10-MO,DUS-HLGCIVR1-MO,Packaging Material,1.00,Pc(s),,M-RBSTUC-EM
CUS-HLGN10-MO/6,CUS-HLGN10-MO,STIC-SHLGCR0-MO,Packaging Material,1.00,Pc(s),,M-RHDGN1-W
CUS-HLGN10-MO/6,CUS-HLGN10-MO,CONT-RHLGCR0-MO,Packaging Material,1.00,Pc(s),,M-RHDGN2-W
CUS-HLGN10-MO/6,CUS-HLGN10-MO,ISPO-HLGCR1-MO,Packaging Material,1.00,Pc(s),,M-RPBSPF30-W
CUS-HLGN10-MO/6,CUS-HLGN10-MO,STIC-BHGCN10R0-MO,Packaging Material,1.00,Pc(s),,M-RRYDCN3-W
