Kode Unik,Product Korporat Code,BoM Lines/Product Template/Korporat Code,BoM Lines/Product Template/Material Type,BoM Lines/Quantity,BoM Lines/Product Unit of Measure,,Tidak ada BOM
A-BPCB-W20G/5,A-BPCB-W20G,CAP-CABPCB-WASABS,Packaging Material,1.00,Pc(s),,2PR--MO100ML
A-BPCB-W20G/5,A-BPCB-W20G,CONT-ABPCB-WASABS,Packaging Material,1.00,Pc(s),,A-DM-W40ML
A-BPCB-W20G/5,A-BPCB-W20G,STIC-BOTAPBBR1-WCNF,Packaging Material,1.00,Pc(s),,A-FP-W20G
A-BPCB-W20G/5,A-BPCB-W20G,DUS-APBBR1-WACLG,Packaging Material,1.00,Pc(s),,A-NTM-W40ML
A-BPCB-W20G/5,A-BPCB-W20G,KB-W100BR2-KMM125BF,Packaging Material,0.02,Pc(s),,A-PFC-W60ML
B-BSLP-EM/7,B-BSLP-EM,BOTO-SBSLPR4-E,Intermediate,1.00,Pc(s),,A-PRT-W100ML
B-BSLP-EM/7,B-BSLP-EM,CAPS-BSLPR2-EM,Packaging Material,1.00,Pc(s),,A-SATG-W15ML
B-BSLP-EM/7,B-BSLP-EM,SHIF-STBSLPR1-EBS,Packaging Material,1.00,Pc(s),,B-CPGR01-W
B-BSLP-EM/7,B-BSLP-EM,KB-ECR1-KMK125CF,Packaging Material,0.03,Pc(s),,B-CPGR02-W
B-CLCLPA-W/4,B-CLCLPA-W,POT-CMPR0-W,Packaging Material,1.00,Pc(s),,B-DMLP01-EM
B-CLCLPA-W/4,B-CLCLPA-W,SHIF-CMPR0-W,Packaging Material,1.00,Pc(s),,B-DMLP02-EM
B-CLCLPA-W/4,B-CLCLPA-W,CAPP-CMPR0-W,Packaging Material,1.00,Pc(s),,B-EL01-W
B-CLCLPA-W/4,B-CLCLPA-W,PUFF-CMPR0-W,Packaging Material,1.00,Pc(s),,B-EL02-W
B-CLCLPA-W/4,B-CLCLPA-W,STIC-BCMP22NR1-W,Packaging Material,1.00,Pc(s),,B-EL03-W
B-CLCLPA-W/4,B-CLCLPA-W,DUS-CMPR2-W,Packaging Material,1.00,Pc(s),,B-EL04-W
B-CLCLPA-W/4,B-CLCLPA-W,STIC-VCMP22NR1-W,Packaging Material,1.00,Pc(s),,B-EXLP-MO
B-CLCLPA-W/4,B-CLCLPA-W,KB-GKMK-W,Packaging Material,0.02,Pc(s),,B-IPQSP11-W
B-CLCLPB-W/4,B-CLCLPB-W,POT-CMPR0-W,Packaging Material,1.00,Pc(s),,B-IPQSP12-W
B-CLCLPB-W/4,B-CLCLPB-W,SHIF-CMPR0-W,Packaging Material,1.00,Pc(s),,B-IPQSP13-W
B-CLCLPB-W/4,B-CLCLPB-W,CAPP-CMPR0-W,Packaging Material,1.00,Pc(s),,B-IPQSP14-W
B-CLCLPB-W/4,B-CLCLPB-W,PUFF-CMPR0-W,Packaging Material,1.00,Pc(s),,B-IPQSP15-W
B-CLCLPB-W/4,B-CLCLPB-W,STIC-BCMP23WR1-W,Packaging Material,1.00,Pc(s),,B-IPQSP16-W
B-CLCLPB-W/4,B-CLCLPB-W,DUS-CMPR2-W,Packaging Material,1.00,Pc(s),,B-NFSDMCP02-EM
B-CLCLPB-W/4,B-CLCLPB-W,STIC-VCMP23WR1-W,Packaging Material,1.00,Pc(s),,B-OMGL-OMG
B-CLCLPB-W/4,B-CLCLPB-W,KB-GKMK-W,Packaging Material,0.02,Pc(s),,B-OMGM-OMG
B-CLCLPC-W/4,B-CLCLPC-W,POT-CMPR0-W,Packaging Material,1.00,Pc(s),,B-PMT-MO11G
B-CLCLPC-W/4,B-CLCLPC-W,SHIF-CMPR0-W,Packaging Material,1.00,Pc(s),,B-R3L03I-W
B-CLCLPC-W/4,B-CLCLPC-W,CAPP-CMPR0-W,Packaging Material,1.00,Pc(s),,B-R4L01LB-W
B-CLCLPC-W/4,B-CLCLPC-W,PUFF-CMPR0-W,Packaging Material,1.00,Pc(s),,B-R4L02B-W
B-CLCLPC-W/4,B-CLCLPC-W,STIC-BCMP32NR1-W,Packaging Material,1.00,Pc(s),,B-R4L03I-W
B-CLCLPC-W/4,B-CLCLPC-W,DUS-CMPR2-W,Packaging Material,1.00,Pc(s),,B-R4L04N-W
B-CLCLPC-W/4,B-CLCLPC-W,STIC-VCMP32NR1-W,Packaging Material,1.00,Pc(s),,B-RBSLP-EM
B-CLCLPC-W/4,B-CLCLPC-W,KB-GKMK-W,Packaging Material,0.02,Pc(s),,B-SFLP-EM8G
B-CLCLPD-W/3,B-CLCLPD-W,POT-CMPR0-W,Packaging Material,1.00,Pc(s),,B-SPB-MO13GR
B-CLCLPD-W/3,B-CLCLPD-W,SHIF-CMPR0-W,Packaging Material,1.00,Pc(s),,B-SPC-MO13GR
B-CLCLPD-W/3,B-CLCLPD-W,CAPP-CMPR0-W,Packaging Material,1.00,Pc(s),,B-SPG-MO13GR
B-CLCLPD-W/3,B-CLCLPD-W,PUFF-CMPR0-W,Packaging Material,1.00,Pc(s),,B-SPQ-MO13GR
B-CLCLPD-W/3,B-CLCLPD-W,STIC-BCMP43WR1-W,Packaging Material,1.00,Pc(s),,B-W3ELFP01-W30G
B-CLCLPD-W/3,B-CLCLPD-W,DUS-CMPR2-W,Packaging Material,1.00,Pc(s),,B-W3ELFP02-W30G
B-CLCLPD-W/3,B-CLCLPD-W,STIC-VCMP43WR1-W,Packaging Material,1.00,Pc(s),,B-W3ELFP04-W30G
B-CLCLPD-W/3,B-CLCLPD-W,KB-GKMK-W,Packaging Material,0.02,Pc(s),,BBC-HSBBC-EM
B-DMCP01-EM/4,B-DMCP01-EM,CONT-DMCPR1-E,Packaging Material,1.00,Pc(s),,BBC-HSBBL-EM
B-DMCP01-EM/4,B-DMCP01-EM,"GODE-TWC5,4B-SM-P",Packaging Material,1.00,Pc(s),,BBC-HSBBN-EM
B-DMCP01-EM/4,B-DMCP01-EM,PLAS-DMCTWCRP-P85,Packaging Material,1.00,Pc(s),,BBC-RL01N1-W
B-DMCP01-EM/4,B-DMCP01-EM,PUFF-DMCPR0-E,Packaging Material,1.00,Pc(s),,BBC-RL01N2-W
B-DMCP01-EM/4,B-DMCP01-EM,STIC-BDMCP01R0-E,Packaging Material,1.00,Pc(s),,BBC-RL02N1-W
B-DMCP01-EM/4,B-DMCP01-EM,DUS-DMCPR1-E,Packaging Material,1.00,Pc(s),,BBC-RL02N2-W
B-DMCP01-EM/4,B-DMCP01-EM,STIC-VDMCP01R0-E,Packaging Material,1.00,Pc(s),,BL-BSEG01-B
B-DMCP01-EM/4,B-DMCP01-EM,KB-EAR0-KMM125,Packaging Material,0.03,Pc(s),,BL-BSMT01-B
B-DMCP02-EM/4,B-DMCP02-EM,CONT-DMCPR1-E,Packaging Material,1.00,Pc(s),,BO-BSA-MO
B-DMCP02-EM/4,B-DMCP02-EM,"GODE-TWC5,4B-SM-P",Packaging Material,1.00,Pc(s),,BO-BSB-MO
B-DMCP02-EM/4,B-DMCP02-EM,PLAS-DMCTWCRP-P85,Packaging Material,1.00,Pc(s),,BO-BSC-MO
B-DMCP02-EM/4,B-DMCP02-EM,PUFF-DMCPR0-E,Packaging Material,1.00,Pc(s),,BO-CLBSNT-EM
B-DMCP02-EM/4,B-DMCP02-EM,STIC-BDMCP02R0-E,Packaging Material,1.00,Pc(s),,BO-CLBSPE-EM
B-DMCP02-EM/4,B-DMCP02-EM,DUS-DMCPR1-E,Packaging Material,1.00,Pc(s),,BO-CLBSPI-EM
B-DMCP02-EM/4,B-DMCP02-EM,STIC-VDMCP02R0-E,Packaging Material,1.00,Pc(s),,BO-CLCPE-EM10ML
B-DMCP02-EM/4,B-DMCP02-EM,KB-EAR0-KMM125,Packaging Material,0.03,Pc(s),,BO-CLCPI-EM10ML
B-DMCP03-EM/4,B-DMCP03-EM,"GODE-TWC5,4B-SM-P",Packaging Material,1.00,Pc(s),,BO-CLPBAC-EM
B-DMCP03-EM/4,B-DMCP03-EM,CONT-DMCPR1-E,Packaging Material,1.00,Pc(s),,BO-CLPBCP-EM
B-DMCP03-EM/4,B-DMCP03-EM,PLAS-DMCTWCRP-P85,Packaging Material,1.00,Pc(s),,BO-CLPCS-EM3.5GR
B-DMCP03-EM/4,B-DMCP03-EM,PUFF-DMCPR0-E,Packaging Material,1.00,Pc(s),,BO-CLPPB-EM3.5GR
B-DMCP03-EM/4,B-DMCP03-EM,STIC-BDMCP03R0-E,Packaging Material,1.00,Pc(s),,BO-CLPPCCC-EM3.5GR
B-DMCP03-EM/4,B-DMCP03-EM,DUS-DMCPR1-E,Packaging Material,1.00,Pc(s),,BO-CLPPMCB-EM3.5GR
B-DMCP03-EM/4,B-DMCP03-EM,STIC-VDMCP03R0-E,Packaging Material,1.00,Pc(s),,BO-CLPPPML-EM3.5GR
B-DMCP03-EM/4,B-DMCP03-EM,KB-EAR0-KMM125,Packaging Material,0.03,Pc(s),,BO-CLPPTVB-EM3.5GR
B-DMCP04-EM/4,B-DMCP04-EM,"GODE-TWC5,4B-SM-P",Packaging Material,1.00,Pc(s),,BO-CM-MO20G
B-DMCP04-EM/4,B-DMCP04-EM,CONT-DMCPR1-E,Packaging Material,1.00,Pc(s),,BO-COCBMM-W
B-DMCP04-EM/4,B-DMCP04-EM,PUFF-DMCPR0-E,Packaging Material,1.00,Pc(s),,BO-COCBSC-W
B-DMCP04-EM/4,B-DMCP04-EM,PLAS-DMCTWCRP-P85,Packaging Material,1.00,Pc(s),,BO-COCBSP-W
B-DMCP04-EM/4,B-DMCP04-EM,STIC-BDMCP04R0-E,Packaging Material,1.00,Pc(s),,BO-CPLP-W
B-DMCP04-EM/4,B-DMCP04-EM,DUS-DMCPR1-E,Packaging Material,1.00,Pc(s),,BO-E01-W
B-DMCP04-EM/4,B-DMCP04-EM,STIC-VDMCP04R0-E,Packaging Material,1.00,Pc(s),,BO-E02-W
B-DMCP04-EM/4,B-DMCP04-EM,KB-EAR0-KMM125,Packaging Material,0.03,Pc(s),,BO-IPCBBC01-W5.6G
B-HRFP-MO/2,B-HRFP-MO,KB-MOAR0-MO,Packaging Material,0.03,Pc(s),,BO-IPCBBC02-W5.6G
B-HRFP-MO/2,B-HRFP-MO,DUS-HSRFPIVR0-MO,Packaging Material,1.00,Pc(s),,BO-R2CLPBBS-EM
B-HRFP-MO/2,B-HRFP-MO,STIC-BHSRFPR0-MO,Packaging Material,1.00,Pc(s),,BO-R2CLPBCC-EM
B-HRFP-MO/2,B-HRFP-MO,PUFF-HSRFPR0-MO,Packaging Material,1.00,Pc(s),,BO-R2CLPBML-EM
B-HRFP-MO/2,B-HRFP-MO,SHIF-HSRFPR0-MO,Packaging Material,1.00,Pc(s),,BO-R2CLPBVB-EM
B-HRFP-MO/2,B-HRFP-MO,POT-HSRFPR0-MO,Packaging Material,1.00,Pc(s),,BO-RBCC-MO
B-HRFP-MO/2,B-HRFP-MO,CAPP-HSRFPR0-MO,Packaging Material,1.00,Pc(s),,BO-RBCS-MO
B-PBTUBB-W/5,B-PBTUBB-W,BOTO-SPBTBPR1-W,Packaging Material,1.00,Pc(s),,BO-RBPPE-MO
B-PBTUBB-W/5,B-PBTUBB-W,CAPS-PBTBPR1-W,Packaging Material,1.00,Pc(s),,BO-RBPPI-MO
B-PBTUBB-W/5,B-PBTUBB-W,STIC-PIPBTUBBPR0-W,Packaging Material,1.00,Pc(s),,BO-RBSPF-MO
B-PBTUBB-W/5,B-PBTUBB-W,KB-W6040R2-W,Packaging Material,0.04,Pc(s),,BO-RBSS-MO
B-PT01-MO35G/9,B-PT01-MO35G,CAP-CMOFP014-ASABS,Packaging Material,1.00,Pc(s),,BO-RBST-MO
B-PT01-MO35G/9,B-PT01-MO35G,CONT-MOFP01R1AS-C2PP,Packaging Material,1.00,Pc(s),,BP-BMISN2-EM
B-PT01-MO35G/9,B-PT01-MO35G,SHIF-CMOFP014-PPN,Packaging Material,1.00,Pc(s),,BP-BMPDN2-EM
B-PT01-MO35G/9,B-PT01-MO35G,STIC-BSSTP1RR2-MO,Packaging Material,1.00,Pc(s),,BP-BMRFN2-EM
B-PT01-MO35G/9,B-PT01-MO35G,PUFF-LPMOD58FP-PH,Packaging Material,1.00,Pc(s),,BP-BMSSN2-EM
B-PT01-MO35G/9,B-PT01-MO35G,KB-MOEBPR1-MO,Packaging Material,0.03,Pc(s),,BP-HREDT-KA
B-PT01-MO35G/9,B-PT01-MO35G,STIC-BCSSTP01R1-MO,Packaging Material,1.00,Pc(s),,BP-IWEDT-KA
B-PT01-MO35G/9,B-PT01-MO35G,DUS-SSTPR3-MO,Packaging Material,1.00,Pc(s),,BP-RHEDT-KA
B-PT02-MO35G/9,B-PT02-MO35G,PUFF-LPMOD58FP-PH,Packaging Material,1.00,Pc(s),,BP-SBSBM-W100ML
B-PT02-MO35G/9,B-PT02-MO35G,CONT-MOFP01R1AS-C2PP,Packaging Material,1.00,Pc(s),,BP-SJYBM-W100ML
B-PT02-MO35G/9,B-PT02-MO35G,CAP-CMOFP014-ASABS,Packaging Material,1.00,Pc(s),,BP-SPCBM-W100ML
B-PT02-MO35G/9,B-PT02-MO35G,DUS-SSTPR3-MO,Packaging Material,1.00,Pc(s),,BP-SPCE-W35ML
B-PT02-MO35G/9,B-PT02-MO35G,SHIF-CMOFP014-PPN,Packaging Material,1.00,Pc(s),,BP-SPNBM-W100ML
B-PT02-MO35G/9,B-PT02-MO35G,KB-MOEBPR1-MO,Packaging Material,0.03,Pc(s),,BP-SPRBM-W100ML
B-PT02-MO35G/9,B-PT02-MO35G,STIC-BCSSTP02R1-MO,Packaging Material,1.00,Pc(s),,BP-WSEDT-KA
B-PT02-MO35G/9,B-PT02-MO35G,STIC-BSSTP2RR2-MO,Packaging Material,1.00,Pc(s),,BRO-RNBO-KA
B-PT03-MO35G/9,B-PT03-MO35G,KB-MOEBPR1-MO,Packaging Material,0.03,Pc(s),,BRUS-EBS-EM
B-PT03-MO35G/9,B-PT03-MO35G,STIC-BCSSTP03R1-MO,Packaging Material,1.00,Pc(s),,BRUS-FTF-MO17CM
B-PT03-MO35G/9,B-PT03-MO35G,STIC-BSSTP3RR2-MO,Packaging Material,1.00,Pc(s),,BRUS-KBK-MO8.5CM
B-PT03-MO35G/9,B-PT03-MO35G,DUS-SSTPR3-MO,Packaging Material,1.00,Pc(s),,BUT-W0LG-W50ML
B-PT03-MO35G/9,B-PT03-MO35G,PUFF-LPMOD58FP-PH,Packaging Material,1.00,Pc(s),,BUT-W0MP-W50ML
B-PT03-MO35G/9,B-PT03-MO35G,CAP-CMOFP014-ASABS,Packaging Material,1.00,Pc(s),,BUT-W0O-W50ML
B-PT03-MO35G/9,B-PT03-MO35G,SHIF-CMOFP014-PPN,Packaging Material,1.00,Pc(s),,BUT-W0P-W50ML
B-PT03-MO35G/9,B-PT03-MO35G,CONT-MOFP01R1AS-C2PP,Packaging Material,1.00,Pc(s),,BUT-W0R-W50ML
B-PT04-MO35G/9,B-PT04-MO35G,PUFF-LPMOD58FP-PH,Packaging Material,1.00,Pc(s),,BUT-W0S-W50ML
B-PT04-MO35G/9,B-PT04-MO35G,DUS-SSTPR3-MO,Packaging Material,1.00,Pc(s),,C-P1-P450
B-PT04-MO35G/9,B-PT04-MO35G,CAP-CMOFP014-ASABS,Packaging Material,1.00,Pc(s),,CB-P1A-P240
B-PT04-MO35G/9,B-PT04-MO35G,CONT-MOFP01R1AS-C2PP,Packaging Material,1.00,Pc(s),,CB-P1A-P720
B-PT04-MO35G/9,B-PT04-MO35G,STIC-BSSTP4RR2-MO,Packaging Material,1.00,Pc(s),,CB-P1G-P240
B-PT04-MO35G/9,B-PT04-MO35G,KB-MOEBPR1-MO,Packaging Material,0.03,Pc(s),,CB-P1G-P720
B-PT04-MO35G/9,B-PT04-MO35G,STIC-BCSSTP04R1-MO,Packaging Material,1.00,Pc(s),,CB-P1K-P240
B-PT04-MO35G/9,B-PT04-MO35G,SHIF-CMOFP014-PPN,Packaging Material,1.00,Pc(s),,CB-P1K-P720
B-PT05-MO35G/8,B-PT05-MO35G,CONT-MOFP01R1AS-C2PP,Packaging Material,1.00,Pc(s),,CB-P1L1-P240
B-PT05-MO35G/8,B-PT05-MO35G,SHIF-CMOFP014-PPN,Packaging Material,1.00,Pc(s),,CB-P1L1-P720
B-PT05-MO35G/8,B-PT05-MO35G,CAP-CMOFP014-ASABS,Packaging Material,1.00,Pc(s),,CM-CML-EM50ML
B-PT05-MO35G/8,B-PT05-MO35G,PUFF-LPMOD58FP-PH,Packaging Material,1.00,Pc(s),,CM-LCC-W
B-PT05-MO35G/8,B-PT05-MO35G,KB-MOEBPR1-MO,Packaging Material,0.03,Pc(s),,CON-IP01-W
B-PT05-MO35G/8,B-PT05-MO35G,STIC-BCSSTP05R1-MO,Packaging Material,1.00,Pc(s),,CON-IP02-W
B-PT05-MO35G/8,B-PT05-MO35G,STIC-BSSTP5RR2-MO,Packaging Material,1.00,Pc(s),,CON-IP03-W
B-PT05-MO35G/8,B-PT05-MO35G,DUS-SSTPR3-MO,Packaging Material,1.00,Pc(s),,CON-IP04-W
B-PT06-MO35G/7,B-PT06-MO35G,STIC-BCSSTP06R1-MO,Packaging Material,1.00,Pc(s),,CON-IP05-W
B-PT06-MO35G/7,B-PT06-MO35G,SHIF-CMOFP014-PPN,Packaging Material,1.00,Pc(s),,CON-IP06-W
B-PT06-MO35G/7,B-PT06-MO35G,CONT-MOFP01R1AS-C2PP,Packaging Material,1.00,Pc(s),,CON-RLBBL01-W
B-PT06-MO35G/7,B-PT06-MO35G,DUS-SSTPR3-MO,Packaging Material,1.00,Pc(s),,CON-RLBBL02-W
B-PT06-MO35G/7,B-PT06-MO35G,STIC-BSSTP6RR2-MO,Packaging Material,1.00,Pc(s),,CON-RPP02-MO
B-PT06-MO35G/7,B-PT06-MO35G,KB-MOEBPR1-MO,Packaging Material,0.03,Pc(s),,CON-RPP03-MO
B-PT06-MO35G/7,B-PT06-MO35G,PUFF-LPMOD58FP-PH,Packaging Material,1.00,Pc(s),,CON-SMULCA-EM
B-PT06-MO35G/7,B-PT06-MO35G,CAP-CMOFP014-ASABS,Packaging Material,1.00,Pc(s),,CON-SMULCB-EM
B-PT07-MO35G/7,B-PT07-MO35G,STIC-BCSSTP07R1-MO,Packaging Material,1.00,Pc(s),,CON-SMULCC-EM
B-PT07-MO35G/7,B-PT07-MO35G,DUS-SSTPR3-MO,Packaging Material,1.00,Pc(s),,CUS-CLPGCRA-W
B-PT07-MO35G/7,B-PT07-MO35G,CAP-CMOFP014-ASABS,Packaging Material,1.00,Pc(s),,CUS-CLPGCRB-W
B-PT07-MO35G/7,B-PT07-MO35G,PUFF-LPMOD58FP-PH,Packaging Material,1.00,Pc(s),,CUS-CLPGCRC-W
B-PT07-MO35G/7,B-PT07-MO35G,CONT-MOFP01R1AS-C2PP,Packaging Material,1.00,Pc(s),,CUS-CLPGCRD-W
B-PT07-MO35G/7,B-PT07-MO35G,SHIF-CMOFP014-PPN,Packaging Material,1.00,Pc(s),,CUS-DM01-EM
B-PT07-MO35G/7,B-PT07-MO35G,STIC-BSSTP7RR2-MO,Packaging Material,1.00,Pc(s),,CUS-EFC01-W
B-PT07-MO35G/7,B-PT07-MO35G,KB-MOEBPR1-MO,Packaging Material,0.03,Pc(s),,CUS-EFC02-W
B-R3L01LB-W/8,B-R3L01LB-W,CONT-LLPR0-WASBS,Packaging Material,1.00,Pc(s),,CUS-EFC03-W
B-R3L01LB-W/8,B-R3L01LB-W,CAPC-LLPR0-WASBS,Packaging Material,1.00,Pc(s),,CUS-EFC04-W
B-R3L01LB-W/8,B-R3L01LB-W,SHIF-LLPR0-WPPN,Packaging Material,1.00,Pc(s),,CUS-EFC05-W
B-R3L01LB-W/8,B-R3L01LB-W,PUFF-LLPR0-WMFP,Packaging Material,1.00,Pc(s),,CUS-EFC06-W
B-R3L01LB-W/8,B-R3L01LB-W,STIC-BLMP1RR0-W,Packaging Material,1.00,Pc(s),,CUS-IPA-W
B-R3L01LB-W/8,B-R3L01LB-W,DUS-LMP1R4-W,Packaging Material,1.00,Pc(s),,CUS-IPB-W
B-R3L01LB-W/8,B-R3L01LB-W,KB-W100BR2-KMM125BF,Packaging Material,0.04,Pc(s),,CUS-IPC-W
B-R3L02B-W/8,B-R3L02B-W,CONT-LLPR0-WASBS,Packaging Material,1.00,Pc(s),,CUS-IPD-W
B-R3L02B-W/8,B-R3L02B-W,CAPC-LLPR0-WASBS,Packaging Material,1.00,Pc(s),,CUS-IPE-W
B-R3L02B-W/8,B-R3L02B-W,PUFF-LLPR0-WMFP,Packaging Material,1.00,Pc(s),,CUS-IPF-W
B-R3L02B-W/8,B-R3L02B-W,SHIF-LLPR0-WPPN,Packaging Material,1.00,Pc(s),,CUS-PDMCC21-MO
B-R3L02B-W/8,B-R3L02B-W,STIC-BLMP2RR0-W,Packaging Material,1.00,Pc(s),,CUS-PDMCC31-MO
B-R3L02B-W/8,B-R3L02B-W,DUS-LMP2R4-W,Packaging Material,1.00,Pc(s),,CUS-PDMCC41-MO
B-R3L02B-W/8,B-R3L02B-W,KB-W100BR2-KMM125BF,Packaging Material,0.04,Pc(s),,CUS-PDMCC51-MO
B-R3L04N-W/8,B-R3L04N-W,CONT-LLPR0-WASBS,Packaging Material,1.00,Pc(s),,CUS-PDMCC62-MO
B-R3L04N-W/8,B-R3L04N-W,CAPC-LLPR0-WASBS,Packaging Material,1.00,Pc(s),,CUS-PDMCN10-MO
B-R3L04N-W/8,B-R3L04N-W,SHIF-LLPR0-WPPN,Packaging Material,1.00,Pc(s),,CUS-PDMCN20-MO
B-R3L04N-W/8,B-R3L04N-W,PUFF-LLPR0-WMFP,Packaging Material,1.00,Pc(s),,CUS-PDMCN30-MO
B-R3L04N-W/8,B-R3L04N-W,STIC-BLMP4RR0-W,Packaging Material,1.00,Pc(s),,CUS-PDMCN40-MO
B-R3L04N-W/8,B-R3L04N-W,DUS-LMP4R4-W,Packaging Material,1.00,Pc(s),,CUS-PDMCN50-MO
B-R3L04N-W/8,B-R3L04N-W,KB-W100BR2-KMM125BF,Packaging Material,0.04,Pc(s),,CUS-PDMCW12-MO
B-RBMLP01-EM/9,B-RBMLP01-EM,CONT-BMLPR2-E,Packaging Material,1.00,Pc(s),,CUS-PDMCW21-MO
B-RBMLP01-EM/9,B-RBMLP01-EM,SHIF-BMLPR2-E,Packaging Material,1.00,Pc(s),,CUS-PDMCW22-MO
B-RBMLP01-EM/9,B-RBMLP01-EM,CAPC-BMLPR2-E,Packaging Material,1.00,Pc(s),,CUS-PDMCW30-MO
B-RBMLP01-EM/9,B-RBMLP01-EM,PUFF-BMLPR1-EMP,Packaging Material,1.00,Pc(s),,CUS-PDMCW32-MO
B-RBMLP01-EM/9,B-RBMLP01-EM,STIC-BTBLP1RR2-E,Packaging Material,1.00,Pc(s),,CUS-PDMCW33-MO
B-RBMLP01-EM/9,B-RBMLP01-EM,DUS-BWMMLPR6-E,Packaging Material,1.00,Pc(s),,CUS-PDMCW41-MO
B-RBMLP01-EM/9,B-RBMLP01-EM,STIC-BCBWMMLP01R1-E,Packaging Material,1.00,Pc(s),,CUS-PDMCW42-MO
B-RBMLP01-EM/9,B-RBMLP01-EM,KB-ECR1-KMK125CF,Packaging Material,0.01,Pc(s),,CUS-PDMCW50-MO
B-RBMLP02-EM/9,B-RBMLP02-EM,CONT-BMLPR2-E,Packaging Material,1.00,Pc(s),,CUS-PDMCW60-MO
B-RBMLP02-EM/9,B-RBMLP02-EM,SHIF-BMLPR2-E,Packaging Material,1.00,Pc(s),,CUS-REFIPRVA-W
B-RBMLP02-EM/9,B-RBMLP02-EM,CAPC-BMLPR2-E,Packaging Material,1.00,Pc(s),,CUS-REFIPRVB-W
B-RBMLP02-EM/9,B-RBMLP02-EM,PUFF-BMLPR1-EMP,Packaging Material,1.00,Pc(s),,CUS-REFIPRVC-W
B-RBMLP02-EM/9,B-RBMLP02-EM,STIC-BTBLP2RR2-E,Packaging Material,1.00,Pc(s),,CUS-REFIPRVD-W
B-RBMLP02-EM/9,B-RBMLP02-EM,DUS-BWMMLPR6-E,Packaging Material,1.00,Pc(s),,CUS-REFIPRVE-W
B-RBMLP02-EM/9,B-RBMLP02-EM,STIC-BCBWMMLP02R1-E,Packaging Material,1.00,Pc(s),,CUS-REFIPRVF-W
B-RBMLP02-EM/9,B-RBMLP02-EM,KB-ECR1-KMK125CF,Packaging Material,0.01,Pc(s),,CUS-RVPDMCC21-MO
B-RBMLP03-EM/7,B-RBMLP03-EM,CONT-BMLPR2-E,Packaging Material,1.00,Pc(s),,CUS-RVPDMCC51-MO
B-RBMLP03-EM/7,B-RBMLP03-EM,SHIF-BMLPR2-E,Packaging Material,1.00,Pc(s),,CUS-RVPDMCN10-MO
B-RBMLP03-EM/7,B-RBMLP03-EM,CAPC-BMLPR2-E,Packaging Material,1.00,Pc(s),,CUS-RVPDMCN30-MO
B-RBMLP03-EM/7,B-RBMLP03-EM,PUFF-BMLPR1-EMP,Packaging Material,1.00,Pc(s),,CUS-RVPDMCN50-MO
B-RBMLP03-EM/7,B-RBMLP03-EM,STIC-BTBLP3RR2-E,Packaging Material,1.00,Pc(s),,CUS-RVPDMCW22-MO
B-RBMLP03-EM/7,B-RBMLP03-EM,DUS-BWMMLPR6-E,Packaging Material,1.00,Pc(s),,CUS-RVPDMCW30-MO
B-RBMLP03-EM/7,B-RBMLP03-EM,STIC-BCBWMMLP03R1-E,Packaging Material,1.00,Pc(s),,CUS-RVPDMCW33-MO
B-RBMLP03-EM/7,B-RBMLP03-EM,KB-ECR1-KMK125CF,Packaging Material,0.01,Pc(s),,CUS-RVPDMCW41-MO
B-RBMLP04-EM/8,B-RBMLP04-EM,CAPC-BMLPR2-E,Packaging Material,1.00,Pc(s),,CUS-RVPDMCW42-MO
B-RBMLP04-EM/8,B-RBMLP04-EM,CONT-BMLPR2-E,Packaging Material,1.00,Pc(s),,D-DEN01-B
B-RBMLP04-EM/8,B-RBMLP04-EM,SHIF-BMLPR2-E,Packaging Material,1.00,Pc(s),,D-RO-KA
B-RBMLP04-EM/8,B-RBMLP04-EM,PUFF-BMLPR1-EMP,Packaging Material,1.00,Pc(s),,D-RO01-KA
B-RBMLP04-EM/8,B-RBMLP04-EM,STIC-BTBLP4RR2-E,Packaging Material,1.00,Pc(s),,D-RO02-KA
B-RBMLP04-EM/8,B-RBMLP04-EM,DUS-BWMMLPR6-E,Packaging Material,1.00,Pc(s),,D-RRO-KA
B-RBMLP04-EM/8,B-RBMLP04-EM,STIC-BCBWMMLP04R1-E,Packaging Material,1.00,Pc(s),,D-W1R1HER-W60ML
B-RBMLP04-EM/8,B-RBMLP04-EM,KB-ECR1-KMK125CF,Packaging Material,0.01,Pc(s),,DDC-CDL-W20ML
B-W3ELFP03-W30G/16,B-W3ELFP03-W30G,CONT-ELFPR2-WPSN,Packaging Material,1.00,Pc(s),,DDC-CDN-W20ML
B-W3ELFP03-W30G/16,B-W3ELFP03-W30G,SHIF-ELFPR2-WPPN,Packaging Material,1.00,Pc(s),,EB-ABBL-EM1.2GR
B-W3ELFP03-W30G/16,B-W3ELFP03-W30G,PUFF-FPALT3R0-WP,Packaging Material,1.00,Pc(s),,EB-ABBR-EM1.2GR
B-W3ELFP03-W30G/16,B-W3ELFP03-W30G,CAP-CELFPR3-WABS,Packaging Material,1.00,Pc(s),,EB-DK01-MO
B-W3ELFP03-W30G/16,B-W3ELFP03-W30G,STIC-BCELFP3R1-WCNFR,Packaging Material,1.00,Pc(s),,EB-DK02-MO
B-W3ELFP03-W30G/16,B-W3ELFP03-W30G,DUS-ELFP03R2-W,Packaging Material,1.00,Pc(s),,EB-EXPMBD01-W
