"Last Updated on","Created on","Korporat Code","Internal Reference","Name","Internal Name","Material Type","Unit of Measure/Display Name","PO Conversion Coeff","Brand/Display Name","Source","NFG Type/Display Name","Type of RM/PM","Customized UOM PO/Display Name"
"2021-09-22 04:50:24","2021-09-15 02:50:48","STIC-PQETWC04R0-W","STIC-PQETWC04R0-W","Sticker Penutup QR Code Exclusive TWC 04 Wardah,PP White,1W,16x42mm,NoFinishing","Sticker Penutup QR Code Exclusive TWC 04 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2021-09-22 04:50:25","2021-09-15 02:51:29","STIC-PQETWC05R0-W","STIC-PQETWC05R0-W","Sticker Penutup QR Code Exclusive TWC 05 Wardah,PP White,1W,16x42mm,NoFinishing","Sticker Penutup QR Code Exclusive TWC 05 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2021-11-29 01:59:56","2021-09-15 03:33:11","STIC-PQETWCR01R0-W","STIC-PQETWCR01R0-W","Sticker Penutup QR Code Exclusive TWCR 01 Wardah,PP Silver Matte,1W,13x37mm,NoFinishing","Sticker Penutup QR Code Exclusive TWCR 01 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2021-11-29 02:00:35","2021-09-15 03:33:45","STIC-PQETWCR02R0-W","STIC-PQETWCR02R0-W","Sticker Penutup QR Code Exclusive TWCR 02 Wardah,PP Silver Matte,1W,13x37mm,NoFinishing","Sticker Penutup QR Code Exclusive TWCR 02 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2021-11-29 02:01:01","2021-09-15 03:34:29","STIC-PQETWCR03R0-W","STIC-PQETWCR03R0-W","Sticker Penutup QR Code Exclusive TWCR 03 Wardah,PP Silver Matte,1W,13x37mm,NoFinishing","Sticker Penutup QR Code Exclusive TWCR 03 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2021-11-29 02:01:24","2021-09-15 03:35:13","STIC-PQETWCR04R0-W","STIC-PQETWCR04R0-W","Sticker Penutup QR Code Exclusive TWCR 04 Wardah,PP Silver Matte,1W,13x37mm,NoFinishing","Sticker Penutup QR Code Exclusive TWCR 04 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2021-11-29 02:01:45","2021-09-15 03:35:53","STIC-PQETWCR05R0-W","STIC-PQETWCR05R0-W","Sticker Penutup QR Code Exclusive TWCR 05 Wardah,PP Silver Matte,1W,13x37mm,NoFinishing","Sticker Penutup QR Code Exclusive TWCR 05 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2022-06-30 07:46:46","2022-06-28 03:39:17","STIC-SSACR0-IP","STIC-SSACR0-IP","Sticker Seal Skincover Air Cushion Instaperfect,PPSilver+PPWhiteTC60,2W,54x66mm,RollFormRDA,VarDoff","Sticker Seal Skincover Air Cushion IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-06-28 04:19:20","2022-06-28 04:19:02","STIC-VDCPFTLBR0-T","STIC-VDCPFTLBR0-T","Sticker Varian Dus Color Play Face Tint Love Bites Tavi,PP White,2W,55x15mm,VarnishMatte,SheetForm","Sticker Varian Dus Color Play Face Tint Love Bites T","Packaging Material","Pc(s)","0.0","Tavi","","STICKER","Irregular","Pc(s)"
"2022-06-28 04:20:33","2022-06-28 04:20:10","STIC-VDCPFTMCR0-T","STIC-VDCPFTMCR0-T","Sticker Varian Dus Color Play Face Tint Moonchild Tavi,PP White,2W,55x15mm,VarnishMatte,SheetForm","Sticker Varian Dus Color Play Face Tint Moonchild T","Packaging Material","Pc(s)","0.0","Tavi","","STICKER","Irregular","Pc(s)"
"2022-06-28 04:23:07","2022-06-28 04:22:50","STIC-VDCPFTSBR0-T","STIC-VDCPFTSBR0-T","Sticker Varian Dus Color Play Face Tint Starburst Tavi,PP White,2W,55x15mm,VarnishMatte,SheetForm","Sticker Varian Dus Color Play Face Tint Starburst T","Packaging Material","Pc(s)","0.0","Tavi","","STICKER","Irregular","Pc(s)"
"2022-06-28 04:24:07","2022-06-28 04:23:45","STIC-VDCPFTSNR0-T","STIC-VDCPFTSNR0-T","Sticker Varian Dus Color Play Face Tint Sunset Nectar Tavi,PP White,2W,55x15mm,VarnishMatte,SheetForm","Sticker Varian Dus Color Play Face Tint Sunset Nectar T","Packaging Material","Pc(s)","0.0","Tavi","","STICKER","Irregular","Pc(s)"
"2022-06-28 04:25:10","2022-06-28 04:24:51","STIC-VDCPFTSLR0-T","STIC-VDCPFTSLR0-T","Sticker Varian Dus Color Play Face Tint Sunshine Love Tavi,PP White,2W,55x15mm,VarnishMatte,SheetForm","Sticker Varian Dus Color Play Face Tint Sunshine Love T","Packaging Material","Pc(s)","0.0","Tavi","","STICKER","Irregular","Pc(s)"
"2022-06-28 04:22:08","2022-06-28 04:21:51","STIC-VDCPFTWFR0-T","STIC-VDCPFTWFR0-T","Sticker Varian Dus Color Play Face Tint Wallflower Tavi,PP White,2W,55x15mm,VarnishMatte,SheetForm","Sticker Varian Dus Color Play Face Tint Wallflower T","Packaging Material","Pc(s)","0.0","Tavi","","STICKER","Irregular","Pc(s)"
"2022-07-01 04:24:42","2022-06-30 08:19:36","STIC-VEIML01R0-IP","STIC-VEIML01R0-IP","Sticker Varian EIM Liquid 01 Instaperfect,PP White,2W,64x16mm,NoFinishing,ULR","Sticker Varian EIM Liquid 01 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-07-01 04:26:09","2022-06-30 08:20:32","STIC-VEIML02R0-IP","STIC-VEIML02R0-IP","Sticker Varian EIM Liquid 02 Instaperfect,PP White,2W,64x16mm,NoFinishing,ULR","Sticker Varian EIM Liquid 02 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-07-01 04:27:28","2022-06-30 08:21:30","STIC-VEIML03R0-IP","STIC-VEIML03R0-IP","Sticker Varian EIM Liquid 03 Instaperfect,PP White,2W,64x16mm,NoFinishing,ULR","Sticker Varian EIM Liquid 03 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-07-01 04:29:06","2022-06-30 08:22:44","STIC-VEIML04R0-IP","STIC-VEIML04R0-IP","Sticker Varian EIM Liquid 04 Instaperfect,PP White,2W,64x16mm,NoFinishing,ULR","Sticker Varian EIM Liquid 04 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-07-01 04:30:21","2022-06-30 08:23:43","STIC-VEIML05R0-IP","STIC-VEIML05R0-IP","Sticker Varian EIM Liquid 05 Instaperfect,PP White,2W,64x16mm,NoFinishing,ULR","Sticker Varian EIM Liquid 05 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-07-01 04:31:32","2022-06-30 08:25:07","STIC-VEIML06R0-IP","STIC-VEIML06R0-IP","Sticker Varian EIM Liquid 06 Instaperfect,PP White,2W,64x16mm,NoFinishing,ULR","Sticker Varian EIM Liquid 06 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-07-01 04:33:03","2022-06-30 08:26:14","STIC-VEIML07R0-IP","STIC-VEIML07R0-IP","Sticker Varian EIM Liquid 07 Instaperfect,PP White,2W,64x16mm,NoFinishing,ULR","Sticker Varian EIM Liquid 07 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-07-01 04:34:24","2022-06-30 08:27:10","STIC-VEIML08R0-IP","STIC-VEIML08R0-IP","Sticker Varian EIM Liquid 08 Instaperfect,PP White,2W,64x16mm,NoFinishing,ULR","Sticker Varian EIM Liquid 08 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-03-18 01:38:10","2021-09-16 02:22:52","STIC-VIBBM01R1-W","STIC-VIBBM01R1-W","Sticker Varian Instaperfect Browfessional 3D Brow Mascara 01 REV-1 Wardah,PP White,2W,12x46mm,NoFinishing","Sticker Varian Instaperfect Browfessional 3D Brow Mascara 01 R1 W","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-03-18 01:38:11","2021-09-16 02:24:02","STIC-VIBBM02R1-W","STIC-VIBBM02R1-W","Sticker Varian Instaperfect Browfessional 3D Brow Mascara 02 REV-1 Wardah,PP White,2W,12x46mm,NoFinishing","Sticker Varian Instaperfect Browfessional 3D Brow Mascara 02 R1 W","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-06-30 07:50:12","2022-06-17 02:44:52","STIC-VMLMP5R0-IP","STIC-VMLMP5R0-IP","Sticker Varian Instaperfect Mattesetter Lip Matte Paint 05 Instaperfect,PP White,2W,64x16mm,No Finishing","Sticker Varian Instaperfect Mattesetter Lip Matte Paint 05 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-06-27 06:30:18","2022-05-24 02:01:33","STIC-VRMFPFR11R0-IP","STIC-VRMFPFR11R0-IP","Sticker Varian Refill Matte Fit Powder Foundation Revamp 11 Instaperfect. PP White. 2W. 52x16mm. VarMatte","Sticker Varian Refill Matte Fit Powder Foundation Revamp 11 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-06-27 06:35:43","2022-05-24 02:05:00","STIC-VRMFPFR43R0-IP","STIC-VRMFPFR43R0-IP","Sticker Varian Refill Matte Fit Powder Foundation Revamp 43 Instaperfect. PP White. 2W. 52x16mm. VarMatte","Sticker Varian Refill Matte Fit Powder Foundation Revamp 43 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-06-30 07:30:03","2022-06-28 03:53:50","STIC-VSAC11R0-IP","STIC-VSAC11R0-IP","Sticker Varian Skincover Air Cushion 11 Fair Pink Instaperfect,PP White,2W,16x64mm,ULRink,SheetForm,VarDoff","Sticker Varian Skincover Air Cushion 11 Fair Pink IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-06-30 07:31:44","2022-06-28 03:54:54","STIC-VSAC22R0-IP","STIC-VSAC22R0-IP","Sticker Varian Skincover Air Cushion 22 Light Ivory Instaperfect,PP White,2W,16x64mm,ULRink,SheetForm,VarDoff","Sticker Varian Skincover Air Cushion 22 Light Ivory IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-06-30 07:32:47","2022-06-28 03:55:54","STIC-VSAC32R0-IP","STIC-VSAC32R0-IP","Sticker Varian Skincover Air Cushion 32 True Beige Instaperfect,PP White,2W,16x64mm,ULRink,SheetForm,VarDoff","Sticker Varian Skincover Air Cushion 32 True Beige IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-06-28 04:02:53","2022-06-28 04:02:27","STIC-VTCPFTLBR0-T","STIC-VTCPFTLBR0-T","Sticker Varian Tube Color Play Face Tint Love Bites Tavi,PE White,2W,d=12mm,VarnishMatte,SheetForm","Sticker Varian Tube Color Play Face Tint Love Bites T","Packaging Material","Pc(s)","0.0","Tavi","","STICKER","Irregular","Pc(s)"
"2022-06-28 04:04:11","2022-06-28 04:03:48","STIC-VTCPFTMCR0-T","STIC-VTCPFTMCR0-T","Sticker Varian Tube Color Play Face Tint Moonchild Tavi,PE White,2W,d=12mm,VarnishMatte,SheetForm","Sticker Varian Tube Color Play Face Tint Moonchild T","Packaging Material","Pc(s)","0.0","Tavi","","STICKER","Irregular","Pc(s)"
"2022-06-28 04:06:15","2022-06-28 04:05:55","STIC-VTCPFTSBR0-T","STIC-VTCPFTSBR0-T","Sticker Varian Tube Color Play Face Tint Starburst Tavi,PE White,2W,d=12mm,VarnishMatte,SheetForm","Sticker Varian Tube Color Play Face Tint Starburst T","Packaging Material","Pc(s)","0.0","Tavi","","STICKER","Irregular","Pc(s)"
"2022-06-28 04:11:16","2022-06-28 04:07:27","STIC-VTCPFTSNR0-T","STIC-VTCPFTSNR0-T","Sticker Varian Tube Color Play Face Tint Sunset Nectar Tavi,PE White,2W,d=12mm,VarnishMatte,SheetForm","Sticker Varian Tube Color Play Face Tint Sunset Nectar T","Packaging Material","Pc(s)","0.0","Tavi","","STICKER","Irregular","Pc(s)"
"2022-06-28 04:18:17","2022-06-28 04:17:54","STIC-VTCPFTSLR0-T","STIC-VTCPFTSLR0-T","Sticker Varian Tube Color Play Face Tint Sunshine Love Tavi,PE White,2W,d=12mm,VarnishMatte,SheetForm","Sticker Varian Tube Color Play Face Tint Sunshine Love T","Packaging Material","Pc(s)","0.0","Tavi","","STICKER","Irregular","Pc(s)"
"2022-06-28 04:05:19","2022-06-28 04:05:00","STIC-VTCPFTWFR0-T","STIC-VTCPFTWFR0-T","Sticker Varian Tube Color Play Face Tint Wallflower Tavi,PE White,2W,d=12mm,VarnishMatte,SheetForm","Sticker Varian Tube Color Play Face Tint Wallflower T","Packaging Material","Pc(s)","0.0","Tavi","","STICKER","Irregular","Pc(s)"
"2022-06-29 00:00:05","2021-04-21 07:13:20","THIC-TCLC-X","RHM3-ADJ","Thickagent LC ex. Sensient Cosmetic Technologie lcw, France","Pengental LC","Raw Material","g","0.0","","Imported","BAHAN BAKU UMUM","Regular","kg"
"2022-07-01 06:53:11","2022-07-01 06:52:49","TUBE-GCC100R0-BL","TUBE-GCC100R0-BL","Tube Glowlasting C Cleanser 100 ml Beyondly, D40x143mm, LLDPE 2 layers, White sleeve, 4 pass print, varnish Doff, Cap(FT, blue trans, no finishing)","Tube Glowlasting C Cleanser 100 BL","Packaging Material","Pc(s)","0.0","Beyondly","","TUBE","Irregular","Pc(s)"
"2022-06-14 08:58:01","2021-04-21 05:01:49","PUFF-TWCSR0-MO","PUFF-TWCSR0-MO","Two Way Cake Sponge Make Over,NBR,d=55mm,thickness=6mm,Black,Papercard+PVC Bag","Two Way Cake Sponge MO (Pc(s))","Packaging Material","Pc(s)","0.0","Make Over","Imported","PUFF","Irregular","Pc(s)"
