"Korporat Code","Variant Seller/Vendor/Reference","Variant Seller/Delivery Lead Time","Variant Seller/QC Leadtime in days","Variant Seller/Incoterms"
"STIC-BREFCC4R0-W","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BTRIPF1R0-WIP","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BTRIPF2R0-WIP","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BTRIPF3R0-WIP","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BTRIPF4R0-WIP","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BRMFPFR11R0-IP","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BRMFPFR22R0-IP","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BRMFPFR32R0-IP","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BRMFPFR33R0-IP","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BRMFPFR43R0-IP","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BRMFPFR52R0-IP","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BRPDMCCC51-MO","2300964","1","2","DELIVERED DUTY PAID"
"STIC-BRPDMCCN10-MO","2300964","1","2","DELIVERED DUTY PAID"
"STIC-BRPDMCCN30-MO","2300964","1","2","DELIVERED DUTY PAID"
"STIC-BRPDMCCN50-MO","2300964","1","2","DELIVERED DUTY PAID"
"STIC-BRPDMCCW22-MO","2300964","1","2","DELIVERED DUTY PAID"
"STIC-BRPDMCCW42-MO","2300964","1","2","DELIVERED DUTY PAID"
"STIC-BOTSBSOL15-R1PP","2303747","3","2","DELIVERED DUTY PAID"
"","2303747","3","2","DELIVERED DUTY PAID"
"","2303747","3","2","DELIVERED DUTY PAID"
"STIC-BTSBSOR2-W150","2303747","3","2","DELIVERED DUTY PAID"
"","2303747","3","2","DELIVERED DUTY PAID"
"","2303747","4","2","DELIVERED DUTY PAID"
"","2303747","4","2","DELIVERED DUTY PAID"
"","2303747","3","2","DELIVERED DUTY PAID"
"","2303747","4","2","DELIVERED DUTY PAID"
"STIC-BTSBSO2R2-W240","2303747","3","2","DELIVERED DUTY PAID"
"","2303747","3","2","DELIVERED DUTY PAID"
"","2303747","4","2","DELIVERED DUTY PAID"
"","2303747","4","2","DELIVERED DUTY PAID"
"","2303747","3","2","DELIVERED DUTY PAID"
"","2303747","4","2","DELIVERED DUTY PAID"
"STIC-BTSBSPFR2-W150","2303747","3","2","DELIVERED DUTY PAID"
"","2303747","3","2","DELIVERED DUTY PAID"
"","2303747","4","2","DELIVERED DUTY PAID"
"","2303747","4","2","DELIVERED DUTY PAID"
"","2303747","3","2","DELIVERED DUTY PAID"
"","2303747","4","2","DELIVERED DUTY PAID"
"STIC-BOTSBSST15-R1PP","2303747","3","2","DELIVERED DUTY PAID"
"","2303747","3","2","DELIVERED DUTY PAID"
"","2303747","4","2","DELIVERED DUTY PAID"
"","2303747","4","2","DELIVERED DUTY PAID"
"","2303747","3","2","DELIVERED DUTY PAID"
"","2303747","4","2","DELIVERED DUTY PAID"
"STIC-BTSBSSR2-W150","2303747","3","2","DELIVERED DUTY PAID"
"","2303747","3","2","DELIVERED DUTY PAID"
"","2303747","4","2","DELIVERED DUTY PAID"
"","2303747","4","2","DELIVERED DUTY PAID"
"","2303747","3","2","DELIVERED DUTY PAID"
"","2303747","4","2","DELIVERED DUTY PAID"
"STIC-BOTSLCR0-ECNF","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BOTSLLR0-ECNF","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BOTSM01R0-ECNF","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BOTSM02R0-ECNF","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BOTSM03R0-ECNF","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BOTSM04R0-ECNF","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BOTSM05R0-ECNF","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BOTSM06R0-ECNF","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BOTSM07R0-ECNF","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BOTSM08R0-ECNF","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BOTSM09R0-ECNF","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BOTSM10R0-ECNF","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BOTSM11R0-ECNF","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BOTSM12R0-ECNF","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BSRL13R0-E","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BSRL14R0-E","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BSRL15R0-E","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BSRL16R0-E","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BSRL17R0-E","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BOTSRL1R0-ECNF","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BOTSRL10R0-ECNF","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BOTSRL11R0-ECNF","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BOTSRL12R0-ECNF","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BOTSRL2R1-ECNF","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BOTSRL3R0-ECNF","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BOTSRL4R0-ECNF","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BOTSRL5R0-ECNF","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BOTSRL6R0-ECNF","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BOTSRL7R0-ECNF","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BOTSRL8R0-ECNF","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BOTSRL9R0-ECNF","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BOTSRLSR0-ECNF","2303747","3","2","DELIVERED DUTY PAID"
"","2303747","3","2","DELIVERED DUTY PAID"
"","2303747","3","2","DELIVERED DUTY PAID"
"","2303747","4","2","DELIVERED DUTY PAID"
"","2303747","4","2","DELIVERED DUTY PAID"
"","2303747","4","2","DELIVERED DUTY PAID"
"","2303747","4","2","DELIVERED DUTY PAID"
"","2303747","4","2","DELIVERED DUTY PAID"
"STIC-BSSTP1RR2-MO","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BSSTP2RR2-MO","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BSSTP3RR2-MO","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BSSTP4RR2-MO","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BSSTP5RR2-MO","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BSSTP6RR2-MO","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BSSTP7RR2-MO","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BTSFLPRR1-E","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BTSPBRR2-MOPSM","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BTSPCRR2-MOPSM","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BTSPGRR2-MOPSM","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BTSPQRR2-MOPSM","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BSAC11R0-IP","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BSAC22R0-IP","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BSAC32R0-IP","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BSAC33R0-IP","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BSAC43R0-IP","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BSAC52R0-IP","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BSBSSR3-W150","2303747","3","2","DELIVERED DUTY PAID"
"","2303747","3","2","DELIVERED DUTY PAID"
"","2303747","3","2","DELIVERED DUTY PAID"
"STIC-BOTSPGR1-MOMSF","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"STIC-BOTSPSR1-MOMSF","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"STIC-BOTTSEBR0-ECNF","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BTSESMR0-MO","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BTSESPR0-MO","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BTSIMBCR0-MO","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BTSIMDYR0-MO","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BTSIMFLR0-MO","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BTSIMHZR0-MO","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BTSIMMVR0-MO","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BTSIMMGR0-MO","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BTSIMPYR0-MO","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BTSIMPTR0-MO","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BTSIMPRR0-MO","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BTSIMSNR0-MO","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BTSIMVLR0-MO","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BTSIMWLR0-MO","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"","2200055","2","2","DELIVERED DUTY PAID"
"STIC-BWLS01R0-E","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BWLS02R0-E","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BWLS03R0-E","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BWLS04R0-E","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BUGPELR0-W","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BGPWSR0-W","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BNFSLWFF5-W","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BNFSPBSPF28-W","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BUWCDNR0-W","2200066","3","2","DELIVERED DUTY PAID"
"STIC-BTCMR1-MOMSF","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
