SKU code;SKU Description;COGS Currency;COGS;Uom1;Coef Uom2;Uom2;Coef Uom3;Uom3;Coef Uo4;Uom4;Coef Uom5;Uom5;Coef Uom6;Uom6;Coef Uom7;Uom7;Attribute 1;Attribute 2;Attribute 3;Attribute 4;Attribute 5;Attribute 6;Attribute 7;Attribute 8;Attribute 9;Attribute 10;Attribute 11;Attribute 12;Attribute 13;Attribute 14;Attribute 15;Attribute 16;Attribute 17;Attribute 18;Attribute 19;Attribute 20;Attribute 21;Attribute 22;Attribute 23;Attribute 24;Attribute 25;Attribute 26;Attribute 27;Attribute 28;Attribute 29;Attribute 30
STIC-BCTWCLRE44-C1;Sticker BC TWCL Refill EC04 R4 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCTWCLRE44-C1;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCTWCLRL14-C1;Sticker BC TWCL Refill LF01 R4 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCTWCLRL14-C1;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCTWCLRL24-C1;Sticker BC TWCL Refill LF02 R4 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCTWCLRL24-C1;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCTWCLRL34-C1;Sticker BC TWCL Refill LF03 R4 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCTWCLRL34-C1;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCTWCLRL44-C1;Sticker BC TWCL Refill LF04 R4 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCTWCLRL44-C1;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCUCLMF1MO-PW1W;Sticker Barcode Ultra Cover Liq.Matte Found.01 Ochre Make o;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCUCLMF1MO-PW1W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCUCLMF2MO-PW1W;Sticker Barcode Ultra Cover Liq.Matte Found.02 Pink Shade M;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCUCLMF2MO-PW1W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCUCLMF3MO-PW1W;Sticker Barcode Ultra Cover Liq.Matte Found.03 Nude Silk Ma;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCUCLMF3MO-PW1W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;regular
STIC-BCUCLMF4MO-PW1W;Sticker Barcode Ultra Cover Liq.Matte Found.04 Amber Rose M;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCUCLMF4MO-PW1W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCUCLMF5MO-PW1W;Sticker Barcode Ultra Cover Liq.Matte Found.05 Velvet Nude;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCUCLMF5MO-PW1W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCUCLMF6MO-PW1W;Sticker Barcode ultra Cover Liq.Matte Found.06 Beige Blast;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCUCLMF6MO-PW1W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCUCLMF7MO-PW1W;Sticker Barcode Ultra Cover Liq.Matte Found.07 Caramel Make;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCUCLMF7MO-PW1W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCUCLMF8MO-PW1W;Sticker Barcode Ultra Cover Liq Matt Foundation 08 Make ove;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCUCLMF8MO-PW1W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCUCLMF9MO-PW1W;Sticker Sticker BC UCLMF 09 Make over;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCUCLMF9MO-PW1W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCULML10R0-W;Sticker Bottom CUL Matte Lipstick 10 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCULML10R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;regular
STIC-BCULML11R0-W;Sticker Bottom CUL Matte Lipstick 11 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCULML11R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;regular
STIC-BCULML12R0-W;Sticker Bottom CUL Matte Lipstick 12 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCULML12R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCULML13R0-W;Sticker Bottom CUL Matte Lipstick 13 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCULML13R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;regular
STIC-BCULML1R0-W;Sticker Bottom CUL Matte Lipstick 01 W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCULML1R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCULML1R1-W;Sticker Bottom CUL Matte Lipstick 01 R1 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCULML1R1-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCULML2R0-W;Sticker Bottom CUL Matte Lipstick 02 W (Pc(S));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCULML2R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCULML2R1-W;Sticker Bottom CUL Matte Lipstick 02 R1 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCULML2R1-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCULML3R0-W;Sticker Bottom CUL Matte Lipstick 03 W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCULML3R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCULML3R1-W;Sticker Bottom CUL Matte Lipstick 03 R1 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCULML3R1-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCULML4R0-W;Sticker Bottom CUL Matte Lipstick 04 W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCULML4R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCULML4R1-W;Sticker Bottom CUL Matte Lipstick 04 R1 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCULML4R1-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCULML5R0-W;Sticker Bottom CUL Matte Lipstick 05 W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCULML5R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;regular
STIC-BCULML5R1-W;Sticker Bottom CUL Matte Lipstick 05 R1 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCULML5R1-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;regular
STIC-BCULML6R0-W;Sticker Bottom CUL Matte Lipstick 06 W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCULML6R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCULML6R1-W;Sticker Bottom CUL Matte Lipstick 06 R1 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCULML6R1-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCULML7R0-W;Sticker Bottom CUL Matte Lipstick 07 W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCULML7R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCULML7R1-W;Sticker Bottom CUL Matte Lipstick 07 R1 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCULML7R1-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCULML8R0-W;Sticker Bottom CUL Matte Lipstick 08 W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCULML8R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCULML8R1-W;Sticker Bottom CUL Matte Lipstick 08 R1 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCULML8R1-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCULML9R0-W;Sticker Bottom CUL Matte Lipstick 09 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCULML9R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCUS11R1-MO;Sticker Barcode Ultra Shine Lipstick 11 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCUS11R1-MO;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCUS12R1-MO;Sticker Barcode Ultra Shine Lipstick 12 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCUS12R1-MO;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCUS13R1-MO;Sticker Barcode Ultra Shine Lipstick 13 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCUS13R1-MO;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCUS2R1-MO;Sticker Barcode Ultra Shine Lipstick 02 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCUS2R1-MO;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCUS3R1-MO;Sticker Barcode Ultra Shine Lipstick 03 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCUS3R1-MO;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCUS4R1-MO;Sticker Barcode Ultra Shine Lipstick 04 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCUS4R1-MO;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCUS5R1-MO;Sticker Barcode Ultra Shine Lipstick 05 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCUS5R1-MO;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCUS6R1-MO;Sticker Barcode Ultra Shine Lipstick 06 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCUS6R1-MO;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCUS7R1-MO;Sticker Barcode Ultra Shine Lipstick 07 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCUS7R1-MO;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCUS8R1-MO;Sticker Barcode Ultra Shine Lipstick 08 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCUS8R1-MO;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCUS9R1-MO;Sticker Barcode Ultra Shine Lipstick 09 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCUS9R1-MO;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCVML10R0-W;Sticker Bottom CVM Lip Mousse 10 W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVML10R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCVML11R0-W;Sticker Bottom CVM Lip Mousse 11 W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVML11R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCVML12R0-W;Sticker Bottom CVM Lip Mousse 12 W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVML12R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCVML13R0-W;Sticker Bottom CVM Lip Mousse 13 W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVML13R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;regular
STIC-BCVML14R0-W;Sticker Bottom CVM Lip Mousse 14 W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVML14R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCVML9R0-W;Sticker Bottom CVM Lip Mousse 09 W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVML9R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;regular
STIC-BCVMLM1R0-W;Sticker Bottom CVM Lip Mousse 01 W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVMLM1R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCVMLM1R1-W;Sticker Bottom CVM Lip Mousse 01 R1 W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVMLM1R1-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCVMLM2R0-W;Sticker Bottom CVM Lip Mousse 02 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVMLM2R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCVMLM2R1-W;Sticker Bottom CVM Lip Mousse 02 R1 W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVMLM2R1-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCVMLM3R0-W;Sticker Bottom CVM Lip Mousse 03 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVMLM3R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCVMLM3R1-W;Sticker Bottom CVM Lip Mousse 03 R1 W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVMLM3R1-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCVMLM4R0-W;Sticker Bottom CVM Lip Mousse 04 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVMLM4R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCVMLM4R1-W;Sticker Bottom CVM Lip Mousse 04 R1 W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVMLM4R1-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCVMLM5R0-W;Sticker Bottom CVM Lip Mousse 05 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVMLM5R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCVMLM5R1-W;Sticker Bottom CVM Lip Mousse 05 R1 W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVMLM5R1-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCVMLM6R0-W;Sticker Bottom CVM Lip Mousse 06 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVMLM6R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCVMLM6R1-W;Sticker Bottom CVM Lip Mousse 06 R1 W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVMLM6R1-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCVMLM7R0-W;Sticker Bottom CVM Lip Mousse 07 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVMLM7R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCVMLM7R1-W;Sticker Bottom CVM Lip Mousse 07 R1 W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVMLM7R1-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCVMLM8R0-W;Sticker Bottom CVM Lip Mousse 08 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVMLM8R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCVMLM8R1-W;Sticker Bottom CVM Lip Mousse 08 R1 W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVMLM8R1-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCVPF11CR0-W;Sticker Bottom Colorfit Velvet Powder Foundation 11C W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVPF11CR0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCVPF22NR0-W;Sticker Bottom Colorfit Velvet Powder Foundation 22N W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVPF22NR0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCVPF23WR0-W;Sticker Bottom Colorfit Velvet Powder Foundation 23W W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVPF23WR0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCVPF32NR0-W;Sticker Bottom Colorfit Velvet Powder Foundation 32N W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVPF32NR0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCVPF33WR0-W;Sticker Bottom Colorfit Velvet Powder Foundation 33W W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVPF33WR0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCVPF42NR0-W;Sticker Bottom Colorfit Velvet Powder Foundation 42N W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVPF42NR0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCVPF43WR0-W;Sticker Bottom Colorfit Velvet Powder Foundation 43W W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVPF43WR0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCVPF52NR0-W;Sticker Bottom Colorfit Velvet Powder Foundation 52N W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCVPF52NR0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCWSCB0245-WSC1;Sticker Barcode Wonder Shine Creamy Brown 02 Wardah;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCWSCB0245-WSC1;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCWSCI0545-SC1W;Sticker Barcode Wonder Shine Clear Ice 05 4,5ml Wardah;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCWSCI0545-SC1W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCWSCR0145-WSC1;Sticker Barcode Wonder Shine Cinnamon Red 01 Wardah;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCWSCR0145-WSC1;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCWSPP0445-WSC1;Sticker Barcode Wonder Shine Pale Pink 04 4,5ml Wardah;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCWSPP0445-WSC1;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCWSSP0345-WSC1;Sticker Barcode Wonder Shine Soft Pink 03 Wardah;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCWSSP0345-WSC1;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BDMCP01R0-E;Sticker Bottom Daily Matte Compact Powder 01 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;STIC-BDMCP01R0-E;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BDMCP02R0-E;Sticker Bottom Daily Matte Compact Powder 02 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;STIC-BDMCP02R0-E;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BDMCP03R0-E;Sticker Bottom Daily Matte Compact Powder 03 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;STIC-BDMCP03R0-E;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BDMCP04R0-E;Sticker Bottom Daily Matte Compact Powder 04 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;STIC-BDMCP04R0-E;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BDROR0-K;Sticker Back Deo Roll On K;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Kahf;;local;;;;;STIC-BDROR0-K;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BDROR1-K;Sticker Back Deo Roll On R1 K;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Kahf;;local;;;;;STIC-BDROR1-K;;;;;;;;;;;;;;;;STICKER;Pc(s);;;regular
STIC-BEBO1R0-WRL;Sticker Barcode Exclusive Blush On 01 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BEBO1R0-WRL;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BEBO2R0-WRL;Sticker Barcode Exclusive Blush On 02 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BEBO2R0-WRL;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BEESCR1-W;Sticker Bottom EyeXpert ES Classic R1 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BEESCR1-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BEESPR1-W;Sticker Bottom EyeXpert ES Passionate R1 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BEESPR1-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BEFCC01R0-W;Sticker Bottom Exclusive FC Cushion 01 LB W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BEFCC01R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BEFCC02R0-W;Sticker Bottom Exclusive FC Cushion 02 HB W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BEFCC02R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BEFCC03R0-W;Sticker Bottom Exclusive FC Cushion 03 SB W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BEFCC03R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BEFCC04R0-W;Sticker Bottom Exclusive FC Cushion 04 N W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BEFCC04R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BEFCC05R0-W;Sticker Bottom Exclusive FC Cushion 05 CB W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BEFCC05R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BEFCC06R0-W;Sticker Bottom Exclusive FC Cushion 06 CB W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BEFCC06R0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BEGHR0-WRL;Sticker Bottom Exclusive Glowing Highlighter W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BEGHR0-WRL;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
