SKU code;SKU Description;COGS Currency;COGS;Uom1;Coef Uom2;Uom2;Coef Uom3;Uom3;Coef Uo4;Uom4;Coef Uom5;Uom5;Coef Uom6;Uom6;Coef Uom7;Uom7;Attribute 1;Attribute 2;Attribute 3;Attribute 4;Attribute 5;Attribute 6;Attribute 7;Attribute 8;Attribute 9;Attribute 10;Attribute 11;Attribute 12;Attribute 13;Attribute 14;Attribute 15;Attribute 16;Attribute 17;Attribute 18;Attribute 19;Attribute 20;Attribute 21;Attribute 22;Attribute 23;Attribute 24;Attribute 25;Attribute 26;Attribute 27;Attribute 28;Attribute 29;Attribute 30
MY-RELWH-W;Malaysia Wardah Eyeliner Pencil White 1.14 g;;;Pc(s);1.14;g;;g;;;400;KOLI;;PLT;;TRL;FG;sellable;Wardah Malaysia;inactive;local;JTK06;EYE MAKE UP;EYE SHADOW;WARDAH MALAYSIA EYE SHADOW;MY-RELWH-W;c;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-REMCDAMG-W;Malaysia Wardah Crystallure Supreme Double Action Micellar Gel 150 ml;;;Pc(s);150.0;g;;g;;;12;KOLI;;PLT;;TRL;FG;sellable;Crystallure Malaysia;existing;local;JTK06;FACE CLEANSER;MICELLAR GEL;MALAYSIA CRYSTALLURE OIL SERUM;MY-REMCDAMG-W;b;x;;;;;;eksported;STD;False;;;;MASSTIGE;False;;Pc(s);;;
MY-REMEEM-W100ML;Malaysia Wardah Eyexpert Eye Makeup Remover for Eye & Lip 100 ml (Pc(s));;;Pc(s);100.0;g;;g;;;30;KOLI;4200;PLT;;TRL;FG;sellable;Wardah Malaysia;inactive;local;JTK06;FACE CLEANSER;REMOVER;WARDAH MALAYSIA EYEXPERT EYE & LIP MAKE UP REMOVER;MY-REMEEM-W100ML;c;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-REMLOIMWN2-W;Malaysia Wardah Lightening Oil-Infused Micellar Water 100 ml;;;Pc(s);100.0;g;;g;;;28;KOLI;;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;FACE CLEANSER;MICELLAR OIL;WARDAH MALAYSIA LIGHTENING MICELLAR OIL;MY-REMLOIMWN2-W;b;x;;202110;202110;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-REMLTWO-EM;Malaysia Emina Lip Tint Eraser 10 ml;;;Pc(s);10.0;g;;g;;;;KOLI;;PLT;;TRL;FG;sellable;Emina Malaysia;new product;local;JTK06;LIP MAKE UP;LIP MAKE UP REMOVER;EMINA MALAYSIA LIP TINT ERASER;MY-REMLTWO-EM;b;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-REMMWBS-EM;Malaysia Emina Micellar Water Drop Cleanser – Bright Stuff 100 ml;;;Pc(s);100.0;g;;g;;;;KOLI;;PLT;;TRL;FG;sellable;Emina Malaysia;new product;local;JTK06;FACE CLEANSER;MICELLAR WATER;EMINA MALAYSIA BRIGHT STUFF MICELLAR WATER;MY-REMMWBS-EM;b;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-REMPBTUMW-W;Malaysia Wardah Perfect Bright Tone Up Micellar Water 100 ml;;;Pc(s);100.0;g;;g;;;28;KOLI;4200;PLT;;TRL;FG;sellable;Wardah Malaysia;inactive;local;JTK06;FACE CLEANSER;MICELLAR WATER;WARDAH MALAYSIA PERFECT BRIGHT MICELLAR WATER;MY-REMPBTUMW-W;c;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-REMRBSMWN1-EM;Malaysia Emina Bright Stuff Micellar Water 100 ml;;;Pc(s);100.0;g;;g;;;72;KOLI;;PLT;;TRL;FG;sellable;Emina Malaysia;new product;local;JTK06;FACE CLEANSER;MICELLAR WATER;EMINA MALAYSIA BRIGHT STUFF MICELLAR WATER;MY-REMRBSMWN1-EM;b;x;;202123;202123;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-REMRPBTUMW-W;Malaysia Wardah Perfect Bright Tone Up Micellar Water 100 ml Revamp;;;Pc(s);100.0;g;;g;;;;KOLI;;PLT;;TRL;FG;sellable;Wardah Malaysia;new product;;JTK06;OTHERS;OTHERS;OTHERS;MY-REMRPBTUMW-W;a;x;;202234;202234;;;eksported;STD;False;;;;;False;;Pc(s);;;
MY-REMSBRMW-EM;Malaysia Emina Skin Buddy Micellar Water 100 ml;;;Pc(s);100.0;g;;g;;;144;KOLI;;PLT;;TRL;FG;sellable;Emina Malaysia;new product;local;JTK06;FACE CLEANSER;MICELLAR WATER;EMINA MALAYSIA SKIN BUDDY MICELLAR WATER;MY-REMSBRMW-EM;b;z;;202120;202120;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-REMSCMW-W100ML;Malaysia Wardah Nature Daily Seaweed Cleansing Micellar Water 100 ml;;;Pc(s);100.0;g;;g;;;28;KOLI;4200;PLT;;TRL;FG;sellable;Wardah Malaysia;inactive;local;JTK06;FACE CLEANSER;MICELLAR WATER;WARDAH MALAYSIA NATURE DAILY MICELLAR WATER;MY-REMSCMW-W100ML;c;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-REMSCMW-W240ML;Malaysia Wardah Nature Daily Seaweed Cleansing Micellar Water 240 ml;;;Pc(s);240.0;g;;g;;;18;KOLI;1600;PLT;;TRL;FG;sellable;Wardah Malaysia;inactive;local;JTK06;FACE CLEANSER;MICELLAR WATER;WARDAH MALAYSIA NATURE DAILY MICELLAR WATER;MY-REMSCMW-W240ML;c;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RESA-W;Malaysia Wardah Eye Shadow A 3.3 g;;;Pc(s);3.3;g;;g;;;120;KOLI;;PLT;3600;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;EYE MAKE UP;EYE SHADOW;WARDAH MALAYSIA EYE SHADOW;MY-RESA-W;b;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RESEP01-W;Malaysia Wardah Exclusive Eyeshadow Palette 01 Sunset Brown 10 g;;;Pc(s);10.0;g;;g;;;54;KOLI;;PLT;2592;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;EYE MAKE UP;EYE SHADOW;WARDAH MALAYSIA EXCLUSIVE EYESHADOW;MY-RESEP01-W;b;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RESEP02-W;Malaysia Wardah Exclusive Eyeshadow Palette 02 Rose Glow 10 g;;;Pc(s);10.0;g;;g;;;54;KOLI;;PLT;2592;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;EYE MAKE UP;EYE SHADOW;WARDAH MALAYSIA EXCLUSIVE EYESHADOW;MY-RESEP02-W;b;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RESG-W;Malaysia Wardah Eye Shadow G 3.3 g;;;Pc(s);3.3;g;;g;;;120;KOLI;;PLT;3600;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;EYE MAKE UP;EYE SHADOW;WARDAH MALAYSIA EYE SHADOW;MY-RESG-W;b;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RESI-W;Malaysia Wardah Eye Shadow I 3.3 g;;;Pc(s);3.3;g;;g;;;120;KOLI;;PLT;3600;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;EYE MAKE UP;EYE SHADOW;WARDAH MALAYSIA EYE SHADOW;MY-RESI-W;b;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RESIPSCP-W;Malaysia Wardah Instaperfect SPOTLIGHT Chromatic Eye Palette 10 g;;;Pc(s);10.0;g;;g;;;64;KOLI;;PLT;1280;TRL;FG;sellable;Instaperfect Malaysia;existing;local;JTK06;EYE MAKE UP;EYE SHADOW;MALAYSIA INSTAPERFECT EYE SHADOW;MY-RESIPSCP-W;b;x;;;;;;eksported;STD;False;;;;MASSTIGE;False;;Pc(s);;;
MY-RESL-W;Malaysia Wardah Eye Shadow L 3.3 g;;;Pc(s);3.3;g;;g;;;120;KOLI;;PLT;3600;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;EYE MAKE UP;EYE SHADOW;WARDAH MALAYSIA EYE SHADOW;MY-RESL-W;a;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RESM-W;Malaysia Wardah Eye Shadow M 3.3 g;;;Pc(s);3.3;g;;g;;;120;KOLI;;PLT;3600;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;EYE MAKE UP;EYE SHADOW;WARDAH MALAYSIA EYE SHADOW;MY-RESM-W;a;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RESNCCL-W;Malaysia Wardah EyeXpert Eyeshadow Classic 3.3 gr;;;Pc(s);3.3;g;;g;;;120;KOLI;;PLT;3600;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;EYE MAKE UP;EYE SHADOW;WARDAH MALAYSIA EYEXPERT EYE SHADOW NUDE;MY-RESNCCL-W;b;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RESNCPS-W;Malaysia Wardah EyeXpert Eyeshadow Passionate 3.3 gr;;;Pc(s);3.3;g;;g;;;120;KOLI;;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;EYE MAKE UP;EYE SHADOW;WARDAH MALAYSIA EYEXPERT EYE SHADOW NUDE;MY-RESNCPS-W;b;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RFMICD-W;Malaysia Wardah C-defense Face Mist 55 ml;;;Pc(s);55.0;g;;g;;;40;KOLI;6000;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK02;FACE MOISTURIZER;FACE MIST;WARDAH MALAYSIA C-DEFENSE FACE MIST;MY-RFMICD-W;b;y;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RFMPBPO-W;Malaysia Wardah Perfect Bright Peel Off Mask 60 ml;;;Pc(s);60.0;g;;g;;;36;KOLI;4320;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;FACE MOISTURIZER;MASK;WARDAH MALAYSIA PERFECT BRIGHT PEEL OFF MASK;MY-RFMPBPO-W;c;y;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RFMRYUL-W;Malaysia Wardah Renew You HydraFirm Sleeping Mask 30 g;;;Pc(s);30.0;g;;g;;;24;KOLI;2304;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;FACE MOISTURIZER;MASK;WARDAH MALAYSIA RENEW YOU SLEEPING MASK;MY-RFMRYUL-W;b;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RFRELF01-W;Malaysia Wardah Exclusive Liquid Foundation 01 Light Beige 20 ml;;;Pc(s);20.0;g;;g;;;28;KOLI;4480;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;FACE MAKE UP;LIQUID FOUNDATION;WARDAH MALAYSIA EXCLUSIVE LIQUID FOUNDATION;MY-RFRELF01-W;b;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RFRELF02-W;Malaysia Wardah Exclusive Liquid Foundation 02 Sheer Pink 20 ml;;;Pc(s);20.0;g;;g;;;28;KOLI;4480;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;FACE MAKE UP;LIQUID FOUNDATION;WARDAH MALAYSIA EXCLUSIVE LIQUID FOUNDATION;MY-RFRELF02-W;b;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RFRELF03-W;Malaysia Wardah Exclusive Liquid Foundation 03 Sandy Beige 20 ml;;;Pc(s);20.0;g;;g;;;28;KOLI;4480;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;FACE MAKE UP;LIQUID FOUNDATION;WARDAH MALAYSIA EXCLUSIVE LIQUID FOUNDATION;MY-RFRELF03-W;a;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RFRELF04-W;Malaysia Wardah Exclusive Liquid Foundation 04 Natural 20 ml;;;Pc(s);20.0;g;;g;;;28;KOLI;4480;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;FACE MAKE UP;LIQUID FOUNDATION;WARDAH MALAYSIA EXCLUSIVE LIQUID FOUNDATION;MY-RFRELF04-W;b;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RFRELF05-W;Malaysia Wardah Exclusive Liquid Foundation 05 Coffee Beige 20 ml;;;Pc(s);20.0;g;;g;;;28;KOLI;4480;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;FACE MAKE UP;LIQUID FOUNDATION;WARDAH MALAYSIA EXCLUSIVE LIQUID FOUNDATION;MY-RFRELF05-W;b;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RFSSB-W;Malaysia Wardah Nature Daily Seaweed Balancing Facial Scrub 60 ml;;;Pc(s);60.0;g;;g;;;36;KOLI;4320;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;FACE CLEANSER;FACIAL SCRUB;WARDAH MALAYSIA NATURE DAILY FACIAL SCRUB;MY-RFSSB-W;c;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RFSWS-W;Malaysia Wardah White Secret Exfoliating Scrub 50 ml;;;Pc(s);50.0;g;;g;;;24;KOLI;2304;PLT;;TRL;FG;sellable;Wardah Malaysia;inactive;local;JTK06;FACE CLEANSER;FACIAL SCRUB;WARDAH MALAYSIA WHITE SECRET FACIAL SCRUB;MY-RFSWS-W;b;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RFWAH-W;Malaysia Wardah Nature Daily Aloe Hydramild Facial Wash 100 ml;;;Pc(s);100.0;g;;g;;;30;KOLI;3000;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;FACE CLEANSER;FACIAL WASH;WARDAH MALAYSIA NATURE DAILY ALOE HYDRAMILD FACIAL WASH;MY-RFWAH-W;b;y;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RFWCD-W;Malaysia Wardah C-defense Energizing Creamy Wash 100 ml;;;Pc(s);100.0;g;;g;;;240;KOLI;3000;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK02;FACE CLEANSER;FACIAL WASH;WARDAH MALAYSIA C-DEFENSE CREAMY WASH;MY-RFWCD-W;b;z;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RFWPBCFBO-W;Malaysia Wardah Perfect Bright Creamy Foam Brightening + Oil Control 100 ml;;;Pc(s);100.0;g;;g;;;30;KOLI;3000;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK02;FACE CLEANSER;FACIAL WASH;WARDAH MALAYSIA PERFECT BRIGHT CREAMY FOAM BRIGHTENING + OIL CONTROL;MY-RFWPBCFBO-W;b;y;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RFWPBCFBS-W;Malaysia Wardah Perfect Bright Creamy Foam Brightening + Smoothing 100 ml;;;Pc(s);100.0;g;;g;;;30;KOLI;3000;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK02;FACE CLEANSER;FACIAL WASH;WARDAH MALAYSIA PERFECT BRIGHT CREAMY FOAM BRIGHTENING + SMOOTHING;MY-RFWPBCFBS-W;b;y;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RFWRYAG-W;Malaysia Wardah Renew You Anti Aging Facial Wash 100 ml;;;Pc(s);100.0;g;;g;;;30;KOLI;3000;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;FACE CLEANSER;FACIAL WASH;WARDAH MALAYSIA RENEW YOU FACIAL WASH;MY-RFWRYAG-W;a;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RFWSB-W;Malaysia Wardah Nature Daily Seaweed Balancing Facial Wash 60 ml;;;Pc(s);60.0;g;;g;;;36;KOLI;4320;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;FACE CLEANSER;FACIAL WASH;WARDAH MALAYSIA NATURE DAILY SEAWEED BALANCING FACIAL WASH;MY-RFWSB-W;b;z;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RFWWS-W;Malaysia Wardah White Secret Facial Wash 100 ml;;;Pc(s);100.0;g;;g;;;30;KOLI;3000;PLT;;TRL;FG;sellable;Wardah Malaysia;inactive;local;JTK06;FACE CLEANSER;FACIAL WASH;WARDAH MALAYSIA WHITE SECRET FACIAL WASH;MY-RFWWS-W;b;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RHBLAHMG-W;Malaysia Wardah Nature Daily Aloe Hydramild Multifunction Gel 100 ml;;;Pc(s);100.0;g;;g;;;30;KOLI;3000;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;BODY LOTION;BODY LOTION;WARDAH MALAYSIA NATURE DAILY HBL ALOE;MY-RHBLAHMG-W;a;y;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RINSC-W;Malaysia Wardah Nature Daily Seaweed Intensive Night Cream 30 g;;;Pc(s);30.0;g;;g;;;24;KOLI;3840;PLT;;TRL;FG;sellable;Wardah Malaysia;inactive;local;JTK06;FACE MOISTURIZER;MOISTURIZER;WARDAH MALAYSIA NATURE DAILY SEAWEED INTENSIVE NIGHT CREAM;MY-RINSC-W;c;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RLBEVFSG-W;Malaysia Wardah Everyday Fruity Sheer Lip Balm Grape 4 g;;;Pc(s);4.0;g;;g;;;48;KOLI;;PLT;2304;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;LIP MAKE UP;LIP BALM;WARDAH MALAYSIA EVERYDAY LIP BALM;MY-RLBEVFSG-W;b;y;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RLBEVFSS-W;Malaysia Wardah Everyday Fruity Sheer Lip Balm Strawberry 4 g;;;Pc(s);4.0;g;;g;;;48;KOLI;;PLT;2304;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;LIP MAKE UP;LIP BALM;WARDAH MALAYSIA EVERYDAY LIP BALM;MY-RLBEVFSS-W;a;y;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RLBEVLNGT-W;Malaysia Wardah Everyday Moisture Lip Nutrition Green Tea 4 g;;;Pc(s);4.0;g;;g;;;48;KOLI;;PLT;2304;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;LIP MAKE UP;LIP BALM;WARDAH MALAYSIA EVERYDAY LIP BALM MOISTURE;MY-RLBEVLNGT-W;b;z;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RLBEVLNH-W;Malaysia Wardah Everyday Moisture Lip Nutrition Honey 4 g;;;Pc(s);4.0;g;;g;;;48;KOLI;;PLT;2304;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;LIP MAKE UP;LIP BALM;WARDAH MALAYSIA EVERYDAY LIP BALM MOISTURE;MY-RLBEVLNH-W;a;z;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RLCVM01-W;Malaysia Wardah Colorfit Velvet Matte Lip Mousse 01 Brown Dreamer 4 g;;;Pc(s);4.0;g;;g;;;192;KOLI;;PLT;4608;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;LIP MAKE UP;LIP CREAM;WARDAH MALAYSIA COLORFIT LIP MOUSSE;MY-RLCVM01-W;a;z;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RLCVM02-W;Malaysia Wardah Colorfit Velvet Matte Lip Mousse 02 Joyful Orange 4 g;;;Pc(s);4.0;g;;g;;;192;KOLI;;PLT;4608;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;LIP MAKE UP;LIP CREAM;WARDAH MALAYSIA COLORFIT LIP MOUSSE;MY-RLCVM02-W;b;z;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RLCVM03-W;Malaysia Wardah Colorfit Velvet Matte Lip Mousse 03 Rose Ballerina 4 g;;;Pc(s);4.0;g;;g;;;192;KOLI;;PLT;4608;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;LIP MAKE UP;LIP CREAM;WARDAH MALAYSIA COLORFIT LIP MOUSSE;MY-RLCVM03-W;b;z;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RLCVM04-W;Malaysia Wardah Colorfit Velvet Matte Lip Mousse 04 Pink Sweetheart 4 g;;;Pc(s);4.0;g;;g;;;192;KOLI;;PLT;4608;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;LIP MAKE UP;LIP CREAM;WARDAH MALAYSIA COLORFIT LIP MOUSSE;MY-RLCVM04-W;a;z;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RLCVM05-W;Malaysia Wardah Colorfit Velvet Matte Lip Mousse 05 Artisan Mauve 4 g;;;Pc(s);4.0;g;;g;;;192;KOLI;;PLT;4608;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;LIP MAKE UP;LIP CREAM;WARDAH MALAYSIA COLORFIT LIP MOUSSE;MY-RLCVM05-W;b;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RLCVM06-W;Malaysia Wardah Colorfit Velvet Matte Lip Mousse 06 Fuchsia Lover 4 g;;;Pc(s);4.0;g;;g;;;192;KOLI;;PLT;4608;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;LIP MAKE UP;LIP CREAM;WARDAH MALAYSIA COLORFIT LIP MOUSSE;MY-RLCVM06-W;b;y;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RLCVM07-W;Malaysia Wardah Colorfit Velvet Matte Lip Mousse 07 Red Pioneer 4 g;;;Pc(s);4.0;g;;g;;;192;KOLI;;PLT;4608;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;LIP MAKE UP;LIP CREAM;WARDAH MALAYSIA COLORFIT LIP MOUSSE;MY-RLCVM07-W;b;y;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RLCVM08-W;Malaysia Wardah Colorfit Velvet Matte Lip Mousse 08 Brown Creator 4 g;;;Pc(s);4.0;g;;g;;;192;KOLI;;PLT;4608;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;LIP MAKE UP;LIP CREAM;WARDAH MALAYSIA COLORFIT LIP MOUSSE;MY-RLCVM08-W;b;z;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RLEMC01-W;Malaysia Wardah Exclusive Matte Lip Cream 01 Red-dicted 4 g;;;Pc(s);4.0;g;;g;;;144;KOLI;12096;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;LIP MAKE UP;LIP CREAM;WARDAH MALAYSIA EXCLUSIVE LIP CREAM;MY-RLEMC01-W;a;z;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RLEMC02-W;Malaysia Wardah Exclusive Matte Lip Cream 02 Fuschionately 4 g;;;Pc(s);4.0;g;;g;;;144;KOLI;12096;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;LIP MAKE UP;LIP CREAM;WARDAH MALAYSIA EXCLUSIVE LIP CREAM;MY-RLEMC02-W;b;z;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RLEMC03-W;Malaysia Wardah Exclusive Matte Lip Cream 03 See You Latte 4 g;;;Pc(s);4.0;g;;g;;;144;KOLI;12096;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;LIP MAKE UP;LIP CREAM;WARDAH MALAYSIA EXCLUSIVE LIP CREAM;MY-RLEMC03-W;b;z;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RLEMC04-W;Malaysia Wardah Exclusive Matte Lip Cream 04 Pink Me 4 g;;;Pc(s);4.0;g;;g;;;144;KOLI;12096;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;LIP MAKE UP;LIP CREAM;WARDAH MALAYSIA EXCLUSIVE LIP CREAM;MY-RLEMC04-W;b;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RLEMC05-W;Malaysia Wardah Exclusive Matte Lip Cream 05 Speachless 4 g;;;Pc(s);4.0;g;;g;;;144;KOLI;12096;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;LIP MAKE UP;LIP CREAM;WARDAH MALAYSIA EXCLUSIVE LIP CREAM;MY-RLEMC05-W;b;y;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RLEMC06-W;Malaysia Wardah Exclusive Matte Lip Cream 06 Feeling Red 4 g;;;Pc(s);4.0;g;;g;;;144;KOLI;12096;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;LIP MAKE UP;LIP CREAM;WARDAH MALAYSIA EXCLUSIVE LIP CREAM;MY-RLEMC06-W;b;y;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RLEMC07-W;Malaysia Wardah Exclusive Matte Lip Cream 07 Hello, Ruby. 4 g;;;Pc(s);4.0;g;;g;;;144;KOLI;12096;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;LIP MAKE UP;LIP CREAM;WARDAH MALAYSIA EXCLUSIVE LIP CREAM;MY-RLEMC07-W;a;y;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RLEMC08-W;Malaysia Wardah Exclusive Matte Lip Cream 08 Pinkcredible 4 g;;;Pc(s);4.0;g;;g;;;144;KOLI;12096;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;LIP MAKE UP;LIP CREAM;WARDAH MALAYSIA EXCLUSIVE LIP CREAM;MY-RLEMC08-W;b;z;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RLEMC09-W;Malaysia Wardah Exclusive Matte Lip Cream 09 Mauve On! 4 g;;;Pc(s);4.0;g;;g;;;144;KOLI;12096;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;LIP MAKE UP;LIP CREAM;WARDAH MALAYSIA EXCLUSIVE LIP CREAM;MY-RLEMC09-W;b;z;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RLEMC10-W;Malaysia Wardah Exclusive Matte Lip Cream 10 Berry Pretty 4 g;;;Pc(s);4.0;g;;g;;;144;KOLI;12096;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;LIP MAKE UP;LIP CREAM;WARDAH MALAYSIA EXCLUSIVE LIP CREAM;MY-RLEMC10-W;b;z;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RLEMC11-W;Malaysia Wardah Exclusive Matte Lip Cream 11 Oh So Nude! 4 g;;;Pc(s);4.0;g;;g;;;144;KOLI;12096;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;LIP MAKE UP;LIP CREAM;WARDAH MALAYSIA EXCLUSIVE LIP CREAM;MY-RLEMC11-W;a;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
MY-RLEMC12-W;Malaysia Wardah Exclusive Matte Lip Cream 12 Plum It Up 4 g;;;Pc(s);4.0;g;;g;;;144;KOLI;12096;PLT;;TRL;FG;sellable;Wardah Malaysia;existing;local;JTK06;LIP MAKE UP;LIP CREAM;WARDAH MALAYSIA EXCLUSIVE LIP CREAM;MY-RLEMC12-W;b;x;;;;;;eksported;STD;False;;;;MASS;False;;Pc(s);;;
