SKU code;SKU Description;COGS Currency;COGS;Uom1;Coef Uom2;Uom2;Coef Uom3;Uom3;Coef Uo4;Uom4;Coef Uom5;Uom5;Coef Uom6;Uom6;Coef Uom7;Uom7;Attribute 1;Attribute 2;Attribute 3;Attribute 4;Attribute 5;Attribute 6;Attribute 7;Attribute 8;Attribute 9;Attribute 10;Attribute 11;Attribute 12;Attribute 13;Attribute 14;Attribute 15;Attribute 16;Attribute 17;Attribute 18;Attribute 19;Attribute 20;Attribute 21;Attribute 22;Attribute 23;Attribute 24;Attribute 25;Attribute 26;Attribute 27;Attribute 28;Attribute 29;Attribute 30
DUS-CFMLI07R0-W;Dus Colorfit Fresh Matte Lip Ink 07 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;DUS-CFMLI07R0-W;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CFMLI08R0-W;Dus Colorfit Fresh Matte Lip Ink 08 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;DUS-CFMLI08R0-W;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CFPMOI300-319LG;Dus Creamy Foundation Palette Make over;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CFPMOI300-319LG;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CGKR0-W;Dus Crystallure Glow Kit W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Crystallure;;local;;;;;DUS-CGKR0-W;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CGRPR0-W;Dus Crystallure PG Radiance Powder W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Crystallure;;local;;;;;DUS-CGRPR0-W;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL10R0-MO;Dus CHC Lipmatte 10 MO (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL10R0-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL10R1-MO;Dus CHC Lipmatte 10 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL10R1-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL10R2-MO;Dus Color Hypnose Creamy Lipmatte 10 R2 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL10R2-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL11R0-MO;Dus CHC Lipmatte 11 MO (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL11R0-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL11R1-MO;Dus CHC Lipmatte 11 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL11R1-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL11R2-MO;Dus Color Hypnose Creamy Lipmatte 11 R2 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL11R2-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL12R0-MO;Dus CHC Lipmatte 12 MO (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL12R0-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL12R1-MO;Dus CHC Lipmatte 12 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL12R1-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL12R2-MO;Dus Color Hypnose Creamy Lipmatte 12 R2 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL12R2-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL1R0-MO;Dus CHC Lipmatte 01 MO (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL1R0-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL1R1-MO;Dus CHC Lipmatte 01 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL1R1-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;regular
DUS-CHCL1R2-MO;Dus Color Hypnose Creamy Lipmatte 01 R2 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL1R2-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL2R0-MO;Dus CHC Lipmatte 02 MO (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL2R0-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL2R1-MO;Dus CHC Lipmatte 02 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL2R1-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL2R2-MO;Dus Color Hypnose Creamy Lipmatte 02 R2 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL2R2-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL3R0-MO;Dus CHC Lipmatte 03 MO (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL3R0-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL3R1-MO;Dus CHC Lipmatte 03 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL3R1-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;regular
DUS-CHCL3R2-MO;Dus Color Hypnose Creamy Lipmatte 03 R2 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL3R2-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL4R0-MO;Dus CHC Lipmatte 04 MO (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL4R0-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL4R1-MO;Dus CHC Lipmatte 04 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL4R1-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL4R2-MO;Dus Color Hypnose Creamy Lipmatte 04 R2 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL4R2-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL5R0-MO;Dus CHC Lipmatte 05 MO (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL5R0-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL5R1-MO;Dus CHC Lipmatte 05 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL5R1-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;regular
DUS-CHCL5R2-MO;Dus Color Hypnose Creamy Lipmatte 05 R2 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL5R2-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL6R0-MO;Dus CHC Lipmatte 06 MO (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL6R0-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL6R1-MO;Dus CHC Lipmatte 06 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL6R1-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL6R2-MO;Dus Color Hypnose Creamy Lipmatte 06 R2 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL6R2-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL7R0-MO;Dus CHC Lipmatte 07 MO (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL7R0-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL7R1-MO;Dus CHC Lipmatte 07 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL7R1-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;regular
DUS-CHCL7R2-MO;Dus Color Hypnose Creamy Lipmatte 07 R2 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL7R2-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL8R0-MO;Dus CHC Lipmatte 08 MO (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL8R0-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL8R1-MO;Dus CHC Lipmatte 08 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL8R1-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL8R2-MO;Dus Color Hypnose Creamy Lipmatte 08 R2 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL8R2-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL9R0-MO;Dus CHC Lipmatte 09 MO (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL9R0-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL9R1-MO;Dus CHC Lipmatte 09 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL9R1-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCL9R2-MO;Dus Color Hypnose Creamy Lipmatte 09 R2 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CHCL9R2-MO;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCP01R0-W;Dus Colorfit Highlight Contour Palette 01 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;DUS-CHCP01R0-W;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CHCP02R0-W;Dus Colorfit Highlight Contour Palette 02 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;DUS-CHCP02R0-W;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CLBBPBR0-E;Dus CLB Blush Pinkerbelle (PB) E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;;;;;;DUS-CLBBPBR0-E;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CLBBPSR0-E;Dus CLB Blush Persimmon (PS) E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;;;;;;DUS-CLBBPSR0-E;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CLBBPWR0-E;Dus CLB Blush Periwinkle (PW) E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;;;;;;DUS-CLBBPWR0-E;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CLBPER0-E;Dus CLB Stick Peach E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CLBPER0-E;;;;;;;;;;;;;;;;DUS;Pc(s);;;regular
DUS-CLBPIR0-E;Dus CLB Stick Pink E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CLBPIR0-E;;;;;;;;;;;;;;;;DUS;Pc(s);;;regular
DUS-CLCBNBR0-EILD;Dus Cheek Lit Cream Blush Nudie Brown Emina;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CLCBNBR0-EILD;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CLCBPER0-EILD;Dus Cheek Lit Cream Blush Peach Emina;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CLCBPER0-EILD;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CLCBPER1-EILD;Dus Cheek Lit Cream Blush Peach R1 E (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CLCBPER1-EILD;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CLCBPIR0-EILD;Dus Cheek Lit Cream Blush Pink Emina;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CLCBPIR0-EILD;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CLCBPIR1-EILD;Dus Cheek Lit Cream Blush Pink R1 E (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CLCBPIR1-EILD;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CLCBR0-EILD;Dus Cheek Lit Cream Blush Emina;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CLCBR0-EILD;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CLCBVR0-EILD;Dus Cheek Lit Cream Blush Violet Emina;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CLCBVR0-EILD;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CLGMOI3-34LG;Dus Creamy Lip Gloss Make over;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CLGMOI3-34LG;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CLGR1-MOILG;Dus Creamy Lipgloss REV-1 Make over;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CLGR1-MOILG;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CLHNTR0-E;Dus CLH Stick Nudetwinkle E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CLHNTR0-E;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CLHNTR1-E;Dus CLH Stick Nudetwinkle R1 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CLHNTR1-E;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CLHPNSR0-E;Dus CL Highlighter Powder Nudesparkle E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CLHPNSR0-E;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CLL0115R0-MOILG;Dus Creamy Lust Lipstick 01-15 MO (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;DUS-CLL0115R0-MOILG;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CLMRC100-W;Dus Crystallure MRC Foam 100 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Crystallure;;local;;;;;DUS-CLMRC100-W;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CLR0-WIMLG;Dus Crystallure Lipstick Wardah;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Crystallure;;local;;;;;DUS-CLR0-WIMLG;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CLVMR0-EILG;Dus Cosmic Lash Volume Mascara E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;;;;;;DUS-CLVMR0-EILG;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CM16R0-E;Dus Creamatte 16 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CM16R0-E;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CM17R0-E;Dus Creamatte 17 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CM17R0-E;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CM18R0-E;Dus Creamatte 18 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CM18R0-E;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CM19R0-E;Dus Creamatte 19 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CM19R0-E;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CM1BSR1-EILD;Dus Creamatte Metallic Ed 01 Berry Stardust CRT R1 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CM1BSR1-EILD;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CM2SSR0-EILD;Dus Creamatte Metallic Ed 02 Sunset Sparks CRT E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CM2SSR0-EILD;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CM3UGR0-EILD;Dus Creamatte Metallic Ed 03 Unicorn Glow CRT E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CM3UGR0-EILD;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMABR0-EILD;Dus Creamatte Amazeballs E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CMABR0-EILD;;;;;;;;;;;;;;;;DUS;Pc(s);;;regular
DUS-CMABR1-E;Dus Creamatte 11 Amazeballs CRT R1 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CMABR1-E;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMBBR0-EILD;Dus Creamatte Beet Bites E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CMBBR0-EILD;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMBBR1-E;Dus Creamatte 13 Beet Bites CRT R1 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CMBBR1-E;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMBFR0-EILD;Dus Creamatte Baby Fox E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CMBFR0-EILD;;;;;;;;;;;;;;;;DUS;Pc(s);;;regular
DUS-CMBFR1-E;Dus Creamatte 09 Baby Fox CRT R1 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CMBFR1-E;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMCCR0-EILD;Dus Dus CMCC Emina;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CMCCR0-EILD;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMCCR1-EILD;Dus Creamatte 01 Chocolava CRT R1 E (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CMCCR1-EILD;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMCCR2-E;Dus Creamatte 01 Chocolava CRT R2 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CMCCR2-E;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMCPR0-EILD;Dus Creamatte Chocopuff E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CMCPR0-EILD;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMCPR1-E;Dus Creamatte 15 Chocopuff CRT R1 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CMCPR1-E;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMFBR1-EILD;Dus Creamatte 04 Frostbite CRT R1 E (Pc(s);;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CMFBR1-EILD;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMFBR2-E;Dus Creamatte 04 Frostbite CRT R2 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CMFBR2-E;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMFMR1-EILD;Dus Creamatte 05 Flamingo CRT R1 E (Pc(s);;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CMFMR1-EILD;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMFMR2-E;Dus Creamatte 05 Flamingo CRT R2 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CMFMR2-E;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMFR0-W;Dus CM Foundation W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;DUS-CMFR0-W;;;;;;;;;;;;;;;;DUS;Pc(s);;;regular
DUS-CMFWR1-EILD;Dus Creamatte 02 Fuzzy Wuzzy CRT R1 E (Pc(s);;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CMFWR1-EILD;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMFWR2-E;Dus Creamatte 02 Fuzzy Wuzzy CRT R2 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CMFWR2-E;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMGAR0-EILD;Dus Creamatte Gingerale E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CMGAR0-EILD;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMGAR1-E;Dus Creamatte 14 Gingerale CRT R1 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CMGAR1-E;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMJBR1-EILD;Dus Creamatte 06 Jelly Bean CRT R1 E (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CMJBR1-EILD;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMJBR2-E;Dus Creamatte 06 Jelly Bean CRT R2 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;DUS-CMJBR2-E;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMLC01-W;Dus CMLC 01 CRT W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;DUS-CMLC01-W;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMLC02-W;Dus CMLC 02 CRT W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;DUS-CMLC02-W;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMLC03-W;Dus CMLC 03 CRT W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;DUS-CMLC03-W;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMLC04-W;Dus CMLC 04 CRT W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;DUS-CMLC04-W;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMLC05-W;Dus CMLC 05 CRT W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;DUS-CMLC05-W;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMLC06-W;Dus CMLC 06 CRT W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;DUS-CMLC06-W;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMLC07-W;Dus CMLC 07 CRT W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;DUS-CMLC07-W;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMLC08-W;Dus CMLC 08 CRT W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;DUS-CMLC08-W;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMLC09-W;Dus CMLC 09 CRT W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;DUS-CMLC09-W;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMLC10-W;Dus CMLC 10 CRT W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;DUS-CMLC10-W;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMLC11-W;Dus CMLC 11 CRT W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;DUS-CMLC11-W;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
DUS-CMLC12-W;Dus CMLC 12 CRT W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;DUS-CMLC12-W;;;;;;;;;;;;;;;;DUS;Pc(s);;;irregular
