SKU code;SKU Description;COGS Currency;COGS;Uom1;Coef Uom2;Uom2;Coef Uom3;Uom3;Coef Uo4;Uom4;Coef Uom5;Uom5;Coef Uom6;Uom6;Coef Uom7;Uom7;Attribute 1;Attribute 2;Attribute 3;Attribute 4;Attribute 5;Attribute 6;Attribute 7;Attribute 8;Attribute 9;Attribute 10;Attribute 11;Attribute 12;Attribute 13;Attribute 14;Attribute 15;Attribute 16;Attribute 17;Attribute 18;Attribute 19;Attribute 20;Attribute 21;Attribute 22;Attribute 23;Attribute 24;Attribute 25;Attribute 26;Attribute 27;Attribute 28;Attribute 29;Attribute 30
STIC-BCLLCMMO-PPW1W3;Sticker Barcode Liquid Lip Color Machiato Make over;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLLCMMO-PPW1W3;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLLCMORR0-MOPP;Sticker Sticker BC LLC Mad Orange MO Make over;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLLCMORR0-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLLCPBLR0-MOPP;Sticker Sticker BC LLC Peach Ballet MO Make over;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLLCPBLR0-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLLCPPKR0-MOPP;Sticker Sticker BC LLC Penelope Pink MO Make over;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLLCPPKR0-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLLCPPMO-PPW1W;Sticker Barcode Liquid lip Color Pink Punch Make over;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLLCPPMO-PPW1W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLLCRBDR0-MOPP;Sticker Sticker BC LLC Red Babydoll MO Make over;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLLCRBDR0-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLLCRTMO-PPW1W;Sticker Barcode Liquid Lip Color Red Temptation Make over;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLLCRTMO-PPW1W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLLCSPHR0-MOPP;Sticker Sticker BC LLC Sweet Peach MO Make over;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLLCSPHR0-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLLCSRMO-PW1W3;Sticker Barcode Liquid Lip Color Summer Rainbow 5ml Make ov;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLLCSRMO-PW1W3;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLLLBMO-PW1W31;Sticker Barcode Lip Liner Lust Brown Make over;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLLLBMO-PW1W31;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLLRJMO-PW1W31;Sticker Barcode Lip Liner Reddish Junk Make over;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLLRJMO-PW1W31;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLLSPMO-PW1W31;Sticker Barcode Lip Liner Sexy Pink Make over;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLLSPMO-PW1W31;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLM01-WSC1W315;Sticker Barcode Lipstick Matte 01 Wardah;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCLM01-WSC1W315;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLM02-WSC1W315;Sticker Barcode Lipstick Matte 02 Wardah;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCLM02-WSC1W315;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLM03-WSC1W315;Sticker Barcode Lipstick Matte 03 Wardah;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCLM03-WSC1W315;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLM04-WSC1W315;Sticker Barcode Lipstick Matte 04 Wardah;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCLM04-WSC1W315;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLM05-WSC1W315;Sticker Barcode Lipstick Matte 05 Wardah;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCLM05-WSC1W315;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLM06-WSC1W315;Sticker Barcode Lipstick Matte 06 Wardah;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCLM06-WSC1W315;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLM07-WSC1W315;Sticker Barcode Lipstick Matte 07 Wardah;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCLM07-WSC1W315;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLM08-WSC1W315;Sticker Barcode Lipstick Matte 08 Wardah;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCLM08-WSC1W315;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLM09-WSC1W315;Sticker Barcode lipstick Matte 09 Wardah;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCLM09-WSC1W315;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLM10-WSC1W315;Sticker Barcode Lipstick Matte 10 Wardah;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCLM10-WSC1W315;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLM11SR-WSC1W3;Sticker Barcode Lipstick Matte 11 Wardah;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCLM11SR-WSC1W3;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLM12M-WSC1W31;Sticker Barcode Lipstick Matte 12 Wardah;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCLM12M-WSC1W31;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLM13-WSC1W315;Sticker Barcode Lipstick Matte 13 Wardah;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCLM13-WSC1W315;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLM14-WSC1W315;Sticker Barcode Lipstick Matte 14 Wardah;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCLM14-WSC1W315;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLM15-WSC1W315;Sticker Barcode Lipstick Matte 15 Wardah;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCLM15-WSC1W315;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLM16-WSC1W315;Sticker Barcode Lipstikc Matte 16 Wardah;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCLM16-WSC1W315;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLM17-WSC1W315;Sticker Barcode Lipstick Matte 17 Wardah;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCLM17-WSC1W315;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLM18-WSC1W315;Sticker Barcode Lipstick Matte 18 Wardah;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCLM18-WSC1W315;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLM19-WSC1W315;Sticker Barcode Lipstick Matte 19 Wardah;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCLM19-WSC1W315;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLM20-WSC1W315;Sticker Barcode Lipstick Matte 20 Wardah;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCLM20-WSC1W315;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLPA-ECNF;Sticker Barcode LPA Bare Mineral LP 03 Amber Emina;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;STIC-BCLPA-ECNF;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLPE-ECNF;Sticker Barcode LPE Bare Mineral LP 04 Ebony Emina;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;STIC-BCLPE-ECNF;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLPF-ECNF;Sticker Barcode LPF Bare Mineral LP 01 Fair Emina;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;STIC-BCLPF-ECNF;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLPF11RR0-W;Sticker Bottom Crystallure PLS Powder Foundation 11 Refill W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Crystallure;;;;;;;STIC-BCLPF11RR0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLPL-ECNF;Sticker Barcode LPL Bare Mineral LP 02 Light Beige Emina;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;STIC-BCLPL-ECNF;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLUHM001-MOPP;Sticker BC UHM 001 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLUHM001-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLUHM002-MOPP;Sticker BC UHM 002 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLUHM002-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLUHM003-MOPP;Sticker BC UHM 003 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLUHM003-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLUHM004-MOPP;Sticker BC UHM 004 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLUHM004-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLUHM005-MOPP;Sticker BC UHM 005 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLUHM005-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLUHM006-MOPP;Sticker BC UHM 006 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLUHM006-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLUHM007-MOPP;Sticker BC UHM 007 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLUHM007-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLUHM008-MOPP;Sticker BC UHM 008 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLUHM008-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLUHM009-MOPP;Sticker BC UHM 009 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLUHM009-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLUHM010-MOPP;Sticker BC UHM 010 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLUHM010-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLUHM011-MOPP;Sticker BC UHM 011 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLUHM011-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLUHM012-MOPP;Sticker BC UHM 012 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLUHM012-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLUHM013-MOPP;Sticker BC UHM 013 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLUHM013-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLUHM014-MOPP;Sticker BC UHM 014 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLUHM014-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLUHM015-MOPP;Sticker BC UHM 015 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLUHM015-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLUHM016-MOPP;Sticker BC UHM 016 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLUHM016-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLUHM017-MOPP;Sticker BC UHM 017 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLUHM017-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLUHM018-MOPP;Sticker BC UHM 018 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLUHM018-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLUHM019-MOPP;Sticker BC UHM 019 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLUHM019-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLUHM020-MOPP;Sticker BC UHM 020 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLUHM020-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLUHM021-MOPP;Sticker BC UHM 021 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLUHM021-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLUHM022-MOPP;Sticker BC UHM 022 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLUHM022-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLUHM023-MOPP;Sticker BC UHM 023 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLUHM023-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLUHM024-MOPP;Sticker BC UHM 024 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLUHM024-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLUHM025-MOPP;Sticker BC UHM 025 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLUHM025-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCLUHM026-MOPP;Sticker BC UHM 026 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCLUHM026-MOPP;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCM16R0-E;Sticker Bottom Creamatte 16 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;STIC-BCM16R0-E;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCM16R1-E;Sticker Bottom Creamatte 16 R1 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;STIC-BCM16R1-E;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCM17R0-E;Sticker Bottom Creamatte 17 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;STIC-BCM17R0-E;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCM17R1-E;Sticker Bottom Creamatte 17 R1 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;STIC-BCM17R1-E;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCM18R0-E;Sticker Bottom Creamatte 18 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;STIC-BCM18R0-E;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCM18R1-E;Sticker Bottom Creamatte 18 R1 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;STIC-BCM18R1-E;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCM19R0-E;Sticker Bottom Creamatte 19 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;STIC-BCM19R0-E;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCM19R1-E;Sticker Bottom Creamatte 19 R1 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;STIC-BCM19R1-E;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCMLC01-W;Sticker Bottom CMLC 01 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCMLC01-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCMLC02-W;Sticker Bottom CMLC 02 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCMLC02-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCMLC03-W;Sticker Bottom CMLC 03 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCMLC03-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCMLC04-W;Sticker Bottom CMLC 04 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCMLC04-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCMLC05-W;Sticker Bottom CMLC 05 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCMLC05-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCMLC06-W;Sticker Bottom CMLC 06 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCMLC06-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCMLC07-W;Sticker Bottom CMLC 07 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCMLC07-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCMLC08W;Sticker Bottom CMLC 08 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCMLC08W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCMLC09-W;Sticker Bottom CMLC 09 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCMLC09-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCMLC10-W;Sticker Bottom CMLC 10 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCMLC10-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCMLC11-W;Sticker Bottom CMLC 11 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCMLC11-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCMLC12-W;Sticker Bottom CMLC 12 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCMLC12-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCMLC13-W;Sticker Bottom CMLC 13 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCMLC13-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCMLC14-W;Sticker Bottom CMLC 14 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCMLC14-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCMLC15-W;Sticker Bottom CMLC 15 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCMLC15-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCMLC16-W;Sticker Bottom CMLC 16 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCMLC16-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCMLC17-W;Sticker Bottom CMLC 17 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCMLC17-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCMLC18-W;Sticker Bottom CMLC 18 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCMLC18-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCMP22NR0-W;Sticker Bottom Colorfit Mattifying Powder 22N W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCMP22NR0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCMP22NR1-W;Sticker Bottom Colorfit Mattifying Powder 22N R1 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCMP22NR1-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCMP23WR0-W;Sticker Bottom Colorfit Mattifying Powder 23W W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCMP23WR0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCMP23WR1-W;Sticker Bottom Colorfit Mattifying Powder 23W R1 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCMP23WR1-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCMP32NR0-W;Sticker Bottom Colorfit Mattifying Powder 32N W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCMP32NR0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCMP32NR1-W;Sticker Bottom Colorfit Mattifying Powder 32N R1 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCMP32NR1-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCMP43WR0-W;Sticker Bottom Colorfit Mattifying Powder 43W W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCMP43WR0-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCMP43WR1-W;Sticker Bottom Colorfit Mattifying Powder 43W R1 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCMP43WR1-W;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCNDGWP-WMC;Sticker Barcode Nature Daily GWP WM;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;STIC-BCNDGWP-WMC;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCNPCT01-MO;Sticker Barcode NFS Perfect Cover TWC 01 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCNPCT01-MO;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCNPCT02-MO;Sticker Barcode NFS Perfect Cover TWC 02 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCNPCT02-MO;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCNPCT03-MO;Sticker Barcode NFS Perfect Cover TWC 03 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCNPCT03-MO;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
STIC-BCNPCT04-MO;Sticker Barcode NFS Perfect Cover TWC 04 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;local;;;;;STIC-BCNPCT04-MO;;;;;;;;;;;;;;;;STICKER;Pc(s);;;irregular
