Korporat Code,Variant Seller/Vendor/Reference,Variant Seller/Percentage,Variant Seller/Delivery Lead Time,Variant Seller/QC Leadtime in days,Variant Seller/Min Qty,Variant Seller/Lot Size,Variant Seller/Vendor/Display Name,Variant Seller/Purchase Start Date,Variant Seller/Purchase End Date,Variant Seller/Incoterms,Variant Seller/Company/Display Name
KB-P2R1222-KMM125BF,2200095,1,4,2,1000,100,"TRI ""R"" JAYA PURNAMA, PT",,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-P450R1211-KMM125B,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-P450R1211-KMM125B,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2021-10-29,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-P450R1211-KMM125B,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2022-04-04,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-P720R1322-KMM125B,2200095,1,4,2,1000,100,"TRI ""R"" JAYA PURNAMA, PT",,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-P720R2-KMK125CF,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-P720R2-KMK125CF,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2022-04-04,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-PBCR1-W,2200023,1,3,2,1000,100,"CARTONINDUS SUMBER JAYA, PT",2021-12-07,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-PBCR1-W,2200023,1,3,2,1000,100,"CARTONINDUS SUMBER JAYA, PT",2021-12-07,2022-03-28,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-PHS200-24X200-P,2200040,1,4,2,500,100,"INTERPACK RAYA, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-PHT200-P281X189K1,2200007,1,3,2,3000,100,"ALPO SEJAHTERA, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-PHT200-P281X189K1,2200007,1,3,2,3000,100,"ALPO SEJAHTERA, PT",2022-04-04,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-PHT200D-315X268X1,2200040,1,4,2,1000,100,"INTERPACK RAYA, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-PHT200D-315X268X1,2200040,1,4,2,500,100,"INTERPACK RAYA, PT",2021-01-25,2022-03-10,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-PLUTOR0-T,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2021-12-15,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-PLUTOR0-T,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2022-04-04,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-PO5-P-P,2200040,1,4,2,500,100,"INTERPACK RAYA, PT",,2021-03-15,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-PO5PR1-P,2200007,1,3,2,500,100,"ALPO SEJAHTERA, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-PO5PR1-P,2200007,1,3,2,500,100,"ALPO SEJAHTERA, PT",2021-03-15,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-PO5PR1-P,2200007,1,3,2,500,100,"ALPO SEJAHTERA, PT",2022-04-04,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-PO5PR2-P,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-10-22,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-PO5PR2-P,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-10-22,2022-01-11,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-PO5PR2-P,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-10-22,2022-07-11,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-POBC4352-K150M4BC,2200040,1,4,2,500,100,"INTERPACK RAYA, PT",,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-SATURNUSR0-T,2200007,1,3,2,500,100,"ALPO SEJAHTERA, PT",2022-04-28,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-T100R0-AM,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-T100R0-AM,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-01-25,2021-12-08,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-T50R0-AM,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2022-04-04,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-VENUSR0-T,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2021-12-15,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-VENUSR0-T,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2022-04-04,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-W100-WARKK125-P,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-W100BR1-KMM125BF,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-W100BR2-KMM125BF,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-W100BR2-KMM125BF,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-01-25,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-W100BR2-KMM125BF,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-01-25,2022-07-11,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-W12X250R1-W,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-W12X250R1-W,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-01-25,2021-12-08,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-W12X250R1-W,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-01-25,2022-07-11,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-W200-K125M125-P,2200007,1,3,2,2000,100,"ALPO SEJAHTERA, PT",,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-W200R1-W,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-W200R1-W,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-01-25,2021-12-08,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-W250-WAR254X168K1,2200095,1,4,2,3000,100,"TRI ""R"" JAYA PURNAMA, PT",,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-W6040R1-KMM125BF,2200095,1,4,2,3000,100,"TRI ""R"" JAYA PURNAMA, PT",,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-W6040R2-W,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-W6040R2-W,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-01-25,2021-12-08,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-W6040R2-W,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-01-25,2022-07-11,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WALPHAR0-KMM125BF,2200007,1,3,2,5000,100,"ALPO SEJAHTERA, PT",,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WALPHAR1-W,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WALPHAR1-W,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-01-25,2021-12-08,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WBBC15-KMK150BF,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WBBC15-KMK150BF,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-01-25,2021-12-08,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WBBC30-KMK150BF,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2022-01-06,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WBETAR0-KMM125CF,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WBETAR1-W,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WBETAR1-W,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-01-25,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WBETAR1-W,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-01-25,2022-07-11,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WBG150R2-W,2200023,1,4,2,10000,100,"CARTONINDUS SUMBER JAYA, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WBG150R2-W,2200023,1,4,2,10000,100,"CARTONINDUS SUMBER JAYA, PT",2021-01-25,2022-03-28,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WBG150R2-W,2200023,1,4,2,10000,100,"CARTONINDUS SUMBER JAYA, PT",2021-07-12,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WBG150R2-W,2200023,1,4,2,2000,100,"CARTONINDUS SUMBER JAYA, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WBG150R2-W,2200023,1,4,2,2000,100,"CARTONINDUS SUMBER JAYA, PT",2021-01-25,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WDELTAR0-KMM125CF,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WDELTAR0-KMM125CF,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2021-01-25,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WDELTAR0-KMM125CF,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2022-04-04,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WEDT3635R1-270173,2200040,1,4,2,500,100,"INTERPACK RAYA, PT",,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WEDT3635R2-W,2200007,1,3,2,500,100,"ALPO SEJAHTERA, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WEDT3635R2-W,2200007,1,3,2,500,100,"ALPO SEJAHTERA, PT",2022-04-04,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WEGELR0-KMM125CF,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2021-01-25,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WEGELR0-KMM125CF,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2021-10-29,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WEGELR0-KMM125CF,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2022-04-04,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WELELR0-KMM125CF,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2021-01-25,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WELELR0-KMM125CF,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2021-10-29,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WELELR0-KMM125CF,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2022-04-04,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WELTWCB-KMM125CF,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WELTWCB-KMM125CF,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WELTWCB-KMM125CF,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2022-04-04,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WEMAS221-KMM125CF,2200095,1,4,2,1000,100,"TRI ""R"" JAYA PURNAMA, PT",,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WEMASR1-KMK125CF,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WEMASR1-KMK125CF,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2022-04-04,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WEPSIR0-KMM125,2200023,1,4,2,2000,100,"CARTONINDUS SUMBER JAYA, PT",,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WEPSIR0-KMM125,2200023,1,4,2,2000,100,"CARTONINDUS SUMBER JAYA, PT",2022-01-12,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WEPSIR1-W,2200023,1,4,2,2000,100,"CARTONINDUS SUMBER JAYA, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WEPSIR1-W,2200023,1,4,2,2000,100,"CARTONINDUS SUMBER JAYA, PT",2021-01-25,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WEPSIR1-W,2200023,1,4,2,2000,100,"CARTONINDUS SUMBER JAYA, PT",2021-01-25,2022-03-28,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WFSR1-W,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-10-22,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WFSR1-W,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-10-22,2022-03-02,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WFSR1-W,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-10-22,2022-07-11,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WFSRM211-KMM125BF,2200007,1,4,2,1000,100,"ALPO SEJAHTERA, PT",2021-01-25,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WGAMMAR0-KMM125CF,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WGAMMAR0-KMM125CF,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2021-01-25,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WGAMMAR0-KMM125CF,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2022-04-04,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WHYDR221-KMM125,2200095,1,4,2,1000,100,"TRI ""R"" JAYA PURNAMA, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WIOTAR0-KMM125,2200023,1,4,2,2000,100,"CARTONINDUS SUMBER JAYA, PT",2022-01-12,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WIOTAR0-KMM125,2200023,1,4,2,3000,100,"CARTONINDUS SUMBER JAYA, PT",,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WIOTAR1-W,2200023,1,4,2,2000,100,"CARTONINDUS SUMBER JAYA, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WIOTAR1-W,2200023,1,4,2,2000,100,"CARTONINDUS SUMBER JAYA, PT",2021-01-25,2022-03-28,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WIOTAR1-W,2200023,1,4,2,3000,100,"CARTONINDUS SUMBER JAYA, PT",2021-01-25,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WIPSKMMR1-W,2200023,1,4,2,5000,100,"CARTONINDUS SUMBER JAYA, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WIPSKMMR1-W,2200023,1,4,2,5000,100,"CARTONINDUS SUMBER JAYA, PT",2021-01-25,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WIPSKMMR1-W,2200023,1,4,2,5000,100,"CARTONINDUS SUMBER JAYA, PT",2021-01-25,2022-03-28,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WKAPPAR0-KMK150,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WKAPPAR0-KMK150,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2022-04-04,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WLAMBDAR1-W,2200023,1,4,2,2000,100,"CARTONINDUS SUMBER JAYA, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WLAMBDAR1-W,2200023,1,4,2,2000,100,"CARTONINDUS SUMBER JAYA, PT",2021-01-25,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WLAMBDAR1-W,2200023,1,4,2,2000,100,"CARTONINDUS SUMBER JAYA, PT",2021-01-25,2022-03-28,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WLEI144-211KMM,2200095,1,4,2,1000,100,"TRI ""R"" JAYA PURNAMA, PT",,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WLER1-KMK125CF,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WLER1-KMK125CF,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2022-04-04,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WLMCR0-KMM125CF,2200023,1,4,2,1000,100,"CARTONINDUS SUMBER JAYA, PT",,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WLMCR0-KMM125CF,2200023,1,4,2,2000,100,"CARTONINDUS SUMBER JAYA, PT",2022-01-12,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WLMCR0-KMM125CF,2200023,1,4,2,2000,100,"CARTONINDUS SUMBER JAYA, PT",2022-01-12,2022-03-28,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WLMI144-211KMM,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WLS20211-KMM125BF,2200095,1,4,2,1000,100,"TRI ""R"" JAYA PURNAMA, PT",,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WLS20R1-KMM125BF,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WLS20R1-KMM125BF,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WLS20R2-KMK125CF,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WLS20R2-KMK125CF,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-01-25,2021-12-08,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WLS60211-KMM125,2200012,1,3,2,5000,100,"ASIA CARTON LESTARI, PT",,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WLS60R1-KMM125,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WLS60R1-KMM125,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-01-25,2021-12-08,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WLTWCB-KMM125CF,2200007,1,3,2,5000,100,"ALPO SEJAHTERA, PT",,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WLTWCLF211-KMM125,2200095,1,4,2,1000,100,"TRI ""R"" JAYA PURNAMA, PT",,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WLTWCLFR1-KMK125,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WLTWCLFR1-KMK125,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-01-25,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WLTWCLFR1-KMK125,2306205,1,3,2,5000,100,"SATYAMITRA KEMAS LESTARI, PT",2021-01-25,2022-07-11,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WMUR0-KMM125,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WMUR0-KMM125,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2021-01-25,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WMUR0-KMM125,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2022-04-04,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WOMEGAR0-W,2200023,1,4,2,3000,100,"CARTONINDUS SUMBER JAYA, PT",,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WOMEGAR0-W,2200023,1,4,2,3000,100,"CARTONINDUS SUMBER JAYA, PT",2022-01-12,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WOMEGAR1-W,2200023,1,4,2,3000,100,"CARTONINDUS SUMBER JAYA, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WOMEGAR1-W,2200023,1,4,2,3000,100,"CARTONINDUS SUMBER JAYA, PT",2021-01-25,2022-03-28,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WOMEGAR1-W,2200023,1,4,2,5000,100,"CARTONINDUS SUMBER JAYA, PT",2021-01-25,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WONIIR0-WL,2200023,1,4,2,2000,100,"CARTONINDUS SUMBER JAYA, PT",2022-03-15,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WONIIR0-WL,2200023,1,4,2,2000,100,"CARTONINDUS SUMBER JAYA, PT",2022-03-15,2022-03-28,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WONIR0-WL,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2022-03-15,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WONIR0-WL,2200007,1,3,2,1000,100,"ALPO SEJAHTERA, PT",2022-04-04,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WPHR1I48-635K150,2200040,1,4,2,500,100,"INTERPACK RAYA, PT",2021-01-25,2021-01-25,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WPHR2-W,2200023,1,3,2,1000,100,"CARTONINDUS SUMBER JAYA, PT",2021-12-07,,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
KB-WPHR2-W,2200023,1,3,2,1000,100,"CARTONINDUS SUMBER JAYA, PT",2021-12-07,2022-03-28,DELIVERED DUTY PAID,PT PARAGON TECHNOLOGY AND INNOVATION
