SKU code;Supplier code;Percentage;Supplier lead time;QC lead time;MOQ;Lot size;Supplier description;No;Material start date;Material end date
GARA-VCNI-X;2100057;1;7;2;25;25;Mega Setia Agung Kimia, PT;312;202104;
GLAB-90-SHA;2100099;1;2;7;10;10;Connell Bersaudara Chemindo, PT;313;202104;
GLUC--MC;2100058;1;18;2;20;20;Menjangan Sakti, PT;314;202104;
GLUZ-GLUZ-;2100085;1;20;2;20;20;Tritunggal Artha Makmur, PT;315;202104;
GLYA-ACAHA-DP;2100078;1;12;2;20;20;Seroja Bumi Persada, PT;316;202104;
GLYA-THA99-X;2100062;1;12;2;20;20;Nardevchem Kemindo, PT;317;202104;
GLYC--ECOS-K;2100041;1;8;2;250;250;Indokemika Jayatama, PT;318;202104;
GLYC-MS-CGGMS_N/EB25;2308095;1;20;2;25;25;Croda Trading Indonesia, PT;319;202104;
GOHS-GS05C-X;2100079;1;12;2;20;20;Sinergi Multi Lestarindo, PT;320;202104;
GOHS-GS40C-X;2100079;1;12;2;20;20;Sinergi Multi Lestarindo, PT;321;202104;
GULA-R1-X;2300733;1;8;7;25;25;Berkah Manis Makmur, PT;322;202104;
H2O2-PO-;2100021;1;6;2;35;35;DKSH Indonesia, PT;323;202104;
HAIM-DIS-X;2100062;1;12;2;15;15;Nardevchem Kemindo, PT;324;202104;
HALL-BHB-X;2100052;1;20;2;18.14;18.14;Lautan Luas, PT;325;202104;
HCR-MHPBS-X;2100052;1;16;2;180;180;Lautan Luas, PT;326;202118;
HDRL-GLDWBZ-X;2100094;1;18;7;25;25;BASF Distribution Indonesia, PT;327;202104;
HUM-13BG-X;2100005;1;16;2;200;200;Avantchem, PT;328;202104;
HUM-DGCRS-X;2100055;1;14;2;20;20;Marga Dwi Kencana, PT;329;202104;
HUM-GLU20-X;2100085;1;20;2;227;227;Tritunggal Artha Makmur, PT;330;202104;
HUM-HXLGLC-X;2100021;1;20;2;185;185;DKSH Indonesia, PT;331;202119;
HUM-HYTGEST-X;2100085;1;20;2;15.9;15.9;Tritunggal Artha Makmur, PT;332;202104;
HUM-P3350P-X;2100050;1;12;2;25;25;Kemiko Indonesia, PT;333;202104;
HUM-PG400-X;2100050;1;20;2;220;220;Kemiko Indonesia, PT;334;202104;
HUM-PG400C-X;2300947;1;24;2;220;220;Clariant Indonesia, PT;335;202106;
HUM-RG26LQSG-X;2308095;1;16;2;200;200;Croda Trading Indonesia, PT;336;202104;
HYA-AC511H-X;2100057;1;16;2;20;20;Mega Setia Agung Kimia, PT;337;202104;
IPM-CRDSG-X;2308095;1;20;2;175;175;Croda Trading Indonesia, PT;338;202104;
KAOL-JP100-X;2100057;1;7;2;20;20;Mega Setia Agung Kimia, PT;339;202104;
KATH---K;2100099;1;12;2;20;20;Connell Bersaudara Chemindo, PT;340;202104;
KATI-JGRC14-X;2100012;1;14;2;100;25;Brenntag ,PT;341;202104;
KELT-CG-X;2100055;1;20;7;25;25;Marga Dwi Kencana, PT;342;202104;
KOH--PH-K;2100057;0.45;8;2;25;25;Mega Setia Agung Kimia, PT;343;202104;
KOH--PH-K;2308371;0.55;4;2;1000;25;Panca Kusuma Raya, PT;344;202104;
LAN-99-X;2100057;1;16;2;180;180;Mega Setia Agung Kimia, PT;345;202104;
LANO-AN--K;2100057;1;16;2;185;185;Mega Setia Agung Kimia, PT;346;202104;
LAUR-A9912-X;2100085;1;12;2;25;25;Tritunggal Artha Makmur, PT;347;202104;
LBRJ-IIXD-X;2100021;1;20;2;20.4;20.4;DKSH Indonesia, PT;348;202104;
LICO-D-EXTPT40-G;2100040;1;10;2;100;100;IMCD Indonesia, PT;349;202104;
LILI-FL70-X;2100052;1;20;7;10;10;Lautan Luas, PT;350;202104;
LILI-HRC22-X;2308095;1;16;2;25;25;Croda Trading Indonesia, PT;351;202104;
MATR-3000-X;2308095;1;20;2;10;10;Croda Trading Indonesia, PT;352;202104;
MATR-P5P3--K;2308095;1;20;7;10;10;Croda Trading Indonesia, PT;353;202104;
MATS-MCM100-X;2100057;1;12;2;25;25;Mega Setia Agung Kimia, PT;354;202104;
MC3-30-SF;2100057;1;16;2;180;180;Mega Setia Agung Kimia, PT;355;202104;
MC3-300-SF;2100057;1;16;2;180;180;Mega Setia Agung Kimia, PT;356;202104;
MEA-8350-X;2100058;1;18;2;37.5;37.5;Menjangan Sakti, PT;357;202104;
MEA-BASF--DRUM;2100031;1;20;2;210;210;Global Chemindo Megatrading, PT;358;202104;
MEDI-MDL-MGS;2300947;1;4;2;800;800;Clariant Indonesia, PT;359;202104;
MENT--CEPB-K;2100048;1;8;2;50;25;Juta Rasa Abadi, PT;360;202104;
MENT-FRGHS-X;2100099;1;12;7;5;5;Connell Bersaudara Chemindo, PT;361;202104;
MERQ-MQ2001P-X;2100085;1;12;2;200;200;Tritunggal Artha Makmur, PT;362;202104;
MERQ-MQ550PP-X;2100085;1;12;2;200;200;Tritunggal Artha Makmur, PT;363;202104;
MICA--SIOI2-K;2100050;1;20;2;20;20;Kemiko Indonesia, PT;364;202104;
MICA-FHSMLP-X;2100050;1;20;2;20;20;Kemiko Indonesia, PT;365;202104;
MICA-SYR1F-X;2100018;1;14;2;20;20;Colorindo Chemtra, PT;366;202104;
MICO-MICBTMS50-X;2100052;1;14;2;20;20;Lautan Luas, PT;367;202104;
MICP-511-;2100018;1;2;2;15;15;Colorindo Chemtra, PT;368;;
MICP-M511-X;2100018;1;16;2;5;5;Colorindo Chemtra, PT;369;202104;
MOIS-EPDRMST-X;2100055;1;8;7;5;5;Marga Dwi Kencana, PT;370;;
MOIS-PRDSX-X;2100052;1;12;7;22;22;Lautan Luas, PT;371;202135;
MOIS-PTVT-X;2100085;1;12;7;1;1;Tritunggal Artha Makmur, PT;372;202104;
MOIS-RHH15P-X;2100005;1;16;2;25;25;Avantchem, PT;373;202104;
MOIS-RNGBC-X;2100094;1;18;7;0.5;0.5;BASF Distribution Indonesia, PT;374;202135;
MOIS-RQPO260-X;2100021;1;4;7;25;25;DKSH Indonesia, PT;375;202104;
MOIS-TR100-X;2100021;1;12;7;20;20;DKSH Indonesia, PT;376;202104;
MOIS-XYL-X;2303471;1;12;2;25;25;Wika Intinusa Niagatama, PT;377;202104;
MOIST-VS68M-X;2100052;1;4;2;170;170;Lautan Luas, PT;378;202121;
MONO-SPAHD-X;2100038;1;2;2;25;25;Halim Sakti Pratama, PT;379;;
MWAX-SP19-X;2100013;1;20;2;25;25;Bronson & Jacobs Indonesia, PT;380;202107;
MYRI-MYTM-X;2100085;1;12;2;25;25;Tritunggal Artha Makmur, PT;381;202104;
MYRI-SOCI-X;2100076;1;4;2;25;25;Rolimex Kimia Nusamas;382;202104;
NEUT-CSSFL-X;2308371;1;4;2;25;25;Panca Kusuma Raya, PT;383;;
NEUT-LM-X;2100058;1;12;2;5;1;Menjangan Sakti, PT;384;202104;
NIPA-G--K;2300947;1;28;2;25;25;Clariant Indonesia, PT;385;202104;
NIPA-S--K;2300947;1;28;2;25;25;Clariant Indonesia, PT;386;202104;
NOM-SG-X;2100050;1;12;2;1;1;Kemiko Indonesia, PT;387;202104;
NT---K;2100050;1;12;2;180;180;Kemiko Indonesia, PT;388;202104;
NUTR-NTKWPP-X;2100094;1;18;7;25;25;BASF Distribution Indonesia, PT;389;202104;
OIL-A850029-X;2304999;1;16;7;5;5;Indesso Aroma, PT;390;202104;
OIL-ARG-X;2100058;1;12;2;10;10;Menjangan Sakti, PT;391;202104;
OIL-AVSB-X;2100031;1;16;2;5;5;Global Chemindo Megatrading, PT;392;202104;
OIL-BLWHMO-X;2100099;1;16;2;177;177;Connell Bersaudara Chemindo, PT;393;202104;
OIL-CA-MS;2100021;1;20;2;195;195;DKSH Indonesia, PT;394;202104;
OIL-CO-F;2100021;1;12;7;16;16;DKSH Indonesia, PT;395;202104;
OIL-EVPRO-X;2100062;1;16;2;23;23;Nardevchem Kemindo, PT;396;202147;
OIL-LXFS-X;2100098;1;12;2;20;20;NAMSIANG DISTRIBUTION INDONESIA, PT;397;202104;
OIL-OJJBIII-X;2100060;1;2;7;25;25;Merpati Mahardika, PT;398;202104;
OIL-ORJVA-X;2100061;1;12;2;5;5;Narda Tita, PT;399;202104;
OIL-PAAP-X;2308095;1;16;2;20;20;Croda Trading Indonesia, PT;400;202104;
OIL-PAO-X;2100050;1;28;2;200;200;Kemiko Indonesia, PT;401;202104;
OIL-RBOM-X;2100005;1;16;2;18;18;Avantchem, PT;402;202104;
OIL-RSOLIDS-X;2304999;1;16;7;1;1;Indesso Aroma, PT;403;202104;
OIL-TTOIDS-X;2304999;1;16;7;20;20;Indesso Aroma, PT;404;202104;
OIL-W-GARRC-DRUM;2100021;1;20;2;175;175;DKSH Indonesia, PT;405;202104;
OLIV-1000BT-X;2100052;1;20;2;20;20;Lautan Luas, PT;406;202104;
OLIV-900BT-X;2100052;1;20;2;20;20;Lautan Luas, PT;407;202104;
OPT-ASH--X;2100021;1;20;2;5;5;DKSH Indonesia, PT;408;202104;
ORGA-EXD-ARK;2100042;1;20;2;15;15;Infinisia Sumber Semesta, PT;409;202104;
OZO-OZO-;2100085;1;20;2;20;20;Tritunggal Artha Makmur, PT;410;202104;
PANT--DL-K;2100094;1;18;2;25;25;BASF Distribution Indonesia, PT;411;202104;
PARF-14A1-X;2100054;1;2;2;25;25;Mane Indonesia, PT;412;202104;
PARF-256BU-X;2100028;1;6;2;25;25;Firmenich Indonesia, PT;413;202104;
PARF-819EC-X;2100028;1;6;2;25;25;Firmenich Indonesia, PT;414;202104;
PARF-AB1-R0503553-K;2100054;1;2;2;25;25;Mane Indonesia, PT;415;202104;
PARF-AMSKLG-X;2100019;1;8;2;25;25;Brenntag_CPL Aroma;416;202104;
PARF-AV-97/1-K;2100048;1;16;2;1;1;Juta Rasa Abadi, PT;417;;
PARF-AVHR15-X;2100054;1;2;2;25;25;Mane Indonesia, PT;418;202104;
PARF-BLMODA-X;2100054;1;2;2;1;1;Mane Indonesia, PT;419;202109;
PARF-BRCE-X;2100054;1;2;2;25;25;Mane Indonesia, PT;420;202104;
PARF-C072-GIV;2100095;1;12;2;25;25;Givaudan Indonesia, PT;421;202104;
PARF-CAEM1R101-PKG;2100054;1;2;2;25;25;Mane Indonesia, PT;422;202104;
PARF-CFLYFGT-X;2100019;1;8;2;25;25;Brenntag_CPL Aroma;423;202125;
PARF-CLMRER-X;2100054;1;2;2;1;1;Mane Indonesia, PT;424;202115;
PARF-CM1500-X;2100054;1;2;2;25;25;Mane Indonesia, PT;425;202104;
PARF-CRMOD-X;2100054;1;2;2;25;25;Mane Indonesia, PT;426;202116;
PARF-CSMI-AM;2100095;1;12;2;25;25;Givaudan Indonesia, PT;427;;
PARF-CTPSMOD-X;2100100;1;8;2;25;25;Indowan Adisentosa, PT;428;202128;
PARF-CW162-X;2100095;1;12;2;25;25;Givaudan Indonesia, PT;429;;
PARF-CWGT-X;2100100;1;8;2;50;25;Indowan Adisentosa, PT;430;202140;
PARF-DLPZLE-X;2100054;1;2;2;1;1;Mane Indonesia, PT;431;202104;
PARF-DR-R0504650-K;2100054;1;2;2;25;25;Mane Indonesia, PT;432;202104;
PARF-DTV1015--K;2100095;1;12;2;25;25;Givaudan Indonesia, PT;433;202104;
PARF-DVHNYE-X;2100054;1;2;2;1;1;Mane Indonesia, PT;434;202140;
PARF-EOMOD-X;2100054;1;2;2;25;25;Mane Indonesia, PT;435;202136;
PARF-EP850-X;2100054;1;2;2;1;1;Mane Indonesia, PT;436;202104;
PARF-ESE-X;2100054;1;2;2;1;1;Mane Indonesia, PT;437;202104;
PARF-EXK2R15-X;2100054;1;2;2;1;1;Mane Indonesia, PT;438;;
PARF-EXOPR434-MN;2100054;1;2;2;1;1;Mane Indonesia, PT;439;202104;
PARF-FANTR005-MN;2100054;1;2;2;25;25;Mane Indonesia, PT;440;202104;
PARF-FLMMR15-X;2100054;1;2;2;25;25;Mane Indonesia, PT;441;202104;
PARF-FUN819-X;2100095;1;12;2;25;25;Givaudan Indonesia, PT;442;202104;
PARF-FW501-X;2100095;1;12;2;25;25;Givaudan Indonesia, PT;443;202104;
PARF-GLIP-R_0714767;2100054;1;2;2;1;1;Mane Indonesia, PT;444;202104;
PARF-GTR090-X;2100054;1;2;2;1;1;Mane Indonesia, PT;445;202104;
PARF-HE50138--K;2100054;1;2;2;1;1;Mane Indonesia, PT;446;202104;
PARF-HGTEA-X;2100095;1;12;2;25;25;Givaudan Indonesia, PT;447;202116;
PARF-HRVY-X;2100095;1;12;2;25;25;Givaudan Indonesia, PT;448;202104;
PARF-HSSP-;2100019;1;2;2;25;25;Brenntag_CPL Aroma;449;202104;
PARF-IMTD1-X;2100095;1;12;2;25;25;Givaudan Indonesia, PT;450;;
PARF-ISLYFGT-X;2100019;1;8;2;25;25;Brenntag_CPL Aroma;451;202132;
PARF-ITPM91-X;2100054;1;2;2;25;25;Mane Indonesia, PT;452;202108;
PARF-JRS-X;2100095;1;12;2;25;25;Givaudan Indonesia, PT;453;202104;
PARF-L162--K;2100048;1;16;2;1;1;Juta Rasa Abadi, PT;454;202104;
PARF-LF52MF-X;2100048;1;16;2;1;1;Juta Rasa Abadi, PT;455;202104;
PARF-LG339-X;2100054;1;2;2;25;25;Mane Indonesia, PT;456;;
PARF-LMS-;2100054;1;2;2;1;1;Mane Indonesia, PT;457;202104;
PARF-LSR71-;2100054;1;2;2;1;1;Mane Indonesia, PT;458;202104;
PARF-LVDLVLY-X;2100019;1;8;2;25;25;Brenntag_CPL Aroma;459;202143;
PARF-MFLMOD-X;2100054;1;2;2;1;1;Mane Indonesia, PT;460;;
PARF-MILKR243-;2100054;1;2;2;25;25;Mane Indonesia, PT;461;;
PARF-MLPMD-X;2100054;1;2;2;1;1;Mane Indonesia, PT;462;202104;
PARF-MNRWVSA-X;2100095;1;12;2;25;25;Givaudan Indonesia, PT;463;202104;
PARF-MOVER15-X;2100054;1;2;2;25;25;Mane Indonesia, PT;464;202104;
PARF-MSJ841-X;2100054;1;2;2;1;1;Mane Indonesia, PT;465;202104;
PARF-MZHHMT-X;2100095;1;12;2;25;25;Givaudan Indonesia, PT;466;;
PARF-MZHM90-X;2100095;1;12;2;25;25;Givaudan Indonesia, PT;467;202108;
PARF-NWR77-X;2100028;1;6;2;25;25;Firmenich Indonesia, PT;468;202104;
PARF-O010-;2100095;1;12;2;25;25;Givaudan Indonesia, PT;469;202104;
PARF-ODM3-X;2100028;1;6;2;180;180;Firmenich Indonesia, PT;470;202104;
PARF-OL-R_0714768;2100054;1;2;2;1;1;Mane Indonesia, PT;471;202104;
PARF-OLVA-X;2100095;1;12;2;25;25;Givaudan Indonesia, PT;472;202104;
PARF-OSLF-SP119881-X;2100019;1;8;2;200;200;Brenntag_CPL Aroma;473;202104;
PARF-PCGD2SG-X;2100019;1;8;2;25;25;Brenntag_CPL Aroma;474;202124;
PARF-PRVIAE-X;2100054;1;2;2;25;25;Mane Indonesia, PT;475;202104;
PARF-PSMR150-X;2100054;1;2;2;1;1;Mane Indonesia, PT;476;202104;
PARF-PSVLF-X;2100095;1;12;2;25;25;Givaudan Indonesia, PT;477;202104;
PARF-PW-R0503713-K;2100054;1;2;2;25;25;Mane Indonesia, PT;478;202104;
PARF-QUOSMR16-X;2100054;1;2;2;25;25;Mane Indonesia, PT;479;202104;
PARF-R1422-X;2100054;1;2;2;25;25;Mane Indonesia, PT;480;202104;
PARF-R1525-X;2100054;1;2;2;1;1;Mane Indonesia, PT;481;202104;
PARF-R1526-X;2100054;1;2;2;25;25;Mane Indonesia, PT;482;202104;
PARF-R1613755-X;2100054;1;2;2;1;1;Mane Indonesia, PT;483;202104;
PARF-R1616102-X;2100054;1;2;2;1;1;Mane Indonesia, PT;484;202104;
PARF-RBM3E-X;2100054;1;2;2;25;25;Mane Indonesia, PT;485;202104;
PARF-RS158-X;2100054;1;2;2;1;1;Mane Indonesia, PT;486;202104;
PARF-RSCFE-X;2100054;1;2;2;25;25;Mane Indonesia, PT;487;202119;
PARF-SC2R151972-X;2100054;1;2;2;25;25;Mane Indonesia, PT;488;202104;
PARF-SGM62-X;2100095;1;12;2;25;25;Givaudan Indonesia, PT;489;202104;
PARF-SGMT43-X;2100095;1;12;2;25;25;Givaudan Indonesia, PT;490;202108;
PARF-SILK-;2100095;1;12;2;25;25;Givaudan Indonesia, PT;491;202104;
PARF-SMUME17-X;2100054;1;2;2;25;25;Mane Indonesia, PT;492;202104;
PARF-SOJMLF-X;2100095;1;12;2;25;25;Givaudan Indonesia, PT;493;202114;
PARF-SPFXTV-X;2100019;1;8;2;25;25;Brenntag_CPL Aroma;494;202104;
PARF-SPRFLR-X;2100095;1;12;2;25;25;Givaudan Indonesia, PT;495;202136;
PARF-SRNTEA-X;2100054;1;2;2;1;1;Mane Indonesia, PT;496;202123;
PARF-SS853-X;2100054;1;2;2;1;1;Mane Indonesia, PT;497;202104;
PARF-SSL-R0701530;2100054;1;2;2;25;25;Mane Indonesia, PT;498;202104;
PARF-STR160-X;2100054;1;2;2;25;25;Mane Indonesia, PT;499;202104;
PARF-TPA1R15-X;2100054;1;2;2;5;5;Mane Indonesia, PT;500;;
PARF-TPSAR-X;2100100;1;14;2;50;25;Indowan Adisentosa, PT;501;202104;
PARF-TWFLLF-X;2100095;1;12;2;25;25;Givaudan Indonesia, PT;502;202104;
PARF-UCM1E-X;2100054;1;2;2;1;1;Mane Indonesia, PT;503;202104;
PARF-VL-R0701531;2100054;1;2;2;1;1;Mane Indonesia, PT;504;202104;
PARF-VMR-X;2100054;1;2;2;1;1;Mane Indonesia, PT;505;202104;
PARF-WFBLSE-X;2100054;1;2;2;25;25;Mane Indonesia, PT;506;202104;
PARF-WGTIMP-X;2100095;1;12;2;25;25;Givaudan Indonesia, PT;507;202116;
APPL-EBR0-ENPS;2200060;1;9;2;10000;1000;MS Union Internasional, PT;508;202104;
BAL-BPR1D882B08-WT;2200027;1;18;2;30000;500;Cosmopack Plastindo Utama, PT;509;202104;
BAL-BROBPPEC-D254W23;2200086;1;2;2;50000;100;Sumber Tri Makmur, PT;510;202104;
BAL-EXPPLR0-W;2200148;1;10;2;30000;30000;NINGBO JIELI COSMETICAL PACKAGE CO.,LTD;511;202139;
BAL-PSFEXPPLR0-W;2200148;1;2;2;500;100;NINGBO JIELI COSMETICAL PACKAGE CO.,LTD;512;202129;
BAL-SPPLL-MOSS;2200032;1;15;2;10000;100;Esmin Co., Ltd.;513;202104;
BAL-SSLEL-WSS;2200032;1;15;2;24000;100;Esmin Co., Ltd.;514;202104;
BASC-UVSSR0-W;2200115;1;14;2;50000;100;NINGBO YUNWU PLASTICS CO.,LTD;515;202104;
BASE-CLBPER0-E;2200131;1;10;2;25000;100;Derik Industrial Co.,Ltd;516;202104;
BASE-CLBPIR0-E;2200131;1;10;2;25000;100;Derik Industrial Co.,Ltd;517;202104;
BASE-CLHNTR0-E;2200131;1;10;2;10000;100;Derik Industrial Co.,Ltd;518;202104;
BASE-PSBS-E;2200131;1;4;2;100;100;Derik Industrial Co.,Ltd;519;202119;
BO-EDTKITR0-K;2302356;1;11;2;10000;100;Ningbo Somewang Packaging Co., Ltd;520;202108;
BOTO-ADS1702R0-W;2200028;1;4;2;100100;200;Dynaplast, PT;521;202104;
BOTO-ADS170R2-WHDPE;2200019;1;4;2;100980;255;Bumimulia Indah Lestari, PT;522;202107;
BOTO-AHRMS30R0-W;2200120;1;14;2;50000;100;SHAMROCK (HK) LIMITED;523;202104;
BOTO-ALMR1-WPETG;2200032;1;16;2;24000;100;Esmin Co., Ltd.;524;202104;
BOTO-BDMR0-MOPTG;2200032;1;15;2;10000;100;Esmin Co., Ltd.;525;202104;
BOTO-BNG100PVC-;2200042;1;4;2;30000;354;Jayatama Selaras, PT;526;202104;
BOTO-BSLPR2-EM;2200004;1;4;2;30000;472;Albea Rigid Packaging, PT;527;202104;
BOTO-BWMGTR0-BD;2305884;1;2;2;10000;128;Natamas Plast, PT;528;202133;
BOTO-BWMSSR0-BD;2305884;1;2;2;10000;128;Natamas Plast, PT;529;202133;
BOTO-BWMYZR0-BD;2305884;1;2;2;10000;128;Natamas Plast, PT;530;202133;
BOTO-CADLPR0-W;2200089;1;9;2;300000;630;Techpack Asia, PT;531;202104;
BOTO-CDAMGR0-W;2200001;1;14;2;10000;100;A.Best Inter Products Co.,Ltd;532;202104;
BOTO-CDFMR1-WPET;2200103;1;12;2;10000;100;Zhejiang JM Industry Co., Ltd;533;202104;
BOTO-CFMLI01R0-W;2200089;1;4;2;20000;630;Techpack Asia, PT;534;202110;
BOTO-CFMLI02R0-W;2200089;1;4;2;20000;630;Techpack Asia, PT;535;202110;
BOTO-CFMLI03R0-W;2200089;1;4;2;20000;630;Techpack Asia, PT;536;202110;
BOTO-CFMLI04R0-W;2200089;1;4;2;20000;630;Techpack Asia, PT;537;202110;
BOTO-CFMLI05R0-W;2200089;1;4;2;20000;630;Techpack Asia, PT;538;202110;
BOTO-CFMLI06P-W;2200089;1;4;2;20000;630;Techpack Asia, PT;539;202110;
BOTO-CFMLI06R0-W;2200089;1;4;2;20000;630;Techpack Asia, PT;540;202110;
BOTO-CFMLI07P-W;2200089;1;4;2;20000;630;Techpack Asia, PT;541;202110;
BOTO-CFMLI07R0-W;2200089;1;4;2;20000;630;Techpack Asia, PT;542;202110;
BOTO-CFMLI08P-W;2200089;1;4;2;20000;630;Techpack Asia, PT;543;202110;
BOTO-CFMLI08R0-W;2200089;1;4;2;20000;630;Techpack Asia, PT;544;202110;
BOTO-CMLCR0-W;2200089;1;4;2;500000;630;Techpack Asia, PT;545;202104;
BOTO-CPRLR0-W;2200120;1;14;2;15000;100;SHAMROCK (HK) LIMITED;546;202104;
BOTO-CSDSBS20R0-W;2302356;1;11;2;50000;100;Ningbo Somewang Packaging Co., Ltd;547;202104;
BOTO-CSET125R1-W;2305884;1;4;2;10000;375;Natamas Plast, PT;548;202123;
BOTO-CSPTE1000R0-W;2200042;1;8;2;20000;318;Jayatama Selaras, PT;549;202109;
BOTO-CSPTE50R0-W;2200001;1;14;2;10000;100;A.Best Inter Products Co.,Ltd;550;202104;
BOTO-CTKBE10-W;2200151;1;15;2;25000;100;FLYING DRAGON INTL INDUSTRY CO., LTD;551;202148;
BOTO-CTR0-E;2306377;1;11;2;50000;100;YU RONG COSMETICS PACKAGING LIMITED;552;202104;
BOTO-CVML10R1-W;2200089;1;4;2;50000;630;Techpack Asia, PT;553;202146;
BOTO-CVML11R1-W;2200089;1;1;2;50000;630;Techpack Asia, PT;554;202146;
BOTO-CVML12R1-W;2200089;1;4;2;50000;630;Techpack Asia, PT;555;202146;
BOTO-CVML13R1-W;2200089;1;4;2;50000;630;Techpack Asia, PT;556;202146;
BOTO-CVML14R1-W;2200089;1;4;2;50000;630;Techpack Asia, PT;557;202146;
BOTO-CVML9R1-W;2200089;1;1;2;50000;630;Techpack Asia, PT;558;202146;
BOTO-CVMLM1R1-W;2200044;1;6;2;100000;800;Kemas Indah Maju, PT;559;202104;
BOTO-CVMLM1R2-W;2200089;1;4;2;50000;630;Techpack Asia, PT;560;202146;
BOTO-CVMLM2R1-W;2200044;1;6;2;100000;800;Kemas Indah Maju, PT;561;202104;
BOTO-CVMLM2R2-W;2200089;1;4;2;50000;630;Techpack Asia, PT;562;202146;
BOTO-CVMLM3R1-W;2200044;1;6;2;100000;800;Kemas Indah Maju, PT;563;202104;
BOTO-CVMLM3R2-W;2200089;1;4;2;50000;630;Techpack Asia, PT;564;202146;
BOTO-CVMLM4R1-W;2200044;1;6;2;100000;800;Kemas Indah Maju, PT;565;202104;
BOTO-CVMLM4R2-W;2200089;1;4;2;50000;630;Techpack Asia, PT;566;202146;
BOTO-CVMLM5R1-W;2200044;1;6;2;100000;800;Kemas Indah Maju, PT;567;202104;
BOTO-CVMLM5R2-W;2200089;1;1;2;50000;630;Techpack Asia, PT;568;202146;
BOTO-CVMLM6R1-W;2200044;1;6;2;100000;800;Kemas Indah Maju, PT;569;202104;
BOTO-CVMLM6R2-W;2200089;1;4;2;50000;630;Techpack Asia, PT;570;202146;
BOTO-CVMLM7R1-W;2200044;1;6;2;100000;800;Kemas Indah Maju, PT;571;202104;
BOTO-CVMLM7R2-W;2200089;1;4;2;50000;630;Techpack Asia, PT;572;202146;
BOTO-CVMLM8R1-W;2200044;1;6;2;100000;800;Kemas Indah Maju, PT;573;202104;
BOTO-CVMLM8R2-W;2200089;1;1;2;50000;630;Techpack Asia, PT;574;202146;
BOTO-DFS170-WHDPE;2200019;1;8;2;45135;255;Bumimulia Indah Lestari, PT;575;;
BOTO-DFS170R1-WHDPE;2200019;1;8;2;100980;255;Bumimulia Indah Lestari, PT;576;202104;
BOTO-ECLT01R1-WPETM;2200120;1;14;2;24000;100;SHAMROCK (HK) LIMITED;577;202104;
BOTO-ECLT02R1-WPETM;2200120;1;14;2;24000;100;SHAMROCK (HK) LIMITED;578;202104;
BOTO-ECLT03R1-WPETM;2200120;1;14;2;24000;100;SHAMROCK (HK) LIMITED;579;202104;
BOTO-EHBW-K;2200036;1;4;2;30000;185;Hidayat Putra Industri, PT;580;202104;
BOTO-ELMFR0-W;2200028;1;4;2;50000;1080;Dynaplast, PT;581;202109;
BOTO-ELSAR1-W;2200014;1;4;2;100000;3000;Berlina Tbk, PT;582;202104;
BOTO-EMLCR1-W;2200044;1;6;2;300000;800;Kemas Indah Maju, PT;583;202104;
BOTO-EMLSR0-W;2200089;1;4;2;100000;693;Techpack Asia, PT;584;202131;
BOTO-EXLWMR0-W;2200120;1;11;2;100000;1750;SHAMROCK (HK) LIMITED;585;202139;
BOTO-G150LFTRC-WHD;2200036;1;4;2;6417;279;Hidayat Putra Industri, PT;586;202104;
BOTO-G150LMCRC-WHD;2200036;1;4;2;6417;279;Hidayat Putra Industri, PT;587;202104;
BOTO-G150WSELG-WHD;2200036;1;4;2;6417;279;Hidayat Putra Industri, PT;588;202104;
BOTO-G150WSPBCG-WHD;2200036;1;4;2;6417;279;Hidayat Putra Industri, PT;589;202104;
BOTO-GA1302R1-MOF;2303688;1;26;2;30000;100;Jieyang Sen Fa Plastic Co. Ltd;590;202104;
BOTO-GAACS20-W;2306553;1;9;2;35000;288;Derma Kemas Tejahakara, PT;591;202145;
BOTO-GAATS15-W;2200119;1;15;2;35000;100;Hangzhou Shujie Packaging Co., Ltd;592;202119;
BOTO-GABSR0-K;2200113;1;15;2;15000;100;KARDINANG TRADING (HK) LIMITED;593;202104;
BOTO-GAFBR0-MO;2303688;1;16;2;10000;140;Jieyang Sen Fa Plastic Co. Ltd;594;202119;
BOTO-GBHT100R0-L;2200042;1;8;2;10000;318;Jayatama Selaras, PT;595;202109;
BOTO-GBMC100-L;2200008;1;4;2;10000;672;Anugrah Lumei Raya, PT;596;202109;
BOTO-GBMC225-X;2200001;1;10;2;5000;144;A.Best Inter Products Co.,Ltd;597;202139;
BOTO-GCDSW-GPOP2W;2200119;1;15;2;30000;100;Hangzhou Shujie Packaging Co., Ltd;598;202104;
BOTO-GCSROSR0-W;2200113;1;15;2;10000;100;KARDINANG TRADING (HK) LIMITED;599;202104;
BOTO-GEDT35R0-WF1W;2303688;1;24;2;30000;100;Jieyang Sen Fa Plastic Co. Ltd;600;202104;
BOTO-GEDTHF-K;2306553;1;6;2;40000;126;Derma Kemas Tejahakara, PT;601;202104;
BOTO-GEDTIW-K;2306553;1;6;2;40000;126;Derma Kemas Tejahakara, PT;602;202104;
BOTO-GEDTRO-K;2306553;1;6;2;40000;126;Derma Kemas Tejahakara, PT;603;202104;
BOTO-GELFRLR0-W;2306553;1;12;2;100000;10000;Derma Kemas Tejahakara, PT;604;202104;
BOTO-GFSBA15R0-GG;2200151;1;14;2;30000;312;FLYING DRAGON INTL INDUSTRY CO., LTD;605;202144;
