"Last Updated on","Created on","Internal Reference","Korporat Code","Name","Material Type","Unit of Measure/Display Name","Netto Claim","Netto Claim UOM/Display Name","Gross Weight","Master Box - Quantity","Pallet - Quantity","Trolly - Quantity","General Subcategory/Display Name","Brand/Display Name","Lifecycle","Factory/Display Name","Subcategory/Display Name","Format/Display Name","Variant/Display Name","Brand ABC Class","XYZ Class","Destination","Copackaging Routing Type/Display Name","Shrink machine","FG Brand Position/Display Name","Freeze Status","Shelf Life Year","Shelf Life Month","Production Start Date","Distribution Start Date","Purchase Start Date","Net Weight"
"2022-07-24 09:38:38","2022-07-24 09:38:35","S0016","D-NSAP-W","Wardah Anti-Perspirant Deodorant 60 ml","Finished Goods","Pc(s)","60.0","ml","0.0","0","0","0","Not Sellable","Wardah","initial","","","","","A","X","Local","","","","","0","0.0","","","","0.0"
"2022-07-24 09:40:11","2022-07-24 09:40:07","S0018","HS-NSNP-W","Wardah Hand Sanitizer Non-Perfume 100 ml","Finished Goods","Pc(s)","100.0","ml","0.0","0","0","0","Not Sellable","Wardah","initial","","","","","A","X","Local","","","","","0","0.0","","","","0.0"
"2022-07-24 09:37:49","2022-07-24 09:37:45","S0015","FW-NSHTC-W","Wardah Head to Toe Cleanser 40 ml","Finished Goods","Pc(s)","40.0","ml","0.0","0","0","0","Not Sellable","Wardah","initial","","","","","A","X","Local","","","","","0","0.0","","","","0.0"
"2022-07-24 09:43:43","2022-07-24 09:43:40","S0023","L-NSLT-W","Wardah Lip Treatment Balm 4 g","Finished Goods","Pc(s)","4.0","g","0.0","0","0","0","Not Sellable","Wardah","initial","","","","","A","X","Local","","","","","0","0.0","","","","4.0"
"2022-07-24 09:42:19","2022-07-24 09:42:16","S0021","M-NSPJJ-W","Wardah Moist+ Plus Petroleum Jelly 30 g (jar)","Finished Goods","Pc(s)","30.0","g","0.0","0","0","0","Not Sellable","Wardah","initial","","","","","A","X","Local","","","","","0","0.0","","","","30.0"
"2022-07-24 09:43:03","2022-07-24 09:42:59","S0022","M-NSPJT-W","Wardah Moist+ Plus Petroleum Jelly 30 ml (tube)","Finished Goods","Pc(s)","30.0","ml","0.0","0","0","0","Not Sellable","Wardah","initial","","","","","A","X","Local","","","","","0","0.0","","","","0.0"
"2022-07-24 09:40:53","2022-07-24 09:40:50","S0019","SS-NSSPF30-W","Wardah Sunscreen Gel SPF 30 40 ml","Finished Goods","Pc(s)","40.0","ml","0.0","0","0","0","Not Sellable","Wardah","initial","","","","","A","X","Local","","","","","0","0.0","","","","0.0"
"2022-07-24 09:41:32","2022-07-24 09:41:30","S0020","SS-NSSPF50-W","Wardah Sunscreen Gel SPF 50 PA+++ for Face and Body 40 ml","Finished Goods","Pc(s)","40.0","ml","0.0","0","0","0","Not Sellable","Wardah","initial","","","","","A","X","Local","","","","","0","0.0","","","","0.0"
"2022-07-24 09:39:22","2022-07-24 09:39:19","S0017","B-NSZZ-W","Wardah Zam-Zam Bottle 100 ml","Finished Goods","Pc(s)","100.0","ml","0.0","0","0","0","Not Sellable","Wardah","initial","","","","","A","X","Local","","","","","0","0.0","","","","0.0"
