SKU code;Packing line code;DATE;Qty
L-PTMC04-MO;BTP02;202210;5892
L-PTMC04-MO;SAP01;202210;12
L-PTMC04-MO;BTP02;202210;5904
L-PTMC04-MO;VMP16;202210;1215
L-PTMC04-MO;VMP23;202210;5114
L-PTMC05-MO;BTP02;202210;1870
L-PTMC05-MO;BTP02;202210;1870
L-PTMC05-MO;BTP02;202210;1870
L-PTMC05-MO;VMP01;202210;1804
L-PTMC05-MO;VMP25;202210;3413
L-PTMC06-MO;BTP02;202210;1870
L-PTMC06-MO;BTP02;202210;1870
L-PTMC06-MO;BTP02;202210;1870
L-PTMC06-MO;VMP24;202210;888
L-PTMC07-MO;BTP02;202210;5880
L-PTMC07-MO;LIP08;202210;24
L-PTMC07-MO;BTP02;202211;1870
L-PTMC07-MO;VMP12;202210;916
L-PTMC08-MO;BTP02;202210;5904
L-PTMC08-MO;BTP02;202210;5892
L-PTMC08-MO;SAP01;202210;12
L-PTMC08-MO;BTP02;202211;1870
L-PTMC08-MO;VMP16;202210;6656
L-PTMCA-MO;BTP02;202210;1870
L-PTMCA-MO;VMP25;202210;9819
L-PTMCB-MO;BTP02;202210;1870
L-PTMCB-MO;LRP01;202211;1870
L-PTMCB-MO;VMP19;202210;4629
L-PTMCB-MO;VMP24;202210;3105
L-PTMCC-MO;BTP02;202210;5904
L-PTMCC-MO;BTP02;202210;1870
L-PTMCD-MO;VMP10;202210;4660
L-PVW02-MO;EMP16;202210;144
L-PVW05-MO;EMP16;202211;2460
L-RCLCLS2-W;VMP10;202210;168
L-RCLCLS4-W;EMP15;202211;5292
L-RCLCLS6-W;VMP10;202210;0
L-RCLCLS6-W;VMP10;202210;0
L-RCLCLS8-W;VMP10;202210;1102
L-REMA02-W;LIP12;202210;2016
L-REMA05-W;LIP12;202210;2016
L-REMA05-W;LIP08;202211;2016
L-REMA06-W;LIP12;202210;2016
L-REMA06-W;LIP08;202211;2016
L-REMA09-W;LIP08;202211;1152
L-REMA13-W;LIP08;202210;2016
L-REMA16-W;LIP12;202210;2016
L-REMA18-W;LIP06;202210;1065
L-REMO23-W;LIP10;202210;1584
L-REMO23-W;LIP12;202210;696
L-REMO26-W;LIP08;202210;132
L-REMO26-W;LIP10;202210;2033
L-REMO32-W;ALP03;202211;1201
L-SLWCD-W;BTP04;202210;22032
L-SLWCD-W;BTP04;202211;1008
L-SLWCE-W;BTP04;202211;23040
L-SLWCI-W;BTP04;202211;22950
L-SLWCL-W;BTP04;202210;23040
L-SR07RS-EM3.8GR;LIP10;202210;60
L-SR15MC-EM;LIP08;202210;60
L-SR15MC-EM;LIP14;202211;60
LT-CR01-EM;BTP02;202211;11500
LT-CR02-EM;LIP11;202211;3564
LT-CR02-EM;BTP02;202211;3564
L-TMLC2-OMG;VSN02;202211;7223
L-UHSB006-MO2.3G;LIP12;202211;114
LU-P1-P720;EMP03;202210;236
M-AGDC-W30GR;JAP01;202210;4248
M-AGNC-W30GR;JAP01;202210;15963
M-AGNC-W30GR;JAP01;202210;12099
M-AHC-W40ML;TUP09;202211;22800
MASK-EEVE-W7GR;EMP05;202210;26600
MASK-EEVE-W7GR;EMP05;202210;27720
MASK-EL-MO;EMP05;202211;23784
M-BSACNE-EM;TUP07;202211;45360
M-BSC-EM;TUP06;202210;44424
M-BSC-EM;TUP07;202211;44892
M-BSTUC-EM;TUP07;202211;21708
M-CSAOC10-W;EMP01;202210;2014
M-CSAOC-W;EMP03;202211;85
M-LDCN1-W;TUP07;202210;43128
M-LDCN1-W;TUP07;202211;83160
M-LDCN1-W;TUP08;202211;7020
M-LDCN2-W;JAP01;202210;12600
M-LDCN2-W;JAP01;202211;14832
M-LDGN2-W;TUP08;202210;5796
M-LDGN2-W;TUP07;202211;6156
M-LNCN1-W;TUP07;202210;45360
M-LNCN1-W;TUP07;202210;39477
M-LNCN1-W;TUP08;202211;46152
M-MN2-OMG;TUP07;202211;23520
M-MN2-OMG;VST02;202211;7200
M-MN2-OMG;TUP07;202211;5220
M-MN2VC-OMG;TUP07;202211;9900
M-MPNG-EM;TUP07;202210;26748
M-PBTUC-W;TUP08;202210;24408
M-PSLG-MO;EMP03;202211;2275
M-PSWC-MO;EMP07;202211;2075
M-RHDGN2-W;TUP08;202210;10368
M-RHOVN1-W;JAP03;202211;2400
M-RPBNS-W20ML;TUP08;202210;43092
M-RPBSPF-W20ML;TUP07;202210;26640
M-RPBSPF-W20ML;TUP07;20229;17532
M-RPBSPF-W20ML;TUP07;202210;44496
M-RPBSPF-W20ML;TUP08;202211;44316
M-RWSDCN1-W;TUP08;202210;57888
M-RWSDCN1-W;TUP08;202211;1224
M-RWSDCN1-W;TUP07;202211;60156
M-RWSDCN2-W;JAP03;202211;26832
M-RWSNCN1-W;TUP07;202211;62748
M-SM01-KA;VMP10;202210;1908
M-SM01-KA;VMP10;202210;2340
M-SM01-KA;VMP10;202210;3600
M-SM01-KA;VMP10;202210;4572
M-SM01-KA;TUP03;202211;3780
M-SM01-KA;VMP10;202211;3780
M-SM01-KA;TUP03;202211;4212
M-SM01-KA;VMP01;202211;4201
M-SM01-KA;TUP08;202211;4229
M-SM01-KA;VMP10;202211;4227
MSS-P1C-P1;EMP03;202210;522
M-WHPG-W40ML;TUP09;202210;14040
M-WHPG-W40ML;TUP09;202210;3810
M-WHPG-W40ML;TUP09;202211;6780
M-WHPG-W40ML;TUP09;202211;90
MY-BCLCLPA-W;VMP20;202210;1776
MY-BCLCLPB-W;VMP20;202210;288
MY-BCLCLPC-W;VMP14;202210;1152
MY-BCLCLPD-W;VMP10;202211;1008
MY-BOCOCBMM-W;VMP20;202210;1320
MY-BOCOCBSP-W;VMP10;202210;600
MY-BPBBB-W;VMP26;202211;3100
MY-BRBMLP01-EM;VMP11;202210;72
MY-BRBMLP02-EM;VMP11;202210;72
MY-CONLBBL01-W;VMP16;202210;504
MY-CONLBBL02-W;VMP20;202210;1080
MY-EBREPBR-W;VMP12;202210;480
MY-FBWMM01-EM;VMP22;202210;42
MY-FBWMM01-EM;VMP14;202211;42
MY-FBWMM02-EM;VMP12;202210;126
MY-FCLCMB-W;VMP21;202210;2108
MY-FCLCMB-W;VMP22;202211;2356
MY-FCLCMC-W;VMP21;202210;1240
MY-FCLCMC-W;VMP15;202211;3100
MY-FCLCMD-W;VMP21;202210;124
MY-FCLCME-W;VMP10;202210;372
MY-FLLF01-W;VMP19;202210;1422
MY-FLLF01-W;VMP26;202211;1206
MY-FLLF02-W;VMP19;202210;2286
MY-FLLF02-W;VMP14;202211;270
MY-FLLF03-W;VMP16;202210;1872
MY-FLLF03-W;VMP14;202211;270
MY-FLLF04-W;VMP21;202210;1494
MY-FLLF04-W;VMP25;202211;270
MY-FMCDS-W;JAP03;202210;4392
MY-FMILGT-W;VMP23;202211;2200
MY-FMILGT-W;VMP10;202211;40
MY-FMMPO-EM;VMP11;202210;624
MY-FMMPO-EM;VMP14;202211;912
MY-FMMRI-EM;VMP11;202210;1152
MY-FMMRI-EM;VMP14;202211;1056
MY-FMRLN2-W;VMP10;202210;7500
MY-FMRLN2-W;VMP25;202211;4800
MY-FTLFT-W;BOP09;202210;9264
MY-FTLFT-W;BOP09;202210;9240
MY-FTLFT-W;BOP09;202210;9336
MY-FTRIHT-W;BOP05;202211;8900
MY-FTRWSABHA-W;BOP05;202211;6620
MY-FWBSACNE-EM;VMP14;202210;1960
MY-FWBSACNE-EM;VMP14;202211;20
MY-FWBSACNE-EM;VMP23;202210;580
MY-FWBSACNE-EM;VMP23;202211;660
MY-FWBSN2-EM;TUP01;202210;9800
MY-FWBSN2-EM;VMP23;202211;9800
MY-FWLMGWN2-W;TUP01;202210;9100
MY-FWLMGWN2-W;VMP21;202211;9100
MY-FWLMGWN2-W;TUP01;202210;9380
MY-FWLMGWN2-W;VMP21;202211;9380
MY-FWLMGWN2-W;TUP01;202210;9380
MY-FWLMGWN2-W;VMP21;202211;9380
MY-FWLMGWN2-W;TUP01;202210;9135
MY-FWLMGWN2-W;VMP17;202211;35
MY-FWLMGWN2-W;VMP22;202211;9100
MY-FWLMGWN2-W;TUP01;202210;10185
MY-FWLMGWN2-W;VMP22;202211;9135
MY-FWLMGWN2-W;TUP01;202211;9065
MY-FWLMGWN2-W;TUP01;202211;9275
MY-FWLWFN2-W;TUP01;202211;9310
MY-FWLWFN2-W;TUP01;202211;9415
MY-LBSR-EM;VMP22;202210;2880
MY-LBSR-EM;VMP26;202211;576
MY-LBSTSPC-EM;VMP14;202211;64
MY-LCUM01-W;VMP17;202210;720
MY-LCUM01-W;VMP25;202211;1440
MY-LCUM02-W;VMP17;202210;432
MY-LCUM02-W;VMP23;202211;720
MY-LCUM03-W;VMP18;202210;432
MY-LCUM03-W;VMP23;202211;432
MY-LCUM04-W;VMP18;202210;1008
MY-LCUM04-W;VMP23;202211;576
MY-LCUM05-W;VMP19;202210;1296
MY-LCUM06-W;VMP18;202210;288
MY-LCUM06-W;VMP23;202211;144
MY-LCUM07-W;VMP19;202210;720
MY-LCUM07-W;VMP22;202211;720
MY-LCUM08-W;VMP13;202211;864
MY-LCUSH04-EM;VMP10;202210;96
MY-LCVM09-W;VMP19;202210;1152
MY-LCVM09-W;VMP22;202211;3648
MY-LCVM10-W;VMP19;202210;960
MY-LCVM10-W;VMP22;202211;576
MY-LCVM11-W;VMP18;202210;1152
MY-LCVM11-W;VMP19;202210;192
MY-LCVM11-W;VMP21;202211;3648
MY-LCVM12-W;VMP18;202210;768
MY-LCVM12-W;VMP23;202211;768
MY-LCVM13-W;VMP18;202210;384
MY-LCVM13-W;VMP19;202210;768
MY-LCVM13-W;VMP23;202211;2112
MY-LCVM14-W;VMP18;202210;1152
MY-LCVM14-W;VMP22;202211;3840
MY-LIPEI01-W;VMP12;202210;528
MY-LIPEI06-W;VMP22;202210;132
MY-LIPEI07-W;VMP15;202211;660
MY-LSLWCA-W;VMP20;202210;1008
MY-LSLWCA-W;VMP10;202211;144
MY-LSLWCB-W;VMP15;202211;288
MY-LSLWCC-W;VMP10;202210;864
MY-LSLWCD-W;VMP10;202210;1440
MY-LSLWCE-W;VMP20;202210;1152
MY-LSLWCF-W;VMP20;202210;2448
MY-LSLWCH-W;VMP18;202210;576
MY-LSLWCK-W;VMP20;202210;288
MY-MABSE-EM;VMP20;202210;3456
MY-MABSE-EM;VMP14;202211;1248
MY-MBSACNE-EM;VMP18;202210;2700
MY-MBSACNE-EM;VMP25;202211;900
MY-MBSC-EM;VMP11;202210;10080
MY-MBSC-EM;VMP14;202211;3996
MY-MCDMM-W;VMP13;202211;2232
MY-MLDCN2-W;JAP03;202210;30552
MY-MLDGN1-W;JAP03;202210;6072
MY-MLDGN1-W;JAP03;202210;7752
MY-MLDGN1-W;EMP15;202210;504
MY-MLDGN1-W;EMP16;202210;192
MY-MLDGN1-W;JAP03;202210;5448
MY-MLDGN1-W;JAP03;202211;5952
MY-MLDGN1-W;EMP16;202211;336
MY-MLDGN1-W;EMP17;202211;0
MY-MLDGN1-W;JAP03;202211;5808
MY-MLNCN2-W;JAP03;202210;1152
MY-MRWSDCN2-W;VMP14;202210;1440
MY-RADM-W;TUP09;202211;13080
MY-RANTM-W;TUP09;202210;4860
MY-RANTM-W;TUP09;202211;17760
MY-RAPFC-W;TUP05;202210;15444
MY-RAPFC-W;VMP20;202211;15444
MY-RAPFC-W;TUP05;202211;15372
MY-RAPRT-W;BOP04;202211;9220
MY-RBBCEL-W;VMP14;202210;2088
MY-RBBCEL-W;VMP24;202211;1836
MY-RBBCEL-W;VMP10;202211;36
MY-RBBCEN-W;VMP14;202210;1872
MY-RBBCEN-W;VMP24;202211;3744
MY-RBBCLLN2-W;VMP16;202210;1056
MY-RBBCLLN2-W;VMP26;202211;1008
MY-RBBCLNN2-W;VMP24;202210;576
MY-RBBCLNN2-W;VMP24;202211;2448
MY-RBOA-W;VMP22;202210;240
MY-RBOC-W;VMP22;202210;1320
MY-RBOC-W;VMP24;202211;240
MY-RBOE01-W;VMP21;202211;1392
MY-RBOE02-W;VMP21;202211;1776
MY-RCUSEFC01-W;VMP15;202211;1200
MY-RCUSEFC02-W;VMP24;202210;768
MY-RCUSEFC02-W;VMP26;202211;2160
MY-RCUSEFC03-W;VMP26;202211;2160
MY-RCUSEFC04-W;VMP14;202211;144
MY-RCUSIPMB11-W;VMP15;202210;144
MY-RCUSIPMB11-W;VMP24;202211;648
MY-RCUSIPMB12-W;VMP15;202210;72
MY-RCUSIPMB13-W;VMP17;202210;288
MY-RDDCCDL-W;VMP22;202210;5040
MY-RDDCCDL-W;VMP25;202211;1080
MY-RDDCCDN-W;VMP22;202210;5004
MY-RDDCCDN-W;VMP26;202211;1152
MY-RECRYAG-W;VMP22;202211;624
MY-RELBL-W;VMP21;202211;4000
MY-RELEOHB-W;VMP22;202210;1600
MY-RELEOHB-W;VMP26;202210;0
MY-RELEOHB-W;VMP20;202211;2000
MY-RELESL-W;VMP16;202210;1728
MY-RELESL-W;VMP25;202211;1296
MY-REMLOIMWN2-W;VMP11;202210;3892
MY-REMRBSMWN1-EM;VMP14;202210;868
MY-REMRBSMWN1-EM;VMP15;202211;504
MY-RESA-W;VMP14;202210;1200
MY-RESG-W;VMP14;202210;120
MY-RESIPSCP-W;VMP24;202210;512
MY-RESI-W;VMP23;202210;1200
MY-RFMICD-W;BOP09;202210;16000
MY-RFMICD-W;EMP02;202210;1120
MY-RFMICD-W;BOP09;202211;19400
MY-RFMICD-W;BOP09;202211;17320
MY-RFMICD-W;BOP09;202211;14880
MY-RFMICD-W;EMP07;202211;2440
MY-RFMPBPO-W;VMP14;202210;3708
MY-RFMPBPO-W;VMP26;202211;288
MY-RFRELF01-W;VMP21;202210;1596
MY-RFRELF03-W;VMP24;202210;1148
MY-RFWAH-W;VMP23;202210;1560
MY-RFWAH-W;VMP26;202211;540
MY-RFWPBCFBO-W;TUP01;202210;9690
MY-RFWPBCFBO-W;VMP20;202211;9690
MY-RFWPBCFBS-W;TUP01;202210;9450
MY-RFWPBCFBS-W;VMP23;202211;9450
MY-RFWPBCFBS-W;TUP01;202211;9270
MY-RFWPBCFBS-W;TUP01;202211;9660
MY-RFWRYAG-W;VMP23;202210;480
MY-RFWSB-W;VMP22;202210;324
MY-RFWSB-W;VMP26;202210;36
MY-RFWSB-W;VMP25;202211;1872
MY-RHBLAHMG-W;VMP14;202210;1740
MY-RHBLAHMG-W;VMP23;202210;30
MY-RLBEVFSG-W;VMP23;202210;3168
MY-RLBEVFSS-W;VMP23;202210;1824
MY-RLBEVFSS-W;VMP24;202211;3120
MY-RLBEVLNGT-W;VMP16;202210;3648
MY-RLBEVLNGT-W;VMP24;202211;1008
MY-RLBEVLNH-W;VMP24;202210;2400
MY-RLBEVLNH-W;VMP24;202211;3744
MY-RLCVM01-W;VMP18;202210;1152
MY-RLCVM01-W;VMP20;202210;2688
MY-RLCVM01-W;VMP20;202211;5376
MY-RLCVM02-W;VMP18;202210;576
MY-RLCVM02-W;VMP13;202211;2112
MY-RLCVM03-W;VMP18;202210;1152
MY-RLCVM03-W;VMP24;202211;2112
MY-RLCVM03-W;VMP10;202211;192
MY-RLCVM04-W;VMP18;202210;2496
MY-RLCVM04-W;VMP19;202210;192
MY-RLCVM04-W;VMP22;202211;1152
MY-RLCVM05-W;VMP18;202210;2304
MY-RLCVM05-W;VMP10;202210;768
MY-RLCVM05-W;VMP12;202211;576
MY-RLCVM05-W;VMP21;202211;6336
MY-RLCVM06-W;VMP15;202211;576
MY-RLCVM07-W;VMP22;202211;960
MY-RLCVM08-W;VMP17;202210;1344
MY-RLCVM08-W;VMP20;202211;2496
MY-RLEMC01-W;VMP25;202211;864
MY-RLEMC02-W;VMP22;202210;144
MY-RLEMC02-W;VMP26;202211;144
MY-RLEMC03-W;VMP22;202210;1152
MY-RLEMC03-W;VMP26;202211;1872
MY-RLEMC04-W;VMP23;202210;144
MY-RLEMC04-W;VMP26;202211;576
MY-RLEMC05-W;VMP16;202210;432
MY-RLEMC05-W;VMP25;202211;288
MY-RLEMC06-W;VMP15;202210;720
MY-RLEMC06-W;VMP26;202211;432
MY-RLEMC07-W;VMP16;202210;432
MY-RLEMC07-W;VMP01;202211;288
MY-RLEMC08-W;VMP16;202210;576
MY-RLEMC08-W;VMP10;202211;288
MY-RLEMC09-W;VMP26;202211;720
MY-RLEMC10-W;VMP23;202211;576
MY-RLEMC11-W;VMP26;202211;576
MY-RLEMC12-W;VMP16;202210;288
MY-RLEMC12-W;VMP26;202211;144
MY-RLEMC13-W;VMP25;202211;288
MY-RLEMC14-W;VMP21;202210;432
MY-RLEMC14-W;VMP26;202211;432
MY-RLEMC15-W;VMP16;202210;288
MY-RLEMC15-W;VMP21;202210;0
MY-RLEMC15-W;VMP26;202211;144
MY-RLEMC16-W;VMP26;202211;288
MY-RLEMC17-W;VMP26;202211;144
MY-RLEMC18-W;VMP26;202211;288
MY-RLEVCL02-W;VMP15;202210;2112
MY-RLEVCL03-W;VMP26;202211;3264
MY-RLIPGC02-W;VMP26;202211;192
MY-RLIPMLMP01-W;VMP25;202211;132
MY-RLIPMLMP02-W;VMP16;202210;264
MY-RLIPMLMP05-W;VMP14;202210;132
MY-RLIPMLMP06-W;VMP26;202211;264
MY-RLIPMLMP07-W;VMP25;202210;132
MY-RLIPMLMP08-W;VMP18;202210;132
MY-RLIPMLMP09-W;VMP18;202210;132
MY-RLIPMLMP09-W;VMP26;202211;132
MY-RLIPMMS01-W;VMP15;202210;156
MY-RLIPMMS01-W;VMP15;202211;312
MY-RLIPMMS02-W;VMP15;202210;468
MY-RLIPMMS03-W;VMP16;202210;312
MY-RLIPMMS04-W;VMP26;202211;156
MY-RLIPMMS05-W;VMP15;202210;312
MY-RLREMA02-W;VMP26;202211;1152
MY-RLREMA03-W;VMP15;202211;432
MY-RLREMA04-W;VMP25;202211;2016
MY-RLREMA05-W;VMP25;202211;1440
MY-RLREMA09-W;VMP26;202211;1296
MY-RLREMA16-W;VMP18;202210;2016
MY-RLREMA16-W;VMP25;202211;1296
MY-RLREMA17-W;VMP21;202210;576
MY-RLREMA18-W;VMP18;202210;1440
MY-RLREMA18-W;VMP25;202211;432
MY-RLREMO23-W;VMP17;202210;2160
MY-RLREMO43-W;VMP26;202211;1152
MY-RLREMO46-W;VMP26;202211;288
MY-RMAGNC-W;VMP14;202210;120
MY-RMAHC-W;VMP22;202210;3690
MY-RMAHC-W;VMP24;202211;7830
MY-RMASKEEAL-W;VMP23;202210;1728
MY-RMASKEEAL-W;VMP23;202211;4536
MY-RMASKEEPC-W;VMP25;202211;576
MY-RMPBNS-W;VMP22;202210;6228
MY-RMPBSPF-W;TUP08;202211;46404
MY-RPRMIPPF-W;VMP15;202210;726
MY-RPRMIPPF-W;VMP24;202211;264
MY-RREMEEM-W;VMP14;202210;990
MY-RREMEEM-W;VMP26;202211;810
MY-RREMSCMWN1-W;VMP17;202210;1400
MY-RREMSCMWN2-W;BOP03;202210;3888
MY-RSRMCD-W;BOP06;202211;15240
MY-RTCIPMFPF11-W;PNP04;202210;576
MY-RTCIPMFPF13-W;VMP17;202210;432
MY-RTCIPMFPF13-W;VMP25;202211;240
MY-RTCRE01-W;PNP04;202210;1451
MY-RTCRE02-W;PNP04;202210;1500
MY-RTCRE02-W;PNP04;202211;1440
MY-RTCRE04-W;PNP04;202210;1320
MY-RTCRE04-W;PNP04;202210;3000
MY-SRMRWSPTEN2-W;VMP25;202211;20
MY-SSSBAT30-EM;VMP10;202211;0
MY-SSSBAT30-EM;VMP10;202211;3420
MY-TCR3LLF01-W;VMP25;202211;3528
MY-TCR3LLF03-W;PNP01;202210;4392
MY-TCR3LLF04-W;VMP10;202211;3384
MY-TWCCLFTA-W;VMP21;202210;756
MY-TWCCLFTA-W;VMP15;202211;1332
MY-TWCCLFTB-W;VMP10;202210;1296
MY-TWCCLFTB-W;VMP23;202211;3744
MY-TWCCLFTC-W;VMP20;202210;1800
MY-TWCCLFTC-W;VMP13;202211;3564
MY-TWCCLFTD-W;VMP20;202210;756
MY-TWCCLFTD-W;VMP13;202211;2592
MY-TWCCLFTD-W;VMP20;202211;756
MY-TWCCLFTE-W;VMP10;202210;288
MY-TWCCLFTF-W;VMP22;202210;288
MY-TWCCLFTF-W;VMP10;202211;1044
MY-TWCCLFTG-W;VMP13;202211;216
MY-UVSAFE-W;BLP01;202210;1484
MY-UVSAFE-W;BLP01;202210;1456
MY-UVSASP-W;VMP25;202211;6573
MY-UVSESG-W;BLP01;202210;21876
MY-UVSESG-W;TUP05;202210;22398
MY-UVSESG-W;BLP01;202210;22540
MY-UVSESG-W;TUP05;202210;22624
MY-UVSESG-W;BLP01;202211;1232
MY-UVSESG-W;BLP01;202211;18508
MY-UVSESG-W;TUP09;202211;22184
MZ-W1M2-W150ML;EMP07;202211;816
MZ-W1M2-W150ML;EMP17;202211;120
P-BIGA-MO;VMP21;202210;500
P-BIGB-MO;VMP21;202210;500
P-BSFTRRP-EM;BOP03;202211;0
P-BSFTRRP-EM;BOP04;202211;15420
P-KP4-KA;VMP16;202211;335
P-KP4-KA;VMP18;202211;1184
P-KP5-KA;VMP12;202211;1892
P-LHRM-W;VMP10;202210;28
P-LHRM-W;VST02;202211;230
PRM-IPPF-W20ML;TUP06;202211;3102
PRM-VCPM-MO20ML;TUP07;202211;3660
REM-EEM-W100ML;BOP05;202210;11891
REM-PBTUMW-W;BOP03;202210;11200
REM-PBTUMW-W;BOP03;202210;20916
REM-PBTUMW-W;BOP03;202211;11284
REM-PBTUMW-W;BOP03;202211;11620
REM-RBSMWN1-EM;BOP03;202210;9324
REM-RBSMWN1-EM;BOP03;202210;9688
REM-RBSMWN1-EM;BOP03;202211;9100
REM-RBSMWN2-EM;BOP04;202210;18240
REM-RPBTUMW-W;BOP03;202211;0
REM-SBMW-W100ML;BOP03;202211;11536
REM-SBMW-W100ML;BOP03;202211;11620
REM-SBMW-W240ML;BOP03;202210;4752
REM-SBMW-W240ML;BOP03;202210;4824
REM-SBMW-W240ML;BOP03;202210;5328
REM-SBMW-W240ML;BOP03;202211;4860
REM-SBRMW-EM;BOP03;202211;3474
S-A1SEC-W;BOP01;202210;15984
S-A1SEC-W;BOP01;202211;16368
S-A1SEC-W;BOP01;202211;16392
S-A1SEC-W;BOP01;202211;16416
S-DFSEC-W;BOP01;202211;15768
SGL-P1-P200;CUP01;202210;72
SGL-P1-P200;EMP02;202210;384
S-NSSEC-W;BOP01;202211;16272
S-P1A2-P200;BOP09;202210;4704
S-P1L-P2;EMP02;202210;135
SRM-BSS-EM;BOP05;202210;31824
SRM-BSSN2-EM;BLP01;202210;3420
SRM-BSSN2-EM;BLP01;202210;30636
SRM-BSSN2-EM;TUP08;202210;20936
SRM-BSSN2-EM;TUP08;20229;132008.2
SRM-BSSN2-EM;BLP01;202210;27792
SRM-BSSN2-EM;BLP01;202210;6876
SRM-BSSN2-EM;TUP08;202210;34568
SRM-BSSN2-EM;BLP01;202211;23040
SRM-BSSN2-EM;BLP01;202211;11268
SRM-BSSN2-EM;TUP08;202211;34552
SRM-CABN2-W;EMP07;202210;2588
SRM-CD-W17ML;BOP06;202211;27690
SRM-H-MO33ML;EMP03;202210;520
SRM-H-MO33ML;EMP03;202210;8320
SRM-MPAOC-EM;EMP07;202210;3348
SRM-PB-W;TUP08;20229;130
SRM-PGN2-OMG;VMN02;202211;200
SRM-RLSAN1-W;BOP06;202210;24364.704
SRM-RLSAN2-W;BLP01;20229;13740
SRM-RLSAN2-W;BLP01;202210;53280
SRM-RLSAN2-W;TUP08;202210;52975
SRM-RLSAN2-W;BLP01;202211;109920
SRM-RLSAN2-W;TUP08;202211;109828
SRM-RWSIBS-W;EMP01;202210;31325
SRM-RWSIBS-W;EMP01;202211;7475
SRM-RWSIBS-W;EMP07;202210;4500
SRM-RWSIBS-W;EMP01;202211;44250
SRM-RWSPTEN1-W;BOP05;202210;16325
SRM-SC-TA;EMP07;202210;52
SRM-SC-TA;EMP02;202211;49
SRM-SC-TA;EMP17;202211;0
SS-SBAT30-EM;TUP05;202210;36576
SS-SBAT30-EM;TUP03;202211;29664
SS-SBAT30-EM;TUP04;202211;15516
SS-SBAT30-EM;TUP05;202211;1764
SS-SBAT30-EM;TUP05;202211;47952
SS-SBAT30-EM;TUP05;202211;37620
SS-SBSP30-EM;TUP03;202211;7272
SS-UVSASP-W;BLP01;20229;819
SS-UVSDSPB-W;TUP09;20229;0
SS-UVSDSPB-W;BLP01;202210;10780
SS-UVSDSPB-W;BLP01;202211;54712
SS-UVSDSPB-W;BLP01;202211;2940
SS-UVSDSPB-W;TUP05;202210;43672
SS-UVSDSPB-W;TUP05;202211;0
SS-UVSDSPB-W;TUP06;202210;22260
SS-UVSDSPB-W;BLP01;202211;67508
SS-UVSDSPB-W;TUP02;202210;3584
SS-UVSDSPB-W;TUP02;202211;44442
SS-UVSDSPB-W;TUP06;202211;22794
SS-UVSDSPB-W;BLP01;202211;67900
SS-UVSDSPB-W;TUP09;202211;67913
SS-UVSDSPB-W;BLP01;202211;18368
SS-UVSDSPB-W;BLP01;202211;45622
SS-UVSDSPB-W;TUP05;202211;67156
S-USSEC-W;BOP01;202211;16104
S-USSEC-W;BOP01;202211;3312
TC-FC-MO14G;PCP03;202210;1440
TC-IPMFPF11-W13G;PNP04;202210;1195
TC-PC02-MO12G;PNP04;202210;1372
TC-PC02-MO12G;PNP04;202210;1440
TC-PC05-MO12G;PNP04;202210;576
TC-PC06-MO12G;PNP04;202210;576
TC-PC07-MO12G;PNP04;202210;569
TC-PC08-MO12G;PNP04;202210;1415
TC-PMC21-MO12G;PNP04;202210;1200
TC-PMN10-MO12G;PNP04;202211;1200
TC-PMN20-MO;PNP04;202210;1200
TC-PMN20-MO;PNP04;202210;1200
TC-PMN30-MO12G;PNP04;202210;1200
TC-PMN30-MO12G;PNP04;202210;122012.3
TC-PMN30-MO12G;PNP04;202210;1200
TC-PMW22-MO12G;PNP04;202211;1200
TC-PMW22-MO12G;PNP04;202211;1200
TC-PMW30-MO;PNP04;202211;1200
TC-PMW30-MO;PNP04;202211;1200
TC-PMW33-MO12G;PNP04;202210;1200
TC-PMW33-MO12G;PNP04;202211;1200
TC-PMW42-MO12G;PNP04;202210;1200
TC-PPHC-MO8X3,5G;PCP05;202210;288
TC-R3LEC03-W;PNP04;202210;1368
TC-R3LEC03-W;PNP01;202210;36
TC-R3LEC04-W;PNP01;202210;2880
TC-R3LLF01-W;PNP01;202211;7308
TC-R3LLF02-W;PNP01;202210;7367
TC-R3LLF02-W;PNP01;202210;7454
TC-R3LLF02-W;PNP01;202210;7392
TC-R3LLF02-W;PNP01;202210;7520
TC-R3LLF02-W;PNP01;202211;7409
TC-R3LLF02-W;PNP01;202211;7563
TC-R3LLF03-W;PNP01;202210;7541
TC-R3LLF03-W;PNP01;202211;7491
TC-R3LLF03-W;PNP01;202211;7443
TC-R3LLF04-W;PNP01;202211;7353
TC-R3LLF04-W;PNP01;202211;7488
TC-R3LLF06-W;PNP01;202210;2876
TC-R3LLF06-W;PNP01;202210;805
TC-R3LLF06-W;PNP01;202211;2065
TC-RE02-W;PNP04;202210;2580
TC-RE02-W;PNP04;202210;4115
TC-RE02-W;PNP04;202210;3750
TC-RE02-W;PNP04;202210;3600
TC-RE02-W;PNP04;202210;1620
TC-RE02-W;PNP04;202210;2888
TC-RIPMFPF11-W;PNP04;202211;1195
TC-RIPMFPF12-W;PNP04;202211;1195
TC-RIPMFPF13-W;PNP04;202210;372
TC-RIPMFPF13-W;PNP04;202210;2523
TC-RPC01-MO12G;PNP04;202211;1415
TC-RPC02-MO12G;PNP04;202210;1471
TC-RPC02-MO12G;PNP04;202211;1421
TC-RPC03-MO12G;PNP04;202210;542
TC-RPC04-MO12G;PNP04;202210;1422
