"Korporat Code","Variant Seller/Vendor/Reference","Variant Seller/Percentage","Variant Seller/Delivery Lead Time","Variant Seller/QC Leadtime in days","Variant Seller/Min Qty","Variant Seller/Lot Size","Variant Seller/Vendor/Display Name","Variant Seller/Purchase Start Date","Variant Seller/Purchase End Date","Variant Seller/Incoterms","Variant Seller/Company/Display Name"
"","2100094","1.0","12","2","175.0","175.0","BASF DISTRIBUTION INDONESIA, PT","2021-01-25","2022-05-06","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100094","1.0","12","2","175.0","175.0","BASF DISTRIBUTION INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"EMU-CTLE-X","2100094","1.0","20","2","760.0","190.0","BASF DISTRIBUTION INDONESIA, PT","2021-08-02","2022-02-11","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100094","1.0","20","2","760.0","190.0","BASF DISTRIBUTION INDONESIA, PT","2021-08-02","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"EMU-COE-X","2100094","1.0","18","2","165.0","165.0","BASF DISTRIBUTION INDONESIA, PT","2021-01-25","2022-05-06","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100094","1.0","18","2","165.0","165.0","BASF DISTRIBUTION INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100094","1.0","18","2","165.0","165.0","BASF DISTRIBUTION INDONESIA, PT","2021-01-25","2022-02-02","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-CTOSFT-X","2100094","1.0","6","2","175.0","175.0","BASF DISTRIBUTION INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"EMU-CSF-X","2100094","1.0","18","2","175.0","175.0","BASF DISTRIBUTION INDONESIA, PT","2021-01-25","2022-04-19","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100094","1.0","18","2","175.0","175.0","BASF DISTRIBUTION INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100094","1.0","18","2","175.0","175.0","BASF DISTRIBUTION INDONESIA, PT","2021-01-25","2022-02-02","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-CTOULT-X","2100094","1.0","6","2","20.0","20.0","BASF DISTRIBUTION INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"EMU-CULT-X","2100094","1.0","18","2","20.0","20.0","BASF DISTRIBUTION INDONESIA, PT","2021-01-25","2021-12-29","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100094","1.0","18","2","20.0","20.0","BASF DISTRIBUTION INDONESIA, PT","2021-01-25","2022-04-04","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100094","1.0","18","2","20.0","20.0","BASF DISTRIBUTION INDONESIA, PT","2021-01-25","","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"CHA-CRPD-X","2100050","1.0","20","7","5.0","5.0","KEMIKO INDONESIA, PT","2021-01-25","","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"SUNS-CHMOS-X","2100098","1.0","6","7","200.0","200.0","NAMSIANG DISTRIBUTION INDONESIA, PT","2021-09-06","2022-06-16","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100112","1.0","6","7","200.0","200.0","NAMSIANG TRADING INDONESIA, PT","2022-06-20","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SCRU-CMS40G-X","2100041","1.0","2","2","20.0","20.0","INDOKEMIKA JAYATAMA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SCRU-CHEMPE20-X","2100041","1.0","2","2","20.0","20.0","INDOKEMIKA JAYATAMA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"ALUM--ACH-K","2100052","1.0","12","2","272.0","272.0","LAUTAN LUAS, PT","2021-01-25","2022-01-14","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100052","1.0","12","2","272.0","272.0","LAUTAN LUAS, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"CHOL-UNFP-X","2308095","1.0","20","2","25.0","25.0","CRODA TRADING INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"CIRE---K","2100057","1.0","16","2","20.0","20.0","MEGA SETIA AGUNG KIMIA, PT","2021-01-25","2022-07-22","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100057","1.0","16","2","20.0","20.0","MEGA SETIA AGUNG KIMIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"WAX-CRBLE-X","2100062","1.0","16","2","20.0","20.0","NARDEVCHEM KEMINDO, PT","2021-01-25","2021-03-14","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SURF-CTISL-X","2308095","1.0","20","2","20.0","20.0","CRODA TRADING INDONESIA, PT","2021-06-21","2021-07-07","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2308095","1.0","20","2","20.0","20.0","CRODA TRADING INDONESIA, PT","2021-06-21","2022-04-19","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2308095","1.0","20","2","20.0","20.0","CRODA TRADING INDONESIA, PT","2021-06-15","2021-06-18","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2308095","1.0","20","2","20.0","20.0","CRODA TRADING INDONESIA, PT","2021-06-21","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"GLYC-MS-CGGMS N/EB25","2308095","1.0","20","2","25.0","25.0","CRODA TRADING INDONESIA, PT","2021-01-25","2021-12-16","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2308095","1.0","20","2","25.0","25.0","CRODA TRADING INDONESIA, PT","2021-01-25","2022-03-23","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2308095","1.0","20","2","25.0","25.0","CRODA TRADING INDONESIA, PT","2021-01-25","2022-04-15","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2308095","1.0","20","2","25.0","25.0","CRODA TRADING INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"DISP-CTRLPLM-X","2308095","1.0","12","","190.0","190.0","CRODA TRADING INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-CTML360-X","2100021","1.0","6","2","5.0","5.0","DKSH INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"EMU-C316-X","2100021","1.0","20","2","5.0","5.0","DKSH INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"EMU-CTL3-X","2100021","1.0","20","2","15.88","15.88","DKSH INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"ASAM-A-CAAH-K","2100031","1.0","16","2","50.0","25.0","GLOBAL CHEMINDO MEGATRADING, PT","2021-01-25","2022-01-14","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100031","1.0","16","2","50.0","25.0","GLOBAL CHEMINDO MEGATRADING, PT","2021-01-25","2022-04-15","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100031","1.0","16","2","50.0","25.0","GLOBAL CHEMINDO MEGATRADING, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"CLAI-II-IC-K","2100058","1.0","12","2","5.0","5.0","MENJANGAN SAKTI, PT","2021-01-25","2022-02-25","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100058","1.0","12","2","5.0","5.0","MENJANGAN SAKTI, PT","2021-01-25","","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-CM1500-X","2100054","1.0","2","2","25.0","25.0","MANE INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"WARN-CLOGB--K","2100025","1.0","16","2","25.0","25.0","DWIPAR LOKA AYU, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"WARN-CLOSG--K","2100025","1.0","16","2","25.0","25.0","DWIPAR LOKA AYU, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"WARN-CB--K","2100025","1.0","16","2","25.0","25.0","DWIPAR LOKA AYU, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"WARN-CCCLOC--K","2100025","1.0","16","2","25.0","25.0","DWIPAR LOKA AYU, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"WARN-CLOG222--K","2100025","1.0","16","2","25.0","25.0","DWIPAR LOKA AYU, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"WARN-CLONAR-424CB-K","2100025","1.0","16","2","25.0","25.0","DWIPAR LOKA AYU, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"WARN-CLOV--K","2100025","1.0","16","2","25.0","25.0","DWIPAR LOKA AYU, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"CLOV-BOS873-X","2304999","1.0","4","","25.0","25.0","INDESSO AROMA, PT","2022-06-27","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2304999","1.0","4","","20.0","20.0","INDESSO AROMA, PT","2022-06-27","2022-07-05","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2304999","1.0","4","","5.0","5.0","INDESSO AROMA, PT","2022-06-27","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"EXTR-CCNWE-X","2100037","1.0","8","","25.0","25.0","HALDIN PACIFIC SEMESTA, PT","2021-12-27","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-CCNWTR-X","2100037","1.0","1","","0.1","0.1","HALDIN PACIFIC SEMESTA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"CRSB-850077-X","2304999","1.0","4","","20.0","20.0","INDESSO AROMA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"WARN-COLOMCBK-X","2100040","1.0","15","","25.0","25.0","IMCD INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100111","1.0","18","2","25.0","25.0","AZELIS INDONESIA DISTRIBUSI, PT","2021-11-22","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100111","1.0","18","2","25.0","25.0","AZELIS INDONESIA DISTRIBUSI, PT","2021-11-22","","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100059","1.0","18","2","25.0","25.0","PT MERCK CHEMICALS AND LIFE SCIENCES","2021-01-25","2021-11-26","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100111","1.0","18","2","1.0","1.0","AZELIS INDONESIA DISTRIBUSI, PT","2021-11-22","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"WARN-CLDB-","2100111","1.0","16","2","20.0","20.0","AZELIS INDONESIA DISTRIBUSI, PT","2021-11-22","2022-06-24","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100059","1.0","16","2","20.0","20.0","PT MERCK CHEMICALS AND LIFE SCIENCES","2021-01-25","2021-11-26","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100111","1.0","16","2","20.0","20.0","AZELIS INDONESIA DISTRIBUSI, PT","2021-11-22","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100111","1.0","16","2","20.0","20.0","AZELIS INDONESIA DISTRIBUSI, PT","2021-11-22","","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"WARN-CMGT-","2100059","1.0","18","2","25.0","25.0","PT MERCK CHEMICALS AND LIFE SCIENCES","2021-01-25","2021-11-26","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100040","1.0","15","","25.0","25.0","IMCD INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100111","1.0","18","2","25.0","25.0","AZELIS INDONESIA DISTRIBUSI, PT","2021-11-22","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"WARN-CLRBDX-X","2100059","1.0","16","2","25.0","25.0","PT MERCK CHEMICALS AND LIFE SCIENCES","2021-01-25","2021-11-26","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100111","1.0","16","2","25.0","25.0","AZELIS INDONESIA DISTRIBUSI, PT","2021-11-22","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"EXTR-CHEN-X","2308095","1.0","20","7","25.0","25.0","CRODA TRADING INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-CPKOD-X","2100094","1.0","6","2","200.0","200.0","BASF DISTRIBUTION INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SURF-CPKOD-X","2100006","1.0","8","2","200.0","200.0","BAHTERA ADI JAYA, PT","2021-01-25","2022-02-02","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100006","1.0","8","2","200.0","200.0","BAHTERA ADI JAYA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-CTPSMOD-X","2100100","1.0","8","2","50.0","50.0","INDOWAN ADISENTOSA, PT","2021-07-12","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100100","1.0","8","2","25.0","25.0","INDOWAN ADISENTOSA, PT","2021-07-12","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-CW162-X","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-CORN---K","2100085","1.0","6","2","0.1","0.1","TRITUNGGAL ARTHA MAKMUR, PT","","2022-02-11","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100085","1.0","6","2","0.1","0.1","TRITUNGGAL ARTHA MAKMUR, PT","","2022-07-14","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100085","1.0","6","2","0.1","0.1","TRITUNGGAL ARTHA MAKMUR, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"CORN-SUNAR-X","2100085","1.0","12","2","25.0","25.0","TRITUNGGAL ARTHA MAKMUR, PT","2021-05-31","2022-05-13","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"CORN---K","2100085","1.0","12","7","25.0","25.0","TRITUNGGAL ARTHA MAKMUR, PT","2021-01-25","2021-06-17","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100085","1.0","12","7","25.0","25.0","TRITUNGGAL ARTHA MAKMUR, PT","2021-01-25","2022-02-11","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100085","1.0","12","7","25.0","25.0","TRITUNGGAL ARTHA MAKMUR, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"THIC-CMDSP-X","2100094","1.0","12","2","25.0","25.0","BASF DISTRIBUTION INDONESIA, PT","2021-01-25","2022-02-18","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100094","1.0","12","2","25.0","25.0","BASF DISTRIBUTION INDONESIA, PT","2021-01-25","2022-05-06","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100094","1.0","12","2","25.0","25.0","BASF DISTRIBUTION INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"CHAM-COSM-","2100058","1.0","12","2","5.0","5.0","MENJANGAN SAKTI, PT","2021-01-25","2022-02-25","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100058","1.0","12","2","5.0","5.0","MENJANGAN SAKTI, PT","2021-01-25","","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"CLR-CWBW-X","2100009","1.0","6","2","2.0","2.0","BEHN MEYER CHEMICAL, PT","2021-01-25","","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"CLR-CWBFBW-X","2100009","1.0","6","2","2.0","2.0","BEHN MEYER CHEMICAL, PT","2021-01-25","","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-CW305W-X","2100009","1.0","6","2","0.1","0.1","BEHN MEYER CHEMICAL, PT","","","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"CLR-CWR35-X","2100009","1.0","6","2","2.0","2.0","BEHN MEYER CHEMICAL, PT","2021-01-25","","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"CLR-CWRSW-X","2100009","1.0","6","2","2.0","2.0","BEHN MEYER CHEMICAL, PT","2021-01-25","","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-CWTD5W-X","2100009","1.0","6","","0.1","0.1","BEHN MEYER CHEMICAL, PT","","","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"CLR-CWWTDW-X","2100009","1.0","6","2","2.0","2.0","BEHN MEYER CHEMICAL, PT","2021-01-25","","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"SILI-CMSF600-X","2100052","1.0","14","2","20.0","20.0","LAUTAN LUAS, PT","2021-01-25","","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100052","1.0","14","2","20.0","20.0","LAUTAN LUAS, PT","2021-01-25","2022-05-06","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"WARN-9000-","2100085","1.0","12","2","25.0","25.0","TRITUNGGAL ARTHA MAKMUR, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"WARN-CSW-9000S-K","2100085","1.0","12","2","25.0","25.0","TRITUNGGAL ARTHA MAKMUR, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"COSM-168ARV-X","2100050","1.0","12","2","16.0","16.0","KEMIKO INDONESIA, PT","2021-01-25","2021-06-04","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100050","1.0","12","2","5.0","5.0","KEMIKO INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"COSM-222--K","2100050","1.0","12","2","16.0","16.0","KEMIKO INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"COSM-43V--K","2100050","1.0","12","2","16.0","16.0","KEMIKO INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"COSM-CM8-X","2100050","1.0","12","2","17.0","17.0","KEMIKO INDONESIA, PT","2021-02-15","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"COVB-LH8-","2100071","1.0","20","2","1.0","1.0","PITALA GUNAWAN RAYA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"COVA--","2100071","1.0","20","2","5.0","5.0","PITALA GUNAWAN RAYA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100071","1.0","20","2","1.0","1.0","PITALA GUNAWAN RAYA, PT","2021-01-25","2021-09-27","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"EXTR-CRNEGN-X","2100079","1.0","10","7","5.0","5.0","SINERGI MULTI LESTARINDO, PT","2021-04-12","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"CREA-01HPB-X","2100043","1.0","8","2","50.0","25.0","INGREDIENTS PLUS, PT","2021-01-25","","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"CRIL---K","2308095","1.0","20","2","200.0","200.0","CRODA TRADING INDONESIA, PT","2021-01-25","2022-03-23","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2308095","1.0","20","2","200.0","200.0","CRODA TRADING INDONESIA, PT","2021-01-25","2022-04-19","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2308095","1.0","20","2","200.0","200.0","CRODA TRADING INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"CRO2-LA-","2308095","1.0","20","2","50.0","50.0","CRODA TRADING INDONESIA, PT","2021-01-25","2022-02-03","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2308095","1.0","20","2","50.0","50.0","CRODA TRADING INDONESIA, PT","2021-01-25","2022-04-15","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2308095","1.0","20","2","50.0","50.0","CRODA TRADING INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"CRO1-CPS-X","2308095","1.0","20","2","25.0","25.0","CRODA TRADING INDONESIA, PT","2021-02-15","2021-02-21","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2308095","1.0","20","2","25.0","25.0","CRODA TRADING INDONESIA, PT","2021-02-15","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"EMU-CDAJ-X","2308095","1.0","20","2","17.0","17.0","CRODA TRADING INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2308095","1.0","20","2","17.0","17.0","CRODA TRADING INDONESIA, PT","2021-01-25","2022-04-19","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"IPM-CRDSG-X","2308095","1.0","20","2","175.0","175.0","CRODA TRADING INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2308095","1.0","20","2","175.0","175.0","CRODA TRADING INDONESIA, PT","2021-01-25","2022-04-15","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2308095","1.0","20","2","175.0","175.0","CRODA TRADING INDONESIA, PT","2021-01-25","2022-04-15","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"CRO1-ML-","2308095","1.0","20","2","50.0","50.0","CRODA TRADING INDONESIA, PT","2021-01-25","2022-02-03","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2308095","1.0","20","2","50.0","50.0","CRODA TRADING INDONESIA, PT","2021-01-25","2022-04-19","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2308095","1.0","20","2","50.0","50.0","CRODA TRADING INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"CRO1-OPLQS-X","2308095","1.0","6","","175.0","175.0","CRODA TRADING INDONESIA, PT","2022-01-31","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"CRO1-SS-","2308095","1.0","20","2","10.0","10.0","CRODA TRADING INDONESIA, PT","2021-01-25","2022-02-01","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2308095","1.0","20","2","10.0","10.0","CRODA TRADING INDONESIA, PT","2021-01-25","2022-04-15","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2308095","1.0","20","2","10.0","10.0","CRODA TRADING INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"EMU-STS-","2308095","1.0","20","2","25.0","25.0","CRODA TRADING INDONESIA, PT","2021-01-25","2021-09-23","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2308095","1.0","20","2","25.0","25.0","CRODA TRADING INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"ACTI-CBSS-AM","2308095","1.0","20","7","25.0","25.0","CRODA TRADING INDONESIA, PT","2021-04-19","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-CMOMT-X","2308095","1.0","6","2","0.1","0.1","CRODA TRADING INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"EXTR-CMRCCMT-X","2308095","1.0","20","7","10.0","10.0","CRODA TRADING INDONESIA, PT","2021-01-25","2022-04-19","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2308095","1.0","20","7","10.0","10.0","CRODA TRADING INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-CAEM1R101-PKG","2100054","1.0","2","2","25.0","25.0","MANE INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"EXTR-CUMGLY-X","2100037","1.0","4","7","25.0","25.0","HALDIN PACIFIC SEMESTA, PT","2021-01-25","2022-07-14","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100037","1.0","4","7","25.0","25.0","HALDIN PACIFIC SEMESTA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PEAR-CTNAGS-X","2100094","1.0","8","","20.0","20.0","BASF DISTRIBUTION INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"WAX-CTHRFL-X","2100094","1.0","18","2","20.0","20.0","BASF DISTRIBUTION INDONESIA, PT","2021-02-15","2022-02-18","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100094","1.0","18","2","20.0","20.0","BASF DISTRIBUTION INDONESIA, PT","2021-02-15","2022-05-06","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100094","1.0","18","2","20.0","20.0","BASF DISTRIBUTION INDONESIA, PT","2021-02-15","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100094","1.0","18","2","20.0","20.0","BASF DISTRIBUTION INDONESIA, PT","2021-02-15","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
