Code/Header;Type;Component code;Type;Coefficient;UOM of Header;UOM of Component;Loos%;No.;Start date;End date
L-CLADC05-W;FG;CAPA-WCADLPR0-W;PM;1;Pc(s);Pc(s);0.0498687664;4007;;
L-CLADC05-W;FG;DUS-CADLP16R0-W;PM;1;Pc(s);Pc(s);0.0498687664;4008;;
L-CLADC05-W;FG;IBOX-CADLPATWER0-W;PM;0.08333;Pc(s);Pc(s);0.0498687664;4009;;
L-CLADC05-W;FG;KB-WIOTAR1-W;PM;0.00694;Pc(s);Pc(s);0.0498687664;4010;;
L-CLADC05-W;FG;STIC-BCADLP16R0-W;PM;1;Pc(s);Pc(s);0.0498687664;4011;;
L-CLADC05-W;FG;STIC-QCADLP16R0-W;PM;1;Pc(s);Pc(s);0.0498687664;4012;;
L-CLSA-W;FG;BOTO-PSCRMSR0-W;PM;1;Pc(s);Pc(s);0.05010309278;4013;;
L-CLSA-W;FG;CAPA-PSCRMSR0-W;PM;1;Pc(s);Pc(s);0.05010309278;4014;;
L-CLSA-W;FG;WIPE-PSCRMSR0-W;PM;1;Pc(s);Pc(s);0.05010309278;4015;;
L-CLSB-W;FG;BOTO-PSCRMSR0-W;PM;1;Pc(s);Pc(s);0.05010309278;4016;;
L-CLSB-W;FG;CAPA-PSCRMSR0-W;PM;1;Pc(s);Pc(s);0.05010309278;4017;;
L-CLSB-W;FG;WIPE-PSCRMSR0-W;PM;1;Pc(s);Pc(s);0.05010309278;4018;;
L-CLSC-W;FG;BOTO-PSCRMSR0-W;PM;1;Pc(s);Pc(s);0.05010309278;4019;;
L-CLSC-W;FG;CAPA-PSCRMSR0-W;PM;1;Pc(s);Pc(s);0.05010309278;4020;;
L-CLSC-W;FG;WIPE-PSCRMSR0-W;PM;1;Pc(s);Pc(s);0.05010309278;4021;;
L-CLSD-W;FG;BOTO-PSCRMSR0-W;PM;1;Pc(s);Pc(s);0.05010309278;4022;;
L-CLSD-W;FG;CAPA-PSCRMSR0-W;PM;1;Pc(s);Pc(s);0.05010309278;4023;;
L-CLSD-W;FG;WIPE-PSCRMSR0-W;PM;1;Pc(s);Pc(s);0.05010309278;4024;;
L-CLSE-W;FG;BOTO-PSCRMSR0-W;PM;1;Pc(s);Pc(s);0.05010309278;4025;;
L-CLSE-W;FG;CAPA-PSCRMSR0-W;PM;1;Pc(s);Pc(s);0.05010309278;4026;;
L-CLSE-W;FG;WIPE-PSCRMSR0-W;PM;1;Pc(s);Pc(s);0.05010309278;4027;;
L-CLSF-W;FG;BOTO-PSCRMSR0-W;PM;1;Pc(s);Pc(s);0.05010309278;4028;;
L-CLSF-W;FG;CAPA-PSCRMSR0-W;PM;1;Pc(s);Pc(s);0.05010309278;4029;;
L-CLSF-W;FG;WIPE-PSCRMSR0-W;PM;1;Pc(s);Pc(s);0.05010309278;4030;;
L-CM01-EM5.5GR;FG;BOTO-PCMR1-E;PM;1;Pc(s);Pc(s);0.02994791667;4031;;
L-CM01-EM5.5GR;FG;CAPA-CMR0-EM;PM;1;Pc(s);Pc(s);0.02994791667;4032;;
L-CM01-EM5.5GR;FG;DUS-CMCCR1-EILD;PM;1;Pc(s);Pc(s);0.02994791667;4033;;
L-CM01-EM5.5GR;FG;DUS-CMCCR2-E;PM;1;Pc(s);Pc(s);0.02994791667;4033;;
L-CM01-EM5.5GR;FG;IBOX-12EE-ED31;PM;0.08333;Pc(s);Pc(s);0.02994791667;4034;;
L-CM01-EM5.5GR;FG;KB-ECR1-KMK125CF;PM;0.00694;Pc(s);Pc(s);0.02994791667;4035;;
L-CM01-EM5.5GR;FG;STIC-BOTCMCCR1-EOPP;PM;1;Pc(s);Pc(s);0.02994791667;4036;;
L-CM01-EM5.5GR;FG;STIC-BOTCMCCR2-EOPP;PM;1;Pc(s);Pc(s);0.02994791667;4036;;
L-CM02-EM5.5GR;FG;BOTO-PCMR1-E;PM;1;Pc(s);Pc(s);0.02994791667;4037;;
L-CM02-EM5.5GR;FG;CAPA-CMR0-EM;PM;1;Pc(s);Pc(s);0.02994791667;4038;;
L-CM02-EM5.5GR;FG;DUS-CMFWR1-EILD;PM;1;Pc(s);Pc(s);0.02994791667;4039;;
L-CM02-EM5.5GR;FG;DUS-CMFWR2-E;PM;1;Pc(s);Pc(s);0.02994791667;4039;;
L-CM02-EM5.5GR;FG;IBOX-12EE-ED31;PM;0.08333;Pc(s);Pc(s);0.02994791667;4040;;
L-CM02-EM5.5GR;FG;KB-ECR1-KMK125CF;PM;0.00694;Pc(s);Pc(s);0.02994791667;4041;;
L-CM02-EM5.5GR;FG;STIC-BOTCMFWR1-EOPP;PM;1;Pc(s);Pc(s);0.02994791667;4042;;
L-CM02-EM5.5GR;FG;STIC-BOTCMFWR2-EOPP;PM;1;Pc(s);Pc(s);0.02994791667;4042;;
L-CM03-EM5.5GR;FG;BOTO-PCMR1-E;PM;1;Pc(s);Pc(s);0.02994791667;4043;;
L-CM03-EM5.5GR;FG;CAPA-CMR0-EM;PM;1;Pc(s);Pc(s);0.02994791667;4044;;
L-CM03-EM5.5GR;FG;DUS-CMMVR2-E;PM;1;Pc(s);Pc(s);0.02994791667;4045;;
L-CM03-EM5.5GR;FG;IBOX-12EE-ED31;PM;0.08333;Pc(s);Pc(s);0.02994791667;4046;;
L-CM03-EM5.5GR;FG;KB-ECR1-KMK125CF;PM;0.00694;Pc(s);Pc(s);0.02994791667;4047;;
L-CM03-EM5.5GR;FG;STIC-BOTCMMVR1-EOPP;PM;1;Pc(s);Pc(s);0.02994791667;4048;;
L-CM03-EM5.5GR;FG;STIC-BOTCMMVR2-EOPP;PM;1;Pc(s);Pc(s);0.02994791667;4048;;
L-CM04-EM5.5GR;FG;BOTO-PCMR1-E;PM;1;Pc(s);Pc(s);0.02994791667;4049;;
L-CM04-EM5.5GR;FG;CAPA-CMR0-EM;PM;1;Pc(s);Pc(s);0.02994791667;4050;;
L-CM04-EM5.5GR;FG;DUS-CMFBR1-EILD;PM;1;Pc(s);Pc(s);0.02994791667;4051;;
L-CM04-EM5.5GR;FG;DUS-CMFBR2-E;PM;1;Pc(s);Pc(s);0.02994791667;4051;;
L-CM04-EM5.5GR;FG;IBOX-12EE-ED31;PM;0.08333;Pc(s);Pc(s);0.02994791667;4052;;
L-CM04-EM5.5GR;FG;KB-ECR1-KMK125CF;PM;0.00694;Pc(s);Pc(s);0.02994791667;4053;;
L-CM04-EM5.5GR;FG;STIC-BOTCMFBR1-EOPP;PM;1;Pc(s);Pc(s);0.02994791667;4054;;
L-CM04-EM5.5GR;FG;STIC-BOTCMFBR2-EOPP;PM;1;Pc(s);Pc(s);0.02994791667;4054;;
L-CM05-EM5.5GR;FG;BOTO-PCMR1-E;PM;1;Pc(s);Pc(s);0.02994791667;4055;;
L-CM05-EM5.5GR;FG;CAPA-CMR0-EM;PM;1;Pc(s);Pc(s);0.02994791667;4056;;
L-CM05-EM5.5GR;FG;DUS-CMFMR1-EILD;PM;1;Pc(s);Pc(s);0.02994791667;4057;;
L-CM05-EM5.5GR;FG;DUS-CMFMR2-E;PM;1;Pc(s);Pc(s);0.02994791667;4057;;
L-CM05-EM5.5GR;FG;IBOX-12EE-ED31;PM;0.08333;Pc(s);Pc(s);0.02994791667;4058;;
L-CM05-EM5.5GR;FG;KB-ECR1-KMK125CF;PM;0.00757;Pc(s);Pc(s);0.02994791667;4059;;
L-CM05-EM5.5GR;FG;STIC-BOTCMFMR1-EOPP;PM;1;Pc(s);Pc(s);0.02994791667;4060;;
L-CM05-EM5.5GR;FG;STIC-BOTCMFMR2-EOPP;PM;1;Pc(s);Pc(s);0.02994791667;4060;;
L-CM06-EM5.5GR;FG;BOTO-PCMR1-E;PM;1;Pc(s);Pc(s);0.02994791667;4061;;
L-CM06-EM5.5GR;FG;CAPA-CMR0-EM;PM;1;Pc(s);Pc(s);0.02994791667;4062;;
L-CM06-EM5.5GR;FG;DUS-CMJBR2-E;PM;1;Pc(s);Pc(s);0.02994791667;4063;;
L-CM06-EM5.5GR;FG;IBOX-12EE-ED31;PM;0.08333;Pc(s);Pc(s);0.02994791667;4064;;
L-CM06-EM5.5GR;FG;KB-ECR1-KMK125CF;PM;0.00694;Pc(s);Pc(s);0.02994791667;4065;;
L-CM06-EM5.5GR;FG;STIC-BOTCMJBR1-EOPP;PM;1;Pc(s);Pc(s);0.02994791667;4066;;
L-CM06-EM5.5GR;FG;STIC-BOTCMJBR2-EOPP;PM;1;Pc(s);Pc(s);0.02994791667;4066;;
L-CM07-EM5.5GR;FG;BOTO-PCMR1-E;PM;1;Pc(s);Pc(s);0.02994791667;4067;;
L-CM07-EM5.5GR;FG;CAPA-CMR0-EM;PM;1;Pc(s);Pc(s);0.02994791667;4068;;
L-CM07-EM5.5GR;FG;DUS-CMTWR2-E;PM;1;Pc(s);Pc(s);0.02994791667;4069;;
L-CM07-EM5.5GR;FG;IBOX-12EE-ED31;PM;0.08333;Pc(s);Pc(s);0.02994791667;4070;;
L-CM07-EM5.5GR;FG;KB-ECR1-KMK125CF;PM;0.00694;Pc(s);Pc(s);0.02994791667;4071;;
L-CM07-EM5.5GR;FG;STIC-BOTCMTWR1-EOPP;PM;1;Pc(s);Pc(s);0.02994791667;4072;;
L-CM07-EM5.5GR;FG;STIC-BOTCMTWR2-EOPP;PM;1;Pc(s);Pc(s);0.02994791667;4072;;
L-CM08-EM5.5GR;FG;BOTO-PCMR1-E;PM;1;Pc(s);Pc(s);0.02994791667;4073;;
L-CM08-EM5.5GR;FG;CAPA-CMR0-EM;PM;1;Pc(s);Pc(s);0.02994791667;4074;;
L-CM08-EM5.5GR;FG;DUS-CMPSR1-E;PM;1;Pc(s);Pc(s);0.02994791667;4075;;
L-CM08-EM5.5GR;FG;IBOX-12EE-ED31;PM;0.08333;Pc(s);Pc(s);0.02994791667;4076;;
L-CM08-EM5.5GR;FG;KB-ECR1-KMK125CF;PM;0.00694;Pc(s);Pc(s);0.02994791667;4077;;
L-CM08-EM5.5GR;FG;STIC-BOTCMPSR0-EOPPT;PM;1;Pc(s);Pc(s);0.02994791667;4078;;
L-CM08-EM5.5GR;FG;STIC-BOTCMPSR1-EOPPT;PM;1;Pc(s);Pc(s);0.02994791667;4078;;
L-CM09-EM5.5GR;FG;BOTO-PCMR1-E;PM;1;Pc(s);Pc(s);0.02994791667;4079;;
L-CM09-EM5.5GR;FG;CAPA-CMR0-EM;PM;1;Pc(s);Pc(s);0.02994791667;4080;;
L-CM09-EM5.5GR;FG;DUS-CMBFR1-E;PM;1;Pc(s);Pc(s);0.02994791667;4081;;
L-CM09-EM5.5GR;FG;IBOX-12EE-ED31;PM;0.08333;Pc(s);Pc(s);0.02994791667;4082;;
L-CM09-EM5.5GR;FG;KB-ECR1-KMK125CF;PM;0.00694;Pc(s);Pc(s);0.02994791667;4083;;
L-CM09-EM5.5GR;FG;STIC-BOTCMBFR0-EOPPT;PM;1;Pc(s);Pc(s);0.02994791667;4084;;
L-CM09-EM5.5GR;FG;STIC-BOTCMBFR1-EOPPT;PM;1;Pc(s);Pc(s);0.02994791667;4084;;
L-CM10-EM5.5GR;FG;BOTO-PCMR1-E;PM;1;Pc(s);Pc(s);0.02994791667;4085;;
L-CM10-EM5.5GR;FG;CAPA-CMR0-EM;PM;1;Pc(s);Pc(s);0.02994791667;4086;;
L-CM10-EM5.5GR;FG;DUS-CMSFR1-E;PM;1;Pc(s);Pc(s);0.02994791667;4087;;
L-CM10-EM5.5GR;FG;IBOX-12EE-ED31;PM;0.08333;Pc(s);Pc(s);0.02994791667;4088;;
L-CM10-EM5.5GR;FG;KB-ECR1-KMK125CF;PM;0.00694;Pc(s);Pc(s);0.02994791667;4089;;
L-CM10-EM5.5GR;FG;STIC-BOTCMSFR0-EOPPT;PM;1;Pc(s);Pc(s);0.02994791667;4090;;
L-CM10-EM5.5GR;FG;STIC-BOTCMSFR1-EOPPT;PM;1;Pc(s);Pc(s);0.02994791667;4090;;
L-CM11-EM5.5GR;FG;BOTO-PCMR1-E;PM;1;Pc(s);Pc(s);0.02994791667;4091;;
L-CM11-EM5.5GR;FG;CAPA-CMR0-EM;PM;1;Pc(s);Pc(s);0.02994791667;4092;;
L-CM11-EM5.5GR;FG;DUS-CMABR1-E;PM;1;Pc(s);Pc(s);0.02994791667;4093;;
L-CM11-EM5.5GR;FG;IBOX-12EE-ED31;PM;0.08333;Pc(s);Pc(s);0.02994791667;4094;;
L-CM11-EM5.5GR;FG;KB-ECR1-KMK125CF;PM;0.00694;Pc(s);Pc(s);0.02994791667;4095;;
L-CM11-EM5.5GR;FG;STIC-BOTCMABR0-EOPPT;PM;1;Pc(s);Pc(s);0.02994791667;4096;;
L-CM11-EM5.5GR;FG;STIC-BOTCMABR1-EOPPT;PM;1;Pc(s);Pc(s);0.02994791667;4096;;
L-CM12-EM5.5GR;FG;BOTO-PCMR1-E;PM;1;Pc(s);Pc(s);0.02994791667;4097;;
L-CM12-EM5.5GR;FG;CAPA-CMR0-EM;PM;1;Pc(s);Pc(s);0.02994791667;4098;;
L-CM12-EM5.5GR;FG;DUS-CMPPR1-E;PM;1;Pc(s);Pc(s);0.02994791667;4099;;
L-CM12-EM5.5GR;FG;IBOX-12EE-ED31;PM;0.08333;Pc(s);Pc(s);0.02994791667;4100;;
L-CM12-EM5.5GR;FG;KB-ECR1-KMK125CF;PM;0.00694;Pc(s);Pc(s);0.02994791667;4101;;
L-CM12-EM5.5GR;FG;STIC-BOTCMPPR0-EOPPT;PM;1;Pc(s);Pc(s);0.02994791667;4102;;
L-CM12-EM5.5GR;FG;STIC-BOTCMPPR1-EOPPT;PM;1;Pc(s);Pc(s);0.02994791667;4102;;
L-CM13-EM5.5GR;FG;BOTO-PCMR1-E;PM;1;Pc(s);Pc(s);0.02994791667;4103;;
L-CM13-EM5.5GR;FG;CAPA-CMR0-EM;PM;1;Pc(s);Pc(s);0.02994791667;4104;;
L-CM13-EM5.5GR;FG;DUS-CMBBR1-E;PM;1;Pc(s);Pc(s);0.02994791667;4105;;
L-CM13-EM5.5GR;FG;IBOX-12EE-ED31;PM;0.08333;Pc(s);Pc(s);0.02994791667;4106;;
L-CM13-EM5.5GR;FG;KB-ECR1-KMK125CF;PM;0.00694;Pc(s);Pc(s);0.02994791667;4107;;
L-CM13-EM5.5GR;FG;STIC-BOTCMBBR0-EOPPT;PM;1;Pc(s);Pc(s);0.02994791667;4108;;
L-CM13-EM5.5GR;FG;STIC-BOTCMBBR1-EOPPT;PM;1;Pc(s);Pc(s);0.02994791667;4108;;
L-CM14-EM5.5GR;FG;BOTO-PCMR1-E;PM;1;Pc(s);Pc(s);0.02994791667;4109;;
L-CM14-EM5.5GR;FG;CAPA-CMR0-EM;PM;1;Pc(s);Pc(s);0.02994791667;4110;;
L-CM14-EM5.5GR;FG;DUS-CMGAR1-E;PM;1;Pc(s);Pc(s);0.02994791667;4111;;
L-CM14-EM5.5GR;FG;IBOX-12EE-ED31;PM;0.08333;Pc(s);Pc(s);0.02994791667;4112;;
L-CM14-EM5.5GR;FG;KB-ECR1-KMK125CF;PM;0.00694;Pc(s);Pc(s);0.02994791667;4113;;
L-CM14-EM5.5GR;FG;STIC-BOTCMGAR0-EOPPT;PM;1;Pc(s);Pc(s);0.02994791667;4114;;
L-CM14-EM5.5GR;FG;STIC-BOTCMGAR1-EOPPT;PM;1;Pc(s);Pc(s);0.02994791667;4114;;
L-CM15-EM5.5GR;FG;BOTO-PCMR1-E;PM;1;Pc(s);Pc(s);0.02994791667;4115;;
L-CM15-EM5.5GR;FG;CAPA-CMR0-EM;PM;1;Pc(s);Pc(s);0.02994791667;4116;;
L-CM15-EM5.5GR;FG;DUS-CMCPR0-EILD;PM;1;Pc(s);Pc(s);0.02994791667;4117;;
L-CM15-EM5.5GR;FG;DUS-CMCPR1-E;PM;1;Pc(s);Pc(s);0.02994791667;4117;;
L-CM15-EM5.5GR;FG;IBOX-12EE-ED31;PM;0.08333;Pc(s);Pc(s);0.02994791667;4118;;
L-CM15-EM5.5GR;FG;KB-ECR1-KMK125CF;PM;0.00694;Pc(s);Pc(s);0.02994791667;4119;;
L-CM15-EM5.5GR;FG;STIC-BOTCMCPR0-EOPPT;PM;1;Pc(s);Pc(s);0.02994791667;4120;;
L-CM15-EM5.5GR;FG;STIC-BOTCMCPR1-EOPPT;PM;1;Pc(s);Pc(s);0.02994791667;4120;;
L-CM16-EM5.5GR;FG;BOTO-PCMR1-E;PM;1;Pc(s);Pc(s);0.02994791667;4121;;
L-CM16-EM5.5GR;FG;CAPA-CMR0-EM;PM;1;Pc(s);Pc(s);0.02994791667;4122;;
L-CM16-EM5.5GR;FG;DUS-CM16R0-E;PM;1;Pc(s);Pc(s);0.02994791667;4123;;
L-CM16-EM5.5GR;FG;IBOX-12EE-ED31;PM;0.08333;Pc(s);Pc(s);0.02994791667;4124;;
L-CM16-EM5.5GR;FG;KB-ECR1-KMK125CF;PM;0.00694;Pc(s);Pc(s);0.02994791667;4125;;
L-CM16-EM5.5GR;FG;STIC-BCM16R0-E;PM;1;Pc(s);Pc(s);0.02994791667;4126;;
L-CM16-EM5.5GR;FG;STIC-BCM16R1-E;PM;1;Pc(s);Pc(s);0.02994791667;4126;;
L-CM17-EM5.5GR;FG;BOTO-PCMR1-E;PM;1;Pc(s);Pc(s);0.02994791667;4127;;
L-CM17-EM5.5GR;FG;CAPA-CMR0-EM;PM;1;Pc(s);Pc(s);0.02994791667;4128;;
L-CM17-EM5.5GR;FG;DUS-CM17R0-E;PM;1;Pc(s);Pc(s);0.02994791667;4129;;
L-CM17-EM5.5GR;FG;IBOX-12EE-ED31;PM;0.08333;Pc(s);Pc(s);0.02994791667;4130;;
L-CM17-EM5.5GR;FG;KB-ECR1-KMK125CF;PM;0.00694;Pc(s);Pc(s);0.02994791667;4131;;
L-CM17-EM5.5GR;FG;STIC-BCM17R0-E;PM;1;Pc(s);Pc(s);0.02994791667;4132;;
L-CM17-EM5.5GR;FG;STIC-BCM17R1-E;PM;1;Pc(s);Pc(s);0.02994791667;4132;;
L-CM18-EM5.5GR;FG;BOTO-PCMR1-E;PM;1;Pc(s);Pc(s);0.02994791667;4133;;
L-CM18-EM5.5GR;FG;CAPA-CMR0-EM;PM;1;Pc(s);Pc(s);0.02994791667;4134;;
L-CM18-EM5.5GR;FG;DUS-CM18R0-E;PM;1;Pc(s);Pc(s);0.02994791667;4135;;
L-CM18-EM5.5GR;FG;IBOX-12EE-ED31;PM;0.08333;Pc(s);Pc(s);0.02994791667;4136;;
L-CM18-EM5.5GR;FG;KB-ECR1-KMK125CF;PM;0.00694;Pc(s);Pc(s);0.02994791667;4137;;
L-CM18-EM5.5GR;FG;STIC-BCM18R0-E;PM;1;Pc(s);Pc(s);0.02994791667;4138;;
L-CM18-EM5.5GR;FG;STIC-BCM18R1-E;PM;1;Pc(s);Pc(s);0.02994791667;4138;;
L-CM19-EM5.5GR;FG;BOTO-PCMR1-E;PM;1;Pc(s);Pc(s);0.02994791667;4139;;
L-CM19-EM5.5GR;FG;CAPA-CMR0-EM;PM;1;Pc(s);Pc(s);0.02994791667;4140;;
L-CM19-EM5.5GR;FG;DUS-CM19R0-E;PM;1;Pc(s);Pc(s);0.02994791667;4141;;
L-CM19-EM5.5GR;FG;IBOX-12EE-ED31;PM;0.08333;Pc(s);Pc(s);0.02994791667;4142;;
L-CM19-EM5.5GR;FG;KB-ECR1-KMK125CF;PM;0.00694;Pc(s);Pc(s);0.02994791667;4143;;
L-CM19-EM5.5GR;FG;STIC-BCM19R0-E;PM;1;Pc(s);Pc(s);0.02994791667;4144;;
L-CM19-EM5.5GR;FG;STIC-BCM19R1-E;PM;1;Pc(s);Pc(s);0.02994791667;4144;;
L-CPRLC01-W;FG;BOTO-CPRLR0-W;PM;1;Pc(s);Pc(s);0.01995359629;4145;;
L-CPRLC01-W;FG;CAPA-WCPRLR0-W;PM;1;Pc(s);Pc(s);0.01995359629;4146;;
L-CPRLC01-W;FG;DUS-CPRLR0-W;PM;1;Pc(s);Pc(s);0.01995359629;4147;;
L-CPRLC01-W;FG;IBOX-12CPRLR0-W;PM;0.08333;Pc(s);Pc(s);0.01995359629;4148;;
L-CPRLC01-W;FG;KB-WIOTAR1-W;PM;0.00694;Pc(s);Pc(s);0.01995359629;4149;;
L-CPRLC01-W;FG;STIC-BTCPRL1R0-W;PM;1;Pc(s);Pc(s);0.01995359629;4150;;
L-CPRLC01-W;FG;STIC-VCPRL1R0-W;PM;1;Pc(s);Pc(s);0.01995359629;4151;;
L-CPRLC02-W;FG;BOTO-CPRLR0-W;PM;1;Pc(s);Pc(s);0.01995359629;4152;;
L-CPRLC02-W;FG;CAPA-WCPRLR0-W;PM;1;Pc(s);Pc(s);0.01995359629;4153;;
L-CPRLC02-W;FG;DUS-CPRLR0-W;PM;1;Pc(s);Pc(s);0.01995359629;4154;;
L-CPRLC02-W;FG;IBOX-12CPRLR0-W;PM;0.08333;Pc(s);Pc(s);0.01995359629;4155;;
L-CPRLC02-W;FG;KB-WIOTAR1-W;PM;0.00694;Pc(s);Pc(s);0.01995359629;4156;;
L-CPRLC02-W;FG;STIC-BTCPRL2R0-W;PM;1;Pc(s);Pc(s);0.01995359629;4157;;
L-CPRLC02-W;FG;STIC-VCPRL2R1-W;PM;1;Pc(s);Pc(s);0.01995359629;4158;;
L-CPRLC03-W;FG;BOTO-CPRLR0-W;PM;1;Pc(s);Pc(s);0.01995359629;4159;;
L-CPRLC03-W;FG;CAPA-WCPRLR0-W;PM;1;Pc(s);Pc(s);0.01995359629;4160;;
L-CPRLC03-W;FG;DUS-CPRLR0-W;PM;1;Pc(s);Pc(s);0.01995359629;4161;;
L-CPRLC03-W;FG;IBOX-12CPRLR0-W;PM;0.08333;Pc(s);Pc(s);0.01995359629;4162;;
L-CPRLC03-W;FG;KB-WIOTAR1-W;PM;0.00694;Pc(s);Pc(s);0.01995359629;4163;;
L-CPRLC03-W;FG;STIC-BTCPRL3R0-W;PM;1;Pc(s);Pc(s);0.01995359629;4164;;
L-CPRLC03-W;FG;STIC-VCPRL3R1-W;PM;1;Pc(s);Pc(s);0.01995359629;4165;;
L-CPRLC04-W;FG;BOTO-CPRLR0-W;PM;1;Pc(s);Pc(s);0.01995359629;4166;;
L-CPRLC04-W;FG;CAPA-WCPRLR0-W;PM;1;Pc(s);Pc(s);0.01995359629;4167;;
L-CPRLC04-W;FG;DUS-CPRLR0-W;PM;1;Pc(s);Pc(s);0.01995359629;4168;;
L-CPRLC04-W;FG;IBOX-12CPRLR0-W;PM;0.08333;Pc(s);Pc(s);0.01995359629;4169;;
L-CPRLC04-W;FG;KB-WIOTAR1-W;PM;0.00694;Pc(s);Pc(s);0.01995359629;4170;;
L-CPRLC04-W;FG;STIC-BTCPRL4R0-W;PM;1;Pc(s);Pc(s);0.01995359629;4171;;
L-CPRLC04-W;FG;STIC-VCPRL4R0-W;PM;1;Pc(s);Pc(s);0.01995359629;4172;;
L-CPRLC05-W;FG;BOTO-CPRLR0-W;PM;1;Pc(s);Pc(s);0.01995359629;4173;;
L-CPRLC05-W;FG;CAPA-WCPRLR0-W;PM;1;Pc(s);Pc(s);0.01995359629;4174;;
L-CPRLC05-W;FG;DUS-CPRLR0-W;PM;1;Pc(s);Pc(s);0.01995359629;4175;;
L-CPRLC05-W;FG;IBOX-12CPRLR0-W;PM;0.08333;Pc(s);Pc(s);0.01995359629;4176;;
L-CPRLC05-W;FG;KB-WIOTAR1-W;PM;0.00694;Pc(s);Pc(s);0.01995359629;4177;;
L-CPRLC05-W;FG;STIC-BTCPRL5R0-W;PM;1;Pc(s);Pc(s);0.01995359629;4178;;
L-CPRLC05-W;FG;STIC-VCPRL5R0-W;PM;1;Pc(s);Pc(s);0.01995359629;4179;;
L-CQS201-MO2G;FG;CMLS-201ECMOR1-X;PM;1;Pc(s);Pc(s);;4180;;
L-CQS202-MO2G;FG;CMLS-202HWMOR1-X;PM;1;Pc(s);Pc(s);;4181;;
L-CQS203-MO2G;FG;CMLS-203CSMOR1-X;PM;1;Pc(s);Pc(s);;4182;;
L-CQS205-MO2G;FG;CMLS-205JSMOR1-X;PM;1;Pc(s);Pc(s);;4183;;
L-CQS206-MO2G;FG;CMLS-206GDMOR1-X;PM;1;Pc(s);Pc(s);;4184;;
L-CQS209-MO2G;FG;CMLS-209ROMOR1-X;PM;1;Pc(s);Pc(s);;4185;;
L-CQS210-MO2G;FG;CMLS-210HOMOR1-X;PM;1;Pc(s);Pc(s);;4186;;
L-CSGC101-MO;FG;CAPC-CSGC1R0-MONF;PM;1;Pc(s);Pc(s);0.05;4187;;
L-CSGC101-MO;FG;CONT-CSGC1R0-MONF;PM;1;Pc(s);Pc(s);0.05;4188;;
L-CSGC101-MO;FG;DUS-CSGC1R1-MO;PM;1;Pc(s);Pc(s);0.05;4189;;
L-CSGC101-MO;FG;IBOX-12MOAR0-D310;PM;0.125;Pc(s);Pc(s);0.05;4190;;
L-CSGC101-MO;FG;KB-MOGCR0-MO;PM;0.02083;Pc(s);Pc(s);0.05;4191;;
L-CSGC101-MO;FG;STIC-BTCSGC1R1-MO;PM;1;Pc(s);Pc(s);0.05;4192;;
L-CSGC102-MO;FG;CAPC-CSGC2R0-MONF;PM;1;Pc(s);Pc(s);0.02052785924;4193;;
L-CSGC102-MO;FG;CONT-CSGC2R0-MONF;PM;1;Pc(s);Pc(s);0.02052785924;4194;;
L-CSGC102-MO;FG;DUS-CSGC2R1-MO;PM;1;Pc(s);Pc(s);0.02052785924;4195;;
L-CSGC102-MO;FG;IBOX-12MOAR0-D310;PM;0.125;Pc(s);Pc(s);0.02052785924;4196;;
L-CSGC102-MO;FG;KB-MOGCR0-MO;PM;0.02083;Pc(s);Pc(s);0.02052785924;4197;;
L-CSGC102-MO;FG;STIC-BTCSGC2R1-MO;PM;1;Pc(s);Pc(s);0.02052785924;4198;;
L-CSGC103-MO;FG;CAPC-CSGC3R0-MONF;PM;1;Pc(s);Pc(s);0.02052785924;4199;;
L-CSGC103-MO;FG;CONT-CSGC3R0-MONF;PM;1;Pc(s);Pc(s);0.02052785924;4200;;
L-CSGC103-MO;FG;DUS-CSGC3R2-MO;PM;1;Pc(s);Pc(s);0.02052785924;4201;;
L-CSGC103-MO;FG;IBOX-12MOAR0-D310;PM;0.125;Pc(s);Pc(s);0.02052785924;4202;;
L-CSGC103-MO;FG;KB-MOGCR0-MO;PM;0.02083;Pc(s);Pc(s);0.02052785924;4203;;
L-CSGC103-MO;FG;STIC-BTCSGC3R1-MO;PM;1;Pc(s);Pc(s);0.02052785924;4204;;
L-CSGC104-MO;FG;CAPC-CSGC4R0-MONF;PM;1;Pc(s);Pc(s);0.02052785924;4205;;
L-CSGC104-MO;FG;CONT-CSGC4R0-MONF;PM;1;Pc(s);Pc(s);0.02052785924;4206;;
L-CSGC104-MO;FG;DUS-CSGC4R1-MO;PM;1;Pc(s);Pc(s);0.02052785924;4207;;
L-CSGC104-MO;FG;IBOX-12MOAR0-D310;PM;0.125;Pc(s);Pc(s);0.02052785924;4208;;
L-CSGC104-MO;FG;KB-MOGCR0-MO;PM;0.02083;Pc(s);Pc(s);0.02052785924;4209;;
L-CSGC104-MO;FG;STIC-BTCSGC4R1-MO;PM;1;Pc(s);Pc(s);0.02052785924;4210;;
L-CSGC105-MO;FG;CAPC-CSGC5R0-MONF;PM;1;Pc(s);Pc(s);0.02052785924;4211;;
L-CSGC105-MO;FG;CONT-CSGC5R0-MONF;PM;1;Pc(s);Pc(s);0.02052785924;4212;;
L-CSGC105-MO;FG;DUS-CSGC5R2-MO;PM;1;Pc(s);Pc(s);0.02052785924;4213;;
L-CSGC105-MO;FG;IBOX-12MOAR0-D310;PM;0.125;Pc(s);Pc(s);0.02052785924;4214;;
