Process code;Routing Type;Item code;Refill code;Bulk code;Bulk size;Bulk size_FM;Priority;Packing line code;Packing ALT.;Packing loss rate;Packing production rate;Packing production rate with chane over;Eficiency of packing;Filling code;Filling ALT.;Filling loss rate;Filling production rate;Filling production rate with change over;Eficiency of Filling
OEMNDC;RR02;L-CQS201-MO2G;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;L-CQS202-MO2G;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;L-CQS203-MO2G;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;L-CQS205-MO2G;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;L-CQS206-MO2G;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;L-CQS209-MO2G;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;L-CQS210-MO2G;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;L-CSMC101-MO2.6G;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;L-CSMC102-MO2.6G;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;L-CSMC103-MO2.6G;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;L-CSMC104-MO2.6G;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;L-CSMC105-MO2.6G;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;L-LACL01-MO0.2G;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;L-LACL02-MO0.2G;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;L-LACL05-MO0.2G;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;MA-BSE-EM;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;MA-NDSVC-W;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;PUFF-TWC-MO;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;CUS-RVPDMCN10-MO;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;CUS-RVPDMCW22-MO;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;CUS-RVPDMCN30-MO;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;CUS-RVPDMCW42-MO;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;CUS-RVPDMCN50-MO;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;CUS-RVPDMCC51-MO;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;CUS-RVPDMCC21-MO;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;CUS-RVPDMCW33-MO;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;CUS-RVPDMCW30-MO;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;CUS-RVPDMCW41-MO;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;EB-R2SEDA-MO;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;EB-R2SEDM-MO;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;ES-PEPFTG-MO;;;;;NOMINAL_LINE;;;;;;;;;;;;
OEMNDC;RR02;ES-PEP24K-MO;;;;;NOMINAL_LINE;;;;;;;;;;;;
