Kode Unik,Product Korporat Code,BoM Lines/Product Template/Korporat Code,BoM Lines/Product Template/Korporat Code
L-CVM07-W/L-CVM07-BULK,L-CVM07-BULK/FS.RND.W0231.00,WARN-C394--K,0.000184
L-CVM07-W/L-CVM07-BULK,L-CVM07-BULK/FS.RND.W0231.00,WARN-TPA502-X,0.04702
L-CVM07-W/L-CVM07-BULK,L-CVM07-BULK/FS.RND.W0231.00,SILI-SP105-X,0.04
L-CVM07-W/L-CVM07-BULK,L-CVM07-BULK/FS.RND.W0231.00,COSM-43V--K,0.055
L-CVM07-W/L-CVM07-BULK,L-CVM07-BULK/FS.RND.W0231.00,POL-U151-X,0.07
L-CVM07-W/L-CVM07-BULK,L-CVM07-BULK/FS.RND.W0231.00,SILI-BEL803-X,0.05
L-CVM07-W/L-CVM07-BULK,L-CVM07-BULK/FS.RND.W0231.00,SILI-BE6-X,0.16
L-CVM07-W/L-CVM07-BULK,L-CVM07-BULK/FS.RND.W0231.00,BENT-BGVS5PC-X,0.14
L-CVM07-W/L-CVM07-BULK,L-CVM07-BULK/FS.RND.W0231.00,PURO-IDD-X,0.1
L-CVM07-W/L-CVM07-BULK,L-CVM07-BULK/FS.RND.W0231.00,SILI-BDP-X,0.030852
L-CVM07-W/L-CVM07-BULK,L-CVM07-BULK/FS.RND.W0231.00,SILD--SI5H52D-K,0.02
L-CVM07-W/L-CVM07-BULK,L-CVM07-BULK/FS.RND.W0231.00,PEN-PRSVPE-X,0.005
L-CVM07-W/L-CVM07-BULK,L-CVM07-BULK/FS.RND.W0231.00,SILI-BELEG5-X,0.22
L-CVM07-W/L-CVM07-BULK,L-CVM07-BULK/FS.RND.W0231.00,VITA-DL E-MS,0.001
L-CVM07-W/L-CVM07-BULK,L-CVM07-BULK/FS.RND.W0231.00,PEN-SENSC50-X,0.001
L-CVM07-W/L-CVM07-BULK,L-CVM07-BULK/FS.RND.W0231.00,TITA-OTS2CR50-,0.006668
L-CVM07-W/L-CVM07-BULK,L-CVM07-BULK/FS.RND.W0231.00,WARN-C338--K,0.007899
L-CVM07-W/L-CVM07-BULK,L-CVM07-BULK/FS.RND.W0231.00,WARN-UNK753-X,0.0012
L-CVM07-W/L-CVM07-BULK,L-CVM07-BULK/FS.RND.W0231.00,WARN-C19012-DCR6-K,0.016927
L-CVM07-W/L-CVM07-BULK,L-CVM07-BULK/FS.RND.W0231.00,SOLV-PRIHD-X,0.015
L-CVM07-W/L-CVM07-BULK,L-CVM07-BULK/FS.RND.W0231.00,PARF-VMR-X,0.00075
L-CVM07-W/L-CVM07-BULK,L-CVM07-BULK/FS.RND.W0231.00,CABO-M5-X,0.0115
L-CVM04-W/L-CVM04-BULK,L-CVM04-BULK/FS.RND.W0228.00,PEN-SENSC50-X,0.001
L-CVM04-W/L-CVM04-BULK,L-CVM04-BULK/FS.RND.W0228.00,PEN-PRSVPE-X,0.005
L-CVM04-W/L-CVM04-BULK,L-CVM04-BULK/FS.RND.W0228.00,BENT-BGVS5PC-X,0.14
L-CVM04-W/L-CVM04-BULK,L-CVM04-BULK/FS.RND.W0228.00,SILD--SI5H52D-K,0.02
L-CVM04-W/L-CVM04-BULK,L-CVM04-BULK/FS.RND.W0228.00,SILI-BDP-X,0.02175
L-CVM04-W/L-CVM04-BULK,L-CVM04-BULK/FS.RND.W0228.00,SILI-BEL803-X,0.05
L-CVM04-W/L-CVM04-BULK,L-CVM04-BULK/FS.RND.W0228.00,SILI-SP105-X,0.04
L-CVM04-W/L-CVM04-BULK,L-CVM04-BULK/FS.RND.W0228.00,COSM-43V--K,0.05
L-CVM04-W/L-CVM04-BULK,L-CVM04-BULK/FS.RND.W0228.00,POL-U151-X,0.07
L-CVM04-W/L-CVM04-BULK,L-CVM04-BULK/FS.RND.W0228.00,PURO-IDD-X,0.08
L-CVM04-W/L-CVM04-BULK,L-CVM04-BULK/FS.RND.W0228.00,SILI-BELEG5-X,0.22
L-CVM04-W/L-CVM04-BULK,L-CVM04-BULK/FS.RND.W0228.00,SILI-BE6-X,0.19
L-CVM04-W/L-CVM04-BULK,L-CVM04-BULK/FS.RND.W0228.00,VITA-DL E-MS,0.001
L-CVM04-W/L-CVM04-BULK,L-CVM04-BULK/FS.RND.W0228.00,WARN-UNK753-X,0.0005
L-CVM04-W/L-CVM04-BULK,L-CVM04-BULK/FS.RND.W0228.00,SOLV-PRIHD-X,0.015
L-CVM04-W/L-CVM04-BULK,L-CVM04-BULK/FS.RND.W0228.00,TITA-OTS2CR50-,0.032268
L-CVM04-W/L-CVM04-BULK,L-CVM04-BULK/FS.RND.W0228.00,WARN-C338--K,0.026822
L-CVM04-W/L-CVM04-BULK,L-CVM04-BULK/FS.RND.W0228.00,WARN-C19012-DCR6-K,0.010084
L-CVM04-W/L-CVM04-BULK,L-CVM04-BULK/FS.RND.W0228.00,WARN-C19011-R7CL-K,0.005002
L-CVM04-W/L-CVM04-BULK,L-CVM04-BULK/FS.RND.W0228.00,WARN-ABIO-X,0.005824
L-CVM04-W/L-CVM04-BULK,L-CVM04-BULK/FS.RND.W0228.00,CABO-M5-X,0.015
L-CVM04-W/L-CVM04-BULK,L-CVM04-BULK/FS.RND.W0228.00,PARF-VMR-X,0.00075
M-MN1-OMG/M-M-BULK,M-M-BULK/4,SILI-345-DC-K,0.06
M-MN1-OMG/M-M-BULK,M-M-BULK/4,EMUL-SPCG7-X,0.01
M-MN1-OMG/M-M-BULK,M-M-BULK/4,PENG-PNX-X,0.005
M-MN1-OMG/M-M-BULK,M-M-BULK/4,SEPP-S400-,0.005
M-MN1-OMG/M-M-BULK,M-M-BULK/4,PARS-1789-,0.004
M-MN1-OMG/M-M-BULK,M-M-BULK/4,STAY--DSMR-K,0.001
M-MN1-OMG/M-M-BULK,M-M-BULK/4,ALAN--AK-K,0.001
M-MN1-OMG/M-M-BULK,M-M-BULK/4,KOH--PH-K,0.001
M-MN1-OMG/M-M-BULK,M-M-BULK/4,EXTR-PCGD2SG-X,0.001
M-MN1-OMG/M-M-BULK,M-M-BULK/4,SILI-2005-DC-K,0.02
M-MN1-OMG/M-M-BULK,M-M-BULK/4,CETY---K,0.01
M-MN1-OMG/M-M-BULK,M-M-BULK/4,VITA-B3UPPC-X,0.04
M-MN1-OMG/M-M-BULK,M-M-BULK/4,GLYC--ECOS-K,0.05
M-MN1-OMG/M-M-BULK,M-M-BULK/4,STEA-A-EST05M,0.04
M-MN1-OMG/M-M-BULK,M-M-BULK/4,UVIN-MC80-BASF,0.02
M-MN1-OMG/M-M-BULK,M-M-BULK/4,PARF-AMSKLG-X,0.002
M-MN1-OMG/M-M-BULK,M-M-BULK/4,TITA-CROTS-X,0.005
M-MN1-OMG/M-M-BULK,M-M-BULK/4,PENG-CLRP-X,0.003
M-MN1-OMG/M-M-BULK,M-M-BULK/4,PARF-PCGD2SG-X,0.003
M-MN1-OMG/M-M-BULK,M-M-BULK/4,VITA-DL E-MS,0.001
M-MN1-OMG/M-M-BULK,M-M-BULK/4,STEA-P9218-X,0.1
S-CSYP01-B/S-CSYP-BULK,S-CSYP-BULK/3,VITA-B3PC-X,0.04
S-CSYP01-B/S-CSYP-BULK,S-CSYP-BULK/3,MATR-3000-X,0.03
S-CSYP01-B/S-CSYP-BULK,S-CSYP-BULK/3,DPG-LO-,0.03
S-CSYP01-B/S-CSYP-BULK,S-CSYP-BULK/3,SILI-CES1104-X,0.03
S-CSYP01-B/S-CSYP-BULK,S-CSYP-BULK/3,SQUA-AMYR-X,0.03
S-CSYP01-B/S-CSYP-BULK,S-CSYP-BULK/3,SYNC-SCL-X,0.025
S-CSYP01-B/S-CSYP-BULK,S-CSYP-BULK/3,ACTI-IVLNC-X,0.02
S-CSYP01-B/S-CSYP-BULK,S-CSYP-BULK/3,EMO-ARLPS15E-X,0.02
S-CSYP01-B/S-CSYP-BULK,S-CSYP-BULK/3,GLYC--ECOS-K,0.02
S-CSYP01-B/S-CSYP-BULK,S-CSYP-BULK/3,AGF-9051-X,0.02
S-CSYP01-B/S-CSYP-BULK,S-CSYP-BULK/3,KOH--PH-K,0.0033
S-CSYP01-B/S-CSYP-BULK,S-CSYP-BULK/3,ACTI-DNA-X,0.01
S-CSYP01-B/S-CSYP-BULK,S-CSYP-BULK/3,ACTI-HDR-X,0.01
S-CSYP01-B/S-CSYP-BULK,S-CSYP-BULK/3,PENG-PHC-X,0.008
S-CSYP01-B/S-CSYP-BULK,S-CSYP-BULK/3,EMUL-PMLEZU-X,0.0055
S-CSYP01-B/S-CSYP-BULK,S-CSYP-BULK/3,THIC-VZNFC-X,0.005
S-CSYP01-B/S-CSYP-BULK,S-CSYP-BULK/3,EXTR-PCTMD-X,0.003
S-CSYP01-B/S-CSYP-BULK,S-CSYP-BULK/3,ALAN-SL--X,0.002
S-CSYP01-B/S-CSYP-BULK,S-CSYP-BULK/3,EDT-B--K,0.001
S-CSYP01-B/S-CSYP-BULK,S-CSYP-BULK/3,PARF-C072-GIV,0.001
S-CSYP01-B/S-CSYP-BULK,S-CSYP-BULK/3,BIO-HYAL-BIL,0.0005
DDC-CDN-W20ML/DDC-CDN-BULK,DDC-CDN-BULK/30,ALAN-SL--X,0.001
DDC-CDN-W20ML/DDC-CDN-BULK,DDC-CDN-BULK/30,ABIL-WE09-X,0.025
DDC-CDN-W20ML/DDC-CDN-BULK,DDC-CDN-BULK/30,SILI-1202-,0.03
DDC-CDN-W20ML/DDC-CDN-BULK,DDC-CDN-BULK/30,VCIP---K,0.001
DDC-CDN-W20ML/DDC-CDN-BULK,DDC-CDN-BULK/30,SILS-034-X,0.045
DDC-CDN-W20ML/DDC-CDN-BULK,DDC-CDN-BULK/30,SILI-DC749--X,0.0002
DDC-CDN-W20ML/DDC-CDN-BULK,DDC-CDN-BULK/30,ACTI-VEAC-X,0.0005
DDC-CDN-W20ML/DDC-CDN-BULK,DDC-CDN-BULK/30,STEA-A-EST05M,0.02
DDC-CDN-W20ML/DDC-CDN-BULK,DDC-CDN-BULK/30,SILI-DC9045-X,0.05
DDC-CDN-W20ML/DDC-CDN-BULK,DDC-CDN-BULK/30,SUNS-PTX-X,0.02
DDC-CDN-W20ML/DDC-CDN-BULK,DDC-CDN-BULK/30,EMU-PS-,0.005
DDC-CDN-W20ML/DDC-CDN-BULK,DDC-CDN-BULK/30,SOLV-BGKHN-X,0.05
DDC-CDN-W20ML/DDC-CDN-BULK,DDC-CDN-BULK/30,GARA-RFS-X,0.008
DDC-CDN-W20ML/DDC-CDN-BULK,DDC-CDN-BULK/30,VITA-B3PC-X,0.005
DDC-CDN-W20ML/DDC-CDN-BULK,DDC-CDN-BULK/30,SILI-SF16-,0.015
DDC-CDN-W20ML/DDC-CDN-BULK,DDC-CDN-BULK/30,UVIN-MC80-BASF,0.07
DDC-CDN-W20ML/DDC-CDN-BULK,DDC-CDN-BULK/30,BHT-CRTL-X,0.002
DDC-CDN-W20ML/DDC-CDN-BULK,DDC-CDN-BULK/30,NT---K,0.01
DDC-CDN-W20ML/DDC-CDN-BULK,DDC-CDN-BULK/30,BENT-BGISDV-X,0.03
DDC-CDN-W20ML/DDC-CDN-BULK,DDC-CDN-BULK/30,WARN-TE--PBULK,0.0008
DDC-CDN-W20ML/DDC-CDN-BULK,DDC-CDN-BULK/30,EDT-B--K,0.0002
DDC-CDN-W20ML/DDC-CDN-BULK,DDC-CDN-BULK/30,WARN-S12RN217--K,0.004024
DDC-CDN-W20ML/DDC-CDN-BULK,DDC-CDN-BULK/30,POLY-M-MP27-K,0.008
DDC-CDN-W20ML/DDC-CDN-BULK,DDC-CDN-BULK/30,PEN-PRSVPE-X,0.005
DDC-CDN-W20ML/DDC-CDN-BULK,DDC-CDN-BULK/30,EMO-BRB2835-X,0.005
DDC-CDN-W20ML/DDC-CDN-BULK,DDC-CDN-BULK/30,WARN-S12YL--K,0.012802
DDC-CDN-W20ML/DDC-CDN-BULK,DDC-CDN-BULK/30,TITA-OTS2CR50-,0.06
DDC-CDN-W20ML/DDC-CDN-BULK,DDC-CDN-BULK/30,OLIV-900BT-X,0.005
L-CVM013-W/L-CVM013-BULK,L-CVM013-BULK/FS.RND.W0237.00,CABO-M5-X,0.0125
L-CVM013-W/L-CVM013-BULK,L-CVM013-BULK/FS.RND.W0237.00,SOLV-PRIHD-X,0.015
L-CVM013-W/L-CVM013-BULK,L-CVM013-BULK/FS.RND.W0237.00,VITA-DL E-MS,0.001
L-CVM013-W/L-CVM013-BULK,L-CVM013-BULK/FS.RND.W0237.00,PEN-PRSVPE-X,0.005
L-CVM013-W/L-CVM013-BULK,L-CVM013-BULK/FS.RND.W0237.00,WARN-UNK753-X,0.00075
L-CVM013-W/L-CVM013-BULK,L-CVM013-BULK/FS.RND.W0237.00,WARN-ABIO-X,0.007674
L-CVM013-W/L-CVM013-BULK,L-CVM013-BULK/FS.RND.W0237.00,WARN-C338--K,0.023287
L-CVM013-W/L-CVM013-BULK,L-CVM013-BULK/FS.RND.W0237.00,WARN-CLRG-X,0.035087
L-CVM013-W/L-CVM013-BULK,L-CVM013-BULK/FS.RND.W0237.00,TITA-OTS2CR50-,0.028222
L-CVM013-W/L-CVM013-BULK,L-CVM013-BULK/FS.RND.W0237.00,PARF-VMR-X,0.0002
L-CVM013-W/L-CVM013-BULK,L-CVM013-BULK/FS.RND.W0237.00,PEN-SENSC50-X,0.004
L-CVM013-W/L-CVM013-BULK,L-CVM013-BULK/FS.RND.W0237.00,SILI-BDP-X,0.03805
L-CVM013-W/L-CVM013-BULK,L-CVM013-BULK/FS.RND.W0237.00,SILD--SI5H52D-K,0.02
L-CVM013-W/L-CVM013-BULK,L-CVM013-BULK/FS.RND.W0237.00,COSM-43V--K,0.05
L-CVM013-W/L-CVM013-BULK,L-CVM013-BULK/FS.RND.W0237.00,PURO-IDD-X,0.04923
L-CVM013-W/L-CVM013-BULK,L-CVM013-BULK/FS.RND.W0237.00,BENT-BGVS5PC-X,0.12
L-CVM013-W/L-CVM013-BULK,L-CVM013-BULK/FS.RND.W0237.00,SILI-BE6-X,0.19
L-CVM013-W/L-CVM013-BULK,L-CVM013-BULK/FS.RND.W0237.00,SILI-BELEG5-X,0.25
L-CVM013-W/L-CVM013-BULK,L-CVM013-BULK/FS.RND.W0237.00,SILI-SP105-X,0.04
L-CVM013-W/L-CVM013-BULK,L-CVM013-BULK/FS.RND.W0237.00,SILI-BEL803-X,0.04
L-CVM013-W/L-CVM013-BULK,L-CVM013-BULK/FS.RND.W0237.00,POL-U151-X,0.07
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,PENG-PNX-X,0.005
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,FUCO-15PSLB-X,0.01
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,EMU-CSAL-X,0.035
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,TEGS-MM-X,0.01
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,SILI-FZ3196-X,0.02
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,PWD-SYS-X,0.005
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,ACTI-SYTLA-X,0.0001
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,PANT--DL-K,0.005
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,OIL-BLWHMO-X,0.01
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,SMG-S600-X,0.0045
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,GLYC--ECOS-K,0.025
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,VITA-B3UPPC-X,0.05
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,ACTI-CSR10S-X,0.0001
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,EMU-MTV6-X,0.045
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,ACTI-HFG-X,0.025
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,BIO-HYAL-BIL,0.0005
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,MATR-3000-X,0.03
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,SILI-D2-TSFST-K,0.04
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,ACTI-AICE06-X,0.0001
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,CRO1-GTCC-,0.04
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,ACTI-MRV-X,0.0005
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,PENG-CLRP-X,0.003
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,TITA--3328EW-K,0.001
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,EDT-DSLV-X,0.001
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,ALAN--AK-K,0.001
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,THIC-AMGM-X,0.003
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,PARF-CWGT-X,0.0025
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,ACTM-Q10-X,0.001
M-RRYNCN1-W/M-RRYNC-BULK,M-RRYNC-BULK/4,VITA-DL E-MS,0.001
FA-CLFMDHCP-W/FA-CLFMDHCPCO-BULK,FA-CLFMDHCPCO-BULK/2,SALA-99--K,0.18835
FA-CLFMDHCP-W/FA-CLFMDHCPCO-BULK,FA-CLFMDHCPCO-BULK/2,EMU-PS-,0.1117
FA-CLFMDHCP-W/FA-CLFMDHCPCO-BULK,FA-CLFMDHCPCO-BULK/2,COSM-222--K,0.073
FA-CLFMDHCP-W/FA-CLFMDHCPCO-BULK,FA-CLFMDHCPCO-BULK/2,POWD-H53-X,0.065
FA-CLFMDHCP-W/FA-CLFMDHCPCO-BULK,FA-CLFMDHCPCO-BULK/2,TOSP-2000B-X,0.05
FA-CLFMDHCP-W/FA-CLFMDHCPCO-BULK,FA-CLFMDHCPCO-BULK/2,SFT-S649-X,0.05
FA-CLFMDHCP-W/FA-CLFMDHCPCO-BULK,FA-CLFMDHCPCO-BULK/2,DRYF-PC-X,0.05
FA-CLFMDHCP-W/FA-CLFMDHCPCO-BULK,FA-CLFMDHCPCO-BULK/2,WAX-SBWX--X,0.04
FA-CLFMDHCP-W/FA-CLFMDHCPCO-BULK,FA-CLFMDHCPCO-BULK/2,WAX-PFRMSW-X,0.035
FA-CLFMDHCP-W/FA-CLFMDHCPCO-BULK,FA-CLFMDHCPCO-BULK/2,SILI-BELEG5-X,0.03
FA-CLFMDHCP-W/FA-CLFMDHCPCO-BULK,FA-CLFMDHCPCO-BULK/2,PEN-PRSVPE-X,0.008
FA-CLFMDHCP-W/FA-CLFMDHCPCO-BULK,FA-CLFMDHCPCO-BULK/2,PENG-SYM68-X,0.006
FA-CLFMDHCP-W/FA-CLFMDHCPCO-BULK,FA-CLFMDHCPCO-BULK/2,EMO-SLCHS-X,0.005
FA-CLFMDHCP-W/FA-CLFMDHCPCO-BULK,FA-CLFMDHCPCO-BULK/2,PEN-SENSC50-X,0.004
FA-CLFMDHCP-W/FA-CLFMDHCPCO-BULK,FA-CLFMDHCPCO-BULK/2,VIT-ATCAT-X,0.002
FA-CLFMDHCP-W/FA-CLFMDHCPCO-BULK,FA-CLFMDHCPCO-BULK/2,PARF-VMR-X,0.0005
FA-CLFMDHCP-W/FA-CLFMDHCPCO-BULK,FA-CLFMDHCPCO-BULK/2,WARN-YLW3AS-X,0.11
FA-CLFMDHCP-W/FA-CLFMDHCPCO-BULK,FA-CLFMDHCPCO-BULK/2,TIT-401-X,0.0797
FA-CLFMDHCP-W/FA-CLFMDHCPCO-BULK,FA-CLFMDHCPCO-BULK/2,WARN-RED3AS-X,0.053
FA-CLFMDHCP-W/FA-CLFMDHCPCO-BULK,FA-CLFMDHCPCO-BULK/2,WARN-BLCK3AS-X,0.03875
P-BRGSDUV-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/4,PENG-STPHL-X,0.015
P-BRGSDUV-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/4,ABIL-WE09-X,0.025
P-BRGSDUV-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/4,ZINC-10PL-X,0.12
P-BRGSDUV-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/4,FUCO-15PSLB-X,0.03
P-BRGSDUV-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/4,GARA-RFS-X,0.01
P-BRGSDUV-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/4,HALL-BHB-X,0.075
P-BRGSDUV-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/4,BENT-BGVS5PC-X,0.082
P-BRGSDUV-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/4,MATS-MCM100-X,0.01
P-BRGSDUV-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/4,SUNS-PTX-X,0.015
P-BRGSDUV-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/4,ACTI-RYKA-X,0.005
P-BRGSDUV-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/4,EXTR-PONG-X,0.01
P-BRGSDUV-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/4,ACTI-RBN-X,0.005
P-BRGSDUV-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/4,MOIS-PTVT-X,0.01
P-BRGSDUV-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/4,SILI-BELEG5-X,0.09
P-BRGSDUV-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/4,SILI-FZ3196-X,0.135
P-BRGSDUV-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/4,ACTI-RCLRP-X,0.005
P-BRGSDUV-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/4,POWD-9701-,0.005
P-BRGSDUV-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/4,OLIV-900BT-X,0.004
P-BRGSDUV-L/SS-DUVSDE-BULK,SS-DUVSDE-BULK/4,EDT-DSLV-X,0.0005
TC-PC02-MO12G/TC-PC02-BULK,TC-PC02-BULK/FS.RND.M0077.00,PARF-AMSKLG-X,0.0001
TC-PC02-MO12G/TC-PC02-BULK,TC-PC02-BULK/FS.RND.M0077.00,MICA-FHSMLP-X,0.05
TC-PC02-MO12G/TC-PC02-BULK,TC-PC02-BULK/FS.RND.M0077.00,PEN-SENSC50-X,0.004
TC-PC02-MO12G/TC-PC02-BULK,TC-PC02-BULK/FS.RND.M0077.00,SQUA-AMYR-X,0.05
TC-PC02-MO12G/TC-PC02-BULK,TC-PC02-BULK/FS.RND.M0077.00,ZINC-POWBM-X,0.06
TC-PC02-MO12G/TC-PC02-BULK,TC-PC02-BULK/FS.RND.M0077.00,SERI-C-SI013S200-K,0.22176
TC-PC02-MO12G/TC-PC02-BULK,TC-PC02-BULK/FS.RND.M0077.00,POWD-TGDS-X,0.191956
TC-PC02-MO12G/TC-PC02-BULK,TC-PC02-BULK/FS.RND.M0077.00,SERI-SERFHS-X,0.07
TC-PC02-MO12G/TC-PC02-BULK,TC-PC02-BULK/FS.RND.M0077.00,TIT-CR50HD-X,0.1
TC-PC02-MO12G/TC-PC02-BULK,TC-PC02-BULK/FS.RND.M0077.00,POWD-GHDS-X,0.10678
TC-PC02-MO12G/TC-PC02-BULK,TC-PC02-BULK/FS.RND.M0077.00,COSM-168ARV-X,0.005
TC-PC02-MO12G/TC-PC02-BULK,TC-PC02-BULK/FS.RND.M0077.00,COVB-LH8-,0.02
TC-PC02-MO12G/TC-PC02-BULK,TC-PC02-BULK/FS.RND.M0077.00,SILI-DC21-,0.02
TC-PC02-MO12G/TC-PC02-BULK,TC-PC02-BULK/FS.RND.M0077.00,SUNP-170-X,0.03
TC-PC02-MO12G/TC-PC02-BULK,TC-PC02-BULK/FS.RND.M0077.00,POLY-M-MP27-K,0.03
TC-PC02-MO12G/TC-PC02-BULK,TC-PC02-BULK/FS.RND.M0077.00,EXTR-DB-,0.001
TC-PC02-MO12G/TC-PC02-BULK,TC-PC02-BULK/FS.RND.M0077.00,SNSP-SIH51-X,0.02
TC-PC02-MO12G/TC-PC02-BULK,TC-PC02-BULK/FS.RND.M0077.00,PEN-PRSVPE-X,0.008
TC-PC02-MO12G/TC-PC02-BULK,TC-PC02-BULK/FS.RND.M0077.00,ACTI-VEAC-X,0.0001
TC-PC02-MO12G/TC-PC02-BULK,TC-PC02-BULK/FS.RND.M0077.00,WARN-TETDMS-BULK,0.0019
TC-PC02-MO12G/TC-PC02-BULK,TC-PC02-BULK/FS.RND.M0077.00,WARN-RED3ASTDMS-BULK,0.007831
TC-PC02-MO12G/TC-PC02-BULK,TC-PC02-BULK/FS.RND.M0077.00,WARN-YLW3AS-X,0.001573
TC-PC05-MO12G/TC-PC05-BULK,TC-PC05-BULK/FS.RND.M0080.00,ACTI-VEAC-X,0.0001
TC-PC05-MO12G/TC-PC05-BULK,TC-PC05-BULK/FS.RND.M0080.00,SQUA-AMYR-X,0.05
TC-PC05-MO12G/TC-PC05-BULK,TC-PC05-BULK/FS.RND.M0080.00,PEN-SENSC50-X,0.004
TC-PC05-MO12G/TC-PC05-BULK,TC-PC05-BULK/FS.RND.M0080.00,MICA-FHSMLP-X,0.05
TC-PC05-MO12G/TC-PC05-BULK,TC-PC05-BULK/FS.RND.M0080.00,POLY-M-MP27-K,0.03
TC-PC05-MO12G/TC-PC05-BULK,TC-PC05-BULK/FS.RND.M0080.00,ZINC-POWBM-X,0.06
TC-PC05-MO12G/TC-PC05-BULK,TC-PC05-BULK/FS.RND.M0080.00,POWD-TGDS-X,0.195991
TC-PC05-MO12G/TC-PC05-BULK,TC-PC05-BULK/FS.RND.M0080.00,TIT-CR50HD-X,0.06
TC-PC05-MO12G/TC-PC05-BULK,TC-PC05-BULK/FS.RND.M0080.00,POWD-GHDS-X,0.1279
TC-PC05-MO12G/TC-PC05-BULK,TC-PC05-BULK/FS.RND.M0080.00,COSM-168ARV-X,0.005
TC-PC05-MO12G/TC-PC05-BULK,TC-PC05-BULK/FS.RND.M0080.00,WARN-TETDMS-BULK,0.013203
TC-PC05-MO12G/TC-PC05-BULK,TC-PC05-BULK/FS.RND.M0080.00,SERI-SERFHS-X,0.07
TC-PC05-MO12G/TC-PC05-BULK,TC-PC05-BULK/FS.RND.M0080.00,PARF-AMSKLG-X,0.0001
TC-PC05-MO12G/TC-PC05-BULK,TC-PC05-BULK/FS.RND.M0080.00,SERI-C-SI013S200-K,0.192959
TC-PC05-MO12G/TC-PC05-BULK,TC-PC05-BULK/FS.RND.M0080.00,EXTR-DB-,0.001
TC-PC05-MO12G/TC-PC05-BULK,TC-PC05-BULK/FS.RND.M0080.00,PEN-PRSVPE-X,0.008
TC-PC05-MO12G/TC-PC05-BULK,TC-PC05-BULK/FS.RND.M0080.00,WARN-RED3ASTDMS-BULK,0.022181
TC-PC05-MO12G/TC-PC05-BULK,TC-PC05-BULK/FS.RND.M0080.00,SILI-DC21-,0.02
TC-PC05-MO12G/TC-PC05-BULK,TC-PC05-BULK/FS.RND.M0080.00,SNSP-SIH51-X,0.02
TC-PC05-MO12G/TC-PC05-BULK,TC-PC05-BULK/FS.RND.M0080.00,SUNP-170-X,0.03
TC-PC05-MO12G/TC-PC05-BULK,TC-PC05-BULK/FS.RND.M0080.00,WARN-YLW3AS-X,0.019566
