LIFE CYCLE,FACTORY,Kode Item Baru,Nama Item,MPQ Olah,MPQ Kemas,MPQ Supply,W23/2023,W24/2023,W25/2023,W26/2023,W27/2023,W28/2023,W29/2023,W30/2023,W31/2023,W32/2023,W33/2023,W34/2023,W35/2023,W36/2023,W37/2023,W38/2023,W39/2023,W40/2023,W41/2023,W42/2023,W43/2023,W44/2023,W45/2023,W46/2023,W47/2023,W48/2023,W49/2023,W50/2023,W51/2023,W52/2023,W01/2024,W02/2024,W03/2024,W04/2024,W05/2024,W06/2024,W07/2024,W08/2024,W09/2024,W10/2024,W11/2024,W12/2024,W13/2024,W14/2024,W15/2024,W16/2024,W17/2024,W18/2024,W19/2024,W20/2024,W21/2024,W22/2024,W23/2024,W24/2024,W25/2024,W26/2024,W27/2024,W28/2024,W29/2024,W30/2024,W31/2024,W32/2024,W33/2024,W34/2024,W35/2024,W36/2024,W37/2024,W38/2024,W39/2024,MPQ Kemas,MPQ Supply,Sum
initial,Liquid factory,BP-NFSHREDT-KA,NFS Kahf Humbling Forest Eau de Toilette 3 ml,21,3900,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,,3900,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,3900,"11,700"
initial,Liquid factory,BP-NFSIWEDT-KA,NFS Kahf Invigorating Waterfall Eau de Toilette 3 ml,21,3900,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,,3900,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,3900,"11,700"
initial,Liquid factory,BP-NFSRHEDT-KA,NFS Kahf Revered Oud Eau De Toilette 3 ml,21,3900,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,,3900,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,3900,"11,700"
initial,Liquid factory,BP-NFSWSEDT-KA,NFS Kahf True Brotherhood Eau De Toilette 3 ml,21,3900,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,900",,"3,900","3,900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,3900,"11,700"
new product,Liquid factory,BP-RHEDP-KA,Kahf Revered Oud Eau de Parfum 100 ml,200,1,1,0,0,1944,1944,0,0,1944,0,0,1944,0,1944,0,0,1944,0,1944,0,0,1944,0,1944,0,0,1944,0,0,1944,0,1944,0,0,1944,0,1944,0,0,1944,0,1944,0,0,1944,0,1944,0,0,1944,0,0,1944,0,1944,0,0,1944,0,1944,0,0,1944,0,1944,0,0,0,0,0,0,1,1,"48,600"
existing,Liquid factory,BP-RHEDT-KA,Kahf Revered Oud Eau de Toilette 35 ml,600,16280,16769,0,10110,16280,0,16280,16280,0,16280,16280,0,16280,16280,0,16280,16280,0,16280,16280,0,16280,16280,0,16280,16280,0,16280,16280,0,16280,16280,0,16280,16280,0,16280,16280,0,16280,16280,0,16280,16280,0,16280,16280,0,16280,16280,0,16280,16280,0,16280,16280,0,16280,16280,0,16280,16280,0,16280,16280,0,16280,0,0,0,16280,16280,16769,"710,150"
existing,Liquid factory,BP-SBSBM-W100ML,Wardah Scentsation Bliss Body Mist 100 ml (Pc(s)),300,2550,2606,0,0,"2,550","2,550",0,"2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550","2,550",0,0,0,0,2550,2606,"158,100"
existing,Liquid factory,BP-SBSE-W35ML,Wardah Scentsation Bliss Eau De Toilette 35 ml (Pc(s)),200,5040,5121,0,7272,0,0,0,0,0,0,5040,0,0,0,5040,0,0,0,5040,0,0,0,5040,0,0,0,5040,0,0,0,5040,0,0,0,5040,0,0,0,5040,0,0,0,5040,0,0,0,5040,0,0,0,5040,0,0,0,5040,0,0,0,5040,0,0,0,5040,0,0,0,5040,0,0,0,0,5040,5121,"82,872"
existing,Liquid factory,BP-SJYBM-W100ML,Wardah Scentsation Joyful Body Mist 100 ml (Pc(s)),500,4500,4575,9275,0,0,0,4500,4500,4500,4500,4500,4500,4500,0,4500,4500,4500,4500,4500,4500,0,4500,4500,4500,4500,4500,4500,4500,0,4500,4500,4500,4500,4500,4500,0,4500,4500,4500,4500,4500,4500,4500,0,4500,4500,4500,4500,4500,4500,0,4500,4500,4500,4500,4500,4500,0,4500,4500,4500,4500,4500,4500,4500,0,4500,0,4500,0,0,4500,4575,"252,275"
existing,Liquid factory,BP-SJYE-W35ML,Wardah Scentsation Joyful Eau De Toilette 35 ml (Pc(s)),300,7487,7712,0,7487,0,0,0,0,0,0,7487,0,0,0,0,7487,0,0,0,7487,0,0,0,7487,0,0,0,0,7487,0,0,0,7487,0,0,0,7487,0,0,0,0,7487,0,0,0,7487,0,0,0,7487,0,0,0,0,7487,0,0,0,7487,0,0,0,7487,0,0,0,0,0,0,7487,0,7487,7712,"112,305"
existing,Liquid factory,BP-SPCBM-W100ML,Wardah Scentsation Peaceful Body Mist 100 ml (Pc(s)),300,2550,2606,0,0,0,0,2550,2550,2550,2550,2550,2550,0,2550,2550,2550,2550,2550,2550,2550,0,2550,2550,2550,2550,2550,2550,2550,0,2550,2550,2550,2550,2550,2550,2550,0,2550,2550,2550,2550,2550,2550,2550,0,2550,2550,2550,2550,2550,2550,2550,0,2550,2550,2550,2550,2550,2550,2550,0,2550,2550,2550,2550,2550,2550,0,0,0,0,2550,2606,"137,700"
existing,Liquid factory,BP-SPCE-W35ML,Wardah Scentsation Peaceful Eau De Toilette 35 ml (Pc(s)),200,5040,5121,0,0,0,0,5040,0,0,0,5040,0,0,0,0,5040,0,0,0,0,5040,0,0,0,5040,0,0,0,0,5040,0,0,0,5040,0,0,0,0,5040,0,0,0,0,5040,0,0,0,5040,0,0,0,0,5040,0,0,0,5040,0,0,0,0,5040,0,0,0,0,5040,0,0,0,0,5040,5121,"70,560"
existing,Liquid factory,BP-SPNBM-W100ML,Wardah Scentsation Passion Body Mist 100 ml (Pc(s)),200,1550,1596,0,9275,0,0,0,0,0,0,0,0,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,0,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,0,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,0,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,0,0,0,0,1550,1596,"89,875"
existing,Liquid factory,BP-SPNE-W35ML,Wardah Scentsation Passion Eau De Toilette 35 ml (Pc(s)),300,7415,7638,0,0,0,0,0,0,0,"7,415",0,0,0,0,0,0,0,0,0,7415,0,0,0,0,0,0,0,0,7415,0,0,0,0,0,0,0,0,0,7415,0,0,0,0,0,0,0,0,0,7415,0,0,0,0,0,0,0,0,7415,0,0,0,0,0,0,0,0,0,0,0,0,0,7415,7638,"44,490"
existing,Liquid factory,BP-SPRBM-W100ML,Wardah Scentsation Purity Body Mist 100 ml (Pc(s)),500,4500,4575,0,"9,325",0,0,0,"4,500","4,500","4,500",0,"4,500","4,500","4,500","4,500","4,500","4,500",0,"4,500","4,500","4,500","4,500","4,500",0,"4,500","4,500","4,500","4,500","4,500","4,500",0,"4,500","4,500","4,500","4,500","4,500",0,"4,500","4,500","4,500","4,500","4,500","4,500",0,"4,500","4,500","4,500","4,500","4,500",0,"4,500","4,500","4,500","4,500","4,500","4,500",0,"4,500","4,500","4,500","4,500","4,500","4,500",0,"4,500","4,500","4,500",0,0,0,0,4500,4575,"238,825"
existing,Liquid factory,BP-SPRE-W35ML,Wardah Scentsation Purity Eau De Toilette 35 ml (Pc(s)),200,5040,5121,0,"7,449",0,0,0,0,0,"5,040",0,0,"5,040",0,0,"5,040",0,0,"5,040",0,0,"5,040",0,0,"5,040",0,0,"5,040",0,0,0,"5,040",0,0,"5,040",0,0,"5,040",0,0,"5,040",0,0,"5,040",0,0,"5,040",0,0,"5,040",0,0,0,"5,040",0,0,"5,040",0,0,"5,040",0,0,"5,040",0,0,"5,040",0,0,0,0,0,5040,5121,"103,209"
existing,Liquid factory,BP-WSEDT-KA,Kahf True Brotherhood Eau de Toilette 35 ml,200,5140,5295,0,5140,5140,"5,140",5140,0,5140,0,5140,0,5140,0,5140,5140,0,5140,0,5140,5140,0,5140,0,5140,0,5140,0,5140,0,5140,0,5140,0,5140,5140,0,5140,0,5140,0,5140,0,5140,0,5140,0,5140,0,5140,0,5140,0,5140,0,5140,5140,0,5140,0,5140,0,5140,0,5140,0,5140,0,0,0,0,5140,5295,"185,040"
existing,Liquid factory,BRO-RNBO-KA,Kahf Nourishing Beard & Hair Oil 30 ml,30,666,690,666,0,0,0,0,666,0,666,0,666,0,666,0,666,0,666,666,0,666,0,666,0,666,0,666,0,666,666,0,666,0,666,0,666,0,666,0,666,0,666,666,0,666,0,666,0,666,0,666,0,666,666,0,666,0,666,0,666,0,666,0,666,0,666,0,0,0,666,0,666,690,"22,644"
existing,Repack factory,BRUS-EBS-EM,Emina Brush Set (Set),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,553,537,553,537,553,537,553,537,553,537,553,537,553,537,537,553,537,553,537,553,537,553,537,537,553,537,553,537,553,537,537,553,537,553,537,553,537,553,537,537,505,489,489,489,489,521,521,52,51,52,36,1,1,"25,996"
existing,Repack factory,BRUS-FTF-MO17CM,MAKE OVER Flat Top Foundation Brush 17 cm,0,1,1,0,0,0,0,0,0,0,0,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,5,6,5,1,1,587
existing,Repack factory,BRUS-KBK-MO8.5CM,MAKE OVER Kabuki Brush 8.5 cm,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,34
to be discontinued,Liquid factory,BUT-W0LG-W50ML,Wardah Creamy Body Butter With Lavender & Ginger 50 ml (pc(s)),200,3680,3791,0,0,0,0,0,0,0,0,0,0,3680,0,0,0,0,0,0,0,0,0,0,3680,0,0,0,0,0,0,0,0,0,3680,0,0,0,0,0,0,0,0,0,0,3680,0,0,0,0,0,0,0,0,0,3680,0,0,0,0,0,0,0,0,0,0,3680,0,0,0,0,0,3680,3791,"22,080"
existing,Liquid factory,BUT-W0MP-W50ML,Wardah Creamy Body Butter With Milk & Pearl 50 ml (pc(s)),200,3776,3890,0,"3,776",0,0,0,0,0,0,0,"3,776",0,0,0,0,"3,776",0,0,0,0,0,"3,776",0,0,0,0,0,"3,776",0,0,0,0,0,"3,776",0,0,0,0,0,"3,776",0,0,0,0,0,0,"3,776",0,0,0,0,0,"3,776",0,0,0,0,0,"3,776",0,0,0,0,0,0,"3,776",0,0,0,0,3776,3890,"41,536"
existing,Liquid factory,BUT-W0O-W50ML,Wardah Creamy Body Butter With Olive 50 ml (pc(s)),200,3520,3626,0,0,0,0,0,0,0,3520,0,0,0,0,0,0,0,3520,0,0,0,0,0,0,0,3520,0,0,0,0,0,0,3520,0,0,0,0,0,0,0,3520,0,0,0,0,0,0,3520,0,0,0,0,0,0,0,3520,0,0,0,0,0,0,0,3520,0,0,0,0,0,0,0,3520,3626,"28,160"
existing,Liquid factory,BUT-W0P-W50ML,Wardah Creamy Body Butter With Passion Fruit 50 ml (pc(s)),200,3776,3890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3776,0,0,0,0,0,0,0,0,0,3776,0,0,0,0,0,0,0,0,0,3776,0,0,0,0,0,0,0,0,0,3776,0,0,0,0,0,0,0,0,0,3776,0,0,0,0,0,0,0,0,0,3776,0,0,0,0,3776,3890,"22,656"
existing,Liquid factory,BUT-W0R-W50ML,Wardah Creamy Body Butter With Rose 50 ml (pc(s)),150,2656,2756,0,0,0,2656,0,0,0,0,0,2656,0,0,0,0,0,0,2656,0,0,0,0,0,0,2656,0,0,0,0,0,0,2656,0,0,0,0,0,0,2656,0,0,0,0,0,0,2656,0,0,0,0,0,0,2656,0,0,0,0,0,0,2656,0,0,0,0,0,0,2656,0,0,0,2656,2756,"26,560"
existing,Liquid factory,BUT-W0S-W50ML,Wardah Creamy Body Butter With Strawberry 50 ml (pc(s)),200,3680,3791,0,3680,0,0,0,0,0,0,0,0,3680,0,0,0,0,0,0,3680,0,0,0,0,0,3680,0,0,0,0,0,0,3680,0,0,0,0,0,0,3680,0,0,0,0,0,3680,0,0,0,0,0,0,3680,0,0,0,0,0,3680,0,0,0,0,0,0,3680,0,0,0,0,0,3680,3791,"36,800"
existing,Liquid factory,C-P1-P450,Putri Cold Wave 450 ML (Pc(s)),200,492,592,0,0,0,492,0,492,0,492,492,0,492,0,492,0,492,492,0,492,0,492,0,492,492,0,492,0,492,492,0,492,0,492,0,492,492,0,492,0,492,0,492,492,0,492,0,492,0,492,492,0,492,0,492,492,0,492,0,492,0,492,492,0,492,0,492,0,0,0,0,492,592,"17,712"
existing,Liquid factory,CB-P1A-P240,Putri Natural Creambath Avocado 240 ML (Pc(s)),600,2334,2434,0,0,0,0,0,0,2334,0,0,0,0,0,0,0,0,0,0,2334,0,0,0,0,0,0,0,0,0,0,0,2334,0,0,0,0,0,0,0,0,0,0,0,2334,0,0,0,0,0,0,0,0,0,0,2334,0,0,0,0,0,0,0,0,0,0,0,2334,0,0,0,0,2334,2434,"14,004"
existing,Liquid factory,CB-P1A-P720,Putri Natural Creambath Avocado 720 ML (Pc(s)),200,276,376,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,276,376,"1,656"
existing,Liquid factory,CB-P1G-P240,Putri Natural Creambath Ginseng 240 ML (Pc(s)),200,768,868,0,0,0,0,0,0,768,0,0,0,0,768,0,0,0,0,768,0,0,0,0,768,0,0,0,0,768,0,0,0,0,768,0,0,0,0,768,0,0,0,0,768,0,0,0,0,0,768,0,0,0,0,768,0,0,0,0,768,0,0,0,0,768,0,0,0,0,0,0,768,868,"9,216"
existing,Liquid factory,CB-P1G-P720,Putri Natural Creambath Ginseng 720 ML (Pc(s)),200,264,364,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,264,364,"1,848"
existing,Liquid factory,CB-P1K-P240,Putri Natural Creambath Candlenut 240 ML (Pc(s)),200,768,868,0,0,0,0,0,0,0,0,0,768,0,0,0,0,0,768,0,0,0,0,0,768,0,0,0,0,768,0,0,0,0,0,768,0,0,0,0,768,0,0,0,0,0,768,0,0,0,0,0,768,0,0,0,0,768,0,0,0,0,0,768,0,0,0,0,0,0,0,0,768,868,"7,680"
existing,Liquid factory,CB-P1K-P720,Putri Natural Creambath Candlenut 720 ML (Pc(s)),200,396,446,0,0,0,0,0,396,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,396,0,0,0,0,0,396,446,"3,168"
existing,Liquid factory,CB-P1L1-P240,Putri Natural Creambath Aloe Vera 240 ML (Pc(s)),200,775,875,"1,550",0,0,0,0,0,0,0,0,0,0,0,0,775,0,0,0,0,775,0,0,0,0,0,775,0,0,0,0,775,0,0,0,0,0,775,0,0,0,0,775,0,0,0,0,775,0,0,0,0,0,775,0,0,0,0,775,0,0,0,0,0,775,0,0,0,0,0,0,775,875,"9,300"
existing,Liquid factory,CB-P1L1-P720,Putri Natural Creambath Aloe Vera 720 ML (Pc(s)),200,396,446,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,396,446,"2,376"
existing,Liquid factory,CM-CML-EM50ML,Emina Creamy Milk Cleansing Lotion 50 ml (Pc(s)),300,5544,5650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5544,5650,"11,088"
existing,Liquid factory,CM-LCC-W,Wardah Lightening Cleansing Milk 100 ml,1000,9446,9730,"9,446","9,446","9,446","9,446","28,338",0,"9,446","9,446","9,446","9,446","18,892","9,446","9,446","9,446","18,892","9,446","9,446","9,446","18,892","9,446","9,446","9,446","18,892","9,446","9,446","9,446","18,892","9,446","9,446","9,446","18,892","9,446","9,446","9,446","18,892","9,446","9,446","9,446","18,892","9,446","9,446","9,446","18,892","9,446","9,446","9,446","18,892","9,446","9,446","9,446","18,892","9,446","9,446","9,446","18,892","9,446","9,446","9,446","18,892","9,446","9,446","9,446","18,892","9,446","9,446",0,"9,446",0,0,9446,9730,"765,126"
existing,Liquid factory,CM-RWSPBC-W,Wardah Crystal Secret Melting Milk Cleanser 100 ml,1000,9483,9768,"18,966","9,483",0,0,"9,483",0,"9,483",0,"9,483",0,"9,483",0,"9,483","9,483",0,"9,483",0,"9,483",0,"9,483",0,"9,483","9,483",0,"9,483",0,"9,483",0,"9,483",0,"9,483","9,483",0,"9,483",0,"9,483",0,"9,483",0,"9,483","9,483",0,"9,483",0,"9,483",0,"9,483",0,"9,483","9,483",0,"9,483",0,"9,483",0,"9,483",0,"9,483","9,483",0,"9,483",0,"9,483",0,"9,483",0,0,0,0,9483,9768,"350,871"
existing,Liquid factory,CM-WSOG-W,Wardah Crystal Secret Micellar Cleansing Gel 95 ml,1000,9932,10230,0,0,0,9932,0,0,0,0,0,0,9932,0,0,0,0,0,9932,0,0,0,0,0,0,9932,0,0,0,0,0,0,9932,0,0,0,0,0,0,9932,0,0,0,0,0,9932,0,0,0,0,0,0,"9,932",0,0,0,0,0,0,9932,0,0,0,0,0,9932,0,0,0,0,0,9932,10230,"99,320"
existing,Semisolid factory,CON-C-MO11ML,MAKE OVER Camouflage Cream Face Concealer 5X2g (Pc(s)),2,935,955,935,935,0,0,0,935,0,935,0,935,935,0,935,0,935,0,935,0,935,0,935,0,935,0,935,0,935,935,0,935,0,935,0,935,0,935,0,935,0,935,0,935,0,935,0,935,935,0,935,0,935,0,935,0,935,0,935,0,935,0,935,0,935,0,935,0,0,0,0,935,955,"31,790"
existing,Semisolid factory,CON-CPADC02-W,CRYSTALLURE Precious All Day Corrective Concealer 12 BEIGE1.9 ml,4.5,1536,1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1536,1556,"1,536"
new product,Semisolid factory,CON-IP01-W,Instaperfect Skinveil Cover Concealer 10 Fair 6.5 g,15,1584,1596,0,0,3696,0,3696,0,0,0,0,0,1584,0,0,0,1584,0,0,0,1584,0,0,0,"1,584",0,0,0,1584,0,0,0,1584,0,0,"1,584",0,0,0,1584,0,0,1584,0,0,0,1584,0,0,1584,0,0,0,1584,0,0,1584,0,0,0,1584,0,0,1584,0,0,0,1584,0,0,1584,1584,1596,"34,320"
new product,Semisolid factory,CON-IP02-W,Instaperfect Skinveil Cover Concealer 20 Ivory 6.5 g,15,1584,1596,0,0,"3,696",0,"3,696",0,0,0,0,"1,584",0,0,"1,584",0,0,0,"1,584",0,0,0,"1,584",0,0,"1,584",0,0,0,"1,584",0,0,"1,584",0,0,"1,584",0,0,0,"1,584",0,0,"1,584",0,0,"1,584",0,0,"1,584",0,0,"1,584",0,0,"1,584",0,0,0,"1,584",0,0,"1,584",0,0,"1,584",0,0,0,"1,584",0,0,1584,1596,"35,904"
new product,Semisolid factory,CON-IP03-W,Instaperfect Skinveil Cover Concealer 30 Beige 6.5 g,15,1584,1596,0,0,0,3696,0,3696,0,0,0,1584,0,0,1584,0,0,1584,0,0,0,1584,0,0,1584,0,0,0,1584,0,0,1584,0,0,0,1584,0,0,1584,0,0,1584,0,0,1584,0,0,1584,0,0,1584,0,0,1584,0,0,1584,0,0,0,1584,0,0,1584,0,0,1584,0,0,1584,0,1584,1596,"37,488"
new product,Semisolid factory,CON-IP05-W,Instaperfect Skinveil Cover Concealer 40 Creme 6.5 g,15,1584,1596,0,0,0,"2,244",0,"2,244",0,0,0,"1,584",0,0,"1,584",0,0,0,0,0,"1,584",0,0,0,0,"1,584",0,0,0,0,0,"1,584",0,0,0,0,"1,584",0,0,0,"1,584",0,0,0,0,"1,584",0,0,0,0,"1,584",0,0,0,"1,584",0,0,0,0,0,"1,584",0,0,0,"1,584",0,0,0,0,"1,584",0,1584,1596,"25,080"
existing,Liquid factory,CON-LBBL01-W,Wardah Lightening Liquid Concealer 01 Light 7 g (Blister),300,37044,37337,36864,0,0,0,37044,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37044,37337,"74,088"
existing,Liquid factory,CON-LBBL02-W,Wardah Lightening Liquid Concealer 02 Beige 7 g (Blister),300,37044,37337,0,0,"37,044",0,0,0,0,"11,466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37044,37337,"48,510"
new product,Liquid factory,CON-LBBL03-W,Wardah Lightening Liquid Concealer 03 Golden Sand (43W) 6 g,240,28740,28872,0,0,0,0,0,0,0,"28,740",0,0,0,0,"28,740",0,0,0,0,0,0,"28,740",0,0,0,0,"28,740",0,0,0,0,0,0,"28,740",0,0,0,0,"28,740",0,0,0,0,0,"28,740",0,0,0,0,0,"28,740",0,0,0,0,"28,740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28740,28872,"258,660"
existing,Liquid factory,CON-PTCL01-MO,MAKE OVER Powerstay Total Cover Liquid Concealer 01 Light 6.5 ml,80,7920,8158,0,0,0,0,0,0,0,0,0,0,0,0,0,7920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7920,0,0,0,0,7920,8158,"31,680"
existing,Liquid factory,CON-PTCL02-MO,MAKE OVER Powerstay Total Cover Liquid Concealer 02 Light to Medium 6.5 ml,80,7920,8158,0,0,0,0,0,0,"7,920",0,0,0,0,0,0,0,"7,920",0,0,0,0,0,0,"7,920",0,0,0,0,0,0,"7,920",0,0,0,0,0,0,0,"7,920",0,0,0,0,0,0,"7,920",0,0,0,0,0,0,"7,920",0,0,0,0,0,0,"7,920",0,0,0,0,0,0,0,0,0,"7,920",0,7920,8158,"71,280"
existing,Liquid factory,CON-PTCL03-MO,MAKE OVER Powerstay Total Cover Liquid Concealer 03 Medium 6.5 ml,80,7920,8158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7920,0,0,0,0,0,0,0,0,0,0,0,0,0,7920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7920,0,0,0,0,0,0,0,0,0,7920,8158,"31,680"
new product,Liquid factory,CON-RLBBL01-W,Wardah Lightening Liquid Concealer 01 Pink Fair (11C) 6 g,350,43608,43728,0,0,0,0,0,43608,0,0,0,0,0,0,43608,0,0,0,0,0,0,43608,0,0,0,0,0,43608,0,0,0,0,0,43608,0,0,0,0,43608,0,0,0,0,0,43608,0,0,0,0,0,"43,608",0,0,0,0,0,43608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43608,43728,"392,472"
new product,Liquid factory,CON-RLBBL02-W,Wardah Lightening Liquid Concealer 02 Neutral Beige (32N) 6 gr,400,59328,59482,0,0,0,0,0,0,"49,440",0,0,0,0,0,"49,440",0,0,0,0,0,"49,440",0,0,0,0,"49,440",0,0,0,0,0,0,"49,440",0,0,0,0,"49,440",0,0,0,0,"49,440",0,0,0,0,0,"49,440",0,0,0,0,"49,440",0,0,0,0,0,0,0,"49,440",0,0,0,0,0,0,0,0,0,59328,59482,"494,400"
to be discontinued,Repack factory,CON-RPP02-MO,MAKE OVER POWERSTAY Under Eye Perfecting Concealer 20 Light 1.8 ml,1,1,1,0,0,0,0,5,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,18,18,18,18,1,1,"2,057"
existing,Semisolid factory,CON-SMULCA-EM,Emina Squeeze Me Up Liquid Concealer Light 8 g,15,1656,1676,0,0,0,0,0,0,"1,656",0,0,0,"1,656",0,0,0,"1,656",0,0,0,"1,656",0,0,0,"1,656",0,0,0,"1,656",0,0,0,"1,656",0,0,0,"1,656",0,0,0,"1,656",0,0,0,"1,656",0,0,"1,656",0,0,0,"1,656",0,0,0,"1,656",0,0,0,"1,656",0,0,0,0,"1,656",0,0,0,0,0,0,1656,1676,"24,840"
existing,Semisolid factory,CON-SMULCB-EM,Emina Squeeze Me Up Liquid Concealer Natural 8 g,15,1656,1676,0,0,0,0,0,0,0,0,"1,656",0,0,"1,656",0,"1,656",0,0,"1,656",0,0,"1,656",0,0,"1,656",0,"1,656",0,0,"1,656",0,0,"1,656",0,0,"1,656",0,"1,656",0,0,"1,656",0,0,"1,656",0,0,"1,656",0,"1,656",0,0,"1,656",0,0,"1,656",0,0,"1,656",0,"1,656",0,0,"1,656",0,0,"1,656",0,0,0,0,0,1656,1676,"34,776"
existing,Semisolid factory,CON-SMULCC-EM,Emina Squeeze Me Up Liquid Concealer Caramel 8 g,15,1656,1676,0,0,0,0,0,0,0,0,0,0,0,0,1656,0,0,0,0,0,0,1656,0,0,0,0,0,0,1656,0,0,0,0,0,0,1656,0,0,0,0,0,0,1656,0,0,0,0,0,0,"1,656",0,0,0,0,0,0,1656,0,0,0,0,0,0,0,1656,0,0,0,0,0,0,1656,1676,"13,248"
