LIFE CYCLE,FACTORY,Kode Item Baru,Nama Item,MPQ Olah,MPQ Kemas,MPQ Supply,W23/2023,W24/2023,W25/2023,W26/2023,W27/2023,W28/2023,W29/2023,W30/2023,W31/2023,W32/2023,W33/2023,W34/2023,W35/2023,W36/2023,W37/2023,W38/2023,W39/2023,W40/2023,W41/2023,W42/2023,W43/2023,W44/2023,W45/2023,W46/2023,W47/2023,W48/2023,W49/2023,W50/2023,W51/2023,W52/2023,W01/2024,W02/2024,W03/2024,W04/2024,W05/2024,W06/2024,W07/2024,W08/2024,W09/2024,W10/2024,W11/2024,W12/2024,W13/2024,W14/2024,W15/2024,W16/2024,W17/2024,W18/2024,W19/2024,W20/2024,W21/2024,W22/2024,W23/2024,W24/2024,W25/2024,W26/2024,W27/2024,W28/2024,W29/2024,W30/2024,W31/2024,W32/2024,W33/2024,W34/2024,W35/2024,W36/2024,W37/2024,W38/2024,W39/2024,MPQ Kemas,MPQ Supply,Sum
new product,Semisolid factory,L-RMLCB-OMG,OMG OH MY GLAM Matte Kiss Lip Cream 02 Revamp,200,65988,66648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65988,65988,66648,"197,964"
new product,Semisolid factory,L-RMLCC-OMG,OMG OH MY GLAM Matte Kiss Lip Cream 03 Revamp,200,65988,66648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65988,65988,66648,"197,964"
new product,Semisolid factory,L-RMLCD-OMG,OMG OH MY GLAM Matte Kiss Lip Cream 04 Revamp,200,65988,66648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65988,0,0,0,0,0,0,0,65988,0,0,0,0,0,0,0,65988,0,0,0,0,0,0,0,65988,65988,66648,"329,940"
new product,Semisolid factory,L-RMLCE-OMG,OMG OH MY GLAM Matte Kiss Lip Cream 05 Revamp,200,65988,66648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65988,65988,66648,"197,964"
new product,Semisolid factory,L-RMLCF-OMG,OMG OH MY GLAM Matte Kiss Lip Cream 06 Revamp,200,65988,66648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65988,0,0,0,0,0,0,0,0,0,0,0,65988,0,0,0,0,0,0,0,65988,66648,"197,964"
new product,Semisolid factory,L-RMLCG-OMG,OMG OH MY GLAM Matte Kiss Lip Cream 07 Revamp,200,65988,66648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65988,0,0,0,0,0,0,0,0,0,0,65988,0,0,0,0,0,0,0,0,0,65988,65988,66648,"263,952"
new product,Semisolid factory,L-RMLCH-OMG,OMG OH MY GLAM Matte Kiss Lip Cream 08 Revamp,200,65988,66648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65988,0,0,0,0,0,0,0,0,0,0,65988,0,0,0,0,0,0,0,0,0,65988,65988,66648,"263,952"
new product,Semisolid factory,L-RMLCI-OMG,OMG OH MY GLAM Matte Kiss Lip Cream 09 Revamp,200,65988,66648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65988,0,0,0,0,0,0,0,0,0,0,0,65988,0,0,0,0,0,0,0,65988,66648,"197,964"
new product,Semisolid factory,L-RMLCJ-OMG,OMG OH MY GLAM Matte Kiss Lip Cream 10 Revamp,200,65988,66648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"65,988",0,0,0,0,0,0,0,0,"65,988",0,0,0,0,"65,988",0,0,0,0,"65,988",0,0,"65,988",0,0,0,"65,988",0,0,0,"65,988",0,0,0,65988,0,0,0,65988,65988,66648,"593,892"
new product,Semisolid factory,L-RMLCK-OMG,OMG OH MY GLAM Matte Kiss Lip Cream 11 Revamp,200,65988,66648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"65,988",0,0,0,0,0,0,0,0,"65,988",0,0,0,0,"65,988",0,0,0,0,"65,988",0,0,"65,988",0,0,0,"65,988",0,0,0,"65,988",0,0,0,65988,0,0,0,65988,65988,66648,"593,892"
new product,Semisolid factory,L-RMLCL-OMG,OMG OH MY GLAM Matte Kiss Lip Cream 12 Revamp,200,65988,66648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65988,0,65988,0,0,0,0,0,0,0,65988,0,0,0,65988,0,65988,0,0,65988,0,65988,0,65988,0,0,65988,0,65988,0,0,65988,0,65988,0,0,65988,0,65988,65988,66648,"923,832"
new product,Semisolid factory,L-RMLCM-OMG,OMG Oh My Glam Matte Kiss Lip Cream 13 Revamp,200,65988,66648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"65,988",0,0,0,0,0,0,"65,988",0,0,0,"65,988",0,0,0,"65,988",0,0,"65,988",0,0,"65,988",0,0,0,"65,988",0,0,"65,988",0,65988,0,0,0,65988,0,0,65988,65988,66648,"725,868"
new product,Semisolid factory,L-RMLCN-OMG,OMG Oh My Glam Matte Kiss Lip Cream 14 Revamp,100,32652,32979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32,652",0,"32,652",0,0,0,0,0,0,0,"32,652",0,0,"32,652",0,0,"32,652",0,0,"32,652",0,"32,652",0,0,"32,652",0,0,"32,652",0,"32,652",0,32652,0,0,32652,0,0,32652,32652,32979,"424,476"
new product,Semisolid factory,L-RMLCO-OMG,OMG Oh My Glam Matte Kiss Lip Cream 15 Revamp,200,65988,66648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65988,0,0,0,0,0,0,0,0,0,0,65988,0,0,0,0,0,0,65988,0,0,0,0,0,0,65988,0,0,0,0,65988,0,0,0,0,0,0,65988,65988,66648,"395,928"
new product,Semisolid factory,L-RMLCP-OMG,OMG Oh My Glam Matte Kiss Lip Cream 16 Revamp,100,32652,32979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32652,0,32652,32652,0,0,0,32652,0,32652,32652,0,32652,0,32652,32652,32652,0,32652,32652,32652,32652,0,32652,32652,0,32652,32652,32652,32652,32652,0,32652,32652,0,32652,32652,32652,32979,"816,300"
new product,Semisolid factory,L-RMLCQ-OMG,OMG Oh My Glam Matte Kiss Lip Cream 17 Revamp,100,32652,32979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32652,0,32652,0,0,0,0,0,0,32652,0,0,32652,0,0,32652,0,0,32652,0,32652,0,0,32652,0,0,32652,0,32652,0,32652,0,0,32652,0,0,32652,32652,32979,"424,476"
new product,Semisolid factory,L-RMLCR-OMG,OMG Oh My Glam Matte Kiss Lip Cream 18 Revamp,100,32652,32979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32652,0,32652,0,0,0,0,0,0,32652,0,0,32652,0,0,32652,0,0,32652,0,32652,0,0,32652,0,0,32652,0,32652,0,32652,0,0,32652,0,0,32652,32652,32979,"424,476"
initial,Semisolid factory,L-RNLCA-EM,Emina Poppin’ Matte 04 Snatched 4.5 g,25,5218,5238,0,0,0,0,0,0,5218,0,0,0,0,0,0,5218,0,0,0,0,0,0,0,5218,0,0,0,0,0,0,5218,0,0,0,0,0,0,5218,0,0,0,0,0,0,0,0,5218,0,0,0,0,0,0,5218,0,0,0,0,0,0,0,5218,0,0,0,0,0,0,0,5218,0,5218,5238,"46,962"
initial,Semisolid factory,L-RNLCB-EM,Emina Poppin’ Matte 02 To Be Honest 4.5 g,45,9392,9412,0,0,0,0,0,0,9392,0,0,0,0,0,0,0,9392,0,0,0,0,0,0,0,9392,0,0,0,0,0,0,0,0,9392,0,0,0,0,0,0,0,0,9392,0,0,0,0,0,0,0,9392,0,0,0,0,0,0,0,9392,0,0,0,0,0,0,0,9392,0,0,0,0,9392,9412,"75,136"
initial,Semisolid factory,L-RNLCC-EM,Emina Poppin’ Matte 01 Lowkey 4.5 g,25,5218,5238,0,0,0,0,0,5218,0,0,0,0,0,0,0,0,5218,0,0,0,0,0,0,0,5218,0,0,0,0,0,0,0,0,5218,0,0,0,0,0,0,0,0,5218,0,0,0,0,0,0,0,5218,0,0,0,0,0,0,0,5218,0,0,0,0,0,0,0,5218,0,0,0,0,5218,5238,"41,744"
initial,Semisolid factory,L-RNLCD-EM,Emina Poppin’ Matte 03 Game On 4.5 g,25,5218,5238,0,0,0,0,0,0,5218,0,0,0,0,5218,0,0,0,0,0,5218,0,0,0,0,5218,0,0,0,0,0,0,5218,0,0,0,0,5218,0,0,0,0,0,5218,0,0,0,0,0,5218,0,0,0,0,0,5218,0,0,0,0,0,5218,0,0,0,0,0,5218,0,0,0,0,5218,5238,"57,398"
initial,Semisolid factory,L-RNLCE-EM,Emina Poppin’ Matte 05 Easy Peasy 4.5 g,80,16696,16716,0,0,0,0,0,0,16696,0,0,0,0,0,0,0,16696,0,0,0,0,0,0,0,16696,0,0,0,0,0,0,0,0,16696,0,0,0,0,0,0,0,16696,0,0,0,0,0,0,0,0,0,16696,0,0,0,0,0,0,0,16696,0,0,0,0,0,0,0,0,16696,0,0,16696,16716,"133,568"
new product,Semisolid factory,L-RRIPLMP01-W,Instaperfect MATTESETTER Lip Matte Paint 01. GLEE 5.5 g,15,2244,2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244,2264,"4,488"
new product,Semisolid factory,L-RRIPLMP02-W,Instaperfect MATTESETTER Lip Matte Paint 02. DEAR 5.5 g,15,2244,2264,0,0,0,0,0,0,2244,0,0,0,0,0,2244,0,0,0,0,0,2244,0,0,0,0,0,2244,0,0,0,0,2244,0,0,0,0,0,2244,0,0,0,0,0,2244,0,0,0,0,0,2244,0,0,0,0,2244,0,0,0,0,0,2244,0,0,0,0,0,2244,0,0,0,0,2244,2264,"24,684"
new product,Semisolid factory,L-RRIPLMP03-W,Instaperfect MATTESETTER Lip Matte Paint 03. CHIC 5.5 g,15,2244,2264,0,0,0,0,0,0,0,0,2244,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,2244,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,2244,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,2244,2264,"17,952"
new product,Semisolid factory,L-RRIPLMP04-W,Instaperfect MATTESETTER Lip Matte Paint 04. VIBE 5.5 g,15,2244,2264,2244,0,2244,0,0,0,0,2244,0,0,0,0,0,2244,0,0,0,0,0,"2,244",0,0,0,0,0,"2,244",0,0,0,0,0,"2,244",0,0,0,0,0,"2,244",0,0,0,0,"2,244",0,0,0,0,0,"2,244",0,0,0,0,0,"2,244",0,0,0,0,0,"2,244",0,0,0,0,0,0,0,0,2244,2264,"26,928"
new product,Semisolid factory,L-RRIPLMP05-W,Instaperfect MATTESETTER Lip Matte Paint 05. HYPE 5.5 g,15,2244,2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244,2264,"6,732"
new product,Semisolid factory,L-RRIPLMP06-W,Instaperfect MATTESETTER Lip Matte Paint 06. FLAIR 5.5 g,15,2244,2264,0,0,0,0,0,0,2244,0,0,0,0,0,0,2244,0,0,0,0,0,2244,0,0,0,0,0,"2,244",0,0,0,0,0,0,"2,244",0,0,0,0,"2,244",0,0,0,0,"2,244",0,0,0,0,"2,244",0,0,0,0,0,2244,0,0,0,0,"2,244",0,0,0,0,0,"2,244",0,0,0,0,2244,2264,"24,684"
new product,Semisolid factory,L-RRIPLMP07-W,Instaperfect MATTESETTER Lip Matte Paint 07. DAZZLE 5.5 g,15,2244,2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,2244,2264,"4,488"
new product,Semisolid factory,L-RRIPLMP08-W,Instaperfect MATTESETTER Lip Matte Paint 08. EDGE 5.5 g,15,2244,2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,244",0,0,0,0,0,0,0,0,0,0,0,2244,2264,"4,488"
new product,Semisolid factory,L-RRIPLMP09-W,Instaperfect MATTESETTER Lip Matte Paint 09. ICON 5.5 g,15,2244,2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244,0,0,0,0,0,0,2244,2264,"6,732"
existing,Semisolid factory,L-SLWCA-W,Wardah Colorfit Last All Day Lip Paint 12 Berry Lasting 4.2 g,15,3312,3332,0,0,3312,0,3312,0,3312,0,3312,0,3312,0,3312,0,3312,0,3312,0,3312,0,0,3312,0,3312,0,3312,0,3312,0,0,2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3312,3332,"45,936"
existing,Semisolid factory,L-SLWCB-W,Wardah Colorfit Last All Day Lip Paint 11 Everlast Pink 4.2 g,15,3312,3332,3312,0,3312,0,0,3312,0,0,3312,0,3312,0,3312,0,0,3312,0,3312,0,3312,0,3312,0,3312,0,0,3312,0,3312,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3312,3332,"43,308"
existing,Semisolid factory,L-SLWCC-W,Wardah Colorfit Last All Day Lip Paint 10 Forever Mauve 4.2 g,15,3312,3332,0,3312,0,0,0,3312,0,3312,0,3312,0,3312,0,3312,0,0,3312,0,0,3312,0,0,3312,0,3312,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3312,3332,"33,240"
existing,Semisolid factory,L-SLWCD-W,Wardah Colorfit Last All Day Lip Paint 03 Stick To Latte 4.2 g,15,3312,3332,0,0,3312,0,3312,3312,0,3312,3312,3312,3312,0,3312,3312,3312,3312,3312,0,3312,3312,3312,3312,3312,0,3312,3312,3312,3312,3312,0,3312,3312,3312,3312,3312,0,3312,3312,3312,3312,3312,0,3312,3312,3312,3312,3312,0,3312,3312,3312,3312,3312,0,3312,3312,3312,3312,0,3312,3312,3312,0,3312,3312,0,0,0,3312,3312,3332,"172,224"
existing,Semisolid factory,L-SLWCE-W,Wardah Colorfit Last All Day Lip Paint 08 Red Repeat 4.2 g,15,3312,3332,3312,"3,312",0,3312,3312,"3,312",3312,3312,6624,"3,312",3312,3312,3312,3312,3312,3312,3312,6624,3312,3312,3312,3312,3312,3312,3312,3312,3312,6624,3312,3312,3312,3312,3312,3312,3312,3312,6624,3312,3312,3312,3312,3312,3312,3312,3312,3312,6624,3312,3312,3312,3312,3312,3312,3312,3312,6624,3312,3312,3312,3312,3312,3312,3312,3312,3312,0,3312,0,0,3312,3332,"235,152"
existing,Semisolid factory,L-SLWCF-W,Wardah Colorfit Last All Day Lip Paint 07 Brick On 4.2 g,15,3312,3332,0,"6,624","3,312","3,312","6,624","3,312","6,624","3,312","6,624","6,624","3,312","6,624","3,312","6,624","3,312","6,624","3,312","6,624","3,312","6,624","3,312","6,624","3,312","6,624","6,624","3,312","6,624","3,312","6,624","3,312","6,624","3,312","6,624","3,312","6,624","3,312","6,624","3,312","6,624","6,624","3,312","6,624","3,312","6,624","3,312","6,624","3,312","6,624","3,312","6,624","3,312","6,624","6,624","3,312","6,624","3,312","6,624","3,312","6,624","3,312","3,312","6,624","3,312","6,624","3,312","3,312",0,"3,312",0,3312,3332,"327,888"
existing,Semisolid factory,L-SLWCG-W,Wardah Colorfit Last All Day Lip Paint 01 Peach Till Drop 4.2 g,15,3312,3332,3312,0,3312,0,3312,0,3312,0,3312,3312,0,3312,0,3312,0,3312,0,3312,0,3312,0,3312,0,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3312,3332,"40,752"
existing,Semisolid factory,L-SLWCH-W,Wardah Colorfit Last All Day Lip Paint 04 Brownderlast 4.2 g,15,3312,3332,0,"3,312","3,312","6,624","6,624","6,624","6,624","6,624","6,624","6,624","3,312","6,624","6,624","6,624","6,624","6,624","6,624","3,312","6,624","6,624","6,624","6,624","6,624","6,624","3,312","6,624","6,624","6,624","6,624","6,624","3,312","6,624","6,624","6,624","6,624","6,624","3,312","6,624","6,624","6,624","6,624","6,624","3,312","6,624","6,624","6,624","6,624","6,624","3,312","6,624","6,624","6,624","6,624","6,624","3,312","6,624","6,624","6,624","3,312","6,624","3,312","6,624","3,312","6,624","6,624",0,"3,312","3,312",0,3312,3332,"387,504"
existing,Semisolid factory,L-SLWCI-W,Wardah Colorfit Last All Day Lip Paint 09 Timeless Rose 4.2 g,15,3312,3332,3312,0,3312,3312,0,6624,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,6624,3312,3312,3312,0,3312,3312,3312,3312,3312,3312,0,3312,0,0,3312,3332,"215,280"
existing,Semisolid factory,L-SLWCJ-W,Wardah Colorfit Last All Day Lip Paint 06 Infinite Coral 4.2 g,15,3312,3332,0,"3,312",0,0,0,"3,312",0,0,"3,312",0,0,"3,312",0,0,"3,312",0,"3,312",0,0,"3,312",0,0,"3,312",0,0,"3,312",0,0,"3,312",0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3312,3332,"33,300"
existing,Semisolid factory,L-SLWCK-W,Wardah Colorfit Last All Day Lip Paint 02 Eternal Sunset 4.2 g,15,3312,3332,0,0,0,0,0,0,"3,312","6,624","6,624","9,936","6,624","6,624","9,936","6,624","9,936","6,624","6,624","9,936","6,624","9,936","6,624","6,624","9,936","3,312","6,624","6,624","6,624","6,624","6,624","3,312","6,624","6,624","3,312","6,624","6,624","3,312","6,624","3,312","6,624","6,624","3,312","6,624","6,624","3,312","6,624","6,624","3,312","6,624","6,624","3,312","6,624","6,624","3,312","6,624","3,312","6,624","6,624","3,312","6,624","3,312","6,624","3,312","6,624","3,312","6,624",0,"3,312",0,3312,3312,3332,"364,320"
existing,Semisolid factory,L-SLWCL-W,Wardah Colorfit Last All Day Lip Paint 05 Stay Russet 4.2 g,15,3312,3332,0,0,0,0,0,0,0,6624,6624,9936,6624,6624,9936,6624,9936,6624,6624,9936,6624,6624,9936,6624,6624,6624,6624,6624,3312,6624,6624,6624,3312,6624,3312,6624,6624,3312,6624,6624,3312,6624,3312,6624,6624,3312,6624,3312,6624,6624,3312,6624,6624,3312,6624,3312,6624,6624,3312,6624,3312,6624,3312,3312,6624,3312,6624,0,3312,0,0,3312,3332,"351,072"
existing,Semisolid factory,L-SMULGA-EM,Emina Squeeze Me Up Lip Glass 01 Surf n’ Slide 6.5 g,1,144,164,144,0,0,0,0,0,0,0,0,0,144,0,144,0,144,0,144,0,144,0,144,0,144,0,144,0,144,0,144,0,144,0,144,0,144,0,144,0,144,0,144,0,144,0,144,0,144,144,0,144,0,144,0,144,0,144,0,144,0,144,0,144,0,144,0,0,144,0,0,144,164,"4,320"
existing,Semisolid factory,L-SMULGB-EM,Emina Squeeze Me Up Lip Glass 02 Stargaze 6.5 g,1,144,164,0,0,0,0,144,0,144,144,0,144,0,144,144,0,144,144,0,144,144,0,144,0,144,144,0,144,144,0,144,0,144,144,0,144,144,0,144,144,0,144,0,144,144,0,144,144,0,144,0,144,144,0,144,144,0,144,144,0,144,0,144,144,0,144,144,0,0,0,0,144,164,"5,616"
existing,Semisolid factory,L-SMULMA-EM,Emina Squeeze Me Up Lip Matte 01 Have a Picnic 6.5 g,1,144,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,288,144,144,144,144,288,144,144,144,144,288,144,144,144,288,144,144,144,144,288,144,144,144,144,288,144,144,144,144,288,144,144,144,144,288,144,144,144,288,144,144,0,0,144,0,144,164,"7,488"
existing,Semisolid factory,L-SMULMB-EM,Emina Squeeze Me Up Lip Matte 02 Bake a Cookie 6.5 g,1,144,164,864,0,0,144,144,288,288,288,288,144,288,288,288,288,144,288,288,288,288,144,288,288,288,288,144,288,288,288,288,288,144,288,288,288,288,144,288,288,288,288,144,288,288,288,288,144,288,288,288,288,144,288,288,288,288,144,288,288,288,288,144,288,288,288,288,0,144,0,0,144,164,"16,992"
existing,Semisolid factory,L-SMULMC-EM,Emina Squeeze Me Up Lip Matte 03 City Cycling 6.5 g,1,144,164,576,0,0,0,0,0,144,144,288,144,144,288,144,144,288,144,144,288,144,144,144,288,144,144,288,144,144,288,144,144,288,144,144,288,144,144,288,144,144,288,144,144,288,144,144,144,288,144,144,288,144,144,288,144,144,288,144,144,288,144,144,288,144,144,288,0,0,0,0,144,164,"11,808"
existing,Semisolid factory,L-SMULMD-EM,Emina Squeeze Me Up Lip Matte 04 Lil Dancing 6.5 g,1,144,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,144,144,144,144,144,144,144,144,144,0,144,144,144,144,144,144,144,144,144,144,144,144,144,0,144,144,144,144,144,144,144,144,144,144,144,144,144,144,0,144,144,144,144,144,144,144,144,144,0,0,0,0,144,164,"6,624"
initial,Liquid factory,L-TGK-OMG,OMG OH MY GLAM Glassy Kiss Lip Tint TESTER SET,20,8352,8520,0,0,0,0,0,0,0,0,0,0,0,8352,0,8352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8352,8520,"16,704"
initial,Semisolid factory,L-TLT-OMG,OMG Oh My Glam Juicy Kiss Lip Tint Serum TESTER SET (5.3 g x 4),20,3480,3539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480,0,3480,3539,"10,440"
initial,Semisolid factory,L-TMLC2-OMG,OMG OH MY GLAM Tester Matte Kiss Lip Cream 01-15 52.5 g,15,4032,4200,0,0,0,0,0,0,0,0,0,0,4032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4032,0,0,0,0,0,0,0,0,0,0,4032,4200,"16,128"
initial,Semisolid factory,L-TMLC3-OMG,OMG OH MY GLAM Tester Matte Kiss Lip Cream Socialite Edition 16-18 10.5 g,15,4164,4164,0,0,0,"4,164",,"4,164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4164,4164,"8,328"
existing,Semisolid factory,LB-EVFSG-W4G,Wardah Everyday Fruity Sheer Lip Balm Grape 4 g,20,4704,4724,14112,4704,0,9408,9408,4704,9408,9408,4704,9408,4704,9408,4704,9408,4704,9408,9408,4704,9408,4704,9408,4704,9408,4704,9408,4704,9408,4704,9408,4704,9408,9408,4704,9408,4704,9408,4704,9408,4704,9408,4704,9408,4704,9408,4704,9408,9408,4704,9408,4704,9408,4704,9408,4704,9408,4704,9408,4704,9408,4704,4704,9408,4704,4704,9408,0,4704,0,0,4704,4724,"470,400"
existing,Semisolid factory,LB-EVFSS-W4G,Wardah Everyday Fruity Sheer Lip Balm Strawberry 4 g,40,9600,9620,"38,400",0,0,"19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","9,600","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","9,600","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","19,200","9,600","19,200","19,200","19,200","19,200","9,600","19,200","9,600","9,600","9,600",0,9600,9620,"1,219,200"
existing,Semisolid factory,LB-EVLNGT-W4G,Wardah Everyday Moisture Lip Nutrition Green Tea 4 g,20,4464,4484,4464,0,0,0,4464,4464,4464,4464,4464,4464,0,4464,4464,4464,4464,4464,0,4464,4464,4464,4464,4464,4464,0,4464,4464,4464,4464,4464,0,4464,4464,4464,4464,4464,0,4464,4464,4464,4464,4464,4464,0,4464,4464,4464,4464,4464,0,4464,4464,4464,4464,4464,0,4464,4464,4464,4464,0,4464,4464,0,4464,4464,0,0,4464,0,4464,4484,"236,592"
