Kode Unik,Product Korporat Code,BoM Lines/Product Template/Korporat Code,BoM Lines/Product Template/Material Type,BoM Lines/Quantity,BoM Lines/Product Unit of Measure,Tidak ada BOM,Sediaan,Cek Bundling,Closing Level 1,Closing Level 2,Closing Level 3,Cek Closing Lvl1,Cek Closing Lvl2
F-HGFW22-MO/3,F-HGFW22-MO,STIC-BHGFFW22-MO,Packaging Material,1,Pc(s),STIC-BEIML05R0-IP,Liquid factory,F-HGFW22-MO,F-HGFW22-MO,,,TUBE-POSFCF32TB30R0-IP,
F-HGFW22-MO/3,F-HGFW22-MO,DUS-HGFFIVR0-MO,Packaging Material,1,Pc(s),STIC-BEIML06R0-IP,Liquid factory,F-HGFW22-MO,F-HGFW22-MO,,,DUS-SFCF30R0-IP,
F-HGFW22-MO/3,F-HGFW22-MO,PART-DHGFFIVR0-MO,Packaging Material,1,Pc(s),STIC-BEIML07R0-IP,Liquid factory,F-HGFW22-MO,F-HGFW22-MO,,,STIC-VSFCF32TB30R0-IP,
F-HGFW22-MO/3,F-HGFW22-MO,STIC-VHGFFW22-MO,Packaging Material,1,Pc(s),STIC-BEIML08R0-IP,Liquid factory,F-HGFW22-MO,F-HGFW22-MO,,,KB-WELTWCB-KMM125CF,
F-HGFW22-MO/3,F-HGFW22-MO,STIC-MOR0-MO,Packaging Material,1,Pc(s),STIC-BELFR0-W,Liquid factory,F-HGFW22-MO,F-HGFW22-MO,,,F-IPSF14-BULK,
F-HGFW22-MO/3,F-HGFW22-MO,KB-MOCC36R1-270CF,Packaging Material,0.04,Pc(s),STIC-BELM01FR0-W,Liquid factory,F-HGFW22-MO,F-HGFW22-MO,,,TUBE-POSFCF33WO30R0-IP,
F-HGFW33-MO/3,F-HGFW33-MO,F-HGFW33-BULK,Semi Finished Goods,0.035,kg,STIC-BELM02FR0-W,Liquid factory,F-HGFW33-MO,F-HGFW33-MO,,,DUS-SFCF30R0-IP,
F-HGFW33-MO/3,F-HGFW33-MO,BOTO-GHGFFR0-MO,Packaging Material,1,Pc(s),STIC-BELM03FR0-W,Liquid factory,F-HGFW33-MO,F-HGFW33-MO,,,STIC-VSFCF33WO30R0-IP,
F-HGFW33-MO/3,F-HGFW33-MO,PU-LHGFFR0-MO,Packaging Material,1,Pc(s),STIC-BELM04FR0-W,Liquid factory,F-HGFW33-MO,F-HGFW33-MO,,,KB-WELTWCB-KMM125CF,
F-HGFW33-MO/3,F-HGFW33-MO,CAP-PLGHGFF-MO,Packaging Material,1,Pc(s),STIC-BELTCR1R1-W,Liquid factory,F-HGFW33-MO,F-HGFW33-MO,,,F-IPSF15-BULK,
F-HGFW33-MO/3,F-HGFW33-MO,STIC-BHGFFW33-MO,Packaging Material,1,Pc(s),STIC-BELTCR2R1-W,Liquid factory,F-HGFW33-MO,F-HGFW33-MO,,,TUBE-POSFCF43CS30R0-IP,
F-HGFW33-MO/3,F-HGFW33-MO,DUS-HGFFIVR0-MO,Packaging Material,1,Pc(s),STIC-BELTCR3R1-W,Liquid factory,F-HGFW33-MO,F-HGFW33-MO,,,DUS-SFCF30R0-IP,
F-HGFW33-MO/3,F-HGFW33-MO,PART-DHGFFIVR0-MO,Packaging Material,1,Pc(s),STIC-BELTCR4R1-W,Liquid factory,F-HGFW33-MO,F-HGFW33-MO,,,STIC-VSFCF43CS30R0-IP,
F-HGFW33-MO/3,F-HGFW33-MO,STIC-VHGFFW33-MO,Packaging Material,1,Pc(s),STIC-BEMLC01R0-W,Liquid factory,F-HGFW33-MO,F-HGFW33-MO,,,KB-WELTWCB-KMM125CF,
F-HGFW33-MO/3,F-HGFW33-MO,STIC-MOR0-MO,Packaging Material,1,Pc(s),STIC-BEMLC03R0-W,Liquid factory,F-HGFW33-MO,F-HGFW33-MO,,,F-IPSF16-BULK,
F-HGFW33-MO/3,F-HGFW33-MO,KB-MOCC36R1-270CF,Packaging Material,0.04,Pc(s),STIC-BEMLC05R0-W,Liquid factory,F-HGFW33-MO,F-HGFW33-MO,,,TUBE-POSFCF52A30R0-IP,
F-HGFW41-MO/3,F-HGFW41-MO,F-HGFW41-BULK,Semi Finished Goods,0.035,kg,STIC-BEMLC06R0-W,Liquid factory,F-HGFW41-MO,F-HGFW41-MO,,,DUS-SFCF30R0-IP,
F-HGFW41-MO/3,F-HGFW41-MO,BOTO-GHGFFR0-MO,Packaging Material,1,Pc(s),STIC-BEMLC07R0-W,Liquid factory,F-HGFW41-MO,F-HGFW41-MO,,,STIC-VSFCF52A30R0-IP,
F-HGFW41-MO/3,F-HGFW41-MO,PU-LHGFFR0-MO,Packaging Material,1,Pc(s),STIC-BEMLC08R0-W,Liquid factory,F-HGFW41-MO,F-HGFW41-MO,,,KB-WELTWCB-KMM125CF,
F-HGFW41-MO/3,F-HGFW41-MO,CAP-PLGHGFF-MO,Packaging Material,1,Pc(s),STIC-BEMLC09R0-W,Liquid factory,F-HGFW41-MO,F-HGFW41-MO,,,CAP-BCLFR0-OMG,
F-HGFW41-MO/3,F-HGFW41-MO,STIC-BHGFFW41-MO,Packaging Material,1,Pc(s),STIC-BEMLC11R0-W,Liquid factory,F-HGFW41-MO,F-HGFW41-MO,,,STIC-FCLF13CIR0-OMG,
F-HGFW41-MO/3,F-HGFW41-MO,DUS-HGFFIVR0-MO,Packaging Material,1,Pc(s),STIC-BEMLC12R0-W,Liquid factory,F-HGFW41-MO,F-HGFW41-MO,,,F-L01-BULK,
F-HGFW41-MO/3,F-HGFW41-MO,PART-DHGFFIVR0-MO,Packaging Material,1,Pc(s),STIC-BEMLC13R0-W,Liquid factory,F-HGFW41-MO,F-HGFW41-MO,,,KB-XENONR0-OMG,
F-HGFW41-MO/3,F-HGFW41-MO,STIC-VHGFFW41-MO,Packaging Material,1,Pc(s),STIC-BEMLC16R0-W,Liquid factory,F-HGFW41-MO,F-HGFW41-MO,,,PLU-BCLFR0-OMG,
F-HGFW41-MO/3,F-HGFW41-MO,STIC-MOR0-MO,Packaging Material,1,Pc(s),STIC-BEMLC17R0-W,Liquid factory,F-HGFW41-MO,F-HGFW41-MO,,,PS-CLFR0-OMG,
F-HGFW41-MO/3,F-HGFW41-MO,KB-MOCC36R1-270CF,Packaging Material,0.04,Pc(s),STIC-BEMLC19R0-W,Liquid factory,F-HGFW41-MO,F-HGFW41-MO,,,BOTO-CLFR0-OMG,
F-HGFW42-MO/3,F-HGFW42-MO,F-HGFW42-BULK,Semi Finished Goods,0.035,kg,STIC-BEMLC20R0-W,Liquid factory,F-HGFW42-MO,F-HGFW42-MO,,,STIC-BCLF13CIR0-OMG,
F-HGFW42-MO/3,F-HGFW42-MO,BOTO-GHGFFR0-MO,Packaging Material,1,Pc(s),STIC-BEMLC21R0-W,Liquid factory,F-HGFW42-MO,F-HGFW42-MO,,,STIC-BCLF21WLR1-OMG,
F-HGFW42-MO/3,F-HGFW42-MO,PU-LHGFFR0-MO,Packaging Material,1,Pc(s),STIC-BEMLC22R0-W,Liquid factory,F-HGFW42-MO,F-HGFW42-MO,,,F-L02-BULK,
F-HGFW42-MO/3,F-HGFW42-MO,CAP-PLGHGFF-MO,Packaging Material,1,Pc(s),STIC-BEMLC23R0-W,Liquid factory,F-HGFW42-MO,F-HGFW42-MO,,,STIC-FCLF21WLR0-OMG,
F-HGFW42-MO/3,F-HGFW42-MO,STIC-BHGFFW42-MO,Packaging Material,1,Pc(s),STIC-BEMLC24R0-W,Liquid factory,F-HGFW42-MO,F-HGFW42-MO,,,CAP-BCLFR0-OMG,
F-HGFW42-MO/3,F-HGFW42-MO,DUS-HGFFIVR0-MO,Packaging Material,1,Pc(s),STIC-BEMLS01R0-W,Liquid factory,F-HGFW42-MO,F-HGFW42-MO,,,BOTO-CLFR0-OMG,
F-HGFW42-MO/3,F-HGFW42-MO,PART-DHGFFIVR0-MO,Packaging Material,1,Pc(s),STIC-BEMLS02R0-W,Liquid factory,F-HGFW42-MO,F-HGFW42-MO,,,KB-XENONR0-OMG,
F-HGFW42-MO/3,F-HGFW42-MO,STIC-VHGFFW42-MO,Packaging Material,1,Pc(s),STIC-BEMLS03R0-W,Liquid factory,F-HGFW42-MO,F-HGFW42-MO,,,PLU-BCLFR0-OMG,
F-HGFW42-MO/3,F-HGFW42-MO,STIC-MOR0-MO,Packaging Material,1,Pc(s),STIC-BEMLS04R0-W,Liquid factory,F-HGFW42-MO,F-HGFW42-MO,,,PS-CLFR0-OMG,
F-HGFW42-MO/3,F-HGFW42-MO,KB-MOCC36R1-270CF,Packaging Material,0.04,Pc(s),STIC-BEMLS05R0-W,Liquid factory,F-HGFW42-MO,F-HGFW42-MO,,,CAP-BCLFR0-OMG,
F-HGFW50-MO/3,F-HGFW50-MO,F-HGFW50-BULK,Semi Finished Goods,0.035,kg,STIC-BEMRSR1-K,Liquid factory,F-HGFW50-MO,F-HGFW50-MO,,,BOTO-CLFR0-OMG,
F-HGFW50-MO/3,F-HGFW50-MO,BOTO-GHGFFR0-MO,Packaging Material,1,Pc(s),STIC-BEOBBLBR0-B,Liquid factory,F-HGFW50-MO,F-HGFW50-MO,,,STIC-FCLF31WBR0-OMG,
F-HGFW50-MO/3,F-HGFW50-MO,PU-LHGFFR0-MO,Packaging Material,1,Pc(s),STIC-BEOBGBBR0-B,Liquid factory,F-HGFW50-MO,F-HGFW50-MO,,,PLU-BCLFR0-OMG,
F-HGFW50-MO/3,F-HGFW50-MO,CAP-PLGHGFF-MO,Packaging Material,1,Pc(s),STIC-BEOBHFBR0-B,Liquid factory,F-HGFW50-MO,F-HGFW50-MO,,,PS-CLFR0-OMG,
F-HGFW50-MO/3,F-HGFW50-MO,STIC-BHGFFN50-MO,Packaging Material,1,Pc(s),STIC-BEOBIUBR0-B,Liquid factory,F-HGFW50-MO,F-HGFW50-MO,,,STIC-BCLF31WBR0-OMG,
F-HGFW50-MO/3,F-HGFW50-MO,DUS-HGFFIVR0-MO,Packaging Material,1,Pc(s),STIC-BEOBRABR0-B,Liquid factory,F-HGFW50-MO,F-HGFW50-MO,,,F-L03-BULK,
F-HGFW50-MO/3,F-HGFW50-MO,PART-DHGFFIVR0-MO,Packaging Material,1,Pc(s),STIC-BEOBRBR0-B,Liquid factory,F-HGFW50-MO,F-HGFW50-MO,,,KB-XENONR0-OMG,
F-HGFW50-MO/3,F-HGFW50-MO,STIC-VHGFFN50-MO,Packaging Material,1,Pc(s),STIC-BEOBSEBR0-B,Liquid factory,F-HGFW50-MO,F-HGFW50-MO,,,F-L04-BULK,
F-HGFW50-MO/3,F-HGFW50-MO,STIC-MOR0-MO,Packaging Material,1,Pc(s),STIC-BEOBSUBR0-B,Liquid factory,F-HGFW50-MO,F-HGFW50-MO,,,BOTO-CLFR0-OMG,
F-HGFW50-MO/3,F-HGFW50-MO,KB-MOCC36R1-270CF,Packaging Material,0.04,Pc(s),STIC-BEOBTTBBR0-B,Liquid factory,F-HGFW50-MO,F-HGFW50-MO,,,PLU-BCLFR0-OMG,
F-IPSF11-W/2,F-IPSF11-W,F-IPSF11-BULK,Semi Finished Goods,0.03,kg,STIC-BEOSER0-B,Liquid factory,F-IPSF11-W,F-IPSF11-W,,,CAP-BCLFR0-OMG,
F-IPSF11-W/2,F-IPSF11-W,TUBE-POSFCF11FP30R0-IP,Packaging Material,1,Pc(s),STIC-BEOSLGR0-B,Liquid factory,F-IPSF11-W,F-IPSF11-W,,,STIC-FCLF32NNR0-OMG,
F-IPSF11-W/2,F-IPSF11-W,DUS-SFCF30R0-IP,Packaging Material,1,Pc(s),STIC-BEOSLR0-B,Liquid factory,F-IPSF11-W,F-IPSF11-W,,,STIC-BCLF32NNR1-OMG,
F-IPSF11-W/2,F-IPSF11-W,STIC-VSFCF11FP30R0-IP,Packaging Material,1,Pc(s),STIC-BEOSLVR0-B,Liquid factory,F-IPSF11-W,F-IPSF11-W,,,PS-CLFR0-OMG,
F-IPSF11-W/2,F-IPSF11-W,KB-WELTWCB-KMM125CF,Packaging Material,0.02778,Pc(s),STIC-BEOSPR0-B,Liquid factory,F-IPSF11-W,F-IPSF11-W,,,KB-XENONR0-OMG,
F-IPSF12-W/2,F-IPSF12-W,F-IPSF12-BULK,Semi Finished Goods,0.03,kg,STIC-BEOSTTR0-B,Liquid factory,F-IPSF12-W,F-IPSF12-W,,,CAP-BCLFR0-OMG,
F-IPSF12-W/2,F-IPSF12-W,TUBE-POSFCF22LI30R0-IP,Packaging Material,1,Pc(s),STIC-BFCBGSR0-ELL,Liquid factory,F-IPSF12-W,F-IPSF12-W,,,F-L05-BULK,
F-IPSF12-W/2,F-IPSF12-W,DUS-SFCF30R0-IP,Packaging Material,1,Pc(s),STIC-BFCBW250R0-ELL,Liquid factory,F-IPSF12-W,F-IPSF12-W,,,BOTO-CLFR0-OMG,
F-IPSF12-W/2,F-IPSF12-W,STIC-VSFCF22LI30R0-IP,Packaging Material,1,Pc(s),STIC-BFCBW450R0-ELL,Liquid factory,F-IPSF12-W,F-IPSF12-W,,,STIC-FCLF41WSR0-OMG,
F-IPSF12-W/2,F-IPSF12-W,KB-WELTWCB-KMM125CF,Packaging Material,0.02778,Pc(s),STIC-BFCKR4-MO,Liquid factory,F-IPSF12-W,F-IPSF12-W,,,PLU-BCLFR0-OMG,
F-IPSF13-W/2,F-IPSF13-W,F-IPSF13-BULK,Semi Finished Goods,0.03,kg,STIC-BGBMC100R0-L,Liquid factory,F-IPSF13-W,F-IPSF13-W,,,STIC-BCLF41WSR1-OMG,
F-IPSF13-W/2,F-IPSF13-W,TUBE-POSFCF32TB30R0-IP,Packaging Material,1,Pc(s),STIC-BGS01ABR0-E,Liquid factory,F-IPSF13-W,F-IPSF13-W,,,KB-XENONR0-OMG,
F-IPSF13-W/2,F-IPSF13-W,DUS-SFCF30R0-IP,Packaging Material,1,Pc(s),STIC-BGS02ASR0-E,Liquid factory,F-IPSF13-W,F-IPSF13-W,,,PS-CLFR0-OMG,
F-IPSF13-W/2,F-IPSF13-W,STIC-VSFCF32TB30R0-IP,Packaging Material,1,Pc(s),STIC-BGS04PSR0-E,Liquid factory,F-IPSF13-W,F-IPSF13-W,,,STIC-BCLF52NCR1-OMG,
F-IPSF13-W/2,F-IPSF13-W,KB-WELTWCB-KMM125CF,Packaging Material,0.02778,Pc(s),STIC-BGSRV01R0-E,Liquid factory,F-IPSF13-W,F-IPSF13-W,,,STIC-FCLF52NCR0-OMG,
F-IPSF14-W/2,F-IPSF14-W,F-IPSF14-BULK,Semi Finished Goods,0.03,kg,STIC-BGSRV02R0-E,Liquid factory,F-IPSF14-W,F-IPSF14-W,,,PLU-BCLFR0-OMG,
F-IPSF14-W/2,F-IPSF14-W,TUBE-POSFCF33WO30R0-IP,Packaging Material,1,Pc(s),STIC-BGSRV03R0-E,Liquid factory,F-IPSF14-W,F-IPSF14-W,,,CAP-BCLFR0-OMG,
F-IPSF14-W/2,F-IPSF14-W,DUS-SFCF30R0-IP,Packaging Material,1,Pc(s),STIC-BGSRV04R0-E,Liquid factory,F-IPSF14-W,F-IPSF14-W,,,BOTO-CLFR0-OMG,
F-IPSF14-W/2,F-IPSF14-W,STIC-VSFCF33WO30R0-IP,Packaging Material,1,Pc(s),STIC-BGSRV05R0-E,Liquid factory,F-IPSF14-W,F-IPSF14-W,,,F-L06-BULK,
F-IPSF14-W/2,F-IPSF14-W,KB-WELTWCB-KMM125CF,Packaging Material,0.02778,Pc(s),STIC-BGSRV06R0-E,Liquid factory,F-IPSF14-W,F-IPSF14-W,,,KB-XENONR0-OMG,
F-IPSF15-W/2,F-IPSF15-W,F-IPSF15-BULK,Semi Finished Goods,0.03,kg,STIC-BGSRV07R0-E,Liquid factory,F-IPSF15-W,F-IPSF15-W,,,PS-CLFR0-OMG,
F-IPSF15-W/2,F-IPSF15-W,TUBE-POSFCF43CS30R0-IP,Packaging Material,1,Pc(s),STIC-BGSRV08R0-E,Liquid factory,F-IPSF15-W,F-IPSF15-W,,,F-LLF01-BULK,
F-IPSF15-W/2,F-IPSF15-W,DUS-SFCF30R0-IP,Packaging Material,1,Pc(s),STIC-BGSRV09R0-E,Liquid factory,F-IPSF15-W,F-IPSF15-W,,,TUBE-LLF01LBR2-W,
F-IPSF15-W/2,F-IPSF15-W,STIC-VSFCF43CS30R0-IP,Packaging Material,1,Pc(s),STIC-BGSRV10R0-E,Liquid factory,F-IPSF15-W,F-IPSF15-W,,,PAP-LLF01LBR2-W,
F-IPSF15-W/2,F-IPSF15-W,KB-WELTWCB-KMM125CF,Packaging Material,0.02778,Pc(s),STIC-BHGCC21R0-MO,Liquid factory,F-IPSF15-W,F-IPSF15-W,,,PLAS-VCLLFR0-W,
F-IPSF16-W/2,F-IPSF16-W,F-IPSF16-BULK,Semi Finished Goods,0.03,kg,STIC-BHGCC31R0-MO,Liquid factory,F-IPSF16-W,F-IPSF16-W,,,KB-WLTWCLFR1-KMK125,
F-IPSF16-W/2,F-IPSF16-W,TUBE-POSFCF52A30R0-IP,Packaging Material,1,Pc(s),STIC-BHGCC41R0-MO,Liquid factory,F-IPSF16-W,F-IPSF16-W,,,STIC-PMBE-E,
F-IPSF16-W/2,F-IPSF16-W,DUS-SFCF30R0-IP,Packaging Material,1,Pc(s),STIC-BHGCC51R0-MO,Liquid factory,F-IPSF16-W,F-IPSF16-W,,,F-LLF02-BULK,
F-IPSF16-W/2,F-IPSF16-W,STIC-VSFCF52A30R0-IP,Packaging Material,1,Pc(s),STIC-BHGCC62R0-MO,Liquid factory,F-IPSF16-W,F-IPSF16-W,,,TUBE-LLF02BR2-W,
F-IPSF16-W/2,F-IPSF16-W,KB-WELTWCB-KMM125CF,Packaging Material,0.02778,Pc(s),STIC-BHGCN10R0-MO,Liquid factory,F-IPSF16-W,F-IPSF16-W,,,PAP-LLF02BR2-W,
F-L01-OMG/3,F-L01-OMG,CAP-BCLFR0-OMG,Packaging Material,1,Pc(s),STIC-BHGCN20R0-MO,Liquid factory,F-L01-OMG,F-L01-OMG,,,PLAS-VCLLFR0-W,
F-L01-OMG/3,F-L01-OMG,STIC-FCLF13CIR0-OMG,Packaging Material,1,Pc(s),STIC-BHGCN30R0-MO,Liquid factory,F-L01-OMG,F-L01-OMG,,,KB-WLTWCLFR1-KMK125,
F-L01-OMG/3,F-L01-OMG,F-L01-BULK,Semi Finished Goods,0.025,kg,STIC-BHGCN40R0-MO,Liquid factory,F-L01-OMG,F-L01-OMG,,,F-LLF03-BULK,
F-L01-OMG/3,F-L01-OMG,KB-XENONR0-OMG,Packaging Material,0.02273,Pc(s),STIC-BHGCN50R0-MO,Liquid factory,F-L01-OMG,F-L01-OMG,,,TUBE-LLF03IR2-W,
F-L01-OMG/3,F-L01-OMG,PLU-BCLFR0-OMG,Packaging Material,1,Pc(s),STIC-BHGCW12R0-MO,Liquid factory,F-L01-OMG,F-L01-OMG,,,PAP-LLF03IR2-W,
F-L01-OMG/3,F-L01-OMG,PS-CLFR0-OMG,Packaging Material,1,Pc(s),STIC-BHGCW21R0-MO,Liquid factory,F-L01-OMG,F-L01-OMG,,,PLAS-VCLLFR0-W,
F-L01-OMG/3,F-L01-OMG,BOTO-CLFR0-OMG,Packaging Material,1,Pc(s),STIC-BHGCW22R0-MO,Liquid factory,F-L01-OMG,F-L01-OMG,,,KB-WLTWCLFR1-KMK125,
F-L01-OMG/3,F-L01-OMG,STIC-BCLF13CIR0-OMG,Packaging Material,1,Pc(s),STIC-BHGCW30R0-MO,Liquid factory,F-L01-OMG,F-L01-OMG,,,F-LLF04-BULK,
F-L02-OMG/2,F-L02-OMG,STIC-BCLF21WLR1-OMG,Packaging Material,1,Pc(s),STIC-BHGCW32R0-MO,Liquid factory,F-L02-OMG,F-L02-OMG,,,TUBE-LLF04NR2-W,
F-L02-OMG/2,F-L02-OMG,F-L02-BULK,Semi Finished Goods,0.025,kg,STIC-BHGCW33R0-MO,Liquid factory,F-L02-OMG,F-L02-OMG,,,PAP-LLF04NR2-W,
F-L02-OMG/2,F-L02-OMG,STIC-FCLF21WLR0-OMG,Packaging Material,1,Pc(s),STIC-BHGCW41R0-MO,Liquid factory,F-L02-OMG,F-L02-OMG,,,PLAS-VCLLFR0-W,
F-L02-OMG/2,F-L02-OMG,CAP-BCLFR0-OMG,Packaging Material,1,Pc(s),STIC-BHGCW42R0-MO,Liquid factory,F-L02-OMG,F-L02-OMG,,,KB-WLTWCLFR1-KMK125,
F-L02-OMG/2,F-L02-OMG,BOTO-CLFR0-OMG,Packaging Material,1,Pc(s),STIC-BHGCW50R0-MO,Liquid factory,F-L02-OMG,F-L02-OMG,,,F-LLF05-BULK,
F-L02-OMG/2,F-L02-OMG,KB-XENONR0-OMG,Packaging Material,0.02273,Pc(s),STIC-BHGCW60R0-MO,Liquid factory,F-L02-OMG,F-L02-OMG,,,F-LLF06-BULK,
F-L02-OMG/2,F-L02-OMG,PLU-BCLFR0-OMG,Packaging Material,1,Pc(s),STIC-BHGFFC21-MO,Liquid factory,F-L02-OMG,F-L02-OMG,,,TUBE-LLFM01R0-W,
F-L02-OMG/2,F-L02-OMG,PS-CLFR0-OMG,Packaging Material,1,Pc(s),STIC-BHGFFN10-MO,Liquid factory,F-L02-OMG,F-L02-OMG,,,STIC-VLLF01LB6R0-W,
F-L03-OMG/3,F-L03-OMG,CAP-BCLFR0-OMG,Packaging Material,1,Pc(s),STIC-BHGFFN30-MO,Liquid factory,F-L03-OMG,F-L03-OMG,,,KB-WEMASR1-KMK125CF,
F-L03-OMG/3,F-L03-OMG,BOTO-CLFR0-OMG,Packaging Material,1,Pc(s),STIC-BHGFFN50-MO,Liquid factory,F-L03-OMG,F-L03-OMG,,,IBOX-RRPLLF6R0-W,
F-L03-OMG/3,F-L03-OMG,STIC-FCLF31WBR0-OMG,Packaging Material,1,Pc(s),STIC-BHGFFW22-MO,Liquid factory,F-L03-OMG,F-L03-OMG,,,F-LLF01-BULK,
F-L03-OMG/3,F-L03-OMG,PLU-BCLFR0-OMG,Packaging Material,1,Pc(s),STIC-BHGFFW33-MO,Liquid factory,F-L03-OMG,F-L03-OMG,,,PLAS-SLLF6R0-W,
F-L03-OMG/3,F-L03-OMG,PS-CLFR0-OMG,Packaging Material,1,Pc(s),STIC-BHGFFW41-MO,Liquid factory,F-L03-OMG,F-L03-OMG,,,STIC-VLLF02B6R0-W,
F-L03-OMG/3,F-L03-OMG,STIC-BCLF31WBR0-OMG,Packaging Material,1,Pc(s),STIC-BHGFFW42-MO,Liquid factory,F-L03-OMG,F-L03-OMG,,,KB-WEMASR1-KMK125CF,
F-L03-OMG/3,F-L03-OMG,F-L03-BULK,Semi Finished Goods,0.025,kg,STIC-BHGFHLMR0-IP,Liquid factory,F-L03-OMG,F-L03-OMG,,,TUBE-LLFM02R0-W,
F-L03-OMG/3,F-L03-OMG,KB-XENONR0-OMG,Packaging Material,0.02273,Pc(s),STIC-BHGFHLRR0-IP,Liquid factory,F-L03-OMG,F-L03-OMG,,,PLAS-SLLF6R0-W,
F-L04-OMG/3,F-L04-OMG,F-L04-BULK,Semi Finished Goods,0.025,kg,STIC-BHLTB01F-MO,Liquid factory,F-L04-OMG,F-L04-OMG,,,IBOX-RRPLLF6R0-W,
F-L04-OMG/3,F-L04-OMG,BOTO-CLFR0-OMG,Packaging Material,1,Pc(s),STIC-BHLTB02G-MO,Liquid factory,F-L04-OMG,F-L04-OMG,,,F-LLF02-BULK,
F-L04-OMG/3,F-L04-OMG,PLU-BCLFR0-OMG,Packaging Material,1,Pc(s),STIC-BHLTB03S-MO,Liquid factory,F-L04-OMG,F-L04-OMG,,,KB-WEMASR1-KMK125CF,
F-L04-OMG/3,F-L04-OMG,CAP-BCLFR0-OMG,Packaging Material,1,Pc(s),STIC-BHLTB04D-MO,Liquid factory,F-L04-OMG,F-L04-OMG,,,STIC-VLLF03I6R0-W,
F-L04-OMG/3,F-L04-OMG,STIC-FCLF32NNR0-OMG,Packaging Material,1,Pc(s),STIC-BHLTB05SB-MO,Liquid factory,F-L04-OMG,F-L04-OMG,,,TUBE-LLFM03R0-W,
F-L04-OMG/3,F-L04-OMG,STIC-BCLF32NNR1-OMG,Packaging Material,1,Pc(s),STIC-BHSLWC01R0-MO,Liquid factory,F-L04-OMG,F-L04-OMG,,,IBOX-RRPLLF6R0-W,
F-L04-OMG/3,F-L04-OMG,PS-CLFR0-OMG,Packaging Material,1,Pc(s),STIC-BHSLWC02R0-MO,Liquid factory,F-L04-OMG,F-L04-OMG,,,F-LLF03-BULK,
F-L04-OMG/3,F-L04-OMG,KB-XENONR0-OMG,Packaging Material,0.022727,Pc(s),STIC-BHSLWC03R0-MO,Liquid factory,F-L04-OMG,F-L04-OMG,,,PLAS-SLLF6R0-W,
F-L05-OMG/4,F-L05-OMG,CAP-BCLFR0-OMG,Packaging Material,1,Pc(s),STIC-BHSLWC04R0-MO,Liquid factory,F-L05-OMG,F-L05-OMG,,,KB-WEMASR1-KMK125CF,
F-L05-OMG/4,F-L05-OMG,F-L05-BULK,Semi Finished Goods,0.025,kg,STIC-BHSLWC05R0-MO,Liquid factory,F-L05-OMG,F-L05-OMG,,,IBOX-RRPLLF6R0-W,
F-L05-OMG/4,F-L05-OMG,BOTO-CLFR0-OMG,Packaging Material,1,Pc(s),STIC-BHSLWC06R0-MO,Liquid factory,F-L05-OMG,F-L05-OMG,,,F-LLF04-BULK,
F-L05-OMG/4,F-L05-OMG,STIC-FCLF41WSR0-OMG,Packaging Material,1,Pc(s),STIC-BHSLWC07R0-MO,Liquid factory,F-L05-OMG,F-L05-OMG,,,STIC-VLLF04N6R0-W,
F-L05-OMG/4,F-L05-OMG,PLU-BCLFR0-OMG,Packaging Material,1,Pc(s),STIC-BHSLWC08R0-MO,Liquid factory,F-L05-OMG,F-L05-OMG,,,TUBE-LLFM04R0-W,
F-L05-OMG/4,F-L05-OMG,STIC-BCLF41WSR1-OMG,Packaging Material,1,Pc(s),STIC-BHSLWC09R0-MO,Liquid factory,F-L05-OMG,F-L05-OMG,,,PLAS-SLLF6R0-W,
F-L05-OMG/4,F-L05-OMG,KB-XENONR0-OMG,Packaging Material,0.02273,Pc(s),STIC-BHSLWC10R0-MO,Liquid factory,F-L05-OMG,F-L05-OMG,,,F-LLF05-BULK,
F-L05-OMG/4,F-L05-OMG,PS-CLFR0-OMG,Packaging Material,1,Pc(s),STIC-BHSLWC11R0-MO,Liquid factory,F-L05-OMG,F-L05-OMG,,,F-LLF06-BULK,
F-L06-OMG/4,F-L06-OMG,STIC-BCLF52NCR1-OMG,Packaging Material,1,Pc(s),STIC-BHSLWC12R0-MO,Liquid factory,F-L06-OMG,F-L06-OMG,,,F-LUC01-BULK,
F-L06-OMG/4,F-L06-OMG,STIC-FCLF52NCR0-OMG,Packaging Material,1,Pc(s),STIC-BHSRFPR0-MO,Liquid factory,F-L06-OMG,F-L06-OMG,,,BOTO-GMOF986FTD-P2W,
F-L06-OMG/4,F-L06-OMG,PLU-BCLFR0-OMG,Packaging Material,1,Pc(s),STIC-BHWMGTR0-BD,Liquid factory,F-L06-OMG,F-L06-OMG,,,PU-LM06MOD224B-ALUM,
F-L06-OMG/4,F-L06-OMG,CAP-BCLFR0-OMG,Packaging Material,1,Pc(s),STIC-BHWMYZR0-BD,Liquid factory,F-L06-OMG,F-L06-OMG,,,BAL-BPR1D882B08-WT,
F-L06-OMG/4,F-L06-OMG,BOTO-CLFR0-OMG,Packaging Material,1,Pc(s),STIC-BILSLS01R0-W,Liquid factory,F-L06-OMG,F-L06-OMG,,,STIC-UCLMF01R1-MOMSF,
F-L06-OMG/4,F-L06-OMG,F-L06-BULK,Semi Finished Goods,0.025,kg,STIC-BILSLS02R0-W,Liquid factory,F-L06-OMG,F-L06-OMG,,,STIC-SBUR1-MSF,
