Kode Unik,Product Korporat Code,BoM Lines/Product Template/Korporat Code,BoM Lines/Product Template/Material Type,BoM Lines/Quantity,BoM Lines/Product Unit of Measure,Tidak ada BOM,Sediaan,Cek Bundling,Closing Level 1,Closing Level 2,Closing Level 3,Cek Closing Lvl1,Cek Closing Lvl2
MY-FTKFT-KA/1',MY-FTKFT-KA,KB-KAHFBR0-K,Packaging Material,0.041667,Pc(s),,Repack factory,,MY-FTKFT-KA,,,KB-MOCC36R1-270CF,
MY-FTLFT-W/9 (INLINE),MY-FTLFT-W,FT-LFT-BULK,Semi Finished Goods,0.125,kg,,Liquid factory,MY-FTLFT-W,MY-FTLFT-W,,,PRM-RRIPSP-BULK,
MY-FTLFT-W/9 (INLINE),MY-FTLFT-W,STIC-PALFT125R2-WM,Packaging Material,1,Pc(s),,Liquid factory,MY-FTLFT-W,MY-FTLFT-W,,,TUBE-POBMP20R0-IP,
MY-FTLFT-W/9 (INLINE),MY-FTLFT-W,STIC-SEKITR1-W,Packaging Material,1,Pc(s),,Liquid factory,MY-FTLFT-W,MY-FTLFT-W,,,DUS-BMPR0-IP,
MY-FTLFT-W/9 (INLINE),MY-FTLFT-W,PLU-PPBLANCT-X,Packaging Material,1,Pc(s),,Liquid factory,MY-FTLFT-W,MY-FTLFT-W,,,KB-WIPSKMMR1-W,
MY-FTLFT-W/9 (INLINE),MY-FTLFT-W,CAP-BLFT125R1-W,Packaging Material,1,Pc(s),,Liquid factory,MY-FTLFT-W,MY-FTLFT-W,,,PRM-VCPM-BULK,
MY-FTLFT-W/9 (INLINE),MY-FTLFT-W,KB-WFSR1-W,Packaging Material,0.04167,Pc(s),,Liquid factory,MY-FTLFT-W,MY-FTLFT-W,,,TUBE-VMP20R0-MO,
MY-FTLFT-W/9 (INLINE),MY-FTLFT-W,BOTO-LFT125R2-W,Packaging Material,1,Pc(s),,Liquid factory,MY-FTLFT-W,MY-FTLFT-W,,,DUS-VMP20CR1-MO,
MY-FTPHASN2-EM/1,MY-FTPHASN2-EM,FT-PHASN2-EM,Finished Goods,1,Pc(s),,Repack factory,,MY-FTPHASN2-EM,,,KB-MOCC36R1-270CF,
MY-FTPHASN2-EM/1,MY-FTPHASN2-EM,STIC-PALR2-EM,Packaging Material,1,Pc(s),,Repack factory,,MY-FTPHASN2-EM,,,RD-ETMB-BULK,
MY-FTPHASN2-EM/1,MY-FTPHASN2-EM,KB-EAR0-KMM125,Packaging Material,0.04,Pc(s),,Repack factory,,MY-FTPHASN2-EM,,,BOTO-CTKBE10-W,
MY-FTRIHT-W/9 (INLINE),MY-FTRIHT-W,BOTO-HRIT100R1-WKIM,Packaging Material,1,Pc(s),,Liquid factory,MY-FTRIHT-W,MY-FTRIHT-W,,,CAP-CTKBE10-W,
MY-FTRIHT-W/9 (INLINE),MY-FTRIHT-W,FT-RIHT-BULK,Semi Finished Goods,0.1,kg,,Liquid factory,MY-FTRIHT-W,MY-FTRIHT-W,,,RD-ETSD-BULK,
MY-FTRIHT-W/9 (INLINE),MY-FTRIHT-W,PLU-FROZZ100R0-W,Packaging Material,1,Pc(s),,Liquid factory,MY-FTRIHT-W,MY-FTRIHT-W,,,BOTO-VRP20-ELL,
MY-FTRIHT-W/9 (INLINE),MY-FTRIHT-W,STIC-PAEBR2-WM,Packaging Material,1,Pc(s),,Liquid factory,MY-FTRIHT-W,MY-FTRIHT-W,,,REM-AMC-BULK,
MY-FTRIHT-W/9 (INLINE),MY-FTRIHT-W,KB-WFSR1-W,Packaging Material,0.05,Pc(s),,Liquid factory,MY-FTRIHT-W,MY-FTRIHT-W,,,BOTO-PETCHEERS100-X,
MY-FTRIHT-W/9 (INLINE),MY-FTRIHT-W,DUS-HRPITR0-W,Packaging Material,1,Pc(s),,Liquid factory,MY-FTRIHT-W,MY-FTRIHT-W,,,CAP-BMWR1-WPP,
MY-FTRIHT-W/9 (INLINE),MY-FTRIHT-W,CAP-HRIT100R2-W,Packaging Material,1,Pc(s),,Liquid factory,MY-FTRIHT-W,MY-FTRIHT-W,,,REM-CDAMG-BULK,
MY-FTRWSABHA-W/9 (INLINE),MY-FTRWSABHA-W,CAP-CSET125-W,Packaging Material,1,Pc(s),,Liquid factory,MY-FTRWSABHA-W,MY-FTRWSABHA-W,,,BOTO-CDAMGR0-W,
MY-FTRWSABHA-W/9 (INLINE),MY-FTRWSABHA-W,DUS-CSET125R1-W,Packaging Material,1,Pc(s),,Liquid factory,MY-FTRWSABHA-W,MY-FTRWSABHA-W,,,PU-CDAMGR0-W,
MY-FTRWSABHA-W/9 (INLINE),MY-FTRWSABHA-W,PLU-CSET125-W,Packaging Material,1,Pc(s),,Liquid factory,MY-FTRWSABHA-W,MY-FTRWSABHA-W,,,KB-WKAPPAR0-KMK150,
MY-FTRWSABHA-W/9 (INLINE),MY-FTRWSABHA-W,FT-RWSABHA-BULK,Semi Finished Goods,0.125,kg,,Liquid factory,MY-FTRWSABHA-W,MY-FTRWSABHA-W,,,TUBE-CTKMG15-W,
MY-FTRWSABHA-W/9 (INLINE),MY-FTRWSABHA-W,BOTO-CSET125R1-W,Packaging Material,1,Pc(s),,Liquid factory,MY-FTRWSABHA-W,MY-FTRWSABHA-W,,,REM-CDAMG-BULK,
MY-FTRWSABHA-W/9 (INLINE),MY-FTRWSABHA-W,STIC-PACESR2-WM,Packaging Material,1,Pc(s),,Liquid factory,MY-FTRWSABHA-W,MY-FTRWSABHA-W,,,REM-CO-BULK,
MY-FTRWSABHA-W/9 (INLINE),MY-FTRWSABHA-W,KB-WFSR1-W,Packaging Material,0.05,Pc(s),,Liquid factory,MY-FTRWSABHA-W,MY-FTRWSABHA-W,,,BOTO-PETRF200-X,
MY-FTSBFT-EM/2,MY-FTSBFT-EM,STIC-PAFR1-EM,Packaging Material,1,Pc(s),,Repack factory,,MY-FTSBFT-EM,,,PU-PCO190R0-MO,
MY-FTSBFT-EM/2,MY-FTSBFT-EM,KB-EAR0-KMM125,Packaging Material,0.04,Pc(s),,Repack factory,,MY-FTSBFT-EM,,,STIC-PCO190R0-MO,
MY-FTSBFT-EM/2,MY-FTSBFT-EM,FT-SBFT-EM,Finished Goods,1,Pc(s),,Repack factory,,MY-FTSBFT-EM,,,KB-MOEBPR1-MO,
MY-FW3IN1PC-KA/1 (INLINE)',MY-FW3IN1PC-KA,FW-3IN1PC-BULK,Semi Finished Goods,0.1,kg,,Liquid factory,MY-FW3IN1PC-KA,MY-FW3IN1PC-KA,,,REM-EEMA-BULK,
MY-FW3IN1PC-KA/1 (INLINE)',MY-FW3IN1PC-KA,TUBE-TAOCDFW100R1-K,Packaging Material,1,Pc(s),,Liquid factory,MY-FW3IN1PC-KA,MY-FW3IN1PC-KA,,,REM-EEMB-BULK,
MY-FW3IN1PC-KA/1 (INLINE)',MY-FW3IN1PC-KA,STIC-PAGR2-WM,Packaging Material,1,Pc(s),,Liquid factory,MY-FW3IN1PC-KA,MY-FW3IN1PC-KA,,,BOTO-L100EEMUR1-WHD,
MY-FW3IN1PC-KA/1 (INLINE)',MY-FW3IN1PC-KA,KB-KAHFBR0-K,Packaging Material,0.066667,Pc(s),,Liquid factory,MY-FW3IN1PC-KA,MY-FW3IN1PC-KA,,,PLU-BL100NAT-ULDPE,
MY-FWAN1-EM/2,MY-FWAN1-EM,FW-AN1-EM,Finished Goods,1,Pc(s),,Repack factory,,MY-FWAN1-EM,,,CAP-BL100SILA-WPP,
MY-FWAN1-EM/2,MY-FWAN1-EM,STIC-PAQR0-EM,Packaging Material,1,Pc(s),,Repack factory,,MY-FWAN1-EM,,,KB-WSPA150221-KMM125,
MY-FWAN1-EM/2,MY-FWAN1-EM,KB-EBR1-KMK125CF,Packaging Material,0.05,Pc(s),,Repack factory,,MY-FWAN1-EM,,,STIC-QREMUR-W,
MY-FWBSACNE-EM/3,MY-FWBSACNE-EM,FW-BSACNE-EM,Finished Goods,1,Pc(s),,Repack factory,,MY-FWBSACNE-EM,,,REM-EEMA-BULK,
MY-FWBSACNE-EM/3,MY-FWBSACNE-EM,STIC-PAHR1-EM,Packaging Material,1,Pc(s),,Repack factory,,MY-FWBSACNE-EM,,,REM-EEMB-BULK,
MY-FWBSACNE-EM/3,MY-FWBSACNE-EM,KB-EBR1-KMK125CF,Packaging Material,0.05,Pc(s),,Repack factory,,MY-FWBSACNE-EM,,,BOTO-L50EEMURR1-WHD,
MY-FWBSN2-EM/5 (INLINE),MY-FWBSN2-EM,TUBE-BSFW100R3-EPBL,Packaging Material,1,Pc(s),,Liquid factory,MY-FWBSN2-EM,MY-FWBSN2-EM,,,PLU-BL100NAT-ULDPE,
MY-FWBSN2-EM/5 (INLINE),MY-FWBSN2-EM,KB-EBR1-KMK125CF,Packaging Material,0.05,Pc(s),,Liquid factory,MY-FWBSN2-EM,MY-FWBSN2-EM,,,CAP-BL100SILA-WPP,
MY-FWBSN2-EM/5 (INLINE),MY-FWBSN2-EM,FW-BS-BULK,Semi Finished Goods,0.1,kg,,Liquid factory,MY-FWBSN2-EM,MY-FWBSN2-EM,,,KB-W6040R2-W,
MY-FWBSN2-EM/5 (INLINE),MY-FWBSN2-EM,STIC-PAHR1-EM,Packaging Material,1,Pc(s),,Liquid factory,MY-FWBSN2-EM,MY-FWBSN2-EM,,,STIC-QREMUR-W,
MY-FWBSW-EM/2,MY-FWBSW-EM,STIC-PAMR1-EM,Packaging Material,1,Pc(s),,Repack factory,,MY-FWBSW-EM,,,REM-GOC-BULK,
MY-FWBSW-EM/2,MY-FWBSW-EM,KB-EAR0-KMM125,Packaging Material,0.02,Pc(s),,Repack factory,,MY-FWBSW-EM,,,TUBE-TGTO1C100R0-T,
MY-FWBSW-EM/2,MY-FWBSW-EM,FW-BSW-EM,Finished Goods,1,Pc(s),,Repack factory,,MY-FWBSW-EM,,,DUS-TGTO1C100R0-T,
MY-FWCDEWN2-W/6 (INLINE),MY-FWCDEWN2-W,STIC-PALFT125R1-WM,Packaging Material,1,Pc(s),,Liquid factory,MY-FWCDEWN2-W,MY-FWCDEWN2-W,,,KB-SATURNUSR0-T,
MY-FWCDEWN2-W/6 (INLINE),MY-FWCDEWN2-W,FW-CDEWN-BULK,Semi Finished Goods,0.1,kg,,Liquid factory,MY-FWCDEWN2-W,MY-FWCDEWN2-W,,,STIC-PINGDGTO1C100-T,
MY-FWCDEWN2-W/6 (INLINE),MY-FWCDEWN2-W,TUBE-CDEWF100R1-W,Packaging Material,1,Pc(s),,Liquid factory,MY-FWCDEWN2-W,MY-FWCDEWN2-W,,,STIC-SDGTO1C100-T,
MY-FWCDEWN2-W/6 (INLINE),MY-FWCDEWN2-W,KB-WT100R1-KMM125BF,Packaging Material,0.02857,Pc(s),,Liquid factory,MY-FWCDEWN2-W,MY-FWCDEWN2-W,,,STIC-BLMPOIW50R1-W,
MY-FWCFW100-W/1,MY-FWCFW100-W,KB-WT100R1-KMM125BF,Packaging Material,0.05,Pc(s),,Repack factory,,MY-FWCFW100-W,,,REM-LOIMW-BULK,
MY-FWCFW100-W/1,MY-FWCFW100-W,FW-CFW-W,Finished Goods,1,Pc(s),,Repack factory,,MY-FWCFW100-W,,,STIC-FLMPOIW50R1-W,
MY-FWCFW100-W/1,MY-FWCFW100-W,STIC-PALFT125R1-WM,Packaging Material,1,Pc(s),,Repack factory,,MY-FWCFW100-W,,,CAP-BMWR1-WPP,
MY-FWFW01-KA/2 (INLINE),MY-FWFW01-KA,FW-FW01-BULK,Semi Finished Goods,0.1,kg,,Liquid factory,MY-FWFW01-KA,MY-FWFW01-KA,,,REM-LOIMWB-BULK,
MY-FWFW01-KA/2 (INLINE),MY-FWFW01-KA,TUBE-GEFS100R0-K,Packaging Material,1,Pc(s),,Liquid factory,MY-FWFW01-KA,MY-FWFW01-KA,,,BOTO-PET5024-W,
MY-FWFW01-KA/2 (INLINE),MY-FWFW01-KA,STIC-PAGR1-EM,Packaging Material,1,Pc(s),,Liquid factory,MY-FWFW01-KA,MY-FWFW01-KA,,,PS-CAP-WPVC,
MY-FWFW01-KA/2 (INLINE),MY-FWFW01-KA,KB-KAHFBR0-K,Packaging Material,0.066667,Pc(s),,Liquid factory,MY-FWFW01-KA,MY-FWFW01-KA,,,KB-W6040R2-W,
MY-FWLMGWN2-W/10 (INLINE),MY-FWLMGWN2-W,KB-WT100R1-KMM125BF,Packaging Material,0.02857,Pc(s),,Liquid factory,MY-FWLMGWN2-W,MY-FWLMGWN2-W,,,REM-NDAC-BULK,
MY-FWLMGWN2-W/10 (INLINE),MY-FWLMGWN2-W,FW-LMGW-BULK,Semi Finished Goods,0.1,kg,,Liquid factory,MY-FWLMGWN2-W,MY-FWLMGWN2-W,,,BOTO-PETCHEERS100-X,
MY-FWLMGWN2-W/10 (INLINE),MY-FWLMGWN2-W,TUBE-LMGW100R0-WPBL,Packaging Material,1,Pc(s),,Liquid factory,MY-FWLMGWN2-W,MY-FWLMGWN2-W,,,CAP-BMWR1-WPP,
MY-FWLMGWN2-W/10 (INLINE),MY-FWLMGWN2-W,STIC-PAAR2-WM,Packaging Material,1,Pc(s),,Liquid factory,MY-FWLMGWN2-W,MY-FWLMGWN2-W,,,REM-NDAC-BULK,
MY-FWLWFN2-W/11 (INLINE),MY-FWLWFN2-W,FW-LWF-BULK,Semi Finished Goods,0.1,kg,,Liquid factory,MY-FWLWFN2-W,MY-FWLWFN2-W,,,REM-OIMW-BULK,
MY-FWLWFN2-W/11 (INLINE),MY-FWLWFN2-W,TUBE-LWFF100R0-WPBL,Packaging Material,1,Pc(s),,Liquid factory,MY-FWLWFN2-W,MY-FWLWFN2-W,,,REM-OIMWB-BULK,
MY-FWLWFN2-W/11 (INLINE),MY-FWLWFN2-W,STIC-PAAR2-WM,Packaging Material,1,Pc(s),,Liquid factory,MY-FWLWFN2-W,MY-FWLWFN2-W,,,BOTO-MUPETRF12-X,
MY-FWLWFN2-W/11 (INLINE),MY-FWLWFN2-W,KB-WT100R1-KMM125BF,Packaging Material,0.02857,Pc(s),,Liquid factory,MY-FWLWFN2-W,MY-FWLWFN2-W,,,CAP-MUSRF12W-X,
MY-FWPBNW100-W/2 (INLINE),MY-FWPBNW100-W,FW-PBNW-BULK,Semi Finished Goods,0.1,kg,,Liquid factory,MY-FWPBNW100-W,MY-FWPBNW100-W,,,STIC-PBPOMW200R0-MO,
MY-FWPBNW100-W/2 (INLINE),MY-FWPBNW100-W,TUBE-PBCBJFF100-W,Packaging Material,1,Pc(s),,Liquid factory,MY-FWPBNW100-W,MY-FWPBNW100-W,,,CAP-BK200HD-X,
MY-FWPBNW100-W/2 (INLINE),MY-FWPBNW100-W,KB-WT100R1-KMM125BF,Packaging Material,0.033333,Pc(s),,Liquid factory,MY-FWPBNW100-W,MY-FWPBNW100-W,,,BOTO-PETRF200-X,
MY-FWPCSAC-KA/3 (INLINE),MY-FWPCSAC-KA,FW-PCSAC-BULK,Semi Finished Goods,0.1,kg,,Liquid factory,MY-FWPCSAC-KA,MY-FWPCSAC-KA,,,REM-OIMWB-BULK,
MY-FWPCSAC-KA/3 (INLINE),MY-FWPCSAC-KA,TUBE-PCSAFWR1-K,Packaging Material,1,Pc(s),,Liquid factory,MY-FWPCSAC-KA,MY-FWPCSAC-KA,,,REM-OIMW-BULK,
MY-FWPCSAC-KA/3 (INLINE),MY-FWPCSAC-KA,STIC-PAGR1-EM,Packaging Material,1,Pc(s),,Liquid factory,MY-FWPCSAC-KA,MY-FWPCSAC-KA,,,KB-MOBORPR1-MO,
MY-FWPCSAC-KA/3 (INLINE),MY-FWPCSAC-KA,KB-KAHFBR0-K,Packaging Material,0.066667,Pc(s),,Liquid factory,MY-FWPCSAC-KA,MY-FWPCSAC-KA,,,REM-R2PBTUMW-BULK,
MY-FWPCSRB-KA/3 (INLINE),MY-FWPCSRB-KA,FW-PCSRB-BULK,Semi Finished Goods,0.1,kg,,Liquid factory,MY-FWPCSRB-KA,MY-FWPCSRB-KA,,,BOTO-PETCHEERS100-X,
MY-FWPCSRB-KA/3 (INLINE),MY-FWPCSRB-KA,TUBE-PCEBFWR1-K,Packaging Material,1,Pc(s),,Liquid factory,MY-FWPCSRB-KA,MY-FWPCSRB-KA,,,CAP-BPBMWRV-W,
MY-FWPCSRB-KA/3 (INLINE),MY-FWPCSRB-KA,STIC-PAGR1-EM,Packaging Material,1,Pc(s),,Liquid factory,MY-FWPCSRB-KA,MY-FWPCSRB-KA,,,STIC-BBSMW100-E,
MY-FWPCSRB-KA/3 (INLINE),MY-FWPCSRB-KA,KB-KAHFBR0-K,Packaging Material,0.066667,Pc(s),,Liquid factory,MY-FWPCSRB-KA,MY-FWPCSRB-KA,,,STIC-FBSMW100-E,
MY-FWRHMF-W/4,MY-FWRHMF-W,STIC-PALFT125R1-WM,Packaging Material,1,Pc(s),,Repack factory,,MY-FWRHMF-W,,,CAP-BMWR1-WPP,
MY-FWRHMF-W/4,MY-FWRHMF-W,KB-WT100R1-KMM125BF,Packaging Material,0.03333,Pc(s),,Repack factory,,MY-FWRHMF-W,,,BOTO-PETRF100B-X,
MY-FWRHMF-W/4,MY-FWRHMF-W,FW-RHMF-W,Finished Goods,1,Pc(s),,Repack factory,,MY-FWRHMF-W,,,REM-RBSMW-BULK,
MY-FWRPBCFLO100-W/4 (INLINE),MY-FWRPBCFLO100-W,FW-RPBCFLO-BULK,Semi Finished Goods,0.1,kg,,Liquid factory,MY-FWRPBCFLO100-W,MY-FWRPBCFLO100-W,,,KB-EAR0-KMM125,
MY-FWRPBCFLO100-W/4 (INLINE),MY-FWRPBCFLO100-W,TUBE-PBCFBOCRV100R1-W,Packaging Material,1,Pc(s),,Liquid factory,MY-FWRPBCFLO100-W,MY-FWRPBCFLO100-W,,,REM-RBSMW-BULK,
MY-FWRPBCFLO100-W/4 (INLINE),MY-FWRPBCFLO100-W,KB-WT100R1-KMM125BF,Packaging Material,0.033333,Pc(s),,Liquid factory,MY-FWRPBCFLO100-W,MY-FWRPBCFLO100-W,,,CAP-BMWR1-WPP,
MY-FWRPBCFLS100-W/4 (INLINE),MY-FWRPBCFLS100-W,FW-RPBCFLS-BULK,Semi Finished Goods,0.1,kg,,Liquid factory,MY-FWRPBCFLS100-W,MY-FWRPBCFLS100-W,,,BOTO-PETRF50-X,
MY-FWRPBCFLS100-W/4 (INLINE),MY-FWRPBCFLS100-W,TUBE-PBCFBSGRV100R1-W,Packaging Material,1,Pc(s),,Liquid factory,MY-FWRPBCFLS100-W,MY-FWRPBCFLS100-W,,,STIC-FBSMW50-E,
MY-FWRPBCFLS100-W/4 (INLINE),MY-FWRPBCFLS100-W,KB-WT100R1-KMM125BF,Packaging Material,0.033333,Pc(s),,Liquid factory,MY-FWRPBCFLS100-W,MY-FWRPBCFLS100-W,,,STIC-BBSMW50-E,
MY-FWRRYAG-W/4 (INLINE),MY-FWRRYAG-W,FW-RRYAG-BULK,Semi Finished Goods,0.1,kg,,Liquid factory,MY-FWRRYAG-W,MY-FWRRYAG-W,,,KB-ECR1-KMK125CF,
MY-FWRRYAG-W/4 (INLINE),MY-FWRRYAG-W,TUBE-RYFW100R0-WPBL,Packaging Material,1,Pc(s),,Liquid factory,MY-FWRRYAG-W,MY-FWRRYAG-W,,,REM-RLOIMWA-BULK,
MY-FWRRYAG-W/4 (INLINE),MY-FWRRYAG-W,STIC-PACESR2-WM,Packaging Material,1,Pc(s),,Liquid factory,MY-FWRRYAG-W,MY-FWRRYAG-W,,,REM-RLOIMWB-BULK,
MY-FWRRYAG-W/4 (INLINE),MY-FWRRYAG-W,KB-WT100R1-KMM125BF,Packaging Material,0.033333,Pc(s),,Liquid factory,MY-FWRRYAG-W,MY-FWRRYAG-W,,,BOTO-PETCHEERS55-X,
MY-FWRWSABHA-W/2,MY-FWRWSABHA-W,FW-RWSABHA-W,Finished Goods,1,Pc(s),,Repack factory,,MY-FWRWSABHA-W,,,CAP-BRLOIMW-W,
MY-FWRWSABHA-W/2,MY-FWRWSABHA-W,STIC-PAELR1-WM,Packaging Material,1,Pc(s),,Repack factory,,MY-FWRWSABHA-W,,,STIC-FRLOIMWN1-W,
MY-FWRWSABHA-W/2,MY-FWRWSABHA-W,KB-WT100R1-KMM125BF,Packaging Material,0.03333,Pc(s),,Repack factory,,MY-FWRWSABHA-W,,,STIC-BRLOIMWN1-W,
MY-HBLAVG-EM/4,MY-HBLAVG-EM,KB-EAR0-KMM125,Packaging Material,0.02778,Pc(s),,Repack factory,,MY-HBLAVG-EM,,,KB-W6040R2-W,
MY-HBLAVG-EM/4,MY-HBLAVG-EM,HBL-AVG-EM,Finished Goods,1,Pc(s),,Repack factory,,MY-HBLAVG-EM,,,PS-CAP-WPVC,
MY-HBLAVG-EM/4,MY-HBLAVG-EM,STIC-PAHR1-EM,Packaging Material,1,Pc(s),,Repack factory,,MY-HBLAVG-EM,,,REM-RLOIMWA-BULK,
MY-HBWEB-KA/1',MY-HBWEB-KA,HBW-EB-KA,Finished Goods,1,Pc(s),,Repack factory,,MY-HBWEB-KA,,,REM-RLOIMWB-BULK,
MY-HBWEB-KA/1',MY-HBWEB-KA,STIC-PAOR2-EM,Packaging Material,1,Pc(s),,Repack factory,,MY-HBWEB-KA,,,BOTO-PETCHEERS100-X,
MY-HBWEB-KA/1',MY-HBWEB-KA,KB-KAHFCR0-K,Packaging Material,0.041667,Pc(s),,Repack factory,,MY-HBWEB-KA,,,CAP-BRLOIMW-W,
MY-HBWR-KA/1',MY-HBWR-KA,HBW-R-KA,Finished Goods,1,Pc(s),,Repack factory,,MY-HBWR-KA,,,STIC-FRLOIMWN2-W,
MY-HBWR-KA/1',MY-HBWR-KA,STIC-PAOR2-EM,Packaging Material,1,Pc(s),,Repack factory,,MY-HBWR-KA,,,STIC-BRLOIMWN2-W,
MY-HBWR-KA/1',MY-HBWR-KA,KB-KAHFCR0-K,Packaging Material,0.041667,Pc(s),,Repack factory,,MY-HBWR-KA,,,KB-K100R1-W,
MY-LBLMMC-EM/2,MY-LBLMMC-EM,LB-LMMC-EM,Finished Goods,1,Pc(s),,Semisolid factory,MY-LBLMMC-EM,MY-LBLMMC-EM,,,PS-CAP-WPVC,
MY-LBLMMC-EM/2,MY-LBLMMC-EM,STIC-PAOR2-EM,Packaging Material,1,Pc(s),,Semisolid factory,MY-LBLMMC-EM,MY-LBLMMC-EM,,,REM-RPBTUMW-BULK,
MY-LBLMMC-EM/2,MY-LBLMMC-EM,KB-EBR1-KMK125CF,Packaging Material,0.04167,Pc(s),,Semisolid factory,MY-LBLMMC-EM,MY-LBLMMC-EM,,,KB-K100R1-W,
MY-LBLMOR-EM/1,MY-LBLMOR-EM,LB-LMOR-EM,Finished Goods,1,Pc(s),,Repack factory,,MY-LBLMOR-EM,,,CAP-BPBMWRV-W,
MY-LBLMOR-EM/1,MY-LBLMOR-EM,STIC-PAOR1-EM,Packaging Material,1,Pc(s),,Repack factory,,MY-LBLMOR-EM,,,STIC-FRVPBMW100-W,
MY-LBLMOR-EM/1,MY-LBLMOR-EM,KB-EBR1-KMK125CF,Packaging Material,0.04167,Pc(s),,Repack factory,,MY-LBLMOR-EM,,,STIC-BRVPBMW100-W,
MY-LBLMPB-EM/3,MY-LBLMPB-EM,STIC-PAOR2-EM,Packaging Material,1,Pc(s),,Repack factory,,MY-LBLMPB-EM,,,BOTO-PETCHEERS100-X,
MY-LBLMPB-EM/3,MY-LBLMPB-EM,KB-EBR1-KMK125CF,Packaging Material,0.04167,Pc(s),,Repack factory,,MY-LBLMPB-EM,,,REM-RRBSMW-BULK,
MY-LBLMPB-EM/3,MY-LBLMPB-EM,LB-LMPB-EM,Finished Goods,1,Pc(s),,Repack factory,,MY-LBLMPB-EM,,,BOTO-PETRF100C-X,
MY-LBLMPR-EM/1,MY-LBLMPR-EM,KB-EBR1-KMK125CF,Packaging Material,0.04167,Pc(s),,Repack factory,,MY-LBLMPR-EM,,,CAP-BMWR1-WPP,
MY-LBLMPR-EM/1,MY-LBLMPR-EM,STIC-PAOR1-EM,Packaging Material,1,Pc(s),,Repack factory,,MY-LBLMPR-EM,,,REM-RRBSMW-BULK,
MY-LBLMPR-EM/1,MY-LBLMPR-EM,LB-LMPR-EM,Finished Goods,1,Pc(s),,Repack factory,,MY-LBLMPR-EM,,,BOTO-PETRF50-X,
MY-LBSR-EM/2,MY-LBSR-EM,LB-SR-EM4.2GR,Finished Goods,1,Pc(s),,Repack factory,,MY-LBSR-EM,,,CAP-BMWR1-WPP,
MY-LBSR-EM/2,MY-LBSR-EM,KB-EAR0-KMM125,Packaging Material,0.00694,Pc(s),,Repack factory,,MY-LBSR-EM,,,BOTO-PET100W-WPET,
MY-LBSR-EM/2,MY-LBSR-EM,STIC-PAFR1-EM,Packaging Material,1,Pc(s),,Repack factory,,MY-LBSR-EM,,,REM-SBMW-BULK,
MY-LBSTSPB-EM/2,MY-LBSTSPB-EM,KB-ECR1-KMK125CF,Packaging Material,0.01563,Pc(s),,Repack factory,,MY-LBSTSPB-EM,,,STIC-BSCMW100R5-W,
MY-LBSTSPB-EM/2,MY-LBSTSPB-EM,LB-STSPB-EM,Finished Goods,1,Pc(s),,Repack factory,,MY-LBSTSPB-EM,,,STIC-FSCMW100R5-W,
MY-LBSTSPB-EM/2,MY-LBSTSPB-EM,STIC-PACR1-EM,Packaging Material,1,Pc(s),,Repack factory,,MY-LBSTSPB-EM,,,CAP-BMWR1-WPP,
MY-LBSTSPC-EM/2,MY-LBSTSPC-EM,STIC-PACR1-EM,Packaging Material,1,Pc(s),,Repack factory,,MY-LBSTSPC-EM,,,KB-W100BR2-KMM125BF,
MY-LBSTSPC-EM/2,MY-LBSTSPC-EM,KB-ECR1-KMK125CF,Packaging Material,0.01563,Pc(s),,Repack factory,,MY-LBSTSPC-EM,,,STIC-QRNDSCMW-W,
MY-LBSTSPC-EM/2,MY-LBSTSPC-EM,LB-STSPC-EM,Finished Goods,1,Pc(s),,Repack factory,,MY-LBSTSPC-EM,,,STIC-FSCMW240R5-W,
MY-LCM01-EM/3 (INLINE),MY-LCM01-EM,L-CM01-BULK,Semi Finished Goods,0.0055,kg,,Semisolid factory,MY-LCM01-EM,MY-LCM01-EM,,,STIC-BSCMW240R5-W,
MY-LCM01-EM/3 (INLINE),MY-LCM01-EM,BOTO-PCMR1-E,Packaging Material,1,Pc(s),,Semisolid factory,MY-LCM01-EM,MY-LCM01-EM,,,REM-SBMW-BULK,
MY-LCM01-EM/3 (INLINE),MY-LCM01-EM,CAPA-CMR0-EM,Packaging Material,1,Pc(s),,Semisolid factory,MY-LCM01-EM,MY-LCM01-EM,,,BOTO-PET240W-WPET,
MY-LCM01-EM/3 (INLINE),MY-LCM01-EM,STIC-BOTCMCCR2-EOPP,Packaging Material,1,Pc(s),,Semisolid factory,MY-LCM01-EM,MY-LCM01-EM,,,KB-WT100R1-KMM125BF,
MY-LCM01-EM/3 (INLINE),MY-LCM01-EM,DUS-CMCCR2-E,Packaging Material,1,Pc(s),,Semisolid factory,MY-LCM01-EM,MY-LCM01-EM,,,CAP-BMWR1-WPP,
MY-LCM01-EM/3 (INLINE),MY-LCM01-EM,STIC-PANR1-EM,Packaging Material,1,Pc(s),,Semisolid factory,MY-LCM01-EM,MY-LCM01-EM,,,STIC-BSBMW100-E,
MY-LCM01-EM/3 (INLINE),MY-LCM01-EM,IBOX-12EE-ED31,Packaging Material,0.083333,Pc(s),,Semisolid factory,MY-LCM01-EM,MY-LCM01-EM,,,KB-EAR0-KMM125,
MY-LCM01-EM/3 (INLINE),MY-LCM01-EM,KB-ECR1-KMK125CF,Packaging Material,0.006944,Pc(s),,Semisolid factory,MY-LCM01-EM,MY-LCM01-EM,,,REM-SBRMW-BULK,
