"Product Korporat Code","Reference","BoM Lines/Product Template/Korporat Code","BoM Lines/Product Template/General Subcategory","BoM Lines/Quantity","BoM Lines/Product Unit of Measure"
"","","KB-ECR1-KMK125CF","Regular","0.00694","Pc(s)"
"FW-RPBCFLO50-W","3","FW-RPBCFLO-BULK","Bulk","0.05","kg"
"","","TUBE-PBCFBOCRV50R1-W","Regular","1.0","Pc(s)"
"","","KB-WLAMBDAR1-W","Regular","0.0277778","Pc(s)"
"FW-RPBCFLS50-W","3","FW-RPBCFLS-BULK","Bulk","0.05","kg"
"","","KB-WLAMBDAR1-W","Regular","0.0277778","Pc(s)"
"","","TUBE-PBCFBSGRV50R1-W","Regular","1.0","Pc(s)"
"L-LTB-OMG","4","L-LTB-BULK","Bulk","0.0053","kg"
"","","CAPA-JKLTS02R1-OMG","Regular","1.0","Pc(s)"
"","","BOTO-WJKLTSR1-OMG","Regular","1.0","Pc(s)"
"","","STIC-BJKLTS02R0-OMG","Regular","1.0","Pc(s)"
"","","DUS-JKLTS02R1-OMG","Regular","1.0","Pc(s)"
"","","IBOX-RRPJKLTSR0-OMG","Regular","0.083333","Pc(s)"
"","","KB-ARGONR0-OMG","Regular","0.010417","Pc(s)"
"L-LTD-OMG","4","L-LTD-BULK","Bulk","0.0053","kg"
"","","BOTO-WJKLTSR1-OMG","Regular","1.0","Pc(s)"
"","","CAPA-JKLTS04R1-OMG","Regular","1.0","Pc(s)"
"","","STIC-BJKLTS04R0-OMG","Regular","1.0","Pc(s)"
"","","DUS-JKLTS04R1-OMG","Regular","1.0","Pc(s)"
"","","IBOX-RRPJKLTSR0-OMG","Regular","0.083333","Pc(s)"
"","","KB-ARGONR0-OMG","Regular","0.010417","Pc(s)"
"F-RRRELF05-W","1","F-RELF05-BULK","Bulk","0.02","kg"
"","","BOTO-GELFRLR0-W","Regular","1.0","Pc(s)"
"","","BAL-BPR1D882B08-WT","Regular","2.0","Pc(s)"
"","","PU-LBGELFR0-WRL","Regular","1.0","Pc(s)"
"","","CAP-PLBGELFR0-WRL","Regular","1.0","Pc(s)"
"","","STIC-BOELF05R1-WRL","Regular","1.0","Pc(s)"
"","","DUS-ELFR3-W","Regular","1.0","Pc(s)"
"","","STIC-VELF05R0-W","Regular","1.0","Pc(s)"
"","","STIC-FELFR0-W","Regular","1.0","Pc(s)"
"","","STIC-BELFR0-W","Regular","1.0","Pc(s)"
"","","KB-W6040R2-W","Regular","0.0357143","Pc(s)"
"MY-SRMRRYUMS-W","2 (INLINE)","SRM-RRYUMS-BULK","Bulk","0.03","kg"
"","","BOTO-RYISRV30-W","Regular","1.0","Pc(s)"
"","","CAP-RYISRV-W","Regular","1.0","Pc(s)"
"","","PU-RYISRV-W","Regular","1.0","Pc(s)"
"","","KB-WELELR0-KMM125CF","Regular","0.0277778","Pc(s)"
"","","DUS-RYISRV30-W","Regular","1.0","Pc(s)"
"L-CSGC102-MO","5","STIC-BTCSGC2R1-MO","Regular","1.0","Pc(s)"
"","","L-CSGC102-BULK","Bulk","0.002","kg"
"","","CONT-CSGC2R0-MONF","Regular","1.0","Pc(s)"
"","","DUS-CSGC2R2-MO","Regular","1.0","Pc(s)"
"","","KB-MOGCR0-MO","Regular","0.02083","Pc(s)"
"","","IBOX-12MOAR0-D310","Regular","0.125","Pc(s)"
"","","CAPC-CSGC2R0-MONF","Regular","1.0","Pc(s)"
"MY-RLEVCL01-W","6 (INLINE)","L-EVCL01-BULK","Bulk","0.0055","kg"
"","","CAPA-ECLTR0-WASABS","Regular","1.0","Pc(s)"
"","","BOTO-ECLT01R1-WPETM","Regular","1.0","Pc(s)"
"","","STIC-BTECLT01R0-WPPN","Regular","1.0","Pc(s)"
"","","DUS-ECLT01R1-W","Regular","1.0","Pc(s)"
"","","STIC-PACUMLR2-WM","Regular","1.0","Pc(s)"
"","","IBOX-12ECLTR0-WDNF","Regular","0.0833333","Pc(s)"
"","","KB-W200R1-W","Regular","0.0052083","Pc(s)"
"FW-RPBCFLO100-W","3","FW-RPBCFLO-BULK","Bulk","0.1","kg"
"","","TUBE-PBCFBOCRV100R1-W","Regular","1.0","Pc(s)"
"","","KB-WT100R1-KMM125BF","Regular","0.0333333","Pc(s)"
"MY-FWRPBCFLO100-W","4 (INLINE)","FW-RPBCFLO-BULK","Bulk","0.1","kg"
"","","TUBE-PBCFBOCRV100R1-W","Regular","1.0","Pc(s)"
"","","KB-WT100R1-KMM125BF","Regular","0.0333333","Pc(s)"
"FW-RPBCFLS100-W","3","FW-RPBCFLS-BULK","Bulk","0.1","kg"
"","","TUBE-PBCFBSGRV100R1-W","Regular","1.0","Pc(s)"
"","","KB-WT100R1-KMM125BF","Regular","0.0333333","Pc(s)"
"MY-FWRPBCFLS100-W","4 (INLINE)","FW-RPBCFLS-BULK","Bulk","0.1","kg"
"","","TUBE-PBCFBSGRV100R1-W","Regular","1.0","Pc(s)"
"","","KB-WT100R1-KMM125BF","Regular","0.0333333","Pc(s)"
"M-RRYNCN2-W","3","CAP-PGRY30R1-WTMP","Regular","1.0","Pc(s)"
"","","M-RRYNC-BULK","Bulk","0.03","kg"
"","","SPT-HRGR0-W","Regular","1.0","Pc(s)"
"","","KB-GKMK-W","Regular","0.04167","Pc(s)"
"","","PLU-RYNC30-WTMP","Regular","1.0","Pc(s)"
"","","POT-RYNC30-WTMP","Regular","1.0","Pc(s)"
"","","DUS-RYNC30RV1-W","Regular","1.0","Pc(s)"
"M-RRYDCN2-W","3","POT-RYDC30-WTMP","Regular","1.0","Pc(s)"
"","","M-RRYDC-BULK","Bulk","0.03","kg"
"","","KB-GKMK-W","Regular","0.04167","Pc(s)"
"","","SPT-HRGR0-W","Regular","1.0","Pc(s)"
"","","PLU-RYDC30-WTMP","Regular","1.0","Pc(s)"
"","","CAP-PGRY30R1-WTMP","Regular","1.0","Pc(s)"
"","","DUS-RYDC30RV1-W","Regular","1.0","Pc(s)"
"F-RRELF01-W","2","F-RELF01-BULK","Bulk","0.02","kg"
"","","BOTO-GELFRLR0-W","Regular","1.0","Pc(s)"
"","","BAL-BPR1D882B08-WT","Regular","2.0","Pc(s)"
"","","PU-LBGELFR0-WRL","Regular","1.0","Pc(s)"
"","","CAP-PLBGELFR0-WRL","Regular","1.0","Pc(s)"
"","","STIC-BOELF01R1-WRL","Regular","1.0","Pc(s)"
"","","DUS-ELFR3-W","Regular","1.0","Pc(s)"
"","","STIC-VELF01R0-W","Regular","1.0","Pc(s)"
"","","KB-W6040R2-W","Regular","0.0357143","Pc(s)"
"","","STIC-FELFR0-W","Regular","1.0","Pc(s)"
"","","STIC-BELFR0-W","Regular","1.0","Pc(s)"
"F-RRELF02-W","2","F-RELF02-BULK","Bulk","0.02","kg"
"","","BOTO-GELFRLR0-W","Regular","1.0","Pc(s)"
"","","BAL-BPR1D882B08-WT","Regular","2.0","Pc(s)"
"","","PU-LBGELFR0-WRL","Regular","1.0","Pc(s)"
"","","CAP-PLBGELFR0-WRL","Regular","1.0","Pc(s)"
"","","STIC-BOELF02R1-WRL","Regular","1.0","Pc(s)"
"","","DUS-ELFR3-W","Regular","1.0","Pc(s)"
"","","STIC-VELF02R0-W","Regular","1.0","Pc(s)"
"","","KB-W6040R2-W","Regular","0.0357143","Pc(s)"
"","","STIC-FELFR0-W","Regular","1.0","Pc(s)"
"","","STIC-BELFR0-W","Regular","1.0","Pc(s)"
"CUS-HLGNC21-MO","6","KB-MOTWC3252-K150M12","Regular","0.04167","Pc(s)"
"","","CONT-ICHLGCR0-MO","Regular","1.0","Pc(s)"
"","","STIC-SHLGCR0-MO","Regular","1.0","Pc(s)"
"","","STIC-VHGCC21R1-MO","Regular","1.0","Pc(s)"
"","","CUS-HLGNC21-BULK","Bulk","0.015","kg"
"","","CONT-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","ISPO-HLGCR1-MO","Regular","1.0","Pc(s)"
"","","STIC-MOR0-MO","Regular","1.0","Pc(s)"
"","","DUS-HLGCIVR1-MO","Regular","1.0","Pc(s)"
"","","STIC-BHGCC21R0-MO","Regular","1.0","Pc(s)"
"","","PUFF-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-RHLGCR0-MO","Regular","1.0","Pc(s)"
"F-RRELF03-W","2","F-RELF03-BULK","Bulk","0.02","kg"
"","","BOTO-GELFRLR0-W","Regular","1.0","Pc(s)"
"","","BAL-BPR1D882B08-WT","Regular","2.0","Pc(s)"
"","","PU-LBGELFR0-WRL","Regular","1.0","Pc(s)"
"","","CAP-PLBGELFR0-WRL","Regular","1.0","Pc(s)"
"","","STIC-BOELF03R1-WRL","Regular","1.0","Pc(s)"
"","","DUS-ELFR3-W","Regular","1.0","Pc(s)"
"","","STIC-VELF03R0-W","Regular","1.0","Pc(s)"
"","","KB-W6040R2-W","Regular","0.0357143","Pc(s)"
"","","STIC-FELFR0-W","Regular","1.0","Pc(s)"
"","","STIC-BELFR0-W","Regular","1.0","Pc(s)"
"CUS-HLGN10-MO","6","CONT-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-ICHLGCR0-MO","Regular","1.0","Pc(s)"
"","","CUS-HLGN10-BULK","Bulk","0.015","kg"
"","","DUS-HLGCIVR1-MO","Regular","1.0","Pc(s)"
"","","STIC-SHLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-RHLGCR0-MO","Regular","1.0","Pc(s)"
"","","ISPO-HLGCR1-MO","Regular","1.0","Pc(s)"
"","","STIC-BHGCN10R0-MO","Regular","1.0","Pc(s)"
"","","STIC-MOR0-MO","Regular","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","Regular","0.04167","Pc(s)"
"","","STIC-VHGCN10R1-MO","Regular","1.0","Pc(s)"
"","","PUFF-HLGCR0-MO","Regular","1.0","Pc(s)"
"CUS-HLGNN30-MO","6","STIC-VHGCN30R1-MO","Regular","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","Regular","0.04167","Pc(s)"
"","","STIC-MOR0-MO","Regular","1.0","Pc(s)"
"","","ISPO-HLGCR1-MO","Regular","1.0","Pc(s)"
"","","CONT-RHLGCR0-MO","Regular","1.0","Pc(s)"
"","","DUS-HLGCIVR1-MO","Regular","1.0","Pc(s)"
"","","STIC-SHLGCR0-MO","Regular","1.0","Pc(s)"
"","","PUFF-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","STIC-BHGCN30R0-MO","Regular","1.0","Pc(s)"
"","","CONT-ICHLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","CUS-HLGNN30-BULK","Bulk","0.015","kg"
"F-RRELF04-W","2","F-RELF04-BULK","Bulk","0.02","kg"
"","","BOTO-GELFRLR0-W","Regular","1.0","Pc(s)"
"","","BAL-BPR1D882B08-WT","Regular","2.0","Pc(s)"
"","","PU-LBGELFR0-WRL","Regular","1.0","Pc(s)"
"","","CAP-PLBGELFR0-WRL","Regular","1.0","Pc(s)"
"","","STIC-BOELF04R1-WRL","Regular","1.0","Pc(s)"
"","","DUS-ELFR3-W","Regular","1.0","Pc(s)"
"","","STIC-VELF04R0-W","Regular","1.0","Pc(s)"
"","","KB-W6040R2-W","Regular","0.0357143","Pc(s)"
"","","STIC-FELFR0-W","Regular","1.0","Pc(s)"
"","","STIC-BELFR0-W","Regular","1.0","Pc(s)"
"CUS-HLGNN50-MO","4","STIC-MOR0-MO","Regular","1.0","Pc(s)"
"","","CUS-HLGNN50-BULK","Bulk","0.015","kg"
"","","CONT-ICHLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-RHLGCR0-MO","Regular","1.0","Pc(s)"
"","","ISPO-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","STIC-VHGCN50R0-MO","Regular","1.0","Pc(s)"
"","","STIC-SHLGCR0-MO","Regular","1.0","Pc(s)"
"","","DUS-HLGCIVR1-MO","Regular","1.0","Pc(s)"
"","","STIC-BHGCN50R0-MO","Regular","1.0","Pc(s)"
"","","PUFF-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","Regular","0.04167","Pc(s)"
"CUS-HLGNW22-MO","6","CONT-ICHLGCR0-MO","Regular","1.0","Pc(s)"
"","","CUS-HLGNW22-BULK","Bulk","0.015","kg"
"","","CONT-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","DUS-HLGCIVR1-MO","Regular","1.0","Pc(s)"
"","","STIC-SHLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-RHLGCR0-MO","Regular","1.0","Pc(s)"
"","","ISPO-HLGCR1-MO","Regular","1.0","Pc(s)"
"","","PUFF-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","STIC-BHGCW22R0-MO","Regular","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","Regular","0.04167","Pc(s)"
"","","STIC-MOR0-MO","Regular","1.0","Pc(s)"
"","","STIC-VHGCW22R1-MO","Regular","1.0","Pc(s)"
"CUS-HLGNW33-MO","6","STIC-BHGCW33R0-MO","Regular","1.0","Pc(s)"
"","","CONT-RHLGCR0-MO","Regular","1.0","Pc(s)"
"","","STIC-SHLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-ICHLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","ISPO-HLGCR1-MO","Regular","1.0","Pc(s)"
"","","PUFF-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","DUS-HLGCIVR1-MO","Regular","1.0","Pc(s)"
"","","STIC-MOR0-MO","Regular","1.0","Pc(s)"
"","","CUS-HLGNW33-BULK","Bulk","0.015","kg"
"","","STIC-VHGCW33R1-MO","Regular","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","Regular","0.04167","Pc(s)"
"CUS-HLGNW42-MO","5","CUS-HLGNW42-BULK","Bulk","0.015","kg"
"","","CONT-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-ICHLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-RHLGCR0-MO","Regular","1.0","Pc(s)"
"","","ISPO-HLGCR1-MO","Regular","1.0","Pc(s)"
"","","STIC-SHLGCR0-MO","Regular","1.0","Pc(s)"
"","","PUFF-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","STIC-BHGCW42R0-MO","Regular","1.0","Pc(s)"
"","","DUS-HLGCIVR1-MO","Regular","1.0","Pc(s)"
"","","STIC-VHGCW42R1-MO","Regular","1.0","Pc(s)"
"","","STIC-MOR0-MO","Regular","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","Regular","0.04167","Pc(s)"
"MY-RCUSEFC02-W","6 (INLINE)","CUS-EFC02-BULK","Bulk","0.015","kg"
"","","CONT-EFCCR0-W","Regular","1.0","Pc(s)"
"","","CONT-REFCCR0-W","Regular","1.0","Pc(s)"
"","","CONT-ICEFCCR0-W","Regular","1.0","Pc(s)"
"","","ISPO-IPE4712R0-X","Regular","1.0","Pc(s)"
"","","STIC-SEFCCR0-W","Regular","1.0","Pc(s)"
"","","PUFF-EFCCR0-W","Regular","1.0","Pc(s)"
"","","STIC-BEFCC02R0-W","Regular","1.0","Pc(s)"
"","","DUS-EFCC02R2-W","Regular","1.0","Pc(s)"
"","","STIC-PAEBR1-WM","Regular","1.0","Pc(s)"
"","","KB-WIPSKMMR1-W","Regular","0.02083","Pc(s)"
"MY-RCUSEFC03-W","6 (INLINE)","CUS-EFC03-BULK","Bulk","0.015","kg"
"","","CONT-ICEFCCR0-W","Regular","1.0","Pc(s)"
"","","CONT-EFCCR0-W","Regular","1.0","Pc(s)"
"","","CONT-REFCCR0-W","Regular","1.0","Pc(s)"
"","","ISPO-IPE4712R0-X","Regular","1.0","Pc(s)"
"","","STIC-SEFCCR0-W","Regular","1.0","Pc(s)"
"","","PUFF-EFCCR0-W","Regular","1.0","Pc(s)"
"","","STIC-BEFCC03R0-W","Regular","1.0","Pc(s)"
"","","DUS-EFCC03R2-W","Regular","1.0","Pc(s)"
"","","STIC-PAEBR1-WM","Regular","1.0","Pc(s)"
"","","KB-WIPSKMMR1-W","Regular","0.02083","Pc(s)"
"CUS-HLGCC31-MO","2","STIC-SHLGCR0-MO","Regular","1.0","Pc(s)"
"","","PUFF-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","ISPO-HLGCR1-MO","Regular","1.0","Pc(s)"
"","","CUS-HLGCC31-BULK","Bulk","0.015","kg"
"","","CONT-RHLGCR0-MO","Regular","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","Regular","0.04166","Pc(s)"
"","","CONT-ICHLGCR0-MO","Regular","1.0","Pc(s)"
"","","DUS-HLGCIVR1-MO","Regular","1.0","Pc(s)"
"","","STIC-VHGCC31R0-MO","Regular","1.0","Pc(s)"
"","","STIC-BHGCC31R0-MO","Regular","1.0","Pc(s)"
"CUS-HLGCC41-MO","2","DUS-HLGCIVR1-MO","Regular","1.0","Pc(s)"
"","","ISPO-HLGCR1-MO","Regular","1.0","Pc(s)"
"","","CONT-ICHLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-RHLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","CUS-HLGCC41-BULK","Bulk","0.015","kg"
"","","KB-MOTWC3252-K150M12","Regular","0.04166","Pc(s)"
"","","STIC-SHLGCR0-MO","Regular","1.0","Pc(s)"
"","","STIC-VHGCC41R0-MO","Regular","1.0","Pc(s)"
"","","PUFF-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","STIC-BHGCC41R0-MO","Regular","1.0","Pc(s)"
"CUS-HLGCC51-MO","2","CONT-RHLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-ICHLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","STIC-VHGCC51R0-MO","Regular","1.0","Pc(s)"
"","","STIC-SHLGCR0-MO","Regular","1.0","Pc(s)"
"","","ISPO-HLGCR1-MO","Regular","1.0","Pc(s)"
"","","PUFF-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","Regular","0.04166","Pc(s)"
"","","DUS-HLGCIVR1-MO","Regular","1.0","Pc(s)"
"","","STIC-BHGCC51R0-MO","Regular","1.0","Pc(s)"
"","","CUS-HLGCC51-BULK","Bulk","0.015","kg"
"CUS-HLGCC62-MO","2","CUS-HLGCC62-BULK","Bulk","0.015","kg"
"","","STIC-BHGCC62R0-MO","Regular","1.0","Pc(s)"
"","","DUS-HLGCIVR1-MO","Regular","1.0","Pc(s)"
"","","STIC-VHGCC62R0-MO","Regular","1.0","Pc(s)"
"","","CONT-ICHLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-RHLGCR0-MO","Regular","1.0","Pc(s)"
"","","STIC-SHLGCR0-MO","Regular","1.0","Pc(s)"
"","","PUFF-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","ISPO-HLGCR1-MO","Regular","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","Regular","0.04166","Pc(s)"
"CUS-HLGCN20-MO","2","ISPO-HLGCR1-MO","Regular","1.0","Pc(s)"
"","","STIC-BHGCN20R0-MO","Regular","1.0","Pc(s)"
"","","DUS-HLGCIVR1-MO","Regular","1.0","Pc(s)"
"","","STIC-VHGCN20R0-MO","Regular","1.0","Pc(s)"
"","","STIC-SHLGCR0-MO","Regular","1.0","Pc(s)"
"","","CUS-HLGCN20-BULK","Bulk","0.015","kg"
"","","KB-MOTWC3252-K150M12","Regular","0.04166","Pc(s)"
"","","CONT-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-ICHLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-RHLGCR0-MO","Regular","1.0","Pc(s)"
"","","PUFF-HLGCR0-MO","Regular","1.0","Pc(s)"
"CUS-HLGCN40-MO","2","CONT-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","STIC-BHGCN40R0-MO","Regular","1.0","Pc(s)"
"","","CUS-HLGCN40-BULK","Bulk","0.015","kg"
"","","STIC-VHGCN40R0-MO","Regular","1.0","Pc(s)"
"","","DUS-HLGCIVR1-MO","Regular","1.0","Pc(s)"
"","","CONT-RHLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-ICHLGCR0-MO","Regular","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","Regular","0.04166","Pc(s)"
"","","STIC-SHLGCR0-MO","Regular","1.0","Pc(s)"
"","","PUFF-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","ISPO-HLGCR1-MO","Regular","1.0","Pc(s)"
"CUS-HLGCW12-MO","2","STIC-BHGCW12R0-MO","Regular","1.0","Pc(s)"
"","","DUS-HLGCIVR1-MO","Regular","1.0","Pc(s)"
"","","STIC-SHLGCR0-MO","Regular","1.0","Pc(s)"
"","","PUFF-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","ISPO-HLGCR1-MO","Regular","1.0","Pc(s)"
"","","CONT-RHLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-ICHLGCR0-MO","Regular","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","Regular","0.04166","Pc(s)"
"","","STIC-VHGCW12R0-MO","Regular","1.0","Pc(s)"
"","","CONT-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","CUS-HLGCW12-BULK","Bulk","0.015","kg"
"CUS-HLGCW21-MO","2","PUFF-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","STIC-SHLGCR0-MO","Regular","1.0","Pc(s)"
"","","ISPO-HLGCR1-MO","Regular","1.0","Pc(s)"
"","","CONT-RHLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-ICHLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","CUS-HLGCW21-BULK","Bulk","0.015","kg"
"","","KB-MOTWC3252-K150M12","Regular","0.04166","Pc(s)"
"","","STIC-VHGCW21R0-MO","Regular","1.0","Pc(s)"
"","","DUS-HLGCIVR1-MO","Regular","1.0","Pc(s)"
"","","STIC-BHGCW21R0-MO","Regular","1.0","Pc(s)"
"CUS-HLGCW30-MO","2","STIC-VHGCW30R0-MO","Regular","1.0","Pc(s)"
"","","DUS-HLGCIVR1-MO","Regular","1.0","Pc(s)"
"","","CUS-HLGCW30-BULK","Bulk","0.015","kg"
"","","STIC-SHLGCR0-MO","Regular","1.0","Pc(s)"
"","","PUFF-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","STIC-BHGCW30R0-MO","Regular","1.0","Pc(s)"
"","","ISPO-HLGCR1-MO","Regular","1.0","Pc(s)"
"","","CONT-RHLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-ICHLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","Regular","0.04166","Pc(s)"
"CUS-HLGCW32-MO","2","CONT-ICHLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-RHLGCR0-MO","Regular","1.0","Pc(s)"
"","","ISPO-HLGCR1-MO","Regular","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","Regular","0.04166","Pc(s)"
"","","PUFF-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","CUS-HLGCW32-BULK","Bulk","0.015","kg"
"","","STIC-SHLGCR0-MO","Regular","1.0","Pc(s)"
"","","STIC-VHGCW32R0-MO","Regular","1.0","Pc(s)"
"","","STIC-BHGCW32R0-MO","Regular","1.0","Pc(s)"
"","","DUS-HLGCIVR1-MO","Regular","1.0","Pc(s)"
"CUS-HLGCW50-MO","2","CUS-HLGCW50-BULK","Bulk","0.015","kg"
"","","CONT-ICHLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-RHLGCR0-MO","Regular","1.0","Pc(s)"
"","","STIC-VHGCW50R0-MO","Regular","1.0","Pc(s)"
"","","STIC-SHLGCR0-MO","Regular","1.0","Pc(s)"
"","","PUFF-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","ISPO-HLGCR1-MO","Regular","1.0","Pc(s)"
"","","DUS-HLGCIVR1-MO","Regular","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","Regular","0.04166","Pc(s)"
"","","STIC-BHGCW50R0-MO","Regular","1.0","Pc(s)"
"CUS-HLGCW60-MO","2","CUS-HLGCW60-BULK","Bulk","0.015","kg"
"","","KB-MOTWC3252-K150M12","Regular","0.04166","Pc(s)"
"","","PUFF-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","STIC-SHLGCR0-MO","Regular","1.0","Pc(s)"
"","","ISPO-HLGCR1-MO","Regular","1.0","Pc(s)"
"","","CONT-RHLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-ICHLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","STIC-BHGCW60R0-MO","Regular","1.0","Pc(s)"
"","","DUS-HLGCIVR1-MO","Regular","1.0","Pc(s)"
"","","STIC-VHGCW60R0-MO","Regular","1.0","Pc(s)"
"MY-RCUSEFC04-W","4 (INLINE)","CONT-ICEFCCR0-W","Regular","1.0","Pc(s)"
"","","CONT-EFCCR0-W","Regular","1.0","Pc(s)"
"","","CONT-REFCCR0-W","Regular","1.0","Pc(s)"
"","","ISPO-IPE4712R0-X","Regular","1.0","Pc(s)"
"","","CUS-EFC04-BULK","Bulk","0.015","kg"
"","","DUS-EFCC04R2-W","Regular","1.0","Pc(s)"
"","","STIC-SEFCCR0-W","Regular","1.0","Pc(s)"
"","","STIC-BEFCC04R0-W","Regular","1.0","Pc(s)"
"","","PUFF-EFCCR0-W","Regular","1.0","Pc(s)"
"","","KB-WIPSKMMR1-W","Regular","0.02083","Pc(s)"
"","","STIC-PAEBR1-WM","Regular","1.0","Pc(s)"
"L-HSLWF-MO","3","STIC-BHSLWC06R0-MO","Regular","1.0","Pc(s)"
"","","L-HSLWF-BULK","Bulk","0.0065","kg"
"","","CAPA-HSLWR1-MO","Regular","1.0","Pc(s)"
"","","BOTO-HSLWR1-MO","Regular","1.0","Pc(s)"
"","","DUS-HSLWIVR1-MO","Regular","1.0","Pc(s)"
"","","KB-MOAR0-MO","Regular","0.01389","Pc(s)"
"","","IBOX-DR0-MO","Regular","0.08333","Pc(s)"
"","","STIC-VHSLWC06R0-MO","Regular","1.0","Pc(s)"
"","","WIPE-HSLWR1-MO","Regular","1.0","Pc(s)"
"L-HSLWJ-MO","3","WIPE-HSLWR1-MO","Regular","1.0","Pc(s)"
"","","STIC-VHSLWC10R0-MO","Regular","1.0","Pc(s)"
"","","KB-MOAR0-MO","Regular","0.01389","Pc(s)"
"","","IBOX-DR0-MO","Regular","0.08333","Pc(s)"
"","","CAPA-HSLWR1-MO","Regular","1.0","Pc(s)"
"","","L-HSLWJ-BULK","Bulk","0.0065","kg"
"","","BOTO-HSLWR1-MO","Regular","1.0","Pc(s)"
"","","STIC-BHSLWC10R0-MO","Regular","1.0","Pc(s)"
"","","DUS-HSLWIVR1-MO","Regular","1.0","Pc(s)"
"L-HSLWK-MO","3","WIPE-HSLWR1-MO","Regular","1.0","Pc(s)"
"","","STIC-VHSLWC11R0-MO","Regular","1.0","Pc(s)"
"","","BOTO-HSLWR1-MO","Regular","1.0","Pc(s)"
"","","L-HSLWK-BULK","Bulk","0.0065","kg"
