"Product Korporat Code","Reference","BoM Lines/Product Template/Korporat Code","BoM Lines/Product Template/General Subcategory","BoM Lines/Quantity","BoM Lines/Product Unit of Measure"
"","","DUS-HSLWIVR1-MO","Regular","1.0","Pc(s)"
"","","STIC-VHSLWC03R0-MO","Regular","1.0","Pc(s)"
"","","STIC-BHSLWC03R0-MO","Regular","1.0","Pc(s)"
"","","IBOX-DR0-MO","Regular","0.08333","Pc(s)"
"L-HSLWE-MO","4","L-HSLWE-BULK","Bulk","0.0065","kg"
"","","BOTO-HSLWR1-MO","Regular","1.0","Pc(s)"
"","","CAPA-HSLWR1-MO","Regular","1.0","Pc(s)"
"","","WIPE-HSLWR1-MO","Regular","1.0","Pc(s)"
"","","DUS-HSLWIVR1-MO","Regular","1.0","Pc(s)"
"","","STIC-BHSLWC05R0-MO","Regular","1.0","Pc(s)"
"","","STIC-VHSLWC05R0-MO","Regular","1.0","Pc(s)"
"","","IBOX-DR0-MO","Regular","0.08333","Pc(s)"
"L-HSLWG-MO","4","L-HSLWG-BULK","Bulk","0.0065","kg"
"","","BOTO-HSLWR1-MO","Regular","1.0","Pc(s)"
"","","CAPA-HSLWR1-MO","Regular","1.0","Pc(s)"
"","","WIPE-HSLWR1-MO","Regular","1.0","Pc(s)"
"","","DUS-HSLWIVR1-MO","Regular","1.0","Pc(s)"
"","","STIC-VHSLWC07R0-MO","Regular","1.0","Pc(s)"
"","","STIC-BHSLWC07R0-MO","Regular","1.0","Pc(s)"
"","","IBOX-DR0-MO","Regular","0.08333","Pc(s)"
"L-HSLWH-MO","4","L-HSLWH-BULK","Bulk","0.0065","kg"
"","","BOTO-HSLWR1-MO","Regular","1.0","Pc(s)"
"","","CAPA-HSLWR1-MO","Regular","1.0","Pc(s)"
"","","WIPE-HSLWR1-MO","Regular","1.0","Pc(s)"
"","","DUS-HSLWIVR1-MO","Regular","1.0","Pc(s)"
"","","STIC-VHSLWC08R0-MO","Regular","1.0","Pc(s)"
"","","STIC-BHSLWC08R0-MO","Regular","1.0","Pc(s)"
"","","IBOX-DR0-MO","Regular","0.08333","Pc(s)"
"MY-RBOB-W","3","BO-W1B-W4GR","Sellable","1.0","Pc(s)"
"","","STIC-PALLCR2-WM","Regular","1.0","Pc(s)"
"","","KB-W6040R2-W","Regular","0.00833","Pc(s)"
"MY-RBOD-W","3","BO-W0D-W4GR","Sellable","1.0","Pc(s)"
"","","STIC-PALLCR2-WM","Regular","1.0","Pc(s)"
"","","KB-W6040R2-W","Regular","0.00833","Pc(s)"
"B-DMCP01-EM","4","B-DMCP01-BULK","Bulk","0.011","kg"
"","","CONT-DMCPR1-E","Regular","1.0","Pc(s)"
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)"
"","","PLAS-DMCTWCRP-P85","Regular","1.0","Pc(s)"
"","","PUFF-DMCPR0-E","Regular","1.0","Pc(s)"
"","","STIC-BDMCP01R0-E","Regular","1.0","Pc(s)"
"","","DUS-DMCPR1-E","Regular","1.0","Pc(s)"
"","","STIC-VDMCP01R0-E","Regular","1.0","Pc(s)"
"","","KB-EAR0-KMM125","Regular","0.02778","Pc(s)"
"F-L04-OMG","3","F-L04-BULK","Bulk","0.025","kg"
"","","BOTO-CLFR0-OMG","Regular","1.0","Pc(s)"
"","","PLU-BCLFR0-OMG","Regular","1.0","Pc(s)"
"","","CAP-BCLFR0-OMG","Regular","1.0","Pc(s)"
"","","STIC-FCLF32NNR0-OMG","Regular","1.0","Pc(s)"
"","","STIC-BCLF32NNR1-OMG","Regular","1.0","Pc(s)"
"","","PS-CLFR0-OMG","Regular","1.0","Pc(s)"
"","","KB-XENONR0-OMG","Regular","0.0227273","Pc(s)"
"M-PSLG-MO","8","PART-DPLGM-MO","Regular","1.0","Pc(s)"
"","","BOTS-PLGMR1-MO","Intermediate Pack","1.0","Pc(s)"
"","","CAP-PLA1302-MO","Regular","1.0","Pc(s)"
"","","M-PSLG-BULK","Bulk","0.045","kg"
"","","PU-LMOA1302-CBT","Regular","1.0","Pc(s)"
"","","STIC-TUBNFPM-MO","Regular","1.0","Pc(s)"
"","","KB-MOCC36R1-270CF","Regular","0.04","Pc(s)"
"","","DUS-PLGMR3-MOILD","Regular","1.0","Pc(s)"
"P-IPRB-W","2","L-RRIPLMP04-W","Sellable","1.0","Pc(s)"
"","","EB-IPEM02-W","Sellable","1.0","Pc(s)"
"","","POUC-IPR2023-IP","Regular","1.0","Pc(s)"
"","","DUS-SIPDGEKR0-IP","Regular","1.0","Pc(s)"
"","","PART-IPR2023-IP","Regular","1.0","Pc(s)"
"","","PLAS-IPR2023-IP","Regular","1.0","Pc(s)"
"","","KB-PBCR1-W","Regular","0.0833333","Pc(s)"
"L-HSLWI-MO","4","L-HSLWI-BULK","Bulk","0.0065","kg"
"","","CAPA-HSLWR1-MO","Regular","1.0","Pc(s)"
"","","BOTO-HSLWR1-MO","Regular","1.0","Pc(s)"
"","","WIPE-HSLWR1-MO","Regular","1.0","Pc(s)"
"","","DUS-HSLWIVR1-MO","Regular","1.0","Pc(s)"
"","","STIC-BHSLWC09R0-MO","Regular","1.0","Pc(s)"
"","","STIC-VHSLWC09R0-MO","Regular","1.0","Pc(s)"
"","","IBOX-DR0-MO","Regular","0.08333","Pc(s)"
"L-HSLWL-MO","4","L-HSLWL-BULK","Bulk","0.0065","kg"
"","","CAPA-HSLWR1-MO","Regular","1.0","Pc(s)"
"","","BOTO-HSLWR1-MO","Regular","1.0","Pc(s)"
"","","WIPE-HSLWR1-MO","Regular","1.0","Pc(s)"
"","","DUS-HSLWIVR1-MO","Regular","1.0","Pc(s)"
"","","STIC-VHSLWC12R0-MO","Regular","1.0","Pc(s)"
"","","STIC-BHSLWC12R0-MO","Regular","1.0","Pc(s)"
"","","IBOX-DR0-MO","Regular","0.08333","Pc(s)"
"L-IMC001-MO6,5G","9","L-IMC001-BULK","Bulk","0.0065","kg"
"","","BOTO-PIMLCR1-MO","Regular","1.0","Pc(s)"
"","","CAPA-IMLCR0-MO","Regular","1.0","Pc(s)"
"","","DUS-IMLC0114R1-MOILD","Regular","1.0","Pc(s)"
"","","STIC-BIMLC01R1-MOMSF","Regular","1.0","Pc(s)"
"","","STIC-BCIMC1R1-MO","Regular","1.0","Pc(s)"
"","","IBOX-12IMLCR0-MODNF","Regular","0.08333","Pc(s)"
"L-IMC010-MO6,5G","7","L-IMC010-BULK","Bulk","0.0065","kg"
"","","BOTO-PIMLCR1-MO","Regular","1.0","Pc(s)"
"","","CAPA-IMLCR0-MO","Regular","1.0","Pc(s)"
"","","DUS-IMLC0114R1-MOILD","Regular","1.0","Pc(s)"
"","","STIC-BIMLC10R1-MOMSF","Regular","1.0","Pc(s)"
"","","STIC-BCIMC10R1-MO","Regular","1.0","Pc(s)"
"","","IBOX-12IMLCR0-MODNF","Regular","0.08333","Pc(s)"
"L-IMC012-MO6,5G","6","L-IMC012-BULK","Bulk","0.0065","kg"
"","","CAPA-IMLCR0-MO","Regular","1.0","Pc(s)"
"","","BOTO-PIMLCR1-MO","Regular","1.0","Pc(s)"
"","","DUS-IMLC0114R1-MOILD","Regular","1.0","Pc(s)"
"","","STIC-BCIMLC12R0-MOPP","Regular","1.0","Pc(s)"
"","","STIC-BIMLC12R1-MOMSF","Regular","1.0","Pc(s)"
"","","IBOX-12IMLCR0-MODNF","Regular","0.08333","Pc(s)"
"HSP-P1N1B3N-P200","7","STIC-PSHSNANH20-11SV","Regular","1.0","Pc(s)"
"","","PS-HS200-75202T80-P","Regular","1.05","Pc(s)"
"","","BOTP-HSNANB200R2-P","Intermediate Pack","1.0","Pc(s)"
"","","PU-SBL200WR1-P","Regular","1.0","Pc(s)"
"","","HSP-N1B3N-BULK","Bulk","0.2","kg"
"","","KB-PHS200R1-P","Regular","0.04167","Pc(s)"
"L-IMC017-MO6,5G","6","L-IMC017-BULK","Bulk","0.0065","kg"
"","","BOTO-PIMLCR1-MO","Regular","1.0","Pc(s)"
"","","CAPA-IMLCR0-MO","Regular","1.0","Pc(s)"
"","","DUS-IMLC1520R1-MOILD","Regular","1.0","Pc(s)"
"","","STIC-BIMLC17R1-MOMSF","Regular","1.0","Pc(s)"
"","","STIC-BCIMLC17R0-MOPP","Regular","1.0","Pc(s)"
"","","IBOX-12IMLCR0-MODNF","Regular","0.08333","Pc(s)"
"L-IMC020-MO6,5G","6","L-IMC020-BULK","Bulk","0.0065","kg"
"","","CAPA-IMLCR0-MO","Regular","1.0","Pc(s)"
"","","BOTO-PIMLCR1-MO","Regular","1.0","Pc(s)"
"","","DUS-IMLC1520R1-MOILD","Regular","1.0","Pc(s)"
"","","STIC-BIMLC20R1-MOMSF","Regular","1.0","Pc(s)"
"","","STIC-BCIMLC20R0-MOPP","Regular","1.0","Pc(s)"
"","","IBOX-12IMLCR0-MODNF","Regular","0.08333","Pc(s)"
"CON-CPADC01-W","2","CON-CPADC01-BULK","Bulk","0.0025","kg"
"","","CONT-CCC01R0-W","Regular","1.0","Pc(s)"
"","","BRUS-CPCCC01R0-W","Regular","1.0","Pc(s)"
"","","CAP-CPCCC01R0-W","Regular","1.0","Pc(s)"
"","","DUS-CPADCCR0-W","Regular","1.0","Pc(s)"
"","","STIC-VCPADCC11R0-W","Regular","1.0","Pc(s)"
"","","IBOX-CPADCC-W","Regular","0.08333","Pc(s)"
"CON-CPADC02-W","2","CONT-CCC02R0-W","Regular","1.0","Pc(s)"
"","","BRUS-CPCCC02R0-W","Regular","1.0","Pc(s)"
"","","CAP-CPCCC02R0-W","Regular","1.0","Pc(s)"
"","","DUS-CPADCCR0-W","Regular","1.0","Pc(s)"
"","","STIC-VCPADCC12R0-W","Regular","1.0","Pc(s)"
"","","IBOX-CPADCC-W","Regular","0.08333","Pc(s)"
"","","CON-CPADC02-BULK","Bulk","0.0024","kg"
"L-EMC13DP-W","6","L-EMC13-BULK","Bulk","0.004","kg"
"","","BOTP-EMLCR0-W","Intermediate Pack","1.0","Pc(s)"
"","","CAPA-WEMLNSR0-W","Regular","1.0","Pc(s)"
"","","STIC-BOTEMLC13R2-W","Regular","1.0","Pc(s)"
"","","DUS-EMLC13R1-W","Regular","1.0","Pc(s)"
"","","STIC-HEMLCR1-W","Regular","1.0","Pc(s)"
"","","STIC-PEMLC13R0-W","Regular","1.0","Pc(s)"
"","","IBOX-RRPEMLCR0-W","Regular","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)"
"BBC-EL-W15ML","5","BBC-EL-BULK","Bulk","0.015","kg"
"","","DUSS-EBBCL15C-W","Intermediate Pack","1.0","Pc(s)"
"","","TUBE-EBBCL15-W2580","Regular","1.0","Set"
"","","KB-WBBC15-KMK150BF","Regular","0.02083","Pc(s)"
"BBC-EL-W30ML","10","BBC-EL-BULK","Bulk","0.03","kg"
"","","DUSS-EBBCL30C-W","Intermediate Pack","1.0","Pc(s)"
"","","TUBE-EBBCL30R3-W3095","Regular","1.0","Pc(s)"
"","","KB-WBBC30-KMK150BF","Regular","0.02778","Pc(s)"
"BBC-EN-W15ML","5","BBC-EN-BULK","Bulk","0.015","kg"
"","","DUSS-EBBCN15C-W","Intermediate Pack","1.0","Pc(s)"
"","","TUBE-EBBCN15-W2580","Regular","1.0","Set"
"","","KB-WBBC15-KMK150BF","Regular","0.02083","Pc(s)"
"SL-P1-P200","6","SL--BULK","Bulk","0.2","kg"
"","","BOTP-SL200R2-P","Intermediate Pack","1.0","Pc(s)"
"","","PU-SBL200WR1-P","Regular","1.0","Pc(s)"
"","","PS-HS200-75202T80-P","Regular","1.05","Pc(s)"
"","","STIC-PSSL200HGP-61SV","Regular","1.0","Pc(s)"
"","","KB-PHS200R1-P","Regular","0.04167","Pc(s)"
"BBC-EN-W30ML","10","BBC-EN-BULK","Bulk","0.03","kg"
"","","DUSS-EBBCN30C-W","Intermediate Pack","1.0","Pc(s)"
"","","TUBE-EBBCN30R3-W3095","Regular","1.0","Pc(s)"
"","","KB-WBBC30-KMK150BF","Regular","0.02778","Pc(s)"
"B-PT01-MO35G","9","B-PT01-BULK","Bulk","0.035","kg"
"","","CAP-CMOFP014-ASABS","Regular","1.0","Pc(s)"
"","","CONT-MOFP01R1AS-C2PP","Regular","1.0","Pc(s)"
"","","SHIF-CMOFP014-PPN","Regular","1.0","Pc(s)"
"","","STIC-BSSTP1RR2-MO","Regular","1.0","Pc(s)"
"","","PUFF-LPMOD58FP-PH","Regular","1.0","Pc(s)"
"","","KB-MOEBPR1-MO","Regular","0.02941","Pc(s)"
"","","STIC-BCSSTP01R1-MO","Regular","1.0","Pc(s)"
"","","DUS-SSTPR3-MO","Regular","1.0","Pc(s)"
"B-PT02-MO35G","9","B-PT02-BULK","Bulk","0.035","kg"
"","","PUFF-LPMOD58FP-PH","Regular","1.0","Pc(s)"
"","","CONT-MOFP01R1AS-C2PP","Regular","1.0","Pc(s)"
"","","CAP-CMOFP014-ASABS","Regular","1.0","Pc(s)"
"","","DUS-SSTPR3-MO","Regular","1.0","Pc(s)"
"","","SHIF-CMOFP014-PPN","Regular","1.0","Pc(s)"
"","","KB-MOEBPR1-MO","Regular","0.02941","Pc(s)"
"","","STIC-BCSSTP02R1-MO","Regular","1.0","Pc(s)"
"","","STIC-BSSTP2RR2-MO","Regular","1.0","Pc(s)"
"SS-NFSSBAT30-EM","2","SS-SBAT30-BULK","Bulk","0.012","kg"
"","","TUBE-NFSSB12R1-E","Regular","1.0","Pc(s)"
"","","STIC-ECNFSSB12-E","Regular","1.0","Pc(s)"
"","","IBOX-12EB-WD31","Regular","0.125","Pc(s)"
"","","KB-ECR1-KMK125CF","Regular","0.01041","Pc(s)"
"B-PT03-MO35G","9","KB-MOEBPR1-MO","Regular","0.02941","Pc(s)"
"","","STIC-BCSSTP03R1-MO","Regular","1.0","Pc(s)"
"","","STIC-BSSTP3RR2-MO","Regular","1.0","Pc(s)"
"","","DUS-SSTPR3-MO","Regular","1.0","Pc(s)"
"","","PUFF-LPMOD58FP-PH","Regular","1.0","Pc(s)"
"","","B-PT03-BULK","Bulk","0.035","kg"
"","","CAP-CMOFP014-ASABS","Regular","1.0","Pc(s)"
"","","SHIF-CMOFP014-PPN","Regular","1.0","Pc(s)"
"","","CONT-MOFP01R1AS-C2PP","Regular","1.0","Pc(s)"
"B-PT04-MO35G","9","B-PT04-BULK","Bulk","0.035","kg"
"","","PUFF-LPMOD58FP-PH","Regular","1.0","Pc(s)"
"","","DUS-SSTPR3-MO","Regular","1.0","Pc(s)"
"","","CAP-CMOFP014-ASABS","Regular","1.0","Pc(s)"
"","","CONT-MOFP01R1AS-C2PP","Regular","1.0","Pc(s)"
"","","STIC-BSSTP4RR2-MO","Regular","1.0","Pc(s)"
"","","KB-MOEBPR1-MO","Regular","0.02941","Pc(s)"
"","","STIC-BCSSTP04R1-MO","Regular","1.0","Pc(s)"
"","","SHIF-CMOFP014-PPN","Regular","1.0","Pc(s)"
"B-PT05-MO35G","8","B-PT05-BULK","Bulk","0.035","kg"
"","","CONT-MOFP01R1AS-C2PP","Regular","1.0","Pc(s)"
"","","SHIF-CMOFP014-PPN","Regular","1.0","Pc(s)"
"","","CAP-CMOFP014-ASABS","Regular","1.0","Pc(s)"
"","","PUFF-LPMOD58FP-PH","Regular","1.0","Pc(s)"
"","","KB-MOEBPR1-MO","Regular","0.02941","Pc(s)"
"","","STIC-BCSSTP05R1-MO","Regular","1.0","Pc(s)"
"","","STIC-BSSTP5RR2-MO","Regular","1.0","Pc(s)"
"","","DUS-SSTPR3-MO","Regular","1.0","Pc(s)"
"B-PT06-MO35G","7","STIC-BCSSTP06R1-MO","Regular","1.0","Pc(s)"
"","","B-PT06-BULK","Bulk","0.035","kg"
"","","SHIF-CMOFP014-PPN","Regular","1.0","Pc(s)"
"","","CONT-MOFP01R1AS-C2PP","Regular","1.0","Pc(s)"
"","","DUS-SSTPR3-MO","Regular","1.0","Pc(s)"
"","","STIC-BSSTP6RR2-MO","Regular","1.0","Pc(s)"
"","","KB-MOEBPR1-MO","Regular","0.02941","Pc(s)"
"","","PUFF-LPMOD58FP-PH","Regular","1.0","Pc(s)"
"","","CAP-CMOFP014-ASABS","Regular","1.0","Pc(s)"
"B-PT07-MO35G","7","STIC-BCSSTP07R1-MO","Regular","1.0","Pc(s)"
"","","DUS-SSTPR3-MO","Regular","1.0","Pc(s)"
"","","CAP-CMOFP014-ASABS","Regular","1.0","Pc(s)"
"","","PUFF-LPMOD58FP-PH","Regular","1.0","Pc(s)"
"","","CONT-MOFP01R1AS-C2PP","Regular","1.0","Pc(s)"
"","","B-PT07-BULK","Bulk","0.035","kg"
"","","SHIF-CMOFP014-PPN","Regular","1.0","Pc(s)"
"","","STIC-BSSTP7RR2-MO","Regular","1.0","Pc(s)"
"","","KB-MOEBPR1-MO","Regular","0.02941","Pc(s)"
"B-HRFP-MO","2","KB-MOAR0-MO","Regular","0.02778","Pc(s)"
"","","DUS-HSRFPIVR0-MO","Regular","1.0","Pc(s)"
"","","STIC-BHSRFPR0-MO","Regular","1.0","Pc(s)"
"","","PUFF-HSRFPR0-MO","Regular","1.0","Pc(s)"
"","","SHIF-HSRFPR0-MO","Regular","1.0","Pc(s)"
"","","POT-HSRFPR0-MO","Regular","1.0","Pc(s)"
"","","B-HRFP-BULK","Bulk","0.008","kg"
"","","CAPP-HSRFPR0-MO","Regular","1.0","Pc(s)"
"CUS-HLGNW41-MO","6","CUS-HLGNW41-BULK","Bulk","0.015","kg"
"","","CONT-ICHLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-RHLGCR0-MO","Regular","1.0","Pc(s)"
"","","CONT-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","STIC-SHLGCR0-MO","Regular","1.0","Pc(s)"
"","","ISPO-HLGCR1-MO","Regular","1.0","Pc(s)"
"","","PUFF-HLGCR0-MO","Regular","1.0","Pc(s)"
"","","STIC-BHGCW41R0-MO","Regular","1.0","Pc(s)"
"","","DUS-HLGCIVR1-MO","Regular","1.0","Pc(s)"
"","","STIC-VHGCW41R1-MO","Regular","1.0","Pc(s)"
"","","STIC-MOR0-MO","Regular","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","Regular","0.04167","Pc(s)"
"MY-LPTMCA-MO","2","L-PTMCA-MO","Sellable","1.0","Pc(s)"
"","","STIC-PABR0-MOM","Regular","1.0","Pc(s)"
"","","KB-MOCC36R1-270CF","Regular","0.0075758","Pc(s)"
"MY-LPTMCB-MO","2","L-PTMCB-MO","Sellable","1.0","Pc(s)"
"","","STIC-PABR0-MOM","Regular","1.0","Pc(s)"
"","","KB-MOCC36R1-270CF","Regular","0.0075758","Pc(s)"
"MY-LPTMCD-MO","2","L-PTMCD-MO","Sellable","1.0","Pc(s)"
"","","STIC-PABR0-MOM","Regular","1.0","Pc(s)"
"","","KB-MOCC36R1-270CF","Regular","0.0075758","Pc(s)"
"MY-LPTMC01-MO","2","L-PTMC01-MO","Sellable","1.0","Pc(s)"
"","","STIC-PABR0-MOM","Regular","1.0","Pc(s)"
"","","KB-MOCC36R1-270CF","Regular","0.0075758","Pc(s)"
"MY-LPTMC02-MO","2","L-PTMC02-MO","Sellable","1.0","Pc(s)"
"","","STIC-PABR0-MOM","Regular","1.0","Pc(s)"
"","","KB-MOCC36R1-270CF","Regular","0.0075758","Pc(s)"
"MY-LPTMC03-MO","2","L-PTMC03-MO","Sellable","1.0","Pc(s)"
"","","STIC-PABR0-MOM","Regular","1.0","Pc(s)"
"","","KB-MOCC36R1-270CF","Regular","0.0075758","Pc(s)"
"MY-LPTMC04-MO","2","L-PTMC04-MO","Sellable","1.0","Pc(s)"
"","","STIC-PABR0-MOM","Regular","1.0","Pc(s)"
"","","KB-MOCC36R1-270CF","Regular","0.0075758","Pc(s)"
"MY-LPTMC05-MO","2","L-PTMC05-MO","Sellable","1.0","Pc(s)"
"","","STIC-PABR0-MOM","Regular","1.0","Pc(s)"
"","","KB-MOCC36R1-270CF","Regular","0.0075758","Pc(s)"
"MY-LPTMC06-MO","2","L-PTMC06-MO","Sellable","1.0","Pc(s)"
"","","STIC-PABR0-MOM","Regular","1.0","Pc(s)"
"","","KB-MOCC36R1-270CF","Regular","0.0075758","Pc(s)"
"MY-LPTMC07-MO","2","L-PTMC07-MO","Sellable","1.0","Pc(s)"
"","","STIC-PABR0-MOM","Regular","1.0","Pc(s)"
"","","KB-MOCC36R1-270CF","Regular","0.0075758","Pc(s)"
"MY-LPTMC08-MO","2","L-PTMC08-MO","Sellable","1.0","Pc(s)"
"","","STIC-PABR0-MOM","Regular","1.0","Pc(s)"
"","","KB-MOCC36R1-270CF","Regular","0.0075758","Pc(s)"
"L-CHC02-MO","6","L-CHC02-BULK","Bulk","0.0043","kg"
"","","CAPC-CHCLR0-MO","Regular","1.0","Pc(s)"
"","","CONT-CHCLR0-MO","Regular","1.0","Pc(s)"
"","","DUS-CHCL2R2-MO","Regular","1.0","Pc(s)"
"","","STIC-BCHCL2R0-MO","Regular","1.0","Pc(s)"
"","","IBOX-12BR0-MO","Regular","0.08333","Pc(s)"
"MY-LPTMCC-MO","2","L-PTMCC-MO","Sellable","1.0","Pc(s)"
"","","STIC-PABR0-MOM","Regular","1.0","Pc(s)"
"","","KB-MOCC36R1-270CF","Regular","0.0075758","Pc(s)"
"MY-SRMRLSAN1-W","9 (INLINE)","PIP-DB30SR0-X","Regular","1.0","Pc(s)"
"","","BOTO-GLSA30R1-W","Regular","1.0","Pc(s)"
"","","SRM-RLSAN1-BULK","Bulk","0.03","kg"
"","","DUS-LSA30R2-W","Regular","1.0","Pc(s)"
"","","STIC-PAAR2-WM","Regular","1.0","Pc(s)"
"","","KB-WEGELR0-KMM125CF","Regular","0.04167","Pc(s)"
"L-HSLWD-MO","4","L-HSLWD-BULK","Bulk","0.0065","kg"
"","","BOTO-HSLWR1-MO","Regular","1.0","Pc(s)"
"","","CAPA-HSLWR1-MO","Regular","1.0","Pc(s)"
"","","WIPE-HSLWR1-MO","Regular","1.0","Pc(s)"
"","","DUS-HSLWIVR1-MO","Regular","1.0","Pc(s)"
"","","STIC-VHSLWC04R0-MO","Regular","1.0","Pc(s)"
"","","STIC-BHSLWC04R0-MO","Regular","1.0","Pc(s)"
"","","IBOX-DR0-MO","Regular","0.08333","Pc(s)"
"EL-ESL-W3,5GR","6","EL-W2ESL-BULK","Bulk","0.0035","kg"
"","","BOTO-SLEL-WPETG","Regular","1.0","Pc(s)"
"","","BAL-SSLEL-WSS","Regular","1.0","Pc(s)"
"","","PLU-BSLEL-WPE","Regular","1.0","Pc(s)"
"","","CAPA-SLEL-WABS","Regular","1.0","Pc(s)"
"","","DUS-ESLEL-WIM","Regular","1.0","Pc(s)"
"","","STIC-QESLER0-W","Regular","1.0","Pc(s)"
"","","IBOX-12ELEL-WDNF","Regular","0.08333","Pc(s)"
"","","KB-WELELR0-KMM125CF","Regular","0.00694","Pc(s)"
"L-IPMMS02-W3.5G","5","L-IPMMS02-BULK","Bulk","0.0035","kg"
"","","CAPC-IMSLR0-WSM","Regular","1.0","Pc(s)"
"","","CONT-IMSLR0-WUVM","Regular","1.0","Pc(s)"
"","","DUS-IMSLR1-WIMLD","Regular","1.0","Pc(s)"
"","","STIC-BTIMSL2R0-WPNF","Regular","1.0","Pc(s)"
"","","STIC-BCIMSL2R0-WPWG","Regular","1.0","Pc(s)"
"","","IBOX-12IMSLR2-IP","Regular","0.08333","Pc(s)"
"FT-BST-EM","4 (INLINE)","FT-BST-BULK","Bulk","0.1","kg"
"","","KB-EAR0-KMM125","Regular","0.04","Pc(s)"
"","","BOTO-PETRF100C-X","Regular","1.0","Pc(s)"
"","","STIC-SBSFT100BL-E","Regular","1.0","Pc(s)"
"","","CAP-BSFT100-E","Regular","1.0","Pc(s)"
"","","PLU-PPBLANCT-X","Regular","1.0","Pc(s)"
"CON-LBBL01-W","5","CON-LBBL01-BULK","Bulk","0.007","kg"
"","","BOTO-LLC01LR0-W","Regular","1.0","Pc(s)"
"","","CAPA-LLC01LR0-W","Regular","1.0","Pc(s)"
"","","STIC-BLLC01LR0-W","Regular","1.0","Pc(s)"
"","","PLAS-VCLLCR0-W","Regular","1.0","Pc(s)"
"","","PAP-LLC01LR1-W","Regular","1.0","Pc(s)"
"","","IBOX-12RIPFR1-WIP","Regular","0.08333","Pc(s)"
"","","KB-GKMK-W","Regular","0.01389","Pc(s)"
"L-IPCS01-W","2","KB-WIPSKMMR1-W","Regular","0.00758","Pc(s)"
"","","IBOX-12IMLPR2-IP","Regular","0.08333","Pc(s)"
"","","CAPA-ILSLSR0-W","Regular","1.0","Pc(s)"
"","","STIC-VILSLS03R0-W","Regular","1.0","Pc(s)"
"","","DUS-ILSLSR0-W","Regular","1.0","Pc(s)"
"","","STIC-BILSLS03R0-W","Regular","1.0","Pc(s)"
"","","BOTP-ILSLS03R0-W","Intermediate Pack","1.0","Pc(s)"
"","","L-IPCS01-BULK","Bulk","0.0042","kg"
"L-MC03-EM","1","L-MC03-BULK","Bulk","0.002","kg"
"","","CAPC-MTCR0-E","Regular","1.0","Pc(s)"
"","","CONT-MTCR0-E","Regular","1.0","Pc(s)"
"","","STIC-BMTC3R0-E","Regular","1.0","Pc(s)"
"","","DUS-MTC3R0-E","Regular","1.0","Pc(s)"
"","","IBOX-12EE-ED31","Regular","0.0833333","Pc(s)"
"","","KB-ECR1-KMK125CF","Regular","0.0069444","Pc(s)"
"L-MC04-EM","1","L-MC04-BULK","Bulk","0.002","kg"
"","","CAPC-MTCR0-E","Regular","1.0","Pc(s)"
"","","CONT-MTCR0-E","Regular","1.0","Pc(s)"
"","","STIC-BMTC4R0-E","Regular","1.0","Pc(s)"
"","","DUS-MTC4R0-E","Regular","1.0","Pc(s)"
"","","IBOX-12EE-ED31","Regular","0.0833333","Pc(s)"
"","","KB-ECR1-KMK125CF","Regular","0.0069444","Pc(s)"
"F-RLLF03-W","PS1","F-RLLF03-BULK","Bulk","0.025","kg"
"","","TUBE-PSFSTR0-W","Regular","1.0","Pc(s)"
"M-BSC-EM","12","M-BSC-BULK","Bulk","0.02","kg"
"","","TUBE-BSMC20R0-EPBL","Regular","1.0","Pc(s)"
"","","KB-EAR0-KMM125","Regular","0.02778","Pc(s)"
"","","DUS-BSMCFR5-EFSC","Regular","1.0","Pc(s)"
"SRM-NFSCABN2-W","1","SRM-CAB-BULK","Bulk","0.005","kg"
"","","BOTO-NFSSABE5R0-CL","Regular","1.0","Pc(s)"
"","","CAP-NFSSABE5R0-CL","Regular","1.0","Pc(s)"
"","","ENV-NFSSABE5R0-CL","Regular","1.0","Pc(s)"
"","","KB-WEGELR0-KMM125CF","Regular","0.0357143","Pc(s)"
"EB-SMUEMB-EM","2","EB-SMUEMB-BULK","Bulk","0.008","kg"
"","","TUBE-SMUBCAR0-E","Regular","1.0","Pc(s)"
"","","CAPA-SMUBCR0-E","Regular","1.0","Pc(s)"
"","","DUS-SMUBAR1-E","Regular","1.0","Pc(s)"
"","","KB-EAR0-KMM125","Regular","0.01389","Pc(s)"
"TC-RR3LLF01-W","14","TC-R3LLF01-BULK","Bulk","0.012","kg"
"","","CONT-LRTWCRER1-W","Regular","1.0","Pc(s)"
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)"
"","","PLAS-DMCTWCRP-P85","Regular","1.0","Pc(s)"
"","","PUFF-TWCNBRR1-W","Regular","1.0","Pc(s)"
"","","STIC-BLPRL01R0-W","Regular","1.0","Pc(s)"
"","","DUS-LPRL01R2PB-W","Regular","1.0","Pc(s)"
"","","IBOX-CR1-W","Regular","0.08333","Pc(s)"
"","","KB-WBETAR1-W","Regular","0.00694","Pc(s)"
"PRM-VCPM-MO20ML","4","PRM-VCPM-BULK","Bulk","0.02","kg"
