"Product Korporat Code","Reference","BoM Lines/Product Template/Korporat Code","BoM Lines/Product Template/General Subcategory","BoM Lines/Quantity","BoM Lines/Product Unit of Measure","Created on"
"L-EMC04-W4GR","16 (INLINE)","L-EMC04-BULK","Bulk","0.004","kg","2022-03-01 12:32:53"
"","","STIC-BOTEMLC04R-0WPS","Regular","1.0","Pc(s)",""
"","","CAPA-WEMLNSR0-W","Regular","1.0","Pc(s)",""
"","","BOTO-EMLNSR0-W","Regular","1.0","Pc(s)",""
"","","IBOX-RRPEMLCR0-W","Regular","0.08333","Pc(s)",""
"","","DUS-EMLC04C-WILD","Regular","1.0","Pc(s)",""
"","","STIC-HEMLCR1-W","Regular","1.0","Pc(s)",""
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)",""
"L-EMC05-W4GR","17 (INLINE)","BOTO-EMLNSR0-W","Regular","1.0","Pc(s)","2022-03-01 12:32:54"
"","","DUS-EMLC05C-WILD","Regular","1.0","Pc(s)",""
"","","L-EMC05-BULK","Bulk","0.004","kg",""
"","","STIC-BOTEMLC05R-0WPS","Regular","1.0","Pc(s)",""
"","","CAPA-WEMLNSR0-W","Regular","1.0","Pc(s)",""
"","","IBOX-RRPEMLCR0-W","Regular","0.08333","Pc(s)",""
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)",""
"","","STIC-HEMLCR1-W","Regular","1.0","Pc(s)",""
"L-EMC10-W4GR","15 (INLINE)","L-EMC10-BULK","Bulk","0.004","kg","2022-03-01 12:32:57"
"","","DUS-EMLC10C-WILD","Regular","1.0","Pc(s)",""
"","","CAPA-WEMLNSR0-W","Regular","1.0","Pc(s)",""
"","","STIC-BOTEMLC10R-0WPS","Regular","1.0","Pc(s)",""
"","","BOTO-EMLNSR0-W","Regular","1.0","Pc(s)",""
"","","IBOX-RRPEMLCR0-W","Regular","0.08333","Pc(s)",""
"","","STIC-HEMLCR1-W","Regular","1.0","Pc(s)",""
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)",""
"L-EMC13-W4GR","14 (INLINE)","KB-WIOTAR1-W","Regular","0.00694","Pc(s)","2022-03-01 12:32:59"
"","","DUS-EMLC13C-WILD","Regular","1.0","Pc(s)",""
"","","IBOX-RRPEMLCR0-W","Regular","0.08333","Pc(s)",""
"","","STIC-BOTEMLC13R-0WPS","Regular","1.0","Pc(s)",""
"","","CAPA-WEMLNSR0-W","Regular","1.0","Pc(s)",""
"","","BOTO-EMLNSR0-W","Regular","1.0","Pc(s)",""
"","","L-EMC13-BULK","Bulk","0.004","kg",""
"","","STIC-HEMLCR1-W","Regular","1.0","Pc(s)",""
"L-EMC16-W4GR","12 (INLINE)","BOTO-EMLNSR0-W","Regular","1.0","Pc(s)","2022-03-01 12:33:04"
"","","L-EMC16-BULK","Bulk","0.004","kg",""
"","","STIC-HEMLCR1-W","Regular","1.0","Pc(s)",""
"","","DUS-EMLC16C-WILD","Regular","1.0","Pc(s)",""
"","","CAPA-WEMLNSR0-W","Regular","1.0","Pc(s)",""
"","","STIC-BOTEMLC16R-0WPS","Regular","1.0","Pc(s)",""
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)",""
"","","IBOX-RRPEMLCR0-W","Regular","0.08333","Pc(s)",""
"L-EMC17-W4GR","13 (INLINE)","BOTO-EMLNSR0-W","Regular","1.0","Pc(s)","2022-03-01 12:33:05"
"","","L-EMC17-BULK","Bulk","0.004","kg",""
"","","CAPA-WEMLNSR0-W","Regular","1.0","Pc(s)",""
"","","STIC-BOTEMLC17R-0WPS","Regular","1.0","Pc(s)",""
"","","STIC-HEMLCR1-W","Regular","1.0","Pc(s)",""
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)",""
"","","IBOX-RRPEMLCR0-W","Regular","0.08333","Pc(s)",""
"","","DUS-EMLC17C-WILD","Regular","1.0","Pc(s)",""
"L-EMC18-W4GR","13 (INLINE)","L-EMC18-BULK","Bulk","0.004","kg","2022-03-01 12:33:06"
"","","BOTO-EMLNSR0-W","Regular","1.0","Pc(s)",""
"","","CAPA-WEMLNSR0-W","Regular","1.0","Pc(s)",""
"","","STIC-HEMLCR1-W","Regular","1.0","Pc(s)",""
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)",""
"","","IBOX-RRPEMLCR0-W","Regular","0.08333","Pc(s)",""
"","","STIC-BOTEMLC18R-0WPS","Regular","1.0","Pc(s)",""
"","","DUS-EMLC18C-WILD","Regular","1.0","Pc(s)",""
"MY-RLIPMC01-W","3","KB-WEPSIR1-W","Regular","0.00521","Pc(s)","2022-03-01 12:33:41"
"","","STIC-PAELR0-WM","Regular","1.0","Pc(s)",""
"MY-RLIPMC02-W","3","KB-WEPSIR1-W","Regular","0.00521","Pc(s)","2022-03-01 12:33:41"
"","","STIC-PAELR0-WM","Regular","1.0","Pc(s)",""
"","","L-IPMC02-W3G","Sellable","1.0","Pc(s)",""
"MY-RLIPMC03-W","3","KB-WEPSIR1-W","Regular","0.00521","Pc(s)","2022-03-01 12:33:42"
"","","L-IPMC03-W3G","Sellable","1.0","Pc(s)",""
"","","STIC-PAELR0-WM","Regular","1.0","Pc(s)",""
"MY-RLIPMC04-W","3","STIC-PAELR0-WM","Regular","1.0","Pc(s)","2022-03-01 12:33:43"
"","","KB-WEPSIR1-W","Regular","0.00521","Pc(s)",""
"","","L-IPMC04-W3G","Sellable","1.0","Pc(s)",""
"MY-RLIPMC05-W","3","STIC-PAELR0-WM","Regular","1.0","Pc(s)","2022-03-01 12:33:43"
"","","L-IPMC05-W3G","Sellable","1.0","Pc(s)",""
"","","KB-WEPSIR1-W","Regular","0.00521","Pc(s)",""
"MY-RLIPMC06-W","3","L-IPMC06-W3G","Sellable","1.0","Pc(s)","2022-03-01 12:33:44"
"","","STIC-PAELR0-WM","Regular","1.0","Pc(s)",""
"","","KB-WEPSIR1-W","Regular","0.00521","Pc(s)",""
"MY-RLREMA18-W","3","L-REMA18-W","Sellable","1.0","Pc(s)","2022-03-01 12:34:34"
"","","KB-WLER1-KMK125CF","Regular","0.00694","Pc(s)",""
"","","STIC-PAELR0-WM","Regular","1.0","Pc(s)",""
"MY-RFMICD-W","4 (Sub stic)","KB-W100BR2-KMM125BF","Regular","0.025","Pc(s)","2022-03-01 12:34:34"
"","","FMI-CDFM-W55ML","Sellable","1.0","Pc(s)",""
"","","STIC-PALLCR0-WM","Regular","1.0","Pc(s)",""
"L-IMC020-MO6,5G","4","BOTO-PIMLCR1-MO","Regular","1.0","Pc(s)","2022-03-01 12:35:17"
"","","L-IMC020-BULK","Bulk","0.0065","kg",""
"","","CAPA-IMLCR0-MO","Regular","1.0","Pc(s)",""
"","","DUS-IMLC1520-MOILD","Regular","1.0","Pc(s)",""
"","","IBOX-12IMLCR0-MODNF","Regular","0.08333","Pc(s)",""
"","","STIC-BCIMLC20R0-MOPP","Regular","1.0","Pc(s)",""
"","","KB-MOLUHM-265K150","Regular","0.01042","Pc(s)",""
"","","STIC-BIMLC20R1-MOMSF","Regular","1.0","Pc(s)",""
"L-IMC005-MO6,5G","7","DUS-IMLC0114-MOILD","Regular","1.0","Pc(s)","2022-03-01 12:35:27"
"","","STIC-BIMLC05R1-MOMSF","Regular","1.0","Pc(s)",""
"","","CAPA-IMLCR0-MO","Regular","1.0","Pc(s)",""
"","","BOTO-PIMLCR1-MO","Regular","1.0","Pc(s)",""
"","","L-IMC005-BULK","Bulk","0.0065","kg",""
"","","STIC-BCIMC5R1-MO","Regular","1.0","Pc(s)",""
"","","KB-MOLUHM-265K150","Regular","0.01041","Pc(s)",""
"","","IBOX-12IMLCR0-MODNF","Regular","0.08333","Pc(s)",""
"L-REMA17-W","3","STIC-BTEMA17R0-WCNF","Regular","1.0","Pc(s)","2022-03-01 12:35:51"
"","","STIC-BCEMA17R1-WRL","Regular","1.0","Pc(s)",""
"","","DUS-EMAR0-WIMVG","Regular","1.0","Pc(s)",""
"","","IBOX-12ELRLR0-WDNF","Regular","0.08333","Pc(s)",""
"","","CAPC-ELRLR0-WASBS","Regular","1.0","Pc(s)",""
"","","CONT-ELRLR0-WASBS","Regular","1.0","Pc(s)",""
"","","L-REMA17-BULK","Bulk","0.0035","kg",""
"","","KB-WLER1-KMK125CF","Regular","0.00694","Pc(s)",""
"L-REMO32-W","3","CONT-EMLRLR0-WRL","Regular","1.0","Pc(s)","2022-03-01 12:35:54"
"","","DUS-EMOR0-WIMVG","Regular","1.0","Pc(s)",""
"","","STIC-BTEMO32R0-WCNF","Regular","1.0","Pc(s)",""
"","","CAPC-EMLRLR0-WRL","Regular","1.0","Pc(s)",""
"","","L-REMO32-BULK","Bulk","0.0035","kg",""
"","","KB-WLER1-KMK125CF","Regular","0.00694","Pc(s)",""
"","","IBOX-12ELRLR0-WDNF","Regular","0.08333","Pc(s)",""
"","","STIC-BCEMO32R1-WCNF","Regular","1.0","Pc(s)",""
"L-CHC11-MO","4","DUS-CHCL11R1-MO","Regular","1.0","Pc(s)","2022-03-01 12:36:11"
"","","STIC-BCHCL11R0-MO","Regular","1.0","Pc(s)",""
"","","CAPC-CHCLR0-MO","Regular","1.0","Pc(s)",""
"","","CONT-CHCLR0-MO","Regular","1.0","Pc(s)",""
"","","L-CHC11-BULK","Bulk","0.0043","kg",""
"","","IBOX-12BR0-MO","Regular","0.08333","Pc(s)",""
"","","KB-MOBOPR1-MO","Regular","0.00694","Pc(s)",""
"L-CHC10-MO","4","CONT-CHCLR0-MO","Regular","1.0","Pc(s)","2022-03-01 12:36:12"
"","","L-CHC10-BULK","Bulk","0.0043","kg",""
"","","STIC-BCHCL10R0-MO","Regular","1.0","Pc(s)",""
"","","CAPC-CHCLR0-MO","Regular","1.0","Pc(s)",""
"","","IBOX-12BR0-MO","Regular","0.08333","Pc(s)",""
"","","DUS-CHCL10R1-MO","Regular","1.0","Pc(s)",""
"","","KB-MOBOPR1-MO","Regular","0.00694","Pc(s)",""
"L-CHC09-MO","4","CONT-CHCLR0-MO","Regular","1.0","Pc(s)","2022-03-01 12:36:16"
"","","L-CHC09-BULK","Bulk","0.0043","kg",""
"","","DUS-CHCL9R1-MO","Regular","1.0","Pc(s)",""
"","","KB-MOBOPR1-MO","Regular","0.00694","Pc(s)",""
"","","IBOX-12BR0-MO","Regular","0.08333","Pc(s)",""
"","","STIC-BCHCL9R0-MO","Regular","1.0","Pc(s)",""
"","","CAPC-CHCLR0-MO","Regular","1.0","Pc(s)",""
"L-CHC06-MO","4","KB-MOBOPR1-MO","Regular","0.00694","Pc(s)","2022-03-01 12:36:19"
"","","L-CHC06-BULK","Bulk","0.0043","kg",""
"","","DUS-CHCL6R1-MO","Regular","1.0","Pc(s)",""
"","","IBOX-12BR0-MO","Regular","0.08333","Pc(s)",""
"","","CONT-CHCLR0-MO","Regular","1.0","Pc(s)",""
"","","CAPC-CHCLR0-MO","Regular","1.0","Pc(s)",""
"","","STIC-BCHCL6R0-MO","Regular","1.0","Pc(s)",""
"L-CHC02-MO","4","IBOX-12BR0-MO","Regular","0.08333","Pc(s)","2022-03-01 12:36:21"
"","","CONT-CHCLR0-MO","Regular","1.0","Pc(s)",""
"","","CAPC-CHCLR0-MO","Regular","1.0","Pc(s)",""
"","","STIC-BCHCL2R0-MO","Regular","1.0","Pc(s)",""
"","","DUS-CHCL2R1-MO","Regular","1.0","Pc(s)",""
"","","KB-MOBOPR1-MO","Regular","0.00694","Pc(s)",""
"","","L-CHC02-BULK","Bulk","0.0043","kg",""
"BO-SPP10-MO3,5G","5","STIC-BOTBO10RP-MOPSM","Regular","1.0","Pc(s)","2022-03-01 12:37:55"
"","","TRAY-EBRMOR1-PETN","Regular","1.0","Pc(s)",""
"","","KB-MOBORPR1-MO","Regular","0.00694","Pc(s)",""
"","","BO-SKPP10-RP-MO3,5GR","Refill","1.0","Pc(s)",""
"","","STIC-BCBO10RP-MOPPW","Regular","1.0","Pc(s)",""
"","","DUS-BORR1-MOILG","Regular","1.0","Pc(s)",""
"MY-LBLMPB-EM","1","KB-EBR1-KMK125CF","Regular","0.04167","Pc(s)","2022-03-01 12:38:36"
"","","STIC-PAOR0-EM","Regular","1.0","Pc(s)",""
"","","LB-LMPB-EM","Sellable","1.0","Pc(s)",""
"L-REMA16-W","3","KB-WLER1-KMK125CF","Regular","0.00694","Pc(s)","2022-03-01 12:39:28"
"","","IBOX-12ELRLR0-WDNF","Regular","0.08333","Pc(s)",""
"","","STIC-BCEMA16R1-WRL","Regular","1.0","Pc(s)",""
"","","L-REMA16-BULK","Bulk","0.0035","kg",""
"","","STIC-BTEMA16R0-WCNF","Regular","1.0","Pc(s)",""
"","","CAPC-ELRLR0-WASBS","Regular","1.0","Pc(s)",""
"","","CONT-ELRLR0-WASBS","Regular","1.0","Pc(s)",""
"","","DUS-EMAR0-WIMVG","Regular","1.0","Pc(s)",""
"L-REMO21-W","3","L-REMO21-BULK","Bulk","0.0035","kg","2022-03-01 12:39:29"
"","","KB-WLER1-KMK125CF","Regular","0.00694","Pc(s)",""
"","","CAPC-EMLRLR0-WRL","Regular","1.0","Pc(s)",""
"","","IBOX-12ELRLR0-WDNF","Regular","0.08333","Pc(s)",""
"","","STIC-BTEMO21R0-WCNF","Regular","1.0","Pc(s)",""
"","","STIC-BCEMO21R1-WCNF","Regular","1.0","Pc(s)",""
"","","CONT-EMLRLR0-WRL","Regular","1.0","Pc(s)",""
"","","DUS-EMOR0-WIMVG","Regular","1.0","Pc(s)",""
"L-REMO20-W","3","IBOX-12ELRLR0-WDNF","Regular","0.08333","Pc(s)","2022-03-01 12:39:30"
"","","STIC-BCEMO20R1-WCNF","Regular","1.0","Pc(s)",""
"","","STIC-BTEMO20R0-WCNF","Regular","1.0","Pc(s)",""
"","","DUS-EMOR0-WIMVG","Regular","1.0","Pc(s)",""
"","","KB-WLER1-KMK125CF","Regular","0.00694","Pc(s)",""
"","","CONT-EMLRLR0-WRL","Regular","1.0","Pc(s)",""
"","","CAPC-EMLRLR0-WRL","Regular","1.0","Pc(s)",""
"","","L-REMO20-BULK","Bulk","0.0035","kg",""
"L-REMO46-W","3","L-REMO46-BULK","Bulk","0.0035","kg","2022-03-01 12:39:33"
"","","CONT-EMLRLR0-WRL","Regular","1.0","Pc(s)",""
"","","CAPC-EMLRLR0-WRL","Regular","1.0","Pc(s)",""
"","","STIC-BTEMO46R0-WCNF","Regular","1.0","Pc(s)",""
"","","DUS-EMOR0-WIMVG","Regular","1.0","Pc(s)",""
"","","STIC-BCEMO46R1-WCNF","Regular","1.0","Pc(s)",""
"","","IBOX-12ELRLR0-WDNF","Regular","0.08333","Pc(s)",""
"","","KB-WLER1-KMK125CF","Regular","0.00694","Pc(s)",""
"L-REMA18-W","3","L-REMA18-BULK","Bulk","0.0035","kg","2022-03-01 12:39:33"
"","","CONT-ELRLR0-WASBS","Regular","1.0","Pc(s)",""
"","","CAPC-ELRLR0-WASBS","Regular","1.0","Pc(s)",""
"","","STIC-BTEMA18R0-WCNF","Regular","1.0","Pc(s)",""
"","","DUS-EMAR0-WIMVG","Regular","1.0","Pc(s)",""
"","","STIC-BCEMA18R1-WRL","Regular","1.0","Pc(s)",""
"","","IBOX-12ELRLR0-WDNF","Regular","0.08333","Pc(s)",""
"","","KB-WLER1-KMK125CF","Regular","0.00694","Pc(s)",""
"MY-RBBCLNN1-W","2 (INLINE)","KB-WBBC30-KMK150BF","Regular","0.02778","Pc(s)","2022-03-01 12:39:44"
"","","BBC-LN-BULK","Bulk","0.03","kg",""
"","","TUBE-LBBCN30R3-W3095","Regular","1.0","Pc(s)",""
"","","DUSS-LBBCN30-WM","Intermediate Pack","1.0","Pc(s)",""
"MY-RBBCLLN1-W","2 (INLINE)","KB-WBBC30-KMK150BF","Regular","0.02778","Pc(s)","2022-03-01 12:39:44"
"","","TUBE-LBBCL30R3-W2580","Regular","1.0","Pc(s)",""
"","","BBC-LL-BULK","Bulk","0.03","kg",""
"","","DUSS-LBBCL30-WM","Intermediate Pack","1.0","Pc(s)",""
"MY-RDDCCDN-W","3 (INLINE)","KB-WLS20R2-KMK125CF","Regular","0.02778","Pc(s)","2022-03-01 12:39:45"
"","","DUSS-CDDDCN20-WM","Intermediate Pack","1.0","Pc(s)",""
"","","TUBE-CDDDCN20R2-W2L","Regular","1.0","Pc(s)",""
"","","DDC-CDN-BULK","Bulk","0.02","kg",""
"TC-PMN50-MO","4","TC-PMN50-BULK","Bulk","0.012","kg","2022-03-01 12:39:46"
"","","CONT-PPFR1-MO","Regular","1.0","Pc(s)",""
"","","GODE-CPTZB-SMD59A-P","Regular","1.0","Pc(s)",""
"","","KB-MOTWC3252-K150M12","Regular","0.04167","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BPPFN50R0-MO","Regular","1.0","Pc(s)",""
"","","PO-TWCMOC105-9288T1P","Regular","1.0","Pc(s)",""
"","","DUS-PPN50R1-MO","Regular","1.0","Pc(s)",""
"TC-PMW30-MO","4","TC-PMW30-BULK","Bulk","0.012","kg","2022-03-01 12:39:48"
"","","CONT-PPFR1-MO","Regular","1.0","Pc(s)",""
"","","GODE-CPTZB-SMD59A-P","Regular","1.0","Pc(s)",""
"","","STIC-BPPFW30R0-MO","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","PO-TWCMOC105-9288T1P","Regular","1.0","Pc(s)",""
"","","DUS-PPW30R1-MO","Regular","1.0","Pc(s)",""
"","","KB-MOTWC3252-K150M12","Regular","0.04167","Pc(s)",""
"MY-RLREMA09-W","2","KB-WLER1-KMK125CF","Regular","0.00694","Pc(s)","2022-03-01 12:39:48"
"","","STIC-PAELR0-WM","Regular","1.0","Pc(s)",""
"","","L-REMA09-W","Sellable","1.0","Pc(s)",""
"MY-RLREMA16-W","3","KB-WLER1-KMK125CF","Regular","0.00694","Pc(s)","2022-03-01 12:39:49"
"","","STIC-PAELR0-WM","Regular","1.0","Pc(s)",""
"","","L-REMA16-W","Sellable","1.0","Pc(s)",""
"MY-RLREMO21-W","2","STIC-PAELR0-WM","Regular","1.0","Pc(s)","2022-03-01 12:39:49"
"","","L-REMO21-W","Sellable","1.0","Pc(s)",""
"","","KB-WLER1-KMK125CF","Regular","0.00694","Pc(s)",""
"MY-RLREMO41-W","2","L-REMO41-W","Sellable","1.0","Pc(s)","2022-03-01 12:39:49"
"","","KB-WLER1-KMK125CF","Regular","0.00694","Pc(s)",""
"","","STIC-PAELR0-WM","Regular","1.0","Pc(s)",""
"D-RO-KA","Subt. Karbox","BAL-BROBPPEC-D254W23","Regular","1.0","Pc(s)","2022-03-01 12:39:50"
"","","BOTO-DROR0-K","Regular","1.0","Pc(s)",""
"","","STIC-BDROR1-K","Regular","1.0","Pc(s)",""
"","","STIC-FDROR1-K","Regular","1.0","Pc(s)",""
"","","D-RO-BULK","Bulk","0.05","kg",""
"","","CAP-DROR0-K","Regular","1.0","Pc(s)",""
"","","KB-KAHFAPR0-K","Regular","0.02083","Pc(s)",""
"BP-IWEDT-KA","Subt. Karbox","BP-IWEDT-BULK","Bulk","0.035","kg","2022-03-01 12:39:51"
"","","KB-KAHFAPR0-K","Regular","0.02273","Pc(s)",""
"","","PU-SEDT-K","Regular","1.0","Pc(s)",""
"","","BOTO-GEDTIW-K","Regular","1.0","Pc(s)",""
"","","DUS-EDTIWR0-K","Regular","1.0","Pc(s)",""
"","","CAP-PEDT-K","Regular","1.0","Pc(s)",""
"","","PU-CEDT-K","Regular","1.0","Pc(s)",""
"MY-RFWCD-W","2 (INLINE)","FW-CD-BULK","Bulk","0.1","kg","2022-03-01 12:39:55"
"","","TUBS-CDECW100-WM","Intermediate Pack","1.0","Pc(s)",""
"","","KB-WT100R1-KMM125BF","Regular","0.03333","Pc(s)",""
"MY-RFWSB-W","2 (INLINE)","FW-SB-BULK","Bulk","0.06","kg","2022-03-01 12:39:55"
"","","KB-K100R1-W","Regular","0.02778","Pc(s)",""
"","","TUBS-NDSBFW60-WM","Intermediate Pack","1.0","Pc(s)",""
"MY-FWCDEWN2-W","2 (INLINE)","KB-WT100R1-KMM125BF","Regular","0.02857","Pc(s)","2022-03-01 12:40:00"
"","","FW-CDEWN-BULK","Bulk","0.1","kg",""
"","","TUBS-CDEWF100-WM","Intermediate Pack","1.0","Pc(s)",""
"MY-UVSAFE-W","2 (INLINE)","TUBE-UVSWFR0-W","Regular","1.0","Pc(s)","2022-03-01 12:40:06"
"","","KB-WOMEGAR1-W","Regular","0.03571","Pc(s)",""
"","","PLAS-VCUVSTR0-W","Regular","1.0","Pc(s)",""
"","","SS-UVSAFE-BULK","Bulk","0.03","kg",""
"","","PAPS-UVSAFE-WM","Intermediate Pack","1.0","Pc(s)",""
"MY-RLEMC02-W","3","L-EMC02-W4GR","Sellable","1.0","Pc(s)","2022-03-01 12:40:06"
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)",""
"","","STIC-PADEMLC05-WMV","Regular","1.0","Pc(s)",""
"MY-FSRLN2-W","2 (INLINE)","KB-K100R1-W","Regular","0.02","Pc(s)","2022-03-01 12:40:07"
"","","FS-RLN2-BULK","Bulk","0.05","kg",""
"","","TUBS-LGE50-WM","Intermediate Pack","1.0","Pc(s)",""
"MY-MLDGN1-W","2 (INLINE)","PLU-LDG30RLR0-W","Regular","1.0","Pc(s)","2022-03-01 12:40:12"
"","","DUS-LDG30RLR1-W","Regular","1.0","Pc(s)",""
"","","POT-LDG30RLR0-W","Regular","1.0","Pc(s)",""
"","","STIC-PALLCR0-WM","Regular","1.0","Pc(s)",""
"","","CAPP-LDG30RLR0-W","Regular","1.0","Pc(s)",""
"","","KB-WW2430R2-W","Regular","0.04167","Pc(s)",""
"","","M-LDGN-BULK","Bulk","0.03","kg",""
"TC-RR3LLF04-W","5","PLAS-DMCTWCRP-P85","Regular","1.0","Pc(s)","2022-03-01 12:40:20"
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","CONT-LRTWCRE-WPPPB","Regular","1.0","Pc(s)",""
"","","TC-R3LLF04-BULK","Bulk","0.012","kg",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BLPRL04R0-W","Regular","1.0","Pc(s)",""
"","","DUS-LPRL04R1-W","Regular","1.0","Pc(s)",""
"","","IBOX-CR1-W","Regular","0.08333","Pc(s)",""
"","","KB-WBETAR1-W","Regular","0.00694","Pc(s)",""
"MY-REMRBSMWN1-EM","1","STIC-PAMR0-EM","Regular","1.0","Pc(s)","2022-03-01 12:40:21"
"","","KB-EAR0-KMM125","Regular","0.03571","Pc(s)",""
"","","REM-RBSMWN1-EM","Sellable","1.0","Pc(s)",""
"MY-FSBSFS-EM","1","FS-BSFS-EM","Sellable","1.0","Pc(s)","2022-03-01 12:40:26"
"","","KB-EAR0-KMM125","Regular","0.02","Pc(s)",""
"","","STIC-PAOR0-EM","Regular","1.0","Pc(s)",""
"F-LLF03-W","5","PLAS-VCLLFR0-W","Regular","1.0","Pc(s)","2022-03-01 12:40:55"
"","","F-LLF03-BULK","Bulk","0.025","kg",""
"","","PAP-LLF03IR1-W","Regular","1.0","Pc(s)",""
"","","TUBE-LLF03IR2-W","Regular","1.0","Pc(s)",""
"","","KB-WLTWCLFR1-KMK125","Regular","0.05556","Pc(s)",""
"MY-RLREMO30-W","2","STIC-PAELR0-WM","Regular","1.0","Pc(s)","2022-03-01 12:40:56"
"","","L-REMO30-W","Sellable","1.0","Pc(s)",""
"","","KB-WLER1-KMK125CF","Regular","0.00694","Pc(s)",""
"BP-SBSE-W35ML","1","KB-WEDT3635R1-270173","Regular","0.02778","Pc(s)","2022-03-01 12:41:14"
"","","PS-PVCWEDT-125P","Regular","1.0","Pc(s)",""
"","","STIC-BOTEDTBR0-WPP","Regular","1.0","Pc(s)",""
"","","CAP-PS35WALU-SSIP","Regular","1.0","Pc(s)",""
"","","BOTO-PS35WF-P1WG","Regular","1.0","Pc(s)",""
"","","DUS-EDTBR0-WILD","Regular","1.0","Pc(s)",""
"","","BP-SBSE-BULK","Bulk","0.035","kg",""
"","","PART-DEDTBR0-WAC","Regular","1.0","Pc(s)",""
"","","PU-CEDTR1-W","Regular","1.0","Pc(s)",""
"BP-SJYE-W35ML","1","BOTO-PS35WF-P1WG","Regular","1.0","Pc(s)","2022-03-01 12:41:19"
"","","BP-SJYE-BULK","Bulk","0.035","kg",""
"","","PART-DEDTJR0-WAC","Regular","1.0","Pc(s)",""
"","","STIC-BOTEDTJR0-WPP","Regular","1.0","Pc(s)",""
"","","PU-CEDTR1-W","Regular","1.0","Pc(s)",""
"","","PS-PVCWEDT-125P","Regular","1.0","Pc(s)",""
"","","CAP-PS35WALU-SSIP","Regular","1.0","Pc(s)",""
"","","KB-WEDT3635R1-270173","Regular","0.02778","Pc(s)",""
"","","DUS-EDTJR0-WILD","Regular","1.0","Pc(s)",""
"BP-SPCE-W35ML","1","PU-CEDTR1-W","Regular","1.0","Pc(s)","2022-03-01 12:41:27"
"","","STIC-BOTEDTPCR0-WPP","Regular","1.0","Pc(s)",""
"","","CAP-PS35WALU-SSIP","Regular","1.0","Pc(s)",""
"","","KB-WEDT3635R1-270173","Regular","0.02778","Pc(s)",""
"","","PS-PVCWEDT-125P","Regular","1.0","Pc(s)",""
"","","BP-SPCE-BULK","Bulk","0.035","kg",""
"","","BOTO-PS35WF-P1WG","Regular","1.0","Pc(s)",""
"","","PART-DEDTPCR0-WAC","Regular","1.0","Pc(s)",""
"","","DUS-EDTPCR0-WILD","Regular","1.0","Pc(s)",""
"BP-SPNE-W35ML","1","PART-DEDTPSR0-WAC","Regular","1.0","Pc(s)","2022-03-01 12:41:32"
"","","BOTO-PS35WF-P1WG","Regular","1.0","Pc(s)",""
"","","BP-SPNE-BULK","Bulk","0.035","kg",""
"","","STIC-BOTEDTPSR0-WPP","Regular","1.0","Pc(s)",""
"","","DUS-EDTPSR0-WILD","Regular","1.0","Pc(s)",""
"","","PS-PVCWEDT-125P","Regular","1.0","Pc(s)",""
"","","CAP-PS35WALU-SSIP","Regular","1.0","Pc(s)",""
"","","KB-WEDT3635R1-270173","Regular","0.02778","Pc(s)",""
"","","PU-CEDTR1-W","Regular","1.0","Pc(s)",""
"BP-SPRE-W35ML","1","PS-PVCWEDT-125P","Regular","1.0","Pc(s)","2022-03-01 12:41:37"
"","","STIC-BOTEDTPRR0-WPP","Regular","1.0","Pc(s)",""
"","","PU-CEDTR1-W","Regular","1.0","Pc(s)",""
"","","KB-WEDT3635R1-270173","Regular","0.02778","Pc(s)",""
"","","BP-SPRE-BULK","Bulk","0.035","kg",""
"","","DUS-EDTPRR0-WILD","Regular","1.0","Pc(s)",""
"","","PART-DEDTPRR0-WAC","Regular","1.0","Pc(s)",""
"","","CAP-PS35WALU-SSIP","Regular","1.0","Pc(s)",""
"","","BOTO-PS35WF-P1WG","Regular","1.0","Pc(s)",""
"BP-TBME-W200ML","1","BP-W0BME-W200ML","Sellable","1.0","Pc(s)","2022-03-01 12:41:38"
"BP-TBMF-W200ML","1","BP-W0BMF-W200ML","Sellable","1.0","Pc(s)","2022-03-01 12:41:39"
"BP-TBMI-W200ML","1","BP-W0BMI-W200ML","Sellable","1.0","Pc(s)","2022-03-01 12:41:41"
"BP-TBMS-W200ML","1","BP-W0BMS-W200ML","Sellable","1.0","Pc(s)","2022-03-01 12:41:42"
"M-CSAHG-W","6","PLU-CSAHG50R0-W","Regular","1.0","Pc(s)","2022-03-01 12:42:40"
"","","SPT-CRYSCR0-W","Regular","1.0","Pc(s)",""
"","","CAPP-CSAHG50R0-W","Regular","1.0","Pc(s)",""
"","","M-CSAHG-BULK","Bulk","0.05","kg",""
"","","KB-WOMEGAR1-W","Regular","0.08333","Pc(s)",""
