Product Korporat Code,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W01,W02,W03,W04,W05,W06,W07,W08,W09,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34
EMU-SROL-X,152.0035433,2.910696992,118.3446035,1.51333886,3.290994571,0.05825129534,116.8864729,146.1387779,0,5.311545995,262.560741,1.833515476,144.7419394,1.454421149,3.857124846,118.7218603,2.910696992,143.2274122,149.2093466,118.7782374,1.456275843,1.834718728,144.3052624,120.7424117,1.834701499,0,147.4488486,146.1963755,120.7442664,1.456275843,1.832846805,1.834701499,118.3434347,144.6836881,147.5052429,1.456275843,1.846680589,118.3427488,144.6837053,1.456275843,0.436674696,120.1762642,0.378425656,148.9051417,145.060259,3.28979132,116.1889031,1.892950539,1.832846805,147.595071,115.8104774,147.0704229,1.832846805,3.28979132,1.514542112,261.570161,0,1.834701499,1.45508982,262.8809004,1.456293072,0.378425656,3.34804036,117.2648986,1.456275843,0.378425656,143.2274122,1.456293072
EMU-STS-,0,0,0,0,0,0,0,0,0,4.975232397,0,14.92569719,4.975232397,0,4.975232397,4.975232397,4.975232397,4.975232397,0,4.975232397,4.975232397,0,4.975232397,4.975232397,0,4.975232397,4.975232397,4.975232397,4.975232397,0,4.975232397,4.975232397,4.975232397,4.975232397,0,4.975232397,4.975232397,4.975232397,4.975232397,0,4.975232397,4.975232397,4.975232397,0,4.975232397,4.975232397,4.975232397,0,4.975232397,4.975232397,4.975232397,4.975232397,4.975232397,0,4.975232397,4.975232397,4.975232397,0,4.975232397,0,4.975232397,4.975232397,0,4.975232397,4.975232397,4.975232397,0,4.975232397
EMU-VME5-X,347.8878569,65.05068586,182.220403,157.099176,69.04538705,190.4376161,8.949776786,180.8968383,157.099176,178.5729895,121.4653827,150.5416571,172.6064716,102.3838271,130.3420058,172.6064716,99.40056821,175.5897305,160.0824349,193.420875,81.56942374,190.4376161,175.5897305,18.49055455,190.4376161,178.5729895,96.41730928,175.5897305,78.58616482,205.9449117,147.5583982,124.4486416,87.46278794,172.6064716,99.40056821,175.5897305,187.4543571,81.56942374,181.5562484,174.9303204,97.07671937,111.8514512,188.1137672,81.56942374,193.420875,160.0824349,111.9246049,160.0824349,193.420875,15.50729563,172.6064716,183.8800972,106.6174971,168.3728016,103.6342382,150.5416571,202.9616528,72.02864598,136.8995246,84.55268267,109.5276024,96.41730928,163.0656938,45.86247679,160.0824349,66.06212812,2.983258929,0
EMUL--S660352-K,4.782955426,4.660075426,315.8080754,4.660075426,4.660075426,4.660075426,4.721515426,4.660075426,4.79321667,4.721515426,4.73177667,5.101515426,4.73177667,4.721515426,4.721515426,4.73177667,4.721515426,4.73177667,4.721515426,4.79321667,4.660075426,0.1331412448,4.660075426,4.79321667,4.721515426,4.660075426,4.79321667,4.660075426,4.79321667,4.721515426,4.73177667,4.721515426,5.11177667,4.721515426,4.79321667,4.660075426,4.721515426,4.73177667,4.721515426,4.73177667,4.721515426,4.79321667,4.660075426,4.79321667,4.660075426,4.79321667,4.721515426,4.660075426,0.1331412448,4.660075426,4.79321667,4.721515426,4.73177667,5.101515426,4.73177667,4.721515426,4.79321667,4.660075426,4.721515426,4.73177667,4.721515426,4.79321667,4.660075426,0.1331412448,4.660075426,4.660075426,0.06144,0
EMUL-AL2-,62.85599342,0,31.42799671,31.42799671,62.85599342,31.42799671,31.42799671,31.42799671,31.42799671,31.42799671,15.64158362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMUL-AMPK-,4.380271357,7.777405903,0,0,0.2342317365,2.052571429,8.114018555,0.2342317365,6.114113187,8.376521144,2.286803165,7.711032528,2.955974395,2.220946439,6.864660812,6.171913776,7.411262874,2.489833888,1.986714702,16.33757545,5.892543137,0.6365768817,2.268333745,10.06805564,7.879464745,1.988963106,2.721817221,2.625465425,5.99617516,6.342419136,6.073388139,1.50955934,13.53631832,6.064807132,2.625539987,4.137811768,5.376764236,5.278978357,2.317223673,6.842844783,6.100924492,8.411858615,2.606051064,0.8708086182,6.744807772,4.910623729,9.255021971,3.999477985,5.634709422,6.478125236,6.359287186,3.242627946,5.191639229,4.071955042,4.912872132,1.06291795,9.050673222,3.794114102,6.028778216,8.608504478,8.458363786,1.102717389,2.916174956,8.952158263,4.359381818,0,0,2.955974395
EMUL-BC20-X,6.640307643,0.04715909091,1.714285714,0,0,5.242265685,0,0,1.808603896,0,5.242265685,0,0,1.398041958,1.808603896,5.242265685,0,0,0,5.242265685,3.206645854,0,0,0,5.242265685,0,0.09431818182,1.761444805,1.398041958,0,5.242265685,0,0.09431818182,1.714285714,0,6.640307643,0,0,0.09431818182,1.714285714,5.242265685,0,0,1.398041958,0.09431818182,6.956551399,0,0,0,0,5.336583866,1.398041958,1.714285714,0,0,5.242265685,0.09431818182,0.04715909091,3.112327672,0,5.242265685,0,0.09431818182,0,0,1.714285714,0,0
EMUL-BRB423-X,9.812651869,0,26.30466447,0,7.368679087,7.281334958,11.74195768,0,7.368679087,0,0,7.368679087,11.74195768,0,7.368679087,0,0,33.58599943,7.368679087,0,0,19.11063677,0,0,0,7.368679087,11.74195768,0,7.368679087,7.281334958,0,11.74195768,7.368679087,14.56270679,0,19.11063677,0,0,7.368679087,0,11.74195768,7.281334958,7.368679087,0,0,19.11063677,0,0,0,7.368679087,26.30466447,0,7.368679087,7.281334958,11.74195768,7.368679087,0,0,0,19.11063677,0,0,7.368679087,0,11.74195768,0,0,0
EMUL-BS721-X,49733.76416,33.9797588,99339.10237,19.99963427,107.9587861,53.97939307,22.30237468,19.99963427,19.99963427,53.97939307,9.953735028,49738.5023,54.81878816,72.50295855,76.70379996,16.02151543,33.9797588,36.28249922,0,33.9797588,33.9797588,32.04303087,49721.38502,32.04303087,66.02278967,49719.08228,32.04303087,50.00127424,45.02678157,49708.40127,55.79386453,32.04303087,71.36329482,94.46643766,49695.78354,90.57073492,53.40505145,49751.5774,89.68755067,49689.88141,87.38481025,42.72404116,87.38481025,71.36329482,45.02678157,60.68228453,56.48144311,71.36329482,76.70379996,29.00526614,87.38481025,76.70379996,42.16242301,76.70379996,61.50038216,76.70379996,87.38481025,29.88845039,87.38481025,31.48141272,62.98502494,87.38481025,42.72404116,93.17740055,60.68228453,53.40505145,49.80566857,37.38353601
EMUL-CGSPS-X,1.656913495,0,0,0.1300484429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMUL-DERMSOLP-,60302.40005,1582.932689,58067.02084,87009.33141,89604.07978,58968.9172,87511.52381,116776.9362,87550.49905,88709.32492,87662.66845,87711.76581,87670.0269,88707.67186,88275.32687,58924.30968,88236.26152,88936.44529,87264.75125,88199.62853,86937.85037,59625.65835,88587.20839,116936.8088,88926.06744,87650.35317,88675.54106,59376.3733,88900.4507,87431.87877,87759.41263,88615.48085,59564.96398,87657.34432,87801.66616,88255.2494,87899.55506,58741.09421,87626.49988,88114.80617,118869.4383,87680.72328,58938.73203,87984.99006,89097.26813,87467.76027,88935.41911,59016.50121,89729.46835,88180.73478,87697.92304,87563.69334,89738.50035,59742.16665,87276.99966,88140.45928,116294.1063,87731.15537,60051.34213,59504.72251,58881.85147,59162.84262,59954.1381,87891.97529,60317.32052,29000.0751,29623.34836,24.1927939
EMUL-EDNC129M-X,919.9833264,1079.370477,445.9325843,466.0482593,1081.363705,1079.370477,923.8294933,924.4041848,1079.153276,1079.370477,1079.370477,1079.370477,1234.694259,1234.911461,1234.911461,1234.911461,1390.452444,1390.235243,1545.993428,1392.662873,1545.993428,1390.809934,1545.993428,1545.993428,1545.993428,2011.824486,1545.993428,1391.027136,1701.534411,1701.31721,1545.993428,1701.534411,2790.321297,2945.86228,2945.645079,2792.531726,3879.108182,3723.567198,4034.431964,3878.53349,2479.239329,2479.239329,2789.529404,2479.239329,1701.534411,1702.109103,1856.858194,1701.534411,1857.075395,2168.157362,2012.616379,2170.15059,2168.157362,2478.664638,2323.698346,2633.98842,2634.205622,1857.075395,1857.075395,2012.399177,1857.075395,1857.075395,2168.157362,2323.481144,2323.123654,1708.165699,1397.083732,1397.083732
EMUL-EMILST-X,505.0464354,417.6041593,17.17116603,648.5176723,650.2737698,25.44182252,643.2326459,1312.975488,34.52224175,54.92502693,39.63130263,56.15453464,61.50110423,705.1687543,813.0115902,57.83368563,74.22944078,67.82522685,99.69284068,64.14625782,706.9471091,53.9282874,71.48589828,54.15160029,699.356322,105.1245014,45.13689973,782.1491979,660.5653468,74.31332125,694.6382573,52.34128327,57.1430661,98.78252261,729.7085172,706.483759,665.1263834,121.9346582,40.76070461,68.72364476,64.52002979,50.91650717,64.52002979,50.8395606,66.35307392,687.8454063,58.64963694,680.1804426,50.91650717,143.9704399,697.4027997,680.103496,105.13813,728.4635065,66.30582015,1313.080773,72.16743251,58.57269037,86.18218292,98.04892506,61.07935208,43.7591361,51.62859803,49.04498976,62.73759077,12.98929063,3.529756098,1.764878049
EMUL-EMLP-X,0,0,11.42825237,0,0,11.42825237,19.41701928,11.42825237,19.88407979,19.41701928,19.88407979,30.73359699,0,0,19.88407979,0,19.88407979,0,19.88407979,0,0,19.88407979,0,19.88407979,0,19.88407979,0,0,19.88407979,0,0,19.88407979,0,0,19.88407979,0,19.88407979,0,19.88407979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMUL-EMPL-X,0,0,22.85650475,0,0,22.85650475,38.83403855,22.85650475,39.76815958,38.83403855,39.76815958,61.46719397,0,0,39.76815958,0,39.76815958,0,39.76815958,0,0,39.76815958,0,39.76815958,0,39.76815958,0,0,39.76815958,0,0,39.76815958,0,0,39.76815958,0,39.76815958,0,39.76815958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMUL-G50C-X,232.9411765,0,0,0,0,252.4133572,0,0,1.262066786,1.262066786,74.64269663,0,0,0,0,0,0,74.36619718,77.64705882,0,0,0,0,0,74.64269663,77.64705882,0,229.6603148,1.262066786,0,0,0,0,77.64705882,77.64705882,0,252.4133572,77.64705882,401.422251,0,0,252.4133572,0,0,0,0,0,0,1.262066786,229.6603148,0,0,152.2897555,77.64705882,0,0,0,0,77.64705882,152.013256,0,0,253.675424,0,0,0,0,0
EMUL-GMSNSE-X,29737.99032,21693.10477,19718.9027,36440.24165,11814.65411,12182.75456,31483.33037,13466.54127,13795.56973,26122.23438,23722.12674,20860.13141,20235.15048,25077.51872,17078.94057,31477.26119,11655.14719,19764.51296,30147.63628,19411.25027,16325.61992,23362.8644,27382.38491,19457.96067,20421.57888,14087.25298,33534.9687,14152.04848,14008.83395,31154.70612,18773.27104,14352.7974,26152.74658,25437.70176,20531.12778,16777.53138,23823.57871,23480.96316,14739.21795,13631.32781,33190.82484,16691.87428,19300.63134,28045.86877,10415.6007,28209.80288,16478.84806,24522.33064,20804.5111,16299.3488,20175.60004,27333.75115,17814.34439,30409.69047,14030.44748,12985.51519,29027.25624,19037.63896,17696.89581,23045.47392,19520.60518,17445.98593,21801.92462,12526.51373,30230.72512,3178.769651,343.3184501,8984.922353
EMUL-IS34R-X,0,0,0,0,0,126.2066786,0,0,1.262066786,1.262066786,37.32134831,0,0,0,0,0,0,37.18309859,0,0,0,0,0,0,37.32134831,0,0,37.18309859,1.262066786,0,0,0,0,0,0,0,126.2066786,0,200.7111255,0,0,126.2066786,0,0,0,0,0,0,1.262066786,37.18309859,0,0,37.32134831,0,0,0,0,0,0,37.18309859,0,0,127.4687454,0,0,0,0,0
EMUL-KF6017-X,14374.58096,4861.098893,261.9460693,2839.976058,4311.283742,1591.855649,3017.878356,5432.559585,2648.368508,2199.316137,5328.543078,2790.873061,2775.046227,3472.485488,5004.308037,2082.140813,3108.606276,5893.191237,2267.897204,3991.312443,1371.402934,3987.127505,5099.798345,3742.674149,546.7401343,6931.417812,1073.04619,4032.513466,3867.660001,4045.308336,2176.022586,2671.278763,5497.146221,3556.108991,3249.590774,3347.817048,3622.520973,2102.718499,3597.850248,4724.725818,3442.153668,1152.391917,4644.554654,4200.252235,3481.345831,2610.806542,3879.128023,1687.010872,6284.192492,1319.893331,4052.740227,2336.434894,3627.604803,6484.016631,2879.235513,1821.475561,4326.389589,4413.102097,1531.371829,5884.735319,1215.904109,4043.586709,2502.877687,4253.34862,2724.133233,88.72654233,3707.063598,684.9671003
EMUL-KF6028-X,133.3128573,75.01225566,11.62582101,8.713561037,10.27149207,34.10345528,49.4097071,70.15482553,95.35585424,68.56069099,111.1522081,58.12399092,116.6610391,77.86798224,221.4433173,70.41363181,133.2896109,55.18778929,83.67909316,131.4513187,88.47201515,99.91026672,71.84090362,92.96316553,94.19067496,101.9760297,111.0620165,70.23203251,81.8862975,95.46926473,119.8280138,94.07698035,92.97167539,82.09794325,107.8547467,82.98627805,102.7295672,101.8730624,86.49239509,106.2079477,43.57045059,139.1345818,98.48048274,77.64220469,100.5511575,108.3447513,89.15306336,79.31354621,118.1350052,83.85192603,98.8484354,90.0681543,126.5517481,75.0469573,94.41871201,76.28683233,70.38019789,134.4024097,100.601655,85.37815588,67.31977254,116.57129,94.22453494,104.8241496,67.39393149,10.45934173,8.713561037,10.48256061
EMUL-KF68-X,2599.761768,2052.837394,33.57057959,25.1897248,37.42305433,375.6072076,19.91997109,24.34979191,1389.391015,1427.648962,22.97728883,696.917145,651.7656684,673.6261688,3293.96667,590.3419307,975.7387223,1182.903531,322.0104114,838.4212149,2240.610329,434.3972409,950.4152758,628.5796644,672.6335107,1102.101076,795.6117141,1379.56452,833.5471197,397.0566491,903.8990381,263.6639787,1132.065708,1605.153605,373.8373343,2301.024979,493.6601261,349.2202642,819.0201225,1183.135033,1108.967949,688.4167185,787.3628725,760.4034795,1725.634276,47.63129492,822.9073235,1847.955841,615.2121673,944.9380941,1398.834662,41.99289372,578.1245453,1749.911674,1307.928044,275.2625479,944.8770306,761.2559257,459.0270898,1897.236515,487.141568,1300.312033,749.7851077,54.93033909,1391.389873,28.68085988,17.47293918,388.9797513
EMUL-KSG210-X,1113.452567,450.1497504,0,0,0,690.0499168,363.202983,300.0998336,600.1996672,300.0998336,752.5073595,840.0998336,600.1996672,452.4075259,1992.166225,301.5476052,902.5572763,903.202983,450.1497504,752.5073595,600.1996672,513.2528998,576.3560492,1142.457443,600.1996672,451.597522,815.6105089,300.0998336,450.1497504,1140.199667,752.5073595,513.2528998,600.1996672,513.2528998,815.6105089,990.1497504,451.597522,815.6105089,450.1497504,663.3028166,150.0499168,1442.557276,663.3028166,513.2528998,602.4574427,600.1996672,451.597522,990.1497504,815.6105089,450.1497504,750.249584,515.5106753,813.3527334,1053.2529,600.1996672,452.4075259,213.1530662,964.8504218,602.4574427,1140.199667,300.0998336,750.249584,602.4574427,663.3028166,450.1497504,0,0,0
EMUL-KSG710-X,0,0,0,0,0,360,0,0,0,0,0,360,0,0,0,0.9651810585,0,360,0,0,0,0,0,360,0,0.9651810585,0,0,0,360,0,0,0,0,0,360,0.9651810585,0,0,0,0,360,0,0,0,0,0.9651810585,360,0,0,0,0,0,360,0,0,0,0.9651810585,0,360,0,0,0,0,0,0,0,0
EMUL-LCG-X,582.4565884,0,461.7282071,0,0,0,461.7282071,571.3959463,0,0,1044.184795,0,571.3959463,0,0,461.7282071,0,571.3959463,582.4565884,461.7282071,0,0,571.3959463,461.7282071,0,0,582.4565884,571.3959463,461.7282071,0,0,0,461.7282071,571.3959463,582.4565884,0,0,461.7282071,571.3959463,0,0,461.7282071,0,582.4565884,571.3959463,0,461.7282071,0,0,571.3959463,461.7282071,582.4565884,0,0,0,1033.124153,0,0,0,1044.184795,0,0,0,461.7282071,0,0,571.3959463,0
EMUL-MTVT-X,18687.90949,7468.994032,102.2722638,3780.288102,932.0613291,47.14704987,99.13137111,21.23772484,95.423017,368.0024873,30.66771331,48.38192311,18.92609694,131.875558,7.618862421,45.61886242,22.7001834,14.0702952,321.1473531,60.59411474,58.74468735,7.618862421,11.30723451,18.00078553,45.51279376,884.3393699,311.3812032,50.9792633,14.0702952,45.51279376,7.618862421,15.23772484,10.38192311,23.9284603,46.12346157,354.4982904,7.618862421,15.08132098,11.30723451,22.7001834,45.51279376,43.36040088,17.84438167,306.3788398,11.30723451,52.96358484,873.9574468,35.74153846,0,11.15083065,2.763060686,45.3563899,291.141115,7.462458558,39.42991055,0,48.11945059,0,0,7.462458558,3.688372093,326.8826534,7.462458558,37.89393134,10.22551924,0,3.688372093,7.462458558
EMUL-NIKLC-X,0,0,0,776.6627771,0,0,7.766627771,15.53325554,0,776.6627771,7.766627771,0,0,0,15.53325554,0,784.4294049,0,7.766627771,0,0,7.766627771,0,0,15.53325554,0,776.6627771,0,15.53325554,0,784.4294049,0,0,0,0,7.766627771,7.766627771,0,0,0,0,0,799.9626604,0,776.6627771,0,0,7.766627771,0,15.53325554,0,0,0,0,0,7.766627771,7.766627771,7.766627771,776.6627771,0,0,0,0,776.6627771,7.766627771,0,0,0
EMUL-NS-X,244.6816811,17.34193153,276.624595,846.416567,3.95183422,373.7636441,267.2209434,251.5339793,374.7205281,721.0767533,258.398309,253.2741349,377.4890189,243.8358718,273.5373899,250.190822,972.9018249,129.1713564,376.8943672,139.2598674,365.7538077,265.2831738,250.871019,247.7877061,268.1957138,376.1461602,837.0287904,135.4021954,388.3907308,249.1514186,848.0714303,368.1569237,7.90366844,509.7993073,11.73521118,485.593046,275.8811318,123.7909913,494.0266938,15.91350475,487.0214957,150.8242384,845.4627533,368.9312828,730.6353079,364.7144043,251.6192488,146.5688703,376.9590625,138.8834662,499.6334142,249.4164629,127.2981969,388.5315775,242.2871536,258.6633115,277.3095586,248.6214811,834.8521338,387.0214442,125.8697701,373.7636441,10.3067844,1082.083726,261.6225132,10.3067844,5.380261002,0
EMUL-NVMEC2PLM-X,0.24,0.9319693095,1.793334426,0,0,0.128,0,0,1.553334426,0,0,0,0,0,0,0,1.553334426,0,0,0,0,0,0,0,2.423703473,0,0,0,0,0,0,1.553334426,0,0,0,0,0,0,0,1.553334426,0,0,0,0.8703690476,0,0,0,1.553334426,0,0,0,0,0,0,0,1.553334426,0,0,0,0,0,0.8703690476,0,0,1.553334426,0,0,0
EMUL-PLUP-X,5443.016691,5687.811667,4360.097344,2355.703256,20584.31948,23563.01536,6356.605543,36142.71215,5199.435337,36297.73629,35831.70994,23612.15124,26800.92452,17242.40325,54739.81278,17323.01351,23687.07839,48265.11888,5594.255059,38993.54921,36866.31097,33020.05356,8175.597037,44849.56081,35690.01208,26677.88783,54050.462,17058.14398,44176.6539,41342.62149,20442.80111,41034.61575,39294.03739,32382.71038,17585.54426,44849.42059,17234.99097,51035.47225,42768.84322,20147.702,29475.36448,44933.13174,53837.37771,44800.34862,38504.71588,66223.89498,59464.46199,57414.65541,69153.53809,19493.96438,44854.54237,39250.28323,41634.99517,26170.27919,57272.06482,45082.36377,35099.83388,36077.00404,25815.0983,32445.87878,47607.11615,7949.981133,41594.27463,48024.11891,32499.253,23128.77302,4870.162885,38775.29677
EMUL-PMLEZU-X,9.309003196,2.328179493,7.748197429,4.190374332,2.095187166,195.1716261,536.7431382,10.33332582,6.867195229,8.238138654,473.9952644,468.5244947,469.0760644,8.832187043,465.9665749,8.832187043,6.911634132,7.558002077,472.2612413,468.0173232,8.832187043,464.1204211,466.9364383,10.97181311,4.989600325,8.832187043,465.9665749,474.3119896,3.153928394,8.832187043,925.6588826,11.31570781,2.095187166,471.4293898,4.383674457,474.3564285,4.543841821,8.832187043,469.2693645,11.47587518,925.6588826,6.703867116,4.383674457,474.5740208,5.558144147,6.584930098,925.3654104,7.285500847,0.04443890274,3.302789617,466.6339138,2.288487291,470.1660542,463.9871162,469.2897637,2.7212598,6.897167241,2.332926194,4.448512586,462.1409623,932.718818,2.506079553,463.9871162,6.78143878,2.676820898,2.448654655,7.751302203,0
EMUL-S60-X,22.13435881,0,0,0,0,36.89120247,0,0,19.41533277,19.41698352,17.47421895,0,0,4.66013986,19.41698352,17.47421895,0,0,19.41698352,36.88955172,4.66013986,0,19.41698352,0,17.47421895,0,19.41698352,0,4.66013986,0,36.88955172,19.41698352,0,0,0,41.55134233,0,0,0,19.41698352,17.47421895,0,19.41533277,24.07712338,0,17.47421895,0,0,19.41698352,0,17.47421895,4.66013986,19.41698352,19.41533277,0,17.47421895,19.41698352,0,4.66013986,0,36.89120247,0,0,0,0,0,19.41698352,0
EMUL-SNRFA-X,2003.090383,3598.227166,2071.760534,1799.319342,1472.202034,1743.845602,942.9034177,1856.326008,1990.225726,1621.47097,1417.568713,2212.559134,1609.458639,1403.294347,2161.655279,1686.351843,1639.902121,2024.351721,1712.341192,1437.715352,1979.966283,2101.244925,1700.017464,1575.332645,1899.355505,1876.212546,1509.859412,1865.229511,1686.351843,1688.005132,1698.364174,2024.646732,1639.604772,1450.041418,2454.974708,1528.882922,1609.458639,2101.244925,1888.224877,1261.831667,2212.559134,1451.694707,1823.36039,1686.646854,1866.587789,1797.666052,1384.863197,2179.791418,1980.261294,1373.148214,2101.244925,1936.327889,1213.728655,2212.559134,1688.005132,1587.049965,1609.75365,1943.480993,1686.351843,1621.173622,1832.461794,2014.387288,1686.351843,2080.48954,1721.06786,421.8985925,370.9947372,343.6471104
EMUL-SPBS2-X,176119.9077,53.39676383,352131.3643,0,106.7935277,53.39676383,8.164261471,0,0,53.39676383,0,176224.2344,103.8469345,168.0379509,156.322863,32.52853134,53.39676383,61.5610253,0,53.39676383,53.39676383,65.05706268,176193.5586,65.05706268,118.4538265,176185.3943,65.05706268,85.92529517,111.0903606,176147.5253,97.51047576,65.05706268,161.6633681,212.0587497,176169.8666,205.4874506,140.7951356,176267.3771,202.3561609,176141.7002,194.1918995,102.9260992,194.1918995,161.6633681,111.0903606,123.7943317,135.5094196,161.6633681,156.322863,78.56182929,194.1918995,156.322863,117.969193,156.322863,160.5445777,156.322863,194.1918995,81.6931189,194.1918995,80.10015657,131.9585931,194.1918995,102.9260992,205.7770801,123.7943317,140.7951356,120.7929494,108.2666043
EMUL-SPCG7-X,69.7750467,49.02700544,21.93602004,19.56006247,40.30810373,40.30810373,39.12012494,50.21498422,40.30810373,49.02700544,40.30810373,49.02700544,40.30810373,50.21498422,49.02700544,40.30810373,50.21498422,39.12012494,50.21498422,39.12012494,50.21498422,40.30810373,49.02700544,20.38421292,11.09485928,0,11.09485928,0,11.09485928,1.187978786,9.906880497,1.187978786,11.09485928,0,11.09485928,0,11.09485928,11.09485928,0,11.09485928,1.187978786,9.906880497,1.187978786,9.906880497,1.187978786,11.09485928,0,11.09485928,1.187978786,9.906880497,1.187978786,9.906880497,1.187978786,11.09485928,0,11.09485928,1.187978786,9.906880497,1.187978786,9.906880497,11.09485928,1.187978786,9.906880497,1.187978786,11.09485928,0,0,0
EMUL-TGI20-X,0,2395.051546,1959.183673,1175.510204,1567.346939,1175.510204,2359.099516,21396.9783,1567.346939,1959.183673,1567.346939,2359.099516,1175.510204,1967.262781,1567.346939,1967.262781,1175.510204,2359.099516,1967.262781,20213.38899,1967.262781,1175.510204,1967.262781,1175.510204,1967.262781,1967.262781,1175.510204,1967.262781,1175.510204,1967.262781,1175.510204,1967.262781,1175.510204,1967.262781,21005.14157,1175.510204,1967.262781,1175.510204,1575.426047,1175.510204,1967.262781,1175.510204,1967.262781,1967.262781,1175.510204,1967.262781,1175.510204,1967.262781,1175.510204,21005.14157,1175.510204,1967.262781,1967.262781,1175.510204,1967.262781,1175.510204,1575.426047,1175.510204,1183.589312,791.7525773,0,791.7525773,0,1575.426047,19429.71552,391.8367347,1183.589312,391.8367347
EMUL-TMIS-X,1.083943184,0,0.08150943396,0.5162264151,0.4347169811,0.2988679245,0.5585584058,0.4075471698,0.2173584906,0.5162264151,0.7095696417,0.2988679245,0.3260377358,0.5162264151,0.7095696417,0.2988679245,0.3260377358,0.2988679245,0.667237651,0.667237651,0.2173584906,0.4075471698,0.6340640237,0.5162264151,0.3683697265,0.5253847785,0.5162264151,0.2988679245,0.5857282171,0.742743269,0.1901886792,0.5162264151,0.2173584906,0.7095696417,0.4830527878,0.4075471698,0.4347169811,0.4498791605,0.742743269,0.2988679245,0.3683697265,0.5162264151,0.6340640237,0.4075471698,0.4770489718,0.4075471698,0.4075471698,0.5253847785,0.4770489718,0.4075471698,0.4075471698,0.5917320331,0.6280602078,0.2988679245,0.4075471698,0.4075471698,0.5525545898,0.5585584058,0.4075471698,0.2988679245,0.6612338351,0.5162264151,0.2325206699,0.5162264151,0.4770489718,0.1086792453,0,0
EMUL-TSMO80V-X,6.79346166,2.426652123,0,0.7762105263,2.910746648,0,1.552421053,1.165004704,0.9699410609,0.4854368932,3.007789746,0.7762105263,1.165004704,0.4854368932,1.746151587,1.455368693,1.165289256,2.717425756,2.23158848,0,1.455368693,0,1.94121523,2.23158848,0.7762105263,1.455368693,1.165289256,3.396593184,0.7762105263,0,0,3.007789746,2.620382658,0,0.7762105263,0.7762105263,1.940805587,0.9699410609,1.94121523,0.7762105263,1.941499783,2.910746648,0,1.94121523,0,2.037857946,2.425309754,0,1.94121523,1.165289256,1.455377954,0.7762105263,3.007789746,1.165004704,0.4854368932,0.9699410609,0.7762105263,2.23157922,1.165004704,2.426936676,1.746151587,0,2.23157922,1.165004704,2.23158848,0,0,0
EMUL-VCTS-X,5.523044983,0,0,0.4334948097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMUL-WDRSL-X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.58012739,0,0,0,0,0,0,0,0,4.106836364,0,0,0,0,0,0,0,15.58012739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.68696375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.58012739,0,0,0,0
EMUL-WFASA-X,34787.2449,34640.03008,35222.5167,68553.54505,6193.736107,17222.93394,57233.10391,17805.42055,23416.67004,40251.27957,34884.326,23416.67004,34640.03008,40398.49439,17805.42055,57233.10391,17902.50166,23416.67004,40398.49439,34640.03008,23416.67004,34884.326,40251.27957,34787.2449,23416.67004,17805.42055,57233.10391,17902.50166,23416.67004,51621.85442,23416.67004,17805.42055,40398.49439,40348.36067,34787.2449,23416.67004,34640.03008,40398.49439,17902.50166,23416.67004,51621.85442,23416.67004,34787.2449,40251.27957,17902.50166,40398.49439,17805.42055,40251.27957,34787.2449,23416.67004,34737.11118,40398.49439,23416.67004,51621.85442,23416.67004,17805.42055,40495.57549,34640.03008,17805.42055,34787.2449,34640.03008,23513.75115,34787.2449,17805.42055,51621.85442,5902.492798,388.3244117,17125.85283
