Kode Unik,Product Korporat Code,BoM Lines/Product Template/Korporat Code,BoM Lines/Quantity,BoM Lines/Product Unit of Measure,Material Type,W23/2023,W24/2023,W25/2023,W26/2023,W27/2023,W28/2023,W29/2023,W30/2023,W31/2023,W32/2023,W33/2023,W34/2023,W35/2023,W36/2023,W37/2023,W38/2023,W39/2023,W40/2023,W41/2023,W42/2023,W43/2023,W44/2023,W45/2023,W46/2023,W47/2023,W48/2023,W49/2023,W50/2023,W51/2023,W52/2023,W01/2024,W02/2024,W03/2024,W04/2024,W05/2024,W06/2024,W07/2024,W08/2024,W09/2024,W10/2024,W11/2024,W12/2024,W13/2024,W14/2024,W15/2024,W16/2024,W17/2024,W18/2024,W19/2024,W20/2024,W21/2024,W22/2024,W23/2024,W24/2024,W25/2024,W26/2024,W27/2024,W28/2024,W29/2024,W30/2024,W31/2024,W32/2024,W33/2024,W34/2024,W35/2024,W36/2024,W37/2024,W38/2024,W39/2024
L-R2EMC06-W/1,L-R2EMC06-W,STIC-HEMLCR1-W,1,Pc(s),Regular,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,0,0,0
L-R2EMC07-W/1,L-R2EMC07-W,BOTO-EMLCRKR0-W,1,Pc(s),Regular,0,18740,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,0,0,0
L-R2EMC07-W/1,L-R2EMC07-W,CAPA-EMLCRKR0-W,1,Pc(s),Regular,0,18740,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,0,0,0
L-R2EMC07-W/1,L-R2EMC07-W,DUS-EMLCR07R0-W,1,Pc(s),Regular,0,18740,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,0,0,0
L-R2EMC07-W/1,L-R2EMC07-W,IBOX-REMLCRR0-W,0.083333,Pc(s),Regular,0,1562,0,1562,0,1562,0,1562,0,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,0,0,0
L-R2EMC07-W/1,L-R2EMC07-W,KB-WEPSIR1-W,0.006944,Pc(s),Regular,0,131,0,131,0,131,0,131,0,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,0,0,0
L-R2EMC07-W/1,L-R2EMC07-W,STIC-BEMLC07R0-W,1,Pc(s),Regular,0,18740,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,0,0,0
L-R2EMC07-W/1,L-R2EMC07-W,STIC-HEMLCR1-W,1,Pc(s),Regular,0,18740,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,0,0,0
L-R2EMC08-W/2,L-R2EMC08-W,BOTO-EMLCRKR0-W,1,Pc(s),Regular,0,0,0,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,0,0,0
L-R2EMC08-W/2,L-R2EMC08-W,CAPA-EMLCRKR0-W,1,Pc(s),Regular,0,0,0,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,0,0,0
L-R2EMC08-W/2,L-R2EMC08-W,DUS-EMLCR08R1-W,1,Pc(s),Regular,0,0,0,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,0,0,0
L-R2EMC08-W/2,L-R2EMC08-W,IBOX-REMLCRR0-W,0.083333,Pc(s),Regular,0,0,0,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,1562,0,0,0,0
L-R2EMC08-W/2,L-R2EMC08-W,KB-WEPSIR1-W,0.006944,Pc(s),Regular,0,0,0,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,131,0,0,0,0
L-R2EMC08-W/2,L-R2EMC08-W,STIC-BEMLC08R0-W,1,Pc(s),Regular,0,0,0,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,0,0,0
L-R2EMC08-W/2,L-R2EMC08-W,STIC-HEMLCR1-W,1,Pc(s),Regular,0,0,0,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,18740,0,0,0,0
L-R2EMC09-W/2,L-R2EMC09-W,BOTO-EMLCRKR0-W,1,Pc(s),Regular,0,18740,0,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,18740,0,0,0,0,0
L-R2EMC09-W/2,L-R2EMC09-W,CAPA-EMLCRKR0-W,1,Pc(s),Regular,0,18740,0,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,18740,0,0,0,0,0
L-R2EMC09-W/2,L-R2EMC09-W,DUS-EMLCR09R1-W,1,Pc(s),Regular,0,18740,0,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,18740,0,0,0,0,0
L-R2EMC09-W/2,L-R2EMC09-W,IBOX-REMLCRR0-W,0.083333,Pc(s),Regular,0,1562,0,1562,0,1562,0,1562,0,1562,1562,0,1562,0,1562,0,1562,0,1562,1562,0,1562,0,1562,0,1562,1562,0,1562,0,1562,0,1562,1562,0,1562,0,1562,0,1562,1562,0,1562,0,1562,0,1562,1562,0,1562,0,1562,0,1562,0,1562,1562,0,1562,0,1562,0,1562,1562,0,0,0,0,0
L-R2EMC09-W/2,L-R2EMC09-W,KB-WEPSIR1-W,0.006944,Pc(s),Regular,0,131,0,131,0,131,0,131,0,131,131,0,131,0,131,0,131,0,131,131,0,131,0,131,0,131,131,0,131,0,131,0,131,131,0,131,0,131,0,131,131,0,131,0,131,0,131,131,0,131,0,131,0,131,0,131,131,0,131,0,131,0,131,131,0,0,0,0,0
L-R2EMC09-W/2,L-R2EMC09-W,STIC-BEMLC09R0-W,1,Pc(s),Regular,0,18740,0,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,18740,0,0,0,0,0
L-R2EMC09-W/2,L-R2EMC09-W,STIC-HEMLCR1-W,1,Pc(s),Regular,0,18740,0,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,0,18740,18740,0,18740,0,18740,0,18740,18740,0,0,0,0,0
L-R2EMC11-W/1,L-R2EMC11-W,BOTO-EMLCRKR0-W,1,Pc(s),Regular,0,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,0,0,3332,0
L-R2EMC11-W/1,L-R2EMC11-W,CAPA-EMLCRKR0-W,1,Pc(s),Regular,0,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,0,0,3332,0
L-R2EMC11-W/1,L-R2EMC11-W,DUS-EMLCR11R0-W,1,Pc(s),Regular,0,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,0,0,3332,0
L-R2EMC11-W/1,L-R2EMC11-W,IBOX-REMLCRR0-W,0.083333,Pc(s),Regular,0,278,278,556,278,278,556,278,278,556,278,556,278,278,556,278,278,556,278,278,556,278,278,556,278,556,278,278,556,278,278,556,278,278,556,278,556,278,278,556,278,278,556,278,278,556,278,278,556,278,556,278,278,556,278,278,556,278,278,556,278,556,278,278,556,0,0,278,0
L-R2EMC11-W/1,L-R2EMC11-W,KB-WEPSIR1-W,0.006944,Pc(s),Regular,0,24,24,47,24,24,47,24,24,47,24,47,24,24,47,24,24,47,24,24,47,24,24,47,24,47,24,24,47,24,24,47,24,24,47,24,47,24,24,47,24,24,47,24,24,47,24,24,47,24,47,24,24,47,24,24,47,24,24,47,24,47,24,24,47,0,0,24,0
L-R2EMC11-W/1,L-R2EMC11-W,STIC-BEMLC11R0-W,1,Pc(s),Regular,0,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,0,0,3332,0
L-R2EMC11-W/1,L-R2EMC11-W,STIC-HEMLCR1-W,1,Pc(s),Regular,0,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,0,0,3332,0
L-R2EMC12-W/2,L-R2EMC12-W,BOTO-EMLCRKR0-W,1,Pc(s),Regular,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,0,0,0
L-R2EMC12-W/2,L-R2EMC12-W,CAPA-EMLCRKR0-W,1,Pc(s),Regular,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,0,0,0
L-R2EMC12-W/2,L-R2EMC12-W,DUS-EMLCR12R1-W,1,Pc(s),Regular,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,0,0,0
L-R2EMC12-W/2,L-R2EMC12-W,IBOX-REMLCRR0-W,0.083333,Pc(s),Regular,0,0,1562,0,1562,0,1562,0,0,1562,0,1562,0,0,1562,0,1562,0,0,1562,0,1562,0,0,1562,0,1562,0,0,1562,0,1562,0,0,1562,0,1562,0,0,1562,0,1562,0,0,1562,0,1562,0,1562,0,0,1562,0,1562,0,0,1562,0,1562,0,0,1562,0,1562,0,0,0,0,0
L-R2EMC12-W/2,L-R2EMC12-W,KB-WEPSIR1-W,0.006944,Pc(s),Regular,0,0,131,0,131,0,131,0,0,131,0,131,0,0,131,0,131,0,0,131,0,131,0,0,131,0,131,0,0,131,0,131,0,0,131,0,131,0,0,131,0,131,0,0,131,0,131,0,131,0,0,131,0,131,0,0,131,0,131,0,0,131,0,131,0,0,0,0,0
L-R2EMC12-W/2,L-R2EMC12-W,STIC-BEMLC12R0-W,1,Pc(s),Regular,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,0,0,0
L-R2EMC12-W/2,L-R2EMC12-W,STIC-HEMLCR1-W,1,Pc(s),Regular,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,0,0,0,0
L-R2EMC13-W/1,L-R2EMC13-W,BOTO-EMLCRKR0-W,1,Pc(s),Regular,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,0,0,0,0,0
L-R2EMC13-W/1,L-R2EMC13-W,CAPA-EMLCRKR0-W,1,Pc(s),Regular,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,0,0,0,0,0
L-R2EMC13-W/1,L-R2EMC13-W,DUS-EMLCR13R0-W,1,Pc(s),Regular,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,0,0,0,0,0
L-R2EMC13-W/1,L-R2EMC13-W,IBOX-REMLCRR0-W,0.083333,Pc(s),Regular,0,1562,0,1562,0,0,1562,0,1562,0,1562,0,0,1562,0,1562,0,1562,0,0,1562,0,1562,0,1562,0,0,1562,0,1562,0,0,1562,0,1562,0,1562,0,0,1562,0,1562,0,1562,0,0,1562,0,1562,0,1562,0,0,1562,0,1562,0,1562,0,0,1562,0,1562,0,0,0,0,0,0
L-R2EMC13-W/1,L-R2EMC13-W,KB-WEPSIR1-W,0.006944,Pc(s),Regular,0,131,0,131,0,0,131,0,131,0,131,0,0,131,0,131,0,131,0,0,131,0,131,0,131,0,0,131,0,131,0,0,131,0,131,0,131,0,0,131,0,131,0,131,0,0,131,0,131,0,131,0,0,131,0,131,0,131,0,0,131,0,131,0,0,0,0,0,0
L-R2EMC13-W/1,L-R2EMC13-W,STIC-BEMLC13R0-W,1,Pc(s),Regular,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,0,0,0,0,0
L-R2EMC13-W/1,L-R2EMC13-W,STIC-HEMLCR1-W,1,Pc(s),Regular,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,18740,0,0,18740,0,18740,0,0,0,0,0,0
L-R2EMC16-W/1,L-R2EMC16-W,BOTO-EMLCRKR0-W,1,Pc(s),Regular,0,0,0,0,0,6664,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,6664,3332,0,0,3332,0
L-R2EMC16-W/1,L-R2EMC16-W,CAPA-EMLCRKR0-W,1,Pc(s),Regular,0,0,0,0,0,6664,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,6664,3332,0,0,3332,0
L-R2EMC16-W/1,L-R2EMC16-W,DUS-EMLCR16R0-W,1,Pc(s),Regular,0,0,0,0,0,6664,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,6664,3332,0,0,3332,0
L-R2EMC16-W/1,L-R2EMC16-W,IBOX-REMLCRR0-W,0.083333,Pc(s),Regular,0,0,0,0,0,556,278,278,278,278,278,278,278,556,278,278,278,278,278,278,278,556,278,278,278,278,278,278,278,278,556,278,278,278,278,278,278,278,556,278,278,278,278,278,278,278,556,278,278,278,278,278,278,278,278,556,278,278,278,278,278,278,278,556,278,0,0,278,0
L-R2EMC16-W/1,L-R2EMC16-W,KB-WEPSIR1-W,0.006944,Pc(s),Regular,0,0,0,0,0,47,24,24,24,24,24,24,24,47,24,24,24,24,24,24,24,47,24,24,24,24,24,24,24,24,47,24,24,24,24,24,24,24,47,24,24,24,24,24,24,24,47,24,24,24,24,24,24,24,24,47,24,24,24,24,24,24,24,47,24,0,0,24,0
L-R2EMC16-W/1,L-R2EMC16-W,STIC-BEMLC16R0-W,1,Pc(s),Regular,0,0,0,0,0,6664,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,6664,3332,0,0,3332,0
L-R2EMC16-W/1,L-R2EMC16-W,STIC-HEMLCR1-W,1,Pc(s),Regular,0,0,0,0,0,6664,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,3332,6664,3332,3332,3332,3332,3332,3332,3332,6664,3332,0,0,3332,0
L-R2EMC17-W/1,L-R2EMC17-W,BOTO-EMLCRKR0-W,1,Pc(s),Regular,3332,0,9996,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,3332,0,0,3332
L-R2EMC17-W/1,L-R2EMC17-W,CAPA-EMLCRKR0-W,1,Pc(s),Regular,3332,0,9996,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,3332,0,0,3332
L-R2EMC17-W/1,L-R2EMC17-W,DUS-EMLCR17R0-W,1,Pc(s),Regular,3332,0,9996,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,3332,0,0,3332
L-R2EMC17-W/1,L-R2EMC17-W,IBOX-REMLCRR0-W,0.083333,Pc(s),Regular,278,0,833,278,278,556,278,278,556,278,556,278,278,556,278,556,278,278,556,278,556,278,278,556,278,556,278,278,556,278,556,278,278,556,278,556,278,278,556,278,556,278,278,556,278,556,278,278,556,278,556,278,278,556,278,556,278,278,556,278,556,278,278,556,278,278,0,0,278
L-R2EMC17-W/1,L-R2EMC17-W,KB-WEPSIR1-W,0.006944,Pc(s),Regular,24,0,70,24,24,47,24,24,47,24,47,24,24,47,24,47,24,24,47,24,47,24,24,47,24,47,24,24,47,24,47,24,24,47,24,47,24,24,47,24,47,24,24,47,24,47,24,24,47,24,47,24,24,47,24,47,24,24,47,24,47,24,24,47,24,24,0,0,24
L-R2EMC17-W/1,L-R2EMC17-W,STIC-BEMLC17R0-W,1,Pc(s),Regular,3332,0,9996,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,3332,0,0,3332
L-R2EMC17-W/1,L-R2EMC17-W,STIC-HEMLCR1-W,1,Pc(s),Regular,3332,0,9996,3332,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,6664,3332,3332,6664,3332,3332,0,0,3332
L-RCLCLS1-W/1,L-RCLCLS1-W,BOTO-CFMLI01R0-W,1,Pc(s),Regular,0,0,0,0,0,0,0,0,0,0,0,2739,0,0,0,0,2739,0,0,0,2739,0,0,0,0,2739,0,0,0,0,2739,0,0,0,2739,0,0,0,0,2739,0,0,0,0,2739,0,0,0,2739,0,0,0,0,2739,0,0,0,0,2739,0,0,0,2739,0,0,0,0,0,0
L-RCLCLS1-W/1,L-RCLCLS1-W,CAPA-CMLCR0-W,1,Pc(s),Regular,0,0,0,0,0,0,0,0,0,0,0,2739,0,0,0,0,2739,0,0,0,2739,0,0,0,0,2739,0,0,0,0,2739,0,0,0,2739,0,0,0,0,2739,0,0,0,0,2739,0,0,0,2739,0,0,0,0,2739,0,0,0,0,2739,0,0,0,2739,0,0,0,0,0,0
L-RCLCLS1-W/1,L-RCLCLS1-W,DUS-CFMLI01R0-W,1,Pc(s),Regular,0,0,0,0,0,0,0,0,0,0,0,2739,0,0,0,0,2739,0,0,0,2739,0,0,0,0,2739,0,0,0,0,2739,0,0,0,2739,0,0,0,0,2739,0,0,0,0,2739,0,0,0,2739,0,0,0,0,2739,0,0,0,0,2739,0,0,0,2739,0,0,0,0,0,0
L-RCLCLS1-W/1,L-RCLCLS1-W,IBOX-AR0-W,0.08333,Pc(s),Regular,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,229,0,0,0,229,0,0,0,0,229,0,0,0,0,229,0,0,0,229,0,0,0,0,229,0,0,0,0,229,0,0,0,229,0,0,0,0,229,0,0,0,0,229,0,0,0,229,0,0,0,0,0,0
