Kode Unik,Product Korporat Code,BoM Lines/Product Template/Korporat Code,BoM Lines/Quantity,BoM Lines/Product Unit of Measure,Material Type,W23/2023,W24/2023,W25/2023,W26/2023,W27/2023,W28/2023,W29/2023,W30/2023,W31/2023,W32/2023,W33/2023,W34/2023,W35/2023,W36/2023,W37/2023,W38/2023,W39/2023,W40/2023,W41/2023,W42/2023,W43/2023,W44/2023,W45/2023,W46/2023,W47/2023,W48/2023,W49/2023,W50/2023,W51/2023,W52/2023,W01/2024,W02/2024,W03/2024,W04/2024,W05/2024,W06/2024,W07/2024,W08/2024,W09/2024,W10/2024,W11/2024,W12/2024,W13/2024,W14/2024,W15/2024,W16/2024,W17/2024,W18/2024,W19/2024,W20/2024,W21/2024,W22/2024,W23/2024,W24/2024,W25/2024,W26/2024,W27/2024,W28/2024,W29/2024,W30/2024,W31/2024,W32/2024,W33/2024,W34/2024,W35/2024,W36/2024,W37/2024,W38/2024,W39/2024
F-CLCMA-W/2,F-CLCMA-W,TUBE-CMF11C-W,1,Pc(s),Regular,0,3385,0,0,0,0,0,0,0,3385,0,0,0,3385,0,0,0,3385,0,0,0,3385,0,0,0,3385,0,0,0,3385,0,0,0,3385,0,0,0,3385,0,0,3385,0,0,0,3385,0,0,0,3385,0,0,0,3385,0,0,0,3385,0,0,0,0,0,3385,0,0,0,0,0,0
F-CLCMB-W/2,F-CLCMB-W,DUS-CMFR0-W,1,Pc(s),Regular,0,0,0,0,0,0,3385,0,0,3385,0,3385,0,3385,0,3385,0,3385,0,0,3385,0,3385,0,3385,0,3385,0,3385,0,0,3385,0,3385,0,3385,0,3385,0,3385,0,3385,0,0,3385,0,3385,0,3385,0,3385,0,3385,0,0,3385,0,3385,0,3385,0,0,3385,0,0,3385,0,0,0
F-CLCMB-W/2,F-CLCMB-W,KB-WIPSKMMR1-W,0.01613,Pc(s),Regular,0,0,0,0,0,0,55,0,0,55,0,55,0,55,0,55,0,55,0,0,55,0,55,0,55,0,55,0,55,0,0,55,0,55,0,55,0,55,0,55,0,55,0,0,55,0,55,0,55,0,55,0,55,0,0,55,0,55,0,55,0,0,55,0,0,55,0,0,0
F-CLCMB-W/2,F-CLCMB-W,STIC-BCCMF22N-W,1,Pc(s),Regular,0,0,0,0,0,0,3385,0,0,3385,0,3385,0,3385,0,3385,0,3385,0,0,3385,0,3385,0,3385,0,3385,0,3385,0,0,3385,0,3385,0,3385,0,3385,0,3385,0,3385,0,0,3385,0,3385,0,3385,0,3385,0,3385,0,0,3385,0,3385,0,3385,0,0,3385,0,0,3385,0,0,0
F-CLCMB-W/2,F-CLCMB-W,TUBE-CMF22N-W,1,Pc(s),Regular,0,0,0,0,0,0,3385,0,0,3385,0,3385,0,3385,0,3385,0,3385,0,0,3385,0,3385,0,3385,0,3385,0,3385,0,0,3385,0,3385,0,3385,0,3385,0,3385,0,3385,0,0,3385,0,3385,0,3385,0,3385,0,3385,0,0,3385,0,3385,0,3385,0,0,3385,0,0,3385,0,0,0
F-CLCMC-W/2,F-CLCMC-W,DUS-CMFR0-W,1,Pc(s),Regular,3385,0,0,0,0,3385,0,3385,0,3385,0,3385,0,3385,0,3385,0,3385,3385,0,3385,0,3385,0,3385,0,3385,0,3385,3385,0,3385,0,3385,0,3385,0,3385,0,3385,3385,0,3385,0,3385,0,3385,0,3385,0,3385,0,3385,3385,0,3385,0,3385,0,3385,0,0,3385,0,3385,0,0,0,0
F-CLCMC-W/2,F-CLCMC-W,KB-WIPSKMMR1-W,0.01613,Pc(s),Regular,55,0,0,0,0,55,0,55,0,55,0,55,0,55,0,55,0,55,55,0,55,0,55,0,55,0,55,0,55,55,0,55,0,55,0,55,0,55,0,55,55,0,55,0,55,0,55,0,55,0,55,0,55,55,0,55,0,55,0,55,0,0,55,0,55,0,0,0,0
F-CLCMC-W/2,F-CLCMC-W,STIC-BCCMF23W-W,1,Pc(s),Regular,3385,0,0,0,0,3385,0,3385,0,3385,0,3385,0,3385,0,3385,0,3385,3385,0,3385,0,3385,0,3385,0,3385,0,3385,3385,0,3385,0,3385,0,3385,0,3385,0,3385,3385,0,3385,0,3385,0,3385,0,3385,0,3385,0,3385,3385,0,3385,0,3385,0,3385,0,0,3385,0,3385,0,0,0,0
F-CLCMC-W/2,F-CLCMC-W,TUBE-CMF23W-W,1,Pc(s),Regular,3385,0,0,0,0,3385,0,3385,0,3385,0,3385,0,3385,0,3385,0,3385,3385,0,3385,0,3385,0,3385,0,3385,0,3385,3385,0,3385,0,3385,0,3385,0,3385,0,3385,3385,0,3385,0,3385,0,3385,0,3385,0,3385,0,3385,3385,0,3385,0,3385,0,3385,0,0,3385,0,3385,0,0,0,0
F-CLCMD-W/2,F-CLCMD-W,DUS-CMFR0-W,1,Pc(s),Regular,3385,3385,0,0,0,3385,0,3385,0,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,0,3385,0,3385,3385,0,0,0,0
F-CLCMD-W/2,F-CLCMD-W,KB-WIPSKMMR1-W,0.01613,Pc(s),Regular,55,55,0,0,0,55,0,55,0,55,0,55,55,0,55,55,0,55,55,0,55,55,0,55,55,0,55,55,0,55,55,0,55,55,0,55,55,0,55,55,0,55,55,0,55,55,0,55,55,0,55,55,0,55,55,0,55,55,0,55,0,55,0,55,55,0,0,0,0
F-CLCMD-W/2,F-CLCMD-W,STIC-BCCMF32N-W,1,Pc(s),Regular,3385,3385,0,0,0,3385,0,3385,0,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,0,3385,0,3385,3385,0,0,0,0
F-CLCMD-W/2,F-CLCMD-W,TUBE-CMF32N-W,1,Pc(s),Regular,3385,3385,0,0,0,3385,0,3385,0,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,3385,0,3385,0,3385,0,3385,3385,0,0,0,0
F-CLCME-W/2,F-CLCME-W,DUS-CMFR0-W,1,Pc(s),Regular,0,3385,0,0,0,0,0,0,3385,0,0,0,3385,0,0,3385,0,0,0,3385,0,0,3385,0,0,3385,0,0,0,3385,0,0,3385,0,0,0,3385,0,0,3385,0,0,3385,0,0,0,3385,0,0,3385,0,0,3385,0,0,0,3385,0,0,0,3385,0,0,0,3385,0,0,0,0
F-CLCME-W/2,F-CLCME-W,KB-WIPSKMMR1-W,0.01613,Pc(s),Regular,0,55,0,0,0,0,0,0,55,0,0,0,55,0,0,55,0,0,0,55,0,0,55,0,0,55,0,0,0,55,0,0,55,0,0,0,55,0,0,55,0,0,55,0,0,0,55,0,0,55,0,0,55,0,0,0,55,0,0,0,55,0,0,0,55,0,0,0,0
F-CLCME-W/2,F-CLCME-W,STIC-BCCMF33W-W,1,Pc(s),Regular,0,3385,0,0,0,0,0,0,3385,0,0,0,3385,0,0,3385,0,0,0,3385,0,0,3385,0,0,3385,0,0,0,3385,0,0,3385,0,0,0,3385,0,0,3385,0,0,3385,0,0,0,3385,0,0,3385,0,0,3385,0,0,0,3385,0,0,0,3385,0,0,0,3385,0,0,0,0
F-CLCME-W/2,F-CLCME-W,TUBE-CMF33W-W,1,Pc(s),Regular,0,3385,0,0,0,0,0,0,3385,0,0,0,3385,0,0,3385,0,0,0,3385,0,0,3385,0,0,3385,0,0,0,3385,0,0,3385,0,0,0,3385,0,0,3385,0,0,3385,0,0,0,3385,0,0,3385,0,0,3385,0,0,0,3385,0,0,0,3385,0,0,0,3385,0,0,0,0
F-CLCMF-W/2,F-CLCMF-W,DUS-CMFR0-W,1,Pc(s),Regular,0,0,0,0,0,0,0,3385,0,0,0,0,0,0,0,0,3385,0,0,0,0,0,0,3385,0,0,0,0,0,3385,0,0,0,0,0,3385,0,0,0,0,0,3385,0,0,0,0,0,0,3385,0,0,0,0,0,3385,0,0,0,0,0,0,3385,0,0,0,0,0,0,0
F-CLCMF-W/2,F-CLCMF-W,KB-WIPSKMMR1-W,0.01613,Pc(s),Regular,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,55,0,0,0,0,0,55,0,0,0,0,0,55,0,0,0,0,0,55,0,0,0,0,0,0,55,0,0,0,0,0,55,0,0,0,0,0,0,55,0,0,0,0,0,0,0
F-CLCMF-W/2,F-CLCMF-W,STIC-BCCMF43W-W,1,Pc(s),Regular,0,0,0,0,0,0,0,3385,0,0,0,0,0,0,0,0,3385,0,0,0,0,0,0,3385,0,0,0,0,0,3385,0,0,0,0,0,3385,0,0,0,0,0,3385,0,0,0,0,0,0,3385,0,0,0,0,0,3385,0,0,0,0,0,0,3385,0,0,0,0,0,0,0
F-CLCMF-W/2,F-CLCMF-W,TUBE-CMF43W-W,1,Pc(s),Regular,0,0,0,0,0,0,0,3385,0,0,0,0,0,0,0,0,3385,0,0,0,0,0,0,3385,0,0,0,0,0,3385,0,0,0,0,0,3385,0,0,0,0,0,3385,0,0,0,0,0,0,3385,0,0,0,0,0,3385,0,0,0,0,0,0,3385,0,0,0,0,0,0,0
F-CLCMG-W/2,F-CLCMG-W,DUS-CMFR0-W,1,Pc(s),Regular,0,3385,0,0,0,0,3385,0,0,0,0,0,3385,0,0,0,0,0,3385,0,0,0,0,3385,0,0,0,0,3385,0,0,0,0,0,3385,0,0,0,0,3385,0,0,0,0,3385,0,0,0,0,0,3385,0,0,0,0,3385,0,0,0,0,3385,0,0,0,0,0,0,0,0
F-CLCMG-W/2,F-CLCMG-W,KB-WIPSKMMR1-W,0.01613,Pc(s),Regular,0,55,0,0,0,0,55,0,0,0,0,0,55,0,0,0,0,0,55,0,0,0,0,55,0,0,0,0,55,0,0,0,0,0,55,0,0,0,0,55,0,0,0,0,55,0,0,0,0,0,55,0,0,0,0,55,0,0,0,0,55,0,0,0,0,0,0,0,0
F-CLCMG-W/2,F-CLCMG-W,STIC-BCCMF42N-W,1,Pc(s),Regular,0,3385,0,0,0,0,3385,0,0,0,0,0,3385,0,0,0,0,0,3385,0,0,0,0,3385,0,0,0,0,3385,0,0,0,0,0,3385,0,0,0,0,3385,0,0,0,0,3385,0,0,0,0,0,3385,0,0,0,0,3385,0,0,0,0,3385,0,0,0,0,0,0,0,0
F-CLCMG-W/2,F-CLCMG-W,TUBE-CMF42N-W,1,Pc(s),Regular,0,3385,0,0,0,0,3385,0,0,0,0,0,3385,0,0,0,0,0,3385,0,0,0,0,3385,0,0,0,0,3385,0,0,0,0,0,3385,0,0,0,0,3385,0,0,0,0,3385,0,0,0,0,0,3385,0,0,0,0,3385,0,0,0,0,3385,0,0,0,0,0,0,0,0
F-CLCMH-W/2,F-CLCMH-W,DUS-CMFR0-W,1,Pc(s),Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3385,0,0,0,0,0,0,0,0,0,0,0,3385,0,0,0,0,0,0,0,0,0,0,3385,0,0,0,0,0,0,0,0,0,0,0,3385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F-CLCMH-W/2,F-CLCMH-W,KB-WIPSKMMR1-W,0.01613,Pc(s),Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F-CLCMH-W/2,F-CLCMH-W,STIC-BCCMF52N-W,1,Pc(s),Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3385,0,0,0,0,0,0,0,0,0,0,0,3385,0,0,0,0,0,0,0,0,0,0,3385,0,0,0,0,0,0,0,0,0,0,0,3385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F-CLCMH-W/2,F-CLCMH-W,TUBE-CMF52N-W,1,Pc(s),Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3385,0,0,0,0,0,0,0,0,0,0,0,3385,0,0,0,0,0,0,0,0,0,0,3385,0,0,0,0,0,0,0,0,0,0,0,3385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F-EVLLF01-W/1,F-EVLLF01-W,BOTO-ELMFR0-W,1,Pc(s),Regular,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,0,0
F-EVLLF01-W/1,F-EVLLF01-W,CAP-ELMFR0-W,1,Pc(s),Regular,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,0,0
F-EVLLF01-W/1,F-EVLLF01-W,KB-WW2430R2-W,0.02778,Pc(s),Regular,707,0,0,707,0,0,0,707,0,0,707,0,0,0,707,0,0,707,0,0,0,707,0,0,707,0,0,0,707,0,0,0,707,0,0,707,0,0,0,707,0,0,707,0,0,0,707,0,0,707,0,0,0,707,0,0,707,0,0,0,707,0,0,707,0,0,0,0,0
F-EVLLF01-W/1,F-EVLLF01-W,PLU-ELMFR0-W,1,Pc(s),Regular,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,0,0
F-EVLLF01-W/1,F-EVLLF01-W,STIC-BELM01FR0-W,1,Pc(s),Regular,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,0,0
F-EVLLF01-W/1,F-EVLLF01-W,STIC-FELM01FR0-W,1,Pc(s),Regular,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,25414,0,0,25414,0,0,0,0,0
F-EVLLF02-W/1,F-EVLLF02-W,BOTO-ELMFR0-W,1,Pc(s),Regular,25420,0,0,0,25420,25420,0,0,0,25420,0,0,25420,0,0,25420,0,25420,0,0,25420,0,0,25420,0,0,25420,0,25420,0,0,25420,0,0,25420,0,0,25420,0,0,25420,0,25420,0,0,25420,0,0,25420,0,0,25420,0,25420,0,0,25420,0,0,25420,0,0,25420,0,0,25420,0,0,0
F-EVLLF02-W/1,F-EVLLF02-W,CAP-ELMFR0-W,1,Pc(s),Regular,25420,0,0,0,25420,25420,0,0,0,25420,0,0,25420,0,0,25420,0,25420,0,0,25420,0,0,25420,0,0,25420,0,25420,0,0,25420,0,0,25420,0,0,25420,0,0,25420,0,25420,0,0,25420,0,0,25420,0,0,25420,0,25420,0,0,25420,0,0,25420,0,0,25420,0,0,25420,0,0,0
F-EVLLF02-W/1,F-EVLLF02-W,KB-WW2430R2-W,0.02778,Pc(s),Regular,707,0,0,0,707,707,0,0,0,707,0,0,707,0,0,707,0,707,0,0,707,0,0,707,0,0,707,0,707,0,0,707,0,0,707,0,0,707,0,0,707,0,707,0,0,707,0,0,707,0,0,707,0,707,0,0,707,0,0,707,0,0,707,0,0,707,0,0,0
F-EVLLF02-W/1,F-EVLLF02-W,PLU-ELMFR0-W,1,Pc(s),Regular,25420,0,0,0,25420,25420,0,0,0,25420,0,0,25420,0,0,25420,0,25420,0,0,25420,0,0,25420,0,0,25420,0,25420,0,0,25420,0,0,25420,0,0,25420,0,0,25420,0,25420,0,0,25420,0,0,25420,0,0,25420,0,25420,0,0,25420,0,0,25420,0,0,25420,0,0,25420,0,0,0
F-EVLLF02-W/1,F-EVLLF02-W,STIC-BELM02FR0-W,1,Pc(s),Regular,25420,0,0,0,25420,25420,0,0,0,25420,0,0,25420,0,0,25420,0,25420,0,0,25420,0,0,25420,0,0,25420,0,25420,0,0,25420,0,0,25420,0,0,25420,0,0,25420,0,25420,0,0,25420,0,0,25420,0,0,25420,0,25420,0,0,25420,0,0,25420,0,0,25420,0,0,25420,0,0,0
F-EVLLF02-W/1,F-EVLLF02-W,STIC-FELM02FR0-W,1,Pc(s),Regular,25420,0,0,0,25420,25420,0,0,0,25420,0,0,25420,0,0,25420,0,25420,0,0,25420,0,0,25420,0,0,25420,0,25420,0,0,25420,0,0,25420,0,0,25420,0,0,25420,0,25420,0,0,25420,0,0,25420,0,0,25420,0,25420,0,0,25420,0,0,25420,0,0,25420,0,0,25420,0,0,0
F-EVLLF03-W/1,F-EVLLF03-W,BOTO-ELMFR0-W,1,Pc(s),Regular,0,25241,0,0,0,25241,0,0,0,0,0,25241,0,0,0,25241,0,0,0,25241,0,0,0,0,25241,0,0,0,25241,0,0,0,0,25241,0,0,0,25241,0,0,0,25241,0,0,0,0,25241,0,0,0,25241,0,0,0,0,25241,0,0,0,25241,0,0,0,25241,0,0,0,0,0
F-EVLLF03-W/1,F-EVLLF03-W,CAP-ELMFR0-W,1,Pc(s),Regular,0,25241,0,0,0,25241,0,0,0,0,0,25241,0,0,0,25241,0,0,0,25241,0,0,0,0,25241,0,0,0,25241,0,0,0,0,25241,0,0,0,25241,0,0,0,25241,0,0,0,0,25241,0,0,0,25241,0,0,0,0,25241,0,0,0,25241,0,0,0,25241,0,0,0,0,0
F-EVLLF03-W/1,F-EVLLF03-W,KB-WW2430R2-W,0.02778,Pc(s),Regular,0,702,0,0,0,702,0,0,0,0,0,702,0,0,0,702,0,0,0,702,0,0,0,0,702,0,0,0,702,0,0,0,0,702,0,0,0,702,0,0,0,702,0,0,0,0,702,0,0,0,702,0,0,0,0,702,0,0,0,702,0,0,0,702,0,0,0,0,0
F-EVLLF03-W/1,F-EVLLF03-W,PLU-ELMFR0-W,1,Pc(s),Regular,0,25241,0,0,0,25241,0,0,0,0,0,25241,0,0,0,25241,0,0,0,25241,0,0,0,0,25241,0,0,0,25241,0,0,0,0,25241,0,0,0,25241,0,0,0,25241,0,0,0,0,25241,0,0,0,25241,0,0,0,0,25241,0,0,0,25241,0,0,0,25241,0,0,0,0,0
F-EVLLF03-W/1,F-EVLLF03-W,STIC-BELM03FR0-W,1,Pc(s),Regular,0,25241,0,0,0,25241,0,0,0,0,0,25241,0,0,0,25241,0,0,0,25241,0,0,0,0,25241,0,0,0,25241,0,0,0,0,25241,0,0,0,25241,0,0,0,25241,0,0,0,0,25241,0,0,0,25241,0,0,0,0,25241,0,0,0,25241,0,0,0,25241,0,0,0,0,0
F-EVLLF03-W/1,F-EVLLF03-W,STIC-FELM03FR0-W,1,Pc(s),Regular,0,25241,0,0,0,25241,0,0,0,0,0,25241,0,0,0,25241,0,0,0,25241,0,0,0,0,25241,0,0,0,25241,0,0,0,0,25241,0,0,0,25241,0,0,0,25241,0,0,0,0,25241,0,0,0,25241,0,0,0,0,25241,0,0,0,25241,0,0,0,25241,0,0,0,0,0
F-EVLLF04-W/1,F-EVLLF04-W,BOTO-ELMFR0-W,1,Pc(s),Regular,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,0,0,0,0
F-EVLLF04-W/1,F-EVLLF04-W,CAP-ELMFR0-W,1,Pc(s),Regular,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,0,0,0,0
F-EVLLF04-W/1,F-EVLLF04-W,KB-WW2430R2-W,0.02778,Pc(s),Regular,0,0,0,448,0,0,0,0,448,0,0,0,448,0,0,0,0,448,0,0,0,448,0,0,0,0,448,0,0,0,448,0,0,0,0,448,0,0,0,448,0,0,0,0,448,0,0,0,448,0,0,0,448,0,0,0,0,448,0,0,0,448,0,0,0,0,0,0,0
F-EVLLF04-W/1,F-EVLLF04-W,PLU-ELMFR0-W,1,Pc(s),Regular,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,0,0,0,0
F-EVLLF04-W/1,F-EVLLF04-W,STIC-BELM04FR0-W,1,Pc(s),Regular,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,0,0,0,0
F-EVLLF04-W/1,F-EVLLF04-W,STIC-FELM04FR0-W,1,Pc(s),Regular,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,16100,0,0,0,0,16100,0,0,0,16100,0,0,0,0,0,0,0
F-HGFC21-MO/3,F-HGFC21-MO,BOTO-GHGFFR0-MO,1,Pc(s),Regular,0,0,0,0,0,0,0,1300,0,0,0,650,0,0,650,0,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,0
F-HGFC21-MO/3,F-HGFC21-MO,CAP-PLGHGFF-MO,1,Pc(s),Regular,0,0,0,0,0,0,0,1300,0,0,0,650,0,0,650,0,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,0
F-HGFC21-MO/3,F-HGFC21-MO,DUS-HGFFIVR0-MO,1,Pc(s),Regular,0,0,0,0,0,0,0,1300,0,0,0,650,0,0,650,0,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,0
F-HGFC21-MO/3,F-HGFC21-MO,KB-MOCC36R1-270CF,0.04,Pc(s),Regular,0,0,0,0,0,0,0,52,0,0,0,26,0,0,26,0,0,0,26,0,0,0,26,0,0,26,0,0,0,26,0,0,26,0,0,0,26,0,0,26,0,0,0,26,0,0,26,0,0,0,26,0,0,0,26,0,0,26,0,0,0,26,0,0,26,0,0,0,0
F-HGFC21-MO/3,F-HGFC21-MO,PART-DHGFFIVR0-MO,1,Pc(s),Regular,0,0,0,0,0,0,0,1300,0,0,0,650,0,0,650,0,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,0
F-HGFC21-MO/3,F-HGFC21-MO,PU-LHGFFR0-MO,1,Pc(s),Regular,0,0,0,0,0,0,0,1300,0,0,0,650,0,0,650,0,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,0
F-HGFC21-MO/3,F-HGFC21-MO,STIC-BHGFFC21-MO,1,Pc(s),Regular,0,0,0,0,0,0,0,1300,0,0,0,650,0,0,650,0,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,0
F-HGFC21-MO/3,F-HGFC21-MO,STIC-MOR0-MO,1,Pc(s),Regular,0,0,0,0,0,0,0,1300,0,0,0,650,0,0,650,0,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,0
F-HGFC21-MO/3,F-HGFC21-MO,STIC-VHGFFC21-MO,1,Pc(s),Regular,0,0,0,0,0,0,0,1300,0,0,0,650,0,0,650,0,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,0
F-HGFN10-MO/3,F-HGFN10-MO,BOTO-GHGFFR0-MO,1,Pc(s),Regular,601,0,0,0,0,601,0,1202,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,0,0,0,0
F-HGFN10-MO/3,F-HGFN10-MO,CAP-PLGHGFF-MO,1,Pc(s),Regular,601,0,0,0,0,601,0,1202,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,0,0,0,0
F-HGFN10-MO/3,F-HGFN10-MO,DUS-HGFFIVR0-MO,1,Pc(s),Regular,601,0,0,0,0,601,0,1202,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,0,0,0,0
F-HGFN10-MO/3,F-HGFN10-MO,KB-MOCC36R1-270CF,0.04,Pc(s),Regular,25,0,0,0,0,25,0,49,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,0,0,0,0
F-HGFN10-MO/3,F-HGFN10-MO,PART-DHGFFIVR0-MO,1,Pc(s),Regular,601,0,0,0,0,601,0,1202,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,0,0,0,0
