Korporat Code,W21/2023,W22/2023,W23/2023,W24/2023,W25/2023,W26/2023,W27/2023,W28/2023,W29/2023,W30/2023,W31/2023,W32/2023,W33/2023,W34/2023,W35/2023,W36/2023,W37/2023,W38/2023,W39/2023,W40/2023,W41/2023,W42/2023,W43/2023,W44/2023,W45/2023,W46/2023,W47/2023,W48/2023,W49/2023,W50/2023,W51/2023,W52/2023,W01/2024,W02/2024,W03/2024,W04/2024,W05/2024,W06/2024,W07/2024,W08/2024,W09/2024,W10/2024,W11/2024,W12/2024,W13/2024,W14/2024,W15/2024,W16/2024,W17/2024,W18/2024,W19/2024,W20/2024,W21/2024,W22/2024,W23/2024,W24/2024,W25/2024,W26/2024,W27/2024,W28/2024,W29/2024,W30/2024,W31/2024,W32/2024,W33/2024,W34/2024,W35/2024,W36/2024
CRSB-850077-X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.423256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.423256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUTI---K,784.96235,574.925228,666.492361,487.294697,623.384951,679.525099,580.851865,615.635684,780.204579,763.995784,631.209655,771.118522,786.252378,607.662063,771.940862,772.342752,760.286879,620.181871,735.055758,774.298192,679.752319,740.968618,900.603371,576.740469,750.567002,959.098116,695.152672,760.723443,864.244835,711.734981,755.053815,910.718592,765.977826,825.709449,820.699407,871.518928,815.577169,830.193712,917.208585,976.104974,906.85916,1061.685606,1037.397053,908.671695,1071.722144,958.564855,958.823391,1022.591,801.704589,1213.397248,753.510738,825.338712,920.020974,822.323346,850.884295,1009.102475,632.212921,970.731866,783.377635,818.853374,930.435639,820.514819,957.637046,948.189524,748.653261,550.550813,446.724785,577.550773
DPG-LO-,41.684096,59.112893,28.39826,28.124178,40.577578,38.824906,44.177084,60.189929,2.95202,75.266463,76.767856,26.471458,63.748137,55.535183,98.987279,24.365795,31.928973,69.341678,40.987278,48.613486,23.39441,63.131941,45.961213,53.536693,91.631973,21.517916,101.76762,19.24162,43.21127,67.129795,70.087405,65.183557,32.973543,59.720046,76.681678,20.652519,88.408505,27.373232,58.87602,53.35596,63.831683,56.362682,46.498374,95.537138,65.535898,24.148245,37.881262,52.480643,97.118662,56.885059,50.409059,76.668052,25.250665,81.690113,52.630902,115.777551,38.750082,26.207231,45.879317,65.915295,58.538035,45.147565,64.199697,100.124349,32.954714,13.793061,10.914889,16.592087
DRYF-PC-X,594.512193,356.827277,949.669621,543.399149,529.671512,636.303811,542.617177,536.901781,575.435386,551.550634,557.909119,569.983315,611.288758,565.919023,490.258673,532.875836,659.286139,481.089536,723.683474,462.85324,554.031628,701.569801,499.297089,597.383978,420.795107,619.012703,547.553838,561.03935,519.320776,628.853269,488.694822,602.577856,549.021616,481.595076,717.689325,403.838257,636.320446,523.676371,552.798189,637.873955,458.885041,613.626237,479.708327,631.984576,544.970293,461.437367,556.240791,625.1673,543.283022,629.088599,515.840769,476.199477,689.156133,483.090028,622.157923,530.127934,495.248545,608.287053,534.464785,625.772295,486.469501,536.98462,559.377754,551.146311,454.208113,372.935046,341.819135,191.924029
EDG-PLCG-X,0,4.444307,0,0,4.444307,0,8.888614,0,0,8.900212,4.444307,4.455905,4.455905,4.444307,0,4.444307,0,4.455905,0,5.932328,4.455905,4.455905,4.455905,0,4.455905,4.455905,0,4.455905,0,4.455905,0,4.455905,0,4.455905,0,4.455905,0,0,4.455905,0,4.455905,0,4.455905,0,4.455905,0,0,4.455905,0,4.455905,0,4.455905,0,4.455905,0,4.455905,0,4.455905,0,0,4.455905,0,4.455905,0,4.455905,0,0,4.455905
EDT-B--K,217.795225,141.909355,95.757439,138.216865,144.950475,139.938079,154.087574,158.816333,151.794291,162.749577,169.898136,164.782594,156.905802,158.391068,172.923124,172.9388,159.955195,160.94894,172.616197,159.063508,153.713924,162.282489,179.164429,152.075202,165.05571,164.24154,148.927427,147.838125,163.982031,150.917404,146.429584,171.209903,164.055972,149.471692,170.611684,157.712366,151.77819,168.677529,161.470622,161.447663,172.71642,165.578232,154.050706,180.665475,164.277876,159.982702,160.88503,167.322236,178.149583,163.553535,159.550852,150.248614,155.397267,154.639149,157.263916,156.206819,137.698006,148.695052,139.744281,144.973271,162.516456,146.112537,153.181084,174.442136,134.122688,87.68308,70.853641,77.671181
EDT-DSLV-X,17.965029,10.775661,12.36726,13.719061,13.938599,20.645196,16.959078,19.314001,15.611778,14.7273,20.189113,16.319922,20.39242,14.100469,16.559763,20.901241,16.084845,14.718106,15.831219,14.824183,17.571833,18.360178,17.714212,17.025007,17.507488,18.773689,16.823776,18.931957,19.981377,12.387374,18.883274,19.064023,16.249867,20.873917,17.523058,17.809423,22.111832,16.0122,17.389567,20.772781,21.080581,24.047497,19.436787,18.682464,21.744185,20.576645,17.862397,22.669015,22.501156,21.827257,15.994595,16.805445,20.64926,20.07533,19.175119,19.191004,17.91598,17.844948,19.782643,14.778878,20.340781,18.608987,22.938469,15.686838,12.77064,12.98604,6.455199,16.293668
EKS-AVOLE-X,0,0,0,0,0,0,1.428281,0,2.945788,0,0.75166,0,0,0,1.428281,0,0,0,0,0,0.75166,2.945788,1.428281,0,0,0,0,0,0,0,1.428281,0.75166,0,2.945788,0,0,0,0,0,1.428281,0,0.75166,0,0,0,2.945788,0,1.428281,0,0,0,0.75166,0,0,0,1.428281,0,0,2.945788,0,0,0.75166,0,1.428281,0,0,0,0
EKS-DCV-X,0.04,0.09201,0,0.048542,0.019662,0.238096,0.033638,0.116744,0.058372,0.019662,0.068204,0.043469,0.174652,0.106913,0.029493,0.116744,0.019662,0.116745,0.067276,0.078034,0.034101,0.029493,0.058372,0.175116,0.033638,0.150383,0.116744,0.068203,0.053763,0.058372,0.0533,0.058372,0.078035,0.09201,0.019662,0.09201,0.092473,0.019662,0.019662,0.116744,0.140552,0.150382,0.068203,0.029493,0.034101,0.068203,0.068203,0.2129,0.078034,0.019662,0.009831,0.029493,0.034101,0.039324,0.13072,0.150383,0.165285,0.058372,0.039324,0,0.063131,0.072811,0.029493,0.126576,0.033638,0,0,0.009831
EKS-FLAC-X,4.335474,3.617654,0.318577,3.640056,6.581572,3.954429,12.624404,9.908261,6.628914,3.748368,3.937747,0.732825,1.911929,0.385333,0.693015,0.998517,0.961305,3.646258,3.606657,6.625897,4.020021,3.656233,6.619316,3.904401,3.736728,6.731336,3.616604,3.970334,3.926717,3.320622,6.620203,4.026244,6.628161,3.904354,3.637468,6.608756,4.982686,6.637344,3.373843,6.887041,3.653679,7.282378,3.348568,3.680285,3.905881,3.664933,3.375676,6.965228,6.906454,3.941476,6.350566,3.627596,7.010364,3.683681,6.638798,3.904402,3.653224,4.000616,6.589297,3.380067,4.895963,6.599264,6.914149,3.348568,3.645528,3.385033,5.994652,3.868449
EKS-FMO-X,14.534,0,0,0,1.474852,0.699704,0.699704,7.267241,7.267241,1.049556,0.349852,0.349852,7.267241,0.349852,1.049556,0.349852,7.267241,0.349852,0,1.049556,0.349852,7.617093,0,0.349852,0.699704,7.966945,0,0.349852,0,7.966945,0.699704,0,0.349852,7.966945,0,0.699704,0.349852,7.617093,0.349852,0,1.049556,7.617093,0,0.349852,0.699704,7.966945,0,0,0.349852,8.316797,0.349852,0,0,8.316797,0.349852,0.349852,0,8.316797,0,0.349852,0.349852,7.617093,0.699704,0,0.349852,0,7.267241,0
EKS-GTLE-X,0.724426,2.916553,0.016225,0.021948,6.832011,7.649895,2.954251,5.843485,5.895684,10.66471,8.775988,5.853188,8.791108,7.643758,5.851497,8.779772,3.009706,6.852231,5.85985,8.777398,7.69544,13.64492,14.590307,3.947089,5.910965,8.776241,5.880817,2.95309,13.469693,5.911033,5.857309,16.542092,5.847465,5.879873,8.791787,7.71011,6.838308,8.755651,5.880552,2.967692,8.805228,10.716451,6.83642,13.488544,5.912391,5.866894,14.597081,5.879805,5.89474,9.750772,13.490659,12.620157,5.910965,5.878447,8.795583,9.716756,2.966266,5.90886,13.477175,5.847397,8.808345,11.669005,8.778346,8.795299,5.859215,5.839709,5.849528,5.824842
EKS-HLE-X,0.282974,0.098453,0.007476,0.087051,0.105931,0.116883,0.519497,0.14072,0.109481,0.090977,0.135725,0.099558,0.120809,0.105931,0.537927,0.110888,0.105929,0.146717,0.098489,0.099486,0.105929,0.098453,0.537927,0.135763,0.068621,0.136794,0.098489,0.083501,0.094527,0.135763,0.526937,0.129354,0.098453,0.098453,0.094527,0.150679,0.098453,0.069654,0.143237,0.500619,0.105929,0.098453,0.124361,0.125804,0.113405,0.057219,0.128285,0.534413,0.094493,0.155672,0.068621,0.131835,0.076061,0.105929,0.087051,0.564247,0.129354,0.105929,0.053669,0.131835,0.068621,0.109443,0.105929,0.515535,0.076097,0.029832,0,0.019911
EKS-PPEC-X,0,0,0,0,0,0,0,0,0,0,0,0,1.455616,0,0,0,0,0,0,0,0,0,0,0,0,1.455616,0,0,0,0,0,0,0,0,0,0,0,0,1.455616,0,0,0,0,0,0,0,0,0,0,0,0,1.455616,0,0,0,0,0,0,0,0,0,0,0,0,1.455616,0,0,0
EKS-SRN05-MO,0.003,0.003759,0,0,0,0.001879,0.001879,0.002819,0.001879,0.001879,0.001879,0.001879,0.001879,0.001879,0.001879,0.001879,0.001879,0.001879,0.002819,0.001879,0.001879,0.001879,0.001879,0.001879,0.001879,0.001879,0.001879,0.001879,0.001879,0.002819,0.001879,0.001879,0.001879,0.001879,0.001879,0.001879,0.001879,0.001879,0.001879,0.001879,0.002819,0.001879,0.001879,0.001879,0.001879,0.001879,0.001879,0.001879,0.001879,0.001879,0.002819,0.001879,0.001879,0.001879,0.001879,0.001879,0.001879,0.001879,0.001879,0.001879,0.001879,0.002819,0.001879,0.001879,0.001879,0.00094,0,0.00094
EM-E3201M-X,907.056279,546.22823,309.535475,597.196403,595.138062,660.333437,833.919471,714.628571,635.657287,712.318989,831.025819,684.751254,688.070941,855.348606,961.235881,795.519643,951.069122,893.235835,882.877547,829.622748,665.303015,907.161523,816.359574,839.217822,846.957273,635.440224,599.012595,723.362834,693.630075,729.688461,614.193144,628.232499,647.593902,645.568983,679.217292,807.511542,653.162649,826.705235,834.671878,943.63581,839.942349,958.158623,912.416462,839.998952,866.351674,970.632416,854.445461,756.77904,948.417825,796.329142,773.480463,606.37927,611.791958,644.961063,695.735685,586.936647,650.586738,516.595628,618.077303,611.753113,722.851061,715.237555,613.461845,759.876318,606.37927,431.773842,412.165598,470.618814
EMAL---K,97.516804,32.70587,4.700062,36.390674,18.181759,44.782676,78.558973,7.977794,57.227332,54.85149,50.793497,41.794512,31.2897,51.883356,71.164655,23.245211,59.097246,15.733574,72.798166,60.349673,19.616448,48.565231,75.370544,37.41971,45.11626,18.165852,75.151004,54.804601,13.605247,56.863077,50.478495,52.732722,18.048563,46.384121,50.915548,53.492164,52.238461,22.239695,46.475665,55.181974,43.286841,19.448793,54.764072,12.423266,90.340725,49.722305,26.951684,44.193986,44.01963,16.930682,27.967874,23.02495,23.485538,10.078425,30.098926,20.056083,19.221119,16.244582,36.409207,9.881276,27.155485,25.301349,19.913275,15.038739,17.945324,0.860561,1.55661,4.700062
EMAL-AD25-X,0,0,0,0,0,0,69.901247,0,0,0,0,69.901247,0,0,0,0,69.901247,0,0,0,0,69.901247,0,0,0,0,69.901247,0,0,0,0,0,69.901247,0,0,0,0,69.901247,0,0,0,0,69.901247,0,0,0,0,69.901247,0,0,0,0,69.901247,0,0,0,0,0,69.901247,0,0,0,0,69.901247,0,0,0,0
EMG-450-X,18.609459,4.659361,6.407555,1.472275,7.297402,7.041038,3.648378,6.844465,9.625536,0,8.783066,6.413193,5.679473,5.840353,8.445263,4.813345,4.411123,9.043108,5.258647,8.155119,6.683348,5.001094,4.384871,7.127442,8.752482,8.161159,3.40095,4.384871,6.697779,5.258647,5.51082,6.560974,10.260395,0,9.044232,6.697779,2.200305,6.167984,7.005489,5.257458,5.357718,7.87983,0.872652,8.513313,7.718253,2.346051,8.170054,4.368078,5.156202,3.785248,11.935257,1.74683,7.87983,5.60038,2.912531,8.170456,5.962475,5.257458,3.495024,4.384871,2.490931,4.055403,5.258647,2.475554,6.130577,3.255388,0,2.912596
EMG-S65PSG-X,0.238,1.492362,0.116591,0.716403,0.379975,0.272517,0.522908,1.242183,0.397537,0.509913,0.406317,1.376369,0.384542,0.285511,0.64828,0.415097,0.501132,0.294292,1.380549,0.384541,0.402103,0.527122,0.402102,0.531688,0.155926,0.527122,1.134407,0.285511,0.397537,0.285511,1.143152,0.415097,0.267951,0.406317,0.294292,0.397536,1.096915,0.285512,0.397535,0.294293,0.397536,0.397536,1.750437,0.406317,0.285511,0.406317,0.527122,0.164707,0.397535,0.285512,0.415098,0.397535,0.294292,0.527123,0.8752,0.415097,0.415097,0.388756,1.00482,0.25917,0.379975,0.500781,0.138365,0.406316,0.397536,0.01756,0.00878,0.25917
EMO-ARLPS15E-X,96.369932,28.80477,3.402062,28.570906,41.566262,17.163879,41.507471,41.566262,14.285453,113.808904,36.590094,238.258471,197.729608,145.65014,99.523452,49.132473,29.576808,27.222018,0.582427,26.698382,0,110.225043,100.047088,72.82507,83.071594,75.248428,48.550047,54.434258,32.039397,99.523452,100.105879,104.340832,102.401878,105.446895,123.798476,106.76419,73.407497,133.91764,100.047088,97.682521,99.523452,72.82507,100.105879,78.126854,119.345944,75.830855,72.82507,99.523452,102.984305,97.62373,83.071593,97.100094,106.76419,127.259329,73.348706,106.76419,100.105879,55.790784,99.523452,76.285923,124.322112,106.76419,73.407497,99.523452,107.219258,75.248428,72.82507,81.171871
EMO-BRB2835-X,5.2191,2.23936,1.058798,10.289284,3.188174,11.00036,5.568828,8.256764,9.540813,7.659456,8.427644,8.691161,7.494299,9.854576,7.141648,7.924594,14.873011,10.351741,15.66059,12.838265,6.528525,16.137669,7.16676,9.620764,8.004848,11.517592,5.009321,10.021574,7.345881,9.072753,9.760149,8.832572,7.437067,7.35098,9.790726,6.772144,8.703893,8.066772,8.850234,9.854003,8.794744,8.249468,10.353233,9.739011,9.258979,6.583652,9.701679,9.618932,11.275497,4.830438,12.93673,7.027979,9.526636,9.58344,6.505597,12.335971,5.364601,12.805748,6.059773,8.806777,10.234482,9.85817,5.767504,10.223895,9.043479,0.715532,2.974146,0.620718
EMO-BSLDMZ-X,67.009726,39.716911,35.085092,37.079735,47.235259,41.20418,33.558055,11.824472,5.334194,1.801624,0.74959,0.785215,0.74959,0.306082,0.374795,0.374795,0.250904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMO-GSDO-X,0,0,0,0.096774,0,0,0,0,0,0,0,0,0.096774,0,0,0,0,0,0,0,0,0.096774,0,0,0,0,0,0,0,0,0,0.096774,0,0,0,0,0,0,0,0,0.096774,0,0,0,0,0,0,0,0,0.096774,0,0,0,0,0,0,0,0,0,0.096774,0,0,0,0,0,0,0,0
EMO-JOJOCO-X,2.363179,0.729552,0.550578,0.794098,0.869097,1.000871,0.845989,1.04717,0.846782,0.84825,1.115925,0.673294,1.102794,1.287118,0.921362,0.875486,0.936371,1.147121,0.803819,0.884576,1.272407,0.846233,0.950049,1.085203,0.699643,1.068083,0.858536,1.25986,0.86673,1.007047,0.940745,0.939519,0.855866,0.868425,1.311987,1.080196,0.866408,0.696156,1.098985,0.744961,0.892184,1.266923,1.051781,0.967105,0.848805,0.692912,1.125658,0.89517,1.328259,1.014448,0.823751,0.968704,0.794514,0.942762,0.826263,1.445672,0.917552,0.923725,0.747171,0.97453,0.726324,0.943328,0.842979,0.926386,0.715784,0.182896,0.448256,0.07005
EMO-RFNJO-X,18.584812,5.248903,1.714816,4.231995,3.404026,4.608384,3.677938,4.438925,4.642856,15.008374,4.578769,3.778934,4.727418,3.676908,4.402201,4.638054,3.655283,4.607644,3.692008,4.604024,3.579803,4.640002,4.497844,3.63491,4.460732,3.742768,4.787392,3.600657,4.434553,4.587277,14.86581,4.578082,3.608025,4.527886,3.821258,4.482046,4.485801,3.667714,4.465611,3.74279,4.49345,3.730969,4.527483,4.69412,3.582756,4.628902,3.507008,4.575539,4.65148,3.723354,4.444677,14.991064,4.628337,3.553377,4.794565,4.355831,3.855262,4.479967,3.414656,4.500844,3.546033,4.440845,4.435972,3.5957,4.219171,1.295935,1.448293,1.290433
EMO-SLCHS-X,35.575864,22.476159,57.396309,33.559728,31.076323,38.418843,35.203848,33.947738,33.487056,40.31609,43.62791,54.998149,44.670223,38.291598,37.251324,30.830729,54.899061,30.182727,45.432847,40.213635,37.601693,46.592404,35.926263,37.492885,52.251532,35.246414,32.001219,34.991771,41.559229,44.111754,32.238948,41.700631,37.235307,41.243712,50.531764,27.323581,45.078792,38.95727,40.684079,38.494134,41.659007,41.317391,34.431786,48.748897,31.649668,27.916335,37.522401,47.217897,42.194337,46.560314,29.774875,42.787775,43.131061,34.393164,39.047685,39.415256,36.305051,45.557241,35.179544,41.837122,34.187137,36.978929,37.611986,39.514011,37.605722,26.886331,22.291121,18.261467
EMO-SUNFR-X,0,0,0,1.451613,0,0,0,0,0,0,0,0,1.451613,0,0,0,0,0,0,0,0,1.451613,0,0,0,0,0,0,0,0,0,1.451613,0,0,0,0,0,0,0,0,1.451613,0,0,0,0,0,0,0,0,1.451613,0,0,0,0,0,0,0,0,0,1.451613,0,0,0,0,0,0,0,0
EMO-TSPLT-X,0,0,0,0,0.225224,0,0,0,0.230729,0,0,0,0.225224,0,0,0.230729,0,0,0,0.225224,0,0.230729,0,0,0,0,0.230729,0.225224,0,0,0,0,0.230729,0,0,0.225224,0,0.230729,0,0,0,0,0.455953,0,0,0,0,0.230729,0,0,0.225224,0,0.230729,0,0,0,0,0.230729,0.225224,0,0,0,0,0.230729,0,0,0,0.225224
EMO-WHMLCG-X,101.216,0,0,0,0,101.216148,0,101.216148,101.216148,0,101.216148,101.216148,0,101.216148,101.216148,101.216148,0,101.216148,101.216148,0,101.216148,101.216148,0,101.216148,101.216148,0,101.216148,101.216148,0,101.216148,101.216148,0,101.216148,101.216148,101.216148,0,101.216148,101.216148,0,101.216148,101.216148,0,101.216148,101.216148,0,101.216148,101.216148,0,101.216148,101.216148,101.216148,0,101.216148,101.216148,0,101.216148,101.216148,0,101.216148,101.216148,0,101.216148,101.216148,0,101.216148,0,0,101.216148
EMU-5418V-X,4.685,4.080454,2.011296,3.508795,4.155863,3.923828,17.976753,3.263095,2.679745,4.223788,1.600881,4.160263,4.887837,2.941536,3.877091,6.318495,3.178189,2.74767,3.060211,3.145117,3.711679,3.838922,3.064611,4.920909,5.222843,3.775204,2.679745,3.178189,2.498049,18.327586,1.487303,5.603023,3.178189,3.491814,4.325675,3.060211,3.978281,4.138882,3.593701,3.145117,3.678607,1.650044,7.029281,4.155863,2.582955,3.279186,3.508795,3.378647,4.604447,2.79753,5.902983,0.901979,3.678607,4.287506,4.892237,4.391819,4.240769,2.481068,3.093283,3.348001,2.616027,3.754016,3.678607,5.572377,4.240769,0,0,2.339928
EMU-ACT-X,11.501312,5.132364,6.292788,4.784286,7.200715,8.403041,8.28132,8.369871,9.385567,8.962259,9.683255,10.643303,8.324217,11.111983,8.23494,7.044017,10.841879,9.158998,9.66779,8.860658,9.366331,7.619981,10.584539,11.21911,8.39008,7.799886,10.382336,10.532472,9.470062,10.115693,9.57407,7.941684,8.600016,10.75795,7.622447,9.886336,10.040779,8.400523,8.240368,9.630761,9.636239,10.439063,6.956945,12.151219,10.323209,6.821379,9.530542,12.016828,7.504795,10.183073,9.822339,9.499594,8.341379,10.533221,8.842945,10.543829,9.480966,8.888466,8.993278,9.140441,8.858515,8.4714,9.462495,8.681148,9.862352,2.009177,1.12742,3.108379
EMU-BE1-X,4.240397,9.784397,10.76031,0,11.415919,4.240397,3.259972,0,0,10.109182,11.41595,0,0,2.608844,10.439584,7.175553,5.217688,2.608844,0,9.783019,3.915581,2.608844,2.608844,4.240397,7.176509,4.891494,6.524425,2.608844,1.631553,3.259972,10.109182,3.915581,1.631553,5.868816,2.608844,4.891494,3.915581,4.240397,12.394197,0,0,10.438628,5.868816,0,5.217688,0,10.438628,9.785353,0,0,2.608844,15.656316,3.259972,0,0,4.240397,14.675891,3.916537,2.608844,2.608844,1.631553,5.868816,8.807075,2.608844,1.631553,0,0,3.916537
EMU-C316-X,0,0,0,0,0.330895,0.618439,0.606842,0,0,0.949334,0.303421,0.303421,0,0.303421,0.949334,0.303421,0,0.303421,0,0.949334,0.303421,0.303421,0,0.303421,0.645913,0.606842,0,0.303421,0,0.618439,0.634316,0,0.303421,0.618439,0,0.634316,0.303421,0.303421,0.315018,0,0.937737,0.303421,0,0.315018,0.606842,0.634316,0,0,0.315018,0.910263,0.330895,0,0,0.92186,0.303421,0.330895,0,0.92186,0,0.303421,0.330895,0.303421,0.618439,0,0.303421,0,0,0
EMU-CDAJ-X,0.078,0.623182,0.077727,19.70029,0,0.077727,19.622563,0.660171,0,9.991552,9.708738,10.574024,0.077727,9.708738,9.991552,0,9.864192,0,10.496269,9.786465,0.077727,9.836098,9.786465,0.077727,9.836098,9.708738,0.582472,9.836098,9.708738,0,10.418542,9.708738,0,0,19.544836,0,0.545455,9.836098,9.708738,0,9.836098,9.708738,1.164916,9.836098,9.708738,0,0,19.544836,0,0,19.544836,0,0,19.544836,0.582444,0,19.544836,0,0.582472,9.836098,9.708738,0,0,19.544836,0,0,0,0
EMU-COE-X,5.791,0,4.496125,0,2.85,4.496125,0,0,4.496125,0,0,0,4.496125,5.791304,0,10.287429,0,5.791304,4.496125,5.791304,0,4.496125,5.791304,0,16.126936,4.496125,5.791304,0,10.287429,0,0,10.287429,0,5.791304,4.496125,5.791304,0,10.287429,0,0,5.791304,4.496125,5.791304,10.335632,10.287429,0,5.791304,4.496125,5.791304,0,4.496125,5.791304,0,10.287429,0,5.791304,0,10.287429,0,0,10.287429,10.335632,0,10.287429,0,0,5.791304,0
EMU-CPLS-X,5.483,6.738756,0,4.650685,6.025165,4.778333,10.443247,6.134421,10.764417,10.014912,6.909061,8.445804,8.809601,6.390459,7.762017,8.369579,8.469346,7.351243,10.797448,9.152291,4.188332,7.594939,10.360972,9.204974,6.967725,8.430334,8.426152,4.959258,10.339796,9.187413,7.004938,7.610409,10.32585,6.985286,8.447895,6.869562,9.964144,6.909061,9.171943,9.279108,6.134421,10.762326,5.658515,6.905102,8.428243,10.020717,6.488622,10.445338,7.575287,7.646293,6.928713,10.003156,8.870425,5.308446,8.729761,10.038278,6.171634,8.792871,8.334457,9.208864,7.693864,8.37556,10.390564,4.888007,6.793337,2.409546,0.440091,0.868426
EMU-CSAL-X,31.488833,2.989923,20.697162,31.43908,24.905801,63.915794,18.001878,23.8428,28.380812,27.26547,58.139667,54.053261,55.846352,32.977994,31.89387,37.557727,3.936204,28.192927,26.388613,83.689253,10.483917,80.398568,16.972311,14.751878,34.910032,27.27385,60.052113,29.885742,35.366106,40.188954,57.932898,10.91275,58.39809,30.714064,1.306693,57.843099,23.816592,56.856477,13.403268,58.39809,43.440481,41.367353,14.751569,17.359271,54.034091,42.818465,45.065724,27.922168,35.662365,42.847654,20.873284,27.666946,52.099073,75.017454,14.343109,31.010323,14.3428,31.506914,18.448685,56.160265,84.644196,4.026596,59.459286,17.268879,17.847329,23.102417,2.629511,0
EMU-CSF-X,28.571,0,0,0,0,48.542548,0,98.252747,0,99.420399,98.252747,0,48.542548,0,49.710199,0,0,49.710199,0,49.710199,0,49.710199,0,0,49.710199,0,0,49.710199,0,0,49.710199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMU-CTB-X,57.141,0,0,11.650381,0,97.75169,11.650381,196.505495,0,198.840798,208.155876,0,114.343161,11.650381,102.277149,0,11.650381,102.277149,17.258065,113.705934,11.650381,99.420399,2.85675,11.650381,116.678464,0,3.523344,111.07078,0,0,131.185595,0,0,11.650381,2.85675,14.285535,0,28.908446,2.85675,0,11.650381,0,2.85675,17.258065,11.650381,0,2.85675,12.316975,0,17.258065,2.85675,11.650381,14.285535,0,11.650381,20.114815,0,11.650381,0,0,0,14.507131,0,0,11.650381,0,0,0
EMU-CTL3-X,9.164,6.175494,3.087747,3.087747,9.263241,9.163636,6.175494,6.175494,3.087747,9.263241,2.988142,6.175494,9.263241,3.087747,6.075889,12.350988,6.175494,3.087747,6.075889,6.175494,6.175494,6.175494,3.087747,9.163636,9.263241,9.263241,3.087747,6.075889,3.087747,12.350988,0,9.263241,6.075889,6.175494,9.263241,6.175494,6.075889,9.263241,3.087747,6.175494,3.087747,2.988142,15.438735,9.263241,3.087747,6.075889,6.175494,3.087747,6.175494,6.175494,12.251383,0,6.175494,9.263241,9.163636,6.175494,9.263241,0,6.175494,6.075889,3.087747,9.263241,6.175494,12.251383,6.175494,0,0,3.087747
EMU-CTL8-X,0,29.122302,0,0,14.560411,25.402602,0,0,0,0,29.121911,0,39.963404,0,0,0,29.120822,0,29.122302,10.8418,0,14.560411,0,14.560802,0,14.560802,39.963711,20.236796,0,5.676385,0,5.676385,14.560802,34.797598,25.4033,20.236796,0,0,20.237187,14.560411,5.676385,10.8418,14.5615,20.237187,0,34.797598,14.560411,11.35277,16.518185,5.676385,20.237885,20.237187,14.560411,0,20.237187,14.560411,10.8418,5.676385,29.122302,14.560411,5.676385,0,5.676385,10.8418,14.560802,20.237187,0,20.236796
EMU-CULT-X,12.20405,0,0,0,0.77605,19.417019,0.77605,39.301099,0.77605,39.76816,39.301099,0.77605,19.417019,0.77605,19.88408,0,0.77605,19.88408,0.77605,19.88408,0,20.66013,0,0.77605,19.88408,0.77605,0,19.88408,0.77605,0,20.66013,0,0,0.77605,0,0.77605,0,0,0.77605,0,0.77605,0,0,0.77605,0,0.77605,0,0.77605,0,0,0.77605,0,0.77605,0,0,0.77605,0,0.77605,0,0,0.77605,0,0.77605,0,0.77605,0,0,0
EMU-DBC-X,19.804,0,27.508666,0,18.56217,27.508666,0,9.754857,34.775907,4.975232,2.487616,2.487616,37.263523,7.757703,2.487616,35.266369,7.267241,7.757703,29.996282,5.270087,2.487616,37.263523,5.270087,2.487616,70.994257,37.263523,7.757703,0,35.266369,9.754857,2.487616,35.266369,0,15.024944,29.996282,7.757703,2.487616,40.045994,2.487616,2.487616,7.757703,34.775907,7.757703,65.72417,35.266369,7.267241,7.757703,29.996282,7.757703,9.754857,29.996282,5.270087,2.487616,42.53361,2.487616,5.270087,2.487616,40.045994,2.487616,2.487616,32.778753,72.991411,2.487616,35.266369,0,2.487616,15.024944,0
EMU-DTC7-X,11.754282,17.665874,0.197578,0.197578,0.393546,8.928116,5.072489,9.131304,17.85061,0.983062,0.393546,20.676776,9.524852,8.928116,9.317652,4.678941,11.95025,18.244158,9.131304,0.393546,11.951862,17.85061,0.589514,13.614279,9.120072,20.680788,0.591126,0.589514,8.924104,9.328884,9.124084,4.678941,9.51362,0.393546,18.059422,9.120072,0.393546,0.591126,9.124084,9.120072,13.614279,0.393546,9.31604,9.321664,0.393546,9.131304,9.121684,9.320052,4.678941,9.317652,0.393546,17.861842,0.787094,9.120072,0.197578,9.321664,13.416699,9.31604,0.591126,0.393546,9.124084,0.393546,9.327272,0.197578,17.85061,0.197578,0.195968,0.197578
