Korporat Code,W21/2023,W22/2023,W23/2023,W24/2023,W25/2023,W26/2023,W27/2023,W28/2023,W29/2023,W30/2023,W31/2023,W32/2023,W33/2023,W34/2023,W35/2023,W36/2023,W37/2023,W38/2023,W39/2023,W40/2023,W41/2023,W42/2023,W43/2023,W44/2023,W45/2023,W46/2023,W47/2023,W48/2023,W49/2023,W50/2023,W51/2023,W52/2023,W01/2024,W02/2024,W03/2024,W04/2024,W05/2024,W06/2024,W07/2024,W08/2024,W09/2024,W10/2024,W11/2024,W12/2024,W13/2024,W14/2024,W15/2024,W16/2024,W17/2024,W18/2024,W19/2024,W20/2024,W21/2024,W22/2024,W23/2024,W24/2024,W25/2024,W26/2024,W27/2024,W28/2024,W29/2024,W30/2024,W31/2024,W32/2024,W33/2024,W34/2024,W35/2024,W36/2024
A-BGFA200-X,11.628,0,0,0,0.9,0,0,5.813793,5.813793,0,0,0,5.813793,0,0,0,5.813793,0,0,0,0,5.813793,0,0,0,5.813793,0,0,0,5.813793,0,0,0,5.813793,0,0,0,5.813793,0,0,0,5.813793,0,0,0,5.813793,0,0,0,5.813793,0,0,0,5.813793,0,0,0,5.813793,0,0,0,5.813793,0,0,0,0,5.813793,0
A-BGSA200-X,11.277,15.035564,0,11.650102,5.825071,19.167884,17.041592,11.276673,24.992955,7.517782,7.517782,19.167884,13.342853,19.167884,7.517782,19.167884,13.342853,28.691694,11.276673,7.517782,24.992955,7.517782,19.167884,7.517782,24.992955,7.517782,7.517782,19.167884,13.342853,32.450585,7.517782,19.167884,7.517782,19.167884,7.517782,7.517782,19.167884,10.374776,19.167884,7.517782,32.450585,7.517782,7.517782,19.167884,7.517782,19.167884,7.517782,19.167884,7.517782,7.517782,22.926775,17.041592,19.167884,7.517782,19.167884,7.517782,19.167884,7.517782,7.517782,19.167884,7.517782,11.276673,28.691694,7.517782,7.517782,15.408993,0,3.758891
A-EDSM80-X,0,0,0,0,0,0,0,0,0,58.235935,0,0,0,0,0,0,58.235935,0,0,0,0,0,0,58.235935,0,0,0,0,0,0,58.235935,0,0,0,0,0,58.235935,0,0,0,0,0,58.235935,0,0,0,0,0,58.235935,0,0,0,0,0,0,58.235935,0,0,0,0,0,58.235935,0,0,0,0,0,0
ABIL-EM90-X,13.084295,4.948311,19.645628,3.567912,2.96328,4.131465,10.6865,13.696587,20.688233,20.44479,13.227349,29.93201,9.883334,9.835291,36.462978,1.201565,22.293729,1.731843,8.249829,14.285327,35.843667,7.228288,13.034397,4.136728,38.657646,12.748494,13.55913,3.514162,10.676738,11.007456,8.513556,7.894194,28.596073,25.500828,9.60491,7.251967,14.269992,19.588056,20.335902,14.229926,15.074828,7.75642,6.265153,38.126564,5.062708,15.826993,8.449849,14.429631,11.876221,19.290012,19.114174,13.771585,15.880682,7.67421,13.739798,11.921378,21.487434,15.789946,18.692831,9.894589,6.763426,15.542479,21.372917,8.795057,15.493614,15.689404,4.64986,14.601605
ABIL-WE09-X,16.371334,38.682183,0,55.724539,39.435664,49.546301,20.510066,24.271722,36.965344,38.600713,36.309388,29.222478,21.8434,16.093183,13.688286,15.65633,13.326199,14.466004,17.645547,12.135922,3.520408,27.729264,0,28.229048,0,30.122277,0,16.431098,16.093126,12.135922,15.656273,12.850644,14.87862,6.287343,24.271787,3.520408,23.395878,24.586155,14.902849,13.326199,26.078587,19.902448,17.208759,16.455213,13.326256,3.520408,25.824208,1.190334,27.038714,1.905056,30.484364,2.742755,13.326199,14.902849,1.190334,28.154282,1.190334,35.531743,3.957261,15.656338,25.725895,13.326256,0,15.656273,13.763109,1.552421,13.688286,0
ABS-PLNBL-X,0,0,0,0,0.471245,0,0,0,0.471245,0,0,0,0.471245,0,0,0,0.471245,0,0,0,0.471245,0,0,0,0,0.471245,0,0,0,0.471245,0,0,0,0.471245,0,0,0,0.471245,0,0,0,0.471245,0,0,0,0.471245,0,0,0,0.471245,0,0,0,0.471245,0,0,0,0.471245,0,0,0,0.471245,0,0,0,0,0,0
ACTI-ADNL-X,2.408012,0.290339,2.912208,1.746351,0.290339,4.571154,2.697995,1.261122,3.863925,1.261182,2.889208,0.970783,0.290339,7.582561,1.456012,1.261122,1.433196,3.378512,0.290339,3.202547,0.970843,7.269149,1.261195,0.970783,2.231764,1.746351,2.094501,2.231978,0.290339,4.884309,3.183408,2.231965,1.433196,2.426868,1.241983,1.261122,3.687776,4.861493,0.970856,2.212766,1.746351,2.231764,1.261122,4.0362,1.746351,3.718636,1.261122,3.183408,3.569725,0.290339,1.261122,0.290339,4.63942,5.54201,2.231965,1.746351,1.241983,0.290339,3.883064,0.290339,1.241983,3.428297,0.290339,4.173403,0.290339,2.598869,0.951644,0
ACTI-ADPL-X,0.014822,0,0.965181,0,3.6,0,0,0.007411,0,0.965181,3.607411,0.007411,0.007411,0,0.014822,0.014822,3.6,0,0,0.014822,0.965181,0,3.6,0,0.022233,0.007411,0,0,3.614822,0,0.972592,0,0.014822,0.007411,3.6,0,0.007411,0,0.007411,0.007411,3.607411,0.972592,0,0.007411,0,0.007411,3.607411,0,0.014822,0.007411,0,0.965181,3.607411,0.014822,0,0,0,0.007411,3.614822,0,0,0,0.972592,0.007411,0,0,0.007411,3.6
ACTI-AFEW-X,1.509482,0.679604,0.986446,0.987287,0.810991,1.177048,0.900047,1.747464,1.794088,1.945632,0.995845,2.137692,0.810981,1.866362,0.890328,1.781639,0.892037,1.665022,1.081715,1.49038,1.760033,0.891323,1.891303,1.747464,0.903091,0.880562,0.723613,2.528087,0.893317,0.817425,0.889992,2.825113,0.689436,1.789234,0.789726,1.563014,0.89112,0.813861,1.86417,1.847213,0.826825,0.873768,1.380613,2.819408,0.92264,0.696853,1.862948,1.006301,1.665145,0.789062,1.758575,0.618635,0.9882,1.769963,2.752607,0.684457,0.994342,0.48543,2.665247,0.976732,0.796237,0.691027,0.522392,3.020564,0.689439,0.296114,0.206535,0.315724
ACTI-AGTV-X,0.126854,0.092427,0.096027,0.038667,0.076694,0.051933,0.073094,0.073094,0.077455,0.073094,0.038667,0.08276,0.073094,0.038667,0.08276,0.038667,0.102216,0.048333,0.073094,0.08276,0.038667,0.073094,0.048333,0.073094,0.038667,0.08276,0.073094,0.038667,0.08276,0.038667,0.102216,0.08276,0.038667,0.08276,0.038667,0.073094,0.048333,0.073094,0.102216,0.048333,0.073094,0.048333,0.073094,0.073094,0.048333,0.073094,0.038667,0.111882,0.038667,0.073094,0.08276,0.038667,0.073094,0.048333,0.102216,0.08276,0.038667,0.073094,0.048333,0.073094,0.038667,0.111882,0.073094,0.038667,0.08276,0.019333,0.009667,0.019333
ACTI-AICE06-X,3.347,0.298337,2.338093,26.126086,0.715865,2.819803,26.329013,1.331424,3.550054,1.419779,23.76913,0.868919,2.604886,27.598974,7.210633,1.709197,25.840228,7.084185,1.467916,30.343277,24.594093,1.990686,8.193816,23.835379,1.497133,1.746551,10.375689,24.982801,1.370685,1.647268,30.476885,1.293331,2.015538,25.742953,7.35,30.124521,1.448214,26.154305,10.036115,1.90325,24.780934,1.390387,7.474927,1.448214,24.290924,2.475536,7.235488,24.841502,1.765664,2.475166,10.262866,24.768456,31.405423,0.648428,24.632186,8.450032,1.331424,25.036767,1.619473,1.519433,2.745075,30.307593,4.375566,3.28586,24.750144,0.038093,2.046798,1.182405
ACTI-ALARB-X,0.304328,0.034427,1.037267,1.176568,1.139393,0.014511,2.194701,0.044135,2.122773,0.152471,2.061913,0.152264,1.135793,1.088574,1.126747,1.098235,1.745527,0.981061,1.126469,1.229749,1.003389,0.134416,2.189004,0.044135,2.068735,0.13394,2.10666,0.127753,2.086087,0.119288,1.158037,1.121797,0.983706,1.143123,1.181095,1.015002,0.994166,0.251591,2.124918,0.019683,2.205506,0.097087,2.000649,0.16218,2.169805,0.041396,1.592865,1.347524,0.9939,1.015269,1.223289,1.090468,1.028593,1.177167,1.184331,0.034912,2.159996,0.034427,2.09165,0.144704,2.05166,0.064692,1.145768,1.185732,1.018133,0.000485,0.980842,0.11766
ACTI-APLR-X,0,0,0,0,4.854318,0,0,5.971111,0,13.933096,11.821308,6.966105,5.970226,5.971111,4.975232,5.971111,0,9.82955,4.975232,0.995879,4.975232,5.970226,0.995879,4.975232,10.824544,5.971111,4.975232,0.995879,6.966105,4.975232,10.825429,6.966105,0.995879,5.970226,6.96699,6.966105,5.971111,0.995879,6.966105,5.971111,5.970226,0.995879,5.971111,4.975232,6.966105,0.995879,4.975232,6.966105,5.971111,6.966105,5.971111,0.995879,6.966105,4.975232,6.966105,0.995879,5.971111,0.994994,5.971111,5.971111,1.990873,5.971111,6.966105,5.971111,0.994994,5.971111,5.971111,0.995879
ACTI-APSC-X,0,0,1.447772,0,18.017895,0,0,0,18.458333,1.447772,0,0,18.017895,0,0,18.458333,0,0,0,18.017895,1.447772,18.458333,0,0,0,0,18.458333,18.017895,0,0,1.447772,0,18.458333,0,0,18.017895,0,18.458333,0,0,0,1.447772,36.476228,0,0,0,0,18.458333,0,0,18.017895,1.447772,18.458333,0,0,0,0,18.458333,18.017895,0,0,0,1.447772,18.458333,0,0,0,18.017895
ACTI-AR850-X,0,0,0,7.766921,0,0,7.766921,0,0,0,7.766921,0,0,7.766921,1.9045,0,7.766921,1.9045,0,9.52369,7.766921,0,1.9045,7.766921,0,0,1.9045,7.766921,0,0,9.671421,0,0,7.766921,1.9045,9.52369,0,7.766921,1.9045,0,7.766921,0,1.9045,0,7.766921,0,1.9045,7.766921,0,0,1.9045,7.766921,9.52369,0,7.766921,1.9045,0,7.766921,0,0,0,9.671421,0,0,7.766921,0,0,0
ACTI-AVG10X-X,0,0,0,0,45.455537,0,0,4.854369,0,0,0,45.455537,0,0,0,0,0,45.455537,0,0,4.854369,0,0,45.455537,0,0,0,0,0,45.455537,0,0,0,4.854369,0,0,45.455537,0,0,0,0,0,45.455537,0,0,0,4.854369,0,45.455537,0,0,0,0,0,45.455537,0,0,0,4.854369,0,45.455537,0,0,0,0,0,0,0
ACTI-AZCLR-X,0,0,0,29.124344,0.029826,0,0,0,0,0,0,29.15417,0,0,0,0.029826,0,0,29.124344,0,0,0.029826,0,0,0,29.124344,0,0.029826,0,0,0,0,0.029826,29.124344,0,0,0,0.029826,0,0,29.124344,0,0.029826,0,0,0,0,29.124344,0.029826,0,0,0,0.029826,0,29.124344,0,0,0,0.029826,0,0,0,29.124344,0.029826,0,0,0,0
ACTI-BCPL-X,0,0.871017,0,0.871017,0.871017,0,3.261642,0.871017,0,0.871017,0.871017,2.390625,0.871017,0.871017,0,0.871017,3.261642,0,0.871017,0.871017,2.390625,0.871017,0.871017,0,0.871017,3.261642,0,0.871017,0.871017,0,3.261642,0.871017,0.871017,0,3.261642,0.871017,0.871017,0.871017,0,3.261642,0.871017,0.871017,0.871017,2.390625,0.871017,0.871017,0.871017,0.871017,2.390625,0.871017,0.871017,0.871017,0.871017,2.390625,0.871017,0.871017,0.871017,3.261642,0,0.871017,0.871017,0,0.871017,3.261642,0.871017,0,0,0
ACTI-BTWH-X,0,1.494962,0,9.772418,0.3,1.904659,9.772418,0,0,4.918049,6.759028,4.918049,0,4.854369,7.285147,1.142841,4.854369,0,4.918049,6.759028,0,4.918049,4.854369,0,7.285147,4.854369,0,4.918049,4.854369,1.142841,6.822708,4.854369,0,0.462439,9.772418,1.904659,0,4.918049,4.854369,0,4.918049,6.759028,0,6.523329,4.854369,0,0,11.677077,0,0,9.772418,0,0.462439,11.677077,0,0,9.772418,1.142841,1.904659,4.918049,4.854369,0.462439,0,9.772418,1.904659,0,0,0
ACTI-BWCTA-X,0,29.12452,0,29.125648,0,0,0,0,0,58.250168,0,0,0,0,0,0,29.125648,58.24904,0,0,0,0,29.125648,0,0,0,10.110806,0,0,0,0,0,29.12452,0,0,0,0,0,29.12452,0,0,0,0,0,0,29.12452,0,0,0,0,0,0,29.12452,0,0,0,0,0,0,0,29.12452,0,0,0,0,0,0,29.12452
ACTI-CBSS-AM,0,0.085,0.097077,0,0.194067,0.097213,0.388357,0.193045,0.387112,0.289899,0.581043,0.482943,0.387112,0.387112,0.58002,0.387112,0.290258,0.482943,0.289899,0.484189,0.386089,0.484325,0.581179,0.678615,0.580156,0.678752,0.581898,0.87166,0.581538,0.678752,0.774583,0.873042,0.678752,0.774583,0.873178,0.775965,0.970255,0.969009,1.456456,1.55367,1.649364,1.55367,1.748096,1.746714,1.845173,1.748096,1.746714,1.358884,1.359107,1.357861,1.26203,0.970391,0.970391,1.163299,0.970391,0.873178,0.969009,0.970255,0.873178,0.969009,1.261671,1.261894,1.357502,1.26203,0.970391,0.971413,0.874559,0.874559
ACTI-CPXY-X,0,0.145169,0,0.145169,0.145169,0,2.535794,0.145169,0.466016,0.145169,0.145169,2.390625,0.145169,0.145169,0,0.145169,2.535794,0.466016,0.145169,0.145169,2.390625,0.145169,0.145169,0,0.145169,3.00181,0,0.145169,0.145169,0,2.535794,0.145169,0.145169,0.466016,2.535794,0.145169,0.145169,0.145169,0,2.535794,0.145169,0.145169,0.611185,2.390625,0.145169,0.145169,0.145169,0.145169,2.390625,0.145169,0.611185,0.145169,0.145169,2.390625,0.145169,0.145169,0.145169,2.535794,0,0.611185,0.145169,0,0.145169,2.535794,0.145169,0,0,0
ACTI-CRNGW-X,0,0,0,0,0,0,1.989989,3.981747,5.969967,9.955252,3.983516,3.981747,3.979978,3.981747,1.989989,3.981747,1.989989,1.989989,1.989989,3.981747,1.989989,3.979978,3.981747,0,3.979978,3.981747,1.989989,1.991758,5.971736,1.989989,3.981747,5.971736,3.981747,3.979978,5.973505,5.971736,3.981747,3.981747,5.971736,3.981747,1.989989,3.981747,3.981747,1.989989,3.981747,3.981747,1.989989,5.971736,3.981747,5.971736,3.981747,3.981747,5.971736,0,5.971736,3.981747,3.981747,3.979978,3.981747,1.991758,7.961725,3.981747,5.971736,3.981747,3.979978,1.991758,3.981747,3.981747
ACTI-CSR10S-X,0.039,0,0.038093,0.039261,0.038093,1.410541,0.039261,0.038093,0.077354,0,0.077354,0.038093,0.077354,0,0.077354,0.077354,0,0.077354,0.038093,0.077354,0,0.077354,0.038093,0.039261,0.077354,0.038093,1.410541,0,0.077354,0.038093,0.077354,0,0.077354,0.077354,0,0.077354,0.038093,0.077354,0,0.077354,0.038093,0.077354,0.039261,0.038093,0.077354,0.038093,0.039261,1.37128,0.077354,0.038093,0.039261,0.077354,0.038093,0.039261,0.038093,0.077354,0.038093,0.039261,0.038093,0.077354,0.077354,0,0.077354,0.038093,0.039261,0.038093,0,0
ACTI-DNA-X,0,0,0,0,0.291213,0,0,0.291213,0,0,0.291213,0,0.291213,0,0,0.291213,0,0,0.291213,0,0,0.291213,0,0,0.291213,0,0,0.291213,0,0,0.291213,0,0,0.291213,0,0,0.291213,0,0,0.291213,0,0,0.291213,0,0,0.291213,0,0,0.291213,0,0.291213,0,0,0.291213,0,0,0.291213,0,0,0.291213,0,0,0.291213,0,0,0,0,0.291213
ACTI-DPTSGLC-X,0,0,0.46,0.470361,0,0.470361,0.26,0,0,0,0,0,0.210361,0,0,0,0.210361,0,0,0,0,0,0.210361,0,0,0,0,0.210361,0,0,0,0,0,0.210361,0,0,0,0.210361,0,0,0.210361,0,0,0,0,0.210361,0,0,0,0.210361,0,0,0.210361,0,0,0.210361,0,0,0,0.210361,0,0,0,0.210361,0,0,0.210361,0
ACTI-ECFA-X,4.368932,2.912621,2.434132,2.918204,2.437062,2.921134,2.427184,2.912621,2.912621,2.427184,2.912621,2.468651,2.912657,2.951154,2.468687,2.949657,2.464307,2.952731,2.914226,2.427323,2.914264,2.430402,2.914363,2.912853,2.430409,2.915831,2.427409,2.912853,2.914342,2.430373,2.912882,2.430416,2.91586,2.912882,2.427452,2.915883,2.430453,2.912912,2.914466,2.430532,2.914487,2.42905,2.914458,2.914466,2.429021,2.915955,2.427547,2.915898,2.914422,2.427504,2.917386,2.429014,2.912941,2.430489,2.915919,2.912882,2.428912,2.914364,2.428926,2.912861,2.915919,2.430467,2.912927,2.428985,2.917349,1.45655,1.458054,1.45655
ACTI-ECTC-X,0.199329,2.787756,0.317725,0.073693,0.858885,0.628738,0.479798,3.974945,0.063556,1.189476,0.650774,0.106021,0.089674,0.119952,4.566234,0.504695,0.091137,0.133325,0.954987,0.621045,0.368462,3.989695,0.085919,0.521453,3.207177,0.077622,0.084669,0.087013,4.848136,0.135332,0.918816,0.495893,0.077898,0.081958,0.069415,0.652391,3.989824,0.084722,0.969354,0.063617,0.544553,0.936386,0.044561,2.61171,4.005484,0.083337,0.047649,0.677373,1.375173,0.085647,0.093852,0.421869,3.938663,0.65839,0.10114,0.033542,0.554372,0.959158,0.651288,0.107027,0.079207,6.45542,0.28418,0.106488,0.623724,0.047844,0.043032,0.01011
ACTI-ECTNOL-X,0.231,0.36495,0.134115,0.36495,0.134115,0.320245,0.320245,0.044705,0.36495,0.230835,0.044705,0.320245,0.27554,0.320245,0.08941,0.320245,0.230835,0.044705,0.320245,0.320245,0.320245,0.044705,0.320245,0.27554,0.36495,0.08941,0.230835,0.044705,0.230835,0.27554,0.134115,0.27554,0.044705,0.320245,0.044705,0.230835,0.27554,0.08941,0.320245,0,0.320245,0.044705,0.320245,0.08941,0.27554,0,0.230835,0.134115,0.27554,0.230835,0.134115,0.320245,0,0.230835,0.08941,0.36495,0.044705,0.27554,0,0.320245,0.044705,0.320245,0.27554,0.044705,0.320245,0,0.044705,0
ACTI-FPMG-X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004624,0.011428,0,0,0,0,0,0,0,0,0.004624,0.583468,0,0,0,0.011428,0,0,0,0.004624,0,0,0,0,0,0,0,0,0,0.016052,0.583468,0,0,0,0,0,0,0,0.004624,0,0,0,0,0.011428,0,0,0,0.004624,0,0.583468,0,0,0,0
ACTI-GRPLMD-X,0,0.000331,0,0.0386,0.024585,0.092308,0,0,0,0,0.092677,0.100873,0.092308,0.092308,0,0,0,0,0.068041,0.184985,0,0.184246,0,0.019702,0,0.028637,0.092308,0.092677,0,0.092308,0.091938,0,0.140647,0.019702,0.039404,0.092677,0.019702,0.11201,0.019702,0.140647,0.091938,0.019702,0.019702,0.019702,0.092677,0.092308,0.101243,0.019702,0.039404,0.11164,0.019702,0,0.112379,0.193551,0,0.059106,0,0.019702,0.019702,0.091938,0.19392,0.019702,0.092308,0.059106,0.019702,0,0,0.019702
ACTI-GRR-X,0,0,0,0,0.3,0,0,0,0,2.912621,0,0,0,0,0,0,0,0,2.912621,0,0,0,0,0,1.087961,0,0,0,2.912621,0,0,0,0,0,0,0,0,0,2.912621,0,0,0,0,1.087961,0,0,0,0,2.912621,0,0,0,0,0,0,0,0,2.912621,0,0,0,1.087961,0,0,0,0,0,0
ACTI-HAOL-X,0.01,0,0,0,0,0,0.023994,0,0.009709,0,0,0.009709,0,0,0.109181,0.014285,0.009709,0,0,0.009709,0,0,0.009709,0.014285,0,0.009709,0.099472,0.009709,0,0,0.009709,0.014285,0,0.009709,0,0,0.009709,0,0.009709,0,0.113757,0.009709,0,0,0.009709,0,0,0.009709,0.014285,0.009709,0,0,0.009709,0,0.099472,0.009709,0.014285,0,0.009709,0,0,0.009709,0,0.009709,0,0,0,0
ACTI-HDR-X,21.21837,8.957125,7.918573,3.680232,8.786329,6.646436,8.159123,10.146582,5.328845,15.400651,4.983629,8.568364,6.414271,3.911543,7.751006,8.101456,16.313772,2.909796,7.414147,11.691434,4.989499,24.945804,6.403594,5.752006,8.101217,16.08811,5.954517,23.250001,12.866688,3.969274,9.622489,12.918102,21.125238,6.932753,6.624463,9.303533,4.80195,24.799251,14.408508,2.70788,7.122934,9.943039,11.041543,30.649513,4.592457,7.414147,6.352662,13.132954,21.271791,7.384752,6.381893,3.806691,7.411976,30.883419,11.262951,10.714674,9.251796,5.723291,4.394877,26.692703,2.339811,15.892741,6.448119,3.911543,7.455255,0.966667,0.483333,3.613853
ACTI-HFG-X,38.911,16.858678,16.312736,71.063282,36.981244,56.906657,88.751895,33.338882,45.856664,73.932763,71.564254,80.595816,47.750637,52.76791,74.673025,38.090258,55.173154,47.101023,55.735199,64.862009,44.096617,62.433585,66.058555,34.207795,85.657377,48.218814,34.462897,54.162305,49.826293,43.894315,61.938263,49.836896,29.544668,68.934363,42.847736,33.815004,65.023547,43.151397,42.838965,49.037813,50.968023,53.13628,38.183101,63.405188,52.34902,34.389348,40.291061,63.977627,52.28733,43.368989,61.15651,40.938528,48.21222,56.928157,38.063211,47.344132,65.028568,37.26036,24.678497,59.989775,68.692391,17.076926,58.966765,45.196501,32.8073,10.008716,20.320401,12.596756
ACTI-HXCTEC-X,0,0,0.523636,0,29.826401,0,0.523636,0.995879,0,3.982631,1.991758,31.817274,1.51863,0.995879,0,30.82228,0,0.523636,0,0.995879,0,30.821395,1.519515,0,0.994994,0.995879,0,30.82228,2.514509,0,0.995879,1.990873,30.82228,1.51863,1.991758,1.990873,0.995879,30.82228,2.514509,0.995879,0.994994,0.995879,30.82228,0,2.514509,0.995879,0,1.990873,30.82228,2.514509,0.995879,0.995879,31.817274,0,2.514509,0.995879,0.995879,0.994994,30.82228,0.995879,2.514509,0.995879,1.990873,30.82228,0.994994,0.995879,0.995879,1.519515
ACTI-HYRP-X,0,0,0,0,0,0,0.142846,0,0,0,0,0,0,0,0.009947,0.142846,0,0,0,0,0,0,0,0.142846,0,0,0.009947,0,0,0,0,0.142846,0,0,0,0,0,0,0,0,0.152793,0,0,0,0,0,0,0,0.142846,0,0,0,0,0,0.009947,0,0.142846,0,0,0,0,0,0,0,0,0,0,0
ACTI-IVLNC-X,0,0.000331,0.523636,1.93,1.293012,4.615385,0.523636,0.582427,0,0,5.216273,4.605858,5.721448,4.615385,0.924878,2.868109,0,0.523636,0.650468,9.249231,0,9.794735,0.523636,0.019702,1.507305,0.612105,4.615385,5.216273,0.523636,6.901067,5.17935,0,4.663724,2.050643,0.039404,4.633846,0.602129,4.635087,0.543338,5.246151,4.596923,0.019702,0.602129,3.230262,5.74095,5.197812,4.62432,0.019702,0.621831,5.140261,0.602129,0,5.578426,9.822132,0.523636,0.059106,0.582427,2.305384,0.019702,5.17935,9.781802,0.94458,5.197812,0.642574,0.019702,0,0,1.125765
ACTI-LTL-X,0,0,1.183191,0,0.75,1.183191,0,0,1.183191,0,0,0,1.183191,0,0,1.183191,0,0,1.183191,0,0,1.183191,0,0,2.719903,1.183191,0,0,1.183191,0,0,1.183191,0,0,1.183191,0,0,1.183191,0,0,0,1.183191,0,2.719903,1.183191,0,0,1.183191,0,0,1.183191,0,0,1.183191,0,0,0,1.183191,0,0,1.183191,2.719903,0,1.183191,0,0,0,0
ACTI-LW36-X,0,0,0,0,0,0,0,0,0,0,0,2.912406,0,0,0,0,0,0,0,0,0,0,0,2.912406,0,0,0,0,0,0,0,0,0,0,0,2.912406,0,0,0,0,0,0,0,0,0,0,0,2.912406,0,0,0,0,0,0,0,0,0,0,0,2.912406,0,0,0,0,0,0,0,0
ACTI-MDIC-X,1.456012,0,0,1.456012,0,3.428297,1.456012,0,0,0,1.456012,0,0,3.428297,1.456012,0,0,1.456012,0,0,0,4.884309,0,0,0,1.456012,0,0,0,4.884309,0,0,0,1.456012,0,0,1.456012,3.428297,0,0,1.456012,0,0,0,1.456012,3.428297,0,0,1.456012,0,0,0,1.456012,3.428297,0,1.456012,0,0,0,0,0,3.428297,0,0,0,1.456012,0,0
ACTI-MEBSA-X,5.8,5.8,5.8,6.293779,11.633488,6.289596,13.57546,13.817132,19.881773,34.447157,13.817132,21.094347,27.409309,24.982188,24.492591,24.982188,7.750051,30.80314,13.817132,14.542126,19.156779,24.496692,15.998389,18.671418,27.894723,25.46344,23.525925,5.32293,27.405126,30.807323,13.817132,25.948854,14.546227,26.919703,13.817132,23.525925,30.80314,4.837516,24.982188,24.492591,15.273395,14.542126,19.642267,24.982188,25.463358,5.32293,24.496774,25.948854,28.380211,13.817132,26.919703,13.57546,15.273395,24.492591,30.807323,15.512893,16.701709,13.57546,24.492591,16.244244,18.429746,24.492591,24.982188,24.496774,4.833333,23.048854,20.625925,1.933333
ACTI-MGCPW-X,0,0,0,0,0.000387,0.000774,0.007236,0,0.006462,0.001161,0.013311,0.001275,0.012924,0.006849,0.007623,0.007737,0.006462,0.006849,0.006462,0.007623,0.006849,0.006849,0.006462,0.006849,0.007236,0.008124,0.006462,0.006849,0.006462,0.007236,0.014586,0,0.013311,0.000774,0.012924,0.000774,0.013311,0.000387,0.013311,0.000888,0.014085,0.000387,0.012924,0.000387,0.013698,0.001662,0.012924,0,0.013311,0.007623,0.006849,0.006462,0.00735,0.007623,0.006849,0.006849,0.006462,0.007623,0.006462,0.007737,0.006849,0.006849,0.007236,0.006462,0.006849,0,0.006462,0
ACTI-MGCS-X,0.004,0.399104,0.00053,0,0.135843,0.286009,0.214533,0.293977,0.002511,0.439136,0.286488,0.002409,0.003037,0.000526,0.579884,0.214843,0.002727,0.002672,0.437729,0.286488,0.003155,0.294024,0.000526,0.214796,0.614605,0.003037,0.000789,0.002409,0.729242,0.002464,0.290088,0.214843,0.000789,0.004873,0.000573,0.286488,0.293922,0.002774,0.437419,0.000789,0.216942,0.288693,0.000789,0.328906,0.292349,0.002464,0.002935,0.286535,0.651689,0.004873,0.000573,0.002243,0.293922,0.288473,0.000789,0.000526,0.216942,0.439667,0.286488,0.002146,0.001099,0.620474,0.001272,0.002719,0.286225,0,0.002464,0.000263
ACTI-MRV-X,0.196,0,0.190467,0.196306,0.190467,0.386773,0.196306,0.190467,0.386773,0,0.386773,0.190467,0.386773,0,0.386773,0.386773,0,0.386773,0.190467,0.386773,0,0.386773,0.190467,0.196306,0.386773,0.190467,0.386773,0,0.386773,0.190467,0.386773,0,0.386773,0.386773,0,0.386773,0.190467,0.386773,0,0.386773,0.190467,0.386773,0.196306,0.190467,0.386773,0.190467,0.196306,0.190467,0.386773,0.190467,0.196306,0.386773,0.190467,0.196306,0.190467,0.386773,0.190467,0.196306,0.190467,0.386773,0.386773,0,0.386773,0.190467,0.196306,0.190467,0,0
ACTI-OX229PF-X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169197,0.159278,0.139365,0.109548,0.069725,0.049772,0.049772,0.159285,0.129466,0.149319,0.149334,0.13937,0.069644,0.089657,0.139365,0.139326,0.039806,0.07961,0.049757,0.059759,0.159304,0.149353,0.099495,0.189128,0.08961,0.149334,0.139438,0.159253,0.099561,0.109529,0.079615,0.11948,0.099517,0.149338,0.169204,0.08961,0.189128,0.099644,0.129366,0.15921,0.119496,0.129446,0.08961,0.11944,0.129447,0.099563,0.159255,0.149334,0.049772,0.209034,0.079691,0.129399,0.089577,0.139325
ACTI-OXYWAL-X,0,0,0,0,0,0,0.00995,0.00995,0.02985,0.00995,0,0,0.00995,0.00995,0.00995,0.00995,0.00995,0.00995,0.00995,0.00995,0.00995,0.00995,0.00995,0,0.00995,0.00995,0.00995,0,0.00995,0.00995,0.00995,0.00995,0.00995,0.00995,0.00995,0.00995,0.00995,0.00995,0.00995,0.00995,0,0.00995,0.00995,0.00995,0,0.00995,0.00995,0.00995,0.00995,0.00995,0.00995,0.00995,0.00995,0,0.00995,0.00995,0.00995,0.00995,0.00995,0,0.0199,0.00995,0.00995,0.00995,0.00995,0,0.00995,0.00995
