Kode Item,UOM,W23/2023,W24/2023,W25/2023,W26/2023,W27/2023,W28/2023,W29/2023,W30/2023,W31/2023,W32/2023,W33/2023,W34/2023,W35/2023,W36/2023,W37/2023,W38/2023,W39/2023,W40/2023,W41/2023,W42/2023,W43/2023,W44/2023,W45/2023,W46/2023,W47/2023,W48/2023,W49/2023,W50/2023,W51/2023,W52/2023,W01/2024,W02/2024,W03/2024,W04/2024,W05/2024,W06/2024,W07/2024,W08/2024,W09/2024,W10/2024,W11/2024,W12/2024,W13/2024,W14/2024,W15/2024,W16/2024,W17/2024,W18/2024,W19/2024,W20/2024,W21/2024,W22/2024,W23/2024,W24/2024,W25/2024,W26/2024,W27/2024,W28/2024,W29/2024,W30/2024,W31/2024,W32/2024,W33/2024,W34/2024,W35/2024,W36/2024,W37/2024,W38/2024,W39/2024
CAPA-MKLCR0-OMG,Pc(s),328680,299990,380520,277796,265256,316952,246520,269456,291872,300212,261964,277796,300212,304412,273596,254920,252716,300212,277796,304412,207364,308612,300212,277796,277796,242380,346412,281996,291872,287672,277796,228304,296012,304412,277796,269456,268936,269456,261056,290336,326828,194824,336596,322628,281996,277796,228304,305888,286196,265256,287672,246520,281996,308552,269456,304412,224104,275132,332396,296012,304412,273596,242380,265256,316952,147268,134728,157144,159808
CAPA-MKLCSER0-OMG,Pc(s),106320,53160,159480,65652,0,12492,159480,0,53160,159480,0,53160,0,0,159480,0,53160,0,0,159480,0,53160,0,159480,0,0,53160,0,159480,0,53160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPA-MPR0-EM,Pc(s),0,15908,0,0,31613,16452,0,0,0,15908,15802,24400,0,15764,0,7901,7901,15908,24400,0,7901,0,0,23665,0,48209,0,0,0,0,7901,7901,16452,23712,15908,0,7901,7901,0,16452,7948,0,23809,15764,7901,16452,0,7901,7948,0,23809,0,16452,23665,0,7948,0,7901,23809,16452,0,0,0,0,7948,15764,7901,0,0
CAPA-NCLADR0-W,Pc(s),0,0,0,43160,10790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPA-NGS01R0-E,Pc(s),0,0,0,0,15384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPA-NGS07R0-E,Pc(s),0,0,0,0,15384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPA-NWLS01R0-E,Pc(s),0,0,0,0,31200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPA-PCM7R0-W,Pc(s),0,0,0,0,0,28136,0,0,0,0,28136,0,0,0,0,28136,0,0,0,0,28136,0,0,0,0,28136,0,0,0,0,28136,0,0,0,0,28136,0,0,0,0,0,28136,0,0,0,0,28136,0,0,0,0,28136,0,0,0,0,28136,0,0,0,0,0,28136,0,0,0,0,0,0
CAPA-PM01R0-E,Pc(s),0,0,0,0,0,5238,0,0,0,0,0,0,0,0,5238,0,0,0,0,0,0,0,5238,0,0,0,0,0,0,0,0,5238,0,0,0,0,0,0,0,0,5238,0,0,0,0,0,0,0,5238,0,0,0,0,0,0,0,5238,0,0,0,0,0,0,0,5238,0,0,0,0
CAPA-PM02R0-E,Pc(s),0,0,0,0,2900,0,9412,0,0,0,0,0,0,0,9412,0,0,0,0,0,0,0,9412,0,0,0,0,0,0,0,0,9412,0,0,0,0,0,0,0,0,9412,0,0,0,0,0,0,0,9412,0,0,0,0,0,0,0,9412,0,0,0,0,0,0,0,9412,0,0,0,0
CAPA-PM03R0-E,Pc(s),2900,0,0,0,0,0,5238,0,0,0,0,5238,0,0,0,0,0,5238,0,0,0,0,5238,0,0,0,0,0,0,5238,0,0,0,0,5238,0,0,0,0,0,5238,0,0,0,0,0,5238,0,0,0,0,0,5238,0,0,0,0,0,5238,0,0,0,0,0,5238,0,0,0,0
CAPA-PM04R0-E,Pc(s),0,0,0,0,0,0,5238,0,0,0,0,0,0,5238,0,0,0,0,0,0,0,5238,0,0,0,0,0,0,5238,0,0,0,0,0,0,5238,0,0,0,0,0,0,0,0,5238,0,0,0,0,0,0,5238,0,0,0,0,0,0,0,5238,0,0,0,0,0,0,0,5238,0
CAPA-PM05R0-E,Pc(s),2900,0,2900,0,2900,0,16716,0,0,0,0,0,0,0,16716,0,0,0,0,0,0,0,16716,0,0,0,0,0,0,0,0,16716,0,0,0,0,0,0,0,16716,0,0,0,0,0,0,0,0,0,16716,0,0,0,0,0,0,0,16716,0,0,0,0,0,0,0,0,16716,0,0
CAPA-PPLLCBR0-MO,Pc(s),0,1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPA-PPLLR0-MO,Pc(s),0,0,0,1760,0,0,0,0,1760,0,0,0,0,1760,0,0,0,0,0,1760,0,0,0,0,1760,0,0,0,0,1760,0,0,0,0,0,1760,0,0,0,0,1760,0,0,0,0,1760,0,0,0,0,0,1760,0,0,0,0,1760,0,0,0,0,1760,0,0,0,0,0,0,0
CAPA-PTCLCR0-MO,Pc(s),0,0,0,0,0,0,8158,0,0,0,0,0,0,8158,8158,8158,0,0,0,0,0,8158,0,0,0,0,0,0,8158,8158,8158,0,0,0,0,0,8158,0,0,0,0,0,0,8158,8158,0,0,8158,0,0,8158,0,0,0,0,0,0,8158,0,8158,0,0,0,0,8158,0,0,8158,0
CAPA-PTMLCR1-MO,Pc(s),60572,0,6376,0,9564,19128,28692,31880,25504,25504,35068,28692,25504,35068,22316,38256,25504,28692,28692,28692,35068,25504,25504,35068,28692,22316,35068,28692,28692,31880,28692,25504,25504,35068,31880,25504,31880,22316,38256,25504,31880,25504,28692,35068,22316,35068,25504,25504,31880,28692,31880,25504,35068,22316,35068,31880,25504,25504,35068,25504,28692,25504,35068,22316,35068,3188,3188,9564,3188
CAPA-SLAMR0-E,Pc(s),3937,0,0,0,0,3937,0,0,3937,0,0,0,3937,0,0,3937,0,0,0,3937,0,0,0,3937,0,0,3937,0,0,0,3937,0,0,0,3937,0,0,0,3937,0,0,3937,0,0,0,3937,0,0,0,3937,0,0,0,3937,0,0,3937,0,0,0,3937,0,0,0,3937,0,0,0,0
CAPA-SLEL-WABS,Pc(s),0,0,0,0,24948,0,0,0,0,0,0,24948,0,0,0,0,0,24948,0,0,0,0,0,24948,0,0,0,0,0,24948,0,0,0,0,0,24948,0,0,0,0,0,24948,0,0,0,0,0,24948,0,0,0,0,0,24948,0,0,0,0,0,24948,0,0,0,0,0,0,0,0,24948
CAPA-SMUBCCR0-E,Pc(s),6452,0,0,0,0,0,0,0,0,0,0,6452,0,0,0,0,0,6452,0,0,0,0,0,6452,0,0,0,0,0,6452,0,0,0,0,0,6452,0,0,0,0,0,6452,0,0,0,0,0,6452,0,0,0,0,0,6452,0,0,0,0,0,6452,0,0,0,0,0,0,0,0,6452
CAPA-SMUBCR0-E,Pc(s),6704,3352,0,0,3352,1748,3352,0,3352,3352,1748,1604,3352,3352,1748,1604,3352,1748,3352,1604,1748,3352,3352,0,3352,3352,1748,1604,3352,1748,3352,0,3352,3352,1748,1604,3352,1748,3352,1604,1748,3352,3352,0,3352,3352,0,3352,3352,1748,1604,3352,1748,3352,1604,1748,3352,3352,0,3352,1748,1604,3352,1748,1604,1748,0,1604,0
CAPA-SMULCR0-E,Pc(s),0,0,0,0,0,0,1676,0,1676,0,1676,3352,1676,1676,1676,1676,1676,0,1676,3352,0,0,3352,0,1676,1676,3352,1676,0,0,3352,1676,0,3352,1676,1676,0,0,5028,0,1676,1676,1676,0,1676,1676,1676,3352,0,3352,0,0,3352,1676,1676,1676,0,3352,0,0,1676,0,3352,1676,0,0,0,0,0
CAPA-SMULGR0-E,Pc(s),164,0,0,0,164,328,820,656,656,820,656,656,984,492,984,820,656,820,820,656,820,656,820,656,820,656,820,656,820,492,984,656,656,820,820,656,820,656,820,492,820,820,656,656,984,492,820,820,492,984,656,820,656,820,656,820,656,820,164,328,328,328,328,656,492,328,492,0,0
CAPA-SMULMR0-E,Pc(s),3772,0,164,656,820,1312,1804,1640,2296,1640,1804,2460,2132,2132,2460,1968,2132,2624,1968,1968,2132,2296,2132,2624,2296,2296,2296,2460,2132,2460,2296,2296,2296,2460,2296,2132,2460,2296,2296,2460,2132,2132,2460,2296,2460,2132,2296,2296,2460,2460,1968,2460,2296,2460,2460,1968,2132,2296,1476,1312,984,1476,1148,1804,1968,820,820,656,164
CAPA-SMUMR0-E,Pc(s),6024,0,0,6024,0,0,0,6024,0,0,6024,0,0,0,6024,0,0,6024,0,0,0,6024,0,0,0,6024,0,0,0,6024,0,0,0,6024,0,0,6024,0,0,0,6024,0,0,0,6024,0,0,0,6024,0,0,6024,0,0,0,6024,0,0,0,6024,0,0,0,0,6024,0,0,0,0
CAPA-TVEMR2-WAL,Pc(s),0,25913,0,0,25913,0,25913,0,0,25913,0,25913,0,25913,0,25913,0,0,25913,0,25913,0,25913,0,0,25913,0,25913,0,25913,0,0,25913,0,25913,0,25913,0,25913,0,0,25913,0,25913,0,25913,0,0,25913,0,25913,0,25913,0,25913,0,0,25913,0,25913,0,0,25913,0,25913,0,0,0,0
CAPA-WCADLPR0-W,Pc(s),19992,19992,36652,16660,61771,58191,76288,39984,72420,55760,49980,157340,59092,49980,59092,53312,57076,55760,46648,73552,45764,56644,47080,56775,43316,52428,46648,50101,56192,36652,42252,43498,45764,42432,50412,39100,39984,49096,33320,55760,37084,39984,42432,39984,42432,43316,46196,43316,45764,124656,52428,39984,49528,33320,45764,43316,52428,33320,42864,45764,29988,45764,29988,45764,43316,12876,19992,12444,12444
CAPA-WCPRLR0-W,Pc(s),0,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,596,0,0,0,0,0,0,596,596,596,0,596,0,0,0,596,596,0,0,0,0,596,0,1788,0,596,0,0,0,0,596,0,0,1192,0,0,596,596,596,0,0,596,0,0,0,596,596,0,0,0,0,0
CAPA-WCTR0-E,Pc(s),10752,3584,1076,14276,4660,8244,11828,11828,7168,8244,11828,8244,14336,4660,8244,15412,3584,11828,8244,10752,8244,8244,7168,11828,8244,8244,10752,11828,8244,7168,8244,8244,10752,4660,11828,7168,11828,11828,3584,11828,8244,8244,7168,8244,11828,10752,8244,8244,10752,4660,11828,3584,15412,4660,10752,8244,8244,14336,4660,3584,11828,3584,11828,8244,7168,0,3584,0,0
CAPA-WCUCR0-IP,Pc(s),0,0,7448,5985,7448,5985,0,0,0,4788,1596,0,4788,0,1596,1596,1596,0,3192,1596,1596,0,3192,3192,0,0,3192,1596,0,3192,3192,0,0,4788,1596,0,1596,3192,1596,1596,3192,0,1596,3192,1596,1596,1596,1596,3192,1596,0,3192,3192,0,3192,0,1596,0,4788,1596,0,3192,3192,0,1596,1596,1596,3192,1596
CAPA-WCVML10R1-W,Pc(s),0,6548,0,0,6548,0,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,6548,0,6548,0,6548,6548,0,6548,0,0,0,6548
CAPA-WCVML11R1-W,Pc(s),0,0,0,6548,0,6548,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,6548,0,6548,0,6548,0,6548,6548,0,0,0,0
CAPA-WCVML12R1-W,Pc(s),6548,13096,0,6548,6548,6548,13096,6548,6548,6548,13096,6548,6548,6548,6548,13096,6548,6548,6548,13096,6548,6548,6548,6548,13096,6548,6548,6548,13096,6548,6548,6548,6548,13096,6548,6548,6548,6548,13096,6548,6548,6548,6548,13096,6548,6548,6548,13096,6548,6548,6548,6548,13096,6548,6548,6548,6548,13096,6548,6548,6548,6548,6548,6548,13096,0,6548,0,0
CAPA-WCVML13R1-W,Pc(s),6548,13096,0,6548,6548,6548,6548,13096,6548,6548,6548,13096,6548,6548,6548,13096,6548,6548,13096,6548,6548,6548,13096,6548,6548,13096,6548,6548,6548,13096,6548,6548,6548,13096,6548,6548,6548,13096,6548,6548,6548,13096,6548,6548,13096,6548,6548,6548,13096,6548,6548,6548,13096,6548,6548,6548,13096,6548,6548,6548,6548,6548,6548,13096,6548,0,6548,6548,0
CAPA-WCVML14R1-W,Pc(s),0,6548,0,6548,0,6548,6548,0,6548,6548,0,6548,6548,6548,6548,6548,6548,0,6548,6548,6548,6548,6548,6548,0,6548,6548,6548,6548,6548,6548,0,6548,6548,6548,6548,6548,0,6548,6548,6548,6548,6548,6548,0,6548,6548,6548,6548,6548,6548,0,6548,6548,6548,6548,6548,6548,0,6548,6548,0,6548,6548,6548,0,0,6548,0
CAPA-WCVML9R1-W,Pc(s),6548,6548,0,6548,6548,6548,0,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,0,6548,6548,6548,0,0,6548
CAPA-WCVMLM1R0-W,Pc(s),6548,0,0,0,0,0,6548,0,0,6548,0,0,6548,0,6548,0,0,6548,0,0,6548,0,6548,0,0,6548,0,0,6548,0,6548,0,0,6548,0,0,6548,0,6548,0,0,6548,0,0,6548,0,6548,0,0,6548,0,0,6548,0,0,6548,0,6548,0,0,0,6548,0,0,6548,0,0,0,0
CAPA-WCVMLM2R0-W,Pc(s),0,0,0,0,6548,0,0,0,6548,0,0,6548,0,0,6548,0,6548,0,0,6548,0,0,6548,0,0,6548,0,0,6548,0,0,6548,0,0,6548,0,0,6548,0,6548,0,0,6548,0,0,6548,0,0,6548,0,0,6548,0,0,6548,0,0,6548,0,0,0,6548,0,0,6548,0,0,0,0
CAPA-WCVMLM3R0-W,Pc(s),0,0,0,6548,0,0,0,0,6548,0,0,0,6548,0,0,6548,0,0,0,6548,0,0,0,6548,0,0,6548,0,0,0,6548,0,0,0,6548,0,0,6548,0,0,0,6548,0,0,0,6548,0,0,6548,0,0,0,6548,0,0,0,6548,0,0,0,6548,0,0,0,6548,0,0,0,0
CAPA-WCVMLM4R1-W,Pc(s),0,6548,0,0,6548,0,0,6548,0,6548,0,6548,0,6548,0,6548,0,0,6548,0,6548,0,6548,0,6548,0,6548,0,6548,0,6548,0,0,6548,0,6548,0,6548,0,6548,0,6548,0,6548,0,0,6548,0,6548,0,6548,0,6548,0,6548,0,6548,0,0,6548,0,6548,0,6548,0,0,0,0,0
CAPA-WCVMLM5R2-W,Pc(s),0,6548,0,0,6548,0,6548,0,6548,0,6548,6548,0,6548,0,6548,6548,0,6548,0,6548,6548,0,6548,0,6548,6548,0,6548,0,6548,6548,0,6548,0,6548,6548,0,6548,0,6548,6548,0,6548,0,6548,6548,0,6548,0,6548,6548,0,6548,0,6548,6548,0,6548,0,6548,0,6548,6548,0,0,0,6548,0
CAPA-WCVMLM6R0-W,Pc(s),6548,0,0,0,6548,0,0,0,6548,0,0,6548,0,0,6548,0,0,0,6548,0,0,6548,0,0,6548,0,0,6548,0,0,6548,0,0,0,6548,0,0,6548,0,0,6548,0,0,6548,0,0,6548,0,0,0,6548,0,0,6548,0,0,6548,0,0,6548,0,0,0,6548,0,0,0,0,0
CAPA-WCVMLM7R1-W,Pc(s),0,0,0,6548,0,6548,0,0,6548,0,6548,0,6548,6548,0,6548,0,6548,0,6548,0,6548,0,6548,0,6548,0,6548,0,6548,0,6548,6548,0,6548,0,6548,0,6548,0,6548,0,6548,0,6548,0,6548,0,6548,6548,0,6548,0,6548,0,6548,0,6548,0,6548,0,6548,0,6548,0,0,0,0,6548
CAPA-WCVMLM8R2-W,Pc(s),6548,13096,0,0,6548,6548,13096,6548,6548,6548,6548,13096,6548,6548,6548,6548,13096,6548,6548,6548,13096,6548,6548,6548,6548,6548,13096,6548,6548,6548,6548,13096,6548,6548,6548,6548,6548,13096,6548,6548,6548,6548,13096,6548,6548,6548,6548,13096,6548,6548,6548,6548,6548,13096,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,0,6548,0,6548
CAPA-WLSR0-E,Pc(s),23428,6356,17632,20180,202700,20328,43424,39248,37216,39248,18148,20328,26536,11644,26536,18000,11052,19292,10904,19292,11052,10608,19440,10904,19440,10904,23468,191428,23320,6432,23320,4252,19144,10608,16964,12640,16964,10608,19292,10608,10608,19144,10460,23320,6432,23320,4252,19144,10608,16816,12788,16964,10608,12788,16964,12788,16816,10608,8980,15484,2772,21692,4804,16224,9868,1036,187768,9128,296
CAPA-WLWMR0-OMG,Pc(s),0,0,0,31308,0,0,0,31308,0,0,0,31308,0,0,0,31308,0,0,31308,0,0,0,31308,0,0,0,31308,0,0,0,31308,0,0,0,31308,0,0,31308,0,0,0,31308,0,0,0,31308,0,0,0,31308,0,0,0,31308,0,0,31308,0,0,0,31308,0,0,0,31308,0,0,0,0
CAPA-WPSLTR0-MO,Pc(s),2132,0,0,0,0,0,2132,0,2132,0,0,2132,0,2132,0,0,2132,0,2132,0,2132,0,0,2132,0,2132,0,0,2132,0,2132,0,0,2132,0,2132,0,0,2132,0,2132,0,0,2132,0,2132,0,0,2132,0,2132,0,0,2132,0,2132,0,2132,0,0,2132,0,2132,0,0,0,0,0,2132
CAPA-WPVLSR0-MO,Pc(s),0,2225,0,0,9493,9493,0,0,0,0,9493,0,2225,1846,0,0,0,0,0,0,0,0,2225,0,1846,0,9493,0,0,0,0,0,2225,0,1846,0,0,0,0,0,0,0,11718,0,1846,0,0,0,9493,0,9493,0,9493,2225,0,1846,0,9493,0,0,0,0,0,2225,0,0,0,1846,0
CAPC-BMLPR2-E,Pc(s),10773,0,1496,450,2096,3648,2692,3052,1496,3367,2452,3888,1856,2692,3648,2096,3573,1871,1196,3948,1346,1796,3498,1871,2227,3588,600,3498,1946,3348,600,2392,2827,1196,3067,2152,1871,3423,1796,1196,3948,1196,1871,3573,600,4544,600,2392,2752,2467,2227,2992,1271,2752,2467,600,2827,2467,1196,1702,0,2392,150,1927,1571,300,225,75,0
CAPC-CGRPR0-W,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,260,260,0,0,260,260,0,260,0,260,260,0,0,520,0,0,260,260,0,260,0,260,0,260,0,260,260,0,0,520,0,0,520,0,0,260,260,0,260,0,260,0,260,0,260,260,0,0,0,0
CAPC-CHCLR0-MO,Pc(s),1788,5364,1192,5364,0,2980,5364,2384,3576,4172,2980,3576,4172,3576,3576,3576,4768,2384,4172,1788,6556,2384,2980,4172,4172,2384,4172,3576,4172,2384,5364,2980,2980,4172,3576,3576,3576,2980,4768,3576,2980,4172,2980,3576,4172,2980,4768,2980,4172,3576,2384,4768,4172,2980,3576,3576,2980,4172,4172,2980,4172,3576,3576,2980,4172,0,596,596,0
CAPC-CSGC1R0-MONF,Pc(s),636,0,0,0,0,0,0,212,0,0,212,0,212,0,0,212,0,212,0,0,212,0,212,0,0,212,0,0,212,0,212,0,0,212,0,212,0,0,212,0,0,212,0,212,0,0,212,0,212,0,0,212,0,0,212,0,212,0,0,212,0,212,0,0,212,0,0,0,0
CAPC-CSGC2R0-MONF,Pc(s),424,0,212,0,212,212,0,212,212,0,212,212,0,212,212,0,212,212,212,0,212,212,0,212,212,0,212,212,0,212,212,0,212,212,212,0,212,212,0,212,212,0,212,212,0,212,212,0,212,212,212,0,212,212,0,212,212,0,212,212,0,212,212,0,212,0,0,0,0
CAPC-CSGC3R0-MONF,Pc(s),636,212,212,212,212,212,0,212,212,212,212,212,212,212,212,0,212,212,212,212,212,212,212,212,212,0,212,212,212,212,212,212,212,212,212,0,212,212,212,212,212,212,212,212,0,212,212,212,212,212,212,212,212,212,0,212,212,212,212,212,212,212,212,0,212,0,0,212,0
CAPC-CSGC4R0-MONF,Pc(s),848,212,0,0,0,212,0,212,212,0,212,0,212,212,0,212,0,212,212,0,212,0,212,212,0,212,0,212,212,0,212,212,0,212,0,212,212,0,212,0,212,212,0,212,0,212,212,0,212,0,212,212,0,212,0,212,212,0,212,0,212,212,0,212,0,0,0,0,0
CAPC-CSGC5R0-MONF,Pc(s),848,0,0,212,212,212,0,212,212,212,0,212,212,212,0,212,212,212,212,0,212,212,212,0,212,212,212,0,212,212,212,0,212,212,212,0,212,212,212,0,212,212,212,0,212,212,212,0,212,212,212,0,212,212,212,0,212,212,212,0,212,212,212,0,212,0,0,0,0
CAPC-CULML10TR0-W,Pc(s),0,9544,0,4772,4772,9544,4772,4772,4772,9544,4772,4772,4772,4772,9544,4772,4772,4772,9544,4772,4772,4772,9544,4772,4772,4772,9544,4772,4772,4772,9544,4772,4772,4772,9544,4772,4772,4772,9544,4772,4772,4772,9544,4772,4772,4772,9544,4772,4772,4772,9544,4772,4772,4772,9544,4772,4772,4772,9544,4772,4772,4772,9544,4772,4772,4772,0,4772,0
CAPC-CULML11TR0-W,Pc(s),4772,4772,0,0,4772,4772,4772,4772,0,4772,4772,4772,4772,0,4772,4772,4772,4772,0,4772,4772,4772,4772,0,4772,4772,4772,4772,0,4772,4772,4772,4772,0,4772,4772,4772,4772,0,4772,4772,4772,4772,0,4772,4772,4772,4772,0,4772,4772,4772,4772,0,4772,4772,4772,4772,4772,0,4772,4772,4772,4772,0,4772,0,0,4772
CAPC-CULML12TR0-W,Pc(s),4772,4772,0,4772,4772,4772,9544,4772,4772,4772,4772,4772,9544,4772,4772,4772,4772,4772,9544,4772,4772,4772,4772,4772,4772,9544,4772,4772,4772,4772,4772,9544,4772,4772,4772,4772,4772,4772,9544,4772,4772,4772,4772,4772,9544,4772,4772,4772,4772,4772,9544,4772,4772,4772,4772,4772,4772,9544,4772,4772,4772,4772,4772,9544,4772,0,4772,0,4772
CAPC-CULML13TR0-W,Pc(s),4772,4772,0,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,0,0,4772,0
CAPC-CULML1R0-W,Pc(s),0,0,0,0,0,0,0,4772,0,0,4772,0,0,0,4772,0,0,4772,0,0,4772,0,0,4772,0,0,4772,0,0,4772,0,0,0,4772,0,0,4772,0,0,4772,0,0,4772,0,0,4772,0,0,4772,0,0,0,4772,0,0,4772,0,0,4772,0,0,0,4772,0,0,0,0,0,0
CAPC-CULML2R0-W,Pc(s),0,0,0,0,0,0,4772,0,0,4772,0,0,4772,0,4772,0,0,4772,0,0,4772,0,0,4772,0,4772,0,0,4772,0,0,4772,0,0,4772,0,4772,0,0,4772,0,0,4772,0,0,4772,0,0,4772,0,4772,0,0,4772,0,0,4772,0,0,4772,0,0,4772,0,0,0,0,0,0
CAPC-CULML3R0-W,Pc(s),0,0,0,0,0,0,0,4772,0,0,4772,0,0,4772,0,0,4772,0,4772,0,0,4772,0,0,4772,0,0,4772,0,0,4772,0,0,4772,0,0,4772,0,0,4772,0,0,4772,0,4772,0,0,4772,0,0,4772,0,0,4772,0,0,4772,0,0,0,4772,0,0,4772,0,0,0,0,0
CAPC-CULML4R0-W,Pc(s),0,4772,0,0,0,4772,0,4772,0,4772,0,4772,0,4772,0,0,4772,0,4772,0,4772,0,4772,0,4772,0,0,4772,0,4772,0,4772,0,4772,0,4772,0,4772,0,0,4772,0,4772,0,4772,0,4772,0,4772,0,0,4772,0,4772,0,4772,0,4772,0,0,4772,0,0,4772,0,0,0,4772,0
CAPC-CULML5R0-W,Pc(s),4772,4772,0,0,4772,4772,0,4772,4772,0,4772,4772,4772,0,4772,4772,0,4772,4772,4772,0,4772,4772,4772,0,4772,4772,0,4772,4772,4772,0,4772,4772,0,4772,4772,4772,0,4772,4772,0,4772,4772,4772,0,4772,4772,4772,0,4772,4772,0,4772,4772,4772,0,4772,4772,0,4772,4772,0,4772,4772,0,0,0,0
CAPC-CULML6R0-W,Pc(s),0,0,0,4772,0,0,4772,0,0,4772,0,0,4772,0,0,4772,0,4772,0,0,4772,0,0,4772,0,0,4772,0,0,4772,0,4772,0,0,4772,0,0,4772,0,0,4772,0,0,4772,0,4772,0,0,4772,0,0,4772,0,0,4772,0,0,4772,0,0,4772,0,0,4772,0,0,0,0,0
CAPC-CULML7R0-W,Pc(s),0,0,0,4772,4772,0,4772,0,4772,0,4772,4772,0,4772,0,4772,0,4772,4772,0,4772,0,4772,0,4772,4772,0,4772,0,4772,0,4772,4772,0,4772,0,4772,0,4772,4772,0,4772,0,4772,4772,0,4772,0,4772,0,4772,4772,0,4772,0,4772,0,4772,4772,0,4772,0,4772,0,4772,0,0,0,0
CAPC-CULML8R0-W,Pc(s),0,4772,0,0,4772,0,4772,4772,0,4772,0,4772,4772,0,4772,0,4772,4772,0,4772,0,4772,4772,0,4772,0,4772,4772,0,4772,0,4772,0,4772,4772,0,4772,0,4772,4772,0,4772,0,4772,4772,0,4772,0,4772,4772,0,4772,0,4772,0,4772,4772,0,4772,0,4772,0,4772,0,4772,0,0,0,0
CAPC-CULML9TR0-W,Pc(s),0,4772,0,4772,0,4772,4772,0,4772,0,4772,4772,0,4772,4772,0,4772,4772,0,4772,0,4772,4772,0,4772,4772,0,4772,4772,0,4772,0,4772,4772,0,4772,4772,0,4772,4772,0,4772,0,4772,4772,0,4772,4772,0,4772,4772,0,4772,0,4772,4772,0,4772,4772,0,4772,0,4772,4772,0,4772,0,0,0
CAPC-DMLPR0-EASBS,Pc(s),7592,4788,10396,7592,10396,7592,7592,7592,10396,7592,7592,12380,10396,7592,7592,7592,10396,7592,7592,10396,7592,10396,7592,10396,7592,7592,7592,10396,7592,7592,7592,15184,7592,7592,15184,10396,7592,7592,7592,10396,7592,7592,7592,13200,12380,7592,7592,10396,7592,7592,7592,13200,7592,7592,15184,7592,7592,7592,10396,10396,7592,7592,10396,7592,7592,4788,4788,5608,4788
CAPC-EFSLGT-W,Pc(s),14172,4724,0,9448,9448,4724,9448,9448,4724,9448,4724,9448,4724,9448,4724,9448,9448,4724,9448,4724,9448,4724,9448,4724,9448,4724,9448,4724,9448,4724,9448,9448,4724,9448,4724,9448,4724,9448,4724,9448,4724,9448,4724,9448,4724,9448,9448,4724,9448,4724,9448,4724,9448,4724,9448,4724,9448,4724,9448,4724,4724,9448,4724,4724,9448,0,4724,0,0
