Kode Item,UOM,W23/2023,W24/2023,W25/2023,W26/2023,W27/2023,W28/2023,W29/2023,W30/2023,W31/2023,W32/2023,W33/2023,W34/2023,W35/2023,W36/2023,W37/2023,W38/2023,W39/2023,W40/2023,W41/2023,W42/2023,W43/2023,W44/2023,W45/2023,W46/2023,W47/2023,W48/2023,W49/2023,W50/2023,W51/2023,W52/2023,W01/2024,W02/2024,W03/2024,W04/2024,W05/2024,W06/2024,W07/2024,W08/2024,W09/2024,W10/2024,W11/2024,W12/2024,W13/2024,W14/2024,W15/2024,W16/2024,W17/2024,W18/2024,W19/2024,W20/2024,W21/2024,W22/2024,W23/2024,W24/2024,W25/2024,W26/2024,W27/2024,W28/2024,W29/2024,W30/2024,W31/2024,W32/2024,W33/2024,W34/2024,W35/2024,W36/2024,W37/2024,W38/2024,W39/2024
STIC-QRNZASS30-T,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIC-QROCR0-CL,Pc(s),0,0,0,0,0,0,0,5562,0,0,0,0,0,0,0,0,0,5562,0,0,0,0,0,0,0,0,0,5562,0,0,0,0,0,0,0,0,0,5562,0,0,0,0,0,0,0,0,5562,0,0,0,0,0,0,0,0,0,5562,0,0,0,0,0,0,0,0,0,0,0,0
STIC-QROOFMR0-W,Pc(s),0,0,0,0,997,997,0,997,997,0,997,997,0,997,997,997,0,997,997,0,997,997,0,997,997,0,997,997,0,997,997,997,0,997,997,0,997,997,0,997,997,0,997,997,0,997,997,0,997,997,997,0,997,997,0,997,997,0,997,997,0,997,997,0,997,0,0,997,0
STIC-QROSKTBSPBR0-E,Pc(s),4424,0,6636,4424,4424,4424,4424,4424,4424,4424,4424,2212,4424,4424,4424,4424,4424,4424,4424,4424,4424,4424,4424,4424,4424,4424,4424,4424,2212,4424,4424,4424,4424,4424,4424,4424,4424,4424,4424,4424,4424,4424,2212,4424,4424,4424,4424,4424,4424,4424,4424,4424,4424,4424,4424,4424,4424,2212,4424,4424,4424,4424,4424,4424,2212,2212,2212,0,2212
STIC-QROSKTBSPCR0-E,Pc(s),4424,2212,11060,6636,6636,6636,4424,6636,6636,4424,6636,6636,6636,4424,6636,6636,4424,6636,6636,4424,6636,6636,6636,4424,6636,6636,4424,6636,6636,4424,6636,6636,4424,6636,6636,4424,6636,6636,4424,6636,6636,4424,6636,6636,6636,4424,6636,6636,4424,6636,6636,4424,6636,6636,4424,6636,6636,4424,6636,4424,6636,6636,4424,6636,6636,0,2212,2212,2212
STIC-QRPOO50R0-W,Pc(s),0,0,2617,0,2617,0,0,2617,0,2617,0,2617,0,2617,0,0,2617,0,2617,0,2617,0,2617,0,2617,0,0,2617,0,2617,0,2617,0,2617,0,0,2617,0,2617,0,2617,0,2617,0,2617,0,0,2617,0,2617,0,2617,0,2617,0,2617,0,0,2617,0,2617,0,2617,0,2617,0,0,0,0
STIC-QRPORA20-E,Pc(s),10032,13376,6688,10032,6688,10032,10032,6688,10032,6688,10032,6688,10032,6688,10032,10032,6688,10032,6688,10032,6688,10032,6688,10032,6688,10032,6688,10032,10032,6688,10032,6688,10032,6688,10032,6688,10032,6688,10032,6688,10032,6688,10032,10032,6688,10032,6688,10032,6688,10032,6688,10032,6688,10032,6688,10032,6688,10032,6688,10032,6688,10032,6688,10032,6688,3344,3344,3344,3344
STIC-QRPPESBLR0-E,Pc(s),398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,0,0,0,398,0,0,0,0,398,0,0,0,398,0,0,0,0,398,0,0,0,0,398,0,0,0,0,398,0,0,0,398,0,0,0,0,398,0,0,0,0,398,0,0,0,0,398,0,0,0
STIC-QRPPESGER0-E,Pc(s),902,0,0,0,0,0,0,902,0,0,902,0,902,0,902,0,0,902,0,0,902,0,902,0,0,902,0,0,902,0,0,902,0,0,902,0,902,0,0,902,0,0,902,0,0,902,0,902,0,0,902,0,0,902,0,0,902,0,0,902,0,0,902,0,0,902,0,0,0
STIC-QRPPESPOR0-E,Pc(s),902,0,0,902,0,902,902,0,902,902,0,902,902,0,902,902,0,902,902,0,902,0,902,902,0,902,902,0,902,0,902,902,0,902,902,0,902,0,902,902,0,902,902,0,902,0,902,902,0,902,902,0,902,0,902,902,0,902,0,902,0,902,902,0,902,0,0,0,0
STIC-QRRGFHR0-MO,Pc(s),0,0,548,548,548,548,548,548,1096,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,1096,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,1096,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,1096,548,548,548,548,548,548,0,0,0,0
STIC-QRSRLSR0-E,Pc(s),13020,0,34720,8680,8680,13020,8680,13020,8680,13020,8680,13020,8680,13020,8680,8680,13020,8680,13020,8680,13020,8680,13020,8680,8680,13020,8680,13020,8680,13020,8680,13020,8680,13020,8680,8680,13020,8680,13020,8680,13020,8680,13020,8680,8680,13020,8680,13020,8680,13020,8680,13020,8680,13020,8680,8680,13020,8680,13020,8680,8680,13020,8680,8680,13020,0,4340,0,4340
STIC-QRTSEBAR0-E,Pc(s),1910,0,0,0,0,1910,0,0,1910,0,0,1910,0,0,0,1910,0,0,1910,0,0,1910,0,0,1910,0,0,0,1910,0,0,1910,0,0,1910,0,0,1910,0,0,0,1910,0,0,1910,0,0,1910,0,0,0,1910,0,0,1910,0,0,1910,0,0,0,1910,0,0,1910,0,0,0,0
STIC-QRTSEBBR0-E,Pc(s),1910,0,0,0,0,1910,0,0,1910,0,0,1910,0,0,0,1910,0,0,1910,0,0,1910,0,0,1910,0,0,0,1910,0,0,1910,0,0,1910,0,0,1910,0,0,0,1910,0,0,1910,0,0,1910,0,0,0,1910,0,0,1910,0,0,1910,0,0,0,1910,0,0,1910,0,0,0,0
STIC-QTJKLTSR0-OMG,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3539,0
STIC-QWLL01R0-W,Pc(s),0,0,0,980,0,0,980,0,980,0,980,0,0,980,0,980,0,980,0,980,0,980,0,0,980,0,980,0,980,0,980,0,980,0,980,0,0,980,0,980,0,980,0,980,0,980,0,0,980,0,980,0,980,0,980,0,980,0,980,0,0,980,0,980,0,0,0,0,0
STIC-QWLL03R0-W,Pc(s),980,0,0,980,0,0,980,0,980,980,0,980,0,980,0,980,0,980,0,980,0,980,0,980,0,980,0,980,0,980,0,980,0,980,0,980,0,980,0,980,0,980,0,980,0,980,0,980,980,0,980,0,980,0,980,0,980,0,980,0,980,0,980,0,980,0,0,0,0
STIC-QWLL08R0-W,Pc(s),3920,980,0,980,0,980,980,980,980,0,980,980,980,980,980,0,980,980,980,980,980,980,0,980,980,980,980,980,0,980,980,980,980,980,0,980,980,980,980,980,980,0,980,980,980,980,980,0,980,980,980,980,980,0,980,980,980,980,980,980,0,980,980,980,980,0,0,0,980
STIC-QWLL09R0-W,Pc(s),3920,980,0,980,980,0,980,980,980,0,980,980,0,980,980,980,0,980,980,980,0,980,980,980,0,980,980,980,0,980,980,0,980,980,980,0,980,980,980,0,980,980,980,0,980,980,980,0,980,980,0,980,980,980,0,980,980,980,0,980,980,980,0,980,980,0,0,0,0
STIC-QWLL10R0-W,Pc(s),0,980,0,0,980,980,0,980,980,0,980,980,0,980,980,980,0,980,980,0,980,980,0,980,980,0,980,980,0,980,980,0,980,980,980,0,980,980,0,980,980,0,980,980,0,980,980,0,980,980,980,0,980,980,0,980,980,0,980,980,0,980,980,0,980,0,0,0,980
STIC-QWLL17R0-W,Pc(s),980,980,0,980,0,0,980,0,980,0,980,0,980,0,980,0,980,0,980,0,0,980,0,980,0,980,0,980,0,980,0,980,0,980,0,980,0,980,0,980,0,980,0,980,0,980,0,980,0,980,0,980,0,980,0,980,0,0,980,0,980,0,980,0,980,0,0,0,0
STIC-SAMCMCLR2-EPEW,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIC-SAMDLMUR1-EPET,Pc(s),0,0,0,0,2956,0,0,0,0,0,0,0,0,0,0,0,2956,0,0,0,0,0,0,0,0,0,0,0,2956,0,0,0,0,0,0,0,0,0,0,2956,0,0,0,0,0,0,0,0,0,0,0,2956,0,0,0,0,0,0,0,0,0,0,0,2956,0,0,0,0,0
STIC-SAVFMR0-E,Pc(s),0,0,0,0,0,0,0,0,0,2760,0,0,0,0,2760,0,0,0,2760,0,0,0,0,2760,0,0,0,2760,0,0,0,0,2760,0,0,0,2760,0,0,0,2760,0,0,0,2760,0,0,2760,0,0,0,2760,0,0,0,2760,0,0,2760,0,0,0,2760,0,0,0,0,0,0
STIC-SBIOR0-BD,Pc(s),0,6965,0,0,0,0,0,0,0,0,3475,3417,0,0,0,0,0,0,3475,3417,0,0,0,0,0,3475,0,3417,0,0,0,0,0,3475,0,3417,0,0,0,0,0,3475,0,3417,0,0,0,0,3475,0,0,6907,0,0,0,0,3475,0,3490,3417,0,0,0,3475,0,3490,0,0,0
STIC-SBMB100R1-W,Pc(s),0,0,2606,2606,0,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,2606,0,0,0,0
STIC-SBMJ100R1-W,Pc(s),9430,0,0,0,4575,4575,4575,4575,4575,4575,4575,0,4575,4575,4575,4575,4575,4575,0,4575,4575,4575,4575,4575,4575,4575,0,4575,4575,4575,4575,4575,4575,0,4575,4575,4575,4575,4575,4575,4575,0,4575,4575,4575,4575,4575,4575,0,4575,4575,4575,4575,4575,4575,0,4575,4575,4575,4575,4575,4575,4575,0,4575,0,4575,0,0
STIC-SBMPC100R1-W,Pc(s),0,0,0,0,2606,2606,2606,2606,2606,2606,0,2606,2606,2606,2606,2606,2606,2606,0,2606,2606,2606,2606,2606,2606,2606,0,2606,2606,2606,2606,2606,2606,2606,0,2606,2606,2606,2606,2606,2606,2606,0,2606,2606,2606,2606,2606,2606,2606,0,2606,2606,2606,2606,2606,2606,2606,0,2606,2606,2606,2606,2606,2606,0,0,0,0
STIC-SBMPR100R1-W,Pc(s),0,9481,0,0,0,4575,4575,4575,0,4575,4575,4575,4575,4575,4575,0,4575,4575,4575,4575,4575,0,4575,4575,4575,4575,4575,4575,0,4575,4575,4575,4575,4575,0,4575,4575,4575,4575,4575,4575,0,4575,4575,4575,4575,4575,0,4575,4575,4575,4575,4575,4575,0,4575,4575,4575,4575,4575,4575,0,4575,4575,4575,0,0,0,0
STIC-SBMPS100R1-W,Pc(s),0,9551,0,0,0,0,0,0,0,0,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,0,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,0,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,0,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,0,0,0,0
STIC-SBSFT100BL-E,Pc(s),29556,29556,0,0,0,59112,0,0,29556,0,29556,29556,0,29556,0,29556,0,29556,29556,0,29556,0,29556,0,29556,0,14972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIC-SBSFT50-E,Pc(s),0,0,5008,10016,5008,4408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIC-SBUR1-MSF,Pc(s),12957,2493,0,0,6366,1340,6789,13055,11775,620,9579,7409,0,24830,0,6789,12692,6069,3833,20997,1340,720,18041,9282,0,13775,2493,15971,6366,720,3113,21717,2493,7409,8859,6069,9902,8859,9902,6069,7086,5606,12858,6366,7409,8859,12395,0,13155,3113,15351,6366,3833,2493,19844,8562,3213,6986,6069,720,18041,9282,6069,7706,4986,0,0,0,0
STIC-SCLVMR0-E,Pc(s),0,0,3448,0,3448,0,0,3448,0,3448,0,3448,0,3448,0,3448,0,3448,0,0,3448,0,3448,0,3448,0,3448,0,3448,0,3448,0,3448,0,0,3448,0,3448,0,3448,0,3448,0,3448,0,3448,0,3448,0,0,3448,0,3448,0,3448,0,3448,0,3448,0,3448,0,0,3448,0,0,0,0,0
STIC-SCPGCR0-W,Pc(s),9391,16313,47359,19446,26768,20021,0,15441,23028,20021,17342,9045,34656,19051,12100,31835,20084,14573,22759,29078,26387,13368,6653,22822,34513,27002,20021,13368,17311,8442,45819,13368,14573,18498,28809,12734,40339,15760,16107,7920,58521,0,11783,26736,9391,43683,37916,17311,0,42811,15710,11783,33452,23995,14573,47576,12703,22790,6653,16106,29079,31946,29097,0,22759,0,9660,13368,6653
STIC-SDGTO1C100-T,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290,0,0,0,0,0,0,0,0
STIC-SDMCR0-E,Pc(s),3800,0,0,0,30260,3800,0,30260,0,0,3800,0,0,3800,3800,0,0,0,0,3800,0,3800,0,3800,0,0,60520,3800,0,34060,0,3800,0,0,23820,3800,3800,0,0,3800,0,0,7600,0,60520,0,3800,0,3800,0,3800,0,0,3800,3800,0,0,3800,30260,0,0,61680,0,30260,0,0,0,3800,0
STIC-SDR0-E,Pc(s),32987,0,0,0,32987,0,64857,0,32987,0,32987,0,0,32987,0,32987,0,32987,0,64857,0,0,32987,0,32987,0,24305,0,0,0,31870,0,0,0,0,0,0,0,0,0,0,31870,0,0,0,0,0,0,0,0,0,0,31870,0,0,0,0,0,0,0,0,0,0,0,31870,0,0,0,0
STIC-SEALR0-L,Pc(s),6945,11348,17620,0,6252,5856,851,2108,851,2108,851,3355,851,2108,2108,4900,7526,0,2108,6849,2224,4953,4571,2139,2440,6716,2203,882,2203,946,1288,4995,2612,2612,8267,8569,1039,5954,3607,1103,2265,1008,5036,1468,2265,9883,1008,13640,1103,2265,3576,1103,2265,1008,3576,4602,5710,3512,1733,3021,1764,14365,2391,1134,3669,347,283,378,1656
STIC-SEFCCR0-W,Pc(s),4121,11526,0,0,15575,0,0,0,6470,4648,9850,12987,0,5090,22984,8113,2670,14727,6050,6708,5834,3800,8702,13528,11867,3800,13944,9853,0,11026,6609,8702,8504,8890,16558,6378,4549,6053,7894,4648,15172,12238,6050,4549,15572,2060,0,10178,12523,15311,10698,5834,2060,6378,8890,8448,9279,5834,14755,6378,10698,0,4549,11694,6470,0,0,0,6053
STIC-SEKITR1-W,Pc(s),24352,48703,8010,46212,56870,73690,65280,79452,56870,67987,56870,71442,64880,65280,59577,63032,65280,73290,65739,65280,65280,56870,71042,67987,56870,65280,63032,73290,59577,65280,63032,65280,67587,71442,56870,56870,65280,71042,65280,56870,65280,63032,73290,56870,65280,63032,65280,64880,56870,71442,56870,65280,71042,65280,56870,65280,63032,73290,40050,40050,54622,40050,56470,48460,63032,24430,32440,24430,16020
STIC-SEPJGR1-L,Pc(s),0,0,0,0,0,0,0,3614,0,0,0,4372,0,0,0,0,0,0,0,3614,0,0,0,0,0,0,0,0,0,4372,0,0,3614,0,0,0,0,0,0,0,0,0,7986,0,0,0,0,0,0,0,0,3614,0,0,0,0,0,0,4372,0,3614,0,0,0,0,0,0,0,0
STIC-SEPOD20R0-OMG,Pc(s),0,0,0,0,0,0,46840,0,12510,59350,12510,59350,0,12510,59350,12510,0,59350,12510,12510,59350,0,12510,12510,46840,0,12510,0,59350,0,0,12510,46840,0,0,12510,46840,0,12510,0,0,59350,0,0,0,59350,0,0,12510,46840,0,12510,0,46840,0,12510,0,0,59350,0,0,12510,46840,0,0,12510,0,0,0
STIC-SEPOR0-X,Pc(s),2514,9043,18473,0,6969,5856,1704,2825,851,2108,2421,3355,851,2825,2961,6557,11457,0,2108,8419,2224,2203,5288,4649,946,4103,2203,1735,2920,4160,1288,8222,2612,3329,6773,9422,1756,5954,3607,4330,2265,1008,8967,1468,3118,3046,1008,15297,2673,2265,3576,1820,3118,1008,4293,9473,5069,4229,1733,3021,3334,14365,2391,3508,3669,1200,283,1095,1656
STIC-SHLGCR0-MO,Pc(s),8582,12883,0,0,0,0,12360,0,5882,8462,4013,5974,3024,12610,2858,0,8605,5548,4842,12186,5854,2667,11606,1512,7366,3954,6815,6354,5132,6188,2858,9974,8335,8704,4120,5854,4370,11629,3870,4148,7450,1346,14189,2608,3330,4148,12832,2738,8855,6644,4842,3024,6590,12677,1512,5938,5548,6022,7911,6354,2524,11700,1512,5502,11129,0,2636,0,1512
STIC-SLFM60R1-W,Pc(s),16133,16133,32266,32266,16133,64532,0,16133,32266,16133,32266,32266,16133,32266,32266,32266,16133,32266,32266,16133,32266,32266,32266,16133,32266,32266,16133,32266,32266,16133,32266,32266,16133,32266,32266,32266,16133,32266,32266,16133,32266,32266,16133,32266,32266,16133,32266,32266,32266,16133,32266,32266,16133,32266,32266,16133,32266,32266,16133,32266,16133,32266,16133,32266,32266,0,16133,0,16133
STIC-SLMOIWR1-W100,Pc(s),0,0,2884,2884,2884,0,2884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIC-SMPASET100-E,Pc(s),0,0,0,0,0,1655,0,1655,0,1655,0,1655,0,1655,0,1655,1655,0,1655,0,1655,0,1655,0,1655,0,1655,0,1655,0,1655,0,1655,0,1655,1655,0,1655,0,1655,0,1655,0,1655,0,1655,0,1655,0,1655,0,1655,0,1655,1655,0,1655,0,1655,0,1655,0,1655,0,1655,0,0,0,0
STIC-SMPASFT100R1-E,Pc(s),0,9890,0,0,0,9890,0,0,9890,0,0,0,9890,0,0,9890,0,0,9890,0,0,9890,0,0,9890,0,9890,0,0,9890,0,0,9890,0,0,9890,0,0,9890,0,0,9890,0,0,9890,0,0,9890,0,0,9890,0,0,9890,0,9890,0,0,9890,0,0,9890,0,0,9890,0,0,0,0
STIC-SMPASFT50-E,Pc(s),0,0,0,0,0,0,0,0,0,3424,0,3424,3424,3424,0,3424,3424,0,3424,3424,3424,0,3424,3424,0,3424,3424,3424,0,3424,3424,0,3424,3424,3424,0,3424,3424,3424,0,3424,3424,0,3424,3424,3424,0,3424,3424,0,3424,3424,3424,0,3424,3424,0,3424,3424,3424,0,3424,3424,0,3424,0,0,3424,0
STIC-SNPTE100R0-E,Pc(s),10108,0,0,0,0,0,0,0,0,0,0,0,1596,0,1596,0,1596,1596,0,1596,1596,0,1596,0,1596,1596,0,1596,1596,0,1596,1596,0,1596,1596,0,1596,1596,0,1596,1596,0,1596,1596,0,1596,1596,0,1596,1596,0,1596,1596,0,1596,1596,0,1596,1596,0,1596,1596,0,1596,0,0,0,0,0
STIC-SPLGMR0-MOMD,Pc(s),0,0,0,0,0,0,0,0,0,8190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8190,0,0,0,0,0,0,0,0,0,0,0,0
STIC-SPWCMR1-MOMD,Pc(s),2068,0,0,0,0,0,0,0,2068,0,0,0,0,2068,0,0,0,0,2068,0,0,0,2068,0,0,0,0,2068,0,0,0,0,2068,0,0,0,0,2068,0,0,0,2068,0,0,0,0,2068,0,0,0,0,2068,0,0,0,0,2068,0,0,0,0,2068,0,0,0,0,0,0,0
STIC-SSACR0-IP,Pc(s),0,2750,1460,14936,5840,12628,7978,0,9438,10728,0,1460,5670,9438,0,12358,2750,0,0,7130,9438,15956,1460,4210,2920,0,1460,24546,4380,0,4210,0,4380,1460,18706,12358,1460,1460,5670,5840,7978,0,15108,1460,0,2920,13648,2920,13818,13648,0,4380,0,15108,1460,1460,7978,10050,1460,10898,2920,4210,0,10898,10898,1460,2920,2920,0
STIC-SSBFT100-E,Pc(s),0,0,0,0,2555,2555,0,2555,2555,0,2555,2555,2555,0,2555,2555,0,2555,2555,2555,0,2555,2555,0,2555,2555,0,2555,2555,2555,0,2555,2555,0,2555,2555,2555,0,2555,2555,0,2555,2555,0,2555,2555,2555,0,2555,2555,0,2555,2555,2555,0,2555,2555,0,2555,2555,0,2555,2555,0,2555,0,0,0,0
STIC-SSBFT50-E,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3254,0,0,0,0,0,0,3254,0,0,0,0,0,0,0,3254,0,0,0,0,0,0,0,3254,0,0,0,0,0,0,3254,0,0,0,0,0,0,0,3254,0,0,0,0
STIC-TESTER-WPSM,Pc(s),0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,30240,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,0,0,0,30240,0
STIC-TUBNFPM-MO,Pc(s),2068,645,0,0,554,0,645,1219,2068,8190,645,554,0,3378,645,554,645,0,3287,0,645,645,2622,645,665,554,0,2713,645,1219,645,0,2622,8835,0,1310,554,2713,0,0,1864,2068,645,554,645,0,2733,1199,0,645,1199,2733,0,0,1199,645,10258,1864,0,0,0,3267,1310,0,645,0,554,0,0
STIC-TWCPALMO-PPT2W1,Pc(s),0,0,0,0,0,188,0,188,0,188,0,188,188,0,188,0,188,188,0,188,0,188,188,0,188,0,188,188,0,188,0,188,188,0,188,0,188,188,0,188,0,188,188,0,188,0,188,188,0,188,0,188,0,188,188,0,188,0,188,188,0,188,0,188,188,0,0,0,0
STIC-UCLMF01R1-MOMSF,Pc(s),6888,0,0,0,0,0,0,6069,0,0,0,6069,0,0,0,6069,0,0,0,6069,0,0,0,6069,0,0,0,6069,0,0,0,6069,0,0,0,6069,0,0,6069,0,0,0,6069,0,0,0,6069,0,0,0,6069,0,0,0,6069,0,0,0,6069,0,0,0,6069,0,0,0,0,0,0
STIC-UCLMF02R1-MOMSF,Pc(s),6069,0,0,0,0,0,0,0,6069,0,0,0,0,6069,0,0,0,6069,0,0,0,0,6069,0,0,0,0,6069,0,0,0,0,0,6069,0,0,0,0,0,6069,0,0,0,0,6069,0,0,0,0,0,6069,0,0,0,0,6069,0,0,0,0,0,6069,0,0,0,0,0,0,0
STIC-UCLMF03R1-MOMSF,Pc(s),0,0,0,0,6366,0,0,6366,0,0,6366,0,0,6366,0,0,6366,0,0,6366,0,0,6366,0,0,6366,0,0,6366,0,0,6366,0,0,6366,0,0,6366,0,0,6366,0,0,6366,0,6366,0,0,6366,0,0,6366,0,0,6366,0,0,6366,0,0,6366,0,0,6366,0,0,0,0,0
STIC-UCLMF04R1-MOMSF,Pc(s),0,0,0,0,0,0,0,0,2493,0,0,0,0,2493,0,0,0,0,2493,0,0,0,2493,0,0,0,0,2493,0,0,0,0,2493,0,0,0,2493,0,0,0,0,2493,0,0,0,0,2493,0,0,0,2493,0,0,0,0,2493,0,0,0,0,2493,0,0,0,2493,0,0,0,0
STIC-UCLMF05R1-MOMSF,Pc(s),0,0,0,0,0,0,6069,0,0,0,0,0,0,6069,0,0,0,0,0,6069,0,0,0,0,0,6069,0,0,0,0,0,6069,0,0,0,0,6069,0,0,0,0,0,6069,0,0,0,0,0,6069,0,0,0,0,0,6069,0,0,0,0,0,6069,0,0,0,0,0,0,0,0
STIC-UCLMF06R1-MOMSF,Pc(s),0,0,0,0,0,0,0,0,2493,0,0,0,0,0,0,0,2493,0,0,0,0,0,0,2493,0,0,0,0,0,0,0,2493,0,0,0,0,0,0,2493,0,0,0,0,0,0,0,2493,0,0,0,0,0,0,2493,0,0,0,0,0,0,0,2493,0,0,0,0,0,0,0
STIC-UCLMF07R1-MOMSF,Pc(s),0,0,0,0,0,620,0,620,0,620,0,620,0,620,0,0,620,0,620,0,620,0,620,0,0,620,0,620,0,0,620,0,0,620,0,0,620,0,620,0,0,620,0,0,620,0,620,0,0,620,0,0,620,0,620,0,0,620,0,0,620,0,0,620,0,0,0,0,0
STIC-UCLMF08R1-MOMSF,Pc(s),0,2493,0,0,0,0,0,0,0,0,2493,0,0,2493,0,0,2493,0,0,2493,0,0,2493,0,0,0,2493,0,0,0,2493,0,0,0,2493,0,0,2493,0,0,0,2493,0,0,0,2493,0,0,0,2493,0,0,2493,0,0,0,2493,0,0,0,2493,0,0,0,2493,0,0,0,0
STIC-UCLMF09R1-MOMSF,Pc(s),0,0,0,0,0,720,720,0,720,0,720,720,0,720,0,720,720,0,720,0,720,720,0,720,0,720,0,720,0,720,0,720,0,720,0,0,720,0,720,0,720,0,720,0,720,0,720,0,720,0,720,0,720,0,720,0,720,0,0,720,0,720,0,720,0,0,0,0,0
STIC-VBCPTCLC01-MO,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,8158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8158,0,0,0,0
STIC-VBCPTCLC02-MO,Pc(s),0,0,0,0,0,0,8158,0,0,0,0,0,0,0,8158,0,0,0,0,0,0,8158,0,0,0,0,0,0,8158,0,0,0,0,0,0,0,8158,0,0,0,0,0,0,8158,0,0,0,0,0,0,8158,0,0,0,0,0,0,8158,0,0,0,0,0,0,0,0,0,8158,0
STIC-VBCPTCLC03-MO,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8158,0,0,0,0,0,0,0,0,0,0,0,0,0,8158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8158,0,0,0,0,0,0,0,0,0
STIC-VBPCCPGR0-MO,Pc(s),3338,0,0,0,0,3338,0,0,0,0,3338,0,0,0,0,0,3338,0,0,0,0,3338,0,0,0,0,3338,0,0,0,0,3338,0,0,0,0,3338,0,0,0,0,3338,0,0,0,0,3338,0,0,0,0,3338,0,0,0,0,0,3338,0,0,0,0,3338,0,0,0,0,0,0
STIC-VBPCCPLR0-MO,Pc(s),3338,0,0,0,0,0,3338,0,0,0,0,0,3338,0,0,0,0,0,3338,0,0,0,0,3338,0,0,0,0,0,3338,0,0,0,0,0,3338,0,0,0,0,0,3338,0,0,0,0,0,3338,0,0,0,0,3338,0,0,0,0,0,3338,0,0,0,0,0,3338,0,0,0,0
STIC-VBPCCPPR0-MO,Pc(s),0,0,0,0,0,3338,0,0,0,0,0,0,0,3338,0,0,0,0,0,0,0,3338,0,0,0,0,0,0,0,3338,0,0,0,0,0,0,0,3338,0,0,0,0,0,0,0,3338,0,0,0,0,0,0,0,3338,0,0,0,0,0,0,0,3338,0,0,0,0,0,0,0
