"kode_odoo";"scm_koitem";"brand";"product";"scm_dc";koli;list_price;quantity_dc;quantity_dc_transit;quantity_dc_transit_sjb;quantity_assigned;quantity_assigned_cross_dock;quantity_dc_transit_cross_dock;quantity_waiting;quantity_quarantine;quantity_idmsat;qtytotal;write_date;dailyforecast;std_stock;stock_ndc;stock_rdc;qo;qop;qop1;qop2;qop_final;"klasifikasi_order";"flag"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Aceh";144.0;20018.02;484.0;0.0;144.0;0.0;0.0;0.0;0.0;54.0;0.0;682.0;2023/01/17 00:00:00.000;32.33;568.0;0.0;505.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Ambon";144.0;20018.02;74.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;74.0;2023/01/17 00:00:00.000;1.04;108.0;0.0;538.0;34.0;49.17204;0;144;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Bali";144.0;20018.02;79.0;0.0;144.0;0.0;0.0;0.0;0.0;3.0;0.0;226.0;2023/01/17 00:00:00.000;26.46;288.0;0.0;652.0;65.0;652;0;144;144;"URGENT";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Bandung";144.0;20018.02;1226.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1226.0;2023/01/17 00:00:00.000;130.25;864.0;2004.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Bangka";144.0;20018.02;234.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;234.0;2023/01/17 00:00:00.000;6.42;108.0;0.0;652.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Banjarmasin";144.0;20018.02;879.0;1584.0;0.0;288.0;0.0;0.0;0.0;0.0;0.0;2751.0;2023/01/17 00:00:00.000;88.5;2736.0;2004.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Banten";144.0;20018.02;729.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;730.0;2023/01/17 00:00:00.000;153.54;660.0;2004.0;;0.0;0;0;0;0;"URGENT";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Batam";144.0;20018.02;260.0;0.0;0.0;0.0;0.0;0.0;0.0;47.0;0.0;307.0;2023/01/17 00:00:00.000;4.0;72.0;2004.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Bekasi";3.0;20018.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023/01/17 00:00:00.000;0.0;0.0;2004.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Bengkulu";144.0;20018.02;415.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;415.0;2023/01/17 00:00:00.000;7.96;84.0;0.0;652.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Bogor";144.0;20018.02;620.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;620.0;2023/01/17 00:00:00.000;76.08;576.0;2004.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Bukittinggi";144.0;20018.02;337.0;0.0;144.0;0.0;0.0;0.0;0.0;0.0;0.0;481.0;2023/01/17 00:00:00.000;25.67;432.0;0.0;302.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Cirebon";144.0;20018.02;676.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;676.0;2023/01/17 00:00:00.000;46.5;576.0;2004.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Ecommerce Tegal";144.0;20018.02;203.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;203.0;2023/01/17 00:00:00.000;18.0;135.0;2004.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Jakarta";3.0;20018.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023/01/17 00:00:00.000;0.0;0.0;2004.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Jambi";144.0;20018.02;182.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;182.0;2023/01/17 00:00:00.000;8.83;108.0;0.0;652.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Jember";144.0;20018.02;1087.0;144.0;0.0;0.0;0.0;0.0;0.0;35.0;0.0;1266.0;2023/01/17 00:00:00.000;67.11;1152.0;2004.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Kediri";144.0;20018.02;1949.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1949.0;2023/01/17 00:00:00.000;199.58;2000.0;2004.0;;51.0;511.02;0;144;144;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Kendari";144.0;20018.02;0.0;0.0;432.0;0.0;0.0;0.0;0.0;0.0;0.0;432.0;2023/01/17 00:00:00.000;23.46;576.0;0.0;538.0;144.0;208.25806;144;144;144;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Lampung";144.0;20018.02;500.0;144.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;644.0;2023/01/17 00:00:00.000;42.33;576.0;0.0;652.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Makassar";144.0;20018.02;1538.0;1872.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3410.0;2023/01/17 00:00:00.000;134.88;3168.0;2004.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Malang";3.0;20018.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023/01/17 00:00:00.000;0.0;0.0;0.0;1364.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Manado";144.0;20018.02;428.0;0.0;144.0;0.0;0.0;0.0;0.0;0.0;0.0;572.0;2023/01/17 00:00:00.000;16.42;432.0;0.0;538.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Mataram";144.0;20018.02;540.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;540.0;2023/01/17 00:00:00.000;20.31;432.0;0.0;652.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Medan";144.0;20018.02;904.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;906.0;2023/01/17 00:00:00.000;62.04;868.0;0.0;505.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Padang";3.0;20018.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023/01/17 00:00:00.000;0.0;0.0;0.0;302.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Palangkaraya";144.0;20018.02;79.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;79.0;2023/01/17 00:00:00.000;13.0;84.0;0.0;527.0;5.0;527;0;144;144;"URGENT";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Palembang";144.0;20018.02;1003.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1003.0;2023/01/17 00:00:00.000;91.13;1152.0;2004.0;;149.0;1492.98;144;288;288;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Palu";144.0;20018.02;238.0;0.0;144.0;0.0;0.0;0.0;0.0;132.0;0.0;514.0;2023/01/17 00:00:00.000;25.88;576.0;0.0;538.0;194.0;280.56989;144;288;144;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Pekanbaru";144.0;20018.02;549.0;432.0;0.0;0.0;0.0;0.0;0.0;574.0;0.0;1555.0;2023/01/17 00:00:00.000;61.75;864.0;2004.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Pontianak";144.0;20018.02;634.0;288.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;922.0;2023/01/17 00:00:00.000;27.29;864.0;2004.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Purwokerto";144.0;20018.02;73.0;0.0;144.0;0.0;0.0;0.0;0.0;0.0;0.0;217.0;2023/01/17 00:00:00.000;21.04;288.0;0.0;439.0;71.0;439;0;144;144;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Rantau Prapat";144.0;20018.02;722.0;432.0;0.0;0.0;0.0;0.0;0.0;168.0;0.0;1322.0;2023/01/17 00:00:00.000;40.17;1152.0;2004.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Samarinda";144.0;20018.02;390.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;390.0;2023/01/17 00:00:00.000;25.5;288.0;0.0;527.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Semarang";144.0;20018.02;1520.0;0.0;0.0;0.0;0.0;0.0;144.0;0.0;0.0;1664.0;2023/01/17 00:00:00.000;149.0;1584.0;2004.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Serang";3.0;20018.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023/01/17 00:00:00.000;0.0;0.0;2004.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Solo";144.0;20018.02;331.0;144.0;0.0;0.0;0.0;0.0;0.0;71.0;0.0;546.0;2023/01/17 00:00:00.000;65.21;432.0;2004.0;;0.0;0;0;0;0;"URGENT";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Sukabumi";144.0;20018.02;219.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;219.0;2023/01/17 00:00:00.000;9.88;108.0;0.0;613.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Surabaya";144.0;20018.02;858.0;0.0;0.0;144.0;0.0;0.0;0.0;0.0;0.0;1002.0;2023/01/17 00:00:00.000;160.21;864.0;0.0;1364.0;0.0;0;0;0;0;"URGENT";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Tasikmalaya";144.0;20018.02;163.0;0.0;0.0;114.0;0.0;0.0;0.0;0.0;0.0;277.0;2023/01/17 00:00:00.000;19.58;288.0;0.0;613.0;11.0;613;0;144;144;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Tegal";3.0;20018.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023/01/17 00:00:00.000;0.0;0.0;0.0;439.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Ternate";3.0;20018.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023/01/17 00:00:00.000;0.0;0.0;0.0;538.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Yogyakarta";3.0;20018.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023/01/17 00:00:00.000;0.0;0.0;0.0;166.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Aceh";144.0;20018.02;76.0;0.0;144.0;0.0;0.0;0.0;0.0;23.0;0.0;243.0;2023/01/17 00:00:00.000;11.94;371.0;0.0;184.0;151.0;57.2866;0;144;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Ambon";144.0;20018.02;191.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;191.0;2023/01/17 00:00:00.000;0.78;84.0;0.0;317.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Bali";144.0;20018.02;19.0;0.0;144.0;0.0;0.0;0.0;0.0;46.0;0.0;209.0;2023/01/17 00:00:00.000;12.25;84.0;0.0;365.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Bandung";144.0;20018.02;779.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;779.0;2023/01/17 00:00:00.000;87.58;720.0;1338.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Bangka";144.0;20018.02;289.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;289.0;2023/01/17 00:00:00.000;5.17;96.0;0.0;388.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Banjarmasin";144.0;20018.02;781.0;1584.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2365.0;2023/01/17 00:00:00.000;71.44;2304.0;1338.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Banten";144.0;20018.02;450.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;451.0;2023/01/17 00:00:00.000;85.54;360.0;1338.0;;0.0;0;0;0;0;"URGENT";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Batam";144.0;20018.02;193.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;198.0;2023/01/17 00:00:00.000;2.63;72.0;1338.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Bekasi";3.0;20018.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023/01/17 00:00:00.000;0.0;0.0;1338.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Bengkulu";144.0;20018.02;299.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;299.0;2023/01/17 00:00:00.000;5.88;72.0;0.0;388.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Bogor";144.0;20018.02;474.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;474.0;2023/01/17 00:00:00.000;40.38;288.0;1338.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Bukittinggi";144.0;20018.02;290.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;290.0;2023/01/17 00:00:00.000;16.08;288.0;0.0;281.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Cirebon";144.0;20018.02;544.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;544.0;2023/01/17 00:00:00.000;23.79;288.0;1338.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Ecommerce Tegal";12.0;20018.02;910.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;910.0;2023/01/17 00:00:00.000;6.71;51.0;1338.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Jakarta";3.0;20018.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023/01/17 00:00:00.000;0.0;0.0;1338.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Jambi";144.0;20018.02;326.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;326.0;2023/01/17 00:00:00.000;5.38;96.0;0.0;388.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Jember";144.0;20018.02;608.0;0.0;0.0;0.0;0.0;0.0;0.0;288.0;0.0;896.0;2023/01/17 00:00:00.000;33.42;576.0;1338.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Kediri";144.0;20018.02;1089.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1089.0;2023/01/17 00:00:00.000;120.83;1000.0;1338.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Kendari";144.0;20018.02;135.0;0.0;288.0;0.0;0.0;0.0;0.0;0.0;0.0;423.0;2023/01/17 00:00:00.000;14.25;432.0;0.0;317.0;9.0;20.52518;0;144;144;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Lampung";144.0;20018.02;676.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;676.0;2023/01/17 00:00:00.000;34.63;576.0;0.0;388.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Makassar";144.0;20018.02;906.0;1152.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2060.0;2023/01/17 00:00:00.000;71.28;1872.0;1338.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Malang";3.0;20018.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023/01/17 00:00:00.000;0.0;0.0;0.0;762.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Manado";144.0;20018.02;332.0;0.0;144.0;0.0;0.0;0.0;0.0;0.0;0.0;476.0;2023/01/17 00:00:00.000;5.38;288.0;0.0;317.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Mataram";144.0;20018.02;326.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;326.0;2023/01/17 00:00:00.000;12.54;288.0;0.0;365.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Medan";144.0;20018.02;384.0;0.0;0.0;144.0;0.0;0.0;0.0;276.0;0.0;804.0;2023/01/17 00:00:00.000;66.0;862.0;0.0;184.0;334.0;126.7134;0;144;0;"URGENT";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Padang";3.0;20018.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023/01/17 00:00:00.000;0.0;0.0;0.0;281.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Palangkaraya";144.0;20018.02;150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;150.0;2023/01/17 00:00:00.000;13.77;72.0;0.0;469.0;0.0;0;0;0;0;"URGENT";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Palembang";144.0;20018.02;597.0;288.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;885.0;2023/01/17 00:00:00.000;72.75;1008.0;1338.0;;123.0;1338;0;144;144;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Palu";144.0;20018.02;302.0;0.0;144.0;0.0;0.0;0.0;0.0;384.0;0.0;830.0;2023/01/17 00:00:00.000;19.08;576.0;0.0;317.0;130.0;296.47482;0;144;144;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Pekanbaru";144.0;20018.02;510.0;144.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;663.0;2023/01/17 00:00:00.000;41.46;576.0;1338.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Pontianak";144.0;20018.02;610.0;144.0;0.0;0.0;0.0;0.0;0.0;385.0;0.0;1139.0;2023/01/17 00:00:00.000;21.67;720.0;1338.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Purwokerto";144.0;20018.02;172.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;172.0;2023/01/17 00:00:00.000;10.83;288.0;0.0;354.0;116.0;354;0;144;144;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Rantau Prapat";144.0;20018.02;263.0;576.0;0.0;0.0;0.0;0.0;144.0;602.0;0.0;1585.0;2023/01/17 00:00:00.000;19.73;720.0;1338.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Samarinda";144.0;20018.02;395.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;395.0;2023/01/17 00:00:00.000;19.88;288.0;0.0;469.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Semarang";144.0;20018.02;1373.0;144.0;0.0;0.0;0.0;0.0;0.0;29.0;0.0;1546.0;2023/01/17 00:00:00.000;53.88;576.0;1338.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Serang";3.0;20018.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023/01/17 00:00:00.000;0.0;0.0;1338.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Solo";144.0;20018.02;351.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0;0.0;1239.0;2023/01/17 00:00:00.000;31.29;288.0;1338.0;;0.0;0;0;0;0;"NORMAL";"odoo"
