DC,BRAND,CAT1,CAT4,ODOO CODE,CORPORATE CODE,BARCODE,ITEM NAME,GT PRICE,QOH,RESERVED (QTY),AVAILABLE (QTY),QOH (Rp),RESERVED (Rp),AVAILABLE (Rp),EXPIRED DATE
DC SURABAYA,CRYSTALLURE,PACKAGE BEAUTY,CRYSTALLURE ESSENTIAL SKIN CARE ROUTINE,03101,P-CESR-W,8993137708500,CRYSTALLURE ESSENTIAL SKINCARE ROUTINE,214414.42,110,0,110,23585586.2,0,23585586.2,
DC SURABAYA,EMINA,LIP MAKE UP,EMINA CREAMYTINT,02137,LT-CR03-EM,8993137704823,EMINA CREAMYTINT 03 SUNBEAM 3.6 G,38738.74,5,0,5,193693.7,0,193693.7,
DC SURABAYA,EMINA,FACE MOISTURIZER,EMINA CLAY MASK,02474,FM-CMSC-EM,8993137708098,EMINA CLAY MASK SEBUM CONTROL 60 ML,36036.04,8,0,8,288288.32,0,288288.32,
DC SURABAYA,EMINA,FACE MOISTURIZER,EMINA MS. PIMPLE ACNE SPOT GEL,01887,SRM-ASSE-EM10ML,8993137697170,EMINA MS. PIMPLE ACNE SOLUTION SPOT GEL 15 ML,31081.08,3,0,3,93243.24,0,93243.24,
DC SURABAYA,EMINA,FACE MOISTURIZER,EMINA MASQUERADE SHEET MASK,01797,FM-MTTO-EM,8993137702669,EMINA MASQUERADE FACE MASK TEA TREE OIL 23 G,12612.62,2,0,2,25225.24,0,25225.24,
DC SURABAYA,EMINA,FACE CLEANSER,EMINA DOUBLE BUBBLE FACE WASH,00912,FW-DBL-EM60ML,8993137692793,EMINA DOUBLE BUBBLE FACE WASH 60 ML (PC(S)),16216.22,3,0,3,48648.66,0,48648.66,
DC SURABAYA,EMINA,FACE CLEANSER,EMINA DOUBLE THE MOIST FACE TONER,00826,FT-DTM-EM50ML,8993137692755,EMINA DOUBLE THE MOIST FACE TONER 50 ML (PC(S)),23873.88,24,0,24,572973.12,0,572973.12,
DC SURABAYA,EMINA,LIP MAKE UP,EMINA CREAMATTE,01102,L-CM05-EM5.5GR,8993137694346,EMINA CREAMATTE 05 FLAMINGO 5.5 GR (PC(S)),41441.45,3,0,3,124324.35,0,124324.35,
DC SURABAYA,EMINA,FACE MAKE UP,EMINA BARE WITH ME MINERAL MILD FOUNDATION,02451,F-BWMM01-EM,8993137707848,EMINA BARE WITH ME MINERAL MILD FOUNDATION 01 LIGHT 30 ML,68918.92,2,0,2,137837.84,0,137837.84,
DC SURABAYA,EMINA,FACE MOISTURIZER,EMINA BRIGHT STUFF MOISTURIZING CREAM,01880,M-BSC-EM,8993137702102,EMINA BRIGHT STUFF MOISTURIZING CREAM 20 ML,21621.62,1,0,1,21621.62,0,21621.62,
DC SURABAYA,EMINA,EYE MAKE UP,EMINA MASCARA,00822,MASK-SLA-EM5GR,8993137692663,EMINA STAR LASH AQUA MASCARA 5 GR (PC(S)),44594.6,2,0,2,89189.2,0,89189.2,
DC SURABAYA,EMINA,FACE MAKE UP,EMINA PORE RANGER,01735,PRM-PR-EM20ML,8993137698542,EMINA PORE RANGER 20 ML (PC(S)),56756.76,2,0,2,113513.52,0,113513.52,
DC SURABAYA,EMINA,FACE MOISTURIZER,EMINA CLAY MASK,02475,FM-CMSS-EM,8993137708104,EMINA CLAY MASK SOOTHE & SMOOTH 60 ML,36036.04,5,0,5,180180.2,0,180180.2,
DC SURABAYA,EMINA,LIP MAKE UP,EMINA CREAMATTE,02446,L-CM16-EM5.5GR,8993137708357,EMINA CREAMATTE 16 SODA GEMBIRA 5.5 GR,41441.45,134,0,134,5553154.3,0,5553154.3,
DC SURABAYA,EMINA,FACE MOISTURIZER,EMINA ALOE VERA GEL,02033,HBL-AVG-EM,8993137702201,EMINA ALOE VERA GEL 60 ML,25675.68,1,0,1,25675.68,0,25675.68,
DC SURABAYA,EMINA,FACE MAKE UP,EMINA BARE WITH ME MINERAL MILD FOUNDATION,02453,F-BWMM03-EM,8993137707862,EMINA BARE WITH ME MINERAL MILD FOUNDATION 03 CARAMEL 30 ML,68918.92,1,0,1,68918.92,0,68918.92,
DC SURABAYA,EMINA,LIP MAKE UP,EMINA MAGIC POTION,02317,LT-MP05-EM,8993137706629,EMINA MAGIC POTION 05 SUMMER 5.5 ML,41441.44,2,0,2,82882.88,0,82882.88,
DC SURABAYA,EMINA,FACE MAKE UP,EMINA BARE WITH ME MINERAL MILD FOUNDATION,02452,F-BWMM02-EM,8993137707855,EMINA BARE WITH ME MINERAL MILD FOUNDATION 02 NATURAL 30 ML,68918.92,1,0,1,68918.92,0,68918.92,
DC SURABAYA,EMINA,LIP MAKE UP,EMINA CREAMATTE,02448,L-CM18-EM5.5GR,8993137708371,EMINA CREAMATTE 18 ONDE-ONDE 5.5 GR,41441.45,8,0,8,331531.6,0,331531.6,
DC SURABAYA,EMINA,LIP MAKE UP,EMINA CREAMATTE,02449,L-CM19-EM5.5GR,8993137708388,EMINA CREAMATTE 19 PISANG COKELAT 5.5 GR,41441.45,6,0,6,248648.7,0,248648.7,
DC SURABAYA,EMINA,FACE CLEANSER,EMINA SKIN BUDDY MICELLAR WATER,02839,REM-SBRMWN2-EM,8993137711562,EMINA SKIN BUDDY MICELLAR WATER 50 ML,14864.87,23,0,23,341892.01,0,341892.01,
DC SURABAYA,EMINA,FACE CLEANSER,EMINA SKIN BUDDY MICELLAR WATER,02838,REM-SBRMW-EM,8993137711555,EMINA SKIN BUDDY MICELLAR WATER 100 ML,28378.38,2,0,2,56756.76,0,56756.76,
DC SURABAYA,EMINA,FACE MOISTURIZER,EMINA CLAY MASK,02473,FM-CMB-EM,8993137708081,EMINA CLAY MASK BRIGHTENING 60 ML,36036.04,4,0,4,144144.16,0,144144.16,
DC SURABAYA,EMINA,LIP MAKE UP,EMINA LIP CUSHION,01916,L-CUSH01-EM,8993137702188,EMINA LIP CUSHION 01. LET IT PEACH 9 G,49099.1,17,0,17,834684.7,0,834684.7,
DC SURABAYA,EMINA,FACE CLEANSER,EMINA FACE SCRUB,01251,FS-AJ-EM60ML,8993137692816,EMINA APRICOT JAM FACE SCRUB 60 ML (PC(S)),22972.98,5,0,5,114864.9,0,114864.9,
DC SURABAYA,EMINA,FACE MOISTURIZER,EMINA FACE MASK,01266,FM-GS-EM60ML,8993137693509,EMINA GRAPE SEED OLIVE FACE MASK 60 ML (PC(S)),35135.14,8,0,8,281081.12,0,281081.12,
DC SURABAYA,EMINA,LIP MAKE UP,EMINA SUGAR RUSH LIP SCRUB,00957,LB-SR-EM4.2GR,8993137693165,EMINA SUGAR RUSH LIP SCRUB 4.2 GR (PC(S)),33783.78,4,0,4,135135.12,0,135135.12,
DC SURABAYA,EMINA,LIP MAKE UP,EMINA CREAMYTINT,02135,LT-CR01-EM,8993137704809,EMINA CREAMYTINT 01 BRICK TOWN 3.6 G,38738.74,1,0,1,38738.74,0,38738.74,
DC SURABAYA,EMINA,FACE MOISTURIZER,EMINA FACE MASK,01649,FM-SL-EM60ML,8993137693530,EMINA CRANBERRY JUICE FACE MASK 60 ML,35135.14,9,0,9,316216.26,0,316216.26,
DC SURABAYA,EMINA,LIP MAKE UP,EMINA CREAMATTE,01103,L-CM06-EM5.5GR,8993137694353,EMINA CREAMATTE 06 JELLY BEAN 5.5 GR (PC(S)),41441.45,1,0,1,41441.45,0,41441.45,
DC SURABAYA,EMINA,FACE MAKE UP,EMINA BARE WITH ME MINERAL LOOSE POWDER,01888,B-RBMLP01-EM,8993137691345,EMINA BARE WITH ME MINERAL LOOSE POWDER 01 FAIR 8 G,49549.55,1,0,1,49549.55,0,49549.55,
DC SURABAYA,EMINA,FACE CLEANSER,EMINA DOT BURST FACE WASH,01276,FW-DBR-EM60ML,8993137692809,EMINA DOT BURST FACE WASH 60 ML (PC(S)),16216.22,13,0,13,210810.86,0,210810.86,
DC SURABAYA,EMINA,FACE CLEANSER,EMINA SKIN BUDDY FACE WASH,02837,FW-SBRDBL-EM,8993137711272,EMINA SKIN BUDDY BUBBLE UP FACE WASH 60 ML,17117.12,6,0,6,102702.72,0,102702.72,
DC SURABAYA,EMINA,FACE MAKE UP,EMINA BARE WITH ME MINERAL MILD FOUNDATION,02454,F-BWMM04-EM,8993137707879,EMINA BARE WITH ME MINERAL MILD FOUNDATION 04 MOCCA 30 ML,68918.92,32,0,32,2205405.44,0,2205405.44,
DC SURABAYA,EMINA,FACE CLEANSER,EMINA SKIN BUDDY FACE TONER,02840,FT-SBFT-EM,8993137710688,EMINA SKIN BUDDY FACE TONER 100 ML,26126.13,1,0,1,26126.13,0,26126.13,
DC SURABAYA,EMINA,FACE CLEANSER,EMINA SKIN BUDDY FACE WASH,02836,FW-SBRDBR-EM,8993137711265,EMINA SKIN BUDDY DOT BURST FACE WASH 60 ML,17117.12,3,0,3,51351.36,0,51351.36,
DC SURABAYA,EMINA,LIP MAKE UP,EMINA MAGIC POTION,01641,LT-MPSM-EM5.5ML,8993137699433,EMINA MAGIC POTION 03 SMITTEN 5.5 ML,41441.44,4,0,4,165765.76,0,165765.76,
DC SURABAYA,EMINA,LIP MAKE UP,EMINA CREAMATTE,01679,L-CM14-EM5.5GR,8993137700580,EMINA CREAMATTE 14 GINGERALE 5.5 GR,41441.45,2,0,2,82882.9,0,82882.9,
DC SURABAYA,EMINA,LIP MAKE UP,EMINA CREAMATTE,01082,L-CM03-EM5.5GR,8993137694322,EMINA CREAMATTE 03 MAUVELOUS 5.5 GR (PC(S)),41441.45,2,0,2,82882.9,0,82882.9,
DC SURABAYA,EMINA,FACE MOISTURIZER,EMINA FACE MASK,01045,FM-MGT-EM60ML,8993137693516,EMINA GREEN TEA LATTE FACE MASK 60 ML (PC(S)),27927.93,5,0,5,139639.65,0,139639.65,
DC SURABAYA,EMINA,HAND CLEANSING,EMINA ALOE VERA HAND GEL,02450,HS-AVHG-EM,8993137710268,EMINA ALOE VERA HAND GEL 60 ML,15765.77,1,0,1,15765.77,0,15765.77,
DC SURABAYA,EMINA,FACE MOISTURIZER,EMINA FACE MASK,01650,FM-AH-EM60ML,8993137693493,EMINA AVOCADO HONEY FACE MASK 60 ML,35135.14,14,0,14,491891.96,0,491891.96,
DC SURABAYA,EMINA,LIP MAKE UP,EMINA SUGAR RUSH LIPSTICK,01601,L-SR09CS-EM3.8GR,8993137699884,EMINA SUGAR RUSH LIPSTICK 09 CREAMSICLE 3.8 GR (PC(S)),33783.78,1,0,1,33783.78,0,33783.78,
DC SURABAYA,EMINA,LIP MAKE UP,EMINA CREAMYTINT,02139,LT-CR05-EM,8993137704847,EMINA CREAMYTINT 05 CHERRY SODA 3.6 G,38738.74,6,0,6,232432.44,0,232432.44,
DC SURABAYA,EMINA,LIP MAKE UP,EMINA CREAMYTINT,02136,LT-CR02-EM,8993137704816,EMINA CREAMYTINT 02 PEACH CRUSH 3.6 G,38738.74,12,0,12,464864.88,0,464864.88,
DC SURABAYA,EMINA,LIP MAKE UP,EMINA CREAMATTE,01101,L-CM04-EM5.5GR,8993137694339,EMINA CREAMATTE 04 FROSTBITE 5.5 GR (PC(S)),41441.45,1,0,1,41441.45,0,41441.45,
DC SURABAYA,EMINA,LIP MAKE UP,EMINA MAGIC POTION,02321,LT-MP06-EM,8993137706636,EMINA MAGIC POTION 06 SASSY 5.5 ML,41441.44,6,0,6,248648.64,0,248648.64,
DC SURABAYA,EMINA,FACE CLEANSER,EMINA BRIGHT STUFF FACE TONER,02847,FT-BST-EM,8993137711029,EMINA BRIGHT STUFF FACE TONER 100 ML,26126.13,6,0,6,156756.78,0,156756.78,
DC SURABAYA,EMINA,LIP MAKE UP,EMINA SUGAR RUSH LIPSTICK,00958,L-SR01PV-EM3.8GR,8993137693424,EMINA SUGAR RUSH LIPSTICK 01 PINK VELVET 3.8 GR (PC(S)),33783.78,2,0,2,67567.56,0,67567.56,
DC SURABAYA,INSTAPERFECT,FACE MAKE UP,INSTAPERFECT PRIMER,01701,PRM-IPPF-W20ML,8993137700795,WARDAH INSTAPERFECT POREFECTION SKIN PRIMER 20 ML,69369.37,1,0,1,69369.37,0,69369.37,
DC SURABAYA,KAHF,BEARD CARE,KAHF NOURISHING BEARD OIL,04165,BRO-RNBO-KA,8993137710473,KAHF NOURISHING BEARD & HAIR OIL 30 ML,94594.6,3,0,3,283783.8,0,283783.8,
DC SURABAYA,KAHF,BEARD CARE,KAHF ADVANCING BEARD SERUM,04164,SRM-RABS-KA,8993137710558,KAHF ADVANCING BEARD & HAIR SERUM 30 ML,115315.32,3,0,3,345945.96,0,345945.96,
DC SURABAYA,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CREAM MATTE,02790,L-TSIMLCPN-MO,8993137711425,MAKE OVER TITIES SAPOETRA INTENSE MATTE LIP CREAM PEONY 6.5 G,96396.4,12,0,12,1156756.8,0,1156756.8,
DC SURABAYA,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CREAM MATTE,02791,L-TSIMLCPR-MO,8993137711432,MAKE OVER TITIES SAPOETRA INTENSE MATTE LIP CREAM PRIMROSE 6.5 G,96396.4,6,0,6,578378.4,0,578378.4,
DC SURABAYA,MAKE OVER,LIP MAKE UP,MAKE OVER POWERSTAY LIP STAIN,02107,L-PVW04-MO,8993137705493,MAKE OVER POWERSTAY VIVID WATERLITE LIP STAIN A04 CORVETTE 5.5 G,93693.69,39,0,39,3654053.91,0,3654053.91,
DC SURABAYA,MAKE OVER,LIP MAKE UP,MAKE OVER CREAMY LIPMATTE,02196,L-CHC01-MO,8993137706131,MAKE OVER COLOR HYPNOSE CREAMY LIPMATTE 01 CHARM 4.3 G,72972.97,8,0,8,583783.76,0,583783.76,
DC SURABAYA,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW POWDER,00621,ES-SPG-MO2G,8993137683517,MAKE OVER SPARKLING POWDER GOLD 2 G (PC(S)),55855.86,28,0,28,1563964.08,0,1563964.08,
DC SURABAYA,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CREAM MATTE,01259,"L-IMC020-MO6,5G",8993137697651,"MAKE OVER INTENSE MATTE LIP CREAM 020 STYLE 6,5 G (PC(S))",93693.69,34,0,34,3185585.46,0,3185585.46,
DC SURABAYA,MAKE OVER,LIP MAKE UP,MAKE OVER HYDRASTAY SMOOTH LIP WHIP,02538,L-HSLWE-MO,8993137709743,MAKE OVER HYDRASTAY SMOOTH LIP WHIP C05 SWIFT 6.5 G,93693.69,1,0,1,93693.69,0,93693.69,
DC SURABAYA,MAKE OVER,EYE MAKE UP,MAKE OVER POWERSTAY EYEBROW MASCARA,02022,EB-DMCC-MO,8993137702317,MAKE OVER POWERSTAY BROW DEFINER MASCARA 03 COFFEE CREAM 6.5 G,100900.91,1,0,1,100900.91,0,100900.91,
DC SURABAYA,MAKE OVER,LIP MAKE UP,MAKE OVER CLIQUEMATTE,01623,L-CQS202-MO2G,8993137699969,MAKE OVER CLIQUEMATTE LIP STYLO 202 HOLLYWOOD 2 G,103603.6,1,0,1,103603.6,0,103603.6,
DC SURABAYA,MAKE OVER,LIP MAKE UP,MAKE OVER CREAMY LIPMATTE,02207,L-CHC12-MO,8993137706247,MAKE OVER COLOR HYPNOSE CREAMY LIPMATTE 12 MAGNET 4.3 G,72972.97,1,0,1,72972.97,0,72972.97,
DC SURABAYA,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW REFILL,00601,"ES-BV-MOR3,5G",8993137682312,"MAKE OVER SGES BROWN VEGAS REFILL PACK 3,5 G (PC(S))",45045.05,3,0,3,135135.15,0,135135.15,
DC SURABAYA,MAKE OVER,PACKAGE BEAUTY,MAKE OVER PACKAGE EYE LINER,00652,P-ELPBJ-MO,8993137692489,MAKE OVER EYE LINER PENCIL PACKAGE BLACK JACK (PC(S)),89189.19,6,0,6,535135.14,0,535135.14,
DC SURABAYA,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CREAM MATTE,02792,L-TSIMLCW-MO,8993137711449,MAKE OVER TITIES SAPOETRA INTENSE MATTE LIP CREAM WILLOW 6.5 G,96396.4,1,0,1,96396.4,0,96396.4,
DC SURABAYA,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY CREAMY FOUNDATION,02188,F-PTCMCC62-MO,8993137705028,MAKE OVER POWERSTAY TOTAL COVER MATTE CREAM FOUNDATION C62 RICH COCOA 12 G,124324.32,4,0,4,497297.28,0,497297.28,
DC SURABAYA,MAKE OVER,EYE MAKE UP,MAKE OVER POWERSTAY EYEBROW MASCARA,02021,EB-DMCL-MO,8993137702324,MAKE OVER POWERSTAY BROW DEFINER MASCARA 02 CHOCOLATE 6.5 G,100900.91,1,0,1,100900.91,0,100900.91,
DC SURABAYA,MAKE OVER,LIP MAKE UP,MAKE OVER CREAMY LIPMATTE,02202,L-CHC07-MO,8993137706193,MAKE OVER COLOR HYPNOSE CREAMY LIPMATTE 07 TEMPTATION 4.3 G,72972.97,1,0,1,72972.97,0,72972.97,
DC SURABAYA,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CREAM MATTE,02785,L-TSIMLCV-MO,8993137708142,MAKE OVER TITIES SAPOETRA INTENSE MATTE LIP CREAM VIOLA 6.5 G,96396.4,7,0,7,674774.8,0,674774.8,
DC SURABAYA,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CREAM MATTE,02786,L-TSIMLCB-MO,8993137711401,MAKE OVER TITIES SAPOETRA INTENSE MATTE LIP CREAM BUTTERCUP 6.5 G,96396.4,4,0,4,385585.6,0,385585.6,
DC SURABAYA,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA HI-MATTE LIPSTICK,01138,L-UHRR008-MO2.3G,8993137696937,MAKE OVER ULTRA HI-MATTE LIPSTICK 008 RUNWAY REBEL 2.3 G (PC(S)),83783.78,7,0,7,586486.46,0,586486.46,
DC SURABAYA,MAKE OVER,FACE MAKE UP,MAKE OVER LOOSE POWDER,00559,B-PT03-MO35G,8993137681858,MAKE OVER SILKY SMOOTH TRANSLUCENT POWDER 03 CHAMPAGNE 35 G (PC(S),112612.61,1,0,1,112612.61,0,112612.61,
DC SURABAYA,PUTRI,SHAMPOO,PUTRI SPA SHAMPOO,00391,S-P1SRL-P450,8993137572101,PUTRI SPA RELAXING SHAMPOO (LAVENDER) 450 ML (PC(S)),21621.62,1,0,1,21621.62,0,21621.62,
DC SURABAYA,PUTRI,SHAMPOO,PUTRI SHAMPOO,00367,S-P1L-P2,8993137180528,PUTRI PURE CLEAN SHAMPOO LEMON 2 L (PC(S)),70270.27,9,0,9,632432.43,0,632432.43,
DC SURABAYA,PUTRI,HAIR TEXTURE,PUTRI PROFESSIONAL NEUTRALIZER,00345,N-P1L-P5,8993137150057,PUTRI NEUTRALIZER LOTION 5 L (PC(S)),127387.39,15,0,15,1910810.85,0,1910810.85,
DC SURABAYA,PUTRI,HAIR TONIC,PUTRI HAIR TONIC,00308,HT-P1Y1-P2,8993137250023,"HAIR TONIC NORMAL HAIR (YELLOW), 2 L",118468.47,2,0,2,236936.94,0,236936.94,
DC SURABAYA,PUTRI,HAIR TONIC,PUTRI SPA HAIR TONIC,00377,HT-P1SEL2-P200D,8993137572057,"HAIR TONIC SPA ENERGIZING LEMON, 200 ML",30180.18,5,0,5,150900.9,0,150900.9,
DC SURABAYA,PUTRI,CREAMBATH,PUTRI NATURE REFILL CREAMBATH,00329,CB-P1K-PR1,8993137683937,PUTRI NATURAL CREAMBATH CANDLENUT REFILL 1 KG (PC(S)),35585.59,1,0,1,35585.59,0,35585.59,
DC SURABAYA,PUTRI,HAIR TEXTURE,PUTRI PLATINUM NEUTRALIZER,00333,N-P1P3P-P240,8993137683753,PUTRI PLATINUM NEUTRALIZER STEP 2 240 ML (PC(S)),25225.23,93,0,93,2345946.39,0,2345946.39,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK,02161,L-CUM01-W,8993137705905,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 01 PARFAIT PINK 3.6 G,39639.64,9,0,9,356756.76,0,356756.76,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH BLUSH ON,00117,BO-W1A-W4GR,8993137680004,WARDAH BLUSH ON A 4 GR,40090.09,2,0,2,80180.18,0,80180.18,
DC SURABAYA,WARDAH,FACE CLEANSER,WARDAH LIGHTENING FACIAL WASH GENTLE,02412,FW-LMGWN1-W,8993137708067,WARDAH LIGHTENING MICELLAR GENTLE WASH 50 ML,18018.02,1,0,1,18018.02,0,18018.02,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH LIPSTICK INTENSE MATTE,01127,L-IM09-W2.3G,8993137694841,WARDAH INTENSE MATTE LIPSTICK 09 VIBRANT-RED 2.3 G (PC(S)),42792.79,5,0,5,213963.95,0,213963.95,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING LOOSE POWDER,02390,B-R3L04N-W,8993137701037,WARDAH LIGHTENING MATTE POWDER 04 NATURAL 20 G,31081.08,1,0,1,31081.08,0,31081.08,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH EVERYDAY REFILL TWC,00219,TC-W3RELI3-W12G,8993137680417,WARDAH REFILL EVD LUM TWO WAY CAKE 03 IVORY 12 G (PC(S)),30180.19,91,0,91,2746397.29,0,2746397.29,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING LOOSE POWDER,02388,B-R3L02B-W,8993137701013,WARDAH LIGHTENING MATTE POWDER 02 BEIGE 20 G,31081.08,1,0,1,31081.08,0,31081.08,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK,02168,L-CUM08-W,8993137705974,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 08 WOODSY BROWN 3.6 G,39639.64,2,0,2,79279.28,0,79279.28,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH LIPSTICK LONG LASTING,01110,L-LL06-W2.3G,8993137694933,WARDAH LIPSTICK LONGLASTING 06 DELICATE PINK 2.3 G (PC(S)),42792.79,1,0,1,42792.79,0,42792.79,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH BLUSH ON,00120,BO-W0D-W4GR,8993137680035,WARDAH BLUSH ON D 4 GR,40090.09,1,0,1,40090.09,0,40090.09,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH LIPSTICK LONG LASTING,01111,L-LL07-W2.3G,8993137694940,WARDAH LIPSTICK LONGLASTING 07 RASPBERRY HIP 2.3 G (PC(S)),42792.79,3,0,3,128378.37,0,128378.37,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH LIPSTICK LONG LASTING,01113,L-LL09-W2.3G,8993137694964,WARDAH LIPSTICK LONGLASTING 09 VIBRANT RED 2.3 G (PC(S)),42792.79,1,0,1,42792.79,0,42792.79,
DC SURABAYA,WARDAH,FACE MOISTURIZER,WARDAH LIGHTENING DAY CREAM,02414,M-LDCN2-W,8993137572170,WARDAH LIGHTENING DAY CREAM ADVANCED NIACINAMIDE 30 G,39639.64,2,0,2,79279.28,0,79279.28,
DC SURABAYA,WARDAH,FACE CLEANSER,WARDAH NATURE DAILY ALOE HYDRAMILD FACIAL WASH,01620,FW-AH-W100ML,8993137695244,WARDAH NATURE DAILY ALOE HYDRAMILD FACIAL WASH 100 ML,24774.78,18,0,18,445946.04,0,445946.04,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH LIPSTICK LONG LASTING,01114,L-LL10-W2.3G,8993137694971,WARDAH LIPSTICK LONGLASTING 10 STYLISH MOCCA 2.3 G (PC(S)),42792.79,1,0,1,42792.79,0,42792.79,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING LIQUID FOUNDATION,02420,F-LLF03-W,8993137707718,WARDAH LIGHTENING LIQUID FOUNDATION 03. IVORY 25 ML (BLISTER),45045.05,1,0,1,45045.05,0,45045.05,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING LIQUID FOUNDATION,02421,F-LLF04-W,8993137707725,WARDAH LIGHTENING LIQUID FOUNDATION 04. NATURAL 25 ML (BLISTER),45045.05,1,0,1,45045.05,0,45045.05,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE REFILL TWC,00876,TC-W0REB4C1-W12GR,8993137679053,WARDAH REFILL EXCLUSIVE TWO WAY CAKE 01 LIGHT BEIGE 12 GR (PC(S)),49549.55,2,0,2,99099.1,0,99099.1,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING TWC LIGHT FEEL,02369,TC-R3LLF01-W,8993137685597,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 01 LIGHT BEIGE 12 G,46396.4,2,0,2,92792.8,0,92792.8,
DC SURABAYA,WARDAH,EYE MAKE UP,WARDAH EYEXPERT AQUA LASH MASCARA,00071,MASK-EEAL-W6GR,8993137691062,WARDAH EYEXPERT AQUA LASH MASCARA 6 GR (PC(S)),43243.25,2,0,2,86486.5,0,86486.5,
DC SURABAYA,WARDAH,EYE MAKE UP,WARDAH EYEXPERT PERFECTCURL MASCARA,00077,MASK-EEPC-W7GR,8993137691055,WARDAH EYEXPERT PERFECTCURL MASCARA 7 GR (PC(S)),59459.46,4,0,4,237837.84,0,237837.84,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING TWC LIGHT FEEL,02370,TC-R3LLF02-W,8993137685603,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,46396.4,3,0,3,139189.2,0,139189.2,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH LIPSTICK LONG LASTING,01115,L-LL11-W2.3G,8993137694988,WARDAH LIPSTICK LONGLASTING 11 CHERRIE GLAM 2.3 G (PC(S)),42792.79,1,0,1,42792.79,0,42792.79,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE TWC,02040,TC-RE02-W,8993137678919,WARDAH EXCLUSIVE TWO WAY CAKE 02 LIGHT BEIGE 12 G,81981.98,1,0,1,81981.98,0,81981.98,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH LIPSTICK LONG LASTING,01432,L-LL15-W2.3G,8993137698559,WARDAH LIPSTICK LONGLASTING 15 ROUGE RED 2.3 G (PC(S)),42792.79,1,0,1,42792.79,0,42792.79,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE TWC,02043,TC-RE05-W,8993137679046,WARDAH EXCLUSIVE TWO WAY CAKE 05 COFFEE BEIGE 12 G,81981.98,1,0,1,81981.98,0,81981.98,
DC SURABAYA,WARDAH,FACE MOISTURIZER,WARDAH CRYSTAL SECRET SLEEPING MASK,01630,FM-WSHG-W30G,8993137699938,WARDAH WHITE SECRET HYDRAGLOW SLEEPING MASK 30 G,93693.7,11,0,11,1030630.7,0,1030630.7,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH LIPSTICK LONG LASTING,01670,L-LL19-W2.3G,8993137700436,WARDAH LIPSTICK LONGLASTING 19 SUNRISE NUDE 2.3 G,42792.79,3,0,3,128378.37,0,128378.37,
DC SURABAYA,WARDAH,EYE MAKE UP,WARDAH EYE SHADOW,00927,"ES-W0I-W3,3GR",8993137680110,"WARDAH EYE SHADOW I 3,3 GR (PC(S))",42792.79,2,0,2,85585.58,0,85585.58,
DC SURABAYA,WARDAH,HAND CLEANSING,WARDAH NATURE DAILY ALOE HAND SANITIZER,02458,HS-NDAHHGN2-W,8993137710602,WARDAH NATURE DAILY ALOE HYDRAMILD HAND SANITIZER 240 ML,25225.23,20,0,20,504504.6,0,504504.6,
