product_tmpl_id/default_code,product_tmpl_id/old_koitem,product_tmpl_id/internal_name,product_id/categ_id/display_name,location_id/display_name,lot_id/name,quantity,product_uom_id/name,PUP May,Total Price @PUP,,,Stock 1 Jun 23,Total Price PUP May,"8,231,812,842.00",Qty in pcs,"19,728,415.28"
BOTO-OMGPGT100-OMG,BOTO-OMGPGT100-OMG,Botol Oh My Glow PG Toner 100 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AC-03A1,GPMJT6C/JJ13191,250,Pc(s),585,146250,,,,,,,
KB-NEONR0-OMG,KB-NEONR0-OMG,Karton Box Neon OMG,Packaging Material,JTK 4/Reject/PKG,GBMJTK4/JL202324,25,pc(s),2508.24391048484,62706.0977621209,,,,,,,
KB-RNR0-OMG,KB-RNR0-OMG,Karton Box Rhadon OMG,Packaging Material,JTK 4/Reject/PKG,GBMJTK4/JH311659,7,Pc(s),1862.91080500718,13040.3756350502,,,,,,,
STIC-VMKLCCE14R0-OMG,STIC-VMKLCCE14R0-OMG,Sticker Varian Matte KLC Coffee Edition 14 OMG,Packaging Material,JTK 4/Stock/Release/PKG,GBMJTK4/JL172303,15,Pc(s),30.0566119800116,450.849179700173,,,,,,,
DUS-LWMR0-OMG,DUS-LWMR0-OMG,Dus Lashtention Waterproof Mascara OMG,Packaging Material,JTK 4/Quarantine/PKG,GBMJTK4/JL232358,16,Pc(s),572.365177631814,9157.84284210903,,,,,,,
DUS-MKLCR2-OMG,DUS-MKLCR2-OMG,Dus Matte Kiss Lip Cream R2 OMG,Packaging Material,JTK 4/Stock/PKG,GBMJTK4/JL022167,456,Pc(s),335,152760,,,,,,,
IBOX-RRPMKLCR2-OMG,IBOX-RRPMKLCR2-OMG,Inner Box RRP Matte Kiss Lip Cream R2 OMG,Packaging Material,JTK 4/Stock/PKG,GBMJTK4/JK152048,58,Pc(s),1037.44740322979,60171.949387328,,,,,,,
DUS-MKLCR2-OMG,DUS-MKLCR2-OMG,Dus Matte Kiss Lip Cream R2 OMG,Packaging Material,JTK 4/Stock/PKG,GBMJTK4/JK222106,111,Pc(s),335,37185,,,,,,,
IBOX-RRPMKLCR2-OMG,IBOX-RRPMKLCR2-OMG,Inner Box RRP Matte Kiss Lip Cream R2 OMG,Packaging Material,JTK 4/Reject/PKG,GBMJTK4/JK152048,42,Pc(s),1037.44740322979,43572.7909356513,,,,,,,
STIC-BCLF52NCR0-OMG,STIC-BCLF52NCR0-OMG,Sticker Back Coverlast Liquid Foundation 25 mL 52 N Caramel OMG,Packaging Material,JTK 4/Reject/PKG,GPMJT6C/JG22200,79,Pc(s),234.822707739222,18550.9939113986,,,,,,,
STIC-BCLF21WLR0-OMG,STIC-BCLF21WLR0-OMG,Sticker Back Coverlast Liquid Foundation 25 mL 21 W Light OMG,Packaging Material,JTK 4/Reject/PKG,GPMJT6C/JG07151,82,Pc(s),167.47,13732.54,,,,,,,
STIC-VMKLC09R2-OMG,STIC-VMKLC09R2-OMG,Sticker Varian Matte Kiss Lip Cream 09 R2 OMG,Packaging Material,JTK 4/Reject/PKG,GBMJTK4/JL082215,206,Pc(s),36.6819164864415,7556.47479620695,,,,,,,
KB-BERYLR0-OMG,KB-BERYLR0-OMG,Karton Box Beryl OMG,Packaging Material,JTK 4/Reject/PKG,GBMJTK4/JL082223,21,Pc(s),2891.23991132187,60716.0381377593,,,,,,,
STIC-VMKLCCE15R0-OMG,STIC-VMKLCCE15R0-OMG,Sticker Varian Matte KLC Coffee Edition 15 OMG,Packaging Material,JTK 4/Pending/PKG,GBMJTK4/JG051402,2512,Pc(s),31.6151688773473,79417.3042198963,,,,,,,
DUS-MKLCCER0-OMG,DUS-MKLCCER0-OMG,Dus Matte KLC Coffee Edition OMG,Packaging Material,JTK 4/Stock/PKG,GBMJTK4/JL082209,71,Pc(s),380,26980,,,,,,,
STIC-VMKLC10R2-OMG,STIC-VMKLC10R2-OMG,Sticker Varian Matte Kiss Lip Cream 10 R2 OMG,Packaging Material,JTK 4/Stock/PKG,GBMJTK4/JK041992,123,Pc(s),30,3690,,,,,,,
KB-XENONR0-OMG,KB-XENONR0-OMG,Karton Box Xenon OMG,Packaging Material,JTK 4/Reject/PKG,GBMJTK4/JL082224,36,Pc(s),2094.38260254765,75397.7736917154,,,,,,,
STIC-VMKLCCE13R0-OMG,STIC-VMKLCCE13R0-OMG,Sticker Varian Matte KLC Coffee Edition 13 OMG,Packaging Material,JTK 4/Reject/PKG,GBMJTK4/JK041990,50,Pc(s),30.0562883256015,1502.81441628008,,,,,,,
STIC-BMKLCCE13R0-OMG,STIC-BMKLCCE13R0-OMG,Sticker Bottom Matte KLC Coffee Edition 13 OMG,Packaging Material,JTK 4/Reject/PKG,GBMJTK4/JL082220,35,Pc(s),38.7690233394291,1356.91581688002,,,,,,,
KB-NEONR0-OMG,KB-NEONR0-OMG,Karton Box Neon OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AB-03A2,GBMJTK4/JL212329,0,pc(s),2508.24391048484,0,,,,,,,
STIC-BMKLC01R2-OMG,STIC-BMKLC01R2-OMG,Sticker Bottom Matte KLC 01 R2 OMG,Packaging Material,JTK 4/Stock/PKG,GBMJTK4/JH261640,257,Pc(s),25,6425,,,,,,,
STIC-VMKLC01R2-OMG,STIC-VMKLC01R2-OMG,Sticker Varian Matte Kiss Lip Cream 01 R2 OMG,Packaging Material,JTK 4/Stock/PKG,GBMJTK4/JK112038,191,Pc(s),31.9541420160708,6103.24112506953,,,,,,,
DUS-MKLCR2-OMG,DUS-MKLCR2-OMG,Dus Matte Kiss Lip Cream R2 OMG,Packaging Material,JTK 4/Reject/PKG,GBMJTK4/JK182083,84,Pc(s),335,28140,,,,,,,
KB-NEONR0-OMG,KB-NEONR0-OMG,Karton Box Neon OMG,Packaging Material,JTK 4/Reject/PKG,GBMJTK4/JL212329,8,pc(s),2508.24391048484,20065.9512838787,,,,,,,
BOTO-MKLCR0-OMG,BOTO-MKLCR0-OMG,Bottle Matte KLC OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AA-04D2,GBMJTK4/JL142249,0,pc(s),1474.8493267543,0,,,,,,,
BOTO-MKLCR0-OMG,BOTO-MKLCR0-OMG,Bottle Matte KLC OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AA-06B1,GBMJTK4/JL172298,0,pc(s),1474.8493267543,0,,,,,,,
KB-XENONR0-OMG,KB-XENONR0-OMG,Karton Box Xenon OMG,Packaging Material,JTK 4/Reject/PKG,GPMJT6C/JL15091,13,Pc(s),2094.38260254765,27226.9738331195,,,,,,,
STIC-BCLF32NNR0-OMG,STIC-BCLF32NNR0-OMG,Sticker Back Coverlast Liquid Foundation 25 mL 32 N Natural OMG,Packaging Material,JTK 4/Reject/PKG,GPMJT6C/JF14245,67,Pc(s),237.5,15912.5,,,,,,,
STIC-FCLF32NNR0-OMG,STIC-FCLF32NNR0-OMG,Sticker Front Coverlast Liquid Foundation 25 mL 32 N Natural OMG,Packaging Material,JTK 4/Reject/PKG,GPMJT6C/JB23004,76,Pc(s),93.9948726400667,7143.61032064507,,,,,,,
CAPA-MKLCR0-OMG,CAPA-MKLCR0-OMG,Cap+Applicator+Wiper Matte KLC OMG,Packaging Material,JTK 4/Reject/PKG,GBMJTK4/JK182088,182,pc(s),1373.85154831625,250040.981793557,,,,,,,
STIC-VMKLCCE13R0-OMG,STIC-VMKLCCE13R0-OMG,Sticker Varian Matte KLC Coffee Edition 13 OMG,Packaging Material,JTK 4/Reject/PKG,GBMJTK4/JK182075,83,Pc(s),30.0562883256015,2494.67193102493,,,,,,,
STIC-VMKLC10R2-OMG,STIC-VMKLC10R2-OMG,Sticker Varian Matte Kiss Lip Cream 10 R2 OMG,Packaging Material,JTK 4/Reject/PKG,GBMJTK4/JK041992,83,Pc(s),30,2490,,,,,,,
KB-NEONR0-OMG,KB-NEONR0-OMG,Karton Box Neon OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AA-03A2,GBMJTK4/JL302392,0,pc(s),2508.24391048484,0,,,,,,,
DUS-MKLCR2-OMG,DUS-MKLCR2-OMG,Dus Matte Kiss Lip Cream R2 OMG,Packaging Material,JTK 4/Stock/PKG,GBMJTK4/JL062191,170,Pc(s),335,56950,,,,,,,
IBOX-RRPMKLCR2-OMG,IBOX-RRPMKLCR2-OMG,Inner Box RRP Matte Kiss Lip Cream R2 OMG,Packaging Material,JTK 4/Stock/PKG,GBMJTK4/JL172300,17,Pc(s),1037.44740322979,17636.6058549065,,,,,,,
KB-NEONR0-OMG,KB-NEONR0-OMG,Karton Box Neon OMG,Packaging Material,JTK 4/Stock/PKG,GBMJTK4/JL292387,1,pc(s),2508.24391048484,2508.24391048484,,,,,,,
STIC-VMKLC03R2-OMG,STIC-VMKLC03R2-OMG,Sticker Varian Matte Kiss Lip Cream 03 R2 OMG,Packaging Material,JTK 4/Stock/PKG,GBMJTK4/JL082212,202,Pc(s),33.1858267806796,6703.53700969728,,,,,,,
KB-NEONR0-OMG,KB-NEONR0-OMG,Karton Box Neon OMG,Packaging Material,JTK 4/Reject/PKG,GBMJTK4/JL292387,10,pc(s),2508.24391048484,25082.4391048484,,,,,,,
STIC-BMKLCCE14R0-OMG,STIC-BMKLCCE14R0-OMG,Sticker Bottom Matte KLC Coffee Edition 14 OMG,Packaging Material,JTK 4/Reject/PKG,GBMJTK4/JL082221,1876,Pc(s),25.0840597050982,47057.6960067641,,,,,,,
KB-NEONR0-OMG,KB-NEONR0-OMG,Karton Box Neon OMG,Packaging Material,JTK 4/Reject/PKG,GBMJTK4/JL272379,4,pc(s),2508.24391048484,10032.9756419393,,,,,,,
KB-NEONR0-OMG,KB-NEONR0-OMG,Karton Box Neon OMG,Packaging Material,JTK 4/Reject/PKG,GBMJTK4/JL302392,20,pc(s),2508.24391048484,50164.8782096967,,,,,,,
IBOX-RRPJKLTSR0-OMG,IBOX-RRPJKLTSR0-OMG,Inner Box RRP Juicy Kiss Lip Tint Serum OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AD-07B1,GBMJTK4/JK152047,4984,Pc(s),1426.17370892019,7108049.76525822,,,,,,,
STIC-BMKLC07R2-OMG,STIC-BMKLC07R2-OMG,Sticker Bottom Matte KLC 07 R2 OMG,Packaging Material,JTK 4/Stock/PKG,GBMJTK4/IK22865,62,Pc(s),29.8093721044382,1848.18107047517,,,,,,,
STIC-BCLF52NCR0-OMG,STIC-BCLF52NCR0-OMG,Sticker Back Coverlast Liquid Foundation 25 mL 52 N Caramel OMG,Packaging Material,JTK 4/Reject/PKG,GPMJT6C/JH03126,62,Pc(s),234.822707739222,14559.0078798318,,,,,,,
CAP-SPGM75-OMG,CAP-SPGM75-OMG,Cap Sachet Peach Glowing Cream 7.5 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AE-03B1,GBMJTK4/JG191432,12987,Pc(s),0,0,,,,,,,
CAP-SPGM75-OMG,CAP-SPGM75-OMG,Cap Sachet Peach Glowing Cream 7.5 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AE-02B1,GBMJTK4/JG191430,30000,Pc(s),0,0,,,,,,,
CAP-SPGM75-OMG,CAP-SPGM75-OMG,Cap Sachet Peach Glowing Cream 7.5 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AE-03B1,GBMJTK4/JG191430,17000,Pc(s),0,0,,,,,,,
SACH-PGM75-OMG,SACH-PGM75-OMG,Sachet Peach Glowing Cream 7.5 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AE-03B1,GBMJTK4/JG191431,12987,Pc(s),642.959561415011,8350115.82409675,,,,,,,
SACH-PGM75-OMG,SACH-PGM75-OMG,Sachet Peach Glowing Cream 7.5 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AE-02B1,GBMJTK4/JG191429,30000,Pc(s),642.959561415011,19288786.8424503,,,,,,,
SACH-PGM75-OMG,SACH-PGM75-OMG,Sachet Peach Glowing Cream 7.5 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AE-03B1,GBMJTK4/JG191429,17000,Pc(s),642.959561415011,10930312.5440552,,,,,,,
CAP-SPGFW9-OMG,CAP-SPGFW9-OMG,Cap Sachet Peach Glowing Face Wash 9 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AE-03C2,GBMJTK4/JG191434,30000,Pc(s),0,0,,,,,,,
CAP-SPGFW9-OMG,CAP-SPGFW9-OMG,Cap Sachet Peach Glowing Face Wash 9 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AE-04B2,GBMJTK4/JG191434,30000,Pc(s),0,0,,,,,,,
SACH-PGFW9-OMG,SACH-PGFW9-OMG,Sachet Peach Glowing Face Wash 9 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AE-03C2,GBMJTK4/JG191433,30000,Pc(s),656.807763185585,19704232.8955675,,,,,,,
SACH-PGFW9-OMG,SACH-PGFW9-OMG,Sachet Peach Glowing Face Wash 9 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AE-04B2,GBMJTK4/JG191433,30000,Pc(s),656.807763185585,19704232.8955675,,,,,,,
KB-NEONR0-OMG,KB-NEONR0-OMG,Karton Box Neon OMG,Packaging Material,JTK 4/Stock/PKG,GBMJTK4/JL302392,6,pc(s),2508.24391048484,15049.463462909,,,,,,,
BOTO-OMGPGT100R1-OMG,BOTO-OMGPGT100R1-OMG,Botol Oh My Glow PG Toner 100 R1 OMG,Packaging Material,JTK 4/Stock/PKG,GBMJTK4/JL142251,830,Pc(s),640,531200,,,,,,,
CAP-OMGPGT100-OMG,CAP-OMGPGT100-OMG,Cap Oh My Glow PG Toner 100 OMG,Packaging Material,JTK 4/Stock/PKG,GBMJTK4/JK292146,104,Pc(s),173.642795516501,18058.8507337161,,,,,,,
BOTO-MKLCCEKIMR0-OMG,BOTO-MKLCCEKIMR0-OMG,Bottle Matte KLC KIM Coffee Edition OMG,Packaging Material,JTK 4/Stock/PKG,GBMJTK4/JL302395,1015,Pc(s),1666.00600996671,1690996.10011621,,,,,,,
CAPA-MKLCCEKIMR0-OMG,CAPA-MKLCCEKIMR0-OMG,Cap+Applicator+Wiper Matte KLC KIM Coffee Edition OMG,Packaging Material,JTK 4/Stock/PKG,GBMJTK4/JL302396,1015,Pc(s),1141.59604876036,1158719.98949176,,,,,,,
DUS-MKLCCER0-OMG,DUS-MKLCCER0-OMG,Dus Matte KLC Coffee Edition OMG,Packaging Material,JTK 4/Stock/PKG,GBMJTK4/JL232350,546,Pc(s),380,207480,,,,,,,
IBOX-RRPMKLCR2-OMG,IBOX-RRPMKLCR2-OMG,Inner Box RRP Matte Kiss Lip Cream R2 OMG,Packaging Material,JTK 4/Stock/PKG,GBMJTK4/JL272376,70,Pc(s),1037.44740322979,72621.3182260855,,,,,,,
BOTO-OMGPGT100R1-OMG,BOTO-OMGPGT100R1-OMG,Botol Oh My Glow PG Toner 100 R1 OMG,Packaging Material,JTK 4/Stock/Release/PKG,GBMJTK4/KA092430,5,Pc(s),640,3200,,,,,,,
KB-ARGONR0-OMG,KB-ARGONR0-OMG,Karton Box Argon OMG,Packaging Material,JTK 4/Reject/PKG,GBMJTK4/JL222340,8,Pc(s),2058.53891203382,16468.3112962705,,,,,,,
BOTO-LWMR0-OMG,BOTO-LWMR0-OMG,Bottle Lashtention Waterproof Mascara OMG,Packaging Material,JTK 4/Stock/Release/PKG,GBMJTK4/JL212335,26,Pc(s),1079.55672626903,28068.4748829949,,,,,,,
CAPA-WLWMR0-OMG,CAPA-WLWMR0-OMG,Cap Applicator + Wiper Lashtention Waterproof Mascara OMG,Packaging Material,JTK 4/Stock/Release/PKG,GBMJTK4/JL212336,16,Pc(s),1859.42174490975,29750.7479185561,,,,,,,
IBOX-RRPMKLCR2-OMG,IBOX-RRPMKLCR2-OMG,Inner Box RRP Matte Kiss Lip Cream R2 OMG,Packaging Material,JTK 4/Reject/PKG,GBMJTK4/JL272376,9,Pc(s),1037.44740322979,9337.02662906814,,,,,,,
STIC-BMKLC06R2-OMG,STIC-BMKLC06R2-OMG,Sticker Bottom Matte KLC 06 R2 OMG,Packaging Material,JTK 4/Reject/PKG,GBMJTK4/JI121721,144,Pc(s),29.1462431208043,4197.05900939582,,,,,,,
KB-NEONR0-OMG,KB-NEONR0-OMG,Karton Box Neon OMG,Packaging Material,JTK 4/Reject/PKG,GBMJTK4/KA042403,23,pc(s),2508.24391048484,57689.6099411513,,,,,,,
BOTO-LWMR0-OMG,BOTO-LWMR0-OMG,Bottle Lashtention Waterproof Mascara OMG,Packaging Material,JTK 4/Stock/PKG,GBMJTK4/JL212335,10,Pc(s),1079.55672626903,10795.5672626903,,,,,,,
CAPA-WLWMR0-OMG,CAPA-WLWMR0-OMG,Cap Applicator + Wiper Lashtention Waterproof Mascara OMG,Packaging Material,JTK 4/Stock/PKG,GBMJTK4/JL212336,10,Pc(s),1859.42174490975,18594.2174490975,,,,,,,
STIC-BMKLCCE15R0-OMG,STIC-BMKLCCE15R0-OMG,Sticker Bottom Matte KLC Coffee Edition 15 OMG,Packaging Material,JTK 4/Reject/PKG,GBMJTK4/KA062425,50,Pc(s),25.6761268781302,1283.80634390651,,,,,,,
STIC-BCLF21WLR0-OMG,STIC-BCLF21WLR0-OMG,Sticker Back Coverlast Liquid Foundation 25 mL 21 W Light OMG,Packaging Material,JTK 4/Quarantine/PKG,GPMJT6C/JG07151,2152,Pc(s),167.47,360395.44,,,,,,,
KB-NEONR0-OMG,KB-NEONR0-OMG,Karton Box Neon OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AA-03A2,GBMJTK4/KA112472,0,pc(s),2508.24391048484,0,,,,,,,
STIC-VMKLCCOLSPBR0-OMG,STIC-VMKLCCOLSPBR0-OMG,Sticker Varian Matte KLC COL SPB OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/E1-7,GBMJTK4/JL262368,1862,Pc(s),45,83790,,,,,,,
IBOX-RRPMKLCCOLR0-OMG,IBOX-RRPMKLCCOLR0-OMG,Inner Box RRP Matte KLC COL OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AD-12A1,GBMJTK4/KA102448,2358,Pc(s),1400,3301200,,,,,,,
STIC-VMKLCCOLSPPR0-OMG,STIC-VMKLCCOLSPPR0-OMG,Sticker Varian Matte KLC COL SPP OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/E1-7,GBMJTK4/JL262365,3050,Pc(s),45,137250,,,,,,,
STIC-VMKLCCOLSPAR0-OMG,STIC-VMKLCCOLSPAR0-OMG,Sticker Varian Matte KLC COL SPA OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/E1-7,GBMJTK4/JL262364,7296,Pc(s),100,729600,,,,,,,
KB-BERYLR0-OMG,KB-BERYLR0-OMG,Karton Box Beryl OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AC-09A1,GPMJT6C/JK23083,177,Pc(s),2891.23991132187,511749.464303971,,,,,,,
TUBE-PGFW50R1-OMG,TUBE-PGFW50R1-OMG,Tube Peach Glowing Face Wash 50 R1 OMG,Packaging Material,JTK 4/Quarantine/PKG,GBMJTK4/KA162539,180,Pc(s),1270.07491939124,228613.485490423,,,,,,,
PLAS-FPGM75-OMG,PLAS-FPGM75-OMG,Plastik Flow Wrap Peach Glowing Cream 7.5 OMG,Packaging Material,JTK 4/Quarantine/PKG,GBMJTK4/IJ29748,12.58,Roll,839567.367119901,10561757.4783684,,,,,,,
STIC-VMKLCCE14R0-OMG,STIC-VMKLCCE14R0-OMG,Sticker Varian Matte KLC Coffee Edition 14 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/E1-7,GBMJTK4/KA092437,12456,Pc(s),30.0566119800116,374385.158823024,,,,,,,
KB-NEONR0-OMG,KB-NEONR0-OMG,Karton Box Neon OMG,Packaging Material,JTK 4/Reject/PKG,GBMJTK4/KA112472,11,pc(s),2508.24391048484,27590.6830153332,,,,,,,
KB-NEONR0-OMG,KB-NEONR0-OMG,Karton Box Neon OMG,Packaging Material,JTK 4/Reject/PKG,GBMJTK4/KA172546,7,pc(s),2508.24391048484,17557.7073733939,,,,,,,
KB-BERYLR0-OMG,KB-BERYLR0-OMG,Karton Box Beryl OMG,Packaging Material,JTK 4/Reject/PKG,GBMJTK4/JL222341,13,Pc(s),2891.23991132187,37586.1188471843,,,,,,,
IBOX-RRPPGS75-OMG,IBOX-RRPPGS75-OMG,Inner Box RRP Peach Glowing Serum 7.5 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AD-04A2,GBMJTK4/JL302394,0,Pc(s),1725,0,,,,,,,
DUS-CTWC41WR0-OMG,DUS-CTWC41WR0-OMG,Dus Coverlast Two Way Cake 41W OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AD-07A1,GBMJTK4/KA062417,23284,Pc(s),595.231823028832,13859377.7674033,,,,,,,
IBOX-RRPMKLCR2-OMG,IBOX-RRPMKLCR2-OMG,Inner Box RRP Matte Kiss Lip Cream R2 OMG,Packaging Material,JTK 4/Reject/PKG,GBMJTK4/JL292384,20,Pc(s),1037.44740322979,20748.9480645959,,,,,,,
DUS-MKLCCOLR0-OMG,DUS-MKLCCOLR0-OMG,Dus Matte KLC COL OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AB-03B1,GBMJTK4/KA122483,13419,Pc(s),490,6575310,,,,,,,
DUS-JKLTS03R1-OMG,DUS-JKLTS03R1-OMG,Dus Juicy Kiss Lip Tint Serum 03 R1 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AB-05A2,GBMJTK4/JJ251942,17575,Pc(s),696.149341142021,12234824.670571,,,,,,,
IBOX-RRPJKLTSR0-OMG,IBOX-RRPJKLTSR0-OMG,Inner Box RRP Juicy Kiss Lip Tint Serum OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AD-08B2,GBMJTK4/JL082207,9984,Pc(s),1426.17370892019,14238918.3098592,,,,,,,
DUS-JKLTS04R1-OMG,DUS-JKLTS04R1-OMG,Dus Juicy Kiss Lip Tint Serum 04 R1 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AD-13B2,GBMJTK4/JK162058,25184,Pc(s),687.319277108434,17309448.6746988,,,,,,,
KB-NEONR0-OMG,KB-NEONR0-OMG,Karton Box Neon OMG,Packaging Material,JTK 4/Stock/PKG,GBMJTK4/KA172551,1,pc(s),2508.24391048484,2508.24391048484,,,,,,,
DUS-MKLCCER0-OMG,DUS-MKLCCER0-OMG,Dus Matte KLC Coffee Edition OMG,Packaging Material,JTK 4/Stock/PKG,GBMJTK4/JL302391,445,Pc(s),380,169100,,,,,,,
STIC-VMKLC05R2-OMG,STIC-VMKLC05R2-OMG,Sticker Varian Matte Kiss Lip Cream 05 R2 OMG,Packaging Material,JTK 4/Stock/PKG,GBMJTK4/JL082217,69,Pc(s),32.6435993579257,2252.40835569687,,,,,,,
IBOX-RRPMKLCCOLR0-OMG,IBOX-RRPMKLCCOLR0-OMG,Inner Box RRP Matte KLC COL OMG,Packaging Material,JTK 4/Stock/PKG,GBMJTK4/KA102448,13,Pc(s),1400,18200,,,,,,,
CAPA-JKLTS01R1-OMG,CAPA-JKLTS01R1-OMG,Cap+Applicator Juicy Kiss Lip Tint Serum 01 R1 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AB-06C2,GBMJTK4/JL142275,20000,Pc(s),921.36,18427200,,,,,,,
CAPA-JKLTS01R1-OMG,CAPA-JKLTS01R1-OMG,Cap+Applicator Juicy Kiss Lip Tint Serum 01 R1 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AB-06C2,GBMJTK4/JL142265,20000,Pc(s),921.36,18427200,,,,,,,
CAPA-JKLTS03R1-OMG,CAPA-JKLTS03R1-OMG,Cap+Applicator Juicy Kiss Lip Tint Serum 03 R1 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AB-07B2,GBMJTK4/JL142277,19983,Pc(s),921.36,18411536.88,,,,,,,
CAPA-JKLTS03R1-OMG,CAPA-JKLTS03R1-OMG,Cap+Applicator Juicy Kiss Lip Tint Serum 03 R1 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AB-07B2,GBMJTK4/JL142272,32000,Pc(s),921.36,29483520,,,,,,,
CAPA-JKLTS04R1-OMG,CAPA-JKLTS04R1-OMG,Cap+Applicator Juicy Kiss Lip Tint Serum 04 R1 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AB-08C1,GBMJTK4/JL142273,40,Pc(s),921.36,36854.4,,,,,,,
CAPA-JKLTS04R1-OMG,CAPA-JKLTS04R1-OMG,Cap+Applicator Juicy Kiss Lip Tint Serum 04 R1 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AB-08C1,GBMJTK4/JL142282,40000,Pc(s),921.36,36854400,,,,,,,
CAPA-JKLTS04R1-OMG,CAPA-JKLTS04R1-OMG,Cap+Applicator Juicy Kiss Lip Tint Serum 04 R1 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AB-08B1,GBMJTK4/JL142273,36339,Pc(s),921.36,33481301.04,,,,,,,
CAPA-JKLTS04R1-OMG,CAPA-JKLTS04R1-OMG,Cap+Applicator Juicy Kiss Lip Tint Serum 04 R1 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AB-08B1,GBMJTK4/JL142278,20000,Pc(s),921.36,18427200,,,,,,,
CAPA-JKLTS02R1-OMG,CAPA-JKLTS02R1-OMG,Cap+Applicator Juicy Kiss Lip Tint Serum 02 R1 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AB-07B1,GBMJTK4/JL142281,40000,Pc(s),921.36,36854400,,,,,,,
CAPA-JKLTS02R1-OMG,CAPA-JKLTS02R1-OMG,Cap+Applicator Juicy Kiss Lip Tint Serum 02 R1 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AB-07B1,GBMJTK4/JL142276,20000,Pc(s),921.36,18427200,,,,,,,
BOTO-WJKLTSR1-OMG,BOTO-WJKLTSR1-OMG,Bottle+Wiper Juicy Kiss Lip Tint R1 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AB-08B2,GBMJTK4/JL142279,51744,Pc(s),982.784,50853175.296,,,,,,,
BOTO-WJKLTSR1-OMG,BOTO-WJKLTSR1-OMG,Bottle+Wiper Juicy Kiss Lip Tint R1 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AB-09B1,GBMJTK4/JL142268,51744,Pc(s),982.784,50853175.296,,,,,,,
BOTO-WJKLTSR1-OMG,BOTO-WJKLTSR1-OMG,Bottle+Wiper Juicy Kiss Lip Tint R1 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AB-09C1,GBMJTK4/JL142274,51744,Pc(s),982.784,50853175.296,,,,,,,
BOTO-WJKLTSR1-OMG,BOTO-WJKLTSR1-OMG,Bottle+Wiper Juicy Kiss Lip Tint R1 OMG,Packaging Material,JTK 4/Stock/PKG/JTK 6/Gedung B/AB-09B2,GBMJTK4/JL142268,24512,Pc(s),982.784,24090001.408,,,,,,,
