Kode Item,May 23,Jun 23,Jul 23,Aug 23,Sep 23,Oct 23,Nov 23,Dec 23,Jan 24,Feb 24,Mar 24,Apr 24,May 24,Jun 24,Jul 24,Aug 24,Sep 24
STIC-BCHCL11R0-MO,596,596,1192,1192,596,1192,1192,596,1192,1192,1192,1192,596,1192,1192,1192,
STIC-BCHCL12R0-MO,0,1192,596,1192,1192,1192,596,596,1192,1192,596,1192,1192,596,1192,1192,
STIC-BCHCL1R0-MO,0,596,1788,596,1192,1192,1192,596,1192,1192,1192,1192,1192,596,1788,596,
STIC-BCHCL2R0-MO,0,596,1192,596,596,596,596,596,1192,596,596,596,596,596,1192,596,
STIC-BCHCL3R0-MO,596,1192,2384,1192,1788,1788,1788,1192,1788,1788,1788,1788,1788,1788,1788,1788,
STIC-BCHCL4R0-MO,0,1192,1192,1192,1192,1788,1192,596,1788,1192,1192,1192,1192,1192,1788,1192,
STIC-BCHCL5R0-MO,596,1192,2384,2384,1788,2384,2384,1192,2980,1788,1788,2980,1788,2384,2384,1788,
STIC-BCHCL6R0-MO,0,1192,1788,1192,1192,1788,1192,1192,1192,1788,1192,1192,1788,1192,1788,1192,
STIC-BCHCL7R0-MO,0,1192,1788,1192,1788,1788,1192,1192,1788,1788,1192,2384,1192,1788,1788,1192,
STIC-BCHCL8R0-MO,0,1192,1192,1192,1192,1788,1192,596,1788,596,1192,1788,1192,1192,1192,1192,
STIC-BCHCL9R0-MO,0,1192,1788,1788,1192,1788,1788,1192,1788,1192,1192,1788,1788,1192,1788,1788,
STIC-BCHCP01R0-W,0,0,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,7240,3620,
STIC-BCHCP02R0-W,0,0,3620,0,3620,3620,0,3620,0,3620,3620,3620,0,3620,3620,3620,
STIC-BCHLTB01-MO,0,0,0,3461,0,3461,0,3461,0,3461,0,3461,0,0,3461,0,
STIC-BCHLTB02-MO,0,0,3461,0,0,0,3461,0,0,3461,0,0,0,3461,0,0,
STIC-BCHLTB03-MO,0,0,0,0,3461,0,0,3461,0,0,0,3461,0,0,3461,0,
STIC-BCHLTB04-MO,0,0,0,0,0,3461,0,0,0,3461,0,0,0,3461,0,0,
STIC-BCHLTB05-MO,3461,0,0,3461,0,3461,3461,0,3461,0,3461,0,3461,0,3461,0,
STIC-BCIBBM1R0-WPWNF,704,0,704,704,1408,704,704,704,1408,704,1408,0,0,0,0,0,
STIC-BCIBBM2R0-WPWNF,0,704,0,704,704,704,704,704,704,704,0,704,0,0,0,0,
STIC-BCIGCL1R0-WPWG,356,0,0,0,356,0,356,0,356,0,356,356,0,356,0,356,
STIC-BCIGCL2R0-WPWG,0,0,0,0,0,356,0,356,0,356,0,356,0,0,356,0,
STIC-BCIGCL3R0-WPWG,0,0,0,0,356,0,356,0,0,356,0,356,0,356,0,356,
STIC-BCIMC10R1-MO,500,1000,2000,1000,1500,1500,1500,1000,1500,1500,1500,1500,1500,1000,2000,1000,
STIC-BCIMC11R1-MO,2036,2036,10180,8144,8144,8144,8144,6108,10180,6108,8144,10180,8144,8144,8144,8144,
STIC-BCIMC1R1-MO,0,500,1500,1000,1000,1500,1000,1000,1500,1000,1000,1500,1000,1000,1500,1000,
STIC-BCIMC2R1-MO,0,0,2036,2036,2036,2036,2036,2036,2036,0,2036,2036,2036,2036,2036,2036,
STIC-BCIMC3R1-MO,2036,0,4072,4072,2036,6108,2036,4072,4072,4072,4072,4072,4072,4072,4072,4072,
STIC-BCIMC4R1-MO,2036,0,4072,4072,4072,4072,2036,4072,4072,4072,2036,6108,2036,4072,4072,4072,
STIC-BCIMC5R1-MO,0,0,2036,2036,4072,2036,2036,2036,2036,2036,2036,4072,2036,2036,2036,2036,
STIC-BCIMC6R1-MO,0,0,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,
STIC-BCIMC7R1-MO,0,0,2036,0,2036,2036,2036,2036,2036,0,2036,2036,2036,2036,2036,0,
STIC-BCIMC8R1-MO,2036,0,6108,4072,4072,6108,4072,2036,6108,4072,4072,6108,4072,4072,4072,6108,
STIC-BCIMC9R1-MO,0,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,4072,2036,0,4072,2036,
STIC-BCIMCL1R0-WPWG,404,0,0,0,0,0,0,0,404,0,0,404,0,0,404,0,
STIC-BCIMCL2R0-WPWG,404,0,0,0,0,0,0,404,0,0,404,0,0,404,0,0,
STIC-BCIMCL3R0-WPWG,404,0,0,0,0,404,0,404,0,0,404,0,404,0,404,0,
STIC-BCIMCL4R0-WPWG,404,0,0,0,0,0,404,0,0,404,0,0,404,0,404,0,
STIC-BCIMCL5R0-WPWG,0,0,0,0,0,404,0,0,404,0,404,0,0,404,0,404,
STIC-BCIMCL6R0-WPWG,0,0,0,0,0,404,0,0,0,404,0,0,404,0,0,404,
STIC-BCIMLC12R0-MOPP,0,1500,2000,1500,2000,2000,1500,1500,2000,2000,1500,2000,2000,1500,2000,2000,
STIC-BCIMLC13R1-MOPP,2036,0,2036,4072,2036,2036,4072,2036,2036,4072,2036,4072,2036,2036,4072,2036,
STIC-BCIMLC14R1-MOPP,0,0,2036,2036,2036,2036,2036,2036,2036,2036,2036,4072,2036,2036,2036,2036,
STIC-BCIMLC15R0-MOPP,0,0,2036,0,2036,2036,2036,2036,2036,2036,0,2036,2036,2036,2036,2036,
STIC-BCIMLC16R0-MOPP,2036,0,6108,6108,4072,6108,4072,4072,6108,4072,4072,6108,4072,6108,6108,4072,
STIC-BCIMLC17R0-MOPP,0,1000,2000,1500,1500,2000,1500,1000,2000,1500,1500,1500,1500,1500,2000,1500,
STIC-BCIMLC18R0-MOPP,0,0,4072,4072,2036,4072,2036,2036,4072,2036,4072,2036,4072,2036,4072,2036,
STIC-BCIMLC19R0-MOPP,2036,0,6108,4072,4072,6108,4072,4072,4072,6108,4072,4072,6108,4072,4072,6108,
STIC-BCIMLC20R0-MOPP,0,0,500,1000,500,500,500,500,500,500,500,500,1000,500,500,500,
STIC-BCIMSL1R0-WPWG,0,1288,1932,1288,1288,1288,1288,1288,1288,1288,1288,1932,1288,1288,1932,1288,
STIC-BCIMSL2R0-WPWG,0,1932,1932,1288,1932,1932,1932,1288,1932,1288,1932,1932,1932,1288,1932,1932,
STIC-BCIMSL3R0-WPWG,644,1288,2576,1288,1932,1932,1932,644,2576,1288,1932,1932,1932,1288,2576,1288,
STIC-BCIMSL4R0-WPWG,644,644,644,1288,644,1288,644,644,1288,644,644,1288,644,1288,644,1288,
STIC-BCIMSL5R0-WPWG,0,1288,1288,644,1288,1288,644,644,1288,1288,644,1288,1288,644,1288,1288,
STIC-BCLBLNMCMO-PW1W,0,164,820,656,492,820,656,492,656,656,656,820,492,656,820,656,
STIC-BCLBLNOCMO-PW1W,0,492,820,492,656,820,656,492,820,656,492,820,656,656,820,656,
STIC-BCLBLNVLMO-PW1W,0,164,492,328,328,492,492,328,492,328,328,492,492,328,492,492,
STIC-BCLBPER0-E,1192,3576,4172,2980,3576,4768,2980,2980,4172,3576,3576,4172,3576,3576,4172,3576,
STIC-BCLBPIR0-E,0,3576,1788,2384,2384,2384,2384,1788,2384,2384,2384,2384,2384,2384,2980,1788,
STIC-BCLF13CIR1-OMG,9790,9790,19580,10540,9790,19580,9790,10540,19580,9790,9790,20330,9790,19580,9790,10540,
STIC-BCLF21WLR1-OMG,14495,43485,28990,29740,28990,43485,28990,15245,43485,28990,28990,29740,28990,28990,43485,29740,
STIC-BCLF31WBR1-OMG,28990,14495,57980,44985,28990,57980,43485,30490,57980,43485,43485,44985,43485,43485,57980,30490,
STIC-BCLF32NNR1-OMG,28990,43485,72475,59480,57980,72475,43485,44985,72475,57980,57980,59480,57980,57980,72475,59480,
STIC-BCLF41WSR1-OMG,11090,22180,22180,22930,22180,22180,22180,11840,33270,22180,11090,34020,22180,11090,33270,22930,
STIC-BCLF52NCR1-OMG,5310,5310,10620,11370,10620,10620,5310,6060,10620,10620,10620,11370,5310,10620,10620,11370,
STIC-BCLHNTR0-E,1192,2384,1788,1192,1788,2384,1788,1192,2384,1192,1788,2384,1788,1788,1788,1788,
STIC-BCLHPNSR0-E,500,5000,4500,3500,4000,4500,4000,2500,5000,3500,4000,4500,4000,3500,5000,3500,
STIC-BCLPBACRVR0-E,0,6180,6180,12360,3090,6180,6180,3090,6180,6180,3090,9270,6180,3090,6180,6180,
STIC-BCLPBBRVR0-E,0,15697,0,15697,0,15697,15697,0,15697,0,0,15697,15697,0,15697,0,
STIC-BCLPBCCRVR0-E,0,15697,15697,0,15697,15697,0,15697,0,15697,0,15697,15697,15697,0,15697,
STIC-BCLPBCPRVR0-E,0,3090,3090,9270,3090,6180,0,3090,3090,3090,3090,6180,3090,3090,3090,3090,
STIC-BCLPBMLRVR0-E,15697,0,15697,0,15697,15697,0,15697,0,15697,0,15697,15697,15697,0,15697,
STIC-BCLPBVBRVR0-E,0,6180,3090,3090,3090,6180,3090,3090,3090,3090,3090,6180,3090,3090,6180,3090,
STIC-BCMP22NR1-W,2344,5860,7032,5860,8204,9376,7032,5860,9376,8204,7032,9376,8204,7032,9376,5860,
STIC-BCMP23WR1-W,1172,7032,9376,9376,8204,10548,9376,5860,10548,8204,8204,10548,8204,8204,10548,7032,
STIC-BCMP32NR1-W,2344,7032,8204,7032,8204,10548,9376,5860,10548,8204,8204,10548,9376,8204,9376,8204,
STIC-BCMP43WR1-W,1500,1500,2500,1500,2500,2500,2500,1500,3000,2000,2500,3000,2000,2500,2500,2000,
STIC-BCPGC11CR1-W,0,9660,9660,9660,0,9660,9660,0,9660,9660,9660,9660,9660,9660,9660,0,
STIC-BCPGC22NR1-W,6653,13306,19959,13306,13306,19959,13306,6653,19959,13306,13306,19959,13306,13306,19959,13306,
STIC-BCPGC23WR1-W,0,13368,26736,13368,13368,13368,26736,0,26736,13368,13368,26736,13368,26736,13368,13368,
STIC-BCPGC32NR1-W,0,26736,13368,13368,13368,26736,13368,13368,26736,13368,13368,26736,13368,26736,13368,26736,
STIC-BCPGC33WR1-W,0,6684,0,6684,6684,6684,6684,0,6684,6684,6684,6684,6684,6684,6684,6684,
STIC-BCPGC42NR1-W,2738,5476,2738,5476,2738,5476,5476,2738,8214,5476,5476,8214,5476,5476,5476,5476,
STIC-BCPGC43WR1-W,0,6716,0,0,6716,0,6716,0,6716,6716,0,6716,0,6716,6716,0,
STIC-BCPGC52NR1-W,0,0,0,2392,2392,2392,2392,2392,2392,2392,2392,2392,2392,2392,0,2392,
STIC-BCPPFC21R0-MO,1484,1484,2968,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFC31R0-MO,0,1284,856,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFC41R0-MO,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFC51R0-MO,0,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFC62R0-MO,0,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFN10R0-MO,1484,7420,5085,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFN20R0-MO,1220,2440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFN30R0-MO,4484,4484,13452,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFN40R0-MO,0,856,428,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFN50R0-MO,428,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFW12R0-MO,856,428,1712,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFW21R0-MO,428,856,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFW22R0-MO,1488,5292,8876,6657,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFW30R0-MO,2440,0,2758,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFW32R0-MO,1268,1268,5072,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFW33R0-MO,2968,2968,7420,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFW41R0-MO,0,2440,2880,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFW42R0-MO,1268,2536,1268,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFW50R0-MO,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFW60R0-MO,0,0,0,0,0,0,428,0,0,0,0,0,0,0,0,0,
STIC-BCPPLLCBR0-MOPP,0,1760,0,0,0,0,0,0,1760,0,0,0,0,0,0,0,
STIC-BCPPLLJBR0-MOPP,0,1760,1760,1760,0,1760,1760,1760,0,1760,1760,1760,1760,0,1760,1760,
STIC-BCPSPF11R0-W,0,0,0,0,0,0,0,164,164,164,164,164,0,164,164,164,
STIC-BCPSPF12R0-W,0,0,0,0,328,328,164,328,328,164,328,328,164,328,328,164,
STIC-BCPSPF13R0-W,0,164,0,328,328,492,328,328,492,492,328,492,328,492,492,328,
STIC-BCPSPF14R0-W,0,0,0,0,0,0,0,0,164,0,164,0,164,0,164,164,
STIC-BCQEP01R0-W,0,5300,10600,10600,5300,10600,10600,5300,5300,10600,10600,10600,5300,10600,10600,5300,
STIC-BCQEP02R0-W,0,5300,10600,5300,5300,5300,10600,0,10600,5300,10600,5300,10600,5300,10600,5300,
STIC-BCQEP03R0-W,0,5300,5300,10600,5300,10600,5300,5300,5300,10600,5300,10600,5300,10600,10600,5300,
STIC-BCRCVP11CR0-W,1604,4812,6416,6416,6416,6416,6416,4812,8020,4812,6416,8020,4812,6416,8020,4812,
STIC-BCRCVP22NR0-W,3188,6376,9564,9564,9564,9564,9564,6376,12752,6376,9564,12752,6376,9564,12752,6376,
STIC-BCRCVP23WR0-W,3188,9564,15940,12752,12752,15940,12752,9564,12752,12752,12752,15940,12752,12752,15940,9564,
STIC-BCRCVP32NR0-W,3188,9564,15940,12752,12752,15940,12752,9564,15940,15940,12752,15940,12752,12752,15940,12752,
STIC-BCRCVP33WR0-W,1172,2344,7032,5860,4688,7032,4688,4688,5860,5860,4688,7032,4688,5860,7032,4688,
STIC-BCRCVP42NR0-W,1172,2344,4688,3516,3516,4688,3516,2344,4688,3516,3516,4688,3516,3516,4688,3516,
STIC-BCRCVP43WR0-W,596,2384,4172,2980,2980,3576,2980,2384,3576,2980,2980,3576,2980,2980,4172,2980,
STIC-BCRCVP52NR0-W,452,452,904,1356,904,904,1356,452,1356,904,904,1356,904,904,1356,904,
STIC-BCSMCGR1-W,0,10230,0,10230,10230,0,10230,0,10230,10230,0,10230,10230,0,10230,10230,
STIC-BCSPBRR2-MO,116,0,0,232,348,464,348,232,464,348,348,464,348,348,348,348,
STIC-BCSPCRR2-MO,0,0,232,348,348,464,348,232,464,348,464,348,464,348,464,348,
STIC-BCSPGMO-PW1W3P,0,0,0,452,0,0,452,0,0,452,0,0,452,0,0,452,
STIC-BCSPGRR2-MO,0,0,0,116,348,348,232,232,348,348,232,348,348,232,348,348,
STIC-BCSPQRR2-MO,116,0,0,0,348,232,348,116,348,232,348,232,348,232,348,232,
STIC-BCSPSMO-PW1W3P,0,0,452,452,0,452,452,0,452,452,0,452,452,0,452,452,
STIC-BCSSMO-P1W31,0,1565,2335,1868,1868,2335,1868,1401,2335,1868,1868,2335,1868,1868,2335,1868,
STIC-BCSSTP01R1-MO,5480,8220,16440,13700,13700,16440,10960,10960,16440,13700,10960,16440,13700,13700,16440,13700,
STIC-BCSSTP02R1-MO,2740,8220,10960,10960,8220,10960,10960,5480,10960,10960,8220,10960,10960,8220,10960,10960,
STIC-BCSSTP03R1-MO,1686,0,3372,1686,1686,1686,3372,0,3372,1686,1686,3372,1686,1686,3372,1686,
STIC-BCSSTP04R1-MO,1060,530,1590,1590,1590,2120,1590,1060,1590,1590,1590,2120,1060,1590,2120,1590,
STIC-BCSSTP05R1-MO,0,3236,4854,3236,3236,4854,3236,3236,4854,3236,3236,4854,3236,3236,4854,3236,
STIC-BCSSTP06R1-MO,2740,8220,13700,10960,10960,16440,10960,8220,13700,10960,10960,13700,10960,10960,13700,10960,
STIC-BCSSTP07R1-MO,2740,2740,11096,8322,5548,11096,8322,5548,11096,5548,8322,11096,8322,5548,11096,8322,
STIC-BCT1R0-E,3584,10752,21504,17920,14336,21504,17920,10752,17920,17920,14336,21504,14336,17920,17920,14336,
STIC-BCT2R0-E,0,3524,10752,7168,10752,7168,10752,3584,10752,7168,7168,10752,7168,7168,10752,7168,
STIC-BCT3R0-E,0,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,
STIC-BCT4R0-E,0,2152,4304,3228,3228,3228,3228,2152,4304,2152,3228,4304,2152,3228,3228,2152,
STIC-BCT5R0-E,7168,3584,7168,7168,7168,7168,3584,7168,7168,3584,7168,7168,3584,7168,7168,3584,
STIC-BCTSEBR0-ECNF,1910,0,3820,1910,1910,3820,1910,1910,3820,1910,1910,3820,1910,1910,1910,3820,
STIC-BCTWC21WR0-OMG,0,24036,24036,24036,24036,32048,34116,16024,32048,24036,24036,42128,24036,24036,24036,24036,
STIC-BCTWC32NR0-OMG,0,40060,48072,40060,40060,48072,50140,32048,48072,40060,40060,58152,40060,40060,48072,40060,
STIC-BCTWC41WR0-OMG,0,0,16024,16024,16024,16024,26104,8012,24036,8012,16024,26104,16024,16024,16024,16024,
STIC-BCUCLMF1MO-PW1W,6888,0,6069,6069,6069,6069,6069,6069,6069,12138,6069,6069,6069,6069,6069,6069,
STIC-BCUCLMF2MO-PW1W,6069,0,6069,6069,6069,6069,0,6069,6069,0,6069,6069,6069,6069,0,6069,
STIC-BCUCLMF3MO-PW1W,0,6366,6366,12732,6366,12732,6366,6366,12732,6366,6366,12732,12732,6366,12732,6366,
STIC-BCUCLMF4MO-PW1W,0,0,2493,2493,0,4986,0,2493,2493,2493,2493,2493,2493,2493,2493,2493,
STIC-BCUCLMF5MO-PW1W,0,0,6069,6069,0,6069,6069,0,6069,6069,6069,0,6069,6069,6069,0,
STIC-BCUCLMF6MO-PW1W,0,0,2493,0,2493,0,2493,0,2493,2493,0,2493,0,2493,0,2493,
STIC-BCUCLMF7MO-PW1W,0,0,1860,1240,620,1860,620,620,1240,1240,620,1240,620,1240,1240,620,
STIC-BCUCLMF8MO-PW1W,0,2493,0,4986,2493,4986,2493,0,4986,2493,2493,2493,2493,2493,4986,2493,
STIC-BCUCLMF9MO-PW1W,0,0,2160,2160,1440,2160,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,
STIC-BCULML10R0-W,0,19088,33404,19088,23860,33404,23860,14316,33404,23860,23860,28632,23860,23860,28632,23860,
STIC-BCULML11R0-W,4772,9544,19088,14316,19088,19088,14316,9544,19088,14316,19088,19088,14316,14316,19088,14316,
STIC-BCULML12R0-W,4772,14316,28632,23860,19088,28632,23860,14316,28632,23860,19088,28632,23860,19088,28632,23860,
STIC-BCULML13R0-W,4772,14316,23860,19088,19088,23860,19088,14316,23860,19088,19088,23860,19088,19088,23860,19088,
STIC-BCULML1R1-W,0,0,4772,4772,9544,4772,9544,4772,4772,4772,9544,4772,4772,9544,4772,4772,
STIC-BCULML2R1-W,0,0,9544,4772,9544,4772,9544,4772,9544,4772,9544,4772,9544,4772,9544,4772,
STIC-BCULML3R1-W,0,0,4772,9544,4772,9544,4772,4772,9544,4772,9544,9544,4772,4772,9544,4772,
STIC-BCULML4R1-W,0,4772,14316,9544,4772,14316,4772,9544,9544,9544,9544,9544,9544,9544,9544,4772,
STIC-BCULML5R1-W,4772,9544,14316,14316,14316,19088,14316,9544,14316,14316,14316,19088,14316,14316,14316,14316,
STIC-BCULML6R1-W,0,4772,9544,4772,9544,4772,9544,4772,9544,4772,4772,9544,9544,4772,9544,4772,
STIC-BCULML7R1-W,0,9544,9544,14316,9544,14316,9544,9544,14316,9544,9544,14316,14316,9544,14316,9544,
STIC-BCULML8R1-W,0,9544,14316,9544,14316,14316,9544,9544,14316,9544,9544,14316,14316,9544,14316,9544,
STIC-BCULML9R0-W,0,9544,14316,14316,14316,14316,9544,9544,14316,14316,9544,19088,9544,14316,14316,9544,
STIC-BCVML10R0-W,0,13096,19644,19644,19644,19644,19644,13096,19644,19644,19644,26192,13096,19644,19644,19644,
STIC-BCVML11R0-W,0,6548,26192,19644,13096,26192,13096,19644,19644,19644,13096,26192,13096,19644,19644,19644,
STIC-BCVML12R0-W,6548,26192,39288,32740,32740,39288,32740,26192,39288,32740,26192,45836,26192,32740,39288,32740,
STIC-BCVML13R0-W,6548,26192,39288,32740,32740,45836,32740,26192,39288,32740,32740,39288,32740,32740,39288,32740,
STIC-BCVML14R0-W,0,13096,26192,19644,19644,32740,19644,19644,26192,19644,26192,26192,19644,26192,26192,19644,
STIC-BCVML9R0-W,6548,19644,26192,26192,26192,32740,26192,19644,32740,26192,26192,32740,26192,26192,32740,19644,
STIC-BCVMLM1R1-W,6548,0,13096,6548,13096,13096,6548,6548,13096,13096,6548,13096,6548,13096,6548,13096,
STIC-BCVMLM2R1-W,0,6548,6548,6548,13096,13096,6548,6548,13096,6548,13096,6548,13096,6548,6548,13096,
STIC-BCVMLM3R1-W,0,6548,6548,6548,6548,6548,13096,0,13096,6548,6548,6548,6548,6548,13096,6548,
STIC-BCVMLM4R1-W,0,13096,13096,13096,6548,19644,13096,6548,13096,13096,13096,13096,13096,13096,13096,13096,
STIC-BCVMLM5R1-W,0,13096,13096,19644,13096,19644,19644,6548,19644,19644,13096,19644,19644,13096,19644,13096,
STIC-BCVMLM6R1-W,6548,6548,6548,6548,6548,13096,6548,6548,13096,6548,6548,13096,6548,6548,13096,6548,
STIC-BCVMLM7R1-W,0,6548,13096,19644,13096,13096,13096,13096,19644,13096,13096,13096,19644,13096,13096,13096,
STIC-BCVMLM8R1-W,6548,19644,39288,32740,32740,39288,32740,19644,39288,32740,32740,39288,26192,32740,32740,26192,
STIC-BCVPF11CR0-W,1604,4812,6416,6416,6416,9624,8020,4812,9624,6416,8020,8020,8020,8020,8020,6416,
STIC-BCVPF22NR0-W,1604,6416,9624,8020,9624,14436,9624,8020,12832,11228,11228,12832,9624,11228,11228,9624,
STIC-BCVPF23WR0-W,3188,12752,15940,12752,15940,19128,15940,9564,19128,15940,12752,19128,15940,12752,19128,12752,
STIC-BCVPF32NR0-W,3188,19128,19128,15940,15940,22316,15940,12752,19128,15940,19128,19128,15940,15940,22316,12752,
STIC-BCVPF33WR0-W,1172,4688,5860,5860,4688,5860,5860,4688,8204,5860,5860,8204,5860,5860,8204,4688,
STIC-BCVPF42NR0-W,704,4224,4928,4224,4928,6336,4928,3520,6336,4928,4928,6336,4928,4928,5632,4928,
STIC-BCVPF43WR0-W,704,3520,4224,4224,4224,5632,4224,3520,5632,4224,4224,5632,4224,4928,4928,4224,
STIC-BCVPF52NR0-W,0,904,904,1356,904,1356,1356,1356,1808,1808,1808,1808,1808,1356,1808,1356,
STIC-BDMCC01LR0-E,0,0,0,0,0,0,0,0,23820,0,0,0,0,0,0,23820,
STIC-BDMCN02LR0-E,0,0,30260,0,0,0,30260,0,0,0,0,30260,0,0,0,30260,
STIC-BDMCP01R0-E,3296,19776,23072,19776,16480,23072,19776,16480,23072,19776,16480,26368,16480,19776,23072,19776,
STIC-BDMCP02R0-E,6860,27440,41160,34300,34300,41160,34300,20580,41160,34300,34300,41160,34300,34300,34300,34300,
STIC-BDMCP03R0-E,3296,9888,19776,13184,13184,16480,16480,9888,16480,13184,13184,19776,13184,13184,16480,13184,
STIC-BDMCP04R0-E,704,4224,7040,4928,5632,7040,5632,4224,7040,5632,5632,7040,4928,5632,6336,4928,
STIC-BDMCW01LR0-E,0,0,0,0,0,0,0,30260,0,0,0,0,0,0,30260,0,
STIC-BDMCW02NR0-E,0,30260,0,0,0,0,30260,0,0,0,0,30260,0,0,0,30260,
STIC-BDMCW03CR0-E,0,0,3800,3800,3800,3800,3800,3800,3800,3800,7600,3800,3800,3800,3800,3800,
STIC-BDMCW04CR0-E,3800,0,0,3800,0,3800,0,3800,0,3800,3800,0,3800,3800,0,3800,
STIC-BDROR1-K,10937,54685,43748,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BEESCR1-W,4220,4220,16880,8440,12660,12660,8440,8440,12660,12660,8440,12660,12660,8440,12660,12660,
STIC-BEESPR1-W,0,1720,3440,1720,2580,3440,1720,2580,2580,2580,2580,3440,2580,2580,2580,2580,
STIC-BEFCC01R0-W,0,6378,0,12428,6378,6050,12428,6378,6050,6378,12428,6378,6050,6378,12428,0,
STIC-BEFCC02R0-W,2060,7726,0,2060,10762,10762,4120,0,12822,2060,10762,2060,10762,2060,10762,2060,
STIC-BEFCC03R0-W,0,0,0,5090,5834,5834,10924,0,10924,5834,0,10924,5834,5090,5834,5834,
STIC-BEFCC04R0-W,0,4648,8448,0,8448,8448,4648,8448,8448,0,8448,8448,4648,8448,4648,3800,
STIC-BEGHR0-WRL,0,1576,2364,1576,1576,2364,1576,788,2364,2364,1576,3152,1576,2364,2364,1576,
STIC-BEIML01R0-IP,0,0,0,0,3056,3056,0,3056,0,3056,0,3056,3056,0,3056,3056,
STIC-BEIML02R0-IP,3056,0,3056,3056,3056,3056,3056,0,3056,3056,3056,3056,3056,0,6112,0,
STIC-BEIML03R0-IP,0,0,0,0,3056,0,0,3056,0,0,3056,0,3056,0,0,3056,
STIC-BEIML04R0-IP,0,3056,3056,0,3056,3056,0,0,3056,3056,0,3056,0,3056,0,3056,
STIC-BEIML05R0-IP,0,0,0,3056,0,3056,0,3056,0,3056,0,3056,0,3056,0,3056,
STIC-BEIML06R0-IP,0,3056,0,3056,0,3056,0,3056,3056,0,3056,3056,0,3056,0,3056,
STIC-BEIML07R0-IP,0,0,0,0,0,3056,0,0,3056,0,3056,0,0,3056,0,0,
STIC-BEIML08R0-IP,0,3056,3056,0,3056,0,3056,0,3056,0,3056,0,0,3056,0,3056,
STIC-BELFR0-W,6870,55922,56330,44094,69134,47956,42138,35220,80680,44666,72710,46988,66622,28020,91678,32342,
STIC-BELM01FR0-W,25414,25414,25414,25414,50828,25414,25414,25414,25414,25414,50828,25414,25414,25414,50828,25414,
STIC-BELM02FR0-W,25420,25420,50840,25420,50840,25420,50840,25420,50840,25420,50840,25420,50840,25420,50840,25420,
STIC-BELM03FR0-W,0,25241,25241,25241,25241,25241,25241,25241,25241,25241,25241,25241,25241,25241,25241,25241,
STIC-BELM04FR0-W,0,16100,16100,16100,16100,16100,16100,0,16100,16100,16100,16100,16100,16100,16100,16100,
STIC-BELTCR1R1-W,4484,8968,22420,13452,17936,17936,17936,13452,17936,17936,13452,22420,13452,17936,17936,17936,
STIC-BELTCR2R1-W,4484,8968,17936,13452,13452,17936,13452,8968,17936,13452,13452,17936,13452,17936,13452,17936,
STIC-BELTCR3R1-W,4484,13452,22420,17936,17936,17936,17936,13452,22420,17936,17936,22420,17936,17936,17936,17936,
STIC-BELTCR4R1-W,4484,8968,8968,13452,8968,13452,8968,8968,13452,8968,13452,13452,8968,8968,13452,13452,
STIC-BEMLC01R0-W,18740,18740,37480,37480,37266,37480,37480,18740,37480,37480,18740,37480,37480,18740,37480,37480,
STIC-BEMLC03R0-W,0,37480,37480,18740,60782,18740,37480,18740,43414,18740,43414,37480,24674,37480,24674,37480,
STIC-BEMLC05R0-W,0,0,18740,18740,56006,37480,18740,18740,37480,37480,18740,37480,37480,18740,37480,43414,
STIC-BEMLC06R0-W,0,37480,37480,18740,56019,37480,37480,18740,37480,18740,37480,37480,37480,18740,37480,37480,
STIC-BEMLC07R0-W,0,37480,37480,37480,43419,56220,37480,18740,40956,37480,37480,59696,18740,37480,59696,37480,
