data update,30 Mei 2023,,
helper,Korporat Code,Variant Seller/Vendor/Display Name,Variant Seller/Min Qty
"CAP-SO10R0-BANHUI LIKUN PACKAGING TECHNOLOGY CO., LTD",CAP-SO10R0-B,"ANHUI LIKUN PACKAGING TECHNOLOGY CO., LTD",10000
"CAP-SPGFW9-OMGLAWANGMAS PRIMAPACK INDONESIA, PT",CAP-SPGFW9-OMG,"LAWANGMAS PRIMAPACK INDONESIA, PT",250000
"CAP-SPGM75-OMGLAWANGMAS PRIMAPACK INDONESIA, PT",CAP-SPGM75-OMG,"LAWANGMAS PRIMAPACK INDONESIA, PT",500000
"CAP-SPGS75-OMGLAWANGMAS PRIMAPACK INDONESIA, PT",CAP-SPGS75-OMG,"LAWANGMAS PRIMAPACK INDONESIA, PT",250000
"CAP-SRF12-XANUGRAH LUMEI RAYA, PT",CAP-SRF12-X,"ANUGRAH LUMEI RAYA, PT",15000
CAP-STLP-C0,CAP-STLP-C,0,0
CAP-TB15MLNATRT-0,CAP-TB15MLNATRT-,0,0
CAP-TB15MLTPP-MS0,CAP-TB15MLTPP-MS,0,0
CAP-TBHTTC40HWS-PPW0,CAP-TBHTTC40HWS-PPW,0,0
CAP-TBIMC40HWSC-PPW0,CAP-TBIMC40HWSC-PPW,0,0
CAP-TFW100R0-AM0,CAP-TFW100R0-AM,0,0
CAP-TFW50R0-AM0,CAP-TFW50R0-AM,0,0
CAP-TFWR1-ZPP0,CAP-TFWR1-ZPP,0,0
CAP-TFWR2-Z0,CAP-TFWR2-Z,0,0
"CAP-TLC01P-EUDN INTERNATIONAL INC.,",CAP-TLC01P-E,"UDN INTERNATIONAL INC.,",10000
"CAP-TLC05SUR0-EUDN INTERNATIONAL INC.,",CAP-TLC05SUR0-E,"UDN INTERNATIONAL INC.,",25000
"CAP-TLC06CPR0-EUDN INTERNATIONAL INC.,",CAP-TLC06CPR0-E,"UDN INTERNATIONAL INC.,",25000
CAP-TLSL10MO-PP0,CAP-TLSL10MO-PP,0,0
CAP-TWSIBEW-PPS0,CAP-TWSIBEW-PPS,0,0
CAP-USSFM-T0,CAP-USSFM-T,0,0
"CAP-USSSR0-TVSANITYA UTAMA, PT",CAP-USSSR0-TV,"SANITYA UTAMA, PT",15000
"CAP-USSSR0-TVSANITYA UTAMA, PT",CAP-USSSR0-TV,"SANITYA UTAMA, PT",15000
"CAP-UVSSR0-WNINGBO YUNWU PLASTICS CO.,LTD",CAP-UVSSR0-W,"NINGBO YUNWU PLASTICS CO.,LTD",50000
"CAP-UVSWRR0-WDYNAPLAST, PT",CAP-UVSWRR0-W,"DYNAPLAST, PT",60000
"CAPA-ALMR1-WABSESMIN CO., LTD.",CAPA-ALMR1-WABS,"ESMIN CO., LTD.",24000
"CAPA-BDMR0-MOABSESMIN CO., LTD.",CAPA-BDMR0-MOABS,"ESMIN CO., LTD.",10000
"CAPA-BDMR1-MOABSESMIN CO., LTD.",CAPA-BDMR1-MOABS,"ESMIN CO., LTD.",10000
CAPA-CFLIS01R0-W0,CAPA-CFLIS01R0-W,0,0
CAPA-CFLIS02R0-W0,CAPA-CFLIS02R0-W,0,0
CAPA-CFLIS03R0-W0,CAPA-CFLIS03R0-W,0,0
CAPA-CFLIS04R0-W0,CAPA-CFLIS04R0-W,0,0
CAPA-CFLIS05R0-W0,CAPA-CFLIS05R0-W,0,0
CAPA-CFLIS06R0-W0,CAPA-CFLIS06R0-W,0,0
CAPA-CFLIS07R0-W0,CAPA-CFLIS07R0-W,0,0
CAPA-CFLIS08R0-W0,CAPA-CFLIS08R0-W,0,0
CAPA-CLVMR0-ESHAMROCK (HK) LIMITED,CAPA-CLVMR0-E,SHAMROCK (HK) LIMITED,20000
CAPA-CLVMR0-ESHAMROCK (HK) LIMITED,CAPA-CLVMR0-E,SHAMROCK (HK) LIMITED,20000
CAPA-CLVMR0-ESHAMROCK (HK) LIMITED,CAPA-CLVMR0-E,SHAMROCK (HK) LIMITED,20000
"CAPA-CMLCR0-WTECHPACK ASIA, PT",CAPA-CMLCR0-W,"TECHPACK ASIA, PT",50000
CAPA-CMR0-EMSHAMROCK (HK) LIMITED,CAPA-CMR0-EM,SHAMROCK (HK) LIMITED,24000
CAPA-CWIMLPR0-WSHAMROCK (HK) LIMITED,CAPA-CWIMLPR0-W,SHAMROCK (HK) LIMITED,24000
"CAPA-CWPEPR0-MONINGBO WINMATE COSMETIC PACKAGING CO.,LTD",CAPA-CWPEPR0-MO,"NINGBO WINMATE COSMETIC PACKAGING CO.,LTD",10000
CAPA-ECLTR0-WASABSSHAMROCK (HK) LIMITED,CAPA-ECLTR0-WASABS,SHAMROCK (HK) LIMITED,24000
CAPA-EDGLR0-EAABS0,CAPA-EDGLR0-EAABS,0,0
"CAPA-EIMLR0-IPTECHPACK ASIA, PT",CAPA-EIMLR0-IP,"TECHPACK ASIA, PT",25000
"CAPA-EMLCR2-WKEMAS INDAH MAJU, PT",CAPA-EMLCR2-W,"KEMAS INDAH MAJU, PT",300000
"CAPA-EMLCRKR0-WKEMAS INDAH MAJU, PT",CAPA-EMLCRKR0-W,"KEMAS INDAH MAJU, PT",300000
"CAPA-EMLSR0-WTECHPACK ASIA, PT",CAPA-EMLSR0-W,"TECHPACK ASIA, PT",100000
"CAPA-EMLSR0-WTECHPACK ASIA, PT",CAPA-EMLSR0-W,"TECHPACK ASIA, PT",100000
"CAPA-EMLSR0-WTECHPACK ASIA, PT",CAPA-EMLSR0-W,"TECHPACK ASIA, PT",100000
"CAPA-EMLSR0-WTECHPACK ASIA, PT",CAPA-EMLSR0-W,"TECHPACK ASIA, PT",100000
"CAPA-EMLSR0-WTECHPACK ASIA, PT",CAPA-EMLSR0-W,"TECHPACK ASIA, PT",100000
"CAPA-EXBLSR0-WHUARUI PACKAGING TECH (HANGZHOU) CO.,LTD.",CAPA-EXBLSR0-W,"HUARUI PACKAGING TECH (HANGZHOU) CO.,LTD.",10000
"CAPA-EXBLSR1-WHUARUI PACKAGING TECH (HANGZHOU) CO.,LTD.",CAPA-EXBLSR1-W,"HUARUI PACKAGING TECH (HANGZHOU) CO.,LTD.",10000
CAPA-EXLWMR0-WSHAMROCK (HK) LIMITED,CAPA-EXLWMR0-W,SHAMROCK (HK) LIMITED,100000
CAPA-EXLWMR0-WSHAMROCK (HK) LIMITED,CAPA-EXLWMR0-W,SHAMROCK (HK) LIMITED,100000
CAPA-EXLWMR0-WSHAMROCK (HK) LIMITED,CAPA-EXLWMR0-W,SHAMROCK (HK) LIMITED,100000
"CAPA-GLHTR0-MOGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-GLHTR0-MO,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",50000
"CAPA-GS01ABR0-EDERIK INDUSTRIAL CO.,LTD",CAPA-GS01ABR0-E,"DERIK INDUSTRIAL CO.,LTD",100000
"CAPA-GS01ABR0-EDERIK INDUSTRIAL CO.,LTD",CAPA-GS01ABR0-E,"DERIK INDUSTRIAL CO.,LTD",100000
"CAPA-GS01ABR0-EDERIK INDUSTRIAL CO.,LTD",CAPA-GS01ABR0-E,"DERIK INDUSTRIAL CO.,LTD",100000
"CAPA-GS02ASR0-EDERIK INDUSTRIAL CO.,LTD",CAPA-GS02ASR0-E,"DERIK INDUSTRIAL CO.,LTD",100000
"CAPA-GS02ASR0-EDERIK INDUSTRIAL CO.,LTD",CAPA-GS02ASR0-E,"DERIK INDUSTRIAL CO.,LTD",100000
"CAPA-GS02ASR0-EDERIK INDUSTRIAL CO.,LTD",CAPA-GS02ASR0-E,"DERIK INDUSTRIAL CO.,LTD",100000
"CAPA-GS03CRR0-EDERIK INDUSTRIAL CO.,LTD",CAPA-GS03CRR0-E,"DERIK INDUSTRIAL CO.,LTD",100000
"CAPA-GS03CRR0-EDERIK INDUSTRIAL CO.,LTD",CAPA-GS03CRR0-E,"DERIK INDUSTRIAL CO.,LTD",100000
"CAPA-GS03CRR0-EDERIK INDUSTRIAL CO.,LTD",CAPA-GS03CRR0-E,"DERIK INDUSTRIAL CO.,LTD",100000
"CAPA-GS04PSR0-EDERIK INDUSTRIAL CO.,LTD",CAPA-GS04PSR0-E,"DERIK INDUSTRIAL CO.,LTD",100000
"CAPA-GS04PSR0-EDERIK INDUSTRIAL CO.,LTD",CAPA-GS04PSR0-E,"DERIK INDUSTRIAL CO.,LTD",100000
"CAPA-GS04PSR0-EDERIK INDUSTRIAL CO.,LTD",CAPA-GS04PSR0-E,"DERIK INDUSTRIAL CO.,LTD",100000
"CAPA-GS05SDR0-EDERIK INDUSTRIAL CO.,LTD",CAPA-GS05SDR0-E,"DERIK INDUSTRIAL CO.,LTD",100000
"CAPA-GS05SDR0-EDERIK INDUSTRIAL CO.,LTD",CAPA-GS05SDR0-E,"DERIK INDUSTRIAL CO.,LTD",100000
"CAPA-GS05SDR0-EDERIK INDUSTRIAL CO.,LTD",CAPA-GS05SDR0-E,"DERIK INDUSTRIAL CO.,LTD",100000
"CAPA-GSRV01R0-EDERIK INDUSTRIAL CO.,LTD",CAPA-GSRV01R0-E,"DERIK INDUSTRIAL CO.,LTD",50000
"CAPA-GSRV02R0-EDERIK INDUSTRIAL CO.,LTD",CAPA-GSRV02R0-E,"DERIK INDUSTRIAL CO.,LTD",20000
"CAPA-GSRV03R0-EDERIK INDUSTRIAL CO.,LTD",CAPA-GSRV03R0-E,"DERIK INDUSTRIAL CO.,LTD",5000
"CAPA-GSRV04R0-EDERIK INDUSTRIAL CO.,LTD",CAPA-GSRV04R0-E,"DERIK INDUSTRIAL CO.,LTD",15000
"CAPA-GSRV05R0-EDERIK INDUSTRIAL CO.,LTD",CAPA-GSRV05R0-E,"DERIK INDUSTRIAL CO.,LTD",15000
"CAPA-GSRV06R0-EDERIK INDUSTRIAL CO.,LTD",CAPA-GSRV06R0-E,"DERIK INDUSTRIAL CO.,LTD",30000
"CAPA-GSRV07R0-EDERIK INDUSTRIAL CO.,LTD",CAPA-GSRV07R0-E,"DERIK INDUSTRIAL CO.,LTD",35000
"CAPA-GSRV08R0-EDERIK INDUSTRIAL CO.,LTD",CAPA-GSRV08R0-E,"DERIK INDUSTRIAL CO.,LTD",20000
"CAPA-GSRV09R0-EDERIK INDUSTRIAL CO.,LTD",CAPA-GSRV09R0-E,"DERIK INDUSTRIAL CO.,LTD",25000
"CAPA-GSRV10R0-EDERIK INDUSTRIAL CO.,LTD",CAPA-GSRV10R0-E,"DERIK INDUSTRIAL CO.,LTD",15000
"CAPA-HGFHLR0-IPGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-HGFHLR0-IP,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",10000
"CAPA-HGFHLR0-IPGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-HGFHLR0-IP,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",10000
"CAPA-HGFHLR0-IPGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-HGFHLR0-IP,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",10000
CAPA-HSLWR1-MOSHAMROCK (HK) LIMITED,CAPA-HSLWR1-MO,SHAMROCK (HK) LIMITED,24000
"CAPA-IBBM1R0-WABSMESMIN CO., LTD.",CAPA-IBBM1R0-WABSM,"ESMIN CO., LTD.",50000
"CAPA-IBBM2R0-WABSMESMIN CO., LTD.",CAPA-IBBM2R0-WABSM,"ESMIN CO., LTD.",50000
"CAPA-IEIMLR0-WTECHPACK ASIA, PT",CAPA-IEIMLR0-W,"TECHPACK ASIA, PT",75000
"CAPA-IEIMLR0-WTECHPACK ASIA, PT",CAPA-IEIMLR0-W,"TECHPACK ASIA, PT",75000
"CAPA-ILSLSR0-WTECHPACK ASIA, PT",CAPA-ILSLSR0-W,"TECHPACK ASIA, PT",20000
"CAPA-ILSLSR0-WTECHPACK ASIA, PT",CAPA-ILSLSR0-W,"TECHPACK ASIA, PT",20000
CAPA-IMLCR0-MOSHAMROCK (HK) LIMITED,CAPA-IMLCR0-MO,SHAMROCK (HK) LIMITED,24000
CAPA-IMLMPR0-WSHAMROCK (HK) LIMITED,CAPA-IMLMPR0-W,SHAMROCK (HK) LIMITED,24000
"CAPA-JKLTS01R0-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS01R0-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS01R0-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS01R0-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS01R0-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS01R0-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS01R1-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS01R1-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS01R1-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS01R1-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS01R1-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS01R1-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS02R0-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS02R0-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS02R0-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS02R0-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS02R0-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS02R0-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS02R1-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS02R1-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS02R1-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS02R1-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS02R1-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS02R1-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS03R0-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS03R0-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS03R0-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS03R0-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS03R0-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS03R0-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS03R1-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS03R1-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS03R1-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS03R1-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS03R1-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS03R1-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS04R0-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS04R0-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS04R0-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS04R0-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS04R0-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS04R0-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS04R1-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS04R1-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS04R1-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS04R1-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS04R1-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS04R1-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS05R0-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS05R0-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS05R0-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS05R0-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS05R0-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS05R0-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS05R1-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS05R1-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS05R1-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS05R1-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-JKLTS05R1-OMGNINGBO YMS IMP AND EXP CO.,LTD.",CAPA-JKLTS05R1-OMG,"NINGBO YMS IMP AND EXP CO.,LTD.",20000
"CAPA-LIWMR0-MOHCP PACKAGING HONG KONG, LTD",CAPA-LIWMR0-MO,"HCP PACKAGING HONG KONG, LTD",20000
"CAPA-LIWMR0-MOHCP PACKAGING HONG KONG, LTD",CAPA-LIWMR0-MO,"HCP PACKAGING HONG KONG, LTD",20000
CAPA-LLC01LR0-WSHAMROCK (HK) LIMITED,CAPA-LLC01LR0-W,SHAMROCK (HK) LIMITED,24000
CAPA-LLC01RR0-WSHAMROCK (HK) LIMITED,CAPA-LLC01RR0-W,SHAMROCK (HK) LIMITED,24000
CAPA-LLC01RR0-WSHAMROCK (HK) LIMITED,CAPA-LLC01RR0-W,SHAMROCK (HK) LIMITED,24000
CAPA-LLC01RR0-WSHAMROCK (HK) LIMITED,CAPA-LLC01RR0-W,SHAMROCK (HK) LIMITED,24000
CAPA-LLC02BR0-WSHAMROCK (HK) LIMITED,CAPA-LLC02BR0-W,SHAMROCK (HK) LIMITED,24000
CAPA-LLC02RR0-WSHAMROCK (HK) LIMITED,CAPA-LLC02RR0-W,SHAMROCK (HK) LIMITED,24000
CAPA-LLC02RR0-WSHAMROCK (HK) LIMITED,CAPA-LLC02RR0-W,SHAMROCK (HK) LIMITED,24000
CAPA-LLC02RR0-WSHAMROCK (HK) LIMITED,CAPA-LLC02RR0-W,SHAMROCK (HK) LIMITED,24000
CAPA-LLC03RR0-WSHAMROCK (HK) LIMITED,CAPA-LLC03RR0-W,SHAMROCK (HK) LIMITED,24000
CAPA-LLC03RR0-WSHAMROCK (HK) LIMITED,CAPA-LLC03RR0-W,SHAMROCK (HK) LIMITED,24000
CAPA-LLC03RR0-WSHAMROCK (HK) LIMITED,CAPA-LLC03RR0-W,SHAMROCK (HK) LIMITED,24000
"CAPA-LLS-EAHALLEN & THOMAS CO.,LTD",CAPA-LLS-EAH,"ALLEN & THOMAS CO.,LTD",20000
CAPA-MIMLCR0-TV0,CAPA-MIMLCR0-TV,0,0
"CAPA-MKLCCEKIMR0-OMGKEMAS INDAH MAJU, PT",CAPA-MKLCCEKIMR0-OMG,"KEMAS INDAH MAJU, PT",100000
"CAPA-MKLCKIMR0-OMGKEMAS INDAH MAJU, PT",CAPA-MKLCKIMR0-OMG,"KEMAS INDAH MAJU, PT",100000
CAPA-MKLCR0-OMGPT PARAGON TECHNOLOGY AND INNOVATION,CAPA-MKLCR0-OMG,PT PARAGON TECHNOLOGY AND INNOVATION,1
"CAPA-MKLCR0-OMGTECHPACK ASIA, PT",CAPA-MKLCR0-OMG,"TECHPACK ASIA, PT",100000
"CAPA-MKLCSER0-OMGKEMAS INDAH MAJU, PT",CAPA-MKLCSER0-OMG,"KEMAS INDAH MAJU, PT",150000
"CAPA-MMSR0-ELMESMIN CO., LTD.",CAPA-MMSR0-ELM,"ESMIN CO., LTD.",10000
CAPA-MPR0-EMSHAMROCK (HK) LIMITED,CAPA-MPR0-EM,SHAMROCK (HK) LIMITED,24000
"CAPA-NCLADR0-WZHUHAI YUANYI PLASTIC PRODUCTS CO.,LTD",CAPA-NCLADR0-W,"ZHUHAI YUANYI PLASTIC PRODUCTS CO.,LTD",50000
"CAPA-NGS01R0-EZHUHAI YUANYI PLASTIC PRODUCTS CO.,LTD",CAPA-NGS01R0-E,"ZHUHAI YUANYI PLASTIC PRODUCTS CO.,LTD",15000
"CAPA-NGS07R0-EZHUHAI YUANYI PLASTIC PRODUCTS CO.,LTD",CAPA-NGS07R0-E,"ZHUHAI YUANYI PLASTIC PRODUCTS CO.,LTD",15000
"CAPA-NPM01R0-EZHUHAI YUANYI PLASTIC PRODUCTS CO.,LTD",CAPA-NPM01R0-E,"ZHUHAI YUANYI PLASTIC PRODUCTS CO.,LTD",20000
"CAPA-NPM01R0-EZHUHAI YUANYI PLASTIC PRODUCTS CO.,LTD",CAPA-NPM01R0-E,"ZHUHAI YUANYI PLASTIC PRODUCTS CO.,LTD",20000
"CAPA-NPM01R0-EZHUHAI YUANYI PLASTIC PRODUCTS CO.,LTD",CAPA-NPM01R0-E,"ZHUHAI YUANYI PLASTIC PRODUCTS CO.,LTD",20000
"CAPA-NPM02R0-EZHUHAI YUANYI PLASTIC PRODUCTS CO.,LTD",CAPA-NPM02R0-E,"ZHUHAI YUANYI PLASTIC PRODUCTS CO.,LTD",20000
"CAPA-NPM02R0-EZHUHAI YUANYI PLASTIC PRODUCTS CO.,LTD",CAPA-NPM02R0-E,"ZHUHAI YUANYI PLASTIC PRODUCTS CO.,LTD",20000
"CAPA-NPM02R0-EZHUHAI YUANYI PLASTIC PRODUCTS CO.,LTD",CAPA-NPM02R0-E,"ZHUHAI YUANYI PLASTIC PRODUCTS CO.,LTD",20000
"CAPA-NWLS01R0-EZHUHAI YUANYI PLASTIC PRODUCTS CO.,LTD",CAPA-NWLS01R0-E,"ZHUHAI YUANYI PLASTIC PRODUCTS CO.,LTD",30000
"CAPA-PCM7R0-WESMIN CO., LTD.",CAPA-PCM7R0-W,"ESMIN CO., LTD.",24000
"CAPA-PM010R0-EGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-PM010R0-E,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",100000
"CAPA-PM010R0-EGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-PM010R0-E,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",100000
"CAPA-PM010R0-EGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-PM010R0-E,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",100000
"CAPA-PM010R0-EGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-PM010R0-E,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",100000
"CAPA-PM01R0-EGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-PM01R0-E,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",10000
"CAPA-PM01R0-EGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-PM01R0-E,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",10000
"CAPA-PM01R0-EGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-PM01R0-E,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",10000
"CAPA-PM01R0-EGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-PM01R0-E,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",10000
"CAPA-PM02R0-EGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-PM02R0-E,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",10000
"CAPA-PM02R0-EGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-PM02R0-E,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",10000
"CAPA-PM02R0-EGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-PM02R0-E,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",10000
"CAPA-PM02R0-EGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-PM02R0-E,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",10000
"CAPA-PM03R0-EGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-PM03R0-E,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",10000
"CAPA-PM03R0-EGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-PM03R0-E,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",10000
"CAPA-PM03R0-EGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-PM03R0-E,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",10000
"CAPA-PM03R0-EGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-PM03R0-E,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",10000
"CAPA-PM04R0-EGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-PM04R0-E,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",10000
"CAPA-PM04R0-EGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-PM04R0-E,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",10000
"CAPA-PM04R0-EGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-PM04R0-E,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",10000
"CAPA-PM04R0-EGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-PM04R0-E,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",10000
"CAPA-PM05R0-EGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-PM05R0-E,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",10000
"CAPA-PM05R0-EGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-PM05R0-E,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",10000
"CAPA-PM05R0-EGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-PM05R0-E,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",10000
"CAPA-PM05R0-EGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-PM05R0-E,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",10000
"CAPA-PM06R0-EGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-PM06R0-E,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",100000
"CAPA-PM06R0-EGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-PM06R0-E,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",100000
"CAPA-PM06R0-EGUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",CAPA-PM06R0-E,"GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.",100000
