internal_name,qty_done,internal_category
"[CAP-BLFT125R1-W] Cap Lightening Face Toner 125 ml REV-1 Wardah, PP, White Opaque, Etching Matte",21240.0,Packaging Material
[CONT-CTWCR0-OMG] Container Coverlast Two Way Cake OMG.ABS.d=65mm.t=18mm.InjectionColor.2PassPrint.NoFinishing,5376.0,Packaging Material
"[CONT-ICPGCR0-W] Container Inner Case Colorfit PGC Wardah,Albea,CM-290,PP,InjectionColorBeige,NoFinishing",9912.0,Packaging Material
"[CONT-RCPGCR0-W] Container Ring Colorfit PGC Wardah,Albea,CM-290,PP,InjectionColorBeige,NoFinishing",9912.0,Packaging Material
"[CONT-CPGCR0-W] Container Colorfit PGC Wardah,Albea,CM-290,PET,InjectionColorBeige,1PassPrint,SprayMatte on Cover, NoFinishing on Base",9912.0,Packaging Material
"[ACTM-Q10-X] Actosome Ubiquionone ex. Act Co., Ltd. Korea",2.0,Raw Material
"[CAP-FROZZ100R0-W] Cap Frozz 100 ml Wardah, Assembly PP 2 parts, Silver Metallizing",10044.0,Packaging Material
"[SALA-99--K] Salacos 99 ex. The Nisshin Oillio Group, Ltd., Taiwan",20.0,Raw Material
"[SALA-99--K] Salacos 99 ex. The Nisshin Oillio Group, Ltd., Taiwan",10.0,Raw Material
"[CONT-DPETWCRR0-W] Container Digital Printing Exclusive Two Way Cake Revamp Wardah,CM-133,InjectionGreen,SprayMetallicGreen,HotstampingSilver,DigitalPrinting",4320.0,Packaging Material
"[COSM-168ARV-X] Cosmol 168 ARV ex.The Nisshin OilliO Group, Ltd. Japan",16.0,Raw Material
"[SOLV-BGKHN-X] 1,3-Butylene Glycol ex. KH Neochem Japan",800.0,Raw Material
"[CONT-ETWCRLR0-WASBS] Container Exclusive TWC RL Wardah,AS:ABS,Spray Matte,HS Silver,ClearCoat",7200.0,Packaging Material
[ASO--KB-K] ASO-12 ex. Kobo USA,100.0,Raw Material
"[COSM-222--K] Cosmol 222 ex. The Nisshin Oillio Group, Ltd. Japan",64.0,Raw Material
"[COSM-222--K] Cosmol 222 ex. The Nisshin Oillio Group, Ltd. Japan",16.0,Raw Material
"[SERI-OT2SFSE-] OTS-2 Sericite FSE ex. Daito Kasei Kogyo Co., Ltd. Japan",20.0,Raw Material
"[SNSP-SIH51-X] Sunsphere H-51 ex AGC Si-Tech Co., Ltd. Japan",20.0,Raw Material
"[POWD-H53-X] Sunsphere H-53 ex AGC Si-Tech Co., Ltd., Japan",30.0,Raw Material
"[SILI-VLVDLG-X] Velvesil DM LC Gel ex Momentive Performance Materials, Inc. USA",172.52,Raw Material
"[EMO-SLCHS-X] Salacos HS-6C ex. The Nisshin Oillio Group, Ltd. Japan",15.0,Raw Material
"[EMO-SLCHS-X] Salacos HS-6C ex. The Nisshin Oillio Group, Ltd. Japan",15.0,Raw Material
"[TITA-OTS2CR50-] OTS-2 TiO2 CR 50 ex. Daito Kasei Kogyo Co., Ltd. Japan",20.0,Raw Material
"[TITA-OTS2CR50-] OTS-2 TiO2 CR 50 ex. Daito Kasei Kogyo Co., Ltd. Japan",460.0,Raw Material
"[TITA-OTS2CR50-] OTS-2 TiO2 CR 50 ex. Daito Kasei Kogyo Co., Ltd. Japan",120.0,Raw Material
"[STIC-BEMLC06R0-W] Sticker Bottom Exclusive Matte Lipcream Revamp 06 Wardah, PET Silver Matte,1W,d=11mm,RollForm,NoFinishing",20000.0,Packaging Material
"[STIC-BCULML4R1-W] Sticker Bottom CUL Matte Lipstick 04 REV-1 Wardah,PETSilverMatte,1W,d=14mm,Roll,Core 3in,NoFinishing",10000.0,Packaging Material
"[STIC-BCULML2R1-W] Sticker Bottom CUL Matte Lipstick 02 REV-1 Wardah,PETSilverMatte,1W,d=14mm,Roll,Core 3in,NoFinishing",5000.0,Packaging Material
"[STIC-BCULML6R1-W] Sticker Bottom CUL Matte Lipstick 06 REV-1 Wardah,PETSilverMatte,1W,d=14mm,Roll,Core 3in,NoFinishing",5000.0,Packaging Material
"[STIC-BCPGC22NR1-W] Sticker Bottom Colorfit PGC 22N REV-1 Wardah,PPWhite,2W,d=32mm,Roll,Core 3 in,VarnishGlossy",10000.0,Packaging Material
"[STIC-BEMLC13R0-W] Sticker Bottom Exclusive Matte Lipcream Revamp 13 Wardah, PET Silver Matte,1W,d=11mm,RollForm,NoFinishing",30000.0,Packaging Material
[STIC-BDMCP02R0-E] Sticker Bottom Daily Matte Compact Powder 02 Emina. Chromo. d=37 mm. 1W. Roll. No Finishing,14000.0,Packaging Material
"[STIC-BEMLC03R0-W] Sticker Bottom Exclusive Matte Lipcream Revamp 03 Wardah, PET Silver Matte,1W,d=11mm,RollForm,NoFinishing",20000.0,Packaging Material
"[STIC-BSSTP1RR2-MO] Sticker Bottom SSTP 01 REV-2 Make Over,PET Silver Matte,1W,d=37mm,Roll,Core 3in,VarnsihMatte",10000.0,Packaging Material
"[STIC-BTDMP1RR1-E] Sticker Bottom Daily Matte Loose Powder 01 REV-1 Emina,Chromo,1W,d=37mm,Roll,Core 3in,NF",5000.0,Packaging Material
"[STIC-BSSTP2RR2-MO] Sticker Bottom SSTP 02 REV-2 Make Over,PET Silver Matte,1W,d=37mm,Roll,Core 3in,VarnishMatte",5000.0,Packaging Material
"[STIC-BSSTP5RR2-MO] Sticker Bottom SSTP 05 REV-2 Make Over,PET Silver Matte,1W,d=37mm,Roll,Core 3in,VarnishMatte",9000.0,Packaging Material
"[STIC-BTEMO43R1-WCNF] Sticker Bottom Exclusive Moist Lipstick 43 REV-1 Wardah,Chromo,1W,d=14mm,Roll,Core 3in,NoFinishing",5000.0,Packaging Material
"[STA--C18-K] Ecorol 18/98P (Stearyl Alcohol Pastilles) ex. PT Ecogreen Oleochemicals, Indonesia",80.0,Raw Material
"[SURF-CCAB-X] TC-CAB 35 ex. Guangzhou Tinci Materials Technology Co., Ltd., China",800.0,Raw Material
"[GLYC-MS-CGGMS N/EB25] Cithrol GMS 30-PA-(SG) ex. Croda Singapore Pte., Ltd.",600.0,Raw Material
"[DUS-ETWCRR5-W] Dus Exclusive TWCR REV-5 Wardah,Ivory 300gsm,3W,67x67x20mm,ColdFoil,LamDoff",113750.0,Packaging Material
"[DUS-HRMRN17R0-W] Dus Hydra Rose MR Night Gel 17 Wardah,Ivory325gsm,40x26x115mm,3W+Emboss Logo, VarDoff+Spot UV.",80000.0,Packaging Material
"[DUS-EBBCN30C-WILD] Dus Everyday BBC Natural 30 ml Cartoning Wardah,Ivory Metalizing 310,5W,50x25x115mm,Lam Doff",55000.0,Packaging Material
"[DUS-LBBCN30CR1-WILD] Dus Lightening BBC Natural 30 ml Cartoning REV-1 Wardah,Ivory Metalizing 310,5W,50x25x115mm,Lam Doff",30000.0,Packaging Material
[DUS-GSRV06R0-E] Dus Glossy Stain Revamp 06 Emina. Ivory 250 gsm. 23x23x64mm. 4W. Varnish Gloss,50000.0,Packaging Material
[DUS-GSRV06R0-E] Dus Glossy Stain Revamp 06 Emina. Ivory 250 gsm. 23x23x64mm. 4W. Varnish Gloss,1800.0,Packaging Material
"[SMAS-BSESMR0-E] Bright Stuff Essence Sheet Mask 23 g Emina, (PET12/AL7/LLDPE90),120x160mm,Matte,4colors +Ibox",47904.0,Packaging Material
"[DUS-HRPITR0-W] Dus Hydra Rose Petal Infused Toner Wardah, Ivory325gsm, 42x42x145mm, 3W+Emboss Logo, VarDoff+Spot UV.",15000.0,Packaging Material
[DUS-GSRV09R0-E] Dus Glossy Stain Revamp 09 Emina. Ivory 250 gsm. 23x23x64mm. 4W. Varnish Gloss,30000.0,Packaging Material
"[DUS-BSMCFR7MZ-E] Dus Bright Stuff Moisturizing Cream 20 ml REV-7 Emina, Metza 250 gsm,40x26x120mm,2W,HS,VarnishGlossy,NewClaim+Halal",100000.0,Packaging Material
"[DUS-LWMR0-OMG] Dus Lashtention Waterproof Mascara OMG, Ivory 300 gsm, 22x22x121mm, CMYK+1W, LamDoff",31600.0,Packaging Material
"[DUS-LWMR0-OMG] Dus Lashtention Waterproof Mascara OMG, Ivory 300 gsm, 22x22x121mm, CMYK+1W, LamDoff",38600.0,Packaging Material
[SILI-SSEM105-X] Serashine EM 105 ex. KCC Beauty,360.0,Raw Material
"[TUBE-PCEBFWR1-K] Tube PCEB FW 100 REV-1 KAHF, (D50x141(total height),3 layers, 2pass, BLUE, Varnish Matte) + CapFTBlackMatte, NEW INGRED",24570.0,Packaging Material
"[TUBE-PCEBFWR1-K] Tube PCEB FW 100 REV-1 KAHF, (D50x141(total height),3 layers, 2pass, BLUE, Varnish Matte) + CapFTBlackMatte, NEW INGRED",35100.0,Packaging Material
[BHT-CRTL-X] B.H.T. Crystal ex. Sterlitamak Petrochemical Plant Russia,40.0,Raw Material
"[TUBE-BSSPINOR0-E] Tube Bright Stuff Serum 7.5 ml PINO Emina, Tube(5L,OpenEnd,D19,TotalH92,LongNozzle,VarGloss)+CapScrewWhite",75992.0,Packaging Material
"[TUBE-ESBSPF-ERP] Tube Sun Battle SPF 30 60 ml RP Emina, LDPE 5 L (EVOH),D35,Htotal139.5,3W,VarnishDoff,Cap(FT,White Trans),TopSeal,EMcenter",50400.0,Packaging Material
"[TUBE-ESBSPF-ERP] Tube Sun Battle SPF 30 60 ml RP Emina, LDPE 5 L (EVOH),D35,Htotal139.5,3W,VarnishDoff,Cap(FT,White Trans),TopSeal,EMcenter",48240.0,Packaging Material
"[TUBE-CMBR1-E] Tube Clay Mask Brightening 60ml REV-1 Emina, Emina(Open,5L,White,Doff,35x115mm)+CapFTTransWhite, New Ingred",7560.0,Packaging Material
"[TUBE-MCCM60-W2L] Tube Mineral + Clarifying Clay Mask 60 ml Wardah(Open,2L,35x115mm)+Cap FT White Trans",19440.0,Packaging Material
"[TUBE-MCFF60R1-W2L] Tube Mineral + Clarifying Facial Foam 60 ml REV-1 Wardah(Open,2L,35x115mm)+CapFT+NA",19260.0,Packaging Material
"[TUBE-EBBCL15-W2580] Tube Everyday BB Cream Light 15ml Wardah(Open,2L,Green,Gloss,25x80mm)+Cap Screw Green",16065.0,Packaging Material
"[TUBE-BSTUCR2-E] Tube Bright Stuff Tone Up Cream 20 ml REV-2 Emina (OpenEnd,Oval,3W,Offset,5L,Gloss,25x100mm), Revisi Klaim",51765.0,Packaging Material
"[TUBE-TPSMR1-K] Tube Triple Protection Sunscreen Moisturizer 30 ml REV-1 Kahf, Tube(Round,5L,D35,Totalh113,Blue,VarDoff,TopSeal) + Cap(FT,Black,Gloss),NoIngred",50040.0,Packaging Material
"[PU-GBFBC250-L] Pump Lotion GB Body Care 250 Labore. PP, Pink Labore, Matte Finish. Pump YW28F with clip lock 24H-3",5000.0,Packaging Material
"[PU-S20W-X] Pump Spray 20 White, YW 20P-22, White PP, Net Length 77mm (FBOG 103mm)",217000.0,Packaging Material
[PU-PCO190R0-MO] Pump Powerskin Ultra Deep Cleansing Oil 190 mL Make Over Injection Color Black. No Printing. No Finishing,12000.0,Packaging Material
"[KB-WBETAR1-W] Karton Box Wardah Beta REV-1,Uk Box Dalam 265x214x235mm,K125/M125/K125 C/F, 1 Pass, Glue",1500.0,Packaging Material
"[KB-WALPHAR1-W] Karton Box Wardah Alpha REV-1,Uk Box Dalam 251x165x117mm,K125/M125/K125 C/F, 1 Pass, Glue",8000.0,Packaging Material
"[KB-W200R1-W] Karton Box Wardah 24x200ml REV-1,Uk Box Dalam 279x180x188mm,K125/M125/K125 C/F, 1 Pass, Glue",5250.0,Packaging Material
"[KB-GKMK-W] Karton Box Wardah Grand,Ukuran Box Dalam 290x218x140mm,K125/M150/K125,C/F",3750.0,Packaging Material
"[KB-W100BR2-KMM125BF] Karton Box Wardah 100 Biasa REV-2,Ukuran Box Dalam 230x175x132mm,K125/M125/M125,B/F, No finishing, Glue",1400.0,Packaging Material
"[KB-WTHETAR1-W] Karton Box Wardah Theta REV-1, Uk Box Dalam 258x228x143mm,K125/M125/K125 C/F, 1 Pass, Glue",1500.0,Packaging Material
"[KB-ECR1-KMK125CF] Karton Box Emina C Rev 1,Uk Box Dalam 270x260x119mm, K125/M125/K125 C/F, Glue",1500.0,Packaging Material
"[CAP-CAFP-WASABS] Cap Container Acnederm Face Powder Wardah,AS:ABS,White Bluish,Printing 2 Pass,No Finishing",10000.0,Packaging Material
"[CONT-AFP-WASN] Container Acnederm Face Powder Wardah,AS Natural,No Finishing",10000.0,Packaging Material
"[SHIF-CAFPR1-W] Shifter Acnederm Face Powder REV-1 Wardah.PP.Natural.No Finishing, LubangKotak",10000.0,Packaging Material
"[POT-RYNC30-WTMP] Pot Grace RY Night Cream 30g Wardah, AS(Purple,1pass White)+PP(Violet PX-G0111),TMP",800.0,Packaging Material
"[PLU-RYNC30-WTMP] Plug Pot Grace RY Night Cream 30g Wardah, PP, Violet PX-G0111,TMP",800.0,Packaging Material
"[PLU-LNC30RLTM-W] Plug Pot Lightening Night Cream 30 g Relaunch TM Wardah, BLANC, InjectMB, WhiteOpaque, NoFinish, TM",8400.0,Packaging Material
"[CAPP-LNC30RLTM-W] Cap Pot Lightening Night Cream 30 g Relaunch TM Wardah, BLANC, InjectMB, BiruOpaque, Etching, TM",8400.0,Packaging Material
"[POT-LNC30RLTM-W] Pot Lightening Night Cream 30 g Relaunch TM Wardah, BLANC, InjectMB, WhiteOpaque+Inner, NoFinish, HTF Silver Ink, TM",8400.0,Packaging Material
"[POT-LNC30RLTM-W] Pot Lightening Night Cream 30 g Relaunch TM Wardah, BLANC, InjectMB, WhiteOpaque+Inner, NoFinish, HTF Silver Ink, TM",21760.0,Packaging Material
"[PLU-LNC30RLTM-W] Plug Pot Lightening Night Cream 30 g Relaunch TM Wardah, BLANC, InjectMB, WhiteOpaque, NoFinish, TM",21760.0,Packaging Material
"[CAPP-LNC30RLTM-W] Cap Pot Lightening Night Cream 30 g Relaunch TM Wardah, BLANC, InjectMB, BiruOpaque, Etching, TM",21760.0,Packaging Material
"[SUCR-AC01-X] Eastman Sustane SAIB ex Eastman Chemical Company, USA",60.0,Raw Material
"[MOIS-TR100-X] Trehalose 100 ex. Hayashibara Co., Ltd, Japan",40.0,Raw Material
"[BENT-BGISDV-X] Bentone Gel ISD V ex. Elementis Specialties, Inc. USA",240.0,Raw Material
"[BENT-BGISDV-X] Bentone Gel ISD V ex. Elementis Specialties, Inc. USA",160.0,Raw Material
"[EMU-BE1-X] Bernel Ester 105 ex Alzo International, USA",31.76,Raw Material
"[SUNS-SNBOCT-X] Sunobel OCT ex. Sinobest Cosmeceutical Co., Ltd., China",25.0,Raw Material
"[EMU-CSAL-X] Emercol C16-18 50:50 MY ex. Edenor Oleochemicals (M) Sdn., Bhd., Malaysia",25.0,Raw Material
"[EMUL-EDNC129M-X] Edenor C12-99 MY ex Edenor Oleochemicals (M) Sdn., Bhd., Malaysia",100.0,Raw Material
"[SOLV-DEASB-X] Denatured Ethyl Alcohol - SDA BIT 6 ex PT. Molindo Raya Industrial, Indonesia",5000.0,Raw Material
"[PUFF-TWCNBRR1-W] Puff Two Way Cake NBR 100 % REV-1 D=54,5mm Tebal 5,5 mm,Putih",500000.0,Packaging Material
"[TUBE-PCEBFWR1-K] Tube PCEB FW 100 REV-1 KAHF, (D50x141(total height),3 layers, 2pass, BLUE, Varnish Matte) + CapFTBlackMatte, NEW INGRED",15210.0,Packaging Material
"[TUBE-LSAPINOR0-W] Tube Lightening Serum Ampoule 8 ml PINO Wardah, Tube (5L,OpenEnd,D19,TotalH92,LongNozzle,VarGloss)+CapScrewWhite",26404.0,Packaging Material
"[TUBE-EBBCN15-W2580] Tube Everyday BB Cream Natural 15ml Wardah(Open,2L,Green,Gloss,25x80mm)+Cap Screw Green (Set)",22848.0,Packaging Material
"[TUBE-TPSMR1-K] Tube Triple Protection Sunscreen Moisturizer 30 ml REV-1 Kahf, Tube(Round,5L,D35,Totalh113,Blue,VarDoff,TopSeal) + Cap(FT,Black,Gloss),NoIngred",1440.0,Packaging Material
"[TUBE-LCC100R1-W] Tube Lightening Cleansing Milk 100ml REV-1 Wardah, (Oval,2L,6W,d40ovalx143mm,VarGloss)+(CapFTWhite) + QR",910.0,Packaging Material
"[SERI-TAS-KSP-X] Sericite T AS ex. K.S. Pearl Co., Ltd. Korea",500.0,Raw Material
"[WARN-BLCK3AS-X] Iron oxide Black 3AS ex K.S.Pearl Co.,Ltd.",40.0,Raw Material
"[GOHS-GS40C-X] GOHSENOL EG-40C ex. The Nippon Synthetic Chemical Industry Co., Ltd. Jepang",40.0,Raw Material
"[CERE-810-] Ceresin#810 ex. Nikko Rica Corporation, Japan",15.0,Raw Material
"[GOHS-GS05C-X] GOHSENOL EG-05C ex. The Nippon Synthetic Chemical Industry Co., Ltd. Jepang",20.0,Raw Material
"[HAIM-DIS-X] Haimalate DIS ex. Kokyu Alcohol Kogyo Co., Ltd. Japan",105.0,Raw Material
[ALAN--AK-K] Allantoin ex. Akema Fine Chemicals Italy,50.0,Raw Material
[ALAN--AK-K] Allantoin ex. Akema Fine Chemicals Italy,75.0,Raw Material
"[CAP-DROR0-K] Cap Deo Roll On Kahf, PP, Injection Color",27602.0,Packaging Material
"[BOTO-DROR0-K] Botol Deo Roll On Kahf, PP, Injection Color, No Printing",27602.0,Packaging Material
[GLYA-ACAHA-DP] Dupont Glypure 99 Glycolic Acid - High Purity - Crystalline ex. Chemours Company,40.0,Raw Material
[GLYA-ACAHA-DP] Dupont Glypure 99 Glycolic Acid - High Purity - Crystalline ex. Chemours Company,160.0,Raw Material
"[KB-W6040R2-W] Karton Box Wardah 60 ml x 40 REV-2,Uk Box Dalam 217x217x105mm,K125/M125/K125 C/F, 1 Pass, Glue",1050.0,Packaging Material
"[KB-W100BR2-KMM125BF] Karton Box Wardah 100 Biasa REV-2,Ukuran Box Dalam 230x175x132mm,K125/M125/M125,B/F, No finishing, Glue",1400.0,Packaging Material
"[KB-ECR1-KMK125CF] Karton Box Emina C Rev 1,Uk Box Dalam 270x260x119mm, K125/M125/K125 C/F, Glue",1500.0,Packaging Material
"[KB-WBETAR1-W] Karton Box Wardah Beta REV-1,Uk Box Dalam 265x214x235mm,K125/M125/K125 C/F, 1 Pass, Glue",1500.0,Packaging Material
"[KB-WALPHAR1-W] Karton Box Wardah Alpha REV-1,Uk Box Dalam 251x165x117mm,K125/M125/K125 C/F, 1 Pass, Glue",8000.0,Packaging Material
"[KB-W200R1-W] Karton Box Wardah 24x200ml REV-1,Uk Box Dalam 279x180x188mm,K125/M125/K125 C/F, 1 Pass, Glue",5250.0,Packaging Material
"[HUM-PGUEP-X] Propylene Glycol USP/EP ex Dow Chemical Thailand Ltd., Thailand",2365.0,Raw Material
"[HUM-PGUEP-X] Propylene Glycol USP/EP ex Dow Chemical Thailand Ltd., Thailand",430.0,Raw Material
"[HUM-PGUEP-X] Propylene Glycol USP/EP ex Dow Chemical Thailand Ltd., Thailand",1720.0,Raw Material
[DPG-LO-] Dipropylene Glycol LO+ ex. Dow Chemical Pasific Singapore,430.0,Raw Material
"[DUS-MKLCR2-OMG] Dus Matte Kiss Lip Cream REV-2 OMG,Ivory 300gsm,2W,30x20x120mm,Partisi,Window,LamDoff",28600.0,Packaging Material
"[DUS-MKLCR2-OMG] Dus Matte Kiss Lip Cream REV-2 OMG,Ivory 300gsm,2W,30x20x120mm,Partisi,Window,LamDoff",19800.0,Packaging Material
[DUS-SSTPR3-MO] Dus Silky Smooth Translucent Powder REV-3 Make Over. Ivory 300gsm. 3/1. 70x70x43mm. LamGlossy,40100.0,Packaging Material
"[PARF-ESE-X] Extraordinary Shine E_18A9412 ex PT Mane Indonesia, Indonesia",1.0,Raw Material
[PARF-LSR71-] Love Story 2 R0728870 ex. PT Mane Indonesia,1.0,Raw Material
"[PART-DUCLMFMO-I31WLG] Partisi Dus Ultra Cover Liquid Matte Found Make Over,I300g,181x48mm,1W Block,Lam Gloss",30000.0,Packaging Material
"[DUS-UCLMFMO-I35493LG] Dus Ultra Cover Liquid Matt Foundation Make Over, I300g,50x49x97mm,3/0,Lam Gloss",30000.0,Packaging Material
[PARF-SC2R151972-X] Soft Care 2 R1519724 ex. Mane Indonesia,25.0,Raw Material
"[PARF-PRVIAE-X] Privy Infinte Affair E19G6079 ex PT Mane Indonesia, Indonesia",75.0,Raw Material
"[PARF-RSCFE-X] ROASTED COFFEE E20172387 ex PT Mane Indonesia, Indonesia",50.0,Raw Material
"[PARF-AVHR15-X] Avocado Honey R1505483 ex PT Mane Indonesia, Indonesia",50.0,Raw Material
[PARF-VMR-X] Parfum Lipstik C ex. PT Mane Indonesia,4.0,Raw Material
[PARF-UVMOD1-X] Ultra Violet Mod 1 E21136815 ex. PT Mane Indonesia. Indonesia,2.0,Raw Material
"[PARF-R1525-X] Strawberry Lips R1525990 ex PT Mane Indonesia, Indonesia",1.0,Raw Material
"[PARF-R1526-X] Green Tea Lips R1526015 ex. PT Mane Indonesia, Indonesia",1.0,Raw Material
"[PARF-CAEM1R101-PKG] Crunchy Apple Mod 1 R1616920/01 ex. PT Mane Indonesia, Indonesia",10.0,Raw Material
[PARF-PSMR150-X] Parfum Peach Smooth R1505488 ex. PT Mane Indonesia,3.0,Raw Material
"[PEN-RCCB-X] RonaCare Cetrimonium Bromide ex. Merck Performance Materials Germany GmbH, Germany",25.0,Raw Material
"[MOIS-XYL-X] Xylitol ex Zhejiang Huakang Pharmaceutical Co., Ltd, China",75.0,Raw Material
"[THIC-RMGSO4-X] Ronacare Magnesium Sulfate ex Merck KgaA, Germany",25.0,Raw Material
[PAP-LLF03IR2-W] Blister Paper Lightening Liquid Foundation 03 Ivory REV-2 Wardah. Ivory 300gsm. 75x160mm. 9W/2W. VarGlossyPVC. HSHolo,30400.0,Packaging Material
"[DUS-MKLCCER0-OMG] Dus Matte KLC Coffee Edition OMG,Ivory 300gsm,3W,30x20x120mm,Partisi,Window,LamDoff",57200.0,Packaging Material
"[PART-IRRPTJKLTSR0-OMG] Partisi Inner Box RRP Tester Juicy Kiss Lip Tint Serum OMG,Ivory300gsm,1W,94.5x83.5x12mm,VarnishGloss",7000.0,Packaging Material
"[PLAS-VCBSS-EPET] Vacuum Forming Bright Stuff Serum 7.5 ml Emina, PET,46x103mm,NoFinishing",99200.0,Packaging Material
"[PLAS-VUVSBR0-W] Vacuum Forming UV Shield Bottle Wardah, PET 350 mic,104 x 59 x 27 mm,NoFinishing",50000.0,Packaging Material
"[PLAS-VCUVST3I1R1-W] Vacuum Forming UV Shield Tube 3in1 REV-1 Wardah, PET,64x26.5x136.5mm,NoFinishing, KOREA",249400.0,Packaging Material
"[PARF-OSLF-SP119881-X] SP119881 Orange Symphony LYF SC ex CPL Aromas (Far East) Ltd., Hongkong",50.0,Raw Material
"[PARF-L162--K] Lido 162/25 H ex Robertet Asia Pte. Ltd, Singapore",10.0,Raw Material
[OIL-K--K] Minyak Kemiri (Kg),16.0,Raw Material
[OIL-K--K] Minyak Kemiri (Kg),16.0,Raw Material
[OIL-K--K] Minyak Kemiri (Kg),16.0,Raw Material
[OIL-K--K] Minyak Kemiri (Kg),16.0,Raw Material
"[EXTR-CUMGLY-X] Cucumber Glycolic Extract 10000051 ex. PT Haldin Pacific Semesta, Indonesia",25.0,Raw Material
"[TUBE-CDECW100R1-W2L] Tube C-Defense Energizing Creamy Wash 100 ml Rev-1 Wardah(Open,2L,Orange,Gloss,Round,d40,BodyH143,TotalH165,QR,CC)+CapFTNatural BIL",49728.0,Packaging Material
"[TUBE-CDECW60R1-W2L] Tube C-Defense Energizing Creamy Wash 60 ml Rev-1 Wardah(Open,2L,Orange,Gloss,Round,d35,SleeveH116.5mm,TotalH136.5mm,QR,CC)+CapFTNatural BIL",49920.0,Packaging Material
"[TUBE-SBSPF45R0-E] Tube Sun Battle SPF 45 30 ml Emina, Tube(Oval30x105mm,5L,3W,VarnishMatte) + CapFT(PP White Trans)",49533.0,Packaging Material
"[TUBE-APFC60R2-W] Tube Acnederm Pure Foaming Cleanser 60 REV-2 Wardah(OpenEnd,LDPE2L,White,2W,35x115mm)+Cap(PP,Frosted),NewHeight",49920.0,Packaging Material
"[SODA-C-ASA] Soda Flake Caustic Asahi (Kg) ex. PT Asahimas Chemical, Indonesia",75.0,Raw Material
[CETY---K] Ecorol 16/98P (Cetyl alcohol pastilles) ex. Ecogreen Oleochemicals Singapore,600.0,Raw Material
"[SODA-C-ASA] Soda Flake Caustic Asahi (Kg) ex. PT Asahimas Chemical, Indonesia",50.0,Raw Material
"[TUBE-PCSAFWR1-K] Tube PCSA FW 100 REV-1 KAHF,(D50x141(total height),3 layers, 2pass, GREEN, Varnish Matte) + CapFTBlackMatte, NEW INGRED",20982.0,Packaging Material
[CONT-CVPFR0-W] Container Colorfit Velvet Powder Foundation Wardah. SAN/ABS. Injection Color. 1 pass printing+spray matte on Cover.,14616.0,Packaging Material
"[SODA-C-ASA] Soda Flake Caustic Asahi (Kg) ex. PT Asahimas Chemical, Indonesia",25.0,Raw Material
"[CAP-FROZZ100R0-W] Cap Frozz 100 ml Wardah, Assembly PP 2 parts, Silver Metallizing",5184.0,Packaging Material
"[CONT-ETWCRLR0-WASBS] Container Exclusive TWC RL Wardah,AS:ABS,Spray Matte,HS Silver,ClearCoat",5760.0,Packaging Material
"[CONT-MOFP01R1AS-C2PP] Container Make Over FP-014 REV-1,PS,Natural",15120.0,Packaging Material
"[SHIF-CMOFP014-PPN] Shifter Container Make Over FP-014,PP,Natural",15120.0,Packaging Material
"[CAP-CMOFP014-ASABS] Tutup Container Make Over FP-014,AS:ABS,Black,Printing 2 pass,Clear Coating",15120.0,Packaging Material
[BHT-CRTL-X] B.H.T. Crystal ex. Sterlitamak Petrochemical Plant Russia,20.0,Raw Material
"[STIC-BPWLF24HN50-MO] Sticker Bottom Powerstay Weightless Liquid Foundation 24H N50 Make Over,Semicoat,1W,Dsticker=20 mm,Sheet,Laminating Doff",5000.0,Packaging Material
"[STIC-BPWLF24HN20-MO] Sticker Bottom Powerstay Weightless Liquid Foundation 24H N20 Make Over,Semicoat,1W,Dsticker=20 mm,Sheet,Laminating Doff",5000.0,Packaging Material
"[STIC-BPWLF24HW33-MO] Sticker Bottom Powerstay Weightless Liquid Foundation 24H W33 Make Over,Semicoat,1W,Dsticker=20 mm,Sheet,Laminating Doff",10000.0,Packaging Material
"[STIC-BPWLF24HN30-MO] Sticker Bottom Powerstay Weightless Liquid Foundation 24H N30 Make Over,Semicoat,1W,Dsticker=20 mm,Sheet,Laminating Doff",5000.0,Packaging Material
"[STIC-BPWLF24HW22-MO] Sticker Bottom Powerstay Weightless Liquid Foundation 24H W22 Make Over,Semicoat,1W,Dsticker=20 mm,Sheet,Laminating Doff",5000.0,Packaging Material
"[CONT-CULML1R0-W] Container CUL Matte Lipstick 01 Wardah,PS,MetalizingSilver,1PassPrinting,Ballast",5320.0,Packaging Material
"[CAPC-CULML1R0-W] Cap Container CUL Matte Lipstick 01 Wardah,AS,Injection Translucent Color,1PassPrinting,SprayMatte",5320.0,Packaging Material
"[CONT-CULML2R0-W] Container CUL Matte Lipstick 02 Wardah,PS,MetalizingSilver,1PassPrinting,Ballast",9576.0,Packaging Material
"[CAPC-CULML2R0-W] Cap Container CUL Matte Lipstick 02 Wardah,AS,Injection Translucent Color,1PassPrinting,SprayMatte",9576.0,Packaging Material
"[CONT-LTCSR0-WRL] Container Lightening TWC Signature Wardah,SAN:ABS,BluePearl,HS Silver",37464.0,Packaging Material
[CAPA-WLSR0-E] Cap + Applicator + Wiper Watercolor Lip Serum Emina. ABS/PP. CL003 Aplikator Pipih. Wiper LDPE Natural. Injection Color Pink. 1 Pass Printing. No Finishing,15246.0,Packaging Material
[BOTO-WLSR0-E] Bottle Watercolor Lip Serum Emina. AS/ABS. LC004. Bottle Injection Clear. Collar Injection Pink. 1 Pass Printing White . No Finishing,15246.0,Packaging Material
