internal_name,qty_done,internal_category
"[THIC-KLCGCL-X] Kelcogel CG-LA ex CP Kelco, USA",1.0,Raw Material
"[ACTI-SRCM-X] Syricalm CLR ex. Chemisches Laboratorium Dr. Kur Richter GmbH, Germany",5.0,Raw Material
"[SILI-SP105-X] Ti-K SP 105 ex. Athena Corp Co.Ltd, Thailand",45.0,Raw Material
"[SILI-SP105-X] Ti-K SP 105 ex. Athena Corp Co.Ltd, Thailand",45.0,Raw Material
"[EMUL-SPBS2-X] SP Brij S2 MBAL-PA-(SG) ex. Croda Singapore Pte. Ltd., Singapore",30.0,Raw Material
"[KB-KAHFBR0-K] Karton Box Kahf B, uk.dalam (255x170x150mm), K125/M125/K125, C/F, Glue, 1 Pass",17250.0,Packaging Material
"[KB-BIODR0-B] Karton Box Biodef D, Uk. Dalam 290x290x220 mm,K125/M125/K125, C/F, No Finishing, Glue, 1 pass printing",1000.0,Packaging Material
"[KB-K100R1-W] Karton Box Wardah 100ml Kubah REV-1, 265x160x143mm, K125/M125/K125 C/F, 1 Pass, Glue",1800.0,Packaging Material
"[KB-W6040R2-W] Karton Box Wardah 60 ml x 40 REV-2,Uk Box Dalam 217x217x105mm,K125/M125/K125 C/F, 1 Pass, Glue",1050.0,Packaging Material
"[KB-EBR1-KMK125CF] Karton Box Emina B Rev 1,Uk Box Dalam 201x152x168mm,K125/M125/K125, C/F, No finishing, Glue",2700.0,Packaging Material
"[KB-W12X250R1-W] Karton Box Wardah 12x250 ml REV-1, 254x168x140 mm, K125/M125/K125 C/F, 1 Pass, Glue",2700.0,Packaging Material
"[KB-W12X250R1-W] Karton Box Wardah 12x250 ml REV-1, 254x168x140 mm, K125/M125/K125 C/F, 1 Pass, Glue",1800.0,Packaging Material
[POUC-SBWMSSR0-BD] Pouch with Spout Body Wash Mint + Sea Salt Biodef. NY15/LLDPEMB120.140x220x40mm. CMYK+4W+SilverInk. NoFinishing. Tinta ULR. Spout. InjectionColorWhite,28800.0,Packaging Material
"[POUC-CDSSMR1-W] Pouch C-Defense SSM REV-1 Wardah,PET12/HVMPET12/LLDPE80,120x160mm,8W,Varnish Doff, with hanging hole",5500.0,Packaging Material
"[GARA-RFS-X] Refined Salt ex. PT UnichemCandi Indonesia, Indonesia",750.0,Raw Material
"[SUNP-170-X] Sunpu-170 ex. Sunj In Chemical Co., Ltd. Korea",40.0,Raw Material
"[EMUL-NS-X] Simulgel NS ex Seppic S.A, France",30.0,Raw Material
[SEPI-305-SF-K] Sepigel 305 37667S ex. Seppic France,60.0,Raw Material
"[SUN-MP-X] SUNPMMA-P ex Sunjin Chemical Co., Ltd, Korea",40.0,Raw Material
"[EMU-MTV6-X] Montanov 68 MB ex Seppic S.A., France",200.0,Raw Material
"[EMUL-MTVT-X] Montanov 202 ex Seppic, France",25.0,Raw Material
"[PWD-MNLGZN-X] Mineralis® GU/Zn, ex. Givaudan-Lavirotte (Isaltis). France.",25.0,Raw Material
"[EMU-MTV6-X] Montanov 68 MB ex Seppic S.A., France",150.0,Raw Material
"[THIC-MNTVL-X] Montanov L ex. Seppic S.A., France",25.0,Raw Material
"[SUNS-HYAB-X] Hybrid AB ex Sunjin, Korea",40.0,Raw Material
"[TIT-T85-X] TX-85 ex. Sunjin Beauty Science Co.Ltd, Korea",40.0,Raw Material
"[EMUL-SPCG7-X] Sepiclear G7 ex. Seppic S.A., France",100.0,Raw Material
"[PENG-IPEG-X] Iscaguard PEG ex. ISCA UK Ltd., UK",50.0,Raw Material
"[GARA-RFS-X] Refined Salt ex. PT UnichemCandi Indonesia, Indonesia",325.0,Raw Material
[PS-CVMLMR1-W] Plastik Segel CVM Lip Mousse REV-1 Wardah.PVC 35mic.110x32mm.Perforasi.1W(Printing),163200.0,Packaging Material
"[HDRL-GLDWBZ-X] Gluadin WLM Benz ex. BASF Care Creations, Germany",50.0,Raw Material
"[KB-NEONR0-OMG] Karton Box Neon OMG,Ukuran Box Dalam 385x265x130mm,K125/M125/K125,C/F,NoFinishing,Glue",1500.0,Packaging Material
"[KB-WBETAR1-W] Karton Box Wardah Beta REV-1,Uk Box Dalam 265x214x235mm,K125/M125/K125 C/F, 1 Pass, Glue",5000.0,Packaging Material
"[KB-BIODR0-B] Karton Box Biodef D, Uk. Dalam 290x290x220 mm,K125/M125/K125, C/F, No Finishing, Glue, 1 pass printing",500.0,Packaging Material
"[KB-KAHFBR0-K] Karton Box Kahf B, uk.dalam (255x170x150mm), K125/M125/K125, C/F, Glue, 1 Pass",2250.0,Packaging Material
"[KB-WFSR1-W] Karton Box Wardah Facial Serum REV-1 Wardah, Ukuran Box Dalam 228x175x152mm,K125/M125/K125,C/F, Glue, 1 Pass",3375.0,Packaging Material
"[KB-WLS20R2-KMK125CF] Karton Box Wardah Lightening Series 20 ml Rev 2, Uk Box Dalam 251x165x117mm, K125/M125/K125 C/F, Glue",3000.0,Packaging Material
"[ACTM-CTLA-X] Actosome Centella ex. Act Co., Ltd. Korea",9.0,Raw Material
"[ACTM-CTLA-X] Actosome Centella ex. Act Co., Ltd. Korea",5.0,Raw Material
"[KB-K100R1-W] Karton Box Wardah 100ml Kubah REV-1, 265x160x143mm, K125/M125/K125 C/F, 1 Pass, Glue",4500.0,Packaging Material
[SILS-034-X] Silsoft 034 ex. Momentive USA,168.0,Raw Material
[SILS-034-X] Silsoft 034 ex. Momentive USA,168.0,Raw Material
"[STIC-VEIML02R0-IP] Sticker Varian EIM Liquid 02 Instaperfect,PP White,2W,64x16mm,NoFinishing,ULR",3600.0,Packaging Material
"[STIC-BEIML07R0-IP] Sticker Bottom EIM Liquid 07 Instaperfect,PP White,1W,d=12mm,NoFinishing,RollForm3",5000.0,Packaging Material
"[MICA--SIOI2-K] SIO1-2 Mica AB-25 ex. Daito Kasei Kogyo Co., Ltd. Japan",100.0,Raw Material
"[WARN-S12RN217--K] SI-2 Red No. 217 ex. Daito Kasei Kogyo Co., Ltd. Japan",40.0,Raw Material
"[WARN-S12RN217--K] SI-2 Red No. 217 ex. Daito Kasei Kogyo Co., Ltd. Japan",80.0,Raw Material
"[BOTO-LLC02BR0-W] Bottle Lightening Liquid Concealer 02 Beige Wardah, PET Injection, SH9004WS, 2 pass",174000.0,Packaging Material
"[CAPA-LLC02BR0-W] Cap Applicator Lightening LIquid Concealer 02 Beige Wardah,SH9004WS,ABS+SAN, Injection,1 pass+WIPER",176000.0,Packaging Material
"[TITA-C-STCR5-K] SIO1-2 TiO2 CR-50 ex. Daito Kagei Kogyo Co., Ltd Japan",100.0,Raw Material
"[CAPA-LLC01LR0-W] Cap Applicator Lightening LIquid Concealer 01 Light Wardah,SH9004WS,ABS+SAN,Injection, 1 pass +WIPER",36000.0,Packaging Material
"[BOTO-LLC01LR0-W] Bottle Lightening Liquid Concealer 01 Light Wardah, PET Injection, SH9004WS, 2 pass",59000.0,Packaging Material
"[SERI-OT2SFSE-] OTS-2 Sericite FSE ex. Daito Kasei Kogyo Co., Ltd. Japan",20.0,Raw Material
[ASO--KB-K] ASO-12 ex. Kobo USA,25.0,Raw Material
[ASO--KB-K] ASO-12 ex. Kobo USA,50.0,Raw Material
"[FILM-KOBOHRPC-X] Koboguard HRPC ex. Kobo Products, Inc,USA",25.0,Raw Material
"[SILI-VLVDLG-X] Velvesil DM LC Gel ex Momentive Performance Materials, Inc. USA",47.67,Raw Material
"[CONT-LTCSR0-WRL] Container Lightening TWC Signature Wardah,SAN:ABS,BluePearl,HS Silver",37464.0,Packaging Material
"[CONT-LPFRR0-W] Container Lightening Powder Foundation Revamp Wardah,CM-316,AS:ABS,InjectionColor,Cover:1PassPrinting+SprayMatteClear",12300.0,Packaging Material
"[CONT-CCMB02R0-W] Container CCM Blush 02 Wardah,SAN,SAN/ABS,InjectionColor,1PassPrinting,SprayMatte",7560.0,Packaging Material
"[CONT-CLPBRVR0-E] Container Cheek Lit Pressed Blush Revamp Emina.CM-253.Cover:SAN.InjectionClear, 1PassPrinting,Base:SAN/ABS.InjectionColor+SprayDoff",10260.0,Packaging Material
"[ACTI-DPTSGLC-X] Dipotassium Glycyrrhizinate ex Maruzen Pharmaceuticals Co.,Ltd, Japan",1.0,Raw Material
"[CONT-CCMB01R0-W] Container CCM Blush 01 Wardah,SAN,SAN/ABS,InjectionColor,1PassPrinting,SprayMatte",2700.0,Packaging Material
[SQUA-AMYR-X] Neossance Squalane ex Amyris,102.0,Raw Material
"[VCIP---K] VC-IP ex Nippon Surfactant Industries Co., Ltd., China",5.0,Raw Material
[PLAS-P-D400-K] D400 ex. Toshiki Pigment Japan,30.0,Raw Material
[PLAS-P-D400-K] D400 ex. Toshiki Pigment Japan,10.0,Raw Material
[SQUA-AMYR-X] Neossance Squalane ex Amyris,51.0,Raw Material
"[EXTR-SILVBG30-X] Silver Vine Extract BG30 ex. Maruzen Pharmaceuticals Co., Ltd. Japan",30.0,Raw Material
"[PENG-GL-LON] Glydant ex Arxada Nanjing, Ltd., China",220.0,Raw Material
"[ACTI-RNCC-X] RonaCare CPC ex. Merck Performance Materials Germany GmbH, Germany",25.0,Raw Material
[LICO-D-EXTPT40-G] Polyol Soluble Licorice Extract P-T(40) ex. Maruzen Pharmaceutical Japan,1000.0,Raw Material
"[SCRU-SRBB50-X] Sorbosil BFG50 ex. PQ Silicas UK Ltd., UK",20.0,Raw Material
"[EXTR-CUMGLY-X] Cucumber Glycolic Extract 10000051 ex. PT Haldin Pacific Semesta, Indonesia",25.0,Raw Material
"[EXTR-LCRG-X] Licorice Glycolic Extract 10000098 ex. PT Haldin Pacific Semesta, Indonesia",25.0,Raw Material
"[EXTR-ALVGE-X] Aloe Vera Glycolic Extract 10000002 ex. PT Haldin Pacific Semesta, Indonesia",100.0,Raw Material
"[EXTR-ALVGE-X] Aloe Vera Glycolic Extract 10000002 ex. PT Haldin Pacific Semesta, Indonesia",525.0,Raw Material
"[TUBE-PCEBFWR1-K] Tube PCEB FW 100 REV-1 KAHF, (D50x141(total height),3 layers, 2pass, BLUE, Varnish Matte) + CapFTBlackMatte, NEW INGRED",5304.0,Packaging Material
"[TUBE-LBBCN15R2-W] Tube Lightening BB Cream Natural 15ml REV-2 Wardah,Open,5L,Blue,Gloss,25x80mm,CapScrewWhite",21420.0,Packaging Material
"[TUBE-LBBCN15R2-W] Tube Lightening BB Cream Natural 15ml REV-2 Wardah,Open,5L,Blue,Gloss,25x80mm,CapScrewWhite",6426.0,Packaging Material
"[TUBE-BSAPMCR0-EO] Tube Bright Stuff AP Moisturizing Cream 20 Emina (OpenEnd,Oval,Offset,5L,4W,Gloss,25x100mm)",7140.0,Packaging Material
"[CAPA-MKLCCEKIMR0-OMG] Cap+Applicator+Wiper Matte KLC Coffee Edition OMG,KIM,8007,Cap:ABS/AS-ABS,Applicator:PP+FlockTip,Wiper:LDPE,Cap:Injection Brown, Rod:InjectionBlack,NoFinishing",80640.0,Packaging Material
"[BOTO-MKLCCEKIMR0-OMG] Bottle Matte KLC Coffee Edition OMG,KIM,8007,AS,Injection Clear,1PassPrinting,NoFinishing",80640.0,Packaging Material
"[PS-OMGPGT100R1-OMG] Shrink Label Oh My Glow PG Toner 100ml REV-1 OMG, PETG 40 micron,152.4x61mm,8W,VarnishMatte, NewAddress,NA+QR",50000.0,Packaging Material
"[PS-DPGM25-OMG] Plastik Segel Dus Peach Glowing Cream 25 gr OMG, PETG40mic,144x130mm,69x130mm(folded),Trans,Perforasi",130000.0,Packaging Material
"[DUS-BSAPMCR2-E] Dus Bright Stuff AP Moisturizing Cream 20 REV-2 Emina, AC310,40x26x120mm,3W,HS,LaminatingGloss",105000.0,Packaging Material
"[IBOX-REMLCRR0-W] Inner Box RRP Exclusive Matte Lip Cream Revamp Wardah,Ivory 300gsm,5W,93x70x120mm,Perforasi,VarDoff",100000.0,Packaging Material
[DUS-EFSLSR2-W] Dus Everyday Fruity Sheer Lip Balm Strawberry REV-2 Wardah. Art Carton 310gsm. 6W. 63x113x24mm. LamGloss,49400.0,Packaging Material
"[PU-PFMMSP-MOPP] Pump Powerstay Fix & Matte Makeup Setting Spray MO,PP,Black Injection, 24/410,DTL=70mmVL",21600.0,Packaging Material
"[DUS-CSPTE30R1-W] Dus Flap CS Pure Treatment Essence 30ml REV-1 Wardah,Ivory300,5W,59x30x135mm,LamGlossy+HS,NewHalal+Instruction",63200.0,Packaging Material
"[DUS-CSPTE50R2-W] Dus CS Pure Treatment Essence 50ml REV-2 Wardah, 41x41x117mm,IvoryMet,5pass,Emboss,NewHalal+NewInstruction",37600.0,Packaging Material
"[CONT-LMR1-E] Container Lip Mask REV-1 Emina,PP,Pink Injection,1PassPrinting,NoFinishing",1856.0,Packaging Material
"[CAPC-LMR1-E] Cap Container Lip Mask REV-1 Emina,PP,Pink Injection,1PassPrinting,NoFinishing",1856.0,Packaging Material
"[POT-LDC30RLR0-W] Pot Lightening Day Cream 30 g Relaunch Wardah, InjectMB, BiruOpaque+Inner, NoFinish, 3PP",21600.0,Packaging Material
"[CAPP-LDC30RLR0-W] Cap Pot Lightening Day Cream 30 g Relaunch Wardah, InjectMB, BiruOpaque, NoFinish, 1PP",21600.0,Packaging Material
"[PLU-LDC30RLR0-W] Plug Pot Lightening Day Cream 30 g Relaunch Wardah, InjectMB, BiruOpaque, NoFinish",21600.0,Packaging Material
"[CAPA-MKLCR0-OMG] Cap+Applicator+Wiper Matte KLC OMG,LC-002,Cap:ABS/AS-ABS,Applicator:PP+FlockTip,Wiper:LDPE,InjectionBlack,NoFinishing",5670.0,Packaging Material
"[BOTO-MKLCR0-OMG] Bottle Matte KLC OMG,LC-002,AS,Injection Clear,1PassPrinting,NoFinishing",5670.0,Packaging Material
"[CAPA-MKLCR0-OMG] Cap+Applicator+Wiper Matte KLC OMG,LC-002,Cap:ABS/AS-ABS,Applicator:PP+FlockTip,Wiper:LDPE,InjectionBlack,NoFinishing",24570.0,Packaging Material
"[BOTO-MKLCR0-OMG] Bottle Matte KLC OMG,LC-002,AS,Injection Clear,1PassPrinting,NoFinishing",24570.0,Packaging Material
"[CAPA-WCADLPR0-W] Cap Applicator+Wiper CAD Lip Paint Wardah,ASB/AS-ABS,LDPE,InjectionColor",7560.0,Packaging Material
"[BOTO-CADLPR0-W] Bottle CAD Lip Paint Wardah,AS,InjectionClear,HeatTransferFilm",7560.0,Packaging Material
"[CONT-ETWCRLR0-WASBS] Container Exclusive TWC RL Wardah,AS:ABS,Spray Matte,HS Silver,ClearCoat",3840.0,Packaging Material
"[CONT-PPFR1-MO] Container Powerstay MPF REV-1 Make Over,CM-105,AS:ABS,Black Pearlize,Coating Doff,HS Silver Doff",7920.0,Packaging Material
"[CAP-BHFTS1702R0-WPP] Cap Bottle Hair Fall Treatment Shampoo 170 ml (2) Wardah, PP, Putih Natural Frosted",50076.0,Packaging Material
"[BOTO-HFTS1702R3-W] Bottle Hair Fall Treatment Shampoo 170 ml (2) REV-3 Wardah, HDPE, Tosca Pearl, sticker back only",50076.0,Packaging Material
"[PLU-ELMFR0-W] Plug Everyday LLF Repack 35 mL Wardah,InjectionColor(BEIGE ND 11403 LT),NoPrinting,NoFinishing",30000.0,Packaging Material
"[CAP-BL200NAT-PP] Tutup Botol Linear 200 ml Natural,PP,Natural",36480.0,Packaging Material
"[MOIS-TR100-X] Trehalose 100 ex. Hayashibara Co., Ltd, Japan",100.0,Raw Material
"[HUM-HXLGLC-X] Hexylene Glycol, ex Rhodia Brasil S.A., Brazil",772.0,Raw Material
"[POWD-GHDS-X] GH-502DS ex. Anhui Grea New Materials Technology Co., Ltd., China",120.0,Raw Material
"[POWD-GHDS-X] GH-502DS ex Chuzhou Grea Minerals Co., Ltd., China",40.0,Raw Material
"[BOTO-PET240W-WPET] Botol PET 240 ml Water Wardah,PET,Natural,Round,24/410",44416.0,Packaging Material
"[POWD-TGDS-X] TG-10DS ex. Anhui Grea New Materials Technology Co., Ltd., China",175.0,Raw Material
"[POWD-TGDS-X] TG-10DS ex Chuzhou Grea Minerals Co., Ltd., China",850.0,Raw Material
"[EXTR-PONG-X] Pongamia Extract CQ/UA, ex. Givaudan France SAS. India",1.0,Raw Material
"[GODE-LPWNL2781-] Godet Lip Palette Wardah (WNL) 27,8x13,2x4mm",60000.0,Packaging Material
"[GODE-PESBOR2-MOAL] Godet Palette ES/BO REV-2 Make Over,Aluminium 0.40 mm,d=36.6mm,h=3.7mm",10000.0,Packaging Material
"[GODE-PESBOR2-MOAL] Godet Palette ES/BO REV-2 Make Over,Aluminium 0.40 mm,d=36.6mm,h=3.7mm",4000.0,Packaging Material
"[GODE-BOER0-WAL] Godet Blush On Everyday Wardah,Aluminium 0.33mm,49.8x16.75x4.4mm,ON TRIAL",14000.0,Packaging Material
[GODE-CPTZ59R1-MO] Godet Compact Powder T-Zone R1 Make Over. D=59 mm. T=4.5mm. t=0.36 mm. Aluminium,56000.0,Packaging Material
"[GODE-TWC5,4B-SM-P] Godet Two Way Cake 5,4 cm Bulat SM",132000.0,Packaging Material
"[GODE-CHCPROR0-W] Godet Colorfit Highlight Contour Palette Rounded Wardah.Aluminium.22,2x48,75x3,6mm.t=0,36mm",10000.0,Packaging Material
"[EKS-GTLE-X] Green Tea GE ex PT Phytochemindo Reksa, Indonesia",30.0,Raw Material
"[EKS-AVOLE-X] Persea gratissima GE ex PT Phytochemindo Reksa, Indonesia",5.0,Raw Material
[ASAM-A-CAAH-K] Citric Acid Anhydrous ex. TTCA China,75.0,Raw Material
"[BUTY--DAI1,3] 1,3-Butylene Glycol Ex. Daicel Chemical Industries, Ltd. Japan",800.0,Raw Material
"[ZINC-M-KJZ10-K] Zinc Myristate ex. Kobo Products, Inc. USA",50.0,Raw Material
"[ZINC-M-KJZ10-K] Zinc Myristate ex. Kobo Products, Inc. USA",40.0,Raw Material
[SUNS-UVAPG-X] Uvinul A Plus Granular ex. BASF SE Germany,100.0,Raw Material
"[SUNS-TNSM-X] Tinosorb M ex BASF Grenzach GmbH, Germany",25.0,Raw Material
"[SUNS-TNSLTQ-X] Tinosorb S Lite Aqua ex. BASF Espanola SL, Spain",25.0,Raw Material
[CUTI---K] Cutina TS ex. BASF SE Germany,900.0,Raw Material
"[EMUL-PLUP-X] Plantacare 2000 UP ex. BASF Care Chemicals (Shanghai) Co., Ltd. China",320.0,Raw Material
"[EMUL-PLUP-X] Plantacare 2000 UP ex. BASF Care Chemicals (Shanghai) Co., Ltd. China",480.0,Raw Material
"[EMUL-PLUP-X] Plantacare 2000 UP ex. BASF Care Chemicals (Shanghai) Co., Ltd. China",800.0,Raw Material
"[UVIN-MC80-BASF] Uvinul MC 80 ex BASF SE, Germany",800.0,Raw Material
"[UVIN-MC80-BASF] Uvinul MC 80 ex BASF SE, Germany",800.0,Raw Material
"[THIC-ARAVC-] Aristoflex AVC ex. Clariant Iberica Production, S.A. Spain",75.0,Raw Material
"[MEDI-MDL-MGS] Medialan LD ex. Clariant, Indonesia",800.0,Raw Material
"[PENG-CLRP-X] Nipaguard CP ex. Clariant India Limited, India",25.0,Raw Material
"[NIPA-S--K] Nipasol M ex. Clariant Produkte (Deutschland) GmbH, Germany",25.0,Raw Material
"[PEAR-GNPPMS-X] Genapol PMS ex. PT Clariant Indonesia, Indonesia",875.0,Raw Material
"[PENG-NPGEHP-X] Nipaguard EHP ex PT Clariant Indonesia, Indonesia",225.0,Raw Material
"[ACTI-MEBSA-X] MultiEx BSASM ex. Biospectrum, Korea",20.0,Raw Material
"[ACTI-ADNL-X] AdenoSol (1) ex BioSpecrtrum, Inc., Korea",20.0,Raw Material
"[SAMP-USWS106-X] Sampel USES WS 106 ex Shanghai Brillianture Chemicals Science & Technology Co., Ltd., China",2.15,Raw Material
"[SAMP-SREM605-X] SeraSilk EM 605 Ex. KCC Beauty, Korea",0.42,Raw Material
"[SAMP-SREM605-X] SeraSilk EM 605 Ex. KCC Beauty, Korea",0.43,Raw Material
"[SAMP-SREM605-X] SeraSilk EM 605 Ex. KCC Beauty, Korea",0.45,Raw Material
"[ZINC-STW-X] Zinc Stearate TW ex FACI Asia Pacific Pte., Ltd. Singapore",40.0,Raw Material
"[EMUL-EDNC129M-X] Edenor C12-99 MY ex Edenor Oleochemicals (M) Sdn., Bhd., Malaysia",625.0,Raw Material
"[EMU-CSAL-X] Emercol C16-18 50:50 MY ex. Edenor Oleochemicals (M) Sdn., Bhd., Malaysia",25.0,Raw Material
"[KB-NEONR0-OMG] Karton Box Neon OMG,Ukuran Box Dalam 385x265x130mm,K125/M125/K125,C/F,NoFinishing,Glue",1500.0,Packaging Material
"[KB-GKMK-W] Karton Box Wardah Grand,Ukuran Box Dalam 290x218x140mm,K125/M150/K125,C/F",4375.0,Packaging Material
"[KB-KAHFBR0-K] Karton Box Kahf B, uk.dalam (255x170x150mm), K125/M125/K125, C/F, Glue, 1 Pass",4500.0,Packaging Material
"[KB-ECR1-KMK125CF] Karton Box Emina C Rev 1,Uk Box Dalam 270x260x119mm, K125/M125/K125 C/F, Glue",750.0,Packaging Material
"[OIL-ORJVA-X] Orujo-Oliva Altivo ex. Aceites Del Sur, S.A. Spain",15.0,Raw Material
"[KB-ECR1-KMK125CF] Karton Box Emina C Rev 1,Uk Box Dalam 270x260x119mm, K125/M125/K125 C/F, Glue",750.0,Packaging Material
"[OIL-ORJVA-X] Orujo-Oliva Altivo ex. Aceites Del Sur, S.A. Spain",165.0,Raw Material
"[KB-WFSR1-W] Karton Box Wardah Facial Serum REV-1 Wardah, Ukuran Box Dalam 228x175x152mm,K125/M125/K125,C/F, Glue, 1 Pass",5625.0,Packaging Material
"[KB-K100R1-W] Karton Box Wardah 100ml Kubah REV-1, 265x160x143mm, K125/M125/K125 C/F, 1 Pass, Glue",900.0,Packaging Material
"[STIC-WHTS170-W] Sticker Hairfall Treatment Shampoo 170 ml Wardah, PE White, 32x143 mm, CMYK + 5 W + 1 white background, Varnish Matte",100000.0,Packaging Material
"[DUS-EMLCR08R1-W] Dus Exclusive Matte Lip Cream Revamp 08 R1 Wardah,Ivory 250gsm,2W,22x22x113mm,LamDoff,Emboss",50000.0,Packaging Material
"[TUBE-UVSWFR0-W] Tube SA UVS AF Essence Wardah, (Open,5L+EVOH,d30Ovalx102mm,BlueSleeve,2Pass,VarGloss)+CapWhitetrans",50160.0,Packaging Material
"[TUBE-ADM40R2-W] Tube Acnederm Day Moisturizer 40 ml REV-2 Wardah(OpEnd,LDPE2L,White,VarGlossy,2W,30x105mm)+CapFT(PP,Biru),NewHeight",49533.0,Packaging Material
"[TUBE-ANTM40R1-W] Tube Acnederm Night Treatment Moisturizer 40 ml REV-1 Wardah(OpEnd,2L,White,VarGlossy,2W,30x105mm)+CapBiru, NewHeight",50160.0,Packaging Material
"[TUBE-APFC60R2-W] Tube Acnederm Pure Foaming Cleanser 60 REV-2 Wardah(OpenEnd,LDPE2L,White,2W,35x115mm)+Cap(PP,Frosted),NewHeight",49920.0,Packaging Material
"[TUBE-CDECW100R1-W2L] Tube C-Defense Energizing Creamy Wash 100 ml Rev-1 Wardah(Open,2L,Orange,Gloss,Round,d40,BodyH143,TotalH165,QR,CC)+CapFTNatural BIL",29232.0,Packaging Material
[SHIF-CMPR0-W] Shifter Colorfit Mattifying Powder Wardah.PP.InjectionColor.WithDisc,39000.0,Packaging Material
[POT-CMPR0-W] Pot Colorfit Mattifying Powder Wardah.SAN.InjectionTransparent,39000.0,Packaging Material
[CAPP-CMPR0-W] Cap Pot Colorfit Mattifying Powder Wardah.SAN/ABS.InjectionColor.SprayMatteClear.1PassPrint,39000.0,Packaging Material
"[TUBE-LGE50-WPBL] Tube Lightening Gentle Exfoliator 50 ml PBL Wardah, (Open,Oval30,Sleeve121.7mm,Htotal140.2mm,350/15,WhiteWeb,8W,VarGloss)+CapFTPPWhiteBluish,PABLO",19890.0,Packaging Material
"[TUBE-UVSGM-WPBL] Tube UVS ES Gel Moist PBL Wardah, (Open,PBL 350/15,d30Ovalx103.7mm Pablo,YellowSleeve,2Pass,VarGloss)+CapWhitetrans",49952.0,Packaging Material
"[TUBE-PBCFBSGRV50R1-W] Tube Perfect Bright CF Bright Smooth Glow 50ml REV-1 Wardah,OpenEnd,PabloD30,PBL 350/15 White,HSleeve120.7mm,7W+SilverFoil,VarMatte+CapFTWhiteTrans,NEW QRNA",53118.0,Packaging Material
"[TUBE-UVSGM-WPBL] Tube UVS ES Gel Moist PBL Wardah, (Open,PBL 350/15,d30Ovalx103.7mm Pablo,YellowSleeve,2Pass,VarGloss)+CapWhitetrans",16352.0,Packaging Material
"[TUBE-LBBCN30R4-W] Tube Lightening BB Cream Natural 30ml REV-4 Wardah,Open,Oval,30x95mm,CapScrewWhite,TopSeal",22000.0,Packaging Material
"[CONT-LRTWCRER1-W] Container Lightening Reconcept TWC Refill Emboss REV-1 Wardah,PP,Pearly Blue,d dalam=55,14mm",76380.0,Packaging Material
"[CONT-ELPCR0-MO] Container Ellie Perfect Cover Make Over,PP,Black,d dalam=59 mm",8400.0,Packaging Material
"[CONT-ELPCR0-MO] Container Ellie Perfect Cover Make Over,PP,Black,d dalam=59 mm",49200.0,Packaging Material
"[CONT-ELERLR0-WPP] Container Ellie Exclusive RL Wardah,PP,Green Exclusive RL,d dalam=59 mm",22400.0,Packaging Material
"[CAPP-R250SILVER-PP] Cap Pot Rounded 250 ml Silver,PP,Silver",8580.0,Packaging Material
"[CAPP-R150BRR1-PP] Cap Pot Rounded 150 ml Brown REV-1,PP,Brown + Liner",3960.0,Packaging Material
"[POT-R720WHITE-PP] Pot Rounded 720 ml White,PP,White Opaque",5940.0,Packaging Material
"[TALC-OSBRTPD-X] Osmanthus Brand talc Powder ex.Guangxi Longguang Talc Development Co.,Ltd. Chinese",1800.0,Raw Material
[AMP-95--K] AMP 95 ex. Angus Chemical USA,75.0,Raw Material
"[BAL-BROBPPEC-D254W23] Ball Botol Roll On Bahan PP Ex. China,D=25.4mm,W=2.3gr,R=0.05mm,T=1mm (Pc(s))",100000.0,Packaging Material
"[CONT-PPFR1-MO] Container Powerstay MPF REV-1 Make Over,CM-105,AS:ABS,Black Pearlize,Coating Doff,HS Silver Doff",2160.0,Packaging Material
"[CONT-MOCM04ASAB-CBIP] Container Make Over CM-040 AS/ABS,2 Pass Printing,Cvr,Base,Ins,PB Hitam Injection",3720.0,Packaging Material
"[CONT-LTCSR0-WRL] Container Lightening TWC Signature Wardah,SAN:ABS,BluePearl,HS Silver",37464.0,Packaging Material
"[BOTO-ELMFR0-W] Botol Everyday LLF Repack 35 mL Wardah,InjectionColor(BEIGE ND 11403 LT),NoPrinting,NoFinishing",38880.0,Packaging Material
[CAP-BRO-P-P] Tutup Botol Cap Botol Roll On Putih,20888.0,Packaging Material
[BOTO-RO60-60-P] Botol Roll On (tanpa cap+ball) 60 ml,20888.0,Packaging Material
"[BOTO-L200NAT-PP] Botol Linear 200 ml Natural,PP,Natural",19596.0,Packaging Material
[TIT-CR50HD-X] Titanium Coated CR-50 HD ex Bo-Kwang,500.0,Raw Material
"[SILI-KFFA-X] KF-56A ex ShinEtsu, Japan",54.0,Raw Material
"[EMUL-KF6017-X] KF-6017 ex. Shin-Etsu Chemical Co., Ltd, japan",51.0,Raw Material
"[EMUL-LCG-X] Lecigel ex Lucas Meyer, France",5.0,Raw Material
"[PEN-SENSC50-X] SENSIVA SC 50 ex. Schulke & Mayr GmbH, Germany",10.0,Raw Material
"[ACTI-BTWH-X] b-Whiteâ_x0084_¢ ex.Lucas Meyer Cosmetics Canada Inc., Canada",1.0,Raw Material
"[VITA-B3PC-X] Niacinamide PC ex Vertellus Specialty Chemicals (Nantong) Co. Ltd., China",1000.0,Raw Material
"[VITA-B12CRYS-X] Vitamin B12 Cryst Food Grade ex. DSM Nutritional Products, China",0.1,Raw Material
