Kode Item,Nama Internal,Internal Category,Brand,Qty,Total Price,Status,MOQ,Laptrima,Scrap,SMB,"Kategori FG
(NPD, Reguler, NFS, One Shot, Ex Revamp, Minor Change)",Last Incoming,Last SMB
STIC-BTEMO35R1-WCNF,Sticker Bottom Exclusive Moist Lipstick 35 R1 W,,,14791,48,existing,5000,0,0,No,Reguler,2023,2023
STIC-BTEMO36R0-WCNF,Sticker Bottom Exclusive Moist Lipstick 36 W (Pc(s)),,,186,11,to be discontinued,20000,0,0,Yes,Reguler,< 2019,2022
STIC-BTEMO36R1-WCNF,Sticker Bottom Exclusive Moist Lipstick 36 R1 W,,,12627,36,existing,5000,0,21,Yes,Reguler,2023,2023
STIC-BTEMO41R1-WCNF,Sticker Bottom Exclusive Moist Lipstick 41 R1 W,,,14063,36,existing,5000,0,0,Yes,Reguler,2023,2023
STIC-BTEMO43R0-WCNF,Sticker Bottom Exclusive Moist Lipstick 43 W (Pc(s)),,,141,11.92196636,to be discontinued,20000,0,0,Yes,Reguler,2021,2022
STIC-BTEMO43R1-WCNF,Sticker Bottom Exclusive Moist Lipstick 43 R1 W,,,16735,60,existing,5000,5000,0,No,Reguler,2023,2023
STIC-BTEMO46R0-WCNF,Sticker Bottom Exclusive Moist Lipstick 46 W (Pc(s)),,,215,11.86140809,to be discontinued,20000,0,0,Yes,Reguler,2021,2022
STIC-BTEMO46R1-WCNF,Sticker Bottom Exclusive Moist Lipstick 46 R1 W,,,12674,36,existing,5000,0,0,No,Reguler,2023,2023
STIC-BTESBGR1-MOMSF,Sticker Bottom TES Black Goddiva R1 MO,,,4655,118.8777667,existing,20000,0,0,No,Reguler,2020,2023
STIC-BTESDCR1-MOMSF,Sticker Bottom TES Dolly Crush R1 MO,,,1604,110,existing,20000,0,0,No,Reguler,< 2019,2023
STIC-BTESEBR1-MOMSF,Sticker Bottom TES Emperor Brown R1 MO,,,11371,439.0332799,existing,20000,5000,0,No,Reguler,2023,2023
STIC-BTESENR1-MOMSF,Sticker Bottom TES Enchanting NS R1 MO,,,2902,118.2909349,existing,20000,0,0,No,Reguler,2023,2023
STIC-BTESGER1-MOMSF,Sticker Bottom TES Golden Espress R1 MO,,,4964,103.7886589,existing,20000,0,0,No,Reguler,2023,2023
STIC-BTESISR1-MOMSF,Sticker Bottom TES Indian Summer R1 MO,,,25089,462.0716432,existing,20000,0,39,Yes,Reguler,2023,2023
STIC-BTESLAR1-MOMSF,Sticker Bottom TES Love AFS R1 MO,,,4020,90.32072924,existing,20000,0,0,Yes,Reguler,2022,2023
STIC-BTESMFR1-MOMSF,Sticker Bottom TES Magical FT R1 MO,,,4594,130,existing,20000,0,0,No,Reguler,2022,2023
STIC-BTESNNR1-MOMSF,Sticker Bottom TES Natural Nude R1 MO,,,2336,57.61347964,existing,20000,0,0,No,Reguler,2020,2023
STIC-BTETC1R0-WRL,Sticker Bottom Exclusive TWC 01 RL W (Pc(s)),,,31652,170.0881026,existing,5000,19000,0,No,Reguler,2023,2023
STIC-BTETC2R0-WRL,Sticker Bottom Exclusive TWC 02 RL W (Pc(s)),,,97805,240.512728,existing,5000,52000,136,No,Reguler,2023,2023
STIC-BTETC3R0-WRL,Sticker Bottom Exclusive TWC 03 RL W (Pc(s)),,,81109,179.7373998,existing,5000,50000,5,No,Reguler,2023,2023
STIC-BTETC4R0-WRL,Sticker Bottom Exclusive TWC 04 RL W (Pc(s)),,,75275,138.9074877,existing,5000,60000,70,No,Reguler,2023,2023
STIC-BTETC5R0-WRL,Sticker Bottom Exclusive TWC 05 RL W (Pc(s)),,,11909,125.7091544,existing,5000,8000,57,No,Reguler,2023,2023
STIC-BTETCR1R0-WRL,Sticker Bottom Exclusive TWC Refill 01 RL W (Pc(s)),,,81623,123.693006,new product,10000,24000,0,No,Reguler,2023,2023
STIC-BTETCR2R0-WRL,Sticker Bottom Exclusive TWCR 02 RL W (Pc(s)),,,138270,201.330038,new product,10000,59000,0,No,Reguler,2023,2023
STIC-BTETCR3R0-WRL,Sticker Bottom Exclusive TWCR 03 RL W (Pc(s)),,,96872,287.6992472,new product,10000,52000,152,No,Reguler,2023,2023
STIC-BTETCR4R0-WRL,Sticker Bottom Exclusive TWCR 04 RL W (Pc(s)),,,121534,370.3880758,new product,10000,84000,93,No,Reguler,2023,2023
STIC-BTETCR5R0-WRL,Sticker Bottom Exclusive TWCR 05 RL W (Pc(s)),,,15671,82.24352945,new product,10000,0,16,No,Reguler,2021,2023
STIC-BTFCKR1-MOMSF,Sticker Bottom Face Contour Kit R1 MO,,,3913,40.03592196,existing,5000,0,0,Yes,Reguler,2022,2022
STIC-BTGTBW-BD,Sticker Back Tester GTBW 60 BD,,,40,1000,existing,2300,195,0,No,Reguler,2023,2023
STIC-BTIGCL1R0-WPPT,Sticker Bottom Instaperfect Gloss Chic Lip Crayon 01 W,,,14449,87,existing,10000,0,0,No,Reguler,< 2019,2023
STIC-BTIGCL2R0-WPPT,Sticker Bottom Instaperfect Gloss Chic Lip Crayon 02 W,,,16480,117,existing,,0,0,No,Reguler,< 2019,2023
STIC-BTIGCL3R0-WPPT,Sticker Bottom Instaperfect Gloss Chic Lip Crayon 03 W,,,17346,171,existing,10000,0,0,No,Reguler,< 2019,2023
STIC-BTIMCL1R0-WPPT,Sticker Bottom Instaperfect Mattecentric Lip Crayon 01 W,,,42653,96,existing,15000,0,0,Yes,Reguler,< 2019,2023
STIC-BTIMCL2R0-WPPT,Sticker Bottom Instaperfect Mattecentric Lip Crayon 02 W,,,57968,116,existing,15000,0,70,Yes,Reguler,< 2019,2023
STIC-BTIMCL3R0-WPPT,Sticker Bottom Instaperfect Mattecentric Lip Crayon 03 W,,,46272,176,existing,15000,0,0,Yes,Reguler,< 2019,2023
STIC-BTIMCL4R0-WPPT,Sticker Bottom Instaperfect Mattecentric Lip Crayon 04 W,,,75812,222.1154619,existing,15000,0,60,Yes,Reguler,< 2019,2023
STIC-BTIMCL5R0-WPPT,Sticker Bottom Instaperfect Mattecentric Lip Crayon 05 W,,,80123,183.7766714,existing,15000,0,60,No,Reguler,< 2019,2023
STIC-BTIMCL6R0-WPPT,Sticker Bottom Instaperfect Mattecentric Lip Crayon 06 W,,,27454,66,existing,15000,0,0,No,Reguler,< 2019,2023
STIC-BTIMSL1R0-WPNF,Sticker Bottom Instaperfect Mattetitude Matte Stain Lp W,,,24836,40,existing,10000,0,13,No,Reguler,< 2019,2023
STIC-BTIMSL2R0-WPNF,Sticker Bottom Instaperfect Mattetitude Matte Stain Lp 02 W,,,11651,34,existing,10000,0,0,No,Reguler,< 2019,2023
STIC-BTIMSL3R0-WPNF,Sticker Bottom Instaperfect Mattetitude Matte Stain Lp 03 W,,,71061,144,existing,10000,0,23,No,Reguler,< 2019,2023
STIC-BTIMSL4R0-WPNF,Sticker Bottom Instaperfect Mattetitude Matte Stain Lp 04 W,,,68323,46,existing,10000,0,45,No,Reguler,< 2019,2023
STIC-BTIMSL5R0-WPNF,Sticker Bottom Instaperfect Mattetitude Matte Stain Lp 05 W,,,10032,63,existing,,0,0,No,Reguler,< 2019,2023
STIC-BTISCEPR1-WPPSM,Stc Bot Instaperfect Spotlight Chromatic Eye Palette R1 W,,,15156,2084.246795,existing,5000,0,20,Yes,Reguler,2023,2023
STIC-BTLL10R2-W,Sticker Bottom Longlasting Lipstick 10 R2 W (Pc(s)),,,18408,51.937144,existing,5000,0,4,No,Reguler,2021,2023
STIC-BTLL11R2-W,Sticker Bottom Longlasting Lipstick 11 R2 W (Pc(s)),,,5145,12.84103455,inactive,5000,0,0,Yes,Reguler,2021,2021
STIC-BTLL12R2-W,Sticker Bottom Longlasting Lipstick 12 R2 W (Pc(s)),,,3818,25.92899293,inactive,5000,0,0,Yes,Reguler,2021,2021
STIC-BTLL17R2-W,Sticker Bottom Longlasting Lipstick 17 R2 W (Pc(s)),,,9549,204.0021748,existing,5000,0,0,Yes,Reguler,2023,2023
STIC-BTLL1R2-W,Sticker Bottom Longlasting Lipstick 01 R2 Wardah (Pc(s)),,,10783,171.9192419,existing,5000,0,0,No,Reguler,2023,2023
