Kebutuhan packaging: closing DSR April 2023,,,,,,Kebutuhan Produksi (by Forecast),,,,,,,,,,,,,,,,,,,,,,DON’T SORT WITH FORMULAE,,,,,,,,,,,,,,,,cek,Akumulasi FC,,,,Stock L6M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kode Item,Nama Internal,Jenis,Brand,Stock (Pcs),Value (IDR),May 23,Jun 23,Jul 23,Aug 23,Sep 23,Oct 23,Nov 23,Dec 23,Jan 24,Feb 24,Mar 24,Apr 24,May 24,Jun 24,Jul 24,Aug 24,Total Kebutuhan next 6 month,Total Kebutuhan next 16 month,Status Pack,Umur Stok (Month),Kategori Umur Stok Slobs,"Status Stok, SLOB > 6 bln",Stock SLOB (Pcs),Value SLOB,Last Incoming,"Last
SMB",Keterangan,MOQ,Umur MOQ,Rank Value SLOBS,Status Report April 23,Qty Report April 23,Value Report April 23,Kebutuhan Total Report April 23,Selisih Qty,Selisih Value,Rank Selisih Value,Laptrima,Pemusnahan,Reason Stock Bergerak,Static Stock,Rank Value Static Stock,"Kategori FG (NPD, Reguler, NFS, One Shot, Ex Revamp, Minor Change)",Report Mei 23,Report April 23,Report Mar 23,Report Feb 23,Report Jan 23,Report Dec 22,,May 23,Jun 23,Jul 23,Aug 23,Sep 23,Oct 23,Nov 23,Dec 23,Jan 24,Feb 24,Mar 24,Apr 24,May 24,Jun 24,Jul 24,Aug 24,,May 23,Jun 23,Jul 23,Aug 23,Sep 23,Oct 23,Nov 23,Dec 23,Jan 24,Feb 24,Mar 24,Apr 24,May 24,Jun 24,Jul 24,Aug 24,Total,,Composite Key,Composite Key
PAP-LLF01LBR1-W,Blister Paper Lightening Liquid Foundation 01 LB R1 W,,,"8,914","1,860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,to be discontinued,>16,>16 Bulan,Slow Moving,"8,914","1,859.98",2023,2023,Tidak ada kebutuhan 16 bulan ke depan,"25,000",,815,Slow Moving,"8,914","3,315,979",0,0,"-3,314,119","3,860",  - ,  - ,,Yes,886,Reguler,"8,914","  8,914 ","  9,670 ","  8,865 ","  18,840 ","  18,276 ",,8914,8914,8914,8914,8914,8914,8914,8914,8914,8914,8914,8914,8914,8914,8914,8914,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"1,859.98","1,860"
PAP-LLF01LBR2-W,Blister Paper Lightening Liquid Foundation 01 LB R2 W,,,"68,169",850,0,"19,859","40,712",498,0,0,0,0,0,0,0,0,0,0,0,0,"61,069","61,069",existing,>16,>16 Bulan,Slow Moving,"7,100",88.53,2023,2023,MOQ lebih dari forecast 16 bulan ke depan,"50,000",0.82,"1,820",Slow Moving,"27,230","11,572,750","61,068","-20,130","-11,572,661","4,278",  - ,  - ,,No,"2,199",Reguler,"68,169","  88,298 ","  58,649 ","  29,631 ","  49,987 ", -,,68169,48310,7598,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,88.53,0
PAP-LLF02BR1-W,Blister Paper Lightening Liquid Foundation 02 B R1 W,,,"4,922","1,488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,to be discontinued,>16,>16 Bulan,Slow Moving,"4,922","1,488.00",2023,2023,Tidak ada kebutuhan 16 bulan ke depan,"25,000",,878,Slow Moving,"4,922","1,830,978",0,0,"-1,829,490","3,639",  - ,  - ,,Yes,963,,"4,922","  4,922 ","  3,122 ", -,"  9,109 ","  38,714 ",,4922,4922,4922,4922,4922,4922,4922,4922,4922,4922,4922,4922,4922,4922,4922,4922,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"1,488.00","1,488"
PAP-LLF02BR2-W,Blister Paper Lightening Liquid Foundation 02 B R2 W,,,"84,995","1,258",0,"40,233","41,192",0,0,0,0,0,0,0,0,0,0,0,0,0,"81,425","81,425",existing,>16,>16 Bulan,Slow Moving,"3,570",52.84,2023,2023,MOQ lebih dari forecast 16 bulan ke depan,"50,000",0.61,"1,978",OK,0,0,"101,780","3,570",53,205,"  84,000 ",  - ,,No,"2,199",Reguler,"84,995","  59,414 ","  100,211 ","  19,165 ","  49,100 ", -,,84995,44762,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,52.84,0
PAP-LLF03IR1-W,Blister Paper Lightening Liquid Foundation 03 I R1 W,,,"1,383","1,116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,to be discontinued,>16,>16 Bulan,Slow Moving,"1,383","1,116.00",2023,2023,Tidak ada kebutuhan 16 bulan ke depan,"25,000",,970,Slow Moving,"1,383","514,476",0,0,"-513,360","3,054",  - ,  - ,,Yes,"1,059",Reguler,"1,383","  1,383 ",  683 ,  62 ,  536 , -,,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"1,116.00","1,116"
PAP-LLF03IR2-W,Blister Paper Lightening Liquid Foundation 03 I R2 W,,,"77,266","1,653","19,805","20,356","10,216",0,0,0,0,0,0,0,0,0,0,0,0,0,"50,377","50,377",existing,>16,>16 Bulan,Slow Moving,"26,889",575.23,2023,2023,MOQ lebih dari forecast 16 bulan ke depan,"50,000",0.99,"1,252",Slow Moving,"58,340","23,869,750","29,156","-31,451","-23,869,175","4,458","  30,400 ",  - ,,No,"2,199",Reguler,"77,266","  87,496 ","  128,058 ","  49,862 ","  50,000 ", -,,57461,37105,26889,26889,26889,26889,26889,26889,26889,26889,26889,26889,26889,26889,26889,26889,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,575.23,0
PAP-LLF04NR1-W,Blister Paper Lightening Liquid Foundation 04 N R1 W,,,"8,038","1,488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,to be discontinued,>16,>16 Bulan,Slow Moving,"8,038","1,488.00",2022,2023,Tidak ada kebutuhan 16 bulan ke depan,"25,000",,877,Slow Moving,"8,038","2,990,136",0,0,"-2,988,648","3,823",  - ,  - ,,Yes,962,Reguler,"8,038","  8,038 ","  6,446 ","  2,524 ","  2,524 ","  22,674 ",,8038,8038,8038,8038,8038,8038,8038,8038,8038,8038,8038,8038,8038,8038,8038,8038,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"1,488.00","1,488"
PAP-LLF04NR2-W,Blister Paper Lightening Liquid Foundation 04 N R2 W,,,"30,410","1,275","19,823",0,534,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,357","20,357",existing,>16,>16 Bulan,Slow Moving,"10,053",421.49,2023,2023,,"50,000",2.46,"1,369",Slow Moving,"9,604","4,081,700","20,356",449,"-4,081,279","3,925",  - ,  - ,,Yes,"1,011",Reguler,"30,410","  29,960 ","  50,466 ","  8,021 ","  48,600 ", -,,10587,10587,10053,10053,10053,10053,10053,10053,10053,10053,10053,10053,10053,10053,10053,10053,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,421.49,"1,275"
PAP-LMMMR0-E,Papercard Lip Mask Milky Matcha E,,,"55,129","3,240","4,408","24,268","19,812","17,632","15,404","19,860","17,632","10,996","22,040","15,404","17,632","22,040","15,404","17,632","15,404","13,176","101,384","268,744",existing,3,<6 Bulan,OK,0,0.00,2022,2023,,"25,000",0.09,"2,207",Slow Moving,"19,482","7,890,210","129,772","-19,482","-7,890,210","4,165",  - ,  - ,,No,"2,199",Reguler,"55,129","  70,054 ","  70,598 ","  76,318 ","  80,219 ","  81,707 ",,50721,26453,6641,-10991,-26395,-46255,-63887,-74883,-96923,-112327,-129959,-151999,-167403,-185035,-200439,-213615,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0
PAP-LMOSR0-E,Papercard Lip Mask Orange Squash E,,,"26,938",803,"3,072","8,776","10,928","6,568","8,748","8,748","8,748","2,180","10,928","6,568","8,748","8,748","6,568","8,748","8,748","6,540","46,840","123,364",existing,3,<6 Bulan,OK,0,0.00,2022,2023,,"25,000",0.20,"2,207",Slow Moving,"6,580","2,640,509","65,400","-6,580","-2,640,509","3,777",  - ,  - ,,No,"2,199",Reguler,"26,938","  30,560 ","  32,151 ","  33,950 ","  35,521 ","  35,521 ",,23866,15090,4162,-2406,-11154,-19902,-28650,-30830,-41758,-48326,-57074,-65822,-72390,-81138,-89886,-96426,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0
PAP-LMVPR0-E,Papercard Lip Mask Vanilla Pretzel E,,,"63,636","1,620","8,324","13,164","10,928","10,956","10,928","13,136","10,956","8,748","10,928","10,956","10,928","13,136","10,956","8,748","13,108","8,748","67,436","174,648",existing,5,<6 Bulan,OK,0,0.00,2022,2022,,"25,000",0.14,"2,207",Slow Moving,"37,476","15,177,780","76,300","-37,476","-15,177,780","4,353",  - ,  - ,,Yes,921,Reguler,"63,636","  63,636 ","  63,636 ","  61,620 ","  61,620 ","  61,620 ",,55312,42148,31220,20264,9336,-3800,-14756,-23504,-34432,-45388,-56316,-69452,-80408,-89156,-102264,-111012,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,,0,"1,620"
PAP-LSAR0-WPET,Papercard Lightening Serum Ampoule 8 PET W,,,3,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,existing,>16,>16 Bulan,Slow Moving,3,415.00,2022,2022,Tidak ada kebutuhan 16 bulan ke depan,"50,000",,"1,376",Slow Moving,3,"1,245",0,0,-830,"2,229",  - ,  - ,,Yes,"1,473",Reguler,3,  3 ,  3 ,  3 ,  3 ,  3 ,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,415.00,415
PAP-LSAR0-WPETASTI,Papercard Lightening Serum Ampoule 8 PET W Asti,,,"207,821","3,209","54,102","108,204","108,204","162,306","108,204","162,306","108,204","108,204","162,306","108,204","108,204","162,306","108,204","162,306","162,306","108,204","703,326","2,001,774",existing,2,<6 Bulan,OK,0,0.00,2023,2023,,"100,000",0.05,"2,207",OK,0,0,"1,947,672",0,0,265,"  198,000 ",  - ,,No,"2,199",Reguler,"207,821","  64,850 ","  226,594 ","  204,417 ","  134,777 ","  162,487 ",,153719,45515,-62689,-224995,-333199,-495505,-603709,-711913,-874219,-982423,-1090627,-1252933,-1361137,-1523443,-1685749,-1793953,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0
PAP-LSAR0-WPVC,Papercard Lightening Serum Ampoule 8 W,,,292,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,to be discontinued,>16,>16 Bulan,Slow Moving,292,411.92,2022,2022,Tidak ada kebutuhan 16 bulan ke depan,"50,000",,"1,380",Slow Moving,292,"120,280",0,0,"-119,868","2,575",  - ,  - ,,Yes,"1,476",Reguler,292,  292 ,"  3,832 ","  52,767 ","  52,475 ","  52,475 ",,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,411.92,412
PAP-OTGMR0-L,Inner Paper On-The-Go Minis Labore,,,"18,776",280,0,0,0,407,868,"1,133",964,699,"1,181",964,964,924,0,0,0,0,"2,408","8,104",existing,>16,>16 Bulan,Slow Moving,"16,368",244.09,2021,2023,MOQ lebih dari forecast 16 bulan ke depan,0,0.00,"1,537",OK,0,0,"10,630","16,368",244,147,  - ,  - ,,Yes,"1,586",One Shot,"18,776",  81 ,"  20,329 ","  21,699 ","  21,699 ","  23,585 ",,18776,18776,18776,18369,17501,16368,15404,14705,13524,12560,11596,10672,10672,10672,10672,10672,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,244.09,280
PAP-PBS8R0-W,Papercard Perfect Bright Serum 8 R0 W,,,"261,815","2,215",0,0,0,"103,000",0,"103,000",0,0,"103,000",0,0,"103,000",0,0,"103,000",0,"206,000","515,000",new product,8,7-12 Bulan,Slow Moving,"55,815",472.20,2023,2023,MOQ lebih dari forecast 16 bulan ke depan,"100,000",0.19,"1,322",Slow Moving,"158,865","70,377,195","412,000","-103,050","-70,376,723","4,682",  - ,  - ,,No,"2,199",Reguler,"261,815","  261,865 ","  261,865 ","  261,764 ","  142,069 ","  148,153 ",,261815,261815,261815,158815,158815,55815,55815,55815,-47185,-47185,-47185,-150185,-150185,-150185,-253185,-253185,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,8,,472.20,0
PAP-PPGGARK-CL,Paper Penutup Pouch Crystallure Greatest Glow AA Routine Kit CL,,,"1,024",980,0,0,"1,032",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,032","1,032",new product,2,<6 Bulan,OK,0,0.00,2022,2023,,"3,000",2.91,"2,207",OK,0,0,"1,032",0,0,265,  - ,  - ,,Yes,"1,125",One Shot,"1,024","  1,024 ","  1,024 ","  1,206 ","  1,024 ","  3,088 ",,1024,1024,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,980
PAP-PPHCR0-W,Paper Penutup Pouch Hajj Care R0 W,,,"7,523",740,"3,960","2,410","3,872","3,384","3,384","4,230","3,384","2,538","1,418",0,0,0,0,0,0,0,"21,240","28,580",new product,2,<6 Bulan,OK,0,0.00,2023,2023,,"20,000",0.70,"2,207",Slow Moving,"1,144","423,280","19,800","-1,144","-423,280","2,982",  - ,  - ,,No,"2,199",,"7,523","  16,984 ","  19,484 ", -, -, -,,3563,1153,-2719,-6103,-9487,-13717,-17101,-19639,-21057,-21057,-21057,-21057,-21057,-21057,-21057,-21057,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0
PAP-PPLR0-W,Papercard Perfect Precision Liner W,,,"10,606","2,947",0,"35,719","35,719",0,"35,719","35,719","35,719","35,719","35,719","35,719",0,"71,438",0,"35,719","35,719","35,719","142,876","464,347",new product,1,<6 Bulan,OK,0,0.00,2023,2023,,"50,000",0.11,"2,207",OK,0,0,"464,347",0,0,265,  - ,  - ,,No,"2,199",Reguler,"10,606","  88,607 ","  90,211 ","  133,266 ","  70,878 ","  58,518 ",,10606,-25113,-60832,-60832,-96551,-132270,-167989,-203708,-239427,-275146,-275146,-346584,-346584,-382303,-418022,-453741,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0
PAP-SBSPF45R0-E,Papercard SB SPF 45 30 E,,,"120,567","6,175","32,159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32,159","32,159",existing,>16,>16 Bulan,Slow Moving,"88,408","4,528.24",2023,2023,MOQ lebih dari forecast 16 bulan ke depan,"15,000",0.47,546,OK,0,0,"160,795","88,408","4,528",46,  - ,  - ,,Yes,569,Reguler,"120,567","  120,567 ","  121,757 ","  90,703 ","  38,321 ","  71,117 ",,88408,88408,88408,88408,88408,88408,88408,88408,88408,88408,88408,88408,88408,88408,88408,88408,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"4,528.24","6,175"
PAP-SPWC70R22-W,Shredded Paper Wardah Cream 70 gr W,,,"42,849","4,100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,existing,>16,>16 Bulan,Slow Moving,"42,849","4,100.00",2022,2022,Tidak ada kebutuhan 16 bulan ke depan,"50,000",,578,Slow Moving,"42,849","87,840,450",0,0,"-87,836,350","4,719",  - ,  - ,,Yes,676,Reguler,"42,849","  42,849 ","  44,972 ","  42,751 ","  3,056 ","  3,056 ",,42849,42849,42849,42849,42849,42849,42849,42849,42849,42849,42849,42849,42849,42849,42849,42849,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"4,100.00","4,100"
PAP-SPWT40-W,Shredded Paper Wardah Tosca 40gr W,,,"1,969",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new product,>16,>16 Bulan,Slow Moving,"1,969",0.00,< 2019,2023,Tidak ada kebutuhan 16 bulan ke depan,"8,245",,"2,207",Slow Moving,"1,969",0,0,0,0,265,  - ,  - ,,Yes,"2,199",NPD,"1,969","  1,969 ","  1,969 ",  901 ,"  16,953 ", -,,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,0.00,0
PAP-SSOTG2-L,Inner Paper On-The-Go Minis II Labore,,,"10,650",595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new product,>16,>16 Bulan,Slow Moving,"10,650",595.00,2022,2022,Tidak ada kebutuhan 16 bulan ke depan,"20,000",,"1,242",Slow Moving,"10,650","6,336,750",0,0,"-6,336,155","4,081",  - ,  - ,,Yes,"1,340",One Shot,"10,650","  10,650 ","  10,650 ","  11,822 ","  11,822 ","  11,822 ",,10650,10650,10650,10650,10650,10650,10650,10650,10650,10650,10650,10650,10650,10650,10650,10650,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,595.00,595
PAP-UVSAFER1-W,Papercard UVS AF Essence R1 W,,,350,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,existing,>16,>16 Bulan,Slow Moving,350,425.00,2021,2021,Tidak ada kebutuhan 16 bulan ke depan,"100,000",,"1,366",Slow Moving,350,"148,750",0,0,"-148,325","2,626",  - ,  - ,,Yes,"1,464",Reguler,350,  350 ,  350 ,"  8,450 ","  8,450 ","  8,450 ",,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,425.00,425
PAP-UVSAFER2-W,Papercard UVS AF Essence R2 W,,,"233,988","6,643","62,950","94,425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"157,375","157,375",to be discontinued,>16,>16 Bulan,Slow Moving,"76,613","2,175.01",2023,2023,MOQ lebih dari forecast 16 bulan ke depan,"10,000",0.06,755,OK,0,0,"251,722","76,613","2,175",71,  - ,  - ,,No,"2,199",Reguler,"233,988","  246,946 ","  219,290 ","  372,835 ","  201,355 ","  118,405 ",,171038,76613,76613,76613,76613,76613,76613,76613,76613,76613,76613,76613,76613,76613,76613,76613,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"2,175.01",0
PAP-UVSESGR3-WPVC,Papercard UVS ES Gel R3 PVC W,,,"5,992","1,260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,existing,>16,>16 Bulan,Slow Moving,"5,992","1,260.00",2021,2021,Tidak ada kebutuhan 16 bulan ke depan,"100,000",,929,Slow Moving,"5,992","2,516,640",0,0,"-2,515,380","3,760",  - ,  - ,,Yes,"1,015",Reguler,"5,992","  5,992 ","  5,992 ","  9,984 ","  16,392 ","  16,392 ",,5992,5992,5992,5992,5992,5992,5992,5992,5992,5992,5992,5992,5992,5992,5992,5992,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"1,260.00","1,260"
PAP-UVSESGR5-W,Papercard UVS ES Gel R5 W,,,"1,197,343","8,845","273,016","819,048","295,020",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,387,084","1,387,084",to be discontinued,2,<6 Bulan,OK,0,0.00,2023,2023,,"100,000",0.07,"2,207",OK,0,0,"1,591,846",0,0,265,"  1,183,100 ",  - ,,No,"2,199",NFS,"1,197,343","  368,202 ","  1,030,341 ","  1,325,215 ","  692,802 ","  345,696 ",,924327,105279,-189741,-189741,-189741,-189741,-189741,-189741,-189741,-189741,-189741,-189741,-189741,-189741,-189741,-189741,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0
PAP-UVSSR1-W,Blister Paper UVS Sunscreen Stick R1 W,,,"16,599","3,372","12,588","5,354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,942","17,942",existing,1,<6 Bulan,OK,0,0.00,2023,2023,,"40,000",2.23,"2,207",Slow Moving,"12,060","6,777,715","17,942","-12,060","-6,777,715","4,107",  - ,  - ,,No,"2,199",Reguler,"16,599","  30,002 ","  48,206 ","  30,516 ","  35,684 ","  14,033 ",,4011,-1343,-1343,-1343,-1343,-1343,-1343,-1343,-1343,-1343,-1343,-1343,-1343,-1343,-1343,-1343,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0
PAP-UVSWRR1-W,Papercard UVS AP Serum R1 W,,,"3,192",513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,to be discontinued,>16,>16 Bulan,Slow Moving,"3,192",513.21,2022,2022,Tidak ada kebutuhan 16 bulan ke depan,0,,"1,294",Slow Moving,"3,192","1,638,172",0,0,"-1,637,659","3,592",  - ,  - ,,Yes,"1,398",Reguler,"3,192","  3,192 ","  3,192 ","  3,192 ","  3,192 ", -,,3192,3192,3192,3192,3192,3192,3192,3192,3192,3192,3192,3192,3192,3192,3192,3192,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,513.21,513
PAP-UVSWRR2-W,Papercard UVS AP Serum R2 W,,,"102,512","2,076",0,"27,651","55,302","27,651",0,0,0,0,0,0,0,0,0,0,0,0,"110,604","110,604",existing,3,<6 Bulan,OK,0,0.00,2023,2023,,"100,000",0.90,"2,207",OK,0,0,"126,723",0,0,265,  - ,  - ,,No,"2,199",Reguler,"102,512","  117,835 ","  201,688 ","  143,064 ","  155,650 ","  83,142 ",,102512,74861,19559,-8092,-8092,-8092,-8092,-8092,-8092,-8092,-8092,-8092,-8092,-8092,-8092,-8092,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0
PAPR-KPMBNFS-BD,Kertas Pembatas Master Box NFS BD,,,"13,928",800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new product,>16,>16 Bulan,Slow Moving,"13,928",800.00,2023,2023,Tidak ada kebutuhan 16 bulan ke depan,"1,190",,"1,114",Slow Moving,"13,928","2,785,600","1,215",0,"-2,784,800","3,795",  - ,  - ,,No,"2,199",NFS,"13,928","  15,143 ",  151 ,"  1,321 ",  114 ,  114 ,,13928,13928,13928,13928,13928,13928,13928,13928,13928,13928,13928,13928,13928,13928,13928,13928,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,800.00,0
PART-BEOKITR0-B,Partisi Dus Essential Oil Kit B,,,"4,963","2,145",0,0,450,450,0,450,0,450,0,450,0,450,"2,150",450,450,0,"1,350","5,750",new product,13,13-16 Bulan,Slow Moving,"3,613","1,561.53",2022,2023,MOQ lebih dari forecast 16 bulan ke depan,"1,000",0.17,857,Slow Moving,"3,613","2,583,295","5,750",0,"-2,581,733","3,771",  - ,  - ,,Yes,835,Reguler,"4,963","  4,963 ","  4,963 ","  2,498 ","  2,498 ","  2,948 ",,4963,4963,4513,4063,4063,3613,3613,3163,3163,2713,2713,2263,113,-337,-787,-787,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,13,,"1,561.53","2,145"
PART-BSFS30-EFSC,Partisi Dus Bright Stuff Face Serum 30 FSC E,,,"151,185",0,"32,987","32,987","65,974","65,974","65,974","65,974","57,292",0,0,0,0,0,0,0,0,0,"329,870","387,162",to be discontinued,3,<6 Bulan,OK,0,0.00,2023,2023,,"40,000",0.10,"2,207",OK,0,0,"387,162",0,0,265,"  100,000 ",  - ,,No,"2,199",Reguler,"151,185","  147,030 ","  141,316 ","  88,606 ", -, -,,118198,85211,19237,-46737,-112711,-178685,-235977,-235977,-235977,-235977,-235977,-235977,-235977,-235977,-235977,-235977,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0
PART-DEDP-K,Partisi Dus Eau de Parfum K,,,"5,457","12,853",0,"6,662","3,888","4,861","6,805","3,888","4,861","3,888","6,805","4,861","3,888","6,805","1,944","6,805","6,805","1,944","26,104","74,710",new product,1,<6 Bulan,OK,0,0.00,2023,2023,,"5,000",0.07,"2,207",OK,0,0,"69,250",0,0,265,  - ,  - ,,No,"2,199",Reguler,"5,457","  9,251 ","  12,307 ","  7,169 ","  7,742 ","  12,726 ",,5457,-1205,-5093,-9954,-16759,-20647,-25508,-29396,-36201,-41062,-44950,-51755,-53699,-60504,-67309,-69253,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0
PART-DEDTBR0-WAC,Partisi Dus EDT Bliss W,,,"22,053",0,0,"7,389","5,121","5,121","5,121","5,121","5,121","5,121","5,121","5,121","5,121","5,121","5,121","5,121","10,242","5,121","27,873","84,204",existing,4,<6 Bulan,OK,0,0.00,2023,2023,,"10,000",0.12,"2,207",OK,0,0,"82,401",0,0,265,  - ,  - ,,No,"2,199",Reguler,"22,053","  29,739 ","  30,798 ","  10,746 ","  18,674 ","  9,120 ",,22053,14664,9543,4422,-699,-5820,-10941,-16062,-21183,-26304,-31425,-36546,-41667,-46788,-57030,-62151,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,,0,0
PART-DEDTJR0-WAC,Partisi Dus EDT Joyful W,,,"23,489",0,0,"7,712","7,712","7,712","7,712","7,712","7,712",0,"15,424",0,"7,712","15,424",0,"7,712","15,424",0,"38,560","107,968",existing,4,<6 Bulan,OK,0,0.00,2023,2023,,"10,000",0.09,"2,207",OK,0,0,"115,680",0,0,265,  - ,  - ,,No,"2,199",Reguler,"23,489","  24,064 ","  29,595 ","  8,304 ","  15,990 ","  9,652 ",,23489,15777,8065,353,-7359,-15071,-22783,-22783,-38207,-38207,-45919,-61343,-61343,-69055,-84479,-84479,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,,0,0
PART-DEDTPCR0-WAC,Partisi Dus EDT Peaceful W,,,"24,205",0,0,"5,121","5,121","5,121",0,"10,242",0,"5,121","5,121","5,121","5,121","5,121","5,121","5,121","5,121","5,121","25,605","71,694",existing,5,<6 Bulan,OK,0,0.00,2023,2023,,"10,000",0.14,"2,207",OK,0,0,"75,570",0,0,265,  - ,  - ,,Yes,"2,199",Reguler,"24,205","  24,605 ","  33,552 ","  32,276 ","  40,187 ","  9,826 ",,24205,19084,13963,8842,8842,-1400,-1400,-6521,-11642,-16763,-21884,-27005,-32126,-37247,-42368,-47489,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,,0,0
PART-DEDTPRR0-WAC,Partisi Dus EDT Purity W,,,"33,503",0,0,"7,569","5,121","10,242","5,121","10,242","5,121","5,121","5,121","10,242","5,121","10,242","5,121","5,121","10,242","5,121","38,295","104,868",existing,5,<6 Bulan,OK,0,0.00,2023,2023,,"10,000",0.10,"2,207",OK,"2,899",0,"107,422","-2,899",0,265,  - ,  - ,,No,"2,199",Reguler,"33,503","  41,264 ","  46,903 ","  16,193 ","  16,191 ","  21,656 ",,33503,25934,20813,10571,5450,-4792,-9913,-15034,-20155,-30397,-35518,-45760,-50881,-56002,-66244,-71365,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,,0,0
PART-DEDTPSR0-WAC,Partisi Dus EDT Passion W,,,"23,202",0,0,0,"7,638",0,"7,638",0,"7,638",0,0,"7,638",0,"7,638",0,"7,638",0,0,"15,276","45,828",existing,9,7-12 Bulan,Slow Moving,"7,926",0.00,2023,2023,,"10,000",0.22,"2,207",Slow Moving,"15,564",0,"38,190","-7,638",0,265,  - ,  - ,,Yes,"2,199",Reguler,"23,202","  23,202 ","  23,202 ","  7,150 ","  14,894 ","  4,426 ",,23202,23202,15564,15564,7926,7926,288,288,288,-7350,-7350,-14988,-14988,-22626,-22626,-22626,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,9,,0.00,0
