LAPTRIMA,,,SMB,
Kode Item,Tahun,,Kode Item,Tahun
GODE-BOMOR2-AL38,2023,,STIC-BCHCL9R0-MO,2023
GODE-CQEPR0-W,2023,,DUS-CHCL9R1-MO,2023
BUSA-CMMOD59T9-H,2023,,STIC-BTETC5R0-WRL,2023
GODE-ESMOR2A4-261944,2023,,STIC-VETWC05R0-W,2023
GODE-PESBOR2-MOAL,2023,,STIC-BSSTP2RR2-MO,2023
GODE-CPTZ59R1-MO,2023,,PUFF-LPMOD58FP-PH,2023
OIL-RSOLIDS-X,2023,,KB-MOEBPR1-MO,2023
OIL-TTOIDS-X,2023,,STIC-BCSSTP02R1-MO,2023
TUBE-EBBCL15-W2580,2023,,CAP-CMOFP014-ASABS,2023
TUBE-ESBSPF-ERP,2023,,SHIF-CMOFP014-PPN,2023
TUBE-LCC100R1-W,2023,,DUS-ETWCR5-W,2023
TUBE-PBCFBOCRV50R1-W,2023,,CONT-MOFP01R1AS-C2PP,2023
CAPA-WCADLPR0-W,2023,,DUS-SSTPR3-MO,2023
BOTO-CADLPR0-W,2023,,TUBE-PBCFBOCRV50R1-W,2023
CONT-CCMB03R0-W,2023,,KB-WLAMBDAR1-W,2023
BOTO-MKLCR0-OMG,2023,,STIC-VPCTWCR08R1-MO,2023
CAPA-MKLCR0-OMG,2023,,PLU-DRFTS120-CL,2023
EXTR-WTCHPF-X,2023,,BOTO-GDRFTS120-CL,2023
PEN-SENSC50-X,2023,,KB-WBBC15-KMK150BF,2023
SUNS-PRSHMS-X,2023,,DUS-LPRL03R2-W,2023
SUNS-PR340-X,2023,,STIC-BLPRL03R0-W,2023
SUNS-PRSHD-X,2023,,STIC-BPCTWCR08R2-MO,2023
CAP-BSFT100-E,2023,,DUS-IPDDRTS120R0-CL,2023
CONT-CTWCR0-OMG,2023,,CAP-DRFTS120-CL,2023
ACTM-Q10-X,2023,,DUS-DRFTS120R0-CL,2023
CAP-FROZZ100R0-W,2023,,STIC-VCMP22NR1-W,2023
SALA-99--K,2023,,DUS-LPRL05R2-W,2023
CONT-DPETWCRR0-W,2023,,STIC-BLPRL05R0-W,2023
SOLV-BGKHN-X,2023,,STIC-BCMP22NR1-W,2023
ASO--KB-K,2023,,TUBE-LCC100R1-W,2023
COSM-222--K,2023,,TUBE-CSMMC100R2-W,2023
SERI-OT2SFSE-,2023,,TUBE-PCEBFWR1-K,2023
SNSP-SIH51-X,2023,,CUS-PDCCC31R0-MO,2023
SILI-VLVDLG-X,2023,,TUBE-AHFW100PBL-W,2023
EMO-SLCHS-X,2023,,CUS-PDCCC62R0-MO,2023
TITA-OTS2CR50-,2023,,CUS-PDCCW33R1-MO,2023
STIC-BEMLC06R0-W,2023,,CUS-PDCCW32R0-MO,2023
STIC-BCULML4R1-W,2023,,ELP-WTMOR2SPB-CT2S,2023
STIC-BCULML2R1-W,2023,,ELP-NBMOR2SPB-CT2S,2023
STIC-BCULML6R1-W,2023,,ELP-BJMOR2SZS-CT2S,2023
STIC-BCPGC22NR1-W,2023,,STIC-SEPOR0-X,2023
STIC-BEMLC13R0-W,2023,,STIC-ELGE50-W,2023
STIC-BDMCP02R0-E,2023,,TUBE-GSBRC50R1-L,2023
STIC-BEMLC03R0-W,2023,,KB-LABAR0-L,2023
STIC-BSSTP1RR2-MO,2023,,DUS-GSBRC50R0-L,2023
STIC-BTDMP1RR1-E,2023,,CUS-PDCCN20R0-MO,2023
STIC-BSSTP2RR2-MO,2023,,PART-UBT50-L,2023
STIC-BSSTP5RR2-MO,2023,,STIC-SEALR0-L,2023
STIC-BTEMO43R1-WCNF,2023,,TUBE-MCCM60-W2L,2023
STA--C18-K,2023,,TUBE-BSFW100RPD-E,2023
SURF-CCAB-X,2023,,KB-EBR1-KMK125CF,2023
GLYC-MS-CGGMS N/EB25,2023,,STIC-VETWC04R0-W,2023
DUS-ETWCRR5-W,2023,,CONT-DPETWCRR0-W,2023
DUS-HRMRN17R0-W,2023,,STIC-BTETC4R0-WRL,2023
DUS-EBBCN30C-WILD,2023,,CUPS-PR150BPAPP-1105,2023
DUS-LBBCN30CR1-WILD,2023,,KB-P720R2-KMK125CF,2023
DUS-GSRV06R0-E,2023,,POTS-PPS1720REV-P,2023
SMAS-BSESMR0-E,2023,,CAPP-R250SILVER-PP,2023
DUS-HRPITR0-W,2023,,DUS-CHCL10R2-MO,2023
DUS-GSRV09R0-E,2023,,STIC-BCIMSL1R0-WPWG,2023
DUS-BSMCFR7MZ-E,2023,,STIC-BTIMSL1R0-WPNF,2023
DUS-LWMR0-OMG,2023,,IBOX-12IMSLR2-IP,2023
SILI-SSEM105-X,2023,,CAPC-IMSLR0-WSM,2023
BHT-CRTL-X,2023,,CONT-IMSLR0-WUVM,2023
TUBE-BSSPINOR0-E,2023,,STIC-BCIMSL4R0-WPWG,2023
TUBE-CMBR1-E,2023,,DUS-IMSLR1-WIMLD,2023
TUBE-MCCM60-W2L,2023,,STIC-BTIMSL4R0-WPNF,2023
TUBE-MCFF60R1-W2L,2023,,DUS-CHCL10R1-MO,2023
TUBE-BSTUCR2-E,2023,,DUS-CHCL2R2-MO,2023
TUBE-TPSMR1-K,2023,,STIC-BCHCL2R0-MO,2023
PU-GBFBC250-L,2023,,STIC-BCHCL10R0-MO,2023
PU-S20W-X,2023,,STIC-BCSSTP01R1-MO,2023
PU-PCO190R0-MO,2023,,STIC-BSSTP1RR2-MO,2023
KB-WBETAR1-W,2023,,SHIF-STBSLPR1-EBS,2023
KB-WALPHAR1-W,2023,,CAPS-BSLPR2-EM,2023
KB-W200R1-W,2023,,BOTO-SBSLPR4-E,2023
KB-GKMK-W,2023,,DUSS-PMFW42R0-MO,2023
KB-W100BR2-KMM125BF,2023,,CONT-LLPR0-WASBS,2023
KB-WTHETAR1-W,2023,,DUSS-PMFW21R0-MO,2023
KB-ECR1-KMK125CF,2023,,DUSS-PMFW32R0-MO,2023
CAP-CAFP-WASABS,2023,,SHIF-LLPR0-WPPN,2023
CONT-AFP-WASN,2023,,CAPC-LLPR0-WASBS,2023
SHIF-CAFPR1-W,2023,,STIC-BLMP3RR0-W,2023
POT-RYNC30-WTMP,2023,,PUFF-LLPR0-WMFP,2023
PLU-RYNC30-WTMP,2023,,SMAS-BSESMR0-E,2023
PLU-LNC30RLTM-W,2023,,DUS-LMP3R4-W,2023
CAPP-LNC30RLTM-W,2023,,DUS-LNC30RLR1-W,2023
POT-LNC30RLTM-W,2023,,CAPP-LNC30RLTM-W,2023
SUCR-AC01-X,2023,,POT-LNC30RLTM-W,2023
MOIS-TR100-X,2023,,KB-WBETAR2-W,2023
BENT-BGISDV-X,2023,,DUS-LPRL01R2-W,2023
EMU-BE1-X,2023,,STIC-BLPRL01R0-W,2023
SUNS-SNBOCT-X,2023,,PLU-LNC30RLTM-W,2023
EMU-CSAL-X,2023,,DUS-PCTWCR3-MO,2023
EMUL-EDNC129M-X,2023,,STIC-VPCTWC01R1-MO,2023
SOLV-DEASB-X,2023,,STIC-BPCTWC01R2-MO,2023
PUFF-TWCNBRR1-W,2023,,CONT-MOCM10R2AS-C2PP,2023
TUBE-LSAPINOR0-W,2023,,LEAF-PCTWCMO-ALD,2023
SERI-TAS-KSP-X,2023,,STIC-VETWC02R0-W,2023
WARN-BLCK3AS-X,2023,,STIC-BTETC2R0-WRL,2023
GOHS-GS40C-X,2023,,DUSS-PMFW12R0-MO,2023
CERE-810-,2023,,DUSS-PMFC31R0-MO,2023
GOHS-GS05C-X,2023,,STIC-SHLGCR0-MO,2023
HAIM-DIS-X,2023,,STIC-BHGCC62R0-MO,2023
ALAN--AK-K,2023,,CONT-RHLGCR0-MO,2023
CAP-DROR0-K,2023,,PUFF-HLGCR0-MO,2023
BOTO-DROR0-K,2023,,DUS-HLGCIVR1-MO,2023
GLYA-ACAHA-DP,2023,,CONT-HLGCR0-MO,2023
KB-W6040R2-W,2023,,STIC-VHGCC62R0-MO,2023
HUM-PGUEP-X,2023,,ISPO-HLGCR1-MO,2023
DPG-LO-,2023,,CONT-ICHLGCR0-MO,2023
DUS-MKLCR2-OMG,2023,,TUBE-PBCFBSGRV100R1-W,2023
DUS-SSTPR3-MO,2023,,TUBE-BSWFW50R1-EPBL,2023
PARF-ESE-X,2023,,STIC-VPPFW21R0-MO,2023
PARF-LSR71-,2023,,STIC-BCPPFW21R0-MO,2023
PART-DUCLMFMO-I31WLG,2023,,STIC-BCPPFW32R0-MO,2023
DUS-UCLMFMO-I35493LG,2023,,STIC-VPPFW32R0-MO,2023
PARF-SC2R151972-X,2023,,TUBE-BSAPFW100-EPBL,2023
PARF-PRVIAE-X,2023,,STIC-BCSSTP06R1-MO,2023
PARF-RSCFE-X,2023,,STIC-BSSTP6RR2-MO,2023
PARF-AVHR15-X,2023,,STIC-BPPFC31R0-MO,2023
PARF-VMR-X,2023,,TUBE-RYFW100R0-WPBL,2023
PARF-UVMOD1-X,2023,,DUSS-RCVPF42NR0-W,2023
PARF-R1525-X,2023,,STIC-PACESR2-WM,2023
PARF-R1526-X,2023,,DUSS-RCVPF23WR0-W,2023
PARF-CAEM1R101-PKG,2023,,TUBE-ESBSPFR0-E,2023
PARF-PSMR150-X,2023,,STIC-BPPFW32R0-MO,2023
PEN-RCCB-X,2023,,STIC-BPPFW21R0-MO,2023
MOIS-XYL-X,2023,,DUSS-RCVPF43WR0-W,2023
THIC-RMGSO4-X,2023,,STIC-BPCTWC04R2-MO,2023
PAP-LLF03IR2-W,2023,,STIC-BCDPBSSMR0-W,2023
DUS-MKLCCER0-OMG,2023,,KB-WLS20R2-KMK125CF,2023
PART-IRRPTJKLTSR0-OMG,2023,,STIC-VPCTWC04R1-MO,2023
PLAS-VCBSS-EPET,2023,,TUBE-RPHASR1-E,2023
PLAS-VUVSBR0-W,2023,,STIC-VPCTWC06R1-MO,2023
PLAS-VCUVST3I1R1-W,2023,,STIC-BPCTWC06R2-MO,2023
PARF-OSLF-SP119881-X,2023,,TUBE-CMBR1-E,2023
PARF-L162--K,2023,,STIC-BCPPFC31R0-MO,2023
OIL-K--K,2023,,STIC-VPPFC31R0-MO,2023
TUBE-CDECW100R1-W2L,2023,,PS-CVMLMR1-W,2023
TUBE-CDECW60R1-W2L,2023,,STIC-VCVMLM8R2-W,2023
TUBE-SBSPF45R0-E,2023,,STIC-BCVMLM8R1-W,2023
TUBE-APFC60R2-W,2023,,CAPA-WCVMLM8R0-W,2023
SODA-C-ASA,2023,,PIP-DB30SR0-X,2023
CETY---K,2023,,KB-WEGELR0-KMM125CF,2023
CONT-CVPFR0-W,2023,,DUS-LSA30R2-W,2023
CONT-MOFP01R1AS-C2PP,2023,,BOTP-CVMPB08R0-W,2023
SHIF-CMOFP014-PPN,2023,,IBOX-AR0-W,2023
CAP-CMOFP014-ASABS,2023,,CONT-RCPGCR0-W,2023
STIC-BPWLF24HN50-MO,2023,,STIC-BRCPGC32NR1-W,2023
STIC-BPWLF24HN20-MO,2023,,CONT-ICPGCR0-W,2023
STIC-BPWLF24HW33-MO,2023,,STIC-SCPGCR0-W,2023
STIC-BPWLF24HN30-MO,2023,,PUFF-CPGCR0-W,2023
STIC-BPWLF24HW22-MO,2023,,KB-WIPSKMMR1-W,2023
CONT-CULML1R0-W,2023,,ISPO-CPGCR0-W,2023
CAPC-CULML1R0-W,2023,,DUS-RCPGCR0-W,2023
CONT-LTCSR0-WRL,2023,,POUC-CPGCR0-W,2023
CAPA-WLSR0-E,2023,,CAPP-LDC30RLR0-W,2023
BOTO-WLSR0-E,2023,,DUS-LDC30RLR1-W,2023
ALAN-SL--X,2023,,POT-LDC30RLR0-W,2023
ASAM-SCAD-X,2023,,PS-PVCWEDT-125P,2023
KB-KAHFDR0-K,2023,,BOTP-CADLP13DLR0-W,2023
KB-WEGELR0-KMM125CF,2023,,DUS-EDTBR1-WILD,2023
KB-KAHFAR0-K,2023,,CAP-PS35WALU-SSIP,2023
KB-MOTWC3252-K150M12,2023,,PU-CEDTR1-W,2023
KB-MOLUHM-265K150,2023,,STIC-BOTEDTBR0-WPP,2023
KB-XENONR0-OMG,2023,,KB-WEDT3635R2-W,2023
KB-ARGONR0-OMG,2023,,PART-DEDTBR0-WAC,2023
CAP-RYTERV100-W,2023,,BOTO-PS35WF-P1WG,2023
POT-CDSM30R1-WNP,2023,,BOTO-BCBW200R1-K,2023
CAP-PCDSM30R1-WNP,2023,,KB-WW2430R2-W,2023
PLU-PCDONP30-W,2023,,CAP-DTHBWR0-K,2023
CAPA-EMLCRKR0-W,2023,,KB-KAHFCR0-K,2023
BOTO-EMLCRKR0-W,2023,,PLU-LDC30RLR0-W,2023
EMUL-PLUP-X,2023,,DUS-EDTPRR1-WILD,2023
TEGO-L7-1--K,2023,,PART-DEDTPRR0-WAC,2023
KB-WIPSKMMR1-W,2023,,STIC-BOTEDTPRR0-WPP,2023
ELP-WTMOR2SPB-CT2S,2023,,STIC-BTEMA18R1-WCNF,2023
OIL-PAO-X,2023,,STIC-BTIMSL5R0-WPNF,2023
KB-WEPSIR1-W,2023,,STIC-BCEMA18R1-WRL,2023
POUC-SBWMSSR0-BD,2023,,STIC-BCIMSL5R0-WPWG,2023
POUC-SBWMGTR0-BD,2023,,STIC-BCHCL1R0-MO,2023
CAP-SPGS75-OMG,2023,,DUS-CHCL12R2-MO,2023
SACH-PGS75-OMG,2023,,DUS-CHCL12R1-MO,2023
ELP-BJMOR2SZS-CT2S,2023,,CAPC-CULML4R0-W,2023
ELP-NSR1-MO,2023,,STIC-BHSLWC01R0-MO,2023
MOIS-RQPO260-X,2023,,STIC-BCULML4R1-W,2023
SFT-S649-X,2023,,DUS-CULML4R1-W,2023
EBP-BTEMOIBR9-CTP2WI,2023,,CONT-CULML4R0-W,2023
KB-NEONR0-OMG,2023,,STIC-VHSLWC01R0-MO,2023
KB-W12X250R1-W,2023,,DUS-CHCL1R1-MO,2023
KB-WW2430R2-W,2023,,STIC-PHLTHTGLHG-88SV,2023
BOTO-L50EEMURR1-WHD,2023,,DUS-CHCL8R1-MO,2023
TUBE-SBSPF3023-E,2023,,STIC-BCHCL12R0-MO,2023
TUBE-RYNC15R1-WPBL,2023,,STIC-BCHCL8R0-MO,2023
TUBE-DMBC02R0-E,2023,,STIC-BTEMLNGR0-WCNF,2023
THIC-KLCGCL-X,2023,,CAPC-EMLNGT-W,2023
TUBE-DMBC01R0-E,2023,,CONT-EMLNGR0-WASSM,2023
KUAS-ESSNBRWP2K-BT,2023,,KB-WLTWCLFR1-KMK125,2023
OZO-OZO-,2023,,DUS-EMLNGR2-W,2023
MOIS-PTVT-X,2023,,IBOX-12ELBR0-WDNF,2023
SUNS-CHMOS-X,2023,,BOTO-DROR0-K,2023
ACTI-MGCS-X,2023,,CAPC-CULML1R0-W,2023
OIL-LXFS-X,2023,,STIC-BCULML1R1-W,2023
PLAS-DM60R0-W,2023,,CONT-CULML1R0-W,2023
DUS-EXEBK-WILG,2023,,DUS-CULML1R1-W,2023
DUS-SCABER1-W,2023,,STIC-BHSLWC04R0-MO,2023
DUS-BCABER2A-W,2023,,IBOX-BR0-W,2023
DUS-CCABER2A-W,2023,,STIC-VHSLWC04R0-MO,2023
PUFF-FPALT3R0-WP,2023,,STIC-VHSLWC08R0-MO,2023
PUFF-LLPR0-WMFP,2023,,STIC-BHSLWC08R0-MO,2023
CONT-EBOR0-WRL,2023,,TUBE-BSFSC50R1-EPBL,2023
CONT-ESLB3MOASA-2PSC,2023,,PS-SABER0-WBOPP,2023
CAPC-CULML12TR0-W,2023,,TUBE-CLMRCF100-W,2023
CONT-CULML12TR0-W,2023,,DUS-CLMRC100-W,2023
CONT-CULML9TR0-W,2023,,BOTO-CADLPR0-W,2023
CAPC-CULML9TR0-W,2023,,STIC-BCADLP07R0-W,2023
CONT-LUMTWCWR1C-HTHS,2023,,IBOX-CADLPR0-W,2023
PLAS-VCLLCR0-W,2023,,DUS-CADLP07R1-W,2023
PLAS-VCLLFR0-W,2023,,STIC-BCVMLM6R1-W,2023
CAPS-BSLPR2-EM,2023,,CAPA-WCVMLM6R0-W,2023
SHIF-STBSLPR1-EBS,2023,,BOTO-CVMLM6R0-W,2023
BOTO-BSLPR2-EM,2023,,STIC-VCVMLM6R1-W,2023
PARF-WFBLSE-X,2023,,GODE-ESSWA33-178538,2023
PARF-CRMOD-X,2023,,STIC-BCADLP05R0-W,2023
PARF-EP850-X,2023,,STIC-BCADLP01R0-W,2023
DUS-CQEP03R0-W,2023,,CAPA-PTMLCR1-MO,2023
IBOX-12ELBR0-WDNF,2023,,KB-MOCC36R1-270CF,2023
DUS-ELTWCR4R2-WILG,2023,,STIC-VBPTMLCB11R0-MO,2023
PS-CLFR0-OMG,2023,,BOTO-PTMLCR1-MO,2023
A-BGFA200-X,2023,,STIC-BPTMLC11R0-MO,2023
ACTI-BWCTA-X,2023,,DUS-PMTLCALLR2-MO,2023
EMU-CTL8-X,2023,,IBOX-CR0-MO,2023
ALUM--ACH-K,2023,,DUS-CADLP05R1-W,2023
HALL-BHB-X,2023,,BRUS-DESAEXEBKR1-W,2023
OIL-OLV300-X,2023,,STIC-BOTEXEBK-WPSM,2023
ACTI-DFSLSF-X,2023,,DUS-CADLP01R1-W,2023
SILI-D2-TSFST-K,2023,,STIC-QCEXEKCR0-W,2023
FILM-KOBOHRPC-X,2023,,PLAS-DMEXEBK-WPVC,2023
NT---K,2023,,CONT-ESEW-SAN,2023
TITA-C-STCR5-K,2023,,KB-W6040R2-W,2023
EMU-5418V-X,2023,,STIC-QCEXEKPR0-W,2023
SILI-4515-,2023,,DUS-EXEBK-WILG,2023
WARN-IOB50-X,2023,,BOTO-PIMLCR1-MO,2023
SALA-WO6-X,2023,,CAPA-EMLCRKR0-W,2023
RHM-MKMSS-X,2023,,BOTO-EMLCRKR0-W,2023
BASI-LP20H-X,2023,,CAPA-WPVLSR0-MO,2023
WIPE-PSPBVMR0-MO,2023,,CAP-BNSS1702R0-WPP,2023
BOTO-PSPBVMR0-MO,2023,,STIC-QRNSS-W,2023
CAPA-PSPBVMR0-MO,2023,,BOTO-NSS1702R2-W,2023
CAPA-MKLCSER0-OMG,2023,,CONT-LUMTWCWR1C-HTHS,2023
