KODE ITEM,STATUS 2
DUS-PMESRPMO-I3LG,inactive
DUS-PMG40-WI3,inactive
DUS-PMG40C-WILG,inactive
DUS-PMG40R1C-WILG,0
DUS-PMLER0-WILG,inactive
DUS-PMPF24HR0-MO,initial
DUS-PMPFC21R0-MOILD,inactive
DUS-PMPFC21R1-MOILD,existing
DUS-PMPFC62R0-MOILD,existing
DUS-PMPFC62R1-MOILD,existing
DUS-PMPFN10R0-MOILD,existing
DUS-PMPFN10R1-MOILD,existing
DUS-PMPFN30R0-MOILD,inactive
DUS-PMPFN30R1-MOILD,existing
DUS-PMPFW22R0-MOILD,existing
DUS-PMPFW22R1-MOILD,existing
DUS-PMPFW33R0-MOILD,existing
DUS-PMPFW33R1-MOILD,existing
DUS-PMPFW41R0-MOILD,existing
DUS-PMPFW41R1-MOILD,existing
DUS-PMPFW42R0-MOILD,existing
DUS-PMPFW42R1-MOILD,existing
DUS-PMPR0-WILG,inactive
DUS-PMTLC10R0-MO,existing
DUS-PMTLC10R1-MO,0
DUS-PMTLC11R0-MO,existing
DUS-PMTLC11R1-MO,0
DUS-PMTLC12R0-MO,existing
DUS-PMTLC12R1-MO,0
DUS-PMTLC9R0-MO,existing
DUS-PMTLC9R1-MO,0
DUS-PMTLCALLR2-MO,existing
DUS-PMTPR0-MOILD,existing
DUS-PPESBRR1-E,existing
DUS-PPESCOR1-E,existing
DUS-PPESNUR1-E,existing
DUS-PPESROR1-E,existing
DUS-PPFC21R2-MOILD,0
DUS-PPFC32R0-MO,0
DUS-PPFC51R0-MO,0
DUS-PPFC62R2-MOILD,inactive
DUS-PPFN10R2-MOILD,0
DUS-PPFN20R0-MOILD,existing
DUS-PPFN30R2-MOILD,inactive
DUS-PPFN40R0-MOILD,existing
DUS-PPFN50R2-MOILD,0
DUS-PPFR0-MO,to be discontinued
DUS-PPFR1-MO,existing
DUS-PPFW12R0-MO,0
DUS-PPFW21R0-MO,0
DUS-PPFW22R2-MOILD,0
DUS-PPFW30R2-MOILD,0
DUS-PPFW32R0-MO,0
DUS-PPFW33R2-MOILD,inactive
DUS-PPFW41R2-MOILD,0
DUS-PPFW42R2-MOILD,0
DUS-PPFW43R0-MO,0
DUS-PPFW52R0-MO,0
DUS-PPFW53R0-MO,0
DUS-PPLLR0-MO,existing
DUS-PPLLR1-MO,0
DUS-PPN50R0-MO,existing
DUS-PPN50R1-MO,existing
DUS-PPW30R0-MO,inactive
DUS-PPW30R1-MO,existing
DUS-PPW31R0-MO,0
DUS-PR20R0-ELD,existing
DUS-PRIALLR0-MO,initial
DUS-PRILR0-MO,existing
DUS-PRISKR0-MO,existing
DUS-PRPESB-EILD,existing
DUS-PRPESBR-EILD,to be discontinued
DUS-PRPESBR1-E,existing
DUS-PRPESC-EILD,to be discontinued
DUS-PRPESFR-EILD,inactive
DUS-PRPESG-EILD,to be discontinued
DUS-PRPESGR1-E,existing
DUS-PRPESN-EACLD,to be discontinued
DUS-PRPESP-EILD,inactive
DUS-PRPESPO-EILD,to be discontinued
DUS-PRPESPOR1-E,existing
DUS-PRPESR-EILD,to be discontinued
DUS-PRTM10LR0-MO,existing
DUS-PRTM10LR1-MO,inactive
DUS-PRTM10LR2-MO,to be discontinued
DUS-PRTM10LR3-MO,existing
DUS-PRTM20LBR0-MO,existing
DUS-PRTM20LBR1-MO,0
DUS-PRTM20LBR2-MO,to be discontinued
DUS-PRTM20LBR3-MO,existing
DUS-PRTM30BR0-MO,existing
DUS-PRTM30BR1-MO,inactive
DUS-PRTM30BR2-MO,to be discontinued
DUS-PRTM30BR3-MO,existing
DUS-PRTM40MBR0-MO,existing
DUS-PRTM40MBR1-MO,inactive
DUS-PRTM40MBR2-MO,to be discontinued
DUS-PRTM40MBR3-MO,existing
DUS-PSBOPR1-MOILG,existing
DUS-PSEMLCRR0-W,new product
DUS-PSFCTWC21WR0-OMG,new product
DUS-PSFEMLCRR0-W,new product
DUS-PSFEMLSR0-W,existing
DUS-PSFMLMPFE14R0-IP,initial
DUS-PSFPML04R0-E,inactive
DUS-PSFQLPR0-IP,0
DUS-PSFWLSR0-E,PS
DUS-PSPFR0-W,inactive
DUS-PSPFR1-W,existing
DUS-PTCLC01R0-MO,existing
DUS-PTCLC02R0-MO,existing
DUS-PTCLC03R0-MO,existing
DUS-PTCLCALLR1-MO,existing
DUS-PTCLCR0-MOILD,to be discontinued
DUS-PTMLC1R0-MO,existing
DUS-PTMLC1R1-MO,0
DUS-PTMLC2R0-MO,existing
DUS-PTMLC2R1-MO,existing
DUS-PTMLC3R0-MO,existing
DUS-PTMLC3R1-MO,existing
DUS-PTMLC4R0-MO,existing
DUS-PTMLC4R1-MO,existing
DUS-PTMLC5R0-MO,existing
DUS-PTMLC5R1-MO,existing
DUS-PTMLC6R0-MO,existing
DUS-PTMLC6R1-MO,existing
DUS-PTMLC7R0-MO,existing
DUS-PTMLC7R1-MO,existing
DUS-PTMLC8R0-MO,existing
DUS-PTMLC8R1-MO,existing
DUS-PTMLER0-MO,new product
DUS-PTMSE10R0-MO,inactive
DUS-PTMSE20R0-MO,inactive
DUS-PTMSE30R0-MO,inactive
DUS-PTMSE40R0-MO,inactive
DUS-PTMSE50R0-MO,inactive
DUS-PTMSE60R0-MO,inactive
DUS-PUDSR0-MO,to be discontinued
DUS-PUDSR1-MO,to be discontinued
DUS-PUDSR2-MO,existing
DUS-PUGHR0-MOILD,to be discontinued
DUS-PUGHR1-MO,existing
DUS-PVLSPUR1-MO,inactive
DUS-PVLSPUR2-MO,existing
DUS-PVLSR0-MO,existing
DUS-PVLSR1-MO,to be discontinued
DUS-PWCMR0-MOILD,existing
DUS-PWCMR1-MOILD,0
DUS-PWCMR2-MO,existing
DUS-PWLF24H-MO,existing
DUS-PWLF24HR1-MO,existing
DUS-PWLFC21PI-MOILD,inactive
DUS-PWLFC51R0-MO,0
DUS-PWLFC62RC-MOILD,inactive
DUS-PWLFN10M-MOILD,inactive
DUS-PWLFN20R0-MO,inactive
DUS-PWLFN30NB-MOILD,inactive
DUS-PWLFN40R0-MO,inactive
DUS-PWLFN50R0-MO,inactive
DUS-PWLFR1-MO,inactive
DUS-PWLFW22WI-MOILD,inactive
DUS-PWLFW30R0-MO,inactive
DUS-PWLFW33HB-MOILD,inactive
DUS-PWLFW41CS-MOILD,inactive
DUS-PWLFW42WS-MOILD,inactive
DUS-PYNGHTP-,existing
DUS-QFEVI331-LDHSUV,0
DUS-QLPR0-IP,new product
DUS-RCPGCR0-W,new product
DUS-RCVPFR0-W,existing
DUS-REFCC01R0-W,to be discontinued
DUS-REFCC01R1-W,existing
DUS-REFCC02R0-W,to be discontinued
DUS-REFCC02R1-W,existing
DUS-REFCC03R0-W,to be discontinued
DUS-REFCC03R1-W,existing
DUS-REFCC04R0-W,to be discontinued
DUS-REFCC04R1-W,existing
DUS-REFCC05R0-W,0
DUS-REFCC06R0-W,0
DUS-RGLVI250-3226LDS,inactive
DUS-RIPFR0-WIP,inactive
DUS-RMFPFRR0-IP,new product
DUS-RMLVI250-3226LDS,inactive
DUS-ROEDP100R0-K,to be discontinued
DUS-ROEDP100R1-K,existing
DUS-RPDMCCC51-MO,0
DUS-RPDMCCN10-MO,0
DUS-RPDMCCN30-MO,0
DUS-RPDMCCN50-MO,0
DUS-RPDMCCW22-MO,0
DUS-RPDMCCW42-MO,0
DUS-RPHAGR0-E,new product
DUS-RPMPC21R0-MO,0
DUS-RPMPC62R0-MO,0
DUS-RPMPN10R0-MO,0
DUS-RPMPN20R0-MO,0
DUS-RPMPN30R0-MO,0
DUS-RPMPN40R0-MO,0
DUS-RPMPN50R0-MO,0
DUS-RPMPW22R0-MO,0
DUS-RPMPW30R0-MO,0
DUS-RPMPW33R0-MO,0
DUS-RPMPW41R0-MO,0
DUS-RPMPW42R0-MO,0
DUS-RYAADC-WIMLG,0
DUS-RYAADC17CR0-WICV,0
DUS-RYAADC17CR1-WICV,inactive
DUS-RYAADC17CR2-WICV,inactive
DUS-RYAADC17R0-WICLG,0
DUS-RYAADCCR0-WIMVG,inactive
DUS-RYAADCCR1-WIMVG,inactive
DUS-RYAADCCR2-WIMVG,inactive
DUS-RYAADCCR3-WIMVG,0
DUS-RYAAEC10R0-WIMVG,0
DUS-RYAAEC15R0-WIMVG,inactive
DUS-RYAAECCR0-WIMVG,inactive
DUS-RYAAECCR1-WIMVG,inactive
DUS-RYAAECCR2-WIMVG,0
DUS-RYAANC-WIMLG,inactive
DUS-RYAANC17CR0-WICV,0
DUS-RYAANC17CR1-WICV,0
DUS-RYAANC17CR2-WICV,inactive
DUS-RYAANC17CR3-WICV,inactive
DUS-RYAANC17R0-WICLG,inactive
DUS-RYAANCCR0-WIMVG,inactive
DUS-RYAANCCR1-WIMVG,inactive
DUS-RYAANCCR2-WIMVG,inactive
DUS-RYAANCCR3-WIMVG,inactive
DUS-RYAANCR1-WIMLG,0
DUS-RYAAS-WIMLG,existing
DUS-RYAASR1-WIMLG,existing
DUS-RYAASR2-WIMLG,existing
DUS-RYAASR3-W,existing
DUS-RYDC15R0-W,to be discontinued
DUS-RYDC15R1-W,existing
DUS-RYDC30RV-W,new product
DUS-RYDC30RV1-W,new product
DUS-RYDC9R0-W,new product
DUS-RYEC10R0-W,new product
DUS-RYHFSMC-WIMLG,inactive
DUS-RYHFSMCR1-W,inactive
DUS-RYHFSMCR2-W,0
DUS-RYISRV15-W,to be discontinued
DUS-RYISRV15R1-W,existing
DUS-RYISRV30-W,to be discontinued
DUS-RYISRV30R1-W,existing
DUS-RYNC15R0-W,to be discontinued
DUS-RYNC15R1-W,existing
DUS-RYNC30RV-W,new product
DUS-RYNC30RV1-W,new product
DUS-RYTE100RV-W,new product
DUS-RYTE100RV1-W,new product
DUS-RYTE50R0-WICVG,inactive
DUS-RYTE50R1-WICVG,inactive
DUS-RYTE50R2-WICVG,inactive
DUS-RYTE50R3-WICVG,0
DUS-RYTE50RV-W,new product
DUS-RYTE50RV1-W,new product
DUS-RYTER0-WICVG,inactive
DUS-RYTER1-WICVG,0
DUS-RYTER2-WICVG,0
DUS-RYTER3-WICVG,inactive
DUS-RYTER4-WICVG,0
DUS-RYULSMC-WIMLG,inactive
DUS-SACR0-IP,new product
DUS-SBBMC-WILG,inactive
DUS-SBLER0-MO,inactive
DUS-SBLPR0-WILD,inactive
DUS-SBSPF3023-E,to be discontinued
DUS-SBSPF3023R1-E,existing
DUS-SBTBBP-MOWP,inactive
DUS-SBTITGP-MOWP,inactive
DUS-SCABER0-W,existing
DUS-SCABER1-W,existing
DUS-SCCR0-IP,0
DUS-SCGRP1R0-W,0
DUS-SCGRP2R0-W,0
DUS-SCGRP3R0-W,0
DUS-SCNH-IX,inactive
DUS-SCPFTR0-T,new product
DUS-SCPSPF1R0-W,0
DUS-SCPSPF2R0-W,0
DUS-SCPSPF3R0-W,0
DUS-SCPSPF4R0-W,0
DUS-SCRH-IX,inactive
DUS-SCSAESR0-W,existing
DUS-SCSAHGR0-W,existing
DUS-SCSAHGR1-W,existing
DUS-SCSAOCR0-W,inactive
DUS-SCSAOCR1-W,inactive
DUS-SCSAOCR2A-CL,existing
DUS-SCSAOCR2B-CL,existing
DUS-SCSG40-WACLG,0
DUS-SCSG40C-WACLG,inactive
DUS-SCSG40R1C-WACLG,0
DUS-SCSH-IX,inactive
DUS-SCSROSR0-W,existing
DUS-SCSROSR1-W,existing
DUS-SCSRRCR0-W,existing
DUS-SCSRRCR1-W,existing
DUS-SEFCCR0-W,new product
DUS-SEFCCRR0-W,new product
DUS-SFCF30R0-IP,new product
DUS-SFLPR0-EILG,inactive
DUS-SFLPR1-EILG,inactive
DUS-SFLPR2-E,existing
DUS-SG40R1WRP-AC31,0
DUS-SGESPMOI3-319LG,inactive
DUS-SGESRPMO-I3LG,inactive
DUS-SGFACR0-T,initial
DUS-SHF23-K,new product
DUS-SHFC23-K,new product
DUS-SIBBMR0-W,inactive
DUS-SICBBCR0-W,inactive
DUS-SIGCLR0-W,inactive
DUS-SIMLPR0-W,inactive
DUS-SIMMBCR0-W,inactive
DUS-SINC-WILG,inactive
DUS-SINCR1-WILG,0
DUS-SIPDGEKR0-IP,new product
DUS-SIW23-K,new product
DUS-SLAMR0-EILG,to be discontinued
DUS-SLAMR1-E,existing
DUS-SLCR0-EIVG,inactive
DUS-SLCR1-EIVD,existing
DUS-SLCR2-EIVD,to be discontinued
DUS-SLCR3-EIVD,existing
DUS-SLLR0-EIVG,inactive
DUS-SLLR1-EIVD,inactive
DUS-SLLR2-EIVD,to be discontinued
DUS-SLLR3-EIVD,existing
DUS-SLMR0-EIVG,inactive
DUS-SLMTR1-EIVG,0
DUS-SM01R0-EILD,inactive
DUS-SM02R0-EILD,inactive
DUS-SM03R0-EILD,inactive
DUS-SM04R0-EILD,inactive
DUS-SM05R0-EILD,inactive
DUS-SM06R0-EILD,inactive
DUS-SM07R0-EILD,inactive
DUS-SM08R0-EILD,inactive
DUS-SM09R0-EILD,inactive
DUS-SM10R0-EILD,inactive
DUS-SM11R0-EILD,inactive
DUS-SM12R0-EILD,inactive
DUS-SMGTSR1FI30-9283,inactive
DUS-SMUBAR0-E,to be discontinued
DUS-SMUBAR1-E,existing
DUS-SMUBCR0-E,to be discontinued
DUS-SMUBCR1-E,existing
DUS-SMUBWR0-E,to be discontinued
DUS-SMUBWR1-E,existing
DUS-SMULCCR0-E,to be discontinued
DUS-SMULCCR1-E,existing
DUS-SMULCLR0-E,to be discontinued
DUS-SMULCLR1-E,existing
DUS-SMULCNR0-E,to be discontinued
DUS-SMULCNR1-E,existing
DUS-SMULG01R0-E,to be discontinued
DUS-SMULG01R1-E,existing
DUS-SMULG02R0-E,to be discontinued
DUS-SMULG02R1-E,existing
DUS-SMULM01R0-E,to be discontinued
DUS-SMULM01R1-E,existing
DUS-SMULM02R0-E,to be discontinued
DUS-SMULM02R1-E,existing
DUS-SMULM03R0-E,to be discontinued
DUS-SMULM03R1-E,existing
DUS-SMULM04R0-E,to be discontinued
DUS-SMULM04R1-E,existing
DUS-SMUMR0-E,inactive
DUS-SMUMR1-E,to be discontinued
DUS-SMUMR2-E,existing
DUS-SOEDP100R0-K,to be discontinued
DUS-SOEDP100R1-K,existing
DUS-SPH-K,inactive
DUS-SPHR1-K,existing
DUS-SPHR2-K,0
DUS-SPHXG-K,0
DUS-SPMOI300-3442LGP,inactive
DUS-SPMOI300G-3559LD,inactive
DUS-SPR1-MOILG,existing
DUS-SPRR1-MOILG,existing
DUS-SPSMOI300-774LG,inactive
DUS-SRFSR0-EILD,inactive
DUS-SRGFHR0-MO,existing
DUS-SRL10R0-EILD,inactive
DUS-SRL11R0-EILD,inactive
DUS-SRL12R0-EILD,inactive
DUS-SRL13R0-E,inactive
DUS-SRL14R0-E,inactive
DUS-SRL15R0-E,inactive
DUS-SRL16R0-E,inactive
DUS-SRL17R0-E,inactive
DUS-SRL1R0-EILD,inactive
DUS-SRL1R1-EILD,inactive
DUS-SRL2R0-EILD,inactive
DUS-SRL2R1-EILD,inactive
DUS-SRL3R0-EILD,inactive
DUS-SRL3R1-EILD,inactive
DUS-SRL4R0-EILD,inactive
DUS-SRL4R1-EILD,inactive
DUS-SRL5R0-EILD,inactive
DUS-SRL6R0-EILD,inactive
DUS-SRL7R0-EILD,inactive
DUS-SRL8R0-EILD,inactive
DUS-SRL9R0-EILD,inactive
DUS-SRLSR0-EILD,to be discontinued
DUS-SRLSR1-E,existing
DUS-SRO23-K,new product
DUS-SRP23-BD,new product
DUS-SRPC23-W,inactive
DUS-SRPE23-W,inactive
DUS-SRPL23-W,inactive
DUS-SSTPMOI300-30774,inactive
DUS-SSTPR1-MOILG,0
DUS-SSTPR2-MO,to be discontinued
DUS-SSTPR3-MO,existing
DUS-STB23-K,new product
DUS-STSESMR0-MO,inactive
DUS-STSESPR0-MO,inactive
DUS-STSMESR0-MO,0
DUS-STSPBR0-MO,0
DUS-STSPESR0-MO,0
DUS-STSSBR0-MO,0
DUS-STTWCVI303-772LD,inactive
DUS-TBSPBR0-EILG,inactive
DUS-TBSPBR1-EILG,existing
DUS-TBSPCR0-EILG,inactive
DUS-TBSPCR1-EILG,existing
DUS-TCPVI300-771LDSU,inactive
DUS-TCPVI3003-771LDS,0
DUS-TEPLR0-E,new product
DUS-TESCKR0-EILD,inactive
DUS-TESR2-MO,existing
DUS-TGTO1C100R0-T,to be discontinued
DUS-TGTO1C100R1-T,existing
DUS-TLPVI300-773LDSU,inactive
DUS-TON100R1-MO,inactive
DUS-TONMOI3003-42LG,inactive
DUS-TPSMR0-K,inactive
DUS-TPSMR1-K,existing
DUS-TPSMR2-K,0
DUS-TSEBR0-EILD,to be discontinued
DUS-TSEBR1-E,existing
DUS-TSIMOR0-MO,inactive
DUS-TSIMPR0-MO,inactive
DUS-TWCMOR1I300-3077,inactive
DUS-TWCPMOI300-319LG,inactive
DUS-TWCPR1-MOILG,to be discontinued
DUS-TWCPR2-MO,existing
DUS-TWCRLNFSR1W-I38P,inactive
DUS-TWCRNFSR1WN-I328,inactive
DUS-UCLMFMO-I35493LG,existing
DUS-ULMMOI253-18LG,inactive
DUS-ULMR1-MOILG,0
DUS-VMP20CR0-MO,to be discontinued
DUS-VMP20CR1-MO,existing
DUS-VMP20R0-MO,0
DUS-WHPMG40C-WILG,inactive
DUS-WHPMG40R1C-WILG,inactive
DUS-WHPMG40R2C-WILG,existing
DUS-WHPMG40R3C-WILG,inactive
DUS-WHPMG40R4C-W,existing
DUS-WHPS5-WILG,inactive
DUS-WHPS5R1-WILG,inactive
DUS-WHPS5R2-WILG,0
DUS-WLS01R0-E,existing
DUS-WLS02R0-E,existing
DUS-WLS03R0-E,existing
DUS-WLS04R0-E,existing
DUS-WSBEC10R0-WCCLG,0
DUS-WSBEC10R1-WACLG,inactive
DUS-WSBEC15R0-WCCLG,inactive
DUS-WSDC17CR0-WCCLG,0
DUS-WSDC17CR1-WACLG,0
DUS-WSDC17R0-WCCLG,inactive
DUS-WSDC30C-WCLG,0
DUS-WSDC30CR1-WCUV,0
DUS-WSDC30CR2-WACUV,inactive
DUS-WSDC30CR3-WACUV,inactive
DUS-WSDCG-WCCLG,0
DUS-WSDCWSL-CC32G,inactive
DUS-WSESR1-WCCLG,0
DUS-WSESR2-WACLG,inactive
DUS-WSESR3-WACLG,inactive
DUS-WSESWSL-CC32G,inactive
DUS-WSHSM30C-WACVG,inactive
DUS-WSHSM30C-WCLG,inactive
DUS-WSHSM30CR1-W,inactive
DUS-WSHSM30CR2-W,inactive
DUS-WSI24WNLD31-1083,inactive
DUS-WSIBEG-WCCLG,inactive
DUS-WSIBEGR1-WACLG,0
DUS-WSIBEW-CC32LG,inactive
DUS-WSNC17CR0-WCCLG,0
DUS-WSNC17CR1-WACLG,0
DUS-WSNC17CR2-WACLG,0
DUS-WSNC17R0-WCCLG,inactive
DUS-WSNC30C-WCLG,inactive
DUS-WSNC30CR1-WCUV,inactive
DUS-WSNC30CR2-WACUV,inactive
DUS-WSNC30CR3-WACUV,inactive
DUS-WSNC30CR4-WACUV,inactive
DUS-WSNCG-WCCLG,inactive
DUS-WSNCWSL-CC32G,inactive
DUS-WSPTE50R0-WCCLG,0
DUS-WSPTE50R1-WCCLG,0
DUS-WSPTER0-WCCLG,0
DUS-WSPTER1-W,inactive
DUS-WSPTER2-W,inactive
DUS-WSTDCWSL-CC32G,inactive
DUS-YGGLMR0-ELM,inactive
DUS-YPCSR0-B,new product
DUS-YPCSR1-B,0
DUSS-AASTG15-W,inactive
DUSS-ADM40-WM,existing
DUSS-ADM40ML-W,inactive
DUSS-ANTM40-WM,existing
DUSS-APRT100-W,inactive
DUSS-CBMUR0-MO,inactive
DUSS-CLL0112R0-MO,inactive
DUSS-EMLC01H-W,inactive
DUSS-EMLC02H-W,inactive
DUSS-EMLC03H-W,existing
DUSS-EMLC03R0-WM,existing
DUSS-EMLC04H-W,inactive
DUSS-EMLC05H-W,inactive
DUSS-EMLC06H-W,inactive
DUSS-EMLC07H-W,inactive
DUSS-EMLC08H-W,inactive
DUSS-EMLC09H-W,existing
DUSS-EMLC09R0-WM,existing
DUSS-EMLC10H-W,inactive
DUSS-EMLC11H-W,existing
DUSS-EMLC11R0-WM,existing
DUSS-EMLC12H-W,inactive
DUSS-EMLC13H-W,inactive
DUSS-EMLC14H-W,inactive
DUSS-EMLC15H-W,inactive
DUSS-EMLC16H-W,inactive
DUSS-EMLC17H-W,inactive
DUSS-EMLC18H-W,inactive
DUSS-HCDL1R0-MOIPS,inactive
DUSS-HCDL2R0-MOIPS,inactive
DUSS-HCDLMR0-MOIPS,inactive
DUSS-HCDLSR0-MOIPS,inactive
DUSS-HCDMDR0-MOIPS,inactive
DUSS-HCDMER0-MOIPS,inactive
DUSS-IMLCR0-W,existing
DUSS-LDC30RC-W,inactive
DUSS-LNC30RC-W,inactive
DUSS-PBCAFPR0-W,inactive
DUSS-PBMS2820-WM,existing
DUSS-PTCMCFN30-MO,inactive
DUSS-PTCMCFW33-MO,inactive
DUSS-PTCMCFW42-MO,inactive
DUSS-PTCMCFW52-MO,inactive
DUSS-RYAANC17R0-W,0
DUSS-RYTEIR0-W,inactive
DUSS-SINC30R0-W,inactive
DUSS-WHPMG40-WM,existing
EB-DABKR0-E,inactive
EB-DABKR1-E,inactive
EB-DABWR0-E,inactive
EB-DABWR1-E,inactive
EB-EBMLBR0-W,inactive
EB-EBMLDGR0-W,inactive
EBM-BSEDAMO-X,inactive
EBM-BSEDAR1-MO,to be discontinued
EBM-BSEDAR2-MO,existing
EBM-BSEDCLMO-X,inactive
EBM-BSEDCLR1-MO,inactive
EBM-BSEDCLR2-MO,inactive
EBM-BSEDMMO-X,inactive
EBM-BSEDMR1-MO,to be discontinued
EBM-BSEDMR2-MO,existing
EBM-EXPMBD1R0-W,existing
EBM-EXPMBD2R0-W,existing
EBM-EXPMBD3R0-W,existing
EBP-ABBLR0-E,existing
EBP-ABBLR1-E,existing
EBP-ABBRR0-E,existing
EBP-ABBRR1-E,existing
EBP-BLMOIS91-CTP2WIJ,existing
EBP-BLR1W-WCS,inactive
EBP-BLR2-W,existing
EBP-BLR3-W,0
EBP-BRR1W-WCS,new product
EBP-BRR2-W,inactive
EBP-BRR3-W,0
EBP-BSBFR1V-WGPHS,inactive
EBP-BSBFV-WGPHS,inactive
EBP-BSFBR1V-WGPHS,inactive
EBP-BSFBV-WGPHS,inactive
EBP-BTEMOIBR9-CTP2WI,existing
EEM-01LBWR0-X,0
EEM-02LBWR0-X,0
EEM-03LBWR0-X,0
EEP-01BLWR0-X,existing
EEP-02BLWR0-X,existing
EL-ECBKR0-E,existing
EL-ECBWR0-E,inactive
EL-ECDPR0-E,inactive
EL-ECGOR0-E,inactive
EL-ECNBR0-E,inactive
"EL-ESL-W3,5GR",existing
EL-HBSSLMO-X,existing
EL-HBSSLMOR1-X,to be discontinued
EL-HBSSLMOR2-X,existing
ELC-MO-KHCH,inactive
ELC-PO-KHCH,0
ELC-WSSPHW-1EHLW,inactive
ELG-STAYWGELW-BP,new product
ELL-EOHBLR0-WPP,inactive
ELL-EOHBLR1-WPP,existing
ELL-EOHBLR2-WPP,to be discontinued
ELL-EOHBLR3-WPP,existing
ELL-MOBP3S9-BDPKFT2W,existing
ELL-STAYWLELW-BP,existing
ELL-VPAINT3BFT-1HS,inactive
ELP-BJMOR1SZS-CT2S,existing
ELP-BJMOR2SZS-CT2S,existing
ELP-BJMOSZS9-CTP2WIJ,inactive
ELP-BKBLLR1V-WGWHS,inactive
ELP-BKBLLV-WGWHS,inactive
ELP-BKCBR1V-WGWHS,inactive
ELP-BKCBV-WGWHS,inactive
ELP-BKRBR1V-WGWHS,inactive
ELP-BKRBV-WGWHS,inactive
ELP-BKSWR1V-WGWHS,inactive
ELP-BKSWV-WGWHS,inactive
ELP-BLMOR1SBR-CT2S,existing
ELP-BLMOR2SBR-CT2S,existing
ELP-BLMOSBR9-CTP2WIJ,inactive
ELP-BLR1W-SCS,existing
ELP-BLR2W-SCS,existing
ELP-CGMOSPG-CT2S,inactive
ELP-EDBLR0-E,existing
ELP-EDBLR1-E,existing
ELP-EDBRR0-E,inactive
ELP-EDBRR1-E,existing
ELP-EDDPR0-E,inactive
ELP-EDGOR0-E,inactive
ELP-EDNBR0-E,inactive
ELP-GLGMOSP9-CTP2WIP,inactive
ELP-GOGMOVSG-CTP2WIP,inactive
ELP-NBMOR1SPB-CT2S,existing
ELP-NBMOR2SPB-CT2S,existing
ELP-NBMOSPB9-CTP2WIJ,inactive
ELP-NSR0-MO,existing
ELP-NSR1-MO,existing
ELP-PPMOVPR-CT2S,inactive
ELP-RBMOSPB-CT2S,inactive
ELP-SLR0-MO,existing
ELP-SLR1-MO,existing
ELP-WHR1W-TCS,inactive
ELP-WHR2W-TCS,inactive
ELP-WTMOR1SPB-CT2S,existing
ELP-WTMOR2SPB-CT2S,existing
ELP-WTMOSPW9-CTP2WIJ,inactive
ENV-EDTHF2-K,inactive
ENV-EDTIW2-K,inactive
ENV-EDTRO2-K,inactive
ENV-EDTTB2-K,inactive
ENV-NCLAD04R0-W,0
ENV-NCLAD09R0-W,0
ENV-NCLAD13R0-W,0
ENV-NCLAD17R0-W,0
ENV-NDMCP01R0-E,inactive
ENV-NDMCP02R0-E,inactive
ENV-NDMCP02R1-E,existing
ENV-NFSADSS-W,0
ENV-NFSADSSR1-W,inactive
ENV-NFSADSSR2-W,0
ENV-NFSAHFW-WLG,inactive
ENV-NFSAHFWR1-WVG,inactive
ENV-NFSBLAR0-WL,new product
ENV-NFSBLAR1-WL,0
ENV-NFSBLER0-WL,new product
ENV-NFSBLER1-WL,0
ENV-NFSBLFR0-WL,new product
ENV-NFSBLFR1-WL,0
ENV-NFSBLRR0-WL,new product
ENV-NFSBLRR1-WL,0
ENV-NFSBLVR0-WL,new product
ENV-NFSBLVR1-WL,0
ENV-NFSBWMGT15-BD,inactive
ENV-NFSBWMGT15R1-BD,existing
ENV-NFSBWMSS15-BD,inactive
ENV-NFSBWMSS15R1-BD,existing
ENV-NFSBWMYZ15-BD,inactive
ENV-NFSBWMYZ15R1-BD,existing
ENV-NFSCSBDC3-W,new product
ENV-NFSCSFC3-W,inactive
ENV-NFSDFSS-W,0
ENV-NFSDFSSR2-W,0
ENV-NFSDPFWR0-AM,inactive
ENV-NFSEHBW30-K,0
ENV-NFSER0-ELL,new product
ENV-NFSGEFS8R0-K,inactive
ENV-NFSGEFS8R1-K,existing
ENV-NFSGEFS8R2-K,0
ENV-NFSHFSSR1-W,inactive
ENV-NFSHFSSR2-W,0
ENV-NFSHFTSS-W,0
ENV-NFSHTS10-W,new product
ENV-NFSLSP-W,0
ENV-NFSLWFF5-W,new product
ENV-NFSMCFF-WLG,inactive
ENV-NFSMCFFR1-WVG,0
ENV-NFSNPSR0-E,new product
ENV-NFSNSSS-W,inactive
ENV-NFSOACFW-K,inactive
ENV-NFSOACFWR1-K,inactive
ENV-NFSOACFWR2-K,existing
ENV-NFSOACFWR3-K,0
ENV-NFSOCFWR0-AM,inactive
ENV-NFSPBCFOC-WLG,inactive
ENV-NFSPBCFS-WLG,inactive
ENV-NFSPBCOR1-WVG,inactive
ENV-NFSPBCSR1-WVG,inactive
ENV-NFSPBNSP-W,0
ENV-NFSPBPCSP-W,inactive
ENV-NFSPBSPFP-W,inactive
ENV-NFSPBTCSP-W,inactive
ENV-NFSRYSP-W,inactive
ENV-NFSSABE5R0-CL,new product
ENV-NFSSBFW-WLG,inactive
ENV-NFSSBFWR1-WVG,0
ENV-NFSSEBFW-K,inactive
ENV-NFSSEBFWR1-K,inactive
ENV-NFSSEBFWR2-K,existing
ENV-NFSSEBFWR3-K,0
ENV-NFSSSP-W,inactive
ENV-NFSSSPSK-W,inactive
