KODE ITEM,STATUS 2
PS-PVCPCM-WP35,inactive
PS-PVCPCMR1-WP35,existing
PS-PVCPK308055J-J,inactive
PS-PVCPN80R1-9014503,inactive
PS-PVCPR100-16004JT,inactive
PS-PVCPR100R1-16003J,inactive
PS-PVCPR150-16003JPT,inactive
PS-PVCPR150R1-WPVC,existing
PS-PVCPR250-17003JPT,inactive
PS-PVCPR250R1-WPVC,existing
PS-PVCPR50-150025JT,existing
PS-PVCRO60R3631-PF,inactive
PS-PVCROCNIR1-664P7W,inactive
PS-PVCSBL200-723SS,inactive
PS-PVCSLCV-310TS1W,inactive
PS-PVCSM20-SM74X180X,inactive
PS-PVCSM60R1-61,inactive
PS-PVCT15R2-W003,inactive
PS-PVCT15WR1-6010265,inactive
PS-PVCT50SMR1-510S,inactive
PS-PVCWEDT-125P,existing
PS-PVCWK170SL2-PT-P,existing
PS-PVCWS2590-WJPP1W,inactive
PS-PVCWSR1-WPVC,inactive
PS-SABER0-WBOPP,existing
PS-SAESR0-WBOPP,existing
PS-SROSR0-WBOPP,existing
PS-TVEMR0-WPET,existing
PS-US31SSR0-TV,0
PU-AHRMS30R0-W,existing
PU-AKMUMFS-X,new product
PU-APSFUSSF90-T,new product
PU-ASGBFM100-L,new product
PU-ASGBFM100-X,new product
PU-BGMU30R-X,inactive
PU-BLR0-WL,new product
PU-BW550G2-BD,new product
PU-BW550G23R1-BD,0
PU-CDAMGR0-W,existing
PU-CEDP-K,new product
PU-CEDT-K,existing
PU-CEDTNDR0-W,inactive
PU-CEDTNG-W,inactive
PU-CEDTR1-W,existing
PU-CMUEDT-W,inactive
PU-COTR0-B,to be discontinued
PU-COTR1-B,existing
PU-CPSMUEDP-K,new product
PU-CRIMP20MM-SSEC,inactive
PU-CSDSBS20R0-W,existing
PU-CSMCG95R0-W,existing
PU-EDTKITR0-K,new product
PU-EDTP2-K,inactive
PU-EMRSR0-K,existing
PU-GBFBC250-L,new product
PU-GBSRS20-L,new product
PU-GMUAF-MO,inactive
PU-GMUATB-MO,inactive
PU-GMUSQB20R0-B,new product
PU-HWR0-BD,0
PU-ICABER0-W,existing
PU-KMUMFS-X,new product
PU-LBADS30R0-K,new product
PU-LBC250L-X,new product
PU-LBC250LR1-X,new product
PU-LBC250LR2-X,new product
PU-LBC750SB-28226,inactive
PU-LBC750SP-28226,inactive
PU-LBGELF-SILD,inactive
PU-LBGELFR0-WRL,existing
PU-LBGELFR1-SILD,inactive
PU-LCOR0-E18297,inactive
PU-LCOR1-E,inactive
PU-LCOR2-E,inactive
PU-LD24410CABC-MS,inactive
PU-LED28BR0-W,new product
PU-LFALT-MO,existing
PU-LGSSC100-L,existing
PU-LGSSC225-L,new product
PU-LHGFFR0-MO,existing
PU-LHLTBR0-MO,existing
PU-LHW250-W,existing
PU-LM06MOD224B-ALUM,existing
PU-LMOA1302-CBT,existing
PU-LMUCOPR0-X,0
PU-LMUCOR0-X,0
PU-LMUGGLR0-GG,new product
PU-LMUPHW-X,existing
PU-LPSMUBADS30-K,new product
PU-LPWLFR-MO,0
PU-LS20-BL,new product
PU-LSSWN24-157F,inactive
PU-MUASS-W,inactive
PU-MUD3S-X,new product
PU-MUDCR0-L,inactive
PU-MUIPLB-W,inactive
PU-MURS-W,inactive
PU-MURS2-W,0
PU-O100R0-B,0
PU-PCO190R0-MO,existing
PU-PFMMSP-MOPP,existing
PU-PSFBOSR0-B,new product
PU-PSFBRYIS-W,new product
PU-PSFPSSCBR0-MO,new product
PU-PSFPSSHBR0-MO,new product
PU-PSFPSSR0-MO,new product
PU-PSFPSSRBR0-MO,new product
PU-PSFPSSTMR0-MO,new product
PU-PSFPWLF24H-MO,initial
PU-PSFTOR0-B,new product
PU-PSLELF01L-MO,new product
PU-PSLELF01YT-MO,new product
PU-PSPCOR0-MO,existing
PU-PSPOT100-MPC,inactive
PU-PSPSSR0-MO,new product
PU-PSPSSTMR0-MO,new product
PU-PWLF24H-MO,new product
PU-RYISRV-W,new product
PU-S20W-X,existing
PU-SAIOPTFS100R0-K,new product
PU-SAP40-TV,new product
PU-SAPSR0-MO,existing
PU-SAVFMR0-E,existing
PU-SAVFMR1-E,existing
PU-SBC240SB-24218,inactive
PU-SBL200W-2411,inactive
PU-SBL200WR1-P,existing
PU-SBM10R0-E,existing
PU-SBMR0-E,inactive
PU-SBMS100-W,existing
PU-SCDFMR0-W,existing
PU-SCP40-TV,new product
PU-SEDP-K,new product
PU-SEDT-K,existing
PU-SHSSR0-BD,0
PU-SMUFMOR0-W,inactive
PU-SMUM-X,inactive
PU-SMUSFM100-X,0
PU-SMUV100-X,0
PU-SPMSMR0-MO,new product
PU-SPPHR1-X,inactive
PU-SPRAALUD244S-SD,inactive
PU-SPRANTRD180-OCT,inactive
PU-SPRANTRD1806-OCT,0
PU-SPRAPD244B10-OCT,existing
PU-SPRAY-HD24410OCT,inactive
PU-SPRAY-SP-P,inactive
PU-SPSFUSSF90-T,new product
PU-SPSMUEDP-K,new product
PU-SPSMUFT100-K,new product
PU-SPSNFSFS5-K,0
PU-SSSWN24-157F,inactive
PU-VGBFM100-L,new product
PU-VGBFM100-X,new product
PUFF-AFP-WMFLH,existing
PUFF-BMCP-EMIC,inactive
PUFF-BMLP-EMIC,inactive
PUFF-BMLPR1-EMP,existing
PUFF-CGRPR0-W,existing
PUFF-CMPR0-W,existing
PUFF-CP-,0
PUFF-CPALT2R0-WP,inactive
"PUFF-CPBPP-KLG3,81,2",inactive
PUFF-CPGCR0-W,existing
PUFF-CPSPFR0-W,existing
PUFF-CPTZ-SMKOP-P,inactive
PUFF-CPWNLR1D5-T4CSK,inactive
PUFF-CPWNLR2-MP58,inactive
PUFF-CTWCSBRD54R0-OMG,new product
PUFF-DMCPR0-E,existing
PUFF-DMCR0-E,new product
PUFF-DSSBBBR0-MO,inactive
PUFF-EFCCR0-W,existing
PUFF-ESFBBLP-WCC,existing
PUFF-FACOVP-,inactive
PUFF-FACOVPB-,inactive
PUFF-FACOVPK-,0
PUFF-FACOVWH-,inactive
PUFF-FACOVWO-,0
PUFF-FP-B52-P,inactive
PUFF-FPALT2R0-WP,inactive
PUFF-FPALT3R0-WP,existing
PUFF-FPALT4R0-WSW,inactive
PUFF-FPALT5R0-WMF,inactive
PUFF-FPWNLR1-MP65,inactive
PUFF-HLGCR0-MO,existing
PUFF-HSRFPR0-MO,existing
PUFF-IMPFR0-WFP,new product
PUFF-LLPR0-WMFP,existing
PUFF-LMPR0-W,0
PUFF-LPMOD58FP-PH,existing
PUFF-NBRBSI8PPT-,0
PUFF-NBRKOSEI8P-P,0
PUFF-NDMCPR0-E,new product
PUFF-NFSNBRR0-MO,inactive
PUFF-NLLPR0-W,inactive
PUFF-NSBRR0-W,0
PUFF-PCCUSR0-W,0
PUFF-PPFR0-MO,initial
PUFF-PSDMCPR0-E,existing
PUFF-PSFCTWCR0-OMG,new product
PUFF-PSSUDCR0-IP,new product
PUFF-QLPR0-IP,new product
PUFF-SACR0-IP,new product
PUFF-SCP-SM,inactive
PUFF-SFLPR0-EMP,0
PUFF-SLPSCD62PS-,inactive
PUFF-TCPVD60-BHWP,inactive
PUFF-TWCMO556NB-P,inactive
PUFF-TWCNBRD545-T,existing
PUFF-TWCNBRR1-W,existing
PUFF-TWCSBRM37-6W,inactive
PUFF-TWCSBRP56L-,inactive
PUFF-TWCSR0-MO,existing
PWP-PJFW16-W,0
PWST-EPFGMOR0-X,0
PWST-EPHOSMOR0-X,0
QUIC-SSF01MOR0-X,inactive
QUIC-SSF02CMOR0-X,0
QUIC-SSF02MOR0-X,inactive
QUIC-SSF03BMOR0-X,0
QUIC-SSF03MOR0-X,inactive
QUIC-SSF04MOR0-X,inactive
QUIC-SSF04OMOR0-X,0
QUIC-SSF05MOR0-X,inactive
QUIC-SSF05PMOR0-X,0
RAK--44093,inactive
RAUT-ELPMOT780H-NS,existing
REA-IB-CM011B-BTL,0
RIBN-TPCOFB-25120,0
SACH-ADSS10-W,inactive
SACH-ADSS10R1-W,0
SACH-BCSBDC3-WNFS,0
SACH-BCSFC3-WNFS,0
SACH-BLA20-WL,new product
SACH-BLF20-WL,new product
SACH-BLR20-WL,new product
SACH-BLV20-WL,new product
SACH-DFSS10-W,0
SACH-DFSS10R1-W,0
SACH-ELM20-WL,new product
SACH-FCSBDC3-WNFS,0
SACH-FCSFC3-WNFS,0
SACH-HFTSS10-W,inactive
SACH-HFTSS10R1-W,0
SACH-LDCS5-W,0
SACH-LNCS5-W,0
SACH-MUBR5065-W,inactive
SACH-MUFR5065-W,inactive
SACH-NCMFR0-W,0
SACH-NFSADM5-W,0
SACH-NFSANTM5-W,0
SACH-NFSCSBDC3-W,new product
SACH-NFSCSFC3-W,inactive
SACH-NFSHRGFC2-W,0
SACH-NFSHRMGS2-W,0
SACH-NFSHTS10-W,new product
SACH-NFSPBSPF28-W,new product
SACH-NFSRYDCR0-W,0
SACH-NFSRYNCR0-W,0
SACH-NFSWSDCR0-W,0
SACH-NFSWSNCR0-W,0
SACH-NSSS10-W,0
SACH-PBMNSS5-W,0
SACH-PBMSPFS5-W,0
SACH-PBPCS5-W,0
SACH-PBTCS5-W,0
SACH-PELFPR-WOPAL,inactive
SACH-PGFW9-OMG,existing
SACH-PGM75-OMG,existing
SACH-PGS75-OMG,to be discontinued
SACH-PGS75R1-OMG,existing
SACH-PLFPWNL-2WOPP20,inactive
SACH-PR120B2W-PTRN-R,0
SACH-PSNCMFR0-W,new product
SACH-REFCCR0-W,existing
SACH-SMUFW9-X,existing
SACH-SP-,inactive
SACR-NFSCFT1R0-TV,0
SACR-NFSCFT2R0-TV,0
SCAR-RMDA-W,0
SEAL-OPPTBF-W,inactive
SEAL-OPPTBS-W,inactive
SEAL-OTBLLPBBC-W,0
SEAL-OTBNFSTL12-X,inactive
SERA-BABLAZW3BL-W,0
SERA-BAHMLSET-W,0
SERA-BAKIMW4L-W,0
SERA-BAKIMW4M-W,0
SERA-BAKIMW4S-W,0
SERA-BORD-MO,0
SERA-ISI-EM,0
SERA-PEM-EM,0
SERA-TOP-MO,0
SERA-WUNIV-W,0
SERT-AC26A4W40-EM,0
SERT-WAC260-W,0
SERT-WN-W,0
SHEL--40480,inactive
SHEL--48296,inactive
SHEL--50563,inactive
SHEL-BB-W,0
SHEL-EM-EM,0
SHEL-HLCM-EM,0
SHEL-INID2014-W,0
SHEL-KSH-W,0
SHEL-LCF-W,0
SHEL-LDC-W,0
SHEL-LNC-W,0
SHEL-LPB-W,0
SHEL-PLAY-EM,0
SHEL-PSH-W,0
SHEL-PSU4-W,0
SHEL-PSU6-W,0
SHEL-SHAM-W,0
SHEL-SS-W,0
SHEL-STEMI-EM,0
SHEL-WSDC-W,0
SHEL-WSNC-W,0
SHIF-BMLPR1-EPPN,inactive
SHIF-BMLPR2-E,existing
SHIF-CAFP-WPPN,inactive
SHIF-CAFPR1-W,existing
SHIF-CAFPR1-WPP,inactive
SHIF-CAFPWPP-NTR,inactive
SHIF-CBMLP-EPP,inactive
SHIF-CGRPR0-W,existing
SHIF-CLUMFPPPP-NTRDK,inactive
SHIF-CLUMFPR1-WPP,inactive
SHIF-CLUMFPWPP-NTR,inactive
SHIF-CMOFP014-PPN,existing
SHIF-CMPR0-W,existing
SHIF-CPMTPR0-MOLDPE,existing
SHIF-DMLPR0-EPPN,existing
SHIF-ELFPR2-WPPN,existing
SHIF-ESFBBLP-WPP,existing
SHIF-HSRFPR0-MO,existing
SHIF-LLPR0-WPPN,existing
SHIF-LMPR0-W,new product
SHIF-PSFLMPR0-W,initial
SHIF-PSFQLPR0-IP,0
SHIF-PSHPPE-K,new product
SHIF-PSHRFP-MO,inactive
SHIF-PSLP-C,inactive
SHIF-QLPR0-IP,new product
SHIF-SFLPR0-EPPN,inactive
SHIF-SFLPR1-E,existing
SHIF-SPRR1-MOPPN,existing
SHIF-STBSLPR0-EBS,inactive
SHIF-STBSLPR1-EBS,existing
SHIF-STLP-C,0
SIS-BSBR0-W,0
SIS-BSHR0-W,0
SIS-BSPIR0-W,0
SIS-BSPUR0-W,0
SIS-BSTR0-W,inactive
SIS-BSUR0-W,0
SMAS-BSESMR0-E,existing
SMAS-NDAVR0-W,inactive
SMAS-NDAVR1-W,inactive
SMAS-NDAVR2-W,inactive
SMAS-NDGTR0-W,inactive
SMAS-NDGTR1-W,inactive
SMAS-NDGTR2-W,existing
SMAS-NDRCR0-W,inactive
SMAS-NDRCR1-W,inactive
SMAS-NDRCR2-W,existing
SMAS-NDRSR0-W,inactive
SMAS-NDRSR1-W,inactive
SMAS-NDRSR2-W,existing
SMAS-NDVCR0-W,inactive
SMAS-NDVCR1-W,inactive
SMAS-NDVCR2-W,inactive
SPAN-NAT-P,0
SPAN-SPA-P,0
SPT-CDMM30R0-W,existing
SPT-CRYSCR0-W,existing
SPT-HRGR0-W,existing
SPT-LMR0-EPPNF,inactive
SPT-LMR1-E,existing
SPT-R0NAT-PP,inactive
SPT-SMWR0-WPP,inactive
SPTU-BAHS720-W,0
SPTU-GPKH5-EM,0
ST-SAQLEGNS-N100SL,0
ST-SAQLEGNS-N100SM,0
ST-SAQLEGNS-N100SS,0
STAG-VKU10-W,0
STIC-ADACG-WCVG,inactive
STIC-ADCCC1-37NF,inactive
STIC-ADCMC1-31NF,inactive
STIC-ADGELI-WPSB,inactive
STIC-ADLCP-MOC,0
STIC-AFT-1WD12P,inactive
STIC-AJII-C11810NF,inactive
STIC-AJII-C12510NF,inactive
STIC-AJIITC-UCNF,inactive
STIC-AJIITD-UCNF,inactive
STIC-AJIITE-UCNF,inactive
STIC-AJIITF-UCNF,inactive
STIC-AJIITG-UCNF,inactive
STIC-AJIITH-UCNF,inactive
STIC-AJIITI-UCNF,inactive
STIC-AJIITJ-UCNF,inactive
STIC-AJIITK-UCNF,inactive
STIC-AJIITL-UCNF,inactive
STIC-AJIITM-UCNF,inactive
STIC-AJIITN-UCNF,inactive
STIC-APD60HR1-PEW2G,0
STIC-APD60HR2-PEW2G,new product
STIC-APD60HW-PEW2G,inactive
"STIC-APTAIU0,35-MO",0
"STIC-APTAIU2,5C-MO",inactive
"STIC-APTAIU2,8C-MO",inactive
"STIC-APTAIU3,8C-MO",0
"STIC-APTAIU4,7C-MO",0
"STIC-APTAIU5,6C-MO",inactive
STIC-APTAIU5CP-MO,inactive
STIC-BAHG240R1-W,0
STIC-BAHHGR0-W,inactive
STIC-BAHHGR1-W,inactive
STIC-BAHHS100-WM,inactive
STIC-BAHHW200-W,inactive
STIC-BAISM30-EPPVD,inactive
STIC-BAPRT100-WGCE,existing
STIC-BAPRT100R1-WGCE,0
STIC-BAPSR0-MO,inactive
STIC-BAPSR1-MO,existing
STIC-BB1YAMFDIN-C2W3,0
STIC-BB24MAMFDS-C1W3,0
STIC-BBEFCC1R0-W,0
STIC-BBEFCC2R0-W,0
STIC-BBEFCC3R0-W,0
STIC-BBEFCC4R0-W,0
STIC-BBLER1-WVG,inactive
STIC-BBLFR1-WVG,inactive
STIC-BBLIR1-WVG,inactive
STIC-BBLSHR1-WVG,inactive
STIC-BBLSPR1-WVG,inactive
STIC-BBMBLSR0-ELL,new product
STIC-BBMBW250R0-ELL,new product
STIC-BBMBW450R0-ELL,new product
STIC-BBMISR0-EGCC,inactive
STIC-BBMOMR0-EGCC,inactive
STIC-BBMPDR0-EGCC,inactive
STIC-BBMRFR0-EGCC,inactive
STIC-BBSMW100-E,existing
STIC-BBSMW50-E,existing
STIC-BBTCLF1R0-W,0
STIC-BBTCLF2R0-W,0
STIC-BBTCLF3R0-W,0
STIC-BBTCLF4R0-W,0
STIC-BBTCLF5R0-W,0
STIC-BBTCLF6R0-W,0
STIC-BBTCLF7R0-W,0
STIC-BBWGT550-BD,new product
STIC-BBWMGTJ5-BD,new product
STIC-BBWMGTR0-BD,existing
STIC-BBWMSSJ5-BD,new product
STIC-BBWMSSR0-BD,existing
STIC-BBWMYZJ5-BD,new product
STIC-BBWMYZR0-BD,existing
STIC-BBWSS550-BD,new product
STIC-BBWYZ550-BD,new product
STIC-BCAD50PH-K,new product
STIC-BCADLP00R0-W,existing
STIC-BCADLP01R0-W,existing
STIC-BCADLP02R0-W,existing
STIC-BCADLP03R0-W,existing
STIC-BCADLP04R0-W,existing
STIC-BCADLP05R0-W,existing
STIC-BCADLP06R0-W,existing
STIC-BCADLP07R0-W,existing
STIC-BCADLP08R0-W,existing
STIC-BCADLP09R0-W,existing
STIC-BCADLP10R0-W,existing
STIC-BCADLP11R0-W,existing
STIC-BCADLP12R0-W,existing
STIC-BCADLP13R0-W,existing
STIC-BCADLP14R0-W,existing
STIC-BCADLP15R0-W,existing
STIC-BCADLP16R0-W,existing
STIC-BCADLP17R0-W,existing
STIC-BCATWEMUA-ECNF,inactive
STIC-BCATWST-ECNF,0
STIC-BCBBCC-ECNF,inactive
STIC-BCBBCL-ECNF,inactive
STIC-BCBBCN-ECNF,inactive
STIC-BCBBLR1-W100,inactive
STIC-BCBBMR1-W100,inactive
STIC-BCBBOR1-W100,inactive
STIC-BCBBPR1-W100,inactive
STIC-BCBBRR1-W100,inactive
STIC-BCBBSR1-W100,inactive
STIC-BCBBSRR0-ECNF,0
STIC-BCBKELPBLV-S31,inactive
STIC-BCBKELPCBV-S31,inactive
STIC-BCBKELPRBV-S31,0
STIC-BCBKELPSWV-S31,inactive
STIC-BCBO01R1-MO,existing
STIC-BCBO03R1-MO,existing
STIC-BCBO06R1-MO,existing
STIC-BCBO07R1-MO,existing
STIC-BCBO08R1-MO,existing
STIC-BCBO09R1-MO,existing
STIC-BCBO10-MOPPW,inactive
STIC-BCBO10R1-MO,existing
STIC-BCBO10RP-MOPPW,inactive
STIC-BCBO1MOPPW-1W31,inactive
STIC-BCBO1RPMO-PW1W3,inactive
STIC-BCBO2MOPPW-1W31,inactive
STIC-BCBO2RPMO-PW1W3,inactive
STIC-BCBO3MOPPW-1W31,inactive
STIC-BCBO3RPMO-PW1W3,inactive
STIC-BCBO4MOPPW-1W31,inactive
STIC-BCBO4RPMO-PW1W3,inactive
STIC-BCBO5MOPPW-1W31,inactive
STIC-BCBO5RPMO-PW1W3,inactive
STIC-BCBO6MOPPW-1W31,inactive
STIC-BCBO6RPMO-PW1W3,inactive
STIC-BCBO7MOPPW-1W31,inactive
STIC-BCBO7RPMO-PW1W3,inactive
STIC-BCBO8MOPPW-1W31,inactive
STIC-BCBO8RPMO-PW1W3,inactive
STIC-BCBO9-MOPPW,inactive
STIC-BCBO9RP-MOPPW,inactive
STIC-BCBOAWIN-S1W122,inactive
STIC-BCBOAWNLSC-1W12,inactive
STIC-BCBOBWNLSC-1W12,inactive
STIC-BCBOCWIN-S1W122,inactive
STIC-BCBOCWNLSC-1W12,inactive
STIC-BCBODWNLSC-1W12,inactive
STIC-BCBOPALMO-PPW1W,0
STIC-BCBP01R-MOPP,inactive
STIC-BCBP01U-MOPP,inactive
STIC-BCBP08R-MOPP,inactive
STIC-BCBP08U-MOPP,inactive
STIC-BCBR0-WM,0
STIC-BCBSEBBFV-S31,inactive
STIC-BCBSEBFBV-S31,inactive
STIC-BCBTFF101N-SC21,inactive
STIC-BCBTFF102V-SC21,inactive
STIC-BCBTFF103V-SC21,inactive
STIC-BCBTFF104V-SC21,inactive
STIC-BCBWMMLP01R1-E,existing
STIC-BCBWMMLP02R1-E,existing
STIC-BCBWMMLP03R1-E,existing
STIC-BCBWMMLP04R1-E,existing
STIC-BCCBMUCMO-PW1W3,inactive
STIC-BCCBMUGMO-PW1W3,inactive
STIC-BCCBP-ECNF,inactive
STIC-BCCBPC-ECNF,inactive
STIC-BCCCLR0-ECNF,inactive
STIC-BCCCNR0-ECNF,inactive
STIC-BCCF04NMO-PPW1W,inactive
STIC-BCCF05CBMO-PPW1,inactive
STIC-BCCF06ESMO-PW1W,0
STIC-BCCF07FWMO-PW1W,0
STIC-BCCFEC1R1-WELS,inactive
STIC-BCCFEC2R1-WELS,inactive
STIC-BCCFEC3R1-WELS,inactive
STIC-BCCFEC4R1-WELS,inactive
STIC-BCCFLF1R1-WELS,inactive
STIC-BCCFLF2R1-WELS,inactive
STIC-BCCFLF3R1-WELS,inactive
STIC-BCCFLF4R1-WELS,inactive
STIC-BCCKB-ECNF,inactive
STIC-BCCKL-ECNF,inactive
STIC-BCCKM-ECNF,inactive
STIC-BCCKP-ECNF,inactive
STIC-BCCL01-WSCNF,inactive
STIC-BCCL02-WSCNF,inactive
STIC-BCCL03-WSCNF,inactive
STIC-BCCL04-WSCNF,inactive
STIC-BCCL05-WSCNF,inactive
STIC-BCCL06-WSCNF,inactive
STIC-BCCL07-WSCNF,inactive
STIC-BCCL08-WSCNF,inactive
STIC-BCCL09-WSCNF,inactive
STIC-BCCL10-WSCNF,inactive
STIC-BCCL10R1-MO,0
STIC-BCCL12R1-MO,0
STIC-BCCL2R1-MO,0
STIC-BCCL3R1-MO,inactive
STIC-BCCL4R1-MO,0
STIC-BCCL5R1-MO,0
STIC-BCCL6R1-MO,0
STIC-BCCL7R1-MO,0
STIC-BCCL8R1-MO,0
STIC-BCCL9R1-MO,0
STIC-BCCLCH-ECNF,inactive
STIC-BCCLCL-ECNF,inactive
STIC-BCCLEL-ECNF,inactive
STIC-BCCLEM-ECNF,inactive
STIC-BCCLGGMO-PW1W31,inactive
STIC-BCCLGNUMO-PW1W3,inactive
STIC-BCCLGPEAMO-PW1W,inactive
STIC-BCCLGPMO-PW1W31,inactive
STIC-BCCLMD-ECNF,inactive
STIC-BCCLSFR0-ECNF,inactive
STIC-BCCLSP-ECNF,inactive
STIC-BCCMB01R0-W,existing
STIC-BCCMB02R0-W,existing
STIC-BCCMB03R0-W,existing
STIC-BCCMF11C-W,existing
STIC-BCCMF22N-W,existing
STIC-BCCMF23W-W,existing
STIC-BCCMF32N-W,existing
STIC-BCCMF33W-W,existing
STIC-BCCMF42N-W,existing
STIC-BCCMF43W-W,existing
STIC-BCCMF52N-W,existing
STIC-BCCPA-ECNF,inactive
STIC-BCCPE-ECNF,inactive
STIC-BCCPF-ECNF,inactive
STIC-BCCPL-ECNF,inactive
STIC-BCCSF01R0-W,0
STIC-BCCSF02R0-W,0
STIC-BCCSF03R0-W,0
STIC-BCCSF04R0-W,0
STIC-BCDMLP01R0-ECNF,inactive
STIC-BCDMLP02R0-ECNF,inactive
STIC-BCDPBSSMR0-W,new product
STIC-BCDYMUP01-WC13,inactive
STIC-BCDYMUP02-WC13,inactive
STIC-BCEBBKR1-WSC,0
STIC-BCEBBLWSC-1W315,inactive
STIC-BCEBBRR1-WSC,0
STIC-BCEBBWSC-1W315P,inactive
STIC-BCEBPBLMO-PW1W3,inactive
STIC-BCEBPBLR1-MO,to be discontinued
STIC-BCEBPBTEMO-PW1W,inactive
STIC-BCEBPBTER1-MO,to be discontinued
STIC-BCEBPBTER2-MO,existing
STIC-BCECF01LBW-PPW1,inactive
STIC-BCECF01WIN-PW1W,inactive
STIC-BCECF02SPW-PPW1,inactive
STIC-BCECF02WIN-PW1W,inactive
STIC-BCECF03SBW-PPW1,inactive
STIC-BCECF03WIN-PW1W,inactive
STIC-BCECF04NW-PPW1W,inactive
STIC-BCECF04WIN-PW1W,0
STIC-BCECF05CBW-PPW1,inactive
STIC-BCECF05WIN-PW1W,0
STIC-BCECF1R0-WRL,existing
STIC-BCECF2R0-WRL,existing
STIC-BCECF3R0-WRL,inactive
STIC-BCECF4R0-WRL,inactive
STIC-BCECF5R0-WRL,inactive
STIC-BCECURMO-PPW,inactive
STIC-BCEL20R1-WSC2W,inactive
STIC-BCEL20R2-WC2W,0
STIC-BCEL21R1-WSC2W,inactive
STIC-BCEL21R2-WC2W,0
STIC-BCEL21WIN-S1W31,inactive
STIC-BCEL23R1-WSC2W,inactive
STIC-BCEL23R2-WC2W,0
STIC-BCEL26R1-WSC2W,inactive
STIC-BCEL26R2-WC2W,0
STIC-BCEL28R1-WSC2W,inactive
STIC-BCEL28R2-WC2W,inactive
STIC-BCEL29R1-WSC2W,inactive
STIC-BCEL29R2-WC2W,0
STIC-BCEL30R1-WSC2W,inactive
STIC-BCEL30R2-WC2W,0
STIC-BCEL30WIN-SW1W3,inactive
STIC-BCEL31R1-WSC2W,inactive
STIC-BCEL31R2-WC2W,0
STIC-BCEL31WIN-S1W31,inactive
STIC-BCEL32R1-WSC2W,inactive
STIC-BCEL32R2-WC2W,0
STIC-BCEL32WIN-S1W31,inactive
STIC-BCEL33R1-WSC2W,inactive
STIC-BCEL33R2-WC2W,inactive
STIC-BCEL33WIN-S1W31,inactive
STIC-BCEL34R1-WSC2W,inactive
STIC-BCEL34R2-WC2W,0
STIC-BCEL34WIN-S1W31,inactive
STIC-BCEL35R1-WSC2W,inactive
STIC-BCEL35R2-WC2W,0
STIC-BCEL35WIN-S1W31,inactive
STIC-BCEL36R1-WSC2W,inactive
STIC-BCEL36R2-WC2W,0
STIC-BCEL36WIN-S1W31,inactive
STIC-BCEL37R1-WSC2W,inactive
STIC-BCEL37R2-WC2W,0
STIC-BCEL37WIN-S1W31,inactive
STIC-BCEL38R1-WSC2W,inactive
STIC-BCEL38R2-WC2W,inactive
STIC-BCEL38WIN-S1W31,inactive
STIC-BCEL39R1-WSC2W,inactive
STIC-BCEL39R2-WC2W,inactive
STIC-BCEL40R1-WSC2W,inactive
STIC-BCEL40R2-WC2W,inactive
STIC-BCEL41R1-WSC2W,inactive
STIC-BCEL41R2-WC2W,0
STIC-BCEL42R1-WSC2W,inactive
STIC-BCEL42R2-WC2W,inactive
STIC-BCEL43R1-WSC2W,inactive
STIC-BCEL43R2-WC2W,0
STIC-BCEL44R1-WSC2W,inactive
STIC-BCEL44R2-WC2W,0
STIC-BCEL45R1-WSC2W,inactive
STIC-BCEL45R2-WC2W,inactive
STIC-BCEL46R1-WSC2W,inactive
STIC-BCEL46R2-WC2W,0
STIC-BCEL47R1-WSC2W,inactive
STIC-BCEL47R2-WC2W,0
STIC-BCEL48R1-WSC2W,inactive
STIC-BCEL48R2-WC2W,inactive
STIC-BCEL49R1-WSC2W,inactive
STIC-BCEL49R2-WC2W,inactive
STIC-BCEL50R1-WSC2W,inactive
STIC-BCEL50R2-WC2W,0
STIC-BCEL51R0-WSC1W,inactive
STIC-BCEL51R1-WSC2W,inactive
STIC-BCEL51R2-WC2W,0
STIC-BCEL52R0-WSC1W,inactive
STIC-BCEL52R1-WSC2W,inactive
STIC-BCEL52R2-WC2W,inactive
STIC-BCEL53R0-WSC1W,inactive
STIC-BCEL53R1-WSC2W,inactive
STIC-BCEL53R2-WC2W,0
STIC-BCELBKR1-WSC,0
STIC-BCELBLWSC-1W315,inactive
STIC-BCELBWSC-1W315P,inactive
STIC-BCELCFEC1-WS,inactive
STIC-BCELCFEC2-WS,inactive
STIC-BCELCFEC3-WS,inactive
STIC-BCELCFEC4-WS,inactive
STIC-BCELCFLF1-WS,inactive
STIC-BCELCFLF2-WS,inactive
STIC-BCELCFLF3-WS,inactive
STIC-BCELCFLF4-WS,inactive
STIC-BCELCP1-WC,inactive
STIC-BCELCP2-WC,inactive
STIC-BCELCP3-WC,inactive
STIC-BCELCP4-WC,inactive
STIC-BCELCPR1-WC,inactive
STIC-BCELCPR2-WC,inactive
STIC-BCELCPR3-WC,inactive
STIC-BCELCPR4-WC,inactive
STIC-BCELF01R0-W,inactive
STIC-BCELF01WIN-PW1W,inactive
STIC-BCELF02R0-W,inactive
STIC-BCELF02WIN-PW1W,inactive
STIC-BCELF03R0-W,0
STIC-BCELF03WIN-PW1W,inactive
STIC-BCELF04R0-W,inactive
STIC-BCELF04WIN-PW1W,inactive
STIC-BCELF05R0-W,0
STIC-BCELF05WIN-PW1W,inactive
STIC-BCELF1W-PW1WD37,inactive
STIC-BCELF2W-PW1WD37,inactive
