week,year,brand,coitem,product,co_volume,do_volume,co_value,do_value,kr,casefill,loss_pcs,cont_loss_pcs_by_brand,loss_value,cont_loss_value_by_brand,problem,action,estimation_recovery
21,2023,BIODEF,HBW-BWN1D-BD,BIODEF NATURAL PROTECTION MINT + YUZU BODY WASH ANTISEPTIK ALAMI BOTOL 275 ML,603,308,14341157,7321433,1257.434222,0.5108,295,0.8626,7019724,0.912,,,
21,2023,BIODEF,HBW-HWN1B-BD,BIODEF NATURAL PROTECTION MINT + YUZU HAND WASH ANTISEPTIK ALAMI POUCH 200 ML,260,221,3600413,3070013,675.5645505,0.85,39,0.114,530400,0.0689,,,
21,2023,BIODEF,HBW-HWN2B-BD,BIODEF NATURAL PROTECTION MINT + YUZU HAND WASH ANTISEPTIK ALAMI BOTOL 250 ML,216,213,4065192,4011642,379.3550187,0.9861,3,0.0088,53550,0.007,,,
21,2023,BIODEF,HBW-HWN1-BD,BIODEF NATURAL PROTECTION MINT + GREEN TEA HAND WASH ANTISEPTIK ALAMI POUCH 200 ML,195,192,2694900,2655375,573.1708258,0.9846,3,0.0088,39525,0.0051,,,
21,2023,BIODEF,HBW-BWN2C-BD,BIODEF NATURAL PROTECTION MINT + GREEN TEA BODY WASH ANTISEPTIK ALAMI POUCH 400 ML,5296,5294,128313534,128259534,17684.22594,0.9996,2,0.0058,54000,0.007,,,
21,2023,BIODEF,HBW-BWN2D-BD,BIODEF NATURAL PROTECTION MINT + YUZU BODY WASH ANTISEPTIK ALAMI POUCH 400 ML,1422,1422,34670534,34670534,6279.543536,1,0,0,0,0,,,
21,2023,BIODEF,P-RURM-BD,BIODEF RAMADHAN PACKAGE 2023 URBAN MOM,2,2,165000,165000,,1,0,0,0,0,,,
21,2023,BIODEF,HBW-BWN2A-BD,BIODEF NATURAL PROTECTION MINT + SEA SALT BODY WASH ANTISEPTIK ALAMI POUCH 400 ML,1667,1667,40724910,40724910,16890.41401,1,0,0,0,0,,,
21,2023,BIODEF,P-ROUM-BD,BIODEF RAMADHAN PACKAGE 2023 OUTDOOR MOM,2,2,145000,145000,,1,0,0,0,0,,,
21,2023,BIODEF,HBW-BWN1A-BD,BIODEF NATURAL PROTECTION MINT + SEA SALT BODY WASH ANTISEPTIK ALAMI BOTOL 275 ML,268,268,6431758,6431758,1346.193933,1,0,0,0,0,,,
21,2023,BIODEF,HBW-BWN1C-BD,BIODEF NATURAL PROTECTION MINT + GREEN TEA BODY WASH ANTISEPTIK ALAMI BOTOL 275 ML,250,250,5934058,5934058,1062.947796,1,0,0,0,0,,,
21,2023,BIODEF,HBW-HWN2-BD,BIODEF NATURAL PROTECTION MINT + GREEN TEA HAND WASH ANTISEPTIK ALAMI BOTOL 250 ML,184,184,3479442,3479442,362.4128363,1,0,0,0,0,,,
21,2023,BIODEF,P-RHLM-BD,BIODEF RAMADHAN PACKAGE 2023 HOME LOVIN’ MOM,3,3,235500,235500,,1,0,0,0,0,,,
21,2023,CRYSTALLURE,MY-REMCDAMG-W,MALAYSIA CRYSTALLURE SUPREME DOUBLE ACTION MICELLAR GEL 150 ML,84,0,9063848.64,0,28.75758335,0,84,0.24,9063848.64,0.1516,,,
21,2023,CRYSTALLURE,MY-MCSAHG-W,MALAYSIA CRYSTALLURE SUPREME ADVANCED HYDRA GEL 50 G,72,0,12553770.24,0,40.63571635,0,72,0.2057,12553770.24,0.21,,,
21,2023,CRYSTALLURE,MY-SRMCAB-W,MALAYSIA CRYSTALLURE SUPREME ACTIVATING BOOSTER ESSENCE 30 ML,51,0,10169923.06,0,40.63571739,0,51,0.1457,10169923.06,0.1701,,,
21,2023,CRYSTALLURE,MY-MCSRRC-W,MALAYSIA CRYSTALLURE SUPREME REVITALIZING RICH CREAM 50 G,36,0,6276885.12,0,40.63571635,0,36,0.1029,6276885.12,0.105,,,
21,2023,CRYSTALLURE,SRM-CSAE-W,CRYSTALLURE SUPREME ADVANCED EYE SERUM 15 ML,103,79,17729000,13629000,187.1138542,0.767,24,0.0686,4100000,0.0686,,,
21,2023,CRYSTALLURE,BO-CPLP-W,CRYSTALLURE PRECIOUS LUSTRE PRISM BLUSH 10 G,110,96,13873000,12109000,130.2188944,0.8727,14,0.04,1764000,0.0295,,,
21,2023,CRYSTALLURE,B-CPGR02-W,CRYSTALLURE PRECIOUS GLOW RADIANCE POWDER 13 BEIGE 18 G,59,49,9589000,7999000,111.2607678,0.8305,10,0.0286,1590000,0.0266,,,
21,2023,CRYSTALLURE,M-CSRRC-W,CRYSTALLURE SUPREME REVITALIZING RICH CREAM 50 G,406,396,91346000,89034000,681.7390779,0.9754,10,0.0286,2312000,0.0387,,,
21,2023,CRYSTALLURE,M-CSAOC-W,CRYSTALLURE SUPREME ACTIVATING OVERNIGHT CREAM 50 G,358,349,86216000,84068000,447.4148673,0.9749,9,0.0257,2148000,0.0359,,,
21,2023,CRYSTALLURE,FT-CHG-W,CRYSTALLURE DUAL REFINING TREATMENT SOLUTION 120 ML,114,108,30566000,28856000,181.7230464,0.9474,6,0.0171,1710000,0.0286,,,
21,2023,CRYSTALLURE,P-CSC1-W,ULTIMATE GLOW ESSENTIALS HAMPERS,7,2,2779000,794000,,0.2857,5,0.0143,1985000,0.0332,,,
21,2023,CRYSTALLURE,REM-CDAMG-W,CRYSTALLURE SUPREME DOUBLE ACTION MICELLAR GEL 150 ML,174,169,21894000,21274000,237.5952224,0.9713,5,0.0143,620000,0.0104,,,
21,2023,CRYSTALLURE,P-CLBOISC-W,CRYSTALLURE ULTIMATE ANTI-AGING ALL IN PACKAGE,45,40,18450000,16400000,,0.8889,5,0.0143,2050000,0.0343,,,
21,2023,CRYSTALLURE,CON-CPADC01-W,CRYSTALLURE PRECIOUS ALL DAY CORRECTIVE CONCEALER 11 LIGHT 1.9 ML,54,50,6690000,6198000,93.66561262,0.9259,4,0.0114,492000,0.0082,,,
21,2023,CRYSTALLURE,SRM-CAB-W,CRYSTALLURE SUPREME ACTIVATING BOOSTER ESSENCE 30 ML,401,398,102575000,101825000,727.4893692,0.9925,3,0.0086,750000,0.0125,,,
21,2023,CRYSTALLURE,P-CESR-W,CRYSTALLURE ESSENTIAL SKINCARE ROUTINE,24,21,6288000,5538000,88.35990006,0.875,3,0.0086,750000,0.0125,,,
21,2023,CRYSTALLURE,L-CPRLC03-W,CRYSTALLURE PRECIOUS LIQUID LIP COUTURE 03 GRANDIOSE 6.5 G,59,56,7070000,6716000,77.81613273,0.9492,3,0.0086,354000,0.0059,,,
21,2023,CRYSTALLURE,TC-CPLS04-W,CRYSTALLURE PRECIOUS LUMINIZING SILK POWDER FOUNDATION 14 CREME 12 G,19,16,3534000,2976000,34.64734496,0.8421,3,0.0086,558000,0.0093,,,
21,2023,CRYSTALLURE,TC-CPLS02-W,CRYSTALLURE PRECIOUS LUMINIZING SILK POWDER FOUNDATION 12 IVORY 12 G,68,66,12724000,12352000,85.44732779,0.9706,2,0.0057,372000,0.0062,,,
21,2023,CRYSTALLURE,B-CPGR01-W,CRYSTALLURE PRECIOUS GLOW RADIANCE POWDER 12 IVORY 18 G,74,73,12118000,11959000,103.5312938,0.9865,1,0.0029,159000,0.0027,,,
21,2023,CRYSTALLURE,M-CSAHG-W,CRYSTALLURE SUPREME ADVANCED HYDRA GEL 50 G,128,128,28564000,28564000,211.8631556,1,0,0,0,0,,,
21,2023,CRYSTALLURE,L-CPRLC05-W,CRYSTALLURE PRECIOUS LIQUID LIP COUTURE 05 LUXE 6.5 G,37,37,4390000,4390000,74.18583236,1,0,0,0,0,,,
21,2023,CRYSTALLURE,P-CTK-W,CRYSTALLURE ESSENTIAL SKIN CARE ROUTINE,4,4,1000000,1000000,,1,0,0,0,0,,,
21,2023,CRYSTALLURE,L-CPRLC04-W,CRYSTALLURE PRECIOUS LIQUID LIP COUTURE 04 HAUTE 6.5 G,95,95,11294000,11294000,74.10802705,1,0,0,0,0,,,
21,2023,CRYSTALLURE,TC-CPLS01-W,CRYSTALLURE PRECIOUS LUMINIZING SILK POWDER FOUNDATION 11 FAIR 12 G,37,37,6901000,6901000,58.59749136,1,0,0,0,0,,,
21,2023,CRYSTALLURE,FW-CFW-W,CRYSTALLURE MOISTURE RICH CLEANSING FOAM 100 ML,260,260,31484000,31484000,396.2972632,1,0,0,0,0,,,
21,2023,CRYSTALLURE,TC-CPLS03-W,CRYSTALLURE PRECIOUS LUMINIZING SILK POWDER FOUNDATION 13 BEIGE 12 G,56,56,10549000,10549000,95.01851675,1,0,0,0,0,,,
21,2023,CRYSTALLURE,CON-CPADC02-W,CRYSTALLURE PRECIOUS ALL DAY CORRECTIVE CONCEALER 12 BEIGE1.9 ML,48,48,5940000,5940000,77.38314018,1,0,0,0,0,,,
21,2023,CRYSTALLURE,P-CGK-W,CRYSTALLURE ADVANCED GLOW KIT,34,34,8660000,8660000,172.7226251,1,0,0,0,0,,,
21,2023,CRYSTALLURE,P-CFG-W,CRYSTALLURE FESTIVE GLOW PACKAGE,8,8,3936000,3936000,,1,0,0,0,0,,,
21,2023,CRYSTALLURE,L-CPRLC02-W,CRYSTALLURE PRECIOUS LIQUID LIP COUTURE 02 SOPHISTIQUE 6.5 G,49,49,5866000,5866000,103.1026043,1,0,0,0,0,,,
21,2023,CRYSTALLURE,L-CPRLC01-W,CRYSTALLURE PRECIOUS LIQUID LIP COUTURE 01 ROYALE 6.5 G,25,25,3010000,3010000,46.68805704,1,0,0,0,0,,,
21,2023,CRYSTALLURE,SRM-CSRO-W,CRYSTALLURE SUPREME REVITALIZING OIL SERUM 30 ML,365,365,92875000,92875000,468.4210303,1,0,0,0,0,,,
21,2023,CRYSTALLURE,P-CD2-W,FESTIVE RADIANT LOOK HAMPERS,2,2,714000,714000,,1,0,0,0,0,,,
21,2023,EMINA,LB-LMPB-EM,EMINA LIP MASK 9 GR (BLISTER VERSION),14849,7583,578279308,296468944,6027.253066,0.5107,7266,0.1635,281810364,0.1652,,,
21,2023,EMINA,SS-SBAT30N2-EM,EMINA SUN BATTLE SPF 30 PA+++ 23 ML,30677,26424,547875692,472619179,29438.37616,0.8614,4253,0.0957,75256513,0.0441,,,
21,2023,EMINA,LB-SR-EM4.2GR,EMINA SUGAR RUSH LIP SCRUB 4.2 GR (PC(S)),10301,6457,399051920,250733936,4324.135378,0.6268,3844,0.0865,148317984,0.087,,,
21,2023,EMINA,PRM-PR-EM20ML,EMINA PORE RANGER 20 ML (PC(S)),6648,3020,427425223,194502901,3302.862442,0.4543,3628,0.0816,232922322,0.1366,,,
21,2023,EMINA,LB-STSPC-EM,EMINA OH SO KISSABLE TINTED BALM STICK PLUM CANDY 3.4 G,5957,2879,174379284,84577282,3158.200654,0.4833,3078,0.0692,89802002,0.0527,,,
21,2023,EMINA,LB-STSPB-EM,EMINA OH SO KISSABLE TINTED BALM STICK PINK BONBONS 3.4 G,4600,2805,134621342,82242581,2316.054065,0.6098,1795,0.0404,52378761,0.0307,,,
21,2023,EMINA,M-IAB-EM50ML,EMINA MOIST IN A BOTTLE 50 ML (PC(S)),1448,380,42152504,11083001,1415.692383,0.2624,1068,0.024,31069503,0.0182,,,
21,2023,EMINA,FW-BSW-EM,EMINA BRIGHT STUFF WHIP FACE WASH 50 ML,10244,9242,219883500,197923500,16503.5009,0.9022,1002,0.0225,21960000,0.0129,,,
21,2023,EMINA,LB-LMMC-EM,EMINA LIP MASK MILKY MATCHA 9 G,1715,895,66607500,34919500,1142.279238,0.5219,820,0.0184,31688000,0.0186,,,
21,2023,EMINA,L-GS01-EM,EMINA GLOSSY STAIN 01 AUTUMN BELL 3 G,3766,3113,191135344,158253343,,0.8266,653,0.0147,32882001,0.0193,,,
21,2023,EMINA,L-CM11-EM5.5GR,EMINA CREAMATTE 11 AMAZEBALLS 5.5 GR,1903,1265,93631907,62335565,2386.972216,0.6647,638,0.0144,31296342,0.0184,,,
21,2023,EMINA,L-GS03-EM,EMINA GLOSSY STAIN 03 CANDY RAIN 3 G,1617,992,81613882,50127881,1183.995792,0.6135,625,0.0141,31486001,0.0185,,,
21,2023,EMINA,SS-SBSP30-EM,EMINA SKIN BUDDY SUN PROTECTION SPF 30 PA+++ 60 ML,6696,6103,246793285,225004786,9954.452996,0.9114,593,0.0133,21788499,0.0128,,,
21,2023,EMINA,M-RPHAG-EM,EMINA MS. PIMPLE ACNE SOLUTION MOISTURIZING GEL 20 ML,6332,5774,169863252,154930752,13096.96332,0.9119,558,0.0126,14932500,0.0088,,,
21,2023,EMINA,MY-LBLMMC-EM,MALAYSIA EMINA LIP MASK MILKY MATCHA 9 G,552,0,19618996.32,0,322.5286624,0,552,0.0124,19618996.32,0.0115,,,
21,2023,EMINA,FA-CLHP-EM,EMINA CHEEK LIT HIGHLIGHTER POWDER NUDESPARKLE 3.8 G,765,264,34899000,11942000,487.0990784,0.3451,501,0.0113,22957000,0.0135,,,
21,2023,EMINA,LB-LMOR-EM,EMINA LIP MASK ORANGE SQUASH 9 G,1349,861,52375865,33497865,835.0195567,0.6383,488,0.011,18878000,0.0111,,,
21,2023,EMINA,L-GS05-EM,EMINA GLOSSY STAIN 05 SPRING DAZZLE 3 G,1726,1290,87673202,65501202,,0.7474,436,0.0098,22172000,0.013,,,
21,2023,EMINA,L-GS02-EM,EMINA GLOSSY STAIN 02 APPLE SHOWER 3 G,2234,1817,113546842,92416841,,0.8133,417,0.0094,21130001,0.0124,,,
21,2023,EMINA,L-NLCXCA-EM,EMINA POPPIN' MATTE X CHATIME 11 CHATIME MILK TEA,595,180,28742000,8682000,,0.3025,415,0.0093,20060000,0.0118,,,
21,2023,EMINA,REM-RBSMWN2-EM,EMINA BRIGHT STUFF MICELLAR WATER 50 ML,7150,6752,122813011,116047010,5932.124965,0.9443,398,0.009,6766001,0.004,,,
21,2023,EMINA,LB-LMPR-EM,EMINA LIP MASK VANILLA PRETZEL 9 G,1427,1030,55383498,40099000,888.9949236,0.7218,397,0.0089,15284498,0.009,,,
21,2023,EMINA,FT-BST-EM,EMINA BRIGHT STUFF FACE TONER 100 ML,15355,14986,466447060,455299059,21031.28334,0.976,369,0.0083,11148001,0.0065,,,
21,2023,EMINA,BBC-HSBBN-EM,EMINA DAILY MATTE BB CREAM 02 NATURAL 16 G,3955,3622,117683723,107860222,3756.506492,0.9158,333,0.0075,9823501,0.0058,,,
21,2023,EMINA,EB-TS-EM2.9GR,EMINA TOP SECRET EYEBROW 2.9 GR (PC(S)),554,239,31139000,13338500,532.750769,0.4314,315,0.0071,17800500,0.0104,,,
21,2023,EMINA,MY-LBLMPR-EM,MALAYSIA EMINA LIP MASK VANILLA PRETZEL 9 G,312,0,11088997.92,0,346.809806,0,312,0.007,11088997.92,0.0065,,,
21,2023,EMINA,MY-ELEDPBL-EM,MALAYSIA EMINA EYE DO! PENCIL EYE LINER BLACK 1 GR (PC(S)),274,0,10154829.08,0,117.7656801,0,274,0.0062,10154829.08,0.006,,,
21,2023,EMINA,MY-EBABBL-EM,MALAYSIA EMINA AGENT OF BROW BLACK 1.2 GR (PC(S)),267,0,6298748.94,0,109.6058646,0,267,0.006,6298748.94,0.0037,,,
21,2023,EMINA,MY-ELEDPBR-EM,MALAYSIA EMINA EYE DO! PENCIL EYE LINER BROWN 1 GR (PC(S)),262,0,9710092.04,0,86.18039476,0,262,0.0059,9710092.04,0.0057,,,
21,2023,EMINA,L-LLS03-EM,EMINA WATERCOLOR LIP SERUM 03 DUSK 2 G,1683,1442,61171500,52468500,1924.23002,0.8568,241,0.0054,8703000,0.0051,,,
21,2023,EMINA,L-MC02-EM,EMINA MATTECRUSH 02 MAUVE SQUIRREL,324,102,14956000,4720000,166.497208,0.3148,222,0.005,10236000,0.006,,,
21,2023,EMINA,BO-CLPCS-EM3.5GR,EMINA CHEEK LIT PRESSED BLUSH SUGARCANE 3.5 GR (PC(S)),1386,1170,53575069,45233069,896.4974911,0.8442,216,0.0049,8342000,0.0049,,,
21,2023,EMINA,BBC-HSBBL-EM,EMINA DAILY MATTE BB CREAM 01 LIGHT 16 G,2318,2117,68801247,62871746,3167.235699,0.9133,201,0.0045,5929501,0.0035,,,
21,2023,EMINA,EB-SMUEMB-EM,EMINA SQUEEZE ME UP BROWCARA ASHY 8 G,636,442,35938760,25064760,690.5639771,0.695,194,0.0044,10874000,0.0064,,,
21,2023,EMINA,EB-SMUEMA-EM,EMINA SQUEEZE ME UP BROWCARA WOODY 8 G,719,528,40586000,29866000,881.3876696,0.7344,191,0.0043,10720000,0.0063,,,
21,2023,EMINA,MASK-SLA-EM5GR,EMINA STAR LASH AQUA MASCARA 5 GR (PC(S)),388,203,19458500,10181000,534.7634875,0.5232,185,0.0042,9277500,0.0054,,,
21,2023,EMINA,B-DMCP02-EM,EMINA DAILY MATTE COMPACT POWDER 02 NATURAL 11 G,6304,6121,229040296,222446296,6373.544151,0.971,183,0.0041,6594000,0.0039,,,
21,2023,EMINA,B-DMLP01-EM,EMINA DAILY MATTE LOOSE POWDER 01 LIGHT BEIGE 20 G,2746,2564,99656980,93086980,3367.103027,0.9337,182,0.0041,6570000,0.0039,,,
21,2023,EMINA,BO-CLCPI-EM10ML,EMINA CHEEK LIT CREAM BLUSH PINK 10 ML (PC(S)),1134,957,36608000,30922000,740.8426995,0.8439,177,0.004,5686000,0.0033,,,
21,2023,EMINA,BO-CLPPPML-EM3.5GR,EMINA CHEEK LIT PRESSED BLUSH MARSHMALLOW LADY 3.5 GR (PC(S)),2694,2517,104450293,97635793,2030.475109,0.9343,177,0.004,6814500,0.004,,,
21,2023,EMINA,M-BSC-EM,EMINA BRIGHT STUFF MOISTURIZING CREAM 20 ML,72777,72604,1843543921,1839184921,88524.47217,0.9976,173,0.0039,4359000,0.0026,,,
21,2023,EMINA,BO-CLPPTVB-EM3.5GR,EMINA CHEEK LIT PRESSED BLUSH VIOLET BERRY 3.5 GR (PC(S)),1056,892,41070470,34716470,650.9701987,0.8447,164,0.0037,6354000,0.0037,,,
21,2023,EMINA,MASK-CLV-EM,EMINA COSMIC LASH VOLUME MASCARA 6 G,1091,937,66727425,57442425,3992.328,0.8588,154,0.0035,9285000,0.0054,,,
21,2023,EMINA,SS-SBAT30-EM,EMINA SUN BATTLE SPF 30 PA+++ 60 ML,92776,92629,2926474979,2921863979,134389.613,0.9984,147,0.0033,4611000,0.0027,Loss terbesar di W19 saat spike order Watsons,Sudah re PO di W21,
21,2023,EMINA,MY-LTCR04-EM,MALAYSIA EMINA CREAMYTINT 04 WILD BERRY 3.6 G,144,0,5819299.2,0,137.7952151,0,144,0.0032,5819299.2,0.0034,,,
21,2023,EMINA,FM-AIS-EM30G,EMINA AQUA INFUSED SLEEPING MASK 30 G,1255,1122,59373679,53107900,1209.820478,0.894,133,0.003,6265779,0.0037,,,
21,2023,EMINA,L-CM09-EM5.5GR,EMINA CREAMATTE 09 BABY FOX 5.5 GR,758,625,36612000,30222000,734.6467559,0.8245,133,0.003,6390000,0.0037,,,
21,2023,EMINA,LT-MPSR-EM5.5ML,EMINA MAGIC POTION 01 SCARLET 5.5 ML,1317,1185,64788565,58188564,1856.010171,0.8998,132,0.003,6600001,0.0039,,,
21,2023,EMINA,L-MC03-EM,EMINA MATTECRUSH 03 RED PANDA,398,275,18420000,12732000,219.8792961,0.691,123,0.0028,5688000,0.0033,,,
21,2023,EMINA,BO-CLBSPE-EM,EMINA CHEEK LIT BLUSH STICK PEACH 7 G,706,586,38180880,31697880,656.7402053,0.83,120,0.0027,6483000,0.0038,,,
21,2023,EMINA,L-GS07-EM,EMINA GLOSSY STAIN 07 FRENCH VANILLA 3 G,1587,1469,79913500,74001500,6376.52655,0.9256,118,0.0027,5912000,0.0035,,,
21,2023,EMINA,L-GS10-EM,EMINA GLOSSY STAIN 10 CHOCO PRALINE 3 G,1456,1340,73199500,67399500,2550.61062,0.9203,116,0.0026,5800000,0.0034,,,
21,2023,EMINA,L-GS09-EM,EMINA GLOSSY STAIN 09 RED BEAN 3 G,1502,1387,75567500,69805500,4080.976992,0.9234,115,0.0026,5762000,0.0034,,,
21,2023,EMINA,L-GS08-EM,EMINA GLOSSY STAIN 08 POURING TEA 3 G,1461,1347,73481500,67781500,3825.91593,0.922,114,0.0026,5700000,0.0033,,,
21,2023,EMINA,LT-CR05-EM,EMINA CREAMYTINT 05 CHERRY SODA 3.6 G,936,823,41641180,36637180,1238.937989,0.8793,113,0.0025,5004000,0.0029,,,
21,2023,EMINA,L-GS06-EM,EMINA GLOSSY STAIN 06 COFFEE DROP 3 G,1488,1376,74927500,69327500,5322.83724,0.9247,112,0.0025,5600000,0.0033,,,
21,2023,EMINA,FM-MGT-EM60ML,EMINA GREEN TEA LATTE FACE MASK 60 ML (PC(S)),365,258,11881000,8430000,662.7421987,0.7068,107,0.0024,3451000,0.002,,,
21,2023,EMINA,FS-AJ-EM60ML,EMINA APRICOT JAM FACE SCRUB 60 ML (PC(S)),1082,978,28979000,26223000,1757.731874,0.9039,104,0.0023,2756000,0.0016,,,
21,2023,EMINA,LT-MP06-EM,EMINA MAGIC POTION 06 SASSY 5.5 ML,766,663,37013620,32039620,1278.662502,0.8655,103,0.0023,4974000,0.0029,,,
21,2023,EMINA,FW-AN1-EM,EMINA NATURA PAL GEL CLEANSER 100 ML,1235,1135,42559430,39036430,2415.843313,0.919,100,0.0022,3523000,0.0021,,,
21,2023,EMINA,LB-SLN-EM3.7GR,EMINA SMOOCHIES LIP BALM LEMONADE 3.7 GR (PC(S)),216,121,6702000,3750500,130.5468868,0.5602,95,0.0021,2951500,0.0017,,,
21,2023,EMINA,L-NLCBLE2-EM,EMINA POPPIN' MATTE THE 90'S EDITION 07 RUBIC CUBIC 4.5 G,128,37,6170000,1802000,,0.2891,91,0.002,4368000,0.0026,,,
21,2023,EMINA,CUS-DM04-EM,EMINA DAILY MATTE CUSHION N02 NATURAL 15 G,738,647,66172500,57992500,1675.445688,0.8767,91,0.002,8180000,0.0048,,,
21,2023,EMINA,BBC-HSBBC-EM,EMINA DAILY MATTE BB CREAM 03 CARAMEL 16 G,1228,1141,36451526,33876026,1866.714028,0.9292,87,0.002,2575500,0.0015,,,
21,2023,EMINA,L-SMULMB-EM,EMINA SQUEEZE ME UP LIP MATTE 02 BAKE A COOKIE 6.5 G,244,160,13770000,9052000,297.9857992,0.6557,84,0.0019,4718000,0.0028,,,
21,2023,EMINA,L-SMULMD-EM,EMINA SQUEEZE ME UP LIP MATTE 04 LIL DANCING 6.5 G,129,46,7248000,2590000,85.88292733,0.3566,83,0.0019,4658000,0.0027,,,
21,2023,EMINA,P-BSFWRRP-EM,EMINA BRIGHT STUFF FACE WASH 50 ML ISI 6 PCS,112,30,11480000,3075000,,0.2679,82,0.0018,8405000,0.0049,,,
21,2023,EMINA,BO-CLPPB-EM3.5GR,EMINA CHEEK LIT PRESSED BLUSH BITTERSWEET 3.5 GR (PC(S)),1490,1410,57611470,54531470,1426.439619,0.9463,80,0.0018,3080000,0.0018,,,
21,2023,EMINA,BO-CLCNB-EM10ML,EMINA CHEEK LIT CREAM BLUSH NUDIE BROWN 10 ML,453,374,14736000,12186000,403.2017833,0.8256,79,0.0018,2550000,0.0015,,,
21,2023,EMINA,EB-SMUEMC-EM,EMINA SQUEEZE ME UP BROWCARA CLEAR 8 G,673,594,37962000,33538000,719.525128,0.8826,79,0.0018,4424000,0.0026,,,
21,2023,EMINA,EL-ELT-EM,EMINA TOTAL ECLIPSE PEN LINER 1 ML,661,583,36275145,31968145,2822.977474,0.882,78,0.0018,4307000,0.0025,,,
21,2023,EMINA,B-DMCP03-EM,EMINA DAILY MATTE COMPACT POWDER 03 CARAMEL 11 G,2576,2500,93537999,90789999,2624.419138,0.9705,76,0.0017,2748000,0.0016,,,
21,2023,EMINA,B-DMCP01-EM,EMINA DAILY MATTE COMPACT POWDER 01 LIGHT 11 G,3514,3440,127230338,124556338,4254.003961,0.9789,74,0.0017,2674000,0.0016,,,
21,2023,EMINA,ES-PRPBK-EM3.3GR,EMINA POP ROUGE PRESSED EYE SHADOW BRICK 3.3 GR (PC(S)),267,199,11929500,8885500,287.8877975,0.7453,68,0.0015,3044000,0.0018,,,
21,2023,EMINA,L-CM08-EM5.5GR,EMINA CREAMATTE 08 PUMPKIN SPICE 5.5 GR,639,571,30913120,27649120,609.4532142,0.8936,68,0.0015,3264000,0.0019,,,
21,2023,EMINA,FT-BSTN2-EM,EMINA BRIGHT STUFF FACE TONER 50 ML,6273,6205,113936277,112709277,4279.22743,0.9892,68,0.0015,1227000,0.0007,,,
21,2023,EMINA,MA-BSE-EM,EMINA BRIGHT STUFF ESSENCE SHEET MASK 23 G,9021,8954,135951178,134967678,14430.52048,0.9926,67,0.0015,983500,0.0006,Lockdown supplier Shanghai ,"1. Next incoming hasil exception CRB lebih pudar ETA W21 40k pcs
2. Next replenishment terkendala lockdown supplier pouch OEM Cosmax di Shanghai, est lockdown selesai di 1 Juni 2022 -> ETA PTI tbc
3. Pemerataan stok exist di DC",W30
21,2023,EMINA,SRM-BSS-EM,EMINA BRIGHT STUFF FACE SERUM 30 ML,11812,11746,609085132,605704132,17332.22056,0.9944,66,0.0015,3381000,0.002,,,
21,2023,EMINA,L-GS04-EM,EMINA GLOSSY STAIN 04 PEACH SPRINKLES 3 G,2057,1992,105126881,101868881,,0.9684,65,0.0015,3258000,0.0019,,,
21,2023,EMINA,CUS-DM03-EM,EMINA DAILY MATTE CUSHION W02 NATURAL 15 G,903,838,80984785,75172785,1705.56084,0.928,65,0.0015,5812000,0.0034,,,
21,2023,EMINA,EB-TS-EM3.3GR,TOP SECRET EYEBROW,62,0,3142500,0,,0,62,0.0014,3142500,0.0018,,,
21,2023,EMINA,FT-BSE-EM,EMINA BRIGHT STUFF EXFOLIATING TONER 100 ML,1234,1173,46641000,44341500,3444.282,0.9506,61,0.0014,2299500,0.0013,,,
21,2023,EMINA,FM-MAV-EM,EMINA MASQUERADE FACE MASK ALOE VERA 23 G,60,0,900000,0,,0,60,0.0013,900000,0.0005,,,
21,2023,EMINA,FW-RPHAS-EM,EMINA MS. PIMPLE ACNE SOLUTION FACE WASH 50 ML,11902,11842,253288100,252003100,21736.23082,0.995,60,0.0013,1285000,0.0008,,,
21,2023,EMINA,BO-CLPPMCB-EM3.5GR,EMINA CHEEK LIT PRESSED BLUSH CHERRY BLOSSOMS 3.5 GR (PC(S)),504,445,19458470,17176970,457.8061608,0.8829,59,0.0013,2281500,0.0013,,,
21,2023,EMINA,L-SMULMA-EM,EMINA SQUEEZE ME UP LIP MATTE 01 HAVE A PICNIC 6.5 G,116,60,6516000,3374000,102.2216094,0.5172,56,0.0013,3142000,0.0018,,,
21,2023,EMINA,FT-AN1-EM,EMINA NATURA PAL TONER ESSENCE 100 ML,735,679,33079500,30539500,1412.219073,0.9238,56,0.0013,2540000,0.0015,,,
21,2023,EMINA,FW-BSACNE-EM,EMINA BRIGHT STUFF FOR ACNE PRONE SKIN FACE WASH 100 ML,16520,16464,525640923,523875423,20773.64748,0.9966,56,0.0013,1765500,0.001,,,
21,2023,EMINA,FM-MGRA-EM,EMINA MASQUERADE FACE MASK GRAPEFRUIT 23 G,939,883,13858500,13046500,1692.010504,0.9404,56,0.0013,812000,0.0005,,,
21,2023,EMINA,B-DMCP04-EM,EMINA DAILY MATTE COMPACT POWDER 04 MOCCA 11 G,704,648,25420000,23398000,1084.785041,0.9205,56,0.0013,2022000,0.0012,,,
21,2023,EMINA,FM-MTTO-EM,EMINA MASQUERADE FACE MASK TEA TREE OIL 23 G,3508,3458,53554406,52781406,8057.47878,0.9857,50,0.0011,773000,0.0005,,,
21,2023,EMINA,M-BSTUC-EM,EMINA BRIGHT STUFF TONE UP CREAM 20 ML,21036,20987,533547783,532301783,30430.13574,0.9977,49,0.0011,1246000,0.0007,,,
