week,year,brand,coitem,product,co_volume,do_volume,co_value,do_value,kr,casefill,loss_pcs,cont_loss_pcs_by_brand,loss_value,cont_loss_value_by_brand,problem,action,estimation_recovery
21,2023,EMINA,MY-BRUSEBS-EM,MALAYSIA EMINA BRUSH SET (SET),3,3,237082.56,237082.56,170.802685,1,0,0,0,0,,,
21,2023,EMINA,MY-BRBMLP04-EM,MALAYSIA EMINA BARE WITH ME MINERAL LOOSE POWDER 04 EBONY 8 G,22,22,1111704.44,1111704.44,103.9910406,1,0,0,0,0,,,
21,2023,EMINA,MY-BRBMLP03-EM,MALAYSIA EMINA BARE WITH ME MINERAL LOOSE POWDER 03 AMBER 8 G,7,7,353724.14,353724.14,142.5532542,1,0,0,0,0,,,
21,2023,EMINA,MY-BRBMLP02-EM,MALAYSIA EMINA BARE WITH ME MINERAL LOOSE POWDER 02 LIGHT BEIGE 8 G,6,6,303192.12,303192.12,146.7088121,1,0,0,0,0,,,
21,2023,EMINA,MY-BRBMLP01-EM,MALAYSIA EMINA BARE WITH ME MINERAL LOOSE POWDER 01 FAIR 8 G,53,53,2678197.06,2678197.06,127.1969114,1,0,0,0,0,,,
21,2023,EMINA,MY-MURDIS-EM,MALAYSIA EMINA DIRT-LESS IN SIGHT MAKE UP REMOVER 50 ML (PC(S)),1,1,24903.34,24903.34,109.5662841,1,0,0,0,0,,,
21,2023,EMINA,P-RM-EM,EMINA HAPPY GIRLS ARE THE PRETTIEST MAKEUP + SKINCARE BOX,28,28,3059000,3059000,19.63718199,1,0,0,0,0,,,
21,2023,EMINA,MY-BOCLPPTVB-EM,MALAYSIA EMINA CHEEK LIT PRESSED BLUSH VIOLET BERRY 3.5 GR (PC(S)),3,3,121235.4,121235.4,119.5862341,1,0,0,0,0,,,
21,2023,EMINA,MY-BOCLPPMCB-EM,MALAYSIA EMINA CHEEK LIT PRESSED BLUSH CHERRY BLOSSOMS 3.5 GR (PC(S)),7,7,282882.6,282882.6,120.6454548,1,0,0,0,0,,,
21,2023,EMINA,MY-BOCLPPCCC-EM,MALAYSIA EMINA CHEEK LIT PRESSED BLUSH COTTON CANDY 3.5 GR (PC(S)),9,9,363706.2,363706.2,106.220145,1,0,0,0,0,,,
21,2023,EMINA,MY-PRMPR-EM,MALAYSIA EMINA PORE RANGER 20 ML (PC(S)),13,13,715288.86,715288.86,200.2961946,1,0,0,0,0,,,
21,2023,EMINA,MY-BOCLPPB-EM,MALAYSIA EMINA CHEEK LIT PRESSED BLUSH BITTERSWEET 3.5 GR (PC(S)),10,10,404118,404118,107.9351309,1,0,0,0,0,,,
21,2023,EMINA,MY-BOCLPML-EM,MALAYSIA EMINA CHEEK LIT PRESSED BLUSH MARSHMALLOW LADY 3.5 GR (PC(S)),7,7,282882.6,282882.6,103.5019382,1,0,0,0,0,,,
21,2023,EMINA,MY-BOCLPCS-EM,MALAYSIA EMINA CHEEK LIT PRESSED BLUSH SUGARCANE 3.5 GR (PC(S)),28,28,1131530.4,1131530.4,117.418068,1,0,0,0,0,,,
21,2023,EMINA,MY-BOCLCPI-EM,MALAYSIA EMINA CHEEK LIT CREAM BLUSH PINK 10 ML (PC(S)),1,1,37061.42,37061.42,203.994578,1,0,0,0,0,,,
21,2023,EMINA,MY-BOCLCPE-EM,MALAYSIA EMINA CHEEK LIT CREAM BLUSH PEACH 10 ML (PC(S)),4,4,148245.68,148245.68,254.5423191,1,0,0,0,0,,,
21,2023,EMINA,MY-BOCLCNB-EM,MALAYSIA EMINA CHEEK LIT CREAM BLUSH NUDIE BROWN 10 ML,2,2,74122.84,74122.84,191.689641,1,0,0,0,0,,,
21,2023,EMINA,MY-BBSLP-EM,MALAYSIA EMINA BRIGHT STUFF LOOSE POWDER 55 G,190,190,3924434.8,3924434.8,597.3420596,1,0,0,0,0,,,
21,2023,EMINA,MY-REMRBSMWN1-EM,MALAYSIA EMINA BRIGHT STUFF MICELLAR WATER 100 ML,49,49,1386124.74,1386124.74,243.5577277,1,0,0,0,0,,,
21,2023,EMINA,MY-REMSBRMW-EM,MALAYSIA EMINA SKIN BUDDY MICELLAR WATER 100 ML,5,5,141441.3,141441.3,69.05280944,1,0,0,0,0,,,
21,2023,EMINA,MY-SRMASSE-EM,MALAYSIA EMINA MS. PIMPLE ACNE SOLUTION SPOT GEL 15 ML,74,74,2236465,2236465,461.7092307,1,0,0,0,0,"No issue seharusnya, awal W21 stock pharmacore  5K",Parama cek kenapa ada gap CO dan DO,W22
21,2023,EMINA,FS-BSFS-EM,EMINA BRIGHT STUFF FACE SCRUB 50 ML,5513,5513,117222880,117222880,7612.961553,1,0,0,0,0,,,
21,2023,EMINA,BP-BMISN2-EM,EMINA BODY MIST INDIAN SUMMER 10 ML,28,28,621000,621000,26.66455611,1,0,0,0,0,,,
21,2023,EMINA,MY-SRMBSS-EM,MALAYSIA EMINA BRIGHT STUFF FACE SERUM 30 ML,77,77,3909582.6,3909582.6,1107.58914,1,0,0,0,0,"Per 30/05 Stock Pharmacore 4.6K, Di Jalan 4.5K, di NDC 6.7K",Expedite distribusi,W23
21,2023,EMINA,MY-SSSB45-EM,MALAYSIA EMINA SUN BATTLE SPF 45 PA+++,39,39,2112190.08,2112190.08,319.2727778,1,0,0,0,0,,,
21,2023,EMINA,MY-SSSBAT30-EM,MALAYSIA EMINA SUN BATTLE SPF 30 PA+++,108,108,3525152.4,3525152.4,823.8421192,1,0,0,0,0,,,
21,2023,EMINA,MY-SSSBSP30-EM,MALAYSIA EMINA SKIN BUDDY SUN PROTECTION SPF 30 PA+++ 60 ML,48,48,1891686.72,1891686.72,772.7986519,1,0,0,0,0,,,
21,2023,EMINA,P-BSFTRRP-EM,EMINA BRIGHT STUFF FACE TONER 50 ML ISI 6 PCS,81,81,8302500,8302500,111.9069383,1,0,0,0,0,,,
21,2023,EMINA,M-AN1-EM,EMINA NATURA PAL GEL MOISTURIZER 20 ML,1314,1314,48609000,48609000,2458.979079,1,0,0,0,0,,,
21,2023,EMINA,LT-MP04-EM,EMINA MAGIC POTION 04 SIENNA 5.5 ML,575,575,27755840,27755840,989.1091859,1,0,0,0,0,,,
21,2023,EMINA,LT-CR03-EM,EMINA CREAMYTINT 03 SUNBEAM 3.6 G,441,441,19568960,19568960,752.8138512,1,0,0,0,0,,,
21,2023,INSTAPERFECT,PRM-RRIPSP-W,INSTAPERFECT BLUR MATTIFYING PRIMER 20 ML,2095,1899,172758999,156370999,2273.347709,0.9064,196,0.1956,16388000,0.1429,,,
21,2023,INSTAPERFECT,TC-IPPF01-W,INSTAPERFECT MATTE FIT POWDER FOUNDATION 11 FAIR PINK 13 G,373,274,47726000,35096000,822.1508252,0.7346,99,0.0988,12630000,0.1102,,,
21,2023,INSTAPERFECT,L-IPMLMP13-W,INSTAPERFECT MATTESETTER LIP MATTE PAINT 13 ENCHANTED,140,54,13590000,5300000,185.7833789,0.3857,86,0.0858,8290000,0.0723,,,
21,2023,INSTAPERFECT,BO-IPCBBC02-W5.6G,INSTAPERFECT CITY BLUSH BLUSHER CLICK 02. ADORE 5.6 G,76,14,9828000,1830000,142.3411526,0.1842,62,0.0619,7998000,0.0698,,,
21,2023,INSTAPERFECT,L-IPMLMP12-W,INSTAPERFECT MATTESETTER LIP MATTE PAINT 12 THE VOYAGE,135,79,13125000,7705000,195.0725478,0.5852,56,0.0559,5420000,0.0473,,,
21,2023,INSTAPERFECT,CUS-IPD-W,INSTAPERFECT SKINCOVER AIR CUSHION 33 WARM OLIVE 11 G,263,229,47103000,41037000,879.6003002,0.8707,34,0.0339,6066000,0.0529,,,
21,2023,INSTAPERFECT,CUS-IPB-W,INSTAPERFECT SKINCOVER AIR CUSHION 22 LIGHT IVORY 11 G,809,777,145385000,139721000,1432.311606,0.9604,32,0.0319,5664000,0.0494,,,
21,2023,INSTAPERFECT,B-IPQSP13-W,INSTAPERFECT QUICKMATTE LOOSE POWDER 32 TRUE BEIGE 9 G,288,258,33800000,30330000,309.6620527,0.8958,30,0.0299,3470000,0.0303,,,
21,2023,INSTAPERFECT,CUS-IPC-W,INSTAPERFECT SKINCOVER AIR CUSHION 32 TRUE BEIGE 11 G,880,851,158160000,153003000,1431.605955,0.967,29,0.0289,5157000,0.045,,,
21,2023,INSTAPERFECT,L-IPEI09-W,INSTAPERFECT EVERLAST INTENSE MATTE LIQUID 09 QUE SERA SERA 4.2 G,26,2,2600000,200000,,0.0769,24,0.024,2400000,0.0209,,,
21,2023,INSTAPERFECT,L-IPEI12-W,INSTAPERFECT EVERLAST INTENSE MATTE LIQUID 12 VENI VIDI AMAVI 4.2 G,21,3,2100000,300000,,0.1429,18,0.018,1800000,0.0157,,,
21,2023,INSTAPERFECT,EL-IPHPB-W1G,INSTAPERFECT HYPERGETIC PRECISE BLACK LINER 1 G,784,766,72253000,70615000,2097.358611,0.977,18,0.018,1638000,0.0143,,,
21,2023,INSTAPERFECT,L-IPMLMP14-W,INSTAPERFECT MATTESETTER LIP MATTE PAINT 14 PALACE QUEEN,94,77,9110000,7495000,185.7833789,0.8191,17,0.017,1615000,0.0141,,,
21,2023,INSTAPERFECT,B-IPQSP12-W,INSTAPERFECT QUICKMATTE LOOSE POWDER 22 LIGHT IVORY 9 G,246,231,28830000,27105000,318.4148581,0.939,15,0.015,1725000,0.015,,,
21,2023,INSTAPERFECT,CUS-IPA-W,INSTAPERFECT SKINCOVER AIR CUSHION 11 FAIR PINK 11 G,452,438,80748000,78270000,1087.487885,0.969,14,0.014,2478000,0.0216,,,
21,2023,INSTAPERFECT,B-IPQSP14-W,INSTAPERFECT QUICKMATTE LOOSE POWDER 33 WARM OLIVE 9 G,120,107,14070000,12575000,206.8914905,0.8917,13,0.013,1495000,0.013,,,
21,2023,INSTAPERFECT,ES-IPSCP-W,INSTAPERFECT SPOTLIGHT CHROMATIC EYE PALETTE 10 G,196,183,31644000,29577000,423.7808338,0.9337,13,0.013,2067000,0.018,,,
21,2023,INSTAPERFECT,L-RIPEI08-W,INSTAPERFECT EVERLAST INTENSE MATTE LIQUID 08 DASHING 4.2 G,196,184,19800000,18570000,764.436823,0.9388,12,0.012,1230000,0.0107,,,
21,2023,INSTAPERFECT,L-RIPEI05-W,INSTAPERFECT EVERLAST INTENSE MATTE LIQUID 05 SPLENDID 4.2 G,251,239,25470000,24150000,782.3804171,0.9522,12,0.012,1320000,0.0115,,,
21,2023,INSTAPERFECT,EB-IPB3M01-W5.5G,INSTAPERFECT BROWFESSIONAL 3D BROW MASCARA 01. BROWN 5.5 G,229,217,22685000,21545000,363.2673165,0.9476,12,0.012,1140000,0.0099,,,
21,2023,INSTAPERFECT,F-IPSF12-W,INSTAPERFECT SKINFOCUS COVER FOUNDATION 22 LIGHT IVORY 30 ML,240,228,35955000,34215000,636.8321664,0.95,12,0.012,1740000,0.0152,,,
21,2023,INSTAPERFECT,L-IPCS06-W,INSTAPERFECT LITESPLASH LIP SORBET 06 SORREL 4.2 G,38,26,3740000,2600000,126.3021944,0.6842,12,0.012,1140000,0.0099,,,
21,2023,INSTAPERFECT,L-RRIPLMP04-W,INSTAPERFECT MATTESETTER LIP MATTE PAINT 04. VIBE 5.5 G,261,250,25285000,24240000,606.1472445,0.9579,11,0.011,1045000,0.0091,,,
21,2023,INSTAPERFECT,TC-IPPF04-W,INSTAPERFECT MATTE FIT POWDER FOUNDATION 33 WARM OLIVE 13 G,281,270,36121000,34735000,883.469761,0.9609,11,0.011,1386000,0.0121,,,
21,2023,INSTAPERFECT,L-RRIPLMP03-W,INSTAPERFECT MATTESETTER LIP MATTE PAINT 03. CHIC 5.5 G,214,203,20630450,19535450,375.7691772,0.9486,11,0.011,1095000,0.0096,,,
21,2023,INSTAPERFECT,TC-IPPF05-W,INSTAPERFECT MATTE FIT POWDER FOUNDATION 43 CREME SAND 13 G,163,153,21032000,19733000,821.9663017,0.9387,10,0.01,1299000,0.0113,,,
21,2023,INSTAPERFECT,L-RRIPLMP09-W,INSTAPERFECT MATTESETTER LIP MATTE PAINT 09. ICON 5.5 G,127,118,12155000,11300000,320.8586175,0.9291,9,0.009,855000,0.0075,,,
21,2023,INSTAPERFECT,L-RIPEI06-W,INSTAPERFECT EVERLAST INTENSE MATTE LIQUID 06 AUTHENTIC 4.2 G,239,231,24400000,23600000,881.4477977,0.9665,8,0.008,800000,0.007,,,
21,2023,INSTAPERFECT,L-IPGC01-W2.7G,INSTAPERFECT GLOSS CHIC LIP CRAYON 01 RHYTHM 2.7 G,59,51,5655000,4895000,47.9360303,0.8644,8,0.008,760000,0.0066,,,
21,2023,INSTAPERFECT,L-IPMLMP11-W,INSTAPERFECT MATTESETTER LIP MATTE PAINT 11 KALEIDOSCOPE,79,71,7885000,7125000,162.5604565,0.8987,8,0.008,760000,0.0066,,,
21,2023,INSTAPERFECT,F-IPSF13-W,INSTAPERFECT SKINFOCUS COVER FOUNDATION 32 TRUE BEIGE 30 ML,254,247,37895000,36880000,632.6235646,0.9724,7,0.007,1015000,0.0089,,,
21,2023,INSTAPERFECT,TC-IPPF03-W,INSTAPERFECT MATTE FIT POWDER FOUNDATION 32 TRUE BEIGE 13 G,798,792,103239000,102483000,1075.610954,0.9925,6,0.006,756000,0.0066,,,
21,2023,INSTAPERFECT,L-IPEI10-W,INSTAPERFECT EVERLAST INTENSE MATTE LIQUID 10 LA VIE EN ROSE 4.2 G,8,2,800000,200000,,0.25,6,0.006,600000,0.0052,,,
21,2023,INSTAPERFECT,P-IPR1-W,INSTAPERFECT STEP UP EYETENSION HAMPERS,6,0,1470000,0,,0,6,0.006,1470000,0.0128,,,
21,2023,INSTAPERFECT,L-IPMMS03-W3.5G,INSTAPERFECT MATTETITUDE MATTE STAIN LIPSTICK 03. FEMME 3.5 G,327,321,27279000,26793000,440.8547705,0.9817,6,0.006,486000,0.0042,,,
21,2023,INSTAPERFECT,L-IPMLMP10-W,INSTAPERFECT MATTESETTER LIP MATTE PAINT 10 MOSAIC,86,80,8600000,8030000,209.0063012,0.9302,6,0.006,570000,0.005,,,
21,2023,INSTAPERFECT,L-IPMMS02-W3.5G,INSTAPERFECT MATTETITUDE MATTE STAIN LIPSTICK 02. NOBLE 3.5 G,206,200,17078000,16592000,455.8438751,0.9709,6,0.006,486000,0.0042,,,
21,2023,INSTAPERFECT,CUS-IPE-W,INSTAPERFECT SKINCOVER AIR CUSHION 43 CREME SAND 11 G,148,143,26580000,25679000,463.8812626,0.9662,5,0.005,901000,0.0079,,,
21,2023,INSTAPERFECT,L-IPCS01-W,INSTAPERFECT LITESPLASH LIP SORBET 03 CRANBERRY 4.2 G,63,58,6185000,5680000,157.7157365,0.9206,5,0.005,505000,0.0044,,,
21,2023,INSTAPERFECT,L-RRIPLMP02-W,INSTAPERFECT MATTESETTER LIP MATTE PAINT 02. DEAR 5.5 G,358,353,34350450,33875450,563.5717496,0.986,5,0.005,475000,0.0041,,,
21,2023,INSTAPERFECT,EB-IPB3M02-W5.5G,INSTAPERFECT BROWFESSIONAL 3D BROW MASCARA 02. DEEP GREY 5.5 G,75,70,7315000,6840000,240.8077111,0.9333,5,0.005,475000,0.0041,,,
21,2023,INSTAPERFECT,L-RRIPLMP05-W,INSTAPERFECT MATTESETTER LIP MATTE PAINT 05. HYPE 5.5 G,110,106,10610000,10200000,147.0690285,0.9636,4,0.004,410000,0.0036,,,
21,2023,INSTAPERFECT,L-RIPEI01-W,INSTAPERFECT EVERLAST INTENSE MATTE LIQUID 01 EXCEPTIONAL 4.2 G,217,214,22120000,21820000,769.3860674,0.9862,3,0.003,300000,0.0026,,,
21,2023,INSTAPERFECT,P-IPUPA-W,INSTAPERFECT UNSTOPPABLE PACKAGE A + FREE POUCH,3,0,935427,0,,0,3,0.003,935427,0.0082,,,
21,2023,INSTAPERFECT,L-IPGC03-W2.7G,INSTAPERFECT GLOSS CHIC LIP CRAYON 03 MIND 2.7 G,53,50,5095000,4810000,46.45252392,0.9434,3,0.003,285000,0.0025,,,
21,2023,INSTAPERFECT,B-IPQSP16-W,INSTAPERFECT QUICKMATTE LOOSE POWDER 52 ALMOND 9 G,11,8,1265000,920000,80.81655017,0.7273,3,0.003,345000,0.003,,,
21,2023,INSTAPERFECT,F-IPSF14-W,INSTAPERFECT SKINFOCUS COVER FOUNDATION 33 WARM OLIVE 30 ML,116,113,17465000,17030000,445.1718599,0.9741,3,0.003,435000,0.0038,,,
21,2023,INSTAPERFECT,P-IPR3-W,INSTAPERFECT STEP UP LONGLAST LOOK HAMPERS,5,2,1315000,526000,,0.4,3,0.003,789000,0.0069,,,
21,2023,INSTAPERFECT,L-IPEI05-W,INSTAPERFECT EVERLAST INTENSE MATTE LIQUID 05 SPLENDID 4.2 G,5,2,500000,200000,,0.4,3,0.003,300000,0.0026,,,
21,2023,INSTAPERFECT,TC-RIPPF04-W,INSTAPERFECT REFILL MATTE FIT POWDER FOUNDATION 33 WARM OLIVE 13 G,210,207,19422000,19152000,792.9849953,0.9857,3,0.003,270000,0.0024,,,
21,2023,INSTAPERFECT,TC-IPMFPF11-W13G,INSTAPERFECT MATTE FIT POWDER FOUNDATION 11. FAIR 13 G,9,6,1089000,726000,,0.6667,3,0.003,363000,0.0032,,,
21,2023,INSTAPERFECT,L-IPCS02-W,INSTAPERFECT LITESPLASH LIP SORBET 04 CHANDLER 4.2 G,43,41,4225000,4025000,141.9441624,0.9535,2,0.002,200000,0.0017,,,
21,2023,INSTAPERFECT,L-IPGC02-W2.7G,INSTAPERFECT GLOSS CHIC LIP CRAYON 02 CLUE 2.7 G,40,38,3840000,3650000,55.25293355,0.95,2,0.002,190000,0.0017,,,
21,2023,INSTAPERFECT,L-RIPEI04-W,INSTAPERFECT EVERLAST INTENSE MATTE LIQUID 04 GRANDE 4.2 G,259,257,26420000,26220000,587.6693593,0.9923,2,0.002,200000,0.0017,,,
21,2023,INSTAPERFECT,TC-RIPPF03-W,INSTAPERFECT REFILL MATTE FIT POWDER FOUNDATION 32 TRUE BEIGE 13 G,563,561,51579000,51399000,1228.874939,0.9964,2,0.002,180000,0.0016,,,
21,2023,INSTAPERFECT,BO-IPCBBC01-W5.6G,INSTAPERFECT CITY BLUSH BLUSHER CLICK 01. BLISS 5.6 G,102,100,13206000,12948000,176.8048666,0.9804,2,0.002,258000,0.0023,,,
21,2023,INSTAPERFECT,L-RRIPLMP08-W,INSTAPERFECT MATTESETTER LIP MATTE PAINT 08. EDGE 5.5 G,108,107,10460000,10365000,228.690026,0.9907,1,0.001,95000,0.0008,,,
21,2023,INSTAPERFECT,L-IPCS04-W,INSTAPERFECT LITESPLASH LIP SORBET 01 MALWINA 4.2 G,58,57,5690000,5595000,158.4080338,0.9828,1,0.001,95000,0.0008,,,
21,2023,INSTAPERFECT,L-RRIPLMP07-W,INSTAPERFECT MATTESETTER LIP MATTE PAINT 07. DAZZLE 5.5 G,108,107,10260000,10165000,236.7790082,0.9907,1,0.001,95000,0.0008,,,
21,2023,INSTAPERFECT,L-RRIPLMP06-W,INSTAPERFECT MATTESETTER LIP MATTE PAINT 06. FLAIR 5.5 G,238,237,23190000,23085000,473.7119729,0.9958,1,0.001,105000,0.0009,,,
21,2023,INSTAPERFECT,EB-IPEM01-W,INSTAPERFECT BROWFLASH 3-IN-1 BROW PERFECTOR 01 TRUE BROWN 0.6 G,154,153,14840000,14745000,319.1123628,0.9935,1,0.001,95000,0.0008,,,
21,2023,INSTAPERFECT,L-IPMC02-W3G,INSTAPERFECT MATTECENTRIC LIP CRAYON 02 MORALE 3 G,32,31,3070000,2975000,59.70745163,0.9688,1,0.001,95000,0.0008,,,
21,2023,INSTAPERFECT,L-IPEI11-W,INSTAPERFECT EVERLAST INTENSE MATTE LIQUID 11 JOIE DE VIVRE 4.2 G,8,8,800000,800000,,1,0,0,0,0,,,
21,2023,INSTAPERFECT,L-IPMLMP15-W,INSTAPERFECT MATTESETTER LIP MATTE PAINT 15 1001 NIGHTS,80,80,7900000,7900000,169.5273332,1,0,0,0,0,,,
21,2023,INSTAPERFECT,F-IPSF11-W,INSTAPERFECT SKINFOCUS COVER FOUNDATION 11 FAIR PINK 30 ML,112,112,16825000,16825000,423.6764247,1,0,0,0,0,,,
21,2023,INSTAPERFECT,L-RIPEI03-W,INSTAPERFECT EVERLAST INTENSE MATTE LIQUID 03 SURREAL 4.2 G,233,233,23500000,23500000,565.1946063,1,0,0,0,0,,,
21,2023,INSTAPERFECT,L-RIPEI02-W,INSTAPERFECT EVERLAST INTENSE MATTE LIQUID 02 TIMELESS 4.2 G,305,305,31280000,31280000,815.3490639,1,0,0,0,0,,,
21,2023,INSTAPERFECT,TC-IPPF06-W,INSTAPERFECT MATTE FIT POWDER FOUNDATION 52 ALMOND 13 G,43,43,5483000,5483000,801.4600936,1,0,0,0,0,,,
21,2023,INSTAPERFECT,P-IPRB-W,INSTAPERFECT DAILY GLAM ESSENTIALS KIT,11,11,2233000,2233000,,1,0,0,0,0,,,
21,2023,INSTAPERFECT,TC-IPPF02-W,INSTAPERFECT MATTE FIT POWDER FOUNDATION 22 LIGHT IVORY 13 G,533,533,68536000,68536000,968.3045955,1,0,0,0,0,,,
21,2023,INSTAPERFECT,TC-RIPPF02-W,INSTAPERFECT REFILL MATTE FIT POWDER FOUNDATION 22 LIGHT IVORY 13 G,480,480,44055000,44055000,1183.89014,1,0,0,0,0,,,
21,2023,INSTAPERFECT,TC-RIPPF01-W,INSTAPERFECT REFILL MATTE FIT POWDER FOUNDATION 11 FAIR PINK 13 G,326,326,29889000,29889000,807.2205349,1,0,0,0,0,,,
21,2023,INSTAPERFECT,TC-RIPMFPF14-W,REFILL INSTAPERFECT MATTE FIT POWDER FOUNDATION 14. CRÉME13 G,1,1,90000,90000,,1,0,0,0,0,,,
21,2023,INSTAPERFECT,L-IPMMS04-W3.5G,INSTAPERFECT MATTETITUDE MATTE STAIN LIPSTICK 04. BUZZ 3.5 G,145,145,11977000,11977000,228.3394572,1,0,0,0,0,,,
21,2023,INSTAPERFECT,L-IPMLMP09-W,INSTAPERFECT MATTESETTER LIP MATTE PAINT 09. ICON 5.5 G,13,13,1365000,1365000,,1,0,0,0,0,,,
21,2023,INSTAPERFECT,L-IPMLMP07-W,INSTAPERFECT MATTESETTER LIP MATTE PAINT 07. DAZZLE 5.5 G,9,9,945000,945000,,1,0,0,0,0,,,
21,2023,INSTAPERFECT,L-IPMLMP05-W5.5G,INSTAPERFECT MATTESETTER LIP MATTE PAINT 05. HYPE 5.5 G,10,10,990000,990000,,1,0,0,0,0,,,
21,2023,INSTAPERFECT,B-IPQSP11-W,INSTAPERFECT QUICKMATTE LOOSE POWDER 11 FAIR PINK 9 G,139,139,16255000,16255000,284.8118772,1,0,0,0,0,,,
21,2023,INSTAPERFECT,TC-RIPPF06-W,INSTAPERFECT REFILL MATTE FIT POWDER FOUNDATION 52 ALMOND 13 G,64,64,5922000,5922000,456.1276689,1,0,0,0,0,,,
21,2023,INSTAPERFECT,L-IPMLMP04-W5.5G,INSTAPERFECT MATTESETTER LIP MATTE PAINT 04. VIBE 5.5 G,1,1,105000,105000,,1,0,0,0,0,,,
21,2023,INSTAPERFECT,L-IPMC06-W3G,INSTAPERFECT MATTECENTRIC LIP CRAYON 06 SOUL 3 G,15,15,1465000,1465000,53.44668176,1,0,0,0,0,,,
21,2023,INSTAPERFECT,L-IPMC05-W3G,INSTAPERFECT MATTECENTRIC LIP CRAYON 05 SENSE 3 G,36,36,3490000,3490000,82.29969257,1,0,0,0,0,,,
21,2023,INSTAPERFECT,L-IPMC04-W3G,INSTAPERFECT MATTECENTRIC LIP CRAYON 04 JOY 3 G,23,23,2215000,2215000,66.84588165,1,0,0,0,0,,,
21,2023,INSTAPERFECT,L-IPMC03-W3G,INSTAPERFECT MATTECENTRIC LIP CRAYON 03 HONOR 3 G,22,22,2110000,2110000,81.05332151,1,0,0,0,0,,,
21,2023,INSTAPERFECT,L-IPEI04-W,INSTAPERFECT EVERLAST INTENSE MATTE LIQUID 04 GRANDE 4.2 G,4,4,400000,400000,,1,0,0,0,0,,,
21,2023,INSTAPERFECT,L-IPMC01-W3G,INSTAPERFECT MATTECENTRIC LIP CRAYON 01 PACE 3 G,17,17,1655000,1655000,46.47056811,1,0,0,0,0,,,
21,2023,INSTAPERFECT,L-IPCS03-W,INSTAPERFECT LITESPLASH LIP SORBET 02 POMELO 4.2 G,30,30,2920000,2920000,158.4080338,1,0,0,0,0,,,
21,2023,INSTAPERFECT,L-IPCS05-W,INSTAPERFECT LITESPLASH LIP SORBET 05 PRALINE 4.2 G,23,23,2205000,2205000,119.6622303,1,0,0,0,0,,,
21,2023,INSTAPERFECT,L-RIPEI07-W,INSTAPERFECT EVERLAST INTENSE MATTE LIQUID 07 EFFORTLESS 4.2 G,177,177,18160000,18160000,409.3460463,1,0,0,0,0,,,
21,2023,INSTAPERFECT,FA-IPLGH02-W,INSTAPERFECT HI GLOW FLUID HIGHLIGHTER ROSE QUARTZ,56,56,5195000,5195000,125.0435851,1,0,0,0,0,,,
21,2023,INSTAPERFECT,CUS-IPF-W,INSTAPERFECT SKINCOVER AIR CUSHION 52 ALMOND 11 G,30,30,5342000,5342000,463.8812626,1,0,0,0,0,,,
21,2023,INSTAPERFECT,FA-IPLGH01-W,INSTAPERFECT HI GLOW FLUID HIGHLIGHTER MOONSTONE,52,52,4849000,4849000,100.0317861,1,0,0,0,0,,,
21,2023,INSTAPERFECT,L-IPMMS01-W3.5G,INSTAPERFECT MATTETITUDE MATTE STAIN LIPSTICK 01. SWING 3.5 G,152,152,12672000,12672000,363.5379242,1,0,0,0,0,,,
21,2023,INSTAPERFECT,MY-RELIPHPB-W,MALAYSIA INSTAPERFECT HYPERGETIC PRECISE BLACK LINER 1 G,3,3,212835.48,212835.48,127.9634124,1,0,0,0,0,,,
21,2023,INSTAPERFECT,L-RRIPLMP01-W,INSTAPERFECT MATTESETTER LIP MATTE PAINT 01. GLEE 5.5 G,119,119,11405000,11405000,253.1044912,1,0,0,0,0,,,
21,2023,INSTAPERFECT,TC-RIPPF05-W,INSTAPERFECT REFILL MATTE FIT POWDER FOUNDATION 43 CREME SAND 13 G,186,186,17154000,17154000,483.5833184,1,0,0,0,0,,,
21,2023,INSTAPERFECT,B-IPQSP15-W,INSTAPERFECT QUICKMATTE LOOSE POWDER 43 CREME SAND 9 G,59,59,6875000,6875000,120.2126722,1,0,0,0,0,,,
21,2023,INSTAPERFECT,F-IPSF15-W,INSTAPERFECT SKINFOCUS COVER FOUNDATION 43 CREME SAND 30 ML,61,61,9220000,9220000,250.1742621,1,0,0,0,0,,,
21,2023,INSTAPERFECT,F-IPSF16-W,INSTAPERFECT SKINFOCUS COVER FOUNDATION 52 ALMOND 30 ML,31,31,4885000,4885000,210.6725093,1,0,0,0,0,,,
21,2023,INSTAPERFECT,L-IPMMS05-W3.5G,INSTAPERFECT MATTETITUDE MATTE STAIN LIPSTICK 05. FLUX 3.5 G,182,182,15078000,15078000,261.3763455,1,0,0,0,0,,,
21,2023,INSTAPERFECT,EB-IPEM02-W,INSTAPERFECT BROWFLASH 3-IN-1 BROW PERFECTOR 02 ASH BROWN 0.6 G,173,173,16625000,16625000,417.0351587,1,0,0,0,0,,,
21,2023,KAHF,FW-3IN1PC-KA,KAHF TRIPLE ACTION OIL AND COMEDO DEFENSE FACE WASH 100 ML,52051,28690,2226727846,1228620118,53706.36682,0.5512,23361,0.3444,998107728,0.3457,,,
21,2023,KAHF,FW-FW01-KA,KAHF GENTLE EXFOLIATING FACE SCRUB 100 ML,47292,28927,1904414427,1166216893,42840.78407,0.6117,18365,0.2707,738197534,0.2557,Top Loss DC Bali,Percepatan distribusi ,
