"Product Korporat Code","Reference","Quantity","BoM Lines/Product Template/Korporat Code","BoM Lines/Product Template/Material Type","BoM Lines/Quantity"
"","","","THIC-RMGSO4-X","Raw Material","1.0"
"","","","SFTC-CC60-X","Raw Material","1.0"
"","","","EMUL-KF68-X","Raw Material","4.0"
"","","","GLYC--ECOS-K","Raw Material","3.0"
"","","","TIT-T85-X","Raw Material","3.0"
"","","","BENT-BGVS5PC-X","Raw Material","6.5"
"","","","PWD-SYS-X","Raw Material","3.5"
"","","","AIR-RO--L","Raw Material","27.62"
"","","","SILI-BELEG5-X","Raw Material","0.8"
"","","","SILI-BEL803-X","Raw Material","0.5"
"","","","UVIN-MC80-BASF","Raw Material","9.0"
"","","","SILI-SSFM-X","Raw Material","5.0"
"","","","PEN-PRSVPE-X","Raw Material","0.8"
"","","","SILI-SFCM56-X","Raw Material","0.5"
"","","","ALAN--AK-K","Raw Material","0.1"
"M-GSSNG-BULK","FF.RND.L003.03","100.0","PENG-STPHL-X","Raw Material","1.0"
"","","","FUCO-15PSLB-X","Raw Material","1.0"
"","","","MOIS-PTVT-X","Raw Material","1.0"
"","","","SEPI-305-SF-K","Raw Material","1.8"
"","","","ACTI-PCFL-X","Raw Material","2.0"
"","","","SILI-CES1104-X","Raw Material","7.5"
"","","","AIR-RO--L","Raw Material","78.7"
"","","","OLIV-1000BT-X","Raw Material","0.75"
"","","","VITA-B3PC-X","Raw Material","5.0"
"","","","EDT-B--K","Raw Material","0.1"
"","","","PENG-CLRP-X","Raw Material","0.1"
"","","","ALAN--AK-K","Raw Material","0.2"
"","","","ACTI-RBN-X","Raw Material","0.25"
"","","","ACTI-RCLRP-X","Raw Material","0.5"
"","","","BIO-HYAL-BIL","Raw Material","0.1"
"BO-MMB03-BULK","FF.RND.M470.02","100.0","EMU-ACT-X","Raw Material","2.0"
"","","","CERE-810-","Raw Material","5.0"
"","","","TOSP-2000B-X","Raw Material","5.0"
"","","","COSM-222--K","Raw Material","8.0"
"","","","DRYF-PC-X","Raw Material","11.0"
"","","","SALA-99--K","Raw Material","27.8199"
"","","","SILI-4515-","Raw Material","16.58"
"","","","POWD-H53-X","Raw Material","2.0"
"","","","PEN-PRSVPE-X","Raw Material","0.8"
"","","","SFT-S649-X","Raw Material","3.0"
"","","","PERF-PL-","Raw Material","6.0"
"","","","PEN-SENSC50-X","Raw Material","0.4"
"","","","STEA-DSP300-X","Raw Material","0.5"
"","","","PARF-AMSKLG-X","Raw Material","0.05"
"","","","VITA-DL E-MS","Raw Material","0.2"
"","","","TITA--3328EW-K","Raw Material","6.0126"
"","","","PENG-SYM68-X","Raw Material","0.6"
"","","","WAX-SBWX--X","Raw Material","3.0"
"","","","WARN-C338--K","Raw Material","1.0533"
"","","","WARN-C19012-DCR6-K","Raw Material","0.0408"
"","","","WARN-C19011-R7CL-K","Raw Material","0.5356"
"","","","WARN-TOA403-KF","Raw Material","0.4078"
"FMI-MS-BULK","2","1.0","AIR-RO--L","Raw Material","0.2579"
"","","","SOLV-DEASB-X","Raw Material","0.735"
"","","","EXTR-CMRCCMT-X","Raw Material","0.0001"
"","","","PARF-WFBLSE-X","Raw Material","0.001"
"","","","PENG-DDG226-X","Raw Material","0.002"
"","","","MENT--CEPB-K","Raw Material","0.004"
"FM-AIS-BULK","4","1.0","ALAN--AK-K","Raw Material","0.001"
"","","","CARB--94022,68-K","Raw Material","0.0015"
"","","","SILI-SFE-GE","Raw Material","0.006"
"","","","PEN-PRSVPE-X","Raw Material","0.008"
"","","","AIR-RO--L","Raw Material","0.80886"
"","","","KOH--PH-K","Raw Material","0.00054"
"","","","EDT-B--K","Raw Material","0.001"
"","","","PARF-R1613755-X","Raw Material","0.001"
"","","","EXTR-CNDWLHB-X","Raw Material","0.001"
"","","","VITA-DL E-MS","Raw Material","0.001"
"","","","EXTR-SILVBG30-X","Raw Material","0.0001"
"","","","SILI-MCMA-X","Raw Material","0.04"
"","","","LAR-BE-BULK","Intermediate","0.005"
"","","","BUTY--DAI1,3","Raw Material","0.05"
"","","","THIC-ARAVC-","Raw Material","0.01"
"","","","MOIS-TR100-X","Raw Material","0.01"
"","","","FUCO-15PSLB-X","Raw Material","0.01"
"","","","EMG-450-X","Raw Material","0.003"
"","","","CRIL-C1-CRO","Raw Material","0.002"
"","","","SILI-2005-DC-K","Raw Material","0.005"
"","","","GLUC--MC","Raw Material","0.015"
"","","","GLYC--ECOS-K","Raw Material","0.02"
"FM-CDS-BULK","5","1.0","EMG-450-X","Raw Material","0.003"
"","","","PEN-PRSVPE-X","Raw Material","0.008"
"","","","BUTY--DAI1,3","Raw Material","0.05"
"","","","AIR-RO--L","Raw Material","0.80718"
"","","","SILI-2005-DC-K","Raw Material","0.005"
"","","","SILI-SFE-GE","Raw Material","0.006"
"","","","VITC-VCE-X","Raw Material","0.005"
"","","","LAR-LTE-BULK","Intermediate","0.00025"
"","","","VITC-ASYA-X","Raw Material","0.01"
"","","","WARN-K-BULK","Intermediate","0.00017"
"","","","EDT-B--K","Raw Material","0.001"
"","","","CRIL-C1-CRO","Raw Material","0.002"
"","","","PARF-SC2R151972-X","Raw Material","0.0004"
"","","","ALAN--AK-K","Raw Material","0.002"
"","","","ACTI-ADNL-X","Raw Material","0.01"
"","","","THIC-ARAVC-","Raw Material","0.01"
"","","","GLYC--ECOS-K","Raw Material","0.02"
"","","","SILI-MCMA-X","Raw Material","0.04"
"","","","EXTR-SILVBG30-X","Raw Material","0.01"
"","","","MOIS-TR100-X","Raw Material","0.01"
"EB-DMLB-BULK","FS.RND.M0001.00","100.0","OLIV-900BT-X","Raw Material","7.5"
"","","","PEN-PRSVPE-X","Raw Material","0.8"
"","","","POWD-H53-X","Raw Material","1.0"
"","","","EMU-CDAJ-X","Raw Material","2.0"
"","","","WARN-C338--K","Raw Material","0.67"
"","","","BENT-BGISDV-X","Raw Material","20.0"
"","","","PURO-IDD-X","Raw Material","30.35"
"","","","SILC-MKOL-X","Raw Material","2.5"
"","","","THIC-TX85-X","Raw Material","1.0"
"","","","SILI-BEL803-X","Raw Material","1.0"
"","","","PEN-SENSC50-X","Raw Material","0.4"
"","","","WARN-C335138--K","Raw Material","0.5"
"","","","REW-PIB-","Raw Material","2.0"
"","","","CHOL-UNFP-X","Raw Material","2.0"
"","","","TITA-OTS2CR50-","Raw Material","0.5"
"","","","AIR-RO--L","Raw Material","15.03"
"","","","EDT-B--K","Raw Material","0.1"
"","","","WAX-CW--K","Raw Material","1.0"
"","","","WARN-ABIO-X","Raw Material","0.95"
"","","","EMG-S65PSG-X","Raw Material","2.5"
"","","","WARN-COSG--K","Raw Material","0.1"
"","","","SILC-VM22A-X","Raw Material","2.0"
"","","","PANT--DL-K","Raw Material","2.0"
"","","","POL-TRTRY-X","Raw Material","1.0"
"","","","OIL-ARG-X","Raw Material","0.5"
"","","","PENG-SYM68-X","Raw Material","0.6"
"","","","GARA-RFS-X","Raw Material","0.5"
"","","","MWAX-SP19-X","Raw Material","1.0"
"","","","VITA-DL E-MS","Raw Material","0.5"
"ES-W0L-02 BULK","56","1.0","SERI-790-","Raw Material","0.15067"
"","","","POLY-M-MP27-K","Raw Material","0.03"
"","","","PENG-PNX-X","Raw Material","0.008"
"","","","TIT-CR50HD-X","Raw Material","0.0672"
"","","","WARN-CSW-9000S-K","Raw Material","0.4472"
"","","","WARN-TMRD-X","Raw Material","0.0805"
"","","","WARN-C19011-R7CL-K","Raw Material","0.00674"
"","","","WARN-C338--K","Raw Material","0.00969"
"","","","COSM-222--K","Raw Material","0.15"
"","","","NT---K","Raw Material","0.05"
"FA-RGH-BULK","3","1.0","MICA--SIOI2-K","Raw Material","0.0586"
"","","","ZINC-M-KJZ10-K","Raw Material","0.06"
"","","","TALK-C-STJADAITO-K","Raw Material","0.06"
"","","","SERI-790-","Raw Material","0.23446"
"","","","WARN-S12YL--K","Raw Material","0.00872"
"","","","WARN-GT0600--K","Raw Material","0.10694"
"","","","WARN-TOA403-KF","Raw Material","0.00049"
"","","","WARN-CSW-9000S-K","Raw Material","0.2898"
"","","","COSM-222--K","Raw Material","0.063"
"","","","NT---K","Raw Material","0.11"
"","","","PENG-PNX-X","Raw Material","0.008"
"HC-A2-BULK","35","1.0","AIR-RO--L","Raw Material","0.92685"
"","","","CETY---K","Raw Material","0.024"
"","","","STA--C18-K","Raw Material","0.024"
"","","","ARQU---K","Raw Material","0.0145"
"","","","PARF-CAEM1R101-PKG","Raw Material","0.005"
"","","","ASAM-A-CAAH-K","Raw Material","0.004"
"","","","KATH---K","Raw Material","0.00031"
"","","","WARN-K-BULK","Intermediate","0.00094"
"","","","WARN-B-BULK","Intermediate","0.0004"
"N-P3P-BULK","21","1000.0","NIPA-S--K","Raw Material","0.93"
"","","","NIPA-G--K","Raw Material","0.93"
"","","","AIR-RO--L","Raw Material","893.66"
"","","","EMAL---K","Raw Material","6.51"
"","","","H2O2-PO-","Raw Material","30.0"
"","","","HDRL-GLDWBZ-X","Raw Material","2.0"
"","","","PARF-L162--K","Raw Material","2.33"
"","","","CETY---K","Raw Material","31.82"
"","","","STA--C18-K","Raw Material","31.82"
"PUS-1P-BULK","28","1.0","AIR-RO--L","Raw Material","0.783"
"","","","ATG-71-X","Raw Material","0.125"
"","","","AMON-A-KS","Raw Material","0.032"
"","","","CETY---K","Raw Material","0.02"
"","","","STA--C18-K","Raw Material","0.02"
"","","","CARB--94022,68-K","Raw Material","0.009"
"","","","EMAL---K","Raw Material","0.005"
"","","","PARF-O010-","Raw Material","0.005"
"","","","EDT-B--K","Raw Material","0.001"
"PUS-2P-BULK","20","1000.0","AIR-RO--L","Raw Material","895.66"
"","","","CETY---K","Raw Material","31.82"
"","","","STA--C18-K","Raw Material","31.82"
"","","","H2O2-PO-","Raw Material","30.0"
"","","","EMAL---K","Raw Material","6.51"
"","","","PARF-L162--K","Raw Material","2.33"
"","","","NIPA-S--K","Raw Material","0.93"
"","","","NIPA-G--K","Raw Material","0.93"
"WL--BULK","39","1.0","NIPA-S--K","Raw Material","0.001"
"","","","NIPA-G--K","Raw Material","0.001"
"","","","AIR-RO--L","Raw Material","0.6739"
"","","","OIL-W-GARRC-DRUM","Raw Material","0.12907"
"","","","VASE--BP-DRUM","Raw Material","0.06884"
"","","","GLYC-MS-CGGMS N/EB25","Raw Material","0.06"
"","","","GLYC--ECOS-K","Raw Material","0.04302"
"","","","STA--C18-K","Raw Material","0.015"
"","","","PARF-L162--K","Raw Material","0.0043"
"","","","EMAL---K","Raw Material","0.00387"
"BO-W1C-01-BULK","75","1.0","SERI-790-","Raw Material","0.54244"
"","","","MICA--SIOI2-K","Raw Material","0.28"
"","","","SILI-2005-DC-K","Raw Material","0.07"
"","","","COSM-222--K","Raw Material","0.06"
"","","","POLY-M-MP27-K","Raw Material","0.03"
"","","","PENG-PNX-X","Raw Material","0.008"
"","","","WARN-7712-","Raw Material","0.0054"
"","","","WARN-GZ0075-X","Raw Material","0.00164"
"","","","WARN-C338--K","Raw Material","0.00252"
"B-CPGR01-BULK","FF.RND.W753.00","100.0","POWD-TKLTS-X","Raw Material","38.7492"
"","","","TIT-CR50HD-X","Raw Material","18.5"
"","","","POWD-GH52-X","Raw Material","12.0"
"","","","SILD--SI5H52D-K","Raw Material","6.0"
"","","","SUNP-170-X","Raw Material","5.0"
"","","","AMH-LL-X","Raw Material","5.0"
"","","","WARN-IRGLS-X","Raw Material","3.5"
"","","","SUN-MP-X","Raw Material","2.0"
"","","","WARN-FW108S-X","Raw Material","2.0"
"","","","WARN-A407-X","Raw Material","1.8067"
"","","","SILI-2005-DC-K","Raw Material","1.5"
"","","","COSM-222--K","Raw Material","1.0"
"","","","WARN-A450-X","Raw Material","0.9323"
"","","","PEN-PRSVPE-X","Raw Material","0.8"
"","","","SFTC-CCS4-X","Raw Material","0.5"
"","","","PEN-SENSC50-X","Raw Material","0.4"
"","","","WARN-BLCK3AS-X","Raw Material","0.1518"
"","","","ACTI-MGCPW-X","Raw Material","0.1"
"","","","PARF-A5961-X","Raw Material","0.05"
"","","","VITA-DL E-MS","Raw Material","0.01"
"MASK-SLA-BULK","7","30.0","THIC-CMDSP-X","Raw Material","0.003"
"","","","AIR-RO--L","Raw Material","11.352"
"","","","FILM-KOBOHRPC-X","Raw Material","3.0"
"","","","FLMR-5760-X","Raw Material","3.0"
"","","","WAX-SBWX--X","Raw Material","2.4"
"","","","PROP-PPGULD-X","Raw Material","2.4"
"","","","WAX-CW--K","Raw Material","0.9"
"","","","BAH-LUVIK30P-X","Raw Material","0.9"
"","","","STEA-A-EST05M","Raw Material","0.9"
"","","","MC3-30-SF","Raw Material","0.6"
"","","","ORGA-EXD-ARK","Raw Material","0.3"
"","","","CABO-M5-X","Raw Material","0.3"
"","","","EMUL-S60-X","Raw Material","0.3"
"","","","PEN-EUXK900-X","Raw Material","0.3"
"","","","WARN-WDCB2-X","Raw Material","2.4"
"","","","FIBR-NFCB-X","Raw Material","0.15"
"","","","AMP-95--K","Raw Material","0.12"
"","","","PEN-SENSC50-X","Raw Material","0.12"
"","","","EMUL-BC20-X","Raw Material","0.09"
"","","","BENT-38V-X","Raw Material","0.09"
"","","","CRIL---K","Raw Material","0.09"
"","","","BHT-CRTL-X","Raw Material","0.06"
"","","","GLYC--ECOS-K","Raw Material","0.06"
"","","","CELL-HHRP-X","Raw Material","0.06"
"","","","EDT-B--K","Raw Material","0.03"
"","","","SODA-C-ASA","Raw Material","0.0153"
"","","","ACTI-VEAC-X","Raw Material","0.06"
"ES-W0I-01 BULK","37","1.0","MICA--SIOI2-K","Raw Material","0.2"
"","","","POWD-TDMS-","Raw Material","0.10754"
"","","","ZINC-M-KJZ10-K","Raw Material","0.04"
"","","","POLY-M-MP27-K","Raw Material","0.03"
"","","","PENG-PNX-X","Raw Material","0.008"
"","","","WARN-TOA403-KF","Raw Material","0.004"
"","","","WARN-CSW-9000S-K","Raw Material","0.2198"
"","","","WARN-RED3AS-X","Raw Material","0.01"
"","","","WARN-C338--K","Raw Material","0.00567"
"","","","WARN-IRGLS-X","Raw Material","0.04"
"","","","WARN-GZ0075-X","Raw Material","0.0023"
"","","","NT---K","Raw Material","0.04"
"","","","COSM-222--K","Raw Material","0.08"
"","","","SERI-790-","Raw Material","0.10588"
"","","","WARN-CLOG222--K","Raw Material","0.105"
"","","","WARN-RED6LM4-X","Raw Material","0.00182"
"B-CPGR02-BULK","FF.RND.W752.00","100.0","POWD-TKLTS-X","Raw Material","34.9988"
"","","","TIT-CR50HD-X","Raw Material","18.5"
"","","","POWD-GH52-X","Raw Material","12.0"
"","","","SILD--SI5H52D-K","Raw Material","6.0"
"","","","SUNP-170-X","Raw Material","5.0"
"","","","AMH-LL-X","Raw Material","5.0"
"","","","SUN-MP-X","Raw Material","2.0"
"","","","SILI-2005-DC-K","Raw Material","1.5"
"","","","COSM-222--K","Raw Material","1.0"
"","","","PEN-PRSVPE-X","Raw Material","0.8"
"","","","SFTC-CCS4-X","Raw Material","0.5"
"","","","PEN-SENSC50-X","Raw Material","0.4"
"","","","ACTI-MGCPW-X","Raw Material","0.1"
"","","","PARF-A5961-X","Raw Material","0.05"
"","","","VITA-DL E-MS","Raw Material","0.01"
"","","","WARN-BLCK3AS-X","Raw Material","0.223"
"","","","WARN-A450-X","Raw Material","1.269"
"","","","WARN-FW108S-X","Raw Material","2.0"
"","","","WARN-IRGLS-X","Raw Material","3.5"
"","","","WARN-A407-X","Raw Material","5.1492"
"BP-RHEDT-BULK","2","1.0","EMUL-DERMSOLP-","Raw Material","0.02"
"","","","AIR-RO--L","Raw Material","0.297"
"","","","PARF-SGM62-X","Raw Material","0.08"
"","","","UVAS-BZP2-X","Raw Material","0.001"
"","","","SOLV-DEASB-X","Raw Material","0.6"
"","","","PARF-SPFXTV-X","Raw Material","0.002"
"BP-WSEDT-BULK","2","1.0","AIR-RO--L","Raw Material","0.297"
"","","","UVAS-BZP2-X","Raw Material","0.001"
"","","","PARF-SPFXTV-X","Raw Material","0.002"
"","","","PARF-NWR77-X","Raw Material","0.08"
"","","","EMUL-DERMSOLP-","Raw Material","0.02"
"","","","SOLV-DEASB-X","Raw Material","0.6"
"L-PVW05-BULK","FF.RND.M345.01","100.0","STB-TL-X","Raw Material","0.05"
"","","","ACTI-TINTT-X","Raw Material","0.1"
"","","","SILI-BDP-X","Raw Material","8.3"
"","","","AIR-RO--L","Raw Material","50.0"
"","","","BUTY--DAI1,3","Raw Material","5.0"
"","","","PEN-PRSVPE-X","Raw Material","0.8"
"","","","EUTA-G-X","Raw Material","6.75"
"","","","BENT-BGISDV-X","Raw Material","7.5"
"","","","EMUL-IS34R-X","Raw Material","1.0"
"","","","ABIL-EM90-X","Raw Material","3.0"
"","","","PURO-IDD-X","Raw Material","1.75"
"","","","EMUL-G50C-X","Raw Material","2.0"
"","","","PARF-VMR-X","Raw Material","0.1"
"","","","THIC-RMGSO4-X","Raw Material","1.0"
"","","","VITA-DL E-MS","Raw Material","0.1"
"","","","SILI-DCF-ID-X","Raw Material","5.0"
"","","","PENG-SYM68-X","Raw Material","0.6"
"","","","WARN-YLW3AS-X","Raw Material","1.7"
"","","","EDT-B--K","Raw Material","0.05"
"","","","CLR-URED3075-X","Raw Material","2.2"
"","","","TITA-OTS2CR50-","Raw Material","1.6"
"","","","WARN-BLCK3AS-X","Raw Material","0.4"
"","","","CLR-URED328-X","Raw Material","0.5"
"","","","WARN-RED3AS-X","Raw Material","0.5"
"L-PVW07-BULK","FF.RND.M347.01","100.0","WARN-RED3AS-X","Raw Material","1.2"
"","","","BUTY--DAI1,3","Raw Material","5.0"
"","","","WARN-BLCK3AS-X","Raw Material","0.55"
"","","","SILI-DCF-ID-X","Raw Material","5.0"
"","","","EUTA-G-X","Raw Material","6.75"
"","","","AIR-RO--L","Raw Material","50.0"
"","","","BENT-BGISDV-X","Raw Material","7.5"
"","","","SILI-BDP-X","Raw Material","7.05"
"","","","EMUL-IS34R-X","Raw Material","1.0"
"","","","WARN-YLW3AS-X","Raw Material","1.8"
"","","","PARF-VMR-X","Raw Material","0.1"
"","","","EMUL-G50C-X","Raw Material","2.0"
"","","","VITA-DL E-MS","Raw Material","0.1"
"","","","THIC-RMGSO4-X","Raw Material","1.0"
"","","","ACTI-TINTT-X","Raw Material","0.1"
"","","","PEN-PRSVPE-X","Raw Material","0.8"
"","","","CLR-URED328-X","Raw Material","0.5"
"","","","CLR-URED3075-X","Raw Material","1.5"
"","","","EDT-B--K","Raw Material","0.05"
"","","","STB-TL-X","Raw Material","0.05"
"","","","TITA-OTS2CR50-","Raw Material","2.6"
"","","","ABIL-EM90-X","Raw Material","3.0"
"","","","PENG-SYM68-X","Raw Material","0.6"
"","","","PURO-IDD-X","Raw Material","1.75"
"BO-SST09-BULK","19","1.0","NT---K","Raw Material","0.1"
"","","","POWD-TDMS-","Raw Material","0.26006"
"","","","PENG-PNX-X","Raw Material","0.008"
"","","","MICA--SIOI2-K","Raw Material","0.29369"
"","","","TIT-CR50HD-X","Raw Material","0.007"
"","","","COSM-222--K","Raw Material","0.07"
"","","","WARN-YLW3AS-X","Raw Material","0.00321"
"","","","WARN-UPRPL589-X","Raw Material","0.01575"
"","","","ZINC-M-KJZ10-K","Raw Material","0.01"
"","","","WARN-6000G-","Raw Material","0.018"
"","","","WARN-CLOSG--K","Raw Material","0.0715"
"","","","SERI-790-","Raw Material","0.09915"
"","","","WARN-7712-","Raw Material","0.00143"
"","","","WARN-RK416-X","Raw Material","0.04222"
"CM-CML-BULK","8","1.0","PEN-PRSVPE-X","Raw Material","0.01"
"","","","BUTY--DAI1,3","Raw Material","0.01031"
"","","","SQUA-PRT-X","Raw Material","0.03093"
"","","","GLYC--ECOS-K","Raw Material","0.03093"
"","","","AIR-RO--L","Raw Material","0.83351"
"","","","SILI-D2-TSFST-K","Raw Material","0.00515"
"","","","EXTR-WTCHPF-X","Raw Material","0.00206"
"","","","THIC-NOVEEC1L-","Raw Material","0.00928"
"","","","CRO1-GTCC-","Raw Material","0.05155"
"","","","TITA--3328EW-K","Raw Material","0.00206"
"","","","TRI--DOW-K","Raw Material","0.00324"
"","","","CARB--94022,68-K","Raw Material","0.00206"
"","","","THIC-ARAVC-","Raw Material","0.0025"
"","","","VITA-B3UPPC-X","Raw Material","0.00103"
"","","","EXTR-GS-","Raw Material","0.00103"
"","","","BHT-CRTL-X","Raw Material","0.00103"
"","","","EXTR-PEAR-MM","Raw Material","0.00052"
"","","","CLAI-II-IC-K","Raw Material","0.00103"
"","","","PARF-R1422-X","Raw Material","0.00075"
"","","","AHA-MFE-X","Raw Material","0.00103"
"ES-M-BULK","23","1.0","WARN-CB--K","Raw Material","0.09212"
"","","","WARN-TE--PBULK","Intermediate","0.06785"
"","","","SERI-790-","Raw Material","0.26189"
"","","","COVB-LH8-","Raw Material","0.03"
"","","","POLY-M-MP27-K","Raw Material","0.02"
"","","","HAIM-DIS-X","Raw Material","0.06"
"","","","ZINC-M-KJZ10-K","Raw Material","0.05"
"","","","NT---K","Raw Material","0.08"
"","","","PENG-PNX-X","Raw Material","0.008"
"","","","WARN-CMGT-","Raw Material","0.24514"
"","","","WARN-CLDB-","Raw Material","0.085"
"CB-L1-BULK","FF.RND.P002.06","100.0","AIR-RO--L","Raw Material","84.9"
"","","","STA--C18-K","Raw Material","3.85"
"","","","CETY---K","Raw Material","3.85"
"","","","EXTR-ALVGE-X","Raw Material","0.5"
"","","","EMUL-GMSNSE-X","Raw Material","1.9"
"","","","EMAL---K","Raw Material","0.55"
"","","","CRO2-LA-","Raw Material","0.6"
"","","","LANO-AN--K","Raw Material","1.375"
"","","","NIPA-S--K","Raw Material","0.14"
"","","","WAX-LNALWJ-X","Raw Material","1.15"
"","","","NIPA-G--K","Raw Material","0.2"
"","","","PEN-PRSVPE-X","Raw Material","0.5"
"","","","WARN-K-BULK","Intermediate","0.01"
"","","","PARF-HE50138--K","Raw Material","0.269"
"","","","WARN-B-BULK","Intermediate","0.018"
"","","","VEEG---K","Raw Material","0.188"
"CB-K-BULK","FF.RND.P004.06","100.0","EMAL---K","Raw Material","0.55"
"","","","CRO2-LA-","Raw Material","0.6"
"","","","LANO-AN--K","Raw Material","1.375"
"","","","EMUL-GMSNSE-X","Raw Material","1.9"
"","","","PEN-PRSVPE-X","Raw Material","0.5"
"","","","PARF-O010-","Raw Material","0.5"
"","","","WAX-LNALWJ-X","Raw Material","1.15"
"","","","NIPA-S--K","Raw Material","0.14"
"","","","NIPA-G--K","Raw Material","0.2"
"","","","AIR-RO--L","Raw Material","82.135"
"","","","CETY---K","Raw Material","3.85"
"","","","OIL-K--K","Raw Material","3.25"
"","","","STA--C18-K","Raw Material","3.85"
"CB-G-BULK","FF.RND.P005.05","100.0","NIPA-G--K","Raw Material","0.1"
"","","","NIPA-S--K","Raw Material","0.1"
"","","","PARF-LSR71-","Raw Material","0.15"
"","","","EXTR-G-MM","Raw Material","0.208"
"","","","VEEG---K","Raw Material","0.25"
"","","","WARN-LT--BULK","Intermediate","0.016"
"","","","WARN-K-BULK","Intermediate","0.031"
"","","","WAX-LNALWJ-X","Raw Material","1.15"
"","","","STA--C18-K","Raw Material","3.85"
"","","","CETY---K","Raw Material","4.2"
"","","","AIR-RO--L","Raw Material","85.02"
"","","","EMUL-GMSNSE-X","Raw Material","1.9"
"","","","CRO2-LA-","Raw Material","0.6"
"","","","LANO-AN--K","Raw Material","1.375"
"","","","PEN-PRSVPE-X","Raw Material","0.5"
"","","","EMAL---K","Raw Material","0.55"
"CON-CPADC01-BULK","FF.RND.W725.01","100.0","AIR-RO--L","Raw Material","21.72"
"","","","SILI-345-DC-K","Raw Material","18.0"
"","","","TITA-CROTS-X","Raw Material","19.9"
"","","","SILI-556-DC-K","Raw Material","4.0"
"","","","SILI-BE6-X","Raw Material","5.0"
"","","","EMUL-KF6017-X","Raw Material","3.0"
"","","","SILI-BEL803-X","Raw Material","10.0"
"","","","SFTC-CCS4-X","Raw Material","1.0"
"","","","SUN-MP-X","Raw Material","1.8"
