Product Korporat Code,BoM Lines/Product Template/Korporat Code,BoM Lines/Quantity,Product Korporat Kode
F-L03-BULK/FF.RND.G041.04,PEN-PRSVPE-X,0.010000,F-L03-BULK
F-L03-BULK/FF.RND.G041.04,TIT-CR50HD-X,0.082000,F-L03-BULK
F-L03-BULK/FF.RND.G041.04,WARN-TE--PBULK,0.000200,F-L03-BULK
F-L03-BULK/FF.RND.G041.04,WARN-S12RN217--K,0.003500,F-L03-BULK
F-L03-BULK/FF.RND.G041.04,EMUL-KF6017-X,0.020000,F-L03-BULK
F-L03-BULK/FF.RND.G041.04,SALA-99--K,0.015000,F-L03-BULK
F-L03-BULK/FF.RND.G041.04,VITA-DL E-MS,0.000100,F-L03-BULK
F-L03-BULK/FF.RND.G041.04,WARN-S12YL--K,0.018200,F-L03-BULK
F-L03-BULK/FF.RND.G041.04,POWD-TDMS-,0.020000,F-L03-BULK
F-L03-BULK/FF.RND.G041.04,GARA-RFS-X,0.008000,F-L03-BULK
F-L03-BULK/FF.RND.G041.04,OIL-OJJBIII-X,0.000010,F-L03-BULK
F-L03-BULK/FF.RND.G041.04,AGF-9051-X,0.030000,F-L03-BULK
LB-M-BULK/FF.RND.M043.06,WAX-B-BR,0.300000,LB-M-BULK
LB-M-BULK/FF.RND.M043.06,OIL-BLWHMO-X,0.281900,LB-M-BULK
LB-M-BULK/FF.RND.M043.06,MWAX-SP19-X,0.100000,LB-M-BULK
LB-M-BULK/FF.RND.M043.06,UVIN-MC80-BASF,0.065000,LB-M-BULK
LB-M-BULK/FF.RND.M043.06,MC3-300-SF,0.050000,LB-M-BULK
LB-M-BULK/FF.RND.M043.06,ASO--KB-K,0.030000,LB-M-BULK
LB-M-BULK/FF.RND.M043.06,OIL-OJJBIII-X,0.030000,LB-M-BULK
LB-M-BULK/FF.RND.M043.06,OIL-ORJVA-X,0.030000,LB-M-BULK
LB-M-BULK/FF.RND.M043.06,SQUA-PRT-X,0.030000,LB-M-BULK
LB-M-BULK/FF.RND.M043.06,PARS-1789-,0.030000,LB-M-BULK
LB-M-BULK/FF.RND.M043.06,COSM-222--K,0.020000,LB-M-BULK
LB-M-BULK/FF.RND.M043.06,PARF-MLPMD-X,0.020000,LB-M-BULK
LB-M-BULK/FF.RND.M043.06,ACTI-VEAC-X,0.010000,LB-M-BULK
LB-M-BULK/FF.RND.M043.06,BHT-CRTL-X,0.001000,LB-M-BULK
LB-M-BULK/FF.RND.M043.06,NIPA-S--K,0.001000,LB-M-BULK
LB-M-BULK/FF.RND.M043.06,WARN-DCY10AL-X,0.000800,LB-M-BULK
LB-M-BULK/FF.RND.M043.06,WARN-COSG--K,0.000300,LB-M-BULK
F-BWMM02-BULK/FS.RND.T0056.00,AIR-RO--L,0.300000,F-BWMM02-BULK
F-BWMM02-BULK/FS.RND.T0056.00,PURO-IDD-X,0.106500,F-BWMM02-BULK
F-BWMM02-BULK/FS.RND.T0056.00,BRB-CPLM-X,0.078680,F-BWMM02-BULK
F-BWMM02-BULK/FS.RND.T0056.00,SILI-1202-,0.071820,F-BWMM02-BULK
F-BWMM02-BULK/FS.RND.T0056.00,BENT-BGISDV-X,0.050000,F-BWMM02-BULK
F-BWMM02-BULK/FS.RND.T0056.00,UVIN-MC80-BASF,0.050000,F-BWMM02-BULK
F-BWMM02-BULK/FS.RND.T0056.00,TIT-T85-X,0.031000,F-BWMM02-BULK
F-BWMM02-BULK/FS.RND.T0056.00,"BUTY--DAI1,3",0.030000,F-BWMM02-BULK
F-BWMM02-BULK/FS.RND.T0056.00,EMUL-KF6017-X,0.030000,F-BWMM02-BULK
F-BWMM02-BULK/FS.RND.T0056.00,GLYC--ECOS-K,0.030000,F-BWMM02-BULK
F-BWMM02-BULK/FS.RND.T0056.00,POLY-M-MP27-K,0.020000,F-BWMM02-BULK
F-BWMM02-BULK/FS.RND.T0056.00,SILI-DCF-ID-X,0.020000,F-BWMM02-BULK
F-BWMM02-BULK/FS.RND.T0056.00,SILI-BELEG5-X,0.016500,F-BWMM02-BULK
F-BWMM02-BULK/FS.RND.T0056.00,GARA-RFS-X,0.010000,F-BWMM02-BULK
F-BWMM02-BULK/FS.RND.T0056.00,SILI-SP105-X,0.010000,F-BWMM02-BULK
F-BWMM02-BULK/FS.RND.T0056.00,PEN-PRSVPE-X,0.008000,F-BWMM02-BULK
F-BWMM02-BULK/FS.RND.T0056.00,STEA-DSP300-X,0.005000,F-BWMM02-BULK
F-BWMM02-BULK/FS.RND.T0056.00,VITA-DL E-MS,0.005000,F-BWMM02-BULK
F-BWMM02-BULK/FS.RND.T0056.00,SILC-SP500LS-X,0.002000,F-BWMM02-BULK
F-BWMM02-BULK/FS.RND.T0056.00,ALAN--AK-K,0.001000,F-BWMM02-BULK
F-BWMM02-BULK/FS.RND.T0056.00,FUCO-15PSLB-X,0.001000,F-BWMM02-BULK
F-BWMM02-BULK/FS.RND.T0056.00,EDT-B--K,0.000500,F-BWMM02-BULK
F-BWMM02-BULK/FS.RND.T0056.00,BIO-HYAL-BIL,0.000100,F-BWMM02-BULK
F-BWMM02-BULK/FS.RND.T0056.00,TITA-CROTS-X,0.095000,F-BWMM02-BULK
F-BWMM02-BULK/FS.RND.T0056.00,WARN-BYO12-X,0.022500,F-BWMM02-BULK
F-BWMM02-BULK/FS.RND.T0056.00,WARN-BRO12-X,0.004400,F-BWMM02-BULK
F-BWMM02-BULK/FS.RND.T0056.00,WARN-BBO12-X,0.001000,F-BWMM02-BULK
F-BWMM03-BULK/FS.RND.T0057.00,AIR-RO--L,0.300000,F-BWMM03-BULK
F-BWMM03-BULK/FS.RND.T0057.00,PURO-IDD-X,0.107970,F-BWMM03-BULK
F-BWMM03-BULK/FS.RND.T0057.00,BRB-CPLM-X,0.082000,F-BWMM03-BULK
F-BWMM03-BULK/FS.RND.T0057.00,SILI-1202-,0.070680,F-BWMM03-BULK
F-BWMM03-BULK/FS.RND.T0057.00,BENT-BGISDV-X,0.050000,F-BWMM03-BULK
F-BWMM03-BULK/FS.RND.T0057.00,UVIN-MC80-BASF,0.050000,F-BWMM03-BULK
F-BWMM03-BULK/FS.RND.T0057.00,TIT-T85-X,0.031000,F-BWMM03-BULK
F-BWMM03-BULK/FS.RND.T0057.00,"BUTY--DAI1,3",0.030000,F-BWMM03-BULK
F-BWMM03-BULK/FS.RND.T0057.00,EMUL-KF6017-X,0.030000,F-BWMM03-BULK
F-BWMM03-BULK/FS.RND.T0057.00,GLYC--ECOS-K,0.030000,F-BWMM03-BULK
F-BWMM03-BULK/FS.RND.T0057.00,POLY-M-MP27-K,0.020000,F-BWMM03-BULK
F-BWMM03-BULK/FS.RND.T0057.00,SILI-DCF-ID-X,0.020000,F-BWMM03-BULK
F-BWMM03-BULK/FS.RND.T0057.00,SILI-BELEG5-X,0.016500,F-BWMM03-BULK
F-BWMM03-BULK/FS.RND.T0057.00,GARA-RFS-X,0.010000,F-BWMM03-BULK
F-BWMM03-BULK/FS.RND.T0057.00,SILI-SP105-X,0.010000,F-BWMM03-BULK
F-BWMM03-BULK/FS.RND.T0057.00,PEN-PRSVPE-X,0.008000,F-BWMM03-BULK
F-BWMM03-BULK/FS.RND.T0057.00,STEA-DSP300-X,0.005000,F-BWMM03-BULK
F-BWMM03-BULK/FS.RND.T0057.00,VITA-DL E-MS,0.005000,F-BWMM03-BULK
F-BWMM03-BULK/FS.RND.T0057.00,SILC-SP500LS-X,0.002000,F-BWMM03-BULK
F-BWMM03-BULK/FS.RND.T0057.00,ALAN--AK-K,0.001000,F-BWMM03-BULK
F-BWMM03-BULK/FS.RND.T0057.00,FUCO-15PSLB-X,0.001000,F-BWMM03-BULK
F-BWMM03-BULK/FS.RND.T0057.00,EDT-B--K,0.000500,F-BWMM03-BULK
F-BWMM03-BULK/FS.RND.T0057.00,BIO-HYAL-BIL,0.000100,F-BWMM03-BULK
F-BWMM03-BULK/FS.RND.T0057.00,TITA-CROTS-X,0.082000,F-BWMM03-BULK
F-BWMM03-BULK/FS.RND.T0057.00,WARN-BYO12-X,0.029500,F-BWMM03-BULK
F-BWMM03-BULK/FS.RND.T0057.00,WARN-BRO12-X,0.005160,F-BWMM03-BULK
F-BWMM03-BULK/FS.RND.T0057.00,WARN-BBO12-X,0.002590,F-BWMM03-BULK
TWC-OMGD-BULK/FF.RND.050.03,TALC-OSBRTPD-X,0.467000,TWC-OMGD-BULK
TWC-OMGD-BULK/FF.RND.050.03,SERI-GH202-X,0.300000,TWC-OMGD-BULK
TWC-OMGD-BULK/FF.RND.050.03,CORN---K,0.060000,TWC-OMGD-BULK
TWC-OMGD-BULK/FF.RND.050.03,SFT-CERA847-X,0.050000,TWC-OMGD-BULK
TWC-OMGD-BULK/FF.RND.050.03,CLAY-KAOSRG-X,0.040000,TWC-OMGD-BULK
TWC-OMGD-BULK/FF.RND.050.03,TITA--3328EW-K,0.020000,TWC-OMGD-BULK
TWC-OMGD-BULK/FF.RND.050.03,SILD--SI5H52D-K,0.010000,TWC-OMGD-BULK
TWC-OMGD-BULK/FF.RND.050.03,UVIN-MC80-BASF,0.010000,TWC-OMGD-BULK
TWC-OMGD-BULK/FF.RND.050.03,PEN-PRSVPE-X,0.008000,TWC-OMGD-BULK
TWC-OMGD-BULK/FF.RND.050.03,ZINC-ZNOLYS-X,0.005000,TWC-OMGD-BULK
TWC-OMGD-BULK/FF.RND.050.03,PEN-SENSC50-X,0.004000,TWC-OMGD-BULK
TWC-OMGD-BULK/FF.RND.050.03,PARF-AMSKLG-X,0.000200,TWC-OMGD-BULK
TWC-OMGD-BULK/FF.RND.050.03,VITA-B3PC-X,0.000100,TWC-OMGD-BULK
TWC-OMGD-BULK/FF.RND.050.03,VITA-DL E-MS,0.000100,TWC-OMGD-BULK
TWC-OMGD-BULK/FF.RND.050.03,STAY--DSMR-K,0.000100,TWC-OMGD-BULK
TWC-OMGD-BULK/FF.RND.050.03,OIL-OJJBIII-X,0.000100,TWC-OMGD-BULK
TWC-OMGD-BULK/FF.RND.050.03,WARN-RED3ASTDMS-BULK,0.011800,TWC-OMGD-BULK
TWC-OMGD-BULK/FF.RND.050.03,WARN-YLW3AS-X,0.006900,TWC-OMGD-BULK
TWC-OMGD-BULK/FF.RND.050.03,WARN-TETDMS-BULK,0.006700,TWC-OMGD-BULK
L-PTMCD-BULK/FS.RND.M0099-VER.01,SUCR-AC01-X,0.230000,L-PTMCD-BULK
L-PTMCD-BULK/FS.RND.M0099-VER.01,BENT-BGISDV-X,0.225000,L-PTMCD-BULK
L-PTMCD-BULK/FS.RND.M0099-VER.01,SILI-DC-PSFCS-X,0.153500,L-PTMCD-BULK
L-PTMCD-BULK/FS.RND.M0099-VER.01,SILI-BEL803-X,0.100000,L-PTMCD-BULK
L-PTMCD-BULK/FS.RND.M0099-VER.01,SILC-SP500LS-X,0.070000,L-PTMCD-BULK
L-PTMCD-BULK/FS.RND.M0099-VER.01,PURO-IDD-X,0.057000,L-PTMCD-BULK
L-PTMCD-BULK/FS.RND.M0099-VER.01,HAIM-DIS-X,0.025000,L-PTMCD-BULK
L-PTMCD-BULK/FS.RND.M0099-VER.01,ALUM-MN10D-X,0.010000,L-PTMCD-BULK
L-PTMCD-BULK/FS.RND.M0099-VER.01,PARF-VMR-X,0.010000,L-PTMCD-BULK
L-PTMCD-BULK/FS.RND.M0099-VER.01,PEN-PRSVPE-X,0.008000,L-PTMCD-BULK
L-PTMCD-BULK/FS.RND.M0099-VER.01,PEN-SENSC50-X,0.004000,L-PTMCD-BULK
L-PTMCD-BULK/FS.RND.M0099-VER.01,VITA-DL E-MS,0.001000,L-PTMCD-BULK
L-PTMCD-BULK/FS.RND.M0099-VER.01,WARN-C338--K,0.042000,L-PTMCD-BULK
L-PTMCD-BULK/FS.RND.M0099-VER.01,WARN-C19012-DCR6-K,0.034000,L-PTMCD-BULK
L-PTMCD-BULK/FS.RND.M0099-VER.01,WARN-UNPBRWNL88-X,0.026500,L-PTMCD-BULK
L-PTMCD-BULK/FS.RND.M0099-VER.01,TITA-OTS2CR50-,0.002000,L-PTMCD-BULK
L-PTMCD-BULK/FS.RND.M0099-VER.01,WARN-C19011-R7CL-K,0.002000,L-PTMCD-BULK
L-PTMC02-BULK/FS.RND.M0100-VER.01,SUCR-AC01-X,0.230000,L-PTMC02-BULK
L-PTMC02-BULK/FS.RND.M0100-VER.01,BENT-BGISDV-X,0.225000,L-PTMC02-BULK
L-PTMC02-BULK/FS.RND.M0100-VER.01,SILI-DC-PSFCS-X,0.150700,L-PTMC02-BULK
L-PTMC02-BULK/FS.RND.M0100-VER.01,SILI-BEL803-X,0.100000,L-PTMC02-BULK
L-PTMC02-BULK/FS.RND.M0100-VER.01,SILC-SP500LS-X,0.070000,L-PTMC02-BULK
L-PTMC02-BULK/FS.RND.M0100-VER.01,PURO-IDD-X,0.057000,L-PTMC02-BULK
L-PTMC02-BULK/FS.RND.M0100-VER.01,HAIM-DIS-X,0.025000,L-PTMC02-BULK
L-PTMC02-BULK/FS.RND.M0100-VER.01,ALUM-MN10D-X,0.010000,L-PTMC02-BULK
L-PTMC02-BULK/FS.RND.M0100-VER.01,PARF-VMR-X,0.010000,L-PTMC02-BULK
L-PTMC02-BULK/FS.RND.M0100-VER.01,PEN-PRSVPE-X,0.008000,L-PTMC02-BULK
L-PTMC02-BULK/FS.RND.M0100-VER.01,PEN-SENSC50-X,0.004000,L-PTMC02-BULK
L-PTMC02-BULK/FS.RND.M0100-VER.01,VITA-DL E-MS,0.001000,L-PTMC02-BULK
L-PTMC02-BULK/FS.RND.M0100-VER.01,TITA-OTS2CR50-,0.058000,L-PTMC02-BULK
L-PTMC02-BULK/FS.RND.M0100-VER.01,WARN-TOA403-KF,0.027000,L-PTMC02-BULK
L-PTMC02-BULK/FS.RND.M0100-VER.01,WARN-C338--K,0.012500,L-PTMC02-BULK
L-PTMC02-BULK/FS.RND.M0100-VER.01,WARN-C19012-DCR6-K,0.009000,L-PTMC02-BULK
L-PTMC02-BULK/FS.RND.M0100-VER.01,WARN-C19011-R7CL-K,0.002800,L-PTMC02-BULK
L-PTMC04-BULK/FS.RND.M0096-VER-01,SUCR-AC01-X,0.230000,L-PTMC04-BULK
L-PTMC04-BULK/FS.RND.M0096-VER-01,BENT-BGISDV-X,0.225000,L-PTMC04-BULK
L-PTMC04-BULK/FS.RND.M0096-VER-01,SILI-DC-PSFCS-X,0.160700,L-PTMC04-BULK
L-PTMC04-BULK/FS.RND.M0096-VER-01,SILI-BEL803-X,0.100000,L-PTMC04-BULK
L-PTMC04-BULK/FS.RND.M0096-VER-01,SILC-SP500LS-X,0.080000,L-PTMC04-BULK
L-PTMC04-BULK/FS.RND.M0096-VER-01,PURO-IDD-X,0.057000,L-PTMC04-BULK
L-PTMC04-BULK/FS.RND.M0096-VER-01,HAIM-DIS-X,0.025000,L-PTMC04-BULK
L-PTMC04-BULK/FS.RND.M0096-VER-01,ALUM-MN10D-X,0.010000,L-PTMC04-BULK
L-PTMC04-BULK/FS.RND.M0096-VER-01,PARF-VMR-X,0.010000,L-PTMC04-BULK
L-PTMC04-BULK/FS.RND.M0096-VER-01,PEN-PRSVPE-X,0.008000,L-PTMC04-BULK
L-PTMC04-BULK/FS.RND.M0096-VER-01,PEN-SENSC50-X,0.004000,L-PTMC04-BULK
L-PTMC04-BULK/FS.RND.M0096-VER-01,VITA-DL E-MS,0.001000,L-PTMC04-BULK
L-PTMC04-BULK/FS.RND.M0096-VER-01,WARN-C338--K,0.024000,L-PTMC04-BULK
L-PTMC04-BULK/FS.RND.M0096-VER-01,TITA--3328EW-K,0.021500,L-PTMC04-BULK
L-PTMC04-BULK/FS.RND.M0096-VER-01,WARN-C335138--K,0.017500,L-PTMC04-BULK
L-PTMC04-BULK/FS.RND.M0096-VER-01,WARN-C43001-MV-K,0.013400,L-PTMC04-BULK
L-PTMC04-BULK/FS.RND.M0096-VER-01,WARN-C196619-R6-K,0.011300,L-PTMC04-BULK
L-PTMC04-BULK/FS.RND.M0096-VER-01,WARN-R7EL-X,0.011600,L-PTMC04-BULK
CUS-IPE-BULK/FF.RND.W1022.04,AIR-RO--L,0.290000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,UVIN-MC80-BASF,0.090000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,PR-ZPRDL-X,0.050000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,SILI-KFFA-X,0.045000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,BENT-BGVS5PC-X,0.040000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,SUNS-PEHS-X,0.040000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,EMUL-KF68-X,0.035000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,SILI-BDP-X,0.047700,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,TIT-T85-X,0.030000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,CRO1-ML-,0.020000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,EMU-LEX7-X,0.020000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,GLYC--ECOS-K,0.020000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,SILI-MCMA-X,0.020000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,SILI-BEL803-X,0.016000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,MOIS-TR100-X,0.015000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,SUCR-AC01-X,0.012000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,ORGA-EXD-ARK,0.012000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,SILI-KF54HV-X,0.010000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,PWD-SYS-X,0.010000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,THIC-RMGSO4-X,0.010000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,EMUL-KF6017-X,0.009000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,SILC-SP500LS-X,0.009000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,PEN-PRSVPE-X,0.008000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,STEA-DSP300-X,0.005000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,VITA-DL E-MS,0.005000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,PEN-SENSC50-X,0.004000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,PENG-SYM68-X,0.003000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,SILD--SI5H52D-K,0.003000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,ALAN--AK-K,0.001000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,EDT-B--K,0.001000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,ACTI-ECTC-X,0.000300,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,BIO-HYAL-BIL,0.000200,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,TITA-CROTS-X,0.075000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,WARN-RED3AS-X,0.006800,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,WARN-YLW3AS-X,0.033000,CUS-IPE-BULK
CUS-IPE-BULK/FF.RND.W1022.04,WARN-BLCK3AS-X,0.004000,CUS-IPE-BULK
CUS-IPD-BULK/FF.RND.W1021.04,AIR-RO--L,0.290000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,UVIN-MC80-BASF,0.090000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,PR-ZPRDL-X,0.050000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,SILI-KFFA-X,0.045000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,BENT-BGVS5PC-X,0.040000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,SUNS-PEHS-X,0.040000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,EMUL-KF68-X,0.035000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,SILI-BDP-X,0.060000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,TIT-T85-X,0.030000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,CRO1-ML-,0.020000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,EMU-LEX7-X,0.020000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,GLYC--ECOS-K,0.020000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,SILI-MCMA-X,0.020000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,SILI-BEL803-X,0.016000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,MOIS-TR100-X,0.015000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,SUCR-AC01-X,0.012000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,ORGA-EXD-ARK,0.012000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,SILI-KF54HV-X,0.010000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,PWD-SYS-X,0.010000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,THIC-RMGSO4-X,0.010000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,EMUL-KF6017-X,0.009000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,SILC-SP500LS-X,0.009000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,PEN-PRSVPE-X,0.008000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,STEA-DSP300-X,0.005000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,VITA-DL E-MS,0.005000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,PEN-SENSC50-X,0.004000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,PENG-SYM68-X,0.003000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,SILD--SI5H52D-K,0.003000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,ALAN--AK-K,0.001000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,EDT-B--K,0.001000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,ACTI-ECTC-X,0.000300,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,BIO-HYAL-BIL,0.000200,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,TITA-CROTS-X,0.078000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,WARN-RED3AS-X,0.005000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,WARN-YLW3AS-X,0.020000,CUS-IPD-BULK
CUS-IPD-BULK/FF.RND.W1021.04,WARN-BLCK3AS-X,0.003500,CUS-IPD-BULK
L-PTMCA-BULK/FS.RND.M0105-VER.01,SUCR-AC01-X,0.230000,L-PTMCA-BULK
L-PTMCA-BULK/FS.RND.M0105-VER.01,BENT-BGISDV-X,0.225000,L-PTMCA-BULK
L-PTMCA-BULK/FS.RND.M0105-VER.01,SILI-DC-PSFCS-X,0.140000,L-PTMCA-BULK
L-PTMCA-BULK/FS.RND.M0105-VER.01,SILI-BEL803-X,0.100000,L-PTMCA-BULK
L-PTMCA-BULK/FS.RND.M0105-VER.01,SILC-SP500LS-X,0.080000,L-PTMCA-BULK
L-PTMCA-BULK/FS.RND.M0105-VER.01,PURO-IDD-X,0.057000,L-PTMCA-BULK
L-PTMCA-BULK/FS.RND.M0105-VER.01,HAIM-DIS-X,0.025000,L-PTMCA-BULK
L-PTMCA-BULK/FS.RND.M0105-VER.01,ALUM-MN10D-X,0.010000,L-PTMCA-BULK
L-PTMCA-BULK/FS.RND.M0105-VER.01,PARF-VMR-X,0.010000,L-PTMCA-BULK
L-PTMCA-BULK/FS.RND.M0105-VER.01,PEN-PRSVPE-X,0.008000,L-PTMCA-BULK
L-PTMCA-BULK/FS.RND.M0105-VER.01,PEN-SENSC50-X,0.004000,L-PTMCA-BULK
L-PTMCA-BULK/FS.RND.M0105-VER.01,VITA-DL E-MS,0.001000,L-PTMCA-BULK
L-PTMCA-BULK/FS.RND.M0105-VER.01,TITA-OTS2CR50-,0.037000,L-PTMCA-BULK
L-PTMCA-BULK/FS.RND.M0105-VER.01,WARN-C338--K,0.036500,L-PTMCA-BULK
L-PTMCA-BULK/FS.RND.M0105-VER.01,WARN-TOA403-KF,0.020200,L-PTMCA-BULK
L-PTMCA-BULK/FS.RND.M0105-VER.01,WARN-C19012-DCR6-K,0.017000,L-PTMCA-BULK
L-PTMCA-BULK/FS.RND.M0105-VER.01,WARN-C19011-R7CL-K,0.002500,L-PTMCA-BULK
L-PTMC06-BULK/FS.RND.M0114-VER.01,SUCR-AC01-X,0.230000,L-PTMC06-BULK
L-PTMC06-BULK/FS.RND.M0114-VER.01,BENT-BGISDV-X,0.225000,L-PTMC06-BULK
L-PTMC06-BULK/FS.RND.M0114-VER.01,SILI-DC-PSFCS-X,0.140000,L-PTMC06-BULK
L-PTMC06-BULK/FS.RND.M0114-VER.01,SILI-BEL803-X,0.100000,L-PTMC06-BULK
L-PTMC06-BULK/FS.RND.M0114-VER.01,SILC-SP500LS-X,0.080000,L-PTMC06-BULK
L-PTMC06-BULK/FS.RND.M0114-VER.01,PURO-IDD-X,0.057000,L-PTMC06-BULK
L-PTMC06-BULK/FS.RND.M0114-VER.01,HAIM-DIS-X,0.025000,L-PTMC06-BULK
L-PTMC06-BULK/FS.RND.M0114-VER.01,ALUM-MN10D-X,0.010000,L-PTMC06-BULK
L-PTMC06-BULK/FS.RND.M0114-VER.01,PARF-VMR-X,0.010000,L-PTMC06-BULK
L-PTMC06-BULK/FS.RND.M0114-VER.01,PEN-PRSVPE-X,0.008000,L-PTMC06-BULK
L-PTMC06-BULK/FS.RND.M0114-VER.01,PEN-SENSC50-X,0.004000,L-PTMC06-BULK
L-PTMC06-BULK/FS.RND.M0114-VER.01,VITA-DL E-MS,0.001000,L-PTMC06-BULK
L-PTMC06-BULK/FS.RND.M0114-VER.01,WARN-C335138--K,0.030000,L-PTMC06-BULK
L-PTMC06-BULK/FS.RND.M0114-VER.01,TITA-OTS2CR50-,0.027500,L-PTMC06-BULK
L-PTMC06-BULK/FS.RND.M0114-VER.01,WARN-COGO--K,0.027000,L-PTMC06-BULK
L-PTMC06-BULK/FS.RND.M0114-VER.01,WARN-TOA403-KF,0.018000,L-PTMC06-BULK
L-PTMC06-BULK/FS.RND.M0114-VER.01,WARN-C19011-R7CL-K,0.010000,L-PTMC06-BULK
L-PTMC06-BULK/FS.RND.M0114-VER.01,WARN-C196619-R6-K,0.002000,L-PTMC06-BULK
L-EMCB-BULK/FF.RND.W1069.03,BENT-BGVS5PC-X,0.380000,L-EMCB-BULK
L-EMCB-BULK/FF.RND.W1069.03,PURO-IDD-X,0.219900,L-EMCB-BULK
L-EMCB-BULK/FF.RND.W1069.03,WAX-SBWX--X,0.060000,L-EMCB-BULK
