Kode Item Baru,Nama Item,MPQ Olah,MPQ Kemas,MPQ Supply,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W01,W02,W03,W04,W05,W06,W07,W08,W09,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,Sum,MPQ Kemas,MPQ Supply
HBW-BWN2C-BD,Biodef Natural Protection Mint + Green Tea Body Wash Antiseptik Alami Pouch 400 ml,3000,6955,7164,0,0,13910,6955,13910,62595,13910,6955,13910,13910,13910,6955,13910,13910,13910,6955,13910,13910,6955,13910,13910,13910,6955,13910,13910,13910,6955,13910,13910,6955,13910,13910,13910,6955,13910,13910,13910,6955,13910,13910,6955,13910,13910,13910,6955,13910,13910,13910,6955,13910,13910,6955,13910,13910,13910,6955,13910,13910,13910,6955,13910,13910,6955,13910,0,6955,6955,,,806780,6955,7164
HBW-BWN2D-BD,Biodef Natural Protection Mint + Yuzu Body Wash Antiseptik Alami Pouch 400 ml,3000,6989,7199,0,0,6989,6989,0,20967,6989,0,6989,6989,0,6989,6989,0,6989,6989,0,6989,6989,0,6989,6989,0,6989,0,6989,6989,0,6989,6989,0,6989,6989,0,6989,6989,0,6989,0,6989,6989,0,6989,6989,0,6989,6989,0,6989,6989,0,6989,0,6989,6989,0,6989,6989,0,6989,6989,0,6989,6989,0,0,0,,,300527,6989,7199
HBW-BWN5A-BD,Biodef Natural Protection Mint + Sea Salt Body Wash Antiseptik Alami Botol 550 ml,1000,1724,1780,1724,0,1724,0,1724,3448,0,0,1724,1724,1724,1724,3448,1724,1724,1724,1724,3448,1724,1724,1724,1724,1724,1724,3448,1724,3448,1724,1724,1724,1724,1724,1724,1724,1724,1724,1724,1724,1724,1724,1724,3448,1724,1724,1724,3448,1724,3448,1724,3448,1724,3448,1724,1724,3448,5172,0,0,3448,1724,3448,1724,3448,1724,3448,1724,3448,,,136196,1724,1780
HBW-BWN5C-BD,Biodef Natural Protection Mint + Green Tea Body Wash Antiseptik Alami Botol 550 ml,3000,5239,5400,0,0,5239,0,0,5239,0,0,0,0,5239,0,0,5239,0,5239,0,0,5239,0,0,5239,0,5239,0,5239,0,0,5239,0,0,5239,0,0,5239,0,5239,0,0,5239,0,0,5239,0,0,5239,0,5239,0,5239,0,5239,0,5239,0,5239,0,0,5239,0,5239,0,5239,0,5239,0,5239,,,136214,5239,5400
HBW-BWN5D-BD,Biodef Natural Protection Mint + Yuzu Body Wash Antiseptik Alami Botol 550 ml,3000,5239,5400,0,0,0,0,0,5239,0,0,0,0,5239,0,5239,0,0,5239,0,0,5239,0,5239,0,0,5239,0,5239,0,0,5239,0,0,5239,0,5239,0,0,5239,0,0,5239,0,0,5239,0,5239,0,5239,0,5239,0,5239,0,5239,0,0,10478,0,0,0,5239,0,5239,0,5239,0,5239,0,,,130975,5239,5400
HBW-BWN6A-BD,Biodef Natural Protection Mint + Sea Salt Body Wash Antiseptik Alami Pouch 800 ml,1000,1186,1220,0,2372,1186,1186,2372,5930,0,0,2372,2372,2372,2372,3558,2372,2372,2372,2372,2372,1186,3558,2372,2372,3558,3558,4744,4744,3558,5930,5930,5930,7116,5930,5930,5930,5930,5930,7116,7116,7116,5930,7116,17790,16604,17790,16604,23720,23720,23720,23720,23720,23720,23720,23720,18976,18976,55742,0,0,23720,23720,23720,23720,23720,23720,23720,23720,23720,,,722274,1186,1220
HBW-BWN6C-BD,Biodef Natural Protection Mint + Green Tea Body Wash Antiseptik Alami Pouch 800 ml,3000,3604,3710,0,0,0,0,3604,3604,0,0,3604,3604,0,3604,3604,0,3604,3604,0,3604,3604,3604,0,3604,3604,3604,0,3604,3604,3604,0,3604,3604,0,3604,3604,3604,3604,0,3604,3604,0,3604,3604,3604,3604,3604,3604,3604,3604,3604,3604,3604,3604,3604,3604,3604,10812,0,0,3604,3604,3604,3604,3604,3604,"3,604",7208,3604,,,191012,3604,3710
HBW-BWN6D-BD,Biodef Natural Protection Mint + Yuzu Body Wash Antiseptik Alami Pouch 800 ml,3000,3604,3710,0,0,3604,0,0,7208,0,0,0,3604,3604,0,3604,3604,3604,0,3604,0,3604,3604,3604,0,3604,3604,7208,3604,3604,7208,3604,7208,7208,3604,7208,7208,7208,3604,7208,7208,7208,7208,7208,14416,18020,18020,18020,21624,25228,21624,25228,25228,21624,25228,21624,18020,21624,54060,0,0,25228,25228,21624,25228,21624,25228,"21,624",25228,21624,,,717196,3604,3710
HBW-EB-KA,Kahf Cooling and Brightening Body Wash 200 ml,1000,4464,4598,8928,4464,4464,8928,4464,4464,8928,4464,4464,4464,8928,4464,4464,8928,4464,4464,4464,8928,4464,4464,4464,8928,4464,4464,8928,4464,4464,4464,8928,4464,4464,4464,8928,4464,4464,8928,4464,4464,4464,8928,4464,4464,4464,8928,4464,4464,8928,4464,4464,4464,8928,4464,4464,8928,4464,4464,4464,8928,4464,4464,4464,8928,4464,4464,"4,464",0,4464,,,374976,4464,4598
HBW-ETBWA-W,Earth Love Life East Balinese Bamboo & Oriental Mint Body Wash 250 ml,200,649,686,0,0,0,0,0,649,0,0,649,0,649,0,649,649,0,0,649,0,649,0,649,0,649,0,649,649,0,649,649,0,649,649,0,649,0,649,0,0,649,0,649,0,649,649,649,1298,649,1298,1298,0,649,649,0,649,0,1298,0,0,649,0,649,649,0,649,649,0,649,,,25960,649,686
HBW-ETBWAN2-W,Earth Love Life East Balinese Bamboo & Oriental Mint Body Wash 450 ml,750,1482,1527,0,0,0,0,0,1482,0,0,0,0,0,1482,0,0,1482,0,0,0,1482,0,0,1482,0,0,0,1482,0,1482,0,0,1482,0,0,0,1482,0,0,0,1482,0,0,0,1482,0,1482,1482,1482,0,1482,1482,0,0,1482,0,0,1482,0,0,1482,0,0,1482,0,0,1482,0,0,,,31122,1482,1527
HBW-ETBWB-W,Earth Love Life Javanese Moringa & Balinese Starfruit Body Wash 250 ml,200,649,686,0,0,0,0,0,649,0,0,649,0,649,0,649,649,0,0,649,0,649,0,649,0,649,0,649,649,0,649,649,0,649,649,0,649,0,649,0,0,649,0,649,0,649,649,649,1298,649,1298,1298,0,649,649,0,649,0,1298,0,0,649,0,649,649,0,649,649,0,649,,,25960,649,686
HBW-ETBWBN2-W,Earth Love Life Javanese Moringa & Balinese Starfruit Body Wash 450 ml,600,1157,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,0,1157,0,0,1157,0,1157,0,1157,0,0,1157,0,0,0,1157,0,0,1157,1157,0,1157,1157,2314,1157,0,1157,0,1157,0,0,1157,0,0,1157,0,1157,0,1157,0,1157,0,1157,,,25454,1157,1199
HBW-ETBWC-W,Earth Love Life Bulgarian Rose & East Nusa Vanilla Body Wash 250 ml,200,649,686,0,0,0,0,0,649,0,0,0,649,0,649,649,0,649,0,649,0,649,0,649,0,0,649,649,0,649,649,0,649,649,0,649,0,649,0,649,0,0,649,0,649,649,649,0,1298,1298,649,1298,0,649,649,0,649,0,1298,0,0,649,0,649,649,0,649,649,0,649,,,25311,649,686
HBW-ETBWCN2-W,Earth Love Life Bulgarian Rose & East Nusa Vanilla Body Wash 450 ml,600,1157,1199,0,0,0,0,0,1157,0,0,0,0,1157,0,1157,0,0,1157,0,0,1157,0,0,1157,0,0,1157,0,1157,0,1157,0,1157,0,0,1157,0,0,1157,0,0,0,1157,0,1157,0,1157,1157,1157,1157,1157,1157,0,1157,0,1157,0,1157,0,0,1157,0,1157,0,1157,0,0,1157,0,,,31239,1157,1199
HBW-ETBWD-W,Earth Love Life Spanish Lavender & Javanese Rice Milk Body Wash 250 ml,200,649,686,649,0,0,0,0,649,0,0,0,649,0,649,649,0,649,0,649,0,0,649,0,649,0,649,649,0,649,649,0,649,649,0,649,0,649,0,0,649,0,649,0,649,649,0,649,1298,649,1298,1298,0,649,649,0,649,0,1298,0,0,649,0,649,649,0,649,649,0,649,,,25960,649,686
HBW-ETBWDN2-W,Earth Love Life Spanish Lavender & Javanese Rice Milk Body Wash 450 ml,600,1157,1199,0,0,0,0,0,1157,0,0,0,1157,0,0,1157,0,0,1157,0,0,1157,0,0,1157,0,0,1157,0,1157,0,1157,0,1157,0,0,1157,0,0,1157,0,0,0,1157,0,1157,0,1157,1157,1157,1157,1157,1157,0,1157,0,0,1157,1157,0,0,0,1157,0,1157,0,1157,0,1157,0,,,31239,1157,1199
HBW-ETBWE-W,Earth Love Life South Bali Frangipani & Tropical Coconut Water Body Wash 250 ml,200,649,686,649,0,0,0,0,649,0,0,0,649,0,649,649,0,649,0,649,0,0,649,0,649,0,649,649,0,649,649,0,649,649,0,649,0,649,0,0,649,0,649,0,649,649,0,649,1298,649,1298,1298,0,649,649,0,649,0,1298,0,0,649,0,649,649,0,649,649,0,649,,,25960,649,686
HBW-ETBWEN2-W,Earth Love Life South Bali Frangipani & Tropical Coconut Water Body Wash 450 ml,600,1157,1199,0,0,0,0,0,1157,0,0,0,0,1157,0,1157,0,0,1157,0,0,1157,0,0,1157,0,0,1157,0,1157,0,1157,0,1157,0,0,1157,0,0,1157,0,0,0,1157,0,1157,0,1157,1157,1157,1157,1157,1157,0,1157,0,0,1157,1157,0,0,0,1157,0,1157,0,1157,0,1157,0,,,31239,1157,1199
HBW-GBFBCN2-L,LABORÉ Sensitive Skin Care GentleBiome Non-Drying Foam Cleanser 250 ml,1000,3788,3942,3788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3788,0,0,0,0,0,0,0,0,0,0,0,3788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3788,0,0,0,0,0,0,0,0,0,0,0,0,3788,0,0,0,0,0,0,0,,,18940,3788,3942
HBW-HWN1-BD,Biodef Natural Protection Mint + Green Tea Hand Wash Antiseptik Alami Pouch 200 ml,1000,4546,4821,0,0,0,0,0,0,4546,0,0,0,0,0,0,4546,0,0,0,0,0,0,0,4546,0,0,0,0,0,0,0,4546,0,0,0,0,0,0,4546,0,0,0,0,0,0,0,4546,0,0,0,0,0,0,4546,0,0,0,0,0,0,0,4546,0,0,0,0,0,0,0,,,36368,4546,4821
HBW-HWN1B-BD,Biodef Natural Protection Mint + Yuzu Hand Wash Antiseptik Alami Pouch 200 ml,1000,4440,4821,0,0,0,4440,0,0,0,0,4440,0,0,0,0,0,0,4440,0,0,0,0,0,4440,0,0,0,0,0,4440,0,0,0,0,0,4440,0,0,0,0,0,4440,0,0,0,0,0,4440,0,0,0,0,0,0,4440,0,0,0,0,0,4440,0,0,0,0,0,0,0,4440,,,48840,4440,4821
HBW-HWN2-BD,Biodef Natural Protection Mint + Green Tea Hand Wash Antiseptik Alami Botol 250 ml,1000,3753,3866,0,0,0,0,0,3753,0,0,0,0,0,0,0,0,0,0,3753,0,0,0,0,0,0,0,0,0,0,3753,0,0,0,0,0,0,0,0,0,3753,0,0,0,0,0,0,0,0,0,0,3753,0,0,0,0,0,0,0,0,0,3753,0,0,0,0,0,0,0,0,,,22518,3753,3866
HBW-HWN2B-BD,Biodef Natural Protection Mint + Yuzu Hand Wash Antiseptik Alami Botol 250 ml,1000,3757,3870,0,0,0,0,0,3757,0,0,0,0,0,0,0,0,3757,0,0,0,0,0,0,0,0,0,0,3757,0,0,0,0,0,0,0,0,0,0,0,3757,0,0,0,0,0,0,0,0,0,0,3757,0,0,0,0,0,0,0,0,0,0,3757,0,0,0,0,0,0,0,,,22542,3757,3870
HBW-NDAHHWN2-W,Wardah Nature Daily Aloe Hydramild Hand Wash 250 ml,3000,11533,11879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,11533,11533,11879
HBW-NFSBWN1A-BD,Biodef NFS Natural Protection Mint + Sea Salt Body Wash Antiseptik Alami 15 ml,850,51002,51002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,51002,51002
HBW-NFSBWN1C-BD,Biodef NFS Natural Protection Mint + Green Tea Body Wash Antiseptik Alami 15 ml,140,7116,7270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,7116,7270
HBW-NFSBWN1D-BD,Biodef NFS Natural Protection Mint + Yuzu Body Wash Antiseptik Alami 15 ml,140,7116,7270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,7116,7270
HBW-NFSGBFBCN2-L,LABORÉ Sensitive Skin Care NFS GentleBiome Non-Drying Foam Cleanser 40 ml,470,10395,10395,0,0,0,0,0,0,0,0,10395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10395,10395,10395
HBW-R-KA,Kahf Relaxing and Acne Fight Body Wash 200 ml,3000,14136,14310,14136,0,0,14136,0,0,0,14136,0,0,14136,0,0,14136,0,0,0,14136,0,0,14136,0,0,14136,0,0,0,14136,0,0,14136,0,0,14136,0,0,14136,0,0,0,14136,0,0,14136,0,0,14136,0,0,0,14136,0,0,14136,0,0,14136,0,0,14136,0,0,0,14136,0,0,0,,,282720,14136,14310
HBW-RETBWAN2-W,EARTH LOVE LIFE East Balinese Bamboo & Oriental Mint Body Wash Pouch 400 ml,1000,2399,2470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2399,2399,2470
HBW-RETBWBN2-W,EARTH LOVE LIFE Javanese Moringa & Balinese Starfruit Body Wash Pouch 400 ml,3000,7199,7420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,7199,7199,7420
HBW-RETBWCN2-W,EARTH LOVE LIFE Bulgarian Rose & East Nusa Vanilla Body Wash Pouch 400 ml,3000,7199,7420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,7199,7199,7420
HBW-RETBWDN2-W,EARTH LOVE LIFE Spanish Lavender & Javanese Rice Milk Body Wash Pouch 400 ml,1000,2399,2470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2399,2399,2470
HBW-RETBWEN2-W,EARTH LOVE LIFE South Bali Frangipani & Tropical Coconut Water Body Wash Pouch 400 ml,1000,2399,2470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2399,2399,2470
HC-HF-W170ML,Wardah Hair Fall Treatment Conditioner 170 ml (Pc(s)),1000,5519,5685,5519,0,0,5519,5519,5519,5519,5519,0,5519,5519,5519,5519,5519,5519,5519,5519,5519,0,5519,5519,5519,5519,5519,5519,5519,5519,5519,5519,0,5519,5519,5519,5519,5519,5519,5519,5519,5519,0,5519,5519,5519,5519,5519,5519,5519,5519,5519,5519,0,5519,5519,5519,5519,5519,5519,5519,5519,5519,0,5519,5519,5519,0,5519,0,,,314583,5519,5685
HC-NS-W170ML,Wardah Nutri Shine Conditioner 170 ml (Pc(s)),1000,5540,5707,5540,0,0,5540,0,5540,0,5540,5540,0,5540,0,5540,0,5540,0,5540,5540,0,5540,0,5540,0,5540,5540,0,5540,0,5540,0,5540,0,5540,5540,0,5540,0,5540,0,5540,5540,0,5540,0,5540,0,5540,0,5540,5540,0,5540,0,5540,0,5540,5540,0,5540,0,5540,0,5540,0,5540,0,0,,,199440,5540,5707
HC-OMG01-OMG,OMG Hair Colorant 01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,1
HC-OMG010-OMG,OMG Hair Colorant 10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,1
HC-OMG011-OMG,OMG Hair Colorant 11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,1
HC-OMG012-OMG,OMG Hair Colorant 12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,1
HC-OMG02-OMG,OMG Hair Colorant 02,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,1
HC-OMG03-OMG,OMG Hair Colorant 03,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,1
HC-OMG04-OMG,OMG Hair Colorant 04,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,1
HC-OMG05-OMG,OMG Hair Colorant 05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,1
HC-OMG06-OMG,OMG Hair Colorant 06,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,1
HC-OMG07-OMG,OMG Hair Colorant 07,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,1
HC-OMG08-OMG,OMG Hair Colorant 08,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,1
HC-OMG09-OMG,OMG Hair Colorant 09,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,1
HC-P1A2-P2,Putri Pure Clean Hair Conditioner Apple 2 L (Pc(s)),600,285,385,0,0,0,0,285,0,0,285,0,0,285,0,285,0,0,285,0,0,285,0,0,285,0,285,0,0,285,0,0,285,0,285,0,0,285,0,0,285,0,0,285,0,285,0,0,285,0,0,285,0,285,0,0,285,0,0,285,0,0,285,0,285,0,0,0,285,0,,,"6,555",285,385
HC-P1A2-P200,Putri Pure Clean Hair Conditioner Apple 200 ML (Pc(s)),600,"2,808","2,908",0,0,0,"2,808",0,"2,808","2,808",0,"2,808",0,"2,808",0,"2,808",0,0,"2,808",0,"2,808",0,"2,808",0,"2,808",0,"2,808",0,"2,808",0,"2,808",0,"2,808",0,"2,808",0,"2,808",0,"2,808",0,"2,808",0,"2,808",0,"2,808",0,"2,808",0,"2,808",0,"2,808",0,"2,808",0,"2,808",0,0,"2,808",0,"2,808",0,"2,808",0,"2,808",0,"2,808",0,"2,808",0,0,,,"87,048","2,808","2,908"
HC-P1A2-P450,Putri Pure Clean Hair Conditioner Apple 450 ML (Pc(s)),"1,000","2,173","2,273",0,0,0,0,"2,173",0,0,"2,173",0,0,"2,173",0,0,"2,173",0,"2,173",0,0,"2,173",0,"2,173",0,0,"2,173",0,0,"2,173",0,"2,173",0,0,"2,173",0,"2,173",0,0,"2,173",0,0,"2,173",0,"2,173",0,0,"2,173",0,"2,173",0,0,"2,173",0,0,"2,173",0,"2,173",0,0,"2,173",0,"2,173",0,0,"2,173",0,0,0,0,,,"49,979","2,173","2,273"
HC-P1F-P2,Putri Pure Clean Hair Conditioner Floral 2 L (Pc(s)),300,135,150,0,0,0,135,0,135,135,0,135,0,135,0,135,0,135,135,0,135,0,135,0,135,0,135,135,0,135,0,135,0,135,0,135,135,0,135,0,135,0,135,0,135,135,0,135,0,135,0,135,0,135,135,0,135,0,135,0,135,0,135,135,0,135,0,0,135,0,,,4725,135,150
HC-P1F-P200,Putri Pure Clean Hair Conditioner Floral 200 ML (Pc(s)),300,"1,416","1,516",0,"1,416",0,"1,416","1,416",0,"1,416",0,"1,416","1,416",0,"1,416","1,416",0,"1,416","1,416",0,"1,416","1,416",0,"1,416","1,416",0,"1,416","1,416",0,"1,416","1,416",0,"1,416","1,416",0,"1,416","1,416",0,"1,416","1,416",0,"1,416","1,416",0,"1,416","1,416",0,"1,416","1,416",0,"1,416","1,416",0,"1,416","1,416",0,"1,416","1,416",0,"1,416","1,416",0,"1,416","1,416",0,"1,416","1,416",0,0,0,,,"59,472","1,416","1,516"
HC-P1F-P450,Putri Pure Clean Hair Conditioner Floral 450 ML (Pc(s)),1000,2200,2300,0,0,0,0,0,0,0,2200,0,0,0,0,2200,0,0,0,2200,0,0,0,0,2200,0,0,0,2200,0,0,0,0,2200,0,0,0,2200,0,0,0,0,2200,0,0,0,2200,0,0,0,0,2200,0,0,0,2200,0,0,0,0,2200,0,0,0,2200,0,0,0,0,0,,,28600,2200,2300
HM-P1P-P720,Putri Platinum Hair Mask 720 ML (Pc(s)),300,366,466,0,0,0,366,0,0,0,0,366,0,0,0,366,0,0,0,0,366,0,0,0,366,0,0,0,0,366,0,0,0,366,0,0,0,366,0,0,0,0,366,0,0,0,366,0,0,0,0,366,0,0,0,366,0,0,0,0,366,0,0,0,366,0,0,0,0,0,,,"5,124",366,466
HM-P1SPA-P720,Putri SPA Series Hair Mask 720 ml (pc(s)),300,376,476,0,0,0,0,376,0,0,0,376,0,0,376,0,0,0,376,0,0,0,376,0,0,376,0,0,0,376,0,0,376,0,0,0,376,0,0,0,376,0,0,376,0,0,0,376,0,0,376,0,0,0,376,0,0,0,376,0,0,376,0,0,0,376,0,0,0,0,,,"6,392",376,476
HP-DTHP-KA,Kahf Dynamics Texturizing Hair Powder 10 g,25,3846,3866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3846,0,11538,11538,0,0,0,0,0,0,0,3846,7692,3846,3846,7692,0,0,3846,3846,0,3846,3846,3846,0,3846,3846,,,80766,3846,3866
HS-MHS-MO,Make Over All Purpose Sanitizer 200 ml,300,"1,645","1,745",0,0,0,0,0,0,0,"1,645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,645",0,,,"3,290","1,645","1,745"
HSP-P1N1B3N-P200,Putri Hair Spray Non Aerosol Normal (Biru) 200 ML (Pc(s)),100,433,533,433,433,0,0,433,0,433,0,0,433,0,0,433,0,433,0,0,433,0,433,0,0,433,0,0,433,0,433,0,0,433,0,0,433,0,433,0,0,433,0,433,0,0,433,0,0,433,0,433,0,0,433,0,0,433,0,433,0,0,433,0,433,0,0,0,0,433,,,11258,433,533
HSP-P1N1B3N-P450,Putri Hair Spray Non Aerosol Normal (Biru) 450 ML (Pc(s)),40,84,184,0,0,84,0,84,0,84,84,0,84,0,84,84,0,84,84,0,84,0,84,84,0,84,84,0,84,0,84,84,0,84,0,84,84,0,84,84,0,84,0,84,84,0,84,84,0,84,0,84,84,0,84,0,84,84,0,84,84,0,84,0,84,84,0,84,0,0,,,"3,276",84,184
HSP-P1N1G1S-P200,Putri Hair Spray Non Aerosol Strong (Hijau) 200 ML (Pc(s)),100,504,604,504,0,504,0,504,0,0,504,0,0,504,0,504,0,0,504,0,504,0,0,504,0,0,504,0,504,0,0,504,0,0,504,0,504,0,0,504,0,0,504,0,504,0,0,504,0,504,0,0,504,0,0,504,0,504,0,0,504,0,0,504,0,504,0,0,0,0,,,"12,600",504,604
HSP-P1N1G1S-P450,Putri Hair Spray Non Aerosol Strong (Hijau) 450 ML (Pc(s)),80,160,170,0,0,0,160,0,160,0,160,0,160,0,160,0,160,0,160,0,160,0,160,0,160,0,160,0,160,0,160,0,160,0,160,0,160,0,0,160,0,160,0,160,0,160,0,160,0,160,0,160,0,160,0,160,0,160,0,160,0,160,0,160,0,160,0,0,0,160,,,"4,960",160,170
HT-P1G-P2,"Hair Tonic Ginseng, 2 L","1,000",518,618,0,0,0,0,518,0,0,0,518,0,0,0,518,0,0,0,518,0,0,0,518,0,0,0,518,0,0,0,518,0,0,0,518,0,0,0,0,518,0,0,0,518,0,0,0,518,0,0,0,518,0,0,0,518,0,0,0,518,0,0,0,518,0,0,0,0,0,,,"7,770",518,618
