Kode Item Baru,Nama Item,MPQ Olah,MPQ Kemas,MPQ Supply,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W01,W02,W03,W04,W05,W06,W07,W08,W09,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,Sum,MPQ Kemas,MPQ Supply
MY-ESCLPWP-W,Malaysia Wardah COLORFIT QUAD EYE PALETTE 03 SUNLIT BLAZE 6 g,packing only,60,60,3240,0,240,0,900,0,0,0,960,0,0,0,540,0,0,0,120,120,120,120,180,120,180,120,120,120,120,60,120,120,120,60,180,120,120,120,180,120,120,120,120,180,180,180,240,120,180,180,180,180,180,180,240,180,180,600,0,0,300,300,300,300,300,300,300,300,300,,,14880,60,60
MY-ESIPA-W,Malaysia Instaperfect Spectrum Eyeshadow Palette Rosette Hue 6 x 2 g,packing only,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,400,400,400,30,30,30,30,40,60,60,60,60,70,70,70,70,60,50,50,50,40,40,130,0,0,50,50,60,50,50,60,50,50,60,,,3190,10,10
MY-ESIPB-W,Malaysia Instaperfect Spectrum Eyeshadow Palette Peachstellar 6 x 2 g,packing only,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,400,400,400,30,30,30,30,40,60,60,60,60,70,70,70,70,60,50,50,50,40,40,130,0,0,50,50,60,50,50,60,50,50,60,,,3190,10,10
MY-ESPARR-MO,Malaysia MAKE OVER Powerstay Royal Rose Eye Palette 12 x 0.4 g,packing only,24,24,0,0,0,0,480,0,0,0,144,0,0,0,0,0,0,24,0,24,0,48,24,24,48,0,0,0,0,0,24,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,24,0,0,24,0,0,24,0,0,24,0,0,0,0,24,0,0,0,24,0,0,0,0,,,1032,24,24
MY-ESPAUB-MO,Malaysia MAKE OVER Powerstay Uptown Bae Eye Palette 12 x 0.4 g,packing only,24,24,0,0,0,0,480,0,0,0,168,0,0,0,0,0,0,0,24,0,24,24,24,48,24,0,0,24,0,0,0,24,0,0,0,24,0,0,24,0,0,0,24,0,0,24,0,0,24,0,24,0,24,24,0,24,0,24,0,0,0,0,24,0,0,24,0,0,24,,,1176,24,24
MY-ESPRPBK-EM,Malaysia Emina Pop Rouge Pressed Eye Shadow Brick 3.3 gr (Pc(s)),0,126,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,126,0,0,0,0,126,0,0,0,0,126,0,0,0,126,0,0,0,0,126,0,0,0,0,126,0,0,0,0,0,126,0,0,0,0,0,0,,,1008,126,130
MY-ESPRPGI-EM,Malaysia Emina Pop Rouge Pressed Eye Shadow Gelato 3.3 gr (Pc(s)),0,126,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,126,130
MY-ESPRPNS-EM,Malaysia Emina Pop Rouge Pressed Eye Shadow Nude 3.3 gr (Pc(s)),0,126,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,126,0,0,0,0,126,0,0,0,0,126,0,0,0,0,126,0,0,0,0,0,0,0,0,126,0,0,0,,,756,126,130
MY-ESPRPPH-EM,Malaysia Emina Pop Rouge Pressed Eye Shadow Posh 3.3 gr (Pc(s)),0,126,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,126,0,0,0,0,0,126,0,0,0,0,0,126,0,0,0,0,0,0,126,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,,,756,126,130
MY-FACLFLMHCP-W,Malaysia Wardah Colorfit Highlight Contour Palette 01 Light,packing only,60,60,"1,200",600,0,0,0,0,0,0,0,600,0,0,0,0,600,0,0,0,0,0,600,0,0,0,0,0,0,600,0,0,0,0,0,0,600,0,0,0,0,0,600,0,0,0,600,0,0,0,0,600,0,0,0,600,0,600,0,0,0,0,600,0,0,600,0,600,0,,,"9,600",60,60
MY-FACLFMDHCP-W,Malaysia Wardah Colorfit Highlight Contour Palette 02 Medium,packing only,60,60,0,600,0,0,0,0,0,0,0,0,600,0,0,0,0,0,600,0,0,0,0,0,600,0,0,0,0,0,0,600,0,0,0,0,0,600,0,0,0,0,0,600,0,0,0,0,600,0,0,0,600,0,0,0,600,0,0,0,600,0,0,600,0,600,0,0,600,,,8400,60,60
MY-FAEGH-W,Malaysia Wardah Exclusive Glowing Highlighter 6.5 g,0,48,50,0,0,0,240,192,240,240,192,240,240,240,192,240,240,240,192,240,240,240,192,240,240,192,240,240,240,192,240,240,240,192,240,240,192,240,240,240,192,240,240,240,192,240,240,192,240,240,240,192,240,240,240,192,240,240,192,240,96,96,192,192,192,192,192,144,144,96,,,13776,48,50
MY-FAIPLGH01-W,Malaysia Instaperfect Hi Glow Fluid Highlighter Moonstone 6 g,packing only,72,72,720,144,144,144,144,144,72,144,144,144,144,144,144,144,144,144,144,144,72,144,144,144,144,144,144,144,144,144,144,144,72,144,144,144,144,144,144,144,144,144,144,144,72,144,144,144,144,144,144,144,144,144,144,144,72,144,144,72,72,144,72,144,144,72,144,72,72,,,9432,72,72
MY-FAIPLGH02-W,Malaysia Instaperfect Hi Glow Fluid Highlighter Rose Quartz 6 g,packing only,72,72,360,144,144,144,144,144,144,144,144,72,144,144,144,144,144,144,144,144,144,144,144,72,144,144,144,144,144,144,144,144,144,144,144,72,144,144,144,144,144,144,144,144,144,144,144,72,144,144,144,144,144,144,144,144,144,144,144,0,72,144,144,72,144,144,72,72,72,,,9072,72,72
MY-FAPFMS-MO,Malaysia MAKE OVER Powerstay Fix & Matte Makeup Setting Spray 50 ml,packing only,18,18,0,0,0,0,738,0,0,0,252,0,0,0,0,0,0,18,18,18,36,36,54,54,54,36,36,36,36,18,36,18,18,36,36,36,36,36,36,36,18,36,36,36,36,36,36,72,54,54,54,72,72,72,72,36,36,108,0,0,36,36,36,54,36,36,36,36,36,,,3042,18,18
MY-FBWMM01-EM,Malaysia Emina Bare with Me Mineral Mild Foundation 01 Light 30 ml,0,42,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,42,44
MY-FBWMM02-EM,Malaysia Emina Bare with Me Mineral Mild Foundation 02 Natural 30 ml,0,42,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,42,44
MY-FBWMM03-EM,Malaysia Emina Bare with Me Mineral Mild Foundation 03 Caramel 30 ml,0,42,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,42,44
MY-FBWMM04-EM,Malaysia Emina Bare with Me Mineral Mild Foundation 04 Mocca 30 ml,30,600,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,600,700
MY-FCLCMA-W,Malaysia Wardah Colorfit Matte Foundation 11C Pink Fair 25 ml,0,62,64,0,0,0,0,0,0,0,0,0,0,62,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,186,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,0,0,186,186,186,186,124,186,62,0,,,12524,62,64
MY-FCLCMB-W,Malaysia Wardah Colorfit Matte Foundation 22N Light Ivory 25 ml,0,62,64,0,0,0,0,0,248,558,496,558,496,558,496,558,496,558,496,558,496,558,496,558,496,496,558,496,558,496,558,496,558,496,558,496,558,496,558,496,496,558,496,558,496,558,496,558,496,558,496,558,496,558,496,496,558,496,558,496,0,0,434,372,434,372,310,248,186,62,,,29450,62,64
MY-FCLCMC-W,Malaysia Wardah Colorfit Matte Foundation 23W Warm Ivory 25 ml,0,62,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,310,310,310,310,372,310,310,310,310,372,310,310,310,372,310,310,310,310,372,310,310,310,310,372,310,310,310,310,372,310,310,310,372,310,310,310,310,372,310,310,310,310,0,0,248,248,248,248,186,186,124,0,,,15376,62,64
MY-FCLCMD-W,Malaysia Wardah Colorfit Matte Foundation 32N Neutral Beige 25 ml,0,62,64,0,0,0,186,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,0,0,558,620,558,496,496,372,248,124,,,43090,62,64
MY-FCLCME-W,Malaysia Wardah Colorfit Matte Foundation 33W Olive Beige 25 ml,0,62,64,0,0,0,0,0,0,310,310,310,310,372,310,310,310,310,310,310,372,310,310,310,310,310,310,372,310,310,310,310,310,310,372,310,310,310,310,310,310,372,310,310,310,310,310,372,310,310,310,310,310,310,372,310,310,310,310,310,0,0,248,248,248,248,186,186,62,62,,,17732,62,64
MY-FCLCMF-W,Malaysia Wardah Colorfit Matte Foundation 43W Golden Sand 25 ml,0,62,64,0,0,0,0,248,248,248,248,248,248,310,248,248,248,248,310,248,248,248,248,248,310,248,248,248,248,248,310,248,248,248,248,310,248,248,248,248,248,310,248,248,248,248,248,310,248,248,248,248,310,248,248,248,248,248,310,248,0,0,186,186,186,186,186,124,124,0,,,14880,62,64
MY-FCLCMG-W,Malaysia Wardah Colorfit Matte Foundation 42N Neutral Sand 25 ml,0,62,64,0,0,0,0,62,124,124,124,62,124,124,124,124,124,124,124,124,62,124,124,124,124,124,124,124,124,62,124,124,124,124,124,124,124,124,62,124,124,124,124,124,124,124,124,62,124,124,124,124,124,124,124,124,62,124,124,124,62,0,124,62,124,62,124,62,62,0,,,6820,62,64
MY-FCLCMH-W,Malaysia Wardah Colorfit Matte Foundation 52N Almond 25 ml,0,62,64,0,0,0,62,124,124,62,124,124,62,124,124,62,124,62,124,124,62,124,124,62,124,62,124,124,62,124,124,62,124,62,124,124,62,124,124,62,124,124,62,124,62,124,124,62,124,124,62,124,62,124,124,62,124,124,62,124,0,0,124,62,62,62,62,62,62,62,,,6014,62,64
MY-FIPSF11-W,Malaysia Instaperfect SKINFOCUS Cover Foundation 11 Fair Pink 30 ml,packing only,36,36,0,720,0,0,612,0,0,0,180,0,0,0,36,36,36,72,36,36,72,36,72,72,72,36,72,72,36,72,36,36,72,36,72,72,36,72,36,72,36,36,72,0,0,36,0,0,36,0,36,0,0,36,0,0,36,36,0,0,0,0,36,0,0,36,0,0,36,,,3384,36,36
MY-FIPSF12-W,Malaysia Instaperfect SKINFOCUS Cover Foundation 22 Light Ivory 30 ml,packing only,36,36,0,720,0,0,576,0,0,0,180,0,0,0,36,36,72,36,72,36,72,72,36,72,72,72,72,72,72,36,72,36,72,36,72,72,72,72,36,72,36,72,36,0,36,0,36,0,0,36,0,36,0,0,36,0,0,36,0,0,36,0,36,0,0,36,0,36,0,,,3528,36,36
MY-FIPSF13-W,Malaysia Instaperfect SKINFOCUS Cover Foundation 32 True Beige 30 ml,packing only,36,36,0,720,0,0,576,0,0,0,180,0,0,0,72,36,72,36,72,72,36,72,72,108,72,72,72,72,72,36,72,72,36,72,72,72,72,72,72,36,72,36,72,0,36,0,36,0,36,0,0,36,0,36,0,36,0,36,0,0,0,36,0,36,0,36,0,0,36,,,3744,36,36
MY-FIPSF14-W,Malaysia Instaperfect SKINFOCUS Cover Foundation 33 Warm Olive 30 ml,packing only,36,36,0,756,0,0,576,0,0,0,180,0,0,0,36,72,36,36,72,36,72,36,72,72,36,72,72,72,36,72,36,36,72,36,72,36,72,72,36,36,72,36,36,36,0,36,0,0,36,0,0,36,0,0,36,0,0,36,0,0,36,0,0,36,0,36,0,0,36,,,3420,36,36
MY-FIPSF15-W,Malaysia Instaperfect SKINFOCUS Cover Foundation 43 Creme Sand 30 ml,packing only,36,36,0,720,0,0,576,0,0,0,180,0,0,0,36,36,72,36,36,36,36,36,72,36,36,72,36,72,36,36,36,36,36,36,72,36,36,72,36,36,36,36,36,0,36,0,0,36,0,0,0,36,0,0,36,0,0,36,0,0,0,0,36,0,0,36,0,0,0,,,2988,36,36
MY-FIPSF16-W,Malaysia Instaperfect SKINFOCUS Cover Foundation 52 Almond 30 ml,packing only,36,36,0,720,0,0,576,0,0,0,180,0,0,0,36,36,72,36,36,36,36,36,72,36,36,72,36,72,36,36,36,36,36,36,72,36,36,72,36,36,36,36,36,0,36,0,0,36,0,0,0,36,0,0,36,0,0,36,0,0,0,0,36,0,0,36,0,0,0,,,2988,36,36
MY-FLLF01-W,Malaysia Wardah Lightening Liquid Foundation 01. Light Beige 25 ml (Blister),0,18,19,0,0,0,1044,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1134,1116,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20269,18,19
MY-FLLF02-W,Malaysia Wardah Lightening Liquid Foundation 02. Beige 25 ml (Blister),0,18,19,0,0,0,954,1134,1134,1134,1134,1134,1116,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,21190,18,19
MY-FLLF03-W,Malaysia Wardah Lightening Liquid Foundation 03. Ivory 25 ml (Blister),0,18,19,0,0,90,1134,1134,1134,1134,1134,1134,1152,1134,1134,1134,1134,1134,1134,1134,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,16483,18,19
MY-FLLF04-W,Malaysia Wardah Lightening Liquid Foundation 04. Natural 25 ml (Blister),0,18,19,"3,906",954,954,972,954,954,954,972,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"11,552",18,19
MY-FLLF05-W,Malaysia Wardah Lightening Liquid Foundation 05 Warm Ivory (23W) 25 ml,packing only,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,10,10
MY-FLLF06-W,Malaysia Wardah Lightening Liquid Foundation 06 Neutral Sand (42N) 25 ml,packing only,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,10,10
MY-FMAIS-EM,Malaysia Emina Aqua Infused Sleeping Mask 30 g,120,3480,3585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,3480,3585
MY-FMCDS-W,Malaysia Wardah C-Defense Sleeping Mask 30 g,120,"3,480","3,654",0,0,0,0,"3,480",0,0,0,0,"3,480",0,0,0,0,"3,480",0,0,0,0,0,"3,480",0,0,0,0,"3,480",0,0,0,0,0,"3,480",0,0,0,0,"3,480",0,0,0,0,0,"3,480",0,0,0,0,"3,480",0,0,0,0,"3,480",0,0,0,0,0,0,"3,480",0,0,0,0,0,0,0,,,"38,280","3,480","3,654"
MY-FMCMB-EM,Malaysia Emina Clay Mask Brightening 60 ml,0,36,38,0,0,396,612,612,612,612,648,612,612,612,612,648,612,612,612,612,648,612,612,612,612,612,648,612,612,612,612,648,612,612,612,612,648,612,612,612,612,648,612,612,612,612,648,612,612,612,612,648,612,612,612,612,648,612,612,612,72,72,504,504,504,468,396,360,288,144,,,37116,36,38
MY-FMCMSC-EM,Malaysia Emina Clay Mask Sebum Control 60 ml,0,36,38,0,0,0,0,0,0,108,252,216,216,216,252,216,216,252,216,216,252,216,216,216,252,216,216,252,216,216,252,216,216,252,216,216,216,252,216,216,252,216,216,252,216,216,252,216,216,216,252,216,216,252,216,216,252,216,216,216,36,36,180,180,180,180,144,144,108,36,,,12672,36,38
MY-FMCMSS-EM,Malaysia Emina Clay Mask Soothe & Smooth 60 ml,0,36,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,180,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,36,0,180,180,180,144,144,144,72,72,,,10404,36,38
MY-FMIAV-EM,Malaysia Emina Aloe Vera Face Mist 60 ml,0,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,175,140,175,175,140,175,175,140,175,140,175,175,140,175,175,140,70,70,140,140,140,140,105,140,70,105,,,"3,780",35,37
MY-FMILGT-W,Malaysia Wardah Lightening Face Mist 60 ml,0,40,42,0,0,0,2160,5240,5280,5280,5280,5280,5240,5280,5280,5280,5280,5240,5280,5280,5280,5280,5240,5280,5280,5280,5280,5240,5280,5280,5280,5280,5240,5280,5280,5280,5280,5240,5280,5280,5280,5280,5240,5280,5280,5280,5280,5240,5280,5280,5280,5280,5240,5280,5280,5280,5280,5240,5280,5280,520,520,4480,4360,4120,3920,3560,3080,2320,1160,,,309600,40,42
MY-FMMBLU-EM,Malaysia Emina Masquerade Face Mask Blueberry 23 g,0,48,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,240,240,192,240,240,192,240,240,192,240,240,192,240,240,192,240,240,192,240,240,192,240,240,48,0,192,192,192,192,144,144,96,48,,,6624,48,50
MY-FMMCAC-EM,Malaysia Emina Masquerade Face Mask Cactus 23 g,0,48,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,48,50
MY-FMMCHAR-EM,Malaysia Emina Masquerade Face Mask Charcoal 23 g,0,48,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,192,144,192,144,192,144,192,192,0,48,144,144,144,96,144,96,96,48,,,2544,48,50
MY-FMMGRA-EM,Malaysia Emina Masquerade Face Mask Grapefruit 23 g,0,48,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,288,240,288,288,240,288,288,240,288,288,240,288,288,240,288,240,288,288,240,288,288,240,288,288,240,288,288,240,288,240,288,288,240,288,288,240,48,48,240,240,192,240,192,144,144,48,,,11376,48,50
MY-FMMPO-EM,Malaysia Emina Masquerade Face Mask Pomegranate 23 g,0,48,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,48,50
MY-FMMRI-EM,Malaysia Emina Masquerade Face Mask Rice 23 g,0,48,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,288,288,288,240,288,288,240,288,288,288,240,288,288,288,240,288,288,288,240,288,288,240,288,288,288,240,288,288,288,240,48,48,240,240,240,192,192,144,144,96,,,10320,48,50
MY-FMMTTO-EM,Malaysia Emina Masquerade Face Mask Tea Tree Oil 23 g,0,48,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,48,50
MY-FMPBTUWC-W,Malaysia Wardah C-Defense Waterclay Mask 30 g,0,24,25,0,0,0,192,288,264,288,288,264,288,264,288,264,288,288,264,288,264,288,288,264,288,264,288,264,288,288,264,288,264,288,288,264,288,264,288,264,288,288,264,288,264,288,288,264,288,264,288,264,288,288,264,288,264,288,288,264,72,72,240,240,216,216,216,168,144,96,,,16608,24,25
MY-FMRLN2-W,Malaysia Wardah Lightening Blue Clay Mask 50 g,0,50,52,0,0,0,0,0,3050,3700,3700,3650,3700,3700,3650,3700,3700,3650,3700,3700,3700,3650,3700,3700,3650,3700,3700,3650,3700,3700,3700,3650,3700,3700,3650,3700,3700,3650,3700,3700,3700,3650,3700,3700,3650,3700,3700,3650,3700,3700,3700,3650,3700,3700,3650,3700,3700,3650,3700,3700,0,0,2750,2950,2750,2600,2300,1900,1300,400,,,207950,50,52
MY-FRLLF01-W,Malaysia Wardah Lightening Liquid Foundation 01 Neutral Fair (12N) 25 ml,packing only,10,10,0,0,0,0,0,0,0,0,7640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,840,1110,1120,1110,1120,350,350,360,350,360,390,390,390,390,390,390,400,390,390,390,390,390,310,320,940,0,0,390,390,390,390,390,390,400,390,390,,,24870,10,10
MY-FRLLF02-W,Malaysia Wardah Lightening Liquid Foundation 02 Neutral Beige (32N) 25 ml,packing only,10,10,0,0,0,0,0,0,0,0,8140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,900,1180,1190,1190,1190,350,350,350,360,350,390,390,390,390,390,390,390,390,390,390,390,390,320,310,930,0,0,390,390,390,400,390,390,390,390,390,,,25710,10,10
MY-FRLLF03-W,Malaysia Wardah Lightening Liquid Foundation 03 Warm Beige (32W) 25 ml,packing only,10,10,0,0,0,0,0,0,0,0,7060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,780,1030,1030,1030,1030,330,330,330,330,330,360,360,370,360,370,360,370,360,370,360,370,360,290,300,870,0,0,370,360,370,360,370,360,360,370,360,,,23070,10,10
MY-FRLLF04-W,Malaysia Wardah Lightening Liquid Foundation 04 Caramel (53W) 25 ml,packing only,10,10,0,0,0,0,0,0,0,0,5210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,580,760,760,760,760,290,290,290,290,290,320,320,320,320,330,320,320,320,320,320,320,320,260,260,770,0,0,320,320,320,320,330,320,320,320,320,,,18570,10,10
MY-FRRELF01-W,Malaysia Wardah Exclusive Liquid Foundation 01 Light Beige 20 ml,packing only,28,28,3108,2800,0,0,2800,0,0,0,2800,0,0,0,2800,0,0,2800,0,0,0,2800,0,0,2800,0,0,2800,0,2800,0,0,0,2800,0,0,2800,0,0,2800,0,0,0,2800,0,0,0,2800,0,0,2800,0,0,0,2800,0,0,2800,0,0,0,0,0,2800,0,0,2800,0,0,,,56308,28,28
MY-FRRELF02-W,Malaysia Wardah Exclusive Liquid Foundation 02 Sheer Pink 20 ml,packing only,28,28,2604,1680,0,1680,0,1680,0,0,0,1680,0,1680,0,0,1680,0,0,1680,0,1680,0,1680,0,1680,0,1680,0,1680,0,1680,0,0,1680,0,1680,0,1680,0,0,1680,0,0,1680,0,1680,0,0,1680,0,0,1680,0,1680,0,0,1680,0,0,0,1680,0,0,1680,0,1680,0,0,,,46284,28,28
MY-FRRELF03-W,Malaysia Wardah Exclusive Liquid Foundation 03 Sandy Beige 20 ml,packing only,28,28,2576,1680,0,1680,0,1680,0,0,0,1680,0,1680,0,0,1680,0,0,1680,0,1680,0,0,1680,1680,0,1680,0,1680,0,0,1680,0,1680,0,1680,0,1680,0,0,1680,0,0,1680,0,0,1680,0,0,1680,0,1680,0,0,1680,0,1680,0,0,0,0,1680,0,1680,0,0,1680,0,,,46256,28,28
MY-FRRELF04-W,Malaysia Wardah Exclusive Liquid Foundation 04 Natural 20 ml,packing only,28,28,2492,1680,0,1680,0,1680,0,0,0,1680,0,0,1680,0,1680,0,0,1680,0,0,1680,0,1680,0,1680,0,1680,0,1680,0,0,1680,0,1680,0,1680,0,0,1680,0,0,1680,0,0,1680,0,1680,0,0,1680,0,0,1680,0,0,1680,0,0,0,1680,0,1680,0,0,1680,0,0,,,44492,28,28
MY-FRRRELF05-W,Malaysia Wardah Exclusive Liquid Foundation 05 Coffee Beige 20 ml,packing only,28,28,588,1120,0,1120,0,0,0,0,0,0,1120,0,0,0,0,0,0,0,0,1120,0,0,0,0,1120,0,0,0,0,0,0,1120,0,0,0,0,0,1120,0,0,0,0,0,0,0,0,1120,0,0,0,0,0,0,0,1120,0,0,0,0,0,0,0,0,1120,0,0,0,,,11788,28,28
MY-FRVLPWC21-MO,Malaysia MAKE OVER Powerstay 24H Weightless Liquid Foundation C21 Pink Ivory 40 ml,packing only,25,25,0,0,0,0,475,0,0,0,150,0,0,0,0,0,0,25,0,25,0,50,25,25,25,0,25,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,25,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,,,1000,25,25
MY-FRVLPWC41-MO,Malaysia MAKE OVER Powerstay 24H Weightless Liquid Foundation C41 Cool Sand 40 ml,packing only,25,25,0,0,0,0,475,0,0,0,150,0,0,0,0,0,0,25,0,25,0,25,50,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,,,875,25,25
MY-FRVLPWC51-MO,Malaysia MAKE OVER Powerstay 24H Weightless Liquid Foundation C51 Cool Tan 40 ml,packing only,25,25,0,0,0,0,475,0,0,0,150,0,0,0,0,0,0,25,0,25,0,25,50,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,,,875,25,25
