Kode Unik,Factory,Kode Item,Kode Bulk,MPQ Olah,MPQ Kemas,% Fase,Rumus Bulk,MPQ Supply,W21/2023,W22/2023,W23/2023,W24/2023,W25/2023,W26/2023,W27/2023,W28/2023,W29/2023,W30/2023,W31/2023,W32/2023,W33/2023,W34/2023,W35/2023,W36/2023,W37/2023,W38/2023,W39/2023,W40/2023,W41/2023,W42/2023,W43/2023,W44/2023,W45/2023,W46/2023,W47/2023,W48/2023,W49/2023,W50/2023,W51/2023,W52/2023,W01/2024,W02/2024,W03/2024,W04/2024,W05/2024,W06/2024,W07/2024,W08/2024,W09/2024,W10/2024,W11/2024,W12/2024,W13/2024,W14/2024,W15/2024,W16/2024,W17/2024,W18/2024,W19/2024,W20/2024,W21/2024,W22/2024,W23/2024,W24/2024,W25/2024,W26/2024,W27/2024,W28/2024,W29/2024,W30/2024,W31/2024,W32/2024,W33/2024,W34/2024,W35/2024,W36/2024,Kode Formula
B-CLCLPA-W/B-CLCLPA-BULK,Powder factory,B-CLCLPA-W,B-CLCLPA-BULK,20,"1,172",1,B-CLCLPA-BULK/1,1172,2304,1152,0,0,0,0,1152,2304,1152,2304,2304,2304,1152,2304,2304,2304,2304,2304,1152,2304,2304,2304,1152,2304,2304,2304,1152,2304,2304,2304,2304,1152,2304,2304,1152,2304,2304,2304,1152,2304,2304,2304,1152,2304,2304,1152,2304,2304,2304,1152,2304,2304,2304,1152,2304,2304,2304,1152,2304,1152,2304,1152,2304,1152,2304,0,1152,1152,B-CLCLPA-BULK/FS.RND.W0293.00
B-CLCLPB-W/B-CLCLPB-BULK,Powder factory,B-CLCLPB-W,B-CLCLPB-BULK,20,"1,172",1,B-CLCLPB-BULK/1,1172,3456,2304,0,0,0,0,0,0,2304,2304,2304,2304,2304,2304,2304,2304,2304,2304,2304,2304,2304,2304,1152,2304,2304,2304,2304,2304,2304,2304,2304,2304,2304,2304,1152,2304,2304,2304,2304,2304,2304,2304,2304,1152,2304,2304,2304,2304,2304,2304,2304,2304,1152,2304,2304,2304,2304,2304,1152,2304,2304,1152,2304,2304,1152,1152,1152,0,B-CLCLPB-BULK/FS.RND.W0294.00
B-CLCLPC-W/B-CLCLPC-BULK,Powder factory,B-CLCLPC-W,B-CLCLPC-BULK,20,"1,172",1,B-CLCLPC-BULK/1,1172,0,0,0,0,0,0,0,0,0,0,0,1152,2304,2304,2304,2304,2304,1152,2304,2304,2304,2304,2304,2304,2304,2304,1152,2304,2304,2304,2304,2304,1152,2304,2304,2304,2304,2304,1152,2304,2304,2304,2304,1152,2304,2304,2304,2304,2304,1152,2304,2304,2304,2304,1152,2304,2304,2304,1152,2304,2304,1152,2304,2304,1152,1152,1152,0,B-CLCLPC-BULK/FS.RND.W0295.00
B-CLCLPD-W/B-CLCLPD-BULK,Powder factory,B-CLCLPD-W,B-CLCLPD-BULK,10,500,1,B-CLCLPD-BULK/1,500,0,0,0,0,0,0,0,0,0,0,0,0,480,480,480,960,480,480,960,480,480,480,960,480,480,480,960,480,480,960,480,480,480,960,480,480,480,960,480,480,480,480,960,480,480,480,960,480,480,480,960,480,480,480,960,480,480,480,480,480,480,480,960,480,480,0,0,0,B-CLCLPD-BULK/FS.RND.W0296.00
B-CPGR01-W/B-CPGR01-BULK,Powder factory,B-CPGR01-W,B-CPGR01-BULK,7,260,1,B-CPGR01-BULK/1,260,0,0,0,0,0,0,0,0,0,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,0,0,B-CPGR01-BULK/FF.RND.W753.00
B-CPGR02-W/B-CPGR02-BULK,Powder factory,B-CPGR02-W,B-CPGR02-BULK,7,260,1,B-CPGR02-BULK/1,260,0,0,0,0,0,0,240,0,240,0,240,0,240,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,0,240,0,B-CPGR02-BULK/FF.RND.W752.00
B-DMCP01-EM/B-DMCP01-BULK,Powder factory,B-DMCP01-EM,B-DMCP01-BULK,40,"3,296",1,B-DMCP01-BULK/1,3296,9828,3276,3276,3276,3276,3276,3276,6552,3276,3276,3276,3276,3276,3276,6552,3276,3276,3276,3276,6552,3276,3276,3276,3276,6552,3276,3276,3276,6552,3276,3276,3276,3276,6552,3276,3276,3276,3276,6552,3276,3276,3276,6552,3276,3276,3276,3276,6552,3276,3276,3276,6552,3276,3276,3276,3276,6552,3276,3276,3276,3276,6552,3276,3276,3276,3276,0,0,B-DMCP01-BULK/FS.RND.T0036.00
B-DMCP02-EM/B-DMCP02-BULK,Powder factory,B-DMCP02-EM,B-DMCP02-BULK,80,"6,860",1,B-DMCP02-BULK/1,6860,20520,6840,0,6840,6840,6840,6840,6840,13680,6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,13680,6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,13680,6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,13680,6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,6840,13680,6840,6840,0,0,0,B-DMCP02-BULK/9
B-DMCP03-EM/B-DMCP03-BULK,Powder factory,B-DMCP03-EM,B-DMCP03-BULK,40,"3,296",1,B-DMCP03-BULK/1,3296,13104,3276,0,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,0,3276,0,B-DMCP03-BULK/FS.RND.T0038.00
B-DMCP04-EM/B-DMCP04-BULK,Powder factory,B-DMCP04-EM,B-DMCP04-BULK,10,704,1,B-DMCP04-BULK/1,704,3168,1584,0,0,1368,684,1368,684,1368,684,1368,684,1368,684,1368,684,1368,1368,684,1368,684,1368,684,1368,684,1368,684,1368,684,1368,684,1368,684,1368,684,1368,684,1368,684,1368,684,1368,684,1368,684,1368,684,1368,684,1368,684,1368,684,1368,684,1368,684,1368,684,684,684,684,1368,684,684,684,0,0,B-DMCP04-BULK/FS.RND.T0039.00
B-DMLP01-EM/B-DMLP01-BULK,Powder factory,B-DMLP01-EM,B-DMLP01-BULK,60,"2,804",1,B-DMLP01-BULK/1,2804,2784,2784,0,2784,2784,2784,2784,2784,2784,2784,2784,0,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,0,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,0,2784,2784,2784,2784,2784,2784,2784,2784,2784,0,0,2784,B-DMLP01-BULK/14
B-DMLP02-EM/B-DMLP02-BULK,Powder factory,B-DMLP02-EM,B-DMLP02-BULK,100,"4,788",1,B-DMLP02-BULK/1,4788,4768,4768,0,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,4768,0,4768,4768,4768,4768,0,4768,B-DMLP02-BULK/11
B-HRFP-MO/B-HRFP-BULK,Powder factory,B-HRFP-MO,B-HRFP-BULK,10,"1,172",1,B-HRFP-BULK/1,1172,1152,1152,0,1152,1152,1152,1152,0,2304,1152,1152,1152,0,1152,1152,1152,1152,1152,0,1152,1152,1152,1152,1152,1152,0,1152,1152,1152,1152,1152,0,1152,1152,1152,1152,1152,1152,0,1152,1152,1152,1152,1152,1152,0,1152,1152,1152,1152,1152,1152,0,1152,1152,1152,1152,1152,0,1152,1152,1152,1152,1152,1152,0,0,0,B-HRFP-BULK/FS.RND.M0008.00
B-IPQSP11-W/B-IPQSP11-BULK,Powder factory,B-IPQSP11-W,B-IPQSP11-BULK,7,548,1,B-IPQSP11-BULK/1,548,0,0,528,0,528,528,0,528,0,528,0,528,0,528,0,528,528,0,528,528,0,528,0,528,528,0,0,528,0,528,0,528,0,528,0,528,0,528,0,528,0,528,0,528,0,528,0,528,0,528,0,528,0,528,0,528,0,528,0,528,0,528,0,0,528,0,0,0,B-IPQSP11-BULK/FF.RND.W707.04
B-IPQSP12-W/B-IPQSP12-BULK,Powder factory,B-IPQSP12-W,B-IPQSP12-BULK,7,548,1,B-IPQSP12-BULK/1,548,0,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,1056,528,528,528,528,528,528,528,528,528,0,528,528,528,528,0,528,528,528,528,0,528,528,528,528,528,0,528,528,528,528,0,528,528,528,528,0,528,528,528,528,0,528,528,0,528,528,0,528,0,0,B-IPQSP12-BULK/3
B-IPQSP13-W/B-IPQSP13-BULK,Powder factory,B-IPQSP13-W,B-IPQSP13-BULK,7,548,1,B-IPQSP13-BULK/1,548,528,528,528,528,528,528,528,528,1056,528,528,528,528,528,1056,528,528,528,528,528,1056,528,528,528,528,528,528,528,528,528,528,528,528,528,0,528,528,528,528,528,528,528,528,528,0,528,528,528,528,528,528,528,528,528,0,528,528,528,528,528,0,528,528,528,528,0,0,0,B-IPQSP13-BULK/FF.RND.W708.04
B-IPQSP14-W/B-IPQSP14-BULK,Powder factory,B-IPQSP14-W,B-IPQSP14-BULK,7,548,1,B-IPQSP14-BULK/1,548,0,0,528,528,528,528,528,0,528,528,528,528,528,0,528,528,528,528,528,0,528,528,528,0,528,528,0,528,0,528,528,0,528,0,528,0,528,528,0,528,0,528,528,0,528,0,528,528,0,528,0,528,528,0,528,0,528,0,528,0,528,0,528,0,528,0,0,0,B-IPQSP14-BULK/FF.RND.W967.03
B-IPQSP15-W/B-IPQSP15-BULK,Powder factory,B-IPQSP15-W,B-IPQSP15-BULK,7,548,1,B-IPQSP15-BULK/1,548,0,0,0,528,528,0,528,0,528,528,0,528,0,528,528,0,528,528,0,528,0,528,528,0,528,0,528,0,0,528,0,528,0,0,528,0,528,0,528,0,528,0,0,528,0,528,0,528,0,528,0,528,0,0,528,0,528,0,528,0,0,0,528,0,0,0,0,0,B-IPQSP15-BULK/FF.RND.W968.01
B-IPQSP16-W/B-IPQSP16-BULK,Powder factory,B-IPQSP16-W,B-IPQSP16-BULK,7,548,1,B-IPQSP16-BULK/1,548,0,0,0,0,0,0,528,0,0,528,0,0,528,0,0,528,0,0,528,0,0,528,0,0,528,0,0,0,0,0,0,0,0,0,528,0,0,0,0,0,0,528,0,0,0,0,0,528,0,0,0,0,0,528,0,0,0,0,0,528,0,0,0,0,0,0,0,0,B-IPQSP16-BULK/FF.RND.W969.01
B-PMT-MO11G/B-PMTP-BULK,Powder factory,B-PMT-MO11G,B-PMTP-BULK,10,692,1,B-PMTP-BULK/1,692,672,1344,0,0,672,672,672,0,672,672,672,1344,672,672,0,672,672,672,672,0,672,672,672,672,672,0,672,672,672,672,672,0,672,672,672,672,672,0,672,672,672,672,672,0,672,672,672,672,672,0,672,672,672,672,672,0,672,672,672,672,672,0,672,672,672,0,0,0,B-PMTP-BULK/3
B-PT01-MO35G/B-PT01-BULK,Powder factory,B-PT01-MO35G,B-PT01-BULK,100,"2,740",1,B-PT01-BULK/1,2740,2720,5440,0,2720,2720,2720,2720,2720,5440,2720,2720,2720,2720,5440,2720,2720,2720,2720,5440,2720,2720,2720,2720,5440,2720,2720,2720,2720,2720,5440,2720,2720,2720,2720,5440,2720,2720,2720,2720,5440,2720,2720,2720,2720,5440,2720,2720,2720,2720,5440,2720,2720,2720,2720,2720,5440,2720,2720,2720,2720,5440,2720,2720,2720,2720,0,0,0,B-PT01-BULK/60
B-PT02-MO35G/B-PT02-BULK,Powder factory,B-PT02-MO35G,B-PT02-BULK,100,"2,740",1,B-PT02-BULK/1,2740,2720,2720,0,2720,2720,0,2720,2720,2720,2720,2720,2720,0,2720,2720,2720,2720,2720,0,2720,2720,2720,2720,2720,2720,0,2720,2720,2720,2720,2720,2720,0,2720,2720,2720,2720,2720,0,2720,2720,2720,2720,2720,2720,0,2720,2720,2720,2720,2720,0,2720,2720,2720,2720,2720,2720,0,2720,2720,2720,2720,2720,0,0,0,0,B-PT02-BULK/60
B-PT03-MO35G/B-PT03-BULK,Powder factory,B-PT03-MO35G,B-PT03-BULK,60,"1,686",1,B-PT03-BULK/1,1686,0,0,0,0,0,1666,0,0,1666,0,0,0,1666,0,0,1666,0,0,0,1666,0,0,1666,0,0,0,1666,0,0,0,1666,0,0,1666,0,0,0,1666,0,0,1666,0,0,0,1666,0,0,1666,0,0,0,1666,0,0,0,1666,0,0,1666,0,0,0,1666,0,0,0,0,0,B-PT03-BULK/FF.RND.M223.05
B-PT04-MO35G/B-PT04-BULK,Powder factory,B-PT04-MO35G,B-PT04-BULK,20,530,1,B-PT04-BULK/1,530,0,0,0,510,0,510,510,0,510,510,0,510,510,510,0,510,510,0,510,510,510,0,510,510,0,510,510,510,0,510,510,0,510,510,510,0,510,510,0,510,510,510,0,510,510,0,510,510,510,0,510,510,0,510,510,510,0,510,510,0,510,510,510,0,510,0,0,0,B-PT04-BULK/29
B-PT05-MO35G/B-PT05-BULK,Powder factory,B-PT05-MO35G,B-PT05-BULK,60,"1,618",1,B-PT05-BULK/1,1618,0,0,0,1598,0,1598,0,1598,0,1598,0,1598,0,1598,1598,0,1598,0,1598,0,1598,0,1598,1598,0,1598,0,1598,0,1598,0,1598,1598,0,1598,0,1598,0,1598,0,1598,1598,0,1598,0,1598,0,1598,0,1598,0,1598,1598,0,1598,0,1598,0,1598,0,1598,1598,0,1598,0,0,0,0,B-PT05-BULK/FF.RND.M225.05
B-PT06-MO35G/B-PT06-BULK,Powder factory,B-PT06-MO35G,B-PT06-BULK,100,"2,740",1,B-PT06-BULK/1,2740,2720,2720,0,0,0,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,0,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,0,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,2720,0,2720,2720,2720,0,0,0,B-PT06-BULK/22
B-PT07-MO35G/B-PT07-BULK,Powder factory,B-PT07-MO35G,B-PT07-BULK,100,"2,740",1,B-PT07-BULK/1,2740,2720,2720,0,0,0,0,2720,2720,2720,0,2720,2720,0,2720,2720,2720,0,2720,2720,0,2720,2720,0,2720,2720,2720,0,2720,2720,0,2720,2720,2720,0,2720,2720,0,2720,2720,2720,0,2720,2720,0,2720,2720,0,2720,2720,2720,0,2720,2720,0,2720,2720,2720,0,2720,2720,0,2720,2720,2720,0,0,0,2720,B-PT07-BULK/27
B-R3L01LB-W/B-R3L01LB-BULK,Powder factory,B-R3L01LB-W,B-R3L01LB-BULK,100,"4,808",1,B-R3L01LB-BULK/1,4808,4788,9576,4788,9576,2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B-R3L01LB-BULK/10
B-R3L02B-W/B-R3L02B-BULK,Powder factory,B-R3L02B-W,B-R3L02B-BULK,100,"4,808",1,B-R3L02B-BULK/1,4808,9576,4788,4788,9576,9576,1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B-R3L02B-BULK/11
B-R3L03I-W/B-R3L03I-BULK,Powder factory,B-R3L03I-W,B-R3L03I-BULK,100,"4,808",1,B-R3L03I-BULK/1,4808,4788,4788,3248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B-R3L03I-BULK/8
B-R3L04N-W/B-R3L04N-BULK,Powder factory,B-R3L04N-W,B-R3L04N-BULK,100,"4,808",1,B-R3L04N-BULK/1,4808,9576,4788,4788,4788,2828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B-R3L04N-BULK/21
B-R4L01LB-W/B-R4L01LB-BULK,Powder factory,B-R4L01LB-W,B-R4L01LB-BULK,300,"14,362",1,B-R4L01LB-BULK/1,14362,100,0,0,0,0,0,13944,0,27888,13944,0,0,0,0,13944,13944,13944,0,13944,0,13944,13944,13944,0,13944,13944,0,13944,0,13944,0,13944,13944,0,13944,13944,13944,13944,0,13944,13944,13944,0,13944,0,13944,13944,0,13944,13944,13944,13944,0,13944,13944,0,13944,13944,0,13944,13944,0,13944,13944,13944,0,13944,0,B-R4L01LB-BULK/FF.RND.W1093.00
B-R4L02B-W/B-R4L02B-BULK,Powder factory,B-R4L02B-W,B-R4L02B-BULK,300,"14,362",1,B-R4L02B-BULK/1,14362,0,0,0,0,0,0,13944,0,27888,13944,0,0,0,0,13944,13944,0,13944,13944,0,13944,13944,0,13944,13944,0,13944,0,13944,0,13944,13944,0,13944,13944,13944,0,13944,13944,13944,13944,0,13944,13944,0,13944,0,13944,13944,13944,0,13944,13944,13944,0,13944,13944,0,13944,0,13944,13944,13944,0,13944,13944,0,13944,B-R4L02B-BULK/FF.RND.W1094.00
B-R4L03I-W/B-R4L03I-BULK,Powder factory,B-R4L03I-W,B-R4L03I-BULK,300,"14,362",1,B-R4L03I-BULK/1,14362,0,0,0,0,0,0,0,13944,0,13944,13944,0,0,0,0,13944,0,0,13944,0,0,13944,0,13944,0,13944,0,0,0,13944,0,0,13944,0,13944,0,13944,0,13944,0,0,13944,0,13944,0,0,13944,0,13944,0,0,13944,0,13944,0,13944,0,0,13944,0,0,13944,0,13944,0,0,13944,0,B-R4L03I-BULK/FF.RND.W1095.00
B-R4L04N-W/B-R4L04N-BULK,Powder factory,B-R4L04N-W,B-R4L04N-BULK,300,"14,362",1,B-R4L04N-BULK/1,14362,0,0,0,0,0,0,0,13944,0,13944,13944,0,0,0,13944,0,13944,0,13944,0,13944,0,13944,0,13944,0,13944,0,0,13944,0,13944,0,13944,0,13944,0,13944,13944,0,13944,0,13944,0,13944,0,0,13944,13944,0,13944,0,13944,0,13944,0,13944,0,13944,0,13944,0,13944,0,13944,0,13944,0,B-R4L04N-BULK/FF.RND.W1096.00
B-RBMLP01-EM/B-BMLPF1-BULK,Powder factory,B-RBMLP01-EM,B-BMLPF1-BULK,10,"1,196",1,B-BMLPF1-BULK/1,1196,0,0,0,0,0,1176,0,0,1176,0,1176,0,0,1176,0,0,1176,0,1176,0,0,1176,0,0,1176,0,0,1176,0,0,1176,0,0,1176,0,0,1176,0,0,1176,0,0,1176,0,1176,0,0,1176,0,0,1176,0,0,1176,0,0,1176,0,0,0,1176,0,0,0,1176,0,0,0,B-BMLPF1-BULK/25
B-RBMLP02-EM/B-BMLPLB2-BULK,Powder factory,B-RBMLP02-EM,B-BMLPLB2-BULK,10,"1,196",1,B-BMLPLB2-BULK/1,1196,0,0,0,0,1176,0,1176,0,1176,0,1176,0,1176,0,1176,0,1176,0,1176,0,1176,0,1176,0,1176,0,1176,0,0,1176,0,1176,0,1176,0,1176,0,1176,0,1176,0,0,1176,0,1176,0,1176,0,1176,0,1176,0,0,1176,0,1176,0,1176,0,0,1176,0,0,1176,0,0,0,0,B-BMLPLB2-BULK/30
B-RBMLP03-EM/B-BMLPA3-BULK,Powder factory,B-RBMLP03-EM,B-BMLPA3-BULK,10,956,1,B-BMLPA3-BULK/1,956,0,0,0,0,0,936,0,936,0,0,936,0,936,0,936,0,0,936,0,936,0,0,936,0,0,936,0,936,0,0,936,0,0,936,0,936,0,0,936,0,936,0,0,936,0,0,936,0,936,0,0,936,0,0,936,0,936,0,0,0,936,0,0,0,936,0,0,0,B-BMLPA3-BULK/15
B-RBMLP04-EM/B-BMLPE4-BULK,Powder factory,B-RBMLP04-EM,B-BMLPE4-BULK,7,596,1,B-BMLPE4-BULK/1,596,576,0,0,0,0,0,576,0,576,0,576,0,576,576,0,576,0,576,0,576,0,576,0,576,0,576,0,576,0,576,0,576,0,576,0,576,0,576,0,576,0,576,576,0,576,0,576,0,576,0,576,0,576,0,576,0,576,0,576,0,0,0,576,0,0,0,576,0,B-BMLPE4-BULK/20
B-RBSLP-EM/B-RBSLP-BULK,Powder factory,B-RBSLP-EM,B-RBSLP-BULK,300,"5,276",1,B-RBSLP-BULK/1,5276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5256,42048,42048,42048,42048,0,0,42048,36792,42048,42048,26280,26280,31536,26280,26280,31536,26280,31536,26280,36792,36792,36792,36792,36792,31536,31536,31536,26280,21024,21024,21024,21024,36792,31536,31536,36792,31536,36792,36792,36792,26280,31536,26280,31536,26280,36792,36792,36792,36792,26280,31536,26280,31536,B-RBSLP-BULK/FF.DND.T406.00
B-SFLP-EM8G/B-ESFBBLP-BULK,Powder factory,B-SFLP-EM8G,B-ESFBBLP-BULK,10,956,1,B-ESFBBLP-BULK/1,956,936,936,0,936,936,936,936,936,936,936,936,936,936,936,936,936,936,1872,0,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,0,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,0,936,936,0,0,B-ESFBBLP-BULK/11
B-SPB-MO13GR/B-SPB-BULK,Powder factory,B-SPB-MO13GR,B-SPB-BULK,2,116,1,B-SPB-BULK/1,116,0,0,0,0,0,0,0,0,0,0,0,0,0,96,96,96,0,96,96,96,0,96,96,96,0,96,96,96,0,96,96,96,0,96,96,96,0,96,96,96,0,96,96,96,0,96,96,96,0,96,96,96,0,96,96,96,0,96,96,96,0,96,96,96,0,0,0,0,B-SPB-BULK/FF.RND.M191.02
B-SPC-MO13GR/B-SPC-BULK,Powder factory,B-SPC-MO13GR,B-SPC-BULK,2,116,1,B-SPC-BULK/1,116,96,0,0,0,0,0,0,0,0,0,96,96,0,96,96,96,0,96,96,96,0,96,96,96,0,96,96,96,0,96,96,96,0,96,96,96,0,96,96,96,0,96,96,96,0,96,96,96,0,96,96,96,0,96,96,96,0,96,96,96,0,96,96,96,0,0,0,96,B-SPC-BULK/18
B-SPG-MO13GR/B-SPG-BULK,Powder factory,B-SPG-MO13GR,B-SPG-BULK,2,116,1,B-SPG-BULK/1,116,96,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,96,96,0,96,0,96,96,0,96,0,96,96,0,96,96,0,96,0,96,96,0,96,0,96,96,0,96,96,0,96,0,96,96,0,96,0,96,96,0,96,96,0,96,0,96,96,0,96,0,96,0,0,B-SPG-BULK/FF.RND.M193.02
B-SPQ-MO13GR/B-SPQ-BULK,Powder factory,B-SPQ-MO13GR,B-SPQ-BULK,2,116,1,B-SPQ-BULK/1,116,0,0,0,0,0,0,0,0,96,96,0,96,96,96,0,96,96,0,96,96,96,0,96,96,0,96,96,0,96,96,96,0,96,96,0,96,96,96,0,96,96,0,96,96,96,0,96,96,0,96,96,0,96,96,96,0,96,96,0,96,96,96,0,96,96,0,0,0,B-SPQ-BULK/FS.RND.M0075.00
B-W3ELFP01-W30G/B-W1T3LFP01-BULK,Powder factory,B-W3ELFP01-W30G,B-W1T3LFP01-BULK,100,"3,188",1,B-W1T3LFP01-BULK/1,3188,3168,6336,3168,3168,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,3168,6336,3168,6336,3168,6336,3168,6336,0,3168,0,B-W1T3LFP01-BULK/FS.RND.W0181.00
B-W3ELFP02-W30G/B-W1T3LFP02-BULK,Powder factory,B-W3ELFP02-W30G,B-W1T3LFP02-BULK,100,"3,188",1,B-W1T3LFP02-BULK/1,3188,3168,6336,3168,3168,6336,3168,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,3168,6336,0,3168,0,B-W1T3LFP02-BULK/FS.RND.W0182.00
B-W3ELFP03-W30G/B-W1T3LFP03-BULK,Powder factory,B-W3ELFP03-W30G,B-W1T3LFP03-BULK,100,"3,284",1,B-W1T3LFP03-BULK/1,3284,3264,3264,0,3264,3264,3264,3264,3264,0,3264,3264,3264,3264,3264,3264,3264,3264,0,3264,3264,3264,3264,3264,3264,3264,3264,0,3264,3264,3264,3264,3264,3264,3264,3264,0,3264,3264,3264,3264,3264,3264,3264,3264,0,3264,3264,3264,3264,3264,3264,3264,3264,0,3264,3264,3264,3264,3264,3264,3264,3264,0,3264,3264,0,0,0,B-W1T3LFP03-BULK/FS.RND.W0183.00
B-W3ELFP04-W30G/B-W0T3LFP04-BULK,Powder factory,B-W3ELFP04-W30G,B-W0T3LFP04-BULK,100,"3,284",1,B-W0T3LFP04-BULK/1,3284,3264,3264,0,3264,3264,6528,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,6528,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,6528,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,0,0,3264,B-W0T3LFP04-BULK/FS.RND.W0184.00
BBC-EL-W15ML/BBC-EL-BULK,Liquid factory,BBC-EL-W15ML,BBC-EL-BULK,800,"46,504",1,BBC-EL-BULK/1,46504,0,45504,0,0,0,45504,0,0,0,0,45504,0,0,0,0,45504,0,0,0,45504,0,0,0,0,45504,0,0,0,0,45504,0,0,0,0,45504,0,0,0,45504,0,0,0,0,45504,0,0,0,0,45504,0,0,0,45504,0,0,0,0,45504,0,0,0,0,45504,0,0,0,0,0,BBC-EL-BULK/FF.RND.W079.07 (grmin)
BBC-EL-W30ML/BBC-EL-BULK,Liquid factory,BBC-EL-W30ML,BBC-EL-BULK,1000,"32,038",1,BBC-EL-BULK/2,32038,0,0,0,0,0,0,0,0,0,0,31104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31104,0,0,0,0,0,0,0,BBC-EL-BULK/FF.RND.W079.07 (grmin)
