Kode Unik,Korporat Code Bulk,Korporat Code Material,Material Type,Quantity
BO-W0G-01 BULK/13,BO-W0G-01 BULK,PENG-PNX-X,Raw Material,0.008
BO-W0G-01 BULK/13,BO-W0G-01 BULK,SERI-790-,Raw Material,0.33329
WARN-B-BULK/8,WARN-B-BULK,AIR-RO--L,Raw Material,0.9662
WARN-B-BULK/8,WARN-B-BULK,EMUL-DERMSOLP-,Raw Material,0.006
WARN-B-BULK/8,WARN-B-BULK,PEN-PRSVPE-X,Raw Material,0.006
WARN-B-BULK/8,WARN-B-BULK,WARN-BB--K,Raw Material,0.02172
L-UM03-BULK/19,L-UM03-BULK,PEN-PRSVPE-X,Raw Material,0.008
L-UM03-BULK/19,L-UM03-BULK,PENG-SYM68-X,Raw Material,0.006
L-UM03-BULK/19,L-UM03-BULK,PEN-SENSC50-X,Raw Material,0.004
L-UM03-BULK/19,L-UM03-BULK,SFT-CERA847-X,Raw Material,0.30452
L-UM03-BULK/19,L-UM03-BULK,SALA-99--K,Raw Material,0.2
L-UM03-BULK/19,L-UM03-BULK,CERE-810-,Raw Material,0.04
L-UM03-BULK/19,L-UM03-BULK,SUN-MP-X,Raw Material,0.11
L-UM03-BULK/19,L-UM03-BULK,EUTA-G-X,Raw Material,0.05
L-UM03-BULK/19,L-UM03-BULK,SILS-034-X,Raw Material,0.05
L-UM03-BULK/19,L-UM03-BULK,WAX-CDL204--X,Raw Material,0.027
L-UM03-BULK/19,L-UM03-BULK,SERI-C-SI013S200-K,Raw Material,0.04
L-UM03-BULK/19,L-UM03-BULK,PERF-PL-,Raw Material,0.035
L-UM03-BULK/19,L-UM03-BULK,OZO-OZO-,Raw Material,0.03
L-UM03-BULK/19,L-UM03-BULK,VITA-DL E-MS,Raw Material,0.001
L-UM03-BULK/19,L-UM03-BULK,SQUA-AMYR-X,Raw Material,0.001
L-UM03-BULK/19,L-UM03-BULK,BHT-CRTL-X,Raw Material,0.001
L-UM03-BULK/19,L-UM03-BULK,PARF-VMR-X,Raw Material,0.0005
L-UM03-BULK/19,L-UM03-BULK,WARN-UNPBRWNL88-X,Raw Material,0.01132
L-UM03-BULK/19,L-UM03-BULK,WARN-GZ0075-X,Raw Material,0.00267
L-UM03-BULK/19,L-UM03-BULK,WARN-C19012-DCR6-K,Raw Material,0.0041
L-UM03-BULK/19,L-UM03-BULK,WARN-C338--K,Raw Material,0.02557
L-UM03-BULK/19,L-UM03-BULK,TITA--3328EW-K,Raw Material,0.04833
M-PHAG-BULK/7,M-PHAG-BULK,UVIN-MC80-BASF,Raw Material,0.075
M-PHAG-BULK/7,M-PHAG-BULK,PARS-5000-DSM,Raw Material,0.02
M-PHAG-BULK/7,M-PHAG-BULK,PEN-EUXK900-X,Raw Material,0.008
M-PHAG-BULK/7,M-PHAG-BULK,PARF-GTR090-X,Raw Material,0.002
M-PHAG-BULK/7,M-PHAG-BULK,"CARB--94022,68-K",Raw Material,0.001
M-PHAG-BULK/7,M-PHAG-BULK,EXTR-WTCHPF-X,Raw Material,0.02
M-PHAG-BULK/7,M-PHAG-BULK,SILI-9546-EDC,Raw Material,0.0075
M-PHAG-BULK/7,M-PHAG-BULK,SILI-D2-TSFST-K,Raw Material,0.01
M-PHAG-BULK/7,M-PHAG-BULK,GLUC--MC,Raw Material,0.001
M-PHAG-BULK/7,M-PHAG-BULK,EXTR-CNDWLHB-X,Raw Material,0.03
M-PHAG-BULK/7,M-PHAG-BULK,EXTR-ALVGE-X,Raw Material,0.005
M-PHAG-BULK/7,M-PHAG-BULK,AQUA---K,Raw Material,0.02
M-PHAG-BULK/7,M-PHAG-BULK,TITA--3328EW-K,Raw Material,0.001
M-PHAG-BULK/7,M-PHAG-BULK,PROP-PPGULD-X,Raw Material,0.02
M-PHAG-BULK/7,M-PHAG-BULK,SEPI-305-SF-K,Raw Material,0.02
M-PHAG-BULK/7,M-PHAG-BULK,TRI--DOW-K,Raw Material,0.005
M-PHAG-BULK/7,M-PHAG-BULK,CRIL---K,Raw Material,0.003
M-PHAG-BULK/7,M-PHAG-BULK,PANT--DL-K,Raw Material,0.005
M-PHAG-BULK/7,M-PHAG-BULK,AIR-RO--L,Raw Material,0.7455
M-PHAG-BULK/7,M-PHAG-BULK,VITA-DL E-MS,Raw Material,0.001
WARN-K-BULK/9,WARN-K-BULK,AIR-RO--L,Raw Material,0.96625
WARN-K-BULK/9,WARN-K-BULK,PEN-PRSVPE-X,Raw Material,0.006
WARN-K-BULK/9,WARN-K-BULK,EMUL-DERMSOLP-,Raw Material,0.006
WARN-K-BULK/9,WARN-K-BULK,WARN-TRTYL-X,Raw Material,0.02177
WARN-H3AS-BULK/2,WARN-H3AS-BULK,BHT-CRTL-X,Raw Material,0.001
WARN-H3AS-BULK/2,WARN-H3AS-BULK,SILS-034-X,Raw Material,0.499
WARN-H3AS-BULK/2,WARN-H3AS-BULK,WARN-BLCK3AS-X,Raw Material,0.5
WARN-C33-5138-PST/4,WARN-C33-5138-PST,WARN-C335138--K,Raw Material,0.65
WARN-C33-5138-PST/4,WARN-C33-5138-PST,BHT-CRTL-X,Raw Material,0.001
WARN-C33-5138-PST/4,WARN-C33-5138-PST,NIPA-S--K,Raw Material,0.001
WARN-C33-5138-PST/4,WARN-C33-5138-PST,IPM-CRDSG-X,Raw Material,0.348
WARN-C33-5138-BULK/5,WARN-C33-5138-BULK,WARN-C335138--K,Raw Material,0.35
WARN-C33-5138-BULK/5,WARN-C33-5138-BULK,BHT-CRTL-X,Raw Material,0.001
WARN-C33-5138-BULK/5,WARN-C33-5138-BULK,NIPA-S--K,Raw Material,0.001
WARN-C33-5138-BULK/5,WARN-C33-5138-BULK,OIL-CA-MS,Raw Material,0.628
WARN-C33-5138-BULK/5,WARN-C33-5138-BULK,COSM-222--K,Raw Material,0.02
L-PMLP-BULK/2,L-PMLP-BULK,SILI-BEL803-X,Raw Material,0.03
L-PMLP-BULK/2,L-PMLP-BULK,BENT-BGVS5PC-X,Raw Material,0.2
L-PMLP-BULK/2,L-PMLP-BULK,PURO-IDD-X,Raw Material,0.12
L-PMLP-BULK/2,L-PMLP-BULK,SILI-BDP-X,Raw Material,0.042733
L-PMLP-BULK/2,L-PMLP-BULK,SILC-SP500LS-X,Raw Material,0.02
L-PMLP-BULK/2,L-PMLP-BULK,SILI-FZ3196-X,Raw Material,0.03
L-PMLP-BULK/2,L-PMLP-BULK,SILI-BELEG5-X,Raw Material,0.15
L-PMLP-BULK/2,L-PMLP-BULK,FLMR-AV2F-X,Raw Material,0.02
L-PMLP-BULK/2,L-PMLP-BULK,THIC-TX85-X,Raw Material,0.02
L-PMLP-BULK/2,L-PMLP-BULK,LILI-FL70-X,Raw Material,0.03
L-PMLP-BULK/2,L-PMLP-BULK,SILI-BE6-X,Raw Material,0.2
L-PMLP-BULK/2,L-PMLP-BULK,SILI-AXU3-X,Raw Material,0.07
L-PMLP-BULK/2,L-PMLP-BULK,EMU-ACT-X,Raw Material,0.05
L-PMLP-BULK/2,L-PMLP-BULK,BUTT-EBUSA-SBUR,Raw Material,0.01
L-PMLP-BULK/2,L-PMLP-BULK,PEN-PRSVPE-X,Raw Material,0.005
L-PMLP-BULK/2,L-PMLP-BULK,PEN-SENSC50-X,Raw Material,0.001
L-PMLP-BULK/2,L-PMLP-BULK,VITA-DL E-MS,Raw Material,0.001
L-PMLP-BULK/2,L-PMLP-BULK,PARF-VMR-X,Raw Material,0.0003
ES-W0L-01 BULK/27,ES-W0L-01 BULK,SERI-790-,Raw Material,0.29267
ES-W0L-01 BULK/27,ES-W0L-01 BULK,WARN-CSW-9000S-K,Raw Material,0.45
ES-W0L-01 BULK/27,ES-W0L-01 BULK,WARN-LC680-X,Raw Material,0.006
ES-W0L-01 BULK/27,ES-W0L-01 BULK,WARN-TE-A40BIOSC-K,Raw Material,0.002
ES-W0L-01 BULK/27,ES-W0L-01 BULK,WARN-CMGT-,Raw Material,0.018
ES-W0L-01 BULK/27,ES-W0L-01 BULK,ZINC-M-KJZ10-K,Raw Material,0.07333
ES-W0L-01 BULK/27,ES-W0L-01 BULK,PENG-PNX-X,Raw Material,0.008
ES-W0L-01 BULK/27,ES-W0L-01 BULK,POLY-M-MP27-K,Raw Material,0.03
ES-W0L-01 BULK/27,ES-W0L-01 BULK,COSM-222--K,Raw Material,0.04
ES-W0L-01 BULK/27,ES-W0L-01 BULK,NT---K,Raw Material,0.08
L-W1CMMLC10-BULK/59,L-W1CMMLC10-BULK,OIL-CA-MS,Raw Material,0.31534
L-W1CMMLC10-BULK/59,L-W1CMMLC10-BULK,COSM-222--K,Raw Material,0.1
L-W1CMMLC10-BULK/59,L-W1CMMLC10-BULK,MC3-300-SF,Raw Material,0.07
L-W1CMMLC10-BULK/59,L-W1CMMLC10-BULK,LAN-99-X,Raw Material,0.06
L-W1CMMLC10-BULK/59,L-W1CMMLC10-BULK,PERF-PL-,Raw Material,0.03
L-W1CMMLC10-BULK/59,L-W1CMMLC10-BULK,WAX-SP422-X,Raw Material,0.03
L-W1CMMLC10-BULK/59,L-W1CMMLC10-BULK,OZO-OZO-,Raw Material,0.03
L-W1CMMLC10-BULK/59,L-W1CMMLC10-BULK,LANO-AN--K,Raw Material,0.03
L-W1CMMLC10-BULK/59,L-W1CMMLC10-BULK,SQUA-AMYR-X,Raw Material,0.03
L-W1CMMLC10-BULK/59,L-W1CMMLC10-BULK,OIL-OJJBIII-X,Raw Material,0.03
L-W1CMMLC10-BULK/59,L-W1CMMLC10-BULK,WAX-CDL204--X,Raw Material,0.02
L-W1CMMLC10-BULK/59,L-W1CMMLC10-BULK,UVIN-MC80-BASF,Raw Material,0.02
L-W1CMMLC10-BULK/59,L-W1CMMLC10-BULK,POLY-M-MP27-K,Raw Material,0.01
L-W1CMMLC10-BULK/59,L-W1CMMLC10-BULK,CRO2-LA-,Raw Material,0.01
L-W1CMMLC10-BULK/59,L-W1CMMLC10-BULK,WAX-CW--K,Raw Material,0.005
L-W1CMMLC10-BULK/59,L-W1CMMLC10-BULK,PARF-VMR-X,Raw Material,0.0005
L-W1CMMLC10-BULK/59,L-W1CMMLC10-BULK,NIPA-S--K,Raw Material,0.001
L-W1CMMLC10-BULK/59,L-W1CMMLC10-BULK,BHT-CRTL-X,Raw Material,0.001
L-W1CMMLC10-BULK/59,L-W1CMMLC10-BULK,WARN-C335138--K,Raw Material,0.04118
L-W1CMMLC10-BULK/59,L-W1CMMLC10-BULK,WARN-R7EL-X,Raw Material,0.05473
L-W1CMMLC10-BULK/59,L-W1CMMLC10-BULK,TITA--3328EW-K,Raw Material,0.01861
L-W1CMMLC10-BULK/59,L-W1CMMLC10-BULK,VITA-DL E-MS,Raw Material,0.0001
L-W1CMMLC10-BULK/59,L-W1CMMLC10-BULK,WARN-TOA506-X,Raw Material,0.02585
L-W1CMMLC10-BULK/59,L-W1CMMLC10-BULK,CRO1-ML-,Raw Material,0.01
L-W1CMMLC10-BULK/59,L-W1CMMLC10-BULK,ARMO-HD--K,Raw Material,0.028
L-W1CMMLC10-BULK/59,L-W1CMMLC10-BULK,MICP-M511-X,Raw Material,0.022
L-W1CMMLC10-BULK/59,L-W1CMMLC10-BULK,WARN-ABIO-X,Raw Material,0.00668
ES-W0N-01 BULK/27,ES-W0N-01 BULK,HAIM-DIS-X,Raw Material,0.1
ES-W0N-01 BULK/27,ES-W0N-01 BULK,POLY-M-MP27-K,Raw Material,0.03
ES-W0N-01 BULK/27,ES-W0N-01 BULK,PENG-PNX-X,Raw Material,0.008
ES-W0N-01 BULK/27,ES-W0N-01 BULK,WARN-TE-A40BIOSC-K,Raw Material,0.01792
ES-W0N-01 BULK/27,ES-W0N-01 BULK,ZINC-M-KJZ10-K,Raw Material,0.07
ES-W0N-01 BULK/27,ES-W0N-01 BULK,NT---K,Raw Material,0.09
ES-W0N-01 BULK/27,ES-W0N-01 BULK,MICA--SIOI2-K,Raw Material,0.26508
ES-W0N-01 BULK/27,ES-W0N-01 BULK,WARN-CLDB-,Raw Material,0.115
ES-W0N-01 BULK/27,ES-W0N-01 BULK,WARN-CMGT-,Raw Material,0.105
ES-W0N-01 BULK/27,ES-W0N-01 BULK,WARN-CB--K,Raw Material,0.08
ES-W0N-01 BULK/27,ES-W0N-01 BULK,WARN-LC680-X,Raw Material,0.059
ES-W0N-01 BULK/27,ES-W0N-01 BULK,WARN-CSW-9000S-K,Raw Material,0.06
L-UM07-BULK/21,L-UM07-BULK,PEN-PRSVPE-X,Raw Material,0.008
L-UM07-BULK/21,L-UM07-BULK,PEN-SENSC50-X,Raw Material,0.004
L-UM07-BULK/21,L-UM07-BULK,PENG-SYM68-X,Raw Material,0.006
L-UM07-BULK/21,L-UM07-BULK,SFT-CERA847-X,Raw Material,0.28639
L-UM07-BULK/21,L-UM07-BULK,SALA-99--K,Raw Material,0.2
L-UM07-BULK/21,L-UM07-BULK,CERE-810-,Raw Material,0.04
L-UM07-BULK/21,L-UM07-BULK,SUN-MP-X,Raw Material,0.11
L-UM07-BULK/21,L-UM07-BULK,EUTA-G-X,Raw Material,0.05
L-UM07-BULK/21,L-UM07-BULK,SILS-034-X,Raw Material,0.05
L-UM07-BULK/21,L-UM07-BULK,WAX-CDL204--X,Raw Material,0.027
L-UM07-BULK/21,L-UM07-BULK,SERI-C-SI013S200-K,Raw Material,0.04
L-UM07-BULK/21,L-UM07-BULK,OZO-OZO-,Raw Material,0.03
L-UM07-BULK/21,L-UM07-BULK,PERF-PL-,Raw Material,0.035
L-UM07-BULK/21,L-UM07-BULK,VITA-DL E-MS,Raw Material,0.001
L-UM07-BULK/21,L-UM07-BULK,SQUA-AMYR-X,Raw Material,0.001
L-UM07-BULK/21,L-UM07-BULK,BHT-CRTL-X,Raw Material,0.001
L-UM07-BULK/21,L-UM07-BULK,PARF-VMR-X,Raw Material,0.0005
L-UM07-BULK/21,L-UM07-BULK,WARN-C43001-MV-K,Raw Material,0.02512
L-UM07-BULK/21,L-UM07-BULK,TITA--3328EW-K,Raw Material,0.0473
L-UM07-BULK/21,L-UM07-BULK,WARN-TPA502-X,Raw Material,0.01734
L-UM07-BULK/21,L-UM07-BULK,WARN-C19012-DCR6-K,Raw Material,0.01134
L-UM07-BULK/21,L-UM07-BULK,WARN-C338--K,Raw Material,0.00901
L-UM01-BULK/21,L-UM01-BULK,SERI-C-SI013S200-K,Raw Material,0.04
L-UM01-BULK/21,L-UM01-BULK,PERF-PL-,Raw Material,0.035
L-UM01-BULK/21,L-UM01-BULK,OZO-OZO-,Raw Material,0.03
L-UM01-BULK/21,L-UM01-BULK,VITA-DL E-MS,Raw Material,0.001
L-UM01-BULK/21,L-UM01-BULK,SQUA-AMYR-X,Raw Material,0.001
L-UM01-BULK/21,L-UM01-BULK,BHT-CRTL-X,Raw Material,0.001
L-UM01-BULK/21,L-UM01-BULK,PARF-VMR-X,Raw Material,0.0005
L-UM01-BULK/21,L-UM01-BULK,WARN-UNPBRWNL88-X,Raw Material,0.00294
L-UM01-BULK/21,L-UM01-BULK,TITA--3328EW-K,Raw Material,0.04899
L-UM01-BULK/21,L-UM01-BULK,WARN-GZ0075-X,Raw Material,0.00359
L-UM01-BULK/21,L-UM01-BULK,WARN-C19012-DCR6-K,Raw Material,0.01084
L-UM01-BULK/21,L-UM01-BULK,WARN-C338--K,Raw Material,0.03971
L-UM01-BULK/21,L-UM01-BULK,PEN-PRSVPE-X,Raw Material,0.008
L-UM01-BULK/21,L-UM01-BULK,PENG-SYM68-X,Raw Material,0.006
L-UM01-BULK/21,L-UM01-BULK,PEN-SENSC50-X,Raw Material,0.004
L-UM01-BULK/21,L-UM01-BULK,SFT-CERA847-X,Raw Material,0.30042
L-UM01-BULK/21,L-UM01-BULK,SALA-99--K,Raw Material,0.2
L-UM01-BULK/21,L-UM01-BULK,CERE-810-,Raw Material,0.04
L-UM01-BULK/21,L-UM01-BULK,SUN-MP-X,Raw Material,0.1
L-UM01-BULK/21,L-UM01-BULK,EUTA-G-X,Raw Material,0.05
L-UM01-BULK/21,L-UM01-BULK,SILS-034-X,Raw Material,0.05
L-UM01-BULK/21,L-UM01-BULK,WAX-CDL204--X,Raw Material,0.027
L-UM11-BULK/13,L-UM11-BULK,SFT-CERA847-X,Raw Material,0.25742
L-UM11-BULK/13,L-UM11-BULK,SALA-99--K,Raw Material,0.2
L-UM11-BULK/13,L-UM11-BULK,SUN-MP-X,Raw Material,0.11
L-UM11-BULK/13,L-UM11-BULK,EUTA-G-X,Raw Material,0.05
L-UM11-BULK/13,L-UM11-BULK,WAX-CDL204--X,Raw Material,0.027
L-UM11-BULK/13,L-UM11-BULK,CERE-810-,Raw Material,0.04
L-UM11-BULK/13,L-UM11-BULK,SILS-034-X,Raw Material,0.05
L-UM11-BULK/13,L-UM11-BULK,PERF-PL-,Raw Material,0.035
L-UM11-BULK/13,L-UM11-BULK,PEN-PRSVPE-X,Raw Material,0.008
L-UM11-BULK/13,L-UM11-BULK,PENG-SYM68-X,Raw Material,0.006
L-UM11-BULK/13,L-UM11-BULK,PEN-SENSC50-X,Raw Material,0.004
L-UM11-BULK/13,L-UM11-BULK,SERI-C-SI013S200-K,Raw Material,0.04
L-UM11-BULK/13,L-UM11-BULK,OZO-OZO-,Raw Material,0.03
L-UM11-BULK/13,L-UM11-BULK,VITA-DL E-MS,Raw Material,0.001
L-UM11-BULK/13,L-UM11-BULK,SQUA-AMYR-X,Raw Material,0.001
L-UM11-BULK/13,L-UM11-BULK,BHT-CRTL-X,Raw Material,0.001
L-UM11-BULK/13,L-UM11-BULK,PARF-VMR-X,Raw Material,0.0005
L-UM11-BULK/13,L-UM11-BULK,WARN-C43001-MV-K,Raw Material,0.06584
L-UM11-BULK/13,L-UM11-BULK,WARN-C335138--K,Raw Material,0.03262
L-UM11-BULK/13,L-UM11-BULK,WARN-TOA403-KF,Raw Material,0.01002
L-UM11-BULK/13,L-UM11-BULK,TITA--3328EW-K,Raw Material,0.02547
L-UM11-BULK/13,L-UM11-BULK,WARN-R7EL-X,Raw Material,0.00278
L-UM11-BULK/13,L-UM11-BULK,WARN-COGO--K,Raw Material,0.00236
L-EXXA28-BULK/76,L-EXXA28-BULK,MC3-300-SF,Raw Material,0.2
L-EXXA28-BULK/76,L-EXXA28-BULK,PERF-PL-,Raw Material,0.08
L-EXXA28-BULK/76,L-EXXA28-BULK,MC3-30-SF,Raw Material,0.08
L-EXXA28-BULK/76,L-EXXA28-BULK,EMU-PS-,Raw Material,0.08636
L-EXXA28-BULK/76,L-EXXA28-BULK,CERE-810-,Raw Material,0.058
L-EXXA28-BULK/76,L-EXXA28-BULK,IPM-CRDSG-X,Raw Material,0.04
L-EXXA28-BULK/76,L-EXXA28-BULK,LANO-AN--K,Raw Material,0.03
L-EXXA28-BULK/76,L-EXXA28-BULK,SQUA-AMYR-X,Raw Material,0.03
L-EXXA28-BULK/76,L-EXXA28-BULK,OIL-OJJBIII-X,Raw Material,0.03
L-EXXA28-BULK/76,L-EXXA28-BULK,BUTT-EBUSA-SBUR,Raw Material,0.02
L-EXXA28-BULK/76,L-EXXA28-BULK,HAIM-DIS-X,Raw Material,0.02
L-EXXA28-BULK/76,L-EXXA28-BULK,LAN-99-X,Raw Material,0.02
L-EXXA28-BULK/76,L-EXXA28-BULK,UVIN-MC80-BASF,Raw Material,0.02
L-EXXA28-BULK/76,L-EXXA28-BULK,PARF-VMR-X,Raw Material,0.0005
L-EXXA28-BULK/76,L-EXXA28-BULK,BHT-CRTL-X,Raw Material,0.001
L-EXXA28-BULK/76,L-EXXA28-BULK,NIPA-S--K,Raw Material,0.001
L-EXXA28-BULK/76,L-EXXA28-BULK,ALAN--AK-K,Raw Material,0.001
L-EXXA28-BULK/76,L-EXXA28-BULK,TITA--3328EW-K,Raw Material,0.0955
L-EXXA28-BULK/76,L-EXXA28-BULK,WARN-CLOV--K,Raw Material,0.02
L-EXXA28-BULK/76,L-EXXA28-BULK,WARN-RED6LM4-X,Raw Material,0.02067
L-EXXA28-BULK/76,L-EXXA28-BULK,WARN-C43001-MV-K,Raw Material,0.00598
L-EXXA28-BULK/76,L-EXXA28-BULK,WARN-R7EL-X,Raw Material,0.00989
L-EXXA28-BULK/76,L-EXXA28-BULK,OIL-ORJVA-X,Raw Material,0.0001
L-EXXA28-BULK/76,L-EXXA28-BULK,SILI-SF15-X,Raw Material,0.12
L-EXXA28-BULK/76,L-EXXA28-BULK,ACTI-VEAC-X,Raw Material,0.01
L-W1CMGPC17-BULK/84,L-W1CMGPC17-BULK,PERF-PL-,Raw Material,0.04
L-W1CMGPC17-BULK/84,L-W1CMGPC17-BULK,WAX-SP422-X,Raw Material,0.03
L-W1CMGPC17-BULK/84,L-W1CMGPC17-BULK,WAX-CW--K,Raw Material,0.005
L-W1CMGPC17-BULK/84,L-W1CMGPC17-BULK,WAX-CDL204--X,Raw Material,0.02
L-W1CMGPC17-BULK/84,L-W1CMGPC17-BULK,OZO-OZO-,Raw Material,0.03
L-W1CMGPC17-BULK/84,L-W1CMGPC17-BULK,NIPA-S--K,Raw Material,0.001
L-W1CMGPC17-BULK/84,L-W1CMGPC17-BULK,BHT-CRTL-X,Raw Material,0.001
L-W1CMGPC17-BULK/84,L-W1CMGPC17-BULK,LANO-AN--K,Raw Material,0.03
L-W1CMGPC17-BULK/84,L-W1CMGPC17-BULK,MC3-300-SF,Raw Material,0.07
L-W1CMGPC17-BULK/84,L-W1CMGPC17-BULK,POLY-M-MP27-K,Raw Material,0.01
L-W1CMGPC17-BULK/84,L-W1CMGPC17-BULK,OIL-CA-MS,Raw Material,0.31423
L-W1CMGPC17-BULK/84,L-W1CMGPC17-BULK,CRO1-ML-,Raw Material,0.01
L-W1CMGPC17-BULK/84,L-W1CMGPC17-BULK,SQUA-AMYR-X,Raw Material,0.03
L-W1CMGPC17-BULK/84,L-W1CMGPC17-BULK,OIL-OJJBIII-X,Raw Material,0.03
L-W1CMGPC17-BULK/84,L-W1CMGPC17-BULK,LAN-99-X,Raw Material,0.06
L-W1CMGPC17-BULK/84,L-W1CMGPC17-BULK,COSM-222--K,Raw Material,0.1
L-W1CMGPC17-BULK/84,L-W1CMGPC17-BULK,UVIN-MC80-BASF,Raw Material,0.02
L-W1CMGPC17-BULK/84,L-W1CMGPC17-BULK,WARN-GZ0075-X,Raw Material,0.00156
L-W1CMGPC17-BULK/84,L-W1CMGPC17-BULK,WARN-TOA506-X,Raw Material,0.00808
L-W1CMGPC17-BULK/84,L-W1CMGPC17-BULK,TITA--3328EW-K,Raw Material,0.07464
L-W1CMGPC17-BULK/84,L-W1CMGPC17-BULK,WARN-UNPBRWNL88-X,Raw Material,0.00249
L-W1CMGPC17-BULK/84,L-W1CMGPC17-BULK,WARN-C338--K,Raw Material,0.03987
L-W1CMGPC17-BULK/84,L-W1CMGPC17-BULK,WARN-RED6LM4-X,Raw Material,0.01154
L-W1CMGPC17-BULK/84,L-W1CMGPC17-BULK,PARF-VMR-X,Raw Material,0.0005
L-W1CMGPC17-BULK/84,L-W1CMGPC17-BULK,CRO2-LA-,Raw Material,0.01
L-W1CMGPC17-BULK/84,L-W1CMGPC17-BULK,ARMO-HD--K,Raw Material,0.028
L-W1CMGPC17-BULK/84,L-W1CMGPC17-BULK,MICP-M511-X,Raw Material,0.022
L-W1CMGPC17-BULK/84,L-W1CMGPC17-BULK,ACTI-VEAC-X,Raw Material,0.0001
FA-SMUJGN-BULK/FF.RND.T296.00,FA-SMUJGN-BULK,AIR-RO--L,Raw Material,0.38455
FA-SMUJGN-BULK/FF.RND.T296.00,FA-SMUJGN-BULK,PR-ZPRDL-X,Raw Material,0.245
FA-SMUJGN-BULK/FF.RND.T296.00,FA-SMUJGN-BULK,SILI-556-DC-K,Raw Material,0.08
FA-SMUJGN-BULK/FF.RND.T296.00,FA-SMUJGN-BULK,SILI-1202-,Raw Material,0.07
FA-SMUJGN-BULK/FF.RND.T296.00,FA-SMUJGN-BULK,GLYC--ECOS-K,Raw Material,0.05
FA-SMUJGN-BULK/FF.RND.T296.00,FA-SMUJGN-BULK,AQUA-G35-X,Raw Material,0.0325
FA-SMUJGN-BULK/FF.RND.T296.00,FA-SMUJGN-BULK,PEN-PRSVPE-X,Raw Material,0.008
FA-SMUJGN-BULK/FF.RND.T296.00,FA-SMUJGN-BULK,CRIL---K,Raw Material,0.005
FA-SMUJGN-BULK/FF.RND.T296.00,FA-SMUJGN-BULK,CHAM-COSM-,Raw Material,0.005
FA-SMUJGN-BULK/FF.RND.T296.00,FA-SMUJGN-BULK,EDT-B--K,Raw Material,0.002
FA-SMUJGN-BULK/FF.RND.T296.00,FA-SMUJGN-BULK,WARN-IRGLS-X,Raw Material,0.03925
FA-SMUJGN-BULK/FF.RND.T296.00,FA-SMUJGN-BULK,WARN-CLOG222--K,Raw Material,0.0325
FA-SMUJGN-BULK/FF.RND.T296.00,FA-SMUJGN-BULK,WARN-FW108S-X,Raw Material,0.027
FA-SMUJGN-BULK/FF.RND.T296.00,FA-SMUJGN-BULK,WARN-GT0600--K,Raw Material,0.0095
FA-SMUJGN-BULK/FF.RND.T296.00,FA-SMUJGN-BULK,WARN-CSW-9000S-K,Raw Material,0.005
FA-SMUJGN-BULK/FF.RND.T296.00,FA-SMUJGN-BULK,WARN-TNAB--K,Raw Material,0.0047
L-SR08PC-BULK/7,L-SR08PC-BULK,MC3-300-SF,Raw Material,0.2
L-SR08PC-BULK/7,L-SR08PC-BULK,SILI-556-DC-K,Raw Material,0.12
L-SR08PC-BULK/7,L-SR08PC-BULK,PERF-PL-,Raw Material,0.08
L-SR08PC-BULK/7,L-SR08PC-BULK,MC3-30-SF,Raw Material,0.08
L-SR08PC-BULK/7,L-SR08PC-BULK,CERE-810-,Raw Material,0.058
L-SR08PC-BULK/7,L-SR08PC-BULK,IPM-CRDSG-X,Raw Material,0.04
L-SR08PC-BULK/7,L-SR08PC-BULK,LANO-AN--K,Raw Material,0.03
L-SR08PC-BULK/7,L-SR08PC-BULK,SQUA-PRT-X,Raw Material,0.03
L-SR08PC-BULK/7,L-SR08PC-BULK,OIL-OJJBIII-X,Raw Material,0.03
L-SR08PC-BULK/7,L-SR08PC-BULK,BUTT-EBUSA-SBUR,Raw Material,0.02
L-SR08PC-BULK/7,L-SR08PC-BULK,COSM-222--K,Raw Material,0.02
L-SR08PC-BULK/7,L-SR08PC-BULK,UVIN-MC80-BASF,Raw Material,0.02
L-SR08PC-BULK/7,L-SR08PC-BULK,EMU-PS-,Raw Material,0.10954
L-SR08PC-BULK/7,L-SR08PC-BULK,PARF-VMR-X,Raw Material,0.0005
L-SR08PC-BULK/7,L-SR08PC-BULK,TITA--3328EW-K,Raw Material,0.00404
L-SR08PC-BULK/7,L-SR08PC-BULK,WARN-TOA403-KF,Raw Material,0.01252
L-SR08PC-BULK/7,L-SR08PC-BULK,WARN-C19012-DCR6-K,Raw Material,0.01789
L-SR08PC-BULK/7,L-SR08PC-BULK,BHT-CRTL-X,Raw Material,0.001
L-SR08PC-BULK/7,L-SR08PC-BULK,NIPA-S--K,Raw Material,0.001
L-SR08PC-BULK/7,L-SR08PC-BULK,PARF-VL-R0701531,Raw Material,0.001
L-SR08PC-BULK/7,L-SR08PC-BULK,OIL-ORJVA-X,Raw Material,0.0001
L-SR08PC-BULK/7,L-SR08PC-BULK,WARN-TPA502-X,Raw Material,0.05536
L-SR08PC-BULK/7,L-SR08PC-BULK,ALAN--AK-K,Raw Material,0.001
L-SR08PC-BULK/7,L-SR08PC-BULK,SALA-99--K,Raw Material,0.02
L-SR08PC-BULK/7,L-SR08PC-BULK,WARN-C43001-MV-K,Raw Material,0.02254
L-SR08PC-BULK/7,L-SR08PC-BULK,WARN-COGO--K,Raw Material,0.01844
