Kode Unik,Korporat Code Bulk,Korporat Code Material,Material Type,Quantity
L-RRIPLMP07-BULK/FF.RND.W1001.01,L-RRIPLMP07-BULK,PARF-VMR-X,Raw Material,0.0001
L-RRIPLMP07-BULK/FF.RND.W1001.01,L-RRIPLMP07-BULK,WARN-C19011-R7CL-K,Raw Material,0.001577
L-RRIPLMP07-BULK/FF.RND.W1001.01,L-RRIPLMP07-BULK,WARN-C19012-DCR6-K,Raw Material,0.010513
L-RRIPLMP07-BULK/FF.RND.W1001.01,L-RRIPLMP07-BULK,PENG-NPGEHP-X,Raw Material,0.008
L-RRIPLMP07-BULK/FF.RND.W1001.01,L-RRIPLMP07-BULK,TITA-OTS2CR50-,Raw Material,0.043205
L-RRIPLMP07-BULK/FF.RND.W1001.01,L-RRIPLMP07-BULK,BENT-BGVS5PC-X,Raw Material,0.085
L-RRIPLMP07-BULK/FF.RND.W1001.01,L-RRIPLMP07-BULK,CREA-01HPB-X,Raw Material,0.19
L-RRIPLMP07-BULK/FF.RND.W1001.01,L-RRIPLMP07-BULK,SILI-ECDC-X,Raw Material,0.24
L-RRIPLMP07-BULK/FF.RND.W1001.01,L-RRIPLMP07-BULK,HAIM-DIS-X,Raw Material,0.045
L-RRIPLMP07-BULK/FF.RND.W1001.01,L-RRIPLMP07-BULK,PURO-IDD-X,Raw Material,0.176006
L-RRIPLMP07-BULK/FF.RND.W1001.01,L-RRIPLMP07-BULK,SILI-BEL803-X,Raw Material,0.03
L-RRIPLMP07-BULK/FF.RND.W1001.01,L-RRIPLMP07-BULK,SILS-034-X,Raw Material,0.01
L-RRIPLMP07-BULK/FF.RND.W1001.01,L-RRIPLMP07-BULK,WARN-ABIO-X,Raw Material,0.00545
L-RRIPLMP07-BULK/FF.RND.W1001.01,L-RRIPLMP07-BULK,ARMO-HD--K,Raw Material,0.01
L-RRIPLMP07-BULK/FF.RND.W1001.01,L-RRIPLMP07-BULK,EMU-ACT-X,Raw Material,0.011
L-RRIPLMP07-BULK/FF.RND.W1001.01,L-RRIPLMP07-BULK,EMU-HP30-X,Raw Material,0.026
L-RRIPLMP07-BULK/FF.RND.W1001.01,L-RRIPLMP07-BULK,VITA-DL E-MS,Raw Material,0.002
L-RRIPLMP07-BULK/FF.RND.W1001.01,L-RRIPLMP07-BULK,WARN-UNK753-X,Raw Material,0.00012
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,PENG-NPGEHP-X,Raw Material,0.008
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,EXTR-KFGLYEX-X,Raw Material,0.001
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,CREA-01HPB-X,Raw Material,0.19
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,ARMO-HD--K,Raw Material,0.01
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,SILI-BEL803-X,Raw Material,0.03
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,SUN-MP-X,Raw Material,0.03
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,BENT-BGVS5PC-X,Raw Material,0.085
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,WARN-C338--K,Raw Material,0.039243
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,TITA-OTS2CR50-,Raw Material,0.03874
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,PURO-IDD-X,Raw Material,0.177599
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,HAIM-DIS-X,Raw Material,0.045
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,WARN-UNK753-X,Raw Material,0.001
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,WARN-TPA502-X,Raw Material,0.005434
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,WARN-C19012-DCR6-K,Raw Material,0.006037
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,PEN-SENSC50-X,Raw Material,0.004
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,PARF-VMR-X,Raw Material,0.0001
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,WARN-ABIO-X,Raw Material,0.007547
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,SILI-ECDC-X,Raw Material,0.24
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,WAX-PFRMSW-X,Raw Material,0.02
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,EMU-HP30-X,Raw Material,0.026
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,MICA-SYR1F-X,Raw Material,0.004
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,OIL-OJJBIII-X,Raw Material,0.005
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,EKS-GTLE-X,Raw Material,0.001
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,SILS-034-X,Raw Material,0.01
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,VITA-DL E-MS,Raw Material,0.002
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,ALUM-MN10D-X,Raw Material,0.001
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,OIL-AVSB-X,Raw Material,0.001
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,ACTI-ECTC-X,Raw Material,0.0003
L-RRIPLMP09-BULK/FF.RND.W1003.01,L-RRIPLMP09-BULK,EMU-ACT-X,Raw Material,0.011
MASK-EL-BULK/FF.RND.M450.01 (Opsi 1 Grainy Wax),MASK-EL-BULK,WARN-UB902-X,Raw Material,0.005
MASK-EL-BULK/FF.RND.M450.01 (Opsi 1 Grainy Wax),MASK-EL-BULK,SILI-345-DC-K,Raw Material,0.13
MASK-EL-BULK/FF.RND.M450.01 (Opsi 1 Grainy Wax),MASK-EL-BULK,WARN-UTB990-X,Raw Material,0.04
MASK-EL-BULK/FF.RND.M450.01 (Opsi 1 Grainy Wax),MASK-EL-BULK,WAX-CDL204--X,Raw Material,0.03
MASK-EL-BULK/FF.RND.M450.01 (Opsi 1 Grainy Wax),MASK-EL-BULK,PURO-IDD-X,Raw Material,0.068
MASK-EL-BULK/FF.RND.M450.01 (Opsi 1 Grainy Wax),MASK-EL-BULK,SILI-DC749--X,Raw Material,0.07
MASK-EL-BULK/FF.RND.M450.01 (Opsi 1 Grainy Wax),MASK-EL-BULK,SILI-DCF-ID-X,Raw Material,0.08
MASK-EL-BULK/FF.RND.M450.01 (Opsi 1 Grainy Wax),MASK-EL-BULK,WAX-KHWXBA-X,Raw Material,0.06
MASK-EL-BULK/FF.RND.M450.01 (Opsi 1 Grainy Wax),MASK-EL-BULK,WAX-MCR146-X,Raw Material,0.07
MASK-EL-BULK/FF.RND.M450.01 (Opsi 1 Grainy Wax),MASK-EL-BULK,VITA-DL E-MS,Raw Material,0.001
MASK-EL-BULK/FF.RND.M450.01 (Opsi 1 Grainy Wax),MASK-EL-BULK,RHEO-PRKL2-X,Raw Material,0.023
MASK-EL-BULK/FF.RND.M450.01 (Opsi 1 Grainy Wax),MASK-EL-BULK,RHEO-PRTT2-X,Raw Material,0.022
MASK-EL-BULK/FF.RND.M450.01 (Opsi 1 Grainy Wax),MASK-EL-BULK,BENT-BGISDV-X,Raw Material,0.302
MASK-EL-BULK/FF.RND.M450.01 (Opsi 1 Grainy Wax),MASK-EL-BULK,ABIL-WE09-X,Raw Material,0.01
MASK-EL-BULK/FF.RND.M450.01 (Opsi 1 Grainy Wax),MASK-EL-BULK,SILI-556-DC-K,Raw Material,0.02
MASK-EL-BULK/FF.RND.M450.01 (Opsi 1 Grainy Wax),MASK-EL-BULK,AIR-RO--L,Raw Material,0.02
MASK-EL-BULK/FF.RND.M450.01 (Opsi 1 Grainy Wax),MASK-EL-BULK,TALC-OSBRTPD-X,Raw Material,0.015
MASK-EL-BULK/FF.RND.M450.01 (Opsi 1 Grainy Wax),MASK-EL-BULK,CABO-M5-X,Raw Material,0.01
MASK-EL-BULK/FF.RND.M450.01 (Opsi 1 Grainy Wax),MASK-EL-BULK,"BUTY--DAI1,3",Raw Material,0.007
MASK-EL-BULK/FF.RND.M450.01 (Opsi 1 Grainy Wax),MASK-EL-BULK,ACTI-WDLS-X,Raw Material,0.005
MASK-EL-BULK/FF.RND.M450.01 (Opsi 1 Grainy Wax),MASK-EL-BULK,OIL-ARG-X,Raw Material,0.005
MASK-EL-BULK/FF.RND.M450.01 (Opsi 1 Grainy Wax),MASK-EL-BULK,ACTI-CPXY-X,Raw Material,0.002
MASK-EL-BULK/FF.RND.M450.01 (Opsi 1 Grainy Wax),MASK-EL-BULK,PENG-IPEG-X,Raw Material,0.005
FT-FT-BULK/5,FT-FT-BULK,EDT-B--K,Raw Material,0.001
FT-FT-BULK/5,FT-FT-BULK,EMUL-DERMSOLP-,Raw Material,0.0002
FT-FT-BULK/5,FT-FT-BULK,AIR-RO--L,Raw Material,0.91951
FT-FT-BULK/5,FT-FT-BULK,EXTR-PCGD2SG-X,Raw Material,0.0001
FT-FT-BULK/5,FT-FT-BULK,STAY--DSMR-K,Raw Material,0.00005
FT-FT-BULK/5,FT-FT-BULK,PARF-PCGD2SG-X,Raw Material,0.00009
FT-FT-BULK/5,FT-FT-BULK,VITA-DL E-MS,Raw Material,0.00005
FT-FT-BULK/5,FT-FT-BULK,VITA-B3PC-X,Raw Material,0.003
FT-FT-BULK/5,FT-FT-BULK,HUM-HXLGLC-X,Raw Material,0.01
FT-FT-BULK/5,FT-FT-BULK,SOLV-DEASB-X,Raw Material,0.06
FT-FT-BULK/5,FT-FT-BULK,ALAN--AK-K,Raw Material,0.001
FT-FT-BULK/5,FT-FT-BULK,PEN-PRSVPE-X,Raw Material,0.005
FW-SBRDBR-BULK/4,FW-SBRDBR-BULK,SCRU-SRB52-X,Raw Material,0.00025
FW-SBRDBR-BULK/4,FW-SBRDBR-BULK,EDT-B--K,Raw Material,0.0005
FW-SBRDBR-BULK/4,FW-SBRDBR-BULK,EXTR-PTHXCLND-X,Raw Material,0.001
FW-SBRDBR-BULK/4,FW-SBRDBR-BULK,MEDI-MDL-MGS,Raw Material,0.03
FW-SBRDBR-BULK/4,FW-SBRDBR-BULK,PROP-PGESK-X,Raw Material,0.03
FW-SBRDBR-BULK/4,FW-SBRDBR-BULK,EMUL-PLUP-X,Raw Material,0.03
FW-SBRDBR-BULK/4,FW-SBRDBR-BULK,PEN-PRSVPE-X,Raw Material,0.005
FW-SBRDBR-BULK/4,FW-SBRDBR-BULK,PENG-GL-LON,Raw Material,0.003
FW-SBRDBR-BULK/4,FW-SBRDBR-BULK,PARF-BRCE-X,Raw Material,0.0005
FW-SBRDBR-BULK/4,FW-SBRDBR-BULK,ALAN--AK-K,Raw Material,0.001
FW-SBRDBR-BULK/4,FW-SBRDBR-BULK,SODA-C-ASA,Raw Material,0.0036
FW-SBRDBR-BULK/4,FW-SBRDBR-BULK,GARA-VCNI-X,Raw Material,0.011
FW-SBRDBR-BULK/4,FW-SBRDBR-BULK,BIO-HYAL-BIL,Raw Material,0.0001
FW-SBRDBR-BULK/4,FW-SBRDBR-BULK,AIR-RO--L,Raw Material,0.43405
FW-SBRDBR-BULK/4,FW-SBRDBR-BULK,GLYC--ECOS-K,Raw Material,0.05
FW-SBRDBR-BULK/4,FW-SBRDBR-BULK,AMI-GCK12H-X,Raw Material,0.08
FW-SBRDBR-BULK/4,FW-SBRDBR-BULK,TEXA---K,Raw Material,0.08
FW-SBRDBR-BULK/4,FW-SBRDBR-BULK,TEGO-L7-1--K,Raw Material,0.1
FW-SBRDBR-BULK/4,FW-SBRDBR-BULK,AQUA---K,Raw Material,0.1
FW-SBRDBR-BULK/4,FW-SBRDBR-BULK,AJID--NL-K,Raw Material,0.04
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,SILI-BDP-X,Raw Material,0.03
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,NT---K,Raw Material,0.03
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,EMO-SLCHS-X,Raw Material,0.005
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,SILI-556-DC-K,Raw Material,0.014
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,PWD-SYS-X,Raw Material,0.023
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,COVB-LH8-,Raw Material,0.015
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,WARN-S12RN217--K,Raw Material,0.0035
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,SUNP-170-X,Raw Material,0.02
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,EMUL-KF6017-X,Raw Material,0.022
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,ALAN--AK-K,Raw Material,0.001
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,RHM-VLVABE-X,Raw Material,0.11
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,PR-ZPRDL-X,Raw Material,0.05
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,PEN-PRSVPE-X,Raw Material,0.008
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,AIR-RO--L,Raw Material,0.3
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,SILI-SFCM56-X,Raw Material,0.0669
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,EDT-B--K,Raw Material,0.0005
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,ABIL-EM90-X,Raw Material,0.003
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,VITA-DL E-MS,Raw Material,0.005
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,PEN-SENSC50-X,Raw Material,0.004
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,POWD-SH219-X,Raw Material,0.005
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,SILC-VM22A-X,Raw Material,0.004
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,GLYC--ECOS-K,Raw Material,0.015
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,THIC-RMGSO4-X,Raw Material,0.01
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,TIT-MT60S-X,Raw Material,0.03
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,BENT-BGVS5PC-X,Raw Material,0.0225
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,SILI-1640RSN-X,Raw Material,0.022
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,UVIN-MC80-BASF,Raw Material,0.08
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,WARN-S12YL--K,Raw Material,0.024
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,WARN-TE--PBULK,Intermediate,0.0006
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,TITA-CROTS-X,Raw Material,0.0757
F-IPSF13-BULK/FF.RND.W972.03,F-IPSF13-BULK,ACTI-ECTC-X,Raw Material,0.0003
ES-W1F-01 BULK/48,ES-W1F-01 BULK,SERI-790-,Raw Material,0.15362
ES-W1F-01 BULK/48,ES-W1F-01 BULK,WARN-CSW-9000S-K,Raw Material,0.3815
ES-W1F-01 BULK/48,ES-W1F-01 BULK,WARN-YLW3AS-X,Raw Material,0.0097
ES-W1F-01 BULK/48,ES-W1F-01 BULK,MICA--SIOI2-K,Raw Material,0.0586
ES-W1F-01 BULK/48,ES-W1F-01 BULK,WARN-GT0600--K,Raw Material,0.13482
ES-W1F-01 BULK/48,ES-W1F-01 BULK,WARN-TOA403-KF,Raw Material,0.00076
ES-W1F-01 BULK/48,ES-W1F-01 BULK,NT---K,Raw Material,0.07
ES-W1F-01 BULK/48,ES-W1F-01 BULK,POWD-TDMS-,Raw Material,0.06
ES-W1F-01 BULK/48,ES-W1F-01 BULK,PENG-PNX-X,Raw Material,0.008
ES-W1F-01 BULK/48,ES-W1F-01 BULK,COSM-222--K,Raw Material,0.063
ES-W1F-01 BULK/48,ES-W1F-01 BULK,ZINC-M-KJZ10-K,Raw Material,0.06
FM-GS-BULK/16,FM-GS-BULK,AIR-RO--L,Raw Material,0.62991
FM-GS-BULK/16,FM-GS-BULK,GLYC--ECOS-K,Raw Material,0.02
FM-GS-BULK/16,FM-GS-BULK,GOHS-GS05C-X,Raw Material,0.03
FM-GS-BULK/16,FM-GS-BULK,WARN-K-BULK,Intermediate,0.00004
FM-GS-BULK/16,FM-GS-BULK,EMAL---K,Raw Material,0.01
FM-GS-BULK/16,FM-GS-BULK,LBRJ-IIXD-X,Raw Material,0.015
FM-GS-BULK/16,FM-GS-BULK,PROP-PPGULD-X,Raw Material,0.03
FM-GS-BULK/16,FM-GS-BULK,EXTR-ALVGE-X,Raw Material,0.0005
FM-GS-BULK/16,FM-GS-BULK,FUCO-15PSLB-X,Raw Material,0.005
FM-GS-BULK/16,FM-GS-BULK,PENG-SYM68-X,Raw Material,0.005
FM-GS-BULK/16,FM-GS-BULK,PENG-IPEG-X,Raw Material,0.008
FM-GS-BULK/16,FM-GS-BULK,CRIL---K,Raw Material,0.01
FM-GS-BULK/16,FM-GS-BULK,EDT-B--K,Raw Material,0.001
FM-GS-BULK/16,FM-GS-BULK,WARN-LT--BULK,Intermediate,0.00066
FM-GS-BULK/16,FM-GS-BULK,ALAN--AK-K,Raw Material,0.001
FM-GS-BULK/16,FM-GS-BULK,OIL-ORJVA-X,Raw Material,0.002
FM-GS-BULK/16,FM-GS-BULK,WARN-B-BULK,Intermediate,0.00014
FM-GS-BULK/16,FM-GS-BULK,SOLV-DEASB-X,Raw Material,0.12
FM-GS-BULK/16,FM-GS-BULK,EXTR-GS-,Raw Material,0.005
FM-GS-BULK/16,FM-GS-BULK,GOHS-GS40C-X,Raw Material,0.1
FM-GS-BULK/16,FM-GS-BULK,OIL-OLV300-X,Raw Material,0.002
FM-GS-BULK/16,FM-GS-BULK,XANT---K,Raw Material,0.002
FM-GS-BULK/16,FM-GS-BULK,PARF-GLIP-R 0714767,Raw Material,0.0015
FM-GS-BULK/16,FM-GS-BULK,VITA-DL E-MS,Raw Material,0.00125
EB-EKC-BULK/FS.RND.W0006.00,EB-EKC-BULK,WAX-B-BR,Raw Material,0.0385
EB-EKC-BULK/FS.RND.W0006.00,EB-EKC-BULK,WARN-S12RN217--K,Raw Material,0.006753
EB-EKC-BULK/FS.RND.W0006.00,EB-EKC-BULK,BHT-CRTL-X,Raw Material,0.001
EB-EKC-BULK/FS.RND.W0006.00,EB-EKC-BULK,OIL-BLWHMO-X,Raw Material,0.1523
EB-EKC-BULK/FS.RND.W0006.00,EB-EKC-BULK,COSM-222--K,Raw Material,0.09
EB-EKC-BULK/FS.RND.W0006.00,EB-EKC-BULK,MWAX-SP19-X,Raw Material,0.077
EB-EKC-BULK/FS.RND.W0006.00,EB-EKC-BULK,WARN-TE-A40BIOSC-K,Raw Material,0.004178
EB-EKC-BULK/FS.RND.W0006.00,EB-EKC-BULK,WARN-S12YL--K,Raw Material,0.060587
EB-EKC-BULK/FS.RND.W0006.00,EB-EKC-BULK,NIPA-S--K,Raw Material,0.001
EB-EKC-BULK/FS.RND.W0006.00,EB-EKC-BULK,PARF-VL-R0701531,Raw Material,0.0007
EB-EKC-BULK/FS.RND.W0006.00,EB-EKC-BULK,ASO--KB-K,Raw Material,0.175
EB-EKC-BULK/FS.RND.W0006.00,EB-EKC-BULK,PARF-VMR-X,Raw Material,0.00035
EB-EKC-BULK/FS.RND.W0006.00,EB-EKC-BULK,WAX-WHPRWT-X,Raw Material,0.1309
EB-EKC-BULK/FS.RND.W0006.00,EB-EKC-BULK,TITA-C-STCR5-K,Raw Material,0.181931
EB-EKC-BULK/FS.RND.W0006.00,EB-EKC-BULK,BUTT-EBUSA-SBUR,Raw Material,0.0462
EB-EKC-BULK/FS.RND.W0006.00,EB-EKC-BULK,IPM-CRDSG-X,Raw Material,0.0336
FT-BSE-BULK/FF.RND.T362.00,FT-BSE-BULK,BIO-HYAL-BIL,Raw Material,0.0001
FT-BSE-BULK/FF.RND.T362.00,FT-BSE-BULK,AIR-RO--L,Raw Material,0.88614
FT-BSE-BULK/FF.RND.T362.00,FT-BSE-BULK,VITA-B3PC-X,Raw Material,0.0005
FT-BSE-BULK/FF.RND.T362.00,FT-BSE-BULK,PARF-OSLF-SP119881-X,Raw Material,0.00001
FT-BSE-BULK/FF.RND.T362.00,FT-BSE-BULK,EDT-B--K,Raw Material,0.001
FT-BSE-BULK/FF.RND.T362.00,FT-BSE-BULK,GLYC--ECOS-K,Raw Material,0.015
FT-BSE-BULK/FF.RND.T362.00,FT-BSE-BULK,EMUL-DERMSOLP-,Raw Material,0.0001
FT-BSE-BULK/FF.RND.T362.00,FT-BSE-BULK,EXTR-SILVBG30-X,Raw Material,0.004
FT-BSE-BULK/FF.RND.T362.00,FT-BSE-BULK,PEN-EUXK900-X,Raw Material,0.001
FT-BSE-BULK/FF.RND.T362.00,FT-BSE-BULK,ALAN--AK-K,Raw Material,0.001
FT-BSE-BULK/FF.RND.T362.00,FT-BSE-BULK,PENG-CLRP-X,Raw Material,0.001
FT-BSE-BULK/FF.RND.T362.00,FT-BSE-BULK,EXF-GLDL-X,Raw Material,0.05
FT-BSE-BULK/FF.RND.T362.00,FT-BSE-BULK,MENT-FRGHS-X,Raw Material,0.00015
FT-BSE-BULK/FF.RND.T362.00,FT-BSE-BULK,ACTI-HDR-X,Raw Material,0.02
FT-BSE-BULK/FF.RND.T362.00,FT-BSE-BULK,SALT-TSCD-X,Raw Material,0.02
HC-HF-BULK/FS.RND.W0019.00,HC-HF-BULK,MICO-MICBTMS50-X,Raw Material,0.04
HC-HF-BULK/FS.RND.W0019.00,HC-HF-BULK,CETY---K,Raw Material,0.02
HC-HF-BULK/FS.RND.W0019.00,HC-HF-BULK,COM-SKYCSR26-X,Raw Material,0.0333
HC-HF-BULK/FS.RND.W0019.00,HC-HF-BULK,EXP-EGS605147-X,Raw Material,0.001
HC-HF-BULK/FS.RND.W0019.00,HC-HF-BULK,STA--C18-K,Raw Material,0.02
HC-HF-BULK/FS.RND.W0019.00,HC-HF-BULK,EDT-B--K,Raw Material,0.001
HC-HF-BULK/FS.RND.W0019.00,HC-HF-BULK,PARF-ODM3-X,Raw Material,0.003
HC-HF-BULK/FS.RND.W0019.00,HC-HF-BULK,NUTR-NTKWPP-X,Raw Material,0.001
HC-HF-BULK/FS.RND.W0019.00,HC-HF-BULK,OIL-RSOLIDS-X,Raw Material,0.0001
HC-HF-BULK/FS.RND.W0019.00,HC-HF-BULK,SILI-DC23-,Raw Material,0.03
HC-HF-BULK/FS.RND.W0019.00,HC-HF-BULK,AIR-RO--L,Raw Material,0.8456
HC-HF-BULK/FS.RND.W0019.00,HC-HF-BULK,PEN-PRSVPE-X,Raw Material,0.005
L-PVW06-BULK/FF.RND.M346.01,L-PVW06-BULK,PARF-VMR-X,Raw Material,0.001
L-PVW06-BULK/FF.RND.M346.01,L-PVW06-BULK,AIR-RO--L,Raw Material,0.5
L-PVW06-BULK/FF.RND.M346.01,L-PVW06-BULK,EMUL-G50C-X,Raw Material,0.02
L-PVW06-BULK/FF.RND.M346.01,L-PVW06-BULK,VITA-DL E-MS,Raw Material,0.001
L-PVW06-BULK/FF.RND.M346.01,L-PVW06-BULK,WARN-C19012-DCR6-K,Raw Material,0.016
L-PVW06-BULK/FF.RND.M346.01,L-PVW06-BULK,"BUTY--DAI1,3",Raw Material,0.05
L-PVW06-BULK/FF.RND.M346.01,L-PVW06-BULK,BENT-BGISDV-X,Raw Material,0.075
L-PVW06-BULK/FF.RND.M346.01,L-PVW06-BULK,EDT-B--K,Raw Material,0.0005
L-PVW06-BULK/FF.RND.M346.01,L-PVW06-BULK,WARN-BLCK3AS-X,Raw Material,0.012
L-PVW06-BULK/FF.RND.M346.01,L-PVW06-BULK,CLR-URED3075-X,Raw Material,0.02525
L-PVW06-BULK/FF.RND.M346.01,L-PVW06-BULK,CLR-URED328-X,Raw Material,0.0085
L-PVW06-BULK/FF.RND.M346.01,L-PVW06-BULK,WARN-RED3AS-X,Raw Material,0.009
L-PVW06-BULK/FF.RND.M346.01,L-PVW06-BULK,EMUL-IS34R-X,Raw Material,0.01
L-PVW06-BULK/FF.RND.M346.01,L-PVW06-BULK,SILI-4515-,Raw Material,0.07725
L-PVW06-BULK/FF.RND.M346.01,L-PVW06-BULK,PENG-NPGEHP-X,Raw Material,0.008
L-PVW06-BULK/FF.RND.M346.01,L-PVW06-BULK,ABIL-EM90-X,Raw Material,0.03
L-PVW06-BULK/FF.RND.M346.01,L-PVW06-BULK,SILI-DCF-ID-X,Raw Material,0.05
L-PVW06-BULK/FF.RND.M346.01,L-PVW06-BULK,PURO-IDD-X,Raw Material,0.0175
L-PVW06-BULK/FF.RND.M346.01,L-PVW06-BULK,THIC-RMGSO4-X,Raw Material,0.01
L-PVW06-BULK/FF.RND.M346.01,L-PVW06-BULK,ACTI-TINTT-X,Raw Material,0.001
L-PVW06-BULK/FF.RND.M346.01,L-PVW06-BULK,TIT-401-X,Raw Material,0.002
L-PVW06-BULK/FF.RND.M346.01,L-PVW06-BULK,PENG-SYM68-X,Raw Material,0.006
L-PVW06-BULK/FF.RND.M346.01,L-PVW06-BULK,EUTA-G-X,Raw Material,0.0675
L-PVW06-BULK/FF.RND.M346.01,L-PVW06-BULK,WARN-C196619-R6-K,Raw Material,0.002
L-PVW06-BULK/FF.RND.M346.01,L-PVW06-BULK,STB-TL-X,Raw Material,0.0005
EB-DK-LB-BULK/FS.RND.M0004.00,EB-DK-LB-BULK,PENG-PNX-X,Raw Material,0.008
EB-DK-LB-BULK/FS.RND.M0004.00,EB-DK-LB-BULK,SCRU-MP220-X,Raw Material,0.05
EB-DK-LB-BULK/FS.RND.M0004.00,EB-DK-LB-BULK,WARN-TE--PBULK,Intermediate,0.02
EB-DK-LB-BULK/FS.RND.M0004.00,EB-DK-LB-BULK,POWD-TDMS-,Raw Material,0.1
EB-DK-LB-BULK/FS.RND.M0004.00,EB-DK-LB-BULK,ZINC-STW-X,Raw Material,0.03
EB-DK-LB-BULK/FS.RND.M0004.00,EB-DK-LB-BULK,WARN-C394--K,Raw Material,0.00047
EB-DK-LB-BULK/FS.RND.M0004.00,EB-DK-LB-BULK,WARN-YLW3AS-X,Raw Material,0.032
EB-DK-LB-BULK/FS.RND.M0004.00,EB-DK-LB-BULK,POLY-M-MP27-K,Raw Material,0.05
EB-DK-LB-BULK/FS.RND.M0004.00,EB-DK-LB-BULK,TIT-CR50AS-X,Raw Material,0.03
EB-DK-LB-BULK/FS.RND.M0004.00,EB-DK-LB-BULK,EMU-DTC7-X,Raw Material,0.05
EB-DK-LB-BULK/FS.RND.M0004.00,EB-DK-LB-BULK,SERI-OT2SFSE-,Raw Material,0.36853
EB-DK-LB-BULK/FS.RND.M0004.00,EB-DK-LB-BULK,WARN-BLCK-X,Raw Material,0.016
