Kode,Kode Unik,Product Korporat Code,BoM Lines/Product Template/Korporat Code,BoM Lines/Product Template/Material Type,BoM Lines/Quantity,,BULK,Cek Bahan Antara,Bahan Antara
A-PFC-W60ML/A-PFC-BULK,A-PFC-BULK/Reference 8,A-PFC-BULK,TEGO-L7-1--K,Raw Material,0.150000,,A-PFC-W60ML/A-PFC-BULK,,
A-PFC-W60ML/A-PFC-BULK,A-PFC-BULK/Reference 8,A-PFC-BULK,PROP-PGESK-X,Raw Material,0.050000,,A-PFC-W60ML/A-PFC-BULK,,
A-PFC-W60ML/A-PFC-BULK,A-PFC-BULK/Reference 8,A-PFC-BULK,CUTI---K,Raw Material,0.010000,,A-PFC-W60ML/A-PFC-BULK,,
A-PFC-W60ML/A-PFC-BULK,A-PFC-BULK/Reference 8,A-PFC-BULK,TEXA---K,Raw Material,0.100000,,A-PFC-W60ML/A-PFC-BULK,,
A-PFC-W60ML/A-PFC-BULK,A-PFC-BULK/Reference 8,A-PFC-BULK,AQUA---K,Raw Material,0.010000,,A-PFC-W60ML/A-PFC-BULK,,
A-PFC-W60ML/A-PFC-BULK,A-PFC-BULK/Reference 8,A-PFC-BULK,MEDI-MDL-MGS,Raw Material,0.050000,,A-PFC-W60ML/A-PFC-BULK,,
A-PFC-W60ML/A-PFC-BULK,A-PFC-BULK/Reference 8,A-PFC-BULK,THIC-GLD120T-X,Raw Material,0.015000,,A-PFC-W60ML/A-PFC-BULK,,
A-PFC-W60ML/A-PFC-BULK,A-PFC-BULK/Reference 8,A-PFC-BULK,EMUL-PLUP-X,Raw Material,0.030000,,A-PFC-W60ML/A-PFC-BULK,,
A-PFC-W60ML/A-PFC-BULK,A-PFC-BULK/Reference 8,A-PFC-BULK,GLUZ-GLUZ-,Raw Material,0.010000,,A-PFC-W60ML/A-PFC-BULK,,
A-PFC-W60ML/A-PFC-BULK,A-PFC-BULK/Reference 8,A-PFC-BULK,PENG-GL-LON,Raw Material,0.004000,,A-PFC-W60ML/A-PFC-BULK,,
A-PFC-W60ML/A-PFC-BULK,A-PFC-BULK/Reference 8,A-PFC-BULK,ASAM-SCAD-X,Raw Material,0.005000,,A-PFC-W60ML/A-PFC-BULK,,
A-PFC-W60ML/A-PFC-BULK,A-PFC-BULK/Reference 8,A-PFC-BULK,PARF-SILK-,Raw Material,0.003000,,A-PFC-W60ML/A-PFC-BULK,,
A-PFC-W60ML/A-PFC-BULK,A-PFC-BULK/Reference 8,A-PFC-BULK,TRI--DOW-K,Raw Material,0.002600,,A-PFC-W60ML/A-PFC-BULK,,
A-PFC-W60ML/A-PFC-BULK,A-PFC-BULK/Reference 8,A-PFC-BULK,EDT-B--K,Raw Material,0.001000,,A-PFC-W60ML/A-PFC-BULK,,
A-PFC-W60ML/A-PFC-BULK,A-PFC-BULK/Reference 8,A-PFC-BULK,ALAN-SL--X,Raw Material,0.001000,,A-PFC-W60ML/A-PFC-BULK,,
A-PFC-W60ML/A-PFC-BULK,A-PFC-BULK/Reference 8,A-PFC-BULK,GARA-VCNI-X,Raw Material,0.007000,,A-PFC-W60ML/A-PFC-BULK,,
A-PRT-W100ML/A-PRT-BULK,A-PRT-BULK/Reference 4,A-PRT-BULK,GLYC--ECOS-K,Raw Material,0.010000,,A-PRT-W100ML/A-PRT-BULK,,
A-PRT-W100ML/A-PRT-BULK,A-PRT-BULK/Reference 4,A-PRT-BULK,PARF-SILK-,Raw Material,0.000500,,A-PRT-W100ML/A-PRT-BULK,,
A-PRT-W100ML/A-PRT-BULK,A-PRT-BULK/Reference 4,A-PRT-BULK,MENT-FRGHS-X,Raw Material,0.001000,,A-PRT-W100ML/A-PRT-BULK,,
A-PRT-W100ML/A-PRT-BULK,A-PRT-BULK/Reference 4,A-PRT-BULK,EDT-B--K,Raw Material,0.001000,,A-PRT-W100ML/A-PRT-BULK,,
A-PRT-W100ML/A-PRT-BULK,A-PRT-BULK/Reference 4,A-PRT-BULK,GLUZ-GLUZ-,Raw Material,0.010000,,A-PRT-W100ML/A-PRT-BULK,,
A-PRT-W100ML/A-PRT-BULK,A-PRT-BULK/Reference 4,A-PRT-BULK,PROP-PGESK-X,Raw Material,0.020000,,A-PRT-W100ML/A-PRT-BULK,,
A-PRT-W100ML/A-PRT-BULK,A-PRT-BULK/Reference 4,A-PRT-BULK,EXTR-WTCHPF-X,Raw Material,0.020000,,A-PRT-W100ML/A-PRT-BULK,,
A-PRT-W100ML/A-PRT-BULK,A-PRT-BULK/Reference 4,A-PRT-BULK,EMUL-DERMSOLP-,Raw Material,0.007000,,A-PRT-W100ML/A-PRT-BULK,,
A-PRT-W100ML/A-PRT-BULK,A-PRT-BULK/Reference 4,A-PRT-BULK,PENG-NPGEHP-X,Raw Material,0.007500,,A-PRT-W100ML/A-PRT-BULK,,
A-PRT-W100ML/A-PRT-BULK,A-PRT-BULK/Reference 4,A-PRT-BULK,EXTR-ALVGE-X,Raw Material,0.005000,,A-PRT-W100ML/A-PRT-BULK,,
A-SATG-W15ML/A-SATG-BULK,A-SATG-BULK/SMB,A-SATG-BULK,EDT-B--K,Raw Material,0.001000,,A-SATG-W15ML/A-SATG-BULK,,
A-SATG-W15ML/A-SATG-BULK,A-SATG-BULK/SMB,A-SATG-BULK,PEN-PRSVPE-X,Raw Material,0.007500,,A-SATG-W15ML/A-SATG-BULK,,
A-SATG-W15ML/A-SATG-BULK,A-SATG-BULK/SMB,A-SATG-BULK,A-BGSA200-X,Raw Material,0.040000,,A-SATG-W15ML/A-SATG-BULK,,
A-SATG-W15ML/A-SATG-BULK,A-SATG-BULK/SMB,A-SATG-BULK,EXTR-CNDWLHB-X,Raw Material,0.010000,,A-SATG-W15ML/A-SATG-BULK,,
A-SATG-W15ML/A-SATG-BULK,A-SATG-BULK/SMB,A-SATG-BULK,SEPI-SPCA5-X,Raw Material,0.020000,,A-SATG-W15ML/A-SATG-BULK,,
A-SATG-W15ML/A-SATG-BULK,A-SATG-BULK/SMB,A-SATG-BULK,ACTI-SRCM-X,Raw Material,0.015000,,A-SATG-W15ML/A-SATG-BULK,,
A-SATG-W15ML/A-SATG-BULK,A-SATG-BULK/SMB,A-SATG-BULK,SEPI-SPMXZ-X,Raw Material,0.015000,,A-SATG-W15ML/A-SATG-BULK,,
A-SATG-W15ML/A-SATG-BULK,A-SATG-BULK/SMB,A-SATG-BULK,THIC-VZNFC-X,Raw Material,0.007000,,A-SATG-W15ML/A-SATG-BULK,,
A-SATG-W15ML/A-SATG-BULK,A-SATG-BULK/SMB,A-SATG-BULK,ACTI-MEBSA-X,Raw Material,0.005000,,A-SATG-W15ML/A-SATG-BULK,,
A-SATG-W15ML/A-SATG-BULK,A-SATG-BULK/SMB,A-SATG-BULK,PROP-PGESK-X,Raw Material,0.020000,,A-SATG-W15ML/A-SATG-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,BIO-HYAL-BIL,Raw Material,0.000200,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,VITA-B3PC-X,Raw Material,0.030000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,SILI-DC9045-X,Raw Material,0.150000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,VCIP---K,Raw Material,0.000500,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,OLIV-900BT-X,Raw Material,0.004000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,VITA-DL E-MS,Raw Material,0.002000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,STEA-A-EST05M,Raw Material,0.022000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,ORGA-EXD-ARK,Raw Material,0.002000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,PEN-PRSVPE-X,Raw Material,0.005000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,EXTR-ALVGE-X,Raw Material,0.010000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,EXTR-LCRG-X,Raw Material,0.000100,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,WARN-TE--PBULK,Intermediate,0.000400,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,SOLV-BGKHN-X,Raw Material,0.050000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,SILI-FZ3196-X,Raw Material,0.020000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,ABIL-WE09-X,Raw Material,0.025000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,WARN-S12RN217--K,Raw Material,0.004280,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,UVIN-MC80-BASF,Raw Material,0.075000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,NT---K,Raw Material,0.010000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,WARN-S12YL--K,Raw Material,0.014000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,ALAN--AK-K,Raw Material,0.001000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,BENT-BGISDV-X,Raw Material,0.050000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,EMU-PS-,Raw Material,0.020000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,POWD-9701-,Raw Material,0.010000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,ZINC-10PL-X,Raw Material,0.010000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,GARA-RFS-X,Raw Material,0.010000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,TITA-OTS2CR50-,Raw Material,0.080000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,EDT-B--K,Raw Material,0.000500,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,SILI-2005-DC-K,Raw Material,0.030000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,TIT-T85-X,Raw Material,0.020000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,MATR-P5P3--K,Raw Material,0.002000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,SILI-DC749--X,Raw Material,0.000100,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,SILI-345-DC-K,Raw Material,0.020000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,BIO-HYAL-BIL,Raw Material,0.000200,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,VITA-B3PC-X,Raw Material,0.030000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,SILI-DC9045-X,Raw Material,0.150000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,VCIP---K,Raw Material,0.000500,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,OLIV-900BT-X,Raw Material,0.004000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,VITA-DL E-MS,Raw Material,0.002000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,STEA-A-EST05M,Raw Material,0.022000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,ORGA-EXD-ARK,Raw Material,0.002000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,PEN-PRSVPE-X,Raw Material,0.005000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,EXTR-ALVGE-X,Raw Material,0.010000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,EXTR-LCRG-X,Raw Material,0.000100,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,WARN-TE--PBULK,Intermediate,0.000400,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,SOLV-BGKHN-X,Raw Material,0.050000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,SILI-FZ3196-X,Raw Material,0.020000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,ABIL-WE09-X,Raw Material,0.025000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,WARN-S12RN217--K,Raw Material,0.004280,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,UVIN-MC80-BASF,Raw Material,0.075000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,NT---K,Raw Material,0.010000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,WARN-S12YL--K,Raw Material,0.014000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,ALAN--AK-K,Raw Material,0.001000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,BENT-BGISDV-X,Raw Material,0.050000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,EMU-PS-,Raw Material,0.020000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,POWD-9701-,Raw Material,0.010000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,ZINC-10PL-X,Raw Material,0.010000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,GARA-RFS-X,Raw Material,0.010000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,TITA-OTS2CR50-,Raw Material,0.080000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,EDT-B--K,Raw Material,0.000500,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,SILI-2005-DC-K,Raw Material,0.030000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,TIT-T85-X,Raw Material,0.020000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,MATR-P5P3--K,Raw Material,0.002000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,SILI-DC749--X,Raw Material,0.000100,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LL-W15ML/BBC-LL-BULK,BBC-LL-BULK/Normal (Odoo ref 49),BBC-LL-BULK,SILI-345-DC-K,Raw Material,0.020000,,BBC-LL-W15ML/BBC-LL-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,SOLV-BGKHN-X,Raw Material,0.050000,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,UVIN-MC80-BASF,Raw Material,0.075000,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,ALAN-SL--X,Raw Material,0.001000,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,VCIP---K,Raw Material,0.000500,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,WARN-S12YL--K,Raw Material,0.016160,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,WARN-S12RN217--K,Raw Material,0.005460,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,EXTR-LCRG-X,Raw Material,0.000100,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,BIO-HYAL-BIL,Raw Material,0.000200,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,SILI-DC749--X,Raw Material,0.000100,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,PEN-PRSVPE-X,Raw Material,0.005000,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,SILI-345-DC-K,Raw Material,0.020000,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,OLIV-900BT-X,Raw Material,0.004000,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,TITA-OTS2CR50-,Raw Material,0.080000,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,MATR-P5P3--K,Raw Material,0.002000,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,VITA-DL E-MS,Raw Material,0.002000,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,WARN-TE--PBULK,Intermediate,0.001500,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,BENT-BGISDV-X,Raw Material,0.050000,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,GARA-RFS-X,Raw Material,0.010000,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,EXTR-ALVGE-X,Raw Material,0.010000,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,ORGA-EXD-ARK,Raw Material,0.002000,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,NT---K,Raw Material,0.010000,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,EMU-PS-,Raw Material,0.020000,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,VITA-B3PC-X,Raw Material,0.030000,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,ABIL-WE09-X,Raw Material,0.025000,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,ZINC-10PL-X,Raw Material,0.010000,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,EDT-B--K,Raw Material,0.000500,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,STEA-A-EST05M,Raw Material,0.022000,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,SILI-2005-DC-K,Raw Material,0.030000,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,TIT-T85-X,Raw Material,0.020000,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,POWD-9701-,Raw Material,0.010000,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,SILI-DC9045-X,Raw Material,0.150000,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,SILI-FZ3196-X,Raw Material,0.020000,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,SOLV-BGKHN-X,Raw Material,0.050000,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,UVIN-MC80-BASF,Raw Material,0.075000,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,ALAN-SL--X,Raw Material,0.001000,,BBC-LN-W15ML/BBC-LN-BULK,,
BBC-LN-W15ML/BBC-LN-BULK,BBC-LN-BULK/Normal (Odoo46),BBC-LN-BULK,VCIP---K,Raw Material,0.000500,,BBC-LN-W15ML/BBC-LN-BULK,,
