Kode Unik,Product Korporat Code,BoM Lines/Product Template/Korporat Code,BoM Lines/Product Template/Material Type,BoM Lines/Quantity,BoM Lines/Product Unit of Measure,,Tidak ada BOM
HBL-ETBMCN2-W/2,HBL-ETBMCN2-W,KB-BTLS150WNL32-K125,Packaging Material,0.041667,Pc(s),,
HBL-ETBMDN2-W/2,HBL-ETBMDN2-W,HBL-ETBMD-BULK,Semi Finished Goods,0.25,kg,,
HBL-ETBMDN2-W/2,HBL-ETBMDN2-W,STIC-FLRMBLSR0-ELL,Packaging Material,1,Pc(s),,
HBL-ETBMDN2-W/2,HBL-ETBMDN2-W,STIC-BLRMBLSR0-ELL,Packaging Material,1,Pc(s),,
HBL-ETBMDN2-W/2,HBL-ETBMDN2-W,BOTO-PETE250-ELL,Packaging Material,1,Pc(s),,
HBL-ETBMDN2-W/2,HBL-ETBMDN2-W,CAP-EARTHBALT-ELL,Packaging Material,1,Pc(s),,
HBL-ETBMDN2-W/2,HBL-ETBMDN2-W,KB-BTLS150WNL32-K125,Packaging Material,0.041667,Pc(s),,
HBL-ETBMEN2-W/2,HBL-ETBMEN2-W,HBL-ETBME-BULK,Semi Finished Goods,0.25,kg,,
HBL-ETBMEN2-W/2,HBL-ETBMEN2-W,STIC-FFCBGSR0-ELL,Packaging Material,1,Pc(s),,
HBL-ETBMEN2-W/2,HBL-ETBMEN2-W,STIC-BFCBGSR0-ELL,Packaging Material,1,Pc(s),,
HBL-ETBMEN2-W/2,HBL-ETBMEN2-W,BOTO-PETE250-ELL,Packaging Material,1,Pc(s),,
HBL-ETBMEN2-W/2,HBL-ETBMEN2-W,CAP-EARTHBALT-ELL,Packaging Material,1,Pc(s),,
HBL-ETBMEN2-W/2,HBL-ETBMEN2-W,KB-BTLS150WNL32-K125,Packaging Material,0.041667,Pc(s),,
HBL-RAHMG-W/1,HBL-RAHMG-W,HBL-AHMG-BULK,Semi Finished Goods,0.1,kg,,
HBL-RAHMG-W/1,HBL-RAHMG-W,TUBE-AHMG100RV-W,Packaging Material,1,Pc(s),,
HBL-RAHMG-W/1,HBL-RAHMG-W,STIC-EAHMG100RV-W,Packaging Material,1,Pc(s),,
HBL-RAHMG-W/1,HBL-RAHMG-W,KB-WT100R1-KMM125BF,Packaging Material,0.033333,Pc(s),,
HBL-V1-WL/1,HBL-V1-WL,HBL-V1-BULK,Semi Finished Goods,0.3,kg,,
HBL-V1-WL/1,HBL-V1-WL,BOTO-PET300R0-WL,Packaging Material,1,Pc(s),,
HBL-V1-WL/1,HBL-V1-WL,PU-BLR0-WL,Packaging Material,1,Pc(s),,
HBL-V1-WL/1,HBL-V1-WL,STIC-HSWR0-WL,Packaging Material,1,Pc(s),,
HBL-V1-WL/1,HBL-V1-WL,STIC-FBBLF-WL,Packaging Material,1,Pc(s),,
HBL-V1-WL/1,HBL-V1-WL,PS-BL300PVC-WL,Packaging Material,1,Pc(s),,
HBL-V1-WL/1,HBL-V1-WL,KB-WONIR0-WL,Packaging Material,0.083333,Pc(s),,
HBL-V2-WL/1,HBL-V2-WL,HBL-V2-BULK,Semi Finished Goods,0.3,kg,,
HBL-V2-WL/1,HBL-V2-WL,BOTO-PET300R0-WL,Packaging Material,1,Pc(s),,
HBL-V2-WL/1,HBL-V2-WL,PU-BLR0-WL,Packaging Material,1,Pc(s),,
HBL-V2-WL/1,HBL-V2-WL,STIC-HSWR0-WL,Packaging Material,1,Pc(s),,
HBL-V2-WL/1,HBL-V2-WL,STIC-FBBLR-WL,Packaging Material,1,Pc(s),,
HBL-V2-WL/1,HBL-V2-WL,PS-BL300PVC-WL,Packaging Material,1,Pc(s),,
HBL-V2-WL/1,HBL-V2-WL,KB-WONIR0-WL,Packaging Material,0.083333,Pc(s),,
HBL-V3-WL/1,HBL-V3-WL,HBL-V3-BULK,Semi Finished Goods,0.3,kg,,
HBL-V3-WL/1,HBL-V3-WL,BOTO-PET300R0-WL,Packaging Material,1,Pc(s),,
HBL-V3-WL/1,HBL-V3-WL,PU-BLR0-WL,Packaging Material,1,Pc(s),,
HBL-V3-WL/1,HBL-V3-WL,STIC-HSWR0-WL,Packaging Material,1,Pc(s),,
HBL-V3-WL/1,HBL-V3-WL,STIC-FBBLV-WL,Packaging Material,1,Pc(s),,
HBL-V3-WL/1,HBL-V3-WL,PS-BL300PVC-WL,Packaging Material,1,Pc(s),,
HBL-V3-WL/1,HBL-V3-WL,KB-WONIR0-WL,Packaging Material,0.083333,Pc(s),,
HBL-V4-WL/1,HBL-V4-WL,HBL-V4-BULK,Semi Finished Goods,0.3,kg,,
HBL-V4-WL/1,HBL-V4-WL,BOTO-PET300R0-WL,Packaging Material,1,Pc(s),,
HBL-V4-WL/1,HBL-V4-WL,PU-BLR0-WL,Packaging Material,1,Pc(s),,
HBL-V4-WL/1,HBL-V4-WL,STIC-HSWR0-WL,Packaging Material,1,Pc(s),,
HBL-V4-WL/1,HBL-V4-WL,STIC-FBBLA-WL,Packaging Material,1,Pc(s),,
HBL-V4-WL/1,HBL-V4-WL,PS-BL300PVC-WL,Packaging Material,1,Pc(s),,
HBL-V4-WL/1,HBL-V4-WL,KB-WONIR0-WL,Packaging Material,0.083333,Pc(s),,
HBL-V5-WL/1,HBL-V5-WL,HBL-V5-BULK,Semi Finished Goods,0.3,kg,,
HBL-V5-WL/1,HBL-V5-WL,BOTO-PET300R0-WL,Packaging Material,1,Pc(s),,
HBL-V5-WL/1,HBL-V5-WL,PU-BLR0-WL,Packaging Material,1,Pc(s),,
HBL-V5-WL/1,HBL-V5-WL,STIC-HSWR0-WL,Packaging Material,1,Pc(s),,
HBL-V5-WL/1,HBL-V5-WL,STIC-FBBLM-WL,Packaging Material,1,Pc(s),,
HBL-V5-WL/1,HBL-V5-WL,PS-BL300PVC-WL,Packaging Material,1,Pc(s),,
HBL-V5-WL/1,HBL-V5-WL,KB-WONIR0-WL,Packaging Material,0.083333,Pc(s),,
HBW-BBSBAT-WL/PS1,HBW-BBSBAT-WL,HBW-BBSBAT-BULK,Semi Finished Goods,0.315,kg,,
HBW-BBSBAT-WL/PS1,HBW-BBSBAT-WL,BOTO-PET300R0-WL,Packaging Material,1,Pc(s),,
HBW-BBSBAT-WL/PS1,HBW-BBSBAT-WL,CAP-FTWR0-WL,Packaging Material,1,Pc(s),,
HBW-BBSYHA-BULK/2,HBW-BBSYHA-BULK,AIR-RO--L,Raw Material,0.449054,kg,,
HBW-BBSYHA-BULK/2,HBW-BBSYHA-BULK,SURF-EC702C-X,Raw Material,0.21,kg,,
HBW-BBSYHA-BULK/2,HBW-BBSYHA-BULK,SAMP-ASCOAS-X,Raw Material,0.07,kg,,
HBW-BBSYHA-BULK/2,HBW-BBSYHA-BULK,RHM-DREAQA-X,Raw Material,0.06,kg,,
HBW-BBSYHA-BULK/2,HBW-BBSYHA-BULK,SURF-CCAB-X,Raw Material,0.06,kg,,
HBW-BBSYHA-BULK/2,HBW-BBSYHA-BULK,GLYC--ECOS-K,Raw Material,0.06,kg,,
HBW-BBSYHA-BULK/2,HBW-BBSYHA-BULK,SAMP-AGLD3-X,Raw Material,0.021,kg,,
HBW-BBSYHA-BULK/2,HBW-BBSYHA-BULK,MERQ-MQ550PP-X,Raw Material,0.01,kg,,
HBW-BBSYHA-BULK/2,HBW-BBSYHA-BULK,VITA-B3UPPC-X,Raw Material,0.01,kg,,
HBW-BBSYHA-BULK/2,HBW-BBSYHA-BULK,AJID--NL-K,Raw Material,0.02,kg,,
HBW-BBSYHA-BULK/2,HBW-BBSYHA-BULK,PENG-NPGEHP-X,Raw Material,0.008,kg,,
HBW-BBSYHA-BULK/2,HBW-BBSYHA-BULK,PANT--DL-K,Raw Material,0.01,kg,,
HBW-BBSYHA-BULK/2,HBW-BBSYHA-BULK,SODA-C-ASA,Raw Material,0.0024,kg,,
HBW-BBSYHA-BULK/2,HBW-BBSYHA-BULK,ALAN-SL--X,Raw Material,0.003,kg,,
HBW-BBSYHA-BULK/2,HBW-BBSYHA-BULK,EDT-B--K,Raw Material,0.001,kg,,
HBW-BBSYHA-BULK/2,HBW-BBSYHA-BULK,STB-TL-X,Raw Material,0.001,kg,,
HBW-BBSYHA-BULK/2,HBW-BBSYHA-BULK,PARS-1789-,Raw Material,0.001,kg,,
HBW-BBSYHA-BULK/2,HBW-BBSYHA-BULK,UVIN-MC80-BASF,Raw Material,0.001,kg,,
HBW-BBSYHA-BULK/2,HBW-BBSYHA-BULK,LAR-BE-BULK,Intermediate,0.00235,kg,,
HBW-BBSYHA-BULK/2,HBW-BBSYHA-BULK,SAMP-TSMP115-X,Raw Material,0.0001,kg,,
HBW-BBSYHA-BULK/2,HBW-BBSYHA-BULK,ACTI-AICE06-X,Raw Material,0.00001,kg,,
HBW-BBSYHA-BULK/2,HBW-BBSYHA-BULK,ACTI-GRPLMD-X,Raw Material,0.00001,kg,,
HBW-BBSYHA-BULK/2,HBW-BBSYHA-BULK,ACTI-IVLNC-X,Raw Material,0.00001,kg,,
HBW-BBSYHA-BULK/2,HBW-BBSYHA-BULK,LAR-WMHTG-BULK,Intermediate,0.000066,kg,,
"HBW-BBSYHA-WL/PS1""",HBW-BBSYHA-WL,HBW-BBSYHA-BULK,Semi Finished Goods,0.315,kg,,
"HBW-BBSYHA-WL/PS1""",HBW-BBSYHA-WL,BOTO-PET300R0-WL,Packaging Material,1,Pc(s),,
"HBW-BBSYHA-WL/PS1""",HBW-BBSYHA-WL,CAP-FTWR0-WL,Packaging Material,1,Pc(s),,
HBW-BBSYHB-BULK/3,HBW-BBSYHB-BULK,AIR-RO--L,Raw Material,0.453141,kg,,
HBW-BBSYHB-BULK/3,HBW-BBSYHB-BULK,SURF-EC702C-X,Raw Material,0.21,kg,,
HBW-BBSYHB-BULK/3,HBW-BBSYHB-BULK,SAMP-ASCOAS-X,Raw Material,0.07,kg,,
HBW-BBSYHB-BULK/3,HBW-BBSYHB-BULK,RHM-DREAQA-X,Raw Material,0.06,kg,,
HBW-BBSYHB-BULK/3,HBW-BBSYHB-BULK,SURF-CCAB-X,Raw Material,0.06,kg,,
HBW-BBSYHB-BULK/3,HBW-BBSYHB-BULK,GLYC--ECOS-K,Raw Material,0.06,kg,,
HBW-BBSYHB-BULK/3,HBW-BBSYHB-BULK,SAMP-MALD8-X,Raw Material,0.021,kg,,
HBW-BBSYHB-BULK/3,HBW-BBSYHB-BULK,AJID--NL-K,Raw Material,0.02,kg,,
HBW-BBSYHB-BULK/3,HBW-BBSYHB-BULK,MERQ-MQ550PP-X,Raw Material,0.01,kg,,
HBW-BBSYHB-BULK/3,HBW-BBSYHB-BULK,VITA-B3UPPC-X,Raw Material,0.01,kg,,
HBW-BBSYHB-BULK/3,HBW-BBSYHB-BULK,PANT--DL-K,Raw Material,0.01,kg,,
HBW-BBSYHB-BULK/3,HBW-BBSYHB-BULK,PENG-NPGEHP-X,Raw Material,0.008,kg,,
HBW-BBSYHB-BULK/3,HBW-BBSYHB-BULK,ALAN-SL--X,Raw Material,0.003,kg,,
HBW-BBSYHB-BULK/3,HBW-BBSYHB-BULK,SODA-C-ASA,Raw Material,0.0024,kg,,
HBW-BBSYHB-BULK/3,HBW-BBSYHB-BULK,EDT-B--K,Raw Material,0.001,kg,,
HBW-BBSYHB-BULK/3,HBW-BBSYHB-BULK,STB-TL-X,Raw Material,0.0012,kg,,
HBW-BBSYHB-BULK/3,HBW-BBSYHB-BULK,SAMP-TSMP115-X,Raw Material,0.0001,kg,,
HBW-BBSYHB-BULK/3,HBW-BBSYHB-BULK,ACTI-GRPLMD-X,Raw Material,0.00001,kg,,
HBW-BBSYHB-BULK/3,HBW-BBSYHB-BULK,ACTI-IVLNC-X,Raw Material,0.00001,kg,,
HBW-BBSYHB-BULK/3,HBW-BBSYHB-BULK,WARN-K-BULK,Intermediate,0.000081,kg,,
HBW-BBSYHB-BULK/3,HBW-BBSYHB-BULK,LAR-WMHTG-BULK,Intermediate,0.000048,kg,,
HBW-BBSYHB-BULK/3,HBW-BBSYHB-BULK,ACTI-AICE06-X,Raw Material,0.00001,kg,,
"HBW-BBSYHB-WL/PS1""",HBW-BBSYHB-WL,HBW-BBSYHB-BULK,Semi Finished Goods,0.315,kg,,
"HBW-BBSYHB-WL/PS1""",HBW-BBSYHB-WL,BOTO-PET300R0-WL,Packaging Material,1,Pc(s),,
"HBW-BBSYHB-WL/PS1""",HBW-BBSYHB-WL,CAP-FTWR0-WL,Packaging Material,1,Pc(s),,
"HBW-BBSYHC-WL/PS1""",HBW-BBSYHC-WL,HBW-BBSYHC-BULK,Semi Finished Goods,0.315,kg,,
"HBW-BBSYHC-WL/PS1""",HBW-BBSYHC-WL,BOTO-PET300R0-WL,Packaging Material,1,Pc(s),,
"HBW-BBSYHC-WL/PS1""",HBW-BBSYHC-WL,CAP-FTWR0-WL,Packaging Material,1,Pc(s),,
HBW-BWN1A-BD/2,HBW-BWN1A-BD,STIC-FBWMSSR0-BD,Packaging Material,1,Pc(s),,
HBW-BWN1A-BD/2,HBW-BWN1A-BD,STIC-BBWMSSR0-BD,Packaging Material,1,Pc(s),,
HBW-BWN1A-BD/2,HBW-BWN1A-BD,CAP-BWMSSR0-BD,Packaging Material,1,Pc(s),,
HBW-BWN1A-BD/2,HBW-BWN1A-BD,BOTO-BWMSSR0-BD,Packaging Material,1,Pc(s),,
HBW-BWN1A-BD/2,HBW-BWN1A-BD,KB-BIOCR0-B,Packaging Material,0.05555,Pc(s),,
HBW-BWN1A-BD/2,HBW-BWN1A-BD,STIC-SBIOR0-BD,Packaging Material,1,Pc(s),,
HBW-BWN1A-BD/2,HBW-BWN1A-BD,HBW-BW-BULK,Semi Finished Goods,0.275,kg,,
HBW-BWN1C-BD/2,HBW-BWN1C-BD,BOTO-BWMGTR0-BD,Packaging Material,1,Pc(s),,
HBW-BWN1C-BD/2,HBW-BWN1C-BD,CAP-BWMGTR0-BD,Packaging Material,1,Pc(s),,
HBW-BWN1C-BD/2,HBW-BWN1C-BD,STIC-SBIOR0-BD,Packaging Material,1,Pc(s),,
HBW-BWN1C-BD/2,HBW-BWN1C-BD,HBW-BWC-BULK,Semi Finished Goods,0.275,kg,,
HBW-BWN1C-BD/2,HBW-BWN1C-BD,KB-BIOCR0-B,Packaging Material,0.05555,Pc(s),,
HBW-BWN1C-BD/2,HBW-BWN1C-BD,STIC-BBWMGTR0-BD,Packaging Material,1,Pc(s),,
HBW-BWN1C-BD/2,HBW-BWN1C-BD,STIC-FBWMGTR0-BD,Packaging Material,1,Pc(s),,
HBW-BWN1D-BD/2,HBW-BWN1D-BD,CAP-BWMYZR0-BD,Packaging Material,1,Pc(s),,
HBW-BWN1D-BD/2,HBW-BWN1D-BD,BOTO-BWMYZR0-BD,Packaging Material,1,Pc(s),,
HBW-BWN1D-BD/2,HBW-BWN1D-BD,HBW-BWD-BULK,Semi Finished Goods,0.275,kg,,
HBW-BWN1D-BD/2,HBW-BWN1D-BD,STIC-SBIOR0-BD,Packaging Material,1,Pc(s),,
HBW-BWN1D-BD/2,HBW-BWN1D-BD,STIC-BBWMYZR0-BD,Packaging Material,1,Pc(s),,
HBW-BWN1D-BD/2,HBW-BWN1D-BD,KB-BIOCR0-B,Packaging Material,0.05555,Pc(s),,
HBW-BWN1D-BD/2,HBW-BWN1D-BD,STIC-FBWMYZR0-BD,Packaging Material,1,Pc(s),,
HBW-BWN2A-BD/1,HBW-BWN2A-BD,POUC-SBWMSSR0-BD,Packaging Material,1,Pc(s),,
HBW-BWN2A-BD/1,HBW-BWN2A-BD,KB-BIODR0-B,Packaging Material,0.08333,Pc(s),,
HBW-BWN2A-BD/1,HBW-BWN2A-BD,PART-KBBIODR0-B,Packaging Material,0.08333,Pc(s),,
HBW-BWN2A-BD/1,HBW-BWN2A-BD,HBW-BW-BULK,Semi Finished Goods,0.4,kg,,
HBW-BWN2C-BD/1,HBW-BWN2C-BD,PART-KBBIODR0-B,Packaging Material,0.08333,Pc(s),,
HBW-BWN2C-BD/1,HBW-BWN2C-BD,POUC-SBWMGTR0-BD,Packaging Material,1,Pc(s),,
HBW-BWN2C-BD/1,HBW-BWN2C-BD,KB-BIODR0-B,Packaging Material,0.08333,Pc(s),,
HBW-BWN2C-BD/1,HBW-BWN2C-BD,HBW-BWC-BULK,Semi Finished Goods,0.4,kg,,
HBW-BWN2D-BD/1,HBW-BWN2D-BD,POUC-SBWMYZRO-BD,Packaging Material,1,Pc(s),,
HBW-BWN2D-BD/1,HBW-BWN2D-BD,HBW-BWD-BULK,Semi Finished Goods,0.4,kg,,
HBW-BWN2D-BD/1,HBW-BWN2D-BD,PART-KBBIODR0-B,Packaging Material,0.08333,Pc(s),,
HBW-BWN2D-BD/1,HBW-BWN2D-BD,KB-BIODR0-B,Packaging Material,0.08333,Pc(s),,
HBW-BWN5A-BD/2,HBW-BWN5A-BD,HBW-BW-BULK,Semi Finished Goods,0.55,kg,,
HBW-BWN5A-BD/2,HBW-BWN5A-BD,PU-BW550G2-BD,Packaging Material,1,Pc(s),,
HBW-BWN5A-BD/2,HBW-BWN5A-BD,BOTO-BWSS550-BD,Packaging Material,1,Pc(s),,
HBW-BWN5A-BD/2,HBW-BWN5A-BD,STIC-FBWSS550-BD,Packaging Material,1,Pc(s),,
HBW-BWN5A-BD/2,HBW-BWN5A-BD,STIC-BBWSS550-BD,Packaging Material,1,Pc(s),,
HBW-BWN5A-BD/2,HBW-BWN5A-BD,KB-BIOFR0-B,Packaging Material,0.083333,Pc(s),,
HBW-BWN5C-BD/2,HBW-BWN5C-BD,HBW-BWC-BULK,Semi Finished Goods,0.55,kg,,
HBW-BWN5C-BD/2,HBW-BWN5C-BD,PU-BW550G2-BD,Packaging Material,1,Pc(s),,
HBW-BWN5C-BD/2,HBW-BWN5C-BD,BOTO-BWGT550-BD,Packaging Material,1,Pc(s),,
HBW-BWN5C-BD/2,HBW-BWN5C-BD,STIC-FBWGT550-BD,Packaging Material,1,Pc(s),,
HBW-BWN5C-BD/2,HBW-BWN5C-BD,STIC-BBWGT550-BD,Packaging Material,1,Pc(s),,
HBW-BWN5C-BD/2,HBW-BWN5C-BD,KB-BIOFR0-B,Packaging Material,0.083333,Pc(s),,
HBW-BWN5D-BD/2,HBW-BWN5D-BD,HBW-BWD-BULK,Semi Finished Goods,0.55,kg,,
HBW-BWN5D-BD/2,HBW-BWN5D-BD,PU-BW550G2-BD,Packaging Material,1,Pc(s),,
HBW-BWN5D-BD/2,HBW-BWN5D-BD,BOTO-BWYZ550-BD,Packaging Material,1,Pc(s),,
HBW-BWN5D-BD/2,HBW-BWN5D-BD,STIC-FBWYZ550-BD,Packaging Material,1,Pc(s),,
HBW-BWN5D-BD/2,HBW-BWN5D-BD,STIC-BBWYZ550-BD,Packaging Material,1,Pc(s),,
HBW-BWN5D-BD/2,HBW-BWN5D-BD,KB-BIOFR0-B,Packaging Material,0.083333,Pc(s),,
HBW-BWN6A-BD/1,HBW-BWN6A-BD,HBW-BW-BULK,Semi Finished Goods,0.8,kg,,
HBW-BWN6A-BD/1,HBW-BWN6A-BD,POUC-BWSS800-BD,Packaging Material,1,Pc(s),,
HBW-BWN6A-BD/1,HBW-BWN6A-BD,KB-BIOGR0-B,Packaging Material,0.083333,Pc(s),,
HBW-BWN6C-BD/1,HBW-BWN6C-BD,HBW-BWC-BULK,Semi Finished Goods,0.8,kg,,
HBW-BWN6C-BD/1,HBW-BWN6C-BD,POUC-BWGT800-BD,Packaging Material,1,Pc(s),,
HBW-BWN6C-BD/1,HBW-BWN6C-BD,KB-BIOGR0-B,Packaging Material,0.083333,Pc(s),,
HBW-BWN6D-BD/1,HBW-BWN6D-BD,HBW-BWD-BULK,Semi Finished Goods,0.8,kg,,
HBW-BWN6D-BD/1,HBW-BWN6D-BD,POUC-BWYZ800-BD,Packaging Material,1,Pc(s),,
HBW-BWN6D-BD/1,HBW-BWN6D-BD,KB-BIOGR0-B,Packaging Material,0.083333,Pc(s),,
HBW-EB-BULK/7,HBW-EB-BULK,AIR-RO--L,Raw Material,0.58893,kg,,
HBW-EB-BULK/7,HBW-EB-BULK,GLYC--ECOS-K,Raw Material,0.085,kg,,
HBW-EB-BULK/7,HBW-EB-BULK,EMUL-SNRFA-X,Raw Material,0.07,kg,,
HBW-EB-BULK/7,HBW-EB-BULK,RHM-DREAQA-X,Raw Material,0.047,kg,,
HBW-EB-BULK/7,HBW-EB-BULK,SURF-EC702C-X,Raw Material,0.045,kg,,
HBW-EB-BULK/7,HBW-EB-BULK,KOH--PH-K,Raw Material,0.03147,kg,,
HBW-EB-BULK/7,HBW-EB-BULK,MYRI-SOCI-X,Raw Material,0.03,kg,,
HBW-EB-BULK/7,HBW-EB-BULK,SURF-CCAB-X,Raw Material,0.03,kg,,
HBW-EB-BULK/7,HBW-EB-BULK,PEAR-GNPPMS-X,Raw Material,0.018,kg,,
HBW-EB-BULK/7,HBW-EB-BULK,PARF-WFBLSE-X,Raw Material,0.015,kg,,
HBW-EB-BULK/7,HBW-EB-BULK,GARA-RFS-X,Raw Material,0.014,kg,,
HBW-EB-BULK/7,HBW-EB-BULK,STEA-A-EST05M,Raw Material,0.005,kg,,
HBW-EB-BULK/7,HBW-EB-BULK,VITA-B3PC-X,Raw Material,0.005,kg,,
HBW-EB-BULK/7,HBW-EB-BULK,PENG-GL-LON,Raw Material,0.004,kg,,
HBW-EB-BULK/7,HBW-EB-BULK,ALAN-SL--X,Raw Material,0.003,kg,,
HBW-EB-BULK/7,HBW-EB-BULK,MENT--CEPB-K,Raw Material,0.003,kg,,
HBW-EB-BULK/7,HBW-EB-BULK,SCRU-SYSCBLS-X,Raw Material,0.002,kg,,
HBW-EB-BULK/7,HBW-EB-BULK,SCRU-SPN22-X,Raw Material,0.0015,kg,,
HBW-EB-BULK/7,HBW-EB-BULK,EDT-DSLV-X,Raw Material,0.001,kg,,
HBW-EB-BULK/7,HBW-EB-BULK,EXTR-CMRCCMT-X,Raw Material,0.001,kg,,
HBW-EB-BULK/7,HBW-EB-BULK,MOIS-PTVT-X,Raw Material,0.0001,kg,,
HBW-EB-KA/2,HBW-EB-KA,HBW-EB-BULK,Semi Finished Goods,0.2,kg,,
HBW-EB-KA/2,HBW-EB-KA,BOTO-BCBW200R1-K,Packaging Material,1,Pc(s),,
HBW-EB-KA/2,HBW-EB-KA,CAP-DTHBWR0-K,Packaging Material,1,Pc(s),,
HBW-EB-KA/2,HBW-EB-KA,KB-KAHFCR0-K,Packaging Material,0.041667,Pc(s),,
HBW-ETBWA-W/2,HBW-ETBWA-W,HBW-ETBWA-BULK,Semi Finished Goods,0.25,kg,,
HBW-ETBWA-W/2,HBW-ETBWA-W,STIC-FBMBW250R0-ELL,Packaging Material,1,Pc(s),,
HBW-ETBWA-W/2,HBW-ETBWA-W,STIC-BBMBW250R0-ELL,Packaging Material,1,Pc(s),,
HBW-ETBWA-W/2,HBW-ETBWA-W,BOTO-PETE250-ELL,Packaging Material,1,Pc(s),,
HBW-ETBWA-W/2,HBW-ETBWA-W,CAP-EARTHBALT-ELL,Packaging Material,1,Pc(s),,
HBW-ETBWA-W/2,HBW-ETBWA-W,KB-BTLS150WNL32-K125,Packaging Material,0.041667,Pc(s),,
HBW-ETBWAN2-W/1',HBW-ETBWAN2-W,HBW-ETBWA-BULK,Semi Finished Goods,0.45,kg,,
HBW-ETBWAN2-W/1',HBW-ETBWAN2-W,PU-LED28BR0-W,Packaging Material,1,Pc(s),,
HBW-ETBWAN2-W/1',HBW-ETBWAN2-W,STIC-FBMBW450R0-ELL,Packaging Material,1,Pc(s),,
HBW-ETBWAN2-W/1',HBW-ETBWAN2-W,STIC-BBMBW450R0-ELL,Packaging Material,1,Pc(s),,
HBW-ETBWAN2-W/1',HBW-ETBWAN2-W,BOTO-PETE450-ELL,Packaging Material,1,Pc(s),,
HBW-ETBWAN2-W/1',HBW-ETBWAN2-W,KB-WBETAR1-W,Packaging Material,0.076923,Pc(s),,
HBW-ETBWB-W/2,HBW-ETBWB-W,HBW-ETBWB-BULK,Semi Finished Goods,0.25,kg,,
HBW-ETBWB-W/2,HBW-ETBWB-W,STIC-FMSBW250R0-ELL,Packaging Material,1,Pc(s),,
HBW-ETBWB-W/2,HBW-ETBWB-W,STIC-BMSBW250R0-ELL,Packaging Material,1,Pc(s),,
HBW-ETBWB-W/2,HBW-ETBWB-W,BOTO-PETE250-ELL,Packaging Material,1,Pc(s),,
HBW-ETBWB-W/2,HBW-ETBWB-W,CAP-EARTHBALT-ELL,Packaging Material,1,Pc(s),,
HBW-ETBWB-W/2,HBW-ETBWB-W,KB-BTLS150WNL32-K125,Packaging Material,0.041667,Pc(s),,
HBW-ETBWBN2-W/1',HBW-ETBWBN2-W,HBW-ETBWB-BULK,Semi Finished Goods,0.45,kg,,
HBW-ETBWBN2-W/1',HBW-ETBWBN2-W,PU-LED28BR0-W,Packaging Material,1,Pc(s),,
HBW-ETBWBN2-W/1',HBW-ETBWBN2-W,STIC-FMSBW450R0-ELL,Packaging Material,1,Pc(s),,
HBW-ETBWBN2-W/1',HBW-ETBWBN2-W,STIC-BMSBW450R0-ELL,Packaging Material,1,Pc(s),,
HBW-ETBWBN2-W/1',HBW-ETBWBN2-W,BOTO-PETE450-ELL,Packaging Material,1,Pc(s),,
HBW-ETBWBN2-W/1',HBW-ETBWBN2-W,KB-WBETAR1-W,Packaging Material,0.076923,Pc(s),,
HBW-ETBWC-W/2,HBW-ETBWC-W,HBW-ETBWC-BULK,Semi Finished Goods,0.25,kg,,
HBW-ETBWC-W/2,HBW-ETBWC-W,STIC-FRVBW250R0-ELL,Packaging Material,1,Pc(s),,
HBW-ETBWC-W/2,HBW-ETBWC-W,STIC-BRVBW250R0-ELL,Packaging Material,1,Pc(s),,
HBW-ETBWC-W/2,HBW-ETBWC-W,BOTO-PETE250-ELL,Packaging Material,1,Pc(s),,
HBW-ETBWC-W/2,HBW-ETBWC-W,CAP-EARTHBALT-ELL,Packaging Material,1,Pc(s),,
HBW-ETBWC-W/2,HBW-ETBWC-W,KB-BTLS150WNL32-K125,Packaging Material,0.041667,Pc(s),,
HBW-ETBWCN2-W/1',HBW-ETBWCN2-W,HBW-ETBWC-BULK,Semi Finished Goods,0.45,kg,,
HBW-ETBWCN2-W/1',HBW-ETBWCN2-W,PU-LED28BR0-W,Packaging Material,1,Pc(s),,
HBW-ETBWCN2-W/1',HBW-ETBWCN2-W,STIC-FRVBW450R0-ELL,Packaging Material,1,Pc(s),,
HBW-ETBWCN2-W/1',HBW-ETBWCN2-W,STIC-BRVBW450R0-ELL,Packaging Material,1,Pc(s),,
HBW-ETBWCN2-W/1',HBW-ETBWCN2-W,BOTO-PETE450-ELL,Packaging Material,1,Pc(s),,
HBW-ETBWCN2-W/1',HBW-ETBWCN2-W,KB-WBETAR1-W,Packaging Material,0.076923,Pc(s),,
HBW-ETBWD-W/2,HBW-ETBWD-W,HBW-ETBWD-BULK,Semi Finished Goods,0.25,kg,,
HBW-ETBWD-W/2,HBW-ETBWD-W,STIC-FLRMBW250R0-ELL,Packaging Material,1,Pc(s),,
HBW-ETBWD-W/2,HBW-ETBWD-W,STIC-BLRMBW250R0-ELL,Packaging Material,1,Pc(s),,
HBW-ETBWD-W/2,HBW-ETBWD-W,BOTO-PETE250-ELL,Packaging Material,1,Pc(s),,
HBW-ETBWD-W/2,HBW-ETBWD-W,CAP-EARTHBALT-ELL,Packaging Material,1,Pc(s),,
HBW-ETBWD-W/2,HBW-ETBWD-W,KB-BTLS150WNL32-K125,Packaging Material,0.041667,Pc(s),,
HBW-ETBWDN2-W/1',HBW-ETBWDN2-W,HBW-ETBWD-BULK,Semi Finished Goods,0.45,kg,,
HBW-ETBWDN2-W/1',HBW-ETBWDN2-W,PU-LED28BR0-W,Packaging Material,1,Pc(s),,
