Kode Unik,Product Korporat Code,BoM Lines/Product Template/Korporat Code,BoM Lines/Product Template/Material Type,BoM Lines/Quantity,BoM Lines/Product Unit of Measure,,Tidak ada BOM
CUS-CLPGCRC-W/1,CUS-CLPGCRC-W,STIC-SCPGCR0-W,Packaging Material,1,Pc(s),,
CUS-CLPGCRC-W/1,CUS-CLPGCRC-W,PUFF-CPGCR0-W,Packaging Material,1,Pc(s),,
CUS-CLPGCRC-W/1,CUS-CLPGCRC-W,ISPO-CPGCR0-W,Packaging Material,1,Pc(s),,
CUS-CLPGCRD-W/1,CUS-CLPGCRD-W,ISPO-CPGCR0-W,Packaging Material,1,Pc(s),,
CUS-CLPGCRD-W/1,CUS-CLPGCRD-W,CONT-RCPGCR0-W,Packaging Material,1,Pc(s),,
CUS-CLPGCRD-W/1,CUS-CLPGCRD-W,STIC-SCPGCR0-W,Packaging Material,1,Pc(s),,
CUS-CLPGCRD-W/1,CUS-CLPGCRD-W,CONT-ICPGCR0-W,Packaging Material,1,Pc(s),,
CUS-CLPGCRD-W/1,CUS-CLPGCRD-W,CUS-CLPGCD-BULK,Semi Finished Goods,0.015,kg,,
CUS-CLPGCRD-W/1,CUS-CLPGCRD-W,STIC-BRCPGC32NR0-W,Packaging Material,1,Pc(s),,
CUS-CLPGCRD-W/1,CUS-CLPGCRD-W,PUFF-CPGCR0-W,Packaging Material,1,Pc(s),,
CUS-CLPGCRD-W/1,CUS-CLPGCRD-W,STIC-VRCPGC32NR0-W,Packaging Material,1,Pc(s),,
CUS-CLPGCRD-W/1,CUS-CLPGCRD-W,KB-WIPSKMMR1-W,Packaging Material,0.02083,Pc(s),,
CUS-CLPGCRD-W/1,CUS-CLPGCRD-W,DUS-RCPGCR0-W,Packaging Material,1,Pc(s),,
CUS-CLPGCRD-W/1,CUS-CLPGCRD-W,POUC-CPGCR0-W,Packaging Material,1,Pc(s),,
CUS-DM01-EM/1,CUS-DM01-EM,CUS-DM01-BULK,Semi Finished Goods,0.015,kg,,
CUS-DM01-EM/1,CUS-DM01-EM,CONT-DMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM01-EM/1,CUS-DM01-EM,CONT-ICDMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM01-EM/1,CUS-DM01-EM,CONT-RDMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM01-EM/1,CUS-DM01-EM,ISPO-CPGCR0-W,Packaging Material,1,Pc(s),,
CUS-DM01-EM/1,CUS-DM01-EM,STIC-SDMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM01-EM/1,CUS-DM01-EM,PUFF-DMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM01-EM/1,CUS-DM01-EM,STIC-BDMCC01LR0-E,Packaging Material,1,Pc(s),,
CUS-DM01-EM/1,CUS-DM01-EM,DUS-DMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM01-EM/1,CUS-DM01-EM,STIC-VDMCC01R0-E,Packaging Material,1,Pc(s),,
CUS-DM01-EM/1,CUS-DM01-EM,KB-EAR0-KMM125,Packaging Material,0.041667,Pc(s),,
CUS-DM02-EM/1,CUS-DM02-EM,CUS-DM02-BULK,Semi Finished Goods,0.015,kg,,
CUS-DM02-EM/1,CUS-DM02-EM,CONT-DMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM02-EM/1,CUS-DM02-EM,CONT-ICDMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM02-EM/1,CUS-DM02-EM,CONT-RDMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM02-EM/1,CUS-DM02-EM,ISPO-CPGCR0-W,Packaging Material,1,Pc(s),,
CUS-DM02-EM/1,CUS-DM02-EM,STIC-SDMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM02-EM/1,CUS-DM02-EM,PUFF-DMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM02-EM/1,CUS-DM02-EM,STIC-BDMCW01LR0-E,Packaging Material,1,Pc(s),,
CUS-DM02-EM/1,CUS-DM02-EM,DUS-DMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM02-EM/1,CUS-DM02-EM,STIC-VDMCW01R0-E,Packaging Material,1,Pc(s),,
CUS-DM02-EM/1,CUS-DM02-EM,KB-EAR0-KMM125,Packaging Material,0.041667,Pc(s),,
CUS-DM03-EM/1,CUS-DM03-EM,CUS-DM03-BULK,Semi Finished Goods,0.015,kg,,
CUS-DM03-EM/1,CUS-DM03-EM,CONT-DMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM03-EM/1,CUS-DM03-EM,CONT-ICDMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM03-EM/1,CUS-DM03-EM,CONT-RDMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM03-EM/1,CUS-DM03-EM,ISPO-CPGCR0-W,Packaging Material,1,Pc(s),,
CUS-DM03-EM/1,CUS-DM03-EM,STIC-SDMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM03-EM/1,CUS-DM03-EM,PUFF-DMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM03-EM/1,CUS-DM03-EM,STIC-BDMCW02NR0-E,Packaging Material,1,Pc(s),,
CUS-DM03-EM/1,CUS-DM03-EM,DUS-DMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM03-EM/1,CUS-DM03-EM,STIC-VDMCW02R0-E,Packaging Material,1,Pc(s),,
CUS-DM03-EM/1,CUS-DM03-EM,KB-EAR0-KMM125,Packaging Material,0.041667,Pc(s),,
CUS-DM04-EM/1,CUS-DM04-EM,CUS-DM04-BULK,Semi Finished Goods,0.015,kg,,
CUS-DM04-EM/1,CUS-DM04-EM,CONT-DMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM04-EM/1,CUS-DM04-EM,CONT-ICDMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM04-EM/1,CUS-DM04-EM,CONT-RDMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM04-EM/1,CUS-DM04-EM,ISPO-CPGCR0-W,Packaging Material,1,Pc(s),,
CUS-DM04-EM/1,CUS-DM04-EM,PUFF-DMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM04-EM/1,CUS-DM04-EM,STIC-SDMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM04-EM/1,CUS-DM04-EM,STIC-BDMCN02LR0-E,Packaging Material,1,Pc(s),,
CUS-DM04-EM/1,CUS-DM04-EM,DUS-DMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM04-EM/1,CUS-DM04-EM,STIC-VDMCN02R0-E,Packaging Material,1,Pc(s),,
CUS-DM04-EM/1,CUS-DM04-EM,KB-EAR0-KMM125,Packaging Material,0.041667,Pc(s),,
CUS-DM05-EM/1,CUS-DM05-EM,CUS-DM05-BULK,Semi Finished Goods,0.015,kg,,
CUS-DM05-EM/1,CUS-DM05-EM,CONT-DMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM05-EM/1,CUS-DM05-EM,CONT-ICDMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM05-EM/1,CUS-DM05-EM,CONT-RDMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM05-EM/1,CUS-DM05-EM,ISPO-CPGCR0-W,Packaging Material,1,Pc(s),,
CUS-DM05-EM/1,CUS-DM05-EM,STIC-SDMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM05-EM/1,CUS-DM05-EM,PUFF-DMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM05-EM/1,CUS-DM05-EM,STIC-BDMCW03CR0-E,Packaging Material,1,Pc(s),,
CUS-DM05-EM/1,CUS-DM05-EM,DUS-DMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM05-EM/1,CUS-DM05-EM,STIC-VDMCW03R0-E,Packaging Material,1,Pc(s),,
CUS-DM05-EM/1,CUS-DM05-EM,KB-EAR0-KMM125,Packaging Material,0.041667,Pc(s),,
CUS-DM06-EM/1,CUS-DM06-EM,CUS-DM06-BULK,Semi Finished Goods,0.015,kg,,
CUS-DM06-EM/1,CUS-DM06-EM,CONT-DMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM06-EM/1,CUS-DM06-EM,CONT-ICDMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM06-EM/1,CUS-DM06-EM,CONT-RDMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM06-EM/1,CUS-DM06-EM,ISPO-CPGCR0-W,Packaging Material,1,Pc(s),,
CUS-DM06-EM/1,CUS-DM06-EM,PUFF-DMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM06-EM/1,CUS-DM06-EM,STIC-SDMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM06-EM/1,CUS-DM06-EM,STIC-BDMCW04CR0-E,Packaging Material,1,Pc(s),,
CUS-DM06-EM/1,CUS-DM06-EM,DUS-DMCR0-E,Packaging Material,1,Pc(s),,
CUS-DM06-EM/1,CUS-DM06-EM,STIC-VDMCW04R0-E,Packaging Material,1,Pc(s),,
CUS-DM06-EM/1,CUS-DM06-EM,KB-EAR0-KMM125,Packaging Material,0.041667,Pc(s),,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,AIR-RO--L,Raw Material,0.34719,kg,,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,SILI-1202-,Raw Material,0.09,kg,,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,PARS--RUVBF-K,Raw Material,0.08943,kg,,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,BENT-BGVS5PC-X,Raw Material,0.05,kg,,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,"BUTY--DAI1,3",Raw Material,0.04134,kg,,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,TOSP-2000B-X,Raw Material,0.03985,kg,,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,EMU-BE1-X,Raw Material,0.03361,kg,,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,EMUL-KF68-X,Raw Material,0.031,kg,,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,SUNS-PTX-X,Raw Material,0.025,kg,,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,SILI-DC749--X,Raw Material,0.025,kg,,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,SFT-CERA847-X,Raw Material,0.01669,kg,,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,EMUL-KF6017-X,Raw Material,0.01624,kg,,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,ZINC-10PL-X,Raw Material,0.015,kg,,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,SFTC-CC60-X,Raw Material,0.01,kg,,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,THIC-RMGSO4-X,Raw Material,0.00904,kg,,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,PEN-PRSVPE-X,Raw Material,0.008,kg,,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,PR-ZPRDL-X,Raw Material,0.00645,kg,,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,EMU-PS-,Raw Material,0.00606,kg,,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,EMUL-TSMO80V-X,Raw Material,0.005,kg,,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,STEA-DSP300-X,Raw Material,0.005,kg,,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,ACTI-HDR-X,Raw Material,0.00298,kg,,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,EXTR-DB-,Raw Material,0.001,kg,,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,SILI-578-X,Raw Material,0.001,kg,,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,SILI-KP56P-X,Raw Material,0.001,kg,,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,EDT-B--K,Raw Material,0.0005,kg,,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,TITA-CROTS-X,Raw Material,0.09352,kg,,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,WARN-YLW3AS-X,Raw Material,0.0233,kg,,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,WARN-RED3AS-X,Raw Material,0.0047,kg,,
CUS-EFC01-BULK/11,CUS-EFC01-BULK,WARN-BLCK3AS-X,Raw Material,0.0021,kg,,
CUS-EFC01-W/6,CUS-EFC01-W,DUS-EFCC01R2-W,Packaging Material,1,Pc(s),,
CUS-EFC01-W/6,CUS-EFC01-W,KB-WIPSKMMR1-W,Packaging Material,0.02083,Pc(s),,
CUS-EFC01-W/6,CUS-EFC01-W,STIC-SEFCCR0-W,Packaging Material,1,Pc(s),,
CUS-EFC01-W/6,CUS-EFC01-W,PUFF-EFCCR0-W,Packaging Material,1,Pc(s),,
CUS-EFC01-W/6,CUS-EFC01-W,CONT-REFCCR0-W,Packaging Material,1,Pc(s),,
CUS-EFC01-W/6,CUS-EFC01-W,STIC-BEFCC01R0-W,Packaging Material,1,Pc(s),,
CUS-EFC01-W/6,CUS-EFC01-W,ISPO-IPE4712R0-X,Packaging Material,1,Pc(s),,
CUS-EFC01-W/6,CUS-EFC01-W,CUS-EFC01-BULK,Semi Finished Goods,0.015,kg,,
CUS-EFC01-W/6,CUS-EFC01-W,CONT-ICEFCCR0-W,Packaging Material,1,Pc(s),,
CUS-EFC01-W/6,CUS-EFC01-W,CONT-EFCCR0-W,Packaging Material,1,Pc(s),,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,AIR-RO--L,Raw Material,0.35031,kg,,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,SILI-1202-,Raw Material,0.09,kg,,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,PARS--RUVBF-K,Raw Material,0.08943,kg,,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,BENT-BGVS5PC-X,Raw Material,0.05,kg,,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,"BUTY--DAI1,3",Raw Material,0.04134,kg,,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,TOSP-2000B-X,Raw Material,0.03985,kg,,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,EMU-BE1-X,Raw Material,0.03361,kg,,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,EMUL-KF68-X,Raw Material,0.031,kg,,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,SILI-DC749--X,Raw Material,0.025,kg,,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,SUNS-PTX-X,Raw Material,0.025,kg,,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,SFT-CERA847-X,Raw Material,0.01669,kg,,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,EMUL-KF6017-X,Raw Material,0.01624,kg,,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,ZINC-10PL-X,Raw Material,0.015,kg,,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,SFTC-CC60-X,Raw Material,0.01,kg,,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,THIC-RMGSO4-X,Raw Material,0.00904,kg,,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,PEN-PRSVPE-X,Raw Material,0.008,kg,,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,PR-ZPRDL-X,Raw Material,0.00645,kg,,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,EMU-PS-,Raw Material,0.00606,kg,,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,EMUL-TSMO80V-X,Raw Material,0.005,kg,,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,STEA-DSP300-X,Raw Material,0.005,kg,,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,ACTI-HDR-X,Raw Material,0.00298,kg,,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,SILI-KP56P-X,Raw Material,0.001,kg,,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,SILI-578-X,Raw Material,0.001,kg,,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,EXTR-DB-,Raw Material,0.001,kg,,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,EDT-B--K,Raw Material,0.0005,kg,,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,TITA-CROTS-X,Raw Material,0.0922,kg,,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,WARN-YLW3AS-X,Raw Material,0.0223,kg,,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,WARN-RED3AS-X,Raw Material,0.0054,kg,,
CUS-EFC02-BULK/12,CUS-EFC02-BULK,WARN-BLCK3AS-X,Raw Material,0.0006,kg,,
CUS-EFC02-W/5,CUS-EFC02-W,CONT-REFCCR0-W,Packaging Material,1,Pc(s),,
CUS-EFC02-W/5,CUS-EFC02-W,ISPO-IPE4712R0-X,Packaging Material,1,Pc(s),,
CUS-EFC02-W/5,CUS-EFC02-W,CONT-ICEFCCR0-W,Packaging Material,1,Pc(s),,
CUS-EFC02-W/5,CUS-EFC02-W,CONT-EFCCR0-W,Packaging Material,1,Pc(s),,
CUS-EFC02-W/5,CUS-EFC02-W,CUS-EFC02-BULK,Semi Finished Goods,0.015,kg,,
CUS-EFC02-W/5,CUS-EFC02-W,PUFF-EFCCR0-W,Packaging Material,1,Pc(s),,
CUS-EFC02-W/5,CUS-EFC02-W,STIC-BEFCC02R0-W,Packaging Material,1,Pc(s),,
CUS-EFC02-W/5,CUS-EFC02-W,KB-WIPSKMMR1-W,Packaging Material,0.02083,Pc(s),,
CUS-EFC02-W/5,CUS-EFC02-W,STIC-SEFCCR0-W,Packaging Material,1,Pc(s),,
CUS-EFC02-W/5,CUS-EFC02-W,DUS-EFCC02R2-W,Packaging Material,1,Pc(s),,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,AIR-RO--L,Raw Material,0.34109,kg,,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,SILI-1202-,Raw Material,0.09,kg,,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,PARS--RUVBF-K,Raw Material,0.08943,kg,,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,BENT-BGVS5PC-X,Raw Material,0.05,kg,,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,"BUTY--DAI1,3",Raw Material,0.04134,kg,,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,TOSP-2000B-X,Raw Material,0.03985,kg,,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,EMU-BE1-X,Raw Material,0.03361,kg,,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,EMUL-KF68-X,Raw Material,0.031,kg,,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,SILI-DC749--X,Raw Material,0.025,kg,,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,SUNS-PTX-X,Raw Material,0.025,kg,,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,SFT-CERA847-X,Raw Material,0.01669,kg,,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,EMUL-KF6017-X,Raw Material,0.01624,kg,,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,ZINC-10PL-X,Raw Material,0.015,kg,,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,SFTC-CC60-X,Raw Material,0.01,kg,,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,THIC-RMGSO4-X,Raw Material,0.00904,kg,,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,PEN-PRSVPE-X,Raw Material,0.008,kg,,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,PR-ZPRDL-X,Raw Material,0.00645,kg,,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,EMU-PS-,Raw Material,0.00606,kg,,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,EMUL-TSMO80V-X,Raw Material,0.005,kg,,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,STEA-DSP300-X,Raw Material,0.005,kg,,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,ACTI-HDR-X,Raw Material,0.00298,kg,,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,SILI-KP56P-X,Raw Material,0.001,kg,,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,SILI-578-X,Raw Material,0.001,kg,,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,EXTR-DB-,Raw Material,0.001,kg,,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,EDT-B--K,Raw Material,0.0005,kg,,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,TITA-CROTS-X,Raw Material,0.09052,kg,,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,WARN-YLW3AS-X,Raw Material,0.03,kg,,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,WARN-RED3AS-X,Raw Material,0.0063,kg,,
CUS-EFC03-BULK/13,CUS-EFC03-BULK,WARN-BLCK3AS-X,Raw Material,0.0029,kg,,
CUS-EFC03-W/5,CUS-EFC03-W,STIC-SEFCCR0-W,Packaging Material,1,Pc(s),,
CUS-EFC03-W/5,CUS-EFC03-W,DUS-EFCC03R2-W,Packaging Material,1,Pc(s),,
CUS-EFC03-W/5,CUS-EFC03-W,KB-WIPSKMMR1-W,Packaging Material,0.02083,Pc(s),,
CUS-EFC03-W/5,CUS-EFC03-W,STIC-BEFCC03R0-W,Packaging Material,1,Pc(s),,
CUS-EFC03-W/5,CUS-EFC03-W,CONT-EFCCR0-W,Packaging Material,1,Pc(s),,
CUS-EFC03-W/5,CUS-EFC03-W,CUS-EFC03-BULK,Semi Finished Goods,0.015,kg,,
CUS-EFC03-W/5,CUS-EFC03-W,CONT-ICEFCCR0-W,Packaging Material,1,Pc(s),,
CUS-EFC03-W/5,CUS-EFC03-W,ISPO-IPE4712R0-X,Packaging Material,1,Pc(s),,
CUS-EFC03-W/5,CUS-EFC03-W,CONT-REFCCR0-W,Packaging Material,1,Pc(s),,
CUS-EFC03-W/5,CUS-EFC03-W,PUFF-EFCCR0-W,Packaging Material,1,Pc(s),,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,AIR-RO--L,Raw Material,0.3387,kg,,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,SILI-1202-,Raw Material,0.09,kg,,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,PARS--RUVBF-K,Raw Material,0.08943,kg,,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,BENT-BGVS5PC-X,Raw Material,0.05,kg,,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,"BUTY--DAI1,3",Raw Material,0.04134,kg,,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,TOSP-2000B-X,Raw Material,0.03985,kg,,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,EMU-BE1-X,Raw Material,0.03361,kg,,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,EMUL-KF68-X,Raw Material,0.031,kg,,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,SILI-DC749--X,Raw Material,0.025,kg,,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,SUNS-PTX-X,Raw Material,0.025,kg,,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,SFT-CERA847-X,Raw Material,0.01669,kg,,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,EMUL-KF6017-X,Raw Material,0.01624,kg,,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,ZINC-10PL-X,Raw Material,0.015,kg,,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,SFTC-CC60-X,Raw Material,0.01,kg,,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,THIC-RMGSO4-X,Raw Material,0.00904,kg,,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,PEN-PRSVPE-X,Raw Material,0.008,kg,,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,PR-ZPRDL-X,Raw Material,0.00645,kg,,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,EMU-PS-,Raw Material,0.00606,kg,,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,EMUL-TSMO80V-X,Raw Material,0.005,kg,,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,STEA-DSP300-X,Raw Material,0.005,kg,,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,ACTI-HDR-X,Raw Material,0.00298,kg,,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,SILI-KP56P-X,Raw Material,0.001,kg,,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,SILI-578-X,Raw Material,0.001,kg,,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,EXTR-DB-,Raw Material,0.001,kg,,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,EDT-B--K,Raw Material,0.0005,kg,,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,TITA-CROTS-X,Raw Material,0.09202,kg,,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,WARN-YLW3AS-X,Raw Material,0.0285,kg,,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,WARN-RED3AS-X,Raw Material,0.00759,kg,,
CUS-EFC04-BULK/10,CUS-EFC04-BULK,WARN-BLCK3AS-X,Raw Material,0.004,kg,,
CUS-EFC04-W/5,CUS-EFC04-W,DUS-EFCC04R2-W,Packaging Material,1,Pc(s),,
CUS-EFC04-W/5,CUS-EFC04-W,STIC-BEFCC04R0-W,Packaging Material,1,Pc(s),,
CUS-EFC04-W/5,CUS-EFC04-W,CONT-ICEFCCR0-W,Packaging Material,1,Pc(s),,
CUS-EFC04-W/5,CUS-EFC04-W,PUFF-EFCCR0-W,Packaging Material,1,Pc(s),,
CUS-EFC04-W/5,CUS-EFC04-W,CONT-REFCCR0-W,Packaging Material,1,Pc(s),,
CUS-EFC04-W/5,CUS-EFC04-W,ISPO-IPE4712R0-X,Packaging Material,1,Pc(s),,
CUS-EFC04-W/5,CUS-EFC04-W,STIC-SEFCCR0-W,Packaging Material,1,Pc(s),,
CUS-EFC04-W/5,CUS-EFC04-W,KB-WIPSKMMR1-W,Packaging Material,0.02083,Pc(s),,
CUS-EFC04-W/5,CUS-EFC04-W,CUS-EFC04-BULK,Semi Finished Goods,0.015,kg,,
CUS-EFC04-W/5,CUS-EFC04-W,CONT-EFCCR0-W,Packaging Material,1,Pc(s),,
CUS-EFC05-W/1,CUS-EFC05-W,CUS-EFC05-BULK,Semi Finished Goods,0.015,kg,,
CUS-EFC05-W/1,CUS-EFC05-W,CONT-EFCCR0-W,Packaging Material,1,Pc(s),,
CUS-EFC05-W/1,CUS-EFC05-W,CONT-ICEFCCR0-W,Packaging Material,1,Pc(s),,
CUS-EFC05-W/1,CUS-EFC05-W,ISPO-IPE4712R0-X,Packaging Material,1,Pc(s),,
CUS-EFC05-W/1,CUS-EFC05-W,CONT-REFCCR0-W,Packaging Material,1,Pc(s),,
CUS-EFC05-W/1,CUS-EFC05-W,STIC-SEFCCR0-W,Packaging Material,1,Pc(s),,
CUS-EFC05-W/1,CUS-EFC05-W,PUFF-EFCCR0-W,Packaging Material,1,Pc(s),,
CUS-EFC05-W/1,CUS-EFC05-W,STIC-BEFCC05R0-W,Packaging Material,1,Pc(s),,
CUS-EFC05-W/1,CUS-EFC05-W,DUS-EFCC05R0-W,Packaging Material,1,Pc(s),,
CUS-EFC05-W/1,CUS-EFC05-W,KB-WIPSKMMR1-W,Packaging Material,0.02083,Pc(s),,
CUS-EFC06-W/1,CUS-EFC06-W,CUS-EFC06-BULK,Semi Finished Goods,0.015,kg,,
CUS-EFC06-W/1,CUS-EFC06-W,CONT-EFCCR0-W,Packaging Material,1,Pc(s),,
CUS-EFC06-W/1,CUS-EFC06-W,CONT-ICEFCCR0-W,Packaging Material,1,Pc(s),,
CUS-EFC06-W/1,CUS-EFC06-W,ISPO-IPE4712R0-X,Packaging Material,1,Pc(s),,
CUS-EFC06-W/1,CUS-EFC06-W,CONT-REFCCR0-W,Packaging Material,1,Pc(s),,
