"Product Korporat Code","Reference","BoM Lines/Product Template/Korporat Code","BoM Lines/Quantity","BoM Lines/Product Unit of Measure"
"","","TC-R3LLF02-BULK","0.012","kg"
"","","CONT-LTCSR0-WRL","1.0","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"BO-SKCC08-MO6G","4","BO-S08CC6GRRNFS-MO","1.0","Pc(s)"
"","","KUAS-BOMOBK-TRHG","1.0","Pc(s)"
"","","CONT-BOLB1MOASA-2PSC","1.0","Pc(s)"
"","","PO-TWCMOC105-9288T1P","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","0.02777","Pc(s)"
"","","DUS-BOR3-MOILG","1.0","Pc(s)"
"","","STIC-BCBO8MOPPW-1W31","1.0","Pc(s)"
"","","PLAS-DMESMO-PVC01051","1.0","Pc(s)"
"","","STIC-BTBO08R1-MOMSF","1.0","Pc(s)"
"LB-SCJ-EM3.7GR","3","POT-SLBR0-EAS","1.0","Pc(s)"
"","","CAPP-SLBR0-EAS","1.0","Pc(s)"
"","","LB-SCJ-BULK","0.0037","kg"
"","","KB-EAR0-KMM125","0.00694","Pc(s)"
"","","DUS-SLCR2-EIVD","1.0","Pc(s)"
"","","STIC-BOTSLCR0-ECNF","1.0","Pc(s)"
"F-PTCMCW42-MO","3","F-PTCMCW42-BULK","0.012","kg"
"","","CONT-PCFR0-MO","1.0","Pc(s)"
"","","GODE-CPTZB-SMD59A-P","1.0","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","STIC-BPCFW42R0-MO","1.0","Pc(s)"
"","","DUS-PCFW42R1-MO","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","0.04167","Pc(s)"
"","","STIC-WPTCMR0-MO","1.0","Pc(s)"
"MY-RTCRE05-W","4 (INLINE)","STIC-PAEBR1-WM","1.0","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","STIC-BTETC5R0-WRL","1.0","Pc(s)"
"","","PLAS-DMTWCEWNL-D608M","1.0","Pc(s)"
"","","GODE-CPTZB-SMD59A-P","1.0","Pc(s)"
"","","CONT-ETWCRLR0-WASBS","1.0","Pc(s)"
"","","TC-PC05-BULK","0.012","kg"
"","","KB-W12X250R1-W","0.03333","Pc(s)"
"","","DUS-ETWC5R1-WRL","1.0","Pc(s)"
"MY-ESA-W3.3G","1","ES-W1A-W3,3GR","1.0","Pc(s)"
"","","STIC-PESA-WMV","1.0","Pc(s)"
"","","KB-W6040R1-KMM125BF","0.00833","Pc(s)"
"TC-RPC02-MO12G","7","TC-PC02-BULK","0.012","kg"
"","","CONT-ELPCR0-MO","1.0","Pc(s)"
"","","PLAS-DMTWCEWNL-D608M","1.0","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","GODE-CPTZB-SMD59A-P","1.0","Pc(s)"
"","","STIC-BPCTWCR02R2-MO","1.0","Pc(s)"
"","","DUS-PCTWCRR3-MO","1.0","Pc(s)"
"","","STIC-VPCTWCR02R1-MO","1.0","Pc(s)"
"","","KB-MOLUHM-265K150","0.01389","Pc(s)"
"L-CUM04-W","3","STIC-PICUL04R0-W","1.0","Pc(s)"
"","","CONT-CULML4R0-W","1.0","Pc(s)"
"","","L-CUM04-BULK","0.0036","kg"
"","","CAPC-CULML4R0-W","1.0","Pc(s)"
"","","DUS-CULML4R0-W","1.0","Pc(s)"
"","","STIC-BCULML4R0-W","1.0","Pc(s)"
"","","IBOX-BR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"L-SR12BG-EM3.8GR","1","IBOX-12EF-ED31","0.08333","Pc(s)"
"","","DUS-SRL12R0-EILD","1.0","Pc(s)"
"","","STIC-BOTSRL12R0-ECNF","1.0","Pc(s)"
"","","CAPC-LSRR0-EAS","1.0","Pc(s)"
"","","CONT-LSRR0-EPS","1.0","Pc(s)"
"","","L-SR12BG-BULK","0.0038","kg"
"","","KB-ECR0-KMM125","0.00757","Pc(s)"
"M-WSNC-W30GR","14","M-WSNC-BULK","0.03","kg"
"","","POT-GSNR0-W","1.0","Pc(s)"
"","","PLU-PGSNR0-W","1.0","Pc(s)"
"","","CAPP-GSNR0-W","1.0","Pc(s)"
"","","LEAF-WSGRAND-WAP","1.0","Pc(s)"
"","","DUS-WSNC30CR3-WACUV","1.0","Pc(s)"
"","","KB-GKMK-W","0.04167","Pc(s)"
"CUS-CLPGCF-W","1","CONT-RCPGCR0-W","1.0","Pc(s)"
"","","ISPO-CPGCR0-W","1.0","Pc(s)"
"","","DUS-CPGCR0-W","1.0","Pc(s)"
"","","STIC-BCPGC43WR0-W","1.0","Pc(s)"
"","","PUFF-CPGCR0-W","1.0","Pc(s)"
"","","STIC-SCPGCR0-W","1.0","Pc(s)"
"","","STIC-VCPGC43WR0-W","1.0","Pc(s)"
"","","KB-WIPSKMMR1-W","0.02083","Pc(s)"
"","","CONT-ICPGCR0-W","1.0","Pc(s)"
"","","CUS-CLPGCF-BULK","0.015","kg"
"","","CONT-CPGCR0-W","1.0","Pc(s)"
"BO-SKST09-MO6G","3","BO-SST09-RP-MO6GR","1.0","Pc(s)"
"","","CONT-BOLB1MOASA-2PSC","1.0","Pc(s)"
"","","KUAS-BOMOBK-TRHG","1.0","Pc(s)"
"","","PLAS-DMESMO-PVC01051","1.0","Pc(s)"
"","","STIC-BTBO09R1-MOMSF","1.0","Pc(s)"
"","","PO-TWCMOC105-9288T1P","1.0","Pc(s)"
"","","DUS-BOR3-MOILG","1.0","Pc(s)"
"","","STIC-BCBO9-MOPPW","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","0.02777","Pc(s)"
"MY-PRTCRE02-W","1","KB-W12X250R1-W","0.06667","Pc(s)"
"","","STIC-PAEBR1-WM","2.0","Pc(s)"
"","","PLAS-DMTWCEWNL-D608M","2.0","Pc(s)"
"","","STIC-EYECWTSN-WM","1.0","Pc(s)"
"","","DUS-ETWC2TW-WM","1.0","Pc(s)"
"","","PUFF-TWCNBRD545-T","2.0","Pc(s)"
"","","DUS-ETWC2R1-WRL","2.0","Pc(s)"
"","","STIC-BTETC2R0-WRL","2.0","Pc(s)"
"","","GODE-CPTZB-SMD59A-P","2.0","Pc(s)"
"","","CONT-ETWCRLR0-WASBS","2.0","Pc(s)"
"","","TC-PC08-BULK","0.024","kg"
"MY-SRMWSPTE-W100ML","2","CAP-BWSPTER0-WALU","1.0","Pc(s)"
"","","PLU-BWSPTER0-WLDHD","1.0","Pc(s)"
"","","SRM-WSPTE-BULK","0.1","kg"
"","","BOTO-WSPTER0-WPET","1.0","Pc(s)"
"","","KB-WKAPPAR0-KMK150","0.08333","Pc(s)"
"","","STIC-PDWSPTE-WMHF","0.08333","Pc(s)"
"","","DUSS-WSPTE100-WM","1.0","Pc(s)"
"","","PART-DWSPTER1-W","1.0","Pc(s)"
"MY-RTCRE01-W","4 (INLINE)","TC-PC02-BULK","0.012","kg"
"","","STIC-PAEBR1-WM","1.0","Pc(s)"
"","","PLAS-DMTWCEWNL-D608M","1.0","Pc(s)"
"","","GODE-CPTZB-SMD59A-P","1.0","Pc(s)"
"","","CONT-ETWCRLR0-WASBS","1.0","Pc(s)"
"","","DUS-ETWC1R1-WRL","1.0","Pc(s)"
"","","STIC-BTETC1R0-WRL","1.0","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","KB-W12X250R1-W","0.03333","Pc(s)"
"REM-MWBS-EM100ML","2","KB-EAR0-KMM125","0.03571","Pc(s)"
"","","BOTS-MWDCBS100-EM","1.0","Pc(s)"
"","","REM-MWBS-BULK","0.1","kg"
"","","CAP-BMWR0-WPP","1.0","Pc(s)"
"MY-PRTCRE04-W","1","KB-W12X250R1-W","0.06667","Pc(s)"
"","","STIC-EYECWTSN-WM","1.0","Pc(s)"
"","","DUS-ETWC4TW-WM","1.0","Pc(s)"
"","","STIC-PAEBR1-WM","2.0","Pc(s)"
"","","CONT-ETWCRLR0-WASBS","2.0","Pc(s)"
"","","TC-PC04-BULK","0.024","kg"
"","","PUFF-TWCNBRD545-T","2.0","Pc(s)"
"","","GODE-CPTZB-SMD59A-P","2.0","Pc(s)"
"","","PLAS-DMTWCEWNL-D608M","2.0","Pc(s)"
"","","DUS-ETWC4R1-WRL","2.0","Pc(s)"
"","","STIC-BTETC4R0-WRL","2.0","Pc(s)"
"N-P1L-P5","1","PLU-JC5LLDPE-NTR","1.0","Pc(s)"
"","","STIC-PPNLLHGP-18SV","1.0","Pc(s)"
"","","N-L-BULK","5.0","kg"
"","","JC-5-HDPE","1.0","Pc(s)"
"","","CAP-JC5L--P","1.0","Pc(s)"
"EB-DMCL-MO","2","KB-MOGCR0-MO","0.01389","Pc(s)"
"","","EB-DMCL-BULK","0.0065","kg"
"","","IBOX-12MOAR0-D310","0.08333","Pc(s)"
"","","BOTO-BDMR0-MOPTG","1.0","Pc(s)"
"","","PLU-BDMR0-MOPE","1.0","Pc(s)"
"","","DUS-BDMCLR0-MOILD","1.0","Pc(s)"
"","","STIC-BTBDMCLR0-MOPPW","1.0","Pc(s)"
"","","CAPA-BDMR0-MOABS","1.0","Pc(s)"
"BO-W1B-W4GR","8","CONT-BOEW-SAN","1.0","Pc(s)"
"","","KUAS-BOBKWC-BTS","1.0","Pc(s)"
"","","PLAS-DMEESBO-WPVC","1.0","Pc(s)"
"","","STIC-BOTBOBR0-WPSM","1.0","Pc(s)"
"","","PS-PVCEESBOR1-WPVC","1.0","Pc(s)"
"","","KB-W6040R1-KMM125BF","0.00833","Pc(s)"
"","","GODE-BOER0-WAL","1.0","Pc(s)"
"","","BO-W1B-01 BULK","0.0021","kg"
"","","BO-W1B-02 BULK","0.0021","kg"
"SS-UVSDS-W","1","PAP-UVSGMR0-W","1.0","Pc(s)"
"","","PLAS-VCUVSTR0-W","1.0","Pc(s)"
"","","KB-WOMEGAR1-W","0.04167","Pc(s)"
"","","SS-UVSDS-BULK","0.04","kg"
"","","TUBE-UVSGMR0-W","1.0","Pc(s)"
"MY-RLIM13-W","1","L-IM13-W2.3G","1.0","Pc(s)"
"","","STIC-PAIMLR0-WM","1.0","Pc(s)"
"","","KB-W200R1-W","0.00417","Pc(s)"
"BBC-BBN-EM20ML","5","DUS-BBBBCNR2-E","1.0","Pc(s)"
"","","BBC-BBN-BULK","0.02","kg"
"","","TUBE-BBBBC20NR1-E","1.0","Pc(s)"
"","","KB-ECR1-KMK125CF","0.01667","Pc(s)"
"M-SP-EM60ML","Makloon","M-SPE60-X","1.0","Pc(s)"
"TC-R3LLF02-W","5","GODE-TWC5,4B-SM-P","1.0","Pc(s)"
"","","CONT-LTCSR0-WRL","1.0","Pc(s)"
"","","PLAS-DMTWCEWNL-D608M","1.0","Pc(s)"
"","","TC-R3LLF02-BULK","0.012","kg"
"","","STIC-BLPL02R0-W","1.0","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","DUS-LPL02R2-W","1.0","Pc(s)"
"","","KB-W12X250R1-W","0.02778","Pc(s)"
"TC-R3LLF03-W","5","STIC-BLPL03R0-W","1.0","Pc(s)"
"","","DUS-LPL03R2-W","1.0","Pc(s)"
"","","KB-W12X250R1-W","0.02778","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","TC-R3LLF03-BULK","0.012","kg"
"","","CONT-LTCSR0-WRL","1.0","Pc(s)"
"","","PLAS-DMTWCEWNL-D608M","1.0","Pc(s)"
"","","GODE-TWC5,4B-SM-P","1.0","Pc(s)"
"MZ-W1M1-W50ML","9","PART-KBBS50R1-KMM28L","0.03571","Pc(s)"
"","","MZ-M1W1-BULK","0.0489","kg"
"","","KB-K100R1-W","0.03571","Pc(s)"
"","","BOTO-S50POOWNLG-P1PH","1.0","Pc(s)"
"","","PLU-BS50POOWNL-NTRLD","1.0","Pc(s)"
"","","PS-PVCBSR1-WPVC","1.05","Pc(s)"
"","","STIC-BPOO50R1-WFC1WD","1.0","Pc(s)"
"","","CAP-S50POOWNLGO-PP","1.0","Pc(s)"
"MY-RLIM16-W","2 (INLINE)","KB-W200R1-W","0.00417","Pc(s)"
"","","L-IM16-BULK","0.0023","kg"
"","","CONT-LLR2-WMS","1.0","Pc(s)"
"","","IBOX-12IMLR1-WDNF","0.08333","Pc(s)"
"","","DUS-IML16R0-WILD","1.0","Pc(s)"
"","","CAPC-LLR2-WMS","1.0","Pc(s)"
"","","STIC-BOTIML16R0-WCNF","1.0","Pc(s)"
"","","STIC-PAIMLR0-WM","1.0","Pc(s)"
"CCC-CCL-EM20ML","4","STIC-BCCCLR0-ECNF","1.0","Pc(s)"
"","","KB-ECR0-KMM125","0.02381","Pc(s)"
"","","CAPT-CCCCCR1-EPP","1.0","Pc(s)"
"","","CCC-CCL-BULK","0.0224","kg"
"","","TUBE-CCCCCR0-E2L","1.0","Pc(s)"
"","","DUS-CCCREAMR1-EILD","1.0","Pc(s)"
"MY-RRLLL07-W","1","L-LL07-W2.3G","1.0","Pc(s)"
"","","STIC-PALLR0-WM","1.0","Pc(s)"
"","","KB-W200R1-W","0.00417","Pc(s)"
"BBC-BBN-EM20ML","Subt. Tube","KB-ECR1-KMK125CF","0.01667","Pc(s)"
"","","BBC-BBN-BULK","0.02","kg"
"","","TUBS-BBBBC20NR0-E","1.0","Pc(s)"
"","","DUS-BBBBCNR2-E","1.0","Pc(s)"
"M-WSNC-W17ML","Makloon","M-WSNCW17-X","1.0","Pc(s)"
"TC-R3LLF05-W","3","KB-W12X250R1-W","0.02778","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","STIC-BLPL05R0-W","1.0","Pc(s)"
"","","CONT-LTCSR0-WRL","1.0","Pc(s)"
"","","TC-R3LLF05-BULK","0.012","kg"
"","","GODE-TWC5,4B-SM-P","1.0","Pc(s)"
"","","PLAS-DMTWCEWNL-D608M","1.0","Pc(s)"
"","","DUS-LPL05R1-W","1.0","Pc(s)"
"REM-MWBS-EM100ML","4","REM-MWBS-BULK","0.1","kg"
"","","CAP-BMWR1-WPP","1.0","Pc(s)"
"","","KB-EAR0-KMM125","0.03571","Pc(s)"
"","","STIC-BMWBS100R1-EVG","1.0","Pc(s)"
"","","STIC-FMWBS100R1-EVG","1.0","Pc(s)"
"","","BOTO-PET100ML39-X","1.0","Pc(s)"
"MY-RLIM08-W","1","STIC-PAIMLR0-WM","1.0","Pc(s)"
"","","L-IM08-W2.3G","1.0","Pc(s)"
"","","KB-W200R1-W","0.00417","Pc(s)"
"SS-UVSDS-W","2","SS-UVSDS-BULK","0.04","kg"
"","","TUBE-UVSGMR0-W","1.0","Pc(s)"
"","","PLAS-VCUVSTR0-W","1.0","Pc(s)"
"","","KB-WOMEGAR1-W","0.03571","Pc(s)"
"","","PAP-UVSGMR0-W","1.0","Pc(s)"
"B-R3L02B-W","4","CONT-LLPR0-WASBS","1.0","Pc(s)"
"","","CAPC-LLPR0-WASBS","1.0","Pc(s)"
"","","PUFF-LLPR0-WMFP","1.0","Pc(s)"
"","","SHIF-LLPR0-WPPN","1.0","Pc(s)"
"","","STIC-BLMP2RR0-W","1.0","Pc(s)"
"","","KB-W100BR2-KMM125BF","0.03571","Pc(s)"
"","","B-R3L02B-BULK","0.02","kg"
"","","DUS-LMP2R2-W","1.0","Pc(s)"
"SRM-ESE-W100ML","6 (Subt-Karbox)","SRM-ESE-BULK","0.1","kg"
"","","STIC-FSPSHBR1-WGCC","1.0","Pc(s)"
"","","CAP-BL100NAT-UPP","1.0","Pc(s)"
"","","PLU-BL100NAT-ULDPE","1.0","Pc(s)"
"","","BOTO-L100TURR0-WPP","1.0","Pc(s)"
"","","KB-WLS20R2-KMK125CF","0.04","Pc(s)"
"","","STIC-BSPSHBR1-WGCC","1.0","Pc(s)"
"C-P1-P5","2","KB-PO5-P-P","0.5","Pc(s)"
"","","PLU-JC5LLDPE-NTR","1.0","Pc(s)"
"","","JC-5-HDPE","1.0","Pc(s)"
"","","CAP-JC5L--P","1.0","Pc(s)"
"","","C--BULK","5.0","kg"
"","","STIC-PPCWSLR1HG-18SV","1.0","Pc(s)"
"MY-RLLL18-W","1","L-LL18-W2.3G","1.0","Pc(s)"
"","","STIC-PALLR0-WM","1.0","Pc(s)"
"","","KB-W200R1-W","0.00417","Pc(s)"
"MY-RLIM11-W","1","L-IM11-W2.3G","1.0","Pc(s)"
"","","STIC-PAIMLR0-WM","1.0","Pc(s)"
"","","KB-W200R1-W","0.00417","Pc(s)"
"L-IM13-W2.3G","3","STIC-BOTIML13R0-WCNF","1.0","Pc(s)"
"","","KB-W200R1-W","0.00417","Pc(s)"
"","","IBOX-12IMLR1-WDNF","0.08333","Pc(s)"
"","","DUS-IML13R0-WILD","1.0","Pc(s)"
"","","CAPC-LLR2-WMS","1.0","Pc(s)"
"","","CONT-LLR2-WMS","1.0","Pc(s)"
"","","L-IM13-BULK","0.0023","kg"
"MY-RRLLL09-W","1","L-LL09-W2.3G","1.0","Pc(s)"
"","","STIC-PALLR0-WM","1.0","Pc(s)"
"","","KB-W200R1-W","0.00417","Pc(s)"
"MA-NDSRO-W","2","SMAS-NDRSR1-W","1.0","Pc(s)"
"MY-RLLL17-W","1","KB-W200R1-W","0.00417","Pc(s)"
"","","STIC-PALLR0-WM","1.0","Pc(s)"
"","","L-LL17-W2.3G","1.0","Pc(s)"
"MA-NDSRI-W","2","SMAS-NDRCR1-W","1.0","Pc(s)"
"L-IMC002-MO6,5G","6","L-IMC002-BULK","0.0065","kg"
"","","BOTO-PIMLCR1-MO","1.0","Pc(s)"
"","","CAPA-IMLCR0-MO","1.0","Pc(s)"
"","","STIC-BIMLC02R1-MOMSF","1.0","Pc(s)"
"","","DUS-IMLC0114-MOILD","1.0","Pc(s)"
"","","IBOX-12IMLCR0-MODNF","0.08333","Pc(s)"
"","","KB-MOLUHM-265K150","0.01041","Pc(s)"
"","","STIC-BCIMC2R1-MO","1.0","Pc(s)"
"L-IM12-W2.3G","5","CONT-LLR2-WMS","1.0","Pc(s)"
"","","CAPC-LLR2-WMS","1.0","Pc(s)"
"","","L-UM12-BULK","0.0023","kg"
"","","STIC-BTIML12R2-W","1.0","Pc(s)"
"","","KB-W200R1-W","0.00416","Pc(s)"
"","","DUS-IML12R1-WILD","1.0","Pc(s)"
"","","IBOX-12IMLR1-WDNF","0.08333","Pc(s)"
"FM-MSSO-EM","2","MASQ-EMFMSR1-X","1.0","Pc(s)"
"L-IMC010-MO6,5G","5","L-IMC010-BULK","0.0065","kg"
"","","BOTO-PIMLCR1-MO","1.0","Pc(s)"
"","","CAPA-IMLCR0-MO","1.0","Pc(s)"
"","","STIC-BIMLC10R1-MOMSF","1.0","Pc(s)"
"","","DUS-IMLC0114-MOILD","1.0","Pc(s)"
"","","STIC-BCIMC10R1-MO","1.0","Pc(s)"
"","","IBOX-12IMLCR0-MODNF","0.08333","Pc(s)"
"","","KB-MOLUHM-265K150","0.01042","Pc(s)"
"SS-UVSDS-W","3","PLAS-VCUVSTR0-W","1.0","Pc(s)"
"","","KB-WOMEGAR1-W","0.03571","Pc(s)"
"","","PAP-UVSESGR1-W","1.0","Pc(s)"
"","","SS-UVSDS-BULK","0.04","kg"
"","","TUBE-UVSGMR0-W","1.0","Pc(s)"
"MY-RLLL16-W","1","KB-W200R1-W","0.00417","Pc(s)"
"","","STIC-PALLR0-WM","1.0","Pc(s)"
"","","L-LL16-W2.3G","1.0","Pc(s)"
"FM-MAV-EM","2","MASQ-EMFMAVR1-X","1.0","Pc(s)"
"SS-UVSDS-W","5","PAP-UVSESGR5-W","1.0","Pc(s)"
"","","PLAS-VCUVST3I1R0-W","1.0","Pc(s)"
"","","KB-W200R1-W","0.03571","Pc(s)"
"","","TUBE-UVSGMR0-W","1.0","Pc(s)"
"","","SS-UVSDS-BULK","0.04","kg"
"MY-RLLL19-W","1","L-LL19-W2.3G","1.0","Pc(s)"
"","","STIC-PALLR0-WM","1.0","Pc(s)"
"","","KB-W200R1-W","0.00417","Pc(s)"
"MY-RRLLL11-W","1","KB-W200R1-W","0.00417","Pc(s)"
"","","L-LL11-W2.3G","1.0","Pc(s)"
"","","STIC-PALLR0-WM","1.0","Pc(s)"
"L-IMC008-MO6,5G","7","STIC-BCIMC8R1-MO","1.0","Pc(s)"
"","","L-IMC008-BULK","0.0065","kg"
"","","BOTO-PIMLCR1-MO","1.0","Pc(s)"
"","","CAPA-IMLCR0-MO","1.0","Pc(s)"
"","","STIC-BIMLC08R1-MOMSF","1.0","Pc(s)"
"","","DUS-IMLC0114-MOILD","1.0","Pc(s)"
"","","IBOX-12IMLCR0-MODNF","0.08333","Pc(s)"
"","","KB-MOLUHM-265K150","0.01041","Pc(s)"
"EB-DMCL-MO","3","STIC-BTBDMCLR0-MOPPW","1.0","Pc(s)"
"","","PLU-BDMR0-MOPE","1.0","Pc(s)"
"","","DUS-BDMCLR0-MOILD","1.0","Pc(s)"
"","","IBOX-12MOAR0-D310","0.08333","Pc(s)"
"","","BOTO-BDMR0-MOPTG","1.0","Pc(s)"
"","","CAPA-BDMR1-MOABS","1.0","Pc(s)"
"","","KB-MOGCR0-MO","0.01389","Pc(s)"
"","","EB-DMCL-BULK","0.0065","kg"
"CUS-IPMB14-W15G","3","INSP-MBC14CR1-W","1.0","Pc(s)"
"L-IM13-W2.3G","2","KB-W200R1-W","0.00417","Pc(s)"
"","","STIC-BTIML13R2-W","1.0","Pc(s)"
"","","IBOX-12IMLR1-WDNF","0.08333","Pc(s)"
"","","DUS-IML13R0-WILD","1.0","Pc(s)"
"","","CAPC-LLR2-WMS","1.0","Pc(s)"
"","","CONT-LLR2-WMS","1.0","Pc(s)"
"","","L-IM13-BULK","0.0023","kg"
"L-IMC011-MO6,5G","5","L-IMC011-BULK","0.0065","kg"
"","","BOTO-PIMLCR1-MO","1.0","Pc(s)"
"","","CAPA-IMLCR0-MO","1.0","Pc(s)"
"","","STIC-BIMLC11R1-MOMSF","1.0","Pc(s)"
"","","DUS-IMLC0114-MOILD","1.0","Pc(s)"
"","","STIC-BCIMC11R1-MO","1.0","Pc(s)"
"","","IBOX-12IMLCR0-MODNF","0.08333","Pc(s)"
"","","KB-MOLUHM-265K150","0.01042","Pc(s)"
"TC-R3LLF06-W","4","TC-R3LLF06-BULK","0.012","kg"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","CONT-LTCSR0-WRL","1.0","Pc(s)"
"","","GODE-TWC5,4B-SM-P","1.0","Pc(s)"
"","","PLAS-DMTWCEWNL-D608M","1.0","Pc(s)"
"","","STIC-BLPL06R0-W","1.0","Pc(s)"
"","","KB-W12X250R1-W","0.02778","Pc(s)"
"","","DUS-LPL06R2-W","1.0","Pc(s)"
"EL-W1W-WTA","4","ELP-WHR1W-TCS","1.0","Pc(s)"
"L-IMC013-MO6,5G","4","L-IMC013-BULK","0.0065","kg"
"","","BOTO-PIMLCR1-MO","1.0","Pc(s)"
"","","CAPA-IMLCR0-MO","1.0","Pc(s)"
"","","STIC-BIMLC13R1-MOMSF","1.0","Pc(s)"
"","","DUS-IMLC0114-MOILD","1.0","Pc(s)"
"","","STIC-BCIMLC13R1-MOPP","1.0","Pc(s)"
"","","IBOX-12IMLCR0-MODNF","0.08333","Pc(s)"
"","","KB-MOLUHM-265K150","0.01042","Pc(s)"
"TC-RE02-W","5","STIC-BTETC2R0-WRL","1.0","Pc(s)"
"","","KB-W12X250R1-W","0.03333","Pc(s)"
"","","PLAS-DMTWCEWNL-D608M","1.0","Pc(s)"
"","","DUS-ETWC2R2-WRL","1.0","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","GODE-CPTZB-SMD59A-P","1.0","Pc(s)"
"","","CONT-ETWCRLR0-WASBS","1.0","Pc(s)"
"","","TC-PC08-BULK","0.012","kg"
"ES-W0N-W3,3GR","3","PS-PVCEESBOR1-WPVC","1.0","Pc(s)"
"","","KB-W6040R1-KMM125BF","0.00833","Pc(s)"
"","","STIC-BOTESNR0-WPSM","1.0","Pc(s)"
"","","ES-W0N-01-RP-W1,1GR","1.0","Pc(s)"
"","","ES-W0N-02-RP-W1,1GR","1.0","Pc(s)"
"","","ES-W0N-03-RP-W1,1GR","1.0","Pc(s)"
"","","CONT-ESEW-SAN","1.0","Pc(s)"
"","","KUAS-ESSNBRWP2K-BT","1.0","Pc(s)"
"","","PLAS-DMEESBO-WPVC","1.0","Pc(s)"
"ES-W1B-W3,3GR","3","PS-PVCEESBOR1-WPVC","1.0","Pc(s)"
"","","STIC-BOTESBR0-WPSM","1.0","Pc(s)"
"","","CONT-ESEW-SAN","1.0","Pc(s)"
"","","KUAS-ESSNBRWP2K-BT","1.0","Pc(s)"
"","","PLAS-DMEESBO-WPVC","1.0","Pc(s)"
"","","KB-W6040R1-KMM125BF","0.00833","Pc(s)"
"","","ES-W1B-03-RP-W1,1GR","1.0","Pc(s)"
"","","ES-W1B-02-RP-W1,1GR","1.0","Pc(s)"
"","","ES-W1B-01-RP-W1,1GR","1.0","Pc(s)"
"ES-W1D-W3,3GR","3","PLAS-DMEESBO-WPVC","1.0","Pc(s)"
"","","ES-W1D-01-RP-W1,1GR","1.0","Pc(s)"
"","","ES-W1D-02-RP-W1,1GR","1.0","Pc(s)"
"","","ES-W1D-03-RP-W1,1GR","1.0","Pc(s)"
"","","CONT-ESEW-SAN","1.0","Pc(s)"
"","","KUAS-ESSNBRWP2K-BT","1.0","Pc(s)"
"","","STIC-BOTESDR0-WPSM","1.0","Pc(s)"
"","","KB-W6040R1-KMM125BF","0.00833","Pc(s)"
"","","PS-PVCEESBOR1-WPVC","1.0","Pc(s)"
"M-AGDC-W30GR","7","POT-GRYDC30R1-W","1.0","Pc(s)"
"","","PLU-PGRY30R1-W","1.0","Pc(s)"
"","","M-AGDC-BULK","0.0308","kg"
"","","DUS-RYAADCCR1-WIMVG","1.0","Pc(s)"
"","","KB-GKMK-W","0.04167","Pc(s)"
"","","CAPP-PGSMR0-W","1.0","Pc(s)"
"ES-W1E-W3,3GR","3","ES-W1E-02-RP-W1,1GR","1.0","Pc(s)"
"","","ES-W1E-03-RP-W1,1GR","1.0","Pc(s)"
"","","ES-W1E-01-RP-W1,1GR","1.0","Pc(s)"
"","","CONT-ESEW-SAN","1.0","Pc(s)"
"","","PS-PVCEESBOR1-WPVC","1.0","Pc(s)"
"","","KB-W6040R1-KMM125BF","0.00833","Pc(s)"
"","","STIC-BOTESER0-WPSM","1.0","Pc(s)"
"","","PLAS-DMEESBO-WPVC","1.0","Pc(s)"
"","","KUAS-ESSNBRWP2K-BT","1.0","Pc(s)"
"ES-W1F-W3,3GR","3","ES-W1F-03-RP-W1,1GR","1.0","Pc(s)"
"","","KB-W6040R1-KMM125BF","0.00833","Pc(s)"
"","","PS-PVCEESBOR1-WPVC","1.0","Pc(s)"
"","","STIC-BOTESFR0-WPSM","1.0","Pc(s)"
"","","PLAS-DMEESBO-WPVC","1.0","Pc(s)"
"","","KUAS-ESSNBRWP2K-BT","1.0","Pc(s)"
"","","CONT-ESEW-SAN","1.0","Pc(s)"
"","","ES-W1F-02-RP-W1,1GR","1.0","Pc(s)"
"","","ES-W1F-01-RP-W1,1GR","1.0","Pc(s)"
"FT-TBS-EM50ML","4","FT-TBS-BULK","0.05","kg"
"","","BOTS-TBSFT50R0-EM","1.0","Pc(s)"
"","","PLU-BL100NAT-ULDPE","1.0","Pc(s)"
"","","CAP-BL100NAT-UPP","1.0","Pc(s)"
"","","KB-ECR0-KMM125","0.01786","Pc(s)"
"HC-P1A2-P5","2","STIC-PPCMCALHGP-88SV","1.0","Pc(s)"
"","","KB-PO5-P-P","0.5","Pc(s)"
"","","PLU-JC5LLDPE-NTR","1.0","Pc(s)"
