DC,BRAND,CAT1,CAT4,ODOO CODE,CORPORATE CODE,BARCODE,ITEM NAME,GT PRICE,QOH,RESERVED (QTY),AVAILABLE (QTY),QOH (Rp),RESERVED (Rp),AVAILABLE (Rp),EXPIRED DATE
DC ACEH,CRYSTALLURE,FACE MAKE UP,CRYSTALLURE TWC,02844,TC-CPLS03-W,8993137704540,CRYSTALLURE PRECIOUS LUMINIZING SILK POWDER FOUNDATION 13 BEIGE 12 G,167567.57,4,0,4,670270.28,0,670270.28,
DC ACEH,CRYSTALLURE,FACE MAKE UP,CRYSTALLURE TWC,02845,TC-CPLS04-W,8993137704557,CRYSTALLURE PRECIOUS LUMINIZING SILK POWDER FOUNDATION 14 CREME 12 G,167567.57,2,0,2,335135.14,0,335135.14,
DC ACEH,CRYSTALLURE,FACE MAKE UP,CRYSTALLURE TWC,02843,TC-CPLS02-W,8993137704533,CRYSTALLURE PRECIOUS LUMINIZING SILK POWDER FOUNDATION 12 IVORY 12 G,167567.57,20,0,20,3351351.4,0,3351351.4,
DC ACEH,CRYSTALLURE,FACE MAKE UP,CRYSTALLURE TWC,02842,TC-CPLS01-W,8993137704526,CRYSTALLURE PRECIOUS LUMINIZING SILK POWDER FOUNDATION 11 FAIR 12 G,167567.57,3,0,3,502702.71,0,502702.71,
DC ACEH,EMINA,FACE MOISTURIZER,EMINA MASQUERADE SHEET MASK,03130,FM-MGRA-EM,8993137708999,EMINA MASQUERADE FACE MASK GRAPEFRUIT 23 G,13063.06,24,0,24,313513.44,0,313513.44,
DC ACEH,EMINA,FACE MOISTURIZER,EMINA MASQUERADE SHEET MASK,03128,FM-MCAC-EM,8993137708982,EMINA MASQUERADE FACE MASK CACTUS 23 G,13063.06,48,0,48,627026.88,0,627026.88,
DC ACEH,EMINA,LIP MAKE UP,EMINA SQUEEZE ME UP LIP MATTE,02911,L-SMULMA-EM,8993137709620,EMINA SQUEEZE ME UP LIP MATTE 01 HAVE A PICNIC 6.5 G,50450.45,76,0,76,3834234.2,0,3834234.2,
DC ACEH,EMINA,LIP MAKE UP,EMINA SQUEEZE ME UP LIP MATTE,02914,L-SMULMD-EM,8993137709651,EMINA SQUEEZE ME UP LIP MATTE 04 LIL DANCING 6.5 G,50450.45,307,0,307,15488288.15,0,15488288.15,
DC ACEH,EMINA,FACE MAKE UP,EMINA BARE WITH ME MINERAL MILD FOUNDATION,02454,F-BWMM04-EM,8993137707879,EMINA BARE WITH ME MINERAL MILD FOUNDATION 04 MOCCA 30 ML,71171.17,84,0,84,5978378.28,0,5978378.28,
DC ACEH,EMINA,LIP MAKE UP,EMINA SQUEEZE ME UP LIP GLASS,02915,L-SMULGA-EM,8993137709668,EMINA SQUEEZE ME UP LIP GLASS 01 SURF N’ SLIDE 6.5 G,50450.45,269,0,269,13571171.05,0,13571171.05,
DC ACEH,EMINA,LIP MAKE UP,EMINA SQUEEZE ME UP LIP GLASS,02916,L-SMULGB-EM,8993137709675,EMINA SQUEEZE ME UP LIP GLASS 02 STARGAZE 6.5 G,50450.45,65,0,65,3279279.25,0,3279279.25,
DC ACEH,EMINA,FACE MOISTURIZER,EMINA CAPSULE TREAT GEL MASK,02900,FM-CTWOGT-EM,8993137707916,EMINA CAPSULE TREAT GEL MASK GREEN TEA 10 ML,18018.02,20,0,20,360360.4,0,360360.4,
DC ACEH,EMINA,FACE MOISTURIZER,EMINA CAPSULE TREAT SLEEPING MASK,02902,FM-CTGMR-EM,8993137707930,EMINA CAPSULE TREAT SLEEPING MASK RICE 10 ML,18018.02,882,0,882,15891893.64,0,15891893.64,
DC ACEH,EMINA,FACE MAKE UP,EMINA SQUEEZE ME UP LIQUID CONCEALER,02910,CON-SMULCC-EM,8993137709613,EMINA SQUEEZE ME UP LIQUID CONCEALER CARAMEL 8 G,50450.45,21,0,21,1059459.45,0,1059459.45,
DC ACEH,EMINA,FACE MOISTURIZER,EMINA CAPSULE TREAT SLEEPING MASK,02903,FM-CTGMC-EM,8993137707947,EMINA CAPSULE TREAT SLEEPING MASK CUCUMBER 10 ML,18018.02,1389,0,1389,25027029.78,0,25027029.78,
DC ACEH,EMINA,LIP MAKE UP,EMINA SQUEEZE ME UP LIP MATTE,02913,L-SMULMC-EM,8993137709644,EMINA SQUEEZE ME UP LIP MATTE 03 CITY CYCLING 6.5 G,50450.45,49,0,49,2472072.05,0,2472072.05,
DC ACEH,EMINA,EYE MAKE UP,EMINA AGENT OF BROW,00821,EB-ABBR-EM1.2GR,8993137691727,EMINA AGENT OF BROW BROWN 1.2 GR (PC(S)),29729.73,6,0,6,178378.38,0,178378.38,
DC ACEH,EMINA,FACE MOISTURIZER,EMINA CAPSULE TREAT GEL MASK,02899,FM-CTWOH-EM,8993137707909,EMINA CAPSULE TREAT GEL MASK HONEY 10 ML,18018.02,41,0,41,738738.82,0,738738.82,
DC ACEH,MAKE OVER,LIP MAKE UP,MAKE OVER CLIQUEMATTE,01624,L-CQS203-MO2G,8993137699976,MAKE OVER CLIQUEMATTE LIP STYLO 203 CRUSH 2 G,103603.6,36,0,36,3729729.6,0,3729729.6,
DC ACEH,PUTRI,HAIR TONIC,PUTRI HAIR TONIC,00313,HT-P1G1-P5,8993137250047,"HAIR TONIC NORMAL TO OILY HAIR (GREEN), 5 L",269369.37,14,0,14,3771171.18,0,3771171.18,
DC ACEH,WARDAH,FACE CLEANSER,WARDAH HYDRA ROSE PETAL INFUSED TONER,02527,FT-RIHT-W,8993137708739,WARDAH HYDRA ROSE PETAL INFUSED TONER 100 ML,110360.37,129,0,129,14236487.73,0,14236487.73,
DC ACEH,WARDAH,FACE MAKE UP,WARDAH COLORFIT POWDER FOUNDATION REFILL,03155,TWC-CLFTRH-W,8993137713528,WARDAH COLORFIT VELVET POWDER FOUNDATION REFILL 52N ALMOND 11 G,43693.69,83,0,83,3626576.27,0,3626576.27,
DC AMBON,CRYSTALLURE,FACE MAKE UP,CRYSTALLURE TWC,02842,TC-CPLS01-W,8993137704526,CRYSTALLURE PRECIOUS LUMINIZING SILK POWDER FOUNDATION 11 FAIR 12 G,167567.57,11,0,11,1843243.27,0,1843243.27,
DC AMBON,CRYSTALLURE,FACE MAKE UP,CRYSTALLURE TWC,02845,TC-CPLS04-W,8993137704557,CRYSTALLURE PRECIOUS LUMINIZING SILK POWDER FOUNDATION 14 CREME 12 G,167567.57,5,0,5,837837.85,0,837837.85,
DC AMBON,EMINA,LIP MAKE UP,EMINA SQUEEZE ME UP LIP MATTE,02911,L-SMULMA-EM,8993137709620,EMINA SQUEEZE ME UP LIP MATTE 01 HAVE A PICNIC 6.5 G,50450.45,14,0,14,706306.3,0,706306.3,
DC AMBON,EMINA,FACE MAKE UP,EMINA BARE WITH ME MINERAL MILD FOUNDATION,02451,F-BWMM01-EM,8993137707848,EMINA BARE WITH ME MINERAL MILD FOUNDATION 01 LIGHT 30 ML,71171.17,2,0,2,142342.34,0,142342.34,
DC AMBON,EMINA,FACE MAKE UP,EMINA BARE WITH ME MINERAL MILD FOUNDATION,02453,F-BWMM03-EM,8993137707862,EMINA BARE WITH ME MINERAL MILD FOUNDATION 03 CARAMEL 30 ML,71171.17,22,0,22,1565765.74,0,1565765.74,
DC AMBON,EMINA,FACE MAKE UP,EMINA BARE WITH ME MINERAL LOOSE POWDER,01888,B-RBMLP01-EM,8993137691345,EMINA BARE WITH ME MINERAL LOOSE POWDER 01 FAIR 8 G,51801.8,6,0,6,310810.8,0,310810.8,
DC AMBON,EMINA,FACE MAKE UP,EMINA BARE WITH ME MINERAL LOOSE POWDER,01889,B-RBMLP02-EM,8993137691352,EMINA BARE WITH ME MINERAL LOOSE POWDER 02 LIGHT BEIGE 8 G,51801.8,5,0,5,259009,0,259009,
DC AMBON,EMINA,FACE MAKE UP,EMINA SEBUM FIGHTER LOOSE POWDER,01923,B-SFLP-EM8G,8993137702034,EMINA SEBUM FIGHTER LOOSE POWDER 8 G,54954.95,16,0,16,879279.2,0,879279.2,
DC AMBON,EMINA,EYE MAKE UP,EMINA SQUEEZE ME UP BROWCARA,02907,EB-SMUEMC-EM,8993137711586,EMINA SQUEEZE ME UP BROWCARA CLEAR 8 G,50450.45,19,0,19,958558.55,0,958558.55,
DC AMBON,EMINA,EYE MAKE UP,EMINA SQUEEZE ME UP BROWCARA,02905,EB-SMUEMB-EM,8993137709583,EMINA SQUEEZE ME UP BROWCARA ASHY 8 G,50450.45,10,0,10,504504.5,0,504504.5,
DC AMBON,EMINA,LIP MAKE UP,EMINA SQUEEZE ME UP LIP MATTE,02914,L-SMULMD-EM,8993137709651,EMINA SQUEEZE ME UP LIP MATTE 04 LIL DANCING 6.5 G,50450.45,23,0,23,1160360.35,0,1160360.35,
DC AMBON,EMINA,FACE MAKE UP,EMINA CHEEK LIT HIGHLIGHTER STICK,02878,BO-CLBSNT-EM,8993137708968,EMINA CHEEK LIT HIGHLIGHTER STICK NUDETWINKLE 7 G,48648.65,7,0,7,340540.55,0,340540.55,
DC AMBON,EMINA,FACE MAKE UP,EMINA CHEEK LIT BLUSH STICK,02876,BO-CLBSPI-EM,8993137708944,EMINA CHEEK LIT BLUSH STICK PINK 7 G,48648.65,16,0,16,778378.4,0,778378.4,
DC AMBON,EMINA,LIP MAKE UP,EMINA SQUEEZE ME UP LIP MATTE,02913,L-SMULMC-EM,8993137709644,EMINA SQUEEZE ME UP LIP MATTE 03 CITY CYCLING 6.5 G,50450.45,8,0,8,403603.6,0,403603.6,
DC AMBON,EMINA,FACE MOISTURIZER,EMINA CLAY MASK,02475,FM-CMSS-EM,8993137708104,EMINA CLAY MASK SOOTHE & SMOOTH 60 ML,37387.39,10,0,10,373873.9,0,373873.9,
DC AMBON,EMINA,LIP MAKE UP,EMINA SQUEEZE ME UP LIP MATTE,02912,L-SMULMB-EM,8993137709637,EMINA SQUEEZE ME UP LIP MATTE 02 BAKE A COOKIE 6.5 G,50450.45,12,0,12,605405.4,0,605405.4,
DC AMBON,EMINA,FACE MOISTURIZER,EMINA ALOE VERA GEL,02033,HBL-AVG-EM,8993137702201,EMINA ALOE VERA GEL 60 ML,26576.58,14,0,14,372072.12,0,372072.12,
DC AMBON,EMINA,FACE MOISTURIZER,EMINA FACE MASK,01266,FM-GS-EM60ML,8993137693509,EMINA GRAPE SEED OLIVE FACE MASK 60 ML (PC(S)),36486.49,10,0,10,364864.9,0,364864.9,
DC AMBON,EMINA,FACE CLEANSER,EMINA SKIN BUDDY FACE WASH,02836,FW-SBRDBR-EM,8993137711265,EMINA SKIN BUDDY DOT BURST FACE WASH 60 ML,17747.75,12,0,12,212973,0,212973,
DC AMBON,EMINA,COLOGNE,EMINA BODY MIST,02093,BP-BMSSN2-EM,8993137704243,EMINA BODY MIST OCEAN MIST 10 ML,19819.82,1,0,1,19819.82,0,19819.82,
DC AMBON,EMINA,FACE MOISTURIZER,EMINA FACE MASK,01649,FM-SL-EM60ML,8993137693530,EMINA CRANBERRY JUICE FACE MASK 60 ML,36486.49,4,0,4,145945.96,0,145945.96,
DC AMBON,EMINA,FACE CLEANSER,EMINA MS. PIMPLE TONER,01910,FT-PHAS-EM50ML,8993137702003,EMINA MS. PIMPLE ACNE SOLUTION FACE TONER 50 ML,20720.73,20,0,20,414414.6,0,414414.6,
DC AMBON,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY UNDER EYE CONCEALER,01959,CON-RPP03-MO,8993137702812,MAKE OVER POWERSTAY UNDER EYE PERFECTING CONCEALER 30 LIGHT-MEDIUM 1.8 ML,117117.12,3,0,3,351351.36,0,351351.36,
DC AMBON,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW POWDER,00622,ES-SPS-MO2G,8993137683500,MAKE OVER SPARKLING POWDER SILVER 2 G (PC(S)),58558.56,4,0,4,234234.24,0,234234.24,
DC AMBON,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY UNDER EYE CONCEALER,01958,CON-RPP02-MO,8993137702805,MAKE OVER POWERSTAY UNDER EYE PERFECTING CONCEALER 20 LIGHT 1.8 ML,117117.12,6,0,6,702702.72,0,702702.72,
DC AMBON,MAKE OVER,LIP MAKE UP,MAKE OVER LIP COLOR PALETTE,00692,"L-PPP03-MO5X1,7G",8993137692281,"MAKE OVER LIP COLOR PALETTE POPROCK PEACH 03 5X1,7 G (PC(S))",128828.83,12,0,12,1545945.96,0,1545945.96,
DC AMBON,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY TWC,01587,TC-PMN10-MO12G,8993137699716,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N10 MARBLE 12 G,169369.37,6,0,6,1016216.22,0,1016216.22,
DC AMBON,MAKE OVER,LIP MAKE UP,MAKE OVER LIP COLOR PALETTE,00693,"L-PRR01-MO5X1,7G",8993137683418,"MAKE OVER LIP COLOR PALETTE RETRO RED 01 5X1,7 G (PC(S))",128828.83,7,0,7,901801.81,0,901801.81,
DC AMBON,MAKE OVER,FACE MAKE UP,MAKE OVER HYDRASTAY GLOW CUSHION,02828,CUS-HLGNN50-MO,8993137708678,MAKE OVER HYDRASTAY LITE GLOW CUSHION N50 TAN 15 G,193693.69,11,0,11,2130630.59,0,2130630.59,
DC AMBON,MAKE OVER,FACE MAKE UP,MAKE OVER HIGHLIGHT & CONTOUR PALETTE,00976,"TC-PPHC-MO8X3,5G",8993137693707,"MAKE OVER PROFESSIONAL HIGHLIGHT & CONTOUR PALETTE 8 X 3,5 G (PC(S))",289189.19,18,0,18,5205405.42,0,5205405.42,
DC AMBON,MAKE OVER,FACE MAKE UP,MAKE OVER HYDRASTAY GLOW CUSHION,02823,CUS-HLGNC21-MO,8993137708623,MAKE OVER HYDRASTAY LITE GLOW CUSHION C21 PINK IVORY 15 G,193693.69,7,0,7,1355855.83,0,1355855.83,
DC AMBON,MAKE OVER,FACE MAKE UP,MAKE OVER LIQUID FOUNDATION,00534,F-LUC09-MO33ML,8993137692687,MAKE OVER ULTRA COVER LIQUID MATT FOUNDATION 09 CRÈME ROSE 33 ML (PC(S)),133333.33,20,0,20,2666666.6,0,2666666.6,
DC AMBON,OMG,LIP MAKE UP,OMG OH MY GLAM MATTE KISS LIP CREAM,80001,L-MLCA-OMG,8993137710282,OMG OH MY GLAM MATTE KISS LIP CREAM 01 DREAMY 3.5 G,18198.2,12,0,12,218378.4,0,218378.4,
DC AMBON,PUTRI,HAIR TEXTURE,PUTRI PLATINUM PUSTREITE,00336,LU-P1P3P-P720,8993137683784,PUTRI PLATINUM PUSTREITE STEP 1 720 ML (PC(S)),80180.18,10,0,10,801801.8,0,801801.8,
DC AMBON,PUTRI,HAIR TONIC,PUTRI HAIR TONIC,00308,HT-P1Y1-P2,8993137250023,"HAIR TONIC NORMAL HAIR (YELLOW), 2 L",126576.58,3,0,3,379729.74,0,379729.74,
DC AMBON,PUTRI,SHAMPOO,PUTRI SHAMPOO,00367,S-P1L-P2,8993137180528,PUTRI PURE CLEAN SHAMPOO LEMON 2 L (PC(S)),75225.23,2,0,2,150450.46,0,150450.46,
DC AMBON,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP PAINT,02933,L-SLWCC-W,8993137712446,WARDAH COLORFIT LAST ALL DAY LIP PAINT 10 FOREVER MAUVE 4.2 G,59459.46,4,0,4,237837.84,0,237837.84,
DC AMBON,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL TWC EXTRA COVER,02378,TC-RR3LEC03-W,8993137691130,WARDAH REFILL LIGHTENING POWDER FOUNDATION EXTRA COVER 03 SHEER PINK 10 G,36036.04,26,0,26,936937.04,0,936937.04,
DC AMBON,WARDAH,FACE MOISTURIZER,WARDAH NATURE DAILY CAPSULE MASK,02320,FM-NDOPB-W,8993137706674,WARDAH NATURE DAILY ORANGE POMELO BRIGHTENING WASH OFF CAPSULE MASK 10 ML,18918.92,3,0,3,56756.76,0,56756.76,
DC AMBON,WARDAH,FACE MAKE UP,WARDAH LIGHTENING TWC EXTRA COVER,02365,TC-R3LEC01-W,8993137691000,WARDAH LIGHTENING POWDER FOUNDATION EXTRA COVER 01 LIGHT BEIGE 10 G,52702.7,11,0,11,579729.7,0,579729.7,
DC AMBON,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP PAINT,02937,L-SLWCG-W,8993137712484,WARDAH COLORFIT LAST ALL DAY LIP PAINT 01 PEACH TILL DROP 4.2 G,59459.46,2,0,2,118918.92,0,118918.92,
DC AMBON,WARDAH,FACE MAKE UP,WARDAH LIGHTENING TWC EXTRA COVER,02367,TC-R3LEC03-W,8993137691024,WARDAH LIGHTENING POWDER FOUNDATION EXTRA COVER 03 SHEER PINK 10 G,52702.7,6,0,6,316216.2,0,316216.2,
DC AMBON,WARDAH,FACE CLEANSER,WARDAH HYDRA ROSE PETAL INFUSED TONER,02527,FT-RIHT-W,8993137708739,WARDAH HYDRA ROSE PETAL INFUSED TONER 100 ML,110360.37,26,0,26,2869369.62,0,2869369.62,
DC AMBON,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL BB CAKE,01655,TC-RLPGBB03-W11GR,8993137700221,WARDAH REFILL LIGHTENING BB CAKE POWDER 03 NATURAL 11 GR,35135.14,2,0,2,70270.28,0,70270.28,
DC AMBON,WARDAH,FACE CLEANSER,WARDAH CRYSTAL SECRET EXFOLIATING LOTION,00291,FT-WSEL-W150ML,8993137684606,WARDAH WHITE SECRET EXFOLIATING LOTION 150 ML (PC(S)),64864.86,3,0,3,194594.58,0,194594.58,
DC AMBON,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL TWC LIGHT FEEL,02382,TC-RR3LLF03-W,8993137685719,WARDAH REFILL LIGHTENING POWDER FOUNDATION LIGHT FEEL 03 SHEER PINK 12 G,32432.43,9,0,9,291891.87,0,291891.87,
DC AMBON,WARDAH,LIP MAKE UP,WARDAH LIPSTICK INTENSE MATTE,01436,L-IM13-W2.3G,8993137698573,WARDAH INTENSE MATTE LIPSTICK 13 YUMMY BROWNIE 2.3 G (PC(S)),42792.79,16,0,16,684684.64,0,684684.64,
DC AMBON,WARDAH,LIP MAKE UP,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK,02161,L-CUM01-W,8993137705905,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 01 PARFAIT PINK 3.6 G,40990.99,6,0,6,245945.94,0,245945.94,
DC AMBON,WARDAH,FACE MAKE UP,WARDAH EVERYDAY REFILL COMPACT POWDER,00209,B-W3RELCP01-W14G,8993137680233,WARDAH REFILL EVD LUM COMPACT POWDER 01 LIGHT BEIGE 14 G (PC(S)),28378.38,53,0,53,1504054.14,0,1504054.14,
DC BALI,EMINA,FACE MAKE UP,EMINA BARE WITH ME MINERAL MILD FOUNDATION,02454,F-BWMM04-EM,8993137707879,EMINA BARE WITH ME MINERAL MILD FOUNDATION 04 MOCCA 30 ML,71171.17,9,0,9,640540.53,0,640540.53,
DC BALI,EMINA,LIP MAKE UP,EMINA CREAMATTE,01678,L-CM13-EM5.5GR,8993137700573,EMINA CREAMATTE 13 BEET BITES 5.5 GR,43243.24,1,0,1,43243.24,0,43243.24,
DC BALI,EMINA,LIP MAKE UP,EMINA CREAMATTE,01101,L-CM04-EM5.5GR,8993137694339,EMINA CREAMATTE 04 FROSTBITE 5.5 GR (PC(S)),43243.24,5,0,5,216216.2,0,216216.2,
DC BALI,EMINA,FACE MAKE UP,EMINA BARE WITH ME MINERAL MILD FOUNDATION,02451,F-BWMM01-EM,8993137707848,EMINA BARE WITH ME MINERAL MILD FOUNDATION 01 LIGHT 30 ML,71171.17,5,0,5,355855.85,0,355855.85,
DC BALI,EMINA,LIP MAKE UP,EMINA CREAMATTE,01679,L-CM14-EM5.5GR,8993137700580,EMINA CREAMATTE 14 GINGERALE 5.5 GR,43243.24,2,0,2,86486.48,0,86486.48,
DC BALI,EMINA,LIP MAKE UP,EMINA SMOOCHIES LIP BALM,01042,LB-SCJ-EM3.7GR,8993137691772,EMINA SMOOCHIES LIP BALM CUCUMBER JUICE 3.7 GR (PC(S)),27477.48,2,0,2,54954.96,0,54954.96,
DC BALI,EMINA,FACE MAKE UP,EMINA CITY CHIC CC CAKE,00784,TC-CCP-EM12GR,8993137691437,EMINA CITY CHIC CC CAKE PEACH 12 GR (PC(S)),45945.95,1,0,1,45945.95,0,45945.95,
DC BALI,EMINA,LIP MAKE UP,EMINA CREAMATTE,01677,L-CM12-EM5.5GR,8993137700566,EMINA CREAMATTE 12 PERKY PLUM 5.5 GR,43243.24,6,0,6,259459.44,0,259459.44,
DC BALI,EMINA,LIP MAKE UP,EMINA CREAMATTE,01645,L-CM09-EM5.5GR,8993137700535,EMINA CREAMATTE 09 BABY FOX 5.5 GR,43243.24,6,0,6,259459.44,0,259459.44,
DC BALI,EMINA,FACE MAKE UP,EMINA BARE WITH ME MINERAL MILD FOUNDATION,02452,F-BWMM02-EM,8993137707855,EMINA BARE WITH ME MINERAL MILD FOUNDATION 02 NATURAL 30 ML,71171.17,5,0,5,355855.85,0,355855.85,
DC BALI,EMINA,LIP MAKE UP,EMINA MAGIC POTION,01641,LT-MPSM-EM5.5ML,8993137699433,EMINA MAGIC POTION 03 SMITTEN 5.5 ML,43243.24,1,0,1,43243.24,0,43243.24,
DC BALI,EMINA,FACE CLEANSER,EMINA MS. PIMPLE TONER,01910,FT-PHAS-EM50ML,8993137702003,EMINA MS. PIMPLE ACNE SOLUTION FACE TONER 50 ML,20720.73,2,0,2,41441.46,0,41441.46,
DC BALI,EMINA,FACE MOISTURIZER,EMINA ALOE VERA GEL,02033,HBL-AVG-EM,8993137702201,EMINA ALOE VERA GEL 60 ML,26576.58,1,0,1,26576.58,0,26576.58,
DC BALI,EMINA,FACE MOISTURIZER,EMINA AQUA INFUSED SLEEPING MASK,01648,FM-AIS-EM30G,8993137700092,EMINA AQUA INFUSED SLEEPING MASK 30 G,42342.34,1,0,1,42342.34,0,42342.34,
DC BALI,EMINA,FACE MAKE UP,EMINA CHEEK LIT PRESSED BLUSH,00777,BO-CLPPB-EM3.5GR,8993137691994,EMINA CHEEK LIT PRESSED BLUSH BITTERSWEET 3.5 GR (PC(S)),34684.68,1,0,1,34684.68,0,34684.68,
DC BALI,EMINA,LIP MAKE UP,EMINA CREAMATTE,01646,L-CM10-EM5.5GR,8993137700542,EMINA CREAMATTE 10 STARFISH 5.5 GR,43243.24,10,0,10,432432.4,0,432432.4,
DC BALI,EMINA,LIP MAKE UP,EMINA MAGIC POTION,02317,LT-MP05-EM,8993137706629,EMINA MAGIC POTION 05 SUMMER 5.5 ML,43243.24,2,0,2,86486.48,0,86486.48,
DC BALI,EMINA,LIP MAKE UP,EMINA CREAMATTE,01102,L-CM05-EM5.5GR,8993137694346,EMINA CREAMATTE 05 FLAMINGO 5.5 GR (PC(S)),43243.24,2,0,2,86486.48,0,86486.48,
DC BALI,EMINA,FACE MAKE UP,EMINA BARE WITH ME MINERAL MILD FOUNDATION,02453,F-BWMM03-EM,8993137707862,EMINA BARE WITH ME MINERAL MILD FOUNDATION 03 CARAMEL 30 ML,71171.17,6,0,6,427027.02,0,427027.02,
DC BALI,EMINA,LIP MAKE UP,EMINA CREAMATTE,01103,L-CM06-EM5.5GR,8993137694353,EMINA CREAMATTE 06 JELLY BEAN 5.5 GR (PC(S)),43243.24,9,0,9,389189.16,0,389189.16,
DC BALI,EMINA,FACE MAKE UP,EMINA BARE WITH ME MINERAL LOOSE POWDER,01889,B-RBMLP02-EM,8993137691352,EMINA BARE WITH ME MINERAL LOOSE POWDER 02 LIGHT BEIGE 8 G,51801.8,1,0,1,51801.8,0,51801.8,
DC BALI,EMINA,FACE MAKE UP,EMINA CITY CHIC CC CAKE,00783,TC-CCM-EM12GR,8993137691420,EMINA CITY CHIC CC CAKE MERINGUE 12 GR (PC(S)),45945.95,6,0,6,275675.7,0,275675.7,
DC BALI,EMINA,LIP MAKE UP,EMINA CREAMATTE,01082,L-CM03-EM5.5GR,8993137694322,EMINA CREAMATTE 03 MAUVELOUS 5.5 GR (PC(S)),43243.24,5,0,5,216216.2,0,216216.2,
DC BALI,EMINA,FACE MOISTURIZER,EMINA FACE MASK,01266,FM-GS-EM60ML,8993137693509,EMINA GRAPE SEED OLIVE FACE MASK 60 ML (PC(S)),36486.49,3,0,3,109459.47,0,109459.47,
DC BALI,EMINA,EYE MAKE UP,EMINA TOP SECRET EYEBROW,01018,EB-TS-EM2.9GR,8993137691734,EMINA TOP SECRET EYEBROW 2.9 GR (PC(S)),50000.0,2,0,2,100000,0,100000,
DC BALI,EMINA,LIP MAKE UP,EMINA LIQUID LIP SHINE,00795,L-LSCP-EM4.5ML,8993137692038,EMINA LIQUID LIP SHINE CARNATION PINK 4.5 ML (PC(S)),34234.24,4,0,4,136936.96,0,136936.96,
DC BALI,EMINA,LIP MAKE UP,EMINA GLOSSY STAIN,02397,L-GS03-EM,8993137707244,EMINA GLOSSY STAIN 03 CANDY RAIN 3 G,44594.59,1,0,1,44594.59,0,44594.59,
DC BALI,EMINA,LIP MAKE UP,EMINA CREAMATTE,01644,L-CM08-EM5.5GR,8993137700528,EMINA CREAMATTE 08 PUMPKIN SPICE 5.5 GR,43243.24,11,0,11,475675.64,0,475675.64,
DC BALI,EMINA,LIP MAKE UP,EMINA SMOOCHIES LIP BALM,01043,LB-SLN-EM3.7GR,8993137691765,EMINA SMOOCHIES LIP BALM LEMONADE 3.7 GR (PC(S)),27477.48,2,0,2,54954.96,0,54954.96,
DC BALI,EMINA,FACE MOISTURIZER,EMINA BEAUTY BLISS BB CREAM,01014,BBC-BBC-EM20ML,8993137693189,EMINA BEAUTY BLISS BB CREAM CARAMEL 20 ML (PC(S)),30180.18,4,0,4,120720.72,0,120720.72,
DC BALI,EMINA,FACE CLEANSER,EMINA BRIGHT STUFF WHIP FACE WASH,02520,FW-BSW-EM,8993137708883,EMINA BRIGHT STUFF WHIP FACE WASH 50 ML,18918.92,1,0,1,18918.92,0,18918.92,
DC BALI,EMINA,FACE MOISTURIZER,EMINA BEAUTY BLISS BB CREAM,00773,BBC-BBL-EM20ML,8993137691307,EMINA BEAUTY BLISS BB CREAM LIGHT 20 ML (PC(S)),30180.18,1,0,1,30180.18,0,30180.18,
DC BALI,INSTAPERFECT,LIP MAKE UP,INSTAPERFECT LIP CREAM,01998,L-IPMLMP07-W,8993137704410,INSTAPERFECT MATTESETTER LIP MATTE PAINT 07. DAZZLE 5.5 G,85585.59,2,0,2,171171.18,0,171171.18,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER LIP COLOR PALETTE,00693,"L-PRR01-MO5X1,7G",8993137683418,"MAKE OVER LIP COLOR PALETTE RETRO RED 01 5X1,7 G (PC(S))",128828.83,1,0,1,128828.83,0,128828.83,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CREAM MATTE,02791,L-TSIMLCPR-MO,8993137711432,MAKE OVER TITIES SAPOETRA INTENSE MATTE LIP CREAM PRIMROSE 6.5 G,96396.4,32,0,32,3084684.8,0,3084684.8,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CREAM MATTE,02792,L-TSIMLCW-MO,8993137711449,MAKE OVER TITIES SAPOETRA INTENSE MATTE LIP CREAM WILLOW 6.5 G,96396.4,17,0,17,1638738.8,0,1638738.8,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CREAM MATTE,02793,L-TSIMLCF-MO,8993137708128,MAKE OVER TITIES SAPOETRA INTENSE MATTE LIP CREAM FLEUR,96396.4,6,0,6,578378.4,0,578378.4,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER POWERSTAY LIP STAIN,02107,L-PVW04-MO,8993137705493,MAKE OVER POWERSTAY VIVID WATERLITE LIP STAIN A04 CORVETTE 5.5 G,98198.2,19,0,19,1865765.8,0,1865765.8,
