DC,BRAND,CAT1,CAT4,ODOO CODE,CORPORATE CODE,BARCODE,ITEM NAME,GT PRICE,QOH,RESERVED (QTY),AVAILABLE (QTY),QOH (Rp),RESERVED (Rp),AVAILABLE (Rp),EXPIRED DATE
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIP CREAM,01075,L-EMC09-W4GR,8993137694476,WARDAH EXCLUSIVE MATTE LIP CREAM 09 MAUVE ON 4 GR (PC(S)),57207.21,9,0,9,514864.89,0,514864.89,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIP CREAM,01076,L-EMC10-W4GR,8993137694483,WARDAH EXCLUSIVE MATTE LIP CREAM 10 BERRY PRETTY 4 GR (PC(S)),57207.21,3,0,3,171621.63,0,171621.63,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIP CREAM,01077,L-EMC11-W4GR,8993137694490,WARDAH EXCLUSIVE MATTE LIP CREAM 11 OH SO NUDE 4 GR (PC(S)),57207.21,1,0,1,57207.21,0,57207.21,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIP CREAM,04710,L-EMC11DP-W,8993137694490,WARDAH EXCLUSIVE MATTE LIP CREAM 11 OH SO NUDE ! 4G,57207.21,1,0,1,57207.21,0,57207.21,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIP CREAM,01078,L-EMC12-W4GR,8993137694506,WARDAH EXCLUSIVE MATTE LIP CREAM 12 PLUM IT UP 4 GR (PC(S)),57207.21,1,0,1,57207.21,0,57207.21,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIP CREAM,01222,L-EMC15-W4GR,8993137697217,WARDAH EXCLUSIVE MATTE LIP CREAM 15 PINKY PLUMISE 4 GR (PC(S)),57207.21,12,0,12,686486.52,0,686486.52,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIP CREAM,04714,L-EMC15DP-W,8993137697217,WARDAH EXCLUSIVE MATTE LIP CREAM 15 PINKY PLUMISE 4G,57207.21,2,0,2,114414.42,0,114414.42,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIP CREAM,01225,L-EMC18-W4GR,8993137697248,WARDAH EXCLUSIVE MATTE LIP CREAM 18 SATURDATE NIGHT 4 GR (PC(S)),57207.21,15,0,15,858108.15,0,858108.15,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH EVERYDAY LIP TINT,01534,L-EVCL03-W5.5G,8993137699532,WARDAH EVERYDAY CHEEK AND LIP TINT 03 PINK ON POINT! 5.5 G,41441.44,1,0,1,41441.44,0,41441.44,
DC MEDAN,WARDAH,HAND CLEANSING,WARDAH NATURE DAILY HAND WASH,02833,HBW-NDAHHWN2-W,8993137711548,WARDAH NATURE DAILY ALOE HYDRAMILD HAND WASH 250 ML,24324.33,27,0,27,656756.91,0,656756.91,
DC MEDAN,WARDAH,BODY WASH,WARDAH NATURE DAILY BODY WASH,02834,HBW-NDAHBW-W,8993137711531,WARDAH NATURE DAILY ALOE HYDRAMILD BODY WASH 250 ML,27477.48,2,0,2,54954.96,0,54954.96,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH LIPSTICK INTENSE MATTE,01124,L-IM06-W2.3G,8993137694810,WARDAH INTENSE MATTE LIPSTICK 06 BLOOMING PINK 2.3 G (PC(S)),42792.79,1,0,1,42792.79,0,42792.79,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH LIPSTICK INTENSE MATTE,01129,L-IM11-W2.3G,8993137694865,WARDAH INTENSE MATTE LIPSTICK 11 CHOCO TOWN 2.3 G (PC(S)),42792.79,2,0,2,85585.58,0,85585.58,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH LIPSTICK INTENSE MATTE,01130,L-IM12-W2.3G,8993137694872,WARDAH INTENSE MATTE LIPSTICK 12 LADY BURGUNDY 2.3 G (PC(S)),42792.79,3,0,3,128378.37,0,128378.37,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH LIPSTICK INTENSE MATTE,01436,L-IM13-W2.3G,8993137698573,WARDAH INTENSE MATTE LIPSTICK 13 YUMMY BROWNIE 2.3 G (PC(S)),42792.79,1,0,1,42792.79,0,42792.79,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH LIPSTICK INTENSE MATTE,01439,L-IM16-W2.3G,8993137698603,WARDAH INTENSE MATTE LIPSTICK 16 PECAN PIE 2.3 G (PC(S)),42792.79,1,0,1,42792.79,0,42792.79,
DC MEDAN,WARDAH,BODY LOTION,WARDAH NATURE DAILY HBL ALOE,01617,HBL-AHMG-W100ML,8993137695138,WARDAH NATURE DAILY ALOE HYDRAMILD MULTIFUNCTION GEL 100 ML,33333.34,5,0,5,166666.7,0,166666.7,
DC MEDAN,WARDAH,FACE CLEANSER,WARDAH NATURE DAILY SEAWEED BALANCING FACIAL WASH,01608,FW-SB-W60ML,8993137695022,WARDAH NATURE DAILY SEAWEED BALANCING FACIAL WASH 60 ML,18018.02,2,0,2,36036.04,0,36036.04,
DC MEDAN,WARDAH,FACE CLEANSER,WARDAH NATURE DAILY MINERAL+ CLARIFYING FACIAL FOAM,01621,FW-MCF-W60ML,8993137695183,WARDAH NATURE DAILY MINERAL+ CLARIFYING FACIAL FOAM 60 ML,18018.02,34,0,34,612612.68,0,612612.68,
DC MEDAN,WARDAH,FACE CLEANSER,WARDAH NATURE DAILY MINERAL+ CLARIFYING FACIAL FOAM,01631,FW-MCF-W100ML,8993137695220,WARDAH NATURE DAILY MINERAL+ CLARIFYING FACIAL FOAM 100 ML,25675.68,1,0,1,25675.68,0,25675.68,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH LIPSTICK LONG LASTING,01105,L-LL01-W2.3G,8993137694889,WARDAH LIPSTICK LONGLASTING 01 FABULOUS PEACH 2.3 G (PC(S)),44144.14,5,0,5,220720.7,0,220720.7,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH LIPSTICK LONG LASTING,01107,L-LL03-W2.3G,8993137694902,WARDAH LIPSTICK LONGLASTING 03 SIMPLY BROWN 2.3 G (PC(S)),44144.14,2,0,2,88288.28,0,88288.28,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH LIPSTICK LONG LASTING,01108,L-LL04-W2.3G,8993137694919,WARDAH LIPSTICK LONGLASTING 04 ANTIQUE PINK 2.3 G (PC(S)),42792.79,1,0,1,42792.79,0,42792.79,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH LIPSTICK LONG LASTING,01109,L-LL05-W2.3G,8993137694926,WARDAH LIPSTICK LONGLASTING 05 FUCHSIA FEVER 2.3 G (PC(S)),42792.79,1,0,1,42792.79,0,42792.79,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH LIPSTICK LONG LASTING,01110,L-LL06-W2.3G,8993137694933,WARDAH LIPSTICK LONGLASTING 06 DELICATE PINK 2.3 G (PC(S)),42792.79,2,0,2,85585.58,0,85585.58,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH LIPSTICK LONG LASTING,01112,L-LL08-W2.3G,8993137694957,WARDAH LIPSTICK LONGLASTING 08 RED VELVET 2.3 G (PC(S)),44144.14,4,0,4,176576.56,0,176576.56,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH LIPSTICK LONG LASTING,01114,L-LL10-W2.3G,8993137694971,WARDAH LIPSTICK LONGLASTING 10 STYLISH MOCCA 2.3 G (PC(S)),44144.14,1,0,1,44144.14,0,44144.14,
DC MEDAN,WARDAH,FACE CLEANSER,WARDAH CRYSTAL SECRET EXFOLIATING LOTION,00291,FT-WSEL-W150ML,8993137684606,WARDAH WHITE SECRET EXFOLIATING LOTION 150 ML (PC(S)),64864.86,1,0,1,64864.86,0,64864.86,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH LIPSTICK LONG LASTING,01117,L-LL13-W2.3G,8993137695008,WARDAH LIPSTICK LONGLASTING 13 CLASSIC BROWN 2.3 G (PC(S)),42792.79,1,0,1,42792.79,0,42792.79,
DC MEDAN,WARDAH,FACE CLEANSER,WARDAH HYDRA ROSE PETAL INFUSED TONER,02527,FT-RIHT-W,8993137708739,WARDAH HYDRA ROSE PETAL INFUSED TONER 100 ML,110360.37,4,0,4,441441.48,0,441441.48,
DC MEDAN,WARDAH,FACE CLEANSER,WARDAH CRYSTAL SECRET FACIAL SCRUB,00299,FS-WS-W50ML,8993137692328,WARDAH WHITE SECRET EXFOLIATING SCRUB 50 ML (PC(S)),22972.98,3,0,3,68918.94,0,68918.94,
DC MEDAN,WARDAH,FACE CLEANSER,WARDAH NATURE DAILY FACIAL SCRUB,01610,FS-SB-W60ML,8993137695039,WARDAH NATURE DAILY SEAWEED BALANCING FACIAL SCRUB 60 ML,14864.86,2,0,2,29729.72,0,29729.72,
DC MEDAN,WARDAH,FACE CLEANSER,WARDAH LIGHTENING FACIAL SCRUB,02434,FS-RLN2-W,8993137708449,WARDAH LIGHTENING GENTLE EXFOLIATOR 50 ML,17567.57,3,0,3,52702.71,0,52702.71,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH CRYSTAL SECRET SLEEPING MASK,01630,FM-WSHG-W30G,8993137699938,WARDAH WHITE SECRET HYDRAGLOW SLEEPING MASK 30 G,93693.7,4,0,4,374774.8,0,374774.8,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH RENEW YOU SLEEPING MASK,01615,FM-RYUL-W30G,8993137699945,WARDAH RENEW YOU HYDRAFIRM SLEEPING MASK 30 G,95495.5,2,0,2,190991,0,190991,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIPSTICK MOIST,02054,L-REMO20-W,8993137706292,WARDAH EXCLUSIVE MOIST LIPSTICK 20 PINK PEARL 3.5 G,39189.19,2,0,2,78378.38,0,78378.38,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH LIGHTENING FACIAL MASK,02426,FM-RLN2-W,8993137708456,WARDAH LIGHTENING BLUE CLAY MASK 50 G,18018.02,2,0,2,36036.04,0,36036.04,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH PERFECT BRIGHT PEEL OFF MASK,01524,FM-PBPO-W60ML,8993137699556,WARDAH PERFECT BRIGHT PEEL OFF MASK 60 ML,29639.64,2,0,2,59279.28,0,59279.28,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH NATURE DAILY CAPSULE MASK,02333,FM-NDASR-W,8993137706704,WARDAH NATURE DAILY ALPINE APPLE NUTRITIVE GEL CAPSULE MASK 10 ML,18918.92,1,0,1,18918.92,0,18918.92,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH NATURE DAILY CAPSULE MASK,02326,FM-NDAAB-W,8993137706667,WARDAH NATURE DAILY AMAZONIAN ACAI BERRY ANTIOXIDANT CAPSULE MASK 10 ML,18918.92,1,0,1,18918.92,0,18918.92,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH NATURE DAILY MINERAL+ CLARIFYING CLAY MASK,01525,FM-MCC-W60ML,8993137699549,WARDAH NATURE DAILY MINERAL+ CLARIFYING CLAY MASK 60 ML,17117.12,10,0,10,171171.2,0,171171.2,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH EVERYDAY CREAMY FOUNDATION LIGHT FEEL,00134,F-W3ELCLFSP-W11G,8993137685467,WARDAH EVD LUM CREAMY FOUNDATION LIGHT FEEL 01 SHEER PINK 11 G (PC(S)),31981.99,1,0,1,31981.99,0,31981.99,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE LIQUID FOUNDATION,02034,F-RELF01-W,8993137678858,WARDAH EXCLUSIVE LIQUID FOUNDATION 01 LIGHT BEIGE 20 ML,77927.93,1,0,1,77927.93,0,77927.93,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE CREAMY FOUNDATION,02051,F-RECF03-W,8993137678827,WARDAH EXCLUSIVE CREAMY FOUNDATION 03 SANDY BEIGE 12 G,83333.33,1,0,1,83333.33,0,83333.33,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH LIP PALETTE,00172,L-W0PC-W10G,8993137680639,WARDAH LIP PALETTE CHOCOAHOLIC 10 G (PC(S)),63063.06,3,0,3,189189.18,0,189189.18,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH LIP PALETTE,00174,L-W0PPP-W10G,8993137680653,WARDAH LIP PALETTE PINKY PEACH 10 G (PC(S)),63063.06,3,0,3,189189.18,0,189189.18,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH EVERYDAY LIP BALM MOISTURE,01531,LB-EVLNGT-W4G,8993137699501,WARDAH EVERYDAY MOISTURE LIP NUTRITION GREEN TEA 4 G,24324.32,2,0,2,48648.64,0,48648.64,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH EVERYDAY LIP BALM MOISTURE,01530,LB-EVLNH-W4G,8993137699495,WARDAH EVERYDAY MOISTURE LIP NUTRITION HONEY 4 G,24324.32,1,0,1,24324.32,0,24324.32,
DC MEDAN,WARDAH,EYE MAKE UP,WARDAH EYE SHADOW,00934,"ES-W1B-W3,3GR",8993137680059,"WARDAH EYE SHADOW B 3,3 GR (PC(S))",44144.14,2,0,2,88288.28,0,88288.28,
DC MEDAN,WARDAH,EYE MAKE UP,WARDAH EYE SHADOW,00933,"ES-W1A-W3,3GR",8993137680042,"WARDAH EYE SHADOW A 3,3 GR (PC(S))",44144.14,6,0,6,264864.84,0,264864.84,
DC MEDAN,WARDAH,EYE MAKE UP,WARDAH EYE SHADOW,00928,"ES-W0J-W3,3GR",8993137680127,"WARDAH EYE SHADOW J 3,3 GR (PC(S))",44144.14,1,0,1,44144.14,0,44144.14,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH RENEW YOU DAY CREAM,00244,M-AGDC-W17ML,8993137692717,WARDAH RENEW YOU ANTI AGING DAY CREAM 17 ML (PC(S)),48198.2,1,0,1,48198.2,0,48198.2,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH RENEW YOU NIGHT CREAM,00247,M-AGNC-W17ML,8993137692724,WARDAH RENEW YOU ANTI AGING NIGHT CREAM 17 ML (PC(S)),49549.55,4,0,4,198198.2,0,198198.2,
DC MEDAN,WARDAH,EYE MAKE UP,WARDAH EYEXPERT EYE SHADOW,00941,"ES-EPS-W3,3GR",8993137692366,"WARDAH EYEXPERT EYESHADOW PASSIONATE 3,3 GR",44144.14,3,0,3,132432.42,0,132432.42,
DC MEDAN,WARDAH,EYE MAKE UP,WARDAH EYEXPERT EYE SHADOW,00940,"ES-ECL-W3,3GR",8993137692359,"WARDAH EYEXPERT EYESHADOW CLASSIC 3,3 GR",44144.14,1,0,1,44144.14,0,44144.14,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH LIGHTENING DAY CREAM,02416,M-LDCN1-W,8993137688628,WARDAH LIGHTENING DAY CREAM ADVANCED NIACINAMIDE 20 ML,27477.48,2,0,2,54954.96,0,54954.96,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH LIGHTENING DAY GEL,02440,M-LDGN1-W,8993137708401,WARDAH LIGHTENING DAY GEL 30 G,41441.44,1,0,1,41441.44,0,41441.44,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH LIGHTENING DAY GEL,02441,M-LDGN2-W,8993137708418,WARDAH LIGHTENING DAY GEL 20 ML,27477.48,11,0,11,302252.28,0,302252.28,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH LIGHTENING NIGHT CREAM,02417,M-LNCN1-W,8993137688666,WARDAH LIGHTENING NIGHT CREAM ADVANCED NIACINAMIDE 20 ML,28378.38,58,0,58,1645946.04,0,1645946.04,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH LIGHTENING NIGHT CREAM,02415,M-LNCN2-W,8993137572194,WARDAH LIGHTENING NIGHT CREAM ADVANCED NIACINAMIDE 30 G,42792.79,7,0,7,299549.53,0,299549.53,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH HYDRA ROSE DEWY AQUA DAY GEL,02522,M-RHDGN1-W,8993137708685,WARDAH HYDRA ROSE DEWY AQUA DAY GEL 40 G,94594.6,13,0,13,1229729.8,0,1229729.8,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH HYDRA ROSE DEWY AQUA DAY GEL,02523,M-RHDGN2-W,8993137708692,WARDAH HYDRA ROSE DEWY AQUA DAY GEL 17 ML,45045.05,1,0,1,45045.05,0,45045.05,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH CRYSTAL SECRET EYE CREAM,01510,EC-WSB-W10ML,8993137697163,WARDAH WHITE SECRET BRIGHTENING EYE CREAM 10 ML,76126.13,8,0,8,609009.04,0,609009.04,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH RENEW YOU EYE CREAM,01509,EC-RYAG-W10ML,8993137697149,WARDAH RENEW YOU ANTI AGING EYE CREAM 10 ML,77927.93,1,0,1,77927.93,0,77927.93,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH HYDRA ROSE MOISTURE RICH NIGHT GEL,02524,M-RHOVN1-W,8993137708708,WARDAH HYDRA ROSE MOISTURE RICH NIGHT GEL 40 G,97297.3,27,0,27,2627027.1,0,2627027.1,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH HYDRA ROSE MOISTURE RICH NIGHT GEL,02525,M-RHOVN2-W,8993137708715,WARDAH HYDRA ROSE MOISTURE RICH NIGHT GEL 17 ML,46396.4,14,0,14,649549.6,0,649549.6,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH RENEW YOU NIGHT CREAM,03816,M-RRYNCN2-W,8993137691093,WARDAH RENEW YOU NIGHT CREAM 30 G (PC(S)),97747.75,1,0,1,97747.75,0,97747.75,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH NATURE DAILY WITCH HAZEL PURIFIYING MOISTURIZER GEL,01607,M-WHPG-W40ML,8993137695114,WARDAH NATURE DAILY WITCH HAZEL PURIFYING MOISTURIZER GEL 40 ML,23423.42,1,0,1,23423.42,0,23423.42,
DC MEDAN,WARDAH,EYE MAKE UP,WARDAH EYEXPERT EYEBROW PENCIL BLISTER,02160,EB-EPBL-W,8993137681452,WARDAH EYEXPERT EYEBROW PENCIL BLACK 1.14 G (BLISTER),37837.84,1,0,1,37837.84,0,37837.84,
DC MEDAN,WARDAH,EYE MAKE UP,WARDAH EYEXPERT EYEBROW KIT,01707,EB-EK-W3G,8993137698856,WARDAH EYEXPERT EYEBROW KIT 3 G (PC(S)),56756.76,2,0,2,113513.52,0,113513.52,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH CRYSTAL SECRET NIGHT CREAM,00296,M-WSNC-W17ML,8993137692533,WARDAH WHITE SECRET NIGHT CREAM 17 ML (PC(S)),46396.4,1,0,1,46396.4,0,46396.4,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH CRYSTAL SECRET NIGHT CREAM,00297,M-WSNC-W30GR,8993137692304,WARDAH WHITE SECRET NIGHT CREAM 30 GR (PC(S)),92792.79,2,0,2,185585.58,0,185585.58,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH NATURE DAILY SHEET MASK,01971,MA-NDSAV-W,8993137702058,WARDAH NATURE DAILY SHEET MASK ALOE VERA 20 ML,14414.42,5,0,5,72072.1,0,72072.1,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH C-DEFENSE BB CREAM,00012,DDC-CDN-W20ML,8993137691932,WARDAH C-DEFENSE DD CREAM NATURAL 20 ML (PC(S)),28288.29,2,0,2,56576.58,0,56576.58,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH NATURE DAILY SHEET MASK,01973,MA-NDSVC-W,8993137702072,WARDAH NATURE DAILY SHEET MASK VITAMIN C 20 ML,14414.42,14,0,14,201801.88,0,201801.88,
DC MEDAN,WARDAH,BODY BUTTER,WARDAH SPA BODY BUTTER,00265,BUT-W0MP-W50ML,8993137691918,WARDAH CREAMY BODY BUTTER WITH MILK & PEARL 50 ML (PC(S)),19819.82,1,0,1,19819.82,0,19819.82,
DC MEDAN,WARDAH,BODY BUTTER,WARDAH SPA BODY BUTTER,00264,BUT-W0LG-W50ML,8993137691901,WARDAH CREAMY BODY BUTTER WITH LAVENDER & GINGER 50 ML (PC(S)),19819.82,1,0,1,19819.82,0,19819.82,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH RENEW YOU INTENSIVE SERUM,00246,SRM-AGIS-W17ML,8993137691109,WARDAH RENEW YOU ANTI AGING INTENSIVE SERUM 17 ML (PC(S)),83783.78,1,0,1,83783.78,0,83783.78,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH RENEW YOU TREATMENT ESSENCE,02120,SRM-AGTEN3-W,8993137704175,WARDAH RENEW YOU TREATMENT ESSENCE 50 ML,83333.33,3,0,3,249999.99,0,249999.99,
DC MEDAN,WARDAH,COLOGNE,WARDAH SCENTSATION BODY MIST,01777,BP-SPCBM-W100ML,8993137698177,WARDAH SCENTSATION PEACEFUL BODY MIST 100 ML (PC(S)),34684.68,1,0,1,34684.68,0,34684.68,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH BLUSH ON,00118,BO-W1B-W4GR,8993137680011,WARDAH BLUSH ON B 4 GR,40090.09,2,0,2,80180.18,0,80180.18,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH HYDRA ROSE MICRO GEL SERUM,02521,SRM-RIH-W,8993137708746,WARDAH HYDRA ROSE MICRO GEL SERUM 30 ML,116216.22,5,0,5,581081.1,0,581081.1,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH CRYSTAL SECRET PURE TREATMENT ESSENCE,01201,SRM-WSPTE-W100ML,8993137693646,WARDAH WHITE SECRET PURE TREATMENT ESSENCE 100 ML (PC(S)),130630.63,1,0,1,130630.63,0,130630.63,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE BLUSH ON,02079,BO-E02-W,8993137704779,WARDAH EXCLUSIVE BLUSH ON 02 CORAL PEACH 6.5 G,55855.86,1,0,1,55855.86,0,55855.86,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH LIGHTENING BB CREAM,00083,BBC-LN-W30ML,8993137690850,WARDAH LIGHTENING BB CREAM NATURAL 30 ML (PC(S)),56576.58,7,0,7,396036.06,0,396036.06,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH LIGHTENING BB CREAM,00080,BBC-LL-W15ML,8993137690836,WARDAH LIGHTENING BB CREAM LIGHT 15 ML (PC(S)),29729.73,10,0,10,297297.3,0,297297.3,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH EVERYDAY BB CREAM,00128,BBC-EN-W15ML,8993137690928,WARDAH EVERYDAY BB CREAM NATURAL 15 ML (PC(S)),25675.68,1,0,1,25675.68,0,25675.68,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH EVERYDAY REFILL COMPACT POWDER,00210,B-W3RELCP02-W14G,8993137680240,WARDAH REFILL EVD LUM COMPACT POWDER 02 BEIGE 14 G (PC(S)),28378.38,1,0,1,28378.38,0,28378.38,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH LIGHTENING TWC LIGHT FEEL,02372,TC-R3LLF04-W,8993137685627,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 04 NATURAL 12 G,47747.75,4,0,4,190991,0,190991,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH EVERYDAY REFILL COMPACT POWDER,00209,B-W3RELCP01-W14G,8993137680233,WARDAH REFILL EVD LUM COMPACT POWDER 01 LIGHT BEIGE 14 G (PC(S)),28378.38,4,0,4,113513.52,0,113513.52,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH LIGHTENING TWC LIGHT FEEL,02375,TC-R3LLF07-W,8993137704908,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 07 HONEY BEIGE 12 G,47747.75,2,0,2,95495.5,0,95495.5,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE TWC,02043,TC-RE05-W,8993137679046,WARDAH EXCLUSIVE TWO WAY CAKE 05 COFFEE BEIGE 12 G,84504.5,1,0,1,84504.5,0,84504.5,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH LIGHTENING TWC LIGHT FEEL,02153,TC-RLLF07-W,8993137704908,WARDAH LIGHTENING TWO WAY CAKE LIGHT FEEL 07 HONEY BEIGE 12 G,47747.75,3,0,3,143243.25,0,143243.25,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH EVERYDAY COMPACT POWDER,00123,B-W3ELCP03-W14G,8993137679206,WARDAH EVD LUM COMPACT POWDER 03 IVORY 14 G (PC(S)),37837.84,1,0,1,37837.84,0,37837.84,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL BB CAKE,01653,TC-RLPGBB01-W11GR,8993137700207,WARDAH REFILL LIGHTENING BB CAKE POWDER 01 LIGHT 11 GR,35135.14,1,0,1,35135.14,0,35135.14,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH EVERYDAY COMPACT POWDER,00122,B-W3ELCP02-W14G,8993137679190,WARDAH EVD LUM COMPACT POWDER 02 BEIGE 14 G (PC(S)),37837.84,8,0,8,302702.72,0,302702.72,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL BB CAKE,01655,TC-RLPGBB03-W11GR,8993137700221,WARDAH REFILL LIGHTENING BB CAKE POWDER 03 NATURAL 11 GR,35135.14,4,0,4,140540.56,0,140540.56,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH EVERYDAY COMPACT POWDER,00121,B-W3ELCP01-W14G,8993137679183,WARDAH EVD LUM COMPACT POWDER 01 LIGHT BEIGE 14 G (PC(S)),37837.84,1,0,1,37837.84,0,37837.84,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL TWC EXTRA COVER,02379,TC-RR3LEC04-W,8993137691147,WARDAH REFILL LIGHTENING POWDER FOUNDATION EXTRA COVER 04 NATURAL 10 G,36036.04,1,0,1,36036.04,0,36036.04,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL TWC LIGHT FEEL,02381,TC-RR3LLF02-W,8993137685702,WARDAH REFILL LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,32432.43,1,0,1,32432.43,0,32432.43,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL TWC LIGHT FEEL,02382,TC-RR3LLF03-W,8993137685719,WARDAH REFILL LIGHTENING POWDER FOUNDATION LIGHT FEEL 03 SHEER PINK 12 G,32432.43,1,0,1,32432.43,0,32432.43,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE REFILL TWC,02044,TC-RRE01-W,8993137679053,WARDAH REFILL EXCLUSIVE TWO WAY CAKE 01 SHEER PINK 12 G,52252.25,1,0,1,52252.25,0,52252.25,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH LIGHTENING LOOSE POWDER,02387,B-R3L01LB-W,8993137701006,WARDAH LIGHTENING MATTE POWDER 01 LIGHT BEIGE 20 G,32432.43,2,0,2,64864.86,0,64864.86,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH EVERYDAY TWC,00148,TC-W3ELI3-W12G,8993137680332,WARDAH EVD LUM TWO WAY CAKE 03 IVORY 12 G (PC(S)),44594.59,2,0,2,89189.18,0,89189.18,
