Kode Item,May 23,Jun 23,Jul 23,Aug 23,Sep 23,Oct 23,Nov 23,Dec 23,Jan 24,Feb 24,Mar 24,Apr 24,May 24,Jun 24,Jul 24,Aug 24,Sep 24
STIC-BCADLP04R0-W,3332,13328,29988,19992,23324,26656,23324,16660,23324,23324,19992,26656,19992,23324,23324,13328,
STIC-BCADLP05R0-W,0,0,23324,19992,16660,23324,19992,13328,23324,16660,16660,23324,19992,16660,19992,13328,
STIC-BCADLP06R0-W,0,3332,6664,6664,3332,6664,3332,182,0,0,0,0,0,0,0,0,
STIC-BCADLP07R0-W,9996,16660,23324,19992,19992,26656,19992,13328,23324,19992,19992,23324,19992,19992,23324,13328,
STIC-BCADLP08R0-W,0,13328,16660,13328,13328,19992,13328,9996,16660,13328,13328,19992,13328,13328,16660,6664,
STIC-BCADLP09R0-W,6664,13328,16660,13328,13328,16660,13328,9996,16660,13328,13328,16660,13328,13328,16660,6664,
STIC-BCADLP10R0-W,3332,6664,3332,6664,3332,6664,3453,0,0,0,0,0,0,0,0,0,
STIC-BCADLP11R0-W,0,3332,6664,6664,3332,6664,6664,3332,6664,254,0,0,0,0,0,0,
STIC-BCADLP12R0-W,0,0,9996,6664,6664,6664,6664,3332,2463,0,0,0,0,0,0,0,
STIC-BCADLP13R0-W,3332,6664,13328,9996,6664,13328,9996,6664,9996,9996,9996,9996,9996,9996,9996,6664,
STIC-BCADLP14R0-W,0,10233,0,6432,6432,6432,0,0,0,0,0,0,0,0,0,0,
STIC-BCADLP15R0-W,9996,6664,9996,6664,6664,6664,6664,6664,6664,6664,6664,9996,6664,6664,6664,6664,
STIC-BCADLP16R0-W,0,6664,9996,6664,9996,9996,6664,6664,9996,6664,6664,9996,6664,9996,9996,3332,
STIC-BCADLP17R0-W,0,9996,13328,13328,9996,13328,13328,6664,16660,9996,13328,13328,9996,13328,13328,9996,
STIC-BCBO10-MOPPW,884,884,3536,1768,1768,2652,1768,1768,2652,1768,2652,2652,1768,1768,2652,1768,
STIC-BCBO1MOPPW-1W31,190,760,1140,760,1140,760,1140,380,1140,760,760,1140,760,760,1140,380,
STIC-BCBO3MOPPW-1W31,0,4832,8456,4832,6040,7248,4832,4832,7248,4832,6040,7248,6040,4832,7248,3624,
STIC-BCBO6MOPPW-1W31,884,884,4420,2652,1768,3536,2652,1768,2652,2652,2652,2652,2652,2652,2652,1768,
STIC-BCBO7MOPPW-1W31,1000,0,1500,1000,500,1500,500,1000,1000,1000,1000,1000,1000,500,1500,0,
STIC-BCBO8MOPPW-1W31,0,1032,1376,1032,1032,1376,1032,688,1376,1032,1032,1376,1032,1032,1376,688,
STIC-BCBO9-MOPPW,1000,1000,2500,2000,2000,2500,2000,1500,2000,2000,2000,2500,2000,2000,2500,1000,
STIC-BCBWMMLP01R1-E,0,1196,2392,1196,2392,2392,1196,1196,2392,1196,2392,1196,2392,1196,1196,1196,
STIC-BCBWMMLP02R1-E,0,2392,2392,2392,2392,3588,1196,2392,2392,2392,2392,2392,2392,2392,1196,1196,
STIC-BCBWMMLP03R1-E,0,956,1912,1912,1912,956,1912,956,1912,1912,956,1912,956,1912,956,956,
STIC-BCBWMMLP04R1-E,596,596,1192,1788,1192,1192,1192,1192,1192,1192,1788,1192,1192,1192,1192,596,
STIC-BCCMB01R0-W,11600,8700,14500,14500,14500,17400,14500,11600,17400,14500,14500,20300,14500,14500,14500,8700,
STIC-BCCMB02R0-W,8680,8680,17360,17360,17360,21700,17360,8680,21700,17360,17360,17360,17360,17360,17360,8680,
STIC-BCCMB03R0-W,5800,14500,20300,14500,14500,17400,14500,11600,20300,14500,14500,20300,14500,14500,11600,8700,
STIC-BCCMF11C-W,3385,6770,3385,3385,6770,3385,3385,3385,6770,3385,3385,3385,3385,6770,0,3385,
STIC-BCCMF22N-W,0,3385,10155,6770,6770,10155,6770,6770,6770,6770,6770,10155,6770,6770,6770,3385,
STIC-BCCMF23W-W,0,10155,10155,10155,6770,10155,6770,6770,10155,6770,10155,10155,6770,6770,6770,6770,
STIC-BCCMF32N-W,3385,10155,13540,10155,10155,13540,10155,6770,13540,10155,10155,13540,10155,10155,10155,3385,
STIC-BCCMF33W-W,3385,6770,3385,6770,3385,6770,3385,3385,3385,6770,3385,6770,3385,3385,3385,3385,
STIC-BCCMF42N-W,0,3385,3385,0,3385,3385,3385,0,3385,3385,3385,0,3385,3385,3385,0,
STIC-BCCMF43W-W,3385,3385,3385,0,3385,3385,3385,0,3385,3385,3385,3385,0,3385,3385,0,
STIC-BCCMF52N-W,0,0,3385,0,3385,0,3385,0,0,3385,0,3385,0,3385,0,0,
STIC-BCDPBSSMR0-W,165,12610,12610,66,12643,12643,12643,33,12643,66,12643,12676,12643,66,12709,66,
STIC-BCEBPBLMO-PW1W3,0,0,3426,2984,2984,3730,2984,2238,3730,2984,2984,3730,2984,2984,3730,1863,
STIC-BCEBPBTEMO-PW1W,0,0,0,0,950,9310,7448,5586,9310,7448,7448,9310,7448,7448,9310,4460,
STIC-BCECF1R0-WRL,1480,2220,3700,2220,2960,2960,2220,2220,2960,2960,2220,2960,2960,2220,3700,1480,
STIC-BCECF2R0-WRL,1480,2220,2220,2220,2220,2220,2220,1480,2960,1480,2220,2960,1480,2220,2960,740,
STIC-BCELFP1R1-WCNFR,12752,15940,25504,15940,19128,25504,19128,12752,22316,19128,19128,25504,19128,15940,25504,12752,
STIC-BCELFP2R1-WCNFR,12752,15940,25504,19128,19128,22316,19128,15940,22316,19128,19128,22316,19128,19128,25504,12752,
STIC-BCELFP3R1-WCNFR,6568,13136,13136,13136,9852,16420,9852,9852,13136,13136,9852,16420,9852,13136,13136,6568,
STIC-BCELFP4R1-WCNFR,6568,16420,16420,13136,13136,16420,13136,13136,16420,13136,13136,16420,16420,13136,16420,6568,
STIC-BCEMA01R1-WRL,0,0,2344,2344,1172,2344,2344,1172,2344,1172,1172,2344,2344,1172,2344,1172,
STIC-BCEMA02R1-WRL,0,1172,3516,2344,2344,2344,2344,2344,3516,2344,2344,3516,2344,2344,2344,1172,
STIC-BCEMA03R1-WRL,0,4772,4772,4772,4772,4772,0,4772,4772,4772,4772,4772,0,4772,4772,4772,
STIC-BCEMA04R1-WRL,4772,0,4772,4772,0,4772,0,4772,4772,0,4772,0,4772,4772,0,4772,
STIC-BCEMA05R1-WRL,0,1172,2344,2344,2344,3516,2344,1172,3516,2344,2344,3516,2344,2344,2344,1172,
STIC-BCEMA06R1-WRL,4772,4772,4772,9544,4772,4772,4772,4772,4772,4772,4772,9544,4772,4772,4772,4772,
STIC-BCEMA09R1-WRL,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,0,9544,0,4772,9544,0,
STIC-BCEMA12R1-WRL,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,
STIC-BCEMA13R1-WRL,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,9544,4772,4772,4772,4772,
STIC-BCEMA16R1-WRL,4772,4772,4772,4772,4772,4772,4772,0,9544,0,4772,4772,4772,4772,4772,4772,
STIC-BCEMA17R1-WRL,0,0,1172,1172,1172,2344,1172,1172,2344,1172,1172,2344,1172,1172,2344,0,
STIC-BCEMA18R1-WRL,0,1172,3516,2344,2344,2344,2344,1172,3516,2344,2344,2344,2344,2344,2344,1172,
STIC-BCEMO20R1-WCNF,5060,5060,5060,5060,0,10120,0,5060,5060,5060,5060,5060,5060,5060,5060,0,
STIC-BCEMO21R1-WCNF,0,5060,5060,5060,5060,5060,5060,5060,5060,5060,5060,5060,5060,5060,5060,5060,
STIC-BCEMO23R1-WCNF,5060,5060,10120,10120,5060,10120,5060,10120,5060,10120,5060,10120,10120,5060,10120,5060,
STIC-BCEMO26R1-WCNF,5060,5060,5060,5060,5060,5060,10120,0,10120,5060,5060,5060,5060,5060,5060,5060,
STIC-BCEMO29R1-WCNF,0,5060,0,5060,0,5060,0,0,5060,0,5060,0,5060,0,0,5060,
STIC-BCEMO30R1-WCNF,5060,0,5060,0,5060,5060,0,5060,5060,0,5060,5060,0,5060,5060,0,
STIC-BCEMO32R1-WCNF,5060,5060,0,5060,5060,0,5060,5060,0,5060,5060,5060,0,5060,5060,0,
STIC-BCEMO35R1-WCNF,0,5060,0,5060,0,5060,0,5060,0,5060,0,5060,0,5060,0,0,
STIC-BCEMO36R1-WCNF,0,5060,0,5060,0,5060,0,5060,0,5060,0,5060,0,5060,0,5060,
STIC-BCEMO41R1-WCNF,0,5060,0,5060,0,5060,0,0,5060,0,5060,0,5060,0,0,5060,
STIC-BCEMO43R1-WCNF,0,5060,10120,5060,5060,5060,5060,5060,5060,5060,5060,5060,5060,5060,10120,0,
STIC-BCEMO46R1-WCNF,5060,5060,5060,5060,5060,5060,5060,0,10120,0,5060,5060,5060,5060,5060,5060,
STIC-BCESTBGMO-PW1W3,0,236,236,236,236,236,236,0,472,236,236,236,236,236,236,0,
STIC-BCESTENMO-PW1W3,524,524,1048,524,524,1048,524,524,1048,524,1048,524,1048,524,1048,0,
STIC-BCFMLI01R0-W,0,0,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,0,2739,2739,2739,
STIC-BCFMLI02R0-W,0,0,0,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,
STIC-BCFMLI03R0-W,13236,0,2739,2739,5478,8217,2739,5478,5478,5478,5478,5478,5478,5478,5478,2739,
STIC-BCFMLI06R0-W,0,2739,5478,2739,2739,5478,2739,2739,2739,5478,2739,2739,5478,2739,2739,2739,
STIC-BCFMLI07R0-W,0,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,
STIC-BCFMLI08R0-W,0,2739,2739,2739,2739,2739,2739,0,5478,0,2739,2739,2739,2739,2739,2739,
STIC-BCHCL10R0-MO,0,596,1192,596,596,596,596,596,1192,596,596,596,596,596,1192,0,
STIC-BCHCL11R0-MO,596,596,1192,596,1192,1192,596,1192,596,1192,1192,596,1192,1192,596,596,
STIC-BCHCL12R0-MO,596,1192,596,1192,596,1192,1192,596,1192,596,1192,1192,596,1192,596,596,
STIC-BCHCL1R0-MO,596,1192,1788,1192,1192,1192,1192,1192,1192,1192,1192,1788,1192,1192,1788,596,
STIC-BCHCL2R0-MO,0,596,1192,596,596,596,596,596,1192,596,596,596,596,1192,596,596,
STIC-BCHCL3R0-MO,1192,1192,2384,1192,1788,1788,1192,1192,2384,1192,1788,1788,1192,1788,1788,1192,
STIC-BCHCL4R0-MO,596,1788,1192,1788,1192,1788,1192,1192,1788,1192,1192,1788,1192,1788,1192,596,
STIC-BCHCL5R0-MO,1788,2384,2980,2384,2384,2980,2384,1788,2980,2384,2384,2980,2384,2384,2980,1192,
STIC-BCHCL6R0-MO,596,1192,1788,1192,1788,1788,1192,1192,1192,1788,1192,1788,1192,1192,1788,596,
STIC-BCHCL7R0-MO,596,1788,2384,1788,1788,2384,1788,1192,2384,1192,1788,2384,1788,1788,2384,596,
STIC-BCHCL8R0-MO,596,1192,1192,1192,596,1192,1192,596,1788,596,1192,1192,1192,596,1788,0,
STIC-BCHCL9R0-MO,596,1192,1788,1788,1192,1788,1192,1192,1788,1192,1192,1788,1192,1788,1788,596,
STIC-BCHCP01R0-W,0,0,3620,7240,3620,7240,3620,3620,7240,7240,3620,7240,3620,7240,3620,3620,
STIC-BCHCP02R0-W,0,0,3620,3620,7240,3620,7240,0,7240,3620,7240,3620,3620,7240,3620,3620,
STIC-BCHLTB01-MO,0,0,3461,0,0,3461,0,3461,0,3461,0,0,3461,0,3461,0,
STIC-BCHLTB02-MO,0,0,3461,0,0,3461,0,0,3461,0,0,0,3461,0,0,0,
STIC-BCHLTB03-MO,0,0,0,3461,0,0,0,0,3461,0,0,3461,0,0,0,0,
STIC-BCHLTB04-MO,0,0,0,0,3461,0,0,0,3461,0,0,0,3461,0,0,0,
STIC-BCHLTB05-MO,3461,0,3461,0,0,3461,3461,0,0,3461,0,3461,0,3461,0,3461,
STIC-BCIBBM1R0-WPWNF,704,1408,1408,704,1408,1408,1408,704,704,0,0,0,0,0,0,0,
STIC-BCIBBM2R0-WPWNF,704,704,704,704,1408,704,704,0,0,0,0,0,0,0,0,0,
STIC-BCIGCL1R0-WPWG,0,0,0,0,0,0,0,0,0,0,0,0,356,356,356,356,
STIC-BCIGCL2R0-WPWG,0,0,712,0,356,356,356,356,356,356,356,356,356,356,356,356,
STIC-BCIGCL3R0-WPWG,0,0,356,356,356,356,356,0,356,356,356,356,356,356,356,0,
STIC-BCIMC10R1-MO,500,1500,1500,1000,1000,1500,1500,1000,1500,1000,1500,1500,1000,1500,1500,500,
STIC-BCIMC11R1-MO,4072,8144,10180,8144,8144,10180,8144,6108,10180,8144,8144,10180,8144,10180,10180,4072,
STIC-BCIMC1R1-MO,1000,1000,2000,1000,1500,1500,1500,1000,1500,1500,1000,1500,1500,1500,1500,500,
STIC-BCIMC2R1-MO,0,0,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,0,
STIC-BCIMC3R1-MO,0,6108,6108,6108,4072,6108,4072,4072,6108,6108,4072,6108,6108,4072,6108,4072,
STIC-BCIMC4R1-MO,0,2036,6108,2036,4072,4072,4072,2036,6108,2036,4072,4072,4072,4072,4072,2036,
STIC-BCIMC5R1-MO,0,0,4072,2036,2036,4072,2036,2036,2036,2036,4072,2036,2036,2036,4072,0,
STIC-BCIMC6R1-MO,0,0,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,0,
STIC-BCIMC7R1-MO,0,0,2036,2036,0,2036,2036,2036,2036,0,2036,2036,2036,2036,2036,0,
STIC-BCIMC8R1-MO,2036,4072,6108,4072,4072,6108,4072,4072,6108,4072,4072,6108,4072,4072,6108,2036,
STIC-BCIMC9R1-MO,0,2036,4072,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,4072,0,
STIC-BCIMCL1R0-WPWG,0,0,0,404,404,0,404,404,404,404,0,404,404,404,404,0,
STIC-BCIMCL2R0-WPWG,404,404,404,404,404,404,404,0,808,0,404,808,0,404,808,0,
STIC-BCIMCL3R0-WPWG,404,404,404,404,404,404,404,404,404,404,404,808,404,0,808,0,
STIC-BCIMCL4R0-WPWG,404,404,404,0,404,404,404,404,404,404,404,404,0,404,404,404,
STIC-BCIMCL5R0-WPWG,0,0,0,0,0,0,0,0,0,0,0,808,404,404,404,0,
STIC-BCIMCL6R0-WPWG,0,404,0,404,404,404,0,404,404,404,0,404,404,404,0,404,
STIC-BCIMLC12R0-MOPP,1000,2000,2000,1500,2000,2000,1500,1500,2000,1500,2000,2000,1500,2000,2000,1000,
STIC-BCIMLC13R1-MOPP,0,2036,4072,2036,4072,2036,4072,2036,2036,4072,2036,4072,2036,2036,4072,2036,
STIC-BCIMLC14R1-MOPP,0,0,2036,2036,2036,4072,2036,0,4072,2036,2036,2036,2036,2036,2036,2036,
STIC-BCIMLC15R0-MOPP,0,0,2036,2036,0,2036,2036,2036,2036,2036,0,2036,2036,2036,2036,2036,
STIC-BCIMLC16R0-MOPP,0,4072,6108,6108,4072,6108,4072,4072,6108,6108,4072,6108,4072,6108,6108,2036,
STIC-BCIMLC17R0-MOPP,1000,1500,1500,1500,1500,2000,1500,1000,2000,1500,1500,2000,1000,1500,2000,1000,
STIC-BCIMLC18R0-MOPP,0,2036,4072,2036,2036,4072,2036,2036,4072,2036,4072,2036,4072,2036,4072,0,
STIC-BCIMLC19R0-MOPP,0,2036,8144,4072,4072,4072,4072,4072,6108,4072,4072,4072,6108,4072,4072,2036,
STIC-BCIMLC20R0-MOPP,500,500,1000,500,500,500,1000,500,500,500,500,1000,500,500,1000,0,
STIC-BCIMSL1R0-WPWG,644,1288,1932,1288,1288,1288,1288,1288,1288,1288,1288,1932,644,1288,1932,644,
STIC-BCIMSL2R0-WPWG,644,1932,1932,1288,1932,1932,1288,1288,1932,1932,1288,1932,1932,1288,1932,1288,
STIC-BCIMSL3R0-WPWG,1288,1288,1932,1932,1288,1932,1932,1288,1932,1288,1932,1932,1288,1932,1932,644,
STIC-BCIMSL4R0-WPWG,0,644,1288,644,1288,644,644,644,1288,644,1288,644,644,1288,644,644,
STIC-BCIMSL5R0-WPWG,0,1288,1288,644,1288,644,1288,644,1288,644,1288,1288,644,1288,644,644,
STIC-BCLBLNMCMO-PW1W,328,656,820,820,656,820,656,492,820,656,656,820,820,656,820,328,
STIC-BCLBLNOCMO-PW1W,492,492,820,656,492,820,656,492,656,656,656,820,492,656,820,328,
STIC-BCLBLNVLMO-PW1W,164,164,492,492,328,492,492,328,492,328,328,492,492,328,492,328,
STIC-BCLBPER0-E,1192,2980,4172,2980,2980,3576,3576,1788,4172,2980,2980,3576,3576,2980,3576,1788,
STIC-BCLBPIR0-E,1192,1788,2384,1788,1788,1788,1788,1788,1788,1788,1788,2384,1788,1788,1788,1192,
STIC-BCLF13CIR1-OMG,20330,9790,19580,10540,9790,19580,9790,10540,19580,9790,9790,20330,9790,19580,9790,10540,
STIC-BCLF21WLR1-OMG,28990,28990,43485,29740,28990,43485,28990,15245,43485,28990,28990,29740,28990,28990,43485,15245,
STIC-BCLF31WBR1-OMG,28990,43485,57980,44985,43485,43485,43485,30490,57980,43485,43485,44985,43485,43485,57980,30490,
STIC-BCLF32NNR1-OMG,57980,57980,72475,59480,43485,72475,57980,44985,72475,57980,43485,73975,57980,57980,72475,30490,
STIC-BCLF41WSR1-OMG,22180,11090,33270,11840,22180,33270,11090,22930,22180,22180,22180,22930,22180,22180,22180,11840,
STIC-BCLF52NCR1-OMG,11370,5310,10620,11370,5310,15930,5310,6060,10620,10620,10620,11370,5310,10620,10620,6060,
STIC-BCLHNTR0-E,596,1788,1788,1192,1192,1788,1788,1192,1788,1192,1192,1788,1788,1192,1788,596,
STIC-BCLHPNSR0-E,0,2000,2000,2000,1500,2500,2000,1000,2500,2000,1500,2500,2000,1500,2500,1000,
STIC-BCLPBACRVR0-E,0,6180,6180,9270,3090,6180,6180,6180,6180,6180,6180,9270,6180,6180,6180,3090,
STIC-BCLPBBRVR0-E,0,15697,0,15697,0,15697,0,15697,0,15697,0,15697,15697,0,15697,0,
STIC-BCLPBCCRVR0-E,0,15697,15697,0,15697,15697,0,0,15697,15697,0,15697,15697,15697,0,15697,
STIC-BCLPBCPRVR0-E,0,3090,3090,6180,3090,6180,3090,3090,6180,3090,3090,6180,3090,3090,3090,3090,
STIC-BCLPBMLRVR0-E,15697,0,15697,0,15697,15697,0,0,15697,15697,0,15697,15697,15697,0,15697,
STIC-BCLPBVBRVR0-E,0,6180,3090,3090,3090,6180,3090,3090,3090,3090,6180,6180,3090,3090,6180,3090,
STIC-BCMP22NR1-W,3516,1172,10548,8204,8204,10548,8204,5860,10548,8204,8204,9376,8204,8204,9376,4688,
STIC-BCMP23WR1-W,5860,0,9376,9376,9376,10548,9376,7032,10548,9376,8204,11720,8204,9376,9376,5860,
STIC-BCMP32NR1-W,0,0,1172,9376,8204,11720,8204,7032,10548,8204,8204,10548,9376,8204,9376,5860,
STIC-BCMP43WR1-W,0,0,0,2500,2500,3000,2500,2000,3000,2500,2500,3000,2500,2500,3000,1000,
STIC-BCPGC11CR1-W,19320,9660,9660,9660,9660,19320,9660,0,19320,9660,9660,9660,9660,9660,9660,9660,
STIC-BCPGC22NR1-W,13306,13306,19959,13306,19959,19959,13306,13306,19959,13306,19959,19959,13306,19959,13306,13306,
STIC-BCPGC23WR1-W,26736,13368,13368,26736,13368,26736,13368,13368,13368,26736,13368,13368,26736,13368,13368,13368,
STIC-BCPGC32NR1-W,13368,13368,26736,13368,13368,26736,13368,13368,26736,13368,13368,26736,13368,26736,13368,13368,
STIC-BCPGC33WR1-W,20052,6684,13368,6684,6684,13368,13368,6684,6684,13368,6684,13368,13368,6684,6684,6684,
STIC-BCPGC42NR1-W,13690,8214,8214,8214,8214,10952,8214,5476,10952,8214,8214,10952,8214,8214,5476,2738,
STIC-BCPGC43WR1-W,0,6716,0,6716,6716,6716,0,6716,0,6716,6716,6716,0,6716,6716,0,
STIC-BCPGC52NR1-W,7176,2392,2392,2392,2392,2392,2392,2392,2392,2392,2392,2392,2392,2392,2392,0,
STIC-BCPPFC21R0-MO,1484,2968,2968,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFC31R0-MO,428,1284,428,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFC41R0-MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFC51R0-MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFC62R0-MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFN10R0-MO,2968,5936,3601,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFN20R0-MO,1220,2440,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFN30R0-MO,13452,4484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFN40R0-MO,428,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFN50R0-MO,0,428,428,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFW12R0-MO,856,856,428,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFW21R0-MO,428,1284,428,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFW22R0-MO,8904,5936,8734,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFW30R0-MO,0,2440,318,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFW32R0-MO,2536,2536,1268,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFW33R0-MO,2968,7420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFW41R0-MO,2440,2440,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFW42R0-MO,2536,1268,1268,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFW50R0-MO,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPFW60R0-MO,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-BCPPLLCBR0-MOPP,1760,0,0,0,0,0,1760,0,0,0,0,0,0,0,1760,0,
STIC-BCPPLLJBR0-MOPP,0,1760,1760,0,1760,1760,1760,0,1760,1760,0,1760,1760,0,1760,1760,
STIC-BCPSPF11R0-W,0,0,492,328,492,328,492,164,492,492,328,492,328,328,492,328,
STIC-BCPSPF12R0-W,0,328,820,656,656,656,656,492,820,656,492,820,656,656,656,492,
STIC-BCPSPF13R0-W,0,164,820,656,656,656,656,492,820,492,656,820,656,492,820,328,
STIC-BCPSPF14R0-W,0,0,0,328,164,328,328,164,328,164,328,328,164,328,328,0,
STIC-BCQEP01R0-W,5300,10600,10600,10600,15900,10600,10600,10600,10600,10600,10600,15900,10600,10600,10600,5300,
STIC-BCQEP02R0-W,10600,5300,10600,10600,10600,10600,10600,5300,10600,10600,10600,10600,10600,10600,5300,10600,
STIC-BCQEP03R0-W,5300,10600,10600,10600,10600,10600,10600,10600,10600,10600,5300,15900,10600,5300,10600,5300,
STIC-BCRCVP11CR0-W,2626,6416,6416,6416,4812,8020,6416,3208,8020,6416,4812,8020,6416,4812,8020,3208,
STIC-BCRCVP22NR0-W,3188,6376,12752,6376,9564,9564,9564,6376,12752,6376,9564,12752,6376,9564,9564,6376,
STIC-BCRCVP23WR0-W,9564,12752,15940,9564,12752,15940,12752,9564,12752,12752,12752,15940,12752,9564,15940,9564,
STIC-BCRCVP32NR0-W,9564,12752,15940,12752,12752,15940,12752,9564,15940,12752,12752,15940,12752,12752,15940,9564,
STIC-BCRCVP33WR0-W,3224,4688,7032,4688,4688,7032,4688,3516,7032,4688,4688,7032,4688,4688,7032,3516,
STIC-BCRCVP42NR0-W,1026,3516,3516,3516,3516,4688,3516,2344,4688,3516,3516,4688,3516,2344,4688,2344,
STIC-BCRCVP43WR0-W,1788,2980,3576,2980,2980,3576,2980,1788,4172,2384,2980,3576,2980,2980,3576,2384,
STIC-BCRCVP52NR0-W,452,904,1356,904,904,904,904,904,1356,904,904,904,904,904,1356,452,
STIC-BCSMCGR1-W,0,10230,10230,0,10230,10230,0,10230,0,10230,10230,0,10230,10230,0,10230,
STIC-BCSPBRR2-MO,0,0,0,348,348,348,348,348,348,348,348,464,348,348,464,116,
STIC-BCSPCRR2-MO,116,0,232,348,348,348,348,348,348,348,348,464,348,348,464,116,
STIC-BCSPGMO-PW1W3P,0,0,452,0,0,452,0,0,452,0,452,0,452,0,0,452,
STIC-BCSPGRR2-MO,116,0,0,116,348,348,232,232,348,348,232,348,348,232,348,232,
STIC-BCSPQRR2-MO,0,0,348,348,348,348,348,232,464,348,348,348,348,348,348,232,
STIC-BCSPSMO-PW1W3P,0,452,0,452,0,452,452,0,452,452,0,452,0,452,452,0,
STIC-BCSSMO-P1W31,0,1422,2130,1704,1704,2130,1704,1278,2130,1704,1704,2130,1704,1704,2130,977,
STIC-BCSSTP01R1-MO,8220,10960,16440,13700,13700,16440,10960,10960,16440,13700,13700,16440,10960,13700,16440,5480,
STIC-BCSSTP02R1-MO,5480,8220,13700,8220,8220,13700,8220,8220,10960,8220,10960,10960,8220,10960,10960,2740,
STIC-BCSSTP03R1-MO,0,1686,1686,3372,1686,1686,1686,1686,1686,3372,1686,1686,1686,1686,3372,0,
STIC-BCSSTP04R1-MO,0,1590,1590,1590,1590,1590,1590,1060,2120,1590,1590,1590,1590,1590,2120,530,
STIC-BCSSTP05R1-MO,0,3236,4854,3236,3236,4854,3236,3236,4854,3236,3236,4854,3236,3236,4854,1618,
STIC-BCSSTP06R1-MO,5480,5480,13700,10960,10960,10960,10960,8220,13700,10960,8220,13700,10960,10960,10960,5480,
STIC-BCSSTP07R1-MO,5480,2740,10960,8220,5480,10960,8220,5480,8220,8220,8220,10960,5480,8220,10960,2740,
STIC-BCT1R0-E,14336,17920,21504,17920,17920,21504,14336,14336,21504,14336,17920,21504,14336,17920,17920,10752,
STIC-BCT2R0-E,7168,7168,10752,7168,10752,7168,7168,7168,10752,7168,7168,10752,7168,7168,7168,3584,
STIC-BCT3R0-E,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,0,
STIC-BCT4R0-E,1076,2152,3228,3228,2152,4304,2152,2152,4304,2152,3228,3228,3228,2152,3228,1076,
STIC-BCT5R0-E,7168,3584,7168,7168,3584,7168,7168,3584,7168,3584,7168,7168,3584,7168,7168,0,
STIC-BCTSEBR0-ECNF,1910,3820,1910,3820,1910,1910,1910,1910,3820,1910,1910,1910,1910,3820,1910,0,
STIC-BCTWC21WR0-OMG,16024,48072,48072,48072,40060,56084,50140,32048,56084,40060,48072,66164,40060,40060,56084,32048,
STIC-BCTWC32NR0-OMG,42128,72108,96144,72108,80120,88132,90200,56084,88132,80120,72108,106224,72108,72108,96144,56084,
STIC-BCTWC41WR0-OMG,18092,32048,40060,32048,32048,32048,42128,24036,40060,32048,32048,50140,32048,32048,40060,16024,
STIC-BCUCLMF1MO-PW1W,0,6660,6660,6660,6660,6660,6660,6660,6660,6660,6660,6660,6660,6660,6660,0,
STIC-BCUCLMF2MO-PW1W,0,6069,6069,6069,0,6069,6069,6069,6069,0,6069,6069,6069,0,6069,6069,
STIC-BCUCLMF3MO-PW1W,0,6366,12732,6366,6366,12732,6366,6366,12732,12732,6366,12732,6366,6366,12732,6366,
STIC-BCUCLMF4MO-PW1W,0,0,2493,2493,2493,2493,2493,0,4986,0,2493,2493,2493,2493,2493,2493,
STIC-BCUCLMF5MO-PW1W,0,0,7270,7270,0,7270,0,7270,7270,0,7270,0,7270,0,7270,0,
