kode_item,nama_item,jenis,group,stock_quantity,release_quantity,staging_timbang_quantity,soh,unprocessed_mo,unprocessed_smb,available_stock,git_karantina,git_pending,uom,week,year
80072,OMG Oh My Glow Peach Glowing Face Wash 50 g,Saleable,packaging,0,0,0,0.0,,497450.0,-497450.0,246846,0,Pc(s),24.0,2023.0
80073,OMG Oh My Glow Peach Glowing Toner 100 ml,Saleable,packaging,0,0,0,0.0,,902813.0,-902813.0,471871,0,Pc(s),24.0,2023.0
80074,OMG Oh My Glow Peach Glowing Cream 25 g,Saleable,packaging,0,0,0,0.0,,354405.0,-354405.0,177278,0,Pc(s),24.0,2023.0
80087,OMG Oh My Glam Coverlast Liquid Foundation 13 C Ivory,Saleable,packaging,0,0,0,0.0,,68360.0,-68360.0,29148,0,Pc(s),24.0,2023.0
80088,OMG Oh My Glam Coverlast Liquid Foundation 21 W Light,Saleable,packaging,0,0,0,0.0,,112608.0,-112608.0,39339,0,Pc(s),24.0,2023.0
80089,OMG Oh My Glam Coverlast Liquid Foundation 31 W Beige,Saleable,packaging,0,0,0,0.0,,140887.0,-140887.0,56098,0,Pc(s),24.0,2023.0
80090,OMG Oh My Glam Coverlast Liquid Foundation 32 N Natural,Saleable,packaging,0,0,0,0.0,,136328.0,-136328.0,51919,0,Pc(s),24.0,2023.0
80091,OMG Oh My Glam Coverlast Liquid Foundation 41 W Sand,Saleable,packaging,0,0,0,0.0,,83906.0,-83906.0,34784,0,Pc(s),24.0,2023.0
80092,OMG Oh My Glam Coverlast Liquid Foundation 52 N Caramel,Saleable,packaging,0,0,0,0.0,,41749.0,-41749.0,21587,0,Pc(s),24.0,2023.0
APPL-EBR0-ENPS,Case/Container Applicator Eyebrow Emina,APPLICATOR,packaging,14165,0,0,14165.0,,3820.0,10345.0,0,0,Pc(s),24.0,2023.0
BAL-BALTEPLR0-E,Ball Total Eclipse Pen Liner E,CASECONT,packaging,89246,29992,0,119238.0,,14980.0,104258.0,0,0,Pc(s),24.0,2023.0
BAL-BPR1D882B08-WT,Plug Bola Pengocok (Gotri) Rev_1 Wardah,BOTPOT,packaging,503617,0,0,503617.0,,47971.0,455646.0,0,0,Pc(s),24.0,2023.0
BAL-BROBPPEC-D254W23,Plug Bola Roll On For Wardah/Zahra,BOTPOT,packaging,156523,0,0,156523.0,,27438.0,129085.0,0,0,Pc(s),24.0,2023.0
BAL-EXPPLR0-W,Ball Eyexpert Perfect Precision Liner W,CASECONT,packaging,102745,2,0,102747.0,,,102747.0,0,0,Pc(s),24.0,2023.0
BAL-PSDEOKW-K,Ball PS Deo Kahf  K,BOTPOT,packaging,0,300,0,300.0,,300.0,0.0,0,0,Pc(s),24.0,2023.0
BAL-SPPLL-MOSS,Ball Steel Powerstay Precision Liquid Liner MO,BOTPOT,packaging,19913,0,0,19913.0,,1760.0,18153.0,0,0,Pc(s),24.0,2023.0
BAL-SSLEL-WSS,Plug Ball Steel Staylast Liquid Eyeliner Wardah,BOTPOT,packaging,78061.985,0,0,78061.985,,,78061.985,69000,0,Pc(s),24.0,2023.0
BASC-UVSSR0-W,Base Closure UVS Sunscreen Stick W,CASECONT,packaging,125257,0,0,125257.0,,12908.0,112349.0,0,0,Pc(s),24.0,2023.0
BASE-CLBPER0-E,Base CLB Stick Peach E,CASECONT,packaging,9096,0,0,9096.0,,1788.0,7308.0,0,0,Pc(s),24.0,2023.0
BASE-CLBPIR0-E,Base CLB Stick Pink E,CASECONT,packaging,20434,0,0,20434.0,,1192.0,19242.0,0,0,Pc(s),24.0,2023.0
BASE-CLHNTR0-E,Base CLH Stick Nudetwinkle E,CASECONT,packaging,12145,0,0,12145.0,,596.0,11549.0,0,0,Pc(s),24.0,2023.0
BASE-MMB01-MO,Base Multifix Matte Blusher 01 MO,CASECONT,packaging,21199,0,0,21199.0,,284.0,20915.0,0,0,Pc(s),24.0,2023.0
BASE-MMB02-MO,Base Multifix Matte Blusher 02 MO,CASECONT,packaging,14604,4878,0,19482.0,,284.0,19198.0,0,0,Pc(s),24.0,2023.0
BASE-MMB03-MO,Base Multifix Matte Blusher 03 MO,CASECONT,packaging,10875,8,0,10883.0,,284.0,10599.0,0,0,Pc(s),24.0,2023.0
BASE-MMB04-MO,Base Multifix Matte Blusher 04 MO,CASECONT,packaging,6981,4992,0,11973.0,,,11973.0,0,0,Pc(s),24.0,2023.0
BASE-MMB05-MO,Base Multifix Matte Blusher 05 MO,CASECONT,packaging,19204,3917,0,23121.0,,1136.0,21985.0,0,0,Pc(s),24.0,2023.0
BO-EDTKITR0-K,Botol EDT Kit R0 Kahf,BOTPOT,packaging,0,0,0,0.0,,,0.0,0,0,Pc(s),24.0,2023.0
BOOK-HC2023-W,Booklet Hajj Care 2023 W,LEAFLET,packaging,27837,0,0,27837.0,,,27837.0,0,0,Pc(s),24.0,2023.0
BOOK-PH2023-K,Booklet Paket Haji 2023 K,LEAFLET,packaging,1816,6992,0,8808.0,,644.0,8164.0,0,0,Pc(s),24.0,2023.0
BOTO-ADS1702R0-W,Bottle Anti Dandruff Shampoo 170 (2) W (Pc(s)),BOTPOT,packaging,0,0,0,0.0,,,0.0,0,0,Pc(s),24.0,2023.0
BOTO-ADS1702R1-W,Bottle Anti Dandruff Shampoo 170 (2) R1 W,BOTPOT,packaging,47478,458,0,47936.0,,,47936.0,0,0,Pc(s),24.0,2023.0
BOTO-ADS170IIR0-WHDP,Bottle Anti Dandruff Shampoo 170 (II) W,BOTPOT,packaging,653,0,0,653.0,,,653.0,0,0,Pc(s),24.0,2023.0
BOTO-ADS170R2-WHDPE,Bottle Anti Dandruff Shampoo 170 R2 W (Pc(s),BOTPOT,packaging,15286,0,0,15286.0,,,15286.0,0,0,Pc(s),24.0,2023.0
BOTO-ADS170R3-WHDPE,Bottle Anti Dandruff Shampoo 170 R3 W,BOTPOT,packaging,29827,0,0,29827.0,,,29827.0,0,0,Pc(s),24.0,2023.0
BOTO-AFRBW200R1-K,Bottle Acne Fight and Relaxing Body Wash 200 R1 K,BOTPOT,packaging,88817,0,0,88817.0,,4648.0,84169.0,0,0,Pc(s),24.0,2023.0
BOTO-AFRBW-K,Bottle Acne Fight and Relaxing Body Wash 200 K,BOTPOT,packaging,936,0,0,936.0,,,936.0,0,0,Pc(s),24.0,2023.0
BOTO-AHRMS30R0-W,Bottle H Rose MG Serum 30 W,BOTPOT,packaging,54264,35,0,54299.0,,,54299.0,0,0,Pc(s),24.0,2023.0
BOTO-AIOPTFS100R0-K,Bottle All-in-One Power Toning Face Spray 100 K,BOTPOT,packaging,12332,8,0,12340.0,,11970.0,370.0,0,0,Pc(s),24.0,2023.0
BOTO-ALMR1-WPETG,Botol/Pot Botol Aqua Lash Mascara REV-1 Wardah,BOTPOT,packaging,73938,35987,0,109925.0,,,109925.0,0,0,Pc(s),24.0,2023.0
BOTO-ALUGBFM100-L,Botol Alu GB Face Mist 100 L,BOTPOT,packaging,29,0,0,29.0,,5837.0,-5808.0,0,0,Pc(s),24.0,2023.0
BOTO-APDHCP60-W,Botol Anti-Perspirant Deodorant Hajj Care 60 W,BOTPOT,packaging,27233,0,0,27233.0,,,27233.0,0,0,Pc(s),24.0,2023.0
BOTO-BADS30R0-K,Bottle Brightening and Texture Refining Face Serum 35 K,BOTPOT,packaging,4082,0,0,4082.0,,8735.0,-4653.0,0,0,Pc(s),24.0,2023.0
BOTO-BCBW200R1-K,Bottle Brightening and Cooling Body Wash 200 R1 K,BOTPOT,packaging,94384,0,0,94384.0,,9360.0,85024.0,0,0,Pc(s),24.0,2023.0
BOTO-BCBW-K,Bottle Brightening and Cooling Body Wash 200 K,BOTPOT,packaging,429,0,0,429.0,,,429.0,0,0,Pc(s),24.0,2023.0
BOTO-BDMR0-MOPTG,Bottle Brow Definer Mascara MO (Pc(s)),BOTPOT,packaging,51641,0,0,51641.0,,,51641.0,0,0,Pc(s),24.0,2023.0
BOTO-BNG100PVC-,Botol/Pot Btl Bening Transparant (TPR) 100 ml (HS) Wardah,BOTPOT,packaging,28863,8,0,28871.0,,16340.0,12531.0,0,0,Pc(s),24.0,2023.0
BOTO-BSLPR2-EM,Botol Bright Stuff Loose Powder R2 E,BOTPOT,packaging,126088,16,0,126104.0,,10588.0,115516.0,0,0,Pc(s),24.0,2023.0
BOTO-BWGT550-BD,Botol Body Wash Green Tea 550 BD,BOTPOT,packaging,19818,0,0,19818.0,,,19818.0,0,0,Pc(s),24.0,2023.0
BOTO-BWMGTR0-BD,Botol Body Wash Mint + Green Tea BD,BOTPOT,packaging,7515,8,0,7523.0,,6834.0,689.0,0,0,Pc(s),24.0,2023.0
BOTO-BWMSSR0-BD,Botol Body Wash Mint + Sea Salt BD,BOTPOT,packaging,46769,1622,0,48391.0,,3490.0,44901.0,0,0,Pc(s),24.0,2023.0
BOTO-BWMYZR0-BD,Botol Body Wash Mint + Yuzu BD,BOTPOT,packaging,16188,0,0,16188.0,,3475.0,12713.0,0,0,Pc(s),24.0,2023.0
BOTO-BWSS550-BD,Botol Body Wash Sea Salt 550 BD,BOTPOT,packaging,19990,2,0,19992.0,,,19992.0,0,0,Pc(s),24.0,2023.0
BOTO-BWYZ550-BD,Botol Body Wash Yuzu 550 BD,BOTPOT,packaging,21091,0,0,21091.0,,,21091.0,0,0,Pc(s),24.0,2023.0
BOTO-C750GTP-PET28,"Botol/Pot Botol Conical 750 ml Green Turqoise, PET 28/410 I",BOTPOT,packaging,0,0,0,0.0,,,0.0,0,0,Pc(s),24.0,2023.0
BOTO-CADLPR0-W,Bottle CAD Lip Paint W,BOTPOT,packaging,331068,74,0,331142.0,,1000.0,330142.0,0,0,Pc(s),24.0,2023.0
BOTO-CAUSSSR0-TV,Botol Alucan Super Fine Mist 90 T,BOTPOT,packaging,2926,0,0,2926.0,,,2926.0,0,0,Pc(s),24.0,2023.0
BOTO-CDAMGR0-W,Bottle Crystallure DA Micellar Gel 150 W (Pc(s)),BOTPOT,packaging,20733,3375,0,24108.0,,,24108.0,0,0,Pc(s),24.0,2023.0
BOTO-CDFMR1-WPET,Bottle C-Defense Face Mist R1 W (Pc(s)),BOTPOT,packaging,182230,80399,0,262629.0,,17483.0,245146.0,74000,0,Pc(s),24.0,2023.0
BOTO-CDRTS10R0-CL,Bottle Crystallure Dual RTS 10 CL,BOTPOT,packaging,907,0,0,907.0,,,907.0,0,0,Pc(s),24.0,2023.0
BOTO-CFMLI01R0-W,Bottle Colorfit Fresh Matte Lip Ink 01 W,BOTPOT,packaging,67951,0,0,67951.0,,,67951.0,0,0,Pc(s),24.0,2023.0
BOTO-CFMLI02R0-W,Bottle Colorfit Fresh Matte Lip Ink 02 W,BOTPOT,packaging,89303,0,0,89303.0,,,89303.0,0,0,Pc(s),24.0,2023.0
BOTO-CFMLI03R0-W,Bottle Colorfit Fresh Matte Lip Ink 03 W,BOTPOT,packaging,51655,0,0,51655.0,,,51655.0,0,0,Pc(s),24.0,2023.0
BOTO-CFMLI04R0-W,Bottle Colorfit Fresh Matte Lip Ink 04 W,BOTPOT,packaging,13222,0,0,13222.0,,,13222.0,0,0,Pc(s),24.0,2023.0
BOTO-CFMLI05R0-W,Bottle Colorfit Fresh Matte Lip Ink 05 W,BOTPOT,packaging,14611,0,0,14611.0,,,14611.0,0,0,Pc(s),24.0,2023.0
BOTO-CFMLI06R0-W,Bottle Colorfit Fresh Matte Lip Ink 06 W,BOTPOT,packaging,19244,0,0,19244.0,,,19244.0,0,0,Pc(s),24.0,2023.0
BOTO-CFMLI07R0-W,Bottle Colorfit Fresh Matte Lip Ink 07 W,BOTPOT,packaging,104785,0,0,104785.0,,,104785.0,0,0,Pc(s),24.0,2023.0
BOTO-CFMLI08R0-W,Bottle Colorfit Fresh Matte Lip Ink 08 W,BOTPOT,packaging,99521,0,0,99521.0,,,99521.0,0,0,Pc(s),24.0,2023.0
BOTO-CLFR0-OMG,Botol Coverlast Liquid Foundation 25 OMG,Packaging Material,packaging,100366,73934,0,174300.0,,135546.0,38754.0,20520,0,Pc(s),24.0,2023.0
BOTO-CLVMR0-E,Bottle Cosmic Lash Volume Mascara E,BOTPOT,packaging,86537,0,0,86537.0,,,86537.0,0,0,Pc(s),24.0,2023.0
BOTO-CMLCR0-W,Bottle Colorfit Matte Lip Cream W,BOTPOT,packaging,670379,0,0,670379.0,,,670379.0,0,0,Pc(s),24.0,2023.0
BOTO-COS10R1-CL,Bottle Crystallure Oil Serum 10 R1 CL,BOTPOT,packaging,977,0,0,977.0,,,977.0,0,0,Pc(s),24.0,2023.0
BOTO-COS10-W,Bottle Crystallure Oil Serum 10 W,BOTPOT,packaging,1417,0,0,1417.0,,,1417.0,0,0,Pc(s),24.0,2023.0
BOTO-COTR0-B,Bottle Carrier Oil Terra Beyondly B,BOTPOT,packaging,3617,0,0,3617.0,,,3617.0,0,0,Pc(s),24.0,2023.0
BOTO-CPRLR0-W,Bottle Crystallure PRL Lip Couture W,BOTPOT,packaging,55852,0,0,55852.0,,2384.0,53468.0,0,0,Pc(s),24.0,2023.0
BOTO-CSDSBS20R0-W,Botol CS Dark Spot & Brightening Serum W,BOTPOT,packaging,365639,13,0,365652.0,,44075.0,321577.0,0,0,Pc(s),24.0,2023.0
BOTO-CSET125R0-W,Bottle CS Exfoliating Toner 125 W,BOTPOT,packaging,0,0,0,0.0,,,0.0,0,0,Pc(s),24.0,2023.0
BOTO-CSET125R1-W,Bottle CS Exfoliating Toner 125 R1 W,BOTPOT,packaging,30368,8,0,30376.0,,7732.0,22644.0,0,0,Pc(s),24.0,2023.0
BOTO-CSPTE1000R0-W,Botol CS PT Essence 100 W,BOTPOT,packaging,21400,8,0,21408.0,,12637.0,8771.0,0,0,Pc(s),24.0,2023.0
BOTO-CSPTE30-W,Botol CS Pure Treatment Essence 30 W,BOTPOT,packaging,113192,0,0,113192.0,,5363.0,107829.0,0,0,Pc(s),24.0,2023.0
BOTO-CSPTE50R0-W,Botol CS Pure Treatment Essence 50 W,BOTPOT,packaging,65754,0,0,65754.0,,,65754.0,0,0,Pc(s),24.0,2023.0
BOTO-CTKBE10R1-CL,Bottle Crystallure Booster Essence 10 R1 CL,BOTPOT,packaging,885,0,0,885.0,,,885.0,0,0,Pc(s),24.0,2023.0
BOTO-CTKBE10-W,Bottle Crystallure Booster Essence 10 W,BOTPOT,packaging,3980,14250,0,18230.0,,,18230.0,0,0,Pc(s),24.0,2023.0
BOTO-CTR0-E,Bottle Creamytint E (Pc(s)),BOTPOT,packaging,235402,0,0,235402.0,,18996.0,216406.0,50000,0,Pc(s),24.0,2023.0
BOTO-CUCR0-IP,Bottle Cover Up Concealer IP,BOTPOT,packaging,57614,0,0,57614.0,,,57614.0,0,0,Pc(s),24.0,2023.0
BOTO-CVML09KR0-W,Bottle CVM Lip Mousse 09 KIM W,BOTPOT,packaging,0,0,0,0.0,,,0.0,0,0,Pc(s),24.0,2023.0
BOTO-CVML09KR1-W,Bottle CVM Lip Mousse 09 KIM R1 W,BOTPOT,packaging,49958,0,0,49958.0,,13096.0,36862.0,0,0,Pc(s),24.0,2023.0
BOTO-CVML10R0-W,Bottle CVM Lip Mousse 10 W,BOTPOT,packaging,0,0,0,0.0,,,0.0,0,0,Pc(s),24.0,2023.0
BOTO-CVML10R1-W,Bottle CVM Lip Mousse 10 R1 W,BOTPOT,packaging,52772,16,0,52788.0,,788.0,52000.0,0,0,Pc(s),24.0,2023.0
BOTO-CVML11R0-W,Bottle CVM Lip Mousse 11 W,BOTPOT,packaging,49535,0,0,49535.0,,,49535.0,0,0,Pc(s),24.0,2023.0
BOTO-CVML11R1-W,Bottle CVM Lip Mousse 11 R1 W,BOTPOT,packaging,86531,6918,0,93449.0,,,93449.0,0,0,Pc(s),24.0,2023.0
BOTO-CVML12KR0-W,Bottle CVM Lip Mousse 12 KIM W,BOTPOT,packaging,0,0,0,0.0,,,0.0,0,0,Pc(s),24.0,2023.0
BOTO-CVML12KR1-W,Bottle CVM Lip Mousse 12 KIM R1 W,BOTPOT,packaging,45912,0,0,45912.0,,,45912.0,0,0,Pc(s),24.0,2023.0
BOTO-CVML12R0-W,Bottle CVM Lip Mousse 12 W,BOTPOT,packaging,6409,0,0,6409.0,,,6409.0,0,0,Pc(s),24.0,2023.0
BOTO-CVML12R1-W,Bottle CVM Lip Mousse 12 R1 W,BOTPOT,packaging,24003,0,0,24003.0,,13096.0,10907.0,0,0,Pc(s),24.0,2023.0
BOTO-CVML13KR0-W,Bottle CVM Lip Mousse 13 KIM W,BOTPOT,packaging,0,0,0,0.0,,,0.0,0,0,Pc(s),24.0,2023.0
BOTO-CVML13R0-W,Bottle CVM Lip Mousse 13 W,BOTPOT,packaging,3651,0,0,3651.0,,,3651.0,0,0,Pc(s),24.0,2023.0
BOTO-CVML13R1-W,Bottle CVM Lip Mousse 13 R1 W,BOTPOT,packaging,20127,0,0,20127.0,,13096.0,7031.0,0,0,Pc(s),24.0,2023.0
BOTO-CVML14R0-W,Bottle CVM Lip Mousse 14 W,BOTPOT,packaging,662,0,0,662.0,,,662.0,0,0,Pc(s),24.0,2023.0
BOTO-CVML14R1-W,Bottle CVM Lip Mousse 14 R1 W,BOTPOT,packaging,28167,0,0,28167.0,,,28167.0,0,0,Pc(s),24.0,2023.0
BOTO-CVML9R0-W,Bottle CVM Lip Mousse 09 W,BOTPOT,packaging,9207,0,0,9207.0,,,9207.0,0,0,Pc(s),24.0,2023.0
BOTO-CVML9R1-W,Bottle CVM Lip Mousse 09 R1 W,BOTPOT,packaging,4617,0,0,4617.0,,,4617.0,0,0,Pc(s),24.0,2023.0
BOTO-CVMLM1R0-W,Bottle CVM Lip Mousse 01 W,BOTPOT,packaging,22827,0,0,22827.0,,13096.0,9731.0,0,0,Pc(s),24.0,2023.0
BOTO-CVMLM1R1-W,Bottle CVM Lip Mousse 01 R1 W,BOTPOT,packaging,151776,0,0,151776.0,,,151776.0,0,0,Pc(s),24.0,2023.0
BOTO-CVMLM2R0-W,Bottle CVM Lip Mousse 02 W (Pc(s)),BOTPOT,packaging,13606,0,0,13606.0,,6548.0,7058.0,0,0,Pc(s),24.0,2023.0
BOTO-CVMLM3R0-W,Bottle CVM Lip Mousse 03 W (Pc(s)),BOTPOT,packaging,19513,0,0,19513.0,,6548.0,12965.0,0,0,Pc(s),24.0,2023.0
BOTO-CVMLM3R1-W,Bottle CVM Lip Mousse 03 R1 W (Pc(s)),BOTPOT,packaging,24694,0,0,24694.0,,,24694.0,0,0,Pc(s),24.0,2023.0
BOTO-CVMLM4R0-W,Bottle CVM Lip Mousse 04 W (Pc(s)),BOTPOT,packaging,1008,0,0,1008.0,,,1008.0,0,0,Pc(s),24.0,2023.0
BOTO-CVMLM4R1-W,Bottle CVM Lip Mousse 04 R1 W,BOTPOT,packaging,323787,0,0,323787.0,,788.0,322999.0,0,0,Pc(s),24.0,2023.0
BOTO-CVMLM5R0-W,Bottle CVM Lip Mousse 05 W (Pc(s)),BOTPOT,packaging,452,0,0,452.0,,,452.0,0,0,Pc(s),24.0,2023.0
BOTO-CVMLM5R1-W,Bottle CVM Lip Mousse 05 R1 W (Pc(s)),BOTPOT,packaging,1823,0,0,1823.0,,,1823.0,0,0,Pc(s),24.0,2023.0
BOTO-CVMLM5R2-W,Bottle CVM Lip Mousse 05 R2 W,BOTPOT,packaging,47819,0,0,47819.0,,6548.0,41271.0,0,0,Pc(s),24.0,2023.0
BOTO-CVMLM6R0-W,Bottle CVM Lip Mousse 06 W (Pc(s)),BOTPOT,packaging,87124,0,0,87124.0,,6548.0,80576.0,0,0,Pc(s),24.0,2023.0
BOTO-CVMLM6R1-W,Bottle CVM Lip Mousse 06 R1 W,BOTPOT,packaging,0,0,0,0.0,,,0.0,0,0,Pc(s),24.0,2023.0
BOTO-CVMLM7R0-W,Bottle CVM Lip Mousse 07 W (Pc(s)),BOTPOT,packaging,2455,0,0,2455.0,,,2455.0,0,0,Pc(s),24.0,2023.0
BOTO-CVMLM7R1-W,Bottle CVM Lip Mousse 07 R1 W (Pc(s)),BOTPOT,packaging,66475,0,0,66475.0,,,66475.0,0,0,Pc(s),24.0,2023.0
BOTO-CVMLM7R2-W,Bottle CVM Lip Mousse 07 R2 W,BOTPOT,packaging,50320,0,0,50320.0,,,50320.0,0,0,Pc(s),24.0,2023.0
BOTO-CVMLM8R0-W,Bottle CVM Lip Mousse 08 W (Pc(s)),BOTPOT,packaging,9318,0,0,9318.0,,,9318.0,0,0,Pc(s),24.0,2023.0
BOTO-CVMLM8R1-W,Bottle CVM Lip Mousse 08 R1 W (Pc(s)),BOTPOT,packaging,1794,0,0,1794.0,,,1794.0,0,0,Pc(s),24.0,2023.0
BOTO-CVMLM8R2-W,Bottle CVM Lip Mousse 08 R2 W,BOTPOT,packaging,19064,0,0,19064.0,,6548.0,12516.0,0,0,Pc(s),24.0,2023.0
BOTO-DFS170R1-WHDPE,Bottle Daily Fresh Shampoo 170 R1 W (Pc(s)),BOTPOT,packaging,740,0,0,740.0,,,740.0,0,0,Pc(s),24.0,2023.0
BOTO-DFS170R2-WHDPE,Bottle Daily Fresh Shampoo 170 R2 W,BOTPOT,packaging,67739,8,0,67747.0,,,67747.0,0,0,Pc(s),24.0,2023.0
BOTO-DROPH-K,Botol Deo Roll On Paket Haji K,BOTPOT,packaging,2540,0,0,2540.0,,,2540.0,0,0,Pc(s),24.0,2023.0
BOTO-DROR0-K,Botol Deo Roll On K,BOTPOT,packaging,40237,0,0,40237.0,,10937.0,29300.0,0,0,Pc(s),24.0,2023.0
BOTO-EAHS5-WHDPE,Bottle Esensia Aloe Hydramild Serum W,BOTPOT,packaging,0,0,0,0.0,,,0.0,0,0,Pc(s),24.0,2023.0
BOTO-ECLT01R1-WPETM,Bottle Everyday Cheek and Lip Tint 01 R1 W,BOTPOT,packaging,134884,462,0,135346.0,,,135346.0,0,0,Pc(s),24.0,2023.0
BOTO-ECLT02R1-WPETM,Bottle Everyday Cheek and Lip Tint 02 R1 W,BOTPOT,packaging,245834,0,0,245834.0,,,245834.0,0,0,Pc(s),24.0,2023.0
BOTO-ECLT03R1-WPETM,Bottle Everyday Cheek and Lip Tint 03 R1 W,BOTPOT,packaging,172822,0,0,172822.0,,,172822.0,0,0,Pc(s),24.0,2023.0
BOTO-EDTP2-K,Bottle EDT Package 2 ml K,BOTPOT,packaging,0,0,0,0.0,,,0.0,0,0,Pc(s),24.0,2023.0
BOTO-EHBW-K,Bottle EHBW K,BOTPOT,packaging,177,0,0,177.0,,,177.0,0,0,Pc(s),24.0,2023.0
BOTO-ELMFR0-W,Botol Everyday Luminous Liquid Foundation Repack 35 W,BOTPOT,packaging,30075,1000,0,31075.0,,,31075.0,0,0,Pc(s),24.0,2023.0
BOTO-ELSAR0-W,Bottle Esensia Lightening Serum Ampoule W,BOTPOT,packaging,0,0,0,0.0,,,0.0,0,0,Pc(s),24.0,2023.0
BOTO-ELSAR1-W,Bottle Esensia Lightening Serum Ampoule R1 W,BOTPOT,packaging,28165,0,0,28165.0,,,28165.0,0,0,Pc(s),24.0,2023.0
BOTO-EMLCR1-W,Bottle Exclusive Matte Lip Cream R1 W (Pc(s)),BOTPOT,packaging,0,0,0,0.0,,,0.0,0,0,Pc(s),24.0,2023.0
BOTO-EMLCRKR0-W,Bottle Exclusive Matte Lip Cream Revamp KIM W,BOTPOT,packaging,528046,13,0,528059.0,,239460.0,288599.0,150000,0,Pc(s),24.0,2023.0
BOTO-EMLNSR0-W,Bottle Exclusive Matte Lip Cream NS W (Pc(s)),BOTPOT,packaging,89220,0,0,89220.0,,11000.0,78220.0,0,0,Pc(s),24.0,2023.0
BOTO-EMLSR0-W,Botol Everyday Matte Lip Shot W,BOTPOT,packaging,88844,12,0,88856.0,,64540.0,24316.0,0,0,Pc(s),24.0,2023.0
BOTO-EXBLSR0-W,Bottle EyeXpert Brow Lash Serum W,BOTPOT,packaging,103908,15987,0,119895.0,,,119895.0,0,0,Pc(s),24.0,2023.0
BOTO-EXLWMR0-W,Bottle EyeXpert Liftlasting Waterproof Mascara W,BOTPOT,packaging,107247,0,0,107247.0,,,107247.0,50000,0,Pc(s),24.0,2023.0
BOTO-G150WSELG-WHD,Botol/Pot White Secret Exfoliating Lotion Grand Wardah,BOTPOT,packaging,0,0,0,0.0,,,0.0,0,0,Pc(s),24.0,2023.0
BOTO-G150WSPBCG-WHD,Botol/Pot White Secret Pure Brightening Cleanser Grand Ward,BOTPOT,packaging,0,0,0,0.0,,,0.0,0,0,Pc(s),24.0,2023.0
BOTO-GA1302R1-MOF,Botol Glass Type A1302 R1 MO,BOTPOT,packaging,4733,40,0,4773.0,,,4773.0,0,0,Pc(s),24.0,2023.0
BOTO-GAACS15R1-W,Botol Glass Acnederm Acne Care S 15 R1 W,BOTPOT,packaging,0,0,0,0.0,,,0.0,0,0,Pc(s),24.0,2023.0
BOTO-GAACS15R2-W,Botol Glass Acnederm Acne Care S 15 R2 W,BOTPOT,packaging,8352,0,0,8352.0,,,8352.0,0,0,Pc(s),24.0,2023.0
BOTO-GAACS15R3-W,Botol Glass Acnederm Acne Care S 15 R3 W,BOTPOT,packaging,3735,31032,0,34767.0,,32410.0,2357.0,0,0,Pc(s),24.0,2023.0
BOTO-GAACS20-W,Botol Glass Acnederm Acne Care S 15 W,BOTPOT,packaging,3811,0,0,3811.0,,,3811.0,0,0,Pc(s),24.0,2023.0
BOTO-GABHSR0-K,Bottle Glass Advancing Beard & Hair Serum K,BOTPOT,packaging,7992,0,0,7992.0,,,7992.0,0,0,Pc(s),24.0,2023.0
BOTO-GABSR0-K,Bottle Glass Advancing Beard Serum K,BOTPOT,packaging,72,0,0,72.0,,,72.0,0,0,Pc(s),24.0,2023.0
BOTO-GBBC40-L,Botol GB Body Care 40 L,BOTPOT,packaging,2323,0,0,2323.0,,,2323.0,0,0,Pc(s),24.0,2023.0
BOTO-GBFBC250-L,Botol GB Face & Body Cleanser 250 L,BOTPOT,packaging,3155,0,0,3155.0,,,3155.0,0,0,Pc(s),24.0,2023.0
BOTO-GBHT100R0-L,Botol GB Hydration Toner 100 L,BOTPOT,packaging,4300,0,0,4300.0,,2802.0,1498.0,0,0,Pc(s),24.0,2023.0
BOTO-GBHT30-L,Botol GB Hydration Toner 30 L,BOTPOT,packaging,22244,0,0,22244.0,,,22244.0,0,0,Pc(s),24.0,2023.0
BOTO-GBMC100-L,Bottle GB Mild Cleanser 100 L,BOTPOT,packaging,29656,0,0,29656.0,,5418.0,24238.0,0,0,Pc(s),24.0,2023.0
BOTO-GBMC225-X,Bottle GB Mild Cleanser 225 L,BOTPOT,packaging,3145,0,0,3145.0,,,3145.0,0,0,Pc(s),24.0,2023.0
BOTO-GBSRS20-L,Botol GB Barrier Repair Serum 20 L,BOTPOT,packaging,25479,0,0,25479.0,,,25479.0,0,0,Pc(s),24.0,2023.0
BOTO-GCBCS20R0-BL,Bottle Glass Calm Barrier C Serum 20 BL,BOTPOT,packaging,6229,0,0,6229.0,,,6229.0,0,0,Pc(s),24.0,2023.0
BOTO-GCBE6R0-W,Bottle Glass Crystallure AB Essence 6 W,BOTPOT,packaging,53200,0,0,53200.0,,,53200.0,0,0,Pc(s),24.0,2023.0
BOTO-GCDSW-GPOP2W,Botol/Pot Botol Glass C-Defense Serum Wardah,BOTPOT,packaging,88019,66,0,88085.0,,,88085.0,0,0,Pc(s),24.0,2023.0
BOTO-GCSROSR0-W,Bottle Glass Crystallure SR Oil Serum 30 W (Pc(s)),BOTPOT,packaging,12865,0,0,12865.0,,1871.0,10994.0,0,0,Pc(s),24.0,2023.0
BOTO-GDRFTS120-CL,Bottle Glass DRFTS 120 CL,BOTPOT,packaging,2659,0,0,2659.0,,1970.0,689.0,0,0,Pc(s),24.0,2023.0
