Product Korporat Code,BoM Lines/Product Template/Korporat Code,BoM Lines/Product Template/Material Type,BoM Lines/Quantity
F-CPRS02-BULK/FPS.RND.W117.00,EMUL-KF68-X,Raw Material,2.50000
F-CPRS02-BULK/FPS.RND.W117.00,SALA-99--K,Raw Material,2.00000
F-CPRS02-BULK/FPS.RND.W117.00,PWD-SYS-X,Raw Material,2.00000
F-CPRS02-BULK/FPS.RND.W117.00,MOIS-TR100-X,Raw Material,1.50000
F-CPRS02-BULK/FPS.RND.W117.00,SAMP-SH219-X,Raw Material,1.50000
F-CPRS02-BULK/FPS.RND.W117.00,EMUL-KF6017-X,Raw Material,1.20000
F-CPRS02-BULK/FPS.RND.W117.00,ORGA-EXD-ARK,Raw Material,1.00000
F-CPRS02-BULK/FPS.RND.W117.00,PEN-PRSVPE-X,Raw Material,0.80000
F-CPRS02-BULK/FPS.RND.W117.00,THIC-RMGSO4-X,Raw Material,0.80000
F-CPRS02-BULK/FPS.RND.W117.00,SILC-VM22A-X,Raw Material,0.50000
F-CPRS02-BULK/FPS.RND.W117.00,STEA-DSP300-X,Raw Material,0.50000
F-CPRS02-BULK/FPS.RND.W117.00,GLUZ-GLUZ-,Raw Material,0.10000
F-CPRS02-BULK/FPS.RND.W117.00,EDT-B--K,Raw Material,0.02000
F-CPRS02-BULK/FPS.RND.W117.00,WARN-BYO12-X,Raw Material,1.05000
F-CPRS02-BULK/FPS.RND.W117.00,WARN-BRO12-X,Raw Material,0.20000
F-CPRS02-BULK/FPS.RND.W117.00,WARN-BBO12-X,Raw Material,0.07500
F-CPRS02-BULK/FPS.RND.W117.00,ALKO---L,Raw Material,2.00000
F-CPRS02-BULK/FPS.RND.W117.00,SAMP-MGNLEXTR-X,Raw Material,0.10000
F-CPRS02-BULK/FPS.RND.W117.00,SAMP-LCRDPRS-X,Raw Material,0.00600
F-CPRS04-BULK/FPS.RND.W118.00,AIR-RO--L,Raw Material,27.61400
F-CPRS04-BULK/FPS.RND.W118.00,PURO-IDD-X,Raw Material,7.00000
F-CPRS04-BULK/FPS.RND.W118.00,SILI-BE6-X,Raw Material,7.00000
F-CPRS04-BULK/FPS.RND.W118.00,UVIN-MC80-BASF,Raw Material,7.00000
F-CPRS04-BULK/FPS.RND.W118.00,TITA-CROTS-X,Raw Material,5.30000
F-CPRS04-BULK/FPS.RND.W118.00,PR-ZPRDL-X,Raw Material,6.00000
F-CPRS04-BULK/FPS.RND.W118.00,SILI-1202-,Raw Material,6.00000
F-CPRS04-BULK/FPS.RND.W118.00,BENT-BGISDV-X,Raw Material,5.00000
F-CPRS04-BULK/FPS.RND.W118.00,EMUL-KF68-X,Raw Material,2.50000
F-CPRS04-BULK/FPS.RND.W118.00,SALA-99--K,Raw Material,2.00000
F-CPRS04-BULK/FPS.RND.W118.00,PWD-SYS-X,Raw Material,2.00000
F-CPRS04-BULK/FPS.RND.W118.00,ORGA-EXD-ARK,Raw Material,1.00000
F-CPRS04-BULK/FPS.RND.W118.00,PEN-PRSVPE-X,Raw Material,0.80000
F-CPRS04-BULK/FPS.RND.W118.00,THIC-RMGSO4-X,Raw Material,0.80000
F-CPRS04-BULK/FPS.RND.W118.00,SILC-VM22A-X,Raw Material,0.50000
F-CPRS04-BULK/FPS.RND.W118.00,STEA-DSP300-X,Raw Material,0.50000
F-CPRS04-BULK/FPS.RND.W118.00,GLUZ-GLUZ-,Raw Material,0.10000
F-CPRS04-BULK/FPS.RND.W118.00,VITA--TA-K,Raw Material,0.10000
F-CPRS04-BULK/FPS.RND.W118.00,EDT-B--K,Raw Material,0.02000
F-CPRS04-BULK/FPS.RND.W118.00,SUNP-170-X,Raw Material,3.50000
F-CPRS04-BULK/FPS.RND.W118.00,SILI-BEL803-X,Raw Material,3.50000
F-CPRS04-BULK/FPS.RND.W118.00,SILI-556-DC-K,Raw Material,3.00000
F-CPRS04-BULK/FPS.RND.W118.00,MOIS-TR100-X,Raw Material,1.50000
F-CPRS04-BULK/FPS.RND.W118.00,SAMP-SH219-X,Raw Material,1.50000
F-CPRS04-BULK/FPS.RND.W118.00,EMUL-KF6017-X,Raw Material,1.20000
F-CPRS04-BULK/FPS.RND.W118.00,WARN-BYO12-X,Raw Material,1.90000
F-CPRS04-BULK/FPS.RND.W118.00,WARN-BRO12-X,Raw Material,0.46000
F-CPRS04-BULK/FPS.RND.W118.00,WARN-BBO12-X,Raw Material,0.10000
F-CPRS04-BULK/FPS.RND.W118.00,SAMP-MGNLEXTR-X,Raw Material,0.10000
F-CPRS04-BULK/FPS.RND.W118.00,SAMP-LCRDPRS-X,Raw Material,0.00600
F-CPRS04-BULK/FPS.RND.W118.00,ALKO---L,Raw Material,2.00000
FMI-LGT-BULK/FPS.RND.W124.00,AIR-RO--L,Raw Material,95.81600
FMI-LGT-BULK/FPS.RND.W124.00,EDT-B--K,Raw Material,0.10000
FMI-LGT-BULK/FPS.RND.W124.00,ALAN--AK-K,Raw Material,0.10000
FMI-LGT-BULK/FPS.RND.W124.00,VITA-B3PC-X,Raw Material,2.00000
FMI-LGT-BULK/FPS.RND.W124.00,EXTR-LCRG-X,Raw Material,0.15000
FMI-LGT-BULK/FPS.RND.W124.00,PR-ZPRDL-X,Raw Material,1.00000
FMI-LGT-BULK/FPS.RND.W124.00,BAH-LUVIK30P-X,Raw Material,0.08000
FMI-LGT-BULK/FPS.RND.W124.00,PENG-PHC-X,Raw Material,0.70000
FMI-LGT-BULK/FPS.RND.W124.00,EMUL-DERMSOLP-,Raw Material,0.04800
FMI-LGT-BULK/FPS.RND.W124.00,PARF-OSLF-SP119881-X,Raw Material,0.00600
L-CLCLS1-BULK/FPS.RND.W127.00,AIR-RO--L,Raw Material,38.00000
L-CLCLS1-BULK/FPS.RND.W127.00,EUTA-G-X,Raw Material,15.84780
L-CLCLS1-BULK/FPS.RND.W127.00,PURO-IDD-X,Raw Material,9.70220
L-CLCLS1-BULK/FPS.RND.W127.00,BENT-BGISDV-X,Raw Material,8.00000
L-CLCLS1-BULK/FPS.RND.W127.00,SAMP-EMIL-X,Raw Material,5.00000
L-CLCLS1-BULK/FPS.RND.W127.00,"BUTY--DAI1,3",Raw Material,4.00000
L-CLCLS1-BULK/FPS.RND.W127.00,COSM-43V--K,Raw Material,3.05000
L-CLCLS1-BULK/FPS.RND.W127.00,EMU-ACT-X,Raw Material,3.00000
L-CLCLS1-BULK/FPS.RND.W127.00,TIT-401-X,Raw Material,2.16700
L-CLCLS1-BULK/FPS.RND.W127.00,WARN-TOA403-KF,Raw Material,1.92400
L-CLCLS1-BULK/FPS.RND.W127.00,WARN-C19012-DCR6-K,Raw Material,1.85300
L-CLCLS1-BULK/FPS.RND.W127.00,WARN-C338--K,Raw Material,1.61000
L-CLCLS1-BULK/FPS.RND.W127.00,SILI-DCF-ID-X,Raw Material,1.60000
L-CLCLS1-BULK/FPS.RND.W127.00,THIC-RMGSO4-X,Raw Material,1.00000
L-CLCLS1-BULK/FPS.RND.W127.00,GARA-RFS-X,Raw Material,1.00000
L-CLCLS1-BULK/FPS.RND.W127.00,PEN-PRSVPE-X,Raw Material,0.50000
L-CLCLS1-BULK/FPS.RND.W127.00,PENG-SYM68-X,Raw Material,0.50000
L-CLCLS1-BULK/FPS.RND.W127.00,WARN-CSR28-X,Raw Material,0.47500
L-CLCLS1-BULK/FPS.RND.W127.00,WARN-C19011-R7CL-K,Raw Material,0.37100
L-CLCLS1-BULK/FPS.RND.W127.00,VITA-DL E-MS,Raw Material,0.10000
L-CLCLS1-BULK/FPS.RND.W127.00,PARF-VMR-X,Raw Material,0.10000
L-CLCLS1-BULK/FPS.RND.W127.00,ACTI-TINTT-X,Raw Material,0.10000
L-CLCLS1-BULK/FPS.RND.W127.00,STB-TL-X,Raw Material,0.05000
L-CLCLS1-BULK/FPS.RND.W127.00,EDT-B--K,Raw Material,0.05000
S-DF-BULK/FPS.RND.W128.0,AIR-RO--L,Raw Material,66.39350
S-DF-BULK/FPS.RND.W128.0,PARF-ODM3-X,Raw Material,1.20000
S-DF-BULK/FPS.RND.W128.0,MERQ-MQ2001P-X,Raw Material,0.30000
S-DF-BULK/FPS.RND.W128.0,PANT--DL-K,Raw Material,0.30000
S-DF-BULK/FPS.RND.W128.0,ASAM-A-CAAH-K,Raw Material,0.00650
S-DF-BULK/FPS.RND.W128.0,REWD-LIS80-X,Raw Material,1.00000
S-DF-BULK/FPS.RND.W128.0,EXTR-PEPGLYE-X,Raw Material,0.10000
S-DF-BULK/FPS.RND.W128.0,HDRL-GLDWBZ-X,Raw Material,0.50000
S-DF-BULK/FPS.RND.W128.0,AMI-GCK12H-X,Raw Material,1.00000
S-DF-BULK/FPS.RND.W128.0,MERQ-MQ550PP-X,Raw Material,1.50000
S-DF-BULK/FPS.RND.W128.0,GLYC--ECOS-K,Raw Material,2.00000
S-DF-BULK/FPS.RND.W128.0,TEGO-L7-1--K,Raw Material,7.00000
S-DF-BULK/FPS.RND.W128.0,AJID--NL-K,Raw Material,2.00000
S-DF-BULK/FPS.RND.W128.0,EXTR-ALVGE-X,Raw Material,0.10000
S-DF-BULK/FPS.RND.W128.0,EXTR-SWDGE-X,Raw Material,0.10000
S-DF-BULK/FPS.RND.W128.0,MENT--CEPB-K,Raw Material,0.20000
S-DF-BULK/FPS.RND.W128.0,GARA-RFS-X,Raw Material,0.50000
S-DF-BULK/FPS.RND.W128.0,POLY-MICOJ400-,Raw Material,0.40000
S-DF-BULK/FPS.RND.W128.0,PENG-GL-LON,Raw Material,0.40000
S-DF-BULK/FPS.RND.W128.0,TEXA---K,Raw Material,15.00000
TWC-CLFTA-BULK/FPS.RND.W130.00,ORGA-EXD-ARK,Raw Material,2.50000
TWC-CLFTA-BULK/FPS.RND.W130.00,EUTA-G-X,Raw Material,1.50000
TWC-CLFTA-BULK/FPS.RND.W130.00,COSM-168ARV-X,Raw Material,1.00000
TWC-CLFTA-BULK/FPS.RND.W130.00,SUNP-EPU-2X-X,Raw Material,1.00000
TWC-CLFTA-BULK/FPS.RND.W130.00,PEN-PRSVPE-X,Raw Material,0.80000
TWC-CLFTA-BULK/FPS.RND.W130.00,SILI-2005-DC-K,Raw Material,0.50000
TWC-CLFTA-BULK/FPS.RND.W130.00,TALC-C-2KPD-X,Raw Material,36.79090
TWC-CLFTA-BULK/FPS.RND.W130.00,TALK-C-STJADAITO-K,Raw Material,33.07000
TWC-CLFTA-BULK/FPS.RND.W130.00,TITA-OTS2CR50-,Raw Material,6.50000
TWC-CLFTA-BULK/FPS.RND.W130.00,UVIN-MC80-BASF,Raw Material,4.00000
TWC-CLFTA-BULK/FPS.RND.W130.00,SILD--SI5H52D-K,Raw Material,4.00000
TWC-CLFTA-BULK/FPS.RND.W130.00,IPM-CRDSG-X,Raw Material,3.50000
TWC-CLFTA-BULK/FPS.RND.W130.00,PEN-SENSC50-X,Raw Material,0.40000
TWC-CLFTA-BULK/FPS.RND.W130.00,PARF-9861SPM--K,Raw Material,0.01000
TWC-CLFTA-BULK/FPS.RND.W130.00,ACTM-CTLA-X,Raw Material,0.01000
TWC-CLFTA-BULK/FPS.RND.W130.00,ZINC-ZNOLYS-X,Raw Material,1.00000
TWC-CLFTA-BULK/FPS.RND.W130.00,TIT-MT60S-X,Raw Material,2.00000
TWC-CLFTA-BULK/FPS.RND.W130.00,WARN-YLW3AS-X,Raw Material,1.04730
TWC-CLFTA-BULK/FPS.RND.W130.00,WARN-RED3AS-X,Raw Material,0.27730
TWC-CLFTA-BULK/FPS.RND.W130.00,VITA-DL E-MS,Raw Material,0.01000
TWC-CLFTA-BULK/FPS.RND.W130.00,WARN-BLCK3AS-X,Raw Material,0.08450
S-NS-BULK/FPS.RND.W129.01,GARA-RFS-X,Raw Material,0.70000
S-NS-BULK/FPS.RND.W129.01,PENG-GL-LON,Raw Material,0.40000
S-NS-BULK/FPS.RND.W129.01,AIR-RO--L,Raw Material,63.05000
S-NS-BULK/FPS.RND.W129.01,AMI-GCK12H-X,Raw Material,0.50000
S-NS-BULK/FPS.RND.W129.01,TEXA---K,Raw Material,18.00000
S-NS-BULK/FPS.RND.W129.01,KATI-JGRC14-X,Raw Material,0.20000
S-NS-BULK/FPS.RND.W129.01,OIL-ARG-X,Raw Material,0.05000
S-NS-BULK/FPS.RND.W129.01,EXTR-GS-,Raw Material,0.10000
S-NS-BULK/FPS.RND.W129.01,EMU-EPSR-X,Raw Material,0.05000
S-NS-BULK/FPS.RND.W129.01,PARF-ODM3-X,Raw Material,1.20000
S-NS-BULK/FPS.RND.W129.01,AQUA---K,Raw Material,1.00000
S-NS-BULK/FPS.RND.W129.01,POLY-MICOJ400-,Raw Material,0.20000
S-NS-BULK/FPS.RND.W129.01,EDT-B--K,Raw Material,0.05000
S-NS-BULK/FPS.RND.W129.01,TEGO-L7-1--K,Raw Material,10.00000
S-NS-BULK/FPS.RND.W129.01,SILI-SSEM105-X,Raw Material,3.00000
S-NS-BULK/FPS.RND.W129.01,EM-E3201M-X,Raw Material,1.50000
M-GSSNC-BULK/FPS.RND.L07.00,STA--C18-K,Raw Material,1.25000
M-GSSNC-BULK/FPS.RND.L07.00,CECC---K,Raw Material,1.00000
M-GSSNC-BULK/FPS.RND.L07.00,SAMP-SPHL-X,Raw Material,2.00000
M-GSSNC-BULK/FPS.RND.L07.00,MOIS-PTVT-X,Raw Material,2.00000
M-GSSNC-BULK/FPS.RND.L07.00,SAMP-PCFL-X,Raw Material,3.00000
M-GSSNC-BULK/FPS.RND.L07.00,SAMP-LPASG-X,Raw Material,3.00000
M-GSSNC-BULK/FPS.RND.L07.00,VITA-B3PC-X,Raw Material,5.00000
M-GSSNC-BULK/FPS.RND.L07.00,SAMP-EMDMB-X,Raw Material,3.00000
M-GSSNC-BULK/FPS.RND.L07.00,SILI-M05F-X,Raw Material,6.00000
M-GSSNC-BULK/FPS.RND.L07.00,SAMP-KSP101-X,Raw Material,0.50000
M-GSSNC-BULK/FPS.RND.L07.00,SQUA-PRT-X,Raw Material,6.00000
M-GSSNC-BULK/FPS.RND.L07.00,GLYC--ECOS-K,Raw Material,5.00000
M-GSSNC-BULK/FPS.RND.L07.00,AIR-RO--L,Raw Material,58.98000
M-GSSNC-BULK/FPS.RND.L07.00,SAMP-RCLRP-X,Raw Material,1.00000
M-GSSNC-BULK/FPS.RND.L07.00,PR-ZPRDL-X,Raw Material,1.00000
M-GSSNC-BULK/FPS.RND.L07.00,SAMP-CCLRK-X,Raw Material,0.50000
M-GSSNC-BULK/FPS.RND.L07.00,NEUT-LM-X,Raw Material,0.10000
M-GSSNC-BULK/FPS.RND.L07.00,ALAN--AK-K,Raw Material,0.20000
M-GSSNC-BULK/FPS.RND.L07.00,EDT-B--K,Raw Material,0.10000
M-GSSNC-BULK/FPS.RND.L07.00,LAR-KOH30%-BULK,Intermediate,0.25000
M-GSSNC-BULK/FPS.RND.L07.00,EMUL-PMLEZU-X,Raw Material,0.12000
L-PVW05-BULK/FPS.RND.M45.00,WARN-BLCK3AS-X,Raw Material,0.40000
L-PVW05-BULK/FPS.RND.M45.00,WARN-RED3AS-X,Raw Material,0.50000
L-PVW05-BULK/FPS.RND.M45.00,TITA-OTS2CR50-,Raw Material,1.60000
L-PVW05-BULK/FPS.RND.M45.00,ACTI-TINTT-X,Raw Material,0.10000
L-PVW05-BULK/FPS.RND.M45.00,VITA-DL E-MS,Raw Material,0.10000
L-PVW05-BULK/FPS.RND.M45.00,EDT-B--K,Raw Material,0.05000
L-PVW05-BULK/FPS.RND.M45.00,STB-TL-X,Raw Material,0.05000
L-PVW05-BULK/FPS.RND.M45.00,PARF-VMR-X,Raw Material,0.10000
L-PVW05-BULK/FPS.RND.M45.00,"BUTY--DAI1,3",Raw Material,5.00000
L-PVW05-BULK/FPS.RND.M45.00,SILI-BDP-X,Raw Material,8.30000
L-PVW05-BULK/FPS.RND.M45.00,SILI-DCF-ID-X,Raw Material,5.00000
L-PVW05-BULK/FPS.RND.M45.00,EUTA-G-X,Raw Material,6.75000
L-PVW05-BULK/FPS.RND.M45.00,BENT-BGISDV-X,Raw Material,7.50000
L-PVW05-BULK/FPS.RND.M45.00,PURO-IDD-X,Raw Material,1.75000
L-PVW05-BULK/FPS.RND.M45.00,EMUL-G50C-X,Raw Material,2.00000
L-PVW05-BULK/FPS.RND.M45.00,ABIL-EM90-X,Raw Material,3.00000
L-PVW05-BULK/FPS.RND.M45.00,WARN-YLW3AS-X,Raw Material,1.70000
L-PVW05-BULK/FPS.RND.M45.00,THIC-RMGSO4-X,Raw Material,1.00000
L-PVW05-BULK/FPS.RND.M45.00,EMUL-IS34R-X,Raw Material,1.00000
L-PVW05-BULK/FPS.RND.M45.00,PENG-SYM68-X,Raw Material,0.60000
L-PVW05-BULK/FPS.RND.M45.00,PEN-PRSVPE-X,Raw Material,0.80000
L-PVW05-BULK/FPS.RND.M45.00,SAMP-URED3075-X,Raw Material,2.20000
L-PVW05-BULK/FPS.RND.M45.00,SAMP-URED328-X,Raw Material,0.50000
L-PVW05-BULK/FPS.RND.M45.00,AIR-RO--L,Raw Material,50.00000
L-PVW07-BULK/FPS.RND.M15.01,"BUTY--DAI1,3",Raw Material,5.00000
L-PVW07-BULK/FPS.RND.M15.01,ACTI-TINTT-X,Raw Material,0.10000
L-PVW07-BULK/FPS.RND.M15.01,SILI-DCF-ID-X,Raw Material,5.00000
L-PVW07-BULK/FPS.RND.M15.01,SILI-BDP-X,Raw Material,7.05000
L-PVW07-BULK/FPS.RND.M15.01,EUTA-G-X,Raw Material,6.75000
L-PVW07-BULK/FPS.RND.M15.01,BENT-BGISDV-X,Raw Material,7.50000
L-PVW07-BULK/FPS.RND.M15.01,PENG-SYM68-X,Raw Material,0.60000
L-PVW07-BULK/FPS.RND.M15.01,PEN-PRSVPE-X,Raw Material,0.80000
L-PVW07-BULK/FPS.RND.M15.01,ABIL-EM90-X,Raw Material,3.00000
L-PVW07-BULK/FPS.RND.M15.01,EMUL-G50C-X,Raw Material,2.00000
L-PVW07-BULK/FPS.RND.M15.01,THIC-RMGSO4-X,Raw Material,1.00000
L-PVW07-BULK/FPS.RND.M15.01,EMUL-IS34R-X,Raw Material,1.00000
L-PVW07-BULK/FPS.RND.M15.01,PURO-IDD-X,Raw Material,1.75000
L-PVW07-BULK/FPS.RND.M15.01,VITA-DL E-MS,Raw Material,0.10000
L-PVW07-BULK/FPS.RND.M15.01,PARF-VMR-X,Raw Material,0.10000
L-PVW07-BULK/FPS.RND.M15.01,WARN-YLW3AS-X,Raw Material,1.80000
L-PVW07-BULK/FPS.RND.M15.01,TITA-OTS2CR50-,Raw Material,2.60000
L-PVW07-BULK/FPS.RND.M15.01,EDT-B--K,Raw Material,0.05000
L-PVW07-BULK/FPS.RND.M15.01,STB-TL-X,Raw Material,0.05000
L-PVW07-BULK/FPS.RND.M15.01,WARN-BLCK3AS-X,Raw Material,0.55000
L-PVW07-BULK/FPS.RND.M15.01,WARN-RED3AS-X,Raw Material,1.20000
L-PVW07-BULK/FPS.RND.M15.01,SAMP-URED3075-X,Raw Material,1.50000
L-PVW07-BULK/FPS.RND.M15.01,SAMP-URED328-X,Raw Material,0.50000
L-PVW07-BULK/FPS.RND.M15.01,AIR-RO--L,Raw Material,50.00000
ES-TSESM-02-BULK/FPS.RND.M16.05,WARN-CCCLOC--K,Raw Material,5.00000
ES-TSESM-02-BULK/FPS.RND.M16.05,WARN-TMRD-X,Raw Material,6.33600
ES-TSESM-02-BULK/FPS.RND.M16.05,WARN-6278MRN-X,Raw Material,12.12500
ES-TSESM-02-BULK/FPS.RND.M16.05,WARN-CLOSG--K,Raw Material,26.56500
ES-TSESM-02-BULK/FPS.RND.M16.05,COSM-168ARV-X,Raw Material,0.70000
ES-TSESM-02-BULK/FPS.RND.M16.05,MC3-300-SF,Raw Material,1.00000
ES-TSESM-02-BULK/FPS.RND.M16.05,PENG-PNX-X,Raw Material,0.80000
ES-TSESM-02-BULK/FPS.RND.M16.05,ZINC-STW-X,Raw Material,2.50000
ES-TSESM-02-BULK/FPS.RND.M16.05,POWD-GH52-X,Raw Material,12.51500
ES-TSESM-02-BULK/FPS.RND.M16.05,POWD-HTTS-X,Raw Material,22.00000
ES-TSESM-02-BULK/FPS.RND.M16.05,WARN-GZ0075-X,Raw Material,0.35900
ES-TSESM-02-BULK/FPS.RND.M16.05,SILI-2005-DC-K,Raw Material,5.50000
ES-TSESM-02-BULK/FPS.RND.M16.05,WARN-TOA403-KF,Raw Material,1.10000
ES-TSESM-02-BULK/FPS.RND.M16.05,EUTA-G-X,Raw Material,3.50000
TWC-CLFTC-BULK/FPS.RND.W135.00,TALC-C-2KPD-X,Raw Material,34.96000
TWC-CLFTC-BULK/FPS.RND.W135.00,UVIN-MC80-BASF,Raw Material,4.00000
TWC-CLFTC-BULK/FPS.RND.W135.00,TITA-OTS2CR50-,Raw Material,6.50000
TWC-CLFTC-BULK/FPS.RND.W135.00,TALK-C-STJADAITO-K,Raw Material,33.08000
TWC-CLFTC-BULK/FPS.RND.W135.00,ACTM-CTLA-X,Raw Material,0.01000
TWC-CLFTC-BULK/FPS.RND.W135.00,SILD--SI5H52D-K,Raw Material,4.00000
TWC-CLFTC-BULK/FPS.RND.W135.00,WARN-BLCK3AS-X,Raw Material,0.27000
TWC-CLFTC-BULK/FPS.RND.W135.00,EUTA-G-X,Raw Material,1.50000
TWC-CLFTC-BULK/FPS.RND.W135.00,ORGA-EXD-ARK,Raw Material,2.50000
TWC-CLFTC-BULK/FPS.RND.W135.00,IPM-CRDSG-X,Raw Material,3.50000
TWC-CLFTC-BULK/FPS.RND.W135.00,SUNP-EPU-2X-X,Raw Material,1.00000
TWC-CLFTC-BULK/FPS.RND.W135.00,COSM-168ARV-X,Raw Material,1.00000
TWC-CLFTC-BULK/FPS.RND.W135.00,SILI-2005-DC-K,Raw Material,0.50000
TWC-CLFTC-BULK/FPS.RND.W135.00,TIT-MT60S-X,Raw Material,2.00000
TWC-CLFTC-BULK/FPS.RND.W135.00,WARN-RED3ASTDMS-BULK,Intermediate,0.86000
TWC-CLFTC-BULK/FPS.RND.W135.00,PEN-PRSVPE-X,Raw Material,0.80000
TWC-CLFTC-BULK/FPS.RND.W135.00,ZINC-ZNOLYS-X,Raw Material,1.00000
TWC-CLFTC-BULK/FPS.RND.W135.00,PEN-SENSC50-X,Raw Material,0.40000
TWC-CLFTC-BULK/FPS.RND.W135.00,VITA-DL E-MS,Raw Material,0.01000
TWC-CLFTC-BULK/FPS.RND.W135.00,PARF-9861SPM--K,Raw Material,0.01000
TWC-CLFTC-BULK/FPS.RND.W135.00,WARN-YLW3AS-X,Raw Material,2.10000
TWC-CLFTD-BULK/FPS.RND.W136.00,TALC-C-2KPD-X,Raw Material,34.49180
TWC-CLFTD-BULK/FPS.RND.W136.00,COSM-168ARV-X,Raw Material,1.00000
TWC-CLFTD-BULK/FPS.RND.W136.00,SILD--SI5H52D-K,Raw Material,4.00000
TWC-CLFTD-BULK/FPS.RND.W136.00,EUTA-G-X,Raw Material,1.50000
TWC-CLFTD-BULK/FPS.RND.W136.00,ORGA-EXD-ARK,Raw Material,2.50000
TWC-CLFTD-BULK/FPS.RND.W136.00,IPM-CRDSG-X,Raw Material,3.50000
TWC-CLFTD-BULK/FPS.RND.W136.00,SILI-2005-DC-K,Raw Material,0.50000
TWC-CLFTD-BULK/FPS.RND.W136.00,PEN-PRSVPE-X,Raw Material,0.80000
TWC-CLFTD-BULK/FPS.RND.W136.00,SUNP-EPU-2X-X,Raw Material,1.00000
TWC-CLFTD-BULK/FPS.RND.W136.00,WARN-BLCK3AS-X,Raw Material,0.49640
TWC-CLFTD-BULK/FPS.RND.W136.00,TIT-MT60S-X,Raw Material,2.00000
TWC-CLFTD-BULK/FPS.RND.W136.00,ACTM-CTLA-X,Raw Material,0.01000
TWC-CLFTD-BULK/FPS.RND.W136.00,ZINC-ZNOLYS-X,Raw Material,1.00000
TWC-CLFTD-BULK/FPS.RND.W136.00,VITA-DL E-MS,Raw Material,0.01000
TWC-CLFTD-BULK/FPS.RND.W136.00,PARF-9861SPM--K,Raw Material,0.01000
TWC-CLFTD-BULK/FPS.RND.W136.00,PEN-SENSC50-X,Raw Material,0.40000
TWC-CLFTD-BULK/FPS.RND.W136.00,WARN-RED3ASTDMS-BULK,Intermediate,1.28530
TWC-CLFTD-BULK/FPS.RND.W136.00,WARN-YLW3AS-X,Raw Material,1.91650
TWC-CLFTD-BULK/FPS.RND.W136.00,UVIN-MC80-BASF,Raw Material,4.00000
TWC-CLFTD-BULK/FPS.RND.W136.00,TITA-OTS2CR50-,Raw Material,6.50000
TWC-CLFTD-BULK/FPS.RND.W136.00,TALK-C-STJADAITO-K,Raw Material,33.08000
TWC-CLFTE-BULK/FPS.RND.W137.00,ORGA-EXD-ARK,Raw Material,2.50000
TWC-CLFTE-BULK/FPS.RND.W137.00,COSM-168ARV-X,Raw Material,1.00000
TWC-CLFTE-BULK/FPS.RND.W137.00,EUTA-G-X,Raw Material,1.50000
TWC-CLFTE-BULK/FPS.RND.W137.00,TALC-C-2KPD-X,Raw Material,35.33730
TWC-CLFTE-BULK/FPS.RND.W137.00,SILI-2005-DC-K,Raw Material,0.50000
TWC-CLFTE-BULK/FPS.RND.W137.00,PEN-PRSVPE-X,Raw Material,0.80000
TWC-CLFTE-BULK/FPS.RND.W137.00,TALK-C-STJADAITO-K,Raw Material,33.08000
TWC-CLFTE-BULK/FPS.RND.W137.00,SUNP-EPU-2X-X,Raw Material,1.00000
TWC-CLFTE-BULK/FPS.RND.W137.00,UVIN-MC80-BASF,Raw Material,4.00000
TWC-CLFTE-BULK/FPS.RND.W137.00,TITA-OTS2CR50-,Raw Material,6.50000
TWC-CLFTE-BULK/FPS.RND.W137.00,IPM-CRDSG-X,Raw Material,3.50000
TWC-CLFTE-BULK/FPS.RND.W137.00,SILD--SI5H52D-K,Raw Material,4.00000
TWC-CLFTE-BULK/FPS.RND.W137.00,PEN-SENSC50-X,Raw Material,0.40000
TWC-CLFTE-BULK/FPS.RND.W137.00,PARF-9861SPM--K,Raw Material,0.01000
TWC-CLFTE-BULK/FPS.RND.W137.00,WARN-BLCK3AS-X,Raw Material,0.41260
TWC-CLFTE-BULK/FPS.RND.W137.00,VITA-DL E-MS,Raw Material,0.01000
TWC-CLFTE-BULK/FPS.RND.W137.00,WARN-YLW3AS-X,Raw Material,1.67010
TWC-CLFTE-BULK/FPS.RND.W137.00,TIT-MT60S-X,Raw Material,2.00000
TWC-CLFTE-BULK/FPS.RND.W137.00,ZINC-ZNOLYS-X,Raw Material,1.00000
TWC-CLFTE-BULK/FPS.RND.W137.00,ACTM-CTLA-X,Raw Material,0.01000
TWC-CLFTE-BULK/FPS.RND.W137.00,WARN-RED3ASTDMS-BULK,Intermediate,0.77000
TWC-CLFTF-BULK/FPS.RND.W138.00,ACTM-CTLA-X,Raw Material,0.01000
TWC-CLFTF-BULK/FPS.RND.W138.00,SILI-2005-DC-K,Raw Material,0.50000
TWC-CLFTF-BULK/FPS.RND.W138.00,WARN-RED3ASTDMS-BULK,Intermediate,2.23030
TWC-CLFTF-BULK/FPS.RND.W138.00,PEN-SENSC50-X,Raw Material,0.40000
TWC-CLFTF-BULK/FPS.RND.W138.00,ORGA-EXD-ARK,Raw Material,2.50000
TWC-CLFTF-BULK/FPS.RND.W138.00,SUNP-EPU-2X-X,Raw Material,1.00000
TWC-CLFTF-BULK/FPS.RND.W138.00,TITA-OTS2CR50-,Raw Material,6.50000
TWC-CLFTF-BULK/FPS.RND.W138.00,COSM-168ARV-X,Raw Material,1.00000
TWC-CLFTF-BULK/FPS.RND.W138.00,IPM-CRDSG-X,Raw Material,3.50000
TWC-CLFTF-BULK/FPS.RND.W138.00,SILD--SI5H52D-K,Raw Material,4.00000
